molecula|SddssS|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|SaasN|MATS2c|AATSC1s|n6HRing|MATS7i|MATS8i|n5aRing|n5aHRing|AATSC1pe|MATS1i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|nFaHRing|RASA|FNSA3|PBF|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|WNSA4|GeomShapeIndex|GRAV|DPSA4|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Lipinski|Total Energy (water) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|Dipole (water)|IC50|pIC50|pIC50
7b_a10|0.0|0|0.0|0.0|0|7.535296702|2|1.186434511|0.0|-0.170920618|0.037541178|2|-0.060829392|-0.01808249|0|0|0.010068964|-0.051052176|-0.082499103|2|0.624866343|0.764865564|-0.108464916|0.065705128|0.8200487120000001|1|0.92441666|-0.0590666679999999|0.5113525529999999|-30.71062112|-37.45675757|5.061217187|13.37827368|0.07558334|39.29815915|-0.027444463|-19.47494818|-1.152667458|-15.96741933|43.9185573|-14.26924098|35.77183831|0.446575367|2290.380138|480.6333417|2150.375871|-7.419027879|0.8069307729999999|5212.568172|18.26940272|-292.2491701|767.3149142000001|459.0250226|1.0|1.0|0.0|0.0|0.25|-6.99|4.34|41.38|1.0|1.0|105.44|0.0|1.0|2.0|-5.28|25.0|3.0|-5.09|0.0|1.0|1.0|3.02|0.00183|5.25e-06|0.0|0.0|-1450.09312|951.55|340.37|205.85|400.65|-0.1584799999999999|-0.21225|5.6147|19.8|4.7033|4.7033
13i_a6|0.0|0|3.399318783|0.0|0|7.412764017000001|1|1.430639411|0.0|0.0359494989999999|-0.154502515|1|0.035242754|0.034304189|1|1|-0.007703306|-0.045418125|-0.073507141|1|0.8744720490000001|0.7771558909999999|0.145878803|-0.054229558|0.8287956870000001|0|0.624046118|-0.120457274|0.221116773|-80.75190740000001|-86.83156133|20.90143854|181.1128483|0.375953882|252.0312146|-0.046433945|-58.20996912|-2.460999087|-54.13430283|100.2320567|-31.12829557|101.6533459|0.429711323|2906.257489|418.3467934|2880.134143|-20.86772478|0.753497905|6306.951561999999|39.72483975|-380.2354072|2105.416507|673.8038326000001|1.0|1.0|1.0|3.0|0.12|-8.5|4.16|115.15|1.0|0.0|120.17|0.0|1.0|6.0|-5.03|32.0|5.0|-6.81|0.0|0.0|1.0|2.91|0.00398|3.28e-05|0.0|0.0|-1426.549926|1196.21|348.14|338.12|553.67|-0.1464|-0.19454|10.1375|21.0|7.6778|7.6778
19l_a38|0.0|0|3.280796643|0.0|0|7.412764017000001|2|1.297043246|0.0|-0.086107169|-0.10490608|2|0.103904811|-0.02967593|1|1|0.000347207|-0.091460175|-0.191751024|1|0.723755855|0.839953955|-0.032569307|-0.053823023|0.89459881|0|0.799611189|-0.079681862|0.51306986|-51.6277901|-65.35669452|14.19254029|133.9992534|0.200388811|129.8367176|-0.037359603|-42.34617024|-2.017418574|-33.45088372|79.04689476|-24.20618316|65.82033039|0.430111845|2921.048554|518.0872716|2934.313773|-15.68376675|0.754730276|6705.993411|32.82593886|-307.64756780000005|1772.6006989999998|696.3887025|1.0|1.0|1.0|3.0|0.12|-7.28|4.03|81.23|2.0|0.0|135.78|0.0|1.0|6.0|-4.94|32.0|4.0|-6.39|0.0|0.0|1.0|3.22|0.0049|1.89e-05|0.0|0.0|-1409.5865199999998|1164.34|369.66|337.75|502.31|-0.13977|-0.2001|9026.0|14.0|7.8633|7.8633
4S4k_a46|0.0|0|0.0|0.173180233|1|7.825245291|1|1.134637098|2.145043462|-0.050636784|-0.088084767|1|-0.104665424|-0.1149361969999999|1|1|0.006050983|0.008544799|0.012963356|1|0.78837943|0.7477594870000001|-0.003017362|-0.141706595|0.787615341|0|0.891734458|-0.089589915|0.199356973|-47.49082053|-45.61628327|4.1078333030000005|172.7607401|0.1082655419999999|57.39060501|-0.030477338|-24.18078772|-1.46291223|-25.17446332|49.42345536|-16.15576699|51.59865384|0.461984953|2105.538282|472.7005375|1729.18312|-8.564028983|0.858684076|4719.2906570000005|18.61456563|-390.0516264|893.4991504000001|519.5743695|1.0|0.0|1.0|1.0|0.33|-6.61|4.26|50.94|1.0|0.0|100.96|0.0|1.0|2.0|-4.82|25.0|3.0|-5.46|0.0|1.0|1.0|3.79|5.0|1.4800000000000002e-05|0.0|0.0|-1053.441953|997.07|304.07|234.58|487.43|-0.17396|-0.1947|2.5693|197.0|6.7055|6.7055
26_a20|0.0|0|0.0|0.0|1|6.842683282|0|1.4165417530000002|1.877209467|-0.000846851|-0.104520106|2|0.1516835819999999|-0.054222344|1|1|0.003149352|0.0346782989999999|0.057022334|2|0.7071284179999999|0.7541508029999999|-0.070815554|-0.055150498|0.8096894440000001|1|0.79337253|-0.0862808009999999|0.423153994|-58.21621279|-55.81998701|8.604974082|299.8332395|0.20662747|139.417676|-0.0327795789999999|-37.66339899|-1.737317706|-39.28020352|65.85953426|-22.11735334|66.82118688|0.472355054|2825.254798|535.3119506|2534.075607|-14.92323356|0.8952138340000001|6221.067002000001|28.17896678|-384.4457279|1493.485239|712.1606951|1.0|1.0|1.0|1.0|0.08|-9.18|4.5|86.69|2.0|0.0|125.0|0.0|1.0|5.0|-5.14|32.0|4.0|-6.28|0.0|0.0|1.0|3.66|0.00305|9.51e-06|0.0|0.0|-1352.315376|1211.34|318.77|256.05|543.96|-0.16129|-0.21226|4.8742|131.0|6.8827|6.8827
14ac_a23|0.0|1|0.0|-9.994971573|2|7.423568444|0|1.1979507740000002|2.7104403130000003|0.0763230759999999|-0.4422550999999999|2|0.016532702|0.0518788009999999|2|2|-0.004445662|-0.069765112|-0.287952039|2|0.5562570379999999|0.7797862459999999|0.1374474|0.054652466|0.834426845|1|0.931143634|-0.0883661019999999|0.300389872|-66.72452104|-73.32014595|12.70997824|57.45545019|0.068856366|51.99287907|-0.043970249|-55.36344264|-2.330423202|-50.3831402|87.75911516|-33.20157553|79.43449928|0.489147172|3695.344378|703.0989434999999|3417.45156|-25.07023818|0.95751094|9203.543798|41.10214358|-464.8074813999999|2178.41361|718.3324686000001|1.0|1.0|1.0|1.0|0.12|-9.03|5.52|105.02|2.0|1.0|130.29|0.0|1.0|7.0|-7.31|38.0|10.0|-5.84|1.0|0.0|0.0|5.43|2.69e-05|2.24e-07|0.0|2.0|-2304.001319|1285.58|341.32|309.85|627.76|-0.15055|-0.23868|8.6341|4.0|8.3851|8.3851
8_a47|0.0|0|0.0|0.0|0|7.252053952000001|0|1.24688044|0.0|0.003732288|-0.099564745|2|-0.087101663|-0.153669322|0|0|-0.007648516|-0.00158075|-0.003223628|2|0.686795267|0.7847248109999999|-0.035681436|-0.223459904|0.842571655|1|0.8497568740000001|-0.075955381|0.517797505|-44.09728708|-53.11155658|5.043798869|90.32612351|0.150243126|87.2263982|-0.035797309|-30.83488674|-1.646676195|-25.60148752|60.62152862|-20.78278301|49.14108595|0.414302597|2621.772106|493.3419136|2217.264922|-12.06582525|0.707366287|6219.278078|25.35407034|-371.2177396|1166.287236|559.4973856|1.0|0.0|1.0|2.0|0.13|-9.25|5.67|58.04|2.0|0.0|113.97|0.0|1.0|4.0|-6.59|29.0|4.0|-4.79|1.0|0.0|1.0|5.03|0.000104|6.490000000000001e-07|0.0|0.0|-1686.068471|1071.62|337.87|337.87|433.38|-0.15357|-0.2085199999999999|4.6281|0.05|7.3|7.3
21_a4|0.0|0|0.0|0.0|1|7.535296702|1|1.399863887|2.026698554|-0.164057585|-0.014982235|1|0.019346682|-0.2897937889999999|1|1|0.012094249|-0.063064908|-0.099702401|1|0.6952936|0.777866961|0.090847781|-0.174578783|0.833191212|0|0.932146735|-0.0571545999999999|0.239652988|-28.99048719|-38.7880598|10.23237244|63.37635587|0.067853265|34.4171635|-0.028676424|-19.67444009|-1.147056976|-14.70482428|47.69702403|-14.54552243|39.22285963|0.401240904|2045.488184|472.812128|1584.866567|-7.377915035|0.670120767|4277.396118|20.11362507|-226.3943104|804.5450027|387.240586|1.0|1.0|1.0|0.0|0.16|-5.94|3.7|39.94|0.0|0.0|91.59|0.0|2.0|3.0|-3.88|23.0|3.0|-5.76|0.0|1.0|1.0|3.23|0.0403|6.51e-05|0.0|0.0|-973.5683008|916.76|308.08|240.17|446.0|-0.16632|-0.19588|2.9409|121.0|6.9172|6.9172
14y_a23|0.0|1|0.0|0.0|2|7.423568444|0|1.197960595|3.3149940630000003|0.0600764409999999|-0.022719307|2|0.041892637|-0.051539811|2|2|0.007229683|-0.069023218|-0.125978901|2|0.719722236|0.802520527|0.137426346|-0.049318182|0.8668730109999999|1|0.925252932|-0.057809342|0.2271539169999999|-39.9727336|-55.74067298|13.00274534|39.66769923|0.074747068|51.68445972|-0.034303507|-38.54233552|-1.612264842|-27.63946733|67.16839951|-23.71943531|52.97547894|0.486730407|3096.562257|639.7735629|2336.815247|-16.40099384|0.948293868|7320.809595999999|30.28429949|-391.6770747|1423.362076|665.6233736|0.0|1.0|1.0|1.0|0.05|-8.57|4.64|105.02|2.0|1.0|130.3|0.0|1.0|5.0|-6.77|32.0|4.0|-5.8|0.0|0.0|0.0|4.45|8.18e-05|7.37e-07|0.0|0.0|-2549.104894|1217.48|340.49|340.49|585.2|-0.14942|-0.2331599999999999|6.5205|4.0|8.4225|8.4225
9a_a36|0.0|0|3.4090209280000003|0.0|0|7.412764017000001|2|1.297044807|0.0|-0.109305298|-0.046964839|2|0.095192109|-0.078488872|1|1|0.00484375|-0.12019672|-0.202876718|1|0.839235677|0.7885597609999999|-0.019008343|-0.1177413269999999|0.842671963|0|0.826559623|-0.073689118|0.204819754|-45.04449811|-66.44342306|14.47407729|49.52042402|0.1734403769999999|106.0201967|-0.039929147|-40.61536816|-1.956528182|-27.53468726|78.37175688|-24.40778806|59.5185754|0.453098452|2682.572663|505.25728260000005|2167.77208|-14.91993116|0.828482664|5693.562367|31.95428497|-322.5522826|1565.759963|578.2841135|1.0|0.0|0.0|1.0|0.14|-6.28|3.04|66.4|1.0|0.0|120.94|0.0|1.0|5.0|-3.71|29.0|5.0|-6.74|0.0|1.0|0.0|1.95|0.0753|0.000102|0.0|0.0|-1252.802159|1092.66|320.56|320.56|495.18|-0.15925|-0.20969|7.4992|13.0|7.8861|7.8861
11g_a5|0.0|0|2.9590700880000003|0.0|1|7.139660336|0|1.388236041|1.984996534|-0.204002571|0.009272269|2|-0.083337229|-0.137618073|2|2|0.006964153|-0.137739838|-0.233590516|2|0.777565622|0.814159231|-0.075382189|-0.01453517|0.8737292720000001|0|0.837943738|-0.067247149|0.396049407|-44.19305139|-50.16001519|15.25675|68.77977167|0.1620562619999999|106.4990972|-0.025442296|-32.96383785|-1.297557078|-29.04250676|71.21847290000001|-16.72000506|59.4498014|0.485790997|2823.738452|550.6745046|935.4227938|-10.98794595|0.944734523|5817.569415|30.75897687|-57.28097817|1568.70782|648.1198739|1.0|1.0|1.0|1.0|0.08|-9.04|4.17|81.51|1.0|0.0|118.35|0.0|1.0|7.0|-4.12|31.0|5.0|-6.84|0.0|0.0|0.0|2.96|0.0312|4.88e-05|0.0|0.0|-1330.189793|1180.25|294.62|274.87|542.13|-0.1714|-0.2146199999999999|4314.0|0.03|7.5229|7.5229
17a_a10|0.0|0|0.0|0.0|1|7.535296702|2|1.3438501040000002|2.118111229|-0.218519541|0.021150127|3|-0.082914437|-0.093735748|1|1|0.01029375|-0.225935253|-0.360142554|2|0.7019075779999999|0.76281504|0.029106767|0.054069767|0.8044827790000001|1|0.8538249840000001|-0.055423599|0.463842217|-39.18491085|-58.46202420000001|14.20303963|51.96456548|0.146175016|103.34686|-0.023625536|-41.33310046|-1.488408763|-27.70403316|76.48633670000001|-16.70343549|53.38795048|0.4918223679999999|3154.628148|603.6608262999999|1855.293376|-11.80945728|0.967815851|7078.918870999999|29.57794442|-91.52361858|1863.410498|911.2106544|0.0|1.0|1.0|0.0|0.33|-7.32|3.31|76.38|1.0|0.0|142.16|0.0|1.0|6.0|-3.68|35.0|6.0|-7.43|0.0|1.0|0.0|2.64|0.0986|4.74e-05|0.0|0.0|-1524.557372|1326.24|310.84|224.26|603.73|-0.16562|-0.21203|5.3803|49.0|7.3098|7.3098
16_a20|0.0|0|3.485659565|0.0|0|6.842683282|0|1.401259527|0.0|-0.014660441|0.00695144|2|0.126359252|-0.061975089|1|1|0.001157852|-0.070208458|-0.117308016|2|0.7582110409999999|0.7478675859999999|-0.085041518|-0.10978034|0.809440795|1|0.915005572|-0.066137353|0.382481746|-43.51359744|-51.18223058|7.634605066000001|69.28224942|0.084994428|55.92018945|-0.029561375|-33.67420774|-1.47806874|-28.6288015|60.02453683|-19.44924762|51.14820251|0.464473378|2722.728332|602.0075202|2161.751186|-12.79619894|0.8673208|5896.394536|24.9314775|-368.5817657|1246.573875|664.4562602999999|0.0|1.0|1.0|1.0|0.08|-10.52|6.38|78.25|2.0|0.0|121.69|0.0|0.0|4.0|-6.06|31.0|4.0|-5.42|0.0|0.0|1.0|4.37|0.000349|2.17e-06|0.0|0.0|-1275.900951|1174.61|347.26|207.2|554.41|-0.1481299999999999|-0.20722|6.5609|26.0|7585.0|7585.0
14e_a23|0.0|1|0.0|-4.45581912|2|7.423568444|0|1.197957573|3.052208981|0.059967018|-0.272389934|2|0.023369734|0.021081733|2|2|0.001951778|-0.07256543|-0.226146643|2|0.560094237|0.791790895|0.133270225|-0.014216155|0.8510270329999999|1|0.925392058|-0.073376247|0.267882223|-51.07141556|-62.2612068|12.5437807|48.244071000000005|0.074607942|51.92870134|-0.03935934|-43.33511299|-1.96796702|-35.54678231|74.75779594|-27.39493099|63.61519626|0.49543439|3255.313968|644.0923882999999|2428.874279|-19.06744972|0.981902808|7663.17288|34.39302091|-412.7765217|1719.6510460000002|658.8108151|0.0|1.0|1.0|1.0|0.09|-8.23|4.42|105.02|2.0|1.0|125.29|0.0|1.0|6.0|-6.38|34.0|7.0|-6.06|1.0|0.0|0.0|4.5|0.000198|1.61e-06|0.0|0.0|-1966.96594|1209.58|334.8|334.8|571.39|-153.0|-0.2342199999999999|5.5469|3.0|8.5214|8.5214
32_a47|0.0|1|0.0|0.0|1|6.842683282|1|1.216307925|1.998170616|-0.1746026239999999|0.000921003|3|-0.013510009|-0.026022099|1|1|0.002350172|-0.077485193|-0.157688306|2|0.6636125860000001|0.810444864|-0.0094137619999999|-0.078006445|0.858292442|1|0.851627782|-0.05770007|0.266433793|-41.57905445|-52.38450683|13.90468487|28.55112477|0.148372218|106.9180086|-0.026060474|-37.74862456|-1.381205148|-29.9621436|68.76811937|-18.77935151|55.48373932|0.44289006|2808.210157|613.6886524|2255.632049|-13.53252578|0.794977846|6235.398576|29.28959351|-203.4434306|1552.348456|682.9868225|1.0|0.0|1.0|2.0|0.26|-8.82|4.18|67.66|2.0|0.0|125.17|0.0|1.0|5.0|-4.81|31.0|5.0|-6.34|0.0|0.0|1.0|3.94|0.00674|8.89e-06|0.0|0.0|-1778.127634|1184.76|336.65|252.79|548.86|-0.1509599999999999|-0.20778|6.3139|0.1|7.0|7.0
28_a20|0.0|0|0.0|0.0|1|6.842683282|0|1.417203216|1.837209467|-0.013841559|-0.114439513|3|0.091462964|0.0313932529999999|1|1|0.002695258|-0.016955137|-0.028782305|3|0.715067047|0.755701837|-0.104458316|-0.06654421|0.812553182|1|0.7817507370000001|-0.086299346|0.3962228229999999|-57.59898971|-60.85602167|9.799649234|318.7453661|0.218249263|145.66665480000003|-0.035068957|-40.6172876|-1.823585765|-38.44343857|71.98460956|-23.40616218|67.39863895|0.468838001|2865.917291|521.7658603|2449.815677|-15.62203369|0.8826648009999999|6348.941881000001|30.25452396|-365.2747728|1573.2352460000002|684.5377542|0.0|1.0|1.0|1.0|0.08|-8.8|3.93|99.58|1.0|0.0|122.8|0.0|1.0|5.0|-4.42|32.0|5.0|-6.96|0.0|0.0|1.0|3.04|0.0159|3.72e-05|0.0|0.0|-1368.363151|1198.32|346.35|258.81|531.85|-0.15572|-0.21814|4.7428|255.0|6.5935|6.5935
8e_a12|0.0|1|0.0|0.0|1|6.803505258|1|1.283834633|1.873617728|0.050021617|-0.049397555|2|0.0661362779999999|-0.087658302|1|1|0.005744805|-0.079913108|-0.136145064|1|0.83954453|0.761892879|-0.036433876|-0.051240735|0.815412281|1|0.939627917|-0.05202522|0.001151979|-29.79080011|-50.273571200000006|8.884082475|51.38557748|0.060372083|34.57040021|-0.031094185|-28.78776717|-1.492520871|-17.05887601|61.4656313|-17.80522313|38.67488258|0.45384745|2548.979738|538.051884|2112.908299|-10.19566754|0.830990262|5490.975165|25.03342862|-241.94192880000003|1201.604574|561.9859171|1.0|1.0|1.0|1.0|0.14|-7.93|3.34|55.1|2.0|0.0|117.04|0.0|1.0|3.0|-4.37|28.0|4.0|-6.03|0.0|1.0|1.0|3.12|0.0156|2.03e-05|0.0|0.0|-1177.619013|1048.44|375.21|236.25|481.04|-0.13599|-0.19338|1.9327|588.0|6.2306|6.2306
14l_a23|0.0|1|0.0|0.0|2|7.423568444|0|1.1979636809999998|3.402752757|0.060717916|-0.026530366|2|0.042748013|-0.060692376|2|2|0.01180744|-0.074441567|-0.136106024|2|0.725800261|0.778602826|0.156652778|-0.1010279259999999|0.836852328|1|0.921267667|-0.053549434|0.215920645|-35.3275485|-51.59307331|12.31633167|40.34135162|0.078732333|51.94117061|-0.0328459689999999|-34.03690099|-1.642298442|-23.306234600000003|61.54673359|-21.66909079|47.64388017|0.492922575|2879.181064|607.777253|2176.038061|-14.29549842|0.972085426|6444.7098240000005|27.44221375|-382.1434717|1372.110688|666.0036144999999|0.0|1.0|1.0|1.0|0.09|-7.78|3.88|105.02|2.0|1.0|125.25|0.0|1.0|5.0|-5.85|31.0|4.0|-6.1|0.0|0.0|0.0|3.78|0.000608|5.61e-06|0.0|0.0|-1669.2363289999998|1185.79|341.8|341.8|560.51|-0.14639|-0.2183|8.2422|7.0|8.1798|8.1798
12a_a36|0.0|0|3.4715209280000003|0.0|0|7.412764017000001|2|1.297044783|0.0|-0.0632801509999999|-0.0427777779999999|2|0.078063311|-0.070252245|1|1|0.003199301|-0.1063550619999999|-0.183140926|1|0.907322874|0.7934042040000001|-0.012112722|-0.119322074|0.846614758|0|0.820684627|-0.076154312|0.436020272|-46.76212019|-64.36949846|12.03249549|109.9069212|0.179315373|110.1075804|-0.037738352|-39.52572284|-1.886917597|-28.71401279|76.09903547|-23.17301945|58.79461567|0.470444928|2647.835699|503.9367075|2258.5909920000004|-14.22926022|0.888377722|5710.355735|30.67992313|-313.5499672|1533.996157|598.1535763999999|1.0|0.0|0.0|2.0|0.14|-6.59|2.72|69.2|1.0|0.0|123.75|0.0|1.0|5.0|-3.79|29.0|4.0|-6.72|0.0|1.0|0.0|1.86|0.0625|0.000101|0.0|0.0|-1232.951968|1096.31|338.0|323.35|481.98|-0.1519299999999999|-0.20139|8.5603|13.0|7.8861|7.8861
16h_a32|0.0|1|3.340888605|0.0|0|7.765993078999999|0|0.609420754|0.0|0.217139852|-0.098975084|0|-0.069213021|0.061727488|3|3|-0.002310082|-0.123297852|-0.219947482|0|0.804503712|0.832040698|-0.003188883|-0.03617945|0.881181048|1|0.7991915079999999|-0.081151869|0.44308098|-51.56009529|-77.17316899|13.31708433|70.02855767|0.200808492|127.5843068|-0.038765425|-49.03221545|-1.821974989|-32.75886858|90.15529448|-24.62973479|64.87717961|0.459750275|2709.44587|507.7688359|3282.554439|-15.6485794|0.850995852|6151.056721|33.46862873|-299.7661014|1573.02555|573.3529948|1.0|1.0|1.0|2.0|0.26|-7.0|5.86|149.27|2.0|0.0|111.95|1.0|1.0|7.0|-6.48|28.0|5.0|-6.22|1.0|0.0|1.0|3.74|0.000136|1.7800000000000002e-05|0.0|0.0|-1955.99895|1130.4|342.67|342.67|556.05|-0.14972|-0.2|4.2275|9.0|8.0655|8.0655
8f_a8|0.0|0|2.939511291|0.0|1|7.05012252|0|1.394802091|1.241306689|0.024051247|-0.249095464|0|0.0587545909999999|-0.08540947|1|1|-0.007036544|0.09830823|0.254819201|0|0.578166105|0.6971223040000001|-0.016217844|0.010682683|0.751162751|0|0.5968139689999999|-0.122135295|0.308621017|-71.22071405|-62.06002501|7.91086576|317.0847898|0.403186031|235.1097364|-0.048375351|-36.18904175|-2.128515439|-41.53091131|67.4402386|-28.20910228|79.13157981|0.456995667|2622.044457|348.0199311|1892.066521|-16.44956443|0.8416059290000001|5948.547713|31.14376424|-473.23361|1370.325626|485.8626377000001|0.0|0.0|0.0|2.0|0.0|-7.95|4.69|80.88|2.0|0.0|105.27|0.0|1.0|4.0|-5.21|29.0|4.0|-5.98|0.0|0.0|0.0|4.04|0.0023899999999999|1.01e-05|0.0|0.0|-1361.658484|1022.89|355.5|263.65|477.92|-0.14532|-0.21285|7.8014|22.76|4.6428|4.6428
47n_a18|0.0|0|0.0|0.0|0|7.03438793|1|1.251175627|0.0|0.0487694459999999|-0.057061805|0|0.017491759|-0.003276575|0|0|0.001705837|-0.172015161|-0.258092915|0|0.722991132|0.696612213|-0.09714337|-0.083719099|0.726888951|0|0.792429396|-0.079299822|0.288989992|-65.43887366|-75.24728669|8.759783644|61.29571241|0.207570604|171.2889916|-0.031974244|-62.09468789|-2.4620167580000003|-54.00070374|86.44740177|-26.38541222|74.19865731|0.482565384|3349.802294|653.9193397999999|2052.393389|-21.77346199|0.932611327|7909.580851999999|33.65821422|-468.58948260000005|2591.682495|1306.125688|1.0|0.0|1.0|3.0|0.31|-9.76|3.67|105.6|3.0|1.0|162.18|1.0|1.0|13.0|-6.02|40.0|4.0|-6.68|0.0|0.0|0.0|2.76|0.000511|5.7e-06|0.0|1.0|-1743.3283440000002|1565.37|387.11|387.11|799.02|-0.13138|-0.18391|3.3568|64.0|7.1938|7.1938
14a_a10|0.0|0|0.0|0.0|1|7.535296702|2|1.3438495730000002|2.156210368|-0.2090476269999999|0.0437538159999999|3|0.027446544|-0.045759336|1|1|0.012272222|-0.220250238|-0.344811314|2|0.76857495|0.7348225290000001|-0.011977878|-0.007680215|0.770129205|1|0.911549451|-0.044416218|0.43555903|-32.23041637|-51.23835032|9.840503082|67.52851799|0.088450549|64.18371923|-0.018970051|-37.18086445|-1.270993412|-23.38784787|67.14248252|-13.76552695|42.07091945|0.469029865|3075.550631|661.4615097|1774.8853399999998|-9.988888957|0.8833450959999999|6754.660977|25.39690722|-60.97724212|1701.592784|1003.968547|0.0|1.0|1.0|0.0|0.39|-8.18|4.16|59.31|1.0|0.0|146.76|0.0|1.0|7.0|-4.21|35.0|6.0|-6.82|0.0|1.0|0.0|3.43|0.0288|1.58e-05|0.0|0.0|-1489.655581|1380.89|326.1|222.16|645.26|0.2422099999999999|0.19621|4.8004|74.0|7.1308|7.1308
12_a15|0.0|0|0.0|0.0|0|0.0|0|1.435689014|0.0|-0.071096525|-0.0455566929999999|2|-0.035728911|-0.106061273|0|0|0.0034254209999999|-0.120626133|-0.184255041|2|0.8310685940000001|0.723852961|0.049877871|-0.019064393|0.769289315|0|0.89637291|-0.061084417|0.738437971|-39.00359933|-60.15445365|9.58943236|72.18361893|0.10362709|66.16793071|-0.031995594|-38.40979933|-1.695766456|-24.90456371|70.6606311|-20.42981445|48.59303169|0.476419838|2613.57759|572.3516967|2661.728915|-13.04483751|0.909927213|5897.820841|27.36785616|-314.7766363|1450.496376|673.7288405|1.0|0.0|1.0|1.0|0.12|-9.82|5.32|56.27|2.0|0.0|119.95|0.0|1.0|6.0|-6.22|30.0|4.0|-4.97|1.0|0.0|1.0|4.7|0.0002379999999999|1.47e-06|0.0|0.0|-1281.087109|1177.81|321.72|276.63|585.26|-0.15858|-0.19054|6.0547|4.0|8.3979|8.3979
12g_a31|0.0|0|3.42813681|0.0|0|7.765993078999999|1|0.6101363000000001|0.0|0.0716209459999999|-0.1044685569999999|0|0.045747231|-0.0733026079999999|2|2|-0.0054114869999999|-0.0497478109999999|-0.081426376|0|0.837044054|0.819234772|-0.076150332|-0.1386819869999999|0.8639814490000001|0|0.58271093|-0.1284353869999999|0.325789284|-78.87508829|-80.52794936|19.01411466|152.7424573|0.41728907|256.26669530000004|-0.039059048|-49.45404266|-1.835775276|-48.43898314|95.97385383|-23.98704875|97.88920296|0.470244801|2514.363249|357.8560168|1859.940155|-14.73099143|0.887664343|5398.678971|34.8320455|-231.70711040000003|1637.106139|524.0230338|1.0|1.0|1.0|2.0|0.32|-6.45|5.19|131.36|1.0|0.0|103.26|0.0|1.0|7.0|-4.92|27.0|5.0|-6.86|0.0|0.0|1.0|2.9|0.00457|0.0001629999999999|0.0|0.0|-1578.846191|1090.41|323.3|323.3|542.78|-0.15917|-0.19241|2.4038|0.11|6.9586|6.9586
4_a47|0.0|0|0.0|0.0|0|0.0|0|1.304464196|0.0|0.004633887|-0.121159855|2|-0.158636969|0.0687047279999999|0|0|-0.006506051|-0.017555555|-0.027355932|2|0.893350891|0.783871003|-0.095209424|0.019305509|0.84420422|1|0.874200878|-0.07804769|0.444849947|-42.46254967|-50.35610033|4.22896799|96.20929041|0.1257991219999999|68.44214684|-0.03525955|-27.39669054|-1.48090111|-23.10213311|57.78603076|-19.18327632|46.69151766|0.402148382|2306.463316|475.6168721|1528.797085|-10.43683449|0.67265584|5254.939281|23.78275706|-333.62177030000004|998.8757964|471.7712484|1.0|0.0|1.0|2.0|0.05|-8.79|4.83|58.04|2.0|0.0|106.52|0.0|1.0|3.0|-5.92|26.0|3.0|-4.99|0.0|0.0|1.0|4.32|0.0004379999999999|2.31e-06|0.0|0.0|-1509.453558|988.42|332.4|214.85|432.89|-0.1547|-0.21076|5.4892|32.0|7.5|7.5
10_a3|0.0|0|0.0|0.0|0|6.823286122000001|0|0.605017375|0.0|0.190318474|-0.1152010919999999|3|0.017396832|0.018484177|1|1|-0.005959152|-0.0495219879999999|-0.0947326669999999|3|0.8947911009999999|0.743072638|-0.140523767|0.078405316|0.8136572320000001|1|0.747406318|-0.1007256719999999|0.518341632|-46.64544572|-45.8148076|6.768239856|248.0820067|0.252593682|116.9745968|-0.0359752729999999|-21.21655855|-1.187184014|-21.60122201|56.68388955|-16.65993003|53.41368558|0.41220272|2098.79955|346.1193167|1361.86525|-7.715112198|0.701266803|4600.496436|23.57661855|-191.3775649|778.0284121000001|311.6695405|0.0|0.0|1.0|1.0|0.0|-6.51|3.79|105.82|0.0|0.0|88.28|0.0|1.0|2.0|-4.3|22.0|4.0|-6.44|0.0|0.0|1.0|2.52|0.0155|0.000145|0.0|0.0|-1288.190838|830.63|362.35|230.67|323.26|-0.15011|-0.21249|9.3381|7943.0|5.1|5.1
