molecula|SddssS|n9FaRing|SssssC|NaasN|SRW09|nARing|BCUTs-1|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|SIC2|nFaHRing|RASA|FNSA3|FNSA5|PNSA5|PPSA3|RNCS|RPSA|FNSA4|WNSA5|WNSA3|PNSA4|DPSA3|GRAVp|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log Kp (cm/s)|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
11b_a31|0.0|0|0.0|0|7.765993078999999|1|0.610137403|0.078614731|-0.01950528|5.733341277|-0.172248605|0|-0.078907688|-0.838727032|-0.014385937|-0.1488994619999999|10.31169957|-0.046362952|2|-0.010716217|-0.129901143|-0.16780872|-0.564706551|0.833717183|0.834596039|0.067031897|0.889561759|0|0.545458754|-0.143839236|-0.148709304|-82.80602396|21.02499452|286.7721447|0.454541246|-0.044612791|-46.10900197|-44.59898223|-24.84180719|101.1192111|2410.572158|-993.6722875|1756.711832|0.330276165|6.83089364|12.96936635|0.8986339170000001|5202.545866|0.0314298879999999|-189.0151528|1483.70453|397.3137532|17.50115151|1.0|1.0|1.0|1.0|3.41|2.29|16.0|-5.45|0.79|1.0|0.0|92.51|0.0|2.0|5.0|-6.73|2.69|1.82e-05|0.00649|0.0637|2.46|0.0|589.56|322.57|322.57|479.66|-1519.909742|-0.15936|3.2104|0.04215313|-1519.967224|4.7518|0.53|6.2757|6.2757
4_a38 (LY-2157299)|0.0|0|0.0|1|7.535296702|1|1.343847059|0.050460026|-0.00638266|5.4161004020000005|-0.080432741|2|-0.0501467259999999|-0.325515636|0.002865697|-0.159241692|10.9277672|-0.020954339|1|0.003107816|-0.083399128|0.0481706809999999|-0.463575124|0.702976795|0.8099394329999999|-0.041794304|0.868207983|1|0.754313773|-0.092570349|-0.089446059|-51.11565158|7.104736984|260.7739337|0.2456862269999999|-0.03235283|-29.21101111|-30.23133173|-18.48863993|60.00582329|2501.945802|-868.9660769|1686.693134|0.213882939|6.54753874|12.76426621|0.949475478|5566.495502000001|0.01379043|-327.0140711|1105.390176|542.7276591|7.880803302999999|0.0|1.0|1.0|1.0|3.27|2.6|21.0|-7.13|1.84|1.0|0.0|108.18|0.0|1.0|3.0|-6.86|2.81|0.0001409999999999|52.0|0.0375|2.39|0.0|617.61|327.69|266.68|449.44|-1198.442536|-0.16|5.9043|0.03652312|-1198.49738|7.6529|69.0|7.1586|7.1586
35_a18|0.0|0|0.0|0|7.03438793|2|1.251175948|0.068150325|-0.00622005|4.844187086|-0.020425504|1|-0.069149293|-0.44784362|-7.44e-05|0.027469086|10.94702087|-0.0098863069999999|0|0.00113101|-0.104482176|-0.117857059|-0.5009599889999999|0.737701788|0.737094825|-0.032017257|0.774007861|0|0.800765945|-0.081822342|-0.084219749|-62.06945887|6.525195505|118.7214377|0.199234055|-0.033440195|-45.74482543|-44.44264921|-24.64522632|66.82777970000001|3038.429834|-1675.875389|1761.858479|0.125426193|9.184536969|17.18442554|0.87101708|6995.248058|0.007954001|-552.1173777|1916.219506|1056.535856|5.862051629|1.0|0.0|1.0|1.0|4.3|0.0|18.0|-9.55|3.33|3.0|1.0|151.05|0.0|1.0|8.0|-6.0|3.07|8.629999999999999e-07|0.000415|0.0014199999999999|4.55|0.0|796.47|385.69|385.69|657.07|-1532.557542|-132.0|2.0432|0.02600607|-1532.627182|2.7788|24.0|7.6198|7.6198
37_a18|0.0|0|0.0|0|7.03438793|2|1.251176176|-0.0013530679999999|-0.005351023|4.844187086|-0.018808538|1|-0.018268775|-0.385273662|0.002300582|-0.034593342|10.94702064|-0.011713125|0|0.003512954|-0.0276034839999999|-0.224171123|-0.44541772|0.7100921609999999|0.725028151|0.020848396|0.761336899|0|0.831783747|-0.068500679|-0.074857954|-54.7389628|6.653112344|12.63119843|0.168216253|-0.0286221589999999|-40.02719655|-36.62790634|-20.92960342|56.74339533|3055.795406|-1423.213033|1571.7484060000002|0.2351233969999999|9.460456975|18.49074823|0.954530133|7035.839448000001|0.0142451319999999|-387.3755475|1860.709332|1056.535856|10.41657856|0.0|0.0|1.0|1.0|4.31|0.0|18.0|-8.82|3.33|2.0|1.0|151.14|0.0|1.0|7.0|-6.14|2.93|2.08e-06|0.000999|0.00161|4.36|0.0|794.5|385.91|385.91|673.45|-1532.553949|-0.13194|2.2872|0.02274574|-1532.622404|3.0375|35.0|7.4559|7.4559
18_a31|0.0|0|0.0|0|7.401841579|0|0.610137226|0.0690370959999999|-0.013634202|5.351858133|-0.138136629|0|-0.051184519|-0.640807491|-0.009923585|-0.001973566|10.31169929|-0.096301845|2|-0.007811355|-0.084218532|-0.107017926|-0.604728055|0.868704545|0.8595579409999999|0.022160691|0.904870098|0|0.72588713|-0.11789212|-0.129469649|-75.99442464|8.49194438|238.9516432|0.27411287|-0.040279446|-44.60622732|-40.61741697|-23.64270989|77.69074057|2241.561812|-1063.9219449999998|1935.374782|0.222523168|7.076684189|12.84812443|0.8155571290000001|4856.251645|0.01673486|-325.73954460000004|1368.42913|477.1857166|9.822812434|1.0|1.0|1.0|1.0|3.41|2.85|16.0|-6.54|0.75|1.0|0.0|99.32|0.0|1.0|7.0|-6.72|2.89|2.42e-05|0.00862|86.0|2.47|0.0|630.26|317.05|247.51|541.33|-1465.300904|-0.16212|3.0607|0.04825999|-1465.359325|4.6746|0.13|6.8861|6.8861
13e_a6|0.0|0|0.0|0|6.842683282|0|1.429020445|-0.089778965|-0.006882528|4.727387819|-0.008507023|2|0.018376555|-0.378539035|-0.003356527|0.0266218529999999|10.95053349|-0.037793156|1|-0.001446486|0.032420935|-0.223618825|-0.462344944|0.841211811|0.765593573|0.102257199|0.827254552|1|0.861676601|-0.074242826|-0.093298845|-62.36320497|12.28502792|66.59852278|0.138323399|-0.032929004|-41.68507499|-33.17101912|-22.01054293|61.91072885|2868.489025|-1122.537689|3457.565879|0.277469482|7.973429837999999|14.346067199999998|0.799234143|6147.8097210000005|0.019543118|-297.4895642|1553.619759|676.2770877|13.06309302|1.0|1.0|1.0|1.0|3.51|2.79|27.0|-10.18|0.92|1.0|0.0|123.82|0.0|0.0|5.0|-6.52|3.31|7.74e-06|0.00323|0.00688|3.27|0.0|713.3|381.78|207.04|567.24|-1347.014564|-0.1327|10.1884|0.03809808|-1347.074898|13.2999|12.0|7.9208|7.9208
1o_a5|0.0|0|0.0|0|6.605297921|0|1.427566509|-0.266637757|-0.002633927|4.59511985|0.033105871|2|-0.033273504|-0.1079910069999999|0.0057302559999999|-0.102739602|10.94518594|-0.008511304|1|0.0051989459999999|-0.05876042|0.06759341|-0.231165601|0.670787375|0.78144982|-0.003561205|0.85693939|0|0.88430372|-0.079346457|-0.072886362|-39.1638643|7.122612351|167.3051756|0.11569628|-0.028770932|-21.04383087|-22.90899675|-15.45942012|49.75766514|2238.291862|-587.4579645|833.537568|0.300086449|7.522366517000001|14.20898333|0.8888980340000001|4572.818263|0.020380352|-214.8381946|839.3293197999999|393.5487205|10.95092849|1.0|1.0|1.0|1.0|2.81|2.2|23.0|-8.11|1.23|0.0|0.0|95.2|0.0|1.0|3.0|-6.3|2.95|8.329999999999999e-05|0.0269|27.0|2.78|0.0|561.04|297.38|275.45|443.88|-1043.422345|-0.1693599999999999|4.7435|0.04126499|-1043.472984|5.4919|35.0|7.4559|7.4559
21_a12|0.0|0|0.0|0|6.605297921|1|0.609915045|0.04375233|-0.008833375|4.59511985|-0.058516436|3|-0.213225401|-0.362168355|-0.003879878|-0.01367083|10.31140747|-0.0546514309999999|1|-0.001825446|-0.388196876|-0.211367878|-0.522951134|0.923855679|0.835359152|-0.061915124|0.89838263|0|0.84827776|-0.068775342|-0.100098765|-50.37198585|6.154473157000001|75.46830038|0.15172224|-0.036878492|-25.34833425|-17.416202300000002|-18.55810005|40.76379649|2185.835701|-705.2078018999999|1080.052791|0.229181643|5.891343219|11.18947411|0.8993077970000001|4652.242111|0.017360942|-272.5639702|914.8819508|380.2468615|8.736422872|1.0|1.0|0.0|1.0|4.05|2.81|17.0|-6.78|1.82|0.0|0.0|98.16|0.0|1.0|3.0|-6.45|2.68|0.00015|48.0|0.0551|2.53|0.0|539.67|310.18|264.64|397.31|-1327.347724|-0.16784|2327.0|0.02758166|-1327.397348|3.2551|22.0|7.6576|7.6576
12b_a50|0.0|1|0.0|2|7.927685046000001|1|1.397986833|-0.19841119|-0.002929899|5.82008293|-0.0016330379999999|1|-0.08032584|-0.125985651|0.01164808|-0.101728189|10.94501743|-0.115659308|2|0.011790103|-0.139522815|-0.291865836|-0.246831987|0.699597776|0.804535572|0.009081884|0.8718949979999999|1|0.925916085|-0.045602469|-0.066155918|-33.25880166|10.80329197|8.07905572|0.074083915|-0.0237482779999999|-16.72031641|-11.52561607|-11.93905701|33.72918462|2224.116359|-465.6232233|1446.231761|0.4268092529999999|5.7232816060000005|10.05480253|0.756824707|4672.843578|0.027586169|-73.59089223|812.3355548|388.171611|13.86849326|1.0|0.0|1.0|1.0|3.31|2.45|20.0|-5.49|2.02|0.0|0.0|94.69|0.0|2.0|2.0|-6.44|2.59|0.000685|215.0|45.0|2.5|0.0|539.15|315.44|263.3|401.64|-1006.501585|-0.16451|4.0567|0.02307802|-1006.550688|5.6617|4.74|5.3242|5.3242
18_a3|0.0|0|0.0|0|6.605297921|0|1.43179288|-0.256375952|-0.003487792|4.59511985|-0.021283637|3|0.08269134|-0.122072724|0.0057881999999999|0.042606196|10.96965878|-0.025890816|1|0.005799063|0.150826737|-0.064953613|-0.2495754869999999|0.7226687409999999|0.714658751|0.0355413979999999|0.784960175|1|0.8419576209999999|-0.069839069|-0.0846755|-37.67445366|6.1383958|160.9514039|0.158042379|-0.031753312|-16.76239841|-13.82537222|-14.12792012|37.21171433|1938.093995|-452.0934439|703.8534116000001|0.317507797|5.293627315|10.24658906|0.935646099|3928.183499|0.02363555|-162.3915791|662.4155441|270.539096|10.51610501|0.0|0.0|1.0|1.0|2.62|1.81|21.0|-6.83|0.93|0.0|0.0|80.35|0.0|1.0|2.0|-6.7|2.21|0.0015|411.0|147.0|1.79|0.0|482.41|311.79|311.79|330.54|-889.850598|-0.1641099999999999|2.6366|0.02173162|-889.894728|3.3664|0.03|7.5229|7.5229
14m_a23|0.0|1|-4.405643132|2|7.423568444|0|1.197955072|0.05521348|-0.008929306|5.351858133|-0.272389934|2|0.028217372|-0.482182526|0.001027627|-0.034213923|10.3132176|-0.050626415|2|0.001951778|0.0879380709999999|-0.226146643|-0.527662006|0.560094237|0.798384929|0.0266555739999999|0.8581143859999999|1|0.9258118|-0.072795329|-0.089285878|-62.09952738|12.51396625|47.23604193|0.0741882|-0.039285786|-43.19105542|-35.21393496|-27.32379205|63.1440955|3255.247038|-1366.189602|2263.262957|0.204166091|8.595073462|16.42895711|0.911438824|7588.823133|0.017997351|-411.5129154|1716.6767920000002|658.8108151|12.51739962|1.0|1.0|1.0|1.0|3.51|3.17|26.0|-8.23|3.82|2.0|1.0|125.29|0.0|1.0|6.0|-6.06|4.41|4.1200000000000004e-07|0.000198|0.000773|4.46|0.0|707.56|337.15|337.15|572.31|-1966.721362|-0.15208|6.1522|0.02296475|-1966.785519|8.5477|3.0|8.5171|8.5171
12z_a36|0.0|0|0.0|0|7.412764017000001|2|1.297044126|-0.065211069|-0.007671785|5.351858133|-0.010732275|2|0.037307819|-0.421948174|-0.000143196|-0.010881947|10.95429182|-0.030529442|1|0.001194592|0.066366917|-0.175397741|-0.433580807|0.8707354620000001|0.826316772|0.103551178|0.886776351|0|0.834790405|-0.081592361|-0.102674964|-68.09761735|15.50078625|114.3931487|0.165209595|-0.036238222|-45.16471514|-35.89088901|-24.03445318|69.61568586|2841.692299|-1225.757112|2451.657399|0.287317638|8.016303367999999|14.78435842|0.844286292|6146.834385|0.0225782039999999|-282.1167226|1719.920651|642.3830552000001|14.97465267|1.0|0.0|1.0|0.0|4.76|0.0|17.0|-6.66|1.38|1.0|0.0|128.47|0.0|1.0|5.0|-7.08|1.66|0.000101|0.0412|0.0458|2.4|0.0|686.33|318.16|318.16|539.36|-1324.951498|-0.1575|4814.0|0.03845474|-1325.010808|6.5892|5.0|8301.0|8301.0
12f_a40|0.0|0|0.0|1|7.515889085|0|0.604990261|-0.03356339|-0.006206277|5.4161004020000005|-0.015621373|0|0.070099257|-0.235838511|0.008525796|0.108909202|10.31197207|-0.172869148|2|0.006841832|0.115814835|-0.054891771|-0.397377446|0.679527138|0.777316288|-0.160218113|0.841769186|1|0.909993912|-0.067004323|-0.082198664|-45.41519509|11.90644165|62.72992556|0.090006088|-0.032879466|-25.09213464|-20.45387851|-18.16607804|48.92668311|2383.68369|-635.8127312999999|628.5604981|0.268555948|8.404802652999999|16.49362536|0.962404834|5326.217734000001|0.0201199619999999|-255.7481174|869.2568204|384.1423925|11.1163852|1.0|1.0|0.0|0.0|3.24|3.61|20.0|-7.32|3.99|2.0|0.0|98.25|0.0|1.0|3.0|-4.76|4.76|2.66e-07|0.0001|0.0003819999999999|5.4|0.0|572.63|436.97|286.25|487.85|-2212.222254|-0.11765|3.2818|0.01077929|-2212.275094|4.8562|0.38|6.4202|6.4202
14k_a23|0.0|1|0.0|2|7.423568444|0|1.1979621459999998|0.070940371|-0.005866159|5.351858133|-0.024758731|2|0.04479394|-0.299174093|0.010682694|-0.055500851|10.31321813|-0.055708465|2|0.009263715|0.082632648|-0.13187015|-0.463402169|0.722187957|0.800643488|0.140087361|0.864845456|1|0.922397728|-0.0562483359999999|-0.079899943|-53.17069631|12.53019305|38.76597615|0.077602272|-0.033999976|-35.38329134|-24.9092952|-22.62582822|49.96154892|2955.4566170000003|-1063.413926|2174.886074|0.216437606|8.21201115|15.99703938|0.948005074|6715.186162999999|0.016348271|-377.4022725|1357.152837|633.3278634|10.87921891|0.0|1.0|0.0|1.0|3.39|3.56|26.0|-7.99|3.51|2.0|1.0|125.29|0.0|1.0|5.0|-6.03|3.99|7.49e-07|0.000334|0.00126|4.21|0.0|691.9|340.42|340.42|552.65|-2089.293765|-0.14784|5.8718|0.02271117|-2089.354026|8.3627|4.0|8.4123|8.4123
16c_a32|0.0|1|0.0|0|7.765993078999999|0|0.6094207629999999|0.191088217|-0.01639019|5.733341277|-0.087497559|0|-0.03152033|-0.770338913|-0.0064007569999999|-0.031087095|10.31100271|-0.036931818|3|-0.00369116|-0.057356214|-0.229450999|-0.697601261|0.809370315|0.8607827790000001|0.0482801729999999|0.915639476|1|0.773043206|-0.088841599|-0.119988297|-71.59058881|15.38819548|102.2022233|0.226956794|-0.038178095|-42.71426897|-31.62645048|-22.77882371|68.39521789|2649.168528|-1002.268243|3143.196853|0.3153632939999999|6.313526111|11.77670717|0.8653137670000001|5979.891916|0.02579269|-220.3256617|1463.941729|513.9156315|15.38911619|1.0|1.0|1.0|1.0|3.5|3.08|19.0|-6.99|0.88|1.0|0.0|107.14|1.0|1.0|7.0|-6.44|3.41|9.17e-07|0.000366|0.0155|3.23|0.0|639.66|341.89|341.89|508.43|-1916.478107|-0.14997|4.0551|0.02806787|-1916.536967|5.3459|5.0|8.3468|8.3468
4q_a46|0.0|0|0.09591943|1|7.832410927000001|1|1.131262631|-0.2520920439999999|-0.001250008|5.587248657999999|0.004704245|2|-0.012611536|-0.066250447|0.012173202|-0.155661124|10.96363644|-0.081623022|1|0.012222698|-0.019471024|-0.187559576|-0.125840557|0.716317772|0.807871283|-0.15266708|0.848935944|0|0.913550004|-0.052170875|-0.070035423|-39.09149156|8.099124333999999|38.31894407|0.086449996|-0.021010627|-21.81959712|-16.25388148|-11.72744747|37.21920695|2234.596293|-586.3723734|1491.412605|0.38044274|6.038093227999999|11.78798551|0.952269544|4992.497361|0.018430997|-133.46593529999998|946.4377411|554.3688216|10.28758193|1.0|1.0|1.0|1.0|3.95|3.16|17.0|-6.94|1.75|0.0|0.0|102.63|0.0|1.0|4.0|-6.54|3.15|0.000389|135.0|0.0449|2.65|0.0|606.7333|273.72|273.72|510.13|-1108.511662|-0.1903|2.7026|0.02185677|-1108.566571|3.2968|743.0|6129.0|6129.0
12aw_a36|0.0|0|0.0|0|7.412764017000001|2|1.297044239|-0.135690414|-0.008293935|5.351858133|-0.115864198|2|0.066435701|-0.4478724979999999|-0.006877664|-0.1066959869999999|10.96021804|-0.034663063|1|-0.004358975|0.169961228|-0.250781298|-0.4191703539999999|0.653741315|0.836170906|-0.022464907|0.892249657|0|0.706174871|-0.088516379|-0.114701005|-73.52224315|14.76755422|54.50894809|0.2938251289999999|-0.041292362|-47.12705211|-36.36860892|-26.46800754|71.5057033|2901.451841|-1323.400377|2380.579051|0.250947713|7.545677222999999|14.32425315|0.898338973|6370.06138|0.02161528|-319.2802512|1766.7663510000002|593.6088758|13.8551867|1.0|0.0|1.0|0.0|4.73|0.0|17.0|-7.12|2.78|1.0|0.0|123.67|0.0|1.0|5.0|-6.8|2.44|0.000102|0.0424|0.0201|2.88|0.0|666.09|319.85|237.0|507.71|-1431.180191|-0.15688|4.8181|0.03134789|-1431.239759|6.5278|9.0|8.0458|8.0458
14ae_a23|0.0|1|0.0|2|7.423568444|0|1.1979624290000002|-0.033049777|-0.007539122|5.351858133|-0.029948314|2|0.026913008|-0.4448081789999999|0.008996289|-0.0174992419999999|10.31321689|0.0289586779999999|2|0.009675528|0.047563299|-0.253318853|-0.363230717|0.7763406840000001|0.7830067820000001|0.107765697|0.8356326820000001|1|0.872362051|-0.065169397|-0.087074783|-62.38566188|24.84237243|111.4422142|0.127637949|-0.0269140239999999|-44.69687612|-33.45249142|-19.28284095|71.53368511|3212.850883|-1060.556252|2575.36078|0.46959234|8.123993885|15.59484379|0.919603093|7308.981869|0.034488074|-43.57178809|1999.511567|770.8206617000001|24.70935041|0.0|1.0|1.0|1.0|3.74|3.76|26.0|-7.6|2.42|2.0|1.0|133.27|0.0|1.0|7.0|-6.68|3.44|1.6e-06|0.000753|0.0038799999999999|3.52|0.0|751.57|344.06|344.06|627.57|-1858.675325|-0.14537|7.0211|0.01449323|-1858.7404850000005|9.5944|2.0|8.6038|8.6038
1b_a5|0.0|0|0.0|0|6.605297921|0|1.4258024619999998|-0.250420203|-0.00279809|4.59511985|-0.061874543|2|-0.095857885|-0.111923619|0.003886035|0.001241264|10.94890233|-0.028797464|1|0.003708988|-0.220946861|0.045204303|-0.231956531|0.567806811|0.759794937|0.122747292|0.827319059|0|0.808828623|-0.07823203|-0.077221824|-38.87394276|5.438378717999999|168.30518769999998|0.191171377|-0.031306145|-19.56938257|-19.82538668|-15.75970652|44.82086533|2171.716467|-583.1091414|919.9167129|0.267518749|6.11909445|11.64312636|0.90275317|4577.125071|0.019229427|-234.0649914|796.0738116|357.34245360000006|9.680212283|1.0|0.0|1.0|1.0|2.75|1.81|23.0|-8.3|2.29|0.0|0.0|90.44|0.0|1.0|3.0|-5.99|3.38|0.000106|0.0336|0.0157|3.16|0.0|536.59|266.74|258.89|388.58|-1050.413506|-0.1892|2891.0|0.03246637|-1050.462425|4.3687|59.0|7.2291|7.2291
13c_a6|0.0|0|0.0|0|7.412764017000001|1|1.424213869|-0.046663393|-0.010619065|5.351858133|-0.0122495089999999|1|0.049627353|-0.605286688|-0.003346018|0.054910284|10.95129637|-0.0942387559999999|1|-0.000899678|0.081059709|-0.174259072|-0.490486317|0.845481322|0.780680481|0.085414885|0.8353837409999999|0|0.786809832|-0.093635525|-0.111231609|-75.71763296|20.79409503|157.60887419999997|0.213190168|-0.039875482|-51.54254258|-43.38886312|-27.1440571|84.53371376|2880.850692|-1438.635026|3135.546462|0.2279674589999999|8.038175951|15.07660437|0.875625075|6204.855629|0.018354398|-370.3562372|1863.438327|692.8471883999999|12.49421473|1.0|1.0|1.0|1.0|3.61|2.53|23.0|-9.4|1.5|2.0|0.0|121.6|0.0|1.0|6.0|-5.88|3.64|1.11e-06|0.000471|0.00229|4.23|0.0|719.8|339.5|206.92|596.15|-1389.122252|-0.14975|7.7129|0.0276450999999999|-1389.184603|9.2467|73.0|7.1367|7.1367
14a_a10|0.0|0|0.0|1|7.535296702|2|1.3438495730000002|-0.2090476269999999|-0.002047597|5.4161004020000005|0.0437538159999999|3|0.027446544|-0.147427016|0.011509975|-0.045759336|10.92970798|-0.00421565|1|0.012272222|0.042968756|-0.344811314|-0.168193178|0.76857495|0.7348225290000001|-0.011977878|0.770129205|1|0.911549451|-0.044416218|-0.070610745|-51.23835032|9.840503082|67.52851799|0.088450549|-0.018970051|-37.18086445|-23.38784787|-13.76552695|42.07091945|3075.550631|-922.2903058|1774.8853399999998|0.457984122|10.0292632|18.88856367|0.8833450959999999|6754.660977|0.0219172279999999|-60.97724212|1701.592784|1003.968547|15.9041322|0.0|1.0|1.0|1.0|3.98|4.4|21.0|-8.18|1.94|1.0|0.0|146.76|0.0|1.0|7.0|-6.82|3.43|6.159999999999999e-05|0.0288|0.00743|3.29|0.0|800.01|326.1|222.16|645.26|-1489.42155|0.2422099999999999|3.1205|-0.14757681|-1489.487381|4.8004|74.0|7.1308|7.1308
38_a18|0.0|0|0.0|0|7.03438793|2|1.251175383|0.059724697|-0.00575311|4.844187086|-0.009006798|1|-0.066676644|-0.448742607|0.000520558|-0.020056674|10.94702086|-0.003893067|0|0.001602741|-0.0993372269999999|-0.11123356|-0.498932552|0.745084567|0.719168079|-0.03302891|0.751875124|0|0.8310704529999999|-0.076974444|-0.082256123|-65.45657441|6.675707878|100.7046282|0.1689295469999999|-0.0322355079999999|-52.08807522|-48.74349112|-25.65190078|67.92930461|3162.36475|-1898.240658|1855.157022|0.119072105|10.98254153|20.5922319|0.874996952|7261.130718|0.007165119|-606.2584549|2154.819559|1228.492038|5.701753365|1.0|0.0|1.0|1.0|4.53|0.0|18.0|-10.33|3.7|3.0|1.0|160.66|0.0|0.0|10.0|-5.55|3.64|1.05e-07|5.36e-05|0.000399|5.43|0.0|861.93|384.55|384.55|734.93|-1611.133158|-0.13229|1.9877|0.02653109|-1611.206669|2.7244|91.0|7041.0|7041.0
28_a34|0.0|0|0.0|1|7.423568444|1|1.454781307|0.000561166|-0.016942875|5.351858133|-0.206909349|1|-0.201047053|-0.6946578940000001|-0.012039484|-0.15803127|10.9595763|-0.0500053959999999|1|-0.007544188|-0.33032879|-0.311884247|-0.5437894289999999|0.8318609690000001|0.798057295|0.092890802|0.8582665429999999|0|0.545935562|-0.1306693569999999|-0.140864841|-72.11491331|19.29162755|144.3404619|0.4540644379999999|-0.048190604|-36.91879876|-34.24669822|-24.6708914|86.18702382|2252.098123|-937.4938731|1689.357471|0.270129894|5.613534285|10.28760365|0.832642882|4803.256974|0.0271102189999999|-235.3612529|1284.466737|344.69029950000004|13.87891455|0.0|1.0|1.0|1.0|3.02|2.55|17.0|-4.78|0.88|0.0|0.0|85.92|0.0|2.0|3.0|-7.04|1.84|0.000533|172.0|182.0|1.72|0.0|544.24|289.3|289.3|417.28|-1100.6525880000002|-0.17802|6.4596|0.03680411|-1100.704833|8.5886|3.82|5.4179|5.4179
8a_a50|0.0|1|0.0|1|7.860570786|1|1.39826105|-0.0737162059999999|-0.00439531|5.777652323|-0.021959577|1|-0.0224366579999999|-0.188998337|0.007671336|-0.150515325|10.94501357|-0.058014797|2|0.007801731|-0.038971589|-0.11385159|-0.352654037|0.75162266|0.804535572|-0.188882361|0.8718949979999999|1|0.860876738|-0.069208148|-0.08230347|-41.48493288|9.480859015|133.8183888|0.139123262|-0.031655181|-20.91041439|-17.58335405|-15.95574341|44.36511568|2206.356773|-622.2739931|1503.563342|0.248584287|5.754657432|10.69309012|0.858162757|4638.284496|0.017017336|-253.4513797|828.1354551|388.171611|8.577560914|1.0|0.0|1.0|1.0|3.34|2.01|20.0|-6.32|2.02|0.0|0.0|94.75|0.0|1.0|2.0|-6.12|2.87|0.000138|0.0433|0.0234|2.95|0.0|548.47|297.06|220.53|396.63|-1006.508913|-0.17244|3.5509|0.03479985|-1006.557694|5.5319|47.0|7.3279|7.3279
8_a1 (SB-202620)|0.0|0|0.0|0|6.86171134|0|1.4323973840000002|0.106916453|-0.013785521|4.727387819|-0.226277123|1|-0.0443137679999999|-0.606562911|-0.012672753|-0.1402198369999999|10.94957568|0.037553634|1|-0.0106277489999999|-0.095271547|-0.042643966|-0.612004804|0.674381582|0.743088715|-0.042789124|0.805476065|0|0.648967503|-0.117682533|-0.105271458|-59.72618401|8.809217494|208.2071465|0.351032497|-0.041081545|-33.88588996|-37.88089785|-23.30777912|75.57687443|2431.842132|-955.6189441|1736.664204|0.225760413|7.432247389|13.67402758|0.839824062|5170.286136|0.019645498|-311.18185800000003|1234.267739|433.2550452|11.1459518|1.0|0.0|1.0|0.0|2.74|2.21|23.0|-8.02|2.78|2.0|0.0|99.61|0.0|1.0|4.0|-5.94|3.7|1.14e-05|0.0041|0.00713|3.6|0.0|586.27|364.11|364.11|460.4|-1222.9606720000002|-0.13683|3.4563|0.16177304|-1223.014114|5.5005|0.4|6.3979|6.3979
1i_a5|0.0|0|-4.358943904|0|6.605297921|0|1.219028472|-0.145964178|-0.006494891|4.59511985|-0.31059482|2|0.018196138|-0.279280326|-0.0012491689999999|-0.174016111|10.94550053|-0.003198529|1|-0.000700145|0.059972925|0.004923698|-0.403861432|0.525406088|0.780175595|-0.058385936|0.8436458929999999|0|0.8876055620000001|-0.091178745|-0.084018635|-46.82694838|4.621144795|201.1526326|0.112394438|-0.03570792|-26.09853285|-28.32266298|-19.90145306|55.43870932|2482.831286|-796.0581225|942.1618767|0.240540403|7.314842247|13.79450888|0.8858245220000001|5432.586961|0.0196689|-289.21443910000005|1048.190221|403.396385|10.96226516|1.0|0.0|1.0|1.0|2.83|2.04|23.0|-8.88|2.73|2.0|0.0|95.49|0.0|1.0|4.0|-5.73|4.12|1.6100000000000002e-05|0.00589|0.00396|3.95|0.0|569.42|283.08|262.44|443.05|-1288.210207|-0.17945|2.6336|0.03383899|-1288.264271|2.8939|24.0|7.6198|7.6198
