molecula|SddssS|NaaNH|SssssC|NaasN|SRW09|nARing|BCUTs-1|MATS2c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|MATS1i|MATS1c|GATS1are|BIC2|SIC2|GATS1pe|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA5|RNCS|RPSA|FNSA4|WNSA5|RPCS|FNSA1|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|FPSA1|GeomRadius|GRAV|PPSA1|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Molecular Mass|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|IC50|pIC50|pIC50
5g_a40|0.0|0|0.0|1|8.149890544|1|0.604913142|0.0094595959999999|6.167516491000001|-0.190406197|0|0.044946237|-0.0602779129999999|-0.012794054|0.122088541|10.31198315|-0.091116241|2|-0.012008571|0.07917206|-0.4748772539999999|0.795454476|0.818555255|0.882781953|0.7733200179999999|0.67772744|-0.153687065|-0.14338431|0.245639795|0.024937196|-68.05025116|216.425542|0.32227256|-0.049288357|-32.29667648|0.0|0.745349319|-34.61732609|-23.39227384|84.77514603|0.488538966|321.64971460000004|-748.5527627|0.254650681|6.193485364|4358.890754999999|120.8573152|-232.8857705|1004.297909|266.8102663|0.0|0.0|1.0|2.0|14.0|-2.89|2.5|115.96|0.74|0.0|78.2|0.0|3.0|3.0|21.0|301.32|0.0|-3.37|5.78e-05|0.0174|0.000426|128.0|0.0|0.0013|391.0|-0.0540299999999999|3.48|4.02|3.48|-1328.055803|-1328.015099|489.04|800.98|356.27|261.0|356.27|367.19|0.6563|0.6563|-1327.9345529999998|261.0|-0.14505|4.9132|-0.19908|-1327.982732|123.0|6.9101|6.9101
12x_a30|0.0|0|0.0|0|7.412764017000001|2|0.604984021|0.044575215|5.351858133|-0.0335688279999999|2|0.043383838|-0.0606216429999999|0.00604028|0.027312213|10.31162819|-0.1066694919999999|1|0.006346396|-0.053700437|-0.458718546|0.842068099|0.782514704|0.829606585|0.803183654|0.848844277|-0.071909912|-0.091725339|0.398925866|0.014757946|-60.57208434|74.51844582|0.151155723|-0.035022402|-39.99960559|0.0|0.824674971|-31.35848986|-23.12752311|57.2323071|0.4490846539999999|560.5459455|-1272.013771|0.175325029|7.794822643|6359.545311|115.7782842|-428.8071293|1542.442557|754.3941655|1.0|1.0|1.0|1.0|17.0|-7.38|3.23|81.65|3.25|2.0|137.21|0.0|1.0|5.0|31.0|426.54|0.0|-5.46|9.14e-07|0.00039|3.48e-06|0.00148|0.0|4.12e-08|1.76e-05|-0.05093|3.4831|4.45|3.4831|-1654.40976|-1654.3784|703.75|1211.79|355.95|0.1517|355.95|558.65|0.68589|0.68589|-1654.1207|0.1517|-0.14783|4.3702|-0.19876|-1654.183467|22.0|7.6556|7.6556
47k_a18|0.0|0|0.0|0|7.03438793|1|1.25117623|0.029145635|4.844187086|-0.0605329409999999|0|0.033777778|-0.017736343|0.003047962|-0.02822032|10.94702256|-0.008576013|0|0.00493127|-0.279965025|-0.451417954|0.762665453|0.721697829|0.753132457|0.737517943|0.8309354040000001|-0.065324278|-0.088346874|0.3533268229999999|0.015080484|-69.77479556|20.66242736|0.169064596|-0.030255779|-55.10689702|58.77865447|0.7153044209999999|-40.74641317|-23.89547793|63.50225571|0.467246896|656.2580564|-1744.369889|0.284695579|9.777177947|7575.637462000001|224.8475227|-340.0872332|2438.639881|1167.054827|1.0|1.0|1.0|2.0|18.0|-8.44|3.17|88.97|2.82|3.0|154.86|1.0|1.0|11.0|38.0|513.63|0.0|-5.33|1.44e-06|0.000742|4.65e-06|0.0023899999999999|1.0|3.6099999999999997e-09|1.85e-06|-0.04359|3.0948|8.45|3.0948|-1664.756029|-1664.728002|842.29|1492.36|400.63|0.5920000000000001|400.63|793.48|0.69823|0.69823|-1664.2657390000002|0.5920000000000001|-0.1277599999999999|4.1818|-0.17135|-1664.341238|29.0|7.5376|7.5376
10_a27|0.0|0|0.0|2|6.605297921|0|1.400533489|0.122016352|4.59511985|-0.044164147|2|0.040512821|-0.184068581|0.00991794|0.034318674|10.93783185|-0.000903965|1|0.010329671|-0.2030237389999999|-0.487435299|0.639413469|0.804375252|0.862408925|0.614205449|0.8526621529999999|-0.061299064|-0.087022238|0.346344305|0.017676458|-46.27574168|6.0140309720000005|0.147337847|-0.031079371|-24.60801194|49.19800605|0.7453606909999999|-17.33405307|-16.5270506|41.99674607|0.477162521|453.4194305|-694.1361252|0.254639309|6.761146212000001|4894.8090170000005|135.40932969999997|-260.9504933|931.2754667000002|424.8821143|1.0|1.0|0.0|0.0|21.0|-6.24|2.97|65.6|2.25|0.0|97.39|0.0|1.0|3.0|25.0|331.37|1.0|-3.92|0.000266|0.0882|0.0001189999999999|0.0394|0.0|5.81e-07|0.000192|-0.0498|4.1495|4.66|4.1495|-1083.137871|-1083.1151289999998|573.31|958.95|298.79|0.4452|298.79|450.26|0.63894|0.63894|-1082.956472|0.4452|-0.16805|4.6684|-0.21785|-1083.008551|69.0|7.1612|7.1612
17_a3|0.0|0|0.0|0|6.823286122000001|0|0.605019885|0.188373421|4.727387819|-0.118246266|2|0.047430556|-0.015463451|-0.007540435|-0.041723219|10.31163036|-0.0510707059999999|1|-0.006696449|0.020589494|-0.633373061|0.881253042|0.767641592|0.838125715|0.773152968|0.803075623|-0.098658557|-0.096067661|0.225087454|0.010321361|-48.88298017|234.4907116|0.1969243769999999|-0.039557272|-24.87357062|76.17242478|0.840062179|-25.54439812|-20.12828595|55.45324083|0.4383349039999999|408.6362608|-684.3617224|0.159937821|6.2477303310000005|4839.543958|81.38261354|-346.0738521|814.6560331000001|353.7528308|1.0|1.0|1.0|1.0|21.0|-7.48|4.66|92.93|2.37|1.0|95.5|0.0|1.0|2.0|23.0|338.81|0.0|-4.93|2.96e-06|1.0|1.18e-05|0.00399|0.0|3.28e-08|1.11e-05|-0.0720399999999999|3.2102|3.57|3.2102|-1731.75233|-1731.72355|537.32|891.3|386.22|0.4062|386.22|393.58|0.69481|0.69481|-1731.6147670000005|0.4062|-0.13155|3.8077|-0.20359|-1731.663157|23.0|7.6383|7.6383
47p_a18|0.0|0|0.0|0|7.03438793|1|1.25117677|-0.001819106|4.844187086|-0.04760181|0|0.037575758|0.025217016|0.00235332|-0.015960677|10.94701988|-0.049428094|0|0.003537135|-0.1736074389999999|-0.441700685|0.72025564|0.726294118|0.7611910209999999|0.710266593|0.832954548|-0.06909945|-0.082580968|0.278332428|0.007989903|-61.12351185|10.25627035|0.1670454519999999|-0.030813794|-45.24146169|48.48855261|0.818459442|-37.85569728|-22.80728054|57.05881288|0.488811071|616.5234972999999|-1528.087796|0.181540558|9.923659881|6726.61969|134.3699001|-471.4248324|1867.029344|1011.163774|1.0|0.0|1.0|2.0|18.0|-9.03|3.34|76.5|3.13|3.0|144.53|0.0|1.0|9.0|35.0|468.59|1.0|-5.27|2.13e-06|0.000998|5.34e-06|0.0025|0.0|9.35e-10|4.38e-07|-0.05628|3.2036|7.98|3.2036|-1493.759811|-1493.731375|795.43|1391.71|387.01|595.0|387.01|732.84|0.6937800000000001|0.6937800000000001|-1493.338659|595.0|-0.13118|3.6452|-0.18746|-1493.407248|64.0|7.1938|7.1938
A7701_a51|0.0|1|0.0|0|6.605297921|0|1.390164251|-0.221071791|4.59511985|-0.0162614089999999|2|0.031405229|0.070581466|0.008062393|0.058290286|10.93031118|-0.0299823629999999|1|0.00740235|0.036217274|-0.22798944|0.7078647990000001|0.7451039290000001|0.8092075540000001|0.688876851|0.865114773|-0.071384149|-0.078131694|0.514530959|0.007404204|-36.09660744|146.2104641|0.134885227|-0.030384547|-16.67652408|0.0|0.799046392|-15.23632002|-14.03756956|36.39998243|0.420350923|399.6804233|-505.3525041|0.200953608|5.137516673|4153.310077|92.83996262|-276.3170672|632.4445105000001|332.8814548|1.0|0.0|1.0|1.0|21.0|-7.58|4.0|54.46|1.98|0.0|87.52|0.0|1.0|2.0|22.0|286.33|1.0|-4.17|0.000111|0.0319|6.790000000000001e-05|0.0195|0.0|2.62e-08|7.5e-06|||||||||||||||||||||25.0|7.6021|7.6021
27c_a34|0.0|0|0.0|1|7.412764017000001|1|1.4335249819999998|0.02583752|5.351858133|-0.1450543259999999|1|0.041728395|-0.08157574|-0.008017781|-0.028344637|10.95447877|-0.014364543|1|-0.004694534|-0.128393271|-0.543350914|0.850511415|0.783333463|0.8353837409999999|0.804740647|0.631065353|-0.114233896|-0.12597014|0.32643486|0.0304948179999999|-84.73908278|176.7076265|0.368934647|-0.042782312|-57.00328784|119.8660257|0.7381974290000001|-51.69246989|-28.77931113|97.35782216|0.424716257|424.51250080000005|-1525.30349|0.261802571|8.808655321|6308.331369|176.1124482|-320.4669239|2066.254135|673.8038326000001|1.0|1.0|1.0|2.0|23.0|-7.67|3.34|104.29|1.71|1.0|119.71|0.0|1.0|6.0|32.0|427.46|0.0|-4.45|1.7800000000000002e-05|0.00759|3.52e-05|0.0151|0.0|2.13e-08|9.1e-06|-0.03792|4277.0|5.23|3.9186|-1426.521813|-1426.482676|709.72|1203.69|316.4|0.2385|289.89|558.04|0.68683|0.70336|-1426.246896|0.0093|-0.1589|7.6204|-0.19682|-1426.31053|0.8|6.0969|6.0969
24_a47|0.0|0|0.0|1|6.86171134|0|1.304328602|0.0453435129999999|4.727387819|-0.1160443999999999|2|0.039520202|0.0251322929999999|-0.0060410169999999|-0.063708635|10.95005721|0.071506228|1|-0.004514441|-0.111494046|-0.540463145|0.662080166|0.812650394|0.875198713|0.627160379|0.7839491009999999|-0.075894947|-0.090995097|0.214985826|0.021522987|-51.21152885|41.72753688|0.216050899|-0.032498249|-28.82156035|47.170683|0.611603578|-24.03877652|-18.28983173|54.82626523|0.479188295|441.2021442|-768.1729327|0.388396422|7.024694045|6022.202634|218.5873217|-125.6197312|1255.998102|457.1122177|0.0|1.0|0.0|2.0|21.0|-7.63|4.64|84.73|2.86|1.0|104.73|0.0|1.0|5.0|28.0|396.81|0.0|-4.52|2.46e-05|0.00975|3.05e-05|0.0121|0.0|2.32e-08|9.22e-06|-0.06517|3.9675|4.46|3.9675|-1696.105723|-1696.071577|578.94|1002.04|312.5|0.2618|312.5|450.98|0.6835|0.6835|-1695.93106|0.2618|-0.16333|2.6517|-0.2285|-1695.98597|3.0|8.5|8.5
8c_a31|0.0|1|0.0|0|7.765993078999999|1|0.610137334|-0.012583838|5.733341277|-0.104377029|0|0.03995098|-0.106461724|-0.0080009219999999|-0.1903992189999999|10.31169969|-0.1029580369999999|2|-0.004832959|-0.053983462|-0.513257014|0.922486359|0.847752299|0.896193695|0.87237334|0.626072761|-0.1170607269999999|-0.128067781|0.280934088|0.029669107|-70.64275621|133.3100368|0.3739272389999999|-0.039640027|-38.96685783|477.2277896000001|0.72308253|-35.61776956|-21.86561502|80.93682766|0.47508938|345.3445134|-918.3558307|0.27691747|6.820988495|4835.748065|152.7489054|-246.1066271|1270.056726|423.1367008|1.0|1.0|1.0|2.0|16.0|-6.13|3.13|114.29|0.85|0.0|93.45|0.0|1.0|5.0|24.0|342.42|0.0|-3.63|3.79e-05|13.0|0.000237|0.0811|0.0|7.45e-07|0.0002549999999999|-0.03222|3.8492|1.83|3.8492|-1426.166503|-1426.129055|595.67|981.89|322.11|0.2597|322.11|475.72|0.7005|0.7005|-1425.968408|0.2597|-0.15985|3.3453|-0.19207|-1426.024361|0.81|6.0915|6.0915
17a_a22|0.0|0|0.0|1|6.842683282|0|1.2689202|-0.0422459529999999|4.727387819|-0.092107225|2|0.043274232|-0.054347074|0.00220634|-0.094996254|10.94643739|-0.005724389|1|0.0027615779999999|-0.076790454|-0.3626566539999999|0.830653242|0.7562495659999999|0.805071997|0.7994946709999999|0.8594770140000001|-0.072161482|-0.08790445|0.345497724|0.0140462319999999|-60.0620365|286.3611391|0.140522986|-0.030843667|-41.03828927|0.0|0.710958975|-33.68866751|-21.07439877|58.9027164|0.485943988|587.2505892999999|-1201.24073|0.289041025|8.549622191000001|6343.687177000001|197.4916253|-288.28178110000005|1689.6062539999998|784.2697099|1.0|0.0|1.0|1.0|27.0|-9.13|4.93|68.52|2.01|2.0|128.29|0.0|1.0|7.0|33.0|435.5|1.0|-4.96|1.7899999999999998e-05|0.0078099999999999|1.09e-05|0.00473|0.0|7.41e-10|3.23e-07|-0.15124|4.8502|5.13|1.3971|-1408.300966|-1408.279257|731.19|1253.39|887.46|185.0|255.63|577.52|0.46268|0.71303|-1407.8711|0.0085|-0.06214|3.0156|-0.21338|-1407.935792|82.0|7.0862|7.0862
27_a47|0.0|0|0.0|1|6.842683282|1|1.216250059|-0.160399235|4.727387819|0.006768957|3|0.0304347829999999|-0.067535989|0.001861676|0.0427469459999999|10.95005714|0.013336016|1|0.002350172|-0.077485193|-0.280944221|0.6636125860000001|0.804224077|0.8517043879999999|0.634406338|0.846469886|-0.0630454209999999|-0.079484997|0.337815064|0.016506051|-50.87821306|20.73428323|0.153530114|-0.028494622|-32.56705871|3.180329084|0.700732763|-25.8313393|-18.2393594|50.9207639|0.475450742|541.8239522999999|-966.6860481|0.299267237|7.083168776|6433.288104|191.5604557|-256.9774086|1379.535965|682.9868225|1.0|0.0|1.0|2.0|21.0|-8.82|5.07|67.66|3.11|2.0|125.17|0.0|1.0|5.0|31.0|436.91|0.0|-5.05|1.5399999999999998e-05|0.00674|8.89e-06|0.0038799999999999|0.0|1.5e-09|6.55e-07|-0.05814|4.9358|2.97|3.8125|-1778.1049670000002|-1778.078632|673.27|1165.54|325.21|0.4007|251.19|517.82|0.40976|0.69381|-1777.830739|0.1839|-0.1578|4.0365|-0.21594|-1777.891054|2512.0|5.6|5.6
15c_a10|0.0|0|0.0|1|7.535296702|2|1.343850105|-0.236118846|5.4161004020000005|0.040869377|3|0.034807692|-0.06400528|0.01143745|-0.1036030219999999|10.92970798|0.0123939039999999|1|0.012271987|-0.226679901|-0.1742732839999999|0.7655272009999999|0.7351096359999999|0.772328328|0.733973277|0.904458517|-0.046967376|-0.072537853|0.418835517|0.014703076|-50.32840842|65.41494073|0.095541483|-0.019267867|-34.91899195|136.2098503|0.528228415|-22.60962187|-13.36848349|42.7883594|0.449308156|627.5338454|-855.5829431|0.471771585|8.639636218|6673.826433|327.3258326|-39.17102961|1619.721543|924.9341455|0.0|1.0|1.0|0.0|21.0|-7.79|2.97|59.31|1.74|1.0|141.96|0.0|1.0|6.0|34.0|454.57|1.0|-4.57|0.0001419999999999|0.0646|2.68e-05|0.0122|0.0|1.6100000000000002e-08|7.3e-06|-0.04724|5.5913|2.2|3.6709|-1450.241475|-1450.500669|762.21|1318.35|337.75|0.3939999999999999|221.75|595.63|-0.26999|0.70511|-1450.139335|0.0|-0.14739|2.4256|-0.19463|-1450.201574|0.1|7.0|7.0
6_a27|0.0|1|0.0|1|6.823286122000001|0|1.404458667|0.1718757239999999|4.727387819|-0.072298665|2|0.042942943|-0.237047381|0.00526746|0.075248207|10.93737136|0.081320966|1|0.0058042269999999|-0.1044763|-0.541168953|0.678057835|0.787663648|0.849515128|0.650575651|0.785047616|-0.0786267609999999|-0.090025109|0.344065059|0.020552125|-44.56839492|125.8234721|0.214952384|-0.034625042|-22.06430895|61.10118428|0.774820398|-19.27068071|-17.14169035|49.10012093|0.47262982|388.6505938|-668.5259238|0.2251796019999999|5.010042219|4761.820508|111.4788253|-272.1086175|862.8140479|373.9912084|0.0|0.0|0.0|1.0|21.0|-6.67|2.79|76.46|2.42|0.0|92.65|0.0|1.0|2.0|24.0|317.34|1.0|-3.82|0.000242|0.0768|0.000153|0.0485|0.0|2.16e-07|6.86e-05|-0.04793|5.5447|4.27|4.1391|-1043.831559|-1043.806618|526.9|896.68|299.55|0.1915|223.61|401.49|0.3366099999999999|0.61083|-1043.678244|163.0|-0.17007|2.7521|-218.0|-1043.728133|1.0|9.0|9.0
1o_a5|0.0|1|0.0|0|6.605297921|0|1.427566509|-0.266637757|4.59511985|0.033105871|2|0.025987654|-0.033273504|0.0057302559999999|-0.102739602|10.94518594|-0.008511304|1|0.0051989459999999|0.038275248|-0.231165601|0.670787375|0.78144982|0.85693939|0.650008224|0.88430372|-0.079346457|-0.072886362|0.447318682|0.01325562|-39.1638643|167.3051756|0.11569628|-0.028770932|-21.04383087|1.01402588|0.699913551|-22.90899675|-15.45942012|49.75766514|0.470590799|475.1609233|-587.4579645|0.300086449|7.522366517000001|4572.818263|161.2447749|-214.8381946|839.3293197999999|393.5487205|1.0|1.0|1.0|1.0|23.0|-8.11|4.07|78.25|1.23|0.0|95.2|0.0|1.0|3.0|25.0|323.35|0.0|-4.08|8.329999999999999e-05|0.0269|8.340000000000001e-05|27.0|0.0|7.85e-09|2.54e-06|-0.07037|4.5011|2.66|4.1692|-1043.577386|-1043.536121|561.04|938.37|297.38|0.3966|275.45|443.88|0.4988899999999999|0.5492100000000001|-1043.422345|0.0071|-0.1693599999999999|4.7435|-0.23973|-1043.472984|35.0|7.4559|7.4559
7d_a10|0.0|0|0.0|1|7.535296702|1|1.34384996|-0.117302383|5.4161004020000005|-0.017919404|2|0.041369509|-0.042667459|0.00870171|-0.071185424|10.929819300000002|-0.0325418129999999|1|0.008513576|-0.041520889|-0.2018053139999999|0.531023495|0.809056885|0.869684772|0.525816226|0.841052067|-0.059327943|-0.070901708|0.421731106|0.010495008|-37.61597161|12.32220006|0.158947933|-0.024733154|-19.95666068|89.87999909999999|0.729585423|-16.69900016|-13.12185056|37.04365163|0.484115691|446.2091497|-564.2395741|0.270414577|6.100927672|5174.981962|143.4649092|-243.607074|773.3701306|460.1866123|1.0|1.0|1.0|0.0|21.0|-7.83|4.97|43.6|3.04|1.0|100.04|0.0|1.0|2.0|26.0|344.38|1.0|-4.72|5.98e-05|0.0206|1.9e-05|0.00654|0.0|1.46e-08|5.04e-06|-0.05634|5.8433|3.49|3.8856|-1129.198363|-1129.175857|574.87|970.29|319.09|0.2593|212.18|417.68|0.32059|0.68393|-1129.003694|0.0941|-0.1633099999999999|3.0178|-0.21965|-1129.0552810000002|928.0|6.0325|6.0325
25_a47|0.0|0|0.0|1|6.86171134|0|1.30432753|0.037667531|4.727387819|-0.1084905069999999|2|0.043695652|-0.055724653|-0.003963349|-0.035030495|10.94972207|0.002716049|1|-0.00269275|-0.108691353|-0.545763902|0.6553889970000001|0.8462332770000001|0.906449648|0.622598899|0.786958319|-0.073339312|-0.08797211|0.574771479|0.020224271|-53.40631957|11.20142696|0.213041681|-0.031278972|-32.42203672|51.5831002|0.6238742279999999|-27.0291331|-18.98891362|56.80080434|0.4760601829999999|477.748546|-854.5011131000001|0.376125772|6.951055196|6236.813862|228.3393366|-150.4037281|1369.668876|513.2159236|0.0|1.0|0.0|2.0|21.0|-8.01|4.95|84.73|3.08|2.0|109.7|0.0|1.0|5.0|29.0|410.83|0.0|-4.82|1.01e-05|0.00417|1.52e-05|0.00626|0.0|9.79e-09|4.02e-06|-0.06331|4.8002|4.78|3.9878|-1735.414386|-1735.385814|626.55|1062.81|310.91|287.0|258.29|491.7|0.53663|0.68761|-1735.2218059999998|0.0702|-0.16588|3.8832|-0.22919|-1735.279715|16.0|7.8|7.8
4e_a49|0.0|0|0.0|1|7.535296702|1|1.343847746|-0.076526919|5.4161004020000005|-0.074495823|2|0.036555556|-0.080255074|-1.8100000000000003e-05|-0.053787795|10.92777282|0.018857363|1|0.000660956|-0.037142108|-0.403194204|0.7541604690000001|0.803344301|0.856023531|0.731643066|0.757062331|-0.09422276|-0.087866673|0.433385455|0.017142176|-53.89448633|313.22432680000003|0.242937669|-0.029288891|-33.05708028|60.11195021|0.650328475|-35.44835874|-17.96482878|68.30753733|0.471635821|464.3567821|-916.2062675|0.349671525|7.934910277|5950.361470000001|214.47685|-184.4129453|1408.836153|620.5697596|0.0|1.0|1.0|2.0|21.0|-7.36|2.83|92.93|1.25|1.0|114.08|0.0|1.0|6.0|30.0|399.45|0.0|-3.52|0.000528|211.0|0.000305|122.0|0.0|4.35e-08|1.74e-05|-0.06461|5.7301|3.34|3.7876|-1313.199448|-1313.158118|660.22|1128.64|327.34|0.2273|216.37|504.63|0.4078199999999999|0.68043|-1312.924353|0.0789|-0.1585099999999999|3.9718|-0.2231199999999999|-1312.98289|34.0|7.4685|7.4685
8f_a12|0.0|0|0.0|0|6.580639137|1|0.609895166|0.110310585|4.59511985|-0.062406088|2|0.038347953|-0.013400998|-0.002596875|0.028505422|10.31134658|-0.024023866|1|-0.00094279|-0.070713228|-0.560548116|0.902669729|0.7475224290000001|0.80546986|0.8409290840000001|0.869823177|-0.072634742|-0.098932601|0.285353468|0.013287637|-56.220383|83.13642146|0.130176823|-0.03822396|-31.9483307|0.0|0.8381234340000001|-23.45595611|-21.72151161|48.82707007|0.460344828|494.2940092|-955.746511|0.161876566|7.016225129|5481.952981|91.98952021|-384.290491|1140.340995|524.0516742|1.0|1.0|1.0|1.0|21.0|-8.42|3.41|78.41|3.1|2.0|115.66|0.0|1.0|3.0|27.0|369.44|1.0|-5.24|1.99e-06|0.000735|5.72e-06|0.00211|0.0|3.79e-09|1.4e-06|-0.06179|4.1744|4.19|3.6536|-1481.146454|-1481.115891|606.97|1020.81|339.35|312.0|297.01|441.97|0.59107|0.65098|-1480.955408|0.2466|-0.15061|0.9092|-0.2124|-1481.008909|646.0|6.1898|6.1898
14p_a23|0.0|0|0.0|2|7.423568444|0|1.197963748|0.044380583|5.351858133|0.006191846|2|0.045165485|0.041987653|0.009895793|-0.060144819|10.31321773|-0.053921569|2|0.009266617|-0.0686282459999999|-0.4510651779999999|0.708395022|0.799506006|0.8683808959999999|0.669357479|0.923455749|-0.063033628|-0.080784473|0.223758613|0.0221104079999999|-54.50240143|40.58186569|0.076544251|-0.033660197|-36.77082544|84.65359899|0.751638299|-28.69113861|-22.70933393|57.44364296|0.464933687|623.0226425|-1090.0480289999998|0.248361701|9.014073839|6696.264498|167.5607773|-339.5427625|1450.229492|646.2584547|0.0|1.0|1.0|1.0|26.0|-7.47|3.89|128.81|2.39|1.0|125.0|0.0|1.0|5.0|32.0|436.49|0.0|-4.9|2.09e-06|0.0009109999999999|1.27e-05|0.00554|0.0|3.39e-08|1.4800000000000002e-05|-0.09046|3.5752|3.29|3.5752|-1722.181612|-1722.152257|699.61|1191.08|346.79|0.3802|346.79|573.24|0.6816|0.6816|-1721.933314|0.3802|-0.14774|7.4033|-0.2382|-1721.994023|3.0|8.5302|8.5302
10_a15|0.0|0|0.0|0|0.0|0|1.4356889780000002|-0.137104477|0.0|-0.0435725659999999|2|0.037209302|-0.0869138469999999|0.001740635|-0.077096984|10.95972828|0.010152859|0|0.0034254209999999|-0.120626133|-0.391156537|0.8310685940000001|0.713794823|0.7585998270000001|0.7933685340000001|0.933136945|-0.052826735|-0.101494566|0.640780603|0.010485777|-59.05618983|6.497096666|0.066863055|-0.036384844|-34.36276159|0.0|0.8301726490000001|-17.88541558|-21.17108692|36.83936823|0.449323734|542.9602292000001|-1122.067607|0.169827351|5.555044294|6204.37804|98.81668286|-384.2321709|1351.607534|673.7288405|1.0|1.0|1.0|1.0|24.0|-9.82|6.3|56.27|2.87|2.0|119.95|0.0|1.0|6.0|30.0|397.47|0.0|-5.83|5.99e-07|0.0002379999999999|1.47e-06|0.000584|0.0|1.51e-10|5.99e-08|-0.03581|4.4682|5.16|3.6448|-1281.088565|-1281.061184|631.2|1136.48|340.17|0.1412|277.48|487.16|0.66799|0.70313|-1280.804272|0.0042|-0.15377|1.6654|-0.18958|-1280.862627|7.0|8.1549|8.1549
3b_a32|0.0|1|0.0|0|7.758333467000001|0|0.609420808|0.046791596|5.733341277|-0.064476472|0|0.042528736|-0.0411430079999999|-0.001282231|-0.1113575119999999|10.31100281|0.10614163|3|0.00020567|-0.0791178979999999|-0.536470812|0.833920105|0.800396027|0.866250192|0.7725667079999999|0.8407393809999999|-0.073068133|-0.100355499|0.2719741|0.014636992|-49.22963237|74.63320519|0.159260619|-0.033451833|-24.14971513|0.0|0.764128338|-17.58323784|-16.40987746|43.023961|0.460751087|412.4267349|-541.5259561|0.2358716619999999|5.765940603|4448.251276|115.707414|-259.1375886|708.6845618|323.0421997|1.0|1.0|1.0|1.0|19.0|-6.5|4.43|110.94|1.45|1.0|88.24|0.0|1.0|2.0|21.0|312.41|0.0|-4.65|1.86e-06|0.0005809999999999|2.23e-05|0.00697|0.0|3.19e-07|9.97e-05|-0.05396|3.5545|2.45|3.5545|-1594.121087|-1594.095192|524.46|857.0|348.81|0.2905|348.81|396.83|0.70257|0.70257|-1594.0008779999998|0.2905|-0.1474099999999999|3.5719|-0.20137|-1594.049677|6.0|8.2366|8.2366
27a_a34|-3.727789|0|0.0|1|7.412764017000001|1|0.300206665|0.0257175079999999|5.351858133|-0.456594848|1|0.0408037829999999|-0.082271189|-0.012495918|-0.026428049|10.319282|-0.008138446|1|-0.005234221|-0.158932197|-0.53047808|0.8186389829999999|0.779284547|0.832753533|0.749941528|0.600964267|-0.106669294|-0.123191967|0.4305370679999999|0.026573385|-86.36649751|176.4623026|0.3990357329999999|-0.043345322|-60.54917431|22.69787432|0.764921711|-52.42823715|-30.38821209|93.41277507|0.436895447|421.319507|-1640.9634529999998|0.235078289|8.960143164|7104.26596|164.80691819999998|-371.4586403|2145.269808|718.5861133999999|1.0|1.0|1.0|2.0|23.0|-7.61|3.97|129.74|1.06|1.0|122.61|0.0|1.0|6.0|33.0|463.51|0.0|-4.47|1.09e-05|0.00504|3.43e-05|0.0159|0.0|2.44e-08|1.13e-05|-0.03924|5.0012|7.38|4.1228|-1861.741982|-1861.695683|737.7|1247.85|300.73|0.2896|247.91|598.18|0.40378|0.69818|-1861.468024|0.0203|-0.16691|10.8591|-0.20615|-1861.534743|0.24|6.6198|6.6198
