molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|NaasN|SRW09|nAHRing|SaasN|AATSC1c|SRW07|n6HRing|MATS7i|AATSC1are|BCUTi-1|AATSC7i|MATS1i|MATS1c|GATS1are|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PNSA5|PPSA3|TPSA_x|FNSA4|WNSA5|RPCS|WNSA3|PNSA4|DPSA3|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomRadius|GeomDiameter|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Total Energy (water) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
15a_a10|0.0|0|0|0|0.0|1|7.535296702|1|2.141907675|-0.00244937|5.4161004020000005|2|-0.125297206|0.011418154|10.92966696|-0.19937094|-0.179723568|-0.188634555|0.7408341359999999|-0.0232534929999999|-0.1074837719999999|0.820233357|0.713078124|1|0.915137224|-0.0458501609999999|-0.076864276|-49.47045259|10.10411407|54.61835033|-0.025155581|-31.83957238|122.7715002|-18.99256188|-16.19032994|39.61363829|2656.305166|588.9895149|-890.4681466|-10.42022369|0.323526799|6.71451044|11.33516398|23.93343877|0.017883602|-227.1590805|1316.339132|697.5493042|0.0|1.0|1.0|1.0|0.0|3.58|0.29|3.95|1.93|1.0|0.0|118.92|0.0|6.0|-3.97|30.0|5.0|-6.52|1.0|1.0|3.33|0.0432|3.94e-05|0.0157|3.12|0.0|6.51e-06|2.4|-1278.452284|687.57|329.41|563.27|0.68863|-1278.141052|0.1583|-0.1559299999999999|4.7512|-0.20335|0.02976259|-1278.200428|6.1108|7.6198|7.6198
24_a20|0.0|0|0|0|0.0|1|6.842683282|0|1.959359883|-0.001547029|4.727387819|2|0.087887688|0.009265667|10.93106245|0.1468474119999999|-0.036258691|-0.188335708|0.616352201|0.070857143|-0.07179846|0.802353442|0.607038752|1|0.952027295|-0.061437722|-0.067869875|-42.82548904|8.085691548|30.27049276|-0.02714795|-27.02262995|406.1522673|-24.46164548|-17.13019562|46.85253003|2736.601949|600.7235847000001|-856.5097809|-10.80905198|0.228967757|6.852820269|12.63879297|22.21722343|0.013436544|-342.0394805|1110.861171|664.4562602999999|1.0|1.0|1.0|1.0|0.0|3.21|0.08|4.76|1.86|2.0|0.0|119.42|0.0|4.0|-4.89|31.0|5.0|-6.26|0.0|1.0|3.63|0.00519|1.17e-05|0.00469|3.52|0.0|1.94e-07|3.74|-1291.896802|685.66|345.59|551.25|0.44916|-1291.647083|0.0108|-0.15687|3.6107|-0.22435|0.02922392|-1291.706729|4.3906|6.4976|6.4976
20_a31|0.0|1|1|1|3.3852303|0|7.765993078999999|0|0.0|-0.009722467|5.733341277|0|-0.013040402|-0.003484915|10.31100269|-0.023477148|-0.0852122769999999|-0.594513619|0.788133615|0.028036914|-0.131662689|0.912372776|0.7507116140000001|1|0.7954270659999999|-0.085849869|-0.110195543|-69.0542431|12.1160662|128.1960117|-0.033537774|-43.27297051|75.10345696|-33.71260536|-21.01650877|65.91404723|2576.1287230000003|498.4558574|-966.7594033|-13.1700345|0.289292958|8.289864307|15.48343758|29.5712685|0.019624081|-264.0799235|1360.278351|557.1050635|1.0|1.0|1.0|1.0|2.0|2.74|0.26|6.49|1.1|1.0|0.0|110.47|1.0|7.0|-5.91|27.0|4.0|-6.39|0.0|1.0|3.6|0.000493|3.66e-05|0.0146|3.29|0.0|8.86e-06|4.78|-1880.768349|666.67|350.43|560.67|0.7036600000000001|-1880.538664|0.2011|-0.1483|3.7403|-0.20895|0.0336943|-1880.599777|4.9218|8.0862|8.0862
12s_a30|0.0|0|0|0|0.0|0|7.412764017000001|2|0.0|-0.007621736|5.351858133|2|-0.0601024909999999|-0.002544958|10.31162892|-0.1597740919999999|-0.0546637159999999|-0.446807335|0.609043558|0.006789196|-0.080971844|0.889479916|0.591758164|0|0.706713791|-0.090733404|-0.103647048|-67.11451776|12.51292194|189.9114627|-0.040189672|-43.45862792|0.0|-38.04400919|-26.02399668|71.26547471|2977.11642|457.6180044|-1275.175837|-16.8513047|0.209518167|8.066744794|15.14544373|32.92168852|0.017398791|-376.1910929|1613.162737|616.2856203|1.0|0.0|1.0|0.0|1.0|0.0|0.14|4.67|3.58|2.0|0.0|127.19|0.0|5.0|-5.49|31.0|6.0|-6.06|0.0|0.0|3.21|0.00141|6.71e-06|0.00291|4.07|0.0|3e-05|4.32|-1774.236634|677.35|350.75|526.07|0.68458|-1774.01033|0.1576|-0.14985|3.0335|-0.20495|0.03401064|-1774.072418|3.9579|8129.0|8129.0
18_a10|0.0|0|0|0|0.0|1|7.78113851|2|2.142254323|-0.00309846|5.733341277|2|-0.092424959|0.009941402|10.92966688|-0.144233311|-0.091730492|-0.220292492|0.7155022459999999|0.048377088|-0.0507442929999999|0.832812971|0.6886547670000001|1|0.885552955|-0.0575419659999999|-0.076052353|-48.27152552|12.12013168|72.64119073|-0.024889861|-30.63863373|123.3621791|-23.18149476|-15.79795381|48.64284759|2788.499133|562.0732377|-868.8874593|-10.02718922|0.358384456|7.204851347999999|13.51828833|24.62214943|0.020666062|-179.7708584|1354.218219|713.2632062000001|0.0|1.0|1.0|1.0|0.0|3.41|0.32|4.65|2.14|1.0|0.0|119.81|0.0|5.0|-4.48|31.0|5.0|-6.34|1.0|1.0|3.67|0.0138|1.7100000000000002e-05|0.00705|3.49|0.0|5.44e-06|2.65|-1336.433782|687.19|326.47|504.61|0.6866300000000001|-1336.126835|0.1637|-0.15735|4.7596|-0.20692|0.02974086|-1336.185978|5.9029|6.8861|6.8861
4k_a46|0.0|0|0|0|0.0|1|7.825245291|1|2.145043462|-0.0049602|5.587248657999999|1|-0.104665424|0.006550513|10.94631314|-0.158788415|0.008544799|-0.3860697829999999|0.78837943|-0.003017362|-0.141706595|0.787615341|0.784722915|0|0.8789113709999999|-0.091943864|-0.086581945|-46.76051618|3.801175594|65.39662252|-0.0306644389999999|-25.25406274|0.0|-26.8180173|-16.56101615|53.45751583|2104.876032|474.67574630000007|-794.928775|-8.94414722|0.126761926|5.726809252000001|9.829220349|18.96506421|0.006892404|-403.1511415|910.3230822|519.5743695|1.0|1.0|1.0|1.0|1.0|3.03|0.33|4.26|2.84|1.0|0.0|100.96|0.0|2.0|-4.82|25.0|3.0|-5.46|1.0|1.0|3.79|5.0|1.4800000000000002e-05|0.0049299999999999|4.05|0.0|8.28e-05|4.52|-1053.433249|582.84|278.71|500.36|0.68553|-1053.196897|0.1505|-0.18542|4.0015|-0.20254|0.03653474|-1053.249847|5.7714|7.0969|7.0969
9_a10|0.0|0|0|0|0.0|1|7.535296702|1|1.998759814|-0.004530817|5.4161004020000005|2|-0.048732912|0.007316125|10.92721632|-0.079150788|-0.1475423119999999|-0.362724972|0.7141481129999999|-0.000865755|-0.169389445|0.837889476|0.692424727|1|0.8694452140000001|-0.057690053|-0.084348428|-59.80726117|9.815155744|92.56988349|-0.028592687|-42.40634438|59.95939417|-29.00379197|-20.27364785|50.72029356|2904.874289|616.4802143999999|-1196.145223|-14.37503199|0.26870822|8.765421221|16.02210901|27.72306267|0.015893979|-327.9949188|1635.660698|816.3832816|1.0|1.0|1.0|1.0|1.0|3.2|0.23|3.69|1.81|1.0|0.0|130.71|0.0|7.0|-4.23|33.0|5.0|-6.87|1.0|0.0|3.07|0.0259|3.64e-05|16.0|2.97|0.0|5.14e-06|4.51|-1410.041793|740.24|332.32|631.5|0.68962|-1409.69933|0.0041|-0.15045|2.9927|-0.21163|0.03583924|-1409.764013|4942.0|6.7144|6.7144
13m_a6|0.0|1|0|0|3.415695704|0|6.842683282|0|0.0|-0.010840005|4.727387819|2|0.021526267|-0.0093684169999999|10.9505335|0.037052986|-0.068956229|-0.568024162|0.870730542|0.156982046|-0.031564227|0.832753533|0.82642394|1|0.715612461|-0.0989137669999999|-0.107644789|-75.05944278|12.95736535|198.3000783|-0.0378750189999999|-52.33806464|95.67846949|-48.09294654|-26.40980394|81.92876874|2951.567781|498.9881336|-1426.129413|-18.41524497|0.263701|8.435961541000001|16.2526769|35.8683143|0.020928405|-329.5370141|1936.888972|724.3873672999999|1.0|1.0|1.0|1.0|3.0|2.18|0.08|4.19|0.81|1.0|0.0|127.2|0.0|6.0|-4.64|33.0|5.0|-7.23|0.0|1.0|2.67|0.00987|5.24e-05|0.0228|2.43|0.0|9.35e-08|4.27|-1423.762467|726.28|371.67|546.69|0.64753|-1423.448957|0.1924|-0.13817|4.2913|-0.20954|0.04955777|-1423.511471|6.5243|8.0|8.0
15a_a22|0.0|0|0|0|0.0|1|6.842683282|0|1.646649187|-0.0050042229999999|4.727387819|2|0.021482585|0.005288335|10.9464374|0.036467904|-0.097476465|-0.360663314|0.6819423609999999|-0.09744639|-0.027029438|0.794858486|0.655865336|1|0.86664032|-0.061755825|-0.081705465|-55.4621036|14.43653926|90.52525878|-0.031425179|-37.6479704|65.53409434|-28.45564196|-21.33157831|56.35672103|2884.815511|588.2800507999999|-1109.242072|-14.47998862|0.297264929|8.157552588|14.6895113|30.3550786|0.0216014629999999|-275.2352849|1578.4640869999998|684.5377542|1.0|1.0|1.0|1.0|1.0|2.86|0.08|3.87|1.73|1.0|0.0|124.05|0.0|6.0|-4.65|32.0|5.0|-6.61|0.0|1.0|3.19|0.00945|2.1e-05|0.00881|3.18|0.0|2.56e-07|4.98|-1368.35331|696.57|339.72|541.27|0.69076|-1368.0755869999998|0.0955|-0.15281|5.2588|-0.21285|0.03153544|-1368.1368730000002|6.8666|6.8447|6.8447
12s_a36|0.0|1|0|0|3.486136149|0|7.412764017000001|2|0.0|-0.007059109|5.351858133|2|0.037454164|0.002951176|10.95352614|0.063448144|-0.104118159|-0.434472457|0.90414347|-0.118671653|-0.086791463|0.856677627|0.856274847|0|0.8303378090000001|-0.07216709|-0.1000534719999999|-64.57958827|12.55883918|109.5085883|-0.035868226|-41.6829437|10.23927133|-30.06529118|-23.15117315|59.13914165|2710.355028|535.942162|-1227.012177|-14.94294208|0.245801617|7.545963801|13.98635088|30.69639722|0.018222417|-328.1450742|1626.909053|662.0530478999999|1.0|0.0|1.0|0.0|2.0|0.0|0.17|3.24|2.24|1.0|0.0|128.72|0.0|5.0|-4.16|30.0|4.0|-6.55|1.0|0.0|2.14|0.0274|5.05e-05|0.02|3.04|0.0|4.270000000000001e-05|3.48|-1272.270833|683.24|329.71|523.72|0.6928|-1272.00109|0.0002|-0.15559|6.6068|-0.20467|0.03416928|-1272.061111|8.7738|8.0458|8.0458
17c_a50|0.0|0|1|1|0.0|2|7.934155233999999|2|4.349159921|-0.002676029|5.82008293|2|0.021572081|0.01130519|10.94500663|0.034485992|-0.233451925|-0.2256811219999999|0.762883243|-0.139943634|-0.212611846|0.816442883|0.728169863|1|0.89719894|-0.051905615|-0.073693343|-50.69922125|14.91199042|70.72462009999998|-0.021745577|-34.87982686|94.15397246|-24.567468100000003|-14.96042594|50.6217864|2951.495914|617.2509739|-912.5859825|-10.29240792|0.430249571|8.310163601000001|16.45688922|26.25785813|0.0232952879999999|-95.97318605|1601.729346|849.1345426000001|0.0|1.0|1.0|1.0|0.0|3.61|0.35|3.59|1.91|1.0|0.0|134.28|0.0|6.0|-3.8|33.0|5.0|-6.96|1.0|0.0|3.1|0.0698|3.75e-05|0.0165|2.86|0.0|7.08e-05|2.74|-1411.187392|746.5|306.65|596.23|0.66213|-1410.838844|0.1801|-0.16697|6.3989|-0.19818|0.02957871|-1410.902767|8.5146|7.1612|7.1612
12c_a5|0.0|1|0|0|2.977832018|0|6.605297921|1|0.0|-0.002685954|4.59511985|3|-0.086795626|0.0054189009999999|10.9455378|-0.1386392109999999|-0.01261147|-0.223631474|0.808899433|0.05430631|0.014673577|0.8446264459999999|0.782051277|0|0.841092921|-0.070873852|-0.066083881|-43.47195613|10.77147171|104.5338363|-0.022421317|-28.59715492|13.26856229|-30.6699685|-14.74941369|57.39441476|2697.345008|553.2961182|-825.9671665|-9.702606135|0.416414105|7.293547043999999|13.53008071|25.27376659|0.024214085|-109.9706106|1415.330929|735.3048881|0.0|1.0|1.0|1.0|2.0|2.78|0.24|5.03|1.57|1.0|0.0|121.26|0.0|6.0|-4.09|31.0|5.0|-6.79|0.0|0.0|3.31|0.0336|4.64e-05|0.0191|2.84|0.0|2.03e-07|2.06|-1316.542713|694.24|309.06|519.21|0.6893600000000001|-1316.244961|105.0|-0.16563|3.0135|-0.21128|0.02242648|-1316.305277|3.5993|7.3279|7.3279
4f_a46|0.0|0|0|0|0.0|1|7.825245291|1|2.190536659|-0.001035775|5.587248657999999|2|-0.099507167|0.012332859|10.96352592|-0.154986658|-0.079238184|-0.150189733|0.6901151990000001|-0.2076648489999999|-0.1697014539999999|0.7796270059999999|0.69830739|0|0.934973206|-0.055836642|-0.0674830959999999|-36.60887321|4.738551282|35.27635517|-0.022035297|-19.85993046|56.50645576|-16.43243843|-11.95391778|35.0293449|2103.214727|507.213176|-585.7419712999999|-6.484875252999999|0.240157725|5.654067072999999|9.828175385|15.73210412|0.010341277|-281.9234274|770.8731021000001|538.4165208|1.0|1.0|1.0|1.0|0.0|3.16|0.38|4.56|2.58|1.0|0.0|101.54|0.0|3.0|-4.38|25.0|3.0|-5.65|1.0|1.0|3.76|0.0139|2.62e-05|0.00872|3.77|0.0|2.04e-05|3.87|-1033.550809|591.51|272.61|493.53|0.69208|-1033.315821|0.1719|-0.19079|3.2783|-0.2202599999999999|0.02238723|-1033.36869|3.7419|6.7375|6.7375
12u_a36|0.0|1|0|0|3.508898495|0|7.412764017000001|2|0.0|-0.006461999|5.351858133|2|0.033763276|0.0042553209999999|10.95266014|0.055588998|-0.099596099|-0.438988314|0.901715152|0.080270195|-0.018047007|0.855176759|0.860667615|0|0.842227829|-0.07260571|-0.0969881059999999|-67.50289394|12.27663887|109.8080843|-0.03452119|-46.98143813|5.944854912|-35.17050511|-24.02645378|62.80959338|2831.106839|586.1833819|-1417.5607730000002|-16.72220679|0.22061252|7.65672775|14.90088936|30.82735404|0.015171583|-388.9026034|1818.813889|799.5563855|1.0|0.0|1.0|1.0|2.0|0.0|0.24|3.85|2.66|2.0|0.0|138.33|0.0|6.0|-4.95|32.0|4.0|-6.19|1.0|1.0|2.66|0.0047799999999999|1.39e-05|0.00589|3.8|0.0|1.7800000000000002e-05|4.21|-1350.8981130000002|739.12|337.37|590.18|0.70272|-1350.575382|0.0176|-0.15109|5.8702|-0.20409|0.03260752|-1350.638138|7.8877|7.7959|7.7959
14c_a23|0.0|0|1|1|0.0|2|7.423568444|0|3.349976042|-0.005822256|5.351858133|2|0.04174584|0.010682694|10.31321813|0.077009731|-0.071484865|-0.4589840189999999|0.722187957|0.1114214519999999|-0.077808321|0.857184548|0.659570836|1|0.922935039|-0.0567889659999999|-0.0800086929999999|-53.17009158|12.52192141|51.21382308|-0.034046252|-35.33439343|81.41541733|-25.07982076|-22.62557089|50.26125234|2955.304496|613.3401089|-1063.401832|-15.0359121|0.2165924689999999|7.832948614|14.49533577|28.88097191|0.016385474|-376.6791777|1357.40568|633.3278634|0.0|0.0|0.0|1.0|1.0|3.6|0.05|4.0|3.51|2.0|1.0|125.29|0.0|5.0|-6.13|31.0|4.0|-6.03|0.0|0.0|4.0|0.000334|2.83e-06|0.00126|4.21|0.0|4.55e-06|4.1|-2089.523959|693.64|334.81|549.86|0.56781|-2089.293299|356.0|-0.15143|7.2704|-0.23096|0.02236136|-2089.354057|10.369000000000002|8.6253|8.6253
47t_a18|0.0|0|0|0|0.0|0|7.03438793|1|0.0|-0.0128248239999999|4.844187086|0|0.018018036|-0.006573438|10.94702032|0.027313444|-0.068787175|-0.600890268|0.704602886|0.005590928|-0.074774521|0.796935152|0.688453085|0|0.67203319|-0.119202068|-0.103295568|-69.13537385|9.415011332|219.5070758|-0.040580402|-46.27207168|78.43695402|-53.39751484|-27.16032544|89.19655162|2872.533415|449.789539|-1520.978225|-18.17831387|0.195468477|8.780037801|17.48280476|33.75918118|0.016238994|-407.6438346000001|1890.514146|747.6927426|0.0|0.0|1.0|0.0|3.0|0.0|0.15|2.6|1.64|2.0|1.0|129.21|0.0|7.0|-5.58|33.0|4.0|-6.46|0.0|0.0|2.15|0.00117|1.7100000000000002e-05|0.0075299999999999|3.57|0.0|1.36e-05|9.4|-1470.873743|703.76|397.84|601.36|0.6895100000000001|-1470.528808|0.5502|-0.12692|7.7656|-0.19514|0.03767603|-1470.593659|9.6938|6.1068|6.1068
12ac_a36|0.0|1|0|0|3.4419617660000004|0|7.412764017000001|2|0.0|-0.007639626|5.351858133|2|0.03586247|0.000584134|10.95345846|0.060445359|-0.098698552|-0.433636165|0.8058720979999999|0.135371136|-0.020272679|0.863165958|0.770400825|0|0.779673368|-0.080202334|-0.104391657|-72.4798052|14.93372351|152.9742102|-0.036062573|-50.32319912|20.70356046|-38.66245764|-25.03847816|70.61872461|2902.588755|541.3322795|-1377.116299|-17.38437788|0.268353853|8.126831024|14.63702516|34.22211444|0.020208014|-321.66684580000003|1882.216294|716.9974499|1.0|0.0|1.0|0.0|2.0|0.0|0.17|3.16|1.59|1.0|0.0|133.95|0.0|6.0|-3.81|32.0|5.0|-7.21|0.0|0.0|1.84|0.0653|0.000112|0.0476|2.36|0.0|5.4600000000000006e-05|4.84|-1385.606133|711.77|321.25|554.84|0.56357|-1385.3211789999998|0.0249|-0.15675|4.0208|-0.20949|0.03998989|-1385.382927|5.4387|7.8861|7.8861
19e_a38|0.0|1|0|0|3.376977671|0|7.412764017000001|2|0.0|-0.007550899|5.351858133|2|0.021678225|-0.001197042|10.94917392|0.045449529|-0.091460175|-0.436305701|0.723755855|0.04818471|-0.064035403|0.89459881|0.700181525|0|0.776562593|-0.083623427|-0.10214405|-68.82539051|14.27562164|150.553721|-0.03783113|-46.37503972|16.39385667|-37.96637911|-25.49088538|70.62168376|2920.436229|523.2534216|-1376.50781|-17.17594064|0.250809026|6.596408983|12.34352977|34.02454948|0.020114756|-335.8133169|1837.325672|696.3887025|1.0|0.0|1.0|1.0|3.0|3.08|0.12|4.03|2.75|2.0|0.0|135.78|0.0|6.0|-4.94|32.0|4.0|-6.39|0.0|1.0|3.3|0.0049|1.89e-05|0.00807|3.55|0.0|2.25e-05|4.08|-1409.582478|685.34|321.31|532.67|0.58509|-1409.315831|0.3738|-0.15584|5.8426|-0.20723|0.03483011|-1409.37733|8.0952|8.0083|8.0083
4q_a46|0.0|0|0|0|0.0|1|7.832410927000001|1|2.151582577|-0.001250008|5.587248657999999|2|-0.012611536|0.012173202|10.96363644|-0.019471024|-0.1214838219999999|-0.125840557|0.716317772|-0.15266708|-0.121752717|0.848935944|0.703627625|0|0.913550004|-0.052170875|-0.070035423|-39.09149156|8.099124333999999|48.25357162|-0.021010627|-21.81959712|72.14599138|-16.25388148|-11.72744747|37.21920695|2234.596293|509.9138517|-586.3723734|-6.545879136|0.38044274|6.038093227999999|11.78798551|18.92875482|0.018430997|-133.46593529999998|946.4377411|554.3688216|1.0|1.0|1.0|1.0|0.0|3.16|0.38|4.09|1.75|0.0|0.0|102.63|0.0|4.0|-3.41|26.0|4.0|-6.54|1.0|0.0|3.15|135.0|0.000129|0.0449|2.65|0.0|3.97e-05|2.57|-1108.751283|606.7333|273.72|510.13|0.69002|-1108.511662|0.1432|-0.1903|2.7026|-0.2207199999999999|0.02185677|-1108.566571|3.2968|6129.0|6129.0
3i_a32|0.0|1|1|1|2.417426304|0|7.78113851|0|0.0|-0.012358668|5.733341277|0|-0.21362765|-0.0131506889999999|10.3110028|-0.8373173840000001|-0.054335108|-0.537667101|0.565740817|-0.337053202|0.030060554|0.902293804|0.54844677|1|0.893827987|-0.093279684|-0.1132851459999999|-59.72706743|8.064907632|55.97682661|-0.044627482|-31.48976464|0.201037767|-25.92886531|-23.52884474|57.24454122|2471.4299920000003|471.2508776000001|-776.4518766|-12.4050588|0.22927653|5.826629089|10.09193014|30.52825775|0.021905206|-285.465827|1007.432506|318.0257595|1.0|0.0|1.0|1.0|1.0|2.49|0.13|6.76|2.09|2.0|0.0|88.28|0.0|3.0|-6.27|24.0|6.0|-5.53|0.0|1.0|4.37|0.000197|6.85e-06|0.00251|4.23|0.0|4.01e-05|3.38|-1891.833327|530.5|340.43|418.24|0.70322|-1891.738614|0.4765|-0.1476|2494.0|-0.21278|0.02199999|-1891.790935|3.8572|8.2366|8.2366
19k_a38|0.0|1|0|0|3.218103741|0|7.412764017000001|2|0.0|-0.011877064|5.351858133|2|0.098947776|-0.011156837|10.95446448|0.208892195|-0.060668296|-0.51857087|0.7581164340000001|0.04833864|-0.029357143|0.908591797|0.730686013|0|0.658700057|-0.112748779|-0.126936513|-80.54577161|14.76615358|216.567059|-0.044662847|-51.10918191|116.0039747|-45.3966925|-28.3401789|86.30929885|3055.355167|417.968819|-1530.369661|-17.9828603|0.24035311|6.744851799999999|12.89431427|37.3070426|0.021802691|-329.5105352|2014.5803|686.8472757999999|0.0|0.0|1.0|0.0|4.0|2.2|0.13|2.34|1.65|1.0|0.0|133.79|0.0|6.0|-3.87|33.0|5.0|-7.84|0.0|0.0|1.9|0.0594|0.0002399999999999|107.0|1.65|0.0|0.000175|4.13|-1500.8984380000002|677.64|350.45|502.43|0.70327|-1500.618667|0.1156|-0.14568|9.1508|-0.20102|0.04615409|-1500.680373|12.5022|7.9666|7.9666
12d_a30|0.0|0|0|0|0.0|0|7.412764017000001|2|0.0|-0.006335328|5.351858133|2|-0.092984185|0.005613018|10.31162861|-0.162129948|-0.053644471|-0.4562256979999999|0.8414737059999999|-0.0430927579999999|-0.130412856|0.8532172109999999|0.7991060659999999|0|0.843009925|-0.073829724|-0.094239701|-60.88281322|10.05700314|101.4221952|-0.036246039|-39.33285959|0.0|-30.81433963|-23.41646662|57.75411196|2784.836855|544.6198897999999|-1217.656264|-15.12802292|0.185610786|7.557073995|13.92427286|28.75340957|0.013424098|-406.2173266|1495.177298|686.039456|1.0|0.0|1.0|0.0|1.0|0.0|0.17|4.35|3.04|2.0|0.0|132.24|0.0|5.0|-5.66|30.0|4.0|-5.81|0.0|1.0|2.91|0.0009119999999999|7.05e-06|0.00291|4.23|0.0|4.02e-05|4.14|-1615.095823|695.57|356.06|545.94|0.68608|-1614.831682|149.0|-0.1479099999999999|4434.0|-0.1991|0.03187624|-1614.894406|4.8843|7.9508|7.9508
11_a47|0.0|0|0|0|0.0|0|0.0|0|0.0|-0.007767503|0.0|3|-0.0586047379999999|-0.007419345|10.93671007|-0.120383371|-0.038723054|-0.451384505|0.702719047|-0.058523885|0.07716247|0.770028429|0.686454722|1|0.796863393|-0.08164597|-0.096486559|-59.10798423|5.184267117|124.4421556|-0.035945973|-36.20974614|1.882633323|-30.64032829|-22.02062158|55.20085753|2842.168734|488.1611434|-1123.0517|-13.48990542|0.183391205|5.966142027|11.22841564|26.96593732|0.0128657439999999|-387.9111844|1375.2628029999998|670.2339441|1.0|1.0|1.0|1.0|2.0|3.15|0.04|5.58|3.0|2.0|0.0|124.7|0.0|4.0|-6.29|32.0|5.0|-5.28|0.0|1.0|4.69|0.000216|9.32e-07|0.000394|5.06|0.0|1.19e-08|4.84|-1396.184699|654.49|332.82|549.52|0.6915399999999999|-1395.922861|0.2321|-0.1546|2.9142|-0.20554|0.03959805|-1395.980918|4.6111|7.4|7.4
26_a47|0.0|0|1|1|0.0|1|6.86171134|0|1.06819297|-0.012090143|4.727387819|2|-0.110530752|-0.0098410169999999|10.94972213|-0.24731748|-0.035472095|-0.5899218279999999|0.6850994429999999|-0.11288313|0.0120097289999999|0.910081385|0.651797437|1|0.7104381999999999|-0.098127284|-0.101679756|-59.08415114|12.13564316|168.2587945|-0.038735145|-34.3326642|60.07342336|-33.13315474|-22.50824805|69.15552111|2625.572598|412.8219782|-945.3464183|-13.07911017|0.282360823|6.945070057000001|13.22794532|31.36429668|0.024619511|-252.9318822|1317.300461|457.1122177|0.0|1.0|0.0|1.0|2.0|2.66|0.05|2.84|2.59|1.0|0.0|104.8|0.0|4.0|-4.86|28.0|5.0|-6.51|0.0|1.0|3.18|0.00545|2.77e-05|11.0|3.12|0.0|2.37e-05|4.37|-1696.096597|592.84|310.58|443.78|0.68707|-1695.9387359999998|77.0|-0.16642|3.6825|-0.22921|0.02111593|-1695.993821|4.8242|7.9|7.9
14w_a23|0.0|0|1|1|0.0|2|7.423568444|0|3.132012648|-0.006481882|5.351858133|2|0.045196333|0.003379755|10.31321817|0.126238077|-0.073958723|-0.427696371|0.5788469970000001|0.059273664|-0.049318182|0.8668730109999999|0.558482531|1|0.7880718659999999|-0.070714528|-0.088508061|-58.53311596|14.84036772|140.15462380000002|-0.035779855|-38.70975831|90.15900589|-30.92760432|-23.66232347|61.60607046|3071.908367|521.1762769999999|-1112.129203|-15.648625699999998|0.256548212|7.833745658|15.58053709|31.82765022|0.020725002|-322.004381|1495.89956|597.2903597999999|0.0|0.0|1.0|0.0|1.0|3.35|0.05|4.2|3.78|2.0|1.0|120.2|0.0|5.0|-5.68|32.0|6.0|-6.35|0.0|0.0|4.05|0.0009369999999999|5.41e-06|0.00242|3.78|0.0|5.23e-06|3.97|-1828.385903|676.92|338.46|535.54|0.6219399999999999|-1828.161957|0.3855|-0.14844|7.0157|-0.22824|0.02204118|-1828.222578|9.8981|8.6737|8.6737
6b_a40|0.0|0|0|0|0.0|1|8.421342866|1|1.710647518|-0.014861289|6.401917197|0|-0.137534783|-0.003851208|10.30179924|-0.248560671|-0.018582337|-0.630957955|0.691778838|0.003163118|-0.307881994|0.90571269|0.6462648870000001|1|0.753431574|-0.107699967|-0.118488624|-79.36130196|9.771129787|165.1465831|-0.049599889|-53.15460718|34.43877986|-48.31476032|-33.22101012|81.90640622|3214.047452|504.6333458|-1428.503435|-22.2507658|0.1218592019999999|6.976123351|12.51342818|37.83107469|0.011838681|-506.5422338|1626.736212|618.8882797|1.0|0.0|0.0|1.0|1.0|3.36|0.21|5.67|2.61|2.0|2.0|130.16|1.0|5.0|-8.41|31.0|5.0|-5.85|0.0|1.0|4.21|1.98e-06|6.55e-07|0.000335|5.03|1.0|0.00318|8.98|-3290.775349|687.2|399.62|552.01|0.69429|-3290.583786|0.4962|-0.1237099999999999|8193.0|-0.21904|0.03026498|-3290.648012|11.3203|7.5229|7.5229
