molecula|SddssS|NaaNH|NaasN|nAHRing|SaasN|SRW07|JGI4|MATS7i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|GATS1are|MATS8s|MATS8d|nFaHRing|FNSA3|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|TPSA_x|WNSA5|WPSA3|FNSA2|PNSA4|GeomPetitjeanIndex|TASA|PNSA2|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
13h_a6|0.0|1|0|0|0.0|4.727387819|0.04393617|0.060987639|10.95053423|-0.090944829|1|-0.000644109|0.105918119|-0.12414699|-0.215607882|-0.468842137|0.836982172|-0.0256002129999999|-0.164411111|1|-0.074151997|0.300800177|0.017441348|-51.85624128|-64.32173453|12.1971464|77.20799814|92.37313621|-44.98170701|8.529752344|-1.747564296|-22.63172141|0.461667017|606.9504647000001|-1222.112956|0.263081412|9.11292243|16.928040300000003|0.8575863490000001|183.9790404|-854.6524332|0.017825256|-331.36552|1658.40973|744.1359788|12.4656221|1.0|1.0|1.0|2.0|0.12|27.0|-10.57|5.41|103.17|2.0|0.0|0.0|0.0|6.0|33.0|-6.31|431.49|0.0|1.0|3.61|-5.06|2.77e-06|0.0012|0.0|2.67e-11|-0.07435|4.8701|-1386.613707|-1386.569017|738.61|1253.92|365.52|254.58|591.53|-1386.302668|0.2121|-0.14097|7.2872|-0.2153199999999999|0.04469058|-1386.3651|10.0322|47.0|7.3279|7.3279
12m_a36|0.0|1|0|2|0.0|5.351858133|0.03912037|0.14264424|10.95440733|-0.038386106|1|-0.004569485|0.245908938|-0.052743904|-0.090926893|-0.52644768|0.892815402|-0.075712087|-0.064035403|0|-0.10031651|0.4493096629999999|0.022725561|-67.27772044|-81.19927925|15.24099981|42.78660249|193.174369|-54.45666327|10.22144534|-2.300418875|-28.57011677|0.465323422|477.48014630000006|-1542.786306|0.252881876|7.312794835|13.67704354|0.8702895190000001|169.596372|-1034.676602|0.0222467879999999|-331.4617713|2064.983108|689.2886595|14.91990864|0.0|0.0|0.0|3.0|0.13|17.0|-6.14|1.92|112.29|1.0|0.0|0.0|1.0|6.0|32.0|-7.39|424.46|0.0|0.0|1.26|-3.8|7.96e-05|0.0338|0.0|7.19e-07|-0.05114|3.8658|-1401.654499|-1401.6158890000002|692.4|1177.15|320.72|320.72|505.51|-1401.385923|0.4718|-0.15879|6.5789|-0.20993|0.03861003|-1401.446557|9.1003|0.03|7.5229|7.5229
12az_a36|0.0|1|0|2|0.0|5.351858133|0.040566449|0.078817323|10.95957115|-0.012800556|1|0.002872872|0.129156742|-0.176729938|-0.289604649|-0.387734368|0.884226781|-0.061924322|-0.021825174|0|-0.071762413|0.411597359|0.034771534|-50.28669997|-75.58351856|24.36575918|60.11023222|126.71905359999998|-52.96429617|17.0740303|-1.941527339|-23.45695404|0.462897841|574.0196415|-1360.503334|0.416134994|8.449849817|15.73229538|0.861843195|291.60189260000004|-953.3573311|0.034594361|-117.53490990000002|2330.167624|766.4854363|24.24160725|1.0|0.0|0.0|2.0|0.21|17.0|-6.79|2.83|87.66|1.0|0.0|0.0|1.0|7.0|33.0|-7.13|441.49|0.0|0.0|1.75|-4.15|7.75e-05|0.0342|0.0|1.6100000000000005e-07|-0.04967|3.8863|-1461.990465|-1461.962459|737.12|1252.18|343.5|319.03|576.54|-1461.686269|0.0146|-0.14879|6.3778|-0.19846|0.02800521|-1461.750394|7.821000000000001|58.0|7.2366|7.2366
17_a47|0.0|1|0|0|0.0|4.59511985|0.031802469|-0.105849578|10.9385382|-0.006331624|1|0.004477366|-0.180898239|-0.0184347939999999|-0.031505291|-0.3004189439999999|0.8007970640000001|-0.034891905|-0.010871607|1|-0.07185129|0.522140199|0.01291694|-43.82821253|-50.62550618|7.87914003|68.64478326|90.10552332|-30.88080199|4.806157636|-1.493904005|-18.22518223|0.46147021|519.8795281|-911.2591113|0.2542482339999999|7.055517075|13.10144249|0.8569074879999999|155.087622|-555.8544359|0.0159160889999999|-299.80980739999995|1221.9335609999998|630.8611986000001|9.708576558|1.0|1.0|0.0|2.0|0.08|27.0|-10.1|5.12|79.38|2.0|0.0|0.0|0.0|4.0|30.0|-5.83|392.46|0.0|1.0|3.85|-5.21|3.98e-06|0.00156|0.0|7.96e-11|-0.04873|4.2784|-1254.985125|-1254.943823|656.78|1127.7|289.79|289.79|477.67|-1254.737546|0.4308|-0.17606|3.4454|-0.22479|0.04130125|-1254.795084|5.6949|5.0|8.3|8.3
7_a47|0.0|0|0|0|0.0|0.0|0.04030303|-0.128433676|10.93671034|-0.0781924059999999|0|-0.00794321|-0.262805289|-0.021071408|-0.04311702|-0.46105149|0.6995252890000001|-0.04402021|-0.124285418|1|-0.081264417|0.427432212|0.008915606|-45.82735481|-54.113260200000006|5.027768049|103.5602725|86.09912617|-30.51603217|2.8353037860000003|-1.631279045|-20.44278719|0.405265781|477.8297898|-919.9254234|0.1830206469999999|6.485224033|10.90440708|0.681423344|103.2106353|-518.7725468|0.0130514639999999|-357.5076454|1126.008167|526.6144628999999|7.36009799|1.0|1.0|0.0|2.0|0.09|22.0|-9.45|5.63|58.04|2.0|0.0|0.0|1.0|4.0|28.0|-4.8|393.84|1.0|1.0|4.89|-6.06|3.41e-07|0.000134|0.0|3.52e-10|-0.05297|3.7203|-1647.996662|-1647.963177|604.84|1043.33|333.26|333.26|455.81|-1647.7863539999998|0.2144|-0.1544|3406.0|-0.2073699999999999|0.03348545|-1647.841533|4.4255|25.0|7.6|7.6
20b_a10|0.0|0|1|1|2.103422978|5.4161004020000005|0.035818182|-0.030238422|10.92966143|-0.013623188|1|0.002637529|-0.049452599|0.019531637|0.031942481|-0.450145946|0.725009545|0.052265135|-0.022843761|1|-0.094975935|0.6741049840000001|0.013038163|-60.68950774|-56.53849503|8.331370518|81.39248686|158.09355980000004|-36.12803002|5.323735696|-1.85807612|-21.58742537|0.454087415|480.905232|-1187.308396|0.238378673|7.554743755|13.838742600000002|0.8317951020000001|152.3236842|-758.6886304|0.0171045989999999|-334.3514234|1558.922202|769.1246171|10.92981783|1.0|1.0|1.0|1.0|0.11|27.0|-8.93|4.23|95.92|2.0|0.0|0.0|1.0|5.0|34.0|-6.53|447.49|0.0|1.0|3.66|-5.09|6.05e-06|0.00271|0.0|1.1699999999999999e-09|-0.0578399999999999|5.9354|-1465.62724|-1465.587932|687.84|1218.74|317.8|208.89|482.93|-1465.333983|0.1382|-0.16388|5725.0|-0.2217199999999999|0.03930765|-1465.395231|7.7954|1.1|5.9586|5.9586
7c_a10|0.0|0|1|1|2.1219657030000003|5.4161004020000005|0.039433962|-0.1122332619999999|10.92926158|-0.066271289|1|0.0107756969999999|-0.176560297|-0.12177839|-0.191576261|-0.215874011|0.725146704|-0.087063341|-0.105104647|1|-0.05074318|0.487148112|0.027436939|-29.66615908|-51.2378943|16.04055193|87.99694927|54.79389751|-29.95538587|9.377842892|-1.139333798|-13.06063972|0.4675549639999999|529.8395322|-666.0926258|0.47369361|6.703148323|12.58937144|0.8781281320000001|276.93712|-389.4200163|0.0269852389999999|-30.75918962|1265.598592|611.4957509|15.7764728|1.0|1.0|1.0|0.0|0.26|21.0|-7.78|4.59|62.06|1.0|0.0|0.0|1.0|4.0|29.0|-6.2|386.45|0.0|1.0|3.59|-4.69|3.59e-05|0.0139|0.0|1.66e-08|-0.04004|5.4267|-1259.011598|-1258.985004|635.47|1102.43|323.24|228.47|488.89|-1258.744382|0.0921|-0.16055|3.9465|-0.20059|0.02659395|-1258.801509|5.0714|3.81|5.4191|5.4191
19i_a38|0.0|1|0|2|0.0|5.351858133|0.043197531|0.08414367|10.96052467|-0.053762162|1|-0.004358975|0.215263198|-0.098027247|-0.250781298|-0.430016467|0.653741315|-0.040954326|-0.087904124|0|-0.08347616|0.4748744179999999|0.022576308|-51.15830416|-69.40536597|13.83587388|137.7658863|154.953787|-42.53502816|8.479305267|-2.038505453|-24.98593175|0.444551315|457.89548719999993|-1249.2965869999998|0.258076158|6.690507557999999|12.04523072|0.800346329|158.161786|-765.6305068|0.022159015|-296.5257022|1683.860952|593.6088758|13.5801364|1.0|1.0|1.0|3.0|0.14|17.0|-7.12|3.55|81.23|1.0|0.0|0.0|1.0|5.0|31.0|-6.81|419.43|0.0|1.0|3.04|-4.33|5.68e-05|0.0238|0.0|7.599999999999999e-08|-0.0564799999999999|5.7041|-1431.415351|-1431.384243|641.31|1101.03|343.17|217.36|457.26|-1431.181148|0.1886|-0.14872|6.6636|-0.2052|0.03110827|-1431.239177|8.6365|13.0|7.9031|7.9031
12v_a36|0.0|1|0|2|0.0|5.351858133|0.041767677|0.073329354|10.96020642|-0.023932402|1|0.003077071|0.123026459|-0.1430106119999999|-0.239932418|-0.401336708|0.8913597320000001|0.024751559|-0.041914045|0|-0.078158778|0.334379501|0.027145269|-51.4172081|-69.20675352|17.85767346|113.7463918|130.0637965|-45.52806671|11.74777471|-1.788408258|-21.78731129|0.461799225|527.7920397|-1176.51481|0.372344602|8.456596706000001|15.71271745|0.8580426609999999|244.9490697|-773.9771341000001|0.02867403|-167.9576969|1874.459798|679.7230552999999|18.86337805|1.0|0.0|0.0|2.0|0.17|17.0|-6.69|2.77|78.43|1.0|0.0|0.0|1.0|6.0|31.0|-6.93|411.46|0.0|0.0|1.81|-4.07|0.000113|0.0464|0.0|2.03e-07|-0.05219|3.8847|-1347.475543|-1347.442792|671.56|1150.38|334.77|319.16|502.83|-1347.2000369999998|0.0223|-0.15185|6.1869|-0.20404|0.03275089|-1347.260743|7.9237|14.0|7.8539|7.8539
15c_a10|0.0|0|1|2|2.154210861|5.4161004020000005|0.034807692|-0.06400528|10.92970798|0.0123939039999999|1|0.012271987|-0.101214571|-0.226679901|-0.35845963|-0.1742732839999999|0.7655272009999999|-0.03167553|0.022187689|1|-0.046967376|0.418835517|0.014703076|-32.5870313|-50.32840842|10.2013281|65.41494073|66.28884934|-34.91899195|7.077912953999999|-1.233143495|-13.36848349|0.449308156|627.5338454|-855.5829431|0.471771585|8.639636218|15.6886947|0.8158976029999999|327.3258326|-593.6228632|0.023432886|-39.17102961|1619.721543|924.9341455|16.25826809|0.0|1.0|1.0|0.0|0.37|21.0|-7.79|3.77|59.31|1.0|0.0|0.0|1.0|6.0|34.0|-6.99|454.57|0.0|0.0|3.1|-4.57|0.0001419999999999|0.0646|0.0|1.6100000000000002e-08|-0.04724|5.5913|-1450.241475|-1450.500669|762.21|1318.35|337.75|221.75|595.63|-1450.139335|0.0|-0.14739|2.4256|-0.19463|-0.25919486|-1450.201574|4.8283|0.1|7.0|7.0
3n_a32|0.0|1|0|1|0.0|5.733341277|0.035643275|-0.056907012|10.3110027|-0.0711168609999999|3|0.002379137|-0.100681119|-0.086764744|-0.153506065|-0.435658951|0.810658423|-0.018016496|-0.121627423|1|-0.074507943|0.287402381|0.01889769|-42.83673428|-53.32184118|10.86481886|121.6040686|91.96452611|-30.65624207|6.246493173999999|-1.205687365|-15.75418035|0.456693072|482.963897|-693.1839353999999|0.351066886|6.369579712999999|11.72372261|0.840580248|201.8383309|-398.5311469|0.0210408339999999|-171.25176130000003|1068.190111|522.1674161999999|12.0969734|1.0|0.0|1.0|1.0|0.32|19.0|-6.96|6.71|120.17|2.0|0.0|0.0|1.0|3.0|26.0|-5.98|382.5|0.0|1.0|4.07|-4.91|1.11e-06|0.000424|0.0|1.1e-07|-0.05535|3.5459|-1825.378576|-1825.349557|614.67|1036.75|349.65|349.65|464.67|-1825.163542|0.2839|-0.1472099999999999|3.5849|-0.20256|0.02901944|-1825.218291|6.2667|21.0|7.6778|7.6778
14a_a23|0.0|0|2|0|3.39397765|5.351858133|0.042992424|0.0446402609999999|10.31321831|-0.071842463|2|0.011363191|0.083206288|-0.073893976|-0.137733142|-0.446724057|0.72792508|0.114693804|-0.123790952|1|-0.055677662|0.225448915|0.019504497|-35.20994211|-50.79675604|12.33442989|38.57988954|51.42774883|-32.12331106|7.800158102999999|-1.606503401|-21.61564087|0.462434482|580.9612768999999|-1015.935121|0.219241211|7.668841725|14.2658736|0.8602383659999999|138.6457355|-642.4662212000001|0.016707951|-355.0975547|1301.215093|601.8533922|10.56592489|1.0|0.0|1.0|1.0|0.05|26.0|-7.41|3.36|105.02|2.0|1.0|0.0|1.0|5.0|30.0|-6.27|411.48|0.0|0.0|3.37|-4.96|3.38e-06|0.00139|0.0|3.92e-08|-0.07379|3.7119|-1629.928331|-1629.90669|665.5|1134.02|334.02|334.02|516.58|-1629.690316|0.3764|-0.15002|5.8775|-0.2238099999999999|0.0216412|-1629.748476|8.3962|3.0|8.5498|8.5498
19_a4|-3.21497177|0|1|1|1.943606348|5.4161004020000005|0.040511696|-0.052325802|10.30966825|-0.136621315|1|0.009687676|-0.086166959|-0.0255403279999999|-0.042058265|-0.245630631|0.55269662|0.152550043|-0.190513834|0|-0.070677568|0.285282038|0.013022539|-38.9063534|-41.82665583|7.168604362000001|15.411502800000004|98.66465411|-23.02459887|3.946149569|-1.215721775|-15.93396412|0.460486754|451.8120313999999|-669.2264932|0.235119747|5.9448291|11.01887515|0.85352261|129.4279389|-368.3935819|0.0143733|-291.6208078|874.9428297000001|450.6848883|7.912166787999999|1.0|0.0|1.0|0.0|0.16|17.0|-6.09|2.97|73.23|1.0|0.0|0.0|1.0|3.0|25.0|-6.58|351.42|0.0|1.0|2.92|-3.97|0.000156|0.0547|0.0|8.070000000000001e-07|-0.05294|4.1858|-1446.939719|-1446.909868|583.39|983.4|296.2|296.2|500.34|-1446.760398|0.3806|-0.17004|5.8295|-0.22298|0.02985188|-1446.813896|7.1079|19.5|4.71|4.71
14t_a23|0.0|0|2|0|3.410065804|5.351858133|0.045277778|0.073534004|10.31321779|-0.093434862|2|0.01180744|0.134446672|-0.074441567|-0.136106024|-0.4515027279999999|0.725800261|0.113493155|-0.152771194|1|-0.0553915009999999|0.361071229|0.017433037|-36.09926385|-51.65035498|11.36130649|36.6149406|51.51331913|-33.66111722|7.404291213|-1.6643221380000002|-21.69314909|0.465981891|600.1979272000001|-1084.657455|0.2000541589999999|7.55064865|14.13931199|0.872595673|130.3775455|-706.8834616|0.014352462|-390.9561553|1355.9136119999998|666.0036144999999|9.353660614|0.0|0.0|1.0|1.0|0.09|26.0|-7.78|3.88|105.02|2.0|1.0|0.0|1.0|5.0|31.0|-6.1|425.51|0.0|0.0|3.78|-5.25|1.43e-06|0.000608|0.0|1.65e-08|-0.06666|3.9855|-1669.240512|-1669.21916|692.08|1184.43|386.72|311.09|534.86|-1668.980578|0.0003|-0.15625|5.8672|-0.22291|0.02135191|-1669.040656|8.3062|4.0|8.3979|8.3979
13d_a6|0.0|1|0|1|0.0|5.351858133|0.041728395|0.077158715|10.95129636|-0.10528143|1|-0.000899678|0.126028544|-0.106686991|-0.174259072|-0.49314765|0.845481322|-0.027209556|-0.187174391|0|-0.092581323|0.19992155|0.030793771|-63.04181168|-75.40072983|20.96853949|156.67194009999997|143.9350986|-51.34295409|14.27820079|-2.103893962|-27.03045032|0.4128711229999999|536.999346|-1432.613867|0.230567155|9.086171078|15.47559904|0.703203572|157.0011174|-975.5161277|0.018542644|-366.9322097|1861.908905|692.8471883999999|12.62632467|1.0|1.0|1.0|2.0|0.16|23.0|-9.4|5.38|95.85|2.0|0.0|0.0|1.0|6.0|32.0|-5.88|423.47|0.0|1.0|3.74|-5.27|1.11e-06|0.000471|0.0|3.96e-10|-0.05252|4.85|-1389.403308|-1389.374844|723.61|1219.11|341.57|255.64|598.06|-1389.125098|0.2513|-0.14894|11.0994|-0.20146|0.02846332|-1389.188211|14.0012|0.36|6.4437|6.4437
12i_a36|0.0|1|0|2|0.0|5.351858133|0.0438779959999999|0.048138468|10.96020192|-0.009876543|1|-0.007897954|0.135587069|-0.1187503719999999|-0.3344729369999999|-0.608318386|0.647732719|0.141564781|-0.01509434|0|-0.0850745409999999|0.332782117|0.01973953|-54.81607619|-75.66036485|12.71877085|108.3973956|108.9148111|-48.75024044|8.195085212|-2.46592234|-29.42347522|0.460246812|535.4151566|-1588.867662|0.230870141|7.549683919|13.98728916|0.8526986440000001|148.7565508|-1023.755049|0.022430221|-346.8168661|2065.79896|672.4630346|14.45246358|1.0|0.0|1.0|2.0|0.17|17.0|-7.14|3.31|78.43|2.0|0.0|0.0|1.0|7.0|34.0|-6.4|465.43|0.0|0.0|2.65|-5.07|6.26e-06|0.00291|0.0|7.24e-08|-0.05065|5.2297|-1645.2030949999998|-1645.171438|666.79|1172.5|330.66|237.08|504.47|-1644.954647|0.1516|-0.1541|5.1836|-0.20475|0.03165678|-1645.017702|6.6124|12.0|7.9208|7.9208
17a_a50|0.0|0|2|1|4.319202937|5.82008293|0.034142512|-0.109740063|10.94500663|-0.131632653|2|0.012893333|-0.178162528|-0.239713023|-0.3891730779999999|-0.220088198|0.762224122|-0.204032723|-0.215448852|1|-0.045404408|0.4062532579999999|0.013784807|-29.57096251|-51.14229199|8.977762705|10.03717565|50.14419437|-33.3079288|5.847033234|-1.570517366|-18.26510428|0.486855438|601.1353533|-1022.84584|0.2100891|8.087984548|15.76161018|0.948768582|136.82673369999998|-666.1585759999999|0.011602876|-377.6260803|1294.887612|719.3470265|7.556715901|1.0|1.0|1.0|0.0|0.29|20.0|-6.76|3.39|51.77|1.0|0.0|0.0|1.0|6.0|30.0|-6.44|398.5|0.0|0.0|3.27|-4.44|0.000102|0.0408|0.0|1.75e-07|-0.03196|4.2478|-1258.566007|-1258.540058|705.96|1204.79|306.31|291.88|616.93|-1258.260865|0.1754|-0.16724|6.2113|-0.1992|0.02594911|-1258.322582|8.2991|85.0|7.0706|7.0706
7b_a10|0.0|0|0|2|0.0|5.4161004020000005|0.037804233|-0.060829392|10.93274506|0.039221939|0|0.010068964|-0.0982988509999999|-0.051052176|-0.082499103|-0.1874708719999999|0.624866343|-0.108464916|0.065705128|1|-0.0590666679999999|0.5113525529999999|0.009734392|-30.71062112|-37.45675757|5.061217187|13.37827368|39.29815915|-19.47494818|2.6314862480000003|-1.152667458|-14.26924098|0.446575367|480.6333417|-599.3081212000001|0.218954161|4.854451707|8.771658176|0.8069307729999999|113.8411654|-311.5991709|0.012428175|-292.2491701|767.3149142000001|459.0250226|6.46179973|1.0|0.0|1.0|0.0|0.25|16.0|-6.99|4.34|41.38|1.0|1.0|0.0|1.0|2.0|25.0|-5.09|346.81|0.0|1.0|3.02|-5.28|5.29e-06|0.00183|0.0|1.0200000000000001e-07|-0.05377|6.0231|-1450.09312|-1450.06366|562.31|951.55|340.37|205.85|400.65|-1450.075119|0.0899|-0.1584799999999999|4.2068|-0.21225|0.02946054|-1450.124551|5.6147|19.8|4.7033|4.7033
16h_a32|0.0|1|0|0|0.0|5.733341277|0.039958333|-0.069213021|10.31100268|-0.022634676|3|-0.002310082|-0.1234671109999999|-0.123297852|-0.219947482|-0.71364354|0.804503712|-0.003188883|-0.03617945|1|-0.081151869|0.44308098|0.02096013|-51.56009529|-77.17316899|13.31708433|70.02855767|127.5843068|-49.03221545|8.461051377999999|-1.821974989|-24.62973479|0.459750275|507.7688359|-1157.597535|0.2640948939999999|6.710057805|12.42028916|0.850995852|167.7935207|-735.4832318|0.020432929|-299.7661014|1573.02555|573.3529948|12.98212548|1.0|0.0|1.0|2.0|0.26|19.0|-7.0|5.86|149.27|2.0|0.0|1.0|1.0|7.0|28.0|-6.22|413.52|1.0|1.0|3.74|-4.75|3.28e-07|0.000136|0.0|9.89e-08|-0.05028|3.6182|-1955.99895|-1955.970762|679.82|1130.4|342.67|342.67|556.05|-1955.772465|0.2914|-0.14972|3516.0|-0.2|0.02818755|-1955.832545|4.2275|9.0|8.0655|8.0655
12k_a30|0.0|0|0|2|0.0|5.351858133|0.042739018|-0.13882907|10.31162844|-0.038714845|1|0.0053380919999999|-0.240110949|-0.089279071|-0.154412059|-0.4186541|0.838579475|0.001281277|-0.067714819|0|-0.079026221|0.340031035|0.024177669|-52.35426525|-65.04897323|16.01752015|106.8195439|122.5057244|-43.09444587|10.61148425|-1.865577056|-23.31944323|0.47195436|539.9866061|-1235.930491|0.291863802|8.416930701|15.93977881|0.893775698|193.3575303|-818.7944715|0.0226150579999999|-275.77726980000006|1745.328787|704.0353382000001|14.9823028|1.0|0.0|1.0|1.0|0.17|17.0|-6.74|3.89|90.88|2.0|0.0|0.0|1.0|6.0|31.0|-6.19|428.51|0.0|0.0|2.57|-4.93|3.59e-06|0.00154|0.0|1.84e-07|-0.05055|5.1958|-1690.302721|-1690.269144|710.82|1200.31|357.15|238.62|564.62|-1690.031103|0.1512|-0.14743|4.9516|-0.19798|0.03357755|-1690.094082|5.0736|24.0|7.6144|7.6144
12bb_a36|0.0|1|0|2|0.0|5.351858133|0.04625323|0.096309833|10.96022185|-0.027636036|1|-0.004358975|0.2463876689999999|-0.098027247|-0.250781298|-0.421445726|0.653741315|0.0534307559999999|-0.045186455|0|-0.090660196|0.314702945|0.022069757|-58.19935506|-73.39466247|14.16769093|88.91215764|199.7440352|-47.11573753|9.094955748|-1.943622342|-24.95418524|0.4808928389999999|442.2064275|-1247.709262|0.280705922|7.854524291000001|15.13083401|0.926384521|180.1992964|-800.967538|0.022984922|-281.5518699|1734.6302440000002|593.6088758|14.75518126|1.0|0.0|0.0|2.0|0.14|17.0|-7.12|3.55|69.2|1.0|0.0|0.0|1.0|5.0|31.0|-6.8|417.41|0.0|0.0|2.44|-4.32|0.000102|0.0424|0.0|7.599999999999999e-08|-0.0566799999999999|5.2382|-1431.4091|-1431.374881|667.88|1120.72|326.27|236.69|515.92|-1431.178978|0.0736|-0.15507|6251.0|-0.21175|0.03421884|-1431.238418|8657.0|0.01|8.0|8.0
4b_a49|0.0|0|1|1|2.075628989|5.4161004020000005|0.036555556|-0.064060521|10.92776533|0.02907541|1|0.002557204|-0.10158752|-0.0563571629999999|-0.089371493|-0.390006034|0.720824193|0.005818676|0.049923437|1|-0.091725536|0.438784865|0.0241270029999999|-56.45224362|-55.5653235|14.84890147|41.97072627|148.84640819999998|-34.19753462|9.138717999|-1.534835437|-18.89220999|0.477868186|466.6010051|-944.6104994|0.354669161|7.588962922|14.53457293|0.915225186|218.2802175|-581.3580885|0.02556165|-178.8869784|1463.761596|600.3287567000001|15.73185141|1.0|1.0|1.0|1.0|0.22|21.0|-7.05|3.71|90.13|1.0|0.0|0.0|1.0|6.0|30.0|-7.12|400.43|0.0|1.0|2.8|-3.88|0.000155|62.0|0.0|8.91e-08|-0.06731|4.6422|-1333.063439|-1333.026419|664.86|1121.45|331.39|267.08|509.78|-1332.800229|0.0615|-0.15635|1.8265|-0.22366|0.03702033|-1332.8586269999998|2.2306|79.0|7.1024|7.1024
4S4l_a46|0.0|0|1|1|2.155247543|5.587248657999999|0.049498645|-0.067419714|10.94631401|-0.161358058|1|0.006162668|-0.1012114369999999|0.0071939419999999|0.010799648|-0.3888343979999999|0.7940662409999999|-0.001318857|-0.229089688|0|-0.090807851|0.213675946|0.007140583|-49.45536962|-46.10883478|3.888872426|178.19783940000002|57.30330315|-25.11158939|2.117940478|-1.523935543|-16.27370639|0.469439238|487.3122681|-829.959026|0.1220608659999999|5.668394116|10.68377935|0.884798257|66.47624804|-452.0086091|0.006420439|-411.6630752|945.3491632|579.2365607|3.496670823|1.0|1.0|1.0|1.0|0.36|17.0|-7.0|4.64|50.94|1.0|0.0|0.0|1.0|3.0|26.0|-5.23|347.45|0.0|1.0|4.08|-5.11|5.25e-06|0.00182|0.0|9.980000000000001e-08|-0.02015|5.2929|-1092.753999|-1092.727031|583.76|1040.96|299.38|234.25|500.66|-1092.489558|0.0614|-0.17632|2.5083|-0.19647|0.02696794|-1092.543641|2.8473|261.0|6.5834|6.5834
4l_a46|0.0|0|1|1|2.155247543|5.587248657999999|0.049498645|-0.067419714|10.94631401|-0.161358058|1|0.006162668|-0.1012114369999999|0.0071939419999999|0.010799648|-0.3888343979999999|0.7940662409999999|-0.001318857|-0.229089688|0|-0.09094885|0.291762764|0.00657916|-51.45056667|-48.19533497|3.721888783|177.7681018|61.00681586|-27.26452605|2.10550531|-1.533502748|-17.01011822|0.409308207|504.7020036|-867.5160294|0.116549199|5.80829255|9.833034117|0.692930243|65.93290984|-490.7614689|0.006130523|-433.8429998|981.9630347|579.2365607|3.468091068|1.0|1.0|1.0|1.0|0.36|17.0|-7.0|4.64|50.94|1.0|0.0|0.0|1.0|3.0|26.0|-5.23|347.45|0.0|1.0|4.08|-5.11|5.25e-06|0.00182|0.0|9.980000000000001e-08|-0.01784|5.4011|-1092.745692|-1092.71063|612.39|1057.06|278.36|229.55|526.77|-1092.484863|0.1523|-0.18567|2.6588|-0.20351|0.03506136|-1092.53932|3.7624|98.0|7.0088|7.0088
12f_a30|0.0|0|0|2|0.0|5.351858133|0.041555556|0.1468972409999999|10.31162828|-0.046588557|1|-0.004395528|0.4304505939999999|-0.077457998|-0.226973911|-0.6394697460000001|0.613786308|-0.043091382|-0.071123509|0|-0.090450992|0.56363596|0.01570263|-63.81176255|-76.85198573|11.07796031|101.2862703|115.8783181|-54.21787616|7.815328055|-2.396571368|-31.90082427|0.472521727|589.6060704|-1690.743686|0.184824668|8.366190175|15.86072943|0.8958126809999999|130.3909181|-1192.793275|0.01752821|-444.7025522|2074.08593|696.6414817000001|12.36587885|1.0|0.0|1.0|1.0|0.17|17.0|-7.18|4.43|90.88|2.0|0.0|0.0|1.0|7.0|34.0|-5.66|482.48|0.0|0.0|3.42|-5.92|1.99e-07|9.63e-05|0.0|6.61e-08|-0.05464|5.0587|-1988.032639|-1987.998635|729.87|1225.63|351.25|245.09|574.31|-1987.782125|0.1596|-0.14958|3.6633|-0.20422|0.03400408|-1987.848015|4.6865|19.0|7.7144|7.7144
