molecula|SddssS|NaaNH|SaaNH|SssssC|NaasN|SRW09|SaasN|MATS2c|AATSC1c|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC7i|MATS1i|AATSC1i|n6aHRing|BIC2|MATS8s|SIC2|RASA|FNSA5|PBF|FPSA3|PNSA3|TPSA_x|FNSA4|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|FPSA1|GeomShapeIndex|GRAV|PPSA1|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Egan filter|BBB|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Gibbs Free Energy|pIC50
8e_a8|0.0|1|3.01599663|0.0|1|7.05012252|1.311619189|-0.018155171|-0.010579355|-0.205927741|0|0.0427891159999999|-0.000766016|0.0|-0.539547088|-0.005310149|-0.102167262|10.94332438|-0.0015448089999999|0.090898585|0.183313231|0|0.7233950809999999|0.02023118|0.7742101929999999|0.661490276|-0.105450888|0.280304418|0.0211004739999999|-70.49962428|206.4920729|-0.04393787|76.40535608|0.803307236|-43.00500847|75.57562034|-26.80224874|0.483244415|2692.975753|403.5112981|-1286.50794|0.196692764|0.935150832|6095.6213210000005|119.9832494|-370.0368722|1601.514194|11.25022336|0.0|0.0|1.0|0.0|0.0|2.0|0.04|23.0|-7.78|4.33|90.11|2.0|111.81|0.0|5.0|-5.27|-6.14|0.0|0.0|3.71|5.34e-06|1.25e-05|0.00504|3.69|0.0|0.0|1.6399999999999998e-08|4.6303|7.22|3.2737|-1376.957298|-1376.924308|639.38|1090.07|378.73|0.3731|0.7013|-1376.708067|0.1671|-0.13719|-1376.766245|4.7014
9o_a24|0.0|1|2.9340792330000003|0.0|0|6.605297921|0.0|-0.064667223|-0.007052095|-0.044044637|3|0.028472222|-0.087807028|0.0|-0.387865233|0.0012214139999999|-0.097596429|10.94506726|-0.145366976|0.00177843|0.00294424|2|0.785672769|-0.0062180169999999|0.846075714|0.770273808|-0.08834189|0.6253256110000001|0.018492771|-51.29122728|133.0106596|-0.032911684|44.8382925|0.668046377|-29.69744072|66.24061038|-19.05574986|0.4861134689999999|2892.333138|445.9858336|-971.8432428|0.331953623|0.945954873|6697.297449000001|192.1999837|-194.5965258|1454.754155|15.09096602|1.0|0.0|1.0|1.0|1.0|2.0|0.04|23.0|-7.91|3.75|92.79|1.0|120.73|0.0|6.0|-4.49|-6.83|0.0|0.0|3.01|3.2500000000000004e-05|3.9500000000000005e-05|0.0167|2.88|0.0|0.0|1.24e-08|5.8802|4.41|4.2643|-1388.147972|-1388.094657|611.03|1126.94|290.75|0.1409|0.65292|-1387.887227|0.0288|-0.17826|-1387.945865|6.3507
2_a1|0.0|0|0.0|0.0|1|7.535296702|2.233384354|-0.049975995|-0.004621682|-0.014296455|1|0.0409444439999999|-0.1056298369999999|0.0|-0.175623923|0.001576763|-0.0619710709999999|10.9520472|-0.237981258|-0.145015842|-0.326716897|1|0.795932678|0.079586368|0.8571146190000001|0.808210065|-0.077270452|0.220315042|0.011282631|-28.32386891|87.29479691|-0.026492726|84.54541681|0.6944040029999999|-12.89184641|43.24570924|-12.05838656|0.39830426|1884.85038|367.8635872|-422.0435297|0.305595997|0.6619695520000001|3920.383175|139.0945801|-176.9692239|607.7780769999999|8.075415099999999|1.0|1.0|0.0|1.0|1.0|0.0|0.18|17.0|-6.18|4.0|30.71|0.0|79.77|0.0|2.0|-3.06|-6.04|0.0|1.0|3.21|0.000871|0.000167|0.0466|2.76|0.0|0.0|6.64e-07|4.0877|3.31|4.0877|-920.2093796|-920.184721|489.42|807.98|303.31|0.2991|0.7007899999999999|-920.078239|0.2991|-0.1686|-920.123726|5.2366
6_a15|0.0|0|0.0|0.0|0|0.0|0.0|-0.199979249|-0.00951284|-0.048804012|1|0.042926829|0.106485923|0.0|-0.513693384|0.001080419|0.011857945|10.95880677|0.153430865|-0.195267558|-0.281352401|1|0.691316481|0.0371776429999999|0.7248900659999999|0.859308431|-0.123000073|0.398681391|0.02948637|-41.14459066|82.0880213|-0.0307500179999999|55.65697829|0.581974721|-24.00625743|88.94853813|-17.94143141|0.3902945579999999|2454.904173|501.3728188|-932.9544335|0.4180252789999999|0.640136254|5589.043165|243.9013805|-95.65807914|1603.08412|17.18281248|1.0|1.0|1.0|0.0|1.0|1.0|0.23|18.0|-7.95|4.43|61.84|2.0|109.7|0.0|7.0|-5.66|-5.33|0.0|1.0|4.11|2.16e-06|7.32e-06|0.00278|4.64|0.0|0.0|1.13e-08|4.3423|3.94|3.7696|-1263.0243449999998|-1263.0072300000002|612.22|1092.02|328.9|0.2616|0.70554|-1262.75978|0.0113|-0.15714|-1262.820532|7.4559
10_a32|0.0|1|3.294952523|0.0|0|7.765993078999999|0.0|0.153272514|-0.016404762|-0.087497559|0|0.03995614|-0.020186906|2.067772926|-0.771023817|-0.0064007569999999|-0.028431775|10.31100271|-0.03673326|-0.1260956869999999|-0.229450999|0|0.8607827790000001|0.012125768|0.915639476|0.7622839570000001|-0.1223816869999999|0.266552538|0.02575778|-54.55170955|146.8439966|-0.038939628|52.24660367|0.6946347429999999|-33.69815077|91.10767604|-24.0541214|0.449853016|2649.882742|470.8845962|-1058.381342|0.305365257|0.81769605|5842.926058|188.6328503|-240.4628923|1523.651605|15.50900878|1.0|0.0|1.0|1.0|1.0|2.0|0.22|19.0|-6.99|5.64|149.27|1.0|107.14|1.0|7.0|-6.04|-6.44|1.0|0.0|3.42|9.17e-07|3.89e-05|0.0155|3.23|0.0|0.0|1.0300000000000001e-07|3.6441|4.12|3.6441|-1916.668776|-1916.631761|654.7|1086.09|340.24|0.2983|0.70228|-1916.460049|0.2983|-0.15088|-1916.519894|8.1427
15_a10|0.0|0|0.0|0.0|1|7.535296702|2.124460476|-0.166303336|-0.0027892409999999|0.035396617|2|0.0353864729999999|-0.0729795729999999|1.981569297|-0.142251304|0.009882584|-0.055918786|10.92966702|-0.1157120169999999|-0.085979341|-0.136323668|2|0.808676284|-0.079744227|0.863438637|0.915526801|-0.074144604|0.710970489|0.018614889|-35.30133759|50.34268476|-0.025240716|108.7226878|0.646412648|-21.03820054|56.66229609|-15.04246823|0.434181679|2549.580207|545.6177511|-706.9960069|0.353587352|0.767351752|5769.347123|210.7240726|-174.5122907|1093.722422|12.47504566|1.0|1.0|1.0|1.0|1.0|0.0|0.23|21.0|-8.3|4.91|52.83|2.0|111.21|0.0|5.0|-4.48|-6.07|0.0|1.0|3.83|3.32e-05|1.56e-05|0.0061|3.68|0.0|0.0|5.01e-09|5.7922|3.12|3.7997|-1604.08794|-1604.057542|641.98|1086.19|326.3|0.4553|0.68543|-1603.851644|0.1647|-0.1574|-1603.907391|7.4815
8a_a8|0.0|1|3.150966553|0.0|1|7.535296702|1.4114120369999998|-0.021925912|-0.014658222|-0.1950388569999999|1|0.040243056|0.027531877|0.0|-0.732911106|-0.0075336219999999|0.010118884|10.94671414|0.044579097|0.055198015|0.089375589|1|0.762577159|0.089031731|0.8220300859999999|0.550829475|-0.118763303|0.22299265|0.034374791|-78.93428863|269.0155755|-0.049054408|84.91322996|0.76420633|-47.27503672|86.57328508|-29.37948733|0.481294455|2802.374154|329.9007832|-1351.456417|0.23579367|0.927876056|6193.891189|141.2206861|-316.4749864|1768.444416|15.44399996|0.0|0.0|1.0|1.0|0.0|2.0|0.05|23.0|-6.76|3.13|112.23|1.0|109.21|0.0|4.0|-4.4|-7.04|0.0|0.0|2.56|3.99e-05|7.28e-05|0.0292|2.4|0.0|0.0|1.74e-07|4.6017|6.1|3.1039|-1367.776863|-1367.744724|620.68|1061.5|399.45|0.2035|0.7036899999999999|-1367.539526|0.1729|-0.13015|-1367.595683|4.9454
47s_a18|0.0|0|0.0|0.0|0|7.03438793|0.0|0.026229332|-0.0054038509999999|-0.045792331|0|0.035632184|-0.026883417|0.0|-0.394481152|0.002573931|0.0134295589999999|10.94702059|-0.040169986|-0.168728915|-0.252119673|0|0.712629555|0.0109557919999999|0.745196689|0.84543779|-0.08106112|0.306379663|0.008446541|-53.18668656|117.0051929|-0.030108416|51.05656345|0.820470855|-40.26287221|69.29837549|-22.79238258|0.4740142|2992.734821|640.0051571|-1595.466781|0.179529145|0.901192009|6968.705069|135.90542109999998|-485.1995077|1944.574596|7.934268528|1.0|1.0|0.0|1.0|1.0|2.0|0.3|18.0|-9.42|4.06|76.5|3.0|149.34|0.0|10.0|-5.95|-5.96|0.0|1.0|3.19|1.12e-06|3.53e-06|0.0017|4.62|0.0|0.0|3.8199999999999997e-10|3218.0|8.41|3218.0|-1534.196027|-1534.174077|809.4|1435.42|385.29|0.5203|0.6926800000000001|-1533.737579|0.5203|-0.13195|-1533.809351|6.2104
17f_a50|0.0|0|0.0|0.0|2|7.934155233999999|4.305828452|-0.2208117919999999|-0.002205848|0.022892513|1|0.03135101|-0.167275895|2.187498662|-0.125733326|0.012475826|-0.028989535|10.94501702|-0.275290802|-0.247590736|-0.407467272|1|0.7851209440000001|-0.132153434|0.8314734309999999|0.911458734|-0.074859564|0.333180181|0.016414675|-29.10566644|54.44410182|-0.026836447|82.90209608|0.721122105|-17.89709978|55.9791334|-16.50175503|0.472769049|2582.272632|560.4567739|-874.5930167000001|0.278877895|0.896702|5579.97966|171.48226169999998|-271.9363523|1212.822364|9.947921993|1.0|1.0|1.0|1.0|1.0|0.0|0.26|20.0|-6.38|2.87|51.77|1.0|116.81|0.0|6.0|-3.58|-6.64|0.0|1.0|2.92|0.000266|7.57e-05|0.0291|2.83|0.0|0.0|4.15e-07|4.0664|2.5|4.0664|-1219.2481369999998|-1219.220465|653.63|1146.22|304.9|0.1708|0.6573899999999999|-1218.966516|0.1708|-0.16784|-1219.02507|6.4001
47k_a18|0.0|0|0.0|0.0|0|7.03438793|0.0|0.029145635|-0.0067578909999999|-0.0605329409999999|0|0.033777778|-0.017736343|0.0|-0.5135996820000001|0.003047962|-0.02822032|10.94702256|-0.026672956|-0.279965025|-0.421027889|0|0.721697829|0.022512501|0.753132457|0.8309354040000001|-0.088346874|0.3533268229999999|0.015080484|-51.59195677|133.5242222|-0.030255779|58.77865447|0.7153044209999999|-40.74641317|84.23875372|-23.89547793|0.467246896|3245.964586|656.2580564|-1744.369889|0.284695579|0.877042091|7575.637462000001|224.8475227|-340.0872332|2438.639881|14.46395816|1.0|1.0|1.0|1.0|1.0|2.0|0.3|18.0|-8.44|2.39|88.97|3.0|154.86|1.0|11.0|-5.84|-6.41|0.0|0.0|2.53|1.44e-06|4.65e-06|0.0023899999999999|4.26|1.0|1.0|3.6099999999999997e-09|3.0948|8.45|3.0948|-1664.756029|-1664.728002|842.29|1492.36|400.63|0.5920000000000001|0.69823|-1664.2657390000002|0.5920000000000001|-0.1277599999999999|-1664.341238|7.5376
47c_a18|0.0|0|0.0|0.0|0|7.03438793|0.0|0.02368001|-0.007068829|-0.048726885|0|0.032688172|0.047739847|0.0|-0.537230966|0.0007979619999999|-0.058748345|10.94702285|0.071793992|-0.212991596|-0.320309303|0|0.758269842|-0.027873485|0.7912974190000001|0.8128616409999999|-0.094000037|0.246894346|0.015864085|-57.54296759|150.4485025|-0.0321917939999999|103.416376|0.7489981509999999|-46.26124419|88.76073429|-25.88035487|0.489290189|3228.879782|653.4941186000001|-1889.265906|0.251001849|0.958059115|7527.530240999999|201.7910841|-400.3604527|2522.390613|13.19009806|1.0|1.0|0.0|1.0|1.0|3.0|0.3|18.0|-9.18|2.84|97.76|3.0|154.77|1.0|12.0|-5.73|-6.61|0.0|0.0|2.42|1.84e-06|8.12e-06|0.00417|3.98|1.0|1.0|6.67e-10|3.1096|7.72|3.1096|-1664.753129|-1664.721977|850.89|1505.09|398.71|0.5869|0.6983199999999999|-1664.201034|0.5869|-0.12841|-1664.277127|8.5229
12p_a36|0.0|1|3.392386149|0.0|0|7.412764017000001|0.0|-0.0494658159999999|-0.008017607|-0.084341564|2|0.042804233|0.114716581|0.0|-0.432950771|-0.002526241|-0.084846674|10.96052769|0.2461794139999999|-0.101303149|-0.217394466|1|0.828371596|-0.035871448|0.8839272779999999|0.748438833|-0.108380023|0.315548061|0.020202133|-51.98017377|158.3666517|-0.039016808|0.0|0.759126153|-32.72335782|80.40682298|-24.56246081|0.475504684|2774.926334|471.1687161|-1228.123041|0.240873847|0.906594718|5922.775161|151.63860559999998|-326.2581567|1617.811526|12.17776516|1.0|0.0|0.0|1.0|0.0|2.0|0.14|17.0|-6.86|3.13|69.2|1.0|123.71|0.0|5.0|-3.89|-6.76|0.0|1.0|2.15|0.000129|6.96e-05|0.0278|2.78|0.0|0.0|1.4e-07|5.3413|3.41|3.8372|-1332.182868|-1332.148901|660.71|1113.05|323.11|0.3015|0.66559|-1331.947748|0.1841|-0.15608|-1332.006106|8.0458
7c_a10|0.0|0|0.0|0.0|1|7.535296702|2.1219657030000003|-0.152261681|-0.00375251|0.012145872|2|0.039433962|-0.1122332619999999|1.798334646|-0.206388032|0.01006918|-0.033792245|10.92926158|-0.176560297|-0.12177839|-0.191576261|2|0.7928588059999999|-0.087063341|0.84177174|0.906276489|-0.0876410609999999|0.487148112|0.027436939|-29.66615908|54.79389751|-0.0223398779999999|58.07647902|0.52630639|-17.34382833|67.01436709|-13.06063972|0.4675549639999999|2616.8970870000003|529.8395322|-666.0926258|0.47369361|0.8781281320000001|6034.895823|276.93712|-30.75918962|1265.598592|15.7764728|1.0|1.0|1.0|1.0|1.0|0.0|0.26|21.0|-7.78|4.59|62.06|1.0|113.07|0.0|4.0|-4.44|-6.2|0.0|1.0|3.59|3.59e-05|2.05e-05|0.00793|3.46|0.0|0.0|1.66e-08|5.4267|2.76|3.8357|-1259.011598|-1258.985004|635.47|1102.43|323.24|0.4049|0.68708|-1258.744382|0.0921|-0.16055|-1258.801509|5.4191
4j_a46|0.0|0|0.0|0.19521727|1|7.825245291|2.194310043|-0.175292207|-0.002284836|-0.012405467|1|0.048126615|-0.0529855709999999|0.0|-0.130235627|0.011968098|-0.1051618459999999|10.94638774|-0.078783783|-0.0589746909999999|-0.087688953|1|0.7298040140000001|-0.061823242|0.763724435|0.949893337|-0.074417476|0.295221643|0.01492164|-34.99059698|29.59387777|-0.024805825|71.98911503|0.776932317|-20.66606288|50.26191521|-14.65075732|0.402450715|2260.870095|561.0237355|-791.1408955|0.223067683|0.673502127|5077.124695|131.7477027|-327.122208|1018.288052|6.30964324|0.0|1.0|1.0|1.0|1.0|0.0|0.39|17.0|-7.69|5.18|39.94|2.0|110.24|0.0|4.0|-5.38|-5.09|0.0|1.0|4.5|4.16e-06|4.86e-06|0.00176|4.81|0.0|0.0|2.03e-08|5.3949|4.93|4.4093|-1132.043677|-1132.018764|646.67|1112.13|281.19|0.2783|0.69413|-1131.761156|0.1418|-0.18387|-1131.817578|6.0942
16c_a32|0.0|1|3.329674745|0.0|0|7.765993078999999|0.0|0.191088217|-0.01639019|-0.087497559|0|0.03995614|-0.03152033|2.077479142|-0.770338913|-0.0064007569999999|-0.031087095|10.31100271|-0.057356214|-0.1260956869999999|-0.229450999|0|0.8607827790000001|0.0482801729999999|0.915639476|0.773043206|-0.119988297|0.367322508|0.025791147|-53.00702241|135.41296|-0.038178095|37.0285246|0.6846367059999999|-31.62645048|86.97970500000001|-22.77882371|0.463897164|2649.168528|461.2334662|-1002.268243|0.3153632939999999|0.8653137670000001|5979.891916|188.1603823|-220.3256617|1463.941729|15.38911619|1.0|0.0|1.0|1.0|1.0|2.0|0.22|19.0|-6.99|5.64|149.27|1.0|107.14|1.0|7.0|-6.04|-6.44|1.0|0.0|3.41|9.17e-07|3.89e-05|0.0155|3.23|0.0|0.0|1.0300000000000001e-07|3.6264|4.12|3.6264|-1916.6792|-1916.651132|639.66|1069.28|341.89|0.2955|0.70198|-1916.478107|0.2955|-0.14997|-1916.536967|8.3468
28_a47|0.0|0|0.0|0.0|1|6.842683282|1.408016295|-0.053792245|-0.009689834|-0.23494583|2|0.038387534|0.023813594|1.121067445|-0.436042548|-0.013020816|-0.00496711|10.95058275|0.06536499|-0.046265509|-0.126992366|2|0.832144916|-0.175007067|0.896193695|0.605349345|-0.106779291|0.310094808|0.026080156|-67.33744077|234.5873429|-0.038135461|83.61576722|0.65225927|-40.02656804|82.27079846|-22.66839387|0.472690874|2616.1598940000003|359.8303775|-952.0725426|0.34774073|0.8964208090000001|5633.990508|206.7032519|-181.0112167|1459.653524|18.79929562|0.0|1.0|1.0|1.0|1.0|2.0|0.05|21.0|-6.92|2.49|98.72|1.0|99.2|0.0|5.0|-3.67|-7.22|0.0|0.0|2.4|0.000214|0.000217|0.0824|1.97|0.0|0.0|1.2099999999999998e-07|3675.0|3.51|3675.0|-1335.759232|-1335.722248|599.88|995.5|337.37|0.2996|0.69002|-1335.571655|0.2996|-0.15049|-1335.6279869999998|7.6
9i_a40|0.0|0|0.0|0.0|1|7.515889085|1.841293462|0.074116257|-0.0071562119999999|-0.105556952|0|0.045555556|0.187127708|0.891973262|-0.279092262|0.004532692|0.201624407|10.31197226|0.333430103|0.105172175|0.187399127|0|0.762774506|-0.154977678|0.824009442|0.830980762|-0.088485615|0.006324687|0.011010661|-46.80087537|85.16517222|-0.036869006|62.68854553|0.8590224540000001|-23.58195819|49.81256531|-18.57750214|0.477626156|2056.370683|418.7133986|-668.7900768999999|0.140977546|0.91433781|4201.058793|71.03556427|-361.8074422|778.5478408|5.226560183|1.0|1.0|1.0|1.0|1.0|1.0|0.06|20.0|-6.03|3.84|84.45|1.0|91.11|0.0|2.0|-5.32|-5.44|0.0|0.0|3.52|4.79e-06|1.97e-05|0.00603|3.85|0.0|0.0|9.31e-07|4.3611|3.2|2.8936|-1273.334714|-1273.31399|534.44|883.84|428.48|0.5012|0.70339|-1273.167389|0.3362|-0.11967|-1273.217301|5.9031
14n_a23|0.0|0|0.0|0.0|2|7.423568444|3.3716621960000004|0.009802461|-0.0068536419999999|-0.027380305|2|0.045165485|0.079559363|0.747533142|-0.376950283|0.010561248|-0.049694913|10.3132176|0.144230149|-0.110069159|-0.199540201|2|0.802854174|0.219354173|0.861597051|0.89327435|-0.082430028|0.209387766|0.027028617|-39.82324087|72.12361433|-0.032325501|97.39429807|0.6868205409999999|-26.91195666|72.09248208|-21.84509525|0.469606631|3014.591033|603.6615822000001|-1114.099858|0.313179459|0.885393105|6740.54932|211.642042|-252.5011125|1622.112023|16.3874892|0.0|0.0|1.0|1.0|1.0|1.0|0.09|26.0|-7.51|3.42|114.25|2.0|126.78|0.0|6.0|-5.63|-6.47|0.0|0.0|3.48|2.32e-06|9.57e-06|0.0042299999999999|3.55|0.0|0.0|3.11e-08|3.4217|3.23|3.4217|-1744.450916|-1744.42791|710.48|1209.95|362.35|0.4229|0.6955|-1744.1828670000002|0.4229|-0.1382|-1744.244532|9.2441
2_a33|0.0|1|3.396444161|0.0|0|7.765993078999999|0.0|0.047294725|-0.009168933|-0.064926835|0|0.039958333|-0.049900189|2.112255684|-0.476784502|-0.002514803|0.070526947|10.31100266|-0.0881938509999999|-0.083752249|-0.148024156|0|0.833090592|-0.0212158239999999|0.8799816220000001|0.8195154109999999|-0.104047115|0.411881091|0.018451635|-49.13901703|110.28338390000002|-0.031851158|44.34034244|0.702597735|-30.02592687|75.44970552|-19.46234551|0.4699986339999999|2632.195388|500.7570617|-953.6549298|0.297402265|0.8867875909999999|6067.635829|181.7248125|-247.5908207|1357.327077|11.8727102|1.0|0.0|1.0|1.0|1.0|2.0|0.3|19.0|-7.67|6.7|140.04|2.0|115.28|1.0|7.0|-6.35|-6.17|1.0|0.0|3.98|4.44e-07|1.6800000000000002e-05|0.0069|3.72|0.0|0.0|2.13e-08|3.6281|5.11|3.6281|-1920.079174|-1920.049452|655.74|1128.98|341.74|0.2911|0.70205|-1919.830424|0.2911|-0.15012|-1919.890628|8.2596
26_a47|0.0|0|0.0|0.0|1|6.86171134|1.06819297|0.11828578|-0.012090143|-0.200192886|2|0.045681818|-0.110530752|0.956774672|-0.544056455|-0.0098410169999999|-0.046771537|10.94972213|-0.24731748|-0.035472095|-0.079370393|2|0.845040087|-0.11288313|0.910081385|0.7104381999999999|-0.101679756|0.549740398|0.020884606|-57.01987795|168.2587945|-0.038735145|60.07342336|0.717639177|-33.13315474|73.39007585|-22.50824805|0.474969855|2625.572598|412.8219782|-945.3464183|0.282360823|0.90465254|5994.406615|164.0744453|-252.9318822|1317.300461|14.3059247|0.0|1.0|1.0|0.0|1.0|2.0|0.05|21.0|-7.22|2.84|98.72|1.0|104.8|0.0|4.0|-4.86|-6.51|0.0|0.0|3.18|1.3699999999999998e-05|2.77e-05|11.0|3.12|0.0|0.0|5.97e-08|4.7963|4.37|3992.0|-1696.096597|-1696.075481|592.84|1006.59|310.58|0.3197|0.68707|-1695.9387359999998|77.0|-0.16642|-1695.993821|7.9
7b_a10|0.0|0|0.0|0.0|0|7.535296702|0.0|-0.170920618|-0.001621737|0.037541178|2|0.037804233|-0.060829392|2.079721225|-0.07459988|0.011041815|-0.01808249|10.93274506|-0.0982988509999999|-0.051052176|-0.082499103|2|0.764865564|-0.108464916|0.8200487120000001|0.92441666|-0.0720417159999999|0.5113525529999999|0.009734392|-30.71062112|39.29815915|-0.027444463|56.22969776|0.781045839|-15.96741933|43.9185573|-14.26924098|0.446575367|2290.380138|480.6333417|-599.3081212000001|0.218954161|0.8069307729999999|5212.568172|113.8411654|-292.2491701|767.3149142000001|6.46179973|1.0|0.0|1.0|1.0|0.0|0.0|0.25|16.0|-6.99|4.34|41.38|1.0|105.44|0.0|2.0|-5.28|-5.09|0.0|1.0|3.02|5.29e-06|5.25e-06|0.00182|4.68|0.0|0.0|1.0200000000000001e-07|6.0231|3.44|3.6426|-1450.09312|-1450.06366|562.31|951.55|340.37|0.1488|0.66228|-1450.075119|0.0899|-0.1584799999999999|-1450.124551|4.7033
6_a1|0.0|0|0.0|0.0|1|7.535296702|2.325221088|-0.092471477|-0.005477033|0.021203156|1|0.039635417|-0.114683042|0.0|-0.230035376|0.005054086|-0.00983397|10.95180041|-0.180874123|-0.230322048|-0.3632559589999999|1|0.798346291|0.13761072|0.8524898329999999|0.8782596159999999|-0.077422386|0.212044989|0.021009352|-27.63847818|58.82435931|-0.0238222729999999|95.13138767|0.576759436|-13.35477777|49.61122373|-11.51080589|0.4218263379999999|1956.144556|424.3707604|-448.9214297|0.423240564|0.7295841470000001|4061.042516|204.5077752|-74.17956941|778.3512535|12.20110458|1.0|1.0|0.0|1.0|1.0|0.0|0.22|17.0|-6.02|3.61|39.94|0.0|86.31|0.0|3.0|-3.12|-6.21|0.0|1.0|2.82|0.0007599999999999|0.00021|0.0613|2.63|0.0|0.0|9.51e-07|4.0635|2.81|4.0635|-935.5024827|-935.4750982|527.41|875.29|305.12|0.3399|0.69818|-935.330989|0.3399|-0.16784|-935.378591|5.2924
12an_a36|0.0|1|3.489959714|0.0|0|7.412764017000001|0.0|-0.05423417|-0.0070293469999999|-0.046532211|2|0.042739018|0.0966393909999999|0.0|-0.407702102|0.00285431|-0.131674913|10.33556631|0.170355752|-0.07550872|-0.133106642|1|0.8344566859999999|-0.009636347|0.885733922|0.836440154|-0.105145528|0.270501913|0.0173118669999999|-49.67568778|110.5140393|-0.036995649|0.0|0.783512615|-33.56484523|81.70091433|-24.99720254|0.44576647|2881.978785|565.1654879|-1349.848937|0.216487385|0.8042935809999999|6162.848939|146.2760938|-383.1273396|1722.817107|10.65623343|1.0|0.0|1.0|1.0|1.0|2.0|0.17|17.0|-7.05|3.33|94.5|1.0|135.47|0.0|6.0|-4.85|-6.64|0.0|0.0|2.33|1.4300000000000002e-05|3.09e-05|0.0132|3.19|0.0|0.0|8.95e-08|5.1771|3.37|3.7872|-1670.452238|-1670.417726|718.98|1215.98|327.38|0.6702|0.69094|-1670.182102|0.0644|-0.15474|-1670.244686|7.3979
1g_a5|0.0|1|2.942391606|0.0|0|6.605297921|0.0|-0.203595168|-0.003919036|-0.010620031|2|0.027447447|-0.011534568|0.0|-0.172437603|0.00683534|-0.132678208|10.94875199|-0.019057802|-0.010807075|-0.0178558139999999|2|0.7778380309999999|0.030722968|0.8393686990000001|0.8659209659999999|-0.074361785|0.39389953|0.020418692|-37.59983870000001|71.90752413|-0.027205531|0.589719781|0.61393343|-20.16505667|54.34919851|-14.59051668|0.4713154089999999|2243.103668|464.3994751|-598.211184|0.38606657|0.891486942|4639.260975|207.0502037|-122.2065919|974.3909596|14.46845291|1.0|1.0|1.0|1.0|1.0|1.0|0.05|23.0|-8.14|4.5|63.69|0.0|96.98|0.0|4.0|-4.03|-6.15|0.0|1.0|3.09|9.27e-05|6.29e-05|0.0206|3.03|0.0|0.0|7.190000000000001e-09|4.7822|2.61|4.1733|-1065.846194|-1065.818889|572.15|961.17|297.09|0.1769|0.66164|-1065.675316|0.0504|-0.17042|-1065.727193|6.9393
LY364947_a10|0.0|1|2.949609552|0.0|0|6.605297921|0.0|-0.278922508|-0.00235945|-0.00390904|2|0.0273958329999999|0.0938628109999999|2.084955541|-0.084940213|0.007575|0.010202602|10.9303125|0.1625645369999999|0.04209715|0.072909639|2|0.711607778|-0.072740964|0.7792035190000001|0.8431045490000001|-0.075303751|0.449473391|0.009678082|-34.01613475|69.31194102|-0.029665114|0.0|0.7234846559999999|-15.02735938|41.53157099|-13.10520229|0.486715511|1896.845282|372.4595738|-432.4716757000001|0.276515344|0.948237326|3903.496845|122.1566022|-197.4583104|597.7620559999999|8.264519015|1.0|1.0|0.0|1.0|1.0|1.0|0.0|21.0|-7.2|3.97|54.46|0.0|82.56|0.0|2.0|-3.54|-6.02|0.0|1.0|2.8|0.00029|0.000137|0.0374|2.74|0.0|0.0|6.31e-08|||||||||||||||7.2291
13c_a6|0.0|1|3.441255118|0.0|0|7.412764017000001|0.0|-0.046663393|-0.010619065|-0.0122495089999999|1|0.040821256|0.049627353|0.0|-0.605286688|-0.003346018|0.054910284|10.95129637|0.081059709|-0.106686991|-0.174259072|1|0.780680481|0.085414885|0.8353837409999999|0.786809832|-0.111231609|0.22875443|0.030547186|-63.73961873|145.12291069999998|-0.039875482|567.1031411|0.772032541|-43.38886312|88.21184769|-27.1440571|0.466844407|2880.850692|535.5975578|-1438.635026|0.2279674589999999|0.875625075|6204.855629|155.1821156|-370.3562372|1863.438327|12.49421473|1.0|1.0|1.0|1.0|1.0|2.0|0.16|23.0|-9.4|5.38|95.85|2.0|121.6|0.0|6.0|-5.95|-5.88|0.0|0.0|3.64|1.11e-06|5.42e-06|0.00229|4.23|0.0|0.0|3.96e-10|5.992000000000001|4.5|3.6519|-1389.39897|-1389.371325|719.8|1217.77|339.5|0.5471|0.7008800000000001|-1389.122252|0.28|-0.14975|-1389.184603|7.1367
