molecula|NaaNH|SssssC|NaasN|SRW09|nARing|BCUTs-1|SaasN|MATS2c|AATSC1s|n6HRing|JGI4|AATSC1are|MATS8i|n5aHRing|AATSC7i|MATS1i|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|nFaHRing|RASA|FNSA5|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|TPSA_x|WNSA5|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|WNSA4|FPSA1|GeomRadius|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Log Po/w MLOGP|Leadlikeness|Veber filter|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|BBB|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
17c_a50|0|0.0|2|7.934155233999999|2|1.347835869|4.349159921|-0.212075666|0.024219848|2|0.031870748|0.01130519|-0.144763835|2|0.034485992|-0.233451925|1|0.762883243|0.774994313|-0.139943634|-0.212611846|0.816442883|1|0.89719894|-0.073693343|0.021675174|-35.70979598|-50.69922125|14.91199042|133.46240020000002|70.72462009999998|-34.87982686|-24.567468100000003|66.7258111|-14.96042594|0.49503436|2951.495914|617.2509739|2014.72331|-10.29240792|0.430249571|8.310163601000001|6438.380804|296.00120400000003|-627.8368834|26.25785813|0.0232952879999999|-95.97318605|1601.729346|16.02658985|0.0|1.0|1.0|1.0|4.12|3.61|1.91|1.0|0.0|6.0|33.0|5.0|0.0|1.0|3.1|0.000158|0.0698|0.0|0.0|1.6100000000000005e-07|7.08e-05|4.2397|2.74|4.0432|-1411.187392|-1411.157813|746.5|1289.05|292.44|0.63122|-1410.838844|0.1801|0.02957871|-1410.902767|8.5146|69.0|7.1612
15c_a10|0|0.0|1|7.535296702|2|1.343850105|2.154210861|-0.236118846|0.040869377|3|0.034807692|0.01143745|-0.1036030219999999|1|-0.101214571|-0.226679901|2|0.7655272009999999|0.7351096359999999|-0.03167553|0.022187689|0.772328328|1|0.904458517|-0.072537853|0.014703076|-32.5870313|-50.32840842|10.2013281|65.41494073|66.28884934|-34.91899195|-22.60962187|66.5866765|-13.36848349|0.449308156|3012.018586|627.5338454|1817.047455|-9.275357237|0.471771585|8.639636218|6673.826433|327.3258326|-593.6228632|25.30814911|0.023432886|-39.17102961|1619.721543|16.25826809|0.0|1.0|1.0|1.0|3.85|4.09|1.74|1.0|0.0|6.0|34.0|6.0|0.0|1.0|3.1|0.0001419999999999|0.0646|0.0|0.0|1.6100000000000002e-08|7.3e-06|5.5913|2.2|3.6709|-1450.241475|-1450.500669|762.21|1318.35|221.75|-0.26999|-1450.139335|0.0|-0.25919486|-1450.201574|4.8283|0.1|7.0
13h_a6|1|0.0|0|6.842683282|0|1.424099498|0.0|-0.094781725|0.004767264|2|0.04393617|-0.002407131|-0.01698365|1|0.105918119|-0.12414699|2|0.836982172|0.780222427|-0.0256002129999999|-0.164411111|0.8391892870000001|1|0.867910741|-0.091977068|0.017441348|-51.85624128|-64.32173453|12.1971464|77.20799814|92.37313621|-44.98170701|-36.26429338|76.78735663|-22.63172141|0.461667017|2926.745635|606.9504647000001|2829.19698|-15.82689691|0.263081412|9.11292243|6302.785260000001|183.9790404|-854.6524332|30.71129129|0.017825256|-331.36552|1658.40973|12.4656221|1.0|1.0|1.0|1.0|3.64|3.03|1.13|2.0|0.0|6.0|33.0|5.0|0.0|0.0|3.61|2.77e-06|0.0012|0.0|0.0|2.67e-11|1.15e-08|4.8701|3.83|3392.0|-1386.613707|-1386.569017|738.61|1253.92|254.58|0.50716|-1386.302668|0.2121|0.04469058|-1386.3651|10.0322|47.0|7.3279
7l_a46|0|0.256706467|1|7.727094485|1|1.160371354|2.1525548|-0.2644255789999999|0.017668261|2|0.04006734|0.013150047|-0.074511843|1|-0.331246137|-0.087877164|2|0.659888413|0.7746144629999999|-0.1237456669999999|0.076724694|0.825629852|0|0.907148114|-0.06289606|0.011594057|-27.30136533|-30.34397256|5.5935102720000005|8.13531199|44.79605077|-14.63933792|-13.17144326|38.22273917|-10.620390400000002|0.46327253|1920.310099|437.65027010000006|1246.417766|-5.1237682730000005|0.32532919|5.273701985|4046.614178|156.9538706|-204.9507309|15.74158869|0.016330867|-168.5385796|629.6635476|7.878766604|1.0|0.0|1.0|1.0|3.04|2.64|1.89|0.0|0.0|2.0|22.0|3.0|0.0|1.0|2.86|0.000668|0.1939999999999999|0.0|0.0|5.19e-07|0.000151|4.5464|2.42|4.5464|-915.6081232|-915.5830363|517.29|879.87|272.71|0.68834|-915.446686|0.2024|0.025086919|-915.493986|3.9009|1.94|5.7122
14a_a10|0|0.0|1|7.535296702|2|1.3438495730000002|2.156210368|-0.2090476269999999|0.0437538159999999|3|0.035660377|0.011509975|-0.045759336|1|0.042968756|-0.220250238|2|0.76857495|0.7348225290000001|-0.011977878|-0.007680215|0.770129205|1|0.911549451|-0.070610745|0.0135610389999999|-32.23041637|-51.23835032|9.840503082|67.52851799|64.18371923|-37.18086445|-23.38784787|67.14248252|-13.76552695|0.469029865|3075.550631|661.4615097|1774.8853399999998|-9.988888957|0.457984122|10.0292632|6754.660977|332.3339934|-669.2555601|25.39690722|0.0219172279999999|-60.97724212|1701.592784|15.9041322|0.0|1.0|1.0|1.0|3.98|4.4|1.94|1.0|0.0|7.0|35.0|6.0|0.0|1.0|3.43|6.159999999999999e-05|0.0288|0.0|0.0|6.55e-09|3.07e-06|5.5808|2.25|3802.0|-1489.655581|-1489.803158|800.01|1380.89|222.16|0.34245|-1489.42155|0.0005|-0.14757681|-1489.487381|4.8004|74.0|7.1308
14h_a23|0|0.0|2|7.423568444|0|1.197963488|3.309480899|0.043538466|0.006191846|2|0.04255787|0.009895793|-0.024318144|2|0.060820238|-0.0686282459999999|2|0.708395022|0.79263722|0.143102066|-0.05745554|0.860920386|1|0.923430574|-0.081058742|0.021982565|-43.02851162|-54.6468131|14.81983413|41.34207782|51.620282|-36.84086528|-29.00823506|67.44368679|-22.76950546|0.48032488|3010.418229|622.5428245|2371.16134|-15.35036053|0.246899416|7.833334036|6722.809649|166.45047749999998|-736.8173055999999|30.23434844|0.018981866|-341.2621515|1451.248725|12.79687369|0.0|1.0|1.0|1.0|3.47|3.2|2.39|1.0|0.0|5.0|32.0|5.0|0.0|0.0|3.23|2.09e-06|0.0009109999999999|0.0|0.0|3.39e-08|1.4800000000000002e-05|4.0506|3.29|3.6689|-1722.1762399999998|-1722.148272|699.86|1190.62|306.09|0.67365|-1721.9314420000003|0.2727|0.02796857|-1721.99264|13.4823|5.0|8.3468
12w_a30|0|0.0|0|7.412764017000001|2|0.604983445|0.0|0.063514061|-0.0316452179999999|2|0.044197531|0.002431329|0.028815747|1|-0.173643543|-0.0493878409999999|1|0.8149999040000001|0.83236194|-0.032835151|-0.080971844|0.889479916|0|0.8522163970000001|-0.096032733|0.015446225|-52.53307388|-65.85056003|10.59162334|82.06520565|101.3366249|-45.15435649|-36.02242934|75.77366969|-25.53389062|0.451478593|2999.810425|584.3729039|2783.769563|-17.50883211|0.192202301|8.063690539|6888.291006999999|131.7949495|-857.9327732|31.60926388|0.014471302|-422.1196298|1548.85393|9.923109661|1.0|1.0|1.0|0.0|4.63|0.0|3.79|2.0|0.0|5.0|31.0|4.0|0.0|0.0|3.59|2.64e-07|0.000123|0.0|0.0|1.58e-08|7.39e-06|5.0632|5.08|3.5585|-2494.966575|-2494.932002|716.83|1211.28|244.87|0.31353|-2494.743475|0.1614|0.0345723|-2494.807027|3.0068|15.0|7821.0
21_a4|0|0.0|1|7.535296702|1|1.399863887|2.026698554|-0.164057585|-0.014982235|1|0.042924837|0.012362563|-0.2897937889999999|1|0.030586117|-0.063064908|1|0.6952936|0.777866961|0.090847781|-0.174578783|0.833191212|0|0.932146735|-0.076470465|0.020173071|-28.99048719|-38.7880598|10.23237244|63.37635587|34.4171635|-19.67444009|-14.70482428|47.69702403|-14.54552243|0.401240904|2045.488184|472.812128|1584.866567|-7.377915035|0.276832377|5.961506745|4277.396118|140.4174905|-295.1166014|20.11362507|0.017563978|-226.3943104|804.5450027|8.908964226|1.0|1.0|1.0|1.0|3.37|2.92|2.32|0.0|0.0|3.0|23.0|3.0|0.0|1.0|3.23|0.000133|0.0403|0.0|0.0|1.16e-06|0.000352|5.1623|3.31|4.0245|-973.5683008|-973.5481197|549.71|916.76|240.17|0.5260600000000001|-973.400097|0.1457|0.020181098|-973.449892|2.9409|121.0|6.9172
15_a47|1|0.0|0|6.605297921|0|1.304329657|0.0|-0.164258919|-0.072588375|2|0.042285714|-0.0026314909999999|0.086682657|1|-0.299654464|-0.007670908|2|0.644280611|0.830688568|-0.131424138|0.081171071|0.897881853|1|0.791753677|-0.0904066519999999|0.016669157|-45.1562696|-48.36220049|8.917011222000001|61.0548099|111.3994409|-25.87091101|-24.15592798|59.79410145|-17.81765281|0.477646539|2327.320914|423.5412927|869.1027727|-9.531388265|0.288369895|6.984778596|5075.773767000001|154.260803|-362.1927541|25.03780079|0.021370407|-226.4191275|951.4364299|11.43190096|1.0|0.0|1.0|1.0|2.89|2.1|2.83|2.0|0.0|3.0|25.0|4.0|0.0|0.0|3.74|1.29e-05|0.00455|0.0|0.0|3.22e-09|1.14e-06|4.3312|3.33|4.0594|-1527.4104|-1527.376145|552.16|930.51|286.26|0.67203|-1527.265523|0.0759|0.03425526|-1527.316555|3.7709|16.0|7.8
18b_a30|0|0.0|0|7.412764017000001|2|0.604987149|0.0|0.036563014|0.0075638519999999|2|0.041767677|0.003099827|0.016709918|1|-0.072825879|-0.049287858|1|0.80330079|0.822401103|0.022695194|-0.089945913|0.8839272779999999|0|0.869340364|-0.09536285|0.019880184|-52.09100293|-63.07862164|13.14992762|77.65678625|86.42600053|-41.72392601|-34.45606603|75.30642440000001|-23.96987622|0.424912258|2915.383182|575.0330633|3057.267112|-15.85509189|0.240284312|7.513189589|6387.715069|158.9382363|-792.7545943|31.55111394|0.0184861069999999|-343.5825913|1577.555697|12.22780277|1.0|1.0|1.0|0.0|4.78|0.0|2.17|2.0|0.0|5.0|31.0|5.0|0.0|0.0|2.42|3.23e-06|0.00137|0.0|0.0|2e-07|8.47e-05|3.5256|3.64|3.5256|-1668.034279|-1667.995173|697.37|1178.08|351.66|0.67715|-1667.788575|0.3576|0.03910602|-1667.849173|6.5037|25.0|7.6003
12au_a36|1|0.0|0|7.412764017000001|2|0.2992539489999999|0.0|0.074839187|-0.351827031|2|0.044036281|-0.006862238|-0.023640632|1|0.1320241419999999|-0.15024383|1|0.8183043390000001|0.825565083|-0.021932444|-0.058671909|0.877827228|0|0.698996981|-0.110305773|0.021569487|-64.86748076|-79.35600767|15.51748637|102.3999102|216.5471227|-57.09017539|-46.66686194|95.91776213|-27.36414058|0.492871181|3484.987058|502.8713191000001|2384.109036|-19.68626738|0.283941389|8.963940512999999|7239.100414|204.2726719|-1141.803508|38.21494522|0.023021031|-310.873098|2216.466823|16.56175445|0.0|0.0|1.0|0.0|5.0|0.0|0.84|1.0|0.0|7.0|34.0|6.0|0.0|0.0|1.18|0.0001409999999999|0.0668|0.0|0.0|1.36e-07|6.45e-05|5.1307|6.24|3.7105|-1876.207937|-1876.156196|752.27|1283.4|241.65|0.58518|-1875.89525|0.0158|0.05174058|-1875.960827|8.0814|47.0|7.3279
13b_a30|0|0.0|0|7.412764017000001|2|0.604984129|0.0|0.112353041|-0.118776867|2|0.041728395|-0.003436924|0.042845487|1|-0.062905093|0.003429114|1|0.841060094|0.836520136|-0.045844862|-0.0771674659999999|0.892104517|0|0.694101802|-0.113554975|0.018555474|-74.24619275|-76.67161447|12.52854078|385.2420923|206.54056530000005|-51.76819834|-50.13056864|88.26741491|-28.93268471|0.454574838|3002.926824|468.6532296|2319.48655|-19.53516918|0.1997091339999999|8.804739699999999|6627.406474|134.8423681|-1035.363967|36.15271139|0.017174033|-405.5090587|1916.093704|11.59580043|1.0|0.0|1.0|0.0|4.76|0.0|2.06|1.0|0.0|6.0|32.0|5.0|0.0|0.0|1.91|9.68e-06|0.00427|0.0|0.0|6.520000000000001e-07|0.000288|5.0501|4.54|3.5056|-1744.492044|-1744.446479|721.48|1210.94|245.51|0.32563|-1744.2179010000002|0.1415|0.0455651|-1744.281763|5.3762|26.0|7.5901
33_a20|0|0.0|1|6.842683282|0|1.4175014119999998|1.915285809|-0.188733405|0.023539095|2|0.0388043479999999|0.009265667|-0.061975089|1|0.248715569|-0.036258691|2|0.616352201|0.74131936|-0.0854333469999999|-0.10978034|0.802353442|1|0.9493896|-0.069838312|0.012738882|-38.58254635|-45.72654913|8.340767701|8.680600701|33.13709773|-29.9394021|-25.26187502|54.60811436|-17.37608867|0.465855239|2737.8873550000003|621.611679|2274.654579|-11.3769728|0.240643818|8.062843544|5916.443448|157.56124519999997|-568.84864|22.88265911|0.013564844|-339.6262863|1144.132956|8.881565237|1.0|1.0|1.0|1.0|3.39|3.59|2.61|2.0|0.0|4.0|31.0|4.0|0.0|0.0|4.28|2.48e-06|0.000997|0.0|0.0|2.04e-10|8.199999999999999e-08|5443.0|4.07|3.8867|-1275.852801|-1275.823229|689.51|1174.95|227.79|0.27375|-1275.602977|0.0463|0.02957286|-1275.662457|5.0369|34.0|7.4685
4_a3|0|0.0|0|6.823286122000001|0|0.60501714|0.0|0.2122551539999999|-0.161259999|1|0.035345345|-0.008407895|0.057349653|1|-0.208888686|0.053425134|1|0.640351067|0.721302096|-0.028924747|0.041477445|0.785381728|1|0.74053397|-0.098695428|0.008006786|-52.4583525|-46.9200748|3.806447632|235.6982345|123.350856|-22.30593113|-24.93884341|51.71950126|-18.76802992|0.415852758|2142.972568|352.05186289999995|1548.626215|-8.922372453|0.133023729|5.05182773|4885.093366|63.23984222|-312.2830359|21.6476858|0.0100954959999999|-348.9230345|757.6690029|4.799426464|1.0|0.0|1.0|1.0|2.94|2.6|3.07|1.0|0.0|2.0|23.0|3.0|0.0|0.0|4.09|2.02e-06|0.00065|0.0|0.0|2.950000000000001e-08|9.48e-06|5.9341|3.53|3.4771|-1355.332318|-1355.303098|504.29|858.45|208.93|0.3809|-1355.192416|119.0|0.02921941|-1355.239905|3.1409|1259.0|5.9
11_a33|1|0.0|0|7.686621335|0|0.609352951|0.0|-0.151505631|-0.039406316|0|0.034984568|-0.003303432|0.143981643|3|0.105574347|-0.122478641|0|0.8389087140000001|0.85401347|0.003391835|-0.014463304|0.921896958|1|0.857287241|-0.104881435|0.033701864|-34.4118011|-50.94714637|16.37099833|45.43139569|69.3240686|-24.74805685|-16.71585694|68.11455221|-14.98445481|0.4673066279999999|2220.315582|416.4353629|979.349175|-7.278840251|0.447121614|5.24049311|4880.001461|217.193541|-247.4805685|27.10262364|0.035341374|-51.37234937|921.4892038|17.16740584|1.0|1.0|1.0|1.0|3.19|2.31|0.89|0.0|0.0|3.0|22.0|4.0|0.0|0.0|3.28|3.32e-06|0.00109|0.0|0.0|5.92e-07|0.000194|3.5049|1.93|3.5049|-1669.324638|-1669.304085|506.55|858.89|353.74|0.70381|-1669.202327|0.5408|0.02055276|-1669.251123|4.5998|5.0|8.3188
14x_a23|0|0.0|2|7.423568444|0|1.197963189|3.101221922|0.0944818319999999|-0.111315218|2|0.04314059|0.003379755|-0.075184011|2|0.160327487|-0.073958723|2|0.5788469970000001|0.802520527|-0.035031888|-0.035965909|0.8668730109999999|1|0.7768288609999999|-0.084244058|0.022095943|-46.97594633|-55.83053941|14.64350681|42.44114495|147.90081730000003|-37.00022522|-31.13207597|70.40248829|-22.56979253|0.468120981|3071.48868|514.8229467|2382.851643|-14.95753786|0.277788677|7.777802167999999|6989.569075|184.0971574|-703.0042792|31.25095356|0.0219879679999999|-294.5294492|1468.794817|14.57194888|0.0|1.0|1.0|0.0|3.42|3.42|3.78|2.0|0.0|5.0|32.0|6.0|0.0|0.0|4.06|2.09e-06|0.0009369999999999|0.0|0.0|1.17e-08|5.23e-06|4.0641|3.97|3.6941|-1828.393372|-1828.371718|675.21|1149.42|305.07|0.6757|-1828.168422|0.3057|0.02165405|-1828.228912|8.1916|3.0|8.4949
16a_a23|0|0.0|2|7.423568444|1|1.197962324|3.411338761|-0.0147904689999999|-0.013055633|3|0.046283951|0.012426121|-0.088255625|2|0.115499047|-0.181609054|2|0.765869487|0.8323974470000001|0.154144584|-0.116894582|0.890165467|1|0.934837094|-0.07288672|0.021379172|-26.53751114|-47.06687604|13.80568132|9.922436905|42.07919382|-30.39361398|-17.13669862|65.21027197|-16.6118386|0.49525751|2924.629647|603.6746046|1801.957216|-10.72715788|0.414079278|8.024409307|6552.801739|267.3932664|-547.0850515999999|28.35168303|0.02809646|-110.9672657|1445.935835|18.14339594|1.0|0.0|1.0|0.0|3.94|0.0|2.04|1.0|0.0|5.0|31.0|4.0|0.0|0.0|1.85|2.6e-05|0.0111|0.0|0.0|5.38e-06|0.0023|1.6239|2.49|1.6239|-1685.913359|-1685.8794469999998|670.04|1172.0|763.49|0.96307|-1685.580443|0.2066|0.03391189|-1685.6419010000002|18.4446|39.0|7.4037
14c_a23|0|0.0|2|7.423568444|0|1.197962449|3.349976042|0.06596946|-0.024758731|2|0.043538647|0.010682694|-0.047853455|2|0.077009731|-0.071484865|2|0.722187957|0.793551289|0.1114214519999999|-0.077808321|0.857184548|1|0.922935039|-0.0800086929999999|0.018842596|-37.73933093|-53.17009158|12.52192141|38.43627129|51.21382308|-35.33439343|-25.07982076|64.05912299|-22.62557089|0.459622824|2955.304496|613.3401089|2379.221378|-15.0359121|0.2165924689999999|7.832948614|6755.962581999999|143.9373772|-706.6878684999999|28.88097191|0.016385474|-376.6791777|1357.40568|10.88903141|0.0|1.0|0.0|1.0|3.4|3.6|3.51|2.0|0.0|5.0|31.0|4.0|0.0|0.0|4.0|7.49e-07|0.000334|0.0|0.0|1.02e-08|4.55e-06|3.7031|4.1|3.7031|-2089.523959|-2089.501598|693.64|1177.63|334.81|0.56781|-2089.293299|356.0|0.02236136|-2089.354057|10.369000000000002|2.0|8.6253
8b_a50|1|0.0|1|7.860570786|1|1.398299046|2.021915391|-0.115740384|-0.009597908|1|0.035718954|0.006841944|-0.009441452|2|-0.170496134|-0.065440141|1|0.753629415|0.809463375|-0.027207307|-0.031953774|0.8836675340000001|1|0.845349082|-0.078068703|0.021513107|-34.79187329|-37.39727879|10.30543157|131.417573|74.08248511|-17.91443197|-16.66636363|49.02840043|-14.54338619|0.428882006|2143.807599|404.9478761|1401.458274|-6.966723542|0.328290204|5.292277178|4446.001554|157.2609748|-250.8020475|21.65129387|0.024280552|-164.5084115|779.4465792000001|11.63112165|1.0|0.0|1.0|1.0|3.21|1.69|1.79|0.0|0.0|2.0|23.0|3.0|0.0|1.0|2.51|0.000359|108.0|0.0|0.0|1.16e-06|0.000347|4.5256|2.11|4.1804|-967.3527447|-967.3160428|515.81|857.53|273.96|0.5533|-967.212701|121.0|0.036701907|-967.258772|5.8205|68.0|7.1675
12g_a40|0|0.0|1|7.515889085|0|0.604990688|1.687211672|0.037440516|-0.129331216|0|0.036630824|-0.001011175|0.075327376|2|0.280045216|0.063401514|0|0.777835705|0.769016155|0.020185301|-0.326139923|0.8396782220000001|1|0.8702014570000001|-0.099521372|0.012706769|-49.94706785|-52.24208444|6.670206427999999|130.7472028|68.1355805|-27.42361099|-26.21888031|59.29860462|-22.85591194|0.465725912|2287.970776|456.7977427|681.6778419|-11.99782981|0.147968773|7.692740528|5211.675486|77.67373972|-383.9305539|26.82520454|0.013442698|-369.5858437|858.4065454|7.056520179|1.0|1.0|0.0|0.0|3.24|3.2|3.76|2.0|0.0|2.0|23.0|3.0|0.0|0.0|4.4|3.43e-07|0.000124|0.0|0.0|2.37e-07|8.57e-05|4.0224|4.84|3.1577|-2173.044757|-2173.0224510000003|540.25|896.63|308.23|0.67055|-2172.9382|0.2682|0.02230594|-2172.988604|2.7075|724.0|6.1403
7s_a46|0|0.218897825|1|7.727094485|1|1.160371307|2.117265684|-0.0778653109999999|-0.076841616|1|0.044509804|0.0060802|-0.005405515|1|-0.327656845|0.012197837|1|0.778692012|0.770312275|-0.036284605|-0.030371026|0.8182543959999999|0|0.858788462|-0.083011849|0.008871171|-48.61321955|-41.72189594|4.458665639|166.3052939|70.97315818|-20.9694955|-24.43308641|47.36217237|-15.894055599999998|0.433822088|1982.695462|431.6285339|1619.4591|-7.988379237|0.1801125439999999|5.565371272|4245.390306|90.5248694|-335.5119279|19.38565529|0.01122216|-321.55195330000004|814.1975221|5.640276426000001|0.0|0.0|1.0|1.0|3.08|2.33|2.39|0.0|0.0|2.0|23.0|3.0|0.0|1.0|3.12|8.590000000000001e-05|0.0262|0.0|0.0|8.39e-07|0.000256|5.2972|3.54|4293.0|-974.8067569|-974.7707066|539.99|916.7|234.06|0.44692|-974.615216|0.1186|0.036050328|-974.664103|3.6655|1985.0|5.7022
IN1233_a59|1|0.0|0|6.842683282|0|1.400923654|0.0|0.1160337319999999|-0.12050413|2|0.0396875|-0.005614194|-0.011236836|1|0.268927191|0.001996439|2|0.809917509|0.74801464|-0.107446431|-0.090732503|0.80310139|1|0.7613246490000001|-0.095213818|0.010831674|-61.73167061|-63.36348363|7.208329477|318.5587088|158.8351574|-42.16752524|-41.08157616|72.32484741|-23.91074854|0.483639625|2809.840422|506.6510632|1822.396842|-15.91227368|0.1892041019999999|8.011984402000001|6206.818668|125.91272279999998|-843.3505049|29.49046561|0.0134658889999999|-413.6607749|1562.994677|8.961363774|1.0|1.0|1.0|1.0|3.48|2.76|2.06|2.0|0.0|5.0|32.0|4.0|0.0|0.0|3.78|2.54e-06|0.00107|0.0|0.0|9.93e-11|4.17e-08|5.2194|5.35|3.5355|-1352.351584|-1352.326849|703.47|1204.16|237.54|0.51285|-1352.073755|0.2011|0.02473496|-1352.135303|7.6059|34.0|7.4685
13_a47|1|0.0|0|6.605297921|0|1.417757826|0.0|-0.174238791|-0.0777650159999999|2|0.036632997|-0.00105415|0.003874205|1|-0.108780879|-0.0101047869999999|2|0.6427334020000001|0.794037882|0.030290722|0.065869272|0.8582665429999999|1|0.781675563|-0.088128939|0.017736598|-41.79730418|-45.39284663|9.13564442|63.12660940000001|112.453046|-23.38063458|-21.52866736|57.38622954|-16.72368034|0.472007922|2190.316257|402.6200617|669.2729199|-8.613918003|0.311738758|7.038683428|4542.479565|160.5682509|-327.3288841|24.29844849|0.023284817|-193.936606|923.3410426|11.99338291|1.0|0.0|1.0|1.0|2.9|1.75|2.34|0.0|0.0|3.0|24.0|4.0|0.0|1.0|3.19|5.79e-05|0.0185|0.0|0.0|1.26e-08|4.04e-06|4.0302|2.7|4.0302|-1067.820961|-1067.78457|542.62|895.21|307.63|0.67466|-1067.665127|0.3382|0.03639189|-1067.71601|4.8308|16.0|7.8
12f_a40|0|0.0|1|7.515889085|0|0.604990261|1.768354671|-0.03356339|-0.015621373|0|0.040501792|0.008525796|0.108909202|2|0.115814835|-0.033224348|0|0.679527138|0.777316288|-0.160218113|-0.271493213|0.841769186|1|0.909993912|-0.082198664|0.021549915|-37.02024147|-45.41519509|11.90644165|62.72992556|49.72883796|-25.09213464|-20.45387851|56.53158029|-18.16607804|0.490421149|2383.68369|502.7764322|628.5604981|-10.03685385|0.268555948|8.404802652999999|5326.217734000001|148.3785764|-351.2898849|24.83590915|0.0201199619999999|-255.7481174|869.2568204|11.1163852|1.0|1.0|0.0|0.0|3.24|3.61|3.99|2.0|0.0|3.0|24.0|3.0|0.0|0.0|4.76|2.66e-07|0.0001|0.0|0.0|4.81e-08|1.8100000000000003e-05|4.3313|4.77|2.8374|-2212.359379|-2212.348599|572.63|951.55|286.25|0.6679999999999999|-2212.222254|0.3858|0.01077929|-2212.275094|4.8562|0.38|6.4202
LY364947_a10|1|0.0|0|6.605297921|0|1.390175303|0.0|-0.278922508|-0.00390904|2|0.0273958329999999|0.007575|0.010202602|1|0.1625645369999999|0.04209715|2|0.706034038|0.711607778|-0.072740964|-0.012096774|0.7792035190000001|1|0.8431045490000001|-0.075303751|0.009678082|-34.01613475|-33.26705198|4.275500834|144.7228349|69.31194102|-14.69643595|-15.02735938|41.53157099|-13.10520229|0.486715511|1896.845282|372.4595738|839.5356408|-5.78950507|0.276515344|4.702575386|3903.496845|122.1566022|-191.05366730000003|18.1140017|0.018707677|-197.4583104|597.7620559999999|8.264519015|1.0|0.0|1.0|1.0|2.46|1.88|1.74|0.0|0.0|2.0|21.0|3.0|0.0|1.0|2.8|0.00029|0.0789|0.0|0.0|6.31e-08|1.7199999999999998e-05|||||||||||||||59.0|7.2291
12ba_a36|1|0.0|0|7.412764017000001|2|1.297043659|0.0|-0.090865777|0.026411489|2|0.040566449|-0.002123045|0.003750685|1|0.159880159|-0.091676619|1|0.844641715|0.8256014690000001|0.041478447|-0.0202572689999999|0.890675195|0|0.849738126|-0.108410153|0.0246090489999999|-56.0578808|-73.03464847|16.57882744|100.798163|101.229662|-49.20258616|-37.76553687|89.06670390000001|-25.28122447|0.49229954|3035.390784|572.4586103999999|2492.5731100000003|-17.03166444|0.293104216|7.409667253999999|6722.60947|197.4608731|-885.6465508|35.76372225|0.023797439|-278.7665262|1859.713557|16.03205543|1.0|1.0|1.0|0.0|4.8|0.0|0.74|1.0|0.0|5.0|33.0|6.0|0.0|0.0|1.57|1.6800000000000002e-05|0.0072599999999999|0.0|0.0|1.91e-07|8.240000000000001e-05|5.2506|2.79|3.0114|-1417.454721|-1417.426327|687.23|1187.56|236.13|0.3989999999999999|-1417.187763|0.0009|0.02839417|-1417.249741|4.5448|21.0|7.6778
34_a20|0|0.0|1|6.842683282|0|1.416932073|1.877209467|0.0305860929999999|-0.104520106|2|0.0396875|0.003085806|-0.046356705|1|0.327535029|0.0346782989999999|2|0.7071284179999999|0.74801464|-0.101401966|-0.090732503|0.80310139|1|0.7966571459999999|-0.085459595|0.0130295999999999|-57.31821177|-57.49912174|8.766605631000001|297.5548445|136.81360859999998|-38.68669181|-38.56497154|67.53437417|-21.69778179|0.462785432|2825.042137|536.0086996|2319.742032|-14.59875162|0.223585914|7.940146766|6211.26199|150.43359099999998|-773.7338361000001|27.94614651|0.01491516|-371.9551262|1481.145765|10.03525243|1.0|1.0|1.0|1.0|3.43|2.92|2.47|2.0|0.0|5.0|32.0|4.0|0.0|0.0|3.63|7.27e-06|0.00305|0.0|0.0|6.64e-10|2.780000000000001e-07|5.4132|4.97|3.8699|-1352.31921|-1352.2836220000002|711.19|1205.64|229.04|0.38519|-1352.041015|0.0766|0.03558836|-1352.102407|5.4994|61.0|7.2147
