molecula|SddssS|MOMI-Z|Veber filter|BIC2|Log S (Ali)|heavy_atom_count|HOMO-LUMO Energy Difference (Hartree)|nARing|Highest Occupied Molecular Orbital Energy|Mor01p|CYP2C9 inhibitor|MATS7i|ATSC1c|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest_Unoccupied_Molecular_Orbital_Energy|WNSA3|PNSA4|BCUTi-1l|pIC50
14c_a22|0.0|2092.7515510000003|0.0|0.773044788|-4.86|34.0|-0.15408|0|-0.22807|731.8178649|1.0|-0.026986769|-0.298463715|2.35e-07|-0.07399|-34.9718749|-21.75466672|10.9464374|6.8153
3f_a32|0.0|2130.756016|0.0|0.820782305|-6.89|24.0|-0.1474599999999999|0|-0.2006099999999999|475.3634141|1.0|-0.062954205|-0.275173181|1.73e-05|-0.05315|-23.34192893|-16.99267001|10.31100273|8.0458
6_a27|0.0|1193.992326|0.0|0.787663648|-3.62|24.0|-0.17007|0|-218.0|373.9912084|0.0|-0.237047381|-0.330715016|6.86e-05|-0.04793|-19.27068071|-17.14169035|10.93737136|9.0
14j_a23|0.0|2175.598042|0.0|0.800643488|-5.58|31.0|-0.14816|0|-0.2239699999999999|599.5697147999999|1.0|0.037350515|-0.322724299|9.18e-06|-0.07581|-26.17681598|-22.69846456|10.31321824|8.3883
8c_a32|0.0|3038.837633|1.0|0.845443342|-5.82|27.0|-0.14712|0|-0.18873|557.1050635|1.0|-0.026467635|-0.459589251|8.86e-06|-0.04161|-28.09723623|-16.654735000000002|10.31100269|7.4318
20b_a10|0.0|2257.777328|0.0|0.761071345|-5.22|34.0|-0.16388|1|-0.2217199999999999|769.1246171|1.0|-0.030238422|-0.447804373|5.26e-07|-0.0578399999999999|-38.78052212|-21.58742537|10.92966143|5.9586
12n_a30|0.0|2349.172094|0.0|0.815003426|-5.39|30.0|-0.148|2|-0.19876|618.6004214|1.0|-0.1144447669999999|-0.387485343|5.260000000000001e-05|-0.05076|-33.14358793|-24.42151771|10.31162898|7.983
4S4l_a46|0.0|1744.8220399999998|0.0|0.726535412|-5.28|26.0|-0.17632|1|-0.19647|579.2365607|1.0|-0.067419714|-0.255755434|3.47e-05|-0.02015|-26.93416438|-16.27370639|10.94631401|6.5834
4d_a49|0.0|1640.195062|0.0|0.783870915|-3.13|30.0|-0.15888|1|-0.2219699999999999|641.1445234|1.0|-0.090862681|-0.343596561|1.05e-05|-0.06309|-34.12740785|-17.31186002|10.92777282|7.7447
12z_a30|0.0|2435.831516|0.0|0.809127478|-5.61|33.0|-146.0|2|-0.19279|792.3440337000001|1.0|0.034848862|-0.537984876|6.720000000000001e-05|-0.04679|-34.55504699|-23.67231332|10.31162784|7.3615
46_a18|0.0|1848.661552|0.0|0.729629263|-5.68|36.0|-0.13224|2|-0.18219|1056.535856|0.0|-0.046124025|-0.3872848129999999|7.27e-07|-0.04995|-35.20023815|-20.77641329|10.94680484|6.7305
14k_a23|0.0|2174.886074|0.0|0.800643488|-6.13|31.0|-0.14784|0|-0.2271699999999999|633.3278634|1.0|0.04479394|-0.299174093|4.55e-06|-0.07933|-24.9092952|-22.62582822|10.31321813|8.4123
25b_a34|0.0|2671.608537|0.0|0.7969500890000001|-3.82|29.0|-0.17564|1|-0.21103|595.8522372|1.0|-0.150946163|-0.861190687|0.00015|-0.03539|-40.19997818|-26.50275222|10.95957635|5.6819
1_a15|0.0|2855.495631|0.0|0.705825714|-6.55|34.0|-0.1365|0|-0.17792|851.7423982|1.0|0.06459652|-0.541427319|4.36e-08|-0.04142|-28.45664402|-20.13460632|10.95880609|7.3565
14a_a23|0.0|2173.7139190000003|0.0|0.7556436440000001|-5.47|30.0|-0.15002|0|-0.2238099999999999|601.8533922|1.0|0.0446402609999999|-0.289658385|1.6100000000000002e-05|-0.07379|-22.26638099|-21.61564087|10.31321831|8.5498
7f_a8|0.0|1854.738581|0.0|0.7051689170000001|-5.68|28.0|-0.14506|0|-0.21998|446.5544107|1.0|0.034392285|-0.234880498|1.31e-06|-0.07492|-29.74763659|-23.17880348|10.94343485|4.4479
11_a15|0.0|2565.707165|0.0|0.718800243|-6.32|34.0|-0.12134|1|-0.16011|830.7967967000001|1.0|-0.036023137|-0.402711212|5.7e-07|-0.03877|-30.25595097|-23.02940065|10.95979791|6.1314
12l_a30|0.0|2394.793539|0.0|0.830875659|-6.7|34.0|-0.14944|2|-0.20397|696.6414817000001|1.0|-0.102468864|-0.876151158|3.19e-05|-0.0545299999999999|-44.29742723|-31.88960104|10.31162828|7.2154
12k_a30|0.0|2277.687222|0.0|0.830875659|-5.44|31.0|-0.14743|2|-0.19798|704.0353382000001|1.0|-0.13882907|-0.44562817|7.87e-05|-0.05055|-34.68429919|-23.31944323|10.31162844|7.6144
13n_a6|0.0|2535.307313|0.0|0.7767360059999999|-4.64|33.0|-0.13863|0|-0.20994|724.3873672999999|1.0|0.058267173|-0.631323273|9.35e-08|-0.07131|-47.27287681|-26.41600355|10.95053349|7.1249
13b_a5|0.0|1177.571784|0.0|0.765309977|-4.24|30.0|-0.17274|1|-0.22451|638.8437454|1.0|-0.006314305|-0.251535058|1.72e-06|-0.05177|-29.05440446|-17.04942469|10.94530329|6.9586
20_a31|0.0|1758.762093|1.0|0.8602874540000001|-5.91|27.0|-0.1483|0|-0.20895|557.1050635|1.0|-0.013040402|-0.476400874|8.86e-06|-0.06065|-33.71260536|-21.01650877|10.31100269|8.0862
14i_a23|0.0|2447.1741030000003|1.0|0.8025091329999999|-5.21|33.0|-0.1509599999999999|0|-0.23121|693.3423458|1.0|0.040408197|-0.558153376|5.03e-05|-0.08025|-41.59306642|-27.18760085|10.31321758|8.4622
12p_a36|0.0|2308.958924|0.0|0.828371596|-3.89|30.0|-0.15608|2|-0.21131|595.8790650000001|0.0|0.114716581|-0.432950771|5.58e-05|-0.0552299999999999|-32.72335782|-24.56246081|10.96052769|8.0458
21_a12|0.0|1080.052791|0.0|0.835359152|-3.82|23.0|-0.16784|1|-0.22253|380.2468615|1.0|-0.213225401|-0.362168355|5.3200000000000006e-05|-0.0546899999999999|-17.416202300000002|-18.55810005|10.31140747|7.6576
15_a3|0.0|1433.713715|0.0|0.813015336|-2.77|23.0|-0.1576|1|-0.22079|402.781061|0.0|-0.182934001|-0.289938297|0.000535|-0.06319|-24.19332693|-19.28005913|10.33806279|7.6021
5_a47|0.0|1349.003107|0.0|0.795032176|-5.65|26.0|-0.15419|0|-0.20954|416.1194472|0.0|0.003858593|-0.390426|7.590000000000001e-07|-0.05535|-24.46654029|-20.34777119|10.9367109|7.7
7b_a10|0.0|2150.375871|0.0|0.764865564|-5.28|25.0|-0.1584799999999999|2|-0.21225|459.0250226|1.0|-0.060829392|-0.07459988|3.54e-05|-0.05377|-15.96741933|-14.26924098|10.93274506|4.7033
12aq_a36|0.0|2906.024504|0.0|0.839953955|-3.52|32.0|-0.13908|2|-0.19967|689.2886595|0.0|0.076517478|-0.674732412|0.000305|-0.06059|-48.79273723|-28.69889692|10.95447882|7.2596
3n_a32|0.0|2426.73803|0.0|0.816774665|-5.96|26.0|-0.1472099999999999|1|-0.20256|522.1674161999999|1.0|-0.056907012|-0.295303659|4.19e-05|-0.05535|-24.62805609|-15.75418035|10.3110027|7.6778
6a_a31|0.0|1671.917893|0.0|0.784022685|-5.22|28.0|-0.1428|1|-0.19843|479.200937|1.0|0.08881108|-0.779425376|4.3200000000000007e-05|-0.05563|-45.56491046|-26.51328079|10.31170939|5.9586
12h_a30|0.0|2268.811589|0.0|0.831176513|-5.39|30.0|-0.14889|2|-0.2023599999999999|618.6004214|1.0|-0.074988669|-0.391119352|5.260000000000001e-05|-0.05347|-33.64938551|-24.44221903|10.31162898|8.065
3_a27|0.0|1043.697725|0.0|0.810053853|-3.7|25.0|-0.16457|0|-0.21969|401.7540197|1.0|-0.172132163|-0.27868256|0.000423|-0.05512|-16.47810502|-16.72996312|10.93782973|8.3979
47d_a18|0.0|1947.023498|1.0|0.7430748709999999|-5.74|39.0|-0.12844|1|-0.17405|1255.618298|0.0|0.069914568|-0.480899596|7.790000000000001e-07|-0.04561|-42.52098397|-23.42233034|10.94702255|8.0969
11b_a31|0.0|1756.711832|0.0|0.834596039|-4.74|25.0|-0.15936|1|-0.1951|397.3137532|1.0|-0.078907688|-0.838727032|0.00128|-0.03574|-44.59898223|-24.84180719|10.31169957|6.2757
16h_a32|0.0|3282.554439|1.0|0.832040698|-6.48|28.0|-0.14972|0|-0.2|573.3529948|1.0|-0.069213021|-0.7828009570000001|4.09e-05|-0.05028|-32.75886858|-24.62973479|10.31100268|8.0655
10_a15|0.0|2305.991259|0.0|0.713794823|-6.22|30.0|-0.15377|0|-0.18958|673.7288405|1.0|-0.0869138469999999|-0.384887119|5.99e-08|-0.03581|-17.88541558|-21.17108692|10.95972828|8.1549
22_a4|0.0|1477.437886|0.0|0.7797803109999999|-3.77|22.0|-0.16754|1|-198.0|338.71903330000004|0.0|0.004808337|-0.257448045|0.0016699999999999|-0.03046|-21.92150631|-17.52572365|10.94586213|7.3279
16i_a32|0.0|3450.514629|1.0|0.836966894|-7.03|29.0|-0.14976|0|-0.2002|636.0251562999999|1.0|-0.056414399|-0.7748511779999999|1.7100000000000002e-05|-0.05044|-36.62130242|-24.00328703|10.31100265|8.2596
12_a4|-3.2834578760000004|1962.933988|0.0|0.8157155359999999|-4.18|29.0|-0.16224|1|-0.2312199999999999|608.4548423|1.0|-0.0334644329999999|-0.113938738|5.85e-06|-0.06898|-24.74343259|-15.38009964|10.31168324|5.032
16d_a32|0.0|3152.666302|1.0|0.8575664540000001|-5.65|26.0|-0.15009|0|-0.20077|457.7130665|1.0|0.0115077539999999|-0.7589895790000001|9.84e-05|-0.05068|-31.07481011|-21.26791022|10.31100273|8.1135
5e_a40|0.0|512.5703164|0.0|0.8092726020000001|-4.78|20.0|-0.14786|1|-0.2201699999999999|264.9899736|1.0|-0.106497535|-0.162528785|0.00678|-0.07231|-17.38723451|-17.06741495|10.31198323|7.6021
3b_a12|0.0|1935.211747|0.0|0.768772928|-4.26|24.0|-0.15229|1|-0.2232|406.0361621|1.0|-0.1215705419999999|-0.332497127|2.63e-06|-0.07091|-17.50314491|-17.73486237|10.9540388|7.3098
47o_a18|0.0|1393.529823|0.0|0.7435044540000001|-5.66|34.0|-0.13203|1|-0.18223|931.8364349|0.0|-0.006238734|-0.4339284229999999|1.93e-07|-0.0502|-40.76618466|-25.08909125|10.94702017|7.3279
12ac_a36|0.0|2455.459827|0.0|0.811459853|-3.81|32.0|-0.15675|2|-0.20949|716.9974499|0.0|0.03586247|-0.450737917|5.4600000000000006e-05|-0.0527399999999999|-38.66245764|-25.03847816|10.95345846|7.8861
37_a18|0.0|1571.7484060000002|0.0|0.725028151|-5.68|36.0|-0.13194|2|-0.18119|1056.535856|0.0|-0.018268775|-0.385273662|7.27e-07|-0.04925|-36.62790634|-20.92960342|10.94702064|7.4559
12_a47|0.0|702.3796319|0.0|0.8288334490000001|-4.51|24.0|-0.1633|0|-0.2256|335.1175012|0.0|0.001435849|-0.209845277|2.61e-06|-0.0623|-23.01490672|-17.76874008|10.95005729|8.2
3g_a32|0.0|1886.244271|0.0|0.755211939|-7.09|24.0|-0.14715|0|-0.20065|475.3634141|1.0|-0.058985916|-0.2816222539999999|1.8e-05|-0.0535|-21.55960626|-16.86199774|10.31100273|7.8539
12bh_a36|0.0|2437.805332|0.0|0.78699829|-4.54|31.0|-0.14915|2|-0.20168|729.1873176|0.0|0.001012669|-0.401249012|1.86e-05|-0.0525299999999999|-31.30825225|-23.6718811|10.94728093|7.8539
27b_a34|0.0|2431.595232|0.0|0.7722228729999999|-5.23|31.0|-0.1652799999999999|1|-0.20649|627.4287311|1.0|-0.106245942|-0.549928192|2.67e-06|-0.04121|-37.9644911|-24.553278|10.95430634|6.1871
4R4l_a46|0.0|1766.0974600000002|0.0|0.726535412|-5.28|26.0|-0.17475|1|-0.19602|579.2365607|1.0|-0.067419714|-0.255755434|3.47e-05|-0.0212699999999999|-26.65896664|-16.223992300000003|10.94631401|6.8633
8g_a12|0.0|1356.883205|0.0|0.7475224290000001|-4.38|27.0|-0.1520099999999999|1|-0.21633|480.0590283|1.0|-0.038463841|-0.40429396|3.53e-06|-0.06432|-23.38345638|-23.58177591|10.95472263|5.43
14c_a23|0.0|2379.221378|0.0|0.793551289|-6.13|31.0|-0.15143|0|-0.23096|633.3278634|1.0|0.04174584|-0.296935034|4.55e-06|-0.0795299999999999|-25.07982076|-22.62557089|10.31321813|8.6253
9g_a24|0.0|1196.910121|0.0|0.7931626959999999|-2.49|23.0|-0.17806|0|-0.21391|341.3207334|0.0|-0.162313932|-0.0425444|0.000113|-0.03585|-15.87288497|-10.53790724|10.96318169|7.1675
12e_a31|0.0|1899.851187|0.0|0.7761616020000001|-6.66|33.0|-0.15934|1|-0.19379|798.7285626|1.0|0.0113193469999999|-0.70267073|2.27e-07|-0.03445|-49.6906263|-26.65419063|10.3116965|6.7696
1_a6 (SB-431542)|0.0|1890.228713|0.0|0.7462411859999999|-4.52|29.0|-0.13329|1|-193.0|513.4628663999999|1.0|0.1008839219999999|-0.766207981|7.81e-06|-0.05971|-44.47680367|-27.46300805|10.94959842|5.8119
8a_a12|0.0|2093.2274030000003|0.0|0.763500863|-3.9|25.0|-0.15696|1|-0.2194199999999999|464.1781753|1.0|-0.205012437|-0.362413703|4.2e-06|-0.06246|-15.90061008|-17.52581709|10.95472846|6.7011
1j_a5|0.0|847.5275797|0.0|0.7862755770000001|-4.03|25.0|-0.16813|0|-0.20645|422.96706330000006|1.0|-0.115553003|-0.175183967|2.36e-06|-0.03832|-21.29338752|-14.64139152|10.9487794|7.6198
17_a15|0.0|2104.883413|0.0|0.721188086|-5.93|33.0|-0.15573|0|-0.19509|822.8625688|1.0|-0.033968088|-0.442454151|8.43e-08|-0.03936|-31.03055741|-20.73567196|10.9544604|7.9208
6_a1|0.0|1383.161829|0.0|0.798346291|-3.12|22.0|-0.16784|1|-0.1899799999999999|359.9965854|0.0|-0.114683042|-0.230035376|0.000277|-0.02214|-13.35477777|-11.51080589|10.95180041|5.2924
17a_a22|0.0|1934.881271|0.0|0.7562495659999999|-4.75|33.0|-0.06214|0|-0.21338|784.2697099|0.0|-0.054347074|-0.314134834|3.23e-07|-0.15124|-33.68866751|-21.07439877|10.94643739|7.0862
9i_a24|0.0|761.9885477000001|0.0|0.822658951|-2.6|22.0|-0.17204|0|-0.21943|295.8603625|0.0|-0.076024544|-0.190487553|0.000258|-0.0473899999999999|-14.44881966|-11.64783344|10.96661275|7.0555
8b_a31|0.0|1587.743824|0.0|0.843119174|-4.05|23.0|-0.16015|1|-0.19265|372.3224834|1.0|-0.130371116|-0.57242407|0.00061|-0.0325|-32.92631065|-21.30529654|10.31170011|5.6576
13h_a6|0.0|2829.19698|0.0|0.780222427|-5.56|33.0|-0.14097|0|-0.2153199999999999|744.1359788|1.0|0.060987639|-0.3839567379999999|1.15e-08|-0.07435|-36.26429338|-22.63172141|10.95053423|7.3279
6f_a40|0.0|3072.581297|1.0|0.836826225|-6.95|30.0|-0.1131799999999999|2|-203.0|593.503189|1.0|-0.122783873|-0.8287570679999999|0.0967|-0.08982|-55.39203581|-33.55442128|10.30179966|7.3768
12k_a36|0.0|2294.707886|0.0|0.811903388|-4.58|31.0|-0.15053|2|-0.20023|698.847203|0.0|0.096315593|-0.413145744|3.94e-05|-0.0497|-32.84907515|-24.86988906|10.94908765|7.8539
18_a10|0.0|2137.914113|0.0|0.785539083|-4.48|31.0|-0.15735|2|-0.20692|713.2632062000001|1.0|-0.092424959|-0.1859075939999999|5.44e-06|-0.0495699999999999|-23.18149476|-15.79795381|10.92966688|6.8861
4e_a46|-3.742323661|3129.575458|0.0|0.77019676|-6.08|35.0|-0.17112|1|-0.21005|942.2127953|0.0|-0.08224348|-0.4017151029999999|7.64e-07|-0.03893|-48.10898007|-23.48867857|10.31928077|6.8125
3p_a32|0.0|3037.061498|0.0|0.8599558070000001|-5.11|27.0|-0.15055|1|-0.20018|530.5658569|1.0|-0.050639647|-0.419292538|6.4e-05|-0.04963|-24.56127372|-17.1756096|10.31100269|7.585
24_a20|0.0|1961.887639|0.0|0.74131936|-4.89|31.0|-0.15687|0|-0.22435|664.4562602999999|1.0|0.087887688|-0.083539572|1.94e-07|-0.06748|-24.46164548|-17.13019562|10.93106245|6.4976
8d_a8|0.0|2093.380666|0.0|0.757805416|-4.91|32.0|-0.13754|0|-0.19757|682.0472537|1.0|0.071729931|-0.633521883|1.03e-05|-0.0600299999999999|-45.62337399|-24.91463687|10.94649761|4.7303
3_a4|0.0|1602.411021|0.0|0.773786787|-3.7|24.0|-0.17005|1|-0.21969|409.0289917|0.0|-0.07806942|-0.0502208409999999|2.03e-05|-0.04964|-12.40663231|-11.97190059|10.92992985|6.983
3c_a49|0.0|1667.1178220000002|0.0|0.802792677|-3.45|28.0|-0.15853|1|-0.21913|542.7276591|1.0|-0.04696024|-0.248722888|1.07e-05|-0.0606|-23.47658531|-14.4326528|10.92976555|7.0605
4l_a46|0.0|2087.583804|0.0|0.726535412|-5.28|26.0|-0.18567|1|-0.20351|579.2365607|1.0|-0.067419714|-0.255755434|3.47e-05|-0.01784|-29.10603933|-17.01011822|10.94631401|7.0088
12bg_a36|0.0|2915.548359|0.0|0.836170906|-5.08|31.0|-0.15743|2|-0.21166|661.6709012|1.0|0.057879142|-0.414822602|7.83e-06|-0.0542299999999999|-35.49918495|-25.35312333|10.95885259|7.8239
9_a3|0.0|1383.145159|0.0|0.6729843740000001|-5.53|22.0|-0.15834|0|-0.19833|349.6957191|1.0|-0.126542538|-0.298197887|1.67e-05|-0.03999|-21.04009269|-17.96047462|10.31162238|4.96
4_a4|0.0|1883.42405|0.0|0.77276149|-4.12|25.0|-0.1696599999999999|1|-0.21831|462.1867149|0.0|-0.0214610589999999|-0.058013858|8.85e-06|-0.04865|-13.21145879|-13.17774406|10.92992837|7.1079
5a_a50|0.0|1605.985157|0.0|0.788709546|-3.89|25.0|-0.16659|1|-0.19146|462.1867149|1.0|0.017227585|-0.06986407|0.000186|-0.02487|-11.08625592|-12.13862875|10.93256969|5.3872
9a_a31|0.0|1955.13855|0.0|0.782715368|-5.62|30.0|-0.15757|1|-0.20032|597.3075924999999|1.0|-0.05057805|-0.723734943|3.07e-06|-0.04275|-41.55773748|-27.87131275|10.31169772|6.8239
1o_a5|0.0|833.537568|0.0|0.78144982|-4.08|25.0|-0.1693599999999999|0|-0.23973|393.5487205|1.0|-0.033273504|-0.1079910069999999|2.54e-06|-0.07037|-22.90899675|-15.45942012|10.94518594|7.4559
12f_a30|0.0|2712.844784|0.0|0.8246767140000001|-6.7|34.0|-0.14958|2|-0.20422|696.6414817000001|1.0|0.1468972409999999|-0.874676289|3.19e-05|-0.05464|-45.01820228|-31.90082427|10.31162828|7.7144
8b_a32|0.0|2275.886421|1.0|0.845443342|-5.83|27.0|-0.14717|0|-0.20121|557.1050635|1.0|-0.008128765|-0.458752924|8.86e-06|-0.05404|-33.50038167|-19.33283713|10.31100269|7.9208
14b_a25|0.0|2118.281186|0.0|0.7723870909999999|-5.6|34.0|-0.16309|0|-0.22149|760.3735147000001|1.0|0.001683506|-0.273813082|9.93e-08|-0.0584|-36.53830946|-22.67004596|10.93106299|7.6576
15c_a10|0.0|1817.047455|0.0|0.7351096359999999|-3.85|34.0|-0.14739|2|-0.19463|924.9341455|1.0|-0.06400528|-0.153072705|7.3e-06|-0.04724|-22.60962187|-13.36848349|10.92970798|7.0
13j_a6|0.0|2634.320708|0.0|0.783333463|-5.03|32.0|-0.14602|1|-0.19491|673.8038326000001|1.0|0.07522656|-0.855284356|1.36e-06|-0.0488899999999999|-53.67779048|-31.02389141|10.95129557|6.5817
4o_a46|0.0|1705.3950960000002|0.0|0.7699448320000001|-4.91|26.0|-0.18282|1|-0.22909|544.7877262000001|1.0|-0.2363624889999999|-0.032014955|1.88e-05|-0.04627|-19.49276784|-12.01115223|10.93828256|6.7905
12_a3|0.0|1064.221958|0.0|0.718481325|-5.68|22.0|-0.13153|0|-0.19514|330.4083896|1.0|-0.120694579|-0.336455156|3.9500000000000005e-05|-0.06361|-20.92463497|-18.79271742|10.31163031|5.45
16b_a32|-3.3094926630000003|3264.235184|1.0|0.852956281|-6.28|28.0|-0.14995|0|-0.2094099999999999|597.8890744|1.0|-0.012739425|-0.423467596|1.1e-05|-0.05946|-36.42406481|-22.14820988|10.31100078|7.7696
47r_a18|0.0|1504.28892|0.0|0.7698681909999999|-6.65|36.0|-0.13021|1|-0.18249|1005.982493|1.0|0.041686585|-0.40455848|1.76e-05|-0.0522799999999999|-46.92606587|-23.68254797|10.35082951|6.6364
15c_a22|0.0|2092.620825|0.0|0.773044788|-4.86|34.0|-0.15408|0|-0.22807|731.8178649|1.0|-0.026986769|-0.298463715|2.35e-07|-0.07399|-34.97658951|-21.75898206|10.9464374|6.1325
1a_a18 (SB-431542)|0.0|1890.195809|0.0|0.7462411859999999|-4.52|29.0|-0.13329|1|-193.0|513.4628663999999|1.0|0.1008839219999999|-0.766207981|7.81e-06|-0.05971|-44.47680367|-27.46300805|10.94959842|6.9031
12ar_a36|0.0|2404.999137|0.0|0.8371588959999999|-3.92|32.0|-0.15631|2|-0.21291|708.5476357999999|0.0|0.083451772|-0.40866901|3.76e-05|-0.0566|-37.18892821|-23.57370143|10.95407427|7.6021
14h_a23|0.0|2371.16134|0.0|0.79263722|-5.68|32.0|-0.15209|0|-0.2374099999999999|646.2584547|1.0|0.0316908439999999|-0.307907256|1.4800000000000002e-05|-0.08532|-29.00823506|-22.76950546|10.31321773|8.3468
17b_a50|0.0|1948.148592|0.0|0.7621727979999999|-4.75|32.0|-0.16699|1|-0.19879|862.3868512|1.0|0.035558152|-0.144000296|1.22e-05|-0.0318|-23.14256283|-18.65764227|10.94500663|6.9136
7s_a46|0.0|1619.4591|0.0|0.770312275|-4.07|23.0|-0.17923|1|-0.19947|409.9543818|0.0|-0.210750635|-0.240797051|0.000256|-0.02024|-24.43308641|-15.894055599999998|10.94651358|5.7022
9a_a36|0.0|2167.77208|0.0|0.7885597609999999|-3.71|29.0|-0.15925|2|-0.20969|578.2841135|0.0|0.095192109|-0.41624054|0.0002009999999999|-0.05044|-27.53468726|-24.40778806|10.96066876|7.8861
21b_a23|0.0|2531.041828|0.0|0.7717839409999999|-6.1|33.0|-0.15033|0|-0.23434|712.6737861|1.0|0.057405955|-0.326506055|6.45e-06|-0.08401|-29.31080756|-23.98906534|10.31321725|7.0691
19l_a38|0.0|2934.313773|0.0|0.839953955|-4.94|32.0|-0.13977|2|-0.2001|696.3887025|1.0|0.103904811|-0.426895387|2.25e-05|-0.0603299999999999|-33.45088372|-24.20618316|10.94917392|7.8633
7_a27|0.0|1497.873267|0.0|0.801251575|-4.06|26.0|-0.16734|0|-0.2162099999999999|479.0078184|1.0|-0.133453335|-0.288487667|8.4e-05|-0.04887|-19.13983132|-16.87088515|10.93773474|9.0
8a_a8|0.0|1746.6927010000002|0.0|0.762577159|-4.4|30.0|-0.13015|1|-0.19937|529.053307|1.0|0.027531877|-0.732911106|6.96e-05|-0.06922|-47.27503672|-29.37948733|10.94671414|4.9454
12m_a30|0.0|2370.879718|0.0|0.832758813|-6.0|32.0|-0.15042|2|-0.20742|683.7405759|1.0|-0.1305457069999999|-0.57615692|0.000165|-57.0|-39.32844052|-27.50290965|10.31162838|7.5114
4d_a46|0.0|2233.65548|0.0|0.764741337|-4.93|25.0|-0.18639|1|-0.22603|509.0572545|1.0|-0.131948546|-0.085744171|1.3699999999999998e-05|-0.0396399999999999|-16.99546444|-13.51488667|10.96333164|6.2865
9d_a31|0.0|1932.363213|0.0|0.8343242820000001|-5.61|29.0|-0.15969|1|-0.19426|647.1500428999999|1.0|-0.057650507|-0.696763933|9.69e-06|-0.03457|-45.65350116|-23.07536346|10.31169788|6.2218
11b_a50|0.0|1650.235214|0.0|0.800774662|-3.58|25.0|-0.16684|1|-0.19501|439.9973344|1.0|-0.007722567|-0.13377846|0.000441|-0.02817|-12.12179711|-13.01301376|10.94500697|5.7696
9n_a24|0.0|1361.307012|0.0|0.7584388259999999|-4.14|29.0|-0.1658099999999999|0|-0.20399|631.9206508|1.0|-0.141205159|-0.182811885|8.909999999999999e-07|-0.03818|-23.79925701|-18.18357165|10.94875265|7.7212
24_a47|0.0|1239.381181|0.0|0.812650394|-4.61|28.0|-0.16333|0|-0.2285|457.1122177|1.0|0.0251322929999999|-0.484848181|9.22e-06|-0.06517|-24.03877652|-18.28983173|10.95005721|8.5
10_a4|0.0|2064.276654|0.0|0.810105167|-4.66|28.0|-0.15561|1|-0.2025|594.7358385|1.0|0.00941601|-0.159792527|3.15e-06|-0.04689|-17.08910641|-15.63090193|10.92992762|7.0555
12n_a36|-3.404662145|3465.537153|0.0|0.81793955|-3.85|34.0|-0.14928|2|-0.19984|805.2286932|0.0|0.027627601|-0.619926573|6.45e-05|-0.05056|-40.89805687|-27.04362074|10.31810354|7.8239
4k_a46|0.0|1912.936687|0.0|0.7477594870000001|-4.82|25.0|-0.18542|1|-0.20254|519.5743695|0.0|-0.104665424|-0.252970193|8.28e-05|-0.01712|-26.8180173|-16.56101615|10.94631314|7.0969
A8301_a51|0.0|2461.663545|0.0|0.6959300979999999|-6.6|31.0||0||690.8826121000001|1.0|0.078523314|-0.242873103|1.74e-07||-23.3177516|-21.28401067|10.31321735|7.9208
12v_a30|0.0|2483.120571|0.0|0.83236194|-6.58|31.0|-0.1505099999999999|2|-0.20681|685.6665849999999|1.0|-0.099831334|-0.369659818|7.39e-06|-0.0563|-35.30820865|-25.48342433|10.31162873|7.6596
11_a3|0.0|1105.41974|0.0|0.724492061|-4.08|22.0|-0.13118|0|-0.20018|311.6695405|1.0|-0.101436441|-0.363112913|9.35e-05|-69.0|-21.37603754|-18.52584757|10.31163053|7.3979
9d_a40|0.0|336.6614768|0.0|0.7572844040000001|-6.13|22.0|-0.13875|0|-0.20781|346.9019309|1.0|0.153818743|-0.146575228|3.3e-05|-0.06906|-16.01918037|-16.29154841|10.3119722|6.9706
6c_a31|0.0|2357.829685|0.0|0.790900932|-6.09|30.0|-0.13351|1|-0.19169|597.3075924999999|1.0|0.137523742|-0.790027307|7.9e-06|-0.0581799999999999|-48.45681657|-28.32375523|10.31169965|6.4685
15_a4|0.0|1495.715718|0.0|0.772721853|-3.82|22.0|-0.17373|1|-0.2091199999999999|324.5687005|0.0|0.0432718859999999|-0.077474847|0.000235|-0.03539|-14.29317436|-14.73400655|10.94611612|6.757
5_a27|0.0|1254.531539|0.0|0.760083119|-3.61|25.0|-0.16952|0|-0.21506|424.8821143|1.0|-0.149034787|-0.286030638|0.0002|-0.04554|-15.54640123|-16.01263727|10.93772408|8.5229
LY364947_a10|0.0|839.5356408|0.0|0.711607778|-3.54|21.0||0||287.99188260000005|0.0|0.0938628109999999|-0.084940213|1.7199999999999998e-05||-15.02735938|-13.10520229|10.9303125|7.2291
4b_a46|0.0|1750.333702|0.0|0.7306307590000001|-4.35|25.0|-0.19082|1|-0.21811|538.4165208|0.0|-0.082722572|-0.058945144|2.12e-05|-0.02729|-15.59093155|-12.50898928|10.96200942|6.2612
14a_a10|0.0|1774.8853399999998|0.0|0.7348225290000001|-4.21|35.0|0.2422099999999999|2|0.19621|1003.968547|1.0|0.027446544|-0.147427016|3.07e-06|-46.0|-23.38784787|-13.76552695|10.92970798|7.1308
12p_a30|0.0|2326.5244390000003|0.0|0.7867133140000001|-5.66|30.0|-0.14823|2|-0.19992|686.039456|1.0|-0.062956958|-0.3550576729999999|4.02e-05|-0.05169|-30.39737673|-23.33022469|10.31162861|7.7721
