molecula|SddssS|n9FaRing|SRW09|nAHRing|nARing|BCUTs-1|SRW07|n6HRing|MATS7i|SaaaC|AATSC1are|BCUTi-1|n5aHRing|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|GATS1pe|nFaHRing|RASA|FNSA5|PBF|PNSA3|PNSA5|PPSA3|TPSA_x|FNSA4|RPCS|FNSA1|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|DPSA4|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|Lipinski|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Approximated area|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|pIC50|pIC50
7s_a46|0.0|0|7.727094485|1|1|1.160371307|5.533389489|1|-0.210750635|0.0|0.0060802|10.94651358|1|0.012197837|0.018964141|-0.3638523629999999|1|0.778692012|0.770312275|-0.036284605|-0.030371026|0.768056188|0|0.858788462|-0.083011849|0.249893305|-48.61321955|-41.72189594|4.458665639|70.97315818|-0.031623562|0.0|0.8198874559999999|-24.43308641|47.36217237|53.07188519|0.433822088|1982.695462|431.6285339|-7.988379237|0.1801125439999999|5.565371272|9.829721631|0.7662292690000001|90.5248694|19.38565529|-321.55195330000004|814.1975221|409.9543818|5.640276426000001|0.0|1.0|1.0|3.08|-6.08|3.9|50.94|2.39|0.0|0.0|91.19|1.0|2.0|-4.07|23.0|3.0|1.0|3.12|-4.24|8.590000000000001e-05|5.76e-05|3.32|0.0|4293.0|-974.8067569|-974.7707066|539.99|916.7|446.63|0.44692|0.1186|-0.17923|2.4286|0.036050328|5.7022|5.7022
14z_a23|0.0|1|7.423568444|0|0|1.197960872|5.351858133|2|0.038811869|0.729326158|0.009174505|10.31321795|2|-0.069023218|-0.125978901|-0.46459002|2|0.719722236|0.802520527|0.10796308|-0.035965909|0.64069202|1|0.925301102|-0.079754981|0.228957475|-40.56245532|-55.54823244|12.77192721|52.02674091|-0.03393829|79.960755|0.785604449|-28.25118461|66.77741935|53.33438253|0.474697407|3094.698027|644.4593172|-16.46322104|0.214395551|7.834464959|14.91419434|0.903664694|149.3235124|30.08835522|-397.8390333|1414.152695|665.6233736|11.22918692|0.0|0.0|1.0|3.42|-8.57|5.32|105.02|3.99|2.0|1.0|130.3|1.0|5.0|-6.77|32.0|4.0|0.0|4.49|-6.13|1.7e-07|7.37e-07|4.83|0.0|3.6632|-2549.107748|-2549.0953670000004|715.41|1221.92|586.28|0.66217|0.2917|-0.15195|5.9301|0.01238131|8.2941|8.2941
6c_a31|0.0|0|7.78113851|1|1|0.6101347220000001|5.733341277|0|0.137523742|0.0|-0.009477764|10.31169965|2|-0.0055763209999999|-0.009333123|-0.582545668|0|0.831901219|0.790900932|-0.078059285|-0.172780048|0.7905201209999999|0|0.641197273|-0.126324613|0.138124296|-76.54198229|-79.97295595|20.09112958|227.1490414|-0.044739967|105.7632176|0.7653239190000001|-48.45681657|93.4208388|96.63311186|0.4463376229999999|2837.949799|405.9259734|-17.93106176|0.234676081|8.102804662|14.63492011|0.8061548709999999|148.5675636|37.00884624|-335.9398876|1776.424619|597.3075924999999|13.44788285|1.0|1.0|2.0|3.67|-7.72|4.26|131.36|1.58|2.0|0.0|114.5|1.0|5.0|-6.09|30.0|5.0|0.0|3.64|-4.94|8.179999999999999e-07|1.15e-05|3.64|0.0|3.2974|-1691.984862|-1691.948653|667.01|1125.85|524.56|0.7014699999999999|0.5028|-0.13351|5.9253|0.03620884|6.4685|6.4685
12f_a36|0.0|0|7.412764017000001|2|2|1.297042537|5.351858133|2|0.10938259|0.0|0.003676818|10.95389399|1|-0.101854847|-0.169994208|-0.438198895|1|0.902377067|0.821599443|-0.109793154|-0.1188384119999999|0.857993338|0|0.8435569079999999|-0.100276611|0.3416917479999999|-46.86832019|-66.16123807|11.77610852|103.2191714|-0.035813075|0.835268043|0.7803018709999999|-30.92312428|76.51015325|58.64442871|0.464240353|2770.818472|556.5681681|-15.59012402|0.219698129|7.416874811|13.84366076|0.8665086190000001|144.9540437|30.28188764|-369.879252|1695.785708|729.1873176|10.34891518|1.0|0.0|2.0|4.94|-7.36|2.45|69.2|2.45|1.0|0.0|133.52|1.0|6.0|-4.61|31.0|4.0|1.0|2.4|-4.57|2.48e-05|2.6600000000000003e-05|3.47|0.0|3.6545|-1311.57896|-1311.550167|699.88|1195.77|545.55|0.37095|0.0231|-0.15011|5.9228|0.02879265|7.9586|7.9586
12k_a36|0.0|0|7.412764017000001|2|2|1.297043952|5.351858133|2|0.096315593|0.0|0.002782748|10.94908765|1|-0.095253274|-0.1619981409999999|-0.4373676689999999|1|0.90500247|0.811903388|-0.09344781|-0.102077284|0.856135378|0|0.8427704640000001|-0.101946803|0.367754573|-49.87227128|-67.14870046|11.90012613|103.5614526|-0.037758075|0.0|0.7806817009999999|-32.84907515|78.24529096|61.7723974|0.478908312|2792.202559|555.1026569|-16.38090333|0.219318299|7.241602627000001|13.89698356|0.919048073|144.457092|31.85663123|-369.7499256|1720.258086|698.847203|11.0965905|1.0|0.0|2.0|4.89|-7.01|2.42|69.2|2.38|1.0|0.0|133.84|1.0|6.0|-4.58|31.0|4.0|1.0|2.37|-4.55|2.6e-05|2.82e-05|3.45|0.0|3.6631|-1310.3453949999998|-1310.312649|697.92|1186.08|530.51|0.5249199999999999|0.0908|-0.15053|5.7818|0.03274587|7.8539|7.8539
2_a27|0.0|0|6.605297921|0|0|1.402655014|4.59511985|2|-0.196529806|1.267636369|0.009338889|10.93783218|1|-0.21066171|-0.361571905|-0.475677812|2|0.639024713|0.796022385|0.137868605|0.027777778|0.60904903|1|0.8468699609999999|-0.081513931|0.408120957|-29.42169804|-41.03489597|9.972342226|77.08713259|-0.029261411|53.58106492|0.6684621829999999|-14.81116546|52.43208086|39.39404027|0.4424192289999999|2210.487938|426.3224749|-7.415462877|0.331537817|5.312170441|9.527176544|0.7934621359999999|166.89932209999998|22.03636323|-169.6109632|859.4181658|373.9912084|11.39718489|0.0|0.0|0.0|2.9|-5.84|2.49|65.6|2.42|0.0|0.0|92.58|2.0|2.0|-3.19|24.0|4.0|1.0|2.52|-3.7|0.000644|0.0002009999999999|2.18|0.0|4.1624|-1043.821085|-1043.7984|538.57|906.48|420.7|0.55857|0.3217|-0.16769|4.7049|0.02268519|7.8861|7.8861
11g_a5|0.0|0|7.139660336|0|0|1.388236041|5.209486153|2|-0.083337229|0.0|0.00599982|10.94877951|2|-0.137739838|-0.233590516|-0.267507083|2|0.777565622|0.814159231|-0.075382189|-0.01453517|0.73551511|0|0.837943738|-0.076326887|0.396049407|-44.19305139|-50.16001519|15.25675|106.4990972|-0.025442296|0.0|0.543581314|-29.04250676|71.21847290000001|59.4498014|0.485790997|2823.738452|550.6745046|-10.98794595|0.456418686|9.342496899|18.16867625|0.944734523|299.94631180000005|30.75897687|-57.28097817|1568.70782|648.1198739|21.05845771|1.0|1.0|1.0|3.17|-9.04|4.48|81.51|1.06|1.0|0.0|118.35|1.0|7.0|-4.12|31.0|5.0|0.0|2.96|-4.31|7.65e-05|4.88e-05|2.75|0.0|4.2083|-1330.189793|-1330.144218|693.48|1180.25|542.13|0.56924|0.2403|-0.1714|3.2282|0.04557484|7.5229|7.5229
13b_a30|0.0|0|7.412764017000001|2|2|0.604984129|5.351858133|2|-0.035340334|0.0|-0.003436924|10.31162842|1|0.003429114|0.006103754|-0.564815317|1|0.841060094|0.836520136|-0.045844862|-0.0771674659999999|0.802578397|0|0.694101802|-0.113554975|0.3529073379999999|-74.24619275|-76.67161447|12.52854078|206.54056530000005|-0.042850934|105.341977|0.800290866|-50.13056864|88.26741491|86.77473353|0.454574838|3002.926824|468.6532296|-19.53516918|0.1997091339999999|8.804739699999999|16.1428924|0.8334321|134.8423681|36.15271139|-405.5090587|1916.093704|713.7769663|11.59580043|1.0|0.0|2.0|4.76|-6.19|1.72|124.74|2.06|1.0|0.0|135.37|1.0|6.0|-5.01|32.0|5.0|0.0|1.91|-4.3|9.68e-06|5e-05|2.74|0.0|3.5056|-1744.492044|-1744.446479|721.48|1210.94|544.04|0.32563|0.1415|-0.14879|3.8495|0.0455651|7.5901|7.5901
14w_a23|0.0|1|7.423568444|0|0|1.197963556|5.351858133|2|0.045196333|0.6813799420000001|0.003379755|10.31321817|2|-0.073958723|-0.206574435|-0.427696371|2|0.5788469970000001|0.802520527|0.059273664|-0.049318182|0.558482531|1|0.7880718659999999|-0.088508061|0.228641034|-46.76570273|-58.53311596|14.84036772|140.15462380000002|-0.035779855|90.15900589|0.743451788|-30.92760432|72.23920014|61.60607046|0.4972095239999999|3071.908367|521.1762769999999|-15.648625699999998|0.256548212|7.833745658|15.58053709|0.988900044|169.6632599|31.82765022|-322.004381|1495.89956|597.2903597999999|13.70608418|0.0|0.0|1.0|3.42|-7.93|5.14|105.02|3.78|2.0|1.0|120.2|1.0|5.0|-5.68|32.0|6.0|0.0|4.05|-5.27|2.09e-06|5.41e-06|3.78|0.0|3.6632|-1828.385903|-1828.363862|676.92|1150.31|535.54|0.6219399999999999|0.3855|-0.14844|7.0157|0.02204118|8.6737|8.6737
12e_a30|0.0|0|7.412764017000001|2|2|0.604984231|5.351858133|2|-0.010682095|0.0|0.0043261129999999|10.31162844|1|-0.089279071|-0.154412059|-0.417089226|1|0.838579475|0.8246767140000001|0.002248768|-0.097868612|0.7933543279999999|0|0.816703705|-0.098059338|0.407218612|-52.50202674|-65.04681137|16.08914569|121.5880081|-0.035153347|0.0|0.7071208529999999|-34.82676424|80.10232244|68.59117243|0.46715936|2920.484542|541.7533217|-15.46823639|0.292879147|8.069355055|15.14403079|0.8767337279999999|194.2788429|32.97692061|-274.7836441|1747.776792|704.0353382000001|15.05551106|1.0|0.0|1.0|4.72|-6.74|2.63|90.88|2.51|2.0|0.0|133.77|1.0|6.0|-5.44|31.0|5.0|0.0|2.57|-4.93|3.59e-06|1.19e-05|3.84|0.0|3.4747|-1690.3021629999998|-1690.2687170000002|709.98|1201.05|562.76|0.3304|151.0|-0.1476|5551.0|0.03344515|7.9431|7.9431
12x_a30|0.0|0|7.412764017000001|2|2|0.604984021|5.351858133|2|-0.0606216429999999|0.0|0.00604028|10.31162819|1|-0.053700437|-0.0922059569999999|-0.458718546|1|0.842068099|0.782514704|-0.062251445|-0.1759406839999999|0.803183654|0|0.848844277|-0.091725339|0.398925866|-47.48669555|-60.57208434|9.745611551|99.81775209|-0.035022402|0.0|0.824674971|-31.35848986|68.52587215|57.2323071|0.4490846539999999|2845.417984|560.5459455|-15.27257668|0.175325029|7.794822643|14.14885734|0.815160907|115.7782842|28.04441012|-428.8071293|1542.442557|754.3941655|7.953787804|1.0|0.0|1.0|4.86|-7.38|3.23|81.65|3.25|2.0|0.0|137.21|1.0|5.0|-6.04|31.0|4.0|0.0|3.19|-5.46|9.14e-07|3.48e-06|4.6|0.0|3.4831|-1654.40976|-1654.3784|703.75|1211.79|558.65|0.68589|0.1517|-0.14783|4.3702|0.03136007|7.6556|7.6556
1b_a5|0.0|0|6.605297921|0|0|1.4258024619999998|4.59511985|2|-0.095857885|0.0|0.003886035|10.94890233|1|0.019611905|0.045204303|-0.231956531|2|0.567806811|0.759794937|0.122747292|-0.054153474|0.558485747|0|0.808828623|-0.077221824|0.341795323|-39.38248661|-38.87394276|5.438378717999999|96.23685048|-0.031306145|0.769931305|0.7324812509999999|-19.82538668|48.55415504|44.82086533|0.474445758|2171.716467|407.1693177|-7.933533473|0.267518749|6.11909445|11.64312636|0.90275317|134.6705884|21.51550842|-234.0649914|796.0738116|357.34245360000006|9.680212283|1.0|1.0|1.0|2.75|-8.3|4.76|54.46|2.29|0.0|0.0|90.44|1.0|3.0|-3.97|24.0|4.0|1.0|3.38|-4.3|0.000106|4.970000000000001e-05|3.16|0.0|4.6481|-1050.538976|-1050.506509|536.59|892.61|388.58|0.5153800000000001|87.0|-0.1892|2891.0|0.03246637|7.2291|7.2291
12am_a36|0.0|0|7.412764017000001|2|2|1.240140551|5.351858133|2|0.122824831|0.0|-0.011700732|10.9602097|1|-0.1187503719999999|-0.3344729369999999|-0.6080522279999999|1|0.647732719|0.8344566859999999|-0.0147665219999999|-0.05754717|0.624142499|0|0.814986544|-0.118101664|0.305015372|-63.19394154|-81.59051640000001|12.15249658|127.81651770000002|-0.045928425|1.038361162|0.788334835|-43.65752487|95.53118838|75.34643812|0.484558903|3230.6292780000003|563.0333297999999|-21.92042059|0.211665165|8.772646622|17.01968794|0.940085891|146.228847|40.24894481|-398.3921535|2173.44302|672.4630346|13.94067198|1.0|0.0|2.0|4.81|-7.14|4.04|78.43|2.04|2.0|0.0|130.43|1.0|7.0|-5.2|34.0|8.0|0.0|2.65|-5.07|6.26e-06|8.6e-06|3.86|0.0|3.8606|-1645.205296|-1645.169789|714.21|1206.77|562.14|0.40752|0.2987|-0.15658|5.9258|0.03550681|7.2218|7.2218
9d_a40|0.0|0|7.515889085|0|0|0.604992329|5.4161004020000005|0|0.153818743|0.89023715|0.011823978|10.3119722|2|0.0116099239999999|0.019621984|-0.4887998529999999|0|0.601831605|0.7572844040000001|-0.3969541689999999|-0.223631751|0.55759121|1|0.941627612|-0.071656839|0.002088915|-31.08478865|-36.92750973|5.539796446|30.08152399|-0.031613312|50.47044708|0.8664205709999999|-16.01918037|41.42218692|36.6245851|0.467275972|2109.570685|485.2567189|-8.395657932|0.133579429|8.023385851|15.06105494|0.87714454|68.83858806|18.80327978|-377.6610668|639.3115126|346.9019309|4.49467719|1.0|0.0|0.0|3.25|-7.0|5.09|58.43|4.07|1.0|0.0|91.71|1.0|2.0|-6.13|22.0|2.0|1.0|4.63|-5.65|7.37e-07|2.23e-06|5.16|0.0|3.3464|-1677.551678|-1677.540538|542.19|892.69|446.84|0.4557199999999999|0.4025|-0.13875|6.2032|0.01113991|6.9706|6.9706
25_a47|0.0|1|6.86171134|0|0|1.30432753|4.727387819|2|-0.055724653|1.087932079|-0.003963349|10.94972207|1|-0.108691353|-0.235822787|-0.545763902|2|0.6553889970000001|0.8462332770000001|-0.077710529|0.004104478|0.622598899|1|0.786958319|-0.08797211|0.574771479|-44.52300552|-53.40631957|12.27779881|129.3338553|-0.031278972|51.5831002|0.6238742279999999|-27.0291331|71.17072517|56.80080434|0.4760601829999999|2704.5905190000003|477.748546|-11.52783528|0.376125772|6.951055196|13.26689626|0.908616158|228.3393366|30.43708613|-150.4037281|1369.668876|513.2159236|17.76440561|0.0|1.0|2.0|3.26|-8.01|4.95|84.73|3.08|2.0|0.0|109.7|1.0|5.0|-4.99|29.0|5.0|0.0|3.62|-4.82|1.01e-05|1.52e-05|3.53|0.0|3.9878|-1735.414386|-1735.385814|626.55|1062.81|491.7|0.53663|0.0702|-0.16588|3.8832|0.0285712999999999|7.8|7.8
12c_a5|0.0|0|6.605297921|1|1|1.236775191|4.59511985|3|-0.086795626|0.0|0.0054189009999999|10.9455378|1|-0.01261147|-0.020144382|-0.223631474|2|0.808899433|0.797601178|0.05430631|0.014673577|0.782051277|0|0.841092921|-0.066083881|0.450827114|-46.62294305|-43.47195613|10.77147171|104.5338363|-0.022421317|13.26856229|0.583585895|-30.6699685|59.40070647|57.39441476|0.4609383929999999|2697.345008|553.2961182|-9.702606135|0.416414105|7.293547043999999|13.53008071|0.855075538|273.9296719|25.27376659|-109.9706106|1415.330929|735.3048881|15.92875034|0.0|1.0|2.0|3.27|-9.31|4.32|75.72|1.57|1.0|0.0|121.26|1.0|6.0|-4.09|31.0|5.0|0.0|3.31|-4.33|8.159999999999999e-05|4.64e-05|2.84|0.0|4.0116|-1316.542713|-1316.5202869999998|694.24|1200.02|519.21|0.52074|105.0|-0.16563|3.0135|0.02242648|7.3279|7.3279
galu_a46|0.0|0|7.535296702|1|1|1.343828866|5.4161004020000005|2|-0.090581301|1.721297609|0.002865697|10.92740177|1|0.028964355|0.0481706809999999|-0.4671565689999999|2|0.702976795|0.81708619|0.044184467|-0.173285585|0.6848692759999999|1|0.7637964079999999|-0.089050651|0.5235416979999999|-50.93538037|-49.84028137|6.915480101|132.199522|-0.03220981|68.43088526|0.7832175929999999|-28.50774993|57.65745491|57.85086047|0.468241745|2501.785113|427.4851161|-10.08962292|0.2167824069999999|6.445819025|12.12170938|0.880553787|121.3297832|23.01702105|-317.0250717|1081.799989|542.7276591|7.817173532999999|0.0|1.0|1.0|3.27|-7.13|3.51|86.69|1.84|1.0|0.0|108.18|1.0|3.0|-3.85|28.0|4.0|0.0|2.84|-3.99|0.0001409999999999|0.000102|2.39|0.0||||||||||||7.2924|7.2924
1e_a5|0.0|0|6.605297921|0|0|1.427503886|4.59511985|2|-0.080321049|0.0|0.008031558|10.94440038|1|0.034752304|0.0578378779999999|-0.201027861|2|0.71274658|0.771487328|0.045376705|-0.075239398|0.6977404359999999|0|0.8805795|-0.069725333|0.373935381|-35.30075748|-36.22202792|4.461204261000001|62.03846573|-0.0278901329999999|0.0|0.7473936259999999|-18.33860051|44.38364879|39.76196174|0.482579989|2107.092939|457.4574833|-7.526878708|0.2526063739999999|6.41473183|12.39753333|0.932665879|131.2279879|19.38578369|-257.0399733|775.4313476|409.0289917|8.161620868|1.0|1.0|1.0|2.83|-8.41|4.51|54.46|2.13|0.0|0.0|95.45|1.0|3.0|-4.25|24.0|3.0|1.0|3.44|-4.45|5.5700000000000005e-05|3.5600000000000005e-05|3.43|0.0|4.4292|-990.6320386|-990.6006645|560.58|935.47|427.87|0.56258|0.1355|-0.18105|1916.0|0.0313740589999999|6719.0|6719.0
13d_a5 (GW788388)|0.0|0|6.605297921|1|1|1.236844097|4.59511985|3|-0.092509033|0.0|0.002956745|10.94530363|1|-0.010147323|-0.016337128|-0.3706975529999999|2|0.7333482170000001|0.78479342|0.024905619|0.047169811|0.71006207|0|0.774103723|-0.0844793|0.54169129|-57.42492153|-55.87383979|9.637686167|149.40573999999998|-0.0291837579999999|44.69922692|0.669182121|-37.98032007|70.45205183|67.0626077|0.488398052|2834.036315|511.985152|-12.76608229|0.330817879|8.077599766|15.788837|0.954644629|218.7999323|28.84397435|-223.7910275|1586.418589|723.0631751|14.57821204|0.0|1.0|2.0|3.21|-8.84|4.11|92.79|1.37|1.0|0.0|121.68|1.0|6.0|-4.35|32.0|5.0|0.0|3.11|-4.35|4.429999999999999e-05|4.5e-05|2.75|0.0|4.1706|-1390.589662|-1390.548362|707.09|1206.73|532.01|0.42515|0.1549|-0.17299|2.4867|0.04130059|7.7447|7.7447
9i_a24|0.0|0|7.153833802|0|0|1.4281889280000002|5.209486153|2|-0.076024544|0.0|0.004814196|10.96661275|2|-0.1818753839999999|-0.336939175|-0.32068769|2|0.783500303|0.822658951|0.139004845|-0.0106944439999999|0.73094562|0|0.8260893640000001|-0.069812876|0.379687415|-30.56504777|-33.00219474|11.87389334|82.21166337|-0.024639839|1.634015079|0.499238289|-14.44881966|51.05832236|42.43894111|0.468272544|2061.729154|390.5119445|-5.506205845|0.500761711|5.946747117|11.18382556|0.8806627109999999|236.7218826|23.33121014|0.720157264|793.2611447|295.8603625|18.05612763|1.0|1.0|1.0|2.76|-6.05|2.72|72.28|0.67|0.0|0.0|82.17|1.0|3.0|-2.6|22.0|4.0|1.0|1.73|-3.1|0.00248|0.000791|1.48|0.0|4.1459|-945.286637|-945.2626532|501.48|825.7|363.15|0.58977|0.0029|-0.17204|7.1135|0.0239838|7.0555|7.0555
17a_a25|0.0|0|6.842683282|0|0|1.373200859|4.727387819|2|-0.017081614|2.008884939|0.0063846319999999|10.93106298|1|-0.047099434|-0.07654898|-0.362222339|2|0.6741827509999999|0.748718056|0.168247187|0.0114970419999999|0.659740852|1|0.874586929|-0.079378741|0.348821736|-44.46905084|-56.61512986|9.033070252|89.44809639|-0.0297670279999999|80.30332825|0.755980502|-31.71656603|67.57985355|53.50212109|0.468791604|2907.309477|623.7797651000001|-15.142307999999998|0.244019498|8.996672966|16.93624014|0.882500365|174.0415044|28.08362601|-365.1448527|1572.683056|781.7487682|10.96472369|1.0|1.0|1.0|3.48|-9.98|5.31|72.7|2.67|2.0|0.0|131.06|1.0|7.0|-5.12|33.0|4.0|0.0|4.04|-5.13|7.5e-06|7.44e-06|3.9|0.0|3.9347|-1391.625102|-1391.588873|747.06|1271.9|598.67|0.35172|0.1735|-0.16304|3.4677|0.0362293|7.6021|7.6021
4_a4|0.0|0|7.535296702|1|1|1.343865392|5.4161004020000005|2|-0.0214610589999999|2.183056868|0.011760626|10.92992837|1|-0.048056862|-0.078747188|-0.157959343|2|0.646069495|0.77276149|-0.168712277|-0.063012715|0.636572383|1|0.933276024|-0.06873731|0.456474074|-25.64211031|-35.41518716|4.4155367960000005|34.37786704|-0.0255766729999999|42.42341622|0.793717973|-13.21145879|40.86951119|30.05764711|0.398500394|2221.6122010000004|480.8472306|-6.78950447|0.2062820269999999|5.326452915|8.855289118|0.66251148|106.2816773|16.60255217|-302.661743|713.9097433|462.1867149|5.454324025|1.0|1.0|0.0|3.15|-7.57|4.41|43.6|2.66|1.0|0.0|100.08|1.0|2.0|-4.12|25.0|3.0|1.0|3.64|-4.57|7.59e-05|2.69e-05|3.52|0.0|4.0261|-1029.960398|-1029.93716|566.84|960.45|394.06|0.55032|67.0|-0.1696599999999999|2.6814|0.02323788|7.1079|7.1079
9i_a40|0.0|0|7.515889085|0|0|0.604992808|5.4161004020000005|0|0.187127708|0.891973262|0.004532692|10.31197226|2|0.105172175|0.187399127|-0.542471361|0|0.831946443|0.762774506|-0.154977678|-0.28972973|0.7947633409999999|1|0.830980762|-0.088485615|0.006324687|-46.80087537|-44.58600513|5.548036224|85.16517222|-0.036869006|62.68854553|0.8590224540000001|-23.58195819|49.81256531|52.34891159|0.477626156|2056.370683|418.7133986|-9.360805225|0.140977546|7.700852478|14.74203307|0.91433781|71.03556427|21.62632891|-361.8074422|778.5478408|351.4600612|5.226560183|1.0|1.0|1.0|3.25|-6.03|4.02|84.45|2.99|1.0|1.0|91.11|1.0|2.0|-5.32|22.0|2.0|0.0|3.52|-4.71|4.79e-06|1.97e-05|3.85|0.0|2.8936|-1273.334714|-1273.31399|534.44|883.84|417.75|0.56118|0.3362|-0.11967|2.0895|0.02072395|5.9031|5.9031
7_a27|0.0|0|6.842683282|0|0|1.40247849|4.727387819|2|-0.133453335|1.280380317|0.010291744|10.93773474|1|-0.19575909|-0.323631281|-0.500327496|2|0.6413629129999999|0.801251575|0.147753647|-0.08694032|0.62067794|1|0.85111414|-0.084531496|0.358145768|-34.09779211|-47.44936449|8.475438874|83.57286704|-0.0300556429999999|60.73467304|0.763564713|-19.13983132|55.55559276|42.57323098|0.466714317|2334.058688|477.7488532|-9.469994277|0.236435287|6.446345598|12.087978|0.875167537|132.7162621|22.09489892|-295.8891961|994.2704516|479.0078184|8.106228264|1.0|0.0|0.0|3.24|-6.61|3.05|65.6|2.88|0.0|0.0|102.36|1.0|3.0|-4.06|26.0|4.0|1.0|3.14|-4.28|8.66e-05|5.2e-05|3.02|0.0|4.1205|-1122.455548|-1122.433757|606.74|1016.96|505.5|0.61278|0.4179|-0.16734|4.2487|0.02179141|9.0|9.0
15a_a22|0.0|0|6.842683282|0|0|1.4229176680000002|4.727387819|2|0.021482585|1.614660505|0.005288335|10.9464374|1|-0.097476465|-0.165471815|-0.360663314|2|0.6819423609999999|0.7392451729999999|-0.09744639|-0.027029438|0.655865336|1|0.86664032|-0.081705465|0.410151945|-41.92018177|-55.4621036|14.43653926|90.52525878|-0.031425179|65.53409434|0.702735071|-28.45564196|70.12529157|56.35672103|0.444668211|2884.815511|588.2800507999999|-14.47998862|0.297264929|8.157552588|14.6895113|0.800725296|201.7850124|30.3550786|-275.2352849|1578.4640869999998|684.5377542|14.66318798|1.0|1.0|1.0|3.42|-9.21|4.31|85.59|1.73|1.0|0.0|124.05|1.0|6.0|-4.65|32.0|5.0|0.0|3.19|-4.68|2.25e-05|2.1e-05|3.18|0.0|3.6496|-1368.35331|-1368.321775|696.57|1189.31|541.27|0.41078|0.0955|-0.15281|5.2588|0.03153544|6.8447|6.8447
12k_a30|0.0|0|7.412764017000001|2|2|0.604984231|5.351858133|2|-0.13882907|0.0|0.0043261129999999|10.31162844|1|-0.089279071|-0.154412059|-0.4186541|1|0.838579475|0.830875659|0.001281277|-0.067714819|0.7933543279999999|0|0.815083558|-0.098188266|0.340031035|-52.35426525|-65.04897323|16.01752015|122.5057244|-0.035199567|0.0|0.7081361979999999|-34.68429919|80.03127603|68.37178540000001|0.47195436|2920.279667|539.9866061|-15.44895229|0.291863802|8.416930701|15.93977881|0.893775698|193.3575303|32.93073182|-275.77726980000006|1745.328787|704.0353382000001|14.9823028|1.0|0.0|1.0|4.72|-6.74|2.63|90.88|2.51|2.0|0.0|133.77|1.0|6.0|-5.44|31.0|5.0|0.0|2.57|-4.93|3.59e-06|1.19e-05|3.84|0.0|3.4715|-1690.302721|-1690.269144|710.82|1200.31|564.62|0.39318|0.1512|-0.14743|4.9516|0.03357755|7.6144|7.6144
20a_a10|0.0|0|7.535296702|1|1|1.343837243|5.4161004020000005|2|-0.035536682|1.896409603|0.008214031|10.9296614|1|-0.049146504|-0.081587712|-0.281099208|2|0.661219642|0.755429696|0.036092601|0.019448804|0.63495222|1|0.913681336|-0.072821454|0.591835899|-43.19189039|-47.37850712|8.860330345|56.1599532|-0.028008251|47.01787447|0.733451892|-28.10115947|58.1398225|52.05222074|0.452402751|2998.608651|594.4519837|-11.8557778|0.266548108|8.419180593|15.37476788|0.826159649|173.41938059999998|24.84485067|-303.7731758|1291.932235|719.5272609|10.76131538|1.0|0.0|0.0|3.48|-9.44|5.77|76.62|2.53|2.0|0.0|126.35|1.0|4.0|-5.68|33.0|5.0|0.0|4.27|-5.59|2.07e-06|2.56e-06|4.36|0.0|3.8312|-1389.164302|-1389.1321289999998|696.63|1200.92|524.02|0.50193|107.0|-0.1613099999999999|2.9429|0.03217287|5.9208|5.9208
15c_a22|0.0|0|6.842683282|0|0|1.42291727|4.727387819|2|-0.026986769|1.568396937|0.003784292|10.9464374|1|-0.0917078119999999|-0.160566657|-0.364626967|2|0.667111824|0.773044788|-0.096749121|0.010828071|0.639264982|1|0.8665852140000001|-0.080088202|0.615901609|-48.58045253|-57.66130245|17.68362419|96.05497587|-0.0302219629999999|78.22334636|0.661775114|-34.97658951|75.52188549|66.26407672|0.462157867|3079.491787|623.9175171|-15.66586856|0.338224886|8.626398368|16.03890406|0.859281634|243.5126145|32.87972244|-232.9472639|1742.625289|731.8178649|17.86058304|0.0|1.0|1.0|3.49|-9.28|4.18|109.38|1.08|1.0|0.0|128.77|1.0|6.0|-4.86|34.0|6.0|0.0|2.98|-4.62|1.39e-05|2.4e-05|2.9|0.0|3674.0|-1460.602657|-1460.571156|715.42|1241.07|575.8|0.30831|0.0694|-0.15408|7.382000000000001|0.03150096|6.1325|6.1325
