molecula|SddssS|NaaNH|n9FaRing|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1s|n6HRing|MATS7i|SaaaC|ATSC1c|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|n6aHRing|GATS1are|MATS8s|MATS8d|SIC2|RASA|PBF|FPSA3|PNSA3|PPSA3|RNCS|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|WNSA2|DPSA2|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|log P|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
2_a1|0.0|0|0|1|7.535296702|1|1|1.348828131|2.233384354|-0.049975995|-0.014296455|1|-0.1056298369999999|0.0|-0.175623923|-0.0619710709999999|10.9520472|0.101798469|1|1|0.003205156|-0.237981258|1|0.571324013|0.079586368|0.1766333219999999|0.8571146190000001|0.808210065|0.220315042|0.011282631|-28.32386891|5.135384136|6.281701359|-0.026492726|-16.00805425|2.337413146|84.54541681|0.6944040029999999|33.45925305|0.39830426|1884.85038|-422.0435297|-5.488475744|0.305595997|5.2823820260000005|8.779158091000001|0.6619695520000001|-192.096651|607.7780769999999|1.0|1.0|0.0|1.0|0.0|17.0|-6.18|30.71|2.49|79.77|0.0|1.0|-6.04|1.0|1.0|3.21|-3.78|0.000871|0.000167|0.0466|2.76|0.0|0.0|6.64e-07|3.31|-920.184721|489.42|303.31|0.2991|0.7007899999999999|0.7007899999999999|-920.078239|-0.1686|3.5853|-0.19826|-920.123726|5.2754|5.8|5.2366|5.2366
15a_a10|0.0|0|0|1|7.535296702|1|1|1.34383719|2.141907675|-0.214195114|0.022297552|2|-0.125297206|2.038992189|-0.144512841|-0.060539141|10.92966696|-0.062038567|1|1|0.01192767|-0.19937094|2|0.7408341359999999|-0.0232534929999999|-0.1074837719999999|0.820233357|0.915137224|0.754451037|0.0156991769999999|-29.50952422|10.10411407|42.41151044|-0.025155581|-31.83957238|6.503087289|122.7715002|0.676473201|39.61363829|0.407638879|2656.305166|-890.4681466|-10.42022369|0.323526799|6.71451044|11.33516398|0.68815941|-573.1123029|1316.339132|0.0|1.0|1.0|1.0|0.0|21.0|-7.79|56.07|1.93|118.92|0.0|1.0|-6.52|1.0|1.0|3.33|-4.4|0.000108|3.94e-05|0.0157|3.12|0.0|0.0|1.63e-08|2.4|-1278.4225210000002|687.57|329.41|0.3558|0.47484|0.68863|-1278.141052|-0.1559299999999999|4.7512|-0.20335|-1278.200428|6.1108|24.0|7.6198|7.6198
1f_a5|0.0|1|0|0|6.605297921|0|0|1.218960329|0.0|-0.139907335|-0.31059482|2|-0.118028278|0.0|-0.277594656|-0.174016111|10.94527671|-0.000625|1|1|-0.000700145|-0.389011185|2|0.525406088|-0.060528915|-0.000969932|0.834250802|0.888073448|0.45528118|0.008403353|-50.98614411|4.687041957|201.7057715|-0.035639589|-26.08772825|2.614237829|0.21377016|0.757522389|55.67318607|0.4670794829999999|2482.949545|-795.1314464|-11.0872845|0.242477611|7.117418022000001|13.35549635|0.8764524309999999|-443.4913802|1049.647453|1.0|1.0|0.0|1.0|1.0|23.0|-8.88|54.46|2.73|95.49|0.0|1.0|-5.73|0.0|1.0|4.23|-4.97|1.6100000000000002e-05|1.0800000000000002e-05|0.00396|3.95|0.0|0.0|1.3300000000000002e-09|3.58|-1288.3196369999998|577.11|270.96|0.6959|0.47267|0.42446|-1288.209882|-0.18224|3.7852|-0.2357|-1288.263745|4.9879|0.24|6.6198|6.6198
19_a34|0.0|0|0|1|7.412764017000001|1|1|1.438829424|1.898101852|-0.068004837|-0.169170251|1|-0.189862762|0.0|-0.5357267960000001|-0.143343425|10.95957634|-0.014196676|1|1|-0.0042364759999999|-0.29861864|1|0.866604574|0.08178394|-0.0235903339999999|0.8582665429999999|0.6399024520000001|0.308793959|0.039589023|-56.30608209|19.74799697|131.5318459|-0.039656969|-31.24772528|9.850795895|470.4453529|0.662289492|76.05407906|0.467358389|2127.363207|-751.7118302|-9.86770272|0.3377105079999999|5.495780422|10.31797048|0.877434994|-374.9727034|1135.020017|0.0|1.0|0.0|1.0|1.0|17.0|-5.03|69.4|1.08|83.95|0.0|2.0|-7.01|1.0|1.0|2.1|-3.15|0.00186|0.000704|218.0|1.66|0.0|0.0|9.42e-06|2.7|-1046.5747720000002|538.96|297.18|0.2189|0.6897300000000001|0.6897300000000001|-1046.458335|-0.1735|3.4272|-0.20251|-1046.509891|5.0441|0.99|6.0044|6.0044
46_a18|0.0|0|0|0|7.03438793|2|2|1.251088279|0.0|-0.001181461|-0.018808538|1|-0.046124025|0.0|-0.3872848129999999|-0.0669031009999999|10.94680484|-0.052591109|0|0|0.003512954|-0.069691797|0|0.7100921609999999|-0.015124585|-0.090469229|0.76616843|0.8265445990000001|0.30524999|0.008975181|-49.54738918|6.376289807000001|0.946462387|-0.029244604|-38.60388092|4.5299444310000005|58.66827342|0.782232748|55.92367899|0.4548138479999999|3052.94234|-1412.796104|-14.76030741|0.217767252|8.980343774|16.47206875|0.8342358790000001|-1003.700904|1806.107079|0.0|1.0|0.0|1.0|2.0|18.0|-8.82|76.5|3.33|151.14|0.0|1.0|-6.14|1.0|0.0|2.93|-5.47|2.08e-06|3.35e-06|0.00161|4.36|0.0|0.0|1.51e-09|8.11|-1532.968527|765.33|384.45|0.4249|0.69181|0.69181|-1532.493789|-0.13224|2656.0|-0.18219|-1532.562476|3.2533|186.0|6.7305|6.7305
1h_a5|0.0|1|0|0|6.605297921|0|0|1.427564094|0.0|-0.259241577|-0.009075016|2|-0.02598568|0.0|-0.085074391|-0.1197834419999999|10.94466758|-0.044117647|1|1|0.007357977|-0.043247682|2|0.71274658|0.070628165|-0.082079343|0.8436458929999999|0.8806402259999999|0.39793593|0.008798715|-35.25675213|4.588992214|160.0744187|-0.027798699|-18.90429957|2.393400474|0.484419999|0.7450549759999999|39.84574434|0.489507204|2107.271793|-579.9392753|-7.561719827|0.2549450239999999|6.711386288|13.14687756|0.958891501|-302.4687931|778.3845404|1.0|1.0|0.0|1.0|1.0|23.0|-8.41|54.46|2.13|95.45|0.0|1.0|-5.77|1.0|1.0|3.43|-4.45|5.5700000000000005e-05|3.5600000000000005e-05|0.0111|3.43|0.0|0.0|3.87e-09|3.17|-990.6032645|556.57|284.03|0.3333|0.4112699999999999|0.57155|-990.472129|-0.17797|2.2396|-0.21921|-990.523098|3.3752|28.0|7.5528|7.5528
8c_a12|0.0|0|0|0|0.0|1|1|1.283851303|0.0|0.1948786139999999|-0.055163114|3|-0.106633503|0.0|-0.447739674|-0.036504737|10.95472932|-0.07003012|0|0|-0.00160589|-0.1876771789999999|2|0.905486734|-0.10899871|-0.130288596|0.8425863029999999|0.840397446|0.239216075|0.019604202|-34.19075142|10.00357546|83.24714315|-0.038245644|-26.55601426|5.104595615|0.0|0.764449832|44.19432689|0.472503372|2190.852814|-780.6350769|-9.958505349|0.235550168|5.670223821|10.74930819|0.8957467170000001|-398.3402139|1021.17241|0.0|1.0|0.0|0.0|1.0|18.0|-7.14|63.06|2.02|98.07|0.0|1.0|-6.44|1.0|1.0|2.23|-3.72|0.000339|0.0001899999999999|0.0598|2.5|0.0|0.0|7.24e-08|2.76|-1022.750382|551.66|323.37|466.0|0.53657|0.67318|-1022.613451|-0.15571|1.7305|-0.2227699999999999|-1022.663298|2.4806|0.04|7.3979|7.3979
1_a15|0.0|0|0|0|0.0|0|0|1.419940974|0.0|-0.22215316|-0.043374667|2|0.06459652|0.0|-0.541427319|-0.068297833|10.95880609|-0.000905902|0|0|0.003816011|0.096086011|2|0.836466114|0.101406325|-0.001544849|0.74357498|0.875723465|0.7100707390000001|0.026214985|-44.01415991|16.94887506|121.3844816|-0.031142386|-46.71058649|10.95802135|63.14412039|0.605927517|60.96303497|0.437969049|3000.975833|-1228.210985|-13.01770443|0.394072483|6.580146251|11.7078005|0.77926144|-794.0799704|2026.993248|1.0|1.0|1.0|1.0|1.0|24.0|-10.02|74.73|2.2|132.94|0.0|0.0|-5.38|0.0|0.0|4.68|-5.97|2.830000000000001e-07|1.08e-06|0.000495|5.23|0.0|0.0|9.53e-11|4.68|-1510.117336|697.35|385.18|0.2464|0.64662|0.70553|-1509.785098|-0.1365|1.2218|-0.17792|-1509.851127|2.3261|44.0|7.3565|7.3565
3a_a32|0.0|1|1|0|7.678326357|0|0|0.6094208210000001|0.0|-0.0505635059999999|-0.045659995|0|-0.014365682|2.211368234|-0.250406908|0.102212031|10.31100283|0.125185185|3|3|-0.001223394|-0.028290955|0|0.84134255|-0.045516432|0.215012723|0.921812162|0.817070968|0.30031978|0.0224684379999999|-37.30101542|10.39727075|87.55216606|-0.032360692|-20.78892268|4.811337463|0.0|0.6723099029999999|47.69828617|0.461044711|2028.93875|-449.2473442|-6.929640892|0.327690097|5.755284924|10.67859439|0.855441483|-207.8892268|668.2146761|0.0|1.0|1.0|1.0|1.0|19.0|-6.12|110.94|1.19|83.28|0.0|1.0|-5.77|0.0|1.0|3.32|-4.35|4.83e-06|4.51e-05|0.0134|3.31|0.0|0.0|7.66e-07|2.17|-1554.768725|492.91|341.48|0.2719|0.70229|0.70229|-1554.7020630000002|-0.15058|3.6178|-0.20638|-1554.748543|5.7916|3.0|8.5686|8.5686
4d_a46|0.0|0|0|1|7.825245291|1|1|1.134637067|2.146507937|-0.1397563859999999|-0.017469934|2|-0.131948546|0.0|-0.085744171|-0.111025108|10.96333164|-0.076521434|1|1|0.010756749|-0.206000242|2|0.6535171|-0.213089038|-0.103199079|0.8075680409999999|0.936057958|0.290035518|0.008652238|-30.95621863|4.750218646|8.241078584|-0.024616555|-21.33218735|2.607946825|74.62074724|0.813427965|35.70643728|0.441136013|2181.291783|-621.6847867|-7.419891252999999|0.186572035|5.757075209|10.30138878|0.7893441379999999|-341.3149976|764.2776167999999|1.0|0.0|1.0|1.0|0.0|17.0|-7.41|43.6|2.84|101.75|0.0|1.0|-5.4|1.0|1.0|4.11|-5.11|1.18e-05|7.8e-06|0.00275|4.3|0.0|0.0|3.88e-08|4.18|-1453.817782|588.18|280.09|0.1313|0.69884|0.69884|-1453.635434|-0.18639|3.5318|-0.22603|-1453.688943|3.7104|517.0|6.2865|6.2865
12ak_a36|0.0|1|0|0|7.412764017000001|2|2|1.270373882|0.0|-0.052930979|-0.0407717229999999|2|0.12041792|0.0|-0.407322296|-0.116440196|10.95268014|-0.015708652|1|1|0.005035022|0.198260132|1|0.901715152|0.051506104|-0.0265703679999999|0.860939187|0.848705143|0.537460657|0.019931266|-49.87483724|14.3700664|113.186508|-0.032660864|-47.69888026|10.36054668|25.9007405|0.737439195|64.24490364|0.423822657|2830.816014|-1389.324141|-16.97756755|0.262560805|7.98672125|13.86156772|0.735576751|-1001.676485|1883.984673|1.0|0.0|1.0|1.0|2.0|17.0|-7.38|69.2|2.66|138.33|0.0|1.0|-6.19|1.0|1.0|2.66|-4.86|1.13e-05|1.39e-05|0.00589|3.8|0.0|0.0|4.2e-08|4.21|-1350.865407|730.3|336.05|0.4514|0.69463|0.7034699999999999|-1350.57563|-0.15275|6.3682|-0.20204|-1350.637958|8.5394|46.0|7.3372|7.3372
6_a4|0.0|0|0|1|7.535296702|1|1|1.271761557|2.170234316|-0.19701009|0.010164572|2|0.042096749|2.186806868|-0.064723237|0.0032928379999999|10.92992785|-0.208689928|1|1|0.01098094|0.0671397079999999|2|0.664591856|-0.169533683|-0.340860215|0.810030118|0.945545838|0.417868437|0.0077624059999999|-29.18838891|4.324187697|14.1731579|-0.024618083|-20.7966895|2.408866521|45.93422613|0.814470803|33.5125766|0.423084148|2342.371538|-671.9833521|-7.639600225|0.1855291969999999|5.758624844|9.981741408|0.733355042|-374.340411|825.0551765|0.0|1.0|1.0|1.0|0.0|21.0|-7.99|43.6|3.09|109.7|0.0|1.0|-5.42|1.0|1.0|4.23|-5.11|1.24e-05|7.74e-06|0.00274|4.28|0.0|0.0|1.04e-08|4.11|-1108.563418|613.83|307.24|0.1235|0.60542|0.5877|-1108.338577|-0.16959|2.8026|-0.2182599999999999|-1108.392115|3.2192|1.3|5.8861|5.8861
15d_a10|0.0|0|0|1|7.535296702|2|2|1.343850133|2.147544195|-0.233802395|0.0370874879999999|3|-0.059217023|2.04092658|-0.184039927|-0.140487312|10.92970801|0.007032164|1|1|0.011249462|-0.092884337|2|0.74726683|0.02497303|0.0131101969999999|0.7857977740000001|0.87609771|0.565801561|0.02281891|-38.80896881|15.37766538|67.59624856|-0.018829931|-32.06793721|10.36301002|141.0919598|0.471900166|54.18663419|0.473858537|2967.522813|-761.3695352999999|-8.551449923|0.5280998339999999|8.429169102000001|16.02072769|0.900629528|-513.0869954|1613.412305|0.0|1.0|1.0|1.0|0.0|21.0|-7.82|65.3|1.54|131.43|0.0|1.0|-7.04|1.0|0.0|3.18|-4.38|0.000167|4.1200000000000005e-05|0.0182|2.75|0.0|0.0|1.5e-08|2.05|-1431.051425|737.09|321.28|312.0|0.3685|0.6814100000000001|-1430.733658|-0.15916|3.3831|-0.20918|-1430.795367|3.8163|69.0|7.1612|7.1612
19c_a38|0.0|1|0|0|7.412764017000001|2|2|1.297043851|0.0|-0.085545751|-0.04575843|2|0.02192428|0.0|-0.449745181|-0.0725602509999999|10.95429182|-0.0431896509999999|1|1|-0.002443797|0.04814981|1|0.7163622890000001|0.073931688|-0.071918235|0.908721232|0.7591916240000001|0.396635872|0.024315945|-57.79749770000001|15.30924906|139.1570837|-0.038224114|-42.92996714|9.638658988|4.848162625|0.7187071909999999|73.10674676|0.477803802|2967.98627|-1227.35539|-15.15175311|0.281292809|6.97753104|13.36189552|0.914989047|-772.7394084|1707.726604|1.0|0.0|1.0|1.0|3.0|17.0|-6.92|105.02|1.76|130.41|0.0|1.0|-7.13|0.0|0.0|2.57|-4.12|4.46e-05|7.55e-05|0.0322|2.5|0.0|0.0|1.2099999999999998e-07|3.23|-1424.3899310000002|652.09|323.53|0.2961|0.2597|0.6279899999999999|-1424.1880119999998|-0.15612|2495.0|-0.21303|-1424.247603|3.2846|9.0|8.0348|8.0348
1i_a5|0.0|1|0|0|6.605297921|0|0|1.219028472|0.0|-0.145964178|-0.31059482|2|0.018196138|0.0|-0.279280326|-0.174016111|10.94550053|-0.003198529|1|1|-0.000700145|0.059972925|2|0.525406088|-0.058385936|-0.00496377|0.8436458929999999|0.8876055620000001|0.4729402929999999|0.008291428|-50.81756452|4.621144795|201.1526326|-0.03570792|-26.09853285|2.575548983|0.213644964|0.759459597|55.43870932|0.4697279689999999|2482.831286|-796.0581225|-11.09187646|0.240540403|7.314842247|13.79450888|0.8858245220000001|-443.6750585|1048.190221|1.0|1.0|0.0|1.0|1.0|23.0|-8.88|54.46|2.73|95.49|0.0|1.0|-5.73|0.0|1.0|4.12|-4.97|1.6100000000000002e-05|1.0800000000000002e-05|0.00396|3.95|0.0|0.0|1.3300000000000002e-09|3.58|-1288.322373|569.42|283.08|0.7585|0.4571199999999999|0.50107|-1288.210207|-0.17945|2.6336|-0.23674|-1288.264271|2.8939|24.0|7.6198|7.6198
4R4k_a46|0.0|0|0|1|7.825245291|1|1|1.134637098|2.145043462|-0.050636784|-0.088084767|1|-0.104665424|0.0|-0.252970193|-0.1149361969999999|10.94631314|-0.1032662209999999|1|1|0.006050983|-0.158788415|1|0.78837943|-0.003017362|-0.141706595|0.787615341|0.890625164|0.237621572|0.007883196|-47.73036108|4.194771739|173.3171354|-0.030434186|-24.33134018|2.232103603|0.0|0.866681099|51.92513282|0.465590034|2105.035168|-777.3362788|-8.617349646000001|0.133318901|5.522208638|10.33328154|0.871222588|-413.632783|896.9115391|1.0|1.0|0.0|1.0|1.0|17.0|-6.61|50.94|2.84|100.96|0.0|1.0|-5.46|1.0|1.0|3.81|-4.83|1.5e-05|1.4800000000000002e-05|0.0049299999999999|4.05|0.0|0.0|2.48e-07|4.52|-1053.413412|565.94|299.53|0.2896|0.54119|0.68404|-1053.202129|-0.17484|1.8559|-0.19529|-1053.254911|1.9753|97.0|7.0132|7.0132
4n_a46|0.0|0|0|1|7.825245291|1|1|1.13463699|2.093595994|-0.061148449|-0.036492128|0|-0.2264394139999999|0.0|-0.234842682|-0.144852516|10.94021058|-0.064683066|1|1|0.0042595609999999|-0.349865095|0|0.741742667|-0.06655165|-0.088858764|0.7681452190000001|0.903145407|0.371438024|0.008424451|-56.80797266|4.629240193|172.8490949|-0.031047837|-25.91889741|2.543769935|0.0|0.863203663|61.43721285|0.428896538|2195.786424|-801.8577467|-9.374920341|0.136796337|5.666371466|9.921794991|0.750996215|-440.621256|928.9322794|1.0|0.0|1.0|1.0|1.0|17.0|-6.67|61.84|2.99|102.92|0.0|1.0|-5.26|1.0|1.0|3.9|-5.1|3.75e-06|7.95e-06|0.00273|4.41|0.0|0.0|2.14e-07|4.57|-1090.302556|578.83|313.65|253.0|0.41625|0.7025|-1090.098769|-0.16641|6.2318|-0.20685|-1090.151267|8773.0|5194.0|5.2845|5.2845
9c_a31|0.0|1|0|0|7.765993078999999|1|1|0.610135804|0.0|0.031715924|-0.055520387|0|-0.0384827639999999|0.0|-0.6933757159999999|-0.1047269419999999|10.311698300000002|-0.062737615|2|2|-0.000813398|-0.062065125|0|0.8083148840000001|-0.000533581|-0.108617754|0.8856644770000001|0.6746901059999999|0.287455956|0.030296721|-65.84728287|19.30758668|153.5739377|-0.035867334|-52.02424796|12.30439782|552.8237349999999|0.670716706|85.15486955|0.4558841429999999|2592.448925|-1142.882218|-14.56678943|0.329283294|8.188627935|15.04941978|0.837843885|-728.3394714|1703.9715989999995|1.0|1.0|1.0|1.0|2.0|16.0|-7.24|117.37|1.08|108.16|0.0|1.0|-6.53|0.0|1.0|3.32|-4.16|5.85e-06|6.94e-05|0.0277|3.1|0.0|0.0|5.79e-08|4.94|-1618.115927|691.3|322.12|0.2554|0.7007399999999999|0.7007399999999999|-1617.892493|-0.15975|1.3617|-0.19224|-1617.9568470000002|2.2323|0.42|6.3768|6.3768
4_a4|0.0|0|0|1|7.535296702|1|1|1.343865392|2.156628874|-0.183963421|0.0159331539999999|2|-0.0214610589999999|2.183056868|-0.058013858|-0.110597574|10.92992837|-0.037623601|1|1|0.0112367389999999|-0.035166634|2|0.646069495|-0.168712277|-0.063012715|0.8306695270000001|0.933276024|0.456474074|0.008570112|-25.64211031|4.4155367960000005|13.70182982|-0.0255766729999999|-18.24679326|2.274995377|42.42341622|0.793717973|30.05764711|0.398500394|2221.6122010000004|-566.6429946000001|-6.78950447|0.2062820269999999|5.326452915|8.855289118|0.66251148|-291.9486922|713.9097433|1.0|1.0|0.0|1.0|0.0|21.0|-7.57|43.6|2.66|100.08|0.0|1.0|-5.79|1.0|1.0|3.64|-4.57|7.59e-05|2.69e-05|0.00877|3.52|0.0|0.0|2.71e-08|3.24|-1029.93716|566.84|307.95|0.1106|0.55032|0.6010800000000001|-1029.763465|-0.1696599999999999|2.6814|-0.21831|-1029.813844|3.1195|78.0|7.1079|7.1079
18_a20|0.0|1|0|0|6.842683282|0|0|1.400923654|0.0|0.1160337319999999|-0.12050413|2|0.163548857|1.983673343|-0.5039851160000001|-0.011236836|10.93301779|-0.054458882|1|1|-0.004071701|0.268927191|2|0.809917509|-0.107446431|-0.090732503|0.8162774979999999|0.76136176|0.356461863|0.0108136339999999|-61.73239771|7.195302872999999|318.5587088|-0.035934845|-42.1615378|4.787695004|82.70867776|0.8109110409999999|68.92770059|0.483668611|2809.844943|-1267.269673|-15.91001426|0.1890889589999999|8.011174137000001|15.51556677|0.936740671|-843.230756|1562.772745|1.0|1.0|1.0|1.0|2.0|27.0|-10.0|97.55|2.06|125.07|0.0|0.0|-6.13|0.0|1.0|3.78|-5.16|2.54e-06|6.91e-06|0.0029|3.85|0.0|0.0|9.93e-11|5.35|-1352.32685|703.24|350.69|0.2991|0.31154|0.6953699999999999|-1352.073755|-0.14685|5.3978|-0.20289|-1352.135304|8.0505|34.0|7.4685|7.4685
13b_a30|0.0|0|0|0|7.412764017000001|2|2|0.604984129|0.0|0.112353041|-0.118776867|2|-0.035340334|0.0|-0.627919307|0.042845487|10.31162842|-0.0463169629999999|1|1|-0.002215642|-0.062905093|1|0.841060094|-0.045844862|-0.0771674659999999|0.892104517|0.694101802|0.3529073379999999|0.018555474|-74.24619275|12.52854078|385.2420923|-0.042850934|-51.76819834|8.459192992|105.341977|0.800290866|86.77473353|0.454574838|3002.926824|-1533.432289|-19.53516918|0.1997091339999999|8.804739699999999|16.1428924|0.8334321|-1035.363967|1916.093704|1.0|0.0|0.0|1.0|2.0|17.0|-6.19|124.74|2.06|135.37|0.0|1.0|-7.05|0.0|0.0|1.91|-4.3|9.68e-06|5e-05|0.0221|2.74|0.0|0.0|6.520000000000001e-07|4.54|-1744.446479|721.48|353.68|0.2783|0.32563|0.6862699999999999|-1744.2179010000002|-0.14879|3.8495|-0.20313|-1744.281763|5.3762|26.0|7.5901|7.5901
8_a15|0.0|0|0|0|0.0|0|0|1.419941362|0.0|-0.208657545|-0.044406425|1|0.155304204|0.0|-0.5025236129999999|-0.010146469|10.95880707|-0.014489333|0|0|0.003160815|0.225620047|1|0.85357243|0.0937475619999999|-0.025923166|0.742680335|0.853896482|0.381651497|0.0336657729999999|-41.7821007|19.65860939|104.8781037|-0.028969856|-40.33569847|11.47934212|55.99586988|0.519427411|61.44071008|0.389723411|2393.276181|-828.9085544|-9.878130237|0.480572589|6.093505548|9.984825987|0.638601279|-484.0283816000001|1595.8121130000002|1.0|1.0|1.0|0.0|1.0|18.0|-7.57|61.84|1.96|104.74|0.0|1.0|-5.52|1.0|1.0|3.76|-4.81|5.63e-06|1.53e-05|0.00562|4.24|0.0|0.0|2.69e-08|3.36|-1223.687714|598.84|331.28|251.0|0.5128|0.70524|-1223.463981|-0.1558|1.1415|-0.18303|-1223.523393|1.4589|108.0|6.9666|6.9666
8a_a32|0.0|1|1|0|7.773594467000001|0|0|0.609420757|0.0|-0.0755556459999999|-0.056633919|0|-0.0281981579999999|2.059960334|-0.497414715|-0.020716518|10.31100269|-0.128684642|3|3|-0.001662219|-0.050766252|0|0.788133615|-0.184419911|-0.2166242669999999|0.8966299409999999|0.814553726|0.221908108|0.018321589|-52.34893512|11.48993376|73.64907732|-0.035678106|-43.03057598|7.205629442999999|66.81560596|0.7490845290000001|63.83886888|0.480024324|2574.085885|-1029.23375|-14.03170956|0.250915471|7.420041446|14.26997798|0.923166883|-645.4586397|1373.988797|1.0|1.0|1.0|1.0|2.0|19.0|-7.65|140.04|1.37|110.69|1.0|1.0|-5.76|0.0|1.0|4.07|-4.99|1.5199999999999998e-07|1.02e-05|0.00406|4.17|0.0|0.0|2.23e-08|4.98|-1880.732222|667.29|348.07|0.4315|0.70316|0.70316|-1880.536478|-0.1445|4.8933|-0.2061599999999999|-1880.595748|7.6703|45.0|7.3468|7.3468
15_a4|0.0|0|0|1|7.535296702|1|1|1.399867493|1.956386054|-0.159419214|-0.061469545|1|0.0432718859999999|0.0|-0.077474847|-0.1979518539999999|10.94611612|0.022446689|1|1|0.00918585|0.097046535|1|0.5118792910000001|0.095534883|0.036363636|0.8347553529999999|0.867716376|0.2517542889999999|0.010893057|-29.80513879|5.223809291|12.70877085|-0.030724393|-16.95780525|2.505098786|86.01453643|0.8438913020000001|35.02894809|0.437696617|1973.978183|-530.4242358|-7.065752187|0.156108698|5.459799482|9.709704127|0.7783994009999999|-254.3670787|628.5456843999999|1.0|0.0|0.0|1.0|0.0|17.0|-6.09|30.71|3.05|85.06|0.0|1.0|-5.6|1.0|1.0|3.61|-4.28|0.000152|5.19e-05|0.0151|3.49|0.0|0.0|8.070000000000001e-07|3.8|-958.251931|512.65|294.16|0.1996|0.4778699999999999|0.56413|-958.147682|-0.17373|2.1603|-0.2091199999999999|-958.195344|3.0091|175.0|6757.0|6757.0
10_a47|0.0|0|0|0|0.0|0|0|1.381868067|0.0|-0.003570214|-0.166367455|2|-0.169242585|1.329777427|-0.384667159|0.0814897|10.93671036|0.007193585|0|0|-0.0065562469999999|-0.349569106|2|0.7027461220000001|-0.138304661|0.011239977|0.8077565520000001|0.841070966|0.417511484|0.00951788|-40.80144983|5.088920549|103.41137940000002|-0.035388634|-26.77924406|2.720890925|0.0|0.801882632|45.89037038|0.411647394|2355.515804|-851.455143|-10.11660331|0.198117368|6.277122171|10.66897998|0.699661037|-455.247149|1061.820157|1.0|1.0|0.0|1.0|2.0|22.0|-8.85|58.04|3.21|106.43|0.0|1.0|-5.08|0.0|1.0|4.41|-5.5|1.77e-06|3.18e-06|0.00114|4.8|0.0|0.0|1.4199999999999999e-09|4.37|-1188.3744|579.86|332.97|231.0|0.53909|0.69212|-1188.1907199999998|-0.15445|1.9281|-0.20309|-1188.244739|2.8795|13.0|7.9|7.9
12p_a36|0.0|1|0|0|7.412764017000001|2|2|1.297044387|0.0|-0.0494658159999999|-0.084341564|2|0.114716581|0.0|-0.432950771|-0.084846674|10.96052769|-0.0433009009999999|1|1|-0.000673716|0.2461794139999999|1|0.724208473|-0.035871448|-0.074349074|0.8839272779999999|0.748438833|0.315548061|0.020202133|-51.98017377|12.71795723|83.24921731|-0.039016808|-42.95260501|8.006403882999999|0.0|0.759126153|64.698131|0.475504684|2774.926334|-1228.123041|-15.4629378|0.240873847|7.546742977|14.3885803|0.906594718|-773.1468902|1617.811526|1.0|0.0|0.0|1.0|2.0|17.0|-6.86|69.2|2.4|123.71|0.0|1.0|-6.76|1.0|0.0|2.15|-4.16|0.000129|6.96e-05|0.0278|2.78|0.0|0.0|1.4e-07|3.41|-1332.148901|660.71|323.11|0.3015|0.30159|0.66559|-1331.947748|-0.15608|4.8805|-0.21131|-1332.006106|6.7199|9.0|8.0458|8.0458
14ae_a23|0.0|0|1|2|7.423568444|0|0|1.1979624290000002|3.338149829|-0.033049777|-0.029948314|2|0.026913008|0.7338690390000001|-0.4448081789999999|-0.0174992419999999|10.31321689|0.0289586779999999|2|2|0.009675528|0.047563299|2|0.7763406840000001|0.107765697|0.0469453379999999|0.8356326820000001|0.872362051|0.202342743|0.03467374|-46.69131269|24.84237243|111.4422142|-0.0269140239999999|-44.69687612|17.79858399|110.5716332|0.53040766|71.53368511|0.479058976|3212.850883|-1060.556252|-13.81539807|0.46959234|8.123993885|15.59484379|0.919603093|-759.846894|1999.511567|0.0|0.0|1.0|1.0|1.0|26.0|-7.6|123.48|2.42|133.27|0.0|1.0|-6.68|0.0|0.0|3.44|-5.08|1.6e-06|8.22e-06|0.0038799999999999|3.52|0.0|0.0|2.49e-08|2.99|-1858.952529|751.57|344.06|0.3205|0.58144|0.58144|-1858.675325|-0.14537|7.0211|-0.21659|-1858.7404850000005|9.5944|2.0|8.6038|8.6038
