molecula|SddssS|NaaNH|n9FaRing|SaaNH|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|GATS1are|BIC2|MATS8s|GATS1pe|nFaHRing|RASA|FNSA3|FPSA3|PPSA3|RPSA|FNSA4|WNSA5|WPSA3|RPCS|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|FPSA5|Mor01p|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Leadlikeness|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Area (grid)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|pIC50
17_a4|0.0|0|0|0.0|1|7.535296702|1|1|1.219995452|1.690442177|5.4161004020000005|-0.319716072|1|0.043084795|-0.01849014|0.0|-0.25315101|0.001892883|-0.3948966229999999|10.94611837|1|1|0.002155864|-0.073733221|-0.0179434139999999|-0.392770755|0.49887819|0.772721853|0.0147116789999999|0.484393047|0|0.888791225|-0.0887214819999999|0.01061251|5.472562628|0.111208775|-0.042181562|-23.75316417|2.822041259|0.0|52.67753395|51.22364842|0.4440629029999999|2351.601697|458.3237652|1658.726841|-11.21677197|0.138303414|5.923504372999999|10.65499029|0.798764653|71.31904507|-403.8037909|0.012827738|319.5521911|6.61489113|0.0|0.0|0.0|2.94|0.11|4.59|3.66|1.0|0.0|1.0|-4.36|25.0|6.0|0.0|4.29|-4.81|0.0152|1.5399999999999998e-05|4.01|0.0|9.44e-05|-0.04186|4.3363|527.39|0.2045|413.28|0.47353|-1255.881628|0.2045|-0.17559|-0.21745|-1255.932407|6057.0
17a_a50|0.0|0|1|0.0|2|7.934155233999999|1|1|1.349854788|4.319202937|5.82008293|0.009691515|1|0.034142512|-0.109740063|2.189373662|-0.133526134|0.012510153|-0.0979202769999999|10.94500663|2|2|0.012893333|-0.178162528|-0.239713023|-0.220088198|0.762224122|0.784570118|-0.204032723|0.732114362|1|0.92300665|-0.045404408|0.013784807|8.977762705|0.07699335|-0.0280449529999999|-33.3079288|5.847033234|84.34722313|58.69900789|38.54872522|0.486855438|2644.4486420000003|601.1353533|1799.721631|-11.89568886|0.2100891|8.087984548|15.76161018|0.948768582|136.82673369999998|-666.1585759999999|0.011602876|719.3470265|7.556715901|1.0|1.0|1.0|3.29|0.29|3.39|2.3|1.0|0.0|1.0|-3.99|30.0|4.0|1.0|3.27|-4.44|0.0408|3.61e-05|3.23|0.0|6.97e-05|-0.03196|4.2478|705.96|0.1817|616.93|0.6244|-1258.260865|0.1754|-0.16724|-0.1992|-1258.322582|7.0706
14v_a23|0.0|0|1|0.0|2|7.423568444|0|0|1.1979575059999998|3.004639728|5.351858133|-0.299484129|2|0.047323232|0.055572317|0.636416435|-0.8122700340000001|-0.002390707|0.017156562|10.3132174|2|2|-0.0004039459999999|0.170475376|-0.0962526|-0.650246427|0.598213287|0.787538583|0.132882353|0.575188253|1|0.916605275|-0.067342061|0.019811827|13.08518422|0.083394725|-0.042752869|-41.35406587|8.64241561|0.912757854|76.42257099|57.56282152|0.457213347|3399.4261450000004|605.3933675|2679.111279|-18.64987284|0.211671341|7.743452839|14.26610767|0.84234449|139.8032821|-951.143515|0.020908947|676.4530574|13.80980223|0.0|1.0|1.0|3.46|0.09|3.97|3.04|2.0|0.0|1.0|-6.89|35.0|8.0|0.0|4.28|-6.0|6.38e-05|1e-06|4.76|0.0|5.57e-06|-0.07843|3694.0|679.5|348.0|533.44|0.6017100000000001|-2041.93452|348.0|-0.1524299999999999|-0.2308599999999999|-2041.998955|8.4001
47i_a18|0.0|0|0|0.0|0|7.03438793|1|1|1.251177255|0.0|4.844187086|-0.066917145|0|0.037484277|-0.037689885|0.0|-0.440488042|-0.000919158|0.073977454|10.94702091|0|0|0.000427479|-0.057689282|-0.106018078|-0.499939719|0.742536498|0.744472118|-0.064085904|0.727767462|0|0.8030751740000001|-0.0780255879999999|0.009745543|6.787641686000001|0.196924826|-0.035256027|-43.46880696|4.727502734|82.81385171|68.954317|61.13143233|0.487446923|2795.907966|559.3312455|1333.332089|-17.10248143|0.139131409|9.573882864|18.67881257|0.951017454|96.90318745|-1043.251367|0.009393984|855.7438937000001|6.542785417999999|1.0|0.0|1.0|0.0|0.22|3.28|2.74|3.0|0.0|1.0|-5.18|33.0|3.0|0.0|2.5|-4.78|0.0029|1.67e-05|3.7|0.0|4.6e-07|-0.05062|3.2321|744.95|0.5085|664.78|0.69175|-1415.875678|0.5085|-0.13237|-0.18299|-1415.944522|7.7212
15d_a10|0.0|0|0|0.0|1|7.535296702|2|2|1.343850133|2.147544195|5.4161004020000005|0.0370874879999999|3|0.031742919|-0.059217023|2.04092658|-0.184039927|0.010215823|-0.140487312|10.92970801|1|1|0.011249462|-0.092884337|-0.1786649189999999|-0.1945202089999999|0.74726683|0.745184875|0.02497303|0.71456262|1|0.87609771|-0.057588609|0.02281891|15.37766538|0.12390229|-0.018829931|-32.06793721|10.36301002|141.0919598|66.95020436|54.18663419|0.473858537|2967.522813|590.402322|2036.192049|-8.551449923|0.5280998339999999|8.429169102000001|16.02072769|0.900629528|355.8865234|-513.0869954|0.028735133|825.4425942|19.36460841|1.0|1.0|1.0|4.01|0.35|4.14|1.54|1.0|0.0|1.0|-3.78|33.0|6.0|1.0|3.18|-4.38|0.0739|4.1200000000000005e-05|2.75|0.0|6.62e-06|-0.05002|5.6004|737.09|312.0|565.91|0.3685|-1430.733658|0.0856|-0.15916|-0.20918|-1430.795367|7.1612
11_a15|0.0|0|0|0.0|0|0.0|1|1|1.435688956|0.0|0.0|-0.029665252|3|0.02962963|-0.036023137|0.0|-0.402711212|0.001806571|-0.0856783419999999|10.95979791|0|0|0.003766915|-0.056500144|-0.173728081|-0.363940085|0.843715005|0.718800243|0.0234789439999999|0.796300317|0|0.8945381259999999|-0.064429158|0.018519054|12.69062406|0.105461874|-0.033606127|-45.76619542|8.696553172|0.0|79.1792768|56.84224275|0.470042906|3022.859488|613.0036107000001|2565.707165|-15.7814467|0.260684316|6.233494755|11.76226306|0.8869452090000001|178.640152|-915.3239085|0.018086221|830.7967967000001|12.39401492|1.0|1.0|0.0|4.25|0.07|4.33|2.52|2.0|0.0|1.0|-6.32|34.0|4.0|0.0|4.62|-6.1|0.000214|7.970000000000001e-07|5.32|0.0|5.7e-07|-0.03877|4.7106|739.57|0.2657|568.22|0.58935|-1450.39211|0.0011|-0.12134|-0.16011|-1450.457814|6.1314
12bc_a36|0.0|1|0|3.43846811|0|7.412764017000001|2|2|1.284647662|0.0|5.351858133|-0.042515909|2|0.04625323|0.068351685|0.0|-0.413738077|-0.001012333|-0.079009683|10.95883416|1|1|-0.00097037|0.115647623|-0.101451485|-0.442519304|0.884841888|0.836170906|0.006621918|0.771220556|0|0.834305498|-0.077192869|0.01824287|12.2593899|0.165694502|-0.038558877|-48.36968394|8.238431664|0.0|83.97121855|64.13376391|0.467645467|2927.476132|560.6615736|2623.395239|-17.41308622|0.22853193|8.273766079|15.54183457|0.878447423|153.57572439999998|-870.6543108999999|0.017847333|661.6709012|11.99358509|0.0|1.0|0.0|0.0|0.14|3.99|2.99|2.0|0.0|1.0|-5.08|31.0|4.0|1.0|2.82|-5.18|0.00372|6.55e-06|3.93|0.0|7.83e-06|-0.05828|5.2189|705.12|0.7456|563.76|0.35775|-2151.9100780000003|0.3478|-0.15671|-0.21499|-2151.971485|8.0969
5a_a49|0.0|0|0|0.0|1|7.853604813|2|2|1.343848751|2.111324504|5.777652323|0.007039248|2|0.034466231|-0.072902329|1.878067786|-0.493952547|0.007647515|-0.046327135|10.92976459|1|1|0.008623164|-0.1205081119999999|-0.158356406|-0.51958118|0.66494289|0.7979412790000001|0.001251171|0.632463498|1|0.800090055|-0.072109357|0.028578361|16.71687776|0.199909945|-0.027311576|-26.93578408|9.77851757|54.35929907|61.89135559|58.89715956|0.490453006|2797.737637|468.0117167|1887.422375|-9.345067946|0.393071247|6.0732145310000005|11.91885068|0.962527525|229.9265537|-457.9083293000001|0.0270848489999999|592.5885712|15.84324998|0.0|1.0|1.0|2.93|0.22|3.3|2.07|1.0|0.0|1.0|-3.84|30.0|5.0|1.0|2.93|-4.29|0.0578|5.09e-05|2.65|0.0|4.72e-05|-0.05062|5.2443|625.06|795.0|443.78|0.31953|-1311.743648|0.0529|-0.16176|-0.21238|-1311.799168|7.3665
12m_a36|0.0|1|0|3.40403699|0|7.412764017000001|2|2|1.297043522|0.0|5.351858133|-0.133854569|2|0.03912037|0.14264424|0.0|-0.667165917|-0.006653538|-0.025127218|10.95440733|1|1|-0.004569485|0.245908938|-0.052743904|-0.52644768|0.892815402|0.825587924|-0.075712087|0.849217847|0|0.711961428|-0.10031651|0.022725561|15.24099981|0.288038572|-0.04260035|-54.45666327|10.22144534|107.233999|96.11918789|82.51872026|0.465323422|2925.315028|477.48014630000006|2637.948424|-19.16067782|0.252881876|7.312794835|13.67704354|0.8702895190000001|169.596372|-1034.676602|0.0222467879999999|689.2886595|14.91990864|0.0|0.0|0.0|0.0|0.13|1.92|1.28|1.0|0.0|1.0|-4.1|32.0|5.0|0.0|1.26|-3.8|0.0338|0.000159|2.11|0.0|0.000305|-0.05114|3.8658|692.4|0.4718|505.51|0.69382|-1401.385923|0.4718|-0.15879|-0.20993|-1401.446557|7.5229
11b_a50|0.0|0|1|0.0|2|7.927685046000001|1|1|1.3979498330000002|4.071188272|5.82008293|-0.014702942|1|0.038040936|-0.007722567|2.114272566|-0.13377846|0.011959339|-0.218953127|10.94500697|2|2|0.012037198|-0.013155246|-0.162848233|-0.266743077|0.701976536|0.800774662|-0.146696566|0.667956827|1|0.931316325|-0.0445367309999999|0.019455771|10.1501574|0.068683675|-0.02494328|-19.0090431|5.295379767|86.04123302|47.72173991|33.38515735|0.42907551|2286.724895|485.8716402|1650.235214|-6.788943965|0.357948005|5.697537591000001|9.979494111|0.751545111|186.7429782|-285.1356465|0.021631609|439.9973344|11.28530137|0.0|1.0|1.0|2.84|0.15|3.09|2.25|0.0|0.0|2.0|-3.58|25.0|3.0|1.0|2.96|-4.16|0.0862|6.97e-05|2.9|0.0|0.000441|-0.02817|4.6471|560.06|195.0|431.63|0.53885|-1045.798634|0.0711|-0.16684|-0.19501|-1045.849774|5.7696
12f_a31|0.0|1|0|3.4780522210000004|0|7.765993078999999|1|1|0.6101347579999999|0.0|5.733341277|-0.033056721|0|0.03703252|0.043286807|0.0|-0.698273995|-0.00150321|-0.0944165219999999|10.31169747|2|2|0.000889251|0.068054139|-0.130400541|-0.551471017|0.805862937|0.8167107029999999|-0.021938988|0.7730604259999999|0|0.700992225|-0.097676974|0.027617942|19.26761061|0.299007775|-0.0337826789999999|-57.54866283|13.44201623|569.7325277000001|97.53070764|87.41178754|0.482666192|2710.311963|489.0460499|1805.921786|-16.44247509|0.313117045|9.859605078|19.05849748|0.932987917|218.4455813|-920.7786053|0.021559868|713.5657448|15.04120547|1.0|1.0|1.0|3.78|0.41|6.43|1.53|3.0|0.0|1.0|-5.98|30.0|5.0|0.0|4.01|-4.63|0.0004469999999999|2.37e-05|3.82|0.0|4.06e-06|-0.03317|3.8305|755.33|0.2664|665.22|0.7006600000000001|-1696.466804|0.2664|-0.15894|-0.19211|-1696.53373|6.8861
20_a31|0.0|1|1|3.3852303|0|7.765993078999999|0|0|0.609420757|0.0|5.733341277|-0.057200812|0|0.03995614|-0.013040402|2.114008068|-0.476400874|-0.003484915|-0.020082435|10.31100269|3|3|-0.001662219|-0.023477148|-0.0852122769999999|-0.594513619|0.788133615|0.8602874540000001|0.028036914|0.7507116140000001|1|0.7954270659999999|-0.085849869|0.019334605|12.1160662|0.2045729339999999|-0.033537774|-43.27297051|7.592555532|75.10345696|81.35171021|65.91404723|0.464597945|2576.1287230000003|498.4558574|1758.762093|-13.1700345|0.289292958|8.289864307|15.48343758|0.86775525|181.2859728|-605.8215871|0.019624081|557.1050635|12.29746712|1.0|1.0|1.0|2.74|0.26|6.49|1.1|1.0|1.0|1.0|-5.91|27.0|4.0|0.0|3.6|-4.44|0.000493|3.66e-05|3.29|0.0|8.86e-06|-0.06065|3.5381|666.67|0.2011|560.67|0.7036600000000001|-1880.538664|0.2011|-0.1483|-0.20895|-1880.599777|8.0862
12aq_a36|0.0|1|0|3.427017327|0|7.412764017000001|2|2|1.297043497|0.0|5.351858133|-0.135770278|2|0.041728395|0.076517478|0.0|-0.674732412|-0.006653538|-0.1031859869999999|10.95447882|1|1|-0.004569485|0.131910912|-0.052743904|-0.5356623070000001|0.892815402|0.839953955|-0.0606936879999999|0.849217847|0|0.681470612|-0.1093001919999999|0.021389734|14.29132551|0.318529388|-0.042953452|-54.49698711|9.548598682|112.415579|95.39676382|87.31909781|0.426481765|2932.54604|455.31741460000006|2906.024504|-19.17486584|0.238023252|8.596645087999999|14.98931431|0.743623723|159.03272990000002|-1035.442755|0.020701483|689.2886595|13.83147784|0.0|0.0|0.0|0.0|0.13|1.92|1.28|1.0|0.0|1.0|-3.52|32.0|5.0|0.0|1.15|-3.45|129.0|0.000359|1.55|0.0|0.000305|-0.06059|3.9049|703.04|0.4988|534.96|0.6933199999999999|-1401.391057|0.0059|-0.13908|-0.19967|-1401.452487|7.2596
18_a3|0.0|1|0|2.897754472|0|6.605297921|0|0|1.43179288|0.0|4.59511985|-0.021283637|3|0.034712644|0.08269134|1.742872103|-0.122072724|0.0057881999999999|0.042606196|10.96965878|1|1|0.005799063|0.150826737|-0.035611069|-0.2495754869999999|0.7226687409999999|0.714658751|0.0355413979999999|0.6858831809999999|1|0.8419576209999999|-0.069839069|0.013796397|6.1383958|0.158042379|-0.031753312|-16.76239841|2.73114076|0.0|48.19055867|37.21171433|0.483376636|1938.093995|374.610053|703.8534116000001|-6.285899403999999|0.317507797|5.293627315|10.24658906|0.935646099|141.2679329|-201.1487809|0.02363555|270.539096|10.51610501|1.0|0.0|1.0|1.81|0.0|3.42|0.93|0.0|0.0|1.0|-2.82|21.0|4.0|1.0|2.21|-3.27|411.0|0.000537|1.79|0.0|4.07e-05|-0.05769|3.9765|482.41|0.3326|330.54|0.6671699999999999|-889.850598|0.3326|-0.1641099999999999|-0.2218|-889.894728|7.5229
14g_a23|0.0|0|1|0.0|2|7.423568444|0|0|1.197957711|3.0793867980000003|5.351858133|-0.301504331|2|0.0422736629999999|0.058422864|0.653317181|-0.803522236|-0.002390707|-0.031968899|10.3132174|2|2|-0.0004039459999999|0.179219801|-0.0962526|-0.648987099|0.598213287|0.796412133|0.010202051|0.575188253|1|0.907334473|-0.072819606|0.018341721|13.05300369|0.092665527|-0.041536002|-48.76552945|9.289253982|1.5679977319999998|83.15907597|64.87554405|0.461846955|3400.464046|645.7104105000001|2531.8503170000004|-21.03611074|0.219684185|8.788027188|16.32997765|0.8582074559999999|156.3396622|-1072.841648|0.020564836|676.4530574|14.63509796|0.0|1.0|1.0|3.79|0.09|3.97|3.04|2.0|0.0|1.0|-6.89|35.0|8.0|0.0|4.35|-6.0|6.38e-05|1e-06|4.76|0.0|5.57e-06|-0.08011|3.7042|730.13|0.3478|583.38|0.56658|-2041.934312|0.3478|-0.1519|-0.23201|-2042.000034|8.0
5g_a40|0.0|0|0|0.0|1|8.149890544|0|1|0.604913142|1.534673091|6.167516491000001|-0.190406197|0|0.044946237|-0.0602779129999999|0.64025463|-0.5611751220000001|-0.012794054|0.122088541|10.31198315|2|2|-0.012008571|-0.104356485|0.07917206|-0.4748772539999999|0.795454476|0.818555255|0.006643696|0.7733200179999999|1|0.67772744|-0.153687065|0.024937196|11.83520323|0.32227256|-0.049288357|-32.29667648|5.616992201|0.0|80.22859145|84.77514603|0.488538966|2054.810452|321.64971460000004|593.8133184|-11.10198254|0.254650681|6.193485364|12.10939827|0.955183157|120.8573152|-355.2634413|0.025660198|266.8102663|12.1783403|0.0|0.0|0.0|1.96|0.21|2.69|0.74|0.0|0.0|3.0|-4.24|21.0|5.0|0.0|2.01|-3.37|0.0174|0.000426|2.17|0.0|391.0|-0.0540299999999999|3.48|489.04|261.0|367.19|0.6563|-1327.9345529999998|261.0|-0.14505|-0.19908|-1327.982732|6.9101
12t_a36|0.0|1|0|3.500121488|0|7.412764017000001|2|2|1.297042607|0.0|5.351858133|-0.034194893|2|0.041767677|0.035510516|0.0|-0.404180985|0.003676818|-0.030990165|10.95395385|1|1|0.0045625|0.059266516|-0.101854847|-0.436022708|0.902377067|0.829598864|-0.009662203|0.857993338|0|0.8337556420000001|-0.0735262|0.017627553|11.7409283|0.166244358|-0.035934112|-44.63604995|7.820109571000001|0.417511887|77.32343502|60.71345614|0.48189543|2771.211293|555.3275093999999|2320.375227|-15.94144641|0.21683192|7.960344391|15.36435856|0.930112292|144.422087|-892.7209991000001|0.01547607|729.1873176|10.30792105|0.0|0.0|0.0|0.0|0.21|3.62|2.45|1.0|0.0|1.0|-4.61|31.0|4.0|1.0|2.4|-4.57|0.0102|2.6600000000000003e-05|3.47|0.0|1.7899999999999998e-05|-0.05302|3.8844|713.6|0.4297|562.72|0.69297|-1311.287803|0.0155|-0.15088|-0.2039|-1311.349439|8.0969
3_a47|0.0|0|0|0.0|0|0.0|0|0|1.304465159|0.0|0.0|-0.130414103|2|0.03308642|-0.013350303|1.416887578|-0.367098851|-0.008828261|0.103847816|10.93671092|0|0|-0.007967014|-0.021029826|-0.015388793|-0.457330633|0.900251233|0.720319618|0.104873188|0.815682427|1|0.854727481|-0.083129079|0.008609292|4.514659074|0.145272519|-0.036461577|-26.06896797|2.367459086|1.139378223|58.22383723|48.10703|0.403777634|2243.894237|448.2137648|1280.146703|-10.02652614|0.2150305089999999|6.46319354|10.84023999|0.67722658|112.7606591|-391.0345195|0.016230658|418.022895|8.511255722000001|1.0|0.0|1.0|2.89|0.0|4.32|2.88|1.0|0.0|1.0|-5.54|25.0|3.0|1.0|4.02|-5.35|0.000995|4.49e-06|4.6|0.0|1.33e-06|-0.05717|5.6998|556.65|0.2342|402.58|0.52977|-1469.969304|0.2182|-0.15473|-0.2119|-1470.0192869999998|6.5
14d_a23|0.0|0|1|0.0|2|7.423568444|0|0|1.197963465|3.405551724|5.351858133|-0.026530366|2|0.043538647|0.03253552|0.758207139|-0.288522152|0.01269616|-0.019307114|10.313217800000002|2|2|0.01180744|0.059486662|-0.074441567|-0.4483522929999999|0.725800261|0.772008792|0.006563565|0.6906097959999999|1|0.921694462|-0.053736319|0.018596017|12.25371621|0.078305538|-0.032878563|-33.99063559|8.074501042|83.40396369|61.49227899|47.66288948|0.454495683|2878.955374|607.3441532|2261.37838|-14.27606695|0.209653392|7.832720777|14.358677900000002|0.833166062|138.1496441|-713.8033475|0.015037275|666.0036144999999|9.908707432|0.0|1.0|1.0|3.62|0.09|3.88|3.24|2.0|0.0|1.0|-5.85|31.0|4.0|0.0|3.8|-5.25|0.000608|5.61e-06|3.94|0.0|7.03e-06|-0.0725799999999999|3688.0|696.21|0.3807|554.84|8.1555|-1668.983743|336.18|-0.14894|-0.22152|-1669.045136|8.4001
8h_a8|0.0|1|0|2.975382653|1|7.05012252|0|0|1.3918396709999998|1.241306689|4.844187086|-0.249095464|0|0.046205674|0.008138299|0.0|-0.485274006|-0.007796225|-0.085125857|10.94341368|1|1|-0.007036544|0.021094825|0.09830823|-0.53822084|0.578166105|0.6971223040000001|0.111824921|0.56916135|0|0.602405134|-0.122706004|0.0111998669999999|6.58499063|0.397594866|-0.048805507|-39.07081527|3.871662077|53.78973456|70.94463092|78.73029948|0.451435543|2623.688756|354.18563860000006|2019.780061|-16.87148841|0.081684095|7.453557203|13.58738632|0.822939833|48.02637252|-742.3454901|0.00764059|485.8626377000001|4.492304417|0.0|0.0|0.0|2.73|0.0|4.69|4.11|2.0|0.0|1.0|-5.21|29.0|4.0|0.0|4.01|-5.0|0.0023899999999999|1.01e-05|3.82|0.0|4.43e-06|-0.06344|4801.0|608.39|0.3011|480.09|0.56196|-1361.455676|272.0|-0.15475|-0.21819|-1361.5113789999998|4.9359
19_a4|-3.21497177|0|0|0.0|1|7.535296702|1|1|0.29641517|1.943606348|5.4161004020000005|-0.3929802189999999|1|0.040511696|-0.052325802|0.0|-0.105763614|0.006243904|-0.211341677|10.30966825|1|1|0.009687676|-0.086166959|-0.0255403279999999|-0.245630631|0.55269662|0.774746438|0.152550043|0.514505012|0|0.820765063|-0.070677568|0.013022539|7.168604362000001|0.1792349369999999|-0.028945757|-23.02459887|3.946149569|13.25878373|49.73882261|46.07495776|0.460486754|2558.336814|451.8120313999999|1697.595595|-8.771275759|0.235119747|5.9448291|11.01887515|0.85352261|129.4279389|-368.3935819|0.0143733|450.6848883|7.912166787999999|0.0|1.0|1.0|2.52|0.16|2.97|2.16|1.0|0.0|1.0|-3.81|25.0|4.0|1.0|2.92|-3.97|0.0547|0.000106|2.62|0.0|0.0002839999999999|-0.05294|4.1858|583.39|0.3806|500.34|0.67535|-1446.760398|0.3806|-0.17004|-0.22298|-1446.813896|4.71
24_a47|0.0|0|1|0.0|1|6.86171134|0|0|1.304328602|1.225600378|4.727387819|-0.1160443999999999|2|0.039520202|0.0251322929999999|1.081401467|-0.484848181|-0.0060410169999999|-0.063708635|10.95005721|1|1|-0.004514441|0.056234624|-0.111494046|-0.540463145|0.662080166|0.812650394|-0.005097239|0.627160379|1|0.7839491009999999|-0.075894947|0.021522987|12.11301576|0.216050899|-0.032498249|-28.82156035|6.81713713|47.170683|69.27912772|54.82626523|0.479188295|2642.775318|441.2021442|1239.381181|-10.29341441|0.388396422|7.024694045|13.48797266|0.920079732|218.5873217|-432.3234052|0.032103375|457.1122177|18.06759887|1.0|1.0|1.0|3.12|0.05|2.78|2.86|1.0|0.0|1.0|-4.61|28.0|5.0|0.0|3.31|-4.52|0.00975|3.05e-05|3.16|0.0|9.22e-06|-0.06517|3.9675|578.94|0.2618|450.98|0.6835|-1695.93106|0.2618|-0.16333|-0.2285|-1695.98597|8.5
3k_a32|0.0|1|1|3.644417045|0|7.97831097|0|1|0.609420759|0.0|5.973809612|-0.001250803|0|0.0381981979999999|-0.047167919|2.256213388|-0.270019022|0.001221534|-0.0902541999999999|10.31100271|3|3|0.002509816|-0.084055305|-0.050938823|-0.5265375529999999|0.816196288|0.779649252|-0.127713677|0.7681279190000001|1|0.8777482409999999|-0.0711378679999999|0.0123637989999999|6.970844822|0.122251759|-0.029575784|-28.87643819|3.930238317|0.0|58.16707081|47.07915023|0.472646737|2392.3436100000004|494.8840288|1970.06814|-9.40163104|0.21942773|6.153598893|11.6688363|0.89626209|123.7157466|-404.2701347|0.012327787|506.658189|6.9505405620000005|1.0|1.0|1.0|3.48|0.32|7.12|2.41|2.0|0.0|1.0|-7.04|25.0|3.0|0.0|4.75|-5.61|3.3600000000000004e-05|2.47e-06|4.97|0.0|2.15e-05|-0.05321|3.5363|611.65|0.3082|452.36|0.70268|-1749.957584|0.3082|-0.14667|-0.19988|-1750.0122420000002|8.0605
9b_a36|0.0|1|0|3.513187594|0|7.412764017000001|2|2|0.62670079|0.0|5.351858133|-0.023369916|2|0.040166667|0.082806042|0.0|-0.308862918|0.005050384|-0.077361324|10.33767255|1|1|0.005458948|0.146828453|-0.053309522|-0.4060950789999999|0.8421237309999999|0.7885597609999999|-0.034830997|0.7961424690000001|0|0.8453794609999999|-0.074181597|0.017007854|10.68084402|0.154620539|-0.036110824|-38.76797062|6.707514535|0.0|71.70079424|57.26650122|0.453252346|2715.020034|530.8939077|2464.2160510000003|-14.24129533|0.21757783|7.549264797|13.80758516|0.828997331|136.63774650000002|-697.8234711|0.015872498|620.9195447000001|9.967846072|0.0|1.0|0.0|0.0|0.14|3.6|2.82|1.0|0.0|1.0|-4.6|29.0|4.0|0.0|2.48|-4.43|0.00992|3.71e-05|3.2|0.0|9.21e-05|-0.05146|3.8535|666.01|0.5392|514.45|0.69763|-1575.557248|0.5392|-0.15833|-0.20979|-1575.616432|7.6778
12bf_a36|0.0|1|0|3.31325137|0|7.412764017000001|2|2|1.297043948|0.0|5.351858133|-0.119979424|2|0.044197531|0.140577067|0.0|-0.4497470879999999|-0.006877664|-0.096665166|10.96022305|1|1|-0.004358975|0.359635716|-0.098027247|-0.433281391|0.653741315|0.836170906|-0.0480253509999999|0.632625562|0|0.6791406640000001|-0.090461753|0.0217611939999999|14.01562806|0.320859336|-0.037486972|-45.73631152|9.026978489|0.0|86.28460578|72.27889645|0.474826911|2902.591295|437.4108773|2522.341812|-15.55034592|0.294529031|7.546900716000001|14.37031118|0.904134124|189.6959033|-777.5172959|0.02371294|593.6088758|15.27267945|0.0|0.0|0.0|0.0|0.14|3.55|2.78|1.0|0.0|1.0|-3.99|31.0|6.0|1.0|2.44|-4.32|0.0424|4.81e-05|2.88|0.0|3.17e-05|-0.0571299999999999|5.2319|670.85|0.4518|517.66|0.40663|-1431.187555|0.4006|-0.15677|-0.2139|-1431.246893|8.2218
11e_a5|0.0|1|0|2.971327032|0|7.139660336|1|1|1.338814635|0.0|5.209486153|0.038643235|2|0.020943152|-0.07965|0.0|-0.192538515|0.008268901|-0.16669151|10.9487795|1|1|0.008721244|-0.127225457|-0.0924814769999999|-0.234433859|0.77509232|0.775794895|-0.048843135|0.747366251|0|0.876758791|-0.062865536|0.0120552589999999|7.986070113999999|0.123241209|-0.0282210629999999|-34.67724171|5.290414418|0.0|63.5644542|49.63167715|0.483563144|2721.416353|580.8135016|960.0428704|-12.38472918|0.27836484|9.387474824|18.17739133|0.936345148|184.4042616|-693.5448342|0.016933845|735.3048881|11.21791539|1.0|1.0|1.0|3.43|0.24|5.03|1.83|2.0|0.0|1.0|-4.65|31.0|5.0|1.0|3.63|-4.72|0.00919|1.9e-05|3.56|0.0|4.64e-07|-0.03808|4.4179|717.76|0.5347|571.06|0.66478|-1316.239803|0.2125|-0.16751|-0.20559|-1316.301553|7.3979
4f_a46|0.0|0|0|0.0|1|7.825245291|1|1|1.134637108|2.190536659|5.587248657999999|-0.001868546|2|0.045958333|-0.099507167|0.0|-0.053860324|0.012332859|-0.056114865|10.96352592|1|1|0.011806162|-0.154986658|-0.079238184|-0.150189733|0.6901151990000001|0.74106323|-0.2076648489999999|0.69830739|0|0.934973206|-0.055836642|0.008734825|4.738551282|0.065026794|-0.022035297|-19.85993046|2.570614463|56.50645576|42.21890747|35.0293449|0.424708366|2103.214727|507.213176|1563.375755|-6.484875252999999|0.240157725|5.654067072999999|9.828175385|0.7382488140000001|130.2830519|-317.7588874|0.010341277|538.4165208|5.6100342670000005|1.0|1.0|1.0|3.16|0.38|4.56|2.58|1.0|0.0|1.0|-4.38|25.0|3.0|1.0|3.76|-4.58|0.0139|2.62e-05|3.77|0.0|2.04e-05|-0.02947|4548.0|591.51|0.1719|493.53|0.69208|-1033.315821|0.1719|-0.19079|-0.2202599999999999|-1033.36869|6.7375
