molecula|NaaNH|Wavelength (max. Transition) (nm)|Approximated area|n9FaRing|Contribuition (max. transition)|NaasN|nARing|BCUTs-1l|Gibbs Free Energy|Dipole (water)|MATS7i|SaaaC|n5aRing|n6aHRing|PPSA3|FNSA4|WNSA5|DPSA2|CYP2C19 inhibitor|CYP2C9 inhibitor|Num. of Aromatic heavy atoms|TPSA_y|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Total Energy (water) (Hartree)|pIC50
14t_a23|0|311.09|534.86|1|0.5824199999999999|2|0|1.197962538|-1669.040656|8.3062|0.073534004|0.758345646|2|2|11.36130649|-0.033286443|-33.66111722|1355.9136119999998|0.0|1.0|26.0|105.02|5.61e-06|0.0023899999999999|-1669.240512|8.3979
5_a4|0|255.2|421.24|0|0.60407|1|1|1.343864516|-1069.102899|3.1619|0.012532807|2.189593648|1|2|4.324106888|-0.025201292|-19.68930579|771.5556899000001|1.0|1.0|21.0|43.6|1.4499999999999998e-05|0.0049299999999999|-1069.27374|7.1487
18_a47|1|290.58|487.81|1|0.4659|0|0|1.414391819|-1354.037606|5.3433|-0.026357805|1.5913490630000002|1|3|9.234746417|-0.0303894239999999|-33.12615721|1299.011844|1.0|0.0|27.0|79.38|4.29e-06|0.00176|-1354.221126|8.6
25c_a34|0|294.54|561.29|0|0.69247|1|2|1.377881974|-1426.48597|9.8087|-0.16034464|0.0|1|1|29.22363765|-0.031498055|-50.44285726|2110.880136|0.0|1.0|17.0|90.74|0.000523|0.22|-1426.704645|5.7496
12ac_a36|1|319.2|554.84|0|0.56186|0|2|1.297043188|-1385.382927|5.4387|0.03586247|0.0|1|1|14.93372351|-0.036062573|-50.32319912|1882.216294|1.0|0.0|17.0|86.27|0.000112|0.0476|-1385.606133|7.8861
3_a20 (SB-525334)|1|248.86|498.74|0|0.49443|0|0|1.183765089|-1086.383308|4.8164|0.001821898|1.728260385|1|2|6.965173618|-0.029269046|-29.26136697|989.9790502999998|1.0|1.0|21.0|67.35|1.88e-05|0.00647|-1086.585811|6.7905
12ag_a36|1|318.79|507.72|0|0.69204|0|2|1.297044434|-1332.003616|7.5405|0.063109409|0.0|1|1|12.70005599|-0.038937089|-43.02381535|1617.984688|1.0|0.0|17.0|69.2|6.96e-05|0.0278|-1332.185403|7.7696
7_a47|0|333.26|455.81|0|0.69314|0|0|1.304326965|-1647.841533|4.4255|-0.128433676|1.303301032|0|2|5.027768049|-0.036250645|-30.51603217|1126.008167|1.0|0.0|22.0|58.04|8.75e-07|0.000345|-1647.996662|7.6
3c_a49|0|240.36|456.22|0|0.32539|1|1|1.343850149|-1198.484646|3.7789|-0.04696024|1.879769411|1|2|8.477406111|-0.0252377479999999|-24.24485565|1064.517686|0.0|1.0|21.0|72.7|0.000137|0.0505|-1198.668772|7.0605
14n_a23|0|362.35|575.71|1|0.6955|2|0|1.197963531|-1744.244532|7.2975|0.079559363|0.747533142|2|2|18.26553926|-0.032325501|-37.64460956|1622.112023|0.0|1.0|26.0|114.25|9.57e-06|0.0042299999999999|-1744.450916|9.2441
3_a4|0|252.57|350.36|0|0.58445|1|1|1.343866299|-990.514888|3205.0|-0.07806942|2.180369373|1|2|5.133610255|-0.024645574|-15.5080075|665.3942366|1.0|0.0|21.0|43.6|5.520000000000001e-05|0.0173|-990.6395508|6983.0
13_a1|1|304.01|472.52|0|0.65363|0|1|1.430073963|-1238.22919|3.9446|0.1129747169999999|0.0|1|1|19.62059449|-0.040302516|-36.08180773|1489.177255|1.0|1.0|23.0|80.26|4.58e-05|17.0|-1238.395767|6585.0
18_a3|1|311.79|330.54|0|0.6671699999999999|0|0|1.43179288|-889.894728|3.3664|0.08269134|1.742872103|1|3|6.1383958|-0.031753312|-16.76239841|662.4155441|0.0|0.0|21.0|67.35|0.000537|147.0|-889.9619321|7.5229
14k_a23|0|340.42|552.65|1|0.63765|2|0|1.1979621459999998|-2089.354026|8.3627|0.04479394|0.74561778|2|2|12.53019305|-0.033999976|-35.38329134|1357.152837|0.0|1.0|26.0|105.02|2.83e-06|0.00126|-2089.524497|8.4123
3n_a32|1|349.65|464.67|1|0.7028399999999999|0|1|0.609420754|-1825.218291|6.2667|-0.056907012|2.22272854|3|0|10.86481886|-0.027401986|-30.65624207|1068.190111|1.0|1.0|19.0|120.17|1.23e-05|0.0047|-1825.378576|7.6778
12p_a36|1|232.12|506.89|0|0.30159|0|2|1.297044387|-1332.006106|6.7199|0.114716581|0.0|1|1|12.71795723|-0.039016808|-42.95260501|1617.811526|1.0|0.0|17.0|69.2|6.96e-05|0.0278|-1332.182868|8.0458
8m_a46|0|233.66|489.57|0|0.43001|1|1|1.160371261|-1013.962913|3.1675|-0.134230003|0.0|1|1|3.742817678|-0.032188531|-23.9511632|867.2835213999999|0.0|0.0|17.0|50.94|2.78e-05|0.0088799999999999|-1014.126693|6.6402
12g_a31|1|323.3|542.78|0|0.70068|0|1|0.6101363000000001|-1578.66792|2.4038|0.045747231|0.0|2|0|19.01411466|-0.039059048|-49.45404266|1637.106139|1.0|1.0|16.0|131.36|0.0001629999999999|0.0627|-1578.846191|6.9586
11_a33|1|353.74|378.1|1|0.70381|0|0|0.609352951|-1669.251123|4.5998|0.055664124|1.979284901|3|0|16.37099833|-0.030847481|-24.74805685|921.4892038|1.0|1.0|19.0|120.17|4.13e-05|0.0136|-1669.324638|8.3188
15c_a10|0|221.75|595.63|0|-0.26999|1|2|1.343850105|-1450.201574|4.8283|-0.06400528|2.063253638|1|2|10.2013281|-0.019267867|-34.91899195|1619.721543|0.0|1.0|21.0|59.31|2.68e-05|0.0122|-1450.241475|7.0
17a_a50|0|291.88|616.93|1|0.6244|2|1|1.349854788|-1258.322582|8.2991|-0.109740063|2.189373662|2|1|8.977762705|-0.0280449529999999|-33.3079288|1294.887612|1.0|1.0|20.0|51.77|3.61e-05|0.0144|-1258.566007|7.0706
14l_a23|0|341.8|560.51|1|0.67242|2|0|1.1979636809999998|-1669.04569|8.2422|0.042748013|0.758109562|2|2|12.31633167|-0.0328459689999999|-34.03690099|1372.110688|0.0|1.0|26.0|105.02|5.61e-06|0.0023899999999999|-1669.2363289999998|8.1798
28_a47|0|337.37|461.73|1|0.69002|1|0|1.4201653580000002|-1335.6279869999998|8.17|0.023813594|1.121067445|1|2|15.50250691|-0.038135461|-37.72858603|1459.653524|0.0|1.0|21.0|98.72|0.000217|0.0824|-1335.759232|7.6
12r_a30|0|244.69|516.03|0|0.32409|0|2|0.604984545|-1774.070699|6.5511|-0.093079817|0.0|1|1|12.36992712|-0.040404659|-45.9515743|1619.709789|1.0|1.0|17.0|81.65|6.71e-06|0.00291|-1774.236548|7.5317
12d_a40|0|282.05|435.41|0|0.55983|1|0|0.60499064|-2153.123107|1.9961|0.209157499|0.794852923|2|0|6.204226377|-0.038873458|-25.71599691|804.9352200000001|1.0|1.0|20.0|84.45|2.61e-06|0.000942|-2153.197255|7.7212
18c_a25|0|226.01|547.87|0|0.31993|1|0|1.193723817|-1714.342386|7.9283|0.007241543|2.069766482|1|2|6.300016824|-0.026975264|-31.07074762|1327.415719|1.0|1.0|27.0|87.72|2.51e-06|0.00113|-1714.597797|7.0555
8a_a8|1|269.43|476.69|0|0.4927399999999999|1|1|1.400027874|-1367.595683|6.8427|0.027531877|0.0|1|1|20.58762475|-0.049054408|-42.60049244|1768.444416|0.0|1.0|23.0|112.23|7.28e-05|0.0292|-1367.776863|4.9454
17b_a6|1|349.8|575.2|0|0.69615|0|1|1.425925343|-1349.892156|7.3188|0.139594234|0.0|1|1|20.48861696|-0.041494349|-47.0150166|1766.4758989999998|1.0|1.0|23.0|95.85|6.69e-06|0.00274|-1350.102764|6.8153
9b_a36|1|321.74|514.45|0|0.69763|0|2|0.62670079|-1575.616432|8.4288|0.082806042|0.0|1|1|10.68084402|-0.036110824|-38.76797062|1420.196295|1.0|1.0|17.0|82.47|3.71e-05|0.0148|-1575.7800140000002|7.6778
47d_a18|0|398.94|817.06|0|0.69905|0|1|1.251175994|-1703.622959|4.2225|0.069914568|0.0|0|0|12.45251265|-0.028722356|-58.06490563|2549.757058|1.0|0.0|18.0|88.97|5.23e-06|0.00276|-1704.061013|8.0969
12bi_a36|1|319.1|603.92|0|0.68181|0|2|1.297042566|-1461.75632|8.8903|0.03474497|0.0|1|1|24.16125901|-0.027831043|-52.46851415|2255.791153|1.0|0.0|17.0|87.66|7.13e-05|0.0315|-1461.997992|7.8539
1_a6 (SB-431542)|1|324.5|464.07|0|0.55256|0|1|1.430935835|-1292.41452|8.8611|0.1008839219999999|0.0|1|1|19.58668728|-0.0462988229999999|-43.12110169|1640.78056|1.0|1.0|23.0|103.12|5.660000000000001e-05|0.0218|-1292.588032|5.8119
13a_a30|0|245.34|541.59|0|0.26119|0|2|0.604984129|-1744.281248|1.4855|-0.036541822|0.0|1|1|12.53013554|-0.042832838|-51.70573895|1915.558478|1.0|0.0|17.0|124.74|5e-05|0.0221|-1744.491614|7.8665
1h_a5|1|266.52|430.83|0|0.4112699999999999|0|0|1.427564094|-990.523098|3.3752|-0.02598568|0.0|1|2|4.588992214|-0.027798699|-18.90429957|778.3845404|1.0|0.0|23.0|54.46|3.5600000000000005e-05|0.0111|-990.6346565|7.5528
17_a4|0|285.92|413.28|0|0.47353|1|1|1.219995452|-1255.932407|6.3221|-0.01849014|0.0|1|1|5.472562628|-0.042181562|-23.75316417|908.7478594|1.0|0.0|17.0|30.71|1.5399999999999998e-05|0.00532|-1255.994721|6057.0
1i_a5|1|262.44|443.05|0|0.4571199999999999|0|0|1.219028472|-1288.264271|2.8939|0.018196138|0.0|1|2|4.621144795|-0.03570792|-26.09853285|1048.190221|1.0|0.0|23.0|54.46|1.0800000000000002e-05|0.00396|-1288.356212|7.6198
21c _a23|0|338.3|587.02|1|0.5885699999999999|2|0|1.197962776|-1837.736174|8.3979|0.0645437059999999|0.731360766|2|2|9.976937758|-0.040210758|-49.86692499|1849.394223|0.0|1.0|26.0|148.11|1.92e-05|9.0|-1837.964768|7.1752
12z_a36|1|318.16|539.36|0|0.69397|0|2|1.297044126|-1325.010808|6.5892|0.037307819|0.0|1|1|15.50078625|-0.036238222|-45.16471514|1719.920651|1.0|0.0|17.0|92.99|0.000113|0.0458|-1325.195958|8301.0
11b_a50|0|266.8|431.63|1|0.53885|2|1|1.3979498330000002|-1045.849774|3.7922|-0.007722567|2.114272566|2|1|10.1501574|-0.02494328|-19.0090431|851.2497152000001|0.0|1.0|20.0|48.53|6.97e-05|0.0228|-1045.98235|5.7696
11d_a31|1|326.2|551.86|0|703.0|0|1|0.610136352|-1598.546288|4.6622|0.016799834|0.0|2|0|21.07078977|-0.040797245|-50.24081482|1685.188386|1.0|1.0|16.0|125.57|6.26e-05|0.0241|-1598.7152199999998|7.5229
12w_a36|1|318.88|552.55|0|0.69466|0|2|1.24014105|-1645.017691|7.0746|0.041058884|0.0|1|1|15.15285952|-0.041210062|-57.35989379|2265.1925920000003|1.0|1.0|17.0|78.43|8.6e-06|4.0|-1645.202839|7.6383
11b_a5|1|275.55|511.28|0|0.61027|0|0|1.277648917|-1564.621301|2.8531|-0.067519041|0.0|1|2|9.829471091|-0.029332646|-29.07084703|1159.458633|1.0|1.0|23.0|63.69|2.04e-05|0.00767|-1564.761898|7.7212
12i_a36|1|237.08|504.47|0|0.34255|0|2|1.2401347459999998|-1645.017702|6.6124|0.048138468|0.0|1|1|12.71877085|-0.045665229|-48.75024044|2065.79896|1.0|1.0|17.0|78.43|8.6e-06|4.0|-1645.2030949999998|7.9208
9_a1|1|370.88|487.19|0|0.70296|0|0|1.432397289|-1187.065335|6.4447|-0.110185988|0.0|1|1|6.495805626|-0.031896718|-28.49439431|1011.608611|1.0|1.0|23.0|58.64|1.62e-05|0.0057799999999999|-1187.226314|5.2218
4_a38 (LY-2157299)|0|266.68|449.44|0|0.4|1|1|1.343847059|-1198.49738|7.6529|-0.0501467259999999|1.721297609|1|2|7.104736984|-0.03235283|-29.21101111|1105.390176|0.0|1.0|21.0|86.69|0.000102|0.0375|-1198.683473|7.1586
6_a3|0|212.74|366.93|0|0.3369|0|0|0.605016564|-1731.6508010000002|3.7185|-0.025021661|2.000787282|1|2|5.449560482000001|-0.037726468|-24.56680878|797.2473951000001|1.0|1.0|21.0|92.93|1.34e-05|0.00455|-1731.735113|5.7501
47t_a18|0|397.84|601.36|0|0.6895100000000001|0|1|1.25117758|-1470.593659|9.6938|0.018018036|0.0|0|0|9.415011332|-0.040580402|-46.27207168|1890.514146|0.0|0.0|18.0|110.56|1.7100000000000002e-05|0.0075299999999999|-1470.873743|6.1068
7b_a10|0|205.85|400.65|0|0.4195399999999999|0|2|1.186434511|-1450.124551|5.6147|-0.060829392|2.079721225|0|2|5.061217187|-0.027444463|-19.47494818|767.3149142000001|1.0|1.0|16.0|41.38|5.25e-06|0.00182|-1450.09312|4.7033
17_a3|0|386.22|393.58|0|0.69481|0|0|0.605019885|-1731.663157|4.8815|-0.015463451|1.709081227|1|2|5.251911643|-0.039557272|-24.87357062|814.6560331000001|1.0|1.0|21.0|92.93|1.18e-05|0.00399|-1731.75233|7.6383
25b_a34|0|293.43|562.84|0|0.6925600000000001|1|1|1.290860233|-1313.194808|9.0174|-0.150946163|0.0|1|1|18.82143547|-0.042438204|-53.79083879|1806.819095|0.0|1.0|17.0|90.3|0.000202|0.0796|-1313.388114|5.6819
15a_a22|0|245.14|541.27|0|0.41078|1|0|1.4229176680000002|-1368.1368730000002|6.8666|0.021482585|1.614660505|1|2|14.43653926|-0.031425179|-37.6479704|1578.4640869999998|1.0|1.0|27.0|85.59|2.1e-05|0.00881|-1368.35331|6.8447
14b_a50|0|234.67|533.25|1|0.55594|2|2|1.267593742|-1430.7933859999998|6.7927|-0.068176984|2.115127752|2|1|14.70317076|-0.025558317|-32.9673668|1577.857852|1.0|1.0|20.0|66.99|1.6800000000000002e-05|0.0074099999999999|-1431.068494|5.1818
26_a47|0|258.5|443.78|1|0.50921|1|0|1.304328272|-1695.993821|4.8242|-0.110530752|0.956774672|1|2|12.13564316|-0.038735145|-34.3326642|1317.300461|0.0|1.0|21.0|98.72|2.77e-05|11.0|-1696.096597|7.9
24_a47|0|312.5|450.98|1|0.6835|1|0|1.304328602|-1695.98597|3.6008|0.0251322929999999|1.081401467|1|2|12.11301576|-0.032498249|-28.82156035|1255.998102|0.0|1.0|21.0|84.73|3.05e-05|0.0121|-1696.105723|8.5
3b_a32|1|348.81|396.83|1|0.70257|0|0|0.609420808|-1594.049677|5.7777|-0.0411430079999999|2.21541916|3|0|7.180211702|-0.033451833|-24.14971513|708.6845618|1.0|1.0|19.0|110.94|2.23e-05|0.00697|-1594.121087|8.2366
19_a4|0|296.2|500.34|0|0.67535|1|1|0.29641517|-1446.813896|7.1079|-0.052325802|0.0|1|1|7.168604362000001|-0.028945757|-23.02459887|874.9428297000001|1.0|1.0|17.0|73.23|0.000106|0.0373|-1446.939719|4.71
21_a47|0|316.53|441.93|1|0.68296|1|0|1.408713027|-1374.914223|4.9172|-0.034419528|1.028199909|1|2|12.83540744|-0.033866638|-30.34731959|1334.003357|0.0|1.0|21.0|84.73|4.84e-05|0.0191|-1375.061089|8.3
18_a15|0|272.91|535.02|0|0.6074|0|0|1.435689019|-1265.614679|6.5864|-0.094812415|0.0|0|2|4.370403779|-0.035181092|-33.93632895|1215.421882|1.0|0.0|24.0|47.04|1.18e-06|0.0004559999999999|-1265.810138|6.8894
4e_a49|0|216.37|504.63|0|0.4078199999999999|1|1|1.343847746|-1312.98289|4.8707|-0.080255074|1.713107022|1|2|10.51443916|-0.029288891|-33.05708028|1408.836153|0.0|1.0|21.0|92.93|0.000305|122.0|-1313.199448|7.4685
12an_a36|1|239.49|571.76|0|0.44822|0|2|0.6294007110000001|-1670.244686|6.2182|0.0966393909999999|0.0|1|1|11.69727417|-0.036995649|-48.0034364|1722.817107|1.0|1.0|17.0|94.5|3.09e-05|0.0132|-1670.452238|7.3979
3a_a32|1|341.48|355.48|1|0.70229|0|0|0.6094208210000001|-1554.748543|5.7916|-0.014365682|2.211368234|3|0|10.39727075|-0.032360692|-20.78892268|668.2146761|0.0|1.0|19.0|110.94|4.51e-05|0.0134|-1554.796165|8.5686
17g_a50|0|306.45|559.45|1|0.6623600000000001|2|2|1.320916184|-1335.693266|9.1706|-0.05611228|2.236579664|2|1|9.710172008|-0.025918901|-31.48270383|1383.884645|0.0|1.0|20.0|51.77|1.39e-05|0.0059|-1335.976491|6.6091
12m_a36|1|320.72|505.51|0|0.69382|0|2|1.297043522|-1401.446557|9.1003|0.14264424|0.0|1|1|15.24099981|-0.04260035|-54.45666327|2064.983108|0.0|0.0|17.0|112.29|0.000159|0.0676|-1401.654499|7.5229
15_a47|1|286.26|419.75|1|0.67203|0|0|1.304329657|-1527.316555|3.7709|-0.130885389|1.56205245|1|2|8.917011222000001|-0.033307714|-25.87091101|951.4364299|1.0|0.0|21.0|66.49|1.41e-05|0.00499|-1527.4104|7.8
12d_a31|1|322.23|626.33|0|0.7006600000000001|0|1|0.61013528|-1657.245177|3.3585|-0.042401695|0.0|2|0|21.06095035|-0.032542687|-57.85220856|1916.466682|1.0|1.0|16.0|117.37|4.06e-05|0.0167|-1657.471849|6.2924
7e_a8|1|325.06|544.55|0|0.6998300000000001|1|0|1.394799915|-1300.327213|11.4436|-0.03633378|0.0|1|0|12.91806855|-0.037446454|-31.72369068|1298.726412|1.0|1.0|23.0|70.81|3.87e-06|0.00149|-1300.495519|4.4547
47l_a18|0|387.13|667.5|0|0.69291|0|1|1.251176792|-1455.233431|3.3864|-0.0057783619999999|0.0|0|0|6.543729374|-0.031456589|-42.43906517|1798.711882|1.0|0.0|18.0|85.29|1.4499999999999998e-05|0.0066099999999999|-1455.5758039999998|7.4949
5e_a40|0|333.85|390.33|0|0.69675|1|1|0.604912776|-1637.162552|10282.0|-0.106497535|0.7768055559999999|2|0|9.440323938|-0.035889706|-20.29110082|622.6260756|1.0|1.0|14.0|75.5|5.56e-05|0.0169|-1637.197299|7.6021
11b_a31|1|322.57|479.66|0|0.70073|0|1|0.610137403|-1519.967224|4.7518|-0.078907688|0.0|2|0|21.02499452|-0.044612791|-46.10900197|1483.70453|1.0|1.0|16.0|125.57|0.000178|0.0637|-1520.085181|6.2757
14_a4|0|274.1|353.16|0|0.53298|1|1|1.399909181|-918.896242|3.3312|-0.0135414919999999|0.0|1|1|5.933038407000001|-0.03015272|-14.69670456|588.8091192|1.0|0.0|17.0|30.71|0.000106|0.0295|-918.9507745|5.8794
3p_a32|1|340.28|471.04|1|0.7017100000000001|0|1|0.609420752|-1879.406962|5.4496|-0.050639647|2.1365141480000003|3|0|12.5150622|-0.029183126|-34.21384146|1218.977375|1.0|1.0|19.0|131.25|5.629999999999999e-05|0.0222|-1879.554272|7585.0
3k_a32|1|350.6|452.36|1|0.70268|0|1|0.609420759|-1750.0122420000002|5689.0|-0.047167919|2.256213388|3|0|6.970844822|-0.029575784|-28.87643819|918.5970998|1.0|1.0|19.0|110.94|2.47e-06|0.000904|-1750.164914|8.0605
13_a47|1|307.63|404.73|1|0.67466|0|0|1.417757826|-1067.71601|4.8308|-0.047120094|1.5940801480000002|1|2|9.13564442|-0.032468557|-23.38063458|923.3410426|1.0|0.0|21.0|66.49|5.41e-05|0.0173|-1067.820961|7.8
13b_a5|1|265.31|503.93|0|0.32779|0|1|1.338814635|-1275.865034|4.7964|-0.006314305|0.0|1|2|8.980592802|-0.02636836|-31.23446039|1329.387016|0.0|1.0|23.0|74.77|3.75e-05|0.0148|-1276.066049|6.9586
12o_a30|0|238.73|528.25|0|0.3493699999999999|0|2|0.604984133|-2035.199757|6.8632|-0.089996613|0.0|1|1|9.948252054|-0.037808155|-40.37291185|1466.05489|1.0|1.0|17.0|81.65|3.61e-06|0.00156|-2035.37262|7.8097
14m_a23|0|337.15|572.31|1|0.65552|2|0|1.197955072|-1966.785519|8.5477|0.028217372|0.665608656|2|2|12.51396625|-0.039285786|-43.19105542|1716.6767920000002|1.0|1.0|26.0|105.02|1.61e-06|0.000773|-1966.968005|8.5171
12l_a36|1|321.05|530.75|0|0.6925|0|2|1.297044247|-1325.0137550000002|7.2021|0.128666217|0.0|1|1|14.33450402|-0.038052612|-45.67788557|1711.727859|1.0|1.0|17.0|92.99|5.08e-05|0.0206|-1325.194654|7699.0
4q_a46|0|273.72|510.13|0|0.69002|1|1|1.131262631|-1108.566571|3.2968|-0.012611536|0.0|1|2|8.099124333999999|-0.021010627|-21.81959712|946.4377411|1.0|1.0|17.0|52.83|0.000129|0.0449|-1108.751283|6129.0
17b_a25|0|228.6|654.18|0|0.31395|1|0|1.3732004619999998|-1483.630939|5.2142|-0.026412432|1.968416259|1|2|12.04068508|-0.029249891|-45.64634114|1744.031591|1.0|1.0|27.0|96.49|8.59e-06|0.00394|-1483.873254|6.9957
22_a47|0|258.55|466.95|1|0.50316|1|0|1.408617385|-1374.914437|5.7009|-0.029311184|1.016903613|1|2|13.07198749|-0.031744149|-31.08378631|1382.478891|0.0|1.0|21.0|84.73|4.16e-05|0.0164|-1375.05033|9.0
18_a10|0|214.93|504.61|0|0.37729|1|2|1.243178376|-1336.185978|5.9029|-0.092424959|2.026949641|1|2|12.12013168|-0.024889861|-30.63863373|1354.218219|0.0|1.0|21.0|62.06|1.7100000000000002e-05|0.00705|-1336.433782|6.8861
12t_a30|0|244.58|527.87|0|0.33647|0|2|0.60498454|-1774.077985|3.2145|-0.0596036729999999|0.0|1|1|12.26965165|-0.037159417|-42.80050261|1588.274656|1.0|1.0|17.0|81.65|6.71e-06|0.00291|-1774.2421780000002|8.0496
12b_a5|0|268.62|505.16|0|0.42949|0|2|1.189701783|-1276.9984029999998|8.2868|-0.021265946|0.0|0|2|10.44150403|-0.020455699|-27.27837078|1386.409228|0.0|0.0|18.0|50.28|0.000359|143.0|-1276.928859|7.3768
14u_a23|0|306.82|549.0|1|0.4523|2|0|1.197962732|-1744.2405670000005|8.1549|0.050530143|0.743634137|2|2|16.97420126|-0.033908155|-38.57404134|1643.332169|0.0|1.0|26.0|114.25|9.57e-06|0.0042299999999999|-1744.446261|8.2449
16b_a23|0|772.92|607.92|1|0.95419|2|1|1.197960988|-1877.335869|14.8849|0.054655144|0.754232958|2|2|13.79443768|-0.031407956|-43.49333918|1826.746158|1.0|1.0|26.0|108.26|2.16e-06|0.00106|-1877.655481|7.0191
12p_a30|0|238.79|526.91|0|0.33929|0|2|0.604984421|-1614.890598|4.6103|-0.062956958|0.0|1|1|9.659715461|-0.0364888379999999|-38.78387161|1479.558007|1.0|1.0|17.0|81.65|7.05e-06|0.00291|-1615.094336|7.7721
34_a20|0|229.04|544.93|0|0.38519|1|0|1.416932073|-1352.102407|5.4994|0.199191385|1.991704333|1|2|8.766605631000001|-0.032248904|-38.68669181|1481.145765|1.0|1.0|27.0|86.69|9.51e-06|0.00399|-1352.31921|7.2147
8c_a32|1|347.56|516.78|1|0.70135|0|0|0.609420757|-1880.597039|10.2656|-0.026467635|2.143746338|3|0|9.818219446|-0.027548799|-35.6276568|1275.407176|1.0|1.0|19.0|140.04|4.11e-05|0.0164|-1880.764533|7.4318
15_a10|0|214.05|484.05|0|0.41458|1|1|1.277647202|-1603.907391|6.1563|-0.0729795729999999|1.981569297|1|2|11.09373722|-0.025240716|-26.33385303|1093.722422|1.0|1.0|21.0|52.83|1.56e-05|0.0061|-1604.08794|7.4815
13a_a5|1|267.87|567.51|0|0.41806|0|0|1.393002748|-1312.968936|4.1671|-0.007871499|0.0|1|2|10.77696869|-0.0279752339999999|-34.78546088|1533.979782|1.0|1.0|23.0|92.79|0.000184|0.0734|-1313.167422|7041.0
14b_a3|0|403.54|368.39|0|0.70123|0|0|0.605016869|-1327.398177|3.8724|-0.1551678719999999|1.7086790859999998|1|3|6.273415527999999|-0.036469822|-24.15156108|837.1723509999999|0.0|1.0|21.0|105.82|0.000103|0.0327|-1327.514377|6.4202
19_a15|0|297.03|519.04|0|0.68945|0|0|0.300209223|-1523.254714|9326.0|0.037722611|0.0|0|1|3.04716388|-0.042351319|-37.44217335|1194.400408|1.0|1.0|18.0|102.69|4.1200000000000005e-05|0.0152|-1523.404372|7.1427
12al_a36|1|319.71|554.23|0|0.6945399999999999|0|2|1.297043737|-1347.257936|8.1781|0.1030147719999999|0.0|1|1|17.71943397|-0.035305316|-45.86257662|1869.412355|1.0|0.0|17.0|78.43|8.499999999999999e-05|35.0|-1347.479819|7.3188
21a_a23|0|335.16|558.61|1|0.60824|2|0|1.197963603|-1669.0502720000002|7.9309|0.071115216|0.773970837|2|2|7.634348008|-0.03458322|-35.88602363|1355.5493720000002|0.0|1.0|26.0|105.02|5.29e-06|0.00225|-1669.250866|6.9914
34_a47|0|294.66|436.88|1|0.6602399999999999|1|0|1.40499556|-1162.33788|6.2235|-0.094313757|1.741433543|1|3|10.92238452|-0.029348287|-27.64315244|1068.587688|1.0|1.0|21.0|68.52|0.000125|0.0436|-1162.4815230000002|8.7
4r_a46|0|274.25|467.85|0|0.69085|1|1|1.13129629|-1069.284137|3.5979|-0.15196733|0.0|1|2|6.071841742999999|-0.0259595379999999|-22.88867429|905.6728276|0.0|0.0|17.0|63.83|0.000279|0.0933|-1069.447946|5.8499
33_a20|0|227.79|563.98|0|0.27375|1|0|1.4175014119999998|-1275.662457|5.0369|0.148855442|2.0219022580000003|1|2|8.340767701|-0.0265385579999999|-29.9394021|1144.132956|1.0|1.0|27.0|67.39|2.98e-06|0.0012|-1275.852801|7.4685
19_a34|0|297.18|421.62|0|0.6897300000000001|1|1|1.438829424|-1046.509891|5.0441|-0.189862762|0.0|1|1|19.74799697|-0.039656969|-31.24772528|1135.020017|0.0|0.0|17.0|69.4|0.000704|218.0|-1046.606458|6.0044
8_a47|0|337.87|433.38|0|0.6877800000000001|0|1|1.24688044|-1685.908004|4.6281|-0.087101663|1.335354131|0|2|5.043798869|-0.035797309|-30.83488674|1166.287236|1.0|0.0|22.0|58.04|6.490000000000001e-07|0.000263|-1686.068471|7.3
12n_a36|1|231.43|566.87|0|0.32172|0|2|0.299253841|-1875.961945|14.3562|0.027627601|0.0|1|1|14.28426215|-0.039955874|-53.08197085|2114.630173|0.0|0.0|17.0|123.75|0.0001889999999999|0.0897|-1876.201464|7.8239
11a_a31|1|325.92|407.76|0|0.69222|0|1|0.610138462|-1441.37897|8.9667|-0.087576474|0.0|2|0|20.91187076|-0.056833284|-41.01552988|1326.379096|0.0|1.0|16.0|125.57|0.000161|0.0531|-1441.452616|6.7212
43_a18|0|384.65|702.4|0|0.6926800000000001|0|2|1.251175234|-1611.198355|3.6943|-0.05314954|0.0|0|0|5.35147222|-0.0311212229999999|-49.60799696|2045.512486|0.0|0.0|18.0|76.5|1.09e-06|0.000554|-1611.621186|6.2041
8e_a8|1|267.77|526.86|0|0.50055|1|0|1.394799502|-1376.766245|7.7951|-0.000766016|0.0|1|0|12.87136047|-0.04393787|-39.238709|1601.514194|0.0|1.0|23.0|90.11|1.25e-05|0.00504|-1376.957298|4.7014
14c_a22|0|216.15|575.8|0|0.3078|1|0|1.42291727|-1460.38772|9.04|-0.026986769|1.568396937|1|2|17.68831053|-0.030217952|-41.50359456|1742.5109329999998|0.0|1.0|27.0|109.38|2.4e-05|0.0107|-1460.602657|6.8153
4_a4|0|230.37|394.06|0|0.55032|1|1|1.343865392|-1029.813844|3.1195|-0.0214610589999999|2.183056868|1|2|4.4155367960000005|-0.0255766729999999|-18.24679326|713.9097433|1.0|0.0|21.0|43.6|2.69e-05|0.00877|-1029.960398|7.1079
