molecula|n9FaHRing|Wavelength (max. Transition) (nm)|Approximated area|SaaNH|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|SaasN|pIC50|n5aHRing|AATSC1i|MATS8s|GATS1pe|FNSA3|FPSA3|FNSA1|PNSA4|GeomPetitjeanIndex|GeomRadius|CYP2D6 inhibitor|Num. of Aromatic heavy atoms|Log S (ESOL)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Total Energy (water) (Hartree)|pIC50
9r_a24|0|277.23|616.11|2.950959457|0.0029|-0.21074|0.0|7.9586|1|-0.2920573039999999|-0.120617935|0.7526889940000001|-0.0618978309999999|0.015557618|0.6152148279999999|-17.31173182|0.473403843|9.672636984|1.0|23.0|-4.06|8.84e-07|1.82|-1294.486221|7.9586
13h_a6|0|254.58|591.53|3.464247528|0.2121|-0.2153199999999999|0.0|7.3279|1|-0.215607882|-0.0256002129999999|0.789769968|-0.074151997|0.017441348|0.736918588|-22.63172141|0.461667017|9.11292243|1.0|27.0|-5.06|1.15e-08|3.83|-1386.613707|7.3279
17a_a10|0|224.26|603.73|0.0|0.0867|-0.21203|2.118111229|7.3098|1|-0.360142554|0.029106767|0.673253555|-0.055423599|0.020088947|0.564726042|-16.70343549|0.4918223679999999|8.621193279|1.0|21.0|-4.32|2.22e-05|3.95|-1524.557372|7.3098
12g_a31|0|323.3|542.78|3.42813681|265.0|-0.19241|0.0|6.9586|2|-0.081426376|-0.076150332|0.7983388929999999|-0.1284353869999999|0.030961426|0.6886488690000001|-23.98704875|0.470244801|8.098256552|1.0|16.0|-3.79|0.000136|4.17|-1578.846191|6.9586
20_a4|0|239.45|402.27|0.0|0.1415|-0.19747|2.017439295|6.1898|1|-0.103098674|0.246357638|0.665774148|-0.060595472|0.022933651|0.6435852470000001|-13.14728679|0.421704107|5.543543957000001|1.0|17.0|-3.87|0.000806|2.73|-934.2489802|6.1898
9_a10|0|222.72|631.5|0.0|0.0041|-0.21163|1.998759814|6.7144|1|-0.239634564|-0.000865755|0.692424727|-0.057690053|0.013842683|0.73129178|-20.27364785|0.45291714|8.765421221|1.0|21.0|-4.44|5.14e-06|4.51|-1410.041793|6.7144
2_a1|0|303.31|355.79|0.0|0.2991|-0.19826|2.233384354|5.2366|1|-0.326716897|0.079586368|0.5574897879999999|-0.0622285999999999|0.011282631|0.6944040029999999|-12.05838656|0.39830426|5.2823820260000005|1.0|17.0|-3.78|0.000185|3.31|-920.2093796|5.2366
15b_a10|0|215.17|587.53|0.0|0.1595|-0.20313|2.145379897|7.0706|1|-0.27395395|-0.058258414|0.7199249390000001|-0.046334564|0.015973068|0.670236374|-16.52377848|0.414077981|6.6940006620000005|1.0|21.0|-4.64|2.73e-06|2.74|-1317.766641|7.0706
7g_a8|0|327.36|507.78|3.095238804|0.5165|-0.22129|1.336155045|4.6772|1|0.046246982|0.098510683|0.606087461|-0.107714754|0.031841955|0.806738465|-27.51653399|0.470618047|7.588498875|0.0|23.0|-5.44|4.92e-06|6.26|-1374.493069|4.6772
13a_a30|0|245.34|541.59|0.0|0.1603|-0.20503|0.0|7.8665|1|0.006103754|0.019603815|0.802578397|-0.109682335|0.01856512|0.799862466|-28.90911938|0.4661332179999999|8.066980235|0.0|17.0|-4.3|0.000288|4.54|-1744.491614|7.8665
8c_a32|1|347.56|516.78|3.46252244|0.3272|-0.18873|0.0|7.4318|3|-0.1534110109999999|-0.024032462|0.7507116140000001|-0.076876481|0.016240436|0.600684883|-16.654735000000002|0.447542891|7.079719717000001|1.0|19.0|-4.39|8.86e-06|4.28|-1880.764533|7.4318
33_a47|1|296.13|423.52|0.0|0.2566|-0.21447|1.758479676|8.4|1|-0.338113214|0.065468525|0.607650682|-0.060080724|0.022346992|0.57681348|-14.56646493|0.4607629339999999|6.979305126|1.0|21.0|-3.72|2.79e-05|2.06|-1123.16428|8.4
12g_a30|0|244.53|577.31|0.0|0.1613|-0.2083699999999999|0.0|8.0334|1|-0.152855196|-0.0430471959999999|0.770326886|-0.086195758|0.027436565|0.7743107290000001|-27.49531395|0.459011202|8.694447089|0.0|17.0|-5.01|0.000165|3.88|-1743.214798|8.0334
2_a49|0|227.02|371.96|0.0|0.0572|-0.19923|2.12788659|7.2291|1|0.055400364|0.084099874|0.7701578720000001|-0.08647612|0.01105681|0.7154059890000001|-14.409545199999998|0.454163307|5.667936413|1.0|21.0|-3.89|4.94e-05|1.79|-1046.018455|7.2291
12bi_a36|0|319.1|603.92|3.466222049|0.0252|-0.2018|0.0|7.8539|1|-0.289604649|0.0997949019999999|0.8350231859999999|-0.082914301|0.034602166|0.4996603229999999|-19.43326441|0.461975362|8.454426643|0.0|17.0|-4.15|7.11e-05|2.68|-1461.997992|7.8539
14c_a23|1|334.81|549.86|0.0|356.0|-0.23096|3.349976042|8.6253|2|-0.13187015|0.1114214519999999|0.659570836|-0.0567889659999999|0.018842596|0.7834075309999999|-22.62557089|0.459622824|7.832948614|0.0|26.0|-5.55|4.55e-06|4.1|-2089.523959|8.6253
4R4k_a46|0|234.09|490.83|0.0|0.1008|-0.19529|2.145043462|7.0132|1|0.012963356|-0.003017362|0.784722915|-0.089699228|0.007883196|0.866681099|-16.19450581|0.465590034|5.522208638|1.0|17.0|-4.83|8.28e-05|4.52|-1053.439174|7.0132
12j_a30|0|238.56|549.64|0.0|0.1516|-0.1987799999999999|0.0|8058.0|1|-0.09353607|0.0060012969999999|0.7991060659999999|-0.073909106|0.015613498|0.8134611009999999|-23.39729904|0.476658597|8.067697897|0.0|17.0|-5.15|4.02e-05|4.14|-1615.096172|8058.0
9_a27|0|223.71|425.08|2.627701427|134.0|-0.2187|1.830911754|8699.0|1|-0.171520296|0.017503266|0.654138816|-0.078270599|0.019589991|0.7892801540000001|-17.36382286|0.466349763|5.03925321|0.0|21.0|-4.08|2.88e-05|4.67|-1083.143348|8699.0
12ao_a36|0|266.08|548.59|3.477902101|0.0033|-0.19662|0.0|7.5229|1|-0.1619981409999999|0.040831815|0.856135378|-0.077866573|0.017784426|0.7820981779999999|-24.98362913|0.462968912|8.769931502999999|0.0|17.0|-4.55|3.94e-05|3.83|-1310.361099|7.5229
10_a3|0|230.67|323.26|0.0|0.0463|-0.21249|0.0|5.1|1|-0.0947326669999999|-0.140523767|0.834020779|-0.1007256719999999|0.014615264|0.7066293240000001|-16.65993003|0.41220272|5.031169383|1.0|21.0|-3.84|9.35e-05|1.64|-1288.190838|5.1
3_a20 (SB-525334)|0|248.86|498.74|3.502142227|0.1171|-0.20131|0.0|6.7905|1|-0.277724429|0.087932573|0.7835436240000001|-0.061128029|0.0123308269999999|0.784910502|-16.53287135|0.457398769|5.943823875|1.0|21.0|-4.73|1.4e-06|3.9|-1086.585811|6.7905
5g_a40|0|356.27|367.19|0.0|261.0|-0.19908|1.534673091|6.9101|2|0.137067086|0.006643696|0.7733200179999999|-0.153687065|0.024937196|0.745349319|-23.39227384|0.488538966|6.193485364|0.0|14.0|-3.37|391.0|4.02|-1328.055803|6.9101
15a_a50|1|306.83|519.38|0.0|0.1767|-0.19948|4.126145086|7.3872|2|-0.209259615|-0.051676609|0.76745052|-0.0783960279999999|0.018014615|0.705410595|-17.54280159|0.4476230879999999|8.095541483|1.0|20.0|-3.92|0.0003|2.66|-1199.818129|7.3872
19c_a38|0|210.74|517.28|3.332128134|0.1417|-0.21303|0.0|8.0348|1|-0.20848518|0.073931688|0.6885713729999999|-0.0918007669999999|0.024315945|0.7187071909999999|-24.06579196|0.477803802|6.97753104|0.0|17.0|-4.12|5.14e-05|3.23|-1424.42734|8.0348
11_a47|0|332.82|549.52|0.0|0.2321|-0.20554|0.0|7.4|0|-0.079543257|-0.058523885|0.686454722|-0.08164597|0.008462682|0.816608795|-22.02062158|0.4686568239999999|5.966142027|1.0|28.0|-6.03|1.19e-08|4.84|-1396.184699|7.4
5e_a40|0|333.85|390.33|0.0|0.5262|-0.2201699999999999|1.661964758|7.6021|2|0.010397494|-0.402340487|0.5087199929999999|-0.076883794|0.019851304|0.8223594679999999|-17.06741495|0.47779156|6.533857846|0.0|14.0|-4.25|0.00678|4.99|-1637.197299|7.6021
14x_a23|1|305.07|537.48|0.0|0.3057|-0.23475|3.101221922|8.4949|2|-0.206574435|-0.035031888|0.558482531|-0.0708831479999999|0.022095943|0.722211323|-22.56979253|0.468120981|7.777802167999999|0.0|26.0|-5.27|5.23e-06|3.97|-1828.393372|8.4949
12bc_a36|0|237.57|563.76|3.43846811|0.3478|-0.21499|0.0|8.0969|1|-0.1716508239999999|0.006621918|0.771220556|-0.077192869|0.01824287|0.77146807|-25.91194805|0.467645467|8.273766079|0.0|17.0|-5.18|7.83e-06|4.42|-2152.134749|8.0969
15a_a22|0|245.14|541.27|0.0|0.0955|-0.21285|1.646649187|6.8447|1|-0.165471815|-0.09744639|0.655865336|-0.061755825|0.02126757|0.702735071|-21.33157831|0.444668211|8.157552588|1.0|27.0|-4.68|2.56e-07|4.98|-1368.35331|6.8447
47k_a18|0|400.63|793.48|0.0|0.5920000000000001|-0.17135|0.0|7.5376|0|-0.421027889|0.022512501|0.737517943|-0.065324278|0.015080484|0.7153044209999999|-23.89547793|0.467246896|9.777177947|1.0|18.0|-5.33|1.85e-06|8.45|-1664.756029|7.5376
14a_a25|0|231.18|548.29|0.0|0.1756|-0.2143|1.667057351|6684.0|1|-0.077269115|-0.085643386|0.653818362|-0.069657015|0.012870836|0.8067529940000001|-21.90268583|0.492236681|7.39139255|1.0|27.0|-5.29|1.08e-07|5.79|-1352.298438|6684.0
13d_a5 (GW788388)|0|269.0|532.01|2.945204608|0.1549|-0.22841|0.0|7.7447|1|-0.016337128|0.024905619|0.71006207|-0.086824482|0.014571846|0.669182121|-19.30187193|0.488398052|8.077599766|1.0|23.0|-4.35|6.16e-07|3.81|-1390.589662|7.7447
18d_a25|0|219.39|664.72|0.0|0.0389|-0.2201|1.918453956|6.6345|1|-0.061965108|-0.03671629|0.696372329|-0.061527513|0.011158458|0.75793699|-21.166323|0.476833495|9.479218984|1.0|27.0|-5.54|2.81e-08|4.56|-1806.848384|6.6345
18b_a25|0|223.65|612.24|0.0|0.0468|-0.22145|1.824998189|7.2924|1|-0.061048368|-0.026045966|0.6915652390000001|-0.063132226|0.01278627|0.7847794690000001|-21.46130777|0.493622561|8.654596906|1.0|27.0|-5.71|6.690000000000001e-08|4.32|-1767.52411|7.2924
9i_a24|0|268.3|363.15|2.9199957480000003|0.0029|-0.21943|1.865102513|7.0555|2|-0.336939175|0.139004845|0.73094562|-0.064657333|0.025118046|0.499238289|-11.64783344|0.468272544|5.946747117|1.0|22.0|-3.1|0.000258|1.13|-945.286637|7.0555
4n_a46|0|215.82|502.02|0.0|0.0711|-0.20685|2.093595994|5.2845|1|0.109017734|-0.06655165|0.7427183759999999|-0.103381106|0.008424451|0.863203663|-17.06080312|0.428896538|5.666371466|0.0|17.0|-5.1|7.340000000000001e-05|4.57|-1090.343872|5.2845
12c_a5|0|265.66|519.21|2.977832018|105.0|-0.21128|0.0|7.3279|1|-0.020144382|0.05430631|0.782051277|-0.070873852|0.016374249|0.583585895|-14.74941369|0.4609383929999999|7.293547043999999|1.0|23.0|-4.33|2.03e-07|2.06|-1316.542713|7.3279
6a_a40|0|415.55|497.78|0.0|0.4015|-0.21255|1.78213955|7.3979|2|-0.040435852|-0.012261923|0.657059571|-0.109047987|0.016399125|0.8678518190000001|-30.69915817|0.41480944|6.945713476|0.0|14.0|-4.99|0.0396|7.73|-2371.579899|7.3979
13b_a30|0|245.51|544.04|0.0|0.1415|-0.20313|0.0|7.5901|1|0.006103754|-0.045844862|0.802578397|-0.109962789|0.018555474|0.800290866|-28.93268471|0.454574838|8.804739699999999|0.0|17.0|-4.3|0.000288|4.54|-1744.492044|7.5901
3k_a32|1|350.6|452.36|3.644417045|0.3082|-0.19988|0.0|8.0605|3|-0.090775221|-0.127713677|0.7681279190000001|-0.0711378679999999|0.0123637989999999|0.78057227|-16.67514938|0.472646737|6.153598893|1.0|19.0|-5.61|2.15e-05|3.81|-1750.164914|8.0605
4b_a46|0|272.4|508.79|0.0|0.1784|-0.21811|2.189591837|6.2612|1|-0.123416853|-0.263387881|0.69830739|-0.0524080009999999|0.007568202|0.8104680259999999|-12.50898928|0.428987199|5.76401157|0.0|17.0|-4.63|2.12e-05|3.98|-1033.556797|6.2612
1_a1 (SKF-104365)|0|318.72|358.09|0.0|0.2178|-0.19624|2.196347317|5.7959|1|-0.300426726|-0.015406451|0.551667506|-0.067997692|0.0133681239999999|0.709744919|-13.65596178|0.416807085|5.2735884010000005|1.0|17.0|-4.02|0.000295|3.45|-1279.084677|5.7959
17e_a50|1|292.6|602.89|0.0|0.1785|-0.19805|4.3906140030000005|6.8097|2|-0.310566368|-0.1710526319999999|0.736221185|-0.046347299|0.012865274|0.803671114|-18.5444588|0.489797496|8.52101688|1.0|20.0|-5.18|2.03e-05|3.8|-1375.295877|6.8097
12q_a36|0|236.72|531.58|3.453150038|0.3419|-0.2126199999999999|0.0|8.2218|1|-0.177407665|-0.017640538|0.8065052890000001|-0.07607684|0.018562763|0.768692389|-24.67976947|0.486620426|7.546533709|0.0|17.0|-4.59|2.77e-05|3.79|-1692.544456|8.2218
4j_a46|0|229.82|572.31|0.0|0.1418|-0.20071|2.194310043|6.0942|1|-0.087688953|-0.061823242|0.728293097|-0.05924408|0.01492164|0.776932317|-14.65075732|0.402450715|6.274010655|1.0|17.0|-5.31|7.33e-06|4.93|-1132.043677|6.0942
17a_a50|1|291.88|616.93|0.0|0.1754|-0.1992|4.319202937|7.0706|2|-0.3891730779999999|-0.204032723|0.732114362|-0.045404408|0.013784807|0.7899109000000001|-18.26510428|0.486855438|8.087984548|1.0|20.0|-4.44|6.97e-05|3.08|-1258.566007|7.0706
3_a47|0|217.52|402.58|0.0|0.2182|-0.2119|0.0|6.5|0|-0.024240921|0.104873188|0.815682427|-0.083129079|0.008609292|0.7849694909999999|-19.12022366|0.403777634|6.46319354|1.0|22.0|-5.35|1.33e-06|4.12|-1470.137664|6.5
1a_a18 (SB-431542)|0|324.5|464.08|3.3674017380000003|0.3347|-193.0|0.0|6.9031|1|-0.033765606|-0.08530265|0.795744863|-0.126408788|0.033020439|0.7531996609999999|-27.46300805|0.472443977|7.52384981|1.0|23.0|-4.25|7.81e-06|4.57|-1292.588031|6.9031
8g_a12|1|294.8|418.41|2.897921027|0.1601|-0.21633|0.0|5.43|1|0.122649613|-0.04981165|0.7714487940000001|-0.076856227|0.008910823|0.90166696|-23.58177591|0.463772637|6.882798206|1.0|21.0|-4.34|3.53e-06|3.68|-1154.321531|5.43
14b_a23|1|334.55|525.66|0.0|0.3603|-0.2286699999999999|3.2475997860000003|8.3536|2|-0.17267308|-0.00399443|0.5935522360000001|-0.063267638|0.020454632|0.774359705|-22.74225338|0.450973737|7.833620016|0.0|26.0|-5.11|9.18e-06|3.72|-1729.161608|8.3536
33_a20|0|227.79|563.98|0.0|0.0463|-0.21788|1.915285809|7.4685|1|-0.060582944|-0.0854333469999999|0.607038752|-0.058927252|0.012738882|0.759356182|-17.37608867|0.465855239|8.062843544|0.0|27.0|-5.53|8.199999999999999e-08|4.07|-1275.852801|7.4685
14ae_a23|1|344.06|627.57|0.0|0.3205|-0.21659|3.338149829|8.6038|2|-0.253318853|0.107765697|0.7317531540000001|-0.065169397|0.03467374|0.53040766|-19.28284095|0.479058976|8.123993885|0.0|26.0|-5.08|1.17e-05|2.99|-1858.967022|8.6038
12m_a36|0|320.72|505.51|3.40403699|0.4718|-0.20993|0.0|7.5229|1|-0.090926893|-0.075712087|0.849217847|-0.10031651|0.022725561|0.7471181240000001|-28.57011677|0.465323422|7.312794835|0.0|17.0|-3.8|0.000305|3.88|-1401.654499|7.5229
1n_a5|0|282.82|481.06|2.91912867|0.3789|-0.23278|0.0|7.5686|1|-0.015850084|-0.013686011|0.656280207|-0.082180848|0.023129277|0.627751746|-17.50346525|0.483868192|7.881746117|1.0|23.0|-4.18|3.01e-06|4.19|-1179.209088|7.5686
7l_a46|0|272.71|414.82|0.0|0.2024|-0.2231699999999999|2.1525548|5.7122|1|-0.143129469|-0.1237456669999999|0.6539666829999999|-0.0565894359999999|0.011594057|0.67467081|-10.620390400000002|0.46327253|5.273701985|1.0|17.0|-3.72|0.000151|2.42|-915.6081232|5.7122
11g_a5|0|274.87|542.13|2.9590700880000003|0.2403|-0.2146199999999999|1.984996534|7.5229|2|-0.233590516|-0.075382189|0.73551511|-0.067247149|0.023215707|0.543581314|-16.72000506|0.485790997|9.342496899|1.0|28.0|-4.31|3.770000000000001e-07|2.3|-1330.189793|7.5229
16h_a32|1|342.67|556.05|3.340888605|0.2914|-0.2|0.0|8.0655|3|-0.219947482|-0.003188883|0.7619492790000001|-0.081151869|0.02096013|0.7359051059999999|-24.62973479|0.459750275|6.710057805|0.0|19.0|-4.75|4.09e-05|4.54|-1955.99895|8.0655
2_a47|0|333.46|371.19|0.0|0.2143|-0.20731|0.0|6.2|0|-0.0274111779999999|0.115527282|0.875463345|-0.083455669|0.008511123|0.784978115|-18.32875817|0.433425706|5.308758149|1.0|22.0|-5.11|4.73e-06|3.49|-1010.540464|6.2
13b_a50|1|293.0|617.26|0.0|0.1553|-0.19622|4.253030728|5.7375|2|-0.269353185|-0.041506802|0.71935296|-0.051509874|0.019899348|0.700410304|-19.24847021|0.4321103879999999|9.514897025|1.0|20.0|-5.1|2.68e-05|3.63|-1470.401544|5.7375
12ae_a36|0|236.84|615.71|3.412870974|0.3366|-0.21149|0.0|7.8239|1|-0.261631709|-0.0931249669999999|0.750657639|-0.085851235|0.023873046|0.6849975640000001|-27.14173115|0.465246185|8.676756505|0.0|17.0|-3.72|6.45e-05|6.24|-1876.203168|7.8239
12au_a36|0|241.65|618.65|3.422314661|0.0158|-0.2087099999999999|0.0|7.3279|1|-0.261631709|-0.021932444|0.750657639|-0.090166553|0.021569487|0.7160586109999999|-27.36414058|0.492871181|8.963940512999999|0.0|17.0|-3.72|6.45e-05|6.24|-1876.207937|7.3279
14e_a25|0|212.19|596.96|0.0|0.0007|-0.2116699999999999|1.5926486519999998|7.1249|1|0.025802692|-0.144369439|0.6954126970000001|-0.1011107469999999|0.015024526|0.806446896|-28.3735856|0.491527882|8.459867391|1.0|27.0|-4.73|3.38e-07|6.51|-1521.012915|7.1249
12am_a36|0|236.99|562.14|3.340519946|0.2987|-0.21356|0.0|7.2218|1|-0.3344729369999999|-0.0147665219999999|0.624142499|-0.091472759|0.017590648|0.788334835|-31.72964526|0.484558903|8.772646622|0.0|17.0|-5.07|3.37e-05|4.86|-1645.205296|7.2218
14a_a23|1|334.02|516.58|0.0|0.3764|-0.2238099999999999|3.39397765|8.5498|2|-0.137733142|0.114693804|0.6888154959999999|-0.055677662|0.019504497|0.7807587890000001|-21.61564087|0.462434482|7.668841725|0.0|26.0|-4.96|1.6100000000000002e-05|3.47|-1629.928331|8.5498
16_a3|0|384.94|368.22|0.0|0.3866|-0.2029|0.0|7.3768|1|0.008045619|-0.142670655|0.640070307|-0.108919585|0.012203576|0.8296818009999999|-20.36587865|0.484889078|5.780331402000001|1.0|21.0|-4.49|2.25e-05|3.19|-1371.388717|7.3768
14b_a25|0|228.59|603.27|0.0|0.0006|-0.22149|1.616664856|7.6576|1|-0.074541111|-0.085205646|0.632638761|-0.076156512|0.016003559|0.772789587|-22.67004596|0.490638154|8.690235527|1.0|27.0|-5.23|9.93e-08|5.61|-1444.544749|7.6576
38_a18|0|384.55|734.93|0.0|0.5147|-0.18066|0.0|7041.0|0|-0.11123356|-0.03302891|0.7400818459999999|-0.076974444|0.00838904|0.880927895|-25.65190078|0.4666657999999999|10.98254153|1.0|18.0|-6.11|2.38e-08|8.95|-1611.630281|7041.0
19l_a38|0|337.75|502.31|3.280796643|0.0233|-0.2001|0.0|7.8633|1|-0.191751024|-0.032569307|0.700181525|-0.079681862|0.0219046379999999|0.7374102309999999|-24.20618316|0.430111845|6.568874137999999|0.0|17.0|-4.72|2.25e-05|4.08|-1409.5865199999998|7.8633
8e_a8|0|267.77|526.86|3.01599663|0.1671|-0.19972|1.311619189|4.7014|1|0.183313231|0.02023118|0.636205913|-0.115572516|0.0211004739999999|0.803307236|-26.80224874|0.483244415|7.50719734|0.0|23.0|-4.9|6.63e-06|7.22|-1376.957298|4.7014
19a_a22|0|246.01|567.03|0.0|0.0623|-0.21478|1.572240489|7.3188|1|-0.0611158559999999|-0.155892259|0.699744887|-0.090145161|0.024839714|0.684706189|-26.21905704|0.4347718229999999|8.648671382|1.0|27.0|-4.11|8e-07|5.69|-1537.071348|7.3188
7h_a8|0|315.62|500.94|2.99743835|0.3885|-0.22875|1.2793830309999998|4.9788|1|0.141285105|0.095758228|0.507325475|-0.093181899|0.011647275|0.892830345|-23.65556243|0.4346108389999999|7.589672923999999|0.0|23.0|-5.5|1.31e-06|6.81|-1285.182226|4.9788
7_a47|0|333.26|455.81|0.0|0.2144|-0.2073699999999999|0.0|7.6|0|-0.04311702|-0.04402021|0.671549194|-0.081264417|0.008915606|0.816979353|-20.44278719|0.405265781|6.485224033|1.0|22.0|-6.06|1.3900000000000001e-07|5.08|-1647.996662|7.6
13d_a6|0|255.64|598.06|3.447870607|0.2513|-0.20146|0.0|6.4437|1|-0.174259072|-0.027209556|0.7995080809999999|-0.092581323|0.030793771|0.769432845|-27.03045032|0.4128711229999999|9.086171078|1.0|23.0|-5.27|1.68e-07|4.5|-1389.403308|6.4437
7b_a10|0|205.85|400.65|0.0|0.0899|-0.21225|0.0|4.7033|0|-0.082499103|-0.108464916|0.586354126|-0.0590666679999999|0.009734392|0.781045839|-14.26924098|0.446575367|4.854451707|0.0|16.0|-5.28|3.54e-05|3.44|-1450.09312|4.7033
19h_a38|0|331.65|452.01|3.2723542610000003|88.0|-0.20379|0.0|8.0348|1|-0.217394466|-0.054149342|0.698414933|-0.082211319|0.021234963|0.75379331|-23.32673803|0.47459722|6.820483788|1.0|17.0|-4.17|5.610000000000001e-05|3.41|-1332.187847|8.0348
25d_a34|0|290.15|554.05|0.0|0.2106|-0.21234|1.940324546|6.0223|1|-0.342090037|0.14554928|0.778903495|-0.100582621|0.0292772039999999|0.7772035959999999|-29.42857839|0.478308897|6.933980884|1.0|23.0|-4.48|3.53e-06|6.05|-1426.496796|6.0223
7d_a10|0|212.18|417.68|0.0|0.0941|-0.21965|2.087763133|6.0325|1|-0.089622042|0.0658971929999999|0.525816226|-0.059327943|0.010495008|0.729585423|-13.12185056|0.484115691|6.100927672|1.0|21.0|-4.72|5.04e-06|3.49|-1129.198363|6.0325
9a_a31|0|327.21|540.01|3.348289714|0.7028|-0.20032|0.0|6.8239|2|-0.15653721|0.045292529|0.76226755|-0.100906991|0.033245595|0.737758755|-27.87131275|0.484502446|7.812278516|1.0|22.0|-4.77|3.07e-06|5.27|-1691.9526239999998|6.8239
12aa_a36|0|318.73|520.19|3.4172704080000003|0.4446|-0.20829|0.0|8.0458|1|-0.090926893|0.156337925|0.849217847|-0.1066659309999999|0.023617545|0.731335741|-28.21625599|0.44829258|8.05947774|0.0|17.0|-3.45|0.000305|3.88|-1401.662677|8.0458
3_a27|0|225.24|425.72|0.0|0.2208|-0.21969|3.127072625|8.3979|1|-0.341338963|0.136381755|0.610158103|-0.06145119|0.019234305|0.733853752|-16.72996312|0.44566003|6.457886343999999|0.0|21.0|-3.99|0.000423|4.92|-1081.905135|8.3979
16b_a32|1|342.39|567.01|3.2902303|0.2849|-0.2094099999999999|0.0|7.7696|3|-0.222700615|0.056127969|0.6762731040000001|-0.088716278|0.015808858|0.7476362679999999|-22.14820988|0.414997448|6.466656381|0.0|19.0|-4.55|1.1e-05|6.37|-2315.990437|7.7696
19_a47|1|322.68|412.31|0.0|0.3243|-0.2117099999999999|1.445775615|7.3|1|-0.126992366|-0.024256505|0.614975047|-0.105205489|0.026805875|0.637832605|-20.66983856|0.463378097|7.06969105|1.0|21.0|-3.66|4.59e-05|3.51|-1335.75742|7.3
14i_a23|1|335.72|580.74|0.0|0.3639|-0.23121|3.2692375460000003|8.4622|2|-0.033435987|0.158023239|0.7333675390000001|-0.0889593869999999|0.0214262489999999|0.7780956840000001|-27.18760085|0.478050606|8.107659819|0.0|26.0|-4.39|5.03e-05|4.64|-1798.64228|8.4622
19_a31|0|246.28|537.66|3.2411335510000003|0.2271|-0.20675|0.0|5.7447|2|-0.1751017789999999|0.019858798|0.6427749970000001|-0.0909201569999999|0.014675044|0.776211804|-21.12293613|0.446100738|7.0760696020000005|1.0|16.0|-3.92|1.46e-05|5.24|-1489.532192|5.7447
22_a10|0|256.95|602.93|0.0|0.1922|-0.2180699999999999|2.113627059|5.9586|1|-0.208132084|-0.02603707|0.646474494|-0.053881447|0.016720696|0.564323334|-17.4251029|0.422182297|8.84228648|1.0|27.0|-5.53|2.03e-07|5.65|-1544.237634|5.9586
15a_a10|0|215.08|563.27|0.0|0.1583|-0.20335|2.141907675|7.6198|1|-0.285973309|-0.0232534929999999|0.713078124|-0.0458501609999999|0.0156991769999999|0.676473201|-16.19032994|0.407638879|6.71451044|1.0|21.0|-4.4|6.51e-06|2.4|-1278.452284|7.6198
14p_a23|1|346.79|573.24|0.0|0.3802|-0.2382|3.3252287430000003|8.5302|2|-0.131709531|0.099883916|0.669357479|-0.063033628|0.0221104079999999|0.751638299|-22.70933393|0.464933687|9.014073839|0.0|26.0|-4.9|1.4800000000000002e-05|3.29|-1722.181612|8.5302
5_a47|0|334.35|401.16|0.0|0.2108|-0.20954|0.0|7.7|0|-0.0428873159999999|0.065981732|0.675164258|-0.087763105|0.009936558|0.781571204|-20.34777119|0.4736061789999999|5.861037845|1.0|22.0|-5.5|7.590000000000001e-07|4.37|-1569.369195|7.7
12v_a36|0|319.16|502.83|3.468871488|0.0223|-0.20404|0.0|7.8539|1|-0.239932418|0.024751559|0.84179881|-0.078158778|0.027145269|0.6276553979999999|-21.78731129|0.461799225|8.456596706000001|0.0|17.0|-4.07|8.340000000000001e-05|2.65|-1347.475543|7.8539
12an_a36|0|239.49|571.76|3.489959714|0.0644|-0.21035|0.0|7.3979|1|-0.133106642|-0.009636347|0.855081905|-0.073519599|0.0173118669999999|0.783512615|-24.99720254|0.44576647|8.773001855|0.0|17.0|-4.51|3.83e-05|3.37|-1670.452238|7.3979
7f_a8|0|324.68|495.55|2.961566988|0.1502|-0.21998|1.2793830309999998|4.4479|1|0.141285105|-0.048917705|0.507325475|-0.091890536|0.0138113419999999|0.880922225|-23.17880348|0.4513917389999999|7.704280774|0.0|23.0|-5.5|1.31e-06|6.81|-1285.196168|4.4479
26_a20|0|256.05|543.96|0.0|0.0814|-0.21226|1.877209467|6.8827|1|0.057022334|-0.070815554|0.690530489|-0.0862808009999999|0.012753218|0.7848887259999999|-22.11735334|0.472355054|7.598632688999999|1.0|27.0|-5.02|2.780000000000001e-07|4.97|-1352.315376|6.8827
13b_a5|0|265.31|503.93|2.948625157|0.3064|-0.22451|0.0|6.9586|1|-0.091464693|0.03431921|0.653356347|-0.0694958329999999|0.0138892369999999|0.654076389|-17.04942469|0.455921715|8.427551282000001|1.0|23.0|-4.43|1.72e-06|4.66|-1276.066049|6.9586
28_a47|1|337.37|461.73|0.0|0.2996|-0.2052|1.408016295|7.6|1|-0.126992366|-0.175007067|0.614975047|-0.1132830309999999|0.026080156|0.65225927|-22.66839387|0.472690874|7.864990866|1.0|21.0|-3.66|4.59e-05|3.51|-1335.759232|7.6
9b_a31|0|224.94|562.68|3.338934004|0.2627|-0.2013599999999999|0.0|7.2007|2|-0.2345186269999999|0.01752821|0.77051712|-0.103937658|0.034595809|0.689175183|-23.95020956|0.469546953|8.097516252|1.0|16.0|-3.86|5.520000000000001e-05|4.69|-1578.839267|7.2007
