molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|NaasN|SRW09|nAHRing|BCUTs-1|AATSC1c|SRW07|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|AATSC8d|n5aRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|MATS8s|nFaHRing|RASA|FNSA5|PBF|FPSA3|PNSA3|PNSA5|RNCS|TPSA_x|FNSA4|WPSA3|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomShapeIndex|GRAV|WNSA2|DPSA4|DPSA1|DPSA2|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (gas phase) (Hartree)|Area (grid)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
12aj_a36|0.0|1|0|0|3.482902101|0|7.412764017000001|2|1.29704406|-0.00706023|5.351858133|0.043848238|0.064171987|0.0|-0.402433117|0.002951176|-0.042227364|1|0.003962098|0.1087087|-0.104118159|-0.1763783589999999|-0.43462267|0.091113865|0|0.8269863129999999|-0.10279655|0.251263868|0.018305468|-46.79363201|-65.89100364|82.34300699|110.89910559999998|-0.0368515929999999|7.521007149|-29.99399664|76.5855549|58.52715472|0.47532973|530.0854761|-1251.929069|2275.825451|-15.14089115|0.22507266|8.056502837|0.905958957|5763.333098|-802.4672307|30.48195872|-352.4483722|1615.543812|1.0|0.0|0.0|2.0|4.84|0.0|0.17|-6.97|3.24|2.19|69.2|2.24|1.0|128.72|1.0|-4.16|30.0|4.0|-6.55|0.0|0.0|2.14|-4.3|6.929999999999999e-05|0.0274|5.05e-05|0.02|0.0|4.270000000000001e-05|-0.05275|5.2301|3.48|-1272.241135|682.84|0.5616|237.06|0.4112|0.0082|5.8554|-0.20093|0.03225532|-1272.060325|7.8393|7.7696|7.7696
9i_a40|0.0|0|0|0|0.0|1|7.515889085|0|0.604992808|-0.0071562119999999|5.4161004020000005|0.045555556|0.187127708|0.891973262|-0.279092262|0.004532692|-0.1788455119999999|2|0.004019925|0.333430103|0.105172175|0.187399127|-0.542471361|-0.154977678|1|0.830980762|-0.088485615|0.006324687|0.011010661|-46.80087537|-44.58600513|213.7117392|85.16517222|-0.036869006|2.795536563|-23.58195819|49.81256531|52.34891159|0.477626156|418.7133986|-668.7900768999999|335.9672843|-9.360805225|0.140977546|7.700852478|0.91433781|4201.058793|-336.98898810000003|21.62632891|-361.8074422|778.5478408|1.0|1.0|1.0|1.0|3.25|2.9|0.06|-6.03|3.84|4.02|84.45|2.99|1.0|91.11|1.0|-5.32|22.0|2.0|-5.44|0.0|1.0|3.52|-4.71|4.79e-06|0.00147|1.97e-05|0.00603|0.0|0.000285|-0.05989|4.3611|3.2|-1273.31399|534.44|0.5012|284.3|0.56118|0.3362|2.0895|-0.17956|0.02072395|-1273.217301|2.7887|5.9031|5.9031
12l_a36|0.0|1|0|0|3.426092687|0|7.412764017000001|2|1.297044247|-0.0076430169999999|5.351858133|0.039061728|0.128666217|0.0|-0.4203659179999999|-0.000143196|-0.0452558729999999|1|0.001194592|0.228884463|-0.098598933|-0.175397741|-0.428857427|-0.041707369|0|0.84381923|-0.107815735|0.3827446779999999|0.0220227089999999|-52.05361632|-70.17688229|39.27257375|101.6575135|-0.038052612|9.330278191|-33.88151556|83.76912404|66.38812034|0.4619814279999999|549.2389652|-1263.1838810000002|2385.788754|-16.12160667|0.262041641|7.471134223|0.8586718990000001|6121.6555530000005|-822.2019402000001|33.56329135|-309.7725155|1711.727859|1.0|1.0|0.0|2.0|4.78|0.0|0.13|-6.66|2.75|1.76|92.99|1.38|1.0|128.47|1.0|-4.57|31.0|5.0|-6.68|0.0|0.0|1.77|-4.29|2.72e-05|0.0111|5.08e-05|0.0206|0.0|8.97e-05|-0.0510399999999999|3.8619|2.98|-1325.15957|686.83|0.4524|321.05|0.6925|0.4524|5392.0|-0.20973|0.03508404|-1325.0137550000002|7.2021|7699.0|7699.0
12f_a31|0.0|1|0|0|3.4780522210000004|0|7.765993078999999|1|0.6101347579999999|-0.011835152|5.733341277|0.03703252|0.043286807|0.0|-0.698273995|-0.00150321|-0.0164221939999999|2|0.000889251|0.068054139|-0.130400541|-0.205011573|-0.551471017|-0.021938988|0|0.700992225|-0.118239376|0.262896936|0.027617942|-68.14417693|-82.48950216|159.84734269999998|208.6022728|-0.0337826789999999|13.44201623|-47.54067074|97.53070764|87.41178754|0.482666192|489.0460499|-1319.832035|1805.921786|-16.44247509|0.313117045|9.859605078|0.932987917|5845.744358|-920.7786053|34.31214739|-260.7571603|1921.480254|1.0|1.0|1.0|2.0|3.86|3.78|0.41|-8.02|6.43|4.48|117.37|1.53|3.0|117.78|1.0|-5.98|30.0|5.0|-6.19|0.0|1.0|4.01|-4.63|1.05e-06|0.0004469999999999|2.37e-05|0.0101|0.0|4.06e-06|-0.03317|3.8305|5.39|-1696.741889|755.33|0.2664|323.68|0.7006600000000001|0.2664|1.8803|-0.19211|0.04363832|-1696.53373|3.3538|6.8861|6.8861
19e_a38|0.0|1|0|0|3.376977671|0|7.412764017000001|2|1.297043576|-0.007550899|5.351858133|0.04508642|0.021678225|0.0|-0.4379521229999999|-0.001197042|-0.038386106|1|0.000347207|0.045449529|-0.091460175|-0.191751024|-0.436305701|0.04818471|0|0.776562593|-0.10214405|0.552393659|0.02118651|-56.34606212|-68.82539051|118.734325|150.553721|-0.03783113|9.619015829|-37.96637911|82.37885703|70.62168376|0.4655978389999999|523.2534216|-1376.50781|3426.997928|-17.17594064|0.250809026|6.596408983|0.871249918|6531.762734|-927.5007945|34.02454948|-335.8133169|1837.325672|1.0|1.0|1.0|3.0|4.96|3.08|0.12|-7.28|4.03|3.09|81.23|2.75|2.0|135.78|1.0|-4.94|32.0|4.0|-6.39|0.0|1.0|3.3|-4.72|1.15e-05|0.0049|1.89e-05|0.00807|0.0|2.25e-05|-0.05139|5.2322|4.08|-1409.547647|685.34|0.3948|236.96|0.41961|0.3738|5.8426|-0.20723|0.03483011|-1409.37733|8.0952|8.0083|8.0083
17_a12|0.0|0|0|0|0.0|0|6.823286122000001|1|0.610029543|-0.00864055|4.727387819|0.035816993|-0.210594127|0.0|-0.38018419|-0.002523977|-0.070249784|1|-0.000651751|-0.3748198379999999|-0.113649923|-0.202276514|-0.559137213|-0.043392747|0|0.858119365|-0.096209886|0.318309599|0.011226177|-36.25249721|-50.13411606|69.36398419|73.93273708|-0.035198739|3.048310481|-18.89085387|57.97616997|42.10235809|0.466056241|447.1583691000001|-752.0117408|1470.257187|-9.557722681|0.213298781|5.669161963|0.8728564259999999|4866.339908|-391.8666299|23.31475957|-298.7949107|955.9051425|1.0|1.0|1.0|1.0|4.13|2.97|0.17|-7.16|4.51|2.56|78.41|2.47|0.0|103.12|1.0|-4.51|24.0|4.0|-6.07|0.0|1.0|3.14|-4.24|3.1e-05|0.0103|5.7100000000000006e-05|0.0191|0.0|2.32e-05|-0.06322|4.4014|2.87|-1366.776169|560.09|0.2213|281.69|0.39539|148.0|2128.0|-0.21781|0.02800938|-1366.689546|2.9806|7.7959|7.7959
12f_a30|0.0|0|0|0|0.0|0|7.412764017000001|2|0.60498366|-0.015345198|5.351858133|0.041555556|0.1468972409999999|0.0|-0.874676289|-0.00695299|-0.046588557|1|-0.004395528|0.4304505939999999|-0.077457998|-0.226973911|-0.6394697460000001|-0.043091382|0|0.8357464459999999|-0.108935062|0.56363596|0.01570263|-63.81176255|-76.85198573|101.2862703|115.8783181|-0.0452183279999999|7.815328055|-45.01820228|89.21786458|74.88972286|0.472521727|589.6060704|-1690.743686|2712.844784|-22.5055335|0.184824668|8.366190175|0.8958126809999999|7634.176316|-1192.793275|39.1336968|-444.7025522|2074.08593|1.0|1.0|0.0|1.0|4.73|0.0|0.17|-7.18|4.43|4.78|90.88|2.82|2.0|133.96|1.0|-6.7|34.0|8.0|-5.66|0.0|0.0|3.42|-5.92|1.99e-07|9.63e-05|1.2e-06|0.000579|0.0|3.19e-05|-0.05464|5.0587|5.52|-1987.998635|729.87|0.2166|245.09|0.32483|0.1596|3.6633|-0.20422|0.03400408|-1987.848015|4.6865|7.7144|7.7144
16_a31|0.0|1|0|0|3.096824452|0|7.758333467000001|1|0.61013894|-0.020181753|5.733341277|0.042528736|-0.050076586|0.0|-0.726543099|-0.017017891|0.06214876|2|-0.0125582419999999|-0.0897217219999999|-0.053194463|-0.09530799|-0.60894688|-0.038841601|0|0.546450126|-0.150315165|0.29485045|0.0374314139999999|-66.9420327|-70.82239128|130.369865|213.694252|-0.050105055|8.309441139|-31.54036284|83.86629191|84.57819254|0.427771627|257.4650715|-779.0463041|1212.615438|-11.12287666|0.26919564|5.521618837|0.747554032|4387.049328|-367.0549296|32.30339751|-217.4912527|1066.012118|0.0|0.0|1.0|2.0|3.2|1.93|0.14|-4.94|3.8|2.83|114.29|0.78|0.0|80.57|2.0|-4.36|21.0|4.0|-6.48|0.0|1.0|2.33|-3.6|4.38e-05|0.0131|0.000254|0.0762|0.0|0.00347|-0.0318899999999999|3.6596|1.7|-1308.202828|503.18|0.2534|338.79|0.70108|0.2534|3.7419|-0.1842|0.03948619|-1308.161433|5.5943|7.0458|7.0458
7l_a46|0.0|0|0|0|0.0|1|7.727094485|1|1.160371354|-0.00090473|5.533389489|0.04006734|-0.203375108|0.0|-0.038903382|0.013150047|0.050638298|1|0.0125870169999999|-0.331246137|-0.087877164|-0.143129469|-0.1082221709999999|-0.1237456669999999|0|0.907148114|-0.06289606|0.253138137|0.011594057|-27.30136533|-30.34397256|8.13531199|44.79605077|-0.022013621|2.698568452|-13.17144326|38.22273917|32.8948756|0.46327253|437.65027010000006|-424.8156159|1246.417766|-5.1237682730000005|0.32532919|5.273701985|0.863142947|4046.614178|-204.9507309|15.74158869|-168.5385796|629.6635476|1.0|0.0|1.0|0.0|3.04|2.64|0.28|-6.29|3.59|3.59|43.6|1.89|0.0|86.96|1.0|-3.18|22.0|3.0|-6.22|0.0|1.0|2.86|-3.72|0.000668|0.1939999999999999|0.0001889999999999|0.0548|0.0|0.000151|-0.03324|4.5464|2.42|-915.5830363|517.29|0.2024|272.71|0.68834|0.2024|3.3119|-0.2231699999999999|0.025086919|-915.493986|3.9009|5.7122|5.7122
7c_a10|0.0|0|0|0|0.0|1|7.535296702|1|1.343178184|-0.00375251|5.4161004020000005|0.039433962|-0.1122332619999999|1.798334646|-0.206388032|0.01006918|-0.066271289|1|0.0107756969999999|-0.176560297|-0.12177839|-0.191576261|-0.215874011|-0.087063341|1|0.906276489|-0.0876410609999999|0.487148112|0.027436939|-29.66615908|-51.2378943|87.99694927|54.79389751|-0.0223398779999999|9.377842892|-17.34382833|67.01436709|45.70671102|0.4675549639999999|529.8395322|-666.0926258|1881.379304|-7.635686595|0.47369361|6.703148323|0.8781281320000001|6034.895823|-389.4200163|24.81565867|-30.75918962|1265.598592|1.0|1.0|1.0|0.0|3.48|3.49|0.26|-7.78|4.59|4.43|62.06|1.99|1.0|113.07|1.0|-4.44|29.0|5.0|-6.2|0.0|1.0|3.59|-4.69|3.59e-05|0.0139|2.05e-05|0.00793|0.0|6.4e-06|-0.04004|5.4267|2.76|-1258.985004|635.47|0.4049|228.47|0.41348|0.0921|3.9465|-0.20059|0.02659395|-1258.801509|5.0714|5.4191|5.4191
17_a4|0.0|0|0|0|0.0|1|7.535296702|1|1.219995452|-0.006491052|5.4161004020000005|0.043084795|-0.01849014|0.0|-0.25315101|0.001892883|-0.094767116|1|0.002155864|-0.073733221|-0.0179434139999999|-0.07155304|-0.392770755|0.0147116789999999|0|0.888791225|-0.08932566|0.332034943|0.01061251|-45.75108579|-46.06264282|17.08736223|57.34712812|-0.042181562|2.822041259|-23.59250328|52.67753395|51.22364842|0.4440629029999999|458.3237652|-783.0649279|1658.726841|-11.21677197|0.138303414|5.923504372999999|0.798764653|5322.773303|-403.8037909|25.24299609|-373.0328031|908.7478594|1.0|0.0|0.0|0.0|3.31|2.94|0.11|-6.56|4.59|6.26|30.71|3.66|1.0|85.09|1.0|-4.36|25.0|6.0|-5.56|1.0|1.0|4.29|-4.81|4.39e-05|0.0152|1.5399999999999998e-05|0.00532|0.0|9.44e-05|-0.04186|4.3363|4.44|-1255.968357|527.39|0.2045|285.92|0.47353|0.2045|4.8197|-0.21745|0.02636403|-1255.932407|6.3221|6057.0|6057.0
8a_a12|0.0|0|0|0|0.0|0|0.0|1|1.283813597|-0.00771093|0.0|0.0420317459999999|-0.205012437|0.0|-0.362413703|-0.001510006|-0.084035283|0|0.000249868|-0.3422915179999999|-0.135424346|-0.226106307|-0.5385001079999999|-0.1261547959999999|0|0.892656426|-0.093050281|0.221703535|0.010336879|-30.69873711|-48.195997|46.32568673|55.59930083|-0.033836466|2.773166902|-15.90061008|55.45388635|36.0527909|0.46777503|462.3571879|-771.1359521|2093.2274030000003|-9.077610683|0.208569274|5.113243051|0.878904705|4806.044707999999|-399.41487|22.14447395|-301.89687089999995|974.3568539|1.0|1.0|1.0|1.0|4.06|3.06|0.15|-7.89|3.87|2.5|50.17|2.89|0.0|105.24|1.0|-3.9|25.0|4.0|-6.04|0.0|1.0|3.1|-4.21|0.000125|0.0408|6.19e-05|0.0203|0.0|4.2e-06|-0.06246|3.9091|3.41|-1046.0210880000002|556.3|0.2486|317.17|0.6309100000000001|0.2486|3.6588|-0.2194199999999999|0.02180654|-1045.902509|5.4032|6.7011|6.7011
6a_a40|0.0|0|0|0|0.0|1|8.421342866|1|0.604893625|-0.014623575|6.401917197|0.035707071|-0.146542353|0.775942224|-0.68730803|-0.001347823|-0.230955427|2|-0.001171195|-0.272320301|-0.021759541|-0.040435852|-0.620787469|-0.012261923|1|0.733750993|-0.117413572|0.360858579|0.016399125|-68.11170799|-73.33687786|185.06174|166.2999483|-0.049149867|6.397774285|-42.542782200000005|81.37714586|78.35465194|0.41480944|458.303126|-1320.063801|2536.88262|-19.17478857|0.132148181|6.945713476|0.708845065|7059.617542|-824.5159087000001|35.37373259|-459.522754|1521.070502|1.0|1.0|1.0|1.0|3.99|3.01|0.21|-4.05|4.38|3.07|173.43|1.62|2.0|120.14|2.0|-7.11|29.0|5.0|-6.32|1.0|1.0|3.17|-4.99|7.85e-08|3.47e-05|1.03e-05|0.00457|1.0|0.0396|-0.0926|2.9836|7.73|-2371.560378|649.48|0.4015|415.55|0.6782699999999999|0.4015|6.9379|-0.21255|0.01952089|-2371.443161|9.3893|7.3979|7.3979
1l_a5|0.0|1|0|0|2.964063799|0|6.605297921|0|1.270375394|-0.00183668|4.59511985|0.025672515|-0.111303801|0.0|-0.089997343|0.008244856|-0.05139414|1|0.007613233|-0.179824092|0.0271820189999999|0.043915678|-0.21108114|-0.174469948|0|0.890289002|-0.067755283|0.357062421|0.0078543119999999|-38.79937717|-38.27406105|167.86839980000002|61.974288|-0.026512937|2.506287665|-21.91725365|45.64819758|43.23617395|0.47265823|502.9124512|-688.9330988|903.1631908|-8.460199385|0.230593886|7.401206343999999|0.896303416|4665.793689|-389.1691717|19.46541135|-304.3678822|895.4089219|1.0|0.0|1.0|1.0|2.98|2.67|0.14|-8.83|5.56|5.32|54.46|2.57|1.0|105.07|1.0|-5.04|26.0|3.0|-5.4|0.0|1.0|4.06|-4.98|9.06e-06|0.00308|1.04e-05|0.00356|0.0|5.02e-07|-0.04149|4.6403|3.89|-1069.229786|609.85|0.4921|267.19|0.45892|187.0|2.1987|-0.21939|0.03182983|-1069.101032|3.3694|7.4949|7.4949
21_a10|0.0|0|0|0|0.0|1|7.535296702|1|1.343837211|-0.009308076|5.4161004020000005|0.035818182|-0.032405474|1.817620533|-0.549176498|0.001533145|-0.003554514|1|0.002099681|-0.051564917|-0.0236638829999999|-0.03765494|-0.4636733179999999|0.057775125|1|0.7747854129999999|-0.084654798|0.8663152820000001|0.018892889|-64.32920271|-59.80834512|240.7558768|159.11338909999998|-0.03292131|9.430154402|-45.44837698|75.80259699|77.676969|0.391384102|547.3834282|-1255.975247|2701.142106|-16.4322688|0.295893365|8.388036625|0.643072426|7048.414464|-887.342515|33.03306591|-288.401376|1783.785559|1.0|1.0|0.0|1.0|3.5|3.17|0.11|-8.71|4.47|5.6|90.13|2.81|2.0|128.59|1.0|-5.77|34.0|6.0|-6.07|0.0|0.0|4.04|-5.51|1.69e-06|0.0007599999999999|3.12e-06|0.0014|0.0|8.68e-07|-0.06082|5.9596|5.57|-1485.461532|716.1|0.2574|208.04|0.4226399999999999|0.1489|1.5138|-0.2226|0.03802869|-1485.278495|1.1872|5.3188|5.3188
14b_a50|0.0|0|1|1|0.0|2|7.934155233999999|2|1.267593742|-0.003935732|5.82008293|0.030219907|-0.068176984|2.115127752|-0.255822608|0.010215823|-0.041169251|2|0.011249462|-0.106938404|-0.1786649189999999|-0.280243276|-0.306633966|0.030057537|1|0.904076348|-0.076674952|0.7031402240000001|0.022423099|-33.02344264|-50.27694576|25.31245624|62.89861413|-0.025558317|9.64109526|-21.65397937|64.58491917|47.72661339|0.445384689|592.81677|-1005.538915|2984.248708|-10.98912227|0.362718946|6.3538844910000005|0.8030515570000001|6737.145102|-659.347336|26.29763086|-180.03459850000002|1577.857852|1.0|1.0|1.0|0.0|4.64|3.64|0.35|-6.86|3.72|4.81|66.99|2.32|2.0|128.39|1.0|-4.6|33.0|5.0|-6.5|0.0|0.0|3.6|-4.78|2.51e-05|0.0111|1.6800000000000002e-05|0.0074099999999999|0.0|6.12e-05|-0.02486|5.2834|3.05|-1431.037684|718.64|0.1637|234.67|0.55594|0.1373|5.3711|-0.1936|0.03081037|-1430.7933859999998|6.7927|5.1818|5.1818
4S4k_a46|0.0|0|0|0|0.0|1|7.825245291|1|1.134637098|-0.0049602|5.587248657999999|0.0510113959999999|-0.104665424|0.0|-0.252970193|0.006550513|-0.1032662209999999|1|0.006050983|-0.158788415|0.008544799|0.012963356|-0.3860697829999999|-0.003017362|0|0.891734458|-0.0860536609999999|0.199356973|0.007749296|-47.49082053|-45.61628327|172.7607401|57.39060501|-0.030477338|2.177526049|-25.17446332|49.42345536|51.59865384|0.461984953|472.7005375|-775.4768155|1729.18312|-8.564028983|0.132090036|5.523352655|0.858684076|4719.2906570000005|-411.0733912|18.61456563|-390.0516264|893.4991504000001|1.0|0.0|1.0|1.0|3.8|3.03|0.33|-6.61|4.26|4.77|50.94|2.84|1.0|100.96|1.0|-4.82|25.0|3.0|-5.46|0.0|1.0|3.79|-4.83|1.5e-05|5.0|1.4800000000000002e-05|0.0049299999999999|0.0|8.28e-05|-0.02074|5.2854|4.52|-1053.415665|566.82|0.2623|234.58|0.5716|0.0654|2.2655|-0.1947|0.02628818|-1053.255345|2.5693|6.7055|6.7055
20b_a10|0.0|0|0|0|0.0|1|7.535296702|1|1.343837209|-0.007463406|5.4161004020000005|0.035818182|-0.030238422|1.854149459|-0.447804373|0.001965496|-0.013623188|1|0.002637529|-0.049452599|0.019531637|0.031942481|-0.450145946|0.052265135|1|0.75259177|-0.088479815|0.6741049840000001|0.013038163|-60.68950774|-56.53849503|81.39248686|158.09355980000004|-0.033783202|5.323735696|-38.78052212|67.46831286|69.02087825|0.454087415|480.905232|-1187.308396|2257.777328|-13.79433873|0.238378673|7.554743755|0.8317951020000001|7173.225184999999|-758.6886304|28.34404003|-334.3514234|1558.922202|1.0|1.0|1.0|1.0|3.54|3.15|0.11|-8.93|4.23|5.0|95.92|2.41|2.0|129.73|1.0|-5.22|34.0|5.0|-6.53|0.0|1.0|3.66|-5.09|6.05e-06|0.00271|8.13e-06|0.00364|0.0|5.26e-07|-0.0578399999999999|5.9354|4.88|-1465.587932|687.84|0.2782|208.89|0.3246|0.1382|5725.0|-0.2217199999999999|0.03930765|-1465.395231|7.7954|5.9586|5.9586
11_a33|0.0|1|1|1|3.221176304|0|7.686621335|0|0.609352951|-0.008708023|5.6869753560000005|0.034984568|0.055664124|1.979284901|-0.32219686|-0.003303432|-0.008908194|3|-0.00103193|0.105574347|-0.122478641|-0.232296883|-0.393892466|0.003391835|1|0.857287241|-0.104881435|0.229250542|0.033701864|-34.4118011|-50.94714637|45.43139569|69.3240686|-0.030847481|7.95236684|-16.71585694|68.11455221|50.78279943|0.4673066279999999|416.4353629|-509.4714637|979.349175|-7.278840251|0.447121614|5.24049311|0.8772525659999999|4880.001461|-247.4805685|27.10262364|-51.37234937|921.4892038|1.0|1.0|1.0|1.0|3.19|2.31|0.13|-6.23|5.77|4.13|120.17|0.89|0.0|89.77|1.0|-5.48|22.0|4.0|-5.97|0.0|1.0|3.28|-4.38|3.32e-06|0.00109|4.13e-05|0.0136|0.0|0.000194|-0.05806|3.5049|1.93|-1669.304085|506.55|0.5408|353.74|0.70381|0.5408|3.1406|-0.19938|0.02055276|-1669.251123|4.5998|8.3188|8.3188
47g_a18|0.0|0|0|0|0.0|0|7.03438793|1|1.251175676|-0.005817448|4.844187086|0.031179487|-0.048472184|0.0|-0.477030713|0.0036509859999999|-0.008224928|0|0.00531392|-0.071877686|-0.264839041|-0.3927204379999999|-0.4138670829999999|-0.009917608|0|0.834424154|-0.08547236|0.413435809|0.013404131|-55.35188184|-72.53379954|111.5517627|140.5114492|-0.029212072|9.653129118|-46.97287277|86.33162323|66.72693367|0.4913566339999999|708.1114197|-1958.412588|2268.439188|-21.03738872|0.268129223|10.33698377|0.966014041|7870.887027|-1661.953709|33.87214455|-393.5416883|2675.8994190000003|1.0|0.0|1.0|2.0|4.87|0.0|0.34|-9.22|3.22|3.6|88.97|2.79|3.0|164.47|1.0|-6.11|40.0|4.0|-6.4|0.0|0.0|2.83|-5.52|7.76e-07|0.000421|3.01e-06|0.00163|1.0|3.27e-07|-0.04413|3.0965|8.13|-1743.346243|905.71|0.5955|400.4|0.69828|0.5955|4966.0|-0.17202|0.02960182|-1742.847918|5.9864|8.0458|8.0458
9o_a24|0.0|1|0|0|2.9340792330000003|0|6.605297921|1|1.294229152|-0.007052095|4.59511985|0.028472222|-0.087807028|0.0|-0.387865233|0.0012214139999999|-0.000236595|1|0.002019902|-0.145366976|0.00177843|0.00294424|-0.38043264|-0.0062180169999999|0|0.770273808|-0.08834189|0.6253256110000001|0.018492771|-51.29122728|-51.14964436|32.50178358|133.0106596|-0.032911684|6.1994599720000005|-29.69744072|66.24061038|61.99847688|0.4861134689999999|445.9858336|-971.8432428|1906.512273|-11.03321234|0.331953623|6.080741586|0.945954873|6697.297449000001|-562.6938294|28.52459128|-194.5965258|1454.754155|1.0|1.0|1.0|2.0|3.96|2.84|0.04|-7.91|3.75|4.36|92.79|1.23|1.0|120.73|1.0|-4.49|32.0|5.0|-6.83|0.0|0.0|3.01|-4.4|3.2500000000000004e-05|0.0137|3.9500000000000005e-05|0.0167|0.0|5.23e-06|-0.04527|5.8802|4.41|-1388.094657|611.03|0.1409|210.85|0.41688|0.0288|4.3816|-0.22353|0.0533144|-1387.945865|5.9089|6.3507|6.3507
12d_a30|0.0|0|0|0|0.0|0|7.412764017000001|2|0.604984421|-0.006335328|5.351858133|0.042804233|-0.092984185|0.0|-0.354778373|0.005613018|-0.075816941|1|0.005965451|-0.162129948|-0.053644471|-0.09353607|-0.4562256979999999|-0.0430927579999999|0|0.843009925|-0.094239701|0.366319099|0.015567102|-47.69710881|-60.88281322|85.1932288|101.4221952|-0.036246039|6.497247279|-30.81433963|69.55534551|57.75411196|0.4572733479999999|544.6198897999999|-1217.656264|2323.480646|-15.12802292|0.185610786|7.557073995|0.84254817|6120.329513000001|-786.6571918999999|28.75340957|-406.2173266|1495.177298|1.0|1.0|0.0|1.0|4.75|0.0|0.17|-7.01|4.35|2.93|81.65|3.04|2.0|132.24|1.0|-5.66|30.0|4.0|-5.81|0.0|1.0|2.91|-5.15|2.21e-06|0.0009119999999999|7.05e-06|0.00291|0.0|4.02e-05|-0.05119|3.4821|4.14|-1615.063947|695.57|149.0|356.06|0.68608|149.0|4434.0|-0.1991|0.03187624|-1614.894406|4.8843|7.9508|7.9508
8c_a12|0.0|0|0|0|0.0|0|0.0|1|1.283851303|-0.0104125509999999|0.0|0.038787879|-0.106633503|0.0|-0.447739674|-0.004211843|-0.07003012|0|-0.00160589|-0.1876771789999999|-0.210669119|-0.370782022|-0.606245231|-0.10899871|0|0.840397446|-0.101988384|0.239216075|0.019604202|-34.19075142|-52.04233846|83.24714315|81.4415307|-0.038245644|5.104595615|-17.44675795|61.66383178|44.19432689|0.472503372|428.8355831|-780.6350769|1245.6132289999998|-9.958505349|0.235550168|5.670223821|0.8957467170000001|4610.945152|-398.3402139|25.52931025|-269.8853937|1021.17241|0.0|0.0|1.0|1.0|3.91|2.24|0.11|-7.14|2.81|1.59|63.06|2.02|0.0|98.07|1.0|-3.47|24.0|5.0|-6.44|0.0|1.0|2.23|-3.72|0.000339|107.0|0.0001899999999999|0.0598|0.0|2.28e-05|-0.06706|4.3598|2.76|-1022.750382|551.66|466.0|284.38|0.53657|0.1355|1.7305|-0.2227699999999999|0.02263772|-1022.663298|2.4806|7.3979|7.3979
6_a4|0.0|0|0|0|0.0|1|7.535296702|1|1.271761557|-0.001221193|5.4161004020000005|0.035283951|0.042096749|2.186806868|-0.064723237|0.011457667|-0.208689928|1|0.01098094|0.0671397079999999|-0.046166422|-0.073630392|-0.1738111839999999|-0.169533683|1|0.945545838|-0.0670158929999999|0.417868437|0.0077624059999999|-29.18838891|-37.33240845|14.1731579|30.33467048|-0.024618083|2.408866521|-16.25991695|42.27020924|33.5125766|0.423084148|526.7333132|-671.9833521|1968.0178670000005|-7.639600225|0.1855291969999999|5.758624844|0.733355042|5256.215815|-374.340411|16.83786074|-350.36323230000005|825.0551765|0.0|1.0|1.0|0.0|3.38|3.45|0.26|-7.99|5.1|5.23|43.6|3.09|2.0|109.7|1.0|-4.91|27.0|3.0|-5.42|0.0|1.0|4.23|-5.11|1.24e-05|0.0043799999999999|7.74e-06|0.00274|0.0|3.67e-06|-0.04867|4.8714|4.11|-1108.563418|613.83|0.1235|254.51|0.60542|0.0772|2.8026|-0.2182599999999999|0.02244097|-1108.392115|3.2192|5.8861|5.8861
