molecula|SddssS|n9FaHRing|n9FaRing|SssssC|NaasN|SRW09|nAHRing|nARing|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC7i|MATS1i|GATS1are|BIC2|SIC2|RASA|FNSA3|FNSA5|FPSA3|PNSA3|PPSA3|RPSA|WNSA5|WPSA3|RPCS|FNSA1|WNSA3|DPSA3|GeomPetitjeanIndex|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GRAV|PPSA1|WNSA2|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Veber filter|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|pIC50|pIC50
13m_a6|0.0|0|0|0.0|0|6.842683282|0|0|0.031719435|-0.010840005|4.727387819|-0.135152403|2|0.0446875|0.021526267|-0.628720289|0.054340057|10.9505335|-0.018628955|1|-0.00687003|0.037052986|-0.068956229|0.870730542|0.7767360059999999|0.832753533|0.715612461|-0.0989137669999999|-0.107644789|0.01858251|-68.97140339|12.95736535|0.2843875389999999|-52.33806464|9.035018118|95.67846949|0.7362989999999999|-48.09294654|81.92876874|0.48094941|2574.030011|-18.41524497|0.263701|8.435961541000001|16.2526769|6412.592679|183.8755989|-994.4232282|0.020928405|1936.888972|724.3873672999999|14.59313027|1.0|1.0|1.0|3.0|2.18|0.08|27.0|-9.67|4.19|3.76|122.47|0.0|6.0|5.0|435.48|0.0|1.0|-4.28|2.27e-05|0.00987|2.43|0.0|9.35e-08|-0.07137|3.9127|4.27|3.3359|-1423.712909|726.28|1231.54|275.0|0.66475|0.64753|0.1924|-0.20954|0.04955777|8.0|8.0
17_a20|0.0|0|0|0.0|0|6.842683282|0|0|-0.064380628|-0.005457467|4.727387819|0.00038506|3|0.0388043479999999|0.065447136|-0.28924577|0.038629586|10.94884838|-0.072863159|1|0.000922796|0.1134578219999999|-0.116922879|0.760575852|0.7494736590000001|0.812578598|0.912053544|-0.063665681|-0.081404237|0.015032258|-41.75129828|9.857999796|0.0879464559999999|-35.00871763|6.4647747870000005|10.50834496|0.75430388|-27.38007162|51.60929807|0.455285305|2210.790304|-13.57480888|0.24569612|8.198616089|15.05121151|6012.640572|161.12498630000002|-665.1656349|0.016793117|1344.679757|637.7803874|11.012753300000002|0.0|1.0|1.0|1.0|2.83|0.08|27.0|-10.14|5.8|4.85|91.14|0.0|4.0|5.0|402.45|0.0|1.0|-5.08|4.4e-06|0.0017699999999999|3.75|0.0|2.9e-08|-0.0706799999999999|3.3926|4.11|3.3926|-1291.918735|673.68|1157.26|0.2977|0.69839|0.69839|0.2977|-0.21089|0.03030655|5.6478|5.6478
14g_a23|0.0|1|1|-4.794439428|2|7.423568444|0|0|0.180361525|-0.014609495|5.351858133|-0.301504331|2|0.0422736629999999|0.058422864|-0.803522236|-0.031968899|10.3132174|-0.030586527|2|-0.0004039459999999|0.179219801|-0.0962526|0.598213287|0.796412133|0.854683662|0.907334473|-0.072819606|-0.096288005|0.018341721|-51.82254036|13.05300369|0.092665527|-48.76552945|9.289253982|1.5679977319999998|0.780315815|-36.87984398|64.87554405|0.461846955|2531.8503170000004|-21.03611074|0.219684185|8.788027188|16.32997765|8005.353973|156.3396622|-1072.841648|0.020564836|1931.945357|676.4530574|14.63509796|0.0|0.0|0.0|1.0|3.79|0.09|26.0|-7.95|3.97|6.18|114.25|0.0|7.0|8.0|495.48|0.0|0.0|-6.0|1.29e-07|6.38e-05|4.76|0.0|5.57e-06|-0.08011|3.7042|5.17|3.7042|-2042.161409|730.13|1233.48|0.3478|0.56658|0.56658|0.3478|-0.23201|0.0221162|8.0|8.0
14r_a23|0.0|1|1|0.0|2|7.423568444|0|0|-0.009140243|-0.006323791|5.351858133|-0.06921746|2|0.045277778|0.014148395|-0.322513347|-0.079935667|10.31321824|-0.064006338|2|0.0075222369999999|0.033038452|-0.073945564|0.616699629|0.7837821840000001|0.846632079|0.8662226190000001|-0.062618931|-0.085881409|0.019185345|-40.32463891|12.35476415|0.133777381|-35.61466281|7.956082857|55.62948521|0.7882228370000001|-25.96781003|52.67940305|0.4661909429999999|2306.754114|-15.15517566|0.211777163|7.555307147000001|14.15357616|6744.848704999999|136.37788909999998|-712.2932561000001|0.017092103|1403.282085|599.5697147999999|11.00678143|0.0|0.0|1.0|1.0|3.06|0.05|26.0|-7.67|3.78|4.58|105.02|0.0|5.0|5.0|429.47|0.0|0.0|-5.11|2.66e-06|0.00114|3.68|0.0|9.18e-06|-0.06842|5.9406|3.72|3.1797|-1729.1326809999998|678.08|1145.51|0.2346|0.30482|0.68115|0.0008|-0.22378|0.02296354|8.2684|8.2684
6g_a40|0.0|0|0|0.0|1|8.421342866|1|2|0.102683335|-0.022381557|6.401917197|-0.261952754|0|0.039863946|-0.120745388|-1.09669629|0.07194868|10.30179936|-0.251161616|2|-0.018182514|-0.221674172|0.0312035079999999|0.8316888240000001|0.832499949|0.8917390820000001|0.605346707|-0.164941808|-0.156296046|0.017750905|-107.2113398|11.53799852|0.3946532929999999|-66.03405036|7.499640603|47.36081569|0.824204189|-69.68682788|118.7493383|0.425569146|3198.69909|-24.9461968|0.175795811|6.95079805|12.10032156|7822.892656|114.2663866|-1122.578856|0.020240097|2095.424743|590.1686672000001|13.1559604|0.0|0.0|0.0|3.0|2.28|0.21|14.0|-2.87|3.43|2.48|213.89|1.0|5.0|7.0|474.53|0.0|0.0|-4.71|6.049999999999999e-08|2.87e-05|3.06|0.0|0.6459999999999999|-0.08622|3.3197|7.38|2.8135|-2521.990118|669.8|1144.59|0.4971|0.58454|0.5794199999999999|0.1307|-0.20479|0.03363483|7.3279|7.3279
2_a3|0.0|0|0|0.0|0|6.823286122000001|0|0|0.176032668|-0.008422099|4.727387819|-0.09743592|2|0.034166667|-0.103423993|-0.311617665|0.09933632|10.31162302|0.036301827|1|-0.0045709459999999|-0.18746945|0.017902469|0.899733837|0.769486995|0.8401405609999999|0.750206578|-0.104577702|-0.09392632|0.011938463|-49.07072207|5.601853871|0.249793422|-20.68016573|2.628543258|74.89956423|0.727984269|-23.02532673|54.67257594|0.458202525|1314.679398|-7.298882022000001|0.272015731|4.88513521|9.016533738|4446.904467|127.637231|-248.1619888|0.019143348|726.4904564|330.4083896|8.982583312000001|1.0|1.0|1.0|1.0|2.22|0.0|21.0|-6.89|4.34|4.01|92.93|0.0|2.0|3.0|304.37|0.0|1.0|-4.27|1.7800000000000002e-05|0.0054|3.13|0.0|3.9500000000000005e-05|-0.06423|5.4397|1.97|3.3354|-1272.114086|503.34|841.85|0.1824|0.37284|0.69543|0.0962|-0.21028|0.02925101|5.4|5.4
17_a3|0.0|0|0|0.0|0|6.823286122000001|0|0|0.188373421|-0.009450704|4.727387819|-0.118246266|2|0.047430556|-0.015463451|-0.349676046|-0.041723219|10.31163036|-0.0510707059999999|1|-0.006696449|-0.027542873|0.020589494|0.881253042|0.767641592|0.838125715|0.803075623|-0.098658557|-0.096067661|0.010321361|-50.20132919|5.251911643|0.1969243769999999|-24.87357062|2.672377884|76.17242478|0.840062179|-25.54439812|55.45324083|0.4383349039999999|1667.279771|-10.24205849|0.159937821|6.2477303310000005|11.12358659|4839.543958|81.38261354|-348.2299886|0.012803096|814.6560331000001|353.7528308|6.514715538|1.0|1.0|1.0|1.0|2.65|0.0|21.0|-7.48|4.96|4.66|92.93|0.0|2.0|3.0|338.81|0.0|1.0|-4.93|2.96e-06|1.0|3.88|0.0|1.11e-05|-0.0720399999999999|3.2102|3.57|3.2102|-1731.72355|537.32|891.3|0.4062|0.69481|0.69481|0.4062|-0.20359|0.02878063|7.6383|7.6383
15b_a50|0.0|1|1|0.0|2|7.934155233999999|1|1|-0.144363623|-0.0045393|5.82008293|-0.05484142|1|0.032843915|-0.103807905|-0.22696498|-0.06083723|10.94501702|-0.124047802|2|0.005203263|-0.17223348|-0.131737048|0.79846758|0.8259784720000001|0.8833003970000001|0.8209134840000001|-0.082576068|-0.080700307|0.020083792|-47.20879251|11.48191704|0.179086516|-26.37622116|6.564219549|0.0|0.639017342|-26.98929785|58.69070955|0.478989976|1692.3273379999998|-9.174337796|0.3609826579999999|6.89125222|13.22671714|5205.2135960000005|206.3740238|-422.0195386|0.024313507|1155.184146|510.3677388|13.90004811|1.0|1.0|1.0|1.0|2.11|0.19|20.0|-5.72|2.71|3.26|68.76|0.0|5.0|4.0|357.41|1.0|1.0|-3.6|0.000654|0.2339999999999999|2.11|0.0|0.000687|-0.0333399999999999|4.0561|2.08|4.0561|-1160.463663|613.37|1035.3|0.1796|0.65917|0.65917|0.1796|-0.20071|0.03528279|7.1024|7.1024
18_a34|0.0|0|0|0.0|1|7.423568444|1|1|-0.063113846|-0.014733513|5.351858133|-0.101546926|1|0.040527066|-0.100548575|-0.677741618|-0.141332289|10.9595763|-0.136990511|1|0.002183342|-0.155197864|-0.3102088839999999|0.759292258|0.805756513|0.8584852479999999|0.68981472|-0.090328365|-0.129784908|0.040845819|-49.86847383|22.55015528|0.31018528|-39.55742812|12.44948722|54.26737825|0.695849945|-27.53138148|72.41862911|0.441058733|1774.550004|-12.87916264|0.304150055|6.282442545|11.23989749|5296.289007|167.9151283|-553.8039936|0.027385869|1441.579371|428.6241319|15.11918774|1.0|1.0|0.0|0.0|3.61|0.21|17.0|-5.65|3.13|3.15|75.47|0.0|5.0|6.0|351.36|1.0|1.0|-4.11|4.77e-05|0.0167|3.07|0.0|0.000781|-0.03925|4.4335|5.07|4.1234|-1199.259634|592.04|991.93|0.3525|0.56101|0.60488|0.0303|-0.21474|0.02902032|5.6144|5.6144
1_a3|0.0|0|0|0.0|0|6.823286122000001|1|1|0.079857077|-0.006053652|4.727387819|-0.073036903|2|0.034166667|-0.004409693|-0.248199745|0.038572075|10.33805862|0.032569462|0|-0.005006707|-0.007705076|0.05038525|1.005427002|0.7905285390000001|0.8457792829999999|0.7762512779999999|-0.098872259|-0.0925710269999999|0.008036786|-45.44133321|3.693677623|0.2237487219999999|-19.55367089|1.697600903|0.0|0.7920857179999999|-20.88467272|49.13501083|0.4490711529999999|1162.737831|-7.203984013|0.207914282|4.984064981|9.046658216|4510.611026|95.55665364|-273.7513925|0.014174378|751.9821735|373.1494221|6.514493077999999|1.0|1.0|1.0|1.0|0.0|0.18|16.0|-5.77|2.28|1.85|77.1|0.0|2.0|4.0|306.38|0.0|0.0|-3.3|0.0008529999999999|261.0|1.83|0.0|0.000518|-53.0|5.8805|2.08|3.8645|-1273.290432|496.09|845.2|0.1775|0.30619|0.68912|0.0096|-0.21886|0.02599563|6.1403|6.1403
13k_a6|0.0|0|0|0.0|0|7.412764017000001|1|1|0.031525207|-0.014257799|5.351858133|-0.132667824|1|0.04162037|0.051404465|-0.8554679409999999|0.0809333929999999|10.95129637|-0.072504783|1|-0.006280295|0.08217847|-0.045794891|0.8694295409999999|0.7908110340000001|0.84018367|0.641032542|-0.11937574|-0.127178105|0.0296987679999999|-82.8774254|20.6185734|0.3589674579999999|-61.29890279999999|14.31458589|113.5526088|0.7971316940000001|-57.53822059|103.4959988|0.426031882|3332.974951|-21.89246528|0.202868306|8.370126134|14.58291125|6492.211639|140.8427117|-1225.9780560000002|0.017981419|2215.299472|741.5222707|12.48372364|1.0|1.0|1.0|3.0|2.8|0.16|23.0|-8.89|4.55|3.8|115.15|0.0|7.0|5.0|441.48|0.0|1.0|-4.77|3.26e-06|0.00144|3.39|0.0|5.7e-07|-0.04851|5112.0|5.41|3.5476|-1465.83213|731.25|1246.69|0.3971|0.4547|0.70536|0.0137|-0.1944|0.0308324|7.3372|7.3372
12j_a36|0.0|0|0|0.0|0|7.412764017000001|2|2|-0.084183025|-0.007086381|5.351858133|-0.0446165029999999|2|0.039061728|0.091496219|-0.41101009|0.039869055|10.33556498|-0.051080247|1|0.003710345|0.161289379|-0.07550872|0.906423012|0.820041835|0.87043328|0.852586292|-0.069970795|-0.105480639|0.018160631|-46.2113679|11.99396966|0.147413708|-46.00836307|7.921272637|2.098786266|0.7758129420000001|-30.5197407|58.20533756|0.457280037|2536.987511|-16.18812775|0.224187058|7.483427579|13.78874575|6352.018345|148.06163930000002|-874.1588982999999|0.016546717|1706.0876829999995|725.9470896|10.92807939|1.0|0.0|1.0|2.0|0.0|0.17|17.0|-7.05|3.33|2.61|94.5|0.0|6.0|4.0|427.52|0.0|0.0|-4.51|1.4300000000000002e-05|0.0061|3.19|0.0|3.83e-05|-0.05098|5.2072|3.37|3.7807|-1670.420129|694.28|1198.96|0.4981|0.37116|0.69967|98.0|-0.20593|0.02793415|8.0|8.0
12e_a36|0.0|0|0|0.0|0|7.412764017000001|2|2|-0.064019914|-0.007100632|5.351858133|-0.043085717|2|0.040899471|0.144415507|-0.404736007|-0.0586405829999999|10.95346131|-0.084051264|1|0.003962098|0.244642918|-0.104118159|0.90414347|0.7975411790000001|0.847602953|0.838086387|-0.07049439|-0.100988761|0.019063245|-44.83739063|12.12502373|0.161913613|-40.85494129999999|7.71202397|5.735288795|0.7610764190000001|-28.51846223|56.96241436|0.466721981|2309.239105|-14.64611103|0.238923581|6.767371321000001|12.69013737|5929.071389|151.9654247|-776.2438847|0.017716522|1603.556077|662.0530478999999|11.26845175|1.0|0.0|1.0|2.0|0.0|0.17|17.0|-6.97|3.24|2.19|69.2|0.0|5.0|4.0|395.46|1.0|0.0|-4.3|6.929999999999999e-05|0.0274|3.04|0.0|4.270000000000001e-05|-0.04962|3.8364|3.48|3.6699|-1272.23645|673.57|1142.19|0.4537|0.6814600000000001|0.70007|0.0006|-0.20151|0.03037051|7.8539|7.8539
1_a1 (SKF-104365)|0.0|0|0|0.0|1|7.535296702|1|1|0.011230812|-0.006055958|5.4161004020000005|-0.01959813|1|0.0409444439999999|-0.091086986|-0.218014497|-0.10236005|10.33812228|0.11172918|1|0.002250781|-0.221214316|-0.123703409|0.57031697|0.7926983559999999|0.857919181|0.8131557509999999|-0.067997692|-0.081192283|0.0133681239999999|-31.45099608|6.18316314|0.186844249|-17.369816|2.859900586|63.42504103|0.709744919|-14.547040099999998|37.63415922|0.416807085|1551.362941|-6.316296726|0.290255081|5.2735884010000005|9.042613965|4225.4765640000005|134.2517831|-208.4377919|0.018973797|634.9418316000001|297.2783688|8.775956802|1.0|1.0|1.0|0.0|2.68|0.12|17.0|-6.0|3.93|4.28|56.01|0.0|2.0|3.0|297.35|1.0|1.0|-4.02|0.000159|0.0472|2.96|0.0|0.000295|-0.03482|3.8901|3.45|3.8901|-1279.060907|491.18|809.96|0.2178|0.70081|0.70081|0.2178|-0.19624|0.02377006|5.7959|5.7959
12h_a36|0.0|0|0|0.0|0|7.412764017000001|2|2|-0.128701804|-0.0086750619999999|5.351858133|-0.041228471|2|0.039061728|0.059920602|-0.503153567|-0.003014954|10.96020037|-0.051080247|1|0.003077071|0.100530266|-0.1430106119999999|0.8913597320000001|0.820041835|0.87043328|0.819614525|-0.073572836|-0.10720355|0.027905055|-48.17643878|18.27258858|0.180385475|-45.96672487|11.96512593|1.413982241|0.665254541|-31.5465515|66.44902736|0.464544951|2391.856014|-15.32224162|0.3347454589999999|7.428908584|13.87400978|6159.17335|219.1956304|-827.4010477|0.026971557|1899.376328|679.7230552999999|17.66132225|1.0|0.0|1.0|2.0|0.0|0.17|17.0|-6.69|2.77|1.89|78.43|0.0|6.0|5.0|411.46|0.0|0.0|-4.07|0.000113|0.0464|2.65|0.0|8.340000000000001e-05|-0.05013|5.1998|2.92|3.4554|-1347.451759|697.29|1177.89|0.5756|0.34589|0.7014600000000001|0.0056|-0.1926|0.02925492|7.8539|7.8539
11a_a5|0.0|0|0|0.0|0|6.605297921|0|1|-0.165418719|-0.002894726|4.59511985|0.052217882|2|0.021060606|-0.052944925|-0.185262487|-0.1301505359999999|10.94877942|-0.02394636|1|0.007955512|-0.081506|0.003975818|0.7505403709999999|0.73344478|0.773417838|0.89343434|-0.064565402|-0.071517578|0.011860803|-46.13206353|8.474559367000001|0.10656566|-36.51058972|6.055083705|14.47576249|0.740865275|-32.96141947|54.60662289|0.466436596|1170.247903|-13.38721623|0.259134725|9.740948724|18.25640338|5756.783268|185.1520983|-803.2329738|0.014482324|1517.39715|835.912531|10.34763929|0.0|1.0|1.0|1.0|3.68|0.3|23.0|-9.93|6.38|6.55|63.69|0.0|7.0|4.0|424.54|0.0|1.0|-6.4|5.63e-08|2.39e-05|6.13|0.0|5.019999999999999e-08|-0.03694|4.4033|4.83|4.0938|-1339.802852|739.79|1272.7|0.5473|0.6735|0.65363|0.1838|-0.20429|0.03340977|7.0915|7.0915
12be_a36|0.0|0|0|0.0|0|7.412764017000001|2|2|-0.148313814|-0.009368126|5.351858133|-0.0419484829999999|2|0.043854875|0.118420241|-0.580823835|-0.08981965|10.95957887|0.00430921|1|0.002872872|0.19405344|-0.176729938|0.884226781|0.812921349|0.858971809|0.798015877|-0.0780531429999999|-0.108962668|0.033763464|-54.15309606|23.42501577|0.201984123|-52.44976141|16.25222352|0.0|0.5660743979999999|-37.57129686|77.57811183|0.4564615729999999|2552.721046|-15.37320593|0.433925602|8.773114043|16.14074295|6592.168374|301.05661160000005|-891.645944|0.034632557|2270.314539|766.4854363|24.02799032|1.0|0.0|1.0|2.0|0.0|0.21|17.0|-6.79|2.83|1.9|87.66|0.0|7.0|6.0|441.49|0.0|0.0|-4.15|7.75e-05|0.0342|2.62|0.0|7.11e-05|-0.0518799999999999|5.2184|2.68|3.3487|-1461.968283|739.48|1256.67|0.7034|0.40844|0.70465|0.0018|-0.18969|0.03245204|7.3565|7.3565
12u_a30|0.0|0|0|0.0|0|7.412764017000001|2|2|0.028039604|-0.006935447|5.351858133|-0.027452346|2|0.043383838|-0.091507428|-0.367578706|0.028815747|10.31162873|-0.0646674999999999|1|0.001805829|-0.15896471|-0.0493878409999999|0.8149999040000001|0.83236194|0.889479916|0.84944095|-0.0773921259999999|-0.097867106|0.015562896|-51.83732031|10.42404292|0.15055905|-43.90644499|6.982033926000001|0.0|0.810462868|-34.72068676|62.26136323|0.443167712|2608.6452440000003|-17.02494806|0.189537132|7.804487592999999|14.01586754|7133.515802|126.9521524|-834.2224549|0.014495402|1536.749179|685.6665849999999|9.709034401|1.0|0.0|1.0|1.0|0.0|0.14|17.0|-7.8|5.11|3.92|81.65|0.0|5.0|4.0|467.37|0.0|1.0|-6.04|2.64e-07|0.000123|5.12|0.0|7.39e-06|-0.0528299999999999|3.5003|5.08|3.5003|-2494.927579|705.15|1202.06|0.1502|0.6847|0.6847|0.1502|-0.20146|0.03472994|7.4647|7.4647
15c_a22|0.0|0|0|0.0|1|6.842683282|0|0|-0.134137693|-0.005236206|4.727387819|-0.018518519|2|0.038137255|-0.026986769|-0.298463715|-0.023927419|10.9464374|0.006275578|1|0.004362505|-0.047249795|-0.0917078119999999|0.667111824|0.773044788|0.8353837409999999|0.8665852140000001|-0.067475429|-0.080088202|0.024561528|-48.58045253|17.68362419|0.133414786|-41.51455167|12.731723|78.22334636|0.661775114|-34.97658951|66.26407672|0.462157867|2092.620825|-15.66586856|0.338224886|8.626398368|16.03890406|6882.442370999999|243.5126145|-830.2910335|0.0248073129999999|1742.625289|731.8178649|17.86058304|0.0|1.0|1.0|1.0|2.85|0.08|27.0|-9.28|3.9|4.18|109.38|0.0|6.0|6.0|445.48|0.0|0.0|-4.62|1.39e-05|0.00618|2.9|0.0|2.35e-07|-0.07399|5.7361|4.79|3674.0|-1460.571156|715.42|1241.07|0.5082|0.30831|0.69113|0.0694|-0.22807|0.03150096|6.1325|6.1325
8a_a31|0.0|0|0|0.0|0|7.765993078999999|1|1|-0.039027368|-0.015034136|5.733341277|-0.158899731|0|0.043817204|-0.1480271209999999|-0.586331322|-0.135144546|10.31170053|-0.01861065|2|-0.009293513|-0.258538098|-0.054025775|0.938325481|0.837862749|0.895174844|0.594139864|-0.122293189|-0.136459435|0.0375544779999999|-60.46233433|18.56711239|0.405860136|-33.35560699|9.179668678|465.4559302|0.666437359|-29.89286568|79.02944672|0.4512945479999999|1443.955093|-10.19199103|0.333562641|5.83708559|10.63792161|4538.505909|164.9149565|-366.9116769|0.030052065|1113.575221|324.7430642|14.85788369|0.0|1.0|1.0|2.0|2.05|0.2|16.0|-5.33|4.16|2.54|114.29|0.0|3.0|5.0|314.36|0.0|1.0|-3.11|0.000269|0.0846|1.56|0.0|0.00145|-0.02993|3.8097|1.53|3.8097|-1347.507102|538.75|872.11|0.2604|0.7027100000000001|0.7027100000000001|0.2604|-0.18869|0.03432763|6.1024|6.1024
16c_a32|0.0|1|1|0.0|0|7.765993078999999|0|0|0.191088217|-0.01639019|5.733341277|-0.087497559|0|0.03995614|-0.03152033|-0.770338913|-0.031087095|10.31100271|-0.036931818|3|-0.00369116|-0.057356214|-0.1260956869999999|0.809370315|0.8607827790000001|0.915639476|0.773043206|-0.088841599|-0.119988297|0.025791147|-53.00702241|15.38819548|0.226956794|-42.71426897|9.181311842|37.0285246|0.6846367059999999|-31.62645048|68.39521789|0.463897164|3143.196853|-13.59090376|0.3153632939999999|6.313526111|11.77670717|5979.891916|188.1603823|-597.9997655000001|0.02579269|1463.941729|513.9156315|15.38911619|1.0|0.0|1.0|2.0|3.08|0.22|19.0|-6.99|5.64|4.21|149.27|1.0|7.0|5.0|399.49|0.0|1.0|-4.41|9.17e-07|0.000366|3.23|0.0|4.13e-05|-0.0505|3.6264|4.12|3.6264|-1916.651132|639.66|1069.28|0.2955|0.70198|0.70198|0.2955|-0.20047|0.02806787|8.3468|8.3468
6e_a31|0.0|0|0|0.0|0|7.773594467000001|1|1|0.06650322|-0.016012184|5.733341277|-0.178758575|0|0.037803618|0.132664341|-0.784597028|-0.008757878|10.31165994|-0.0462850729999999|2|-0.008439437|0.225356759|-0.002840672|0.838789705|0.78240875|0.841537966|0.623340994|-0.122985602|-0.130898441|0.032627586|-74.99224589|19.89514173|0.376659006|-48.66969791|12.13134981|99.0823033|0.7604979040000001|-45.72760428|94.88738762|0.4782688439999999|2188.417358|-17.30478148|0.239502096|7.513687859|14.40145519|6053.812282|146.03985980000002|-778.7151665|0.022744048|1679.262243|536.6368656000001|13.86851128|1.0|1.0|1.0|2.0|2.62|0.1|22.0|-7.33|5.19|4.0|131.36|0.0|4.0|5.0|404.44|0.0|1.0|-4.66|2.34e-06|0.000947|3.2|0.0|1.89e-05|-0.05426|3.3083|4.31|3.3083|-1652.63264|634.34|1077.48|0.5103|0.70391|0.70391|0.5103|-0.18844|0.03676794|6.4318|6.4318
30_a47|0.0|1|1|0.0|1|6.842683282|0|0|-0.069449687|-0.0092264759999999|4.727387819|-0.184735553|2|0.038387534|0.013114301|-0.415191425|-0.008774855|10.95005723|0.0467853809999999|1|-0.008325552|0.029343834|-0.035472095|0.6850994429999999|0.8485444809999999|0.913855507|0.67896733|-0.108232368|-0.107296835|0.022747897|-64.94243028|13.64937081|0.32103267|-38.63044093|8.190002019|76.90733636|0.679447569|-38.96726396|78.59180109|0.4680850139999999|1558.731067|-13.79658605|0.320552431|6.886726437999999|12.94704346|5852.817155|192.3403721|-579.456614|0.028122734|1421.325667|457.1122177|16.87442216|1.0|1.0|1.0|2.0|2.12|0.05|21.0|-7.24|2.71|3.93|98.72|0.0|5.0|5.0|396.81|0.0|1.0|-4.1|6.05e-05|24.0|2.5|0.0|2.28e-05|-0.0564299999999999|3.7159|3.89|3.7159|-1696.078047|615.85|1032.35|0.3566|0.6944899999999999|0.6944899999999999|0.3566|-0.20813|0.0420327|7.9|7.9
1e_a5|0.0|0|0|0.0|0|6.605297921|0|0|-0.260066152|-0.001975193|4.59511985|-0.009075016|2|0.027873016|-0.080321049|-0.084933308|-0.1197834419999999|10.94440038|-0.040441176|1|0.007357977|-0.133677441|0.034752304|0.71274658|0.771487328|0.834250802|0.8805795|-0.06795194|-0.069725333|0.008587563|-35.30075748|4.461204261000001|0.1194205|-18.81719677|2.317577542|0.0|0.7473936259999999|-18.33860051|39.76196174|0.482579989|827.4861275000001|-7.526878708|0.2526063739999999|6.41473183|12.39753333|4342.827698|131.2279879|-301.0751483|0.0157106539999999|775.4313476|409.0289917|8.161620868|1.0|1.0|1.0|1.0|2.17|0.05|23.0|-8.41|4.99|4.51|54.46|0.0|3.0|3.0|312.37|1.0|1.0|-4.45|5.5700000000000005e-05|0.0174|3.43|0.0|1.21e-06|-0.04186|4746.0|3.17|4.4292|-990.6006645|560.58|935.47|0.5156|0.56258|0.51802|0.1355|-0.22291|0.0313740589999999|6719.0|6719.0
11_a3|0.0|0|0|0.0|0|6.823286122000001|0|0|0.119431379|-0.01008647|4.727387819|-0.127546771|3|0.042795699|-0.101436441|-0.363112913|0.044912659|10.31163053|-0.023103765|1|-0.005959152|-0.194041982|-0.0495219879999999|0.8947911009999999|0.724492061|0.793311683|0.777803048|-0.0955396769999999|-0.099420732|0.014376713|-45.19136777|6.800350988|0.222196952|-22.2443844|3.216644354|80.34769756|0.752484736|-21.37603754|51.99171876|0.4680759679999999|1105.41974|-8.76293931|0.2475152639999999|5.475372235|10.29352296|4487.967272999999|117.0775712|-289.1769972|0.021256639|812.4456757999999|311.6695405|10.0546353|0.0|1.0|1.0|1.0|2.07|0.0|21.0|-6.51|3.79|3.41|105.82|0.0|2.0|4.0|305.36|0.0|1.0|-3.71|8.37e-05|0.0256|2.22|0.0|9.35e-05|-69.0|3.2232|2.12|3.2232|-1288.165162|508.58|834.82|0.4441|0.6966600000000001|0.6966600000000001|0.4441|-0.20018|0.02994326|7.3979|7.3979
47n_a18|0.0|0|0|0.0|0|7.03438793|1|1|0.0487694459999999|-0.007614955|4.844187086|-0.057061805|0|0.032169312|0.017491759|-0.609196374|-0.003276575|10.94702025|-0.048404296|0|0.001705837|0.026244774|-0.172015161|0.722991132|0.696612213|0.726888951|0.792429396|-0.079299822|-0.091185806|0.0106152389999999|-65.43887366|8.759783644|0.207570604|-62.09468789|7.228646444|47.476904100000006|0.783921929|-54.00070374|74.19865731|0.482565384|2052.393389|-21.77346199|0.216078071|10.43689152|20.17045476|7909.580851999999|178.30942439999998|-1676.556573|0.01357247|2591.682495|1306.125688|11.20011508|1.0|1.0|1.0|3.0|0.0|0.31|18.0|-9.76|3.67|3.31|105.6|1.0|13.0|4.0|539.67|0.0|0.0|-5.24|9.48e-07|0.000511|4.1|1.0|9.44e-08|-0.0525299999999999|3.2028|9.78|3.2028|-1743.299948|879.92|1565.37|0.5056|0.6914600000000001|0.6914600000000001|0.5056|-0.18391|0.02839695|7.1938|7.1938
