molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|SRW09|nAHRing|nARing|BCUTs-1|SaasN|SRW07|MATS7i|SaaaC|ATSC1c|AATSC1are|BCUTi-1|AATSC1pe|AATSC7i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|GATS1pe|nFaHRing|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|RNCS|RPSA|WNSA5|FNSA1|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|MOMI-Z|WNSA4|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
11_a4|0|0|0|0.0|0.0|7.535296702|1|1|0.626711769|2.159635561|5.4161004020000005|-0.017835936|2.216390726|-0.056016567|0.011277653|10.33765061|0.010782511|-0.030003079|-0.145254541|2|0.6575743310000001|0.820318166|-0.163623353|-0.007574475|0.647727179|1|-0.054262142|-0.06530408|0.009336075|-31.35942689|-37.74083422|12.88007087|0.069886591|-21.81135655|0.7560913159999999|44.63993001|-13.65094004|0.480360734|2452.527871|1640.559148|-7.889214068999999|0.924411925|5425.1341090000005|140.96082869999998|-370.7930613|-296.0029432|575.2252237|6.89909579|1.0|1.0|1.0|1.0|0.0|3.31|3.49|0.23|21.0|-8.05|3.15|0.0|111.64|0.0|1.0|3.0|-5.74|0.0|0.0|1.0|-4.97|7.27e-06|0.00271|1.06e-05|0.00395|3.99|8.89e-09|3.31e-06|-0.05582|3.78|-1467.440475|630.04|1071.03|328.0|252.67|479.99|0.4444|0.65942|0.0403|0.02336674|-1467.255521|0.11|6.9586|6.9586
12j_a30|0|0|0|0.0|0.0|7.412764017000001|2|2|0.604984421|0.0|5.351858133|-0.02473642|0.0|-0.354848778|0.005613018|10.31162861|0.005965451|-0.0431311459999999|-0.456342646|1|0.8414737059999999|0.795446883|0.0060012969999999|-0.130412856|0.7991060659999999|0|-0.073909106|-0.094132698|0.015613498|-47.76354083|-60.832977500000005|88.51817261|0.157800959|-39.31313154|0.8134611009999999|69.55167701|-23.39729904|0.476658597|2784.7999170000003|2258.891981|-15.12043521|0.91079856|6105.3402670000005|120.550211|-786.2626307999999|-405.1466163|686.039456|8.71869951|1.0|0.0|1.0|1.0|1.0|4.76|0.0|0.17|17.0|-7.01|3.04|0.0|132.24|0.0|1.0|4.0|-5.81|0.0|0.0|1.0|-5.15|2.21e-06|0.0009119999999999|7.05e-06|0.00291|4.23|9.75e-08|4.02e-05|-0.05106|3.4788|-1615.064152|695.8|1175.75|356.4|238.56|549.64|0.3087|0.68625|0.1516|0.03201935|-1614.894278|9.0|8058.0|8058.0
12v_a36|1|0|0|3.468871488|0.0|7.412764017000001|2|2|1.297043692|0.0|5.351858133|0.073329354|0.0|-0.487854327|0.00127667|10.96020642|0.003077071|0.123026459|-0.401336708|1|0.8913597320000001|0.828393514|0.024751559|-0.041914045|0.84179881|0|-0.078158778|-0.105200486|0.027145269|-51.4172081|-69.20675352|113.7463918|0.197708661|-45.52806671|0.6276553979999999|88.07013157|-21.78731129|0.461799225|2846.057239|2328.221818|-14.33290989|0.8580426609999999|6065.593390999999|244.9490697|-773.9771341000001|-167.9576969|679.7230552999999|18.86337805|1.0|0.0|0.0|1.0|2.0|4.82|0.0|0.17|17.0|-6.69|1.72|0.0|130.24|0.0|1.0|5.0|-6.93|0.0|0.0|0.0|-4.07|0.000113|0.0464|8.499999999999999e-05|35.0|2.65|2.03e-07|8.340000000000001e-05|-0.05219|3.7035|-1347.442792|671.56|1150.38|334.77|319.16|502.83|0.69298|0.7016100000000001|0.0223|0.03275089|-1347.260743|14.0|7.8539|7.8539
14l_a23|0|1|1|0.0|0.0|7.423568444|0|0|1.1979636809999998|3.402752757|5.351858133|0.042748013|0.758109562|-0.288615723|0.01269616|10.313217800000002|0.01180744|0.07815878|-0.448622017|2|0.725800261|0.778602826|0.156652778|-0.1010279259999999|0.6906097959999999|1|-0.053549434|-0.078204688|0.018669073|-35.3275485|-51.59307331|40.34135162|0.078732333|-34.03690099|0.7896261940000001|61.54673359|-21.66909079|0.492922575|2879.181064|2176.038061|-14.29549842|0.972085426|6444.7098240000005|138.7874759|-714.7749208|-382.1434717|666.0036144999999|9.953660282|0.0|0.0|1.0|1.0|1.0|3.51|3.52|0.09|26.0|-7.78|3.24|1.0|125.25|0.0|1.0|4.0|-6.1|0.0|0.0|0.0|-5.25|1.43e-06|0.000608|5.61e-06|0.0023899999999999|3.94|1.65e-08|7.03e-06|-0.07191|3.6274|-1669.224647|694.65|1185.79|341.8|341.8|560.51|0.67242|0.67242|0.4239|0.01168219|-1669.04569|7.0|8.1798|8.1798
5_a18 (BIBF0775)|0|0|0|0.0|0.0|7.03438793|2|2|1.251175715|0.0|4.844187086|-0.0366107389999999|0.0|-0.391512249|0.002526619|10.94702058|0.0036739159999999|-0.054916741|-0.453086741|0|0.7140745620000001|0.7395978390000001|-0.001626287|-0.040022105|0.7061155790000001|0|-0.068989967|-0.078246932|0.008501088|-52.09190866|-59.08151918|10.36586529|0.156764132|-44.61038661|0.8159410579999999|67.25977848|-22.46761997|0.483962172|3115.979466|1645.395714|-16.96451322|0.937842434|7221.114573000001|138.97646310000002|-1204.480438|-477.1120625|1140.896548|8.178259299999999|0.0|1.0|0.0|1.0|2.0|4.42|0.0|0.32|18.0|-9.21|3.52|1.0|155.95|0.0|1.0|3.0|-5.96|0.0|1.0|0.0|-5.72|8.590000000000001e-07|0.000425|1.91e-06|0.000946|4.73|6.18e-10|3.06e-07|-0.04938|3.2027|-1572.290174|817.02|1446.02|378.13|378.13|691.68|0.69298|0.69298|0.4825|0.02305362|-1571.914419|34.0|7.4685|7.4685
17_a15|0|0|0|0.0|0.0|0.0|0|0|1.43568899|0.0|0.0|-0.033968088|0.0|-0.442454151|0.0016674189999999|10.9544604|0.0032452509999999|-0.052628162|-0.461493931|2|0.769376831|0.721188086|0.001376853|-0.023779626|0.740986227|0|-0.052869016|-0.079844675|0.012890299|-40.50376584|-61.17023228|34.35335309|0.119540765|-46.86345493|0.653207369|77.82445248|-20.73567196|0.474165158|2852.085573|2104.883413|-15.88591693|0.90173781|6352.266784|265.6831633|-937.2690986|-234.74904|822.8625688|16.654220199999997|1.0|1.0|1.0|1.0|1.0|3.63|3.99|0.15|24.0|-9.72|2.53|0.0|131.36|0.0|1.0|4.0|-5.58|1.0|0.0|1.0|-5.65|1.19e-06|0.00052|2.26e-06|0.00099|4.78|1.9199999999999998e-10|8.43e-08|-0.03936|3.8006|-1413.857182|752.08|1298.37|326.22|299.04|663.81|0.68787|0.7045100000000001|0.0377|0.04051306|-1413.624817|12.0|7.9208|7.9208
GW6604_a52|1|0|0|2.944144148|0.0|6.605297921|0|0|1.427583999|0.0|4.59511985|-0.0778992459999999|0.0|-0.085995143|0.007746755|10.94914378|0.0070554269999999|-0.131886693|-0.201462112|2|0.709088617|0.693399445|0.074868979|-0.057466653|0.689009112|0|-0.071850787|-0.072069252|0.009021088|-35.51891876|-35.62691523|157.2481263|0.12653545|-17.61190876|0.73529506|44.37166117|-14.44334401|0.4597869779999999|2044.612273|799.8313017999999|-7.13996301|0.851121611|4168.525878|130.8549791|-264.17863140000003|-232.6328342|359.1060668|8.744745933999999|1.0|1.0|0.0|1.0|1.0|2.68|1.76|0.0|23.0|-8.03|1.91|0.0|90.49|0.0|1.0|3.0|-5.95|0.0|1.0|1.0|-4.16|0.000135|0.0402|6.929999999999999e-05|0.0207|3.06|9.31e-09|2.78e-06||||||||||||||107.0|6.9706|6.9706
20a_a10|0|0|0|0.0|0.0|7.535296702|1|1|1.343837243|2.113798134|5.4161004020000005|-0.035536682|1.896409603|-0.197323337|0.008214031|10.9296614|0.008297595|-0.058994157|-0.281099208|2|0.661219642|0.755429696|0.036092601|0.019448804|0.63495222|1|-0.066386563|-0.072821454|0.013618456|-43.19189039|-47.37850712|66.52185003|0.086318664|-30.82502228|0.733451892|58.1398225|-18.22250274|0.452402751|2998.608651|2021.669282|-11.8557778|0.826159649|6729.996773999999|173.41938059999998|-616.5004457|-303.7731758|719.5272609|10.76131538|1.0|0.0|1.0|1.0|0.0|3.48|3.63|0.11|27.0|-9.44|2.53|0.0|126.35|0.0|1.0|5.0|-5.82|0.0|0.0|1.0|-5.59|2.07e-06|0.000888|2.56e-06|0.0011|4.36|3.61e-10|1.55e-07|-0.06611|3.8312|-1389.1321289999998|696.63|1200.92|323.62|259.16|524.02|0.50193|0.6864600000000001|107.0|0.03217287|-1388.957848|1.2|5.9208|5.9208
17e_a50|0|1|1|0.0|0.0|7.934155233999999|2|2|1.320916122|4.3906140030000005|5.82008293|-0.011278897|2.2384546640000003|-0.141076059|0.012036705|10.94500663|0.012372059|-0.017965698|-0.229030473|1|0.7596299459999999|0.7409645029999999|-0.1710526319999999|-0.202197068|0.736221185|1|-0.046347299|-0.073011385|0.012865274|-32.24487658|-50.7956915|10.68364489|0.069891795|-35.33972521|0.803671114|57.93079973|-18.5444588|0.489797496|2883.936138|1981.934841|-12.90180444|0.960006062|6301.28046|136.5904997|-812.8136797000001|-422.5418889|904.3172644|7.135108233|0.0|1.0|1.0|1.0|0.0|4.18|4.23|0.37|20.0|-7.33|2.91|0.0|138.0|0.0|1.0|4.0|-6.08|0.0|1.0|0.0|-5.18|1.34e-05|0.00589|6.58e-06|0.00288|4.08|4.63e-08|2.03e-05|-0.03156|4.0298|-1375.268259|757.34|1312.91|307.67|292.6|602.89|0.6322800000000001|0.66478|0.1785|0.02761851|-1374.992422|155.0|6.8097|6.8097
20_a4|0|0|0|0.0|0.0|7.535296702|1|1|1.399905568|2.017439295|5.4161004020000005|-0.061689675|0.0|-0.124135414|0.012265062|10.9459449|0.012025268|-0.098992154|-0.211751813|1|0.691307598|0.7797803109999999|0.246357638|-0.105783279|0.665774148|0|-0.060595472|-0.072188305|0.022933651|-29.16642156|-34.74640079|63.27373076|0.081852712|-16.72448692|0.6435852470000001|46.45917085|-13.14728679|0.421704107|1982.961908|1379.418733|-6.32818424|0.729218575|4085.683488|171.5531319|-234.1428169|-138.2237887|338.71903330000004|11.71277006|1.0|1.0|1.0|1.0|0.0|3.23|3.06|0.11|17.0|-5.55|2.09|0.0|86.62|0.0|2.0|3.0|-5.96|0.0|1.0|1.0|-3.87|0.000346|0.1|0.000134|0.0388|2.96|2.79e-06|0.000806|-0.03048|4.0419|-934.2266312|517.72|861.05|306.74|239.45|402.27|0.5152|0.66028|0.1415|0.022349042|-934.150871|646.0|6.1898|6.1898
1d_a5|1|0|0|2.79978458|-4.455320158|6.605297921|0|0|1.217311475|0.0|4.59511985|-0.118028278|0.0|-0.2688711589999999|-0.0012491689999999|10.94437658|-0.000700145|-0.389011185|-0.38633065|2|0.525406088|0.7595197290000001|-0.058872605|-0.015804188|0.513260607|0|-0.088396743|-0.086213657|0.007937625|-47.76176205|-46.58221594|204.4506579|0.1034962359999999|-25.16889922|0.770504115|56.83734591|-19.79744178|0.471074204|2481.822293|1172.890724|-10.69678217|0.89062437|5717.438103|123.9992274|-427.8712868|-292.3128788|403.396385|10.25512997|1.0|1.0|0.0|1.0|1.0|2.92|2.19|0.05|23.0|-8.88|2.73|0.0|95.49|0.0|1.0|6.0|-5.73|1.0|0.0|1.0|-4.97|1.6100000000000002e-05|0.00589|1.0800000000000002e-05|0.00396|3.95|1.3300000000000002e-09|4.86e-07|-0.04528|4.6112|-1288.306458|567.04|951.63|268.88|254.46|414.59|0.41781|0.5764600000000001|0.0982|0.03392008|-1288.253849|9333.0|5.03|5.03
12a_a50|0|1|1|0.0|0.0|7.927685046000001|1|1|1.397770359|4.075037557|5.82008293|-0.111689174|2.112397566|-0.126263256|0.01164808|10.94501645|0.011790103|-0.193999688|-0.247407423|1|0.699597776|0.795582575|-0.030758487|-0.2018898489999999|0.660148928|1|-0.05075501|-0.0663902|0.021013336|-25.57033815|-33.44733598|7.457998037999999|0.095880311|-16.85074424|0.575218972|47.2792242|-12.00673599|0.469674946|2223.666558|1462.827156|-6.048985111|0.885635975|4665.239724|214.004382|-235.9104193|-75.79052945|388.171611|13.83188822|1.0|1.0|0.0|1.0|0.0|3.3|2.21|0.11|20.0|-5.49|2.02|0.0|94.69|0.0|2.0|3.0|-6.44|0.0|1.0|1.0|-3.84|0.000685|215.0|0.000144|45.0|2.5|3.22e-06|0.00101|-0.03366|4.0783|-1006.632973|545.54|908.22|304.01|304.01|394.52|0.65267|0.65267|0.1807|0.02648238|-1006.546706|75.0|7.1249|7.1249
3n_a32|1|1|1|3.616639267|0.0|7.773594467000001|1|1|0.609420754|0.0|5.733341277|-0.056907012|2.22272854|-0.295303659|0.000609539|10.3110027|0.002379137|-0.100681119|-0.435658951|0|0.810658423|0.816774665|-0.018016496|-0.121627423|0.762657782|1|-0.074507943|-0.092745182|0.01889769|-42.83673428|-53.32184118|121.6040686|0.159958218|-30.65624207|0.648933114|65.41881458|-15.75418035|0.456693072|2526.071154|2426.73803|-9.057526067|0.840580248|5553.014016|201.8383309|-398.5311469|-171.25176130000003|522.1674161999999|12.0969734|1.0|0.0|1.0|1.0|1.0|3.51|3.29|0.32|19.0|-6.96|1.58|0.0|106.44|0.0|1.0|4.0|-5.98|0.0|0.0|1.0|-4.91|1.11e-06|0.000424|1.23e-05|0.0047|3.74|1.1e-07|4.19e-05|-0.05535|3.5459|-1825.349557|614.67|1036.75|349.65|349.65|464.67|0.7028399999999999|0.7028399999999999|0.2839|0.02901944|-1825.218291|21.0|7.6778|7.6778
5e_a40|0|0|0|0.0|0.0|8.149890544|0|1|0.604912776|1.661964758|6.167516491000001|-0.106497535|0.7768055559999999|-0.162528785|0.009890343|10.31198323|0.008306061|-0.184667138|-0.391074665|0|0.535506399|0.8092726020000001|-0.402340487|0.0451110059999999|0.5087199929999999|1|-0.076883794|-0.089724264|0.019851304|-36.56222854|-42.66853738|170.7311133|0.135577249|-20.29110082|0.8223594679999999|48.81318333|-17.06741495|0.47779156|1986.384601|512.5703164|-8.116440327000001|0.914944155|4158.984115|84.47727896|-243.4932098|-306.597267|264.9899736|6.144645946|1.0|0.0|1.0|0.0|0.0|3.03|2.73|0.21|14.0|-4.65|2.37|1.0|79.16|0.0|2.0|3.0|-5.66|0.0|1.0|1.0|-4.25|1.66e-05|0.00505|5.56e-05|0.0169|3.51|2.23e-05|0.00678|-0.07231|3.7138|-1637.180703|493.19|802.38|333.85|333.85|390.33|0.69675|0.69675|0.5262|0.01659566|-1637.162552|25.0|7.6021|7.6021
12bf_a36|1|0|0|3.31325137|0.0|7.412764017000001|2|2|1.297043948|0.0|5.351858133|0.140577067|0.0|-0.4497470879999999|-0.006877664|10.96022305|-0.004358975|0.359635716|-0.433281391|1|0.653741315|0.836170906|-0.0480253509999999|-0.033696875|0.632625562|0|-0.090461753|-0.110255801|0.0217611939999999|-58.26326838|-71.01192632|87.14111344|0.320859336|-45.73631152|0.7054709690000001|86.28460578|-24.14405495|0.474826911|2902.591295|2522.341812|-15.55034592|0.904134124|6271.550446|189.6959033|-777.5172959|-264.6734075|593.6088758|15.27267945|1.0|0.0|0.0|1.0|2.0|4.72|0.0|0.14|17.0|-7.12|2.78|0.0|123.67|0.0|1.0|6.0|-6.8|0.0|1.0|0.0|-4.32|0.000102|0.0424|4.81e-05|0.0201|2.88|7.599999999999999e-08|3.17e-05|-0.0571299999999999|3874.0|-1431.380702|670.85|1120.94|320.04|236.98|517.66|0.40663|0.69292|0.4006|0.03299488|-1431.246893|6.0|8.2218|8.2218
12h_a40|0|0|0|0.0|0.0|7.515889085|0|0|0.60499064|1.760542171|5.4161004020000005|0.208938531|0.803557099|-0.289603712|-0.000134504|10.31197256|-0.002126898|0.367928263|-0.556229094|0|0.809398262|0.7769829840000001|0.116873629|-0.335801908|0.6948809659999999|1|-0.0954337969999999|-0.091448888|0.0117142839999999|-50.45378559|-48.34705035|208.6717565|0.160518251|-25.56004046|0.844008584|54.9311782|-20.51086984|0.4958138139999999|2270.834041|603.6697997|-10.84365353|0.983394285|5087.343024|82.46928995|-357.8405665|-363.7398044|350.9435025|6.584127851|1.0|0.0|1.0|1.0|1.0|3.19|3.0|0.0|20.0|-6.84|3.76|1.0|96.16|0.0|1.0|2.0|-5.13|0.0|0.0|1.0|-5.58|5.58e-07|0.0002009999999999|2.61e-06|0.000942|4.75|1.44e-07|5.2e-05|-0.07512|2.6436|-2153.186757|548.82|910.77|469.0|298.7|435.95|0.6503899999999999|0.7041|0.3693|0.02044063|-2153.123274|823.0|6.0846|6.0846
8_a47|0|0|0|0.0|0.0|7.252053952000001|0|1|1.24688044|0.0|5.476463552|-0.087101663|1.335354131|-0.391797226|-0.008756|10.93671024|-0.007648516|-0.177626636|-0.4497577479999999|2|0.686795267|0.7847248109999999|-0.035681436|-0.223459904|0.659210804|1|-0.075955381|-0.091482011|0.008687692|-44.09728708|-53.11155658|90.32612351|0.150243126|-30.83488674|0.819702033|60.62152862|-20.78278301|0.414302597|2621.772106|2217.264922|-12.06582525|0.707366287|6219.278078|104.6752861|-555.0279614|-371.2177396|559.4973856|7.509972037000001|1.0|1.0|0.0|1.0|2.0|3.02|3.21|0.13|22.0|-9.25|3.9|0.0|113.97|0.0|1.0|4.0|-4.79|1.0|0.0|1.0|-6.19|2.56e-07|0.000104|6.490000000000001e-07|0.000263|5.61|5.62e-10|2.28e-07|-0.05495|3.6696|-1686.0356350000002|621.06|1071.62|337.87|337.87|433.38|0.6877800000000001|0.6877800000000001|0.2249|0.03283575|-1685.908004|0.05|7.3|7.3
12ak_a36|1|0|0|3.501132553|0.0|7.412764017000001|2|2|1.270373882|0.0|5.351858133|0.12041792|0.0|-0.407322296|0.0042553209999999|10.95268014|0.005035022|0.198260132|-0.439326642|1|0.901715152|0.815627016|0.051506104|-0.0265703679999999|0.860667615|0|-0.069176342|-0.091761476|0.019931266|-49.87483724|-66.15829243|113.186508|0.151294857|-47.69888026|0.737439195|79.17567486|-23.5478668|0.423822657|2830.816014|2735.7986920000003|-16.97756755|0.735576751|6240.396899|189.3013851|-1001.676485|-342.3783571000001|799.5563855|13.01738243|1.0|0.0|1.0|1.0|2.0|5.05|0.0|0.24|17.0|-7.38|2.66|0.0|138.33|0.0|1.0|4.0|-6.19|0.0|1.0|1.0|-4.86|1.13e-05|0.0047799999999999|1.39e-05|0.00589|3.8|4.2e-08|1.7800000000000002e-05|-0.04929|3.6895|-1350.865407|730.3|1247.89|336.05|320.09|584.05|0.69463|0.7034699999999999|0.0001|0.03471045|-1350.637958|46.0|7.3372|7.3372
12e_a36|1|0|0|3.490984269|0.0|7.412764017000001|2|2|1.29704412|0.0|5.351858133|0.144415507|0.0|-0.404736007|0.002951176|10.95346131|0.003962098|0.244642918|-0.43688276|1|0.90414347|0.7975411790000001|-0.010494913|-0.144846626|0.856274847|0|-0.07049439|-0.100988761|0.019063245|-44.83739063|-64.2330904|65.27404529|0.161913613|-40.85494129999999|0.7610764190000001|75.50154216|-23.02695694|0.466721981|2709.877204|2309.239105|-14.64611103|0.875194483|5929.071389|151.9654247|-776.2438847|-332.11111980000004|662.0530478999999|11.26845175|1.0|0.0|0.0|1.0|2.0|4.85|0.0|0.17|17.0|-6.97|2.24|0.0|128.72|0.0|1.0|4.0|-6.55|0.0|1.0|0.0|-4.3|6.929999999999999e-05|0.0274|5.05e-05|0.02|3.04|1.08e-07|4.270000000000001e-05|-0.04962|3.6699|-1272.23645|673.57|1142.19|337.84|323.18|507.03|0.6814600000000001|0.70007|0.0006|0.03037051|-1272.0579810000002|14.0|7.8539|7.8539
9d_a40|0|0|0|0.0|0.0|7.515889085|0|0|0.604992329|1.839557351|5.4161004020000005|0.153818743|0.89023715|-0.146575228|0.011823978|10.3119722|0.010101686|0.259969752|-0.4887998529999999|0|0.601831605|0.7572844040000001|-0.3969541689999999|-0.223631751|0.55759121|1|-0.060319196|-0.071656839|0.010749826|-31.08478865|-36.92750973|108.1468558|0.058372388|-19.03015798|0.8664205709999999|41.42218692|-16.29154841|0.467275972|2109.570685|336.6614768|-8.395657932|0.87714454|4401.742338|68.83858806|-285.4523697|-377.6610668|346.9019309|4.49467719|1.0|0.0|1.0|0.0|0.0|3.25|3.63|0.06|20.0|-7.0|4.07|0.0|91.71|0.0|1.0|2.0|-4.62|0.0|1.0|1.0|-5.65|7.37e-07|0.0002399999999999|2.23e-06|0.000727|5.16|1.01e-07|3.3e-05|-0.06906|3.3464|-1677.540538|542.19|892.69|370.51|269.1|446.84|0.4557199999999999|0.69986|0.4025|0.01113991|-1677.48058|107.0|6.9706|6.9706
4e_a46|0|0|0|0.0|0.092094405|7.825245291|1|1|0.300205548|2.12386814|5.587248657999999|-0.08224348|0.0|-0.4017151029999999|-0.001404912|10.31928077|0.002688298|-0.135489528|-0.514537262|2|0.738134189|0.77019676|0.075271624|-0.076733489|0.69063113|0|-0.0835371459999999|-0.084780904|0.010671173|-63.39469142|-64.33855433|105.0139519|0.246284959|-48.825259|0.7951078540000001|73.87174786|-23.48867857|0.4753010039999999|3411.457836|3129.575458|-17.82509456|0.905854609|7615.063066|155.48860530000002|-1122.980957|-447.9030518999999|942.2127953|9.533193534|1.0|0.0|0.0|1.0|2.0|4.5|2.68|0.27|23.0|-8.81|2.06|0.0|137.28|0.0|1.0|6.0|-6.6|1.0|0.0|0.0|-5.41|8.29e-07|0.000405|3.92e-06|0.00191|3.78|1.56e-09|7.64e-07|-0.03893|4.1773|-1884.564974|757.1|1343.97|296.81|292.1|655.69|0.5745600000000001|0.56481|0.3109|0.04805633|-1884.324182|154.0|6.8125|6.8125
4d_a49|0|0|0|0.0|0.0|7.535296702|1|1|1.343847746|2.097463308|5.4161004020000005|-0.090862681|1.76904838|-0.343596561|0.000607064|10.92777282|0.001356445|-0.151004418|-0.417231241|2|0.7745859279999999|0.783870915|-0.008564167|0.023137464|0.749565191|1|-0.089942837|-0.085966608|0.013625199|-55.40321178|-52.95392476|85.21839288|0.2473653539999999|-32.61868996|0.654728051|66.51766234|-17.31186002|0.470013152|2658.242991|1640.195062|-10.66380249|0.8868392740000001|5915.214567|212.6814716|-554.5177292999999|-190.6195379|641.1445234|13.56373757|0.0|1.0|1.0|1.0|2.0|3.38|2.68|0.22|21.0|-7.58|1.25|0.0|115.63|0.0|1.0|5.0|-7.7|0.0|0.0|1.0|-3.35|0.000743|296.0|0.0004509999999999|0.18|1.45|2.64e-08|1.05e-05|-0.06309|3.8047|-1293.29417|668.09|1144.04|325.87|215.82|495.7|0.40593|0.6782100000000001|0.0879|0.0395418|-1293.107454|18.0|7.7447|7.7447
3_a4|0|0|0|0.0|0.0|7.535296702|1|1|1.343866299|2.147369615|5.4161004020000005|-0.07806942|2.180369373|-0.0502208409999999|0.011825591|10.92992985|0.011276682|-0.129930078|-0.133874898|2|0.637819558|0.773786787|-0.0862461019999999|0.0904255319999999|0.623172012|1|-0.052578183|-0.06572153|0.010568144|-25.5405205|-31.92506825|12.23442244|0.080195284|-15.5080075|0.7196876640000001|39.38579676|-11.97190059|0.430553837|2159.04913|1602.411021|-5.815502811|0.7560922609999999|4677.30755|136.1652785|-232.6201124|-213.4321476|409.0289917|7.460728516|1.0|1.0|0.0|1.0|0.0|2.99|2.86|0.15|21.0|-7.19|2.44|0.0|95.12|0.0|1.0|3.0|-5.99|0.0|1.0|1.0|-4.26|0.000198|0.0617|5.520000000000001e-05|0.0173|3.12|6.49e-08|2.03e-05|-0.04964|4.0639|-990.6149055|535.44|905.23|305.09|252.57|350.36|0.58445|0.58615|0.0871|0.024645265|-990.514888|104.0|6983.0|6983.0
47p_a18|0|0|0|0.0|0.0|7.03438793|1|1|1.25117677|0.0|4.844187086|0.025217016|0.0|-0.3775970529999999|0.00235332|10.94701988|0.003537135|0.037961877|-0.441700685|0|0.72025564|0.726294118|0.030970815|-0.082977829|0.710266593|0|-0.06909945|-0.082580968|0.007989903|-51.14496913|-61.12351185|10.25627035|0.1670454519999999|-45.24146169|0.818459442|69.19354871|-22.80728054|0.488811071|2933.069245|1367.4309119999998|-16.88114242|0.956223901|6726.61969|134.3699001|-1131.036542|-471.4248324|1011.163774|8.070036862|1.0|1.0|0.0|1.0|2.0|4.29|0.0|0.28|18.0|-9.03|3.13|1.0|144.53|0.0|1.0|3.0|-6.07|0.0|1.0|0.0|-5.27|2.13e-06|0.000998|5.34e-06|0.0025|4.35|9.35e-10|4.38e-07|-0.05628|3.2036|-1493.731375|795.43|1391.71|387.01|387.01|732.84|0.6937800000000001|0.6937800000000001|595.0|0.02843634|-1493.407248|64.0|7.1938|7.1938
4i_a46|0|0|0|0.0|0.19654443|7.825245291|1|1|1.1346370959999998|2.184105962|5.587248657999999|-0.088884176|0.0|-0.127450387|0.012211602|10.94638684|0.011931187|-0.133434195|-0.22302552|1|0.7204791309999999|0.749522825|-0.0656636|-0.17856753|0.7172344890000001|0|-0.058565229|-0.075208437|0.015663081|-33.08099617|-42.48203383|67.51603424|0.0592195629999999|-23.99628633|0.763831778|49.04951810000001|-14.16067794|0.406629719|2200.19132|2253.484644|-7.998762108999999|0.685288314|4893.587424|133.40134070000002|-407.9368676|-298.0546045|579.2365607|6.567484272000001|1.0|0.0|1.0|1.0|0.0|3.88|3.5|0.36|17.0|-7.3|3.06|0.0|105.43|0.0|1.0|3.0|-5.31|0.0|1.0|1.0|-5.04|1.16e-05|0.00403|9.13e-06|0.00317|4.38|5.04e-08|1.75e-05|-0.01646|4.4232|-1092.70435|611.74|1058.5|280.31|229.66|546.24|0.41877|0.69035|0.1421|0.02614355|-1092.528145|612.0|6.2132|6.2132
4a_a49|0|0|0|0.0|0.0|7.535296702|1|1|1.343847746|2.085628989|5.4161004020000005|-0.080255074|1.713107022|-0.3631108529999999|-1.8100000000000003e-05|10.92777282|0.000660956|-0.130491035|-0.403194204|2|0.7541604690000001|0.803344301|0.0063958109999999|0.032396301|0.731643066|1|-0.094228246|-0.087863033|0.017143497|-57.79201133|-53.88810275|313.22432680000003|0.242956384|-33.05061877|0.650301539|68.37721704|-17.96270092|0.4716382|2675.628678|1647.61849|-11.01687292|0.8926425020000001|5950.370212|214.47685|-561.8605190000001|-184.3656985|620.5697596|14.48911428|0.0|1.0|1.0|1.0|2.0|3.35|2.89|0.22|21.0|-7.36|1.25|0.0|114.08|0.0|1.0|5.0|-7.52|0.0|0.0|1.0|-3.52|0.000528|211.0|0.000305|122.0|1.71|4.35e-08|1.74e-05|-0.06461|3.7876|-1313.158118|660.19|1128.22|327.34|262.35|504.63|0.35731|0.68042|0.0789|0.04133192|-1312.98289|32.0|7.4949|7.4949
