molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|MATS2c|AATSC1c|SRW07|AATSC1s|MATS7i|SaaaC|ATSC1c|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|AATSC1i|MATS1c|n6aHRing|MATS8d|GATS1pe|nFaHRing|RASA|PBF|FPSA3|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|FNSA1|FNSA2|WNSA3|PNSA4|GRAVp|TASA|MOMI-Z|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50
12bb_a36|0.0|0|0|3.3296932480000003|0.0|0|7.412764017000001|2|1.29704416|-0.07834963|-0.008239316|5.351858133|-0.117921811|0.096309833|0.0|-0.444923056|10.96022185|-0.027636036|1|-0.004358975|-0.250781298|-0.421445726|1|-0.045186455|0.632625562|0|0.6888482109999999|0.314702945|0.022069757|14.16769093|88.91215764|0.311151789|199.7440352|-0.038872447|-47.11573753|0.719294078|-1.943622342|-37.36110291|-24.95418524|2902.055617|442.2064275|2458.790147|7.854524291000001|15.13083401|0.926384521|6285.088971|180.1992964|-800.967538|34.69260487|-281.5518699|1734.6302440000002|14.75518126|1.0|0.0|2.0|4.72|0.0|17.0|-7.12|3.55|123.67|0.0|5.0|-3.99|31.0|6.0|-6.8|417.41|0.0|1.0|0.0|2.44|-4.32|0.0424|0.0201|2.88|0.0|7.599999999999999e-08|3.17e-05|-0.0566799999999999|5.2382|-1431.4091|667.88|326.27|236.69|0.38838|688.0|0.0736|6251.0|-0.21175|0.03421884|-1431.238418|8.0
12b_a32|0.0|1|1|3.477905329|0.0|0|7.765993078999999|0|0.609420757|0.115940697|-0.009432679|5.733341277|-0.055500132|-0.044307211|2.153718992|-0.462201267|10.31100269|-0.053480599|3|-0.001662219|-0.1534110109999999|-0.584995111|0|-0.090027803|0.7507116140000001|1|0.782593|0.2996018789999999|0.016282332|10.17310723|90.57560878|0.217407|135.83463989999998|-0.027561517|-38.07076621|0.60420609|-1.267829764|-31.79562339|-17.22027667|2573.006963|488.9595947|3148.185476|7.076348793999999|12.42841652|0.756331814|5653.268811|247.2897528|-494.9199607|28.50066715|-130.2147289|1311.0306890000002|15.72418067|1.0|1.0|2.0|3.47|2.9|19.0|-7.65|6.49|110.47|1.0|7.0|-5.9|27.0|4.0|-6.4|397.52|1.0|0.0|1.0|3.59|-4.43|0.000505|0.0148|3.28|0.0|2.23e-08|8.86e-06|-0.05173|3.5703|-1880.770588|663.89|347.27|347.27|0.70258|0.70258|0.2865|3208.0|-0.19976|0.0385132|-1880.599158|7585.0
9i_a24|0.0|0|0|2.9199957480000003|0.0|1|7.153833802|0|1.4281889280000002|-0.113620183|-0.005148312|5.209486153|2.01e-05|-0.076024544|0.0|-0.190487553|10.96661275|-0.00532872|2|0.005891639|-0.336939175|-0.32068769|2|-0.0106944439999999|0.73094562|0|0.8260893640000001|0.379687415|0.025118046|11.87389334|10.13249376|0.173910636|82.21166337|-0.024639839|-15.60091656|0.499238289|-0.837754515|-14.44881966|-11.64783344|2061.729154|390.5119445|761.9885477000001|5.946747117|11.18382556|0.8806627109999999|4155.922671|236.7218826|-187.2109987|23.33121014|0.720157264|793.2611447|18.05612763|1.0|1.0|1.0|2.76|1.36|22.0|-6.05|2.42|82.17|0.0|3.0|-2.6|22.0|4.0|-7.01|288.31|0.0|1.0|0.0|1.73|-3.1|716.0|228.0|1.48|0.0|8.95e-07|0.000258|-0.0473899999999999|4.6212|-945.286637|501.48|299.06|268.3|0.58977|0.6755800000000001|0.0029|7.1135|-0.21943|0.0239838|-945.222448|7.0555
8j_a46|0.0|0|0|0.0|0.214753401|1|7.727094485|1|1.160371125|-0.13040237|-0.0017688329999999|5.533389489|-0.008523199|-0.129276363|0.0|-0.081366324|10.96391738|-0.053618988|1|0.0108603019999999|-0.133413527|-0.229679821|2|-0.074207717|0.6109926379999999|0|0.934648421|0.308052557|0.008672342|4.658562801|7.723448142|0.065351579|35.10521457|-0.02566383|-19.90219786|0.822112519|-1.103544698|-15.7861518|-13.78596018|2121.846387|502.0694817|1888.679875|5.617748211|9.817783823|0.747636856|4759.107832|95.55665364|-318.43516580000005|16.76894569|-346.061389|721.0646647000001|4.750680627|1.0|1.0|0.0|3.23|3.25|17.0|-7.26|4.71|96.94|0.0|2.0|-4.59|24.0|3.0|-5.55|338.83|0.0|1.0|1.0|3.82|-4.83|0.00878|0.00497|3.97|0.0|5.46e-08|1.85e-05|-0.04068|4.9636|-1414.53151|576.48|281.1|249.79|0.50703|0.70121|0.1427|5.2361|-0.22599|0.02408052|-1414.402087|5.9108
19a_a38|0.0|0|0|3.3685352889999995|0.0|0|7.412764017000001|2|1.297044508|-0.084389038|-0.007986407|5.351858133|-0.082283951|0.054257043|0.0|-0.431265985|10.96083376|-0.077535135|1|-0.000673716|-0.217394466|-0.4342819429999999|1|-0.133130383|0.698414933|0|0.747152898|0.298938581|0.022142322|13.23456869|137.2318698|0.252847102|151.1278869|-0.038988111|-38.69037594|0.744796537|-1.949405536|-30.69910427|-23.30337482|2774.129458|446.57675660000007|2304.055966|6.923156054|12.96056449|0.872060139|6115.030149|152.5362948|-696.4267669|31.28824271|-292.6320538|1564.412135|12.47635608|1.0|1.0|3.0|4.83|2.56|17.0|-6.86|3.13|125.69|0.0|5.0|-4.14|30.0|4.0|-6.77|401.44|0.0|0.0|1.0|2.68|-4.17|29.0|0.0272|2.78|0.0|1.4e-07|5.610000000000001e-05|-0.05271|3.9212|-1332.186327|628.65|339.65|316.19|0.6329100000000001|0.68835|0.0721|4.7986|-0.20379|0.03338983|-1332.002093|8.0106
4f_a46|0.0|0|0|0.0|0.2096617139999999|1|7.825245291|1|1.134637108|-0.2265364489999999|-0.001035775|5.587248657999999|-0.001868546|-0.099507167|0.0|-0.053860324|10.96352592|-0.115631645|1|0.011806162|-0.123416853|-0.150189733|2|-0.1697014539999999|0.69830739|0|0.934973206|0.296072934|0.008734825|4.738551282|7.730129301|0.065026794|35.27635517|-0.022035297|-19.85993046|0.759842275|-1.079729539|-16.43243843|-11.95391778|2103.214727|507.213176|1563.375755|5.654067072999999|9.828175385|0.7382488140000001|4661.569032|130.2830519|-317.7588874|15.73210412|-281.9234274|770.8731021000001|5.6100342670000005|1.0|1.0|0.0|3.88|3.16|17.0|-7.21|4.56|101.54|0.0|3.0|-4.38|25.0|3.0|-5.65|332.44|0.0|1.0|1.0|3.76|-4.58|0.0139|0.00872|3.77|0.0|6.12e-08|2.04e-05|-0.02947|4548.0|-1033.550809|591.51|272.61|272.61|0.69208|0.69208|0.1719|3.2783|-0.2202599999999999|0.02238723|-1033.36869|6.7375
41_a18|0.0|0|0|0.0|0.0|0|7.03438793|2|1.251176562|0.115127295|-0.007587553|4.844187086|-0.059936864|-0.089781154|0.0|-0.500778516|10.9470117|0.0212700929999999|0|-0.002136837|-0.0091068809999999|-0.5421253970000001|0|0.037097204|0.745631286|0|0.7349388459999999|0.3888308139999999|0.009550224|6.547189171|347.42621339999994|0.2650611539999999|181.7135945|-0.037381065|-41.89408289|0.903239484|-2.317626057|-47.95199341|-25.62671923|2899.29167|503.8398786|1491.296991|8.787657952|17.13823195|0.950261611|6605.095612|66.33450764|-1089.246155|28.37200951|-552.8844577000001|1759.064589|4.727999916|1.0|1.0|3.0|4.07|0.0|18.0|-8.38|3.26|141.34|0.0|6.0|-5.56|34.0|3.0|-6.38|452.55|0.0|0.0|1.0|2.53|-5.02|0.00125|0.0042899999999999|3.78|0.0|4.18e-09|1.89e-06|-0.04956|3.2123|-1454.374793|736.59|385.97|385.97|0.69308|0.69308|482.0|2.0934|-0.1814599999999999|0.0280471999999999|-1454.045308|6433.0
12q_a30|0.0|0|0|0.0|-4.76444841|0|7.412764017000001|2|0.60498366|0.144208934|-0.015322396|5.351858133|-0.27228842|-0.016509571|0.0|-0.873376576|10.31162828|-0.021542639|1|-0.004395528|-0.226973911|-0.636798458|1|-0.032887649|0.593245722|0|0.845745827|0.596557166|0.014790072|10.07866809|82.72757145|0.154254173|105.1162273|-0.045799658|-53.67653794|0.820640722|-2.427381881|-40.56199584|-31.21009417|3305.289025|576.3319634|2844.418547|7.346842839|13.96052394|0.900207238|7990.060758|122.2240555|-1127.2072970000002|38.03137394|-437.0000797|2015.662819|11.29774462|1.0|0.0|1.0|4.73|0.0|17.0|-7.18|4.43|133.96|0.0|7.0|-6.7|34.0|8.0|-5.66|482.48|0.0|0.0|0.0|3.42|-5.92|9.63e-05|0.000579|5.05|0.0|6.61e-08|3.19e-05|-0.05105|5.0573|-1988.033527|713.16|355.93|245.16|0.34138|0.68516|0.1515|5.5755|-0.19897|0.03408298|-1987.847256|7.4449
4b_a46|0.0|0|0|0.0|0.206072846|1|7.825245291|1|1.1346370890000002|-0.155670183|-0.00113356|5.587248657999999|-0.022119857|-0.082722572|0.0|-0.058945144|10.96200942|-0.111103941|1|0.011806162|-0.123416853|-0.16915334|2|-0.153841155|0.69830739|0|0.935245062|0.27128814|0.007568202|4.127907383|7.986637869|0.064754938|35.31914031|-0.0229342729999999|-20.89467173|0.8104680259999999|-1.123779397|-15.59093155|-12.50898928|2105.172229|510.1086157|1750.333702|5.76401157|10.09436488|0.751274223|4681.895329999999|103.3759991|-334.31474760000003|15.43427855|-338.6757579|756.2796491|4.343611349|1.0|1.0|0.0|3.9|3.03|17.0|-7.2|4.69|101.7|0.0|2.0|-4.35|25.0|3.0|-5.67|332.44|0.0|1.0|1.0|3.76|-4.63|0.0149|0.00782|3.74|0.0|6.38e-08|2.12e-05|-0.02729|4.5515|-1033.556797|588.79|272.4|272.4|0.68682|0.68682|0.1784|3127.0|-0.21811|0.02176759|-1033.378455|6.2612
17_a15|0.0|0|0|0.0|0.0|0|0.0|0|1.43568899|-0.046866421|-0.0071363569999999|0.0|-0.071708785|-0.033968088|0.0|-0.442454151|10.9544604|-0.0141953639999999|0|0.0032452509999999|-0.263401148|-0.461493931|2|-0.023779626|0.740986227|0|0.880459235|0.605886597|0.012890299|9.875456386|34.35335309|0.119540765|91.58201681|-0.027065991|-46.86345493|0.653207369|-1.596893495|-31.03055741|-20.73567196|2852.085573|674.5333498|2104.883413|7.967418828|15.15194163|0.90173781|6352.266784|265.6831633|-937.2690986|31.74439379|-234.74904|1872.919233|16.654220199999997|1.0|1.0|1.0|3.63|3.99|24.0|-9.72|4.89|131.36|0.0|7.0|-5.93|33.0|4.0|-5.58|438.52|1.0|0.0|1.0|4.44|-5.65|0.00052|0.00099|4.78|0.0|1.9199999999999998e-10|8.43e-08|-0.03936|4.1461|-1413.897695|752.08|326.22|299.04|0.68787|0.7045100000000001|0.0377|5.1268|-0.19509|0.04051306|-1413.624817|7.9208
4d_a49|0.0|0|0|0.0|0.0|1|7.535296702|1|1.343847746|-0.06085453|-0.006135653|5.4161004020000005|-0.058204482|-0.090862681|1.76904838|-0.343596561|10.92777282|0.013451218|1|0.001356445|0.000850823|-0.417231241|2|0.023137464|0.749565191|1|0.752634646|0.410804214|0.013625199|8.392883773|85.21839288|0.2473653539999999|152.3727245|-0.0281044679999999|-32.61868996|0.654728051|-1.461432343|-34.12740785|-17.31186002|2658.242991|463.6097566000001|1640.195062|7.998287218|15.09148245|0.8868392740000001|5915.214567|212.6814716|-554.5177292999999|26.44129877|-190.6195379|1374.947536|13.56373757|0.0|1.0|2.0|3.38|2.68|21.0|-7.58|3.16|115.63|0.0|6.0|-3.13|30.0|5.0|-7.7|398.46|0.0|0.0|1.0|2.27|-3.35|296.0|0.18|1.45|0.0|2.64e-08|1.05e-05|-0.06309|5.7447|-1293.333712|668.09|325.87|215.82|0.40593|0.6782100000000001|0.0879|4.3005|-0.2219699999999999|0.0395418|-1293.107454|7.7447
3_a20 (SB-525334)|0.0|0|0|3.502142227|-0.08980269|0|6.880384082000001|0|1.183765089|-0.048050965|-0.005492814|4.727387819|-0.053897691|0.001821898|1.728260385|-0.274640708|10.95053359|-0.119584218|1|0.0033523629999999|-0.277724429|-0.500412918|2|-0.17447922|0.7835436240000001|1|0.8756647679999999|0.246005838|0.0123308269999999|6.965173618|43.70154849|0.1243352319999999|70.23182172|-0.029269046|-29.26136697|0.784910502|-1.375645142|-19.50382741|-16.53287135|2243.481559|494.6267525|1782.992456|5.943823875|10.9543133|0.8429740729999999|4905.195832|121.495147|-438.9205046|21.06338405|-321.8682802|989.9790502999998|6.654190521|1.0|1.0|1.0|3.37|2.82|21.0|-8.39|5.2|104.59|0.0|3.0|-4.85|26.0|4.0|-5.74|343.42|0.0|1.0|1.0|3.63|-4.73|0.00489|0.00647|3.74|0.0|4.07e-09|1.4e-06|-0.0671399999999999|4.9821|-1086.585811|605.71|390.77|248.86|0.49443|0.70168|0.1171|3.7291|-0.20131|0.02096048|-1086.383308|6.7905
14b_a23|0.0|1|1|0.0|0.0|2|7.423568444|0|1.197963628|0.065240838|-0.006248709|5.351858133|-0.071396109|0.0519489729999999|0.716540473|-0.318684138|10.31321824|-0.047410593|2|0.0075222369999999|-0.17267308|-0.4557487779999999|2|-0.077808321|0.5935522360000001|1|0.8462596590000001|0.228282196|0.020454632|13.26014776|40.76245006|0.153740341|99.66542762|-0.03508139|-34.64639496|0.774359705|-1.64882535|-26.58857202|-22.74225338|2943.803333|548.6057241000001|2280.830615|7.833620016|14.26820636|0.821406493|6622.129837|146.2760938|-692.9278992000001|29.36910744|-355.71896410000005|1380.34805|11.53563485|0.0|1.0|1.0|3.42|3.44|26.0|-7.67|3.78|120.24|0.0|5.0|-5.58|31.0|5.0|-6.31|429.47|0.0|0.0|0.0|3.78|-5.11|0.00114|0.00332|3.68|0.0|2.14e-08|9.18e-06|-0.07803|3706.0|-1729.161608|673.05|334.55|334.55|0.58097|0.58097|0.3603|6.8752|-0.2286699999999999|0.02188578|-1728.9893510000002|8.3536
3a_a32|0.0|1|1|3.226454082|0.0|0|7.678326357|0|0.6094208210000001|-0.0505635059999999|-0.007588088|5.6869753560000005|-0.045659995|-0.014365682|2.211368234|-0.250406908|10.31100283|0.125185185|3|-0.001223394|-0.1568626659999999|-0.491457345|0|0.215012723|0.7757299320000001|1|0.817070968|0.30031978|0.0224684379999999|10.39727075|87.55216606|0.182929032|84.65041685|-0.032360692|-20.78892268|0.6723099029999999|-0.970820756|-17.261046399999998|-14.97491147|2028.93875|378.0996237|812.930125|5.755284924|10.67859439|0.855441483|4249.04624|151.63860559999998|-207.8892268|22.27382254|-159.4728294|668.2146761|10.9483666|0.0|1.0|1.0|2.96|2.21|19.0|-6.12|5.77|83.28|0.0|2.0|-5.32|20.0|3.0|-5.77|298.39|0.0|0.0|1.0|3.32|-4.35|0.00144|0.0134|3.31|0.0|7.66e-07|0.0002279999999999|-0.0558|3.6308|-1554.796165|492.91|341.48|341.48|0.70229|0.70229|0.2719|3.6178|-0.20638|0.02744024|-1554.748543|8.5686
6_a3|0.0|0|0|0.0|0.0|0|6.823286122000001|0|0.605016564|0.155665791|-0.008934536|4.727387819|-0.106234254|-0.025021661|2.000787282|-0.330577816|10.3116226|0.032782484|1|-0.006696449|0.036673175|-0.594308852|2|0.055002252|0.773152968|1|0.783322023|0.556539611|0.010921391|5.449560482000001|236.2008316|0.216677977|108.118071|-0.037726468|-24.56680878|0.80281499|-1.282699916|-25.95647951|-18.8247694|2196.107822|390.8623623|1899.385061|5.498222293|8.982311462|0.633675574|4992.54948|98.39146166|-319.3685142|23.4484528|-302.19751|797.2473951000001|7.485963593999999|1.0|1.0|1.0|3.05|2.65|21.0|-7.48|4.96|95.5|0.0|2.0|-5.44|23.0|3.0|-5.68|338.81|0.0|0.0|1.0|3.63|-4.87|0.00124|0.00455|3.79|0.0|3.28e-08|1.11e-05|-0.06529|5.8279|-1731.735113|524.88|365.05|212.74|0.3369|0.69323|129.0|2.8131|-0.21179|0.03079258|-1731.6508010000002|5.7501
21_a34|0.0|0|0|0.0|0.0|1|8.002694162000001|2|1.425532331|0.026135784|-0.012535886|5.860786223|-0.091664226|-0.125881566|0.0|-0.7020096440000001|10.94874873|-0.009996155|1|0.00130996|-0.407759867|-0.514364527|1|-0.015568862|0.660871869|0|0.676390843|0.527371706|0.034163186|22.9240533|168.9671187|0.323609157|217.1470086|-0.041572921|-53.03643341|0.728260094|-2.120218984|-42.9239565|-27.89610644|3115.110331|453.8692584|2429.6035|7.253455092999999|13.65523159|0.882583047|7048.305909000001|182.341897|-954.6558014|38.30514214|-306.332473|1953.562249|16.08669155|0.0|1.0|0.0|3.43|3.52|23.0|-7.68|3.64|122.59|0.0|4.0|-4.5|33.0|6.0|-6.83|438.43|0.0|0.0|0.0|3.03|-4.71|0.0138|0.0085|3.02|0.0|2.07e-08|9.06e-06|-0.07534|4.3011|-1483.3359380000002|698.17|401.11|288.26|0.6893199999999999|0.69292|0.0002|5.3432|-0.20872|0.03023936|-1483.12009|5.4737
15b_a50|0.0|1|1|0.0|0.0|2|7.934155233999999|1|1.353059441|-0.144363623|-0.0045393|5.82008293|-0.05484142|-0.103807905|2.018777006|-0.22696498|10.94501702|-0.124047802|2|0.005203263|-0.2185722769999999|-0.310946931|1|-0.216393362|0.764606364|1|0.8209134840000001|0.447220762|0.020083792|11.48191704|274.85729960000003|0.179086516|102.3838797|-0.028069672|-26.37622116|0.639017342|-1.291204916|-26.98929785|-16.04745006|2441.264256|469.3167805|1692.3273379999998|6.89125222|13.22671714|0.919348867|5205.2135960000005|206.3740238|-422.0195386|25.11269883|-158.95261259999998|1155.184146|13.90004811|1.0|1.0|1.0|3.56|2.11|20.0|-5.72|2.71|105.46|0.0|5.0|-3.18|27.0|4.0|-6.98|357.41|0.0|1.0|1.0|2.37|-3.6|0.2339999999999999|0.0891|2.11|0.0|1.92e-06|0.000687|-0.0333399999999999|4.0561|-1160.4989460000002|613.37|305.67|305.67|0.65917|0.65917|0.1796|6.9054|-0.20071|0.03528279|-1160.330621|7.1024
47u_a18|0.0|0|0|0.0|0.0|0|7.03438793|1|1.251177393|0.039883149|-0.010219187|4.844187086|-0.0872206669999999|0.008108241|0.0|-0.633589579|10.94702032|-0.033209663|0|0.00082284|-0.1904128389999999|-0.539738821|0|-0.053126304|0.646724968|0|0.741066474|0.33777918|0.02068926|14.42377665|86.37253771|0.258933526|180.5187465|-0.0344062|-44.84707106|0.721837463|-2.029965788|-43.92035521|-23.98671253|2965.254516|516.6437614|1415.590236|9.18142206|17.78724206|0.937307962|6837.350959|193.9244919|-986.6355633|33.23007431|-309.31352410000005|1960.574384|14.73941472|0.0|0.0|2.0|3.98|0.0|18.0|-8.2|3.15|133.53|0.0|8.0|-5.69|34.0|4.0|-6.31|455.51|0.0|0.0|0.0|2.6|-4.98|0.000932|0.00472|3.9|0.0|6.34e-09|2.89e-06|-0.06392|3.1186|-1510.182477|738.53|397.57|397.57|0.69143|0.69143|0.5849|4.4624|-0.19109|0.02892505|-1509.839543|5.7055
20_a4|0.0|0|0|0.0|0.0|1|7.535296702|1|1.399905568|-0.203359312|-0.003103385|5.4161004020000005|-0.00123671|-0.061689675|0.0|-0.124135414|10.9459449|-0.059498265|1|0.012025268|-0.103098674|-0.211751813|1|-0.105783279|0.665774148|0|0.918147288|0.210083785|0.022933651|11.03865532|63.27373076|0.081852712|39.3981702|-0.0273144939999999|-16.72448692|0.6435852470000001|-1.010636274|-14.03867522|-13.14728679|1982.961908|441.9318823|1379.418733|5.543543957000001|9.58599918|0.729218575|4085.683488|171.5531319|-234.1428169|20.4281979|-138.2237887|755.8433223999999|11.71277006|1.0|1.0|0.0|3.23|3.06|17.0|-5.55|3.2|86.62|0.0|3.0|-3.46|22.0|3.0|-5.96|289.33|0.0|1.0|1.0|2.97|-3.87|0.1|0.0388|2.96|0.0|2.79e-06|0.000806|-0.03048|5.1778|-934.2489802|517.72|306.74|239.45|0.5152|0.66028|0.1415|4.0681|-0.19747|0.022349042|-934.150871|6.1898
12k_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|0.604984231|-0.001755273|-0.007818038|5.351858133|-0.029595542|-0.13882907|0.0|-0.44562817|10.31162844|-0.038714845|1|0.0053380919999999|-0.154412059|-0.4186541|1|-0.067714819|0.7933543279999999|0|0.815083558|0.340031035|0.024177669|16.01752015|106.8195439|0.184916442|122.5057244|-0.035199567|-43.09444587|0.7081361979999999|-1.865577056|-34.68429919|-23.31944323|2920.279667|539.9866061|2277.687222|8.416930701|15.93977881|0.893775698|6393.133321|193.3575303|-818.7944715|32.93073182|-275.77726980000006|1745.328787|14.9823028|1.0|1.0|1.0|4.72|0.0|17.0|-6.74|3.89|133.77|0.0|6.0|-5.44|31.0|5.0|-6.19|428.51|0.0|0.0|0.0|2.57|-4.93|0.00154|0.0050799999999999|3.84|0.0|1.84e-07|7.87e-05|-0.05055|5.1958|-1690.302721|710.82|357.15|238.62|0.39318|0.6864899999999999|0.1512|4.9516|-0.19798|0.03357755|-1690.094082|7.6144
24_a47|0.0|1|1|0.0|0.0|1|6.86171134|0|1.304328602|0.0453435129999999|-0.010774404|4.727387819|-0.1160443999999999|0.0251322929999999|1.081401467|-0.484848181|10.95005721|0.071506228|1|-0.004514441|-0.2494728939999999|-0.540463145|2|0.113432542|0.627160379|1|0.7839491009999999|0.214985826|0.021522987|12.11301576|41.72753688|0.216050899|121.5922303|-0.032498249|-28.82156035|0.611603578|-1.364926459|-24.03877652|-18.28983173|2642.775318|441.2021442|1239.381181|7.024694045|13.48797266|0.920079732|6022.202634|218.5873217|-432.3234052|29.90471672|-125.6197312|1255.998102|18.06759887|0.0|1.0|2.0|3.14|3.12|21.0|-7.63|2.78|104.73|0.0|5.0|-4.61|28.0|5.0|-6.48|396.81|0.0|0.0|1.0|3.31|-4.52|0.00975|0.0121|3.16|0.0|2.32e-08|9.22e-06|-0.06517|3.9675|-1696.105723|578.94|312.5|312.5|0.6835|0.6835|0.2618|2.6517|-0.2285|0.03414611|-1695.98597|8.5
16_a47|0.0|1|1|2.890539668|0.0|0|6.605297921|0|1.417579067|-0.134455235|-0.0056780519999999|4.59511985|-0.1246612469999999|-0.08282926|1.491023983|-0.23280014|10.95023129|0.0506476009999999|1|-0.004153659|-0.0574194159999999|-0.3379683979999999|2|0.081171071|0.57616624|1|0.691860453|0.421094692|0.0186711289999999|9.676588112|63.13219447|0.308139547|159.6978638|-0.034261359|-24.97833451|0.697929921|-1.301931629|-25.03540372|-17.75645434|2315.178558|358.566882|833.8646097|6.855429069|13.01476838|0.898461533|4952.972679|156.55227280000005|-349.69668310000003|25.44160067|-205.1602001|966.7808252999998|12.16814835|1.0|1.0|2.0|2.93|1.95|21.0|-8.17|4.47|91.55|0.0|3.0|-4.34|25.0|5.0|-6.04|337.33|0.0|0.0|1.0|3.52|-4.42|0.0154|13.0|3.27|0.0|6.8099999999999994e-09|2.3e-06|-0.05717|4.4393|-1167.046301|534.69|303.84|279.29|0.59209|0.6743899999999999|0.0909|2.3795|-0.22568|0.03384512|-1166.951551|9.0
11b_a50|0.0|1|1|0.0|0.0|2|7.927685046000001|1|1.3979498330000002|-0.154649459|-0.002908227|5.82008293|-0.014702942|-0.007722567|2.114272566|-0.13377846|10.94500697|-0.133073229|2|0.012037198|-0.277408878|-0.266743077|1|-0.20645662|0.667956827|1|0.931316325|0.229754094|0.019455771|10.1501574|7.949039772000001|0.068683675|35.832562100000004|-0.02494328|-19.0090431|0.642051995|-1.047617742|-12.12179711|-13.01301376|2286.724895|485.8716402|1650.235214|5.697537591000001|9.979494111|0.751545111|4884.730303|186.7429782|-285.1356465|20.26785036|-148.2182458|851.2497152000001|11.28530137|0.0|1.0|0.0|3.44|2.84|20.0|-5.87|3.09|99.65|0.0|2.0|-3.58|25.0|3.0|-6.24|327.38|0.0|1.0|1.0|2.96|-4.16|0.0862|0.0228|2.9|0.0|1.35e-06|0.000441|-0.02817|4.6471|-1045.98235|560.06|311.03|266.8|0.53885|0.64477|0.0711|2.7805|-0.19501|0.02113855|-1045.849774|5.7696
13b_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|0.604984129|0.112353041|-0.011016128|5.351858133|-0.118776867|-0.035340334|0.0|-0.627919307|10.31162842|-0.0463169629999999|1|-0.002215642|0.006103754|-0.564815317|1|-0.0771674659999999|0.802578397|0|0.694101802|0.3529073379999999|0.018555474|12.52854078|385.2420923|0.305898198|206.54056530000005|-0.042850934|-51.76819834|0.800290866|-2.271099499|-50.13056864|-28.93268471|3002.926824|468.6532296|2319.48655|8.804739699999999|16.1428924|0.8334321|6627.406474|134.8423681|-1035.363967|36.15271139|-405.5090587|1916.093704|11.59580043|1.0|0.0|2.0|4.76|0.0|17.0|-6.19|3.04|135.37|0.0|6.0|-5.01|32.0|5.0|-7.05|441.51|0.0|0.0|0.0|1.91|-4.3|0.00427|0.0221|2.74|0.0|6.520000000000001e-07|0.000288|-0.05434|5.0501|-1744.492044|721.48|353.68|245.51|0.32563|0.6862699999999999|0.1415|3.8495|-0.20313|0.0455651|-1744.281763|7.5901
14_a4|0.0|0|0|0.0|0.0|1|7.535296702|1|1.399909181|-0.2248919089999999|-0.001935612|5.4161004020000005|-0.04986736|-0.0135414919999999|0.0|-0.069682036|10.94612798|0.117232935|1|0.008943549|-0.039321879|-0.199315317|1|0.204594017|0.500893739|0|0.8510382459999999|0.218112446|0.013047382|5.933038407000001|12.12963775|0.148961754|67.73740575|-0.03015272|-14.69670456|0.768457211|-0.995039765|-13.60128622|-13.71135194|1911.448021|386.9927769|1378.961008|5.304461808|8.859498364|0.6701974079999999|3944.638539|105.2894945|-205.7538638|17.84270058|-244.1511936|588.8091192|7.175500282000001|1.0|0.0|0.0|3.14|2.39|17.0|-5.71|3.59|80.09|0.0|2.0|-3.4|21.0|3.0|-5.8|277.3|0.0|1.0|1.0|3.2|-3.97|0.11|0.0295|3.09|0.0|1.95e-06|0.000539|-0.03639|4.5233|-918.9507745|475.32|293.02|274.1|0.53298|0.55975|0.1067|2.3797|-0.2102|0.020300099|-918.896242|5.8794
