molecula|SddssS|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|SaasN|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|AATSC1i|BIC2|MATS8s|MATS8d|SIC2|RASA|PBF|FPSA3|PNSA5|RPSA|TPSA_x|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|DPSA4|FPSA5|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Brenk|Class [Log S (SILICOS-IT)]|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
13d_a6|0.0|0|3.447870607|0.0|0|7.412764017000001|1|1|0.0|5.351858133|-0.0122495089999999|1|0.041728395|0.077158715|0.0|-0.042531782|-0.10528143|1|1|-0.000899678|-0.106686991|-0.174259072|0.786837131|-0.027209556|-0.187174391|0.841971795|0.78862121|0.19992155|0.030793771|-75.40072983|0.21137879|143.9350986|14.27820079|564.780402|0.769432845|-2.103893962|-42.92734103|88.02705449|0.4128711229999999|536.999346|-1432.613867|3075.022992|0.230567155|9.086171078|15.47559904|0.703203572|35.13035671|0.018542644|12.62632467|1.0|1.0|1.0|1.0|2.0|3.64|0.16|23.0|5.38|95.85|2.0|0.0|1.0|32.0|-5.88|423.47|0.0|0.0|3.74|-5.27|0.000471|5.42e-06|0.00229|0.0|0.0|3.96e-10|-0.05252|3.6298|-1389.374844|255.64|598.06|0.7007399999999999|-1389.125098|-0.14894|11.0994|-0.20146|0.02846332|-1389.188211|0.36|6.4437|6.4437
2_a4|0.0|0|0.0|0.0|0|6.605297921|1|1|0.0|4.59511985|-0.103346554|1|0.037777778|0.08246129|0.0|0.090707854|0.076479666|0|0|-0.0016168089999999|0.147657684|0.228655117|0.802438682|0.11821091|0.1355918559999999|0.847373823|0.742518847|0.442778552|0.006330673|-44.27948986|0.257481153|108.4760726|1.123639184|0.0|0.843107708|-1.366335816|-20.83662681|48.93681624|0.3961813179999999|312.82106489999995|-575.6333682|910.3327882|0.156892292|4.710383035|7.800989232999999|0.656126301|18.96532986|0.011054731|4.657326379|1.0|0.0|1.0|0.0|2.0|3.33|0.27|12.0|2.12|45.15|0.0|0.0|2.0|19.0|-6.69|253.3|0.0|1.0|1.24|-2.77|1.67|0.00171|434.0|0.0|0.0|1.4800000000000002e-05|-0.01612|3.2230000000000003|-819.8996124|210.28|333.36|0.6885600000000001|-819.771754|-0.14614|1.7717|-0.16226|0.033037353|-819.8174190000001|31.0|7.5086|7.5086
AKLKII_a46|0.0|0|2.917217813|0.0|0|6.605297921|0|0|0.0|4.59511985|-0.030657|3|0.0386379929999999|-0.008897473|1.744747103|0.156485495|0.036226415|1|1|0.006731579|-0.037291767|-0.066245471|0.758995484|-0.0150769919999999|0.064690027|0.8264237520000001|0.837641394|0.271156366|0.010384859|-42.37969553|0.162358606|76.99187522|2.335284369|0.0|0.7721395329999999|-1.161800612|-16.15213359|49.76981906|0.47999819|397.2168972|-550.9360419|792.7439217|0.2278604669999999|5.83938898|11.22955511|0.92307023|20.38625028|0.015584114|7.390123534|1.0|0.0|1.0|1.0|1.0|2.81|0.06|21.0|3.9|67.35|0.0|0.0|1.0|22.0|-6.5|287.32|0.0|1.0|2.45|-3.58|166.0|0.000266|0.0764|0.0|0.0|6.18e-08|||||||||||||181.0|6.7423|6.7423
8_a15|0.0|0|0.0|0.0|0|0.0|0|0|0.0|0.0|-0.044406425|1|0.039181287|0.155304204|0.0|-0.010146469|-0.014489333|0|0|0.003160815|-0.203104439|-0.295062413|0.7059441040000001|0.0937475619999999|-0.025923166|0.742680335|0.853896482|0.381651497|0.0336657729999999|-69.07571287|0.146103518|85.31489861|11.47934212|55.99586988|0.519427411|-1.419522941|-24.39801408|89.80283608|0.389723411|498.6196971|-828.9085544|1919.535904|0.480572589|6.093505548|9.984825987|0.638601279|32.56759415|0.035495625|20.72712321|1.0|1.0|0.0|1.0|1.0|3.14|0.19|18.0|3.9|61.84|2.0|0.0|1.0|27.0|-5.52|366.41|0.0|1.0|3.76|-4.81|0.00206|1.53e-05|0.00562|0.0|0.0|2.69e-08|-0.02723|3.7426|-1223.687714|279.58|538.51|0.70524|-1223.463981|-0.1558|1.1415|-0.18303|0.01719864|-1223.523393|108.0|6.9666|6.9666
22_a10|0.0|0|0.0|0.0|1|7.535296702|1|1|2.113627059|5.4161004020000005|-0.017163935|2|0.036101695|-0.026750502|1.880539113|0.01204992|-0.020475007|1|1|0.008903905|-0.129989728|-0.208132084|0.747363443|-0.02603707|-0.033474297|0.79665945|0.8698299140000001|0.775071808|0.016720696|-50.61577509|0.130170086|101.3847763|10.14325785|60.10354816|0.564323334|-1.3647202319999998|-32.68604442|71.13124588|0.422182297|677.4790907|-1062.931277|2668.5420940000004|0.435676666|8.84228648|15.30289992|0.730649641|30.87787063|0.026340252|20.51547079|1.0|1.0|1.0|1.0|0.0|3.74|0.17|27.0|4.64|73.14|2.0|0.0|1.0|36.0|-6.29|475.54|0.0|0.0|4.26|-5.53|0.00217|2.95e-06|0.0014|0.0|0.0|4.27e-10|-0.05712|3.8517|-1544.203968|256.95|602.93|0.6834100000000001|-1543.893507|-0.16095|4.8409|-0.2180699999999999|0.03366599|-1543.959333|1.1|5.9586|5.9586
17e_a50|0.0|1|0.0|0.0|2|7.934155233999999|2|2|4.3906140030000005|5.82008293|0.038322942|2|0.031870748|-0.011278897|2.2384546640000003|-0.086639125|-0.114420412|2|2|0.012372059|-0.1949741189999999|-0.310566368|0.7409645029999999|-0.1710526319999999|-0.202197068|0.7791604190000001|0.930108205|0.4239465089999999|0.012865274|-50.7956915|0.069891795|48.62532158|6.227183052000001|86.98647608|0.803671114|-1.67926185|-22.43349867|57.93079973|0.489797496|647.0975667|-1168.300905|1981.934841|0.196328886|8.52101688|16.70124474|0.960006062|23.07468625|0.010255676|7.135108233|1.0|1.0|1.0|1.0|0.0|4.18|0.37|20.0|4.23|51.77|2.0|0.0|1.0|33.0|-6.08|438.57|0.0|1.0|4.03|-5.18|0.00589|6.58e-06|0.00288|0.0|0.0|4.63e-08|-0.03156|4.0298|-1375.268259|292.6|602.89|0.66478|-1374.927998|-0.16649|6.7175|-0.19805|0.02761851|-1374.992422|155.0|6.8097|6.8097
11d_a5|0.0|0|2.9590700880000003|0.0|0|6.605297921|0|0|0.0|4.59511985|0.001099755|2|0.0228184279999999|-0.125546291|0.0|-0.138265707|0.01948342|1|1|0.008809179|-0.12451554|-0.200646773|0.783891527|-0.018747485|0.036918829|0.831190148|0.87090286|0.359644732|0.012828514|-53.84338206|0.12909714|82.02685783|5.179111638|0.0|0.712305422|-1.525335513|-25.44574968|65.35645739|0.49396568|553.3617954|-969.1808771|900.3825317|0.287694578|8.920296087|17.62784804|0.976150552|26.16587381|0.018119737|11.51307533|1.0|1.0|1.0|1.0|1.0|3.13|0.17|23.0|4.41|66.93|1.0|0.0|1.0|29.0|-6.47|385.46|0.0|1.0|3.28|-4.29|0.0278|5.14e-05|0.0198|0.0|0.0|2.31e-09|-0.03767|4107.0|-1239.093739|280.66|594.45|0.6533399999999999|-1238.855022|-0.16762|2.8731|-0.20529|0.03371838|-1238.914819|15.0|7.8239|7.8239
18d_a30|0.0|0|0.0|0.0|0|7.412764017000001|2|2|0.0|5.351858133|-0.064217094|2|0.040899471|-0.071608958|0.0|-0.053728319|-0.087019298|1|1|0.002064369|-0.0541804029999999|-0.120380857|0.815003426|-0.001699165|-0.149451598|0.870930234|0.803280262|0.346980269|0.017843227|-65.3088221|0.196719738|124.5022473|7.147133584|0.0|0.783284395|-1.85744132|-31.29400567|75.80070349|0.443774287|508.389239|-1175.558798|2894.162522|0.216715605|7.063141946|12.69833771|0.797831306|30.62871675|0.016577694|10.49188139|0.0|1.0|1.0|0.0|1.0|4.75|0.14|17.0|4.25|81.65|2.0|0.0|1.0|30.0|-6.02|416.47|0.0|0.0|2.92|-5.01|0.00171|9.71e-06|0.00405|0.0|0.0|1.26e-07|-0.05506|3.4682|-1674.987709|247.35|508.7|0.69017|-1674.785879|-0.14167|5.0115|-0.19673|0.03258724|-1674.8453470000002|21.0|7.6737|7.6737
12ac_a36|0.0|0|3.4419617660000004|0.0|0|7.412764017000001|2|2|0.0|5.351858133|-0.073735973|2|0.042560386|0.03586247|0.0|-0.046730704|-0.0121300989999999|1|1|0.0018565629999999|-0.098698552|-0.166354116|0.811459853|0.135371136|-0.020272679|0.863165958|0.779673368|0.4712820929999999|0.021508835|-72.4798052|0.220326632|152.9742102|10.36858115|20.70356046|0.7316461470000001|-1.98344149|-38.66245764|86.51036063|0.44477577|541.3322795|-1377.116299|2455.459827|0.268353853|8.126831024|14.63702516|0.801074136|34.22211444|0.020208014|14.03055543|0.0|0.0|1.0|0.0|2.0|4.86|0.17|17.0|3.16|86.27|1.0|0.0|1.0|32.0|-7.21|423.47|0.0|0.0|1.84|-3.95|0.0653|0.000112|0.0476|0.0|0.0|1.29e-07|-0.0527399999999999|3.8594|-1385.566143|319.2|554.84|0.56357|-1385.3211789999998|-0.15675|4.0208|-0.20949|0.03998989|-1385.382927|13.0|7.8861|7.8861
12g_a31|0.0|0|3.42813681|0.0|0|7.765993078999999|1|1|0.0|5.733341277|-0.1044685569999999|0|0.0388738739999999|0.045747231|0.0|-0.0733026079999999|-0.082116813|2|2|-0.0054114869999999|-0.0497478109999999|-0.081426376|0.819234772|-0.076150332|-0.1386819869999999|0.8639814490000001|0.58271093|0.325789284|0.030961426|-80.52794936|0.41728907|256.26669530000004|11.67699967|548.1594997999999|0.6886488690000001|-1.835775276|-48.43898314|95.97385383|0.470244801|357.8560168|-1127.391291|1859.940155|0.311351131|8.098256552|15.28679013|0.887664343|34.8320455|0.02515117|15.44590447|1.0|1.0|1.0|1.0|2.0|3.61|0.32|16.0|5.19|131.36|1.0|0.0|1.0|27.0|-6.86|384.45|0.0|0.0|2.9|-3.79|0.00457|0.0001629999999999|0.0627|0.0|0.0|3.55e-07|-0.03324|3.8349|-1578.800869|323.3|542.78|0.70068|-1578.605452|-0.15917|1.6279|-0.19241|0.04532186|-1578.66792|0.11|6.9586|6.9586
47l_a18|0.0|0|0.0|0.0|0|7.03438793|1|1|0.0|4.844187086|-0.0603838109999999|0|0.035308642|-0.0057783619999999|0.0|-0.010426981|-0.056270425|0|0|0.000787517|-0.103458566|-0.156998637|0.7435044540000001|0.00676294|-0.0973326269999999|0.781148177|0.803473313|0.2820044969999999|0.009199889|-59.6654726|0.196526687|139.7861865|4.654446622|51.44279524|0.796109347|-2.0132216990000003|-40.65070014|68.83398609|0.4897655489999999|571.4972966|-1431.971342|1427.032023|0.203890653|9.423637134|18.46922943|0.959883341|28.10487315|0.012890098|9.168513486|1.0|0.0|1.0|1.0|3.0|4.17|0.25|18.0|3.69|85.29|3.0|1.0|1.0|34.0|-6.39|454.56|0.0|0.0|2.72|-4.84|0.00247|1.4499999999999998e-05|0.0066099999999999|0.0|0.0|4.26e-10|-0.0520399999999999|3.2026|-1455.5497369999998|387.13|667.5|0.69291|-1455.165122|-0.1314|2.4594|-0.18344|0.02606651|-1455.233431|32.0|7.4949|7.4949
12k_a36|0.0|0|3.483171769|0.0|0|7.412764017000001|2|2|0.0|5.351858133|-0.063399056|2|0.039061728|0.096315593|0.0|0.003690005|-0.058284869|1|1|0.003724542|-0.095253274|-0.1619981409999999|0.811903388|-0.09344781|-0.102077284|0.8647233590000001|0.8427704640000001|0.367754573|0.018067063|-67.14870046|0.157229536|103.5614526|7.838185977999999|0.0|0.7806817009999999|-2.038936068|-32.84907515|78.24529096|0.478908312|555.1026569|-1342.974009|2294.707886|0.219318299|7.241602627000001|13.89698356|0.919048073|31.85663123|0.016847116|11.0965905|0.0|0.0|1.0|0.0|2.0|4.89|0.12|17.0|3.62|69.2|1.0|0.0|1.0|31.0|-6.34|407.47|0.0|1.0|2.37|-4.55|0.0106|2.82e-05|0.0115|0.0|0.0|9.66e-08|-0.0497|3.6631|-1310.312649|245.37|530.51|0.70031|-1310.072976|-0.15053|5.7818|-0.20023|0.03274587|-1310.134752|14.0|7.8539|7.8539
35_a18|0.0|0|0.0|0.0|0|7.03438793|2|2|0.0|4.844187086|-0.020425504|1|0.03531746|-0.069149293|0.0|0.027469086|-0.0098863069999999|0|0|0.00113101|-0.078001173|-0.117857059|0.737094825|-0.032017257|-0.017913121|0.774007861|0.800765945|0.3888901179999999|0.008853796|-62.06945887|0.199234055|146.8343246|4.809030636|74.92670772|0.874573807|-2.273933228|-44.44264921|67.9315105|0.465531336|590.1597827|-1675.875389|1761.858479|0.125426193|9.184536969|17.18442554|0.87101708|28.17969862|0.007954001|5.862051629|1.0|0.0|1.0|1.0|3.0|4.3|0.3|18.0|4.13|85.29|3.0|1.0|1.0|36.0|-6.0|480.6|0.0|0.0|3.07|-5.53|0.000415|2.96e-06|0.0014199999999999|0.0|0.0|2.81e-10|-0.04879|3.2146|-1532.976969|385.69|657.07|0.69279|-1532.557542|-132.0|2.0432|-0.18079|0.02600607|-1532.627182|24.0|7.6198|7.6198
13k_a6|0.0|0|3.423411754|0.0|0|7.412764017000001|1|1|0.0|5.351858133|-0.132667824|1|0.04162037|0.051404465|0.0|0.0809333929999999|-0.072504783|1|1|-0.006280295|-0.045794891|-0.073210645|0.7908110340000001|0.1373649019999999|-0.123105035|0.84018367|0.641032542|0.212093198|0.0296987679999999|-88.29427104|0.3589674579999999|249.215618|14.31458589|113.5526088|0.7971316940000001|-2.543562101|-57.53822059|100.7779947|0.426031882|445.0412356000001|-1765.8854210000002|3332.974951|0.202868306|8.370126134|14.58291125|0.7422570490000001|39.55891914|0.017981419|12.48372364|1.0|1.0|1.0|1.0|3.0|3.68|0.16|23.0|4.55|115.15|1.0|0.0|1.0|33.0|-6.59|441.48|0.0|0.0|3.18|-4.77|0.00144|1.7100000000000002e-05|0.0075599999999999|0.0|0.0|1.29e-09|-0.04851|3.5476|-1465.83213|242.53|577.68|0.70536|-1465.557346|-0.14589|8.1639|-0.1944|0.0308324|-1465.621288|46.0|7.3372|7.3372
12j_a30|0.0|0|0.0|0.0|0|7.412764017000001|2|2|0.0|5.351858133|-0.033312179|2|0.043848238|-0.02473642|0.0|0.0074730759999999|-0.075816941|1|1|0.005965451|-0.053644471|-0.09353607|0.795446883|0.0060012969999999|-0.130412856|0.846470093|0.842199041|0.328405591|0.015613498|-60.832977500000005|0.157800959|101.9784021|6.520746879|0.0|0.8134611009999999|-1.882653966|-30.8670468|69.55167701|0.476658597|544.2686362000001|-1216.65955|2258.891981|0.1865388989999999|8.067697897|15.41574553|0.91079856|28.76265258|0.01349128|8.71869951|0.0|1.0|1.0|0.0|1.0|4.76|0.17|17.0|4.35|81.65|2.0|0.0|1.0|30.0|-5.81|412.51|0.0|0.0|2.91|-5.15|0.0009119999999999|7.05e-06|0.00291|0.0|0.0|9.75e-08|-0.05106|3.4788|-1615.064152|238.56|549.64|0.68625|-1614.831741|-0.14772|4.6727|-0.1987799999999999|0.03201935|-1614.894278|9.0|8058.0|8058.0
9g_a24|0.0|0|2.931798469|0.0|1|7.273092596000001|0|0|1.7647373919999998|5.283203728999999|0.001126633|2|0.0279797979999999|-0.162313932|0.0|0.070915465|-0.02471184|2|2|0.013119312|-0.0273623029999999|-0.049325609|0.7931626959999999|0.13372961|-0.045107345|0.859302479|0.8671367529999999|0.383340003|0.01876163|-32.49188065|0.132863247|65.73938109|4.593165278|0.0|0.4819264479999999|-0.788016565|-15.87288497|49.25777584|0.427531635|429.0504306|-389.9025677|1196.910121|0.518073552|6.124370267000001|10.69818114|0.746821416|21.8662148|0.033884884|16.76589519|1.0|0.0|1.0|1.0|1.0|2.8|0.06|22.0|2.91|72.28|0.0|0.0|1.0|23.0|-7.17|302.33|0.0|1.0|1.93|-3.09|977.0|0.0008179999999999|247.0|0.0|0.0|3.720000000000001e-07|-0.03585|4.2802|-984.5565078|236.07|400.47|0.64993|-984.447764|-0.17806|2.9691|-0.21391|0.032630457|-984.497752|68.0|7.1675|7.1675
12a_a36|0.0|0|3.4715209280000003|0.0|0|7.412764017000001|2|2|0.0|5.351858133|-0.0427777779999999|2|0.040166667|0.078063311|0.0|-0.070252245|-0.065913514|1|1|0.003199301|-0.1063550619999999|-0.183140926|0.7934042040000001|-0.012112722|-0.119322074|0.846614758|0.820684627|0.436020272|0.019595485|-64.36949846|0.179315373|110.1075804|7.388485123|5.277117996|0.755315434|-1.886917597|-28.71401279|76.09903547|0.470444928|503.9367075|-1158.650972|2258.5909920000004|0.244684566|6.600635115|12.464492300000002|0.888377722|30.67992313|0.019102103|11.72953701|0.0|0.0|1.0|0.0|2.0|4.75|0.14|17.0|2.72|69.2|1.0|0.0|1.0|29.0|-6.72|381.43|0.0|1.0|1.86|-4.0|0.0625|0.000101|0.0384|0.0|0.0|2.56e-07|-0.04946|3.6682|-1232.916523|323.35|481.98|0.6997|-1232.707754|-0.1519299999999999|6.3637|-0.20139|0.03544528|-1232.764108|13.0|7.8861|7.8861
19a_a22|0.0|0|0.0|0.0|1|6.842683282|0|0|1.572240489|4.727387819|-0.144269652|2|0.0389622639999999|-0.020553065|1.545757986|-0.011513343|0.016501913|1|1|-0.001355145|-0.035723406|-0.0611158559999999|0.777600172|-0.155892259|0.0271939039999999|0.834033833|0.744354735|0.51561501|0.024839714|-69.91748544|0.255645265|190.7541925|13.82990734|106.645364|0.684706189|-1.967744721|-50.18975739|89.23486638|0.4347718229999999|555.4133255|-1468.267194|2607.322873|0.315293811|8.648671382|15.30120355|0.76919701|38.29242013|0.025888799|19.31738094|1.0|1.0|1.0|1.0|2.0|3.61|0.08|27.0|3.08|128.68|1.0|0.0|1.0|35.0|-7.67|463.49|0.0|0.0|2.36|-4.11|0.0193|7.69e-05|0.0356|0.0|0.0|1.73e-09|-0.06398|3.5809|-1537.0241640000002|246.01|567.03|0.66605|-1536.756515|-0.1508|4.5288|-0.21478|0.04718381|-1536.823574|48.0|7.3188|7.3188
8g_a12|0.0|1|2.897921027|0.0|0|6.580639137|1|1|0.0|4.59511985|-0.029907264|2|0.038347953|-0.038463841|1.714060666|-0.094550033|-0.040257632|1|1|0.005405355|0.068559367|0.122649613|0.7475224290000001|-0.04981165|-0.070405398|0.80546986|0.8576253690000001|0.274352085|0.008910823|-57.6443411|0.142374631|78.53214058|2.7111119089999995|0.0|0.90166696|-1.881110729|-23.38345638|61.99654413|0.463772637|473.055878|-1037.59814|1356.883205|0.09833304|6.882798206|12.83559677|0.864880588|26.15353224|0.007890315|4.352203029|1.0|1.0|1.0|1.0|2.0|4.07|0.1|21.0|3.31|78.85|1.0|0.0|1.0|27.0|-6.28|353.38|0.0|0.0|2.77|-4.34|0.0146|4.61e-05|0.0163|0.0|0.0|9.98e-09|-0.06432|3731.0|-1154.281986|294.8|418.41|0.55027|-1154.121362|-0.1520099999999999|2.9986|-0.21633|0.03954539|-1154.173831|3715.0|5.43|5.43
7c_a8|0.0|0|3.17138259|0.0|1|7.05012252|0|0|1.4416758790000002|4.844187086|-0.025233184|1|0.043533333|0.0493777859999999|0.0|-0.0450662909999999|-0.118915929|1|1|0.004301963|-0.047874|-0.077006275|0.740795639|0.0092411059999999|-0.196826366|0.795846675|0.848923958|0.292274414|0.0306012339999999|-56.2991566|0.151076042|94.73836511|12.03370912|75.43825735|0.626902145|-1.6160102369999998|-31.56868845|76.40286308|0.492823119|532.3522286|-1013.384819|2162.326414|0.373097855|7.700542366|15.18314943|0.971698707|33.67700028|0.032058696|20.10370648|1.0|1.0|0.0|1.0|1.0|3.44|0.09|23.0|4.22|92.93|1.0|0.0|1.0|30.0|-6.34|398.41|0.0|0.0|3.26|-4.67|0.00399|2.14e-05|0.00851|0.0|0.0|1.73e-08|-0.07472|3.1406|-1331.793312|269.17|579.97|0.70321|-1331.567632|-0.1318599999999999|12.0073|-0.20658|0.02732536|-1331.625743|18.59|4.7307|4.7307
7f_a10|0.0|0|0.0|-4.8022906380000006|1|7.535296702|1|1|1.924772416|5.4161004020000005|-0.2347037789999999|2|0.037386831|-0.104120245|0.740070757|-0.000498274|-0.0971900919999999|1|1|0.0030999659999999|-0.058093287|-0.172751862|0.796084921|-0.009545801|-0.137271684|0.8499946070000001|0.931773786|0.7359022890000001|0.00797443|-53.02456669|0.068226214|38.0022453|2.474090768|0.3440879|0.8217865520000001|-1.713529756|-19.93012491|60.16185231|0.402568457|519.0013298|-954.4422004|2375.702381|0.178213448|6.115784565|10.23679556|0.6738319429999999|24.71113795|0.012813716|7.137285626000001|0.0|1.0|1.0|1.0|0.0|3.37|0.23|21.0|5.07|52.83|2.0|0.0|1.0|30.0|-5.47|410.39|1.0|0.0|4.39|-5.6|0.00119|2.52e-06|0.00103|0.0|0.0|7.38e-09|-0.0613|3.6256|-1442.200124|214.67|426.07|0.6833600000000001|-1442.001311|-0.15627|2.2631|-0.2175699999999999|0.01616879|-1442.058773|141.0|6.8508|6.8508
2_a20 (SB-505124)|0.0|0|3.485765306|-0.09011519|0|7.434257382|1|1|0.0|5.351858133|-0.076310057|1|0.05042042|0.013612077|0.0|-0.177905025|-0.137383329|1|1|0.003789399|-0.150708132|-0.229461916|0.725030162|0.082053195|-0.19681999|0.765632979|0.7694360659999999|0.214264156|0.02856542|-64.55966745|0.230563934|126.8667205|8.648749117000001|441.9400248|0.831919306|-1.759933279|-25.30121848|70.87109323|0.475937029|423.3785776|-968.3950117|1709.9571620000002|0.1680806939999999|5.952040367|11.3574908|0.908167636|25.30541763|0.011470204|6.311425784|1.0|1.0|1.0|1.0|1.0|3.4|0.3|17.0|5.16|60.03|1.0|0.0|1.0|25.0|-5.31|335.4|0.0|1.0|3.81|-4.91|0.0019199999999999|1.22e-05|0.0040799999999999|0.0|0.0|6.070000000000002e-08|-0.03717|3.6404|-1089.358727|340.58|505.82|0.69947|-1089.147716|-0.14928|2.5584|-0.18645|0.01305739|-1089.201587|169.0|6.7721|6.7721
14a_a3|0.0|0|0.0|0.0|0|6.823286122000001|0|0|0.0|4.727387819|-0.1160619169999999|3|0.043464052|-0.143740653|1.772745969|-0.039177314|-0.172643335|1|1|-0.004161699|-0.050943323|-0.094863591|0.7574238740000001|0.164994144|-0.287221775|0.822587422|0.790894937|0.21389849|0.0140376889999999|-46.53709886|0.209105063|102.8554977|3.396421044|83.70773843|0.7608768779999999|-1.324537874|-22.1944701|55.84414456|0.481997259|389.0288018|-651.519384|1186.412113|0.239123122|5.308770254|10.24853699|0.930491715|23.78539971|0.0189212089999999|9.307045698|1.0|1.0|1.0|1.0|1.0|3.27|0.06|21.0|4.28|105.82|0.0|0.0|1.0|23.0|-6.42|319.38|0.0|0.0|2.76|-3.99|0.0113|0.000103|0.0327|0.0|0.0|1.28e-07|-0.06736|3.2363|-1327.485188|383.1|373.85|0.69708|-1327.354384|-0.1321|3.5358|-0.19946|0.02860456|-1327.403067|0.03|7.5229|7.5229
14i_a23|0.0|1|0.0|0.0|2|7.423568444|0|0|3.2692375460000003|5.351858133|-0.130330047|2|0.0432555559999999|0.040408197|0.7151570629999999|-0.018541856|-0.026731172|2|2|0.002496501|-0.017918675|-0.033435987|0.8025091329999999|0.158023239|-0.04255066|0.864206467|0.777952733|0.266320368|0.0214262489999999|-66.02703063|0.222047267|151.83084580000002|10.01786784|93.48624142|0.7780956840000001|-2.027806362|-41.59306642|79.20815775|0.478050606|531.9462982|-1386.567643|2447.1741030000003|0.221904316|8.107659819|15.53342127|0.915894552|34.94120504|0.019276934|13.18112713|0.0|1.0|1.0|0.0|2.0|3.56|0.04|26.0|2.57|148.11|1.0|1.0|1.0|33.0|-7.33|454.51|1.0|0.0|2.61|-4.39|0.00278|4.03e-05|0.0183|0.0|0.0|1.11e-07|-0.08025|3.6931|-1798.608335|335.72|580.74|0.55606|-1798.371346|-0.1509599999999999|5.9563|-0.23121|0.03394466|-1798.434186|3.0|8.4622|8.4622
12f_a30|0.0|0|0.0|-4.734662095|0|7.412764017000001|2|2|0.0|5.351858133|-0.274237737|2|0.041555556|0.1468972409999999|0.0|-0.008663584|-0.046588557|1|1|-0.004395528|-0.077457998|-0.226973911|0.8246767140000001|-0.043091382|-0.071123509|0.876441789|0.8357464459999999|0.56363596|0.01570263|-76.85198573|0.164253554|115.8783181|7.815328055|1.45550709|0.815175332|-2.396571368|-45.01820228|89.21786458|0.472521727|589.6060704|-1690.743686|2712.844784|0.184824668|8.366190175|15.86072943|0.8958126809999999|39.1336968|0.01752821|12.36587885|0.0|1.0|1.0|0.0|1.0|4.73|0.17|17.0|4.43|90.88|2.0|0.0|1.0|34.0|-5.66|482.48|0.0|0.0|3.42|-5.92|9.63e-05|1.2e-06|0.000579|0.0|0.0|6.61e-08|-0.05464|3.5298|-1987.998635|245.09|574.31|0.68471|-1987.782125|-0.14958|3.6633|-0.20422|0.03400408|-1987.848015|19.0|7.7144|7.7144
13a_a6|0.0|0|3.417162147|0.0|0|7.412764017000001|1|1|0.0|5.351858133|-0.0265090529999999|1|0.041767677|0.031837397|0.0|0.0015242189999999|-0.0525259259999999|1|1|-0.00194781|-0.10896749|-0.180339002|0.7722228729999999|0.090839165|-0.091892803|0.8299950709999999|0.77450544|0.22670695|0.031866842|-74.18628740000001|0.22549456|147.4582473|13.62714959|554.4922449|0.759912392|-2.042034827|-40.23198232|87.37044493|0.467070451|506.474367|-1335.353173|2626.396685|0.240087608|8.038453162|15.08351934|0.8764206290000001|35.14492428|0.02016134|13.18415753|1.0|1.0|1.0|1.0|2.0|3.53|0.12|23.0|4.98|95.85|2.0|0.0|1.0|31.0|-6.1|409.44|0.0|0.0|3.52|-4.99|0.0012699999999999|1.02e-05|0.00417|0.0|0.0|9.77e-10|-0.05018|3651.0|-1350.057702|206.87|571.9|0.70072|-1349.834826|-0.14969|7.7145|-0.19987|0.02818646|-1349.895534|46.0|7.3372|7.3372
