molecula|SddssS|n9FaRing|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|MATS8s|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|PNSA3|PNSA5|PPSA3|TPSA_x|FNSA4|WPSA3|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|MOMI-Z|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|pIC50
14p_a23|0.0|1|0.0|2|7.423568444|0|1.197963748|3.3252287430000003|0.044380583|-0.005975594|5.351858133|0.006191846|2|0.045165485|10.31321773|-0.053921569|2|2|0.009266617|0.080581604|-0.0686282459999999|-0.131709531|-0.4510651779999999|0.099883916|0.8683808959999999|0.669357479|1|0.923455749|-0.063033628|-0.080784473|0.223758613|-42.52653933|-54.50240143|14.91710363|51.64167457|-0.033660197|10.06403753|-1.615689464|-28.69113861|-22.70933393|57.44364296|0.464933687|3010.721939|2170.5738260000003|9.014073839|16.84664803|0.868927227|167.5607773|-735.4165088|30.21311441|0.0190667019999999|-339.5427625|1450.229492|646.2584547|0.0|0.0|1.0|3.48|3.28|0.04|26.0|-7.47|3.89|128.81|2.39|1.0|125.0|0.0|1.0|5.0|32.0|5.0|0.0|0.0|3.25|0.0009109999999999|1.27e-05|0.00554|0.0|0.0|1.4800000000000002e-05|3.5752|3.29|3.5752|-1722.152257|0.6816|-1721.933314|0.3802|-0.14774|-0.2382|8.5302
1o_a5|0.0|0|0.0|0|6.605297921|0|1.427566509|0.0|-0.266637757|-0.002633927|4.59511985|0.033105871|2|0.025987654|10.94518594|-0.008511304|1|1|0.0051989459999999|-0.05876042|0.038275248|0.06759341|-0.231165601|-0.003561205|0.85693939|0.650008224|0|0.88430372|-0.079346457|-0.072886362|0.447318682|-42.63505279|-39.1638643|7.122612351|62.16682117|-0.028770932|3.827177229|-1.093295425|-22.90899675|-15.45942012|49.75766514|0.470590799|2238.291862|833.537568|7.522366517000001|14.20898333|0.8888980340000001|161.2447749|-315.657463|22.08761368|0.020380352|-214.8381946|839.3293197999999|393.5487205|1.0|1.0|1.0|2.81|2.2|0.0|23.0|-8.11|4.07|78.25|1.23|0.0|95.2|0.0|1.0|3.0|25.0|4.0|0.0|1.0|2.95|0.0269|8.340000000000001e-05|27.0|0.0|0.0|2.54e-06|4.5011|2.66|4.1692|-1043.536121|0.5492100000000001|-1043.422345|0.0071|-0.1693599999999999|-0.23973|7.4559
12i _a30|0.0|0|0.0|0|7.412764017000001|2|0.604984133|0.0|0.04580336|-0.00691453|5.351858133|-0.030422458|2|0.043848238|10.31162888|-0.072247675|1|1|0.003603419|-0.172434349|-0.051371057|-0.090173435|-0.469854551|-0.029080032|0.888213143|0.7463962120000001|0|0.8434291340000001|-0.076575246|-0.096489393|0.356921662|-50.00086637|-63.00408424|10.32233418|102.235113|-0.037414255|6.740110893|-1.833298476|-32.64875738|-24.43015511|60.32320054|0.479900127|2860.704198|2280.31966|8.097008872|15.56818082|0.92270764|126.4796844|-781.648379|30.29912252|0.014680721|-400.0044646|1484.657003|652.8825454|1.0|0.0|1.0|4.62|0.0|0.14|17.0|-7.22|3.27|81.65|3.31|0.0|132.29|0.0|1.0|5.0|30.0|4.0|0.0|1.0|3.11|0.0005139999999999|3.61e-06|0.00156|0.0|0.0|2.61e-05|5.0358|4.45|3.5242|-2035.339603|0.68497|-2035.141693|0.1577|-0.14945|-0.2041|7.8013
11_a3|0.0|0|0.0|0|6.823286122000001|0|0.605020608|0.0|0.119431379|-0.01008647|4.727387819|-0.127546771|3|0.042795699|10.31163053|-0.023103765|1|1|-0.005959152|-0.194041982|-0.0495219879999999|-0.0947326669999999|-0.577616902|0.132535663|0.793311683|0.834020779|1|0.777803048|-0.0955396769999999|-0.099420732|0.175996916|-45.19136777|-47.02715152|6.800350988|105.101718|-0.0391657429999999|3.216644354|-1.292469516|-21.37603754|-18.52584757|51.99171876|0.4680759679999999|2097.896727|1105.41974|5.475372235|10.29352296|0.8799677029999999|117.0775712|-289.1769972|24.61956593|0.021256639|-238.8563772|812.4456757999999|311.6695405|0.0|1.0|1.0|3.19|2.07|0.0|21.0|-6.51|3.41|105.82|0.8|0.0|88.28|0.0|1.0|2.0|22.0|4.0|0.0|1.0|2.46|0.0256|0.000197|0.0601|0.0|0.0|9.35e-05|3.2232|2.12|3.2232|-1288.165162|0.6966600000000001|-1288.058926|0.4441|-0.13118|-0.20018|7.3979
8_a20 (IN-1130)|0.0|0|0.0|0|6.842683282|0|1.400923668|0.0|0.063195236|-0.009430196|4.727387819|-0.124997065|2|0.0396875|10.94899447|-0.0574882679999999|1|1|-0.004654742|0.293415753|-0.049177437|-0.083481481|-0.573278819|-0.1221465319999999|0.817914963|0.7741509329999999|1|0.7274271309999999|-0.09623672|-0.097790028|0.354945501|-63.72828772|-64.75689362|10.46873389|180.4986934|-0.035730972|6.93243166|-1.858010535|-42.20109173|-23.66117267|74.19702161|0.4824986429999999|2849.395895|1829.419484|8.005662608|15.46983888|0.932362084|166.8048285|-814.7625241000001|31.628086|0.018957805|-328.593789|1644.660472|684.5377542|1.0|1.0|2.0|3.49|2.43|0.08|27.0|-9.63|4.08|110.44|1.33|0.0|122.86|0.0|1.0|5.0|32.0|5.0|0.0|1.0|3.14|0.00596|2.82e-05|0.0119|0.0|0.0|9.86e-08|4.9797|4.53|3.2329|-1368.372708|0.7007399999999999|-1368.118751|0.1361|-0.13622|-0.20636|7.4437
4S4k_a46|0.0|0|0.173180233|1|7.825245291|1|1.134637098|2.145043462|-0.050636784|-0.0049602|5.587248657999999|-0.088084767|1|0.0510113959999999|10.94631314|-0.1032662209999999|1|1|0.006050983|-0.158788415|0.008544799|0.012963356|-0.3860697829999999|-0.003017362|0.787615341|0.784722915|0|0.891734458|-0.089589915|-0.0860536609999999|0.199356973|-47.49082053|-45.61628327|4.1078333030000005|57.39060501|-0.030477338|2.177526049|-1.46291223|-25.17446332|-16.15576699|51.59865384|0.461984953|2105.538282|1729.18312|5.523352655|10.26616763|0.858684076|70.01975807|-411.0733912|18.61456563|0.007182108|-390.0516264|893.4991504000001|519.5743695|1.0|1.0|1.0|3.8|3.03|0.33|17.0|-6.61|4.77|50.94|2.84|0.0|100.96|0.0|1.0|2.0|25.0|3.0|0.0|1.0|3.79|5.0|1.4800000000000002e-05|0.0049299999999999|0.0|0.0|8.28e-05|5.2854|4.52|4.0774|-1053.415665|0.67893|-1053.202208|0.0654|-0.17396|-0.1947|6.7055
3b_a49|0.0|0|0.0|1|7.535296702|1|1.343850026|2.104186262|-0.003115526|-0.0057605869999999|5.4161004020000005|-0.055724324|2|0.034155556|10.92976559|0.00361222|1|1|0.001356445|-0.151131362|0.000511959|0.000850823|-0.405529602|0.021506499|0.845992028|0.749565191|1|0.749104358|-0.0883601469999999|-0.0846496|0.482434361|-54.04959517|-51.77986692|8.304484449|153.4719941|-0.0276739079999999|5.07982433|-1.439043207|-33.06194987|-16.92803342|62.35407961|0.477583842|2660.339607|1796.6760370000002|7.236413572000001|13.85181805|0.914182753|209.89391040000004|-538.4506046|25.77091035|0.021477952|-191.9087104|1340.087338|641.1445234|1.0|1.0|2.0|3.37|2.43|0.22|21.0|-7.58|3.2|98.72|1.25|0.0|116.94|0.0|1.0|6.0|30.0|5.0|0.0|1.0|2.38|0.1169999999999999|0.000256|102.0|0.0|0.0|1.05e-05|4.6669|3.4|3.8418|-1293.291817|0.6632|-1293.048179|0.0759|-0.1587|-0.21985|7.6021
14f_a23|0.0|1|0.0|2|7.423568444|0|1.197963246|3.366063739|-0.002304087|-0.006791105|5.351858133|-0.027380305|2|0.04255787|10.3132176|-0.041351617|2|2|0.010508236|0.101910723|-0.110069159|-0.199540201|-0.399688849|0.070514687|0.854683662|0.71381683|1|0.894162392|-0.059927056|-0.084419703|0.2096108239999999|-40.51498423|-57.07376861|18.34483401|71.55380685|-0.031450478|12.40242234|-1.603974359|-27.39103254|-21.26277654|58.85981824|0.478733036|3014.916135|2322.5224120000003|8.124287407|15.58565565|0.918402793|225.9578225|-733.1331894|31.93672236|0.025162423|-224.1560124|1628.77284|683.7405759|0.0|0.0|1.0|3.57|3.61|0.09|26.0|-7.51|4.03|114.25|2.72|1.0|126.78|0.0|1.0|6.0|32.0|5.0|0.0|0.0|3.46|0.0010199999999999|9.57e-06|0.0042299999999999|0.0|0.0|1.3699999999999998e-05|5.8184|3.23|3.5753|-1744.429532|0.6733399999999999|-1744.182678|0.1699|-0.1458|-0.21743|8.6459
9_a15|0.0|0|0.0|0|0.0|0|1.419941378|0.0|-0.217598467|-0.009923019|0.0|-0.042227775|1|0.04022792|10.95880687|0.005692073|0|0|0.003160815|0.140072812|-0.203104439|-0.295062413|-0.344978312|0.088615068|0.742680335|0.8105478740000001|0|0.846156316|-0.073701648|-0.11668349|0.416635119|-41.10356167|-65.07462414|18.10574464|85.79894134|-0.028575549|10.09761131|-1.400201879|-22.92354152|-15.93664265|59.20930631|0.4517825079999999|2392.3164920000004|1689.926339|5.485176331|10.00547485|0.8240935659999999|271.83655510000006|-435.5070329|31.09118831|0.03598612|-14.02896218|1523.4682269999998|532.0914339999999|1.0|1.0|1.0|3.16|3.37|0.19|18.0|-7.57|4.95|61.84|1.96|0.0|104.74|0.0|1.0|7.0|27.0|5.0|0.0|1.0|3.69|0.00206|1.53e-05|0.00562|0.0|0.0|9.86e-06|4.3447|3.36|3.7487|-1223.687392|0.70552|-1223.463757|0.0115|-0.1565099999999999|-0.1824|6.9706
14_a1|0.0|0|0.0|0|7.423568444|1|1.430935835|0.0|0.043282217|-0.015636898|5.351858133|-0.175408303|1|0.035620155|10.94959842|-0.0492229479999999|1|1|-0.008385698|0.164429684|-0.020716495|-0.033765606|-0.567791164|-0.08530265|0.805877431|0.795744863|0|0.593170871|-0.12658238|-0.122581374|0.206941175|-74.96297518|-72.59355177|19.5711254|240.9270705|-0.046308519|11.59015807|-2.083883365|-44.39360096|-27.42423067|94.53410059|0.47517581|2678.985809|1876.042189|7.46120838|14.21658628|0.905399978|146.0634832|-730.8369997000001|36.40268318|0.0243658979999999|-300.0800645|1638.120743|513.4628663999999|1.0|1.0|2.0|3.25|2.35|0.05|23.0|-7.69|3.63|103.12|1.54|0.0|106.85|0.0|1.0|4.0|29.0|5.0|0.0|1.0|2.85|0.0116|5.660000000000001e-05|0.0218|0.0|0.0|7.81e-06|3.8344|4.57|3.3061|-1292.55322|0.69894|-1292.359534|0.3497|-0.1336|-0.19322|7.0269
14ad_a23|0.0|1|0.0|2|7.423568444|0|1.197962774|3.3437482860000003|-0.1101542319999999|-0.00790478|5.351858133|-0.028065075|2|0.0444129979999999|10.31321689|-0.031279567|2|2|0.009675528|0.2086248289999999|-0.143336826|-0.253318853|-0.376350719|0.165157698|0.8356326820000001|0.7317531540000001|1|0.887131635|-0.059168372|-0.085840335|0.224009311|-42.29008971|-61.35364811|24.18091285|80.67170209999999|-0.029653934|17.28310144|-1.630966366|-30.226481300000003|-21.19489662|66.47100256|0.46995189|3209.330728|2339.533586|8.661363236|16.34071148|0.8866211979999999|303.1354708|-833.1879476|36.80430179|0.033365494|-108.4705382|2024.236598|770.8206617000001|0.0|0.0|1.0|3.73|3.49|0.12|26.0|-7.6|4.03|123.48|2.42|1.0|133.27|0.0|1.0|7.0|34.0|6.0|0.0|0.0|3.39|0.000753|8.22e-06|0.0038799999999999|0.0|0.0|1.17e-05|3.3867|2.99|3.3867|-1858.942973|0.6956600000000001|-1858.668058|0.4106|-0.13734|-0.20659|8.3595
17a_a22|0.0|0|0.0|1|6.842683282|0|1.2689202|1.866510299|-0.0422459529999999|-0.005149751|4.727387819|-0.092107225|2|0.043274232|10.94643739|-0.005724389|1|1|0.0027615779999999|-0.089641194|-0.076790454|-0.126659773|-0.3626566539999999|0.155547571|0.805071997|0.7994946709999999|1|0.8594770140000001|-0.072161482|-0.08790445|0.345497724|-49.30541729|-60.0620365|9.597299109|96.01444244|-0.030843667|6.55749888|-1.758088991|-33.68866751|-21.07439877|58.9027164|0.485943988|2910.035347|1934.881271|8.549622191000001|16.63169381|0.945313306|197.4916253|-820.7657853999999|29.64221498|0.01931764|-288.28178110000005|1689.6062539999998|784.2697099|1.0|1.0|1.0|4.02|-3.24|0.15|27.0|-9.13|4.93|68.52|2.01|1.0|128.29|0.0|1.0|7.0|33.0|5.0|0.0|0.0|2.25|0.0078099999999999|1.09e-05|0.00473|0.0|0.0|3.23e-07|4.8502|5.13|1.3971|-1408.279257|0.71303|-1407.8711|0.0085|-0.06214|-0.21338|7.0862
4b_a46|0.0|0|0.206072846|1|7.825245291|1|1.1346370890000002|2.189591837|-0.155670183|-0.00113356|5.587248657999999|-0.022119857|2|0.047736111|10.96200942|-0.111103941|1|1|0.011806162|-0.128843936|-0.079238184|-0.123416853|-0.16915334|-0.263387881|0.768651645|0.69830739|0|0.935245062|-0.0524080009999999|-0.070236212|0.27128814|-28.58477842|-38.30877966|4.127907383|35.31914031|-0.0229342729999999|2.251475261|-1.123779397|-15.59093155|-12.50898928|32.7126858|0.428987199|2105.172229|1750.333702|5.76401157|10.09436488|0.751274223|103.3759991|-334.31474760000003|15.43427855|0.007963679|-338.6757579|756.2796491|538.4165208|1.0|0.0|0.0|3.9|3.03|0.38|17.0|-7.2|4.77|43.6|2.58|0.0|101.7|0.0|1.0|2.0|25.0|3.0|0.0|1.0|3.76|0.0149|2.35e-05|0.00782|0.0|0.0|2.12e-05|4.5515|3.98|4.5515|-1033.535029|0.68682|-1033.3243619999998|0.1784|-0.19082|-0.21811|6.2612
4R4l_a46|0.0|0|0.171853072|1|7.825245291|1|1.134637095|2.155247543|-0.058870177|-0.004736212|5.587248657999999|-0.075241716|1|0.049498645|10.94631401|-0.161358058|1|1|0.006162668|-0.1012114369999999|0.0071939419999999|0.010799648|-0.3888343979999999|-0.001318857|0.762625193|0.7936534740000001|0|0.896653672|-0.090505744|-0.084697739|0.208818132|-49.12015477|-45.96797819|3.844966512|56.0891211|-0.02989332|2.086777505|-1.524559305|-26.65896664|-16.223992300000003|52.96512128|0.4568839389999999|2165.83681|1766.0974600000002|5.669819400000001|10.43942503|0.8412270820000001|66.05102684|-449.0673625|18.4720714|0.006401537|-410.6276419|942.0756413|579.2365607|1.0|1.0|1.0|3.92|3.24|0.36|17.0|-7.0|5.02|50.94|3.06|0.0|105.77|0.0|1.0|3.0|26.0|3.0|0.0|1.0|4.09|0.00182|7.78e-06|0.0027|0.0|0.0|3.47e-05|4.6497|4.99|4.1152|-1092.728268|0.67823|-1092.4898449999998|0.0851|-0.17475|-0.19602|6.8633
15b_a50|0.0|1|0.0|2|7.934155233999999|1|1.353059441|4.112770601|-0.144363623|-0.0045393|5.82008293|-0.05484142|1|0.032843915|10.94501702|-0.124047802|2|2|0.005203263|-0.17223348|-0.131737048|-0.2185722769999999|-0.310946931|0.000882622|0.8833003970000001|0.764606364|1|0.8209134840000001|-0.082576068|-0.080700307|0.447220762|-47.20879251|-46.13641893|11.48191704|102.3838797|-0.028069672|6.564219549|-1.291204916|-26.98929785|-16.04745006|58.69070955|0.478989976|2441.264256|1692.3273379999998|6.89125222|13.22671714|0.919348867|206.3740238|-422.0195386|25.11269883|0.024313507|-158.95261259999998|1155.184146|510.3677388|1.0|1.0|1.0|3.56|2.11|0.19|20.0|-5.72|3.26|68.76|1.66|0.0|105.46|0.0|2.0|5.0|27.0|4.0|0.0|1.0|2.37|0.2339999999999999|0.000249|0.0891|0.0|0.0|0.000687|4.0561|2.08|4.0561|-1160.463663|0.65917|-1160.275856|0.1796|-0.16737|-0.20071|7.1024
14k_a23|0.0|1|0.0|2|7.423568444|0|1.1979621459999998|3.358995671|0.070940371|-0.005866159|5.351858133|-0.024758731|2|0.046283951|10.31321813|-0.055708465|2|2|0.009263715|0.082632648|-0.071484865|-0.13187015|-0.463402169|0.140087361|0.864845456|0.659570836|1|0.922397728|-0.0562483359999999|-0.079899943|0.226547411|-37.43135588|-53.17069631|12.53019305|51.64167457|-0.033999976|8.338417622|-1.597998852|-24.9092952|-22.62582822|49.96154892|0.486654314|2955.4566170000003|2174.886074|8.21201115|15.99703938|0.948005074|144.0318708|-707.6658267999999|28.87559227|0.016348271|-377.4022725|1357.152837|633.3278634|0.0|0.0|1.0|3.39|3.56|0.05|26.0|-7.99|4.67|105.02|3.51|1.0|125.29|0.0|1.0|5.0|31.0|4.0|0.0|0.0|3.99|0.000334|2.83e-06|0.00126|0.0|0.0|4.55e-06|3.6421|4.1|3.6421|-2089.501786|0.63765|-2089.293765|0.4694|-0.14784|-0.2271699999999999|8.4123
14b_a23|0.0|1|0.0|2|7.423568444|0|1.197963628|3.2475997860000003|0.065240838|-0.006248709|5.351858133|-0.071396109|2|0.043538647|10.31321824|-0.047410593|2|2|0.0075222369999999|0.121308009|-0.073945564|-0.17267308|-0.4557487779999999|-0.00399443|0.857184548|0.5935522360000001|1|0.8462596590000001|-0.063267638|-0.082441268|0.228282196|-41.01458464|-53.44429544|13.26014776|99.66542762|-0.03508139|8.596171261|-1.64882535|-26.58857202|-22.74225338|54.274732400000005|0.450973737|2943.803333|2280.830615|7.833620016|14.26820636|0.821406493|146.2760938|-692.9278992000001|29.36910744|0.01779446|-355.71896410000005|1380.34805|599.5697147999999|0.0|0.0|1.0|3.42|3.44|0.05|26.0|-7.67|4.58|105.02|3.4|1.0|120.24|0.0|1.0|5.0|31.0|5.0|0.0|0.0|3.78|0.00114|7.73e-06|0.00332|0.0|0.0|9.18e-06|3706.0|3.72|3706.0|-1729.139722|0.58097|-1728.9300010000002|0.3603|-0.15064|-0.2286699999999999|8.3536
A8301_a51|0.0|0|0.0|1|6.86171134|0|1.197963627|1.700610355|0.0245770529999999|-0.00449765|4.727387819|-0.028789626|2|0.039058957|10.31321735|-0.1227504419999999|1|1|0.007083041|0.135886548|-0.0357324579999999|-0.0618359079999999|-0.4354420879999999|-0.013846396|0.750630149|0.7234449559999999|1|0.934739895|-0.055295165|-0.0780376929999999|0.339244706|-35.90764428|-50.67621589|5.293803823|42.37868986|-0.032775831|3.437697042|-1.6387915469999998|-23.3177516|-21.28401067|41.20144811|0.4799553379999999|2799.106729|2461.663545|6.890532887999999|13.24988678|0.922911768|94.18649643|-691.0718926|24.89475504|0.009586697|-461.0082758|1244.737752|690.8826121000001|1.0|1.0|1.0|3.49|3.5|0.04|27.0|-9.38|5.52|87.72|3.35|1.0|129.04|0.0|1.0|5.0|31.0|3.0|0.0|1.0|4.58|0.000105|1.17e-06|0.000495|0.0|0.0|1.74e-07||||||||||7.9208
47o_a18|0.0|0|0.0|0|7.03438793|1|1.251177005|0.0|0.052875948|-0.006476544|4.844187086|-0.055408687|0|0.037484277|10.94702017|-0.038296569|0|0|0.000787517|-0.009467295|-0.103458566|-0.156998637|-0.490807196|0.001673737|0.781148177|0.733228144|0|0.806872998|-0.077288013|-0.088436375|0.261785105|-56.13142962|-64.2280736|6.313168526|140.2610102|-0.034545459|4.585021184|-2.210909375|-40.76618466|-25.08909125|62.44459815|0.493146875|2857.120021|1393.529823|9.808930716|19.35260972|0.972958142|92.41474142|-1166.161955|28.74706708|0.008265369|-541.4335917000001|1839.812293|931.8364349|1.0|1.0|3.0|4.17|0.0|0.25|18.0|-9.37|3.0|85.29|2.94|1.0|139.63|0.0|1.0|9.0|34.0|3.0|0.0|1.0|2.76|0.000996|8.38e-06|0.00381|0.0|0.0|1.93e-07|3.22|7.62|3.22|-1455.547304|0.69248|-1455.162559|0.5065|-0.13203|-0.18223|7.3279
12as_a36|0.0|0|0.0|0|7.412764017000001|2|1.297043209|0.0|-0.051208473|-0.007672841|5.351858133|-0.073735973|2|0.041728395|10.95347588|-0.025398105|1|1|0.0018565629999999|0.162571317|-0.098698552|-0.166354116|-0.4358775279999999|-0.0389138329999999|0.869455765|0.770400825|0|0.77043791|-0.082748367|-0.109492809|0.291030086|-55.75872553|-73.78005999|12.95780416|154.6869148|-0.037824788|8.731418812000001|-2.080363362|-37.57216725|-25.48765709|68.71652969|0.454761514|2904.092809|2365.632846|8.768282531|16.08155469|0.834059821|156.2451686|-944.5958066|33.18163581|0.017444469|-361.3444194|1824.98997|716.9974499|1.0|0.0|2.0|4.86|0.0|0.17|17.0|-6.89|2.09|86.27|1.59|0.0|133.95|0.0|1.0|6.0|32.0|5.0|0.0|0.0|1.84|0.0653|0.000112|0.0476|0.0|0.0|5.4600000000000006e-05|4.5202|4.84|3851.0|-1385.5651710000002|0.68211|-1385.322633|0.2402|-0.1563|-0.21419|7.2291
19i_a38|0.0|0|0.0|0|7.412764017000001|2|1.297043925|0.0|-0.125335237|-0.008447598|5.351858133|-0.115864198|2|0.043197531|10.96052467|-0.053762162|1|1|-0.004358975|0.215263198|-0.098027247|-0.250781298|-0.430016467|-0.040954326|0.892249657|0.632625562|0|0.747158407|-0.08347616|-0.113250303|0.4748744179999999|-51.15830416|-69.40536597|13.83587388|154.953787|-0.040770109|8.479305267|-2.038505453|-31.35232957|-24.98593175|64.99417804|0.444551315|2896.470706|2335.0953870000003|6.690507557999999|12.04523072|0.800346329|158.161786|-765.6305068|33.67721904|0.022159015|-296.5257022|1683.860952|593.6088758|1.0|1.0|3.0|4.8|2.88|0.14|17.0|-7.12|3.11|81.23|2.78|0.0|125.65|0.0|1.0|5.0|31.0|5.0|0.0|1.0|3.04|0.0238|4.67e-05|0.0196|0.0|0.0|3.19e-05|5.7041|3.66|3.6129|-1431.384243|0.69267|-1431.181148|0.1886|-0.14872|-0.2052|7.9031
12r_a30|0.0|0|0.0|0|7.412764017000001|2|0.604984545|0.0|-0.015167821|-0.007553813|5.351858133|-0.093024002|2|0.043383838|10.31162892|-0.0646674999999999|1|1|-0.001131023|-0.247439715|-0.0546637159999999|-0.145315868|-0.44083509|-0.007140234|0.889479916|0.591758164|0|0.72072745|-0.090229387|-0.109990462|0.451652492|-58.32042638|-71.0931422|12.36992712|180.5098625|-0.040404659|7.995393191000001|-1.979828309|-37.69583567|-26.11584816|70.6903535|0.464481911|2976.944611|2433.580273|7.467190577999999|13.94386247|0.867350555|135.6928105|-827.1283373|33.05530181|0.016970201|-374.9717191|1619.709789|616.2856203|1.0|0.0|1.0|4.66|0.0|0.14|17.0|-7.16|3.74|81.65|3.58|0.0|127.19|0.0|1.0|5.0|31.0|6.0|0.0|0.0|3.21|0.00141|6.71e-06|0.00291|0.0|0.0|3e-05|5067.0|4.32|3.5111|-1774.2026670000002|0.68476|-1774.009422|0.1522|-0.14894|-0.20138|7.5317
15_a4|0.0|0|0.0|1|7.535296702|1|1.399867493|1.956386054|-0.159419214|-0.001986535|5.4161004020000005|-0.061469545|1|0.044357639|10.94611612|0.022446689|1|1|0.00918585|0.097046535|-0.017259078|-0.038707204|-0.226703465|0.095534883|0.8347553529999999|0.509447294|0|0.867716376|-0.062151785|-0.073738544|0.2517542889999999|-29.80513879|-35.36161572|5.223809291|63.43714456|-0.030724393|2.505098786|-1.106078158|-14.29317436|-14.73400655|35.02894809|0.437696617|1973.978183|1495.715718|5.459799482|9.709704127|0.7783994009999999|74.8625551|-254.3670787|17.45960235|0.009743323|-329.8289177|628.5456843999999|324.5687005|1.0|0.0|0.0|3.28|3.01|0.11|17.0|-6.09|4.4|30.71|3.05|0.0|85.06|0.0|1.0|2.0|22.0|3.0|0.0|1.0|3.61|0.0443|5.19e-05|0.0151|0.0|0.0|0.000235|4.5048|3.8|4.2148|-958.251931|0.56413|-958.147682|0.0969999999999999|-0.17373|-0.2091199999999999|6757.0
14q_a23|0.0|1|0.0|2|7.423568444|0|1.19796338|3.292130907|0.141057047|-0.0101981219999999|5.351858133|-0.130330047|2|0.044138322|10.31321757|-0.056324491|2|2|0.002496501|0.121109106|-0.017918675|-0.033435987|-0.573130981|0.067394607|0.871119857|0.7333675390000001|1|0.773194598|-0.08960718|-0.096370719|0.227948491|-61.51997721|-66.16349731|14.81701129|155.7136729|-0.039682061|10.17264683|-2.023785094|-42.23665548|-27.24379301|76.3369885|0.472004985|3097.399651|2213.1193780000003|8.732265278|16.53853737|0.893957277|152.86702240000002|-953.9181308|35.04742005|0.01932289|-380.8178266000001|1787.418422|693.3423458|0.0|0.0|2.0|3.52|2.66|0.04|26.0|-6.96|3.12|148.11|2.28|1.0|128.38|1.0|1.0|6.0|33.0|5.0|1.0|0.0|2.62|0.00278|4.03e-05|0.0183|0.0|0.0|5.03e-05|3.6431|4.19|3.6431|-1798.6108739999995|0.5949|-1798.3704079999998|0.4943|-0.14854|-0.23013|7.8069
5e_a40|0.0|0|0.0|1|8.149890544|0|0.604912776|1.661964758|-0.091305805|-0.004925115|6.167516491000001|0.0601021459999999|0|0.044526749|10.31198323|0.029272031|2|2|0.008306061|-0.184667138|0.005996234|0.010397494|-0.391074665|-0.402340487|0.877722972|0.5087199929999999|1|0.864422751|-0.076883794|-0.089724264|0.0499188609999999|-36.56222854|-42.66853738|9.440323938|64.47400829|-0.035889706|4.489363277|-1.076691165|-17.38723451|-17.06741495|46.00255248|0.47779156|1986.384601|512.5703164|6.533857846|12.51197289|0.914944155|84.47727896|-243.4932098|20.75420252|0.012921086|-306.597267|622.6260756|264.9899736|1.0|0.0|0.0|3.03|2.73|0.21|14.0|-4.65|3.74|75.5|2.37|1.0|79.16|0.0|2.0|3.0|20.0|3.0|0.0|1.0|3.33|0.00505|5.56e-05|0.0169|0.0|0.0|0.00678|3.7138|4.99|3.7138|-1637.180703|0.69675|-1637.115238|0.5262|-0.14786|-0.2201699999999999|7.6021
