molecula|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|AATSC1s|JGI4|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|AATSC7i|n6aHRing|GATS1are|SIC2|nFaHRing|RASA|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|RPSA|WNSA5|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|FPSA1|GeomShapeIndex|GRAV|WNSA2|DPSA4|FPSA5|DPSA2|Mor01p|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log Po/w WLOGP|TPSA_y|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
12_a1|1|0|3.3894574360000003|0.0|0|7.423568444|1|1.430936075|0.0|-0.0455890429999999|-0.011221829|-0.02164054|0.036382114|0.076867966|-0.516204114|-0.0038943009999999|-0.0811332759999999|10.94945122|1|0.127560614|1|0.8016064479999999|0.817998205|0|0.765121385|-0.0964711209999999|-0.104724018|0.033770552|-55.99493147|-60.78517756|0.234878615|-35.28166588|477.1158679|0.724666653|-1.675584287|-32.50125347|74.99749378|-23.15625812|75.59644237|0.46449367|2592.245875|444.1009824|-972.562841|1825.150911|0.275333347|0.867391557|5468.378562|-564.5066541|31.95435864|0.024485753|1342.083063|473.040639|1.0|1.0|1.0|1.0|3.29|23.0|4.41|83.82|103.47|0.0|1.0|3.0|-4.98|28.0|5.0|-6.02|366.37|0.0|3.44|-4.75|0.00379|1.77e-05|0.00649|3.54|0.0|2.3e-06|-0.07042|3734.0|3.67|1018.84|390.57|0.5867|332.04|482.51|0.69114|0.69763|-1215.922313|0.2821|-0.12874|7.7454|-0.19916|0.0296752|10.1801|2.95|5.5302|5.5302
LY580276_a4|0|0|0.0|0.0|1|7.535296702|1|1.344599701|2.067497166|-0.156842923|-0.001543874|-0.020236527|0.044357639|0.0295482979999999|-0.063298854|0.010217376|-0.172607392|10.94681614|1|0.064209689|1|0.5162208110000001|0.847526918|0|0.8685269959999999|-0.057317455|-0.071023484|0.008729943|-27.6229776|-34.22831819|0.131473004|-16.49563923|82.46094409|0.8478469959999999|-1.065352257|-13.31233017|38.23432817|-13.51117823|31.83019528|0.437093506|1948.220005|418.5688558|-513.4247728|1511.5340210000002|0.152153004|0.7764939829999999|4098.640927|-247.4345884|15.93586849|0.008312438|605.5630025|345.4102548|1.0|1.0|1.0|0.0|3.01|17.0|4.43|30.71|84.74|0.0|1.0|2.0|-3.67|22.0|3.0|-5.71|293.34|1.0|3.69|-4.21|0.0624|6.18e-05|0.0181|3.35|0.0|8.08e-05|-0.0225|5.2983|3.64|865.23|276.03|0.1905|234.01|402.99|0.36903|0.68002|-959.356125|0.1842|-0.18746|2.5355|-0.2099599999999999|0.023546627|3.2891|175.0|6757.0|6757.0
14o_a23|0|1|0.0|-4.758526534|2|7.423568444|0|1.197958066|3.133942289|0.18835477|-0.014680137|-0.301504331|0.046090147|0.135737344|-0.807407518|-0.002390707|-0.029012777|10.3132174|2|0.416392114|2|0.598213287|0.861597051|1|0.904077943|-0.072435569|-0.094138958|0.018054548|-51.49843925|-66.92857564|0.0959220569999999|-47.58321438|0.8929505459999999|0.800301554|-2.165196042|-36.61307972|80.64694246|-30.18347529|64.33441296|0.48945652|3399.6213840000005|642.7588542000001|-1539.35724|2297.392496|0.199698446|0.958697036|7967.617129|-1094.413931|37.71512766|0.019295686|1923.471511|676.4530574|0.0|0.0|1.0|1.0|3.55|26.0|6.18|114.25|126.97|0.0|1.0|7.0|-6.89|35.0|8.0|-5.94|495.48|0.0|4.31|-6.0|6.38e-05|1e-06|0.0004969999999999|4.76|0.0|5.57e-06|-0.08059|3.6989|5.17|1236.72|335.19|385.0|335.19|582.89|0.58581|0.58581|-2041.934645|385.0|-0.1517|5.9294|-0.23229|0.02299729|8.3591|3.0|8.4815|8.4815
5_a18 (BIBF0775)|0|0|0.0|0.0|0|7.03438793|2|1.251175715|0.0|0.0160123|-0.005220163|-0.015946718|0.035478927|-0.0366107389999999|-0.391512249|0.002526619|0.0002403959999999|10.94702058|0|-0.054916741|0|0.7140745620000001|0.774859029|0|0.8432358679999999|-0.068989967|-0.078246932|0.008501088|-52.09190866|-59.08151918|0.156764132|-44.61038661|50.25564119|0.8159410579999999|-2.112667176|-39.33277643|67.25977848|-22.46761997|58.5107823|0.483962172|3115.979466|636.6978809999999|-1595.201018|1645.395714|0.184058942|0.937842434|7221.114573000001|-1204.480438|27.535837|0.010831199|1955.044427|1140.896548|1.0|1.0|1.0|2.0|4.42|18.0|3.69|76.5|155.95|0.0|1.0|8.0|-6.07|37.0|3.0|-5.96|494.63|1.0|3.2|-5.72|0.000425|1.91e-06|0.000946|4.73|0.0|3.06e-07|-0.04938|3.2027|8.45|1446.02|378.13|0.4825|378.13|691.68|0.69298|0.69298|-1571.843719|0.4825|-0.13154|2.3389|-0.18092|0.02305362|2.8009|34.0|7.4685|7.4685
4q_a46|0|0|0.0|0.09591943|1|7.832410927000001|1|1.131262631|2.151582577|-0.2520920439999999|-0.001250008|0.004704245|0.0462962959999999|-0.012611536|-0.066250447|0.012173202|-0.155661124|10.96363644|1|-0.019471024|2|0.716317772|0.848935944|0|0.913550004|-0.052170875|-0.070035423|0.014510206|-29.12008262|-39.09149156|0.086449996|-21.81959712|72.14599138|0.61955726|-1.050531344|-16.25388148|49.37907349|-11.72744747|37.21920695|0.487775649|2234.596293|509.9138517|-586.3723734|1491.412605|0.38044274|0.952269544|4992.497361|-327.2939568|18.92875482|0.018430997|946.4377411|554.3688216|1.0|1.0|1.0|0.0|3.95|17.0|4.09|52.83|102.63|0.0|1.0|4.0|-3.41|26.0|4.0|-6.54|348.44|1.0|3.15|-3.89|135.0|0.000129|0.0449|2.65|0.0|3.97e-05|-0.03042|4.5296|2.57|1043.05|273.72|0.1432|273.72|510.13|0.69002|0.69002|-1108.511662|0.1432|-0.1903|2.7026|-0.2207199999999999|0.02185677|3.2968|743.0|6129.0|6129.0
9_a27|1|0|2.627701427|0.0|1|6.842683282|0|1.391067068|1.830911754|0.164227115|-0.0073742819999999|-0.050617284|0.042847222|-0.152086653|-0.331842668|0.00611794|-0.051160217|10.93740461|1|-0.2559122789999999|2|0.677253824|0.8806964490000001|1|0.7988644709999999|-0.078270599|-0.088404481|0.019589991|-40.3551562|-45.58003501|0.2011355289999999|-23.50038785|65.12542467|0.7892801540000001|-1.414471696|-20.80651808|53.0685473|-17.36382286|50.45546414|0.466349763|2256.4955670000004|411.8826346|-729.2805601|1463.168883|0.210719846|0.873886547|4962.727436|-376.0062056|21.99956856|0.014524299|923.9818797|424.8821143|0.0|0.0|1.0|1.0|3.12|21.0|3.04|76.46|97.46|0.0|1.0|3.0|-4.06|25.0|4.0|-6.33|331.37|1.0|2.99|-4.08|0.0287|8.28e-05|0.0274|2.8|0.0|2.88e-05|-0.0471|5.5421|4.67|945.35|297.52|0.1982|223.71|425.08|0.35593|0.59444|-1082.965434|134.0|-0.1716|2.7456|-0.2187|0.02461151|4.0436|2.0|8699.0|8699.0
4c_a46|0|0|0.0|0.139403726|1|7.825245291|1|1.134637091|2.137504882|-0.068543882|-0.005085922|-0.048990529|0.0440307329999999|-0.111750026|-0.300069396|0.010177371|-0.051150771|10.94298307|1|-0.165951544|1|0.649753668|0.761921603|0|0.890777395|-0.063644365|-0.087503927|0.013924723|-40.22007179|-55.2981278|0.109222605|-34.9456654|53.13410852|0.840753785|-1.662574604|-25.41708422|60.67664538|-18.76186479|49.01980408|0.450883931|2455.604167|562.9269925|-1050.664428|2487.942529|0.159246215|0.8211086059999999|5571.088357|-663.9676426|22.31552819|0.008510983|1249.669579|696.2528933|0.0|1.0|1.0|0.0|4.09|17.0|5.24|57.01|115.03|0.0|1.0|5.0|-5.55|29.0|4.0|-5.39|389.49|1.0|4.44|-5.28|0.00109|5.3e-06|0.00207|4.63|0.0|9.32e-06|-0.04381|5.4579|6.38|1176.07|302.21|0.2296|227.16|617.56|0.42391|0.6986600000000001|-1245.114575|0.2083|-0.17085|4.1039|-0.21466|0.02299741|5.4491|2008.0|5.6972|5.6972
16c_a32|1|1|3.329674745|0.0|0|7.765993078999999|0|0.6094207629999999|0.0|0.191088217|-0.01639019|-0.087497559|0.03995614|-0.03152033|-0.770338913|-0.0064007569999999|-0.031087095|10.31100271|3|-0.057356214|0|0.809370315|0.915639476|1|0.773043206|-0.088841599|-0.119988297|0.025791147|-53.00702241|-71.59058881|0.226956794|-42.71426897|37.0285246|0.6846367059999999|-1.679836163|-31.62645048|86.97970500000001|-22.77882371|68.39521789|0.463897164|2649.168528|461.2334662|-1002.268243|3143.196853|0.3153632939999999|0.8653137670000001|5979.891916|-597.9997655000001|33.27140293|0.02579269|1463.941729|513.9156315|0.0|1.0|1.0|2.0|3.5|19.0|4.21|149.27|107.14|1.0|1.0|7.0|-6.04|27.0|5.0|-6.44|399.49|0.0|3.41|-4.41|0.000366|3.89e-05|0.0155|3.23|0.0|4.13e-05|-0.0505|3.6264|4.12|1069.28|341.89|0.2955|341.89|508.43|0.70198|0.70198|-1916.478107|0.2955|-0.14997|4.0551|-0.20047|0.02806787|5.3459|5.0|8.3468|8.3468
12b_a50|0|1|0.0|0.0|2|7.927685046000001|1|1.397986833|4.058595679|-0.19841119|-0.002929899|-0.0016330379999999|0.034845679|-0.08032584|-0.125985651|0.01164808|-0.101728189|10.94501743|2|-0.139522815|1|0.699597776|0.8718949979999999|1|0.925916085|-0.045602469|-0.066155918|0.0214891|-22.92589265|-33.25880166|0.074083915|-16.72031641|86.49656508|0.5731907470000001|-0.926182858|-11.52561607|47.12729492|-11.93905701|33.72918462|0.430791247|2224.116359|465.4891075000001|-465.6232233|1446.231761|0.4268092529999999|0.756824707|4672.843578|-234.0844297|20.82911679|0.027586169|812.3355548|388.171611|1.0|1.0|1.0|0.0|3.31|20.0|3.42|48.53|94.69|0.0|2.0|2.0|-3.16|24.0|3.0|-6.44|313.36|1.0|2.59|-3.84|215.0|0.000144|45.0|2.5|0.0|0.00101|-0.02974|4.7089|2.47|909.8|315.44|0.2425|263.3|401.64|0.6016199999999999|0.6581|-1006.501585|0.0777|-0.16451|4.0567|-0.19425|0.02307802|5.6617|4.74|5.3242|5.3242
5_a47|0|0|0.0|0.0|0|0.0|0|1.304329328|0.0|0.019688132|-0.009295857|-0.188550227|0.037492877|0.003858593|-0.390426|-0.012670377|-0.002627182|10.9367109|0|0.0083528919999999|2|0.7063295709999999|0.861595935|1|0.807957755|-0.087763105|-0.1001981959999999|0.009936558|-46.33853208|-52.90420509|0.192042245|-27.93318665|0.0|0.781571204|-1.502972943|-24.46654029|62.14504725|-20.34777119|51.58499074|0.4736061789999999|2368.870941|426.5981263000001|-793.5630764|1349.003107|0.218428796|0.8997183470000001|5501.708422|-418.9977997|26.03444329|0.017501741|1015.343288|416.1194472|1.0|1.0|1.0|2.0|2.67|22.0|5.96|58.04|101.51|0.0|1.0|3.0|-5.65|26.0|4.0|-5.19|365.79|0.0|4.29|-5.5|0.000824|3.18e-06|0.00116|4.7|0.0|7.590000000000001e-07|-0.05535|3.7083|4.37|951.68|334.35|0.2108|334.35|401.16|0.69291|0.69291|-1569.20723|0.2108|-0.15419|2.9121|-0.20954|0.03591467|3.8816|0.02|7.7|7.7
12e_a40|0|0|0.0|0.0|1|7.515889085|0|0.604990524|1.6315143930000002|0.061944605|-0.015461694|-0.262526337|0.04020202|0.174870826|-0.556620974|-0.013162335|0.130516751|10.31197242|2|0.292184471|0|0.889386453|0.858770467|1|0.7798787840000001|-0.132226452|-0.122830115|0.015096495|-71.78145688|-66.68049019|0.220121216|-36.19867792|0.0|0.790818822|-1.596791495|-38.96782748|78.14505956|-26.26807189|79.97685498|0.491465612|2391.0322170000004|423.3709264|-866.8463724999999|694.2415706|0.209181178|0.966435355|5478.52313|-470.5828129|33.21629575|0.021118537|1096.13776|348.3847394|0.0|0.0|0.0|2.0|3.27|20.0|4.84|98.89|95.8|0.0|1.0|2.0|-6.53|24.0|4.0|-5.26|378.23|0.0|3.98|-5.64|0.000113|2.27e-06|0.00086|4.72|0.0|0.000346|-0.07296|4.3236|4.66|918.38|409.82|0.4494|286.76|445.12|0.6826|0.70157|-2248.154966|284.0|-0.12616|2.5946|-0.19912|0.03272669|3.7268|1.17|5.9318|5.9318
12c_a5|1|0|2.977832018|0.0|0|6.605297921|1|1.236775191|0.0|-0.212798523|-0.002685954|0.020594766|0.0252713179999999|-0.086795626|-0.16115723|0.0054189009999999|-0.096073591|10.9455378|1|-0.1386392109999999|2|0.808899433|0.8446264459999999|0|0.841092921|-0.070873852|-0.066083881|0.016374249|-46.62294305|-43.47195613|0.158907079|-28.59715492|13.26856229|0.583585895|-1.25559373|-30.6699685|59.40070647|-14.74941369|57.39441476|0.4609383929999999|2697.345008|553.2961182|-825.9671665|2045.184304|0.416414105|0.855075538|5877.765289|-543.3459436|25.27376659|0.024214085|1415.330929|735.3048881|1.0|1.0|1.0|2.0|3.27|23.0|4.32|75.72|121.26|0.0|1.0|6.0|-4.09|31.0|5.0|-6.79|411.5|0.0|3.31|-4.33|0.0336|4.64e-05|0.0191|2.84|0.0|2.03e-07|-0.04565|4.6671|2.06|1200.02|309.06|0.1513|265.66|519.21|0.52074|0.6893600000000001|-1316.244961|105.0|-0.16563|3.0135|-0.21128|0.02242648|3.5993|47.0|7.3279|7.3279
9r_a24|1|0|2.950959457|0.0|0|6.605297921|0|1.353642494|0.0|-0.134192489|-0.004640179|0.013567512|0.024179894|-0.17821765|-0.264490176|0.007861194|0.064425793|10.96129392|1|-0.29065818|3|0.786430472|0.841805128|0|0.8417158379999999|-0.0618978309999999|-0.082022572|0.015557618|-41.49802275|-54.99020696|0.158284162|-36.86695997|89.36724924|0.6152148279999999|-1.394383716|-27.82142546|70.79264457|-17.31173182|51.92828155|0.473403843|2644.462265|564.3096436000001|-934.8335183|958.7578093|0.384785172|0.898988412|5501.824326|-626.7383196000001|28.13932796|0.02357068|1519.52371|670.2247423|1.0|1.0|1.0|1.0|3.53|23.0|3.93|79.82|116.9|0.0|1.0|8.0|-4.02|30.0|6.0|-6.83|400.48|0.0|2.98|-4.06|0.0383|8.77e-05|0.0351|2.69|0.0|8.84e-07|-0.04313|4.4722|1.82|1199.71|289.16|0.3398|277.23|616.11|0.3398|0.6204|-1294.201456|0.0029|-0.1676099999999999|1.9698|-0.21074|0.03426339|3.0322|11.0|7.9586|7.9586
8b_a12|0|0|0.0|0.0|0|0.0|1|1.283836078|0.0|0.190292199|-0.012630509|-0.1676879319999999|0.03977208|0.028584223|-0.618894925|-0.010117477|-0.036536396|10.95438057|0|0.047425677|1|0.89481633|0.792160599|0|0.740926309|-0.1053827859999999|-0.116554734|0.011257065|-60.97837482|-67.44287685|0.259073691|-39.02494133|76.80174559999999|0.888936354|-2.097985204|-35.28434152|72.85978933|-26.39069094|67.49212879999999|0.480938153|2388.888334|428.7273481000001|-1213.971783|1437.536303|0.111063646|0.926552694|5217.318476|-702.4489440000001|29.68794201|0.009361504|1365.645333|510.3677388|1.0|1.0|1.0|2.0|4.11|18.0|1.9|80.37|110.58|0.0|1.0|4.0|-4.1|27.0|4.0|-6.51|355.39|0.0|2.51|-4.01|28.0|9.74e-05|0.0346|2.76|0.0|1.26e-05|-0.0589|4.2263|5.11|1020.47|331.1|0.3179|293.37|460.08|0.53425|0.57773|-1159.188228|127.0|-0.15294|4.2554|-0.21184|0.03936706|6.1286|263.0|6.58|6.58
12i_a36|1|0|3.27619957|-4.787087299|0|7.412764017000001|2|1.2401347459999998|0.0|0.043792895|-0.016027043|-0.29543904|0.0438779959999999|0.048138468|-0.929568494|-0.011700732|0.128325344|10.96020192|1|0.135587069|1|0.647732719|0.87043328|0|0.830964232|-0.0850745409999999|-0.117424873|0.01973953|-54.81607619|-75.66036485|0.169035768|-48.75024044|0.52902639|0.7691298590000001|-2.46592234|-35.3196406|90.11282843|-29.42347522|67.53484704|0.460246812|3231.030388|535.4151566|-1588.867662|2351.232652|0.230870141|0.8526986440000001|7707.634338|-1023.755049|38.2555363|0.022430221|2065.79896|672.4630346|0.0|1.0|0.0|2.0|4.8|17.0|4.04|78.43|130.43|0.0|1.0|7.0|-5.2|34.0|8.0|-6.4|465.43|0.0|2.65|-5.07|0.00291|8.6e-06|4.0|3.86|0.0|3.37e-05|-0.05065|5.2297|4.86|1172.5|330.66|0.5402|237.08|504.47|0.34255|0.70134|-1644.954647|0.1516|-0.1541|5.1836|-0.20475|0.03165678|6.6124|12.0|7.9208|7.9208
5_a27|0|0|0.0|0.0|2|6.823286122000001|0|1.4026035369999998|3.2927747860000003|0.126882432|-0.0063562359999999|-0.068518519|0.048947368|-0.149034787|-0.286030638|0.00991794|-0.125237927|10.93772408|1|-0.250776983|2|0.639413469|0.8149212259999999|1|0.8531787759999999|-0.055979434|-0.085078576|0.01695771|-29.50048722|-44.83538435|0.146821224|-23.6277072|56.35994804|0.741481472|-1.276178645|-15.54640123|53.51978325|-16.01263727|38.43699603|0.439066197|2273.906133|449.6149323|-672.5307653|1254.531539|0.258518528|0.7827415529999999|4943.51602|-354.41560810000004|21.59546513|0.016479312|907.0095354|424.8821143|0.0|0.0|1.0|0.0|3.07|21.0|2.8|65.6|97.55|0.0|1.0|2.0|-3.61|25.0|4.0|-6.49|331.37|1.0|2.82|-4.01|0.0821|9.78e-05|0.0324|2.58|0.0|0.0002|-0.04554|4.0989|4.9|955.22|302.48|0.2448|302.48|463.87|0.64548|0.64548|-1082.967639|0.2448|-0.16952|2.3781|-0.21506|0.01903872|3.5632|3.0|8.5229|8.5229
12f_a31|1|0|3.4780522210000004|0.0|0|7.765993078999999|1|0.6101347579999999|0.0|0.034876922|-0.011835152|-0.033056721|0.03703252|0.043286807|-0.698273995|-0.00150321|-0.0944165219999999|10.31169747|2|0.068054139|0|0.805862937|0.8530975000000001|0|0.700992225|-0.097676974|-0.118239376|0.027617942|-68.14417693|-82.48950216|0.299007775|-57.54866283|569.7325277000001|0.686882955|-1.891830012|-47.54067074|97.53070764|-23.56842919|87.41178754|0.482666192|2710.311963|489.0460499|-1319.832035|1805.921786|0.313117045|0.932987917|5845.744358|-920.7786053|34.31214739|0.021559868|1921.480254|713.5657448|1.0|1.0|1.0|2.0|3.86|16.0|4.48|117.37|117.78|0.0|1.0|10.0|-5.98|30.0|5.0|-6.19|426.53|0.0|4.01|-4.63|0.0004469999999999|2.37e-05|0.0101|3.82|0.0|4.06e-06|-0.03317|3.8305|5.39|1258.6|323.68|0.2664|323.68|665.22|0.7006600000000001|0.7006600000000001|-1696.466804|0.2664|-0.15894|1.8803|-0.19211|0.04363832|3.3538|0.13|6.8861|6.8861
14n_a23|0|1|0.0|0.0|2|7.423568444|0|1.197963531|3.3716621960000004|0.009802461|-0.0068536419999999|-0.027380305|0.045165485|0.079559363|-0.376950283|0.010561248|-0.049694913|10.3132176|2|0.144230149|2|0.756252127|0.861597051|1|0.89327435|-0.058928845|-0.082430028|0.027028617|-39.82324087|-55.70499288|0.10672565|-37.64460956|97.39429807|0.6868205409999999|-1.648600566|-26.91195666|72.09248208|-21.84509525|58.08878013|0.469606631|3014.591033|603.6615822000001|-1114.099858|2195.877777|0.313179459|0.885393105|6740.54932|-752.8921912999999|31.80611809|0.0242495529999999|1622.112023|683.7405759|0.0|1.0|1.0|1.0|3.53|26.0|4.03|114.25|126.78|0.0|1.0|6.0|-5.63|32.0|5.0|-6.47|441.51|0.0|3.48|-5.02|0.0010199999999999|9.57e-06|0.0042299999999999|3.55|0.0|1.3699999999999998e-05|-0.06951|3.4217|3.23|1209.95|362.35|0.4229|362.35|575.71|0.6955|0.6955|-1744.1828670000002|0.4229|-0.1382|5.2196|-0.2077099999999999|0.02300614|7.2975|1.0|9.2441|9.2441
21_a34|0|0|0.0|0.0|1|8.002694162000001|2|1.425532331|1.88614418|0.026135784|-0.012535886|-0.091664226|0.036880342|-0.125881566|-0.7020096440000001|-0.001643445|-0.004734657|10.94874873|1|-0.201539853|1|0.702772307|0.796991578|0|0.676390843|-0.09533089|-0.117789944|0.034163186|-63.96857813|-79.03896823|0.323609157|-53.03643341|77.34839362|0.728260094|-2.120218984|-42.9239565|95.12565978|-27.89610644|86.89263143|0.4688149339999999|3115.110331|453.8692584|-1422.701428|2429.6035|0.271739906|0.882583047|7048.305909000001|-954.6558014|38.30514214|0.023973624|1953.562249|659.7484451|0.0|1.0|1.0|0.0|3.43|23.0|3.23|86.55|122.59|0.0|1.0|4.0|-4.5|33.0|6.0|-6.83|438.43|0.0|3.03|-4.71|0.0138|1.94e-05|0.0085|3.02|0.0|9.06e-06|-0.07534|4.3011|7.78|1182.6|401.11|0.2174|288.26|530.93|0.6893199999999999|0.69292|-1483.057743|0.0002|-0.13338|5.3432|-0.20872|0.03023936|7.9399|3.36|5.4737|5.4737
47d_a18|0|0|0.0|0.0|0|7.03438793|1|1.251175994|0.0|-0.017398129|-0.006087337|-0.041876322|0.032916667|0.069914568|-0.480899596|0.003376831|-0.07722825|10.94702255|0|0.104380139|0|0.7640994990000001|0.773981237|0|0.836999127|-0.06394156|-0.087315963|0.015270278|-52.14267013|-71.20388424|0.163000873|-58.06490563|58.93717545|0.69814381|-2.182899066|-42.52098397|86.29525584|-23.42233034|64.59518279|0.481311892|3304.705347|682.5509007|-1780.097106|1947.023498|0.30185619|0.927940864|7780.945962999999|-1451.622641|33.54943497|0.018506261|2549.757058|1255.618298|1.0|1.0|1.0|2.0|4.73|18.0|3.21|88.97|159.67|1.0|1.0|12.0|-5.74|39.0|4.0|-6.57|527.66|0.0|2.56|-5.28|0.000968|5.23e-06|0.00276|4.16|1.0|7.790000000000001e-07|-0.04561|3.1079|8.08|1544.09|398.94|0.5820000000000001|398.94|817.06|0.69905|0.69905|-1703.545539|0.5820000000000001|-0.12844|3.7605|-0.17405|0.02826074|4.2225|8.0|8.0969|8.0969
22_a10|0|0|0.0|0.0|1|7.535296702|1|1.343837143|2.113627059|-0.067641834|-0.005035102|-0.017163935|0.036101695|-0.026750502|-0.332316729|0.008350227|0.01204992|10.92966136|1|-0.042831367|2|0.670763832|0.79665945|1|0.8698299140000001|-0.053881447|-0.0649866779999999|0.016720696|-41.96631248|-50.61577509|0.130170086|-39.42279832|60.10354816|0.564323334|-1.3647202319999998|-32.68604442|71.13124588|-17.4251029|54.98945848|0.422182297|3241.833491|677.4790907|-1062.931277|2668.5420940000004|0.435676666|0.730649641|7414.102179|-827.8787647|30.87787063|0.026340252|1883.550109|916.8601445|1.0|1.0|1.0|0.0|3.74|27.0|5.6|73.14|139.53|0.0|1.0|6.0|-5.34|36.0|5.0|-6.29|475.54|0.0|4.26|-5.53|0.00217|2.95e-06|0.0014|4.1|0.0|2.03e-07|-0.05712|4.8251|5.65|1339.48|321.89|0.2624|256.95|602.93|0.4483899999999999|0.6834100000000001|-1543.893507|0.1922|-0.16095|4.8409|-0.2180699999999999|0.03366599|6.5841|1.1|5.9586|5.9586
34_a20|0|0|0.0|0.0|1|6.842683282|0|1.416932073|1.877209467|0.0305860929999999|-0.0057643419999999|-0.104520106|0.0396875|0.199191385|-0.328567476|0.003085806|-0.046356705|10.93244905|1|0.327535029|2|0.7071284179999999|0.80310139|1|0.7966571459999999|-0.0851907119999999|-0.085459595|0.0130295999999999|-57.31821177|-57.49912174|0.203342854|-38.68669181|80.66541842|0.776414086|-1.709191893|-38.56497154|67.53437417|-21.69778179|66.0848174|0.462785432|2825.042137|536.0086996|-1149.982435|2319.742032|0.223585914|0.8614536140000001|6211.26199|-773.7338361000001|27.94614651|0.01491516|1481.145765|712.1606951|1.0|1.0|1.0|1.0|3.43|27.0|4.62|86.69|125.0|0.0|1.0|5.0|-5.14|32.0|4.0|-6.28|419.48|0.0|3.63|-5.02|0.00305|9.51e-06|0.00399|3.63|0.0|2.780000000000001e-07|-0.05181|5.4132|4.97|1205.64|320.38|0.4388|229.04|544.93|0.38519|0.68845|-1352.041015|0.0766|-0.16103|3.8519|-0.21284|0.03558836|5.4994|61.0|7.2147|7.2147
14m_a23|0|1|0.0|-4.405643132|2|7.423568444|0|1.197955072|3.1160758160000004|0.05521348|-0.008929306|-0.272389934|0.0431917209999999|0.028217372|-0.482182526|0.001027627|-0.034213923|10.3132176|2|0.0879380709999999|2|0.560094237|0.8581143859999999|1|0.9258118|-0.072795329|-0.089285878|0.017992415|-50.63012925|-62.09952738|0.0741882|-43.19105542|0.0|0.7958339090000001|-1.964289314|-35.21393496|74.61692699|-27.32379205|63.1440955|0.476833897|3255.247038|643.9145427|-1366.189602|2263.262957|0.204166091|0.911438824|7588.823133|-950.2032192|34.33353583|0.017997351|1716.6767920000002|658.8108151|0.0|1.0|1.0|1.0|3.51|26.0|6.19|105.02|125.29|0.0|1.0|6.0|-6.38|34.0|7.0|-6.06|479.48|0.0|4.41|-5.79|0.000198|1.61e-06|0.000773|4.46|0.0|2.85e-06|-0.08347|3.6774|4.2|1209.21|337.15|0.3335|337.15|572.31|0.65552|0.65552|-1966.721362|0.3335|-0.15208|6.1522|-0.23555|0.02296475|8.5477|3.0|8.5171|8.5171
12x_a36|1|0|3.494913155|0.0|0|7.412764017000001|2|0.629399587|0.0|-0.058295476|-0.007008724|-0.046532211|0.041767677|0.021670322|-0.40650598|0.00285431|-0.054184069|10.33556641|1|0.038200407|1|0.906423012|0.8792981679999999|0|0.836402835|-0.0737521679999999|-0.104368092|0.017625524|-49.60929169|-70.20305027|0.163597165|-47.22198284|0.8295471390000001|0.7768535409999999|-1.982993755|-33.36962015|81.1499815|-24.70107324|61.46507585|0.458792701|2884.428214|562.6051882|-1333.8579550000002|2391.802689|0.223146459|0.847720832|6193.10485|-897.2176739|31.79630645|0.016274369|1717.000548|725.9470896|0.0|1.0|1.0|2.0|4.87|17.0|2.61|94.5|135.47|0.0|1.0|6.0|-4.85|31.0|4.0|-6.64|427.52|0.0|2.33|-4.51|0.0061|3.09e-05|0.0132|3.19|0.0|3.83e-05|-0.05311|3.8776|3.37|1209.23|331.83|0.3901|319.74|569.01|0.6853600000000001|0.68112|-1670.182026|0.0199|-0.1517099999999999|5.6653|-0.2048199999999999|0.03331471|7.2812|7.0|8.1549|8.1549
