molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|nAHRing|nARing|MATS2c|AATSC1c|n6HRing|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aHRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA5|PPSA3|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Molecular Mass|Egan filter|BBB|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Gibbs Free Energy|pIC50
18b_a30|0.0|0|0|0|0.0|0|2|2|0.036563014|-0.006947027|2|0.041767677|0.0|-0.375139476|0.003099827|0.016709918|10.31163838|1|0.0036417359999999|-0.049287858|-0.090115975|-0.45633339|1|0.80330079|0.822401103|0.022695194|-0.089945913|0.8839272779999999|0.760234689|0|-0.09536285|13.14992762|86.42600053|-0.036237883|-41.72392601|8.698138813|0.0|0.759715688|-1.811894154|-34.45606603|75.30642440000001|-23.96987622|65.24093056|0.424912258|3057.267112|0.240284312|7.513189589|13.0644231|6387.715069|158.9382363|-792.7545943|31.55111394|0.0184861069999999|-343.5825913|1577.555697|666.0036144999999|12.22780277|0.0|1.0|1.0|0.0|1.0|4.78|0.0|17.0|-6.7|3.87|105.44|2.17|2.0|0.0|131.99|0.0|1.0|-5.49|31.0|423.49|0.0|0.0|0.00137|0.0066599999999999|3.59|0.0|8.47e-05|-0.06142|3.5256|3.64|3.5256|-1667.995173|697.37|1178.08|351.66|0.3576|563.55|0.67715|0.67715|0.3576|4.8198|-1667.849173|7.6003
20_a31|0.0|1|1|1|0.0|0|0|0|0.0469387759999999|-0.009722467|0|0.03995614|2.114008068|-0.476400874|-0.003484915|-0.020082435|10.31100269|3|-0.001662219|-0.0852122769999999|-0.1534110109999999|-0.594513619|0|0.788133615|0.8602874540000001|0.028036914|-0.131662689|0.912372776|0.7507116140000001|1|-0.110195543|12.1160662|128.1960117|-0.033537774|-43.27297051|7.592555532|75.10345696|0.710707042|-1.542737604|-33.71260536|81.35171021|-21.01650877|65.91404723|0.464597945|1758.762093|0.289292958|8.289864307|15.48343758|5678.167489|181.2859728|-605.8215871|29.5712685|0.019624081|-264.0799235|1360.278351|557.1050635|12.29746712|1.0|1.0|1.0|1.0|2.0|3.46|2.74|19.0|-7.65|6.49|140.04|1.1|1.0|0.0|110.47|1.0|1.0|-5.91|27.0|397.52|1.0|0.0|0.000493|0.0146|3.29|0.0|8.86e-06|-0.06065|3.5381|4.78|3.5381|-1880.734655|666.67|1113.19|350.43|0.2011|560.67|0.7036600000000001|0.7036600000000001|0.2011|3.7403|-1880.599777|8.0862
9a_a40|0.0|0|0|0|0.0|1|0|0|-0.028285975|-0.003680068|0|0.0397333329999999|0.921628874|-0.136162501|0.01310675|0.157704751|10.31197235|2|0.011966382|0.009844552|0.016958188|-0.449508498|0|0.624889926|0.690568477|-0.394662853|-0.2990540869999999|0.749764251|0.61091688|1|-0.072887601|5.334966331|30.17155594|-0.032156295|-17.0405052|2.579562688|51.49564873|0.868476591|-1.093314022|-14.03449109|39.45618424|-15.54821024|34.36063715|0.493941591|336.39741360000005|0.131523409|6.749223592000001|13.33684703|3991.317015|63.59419322|-255.607578|17.90285474|0.008714375|-356.33157|608.6970611|323.79254|4.213574358|0.0|1.0|0.0|1.0|0.0|3.26|3.28|20.0|-6.4|4.58|58.43|3.57|1.0|0.0|86.7|0.0|1.0|-5.49|21.0|291.37|0.0|1.0|0.000944|0.00243|4.54|0.0|0.000117|-0.06495|4.7066|4.07|3.3192|-1217.9449|515.96|847.69|373.53|0.4746|411.01|0.47831|0.69958|0.3483|3.8656|-1217.873686|6.6696
7_a15|0.0|0|0|0|0.0|0|0|0|-0.2269896539999999|-0.010310394|1|0.035075075|0.0|-0.494898891|-0.0013239329999999|0.038636783|10.95880715|0|0.002150323|-0.211522056|-0.310081401|-0.335491052|1|0.857287135|0.70084115|0.154068618|0.00364345|0.740089344|0.8115121240000001|0|-0.110819329|20.31436245|88.02694557|-0.026500274|-34.13832456|11.27499976|56.30310755|0.448664402|-1.2190126140000002|-22.92132733|85.26222186|-14.70834175|61.6121151|0.396557391|1624.468817|0.551335598|6.01738192|9.971755103|5097.868552|306.0056033|-375.5215702|32.78250222|0.042799094|56.98518567|1507.995102|474.9756287|23.75461091|1.0|1.0|0.0|1.0|1.0|3.16|3.14|18.0|-7.19|3.38|61.84|1.74|2.0|0.0|99.77|0.0|1.0|-4.83|26.0|352.38|0.0|1.0|0.00516|0.0113|3.84|0.0|2.26e-05|-0.0284899999999999|4.4386|2.78|3.7495|-1184.367098|580.73|1000.95|330.67|0.3463|499.86|0.64652|0.70497|0.0169|1.1115|-1184.224637|6644.0
3a_a32|0.0|1|1|1|0.0|0|0|0|-0.0505635059999999|-0.007588088|0|0.03382716|2.211368234|-0.250406908|-0.002794182|0.102212031|10.31100283|3|-0.001223394|-0.079652285|-0.1568626659999999|-0.491457345|0|0.84134255|0.844272053|-0.045516432|0.215012723|0.921812162|0.7757299320000001|1|-0.0970820759999999|10.39727075|84.65041685|-0.032360692|-20.78892268|4.811337463|0.0|0.6723099029999999|-0.970820756|-17.261046399999998|55.87310101|-14.97491147|47.69828617|0.461044711|812.930125|0.327690097|5.755284924|10.67859439|4249.04624|151.63860559999998|-207.8892268|22.27382254|0.0236593529999999|-159.4728294|668.2146761|278.73805810000005|10.9483666|1.0|1.0|1.0|1.0|1.0|2.96|2.21|19.0|-6.12|5.77|110.94|1.19|0.0|0.0|83.28|0.0|1.0|-5.32|20.0|298.39|0.0|0.0|0.00144|0.0134|3.31|0.0|0.0002279999999999|-0.0558|3.6308|2.17|3.6308|-1554.768725|492.91|801.12|341.48|0.2719|355.48|0.70229|0.70229|0.2719|3.6178|-1554.748543|8.5686
19b_a38|0.0|1|0|0|0.0|0|2|2|-0.122009545|-0.008652352|2|0.044392765|0.0|-0.467227005|-0.006877664|-0.1381849369999999|10.96052467|1|-0.004358975|-0.098027247|-0.250781298|-0.443325632|1|0.653741315|0.8295290000000001|0.019437461|-0.114123934|0.8851623040000001|0.632625562|0|-0.11557289|13.92699891|168.00390359999997|-0.041606241|-44.51968852|8.643817972|0.0|0.7596369590000001|-2.0803120280000003|-33.13317155|84.49751102|-25.82299118|67.31146923|0.478948837|2436.66785|0.240363041|7.159317935|13.74014387|6518.872269|149.181772|-801.3543933999999|33.99385836|0.020570275|-322.28833010000005|1699.692918|593.6088758|12.76697997|0.0|1.0|1.0|0.0|3.0|4.82|2.37|17.0|-7.12|3.55|81.23|2.78|1.0|0.0|125.65|0.0|1.0|-4.25|31.0|419.43|0.0|0.0|0.0238|0.0196|2.88|0.0|3.19e-05|-0.05031|5363.0|3.66|3.7509|-1431.38073|646.81|1111.29|330.55|0.4634|485.64|0.38952|0.69411|0.1945|5.5253|-1431.2418630000002|7.9172
6a_a31|0.0|1|0|0|0.0|0|1|1|0.038376178|-0.01694403|0|0.0357275129999999|0.0|-0.779425376|-0.013930701|-0.0225412779999999|10.31170939|2|-0.010591881|0.0006473469999999|0.001117583|-0.568500407|0|0.848282918|0.784022685|-0.07385392|-0.0436046509999999|0.848080284|0.803505125|0|-0.126430958|20.08876284|251.216265|-0.045153913|-43.59027182|11.79563339|98.49408082|0.6927462990000001|-1.896464366|-45.56491046|92.52963742|-26.51328079|97.68889243|0.478330896|1671.917893|0.307253701|7.516549303|14.408653400000002|5908.282843|180.411907|-653.8540772999999|38.27271371|0.031153284|-226.3518866|1607.453976|479.200937|18.29245122|1.0|1.0|1.0|1.0|2.0|3.42|2.51|22.0|-6.96|4.68|131.36|1.13|1.0|0.0|104.73|0.0|1.0|-5.22|28.0|390.42|0.0|0.0|0.00238|0.0178|2.8|0.0|4.3200000000000007e-05|-0.05563|3.5428|4.03|3.5428|-1613.295461|607.79|1028.95|349.96|0.6404|447.66|0.70416|0.70416|0.6404|7.7514|-1613.198178|5.9586
3g_a32|0.0|1|1|1|-0.047725143|0|0|0|0.015803466|-0.006258272|0|0.05052381|2.2144733530000003|-0.2816222539999999|0.001276735|-0.1154223269999999|10.31100273|3|0.002565215|-0.074808287|-0.133675401|-0.563371932|0|0.833981748|0.755211939|-0.1015732219999999|-0.1719626169999999|0.802214256|0.786074011|1|-0.098311343|6.647498326|62.23099889|-0.030429702|-30.18744099|3.683575459|0.0|0.8007401590000001|-1.278047464|-21.55960626|60.55421302|-16.86199774|45.55465473|0.447358137|1886.244271|0.199259841|5.917878616|10.70834299|5058.622432|110.4157723|-392.4367329|21.05801434|0.01096673|-333.29803589999995|884.4366022|475.3634141|6.076989555|0.0|1.0|1.0|1.0|1.0|3.43|3.44|19.0|-7.29|7.02|110.94|2.18|2.0|0.0|102.55|0.0|1.0|-7.09|24.0|354.49|0.0|0.0|2.88e-05|0.000915|5.02|0.0|1.8e-05|-0.0535|3.5456|4.13|3.5456|-1712.036238|593.24|998.86|349.68|0.2859|495.4|0.70275|0.70275|0.2859|3.3082|-1711.919273|7.8539
1d_a5|0.0|1|0|0|-4.455320158|0|0|0|-0.133500214|-0.006252818|2|0.030074074|0.0|-0.2688711589999999|-0.0012491689999999|-0.2261588939999999|10.94437658|1|-0.000700145|0.001493879|0.004923698|-0.38633065|2|0.525406088|0.7595197290000001|-0.058872605|-0.015804188|0.821309592|0.513260607|0|-0.086213657|4.288788702|55.92018945|-0.036640804|-25.16889922|2.317281143|0.0|0.770504115|-1.465632167|-25.80622135|56.83734591|-19.79744178|52.05055075|0.471074204|1172.890724|0.229495885|6.116537519|11.5640749|5717.438103|123.9992274|-427.8712868|25.69414151|0.018980039|-292.3128788|1027.76566|403.396385|10.25512997|1.0|0.0|1.0|1.0|1.0|2.92|2.19|23.0|-8.88|5.48|54.46|2.73|2.0|0.0|95.49|0.0|1.0|-4.79|27.0|366.34|1.0|0.0|0.00589|0.00396|3.95|0.0|4.86e-07|-0.04528|4.8725|3.58|4.6112|-1288.306458|567.04|951.63|268.88|0.2805|414.59|0.41781|0.5764600000000001|0.0982|3.7798|-1288.253849|5.03
11b_a5|0.0|1|0|0|0.0|0|0|0|-0.2023158669999999|-0.003900104|2|0.023988604|0.0|-0.1833048739999999|0.006121601|-0.118167947|10.94877958|1|0.005685558|-0.0109928619999999|-0.017658026|-0.252164213|2|0.735954089|0.805760343|-0.0497097529999999|-0.106187688|0.8645824520000001|0.682032125|0|-0.080664777|9.829471091|75.80248447|-0.029332646|-29.07084703|5.900883275|1.880682804|0.66824472|-1.290636432|-27.50997723|62.16286481|-17.60913884|55.65456427|0.456131351|913.0178976|0.33175528|8.936258446|16.43091298|5107.577902|199.1611925|-465.13355250000006|26.35133256|0.0228838029999999|-202.0032297|1159.458633|504.9898148|13.73773299|1.0|1.0|1.0|1.0|1.0|2.99|2.55|23.0|-9.15|5.38|63.69|2.01|2.0|1.0|106.58|0.0|1.0|-4.65|27.0|376.84|0.0|1.0|0.00853|0.00767|3.62|0.0|2.68e-07|-0.0418399999999999|4.4995|3.31|4.1982|-1564.72614|635.55|1063.35|295.32|0.5806|511.28|0.61027|0.6284|0.2013|1.9569|-1564.621301|7.7212
47r_a18|0.0|0|0|0|0.0|0|1|1|0.029358241|-0.0058631659999999|0|0.035706215|0.0|-0.40455848|-0.005176133|-0.02952923|10.35082951|0|-0.0001597829999999|-0.233665901|-0.362261236|-0.360670551|0|0.806477847|0.7698681909999999|0.017110504|-0.048143486|0.8075001|0.7554975009999999|0|-0.087091542|11.59378448|172.30927739999998|-0.031669652|-48.70193962|8.669825595|60.66168882|0.688074851|-2.090197013|-46.92606587|81.99788849|-23.68254797|74.34599189|0.49394971|1504.28892|0.311925149|9.819988422|19.40516312|7727.455993|233.2574532|-1168.846551|34.41856352|0.0225607039999999|-281.2845386|2271.625192|1005.982493|16.87088158|1.0|1.0|1.0|1.0|2.0|4.55|0.0|18.0|-7.46|0.43|111.03|2.23|3.0|1.0|145.82|0.0|1.0|-6.65|36.0|504.6|0.0|0.0|0.0001139999999999|0.00117|4.59|1.0|1.76e-05|-0.0522799999999999|3.1705|9.2|3.1705|-1964.813473|790.57|1387.23|391.06|0.6007|729.75|0.69545|0.69545|0.6007|2.3873|-1964.516246|6.6364
3l_a32|0.0|1|1|1|0.0|0|0|1|-0.003342759|-0.0054004|0|0.035643275|2.259257465|-0.270019992|0.0016954029999999|-0.09393062|10.31100268|3|0.002942329|-0.04980249|-0.087213805|-0.524711546|0|0.820540279|0.751853889|-0.136589369|-0.184582641|0.7973741999999999|0.776480242|1|-0.088417589|7.120934925|66.55229892|-0.028831823|-29.90181954|4.141107366|0.0|0.788236719|-1.326263838|-23.43792428|58.10243176|-16.76685351|47.42414825|0.453630671|2415.340446|0.211763281|6.414825717|11.74082324|5429.531532999999|123.148785|-448.5272931|21.27134288|0.011493763|-335.2422712|978.4817724|565.7000781|6.6840809960000005|0.0|1.0|1.0|1.0|1.0|3.58|3.54|19.0|-7.5|7.34|110.94|2.64|2.0|0.0|110.16|0.0|1.0|-7.6|26.0|380.53|1.0|0.0|9.59e-06|0.0003689999999999|5.51|0.0|1.2e-05|-0.0529799999999999|3.5319|4.21|3.5319|-1789.4501510000002|629.26|1062.47|351.04|0.2876|468.81|0.70282|0.70282|0.2876|3.3955|-1789.298086|7.9208
16a_a32|0.0|1|1|1|0.0|0|0|0|0.205693867|-0.014399612|0|0.03995614|2.095743605|-0.6911813920000001|-0.008098765|-0.062610718|10.31100271|3|-0.005552127|-0.107321286|-0.199563743|-0.707456102|0|0.859696525|0.8567078770000001|0.039965071|-0.098258706|0.909908319|0.81143469|1|-0.119471489|12.86051026|151.5123947|-0.037168908|-46.27170107|8.003570876|66.13699638|0.6968200370000001|-1.6726008419999998|-35.00816569|88.96104768|-23.13158502|69.11326055|0.450892763|2992.60858|0.303179963|7.183246604|13.08168264|5746.082161|188.6800971|-647.803815|33.19592405|0.023475264|-244.9767673|1493.816582|532.685565|14.6095244|0.0|1.0|1.0|1.0|3.0|3.53|2.66|19.0|-7.3|5.32|152.07|0.88|1.0|0.0|108.86|1.0|1.0|-5.49|27.0|398.51|1.0|0.0|0.00128|0.0364|2.65|0.0|2.01e-05|-0.0567299999999999|3.6314|3.9|3.6314|-1896.770883|664.67|1096.48|341.42|0.2859|535.63|0.70245|0.70245|0.2859|1.3736|-1896.649286|7.9586
5_a18 (BIBF0775)|0.0|0|0|0|0.0|0|2|2|0.0160123|-0.005220163|1|0.035478927|0.0|-0.391512249|0.002526619|0.0002403959999999|10.94702058|0|0.0036739159999999|-0.144352593|-0.216531385|-0.453086741|0|0.7140745620000001|0.7395978390000001|-0.001626287|-0.040022105|0.774859029|0.7061155790000001|0|-0.078246932|6.418873637000001|118.3671077|-0.029755876|-44.61038661|4.846666751|50.25564119|0.8159410579999999|-2.112667176|-39.33277643|67.25977848|-22.46761997|58.5107823|0.483962172|1645.395714|0.184058942|9.798677372|18.98829281|7221.114573000001|138.97646310000002|-1204.480438|27.535837|0.010831199|-477.1120625|1955.044427|1140.896548|8.178259299999999|1.0|0.0|1.0|1.0|2.0|4.42|0.0|18.0|-9.21|4.09|76.5|3.52|3.0|1.0|155.95|0.0|1.0|-6.07|37.0|494.63|0.0|1.0|0.000425|0.000946|4.73|0.0|3.06e-07|-0.04938|3.2027|8.45|3.2027|-1572.290174|817.02|1446.02|378.13|0.4825|691.68|0.69298|0.69298|0.4825|2.3389|-1571.914419|7.4685
12_a47|0.0|1|1|1|0.0|0|0|0|-0.155854903|-0.005522244|2|0.036632997|1.555521837|-0.209845277|-0.0047488359999999|-0.018573056|10.95005729|1|-0.004332024|-0.006318684|-0.015039637|-0.326846977|2|0.6505449670000001|0.8288334490000001|0.055943216|0.050943962|0.90246604|0.618808977|1|-0.091853238|9.382250925|112.4599133|-0.034116917|-24.91541818|4.886454935|0.0|0.680723821|-1.1940921|-23.01490672|61.09751253|-17.76874008|53.5720844|0.4792593739999999|702.3796319|0.319276179|7.042279354|13.52358352|4816.005822|166.28511369999998|-323.9004363|26.10271529|0.025457205|-188.2488142|913.5950352|335.1175012|13.25859692|1.0|0.0|1.0|1.0|2.0|2.73|1.67|21.0|-8.11|4.19|66.49|2.6|0.0|0.0|91.63|0.0|1.0|-4.51|24.0|339.75|0.0|1.0|0.0106|0.00943|3.43|0.0|2.61e-06|-0.0623|4.2907|3.01|3.9538|-1488.064043|537.79|886.46|313.58|0.2306|400.09|0.66387|0.68557|0.2241|2.1019|-1488.024564|8.2
13_a1|0.0|1|0|0|0.0|0|1|1|-0.046530797|-0.012199718|1|0.036382114|0.0|-0.597786194|-0.008672236|-0.0594321759999999|10.94989555|1|-0.005924486|-0.07665159|-0.120034915|-0.485427571|1|0.87703849|0.76714213|-0.051729721|-0.150485437|0.825117597|0.833702788|0|-0.10668313|19.62059449|186.4137189|-0.040302516|-36.08180773|11.41059871|528.3795274|0.7082629840000001|-1.813613202|-37.76773325|77.55889436|-23.43842502|84.56244352|0.477212829|1786.445642|0.291737016|7.493979856|14.33466671|5456.353212|169.6632599|-613.3907313999999|33.09282789|0.026679865|-242.2358135|1489.177255|505.2124255|15.51600461|1.0|1.0|1.0|1.0|2.0|3.35|2.83|23.0|-7.94|4.75|80.26|1.74|1.0|0.0|104.88|0.0|1.0|-4.29|28.0|371.39|0.0|0.0|0.0192|17.0|2.94|0.0|4.24e-06|-0.04962|4.0783|3.17|3.4483|-1238.367298|613.52|1035.04|359.55|0.5339|472.52|0.65363|0.69782|0.3535|2.7595|-1238.22919|6585.0
15_a3|0.0|0|0|0|0.0|0|1|1|0.079167398|-0.006742751|3|0.045993266|1.809035179|-0.289938297|-0.006419472|0.126641951|10.33806279|0|-0.004459728|-0.022386155|-0.039798975|-0.505519936|3|0.968837995|0.813015336|-0.103599654|0.036380489|0.866559772|0.911346861|1|-0.107619999|4.04445331|113.1667185|-0.037667|-28.19600959|2.070175472|0.0|0.850327497|-1.50667999|-24.19332693|60.30684851|-19.28005913|51.31038923|0.461565365|1433.713715|0.149672503|5.371119692000001|9.975434973|4617.470007|76.61068671|-394.7441342|22.67368656|0.010200078|-358.6340772|906.9474625|402.781061|5.220965278|1.0|0.0|1.0|1.0|1.0|4.12|0.0|16.0|-5.78|2.21|89.99|0.96|0.0|0.0|94.29|0.0|2.0|-2.77|23.0|321.4|0.0|0.0|547.0|306.0|1.28|0.0|0.000535|-0.06319|6.0077|2.33|3.7072|-1328.665275|553.81|916.07|334.44|0.4107|398.12|0.2843199999999999|0.67902|0.0173|1.9539|-1328.581677|7.6021
4c_a46|0.0|0|0|0|0.139403726|1|1|1|-0.068543882|-0.005085922|1|0.0440307329999999|0.0|-0.300069396|0.010177371|-0.051150771|10.94298307|1|0.010040825|-0.056422062|-0.083788154|-0.421467037|1|0.649753668|0.726862617|0.072412685|-0.0976963169999999|0.761921603|0.65145414|0|-0.087503927|8.799732282999999|69.02325225|-0.029688832|-34.9456654|5.56099297|53.13410852|0.840753785|-1.662574604|-25.41708422|60.67664538|-18.76186479|49.01980408|0.450883931|2487.942529|0.159246215|7.172412106|13.06174141|5571.088357|100.6356847|-663.9676426|22.31552819|0.008510983|-430.6788754|1249.669579|696.2528933|5.378517586|0.0|1.0|1.0|1.0|0.0|4.09|3.8|17.0|-7.62|5.11|57.01|3.4|2.0|0.0|115.03|0.0|1.0|-5.55|29.0|389.49|0.0|1.0|0.00109|0.00207|4.63|0.0|9.32e-06|-0.04381|5.4579|6.38|4.1026|-1245.392965|683.75|1176.07|302.21|0.2296|617.56|0.42391|0.6986600000000001|0.2083|4.1039|-1245.176359|5.6972
12a_a32|0.0|1|1|1|0.0|0|0|0|0.087371302|-0.009460484|0|0.036711712|2.136609567|-0.463563696|-0.003484915|-0.031249617|10.31100269|3|-0.001662219|-0.0852122769999999|-0.1534110109999999|-0.583507277|0|0.788133615|0.845443342|-0.018578911|-0.125149165|0.8966299409999999|0.7507116140000001|1|-0.109151429|10.31184223|131.7691491|-0.0308471429999999|-42.44899997|6.430656017|62.28768050000001|0.667706375|-1.4189685719999998|-33.18255791|81.41372467|-19.23685026|63.52154605|0.456641145|3030.946307|0.332293625|7.083688576|13.03685125|5656.0082|207.2244662|-551.8369996|28.81034388|0.021399091|-209.1696096|1325.275819|557.1050635|13.34486989|1.0|1.0|1.0|1.0|2.0|3.45|2.85|19.0|-7.65|6.49|140.04|1.1|1.0|0.0|110.47|1.0|1.0|-6.01|27.0|397.52|1.0|0.0|0.000389|0.0126|3.39|0.0|8.86e-06|-0.05222|3576.0|4.63|3576.0|-1880.734215|667.68|1114.3|346.71|0.2908|548.66|0.7025600000000001|0.7025600000000001|0.2908|3.0517|-1880.600043|7.6021
SB431542_a8|0.0|1|0|0|0.0|1|1|1|-0.007805495|-0.014434378|1|0.041909722|0.0|-0.721718925|-0.0075336219999999|-0.029382296|10.94951956|1|-0.005306541|0.055198015|0.089375589|-0.494976661|1|0.76592324|0.762577159|0.229470029|-0.072891515|0.8220300859999999|0.7318727540000001|0|-0.124595991|20.78806656|260.1744351|-0.048754953|-44.6389196|12.44282236|89.26670319|0.7608280590000001|-2.242727845|-45.98111161|89.64885355|-29.18257067|97.60813043|0.476091179|1947.072021|0.239171941|7.360028263999999|14.04829994|6203.505123|143.157805|-803.5005528|38.35632812|0.025179219|-312.2404091|1764.391093|529.053307|15.07117296|0.0|1.0|1.0|0.0|2.0|3.35|2.75|23.0|-6.76|3.13|112.23|1.9|1.0|0.0|109.21|0.0|1.0|-4.4|30.0|400.39|0.0|0.0|16.0|0.0292|2.4|0.0|6.96e-05||||||||||||||||4.1019
14a_a3|0.0|0|0|0|0.0|0|0|0|0.111575338|-0.009312773|3|0.043464052|1.772745969|-0.363198151|-0.00603969|-0.039177314|10.3116301|1|-0.004161699|-0.050943323|-0.094863591|-0.582572884|3|0.882394075|0.7574238740000001|0.164994144|-0.287221775|0.822587422|0.8255789570000001|1|-0.094609848|6.904918591|102.8554977|-0.036792719|-22.89086827|3.396421044|83.70773843|0.7608768779999999|-1.324537874|-22.1944701|55.84414456|-18.09776067|52.02624107|0.481997259|1186.412113|0.239123122|5.308770254|10.24853699|4716.423352000001|117.6209094|-320.4721558|23.78539971|0.0189212089999999|-256.6424807|856.2743893999999|358.3503513|9.307045698|1.0|1.0|1.0|1.0|1.0|3.27|2.2|21.0|-6.89|4.28|105.82|1.04|0.0|0.0|93.25|0.0|1.0|-4.45|23.0|319.38|0.0|0.0|0.0113|0.0327|2.58|0.0|4.08e-05|-0.06736|3.2363|2.44|3.2363|-1327.485188|528.91|822.33|383.1|0.4524|373.85|0.69708|0.69708|0.4524|3.5358|-1327.403067|7.5229
12am_a36|0.0|1|0|0|-4.723487246|0|2|2|0.088482802|-0.015884751|2|0.044036281|0.0|-0.921315581|-0.011700732|-0.050505733|10.9602097|1|-0.007897954|-0.1187503719999999|-0.3344729369999999|-0.6080522279999999|1|0.647732719|0.8344566859999999|-0.0147665219999999|-0.05754717|0.885733922|0.624142499|0|-0.118101664|12.15249658|127.81651770000002|-0.045928425|-56.3667958|8.395550408|1.038361162|0.788334835|-2.480134939|-43.65752487|95.53118838|-31.72964526|75.34643812|0.484558903|2603.072527|0.211665165|8.772646622|17.01968794|7238.033439|146.228847|-1183.702712|40.24894481|0.020179019|-398.3921535|2173.44302|672.4630346|13.94067198|0.0|1.0|1.0|0.0|2.0|4.81|0.0|17.0|-7.14|3.31|78.43|2.04|2.0|0.0|130.43|0.0|1.0|-5.2|34.0|465.43|0.0|0.0|0.00291|4.0|3.86|0.0|3.37e-05|-0.0569799999999999|5.2317|4.86|3.8606|-1645.169789|714.21|1206.77|321.15|0.4894|562.14|0.40752|0.6805100000000001|0.2987|5.9258|-1645.016323|7.2218
5b_a50|0.0|0|1|1|0.0|2|1|1|-0.253064589|-0.00141071|1|0.034845679|2.473508677|-0.062071259|0.012641727|-0.137595558|10.9325725|2|0.012290091|-0.1052449509999999|-0.175158017|-0.140506919|1|0.693611382|0.791163321|0.019856551|-0.1866330389999999|0.855527513|0.6642694929999999|1|-0.061164973|6.200250541|21.02890062|-0.02140774|-15.78596849|3.149876031|60.5565203|0.5887490470000001|-0.8563096170000001|-10.62231784|42.76068675|-10.87564575|27.10933752|0.4462435279999999|1452.442728|0.411250953|5.543302677000001|10.01036188|4577.809819|208.925351|-221.0035589|18.47246431|0.023005632|-90.17329003|738.8985723999999|409.0289917|11.68741316|1.0|0.0|1.0|1.0|0.0|3.37|2.91|20.0|-5.86|3.15|35.64|2.4|0.0|0.0|96.89|0.0|2.0|-3.48|24.0|312.37|0.0|1.0|105.0|0.0202|3.06|0.0|0.0004269999999999|-0.0256899999999999|5.6332|2.81|4.0222|-990.5849031|547.35|922.49|308.25|0.2749|411.9|0.4270899999999999|0.66968|0.1094|4.4181|-990.487545|4.9126
8g_a8|0.0|1|0|0|0.0|1|1|1|-0.000475415|-0.014340328|0|0.0438779959999999|0.0|-0.731356723|-0.009140059|-0.025002199|10.94318883|1|-0.007047583|0.0794962979999999|0.162134281|-0.508072694|0|0.6784762320000001|0.734188081|0.121495775|-0.0571942009999999|0.790058057|0.656457444|0|-0.129695841|19.06725815|285.5736014|-0.052430233|-48.6934008|11.68315869|67.54104396|0.8330608209999999|-2.464220973|-51.33906829|90.27531534|-32.12579035|102.8541256|0.479218966|2148.49832|0.166939179|7.440878437999999|14.28792131|6581.432140999999|102.2893227|-925.1746152|38.56355928|0.017636126|-408.1554248|1812.487286|551.1746801|10.80625499|0.0|1.0|1.0|0.0|2.0|3.31|2.96|23.0|-7.4|4.11|99.34|3.01|2.0|0.0|111.38|0.0|1.0|-5.3|31.0|417.39|0.0|0.0|0.00209|0.00483|3.53|0.0|1.67e-05|-0.05849|3.7495|7.17|3.7495|-1450.913472|635.27|1083.78|330.67|0.3904|489.97|0.69221|0.69221|0.3904|6.0697|-1450.787398|5.3768
