molecula|Wavelength (HOMO-LUMO transition) (nm)|MATS1c|n6aHRing|DPSA4|FPSA5|DPSA1|AATSC1c|PNSA3|PPSA3|AATSC8d|Log Po/w WLOGP|pIC50
12t_a36|337.89|-0.436022708|1|30.56063281|0.01547607|-377.2113003|-0.00673635|-48.97252784|11.7409283|-0.0288761339999999|2.45|8.0969
15a_a22|339.72|-0.360663314|2|30.3550786|0.0216014629999999|-275.2352849|-0.0050042229999999|-41.92018177|14.43653926|-0.015194063|4.31|6.8447
21_a4|308.08|-0.228430899|1|20.11362507|0.017563978|-226.3943104|-0.003068098|-28.99048719|10.23237244|-0.104638158|3.85|6.9172
13h_a6|365.52|-0.468842137|2|30.71129129|0.017825256|-331.36552|-0.006619944|-51.85624128|12.1971464|-0.090944829|4.79|7.3279
13d_a5 (GW788388)|297.28|-0.3706975529999999|2|28.84397435|0.022041749|-223.7910275|-0.005668173|-57.42492153|9.637686167|0.024793388|4.11|7.7447
12aj_a36|344.24|-0.43462267|1|30.48195872|0.016684569|-352.4483722|-0.00706023|-46.79363201|11.73352271|-0.042227364|2.19|7.7696
15_a15|480.19|-0.3597407929999999|2|29.700607300000005|0.0202953539999999|-269.1443943|-0.006378587|-41.11675625|13.71976186|0.0020555079999999|6.69|6.9626
8b_a12|331.1|-0.659952678|1|29.68794201|0.009361504|-450.1059006|-0.012630509|-60.97837482|6.513753986|-0.1090955359999999|1.9|6.58
15_a10|326.3|-0.208590561|2|23.27068984|0.020932674|-174.5122907|-0.0027892409999999|-35.30133759|11.09373722|-0.05940848|4.72|7.4815
13_a47|307.63|-0.316563793|2|24.29844849|0.023284817|-193.936606|-0.0049262279999999|-41.79730418|9.13564442|0.038682232|4.63|7.8
22_a47|308.65|-0.538310301|2|30.72175314|0.031534452|-129.440987|-0.010579222|-47.64347429|13.07198749|0.002716049|4.85|9.0
5a_a50|308.73|-0.161169418|1|18.24602704|0.017576522|-176.38892919999998|-0.00148647|-20.77548565|5.435098605|-0.130929632|4.33|5.3872
4S4l_a46|299.38|-0.3888343979999999|1|18.5362581|0.006420439|-411.6630752|-0.004736212|-49.45536962|3.888872426|-0.161358058|5.02|6.5834
14h_a23|337.93|-0.4460845129999999|2|30.23434844|0.018981866|-341.2621515|-0.005921293|-43.02851162|14.81983413|-0.034313725|3.89|8.3468
14z_a23|338.46|-0.46459002|2|30.08835522|0.01612263|-397.8390333|-0.005892861|-40.56245532|12.77192721|-0.0229244|5.32|8.2941
14e_a25|312.99|-0.50909623|2|35.18345194|0.015154859|-448.516796|-0.008591251|-73.99302943|10.99497534|0.011176663|4.02|7.1249
14k_a23|340.42|-0.463402169|2|28.87559227|0.016348271|-377.4022725|-0.005866159|-37.43135588|12.53019305|-0.055708465|4.67|8.4123
12ag_a36|334.04|-0.445549431|1|32.35969377|0.019328689|-326.5740008|-0.008085448|-52.02834065|12.70005599|-0.050147748|2.44|7.7696
7c_a10|323.24|-0.215874011|2|24.81565867|0.0269852389999999|-30.75918962|-0.00375251|-29.66615908|16.04055193|-0.066271289|4.43|5.4191
7a_a8|403.8|-0.412963751|1|34.12990316|0.0265990589999999|-274.7254012|-0.010269971|-60.00793116|20.79408196|-0.019054799|3.49|4.6068
47n_a18|387.11|-0.529441732|0|33.65821422|0.01357247|-468.58948260000005|-0.007614955|-65.43887366|8.759783644|-0.048404296|3.31|7.1938
12b_a40|363.91|-0.513870527|0|22.49258909|0.010309671|-406.4913617|-0.004650218|-37.05091872|6.17734692|-0.1537981269999999|6.74|7.3979
14d_a23|3688.0|-0.4483522929999999|2|27.41215037|0.015037275|-382.6437544|-0.005343003|-35.40917327|12.25371621|-0.054430189|4.33|8.4001
35_a18|385.69|-0.5009599889999999|0|28.17969862|0.007954001|-552.1173777|-0.00622005|-60.302584200000005|6.525195505|-0.0098863069999999|3.35|7.6198
1f_a5|270.96|-0.401165734|2|26.24118632|0.01983997|-287.2706403|-0.00645569|-50.98614411|4.687041957|-0.000625|6.37|6.6198
8_a1 (SB-202620)|364.11|-0.612004804|1|30.104091200000003|0.019645498|-311.18185800000003|-0.013785521|-66.76765693|8.809217494|0.037553634|5.06|6.3979
AKLKII_a46||-0.270506095|3|20.38625028|0.015584114|-258.10190780000005|-0.003417504|-34.061229|4.924591245|0.036226415|3.39|6.7423
14_a15|342.41|-0.3848940629999999|2|27.36334635|0.015286995|-346.4801021|-0.006678826|-40.89540491|9.403293601|-0.015736888|6.3|7.5229
14w_a23|338.46|-0.427696371|2|31.82765022|0.020725002|-322.004381|-0.006481882|-46.76570273|14.84036772|-0.031435038|5.14|8.6737
14a_a25|314.05|-0.365062041|2|27.14918443|0.01323706|-402.7381076|-0.004483962|-45.72658614|8.449104086|-0.019985937|4.92|6684.0
34_a47|318.79|-0.2829549719999999|3|24.85087647|0.023023142|-170.55473480000003|-0.004157676|-34.3104683|10.92238452|0.078153957|4.52|8.7
8b_a32|349.82|-0.577864293|0|28.89166873|0.021225152|-212.3722924|-0.009362305|-53.36442734|10.49093175|-0.0684566009999999|4.19|7.9208
8d_a12|331.53|-0.484923957|1|26.08195789|0.012525773|-371.2392138|-0.0076893469999999|-43.27410838|6.309558958999999|-0.046326855|2.67|7.6021
