molecula|Wavelength (max. Transition) (nm)|Num. of Rotatable bonds|Contribuition (max. transition)|Heavy atom count|Zero Point Energy|Highest Occupied Molecular Orbital Energy|pIC50|RNCS|Solubility [Log S (ESOL)] (mg/ml)|Lipinski|Absorption Energy (max. Transition) (eV)|PNSA4|pIC50
6f_a40|346.89|5.0|0.66642|30.0|-2426.725129|-203.0|7.3768|207.7174501|0.0105|0.0|3.5741|-33.55442128|7.3768
12aw_a36|237.0|5.0|0.38905|31.0|-1431.180191|-0.21201|8.0458|54.50894809|0.0201|0.0|5.2313|-26.46800754|8.0458
3b_a49|265.67|6.0|0.5798|30.0|-1293.048179|-0.21985|7.6021|325.6896751|102.0|0.0|4.6669|-16.92803342|7.6021
16a_a32|341.42|7.0|0.70245|27.0|-1896.589348|-0.20718|7.9586|92.00611646|0.0364|0.0|3.6314|-23.13158502|7.9586
14n_a23|362.35|6.0|0.6955|32.0|-1744.1828670000002|-0.2077099999999999|9.2441|97.93357279|0.0042299999999999|0.0|3.4217|-21.84509525|9.2441
34_a47|294.66|4.0|0.6602399999999999|26.0|-1162.283641|-0.21536|8.7|31.17423189|0.0436|0.0|4.2077|-16.25230464|8.7
38_a18|384.55|10.0|0.69235|38.0|-1611.133158|-0.18066|7041.0|100.7046282|0.000399|1.0|3.2241|-25.65190078|7041.0
3c_a32|352.54|3.0|0.7034600000000001|22.0|-1633.297494|-0.1970599999999999|8.0458|59.72163595|0.00399|0.0|3.5169|-14.82682786|8.0458
9g_a24|236.07|3.0|0.4227399999999999|23.0|-984.447764|-0.21391|7.1675|174.88817269999998|247.0|0.0|5.2521|-10.53790724|7.1675
4m_a46|205.21|2.0|0.38389|25.0|-1030.929791|-0.23116|5.8901|6.161736337000001|0.0088|0.0|6.0419|-11.81288911|5.8901
17a_a25|235.34|7.0|0.35172|33.0|-1391.321455|-0.21559|7.6021|93.75234138|0.00323|0.0|5.2683|-21.2306737|7.6021
14_a15|278.5|6.0|0.65079|30.0|-1280.809256|-0.18379|7.5229|92.51564418|0.000584|0.0|4.4518|-21.0782518|7.5229
1h_a5|266.52|3.0|0.4112699999999999|24.0|-990.472129|-0.21921|7.5528|160.0744187|0.0111|0.0|4652.0|-14.49848188|7.5528
14x_a23|305.07|5.0|0.6757|32.0|-1828.168422|-0.23475|8.4949|42.44114495|0.00242|0.0|4.0641|-22.56979253|8.4949
9s_a24|403.51|4.0|0.69475|30.0|-1270.738032|-0.14462|7.4949|33.24649431|0.0343|0.0|3.0726|-12.08741583|7.4949
8c_a31|322.11|5.0|0.7005|24.0|-1425.968408|-0.19207|6.0915|133.3100368|0.0811|0.0|3.8492|-21.86561502|6.0915
A8301_a51||5.0||31.0|||7.9208|36.55933899|0.000495|0.0||-21.28401067|7.9208
24_a20|232.2|4.0|0.46668|31.0|-1291.647083|-0.22435|6.4976|12.83518119|0.00469|0.0|5.3396|-17.13019562|6.4976
14l_a23|341.8|5.0|0.67242|31.0|-1668.983787|-0.2183|8.1798|40.34135162|0.0023899999999999|0.0|3.6274|-21.66909079|8.1798
5_a47|334.35|3.0|0.69291|26.0|-1569.20723|-0.20954|7.7|104.9032216|0.00116|0.0|3.7083|-20.34777119|7.7
3j_a32|354.42|3.0|0.7028|23.0|-1671.351322|-0.19859|8.0969|47.55031019|0.00533|0.0|3.4982|-16.36574867|8.0969
17_a4|285.92|3.0|0.47353|25.0|-1255.881628|-0.21745|6057.0|17.08736223|0.00532|0.0|4.3363|-21.75180355|6057.0
12y_a36|319.6|6.0|0.66796|31.0|-1310.077567|-0.20673|7.9208|114.430624|0.0115|0.0|3.8794|-24.53339777|7.9208
6_a15|285.52|7.0|0.65191|28.0|-1262.75978|-0.18133|7.4559|105.4415725|0.00278|0.0|4.3423|-17.94143141|7.4559
9_a15|285.37|7.0|0.6512399999999999|27.0|-1223.463757|-0.1824|6.9706|105.5304352|0.00562|0.0|4.3447|-15.93664265|6.9706
13_a47|307.63|3.0|0.67466|24.0|-1067.665127|-0.22065|7.8|63.12660940000001|0.0173|0.0|4.0302|-16.72368034|7.8
12at_a36|263.05|7.0|0.42968|33.0|-1460.549244|-0.2131|7.1079|95.16663336|0.0367|0.0|4.7133|-25.99374995|7.1079
14t_a23|311.09|5.0|0.5824199999999999|31.0|-1668.980578|-0.22291|8.3979|36.6149406|0.0023899999999999|0.0|3.9855|-21.69314909|8.3979
4l_a46|229.55|3.0|0.3756|26.0|-1092.484863|-0.20351|7.0088|177.7681018|0.0027|0.0|5.4011|-17.01011822|7.0088
25_a47|258.29|5.0|0.53663|29.0|-1735.2218059999998|-0.22919|7.8|11.20142696|0.00626|0.0|4.8002|-18.98891362|7.8
12a_a40|400.39|2.0|0.6998800000000001|22.0|-2097.7296100000003|-0.2091|5.7501|107.5277007|0.00039|1.0|3.0966|-17.23885621|5.7501
12v_a36|319.16|6.0|0.69298|31.0|-1347.2000369999998|-0.20404|7.8539|113.7463918|35.0|0.0|3.8847|-21.78731129|7.8539
18_a31|247.51|7.0|0.51842|25.0|-1465.300904|-0.19914|6.8861|238.9516432|86.0|0.0|5.0092|-23.64270989|6.8861
12w_a30|244.87|5.0|0.31353|31.0|-2494.743475|-0.20755|7821.0|82.06520565|0.0004269999999999|0.0|5.0632|-25.53389062|7821.0
7f_a8|324.68|3.0|0.7024199999999999|28.0|-1285.017838|-0.21998|4.4479|53.09327646|0.00118|1.0|3.8187|-23.17880348|4.4479
10_a4|249.6|4.0|0.4662|28.0|-1183.54701|-0.2025|7.0555|39.48408698|0.00519|0.0|4.9674|-15.63090193|7.0555
19_a20|368.83|5.0|0.6987399999999999|32.0|-1368.129074|-0.2067|5585.0|339.8339889|0.0112|0.0|3.3616|-25.1915821|5585.0
9i_a40|284.3|2.0|0.56118|22.0|-1273.167389|-0.17956|5.9031|213.7117392|0.00603|0.0|4.3611|-18.57750214|5.9031
3p_a32|340.28|4.0|0.7017100000000001|27.0|-1879.350471|-0.20018|7585.0|40.28175307|0.0222|0.0|3.6436|-17.1756096|7585.0
28_a20|258.81|5.0|0.50352|32.0|-1368.085242|-0.21814|6.5935|318.7453661|0.0156|0.0|4.7905|-23.40616218|6.5935
12av_a36|256.12|7.0|0.43212|33.0|-1440.67411|-0.19429|7.4089|99.2415672|0.0997|0.0|4.8408|-24.51766365|7.4089
9a_a31|327.21|6.0|0.7028|30.0|-1691.716118|-0.20032|6.8239|163.6011874|0.00715|0.0|3.7892|-27.87131275|6.8239
20_a31|350.43|7.0|0.7036600000000001|27.0|-1880.538664|-0.20895|8.0862|64.42171513|0.0146|0.0|3.5381|-21.01650877|8.0862
14z_a23|307.5|5.0|0.66217|32.0|-2548.895003|-0.23698|8.2941|40.18308023|0.000354|0.0|4032.0|-23.63754572|8.2941
14u_a23|306.82|6.0|0.4523|32.0|-1744.1781010000002|-0.21613|8.2449|43.06242147|0.0042299999999999|0.0|4.0409|-22.64798452|8.2449
2_a47|333.46|3.0|0.69102|24.0|-1010.364507|-0.20731|6.2|99.5619537|0.00243|0.0|3.7181|-18.32875817|6.2
6b_a40|399.62|5.0|0.69429|31.0|-3290.583786|-0.21904|7.5229|176.8246355|0.000335|1.0|3.1026|-33.22101012|7.5229
19k_a38|239.03|6.0|0.38269|33.0|-1500.618667|-0.20102|7.9666|157.4834779|107.0|0.0|5.1869|-28.3401789|7.9666
22_a4|277.43|2.0|628.0|22.0|-934.12356|-198.0|7.3279|162.9809584|0.0301|0.0|4.468999999999999|-17.52572365|7.3279
12l_a30|245.74|7.0|0.39486|34.0|-1987.782294|-0.20397|7.2154|103.5499036|0.000579|0.0|5.0454|-31.88960104|7.2154
13a_a30|245.34|6.0|0.26119|32.0|-1744.217986|-0.20503|7.8665|381.9643801|0.0221|0.0|5.0535|-28.90911938|7.8665
19a_a22|246.01|7.0|0.34556|35.0|-1536.756515|-0.21478|7.3188|373.8201781|0.0356|0.0|5.0397|-26.21905704|7.3188
19f_a38|233.07|5.0|0.38086|30.0|-1331.945195|-0.20104|7.1397|125.7493111|0.0272|0.0|5.3197|-24.1763087|7.1397
12t_a30|244.58|5.0|0.33647|31.0|-1774.0165149999998|-0.20571|8.0496|88.42093081|0.00291|0.0|5.0693|-24.17113783|8.0496
8e_a8|267.77|5.0|0.50055|30.0|-1376.708067|-0.19972|4.7014|106.0087621|0.00504|0.0|4.6303|-26.80224874|4.7014
18c_a30|355.78|6.0|0.69123|32.0|-1744.2261030000002|-198.0|7.9208|384.391404|0.0221|0.0|3.4848|-28.4279687|7.9208
9_a10|222.72|7.0|0.2242|33.0|-1409.69933|-0.21163|6.7144|86.66800495|16.0|0.0|5.5668|-20.27364785|6.7144
13b_a50|293.0|7.0|0.65332|34.0|-1470.039226|-0.19622|5.7375|104.0753113|0.00361|0.0|4.2315|-19.24847021|5.7375
12b_a40|363.91|2.0|0.69476|24.0|-3016.927883|-0.22546|7.3979|80.72126798|3.2500000000000004e-05|1.0|3407.0|-19.27231874|7.3979
12x_a30|355.95|5.0|0.68589|31.0|-1654.1207|-0.19876|7.6556|74.51844582|0.00148|0.0|3.4831|-23.12752311|7.6556
3_a20 (SB-525334)|248.86|3.0|0.49443|26.0|-1086.329436|-0.20131|6.7905|43.70154849|0.00647|0.0|4.9821|-16.53287135|6.7905
3h_a32|348.74|7.0|0.70257|26.0|-1790.440663|-0.20059|8.1549|76.38838542|0.000273|0.0|3.5552|-17.27367301|8.1549
10_a47|214.9|3.0|0.53909|27.0|-1188.1907199999998|-0.20309|7.9|103.41137940000002|0.00114|0.0|5.7693|-18.9212254|7.9
14a_a25|231.18|6.0|0.42461|32.0|-1352.024616|-0.2143|6684.0|107.22698590000002|0.00215|0.0|5.3631|-21.90268583|6684.0
12q_a30|245.16|7.0|0.34138|34.0|-1987.781386|-0.19897|7.4449|82.72757145|0.000579|0.0|5.0573|-31.21009417|7.4449
4_a27|223.46|2.0|0.36899|25.0|-1082.963712|-0.21533|8.3979|8.590238252999999|0.0339|0.0|5.5485|-14.56891559|8.3979
13c_a6|206.92|6.0|0.48478|32.0|-1389.122252|-0.1999|7.1367|157.60887419999997|0.00229|0.0|5.992000000000001|-27.1440571|7.1367
14w_a23|338.46|5.0|0.6219399999999999|32.0|-1828.161957|-0.22824|8.6737|43.30287556|0.00242|0.0|3.6632|-23.66232347|8.6737
5_a15|286.35|8.0|0.62664|33.0|-1470.487858|-0.18553|7.8861|119.95308020000002|0.000967|0.0|4.3299|-20.30656983|7.8861
12ae_a36|236.84|7.0|0.40141|34.0|-1875.897072|-0.21149|7.8239|96.60079598|0.0897|0.0|5235.0|-27.14173115|7.8239
12r_a30|244.69|5.0|0.32409|31.0|-1774.009422|-0.20138|7.5317|90.4724548|0.00291|0.0|5067.0|-26.11584816|7.5317
14_a1|323.35|4.0|0.6572600000000001|29.0|-1292.359534|-0.19322|7.0269|161.1772893|0.0218|0.0|3.8344|-27.42423067|7.0269
12g_a36|238.01|6.0|0.38165|32.0|-1350.571683|-0.20288|7.8539|24.29006276|0.00589|0.0|5.2092|-23.75074918|7.8539
14_a4|274.1|2.0|0.53298|21.0|-918.851356|-0.2102|5.8794|12.12963775|0.0295|0.0|4.5233|-13.71135194|5.8794
28_a47|337.37|5.0|0.69002|28.0|-1335.571655|-0.2052|7.6|365.2310214|0.0824|0.0|3675.0|-22.66839387|7.6
11a_a50|305.11|2.0|0.65485|25.0|-1045.794689|-0.2005299999999999|7.2291|7.53108119|0.0228|0.0|4.0636|-13.43949068|7.2291
7_a47|333.26|4.0|0.69314|28.0|-1647.7863539999998|-0.2073699999999999|7.6|103.5602725|0.000345|0.0|3.7203|-20.44278719|7.6
13l_a6|338.07|7.0|0.7002|33.0|-1465.560303|-0.19447|6.4145|182.8275745|0.0075599999999999|0.0|3.6675|-31.47586631|6.4145
3g_a32|349.68|3.0|0.70275|24.0|-1711.865318|-0.20065|7.8539|42.56199385|0.000915|0.0|3.5456|-16.86199774|7.8539
3d_a12|294.4|3.0|0.53114|24.0|-1006.556654|-0.22229|7.6021|74.39425719|0.0385|0.0|4.2114|-18.01493787|7.6021
17_a3|386.22|2.0|0.69481|23.0|-1731.6147670000005|-0.20359|7.6383|234.4907116|0.00399|0.0|3.2102|-20.12828595|7.6383
14j_a23|338.1|5.0|0.65128|31.0|-1728.9293280000002|-0.2239699999999999|8.3883|40.38957571|0.00332|0.0|3.6671|-22.69846456|8.3883
5_a18 (BIBF0775)|378.13|8.0|0.69298|37.0|-1571.843719|-0.18092|7.4685|10.36586529|0.000946|0.0|3.2027|-22.46761997|7.4685
16b_a32|342.39|7.0|0.70233|28.0|-2315.757928|-0.2094099999999999|7.7696|53.96132589|0.0123|0.0|3.6211|-22.14820988|7.7696
12w_a36|318.88|7.0|0.69466|34.0|-1644.953222|-0.21034|7.6383|112.947763|4.0|0.0|3.8881|-29.58856606|7.6383
4S4l_a46|234.25|3.0|0.57885|26.0|-1092.489558|-0.19647|6.5834|178.19783940000002|0.0027|0.0|5.2929|-16.27370639|6.5834
12ay_a36|315.09|5.0|0.6727|31.0|-1311.282556|-0.2031599999999999|7.7447|126.7858133|0.0102|0.0|3.9348|-22.90568368|7.7447
8d_a8|265.12|6.0|0.62361|32.0|-1447.2928029999998|-0.19757|4.7303|57.93693239|0.0147|0.0|4.6765|-24.91463687|4.7303
1o_a5|275.45|3.0|0.4988899999999999|25.0|-1043.422345|-0.23973|7.4559|167.3051756|27.0|0.0|4.5011|-15.45942012|7.4559
27a_a34|247.91|6.0|0.40378|33.0|-1861.468024|-0.20615|6.6198|176.4623026|0.0159|0.0|5.0012|-30.38821209|6.6198
12g_a40|308.23|2.0|0.67055|23.0|-2172.9382|-0.20615|6.1403|130.7472028|0.000586|0.0|4.0224|-22.85591194|6.1403
15b_a10|215.17|7.0|0.46711|31.0|-1317.429772|-0.20313|7.0706|43.96642219|0.00943|0.0|5.7620000000000005|-16.52377848|7.0706
8b_a8|270.59|4.0|0.57234|31.0|-1406.829227|-0.19921|5.2941|172.84152849999998|0.0153|0.0|4.5819|-29.07602182|5.2941
12ax_a36|236.74|5.0|0.39564|31.0|-2151.910753|-0.21324|7.9208|36.17982162|0.00295|0.0|5.2372|-25.96212292|7.9208
4b_a46|272.4|2.0|0.68682|25.0|-1033.3243619999998|-0.21811|6.2612|7.986637869|0.00782|0.0|4.5515|-12.50898928|6.2612
4k_a46|228.63|2.0|0.39943|25.0|-1053.196897|-0.20254|7.0969|171.92614719999997|0.0049299999999999|0.0|5.4228|-16.56101615|7.0969
3t_a32|349.38|7.0|0.70286|27.0|-1864.472646|-0.20246|8.0458|97.01046154|0.00462|0.0|3.5487|-17.03304802|8.0458
9h_a40|292.61|3.0|0.64952|23.0|-1293.033723|-0.20038|5.4001|132.6583116|0.00244|0.0|4.2372|-20.54391962|5.4001
9_a27|223.71|3.0|0.35593|25.0|-1082.965434|-0.2187|8699.0|128.27738490000002|0.0274|0.0|5.5421|-17.36382286|8699.0
LY364947_a10||2.0||21.0|||7.2291|144.7228349|0.0374|0.0||-13.10520229|7.2291
7_a4|307.05|2.0|0.59702|25.0|-1089705.0|-0.2219199999999999|6821.0|14.01468959|13.0|0.0|4.0379|-13.45652664|6821.0
14o_a23|335.19|7.0|0.58581|35.0|-2041.934645|-0.23229|8.4815|110.3941788|0.0004969999999999|0.0|3.6989|-30.18347529|8.4815
3_a3|212.09|2.0|0.29441|21.0|-1592.792349|-0.20969|5.93|228.5396864|0.0126|0.0|5.8458|-15.98657012|5.93
6_a47|224.66|3.0|0.30468|27.0|-1608.50108|-0.20794|7.9|101.7290544|0.000619|0.0|5.5188|-19.96679614|7.9
15b_a50|305.67|5.0|0.65917|27.0|-1160.275856|-0.20071|7.1024|274.85729960000003|0.0891|0.0|4.0561|-16.04745006|7.1024
12c_a36|322.58|5.0|0.68913|30.0|-1692.312906|-0.2082699999999999|8.0458|60.79111287|0.0106|0.0|3.8436|-24.42396797|8.0458
12al_a36|319.71|6.0|0.6945399999999999|31.0|-1347.196501|-0.1955599999999999|7.3188|114.2305891|35.0|0.0|3878.0|-23.23210974|7.3188
22_a47|258.55|5.0|0.50316|29.0|-1374.857521|-0.22828|9.0|12.19999546|0.0164|0.0|4.7954|-18.73063655|9.0
12ac_a36|319.2|6.0|0.56186|32.0|-1385.3211789999998|-0.20949|7.8861|118.0445703|0.0476|0.0|3.8843|-25.03847816|7.8861
17e_a50|292.6|6.0|0.6322800000000001|33.0|-1374.927998|-0.19805|6.8097|10.68364489|0.00288|0.0|4.2373|-18.5444588|6.8097
12_a1|332.04|3.0|0.69114|28.0|-1215.922313|-0.19916|5.5302|133.6600817|0.00649|0.0|3734.0|-23.15625812|5.5302
4n_a46|215.82|2.0|0.41625|26.0|-1090.098769|-0.20685|5.2845|172.8490949|0.00273|0.0|5.7448|-17.06080312|5.2845
12bi_a36|319.1|7.0|0.68181|33.0|-1461.69263|-0.2018|7.8539|129.685076|0.0315|0.0|3.8855|-19.43326441|7.8539
12m_a36|320.72|6.0|0.69382|32.0|-1401.385923|-0.20993|7.5229|42.78660249|0.0676|0.0|3.8658|-28.57011677|7.5229
13j_a6|339.64|6.0|0.69993|32.0|-1426.272674|-0.19491|6.5817|180.6709018|14.0|0.0|3.6504|-31.02389141|6.5817
12n_a36|231.43|7.0|0.32172|34.0|-1875.89723|-0.19984|7.8239|67.52548352|0.0897|0.0|5.3573|-27.04362074|7.8239
12be_a36|237.59|7.0|0.40844|33.0|-1461.68274|-0.18969|7.3565|63.31681179|0.0315|0.0|5.2184|-22.15805062|7.3565
12t_a36|319.18|6.0|0.69297|31.0|-1311.287803|-0.2039|8.0969|86.12920631|0.0109|0.0|3.8844|-23.93411213|8.0969
12ab_a36|319.17|6.0|0.69294|32.0|-1364.236757|-0.2093699999999999|7.9586|116.6804416|0.0515|0.0|3.8845|-23.06276515|7.9586
47f_a18|400.42|13.0|0.6984600000000001|40.0|-1741.724929|-0.1724099999999999|8.0458|111.1889928|0.00163|1.0|3.0964|-24.61956302|8.0458
12e_a31|232.77|9.0|0.55114|33.0|-1809.581226|-0.19379|6.7696|166.1479229|0.00176|0.0|5.3264|-26.65419063|6.7696
12q_a36|236.72|5.0|0.39919|30.0|-1692.3116350000005|-0.2126199999999999|8.2218|82.68142965|0.0106|0.0|5.2375|-24.67976947|8.2218
19g_a38|234.97|5.0|0.3937|31.0|-1431.186566|-0.20748|7.3778|137.56612280000002|0.0196|0.0|5.2766|-24.57988703|7.3778
11d_a31|326.2|7.0|703.0|27.0|-1598.4848980000002|-0.19226|7.5229|296.2476128|0.0241|0.0|3.8009|-24.97634343|7.5229
13h_a6|254.58|6.0|0.50716|33.0|-1386.302668|-0.2153199999999999|7.3279|77.20799814|0.0038|0.0|4.8701|-22.63172141|7.3279
9_a4|262.21|2.0|0.5182100000000001|26.0|-1489.36688|-0.22204|7.3188|13.6577411|0.00255|0.0|4.7284|-14.08655666|7.3188
12f_a40|286.25|3.0|0.6679999999999999|24.0|-2212.222254|-0.19526|6.4202|62.72992556|0.0003819999999999|0.0|4.3313|-18.16607804|6.4202
AKLKII_a46||2.0||22.0|||6.7423|160.85204040000002|0.0764|0.0||-15.74102977|6.7423
7c_a8|269.17|5.0|0.62361|30.0|-1331.567632|-0.20658|4.7307|49.43944876|0.00851|0.0|4.6061|-21.11218373|4.7307
13_a15|314.52|6.0|0.63827|34.0|-1450.399387|-0.15229|8.2218|142.67217639999998|0.000357|0.0|3942.0|-21.33321476|8.2218
17d_a50|306.09|6.0|0.66103|32.0|-1335.649722|-0.19967|7.1308|5.007868064|0.00557|0.0|4.0506|-17.74731987|7.1308
1f_a5|261.1|4.0|0.47267|27.0|-1288.209882|-0.2357|6.6198|201.7057715|0.00396|0.0|4.7485|-19.87828616|6.6198
5b_a49|240.03|3.0|0.39241|30.0|-1291.873941|-0.20701|7.5528|170.0796998|0.0468|0.0|5.1653|-15.28671785|7.5528
8b_a31|321.36|4.0|0.70036|23.0|-1386.681003|-0.19265|5.6576|129.8921115|131.0|0.0|3.8582|-21.30529654|5.6576
8_a15|279.58|7.0|0.5128|27.0|-1223.463981|-0.18303|6.9666|104.8781037|0.00562|0.0|4.4346|-16.91650111|6.9666
6e_a40|419.59|5.0|0.67187|30.0|-2830.986514|-0.2164|7.7447|185.1473293|0.00124|0.0|2.9549|-32.02400144|7.7447
18a_a25|225.57|6.0|0.2834|32.0|-1674.982248|-0.21323|7.0269|75.74077952|0.000744|0.0|5.4965|-20.53845469|7.0269
21c _a23|338.3|6.0|0.5885699999999999|34.0|-1837.67081|-0.22981|7.1752|323.3651097|9.0|0.0|3.6649|-28.58195193|7.1752
18b_a25|223.65|6.0|0.36733|34.0|-1767.2232149999998|-0.22145|7.2924|80.36582704|0.000899|0.0|5.5437|-21.46130777|7.2924
14h_a23|306.09|5.0|0.67365|32.0|-1721.9314420000003|-0.2374099999999999|8.3468|41.34207782|0.00554|0.0|4.0506|-22.76950546|8.3468
21_a47|316.53|6.0|0.68296|29.0|-1374.858663|-0.2249699999999999|8.3|34.75044485|0.0191|0.0|3917.0|-19.11612865|8.3
3b_a12|294.55|3.0|0.53738|24.0|-1410.826913|-0.2232|7.3098|41.13468455|0.00759|0.0|4.2092|-17.73486237|7.3098
4o_a46|286.64|2.0|0.6843|26.0|-1070.223416|-0.22909|6.7905|5.821925821000001|0.0045899999999999|0.0|4.3255|-12.01115223|6.7905
11f_a5|278.47|7.0|0.6593600000000001|32.0|-1391.444853|-0.20772|7.9208|70.39517801|0.0234|0.0|4.4523|-15.48735657|7.9208
34_a20|229.04|5.0|0.38519|32.0|-1352.041015|-0.21284|7.2147|297.5548445|0.00399|0.0|5.4132|-21.69778179|7.2147
13b_a30|245.51|6.0|0.32563|32.0|-1744.2179010000002|-0.20313|7.5901|385.2420923|0.0221|0.0|5.0501|-28.93268471|7.5901
12h_a40|298.7|2.0|0.6503899999999999|23.0|-2153.072091|-0.18432|6.0846|208.6717565|0.000942|0.0|4.1508|-20.51086984|6.0846
47t_a18|397.84|7.0|0.6895100000000001|33.0|-1470.528808|-0.19514|6.1068|280.622476|0.0075299999999999|0.0|3.1164|-27.16032544|6.1068
14p_a23|346.79|5.0|0.6816|32.0|-1721.933314|-0.2382|8.5302|40.58186569|0.00554|0.0|3.5752|-22.70933393|8.5302
4g_a49|287.56|7.0|0.33449|51.0|-2147.217543|-0.21545|6.9747|151.0705543|2.47e-05|1.0|4.3116|-24.91513644|6.9747
1i_a5|262.44|4.0|0.4571199999999999|27.0|-1288.210207|-0.23674|7.6198|201.1526326|0.00396|0.0|4.7243|-19.90145306|7.6198
9i_a24|268.3|3.0|0.58977|22.0|-945.174716|-0.21943|7.0555|10.13249376|228.0|0.0|4.6212|-11.64783344|7.0555
17g_a50|306.45|6.0|0.6623600000000001|32.0|-1335.631756|-0.19929|6.6091|10.60268439|0.0059|0.0|4.0458|-17.29736764|6.6091
15_a15|335.38|6.0|0.67524|34.0|-1450.398033|-0.1475|6.9626|142.8140301|0.000357|0.0|3.6968|-20.86598874|6.9626
17a_a6|350.03|5.0|0.69627|31.0|-1349.830672|-0.18178|7.6198|157.13173490000003|0.00274|0.0|3.5421|-27.26767299|7.6198
26_a47|258.5|4.0|0.50921|28.0|-1695.9387359999998|-0.22921|7.9|9.608109253|11.0|0.0|4.7963|-22.50824805|7.9
18c_a22|219.25|6.0|0.4609|34.0|-1783.277296|-0.22365|7585.0|30.63947336|0.0036799999999999|0.0|5655.0|-19.94201893|7585.0
14b_a3|403.54|2.0|0.70123|23.0|-1327.349444|-0.19618|6.4202|252.49572540000003|0.0327|0.0|3.0724|-17.83445545|6.4202
3b_a32|348.81|2.0|0.70257|21.0|-1594.0008779999998|-0.20137|8.2366|74.63320519|0.00697|0.0|3.5545|-16.40987746|8.2366
5f_a40|325.97|3.0|0.56507|20.0|-1232.851443|-0.19284|6.9508|222.1847349|0.14|0.0|3.8036|-19.00510637|6.9508
7s_a46|234.06|2.0|0.44692|23.0|-974.615216|-0.19947|5.7022|166.3052939|0.0176|0.0|5.2972|-15.894055599999998|5.7022
47n_a18|387.11|13.0|0.6914600000000001|40.0|-1740.5852670000002|-0.18391|7.1938|61.29571241|0.00308|1.0|3.2028|-26.38541222|7.1938
13m_a6|316.88|6.0|0.66475|33.0|-1423.448957|-0.20954|8.0|91.22689385|0.0228|0.0|3.9127|-26.40980394|8.0
16_a47|279.29|3.0|0.59209|25.0|-1166.901251|-0.22568|9.0|63.13219447|13.0|0.0|4.4393|-17.75645434|9.0
17a_a50|291.88|6.0|0.6244|30.0|-1258.260865|-0.1992|7.0706|10.03717565|0.0144|0.0|4.2478|-18.26510428|7.0706
7b_a10|205.85|2.0|0.4195399999999999|25.0|-1450.075119|-0.21225|4.7033|13.37827368|0.00182|0.0|6.0231|-14.26924098|4.7033
11_a47|332.82|4.0|0.6915399999999999|32.0|-1395.922861|-0.20554|7.4|119.4035378|0.000394|0.0|3.7253|-22.02062158|7.4
14r_a23|208.71|5.0|0.30482|31.0|-1728.924789|-0.22378|8.2684|47.26552456|0.00332|0.0|5.9406|-23.53402098|8.2684
20_a47|311.45|5.0|0.68219|28.0|-1335.566785|-0.22734|8.6|43.63174229999999|0.0316|0.0|3.9808|-17.90996366|8.6
15a_a10|215.08|6.0|0.47484|30.0|-1278.141052|-0.20335|7.6198|42.41151044|0.0157|0.0|5.7646|-16.19032994|7.6198
2_a49|227.02|2.0|0.34449|25.0|-1045.810794|-0.19923|7.2291|226.4450566|0.0421|0.0|5.4614|-14.409545199999998|7.2291
1b_a5|258.89|3.0|0.5153800000000001|24.0|-1050.413506|-0.23055|7.2291|168.30518769999998|0.0157|0.0|4789.0|-15.75970652|7.2291
17_a47|289.79|4.0|0.6844100000000001|30.0|-1254.737546|-0.22479|8.3|68.64478326|0.0024|0.0|4.2784|-18.22518223|8.3
15_a3|206.37|2.0|0.2843199999999999|23.0|-1328.531138|-0.22079|7.6021|315.5421792|306.0|0.0|6.0077|-19.28005913|7.6021
14a_a3|383.1|2.0|0.69708|23.0|-1327.354384|-0.19946|7.5229|256.5548327|0.0327|0.0|3.2363|-18.09776067|7.5229
14e_a25|212.19|7.0|0.31019|35.0|-1520.701142|-0.2116699999999999|7.1249|372.1805977|0.0085799999999999|0.0|5.8431|-28.3735856|7.1249
A7701_a51||2.0||22.0|||7.6021|146.2104641|0.0195|0.0||-14.03756956|7.6021
14ad_a23|366.09|7.0|0.6956600000000001|34.0|-1858.668058|-0.20659|8.3595|52.63180108|0.0038799999999999|0.0|3.3867|-21.19489662|8.3595
12b_a36 (EW-7197)|322.25||0.6824899999999999||-1331.9479310000002|-0.20546|8.1549|81.63796416|||3.8475|-24.47552312|8.1549
9h_a24|239.63|3.0|0.54606|22.0|-945.153352|-0.22593|7.1135|167.2085719|166.0|0.0|5.1739|-12.42226332|7.1135
5g_a40|356.27|3.0|0.6563|21.0|-1327.9345529999998|-0.19908|6.9101|216.425542|128.0|0.0|3.48|-23.39227384|6.9101
19d_a38|230.58|6.0|0.3356699999999999|33.0|-1500.621723|-0.20145|7.9586|158.6487879|107.0|0.0|5.3771|-28.24584108|7.9586
7f_a10|214.67|4.0|0.34467|30.0|-1442.001311|-0.2175699999999999|6.8508|15.96885516|0.00103|0.0|5.7757|-20.30728086|6.8508
12c_a31|323.48|8.0|0.7007399999999999|28.0|-1617.888981|-0.19288|6.4202|153.400467|0.0277|0.0|3.8328|-23.05449459|6.4202
14d_a23|336.18|5.0|8.1555|31.0|-1668.983743|-0.22152|8.4001|39.26987634|0.0023899999999999|0.0|3688.0|-21.66510006|8.4001
12u_a36|319.16|6.0|0.69258|32.0|-1350.575382|-0.20409|7.7959|86.1184622|0.00589|0.0|3.8847|-24.02645378|7.7959
