molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|n6HRing|MATS7i|SaaaC|AATSC1are|MATS8i|AATSC8d|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA5|FPSA3|PNSA3|RNCS|RPSA|FNSA4|WNSA5|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|WNSA4|FPSA1|PPSA1|DPSA4|FPSA5|DPSA1|Mor01p|CYP2D6 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|IC50|pIC50|pIC50
15_a15|0.0|0|0|0|0|0.0|1|1|1.435688991|0.0|-0.006378587|0.0|-0.031457366|3|-0.063032481|0.0|0.001806571|0.000676845|0.0020555079999999|0.003766915|-0.098862691|-0.173728081|-0.272482143|-0.3597407929999999|2|0.843715005|0.724319314|0.007958332|0.003774415|0.7725348679999999|0.796300317|0|-0.091075463|0.020649569|-41.11675625|142.8140301|0.102793952|-0.031405332|-40.20430373|4.306196778|0.702544178|-27.31834743|73.99578515|-20.86598874|54.83651811|0.435723718|3027.719888|596.1118717|2868.890383|-13.86355301|0.297455822|197.6323578|29.700607300000005|0.0202953539999999|-269.1443943|830.7967967000001|1.0|1.0|4.04|4.34|0.07|24.0|6.69|59.51|2.52|0.0|6.0|-6.32|34.0|-5.26|448.52|1.0|0.0|0.0|4.64|4.77e-07|0.000214|7.970000000000001e-07|0.0|5.7e-07|-0.03786|3.6968|5.04|335.38|573.46|0.67524|-1450.398033|0.0066|-0.10964|109.0|6.9626|6.9626
1j_a5|0.0|1|0|0|0|6.605297921|0|0|1.427567371|0.0|-0.003981454|4.59511985|-0.010620031|2|-0.115553003|0.0|0.00683534|-0.07622096|-0.032333695|0.006957291|-0.190920568|-0.010807075|-0.0178558139999999|-0.2470489089999999|2|0.74740095|0.7862755770000001|-0.084090414|-0.0614852279999999|0.848473695|0.717355058|0|-0.074505844|0.019690225|-39.64241895|73.73338699|0.152836128|-0.027258236|-21.49609451|1.471030887|0.616489567|-21.29338752|54.3827755|-14.64139152|50.21875634|0.469085779|2242.805131|455.0425806|847.5275797|-7.86442482|0.383510433|205.997426|23.74961767|0.026739895|-125.1415813|422.96706330000006|1.0|1.0|2.76|2.66|0.05|23.0|4.21|63.69|1.57|0.0|4.0|-4.03|25.0|-6.15|328.37|0.0|1.0|1.0|3.19|9.27e-05|0.0304|6.29e-05|0.0|2.36e-06|-0.03832|4.4331|2.61|279.68|445.81|0.66182|-1065.671975|0.1644|-0.16813|24.0|7.6198|7.6198
1a_a18 (SB-431542)|0.0|1|0|0|0|7.423568444|1|1|1.430935835|0.0|-0.015636898|5.351858133|-0.175408303|1|0.1008839219999999|0.0|-0.011639964|-0.029658865|-0.0492229479999999|-0.008385698|0.164429684|-0.020716495|-0.033765606|-0.567791164|1|0.838928085|0.7462411859999999|-0.08530265|-0.083341531|0.805877431|0.795744863|0|-0.122555709|0.033020439|-74.98172333|160.410387|0.405958714|-0.0462988229999999|-43.12110169|105.3125675|0.7531996609999999|-44.47680367|87.15852628|-27.46300805|94.56841061|0.472443977|2678.82389|352.3666367|1890.195809|-16.29019397|0.2468003389999999|146.3942108|36.46179023|0.02438148|-300.3801761|513.4628663999999|1.0|2.0|3.25|2.35|0.05|23.0|3.63|103.12|1.54|0.0|4.0|-4.52|29.0|-6.73|384.39|0.0|0.0|1.0|2.85|3.03e-05|0.0116|5.660000000000001e-05|0.0|7.81e-06|-0.05971|3.8208|4.57|324.5|464.08|0.55409|-1292.358966|0.3347|-0.13329|125.0|6.9031|6.9031
7d_a10|0.0|0|0|0|1|7.535296702|1|1|1.34384996|2.087763133|-0.00179944|5.4161004020000005|-0.017919404|2|-0.042667459|1.591760572|0.00870171|-0.071185424|-0.0325418129999999|0.008513576|-0.09209689|-0.041520889|-0.089622042|-0.2018053139999999|2|0.531023495|0.809056885|0.0658971929999999|-0.051603612|0.869684772|0.525816226|1|-0.070901708|0.010495008|-31.47566249|12.32220006|0.158947933|-0.024733154|-19.95666068|89.87999909999999|0.729585423|-16.69900016|45.08492005|-13.12185056|37.04365163|0.484115691|2348.343588|446.2091497|1597.531619|-6.961625817000001|0.270414577|143.4649092|17.98535187|0.014078094|-243.607074|460.1866123|1.0|0.0|3.21|3.21|0.19|21.0|4.97|43.6|3.04|0.0|2.0|-4.22|26.0|-5.83|344.38|0.0|1.0|1.0|3.95|5.98e-05|0.0206|1.9e-05|0.0|5.04e-06|-0.05634|5.8433|3.49|212.18|417.68|0.32059|-1129.003694|0.0941|-0.1633099999999999|928.0|6.0325|6.0325
11b_a5|0.0|1|0|0|0|6.605297921|0|0|1.277648917|0.0|-0.003900104|4.59511985|0.008093965|2|-0.067519041|0.0|0.006121601|-0.118167947|-0.0536971829999999|0.005685558|-0.108457009|-0.0109928619999999|-0.017658026|-0.252164213|2|0.735954089|0.805760343|-0.0497097529999999|-0.106187688|0.8645824520000001|0.682032125|0|-0.080664777|0.016373566|-45.82509318|55.25128526|0.126268949|-0.029332646|-29.07084703|1.880682804|0.66824472|-27.50997723|62.16286481|-17.60913884|55.65456427|0.456131351|2434.505303|524.5231302|913.0178976|-10.5712171|0.33175528|199.1611925|26.35133256|0.0228838029999999|-202.0032297|504.9898148|1.0|1.0|2.99|2.55|0.1|23.0|4.82|63.69|2.01|0.0|6.0|-4.65|27.0|-6.03|376.84|0.0|1.0|1.0|3.68|2.26e-05|0.00853|2.04e-05|0.0|2.68e-07|-0.0418399999999999|4.4995|3.31|275.55|511.28|0.61027|-1564.56504|0.2013|-0.17107|19.0|7.7212|7.7212
16a_a23|0.0|0|1|1|2|7.423568444|1|1|1.197962324|3.411338761|-0.0054940769999999|5.351858133|-0.013055633|3|0.062601621|0.759926978|0.012426121|-0.088255625|-0.071458049|0.01226642|0.115499047|-0.181609054|-0.335065967|-0.380779155|2|0.765869487|0.8323974470000001|0.154144584|-0.116894582|0.890165467|0.7199622309999999|1|-0.07288672|0.021379172|-26.53751114|9.922436905|0.0651629059999999|-0.025724725|-30.39361398|91.92609822|0.585920722|-17.13669862|65.21027197|-16.6118386|40.34319246|0.49525751|2924.629647|603.6746046|1801.957216|-10.72715788|0.414079278|267.3932664|28.35168303|0.02809646|-110.9672657|668.3493171|0.0|1.0|3.94|0.0|0.14|20.0|2.52|108.26|2.04|0.0|5.0|-4.58|31.0|-7.02|427.5|0.0|0.0|0.0|1.85|2.6e-05|0.0111|4.86e-05|0.0|0.0023|-0.0502|1.6239|2.49|763.49|555.21|0.96307|-1685.580443|0.2066|-0.07625|39.0|7.4037|7.4037
32_a47|0.0|0|1|1|1|6.842683282|1|1|1.216307925|1.998170616|-0.003573735|4.727387819|0.000921003|3|-0.013510009|1.6507707980000002|0.001861676|-0.026022099|-0.044598914|0.002350172|-0.0274939029999999|-0.077485193|-0.157688306|-0.2749014|2|0.6636125860000001|0.810444864|-0.0094137619999999|-0.078006445|0.858292442|0.634406338|1|-0.0726950079999999|0.019295804|-41.57905445|28.55112477|0.148372218|-0.026060474|-37.74862456|44.50423685|0.64116122|-29.9621436|68.76811937|-18.77935151|55.48373932|0.44289006|2808.210157|613.6886524|2255.632049|-13.53252578|0.35883878|258.5816152|29.28959351|0.022735861|-203.4434306|682.9868225|1.0|2.0|3.35|3.67|0.26|21.0|5.07|67.66|3.11|0.0|5.0|-4.81|31.0|-6.34|436.91|0.0|0.0|1.0|3.94|1.5399999999999998e-05|0.00674|8.89e-06|0.0|6.55e-07|-0.05682|4.9046|2.97|252.79|548.86|0.48011|-1777.843462|0.2839|-0.1509599999999999|0.1|7.0|7.0
8a_a31|0.0|1|0|0|0|7.765993078999999|1|1|0.610138387|0.0|-0.015034136|5.733341277|-0.158899731|0|-0.1480271209999999|0.0|-0.013230176|-0.135144546|-0.01861065|-0.009293513|-0.258538098|-0.054025775|-0.094359203|-0.520051508|0|0.938325481|0.837862749|0.0502030679999999|-0.030149254|0.895174844|0.883113019|0|-0.136459435|0.0375544779999999|-60.46233433|131.2406629|0.405860136|-0.0416959379999999|-33.35560699|465.4559302|0.666437359|-29.89286568|82.32407724|-20.61467025|79.02944672|0.4512945479999999|2128.209198|293.7455749|1443.955093|-10.19199103|0.333562641|164.9149565|30.93264504|0.030052065|-164.57484340000002|324.7430642|1.0|2.0|3.34|2.05|0.2|16.0|2.54|114.29|0.36|0.0|3.0|-3.57|22.0|-7.11|314.36|0.0|0.0|1.0|2.13|0.000269|0.0846|0.000773|0.0|0.00145|-0.02993|3.8097|1.53|325.45|396.15|0.7027100000000001|-1347.3959220000002|0.2604|-0.1587599999999999|0.79|6.1024|6.1024
20_a31|0.0|1|1|1|0|7.765993078999999|0|0|0.609420757|0.0|-0.009722467|5.733341277|-0.057200812|0|-0.013040402|2.114008068|-0.003484915|-0.020082435|-0.078213611|-0.001662219|-0.023477148|-0.0852122769999999|-0.1534110109999999|-0.594513619|0|0.788133615|0.8602874540000001|0.028036914|-0.131662689|0.912372776|0.7507116140000001|1|-0.110195543|0.019334605|-53.79798102|64.42171513|0.2045729339999999|-0.033537774|-43.27297051|75.10345696|0.710707042|-33.71260536|81.35171021|-21.01650877|65.91404723|0.464597945|2576.1287230000003|498.4558574|1758.762093|-13.1700345|0.289292958|181.2859728|29.5712685|0.019624081|-264.0799235|557.1050635|1.0|2.0|3.46|2.74|0.26|19.0|4.38|140.04|1.1|1.0|7.0|-5.91|27.0|-6.39|397.52|1.0|0.0|1.0|3.6|1.24e-06|0.000493|3.66e-05|0.0|8.86e-06|-0.06065|3.5381|4.78|350.43|560.67|0.7036600000000001|-1880.538664|0.2011|-0.1483|8.0|8.0862|8.0862
12x_a36|0.0|1|0|0|0|7.412764017000001|2|2|0.629399587|0.0|-0.007008724|5.351858133|-0.046532211|2|0.021670322|0.0|0.00285431|-0.054184069|-0.023932402|0.003710345|0.038200407|-0.07550872|-0.133106642|-0.4331246039999999|1|0.906423012|0.828393514|0.056034339|-0.041914045|0.8792981679999999|0.855081905|0|-0.104368092|0.017625524|-49.60929169|81.81168174|0.163597165|-0.036722107|-47.22198284|0.8295471390000001|0.7768535409999999|-33.36962015|81.1499815|-24.70107324|61.46507585|0.458792701|2884.428214|562.6051882|2391.802689|-16.61514211|0.223146459|150.09915149999998|31.79630645|0.016274369|-372.4502879|725.9470896|0.0|2.0|4.87|0.0|0.17|17.0|2.61|94.5|2.51|0.0|6.0|-4.85|31.0|-6.64|427.52|0.0|0.0|0.0|2.33|1.4300000000000002e-05|0.0061|3.09e-05|0.0|3.83e-05|-0.05311|3.8776|3.37|319.74|569.01|0.6853600000000001|-1670.182026|0.0199|-0.1517099999999999|7.0|8.1549|8.1549
4r_a46|0.0|0|0|0|1|7.832410927000001|1|1|1.13129629|2.051582577|-0.002826188|5.587248657999999|-0.074041799|2|-0.15196733|0.0|0.006236535|-0.1129698999999999|-0.048758575|0.0061041|-0.237647432|-0.055572881|-0.086905208|-0.246070691|2|0.7794598220000001|0.810646641|-0.077483502|-0.070397185|0.8549242340000001|0.76719475|0|-0.081339886|0.011446215|-42.06465252|176.18445569999997|0.152180218|-0.0259595379999999|-22.88867429|0.0|0.7146312779999999|-22.31391864|51.22472631|-13.77068362|48.13649426|0.456487948|2137.47734|449.7405899|1451.6122289999998|-7.304896049|0.285368722|151.3787482|19.26963463|0.015225417|-227.7097083|496.0386301|1.0|1.0|3.82|2.89|0.35|17.0|3.43|63.83|1.52|0.0|3.0|-3.09|25.0|-6.83|334.41|0.0|1.0|0.0|2.7|0.00081|271.0|0.000279|0.0|0.000188|-0.03073|4.5209|2.3|274.25|467.85|0.69085|-1069.231407|0.1404|-0.18999|1413.0|5.8499|5.8499
6f_a40|0.0|0|0|0|1|8.421342866|1|2|0.604893424|1.750582483|-0.01691341|6.401917197|-0.156988665|0|-0.122783873|0.737582436|-0.009302776|0.075227997|-0.190617284|-0.008368734|-0.233222505|0.048543494|0.092206207|-0.628934821|0|0.7710013309999999|0.836826225|-0.032826285|-0.268802228|0.896373207|0.742681934|1|-0.130571562|0.015998475|-86.21963207|207.7174501|0.344213487|-0.052228625|-53.89282175|40.01876255|0.8628087240000001|-55.39203581|92.77827871|-33.55442128|96.49789556|0.410805404|3021.330686|421.31181889999993|3072.581297|-21.5571287|0.137191276|88.13890599|38.88975659|0.013841059|-466.1748926|593.503189|0.0|2.0|4.05|2.53|0.21|14.0|2.66|199.45|1.1|1.0|5.0|-6.95|30.0|-6.9|457.55|1.0|0.0|0.0|2.61|1.13e-07|5.18e-05|2.3e-05|1.0|0.0967|-0.08982|3.5741|6.96|346.89|507.64|0.66642|-2426.725129|0.0158|-0.1131799999999999|42.0|7.3768|7.3768
19_a20|0.0|1|0|0|0|6.842683282|0|0|1.4009239059999998|0.0|-0.0096278259999999|4.727387819|-0.130949446|3|0.103271147|1.622562232|-0.006620594|0.077469518|-0.063133522|-0.004654742|0.175308615|-0.049177437|-0.083481481|-0.5838248970000001|3|0.811128636|0.7619768840000001|-0.143992458|-0.105118869|0.8193003000000001|0.7741509329999999|1|-0.099685049|0.013643765|-60.26825633|339.8339889|0.245547466|-0.038340404|-43.03556944|88.19441661|0.796070588|-39.5992891|75.98477124|-25.1915821|69.23289949|0.483310517|2849.084477|495.7134289|1818.518838|-16.55214209|0.203929412|133.9919257|31.64490997|0.0159602|-389.0666676|684.5377542|1.0|2.0|3.49|2.49|0.08|27.0|4.08|110.44|1.33|0.0|5.0|-4.89|32.0|-6.8|420.47|0.0|0.0|1.0|3.16|1.29e-05|0.00541|2.6600000000000003e-05|0.0|9.86e-08|-0.06767|3.3616|5.01|368.83|519.34|0.6987399999999999|-1368.129074|0.2998|-0.13903|2.6|5585.0|5585.0
21c _a23|0.0|0|1|1|2|7.525639975|0|0|1.197962776|3.311482916|-0.009944003|5.4161004020000005|-0.135572353|2|0.0645437059999999|0.731360766|0.003456487|-0.092608459|-0.039311241|0.0035741379999999|0.118226959|-0.0201427689999999|-0.036896213|-0.596546056|2|0.7641222459999999|0.782543953|0.149511954|-0.060079444|0.838980345|0.7301130229999999|1|-0.098699133|0.014036138|-59.46209153|323.3651097|0.209403563|-0.040210758|-49.86692499|94.32302529|0.834557275|-42.26586935|79.71722579|-28.58195193|69.43902929|0.468609427|3161.1237530000003|561.9588018|2628.628799|-20.31615463|0.165442725|117.597286|34.24804117|0.013451712|-475.6090385|762.0576580000001|0.0|2.0|3.68|3.11|0.08|26.0|3.42|148.11|2.49|1.0|6.0|-5.63|34.0|-7.13|468.53|1.0|0.0|0.0|3.0|2.35e-06|0.0011|1.92e-05|0.0|2.2e-05|-0.07892|3.6649|4.47|338.3|587.02|0.5885699999999999|-1837.67081|0.3329999999999999|-0.15089|67.0|7.1752|7.1752
6a_a31|0.0|1|0|0|0|7.703007682000001|1|1|0.610184884|0.0|-0.01694403|5.6869753560000005|-0.181987023|0|0.08881108|0.0|-0.013930701|-0.0225412779999999|-0.026103465|-0.010591881|0.1533239019999999|0.0006473469999999|0.001117583|-0.568500407|0|0.848282918|0.784022685|-0.07385392|-0.0436046509999999|0.848080284|0.803505125|0|-0.126430958|0.034212524|-77.60012959|157.9971748|0.42783832|-0.045153913|-43.59027182|98.49408082|0.6927462990000001|-45.56491046|92.52963742|-26.51328079|97.68889243|0.478330896|2713.694431|335.9594356|1671.917893|-15.56795422|0.307253701|180.411907|38.27271371|0.031153284|-226.3518866|479.200937|1.0|2.0|3.42|2.51|0.05|22.0|3.69|131.36|1.13|0.0|4.0|-5.22|28.0|-6.69|390.42|0.0|0.0|1.0|2.96|6.09e-06|0.00238|4.55e-05|0.0|4.3200000000000007e-05|-0.05563|3.5428|4.03|349.96|447.66|0.70416|-1613.1416|0.6404|-0.1428|1.1|5.9586|5.9586
15_a47|0.0|1|1|1|0|6.605297921|0|0|1.304329657|0.0|-0.00516949|4.59511985|-0.072588375|2|-0.130885389|1.56205245|-0.0026314909999999|0.086682657|0.0506476009999999|-0.002377481|-0.299654464|-0.007670908|-0.017562097|-0.332654104|2|0.644280611|0.830688568|-0.131424138|0.081171071|0.897881853|0.614613723|1|-0.0904066519999999|0.016669157|-45.1562696|61.0548099|0.208246323|-0.033307714|-25.87091101|0.0|0.711630105|-24.15592798|59.79410145|-17.81765281|54.07328082|0.477646539|2327.320914|423.5412927|869.1027727|-9.531388265|0.288369895|154.260803|25.03780079|0.021370407|-226.4191275|383.4213189|1.0|2.0|2.89|2.1|0.06|21.0|5.28|66.49|2.83|0.0|3.0|-4.89|25.0|-5.76|353.78|0.0|0.0|1.0|3.74|1.29e-05|0.00455|1.41e-05|0.0|1.14e-06|-0.0591799999999999|4.3312|3.33|286.26|419.75|0.67203|-1527.265523|0.0759|-0.16762|16.0|7.8|7.8
22_a10|0.0|0|0|0|1|7.535296702|1|1|1.343837143|2.113627059|-0.005035102|5.4161004020000005|-0.017163935|2|-0.026750502|1.880539113|0.008350227|0.01204992|-0.020475007|0.008903905|-0.042831367|-0.129989728|-0.208132084|-0.356699217|2|0.670763832|0.747363443|-0.02603707|-0.033474297|0.79665945|0.646474494|1|-0.0649866779999999|0.016720696|-41.96631248|75.58376652|0.130170086|-0.022372463|-39.42279832|60.10354816|0.564323334|-32.68604442|71.13124588|-17.4251029|54.98945848|0.422182297|3241.833491|677.4790907|2668.5420940000004|-13.57178303|0.435676666|339.3328129|30.87787063|0.026340252|-100.1982412|916.8601445|1.0|0.0|3.74|4.14|0.17|27.0|5.6|73.14|2.8|0.0|6.0|-5.34|36.0|-6.29|475.54|0.0|0.0|0.0|4.26|4.55e-06|0.00217|2.95e-06|0.0|2.03e-07|-0.05712|4.8251|5.65|256.95|602.93|0.4483899999999999|-1543.893507|0.1922|-0.16095|1.1|5.9586|5.9586
18c_a22|0.0|0|0|0|1|6.842683282|0|0|1.194229067|1.804590026|-0.003749104|4.727387819|0.013131848|2|-0.044828537|1.642882533|0.005449965|0.009519672|0.006275578|0.005597023|-0.081550274|-0.078828791|-0.143402172|-0.305378181|2|0.7290394929999999|0.7669483559999999|-0.032031791|0.010828071|0.8287956870000001|0.6922232890000001|1|-0.076388478|0.019843706|-40.094865000000006|30.63947336|0.068926461|-0.028825841|-36.55965924|15.22791009|0.682690024|-27.73804808|67.73280290000001|-19.94201893|53.82294919|0.4777430589999999|3090.601885|644.1264387|2574.178324|-13.79609783|0.317309976|219.5183688|29.21094233|0.0215181079999999|-252.7737494|779.8043336000001|1.0|1.0|3.56|3.3|0.08|27.0|4.98|124.4|1.47|0.0|6.0|-5.8|34.0|-6.63|461.54|0.0|0.0|1.0|3.72|1.6e-06|0.000739|7.98e-06|0.0|1.58e-07|-0.07207|5655.0|3.5|219.25|583.88|0.4609|-1783.277296|0.0817|-0.15158|26.0|7585.0|7585.0
5b_a49|0.0|0|0|0|1|7.853604813|2|2|1.343848745|2.119588967|-0.007610481|5.777652323|0.006327273|2|-0.072128552|1.926253727|0.005836378|-0.0695402359999999|0.059834711|0.006696215|-0.12209302|-0.13632743|-0.230763367|-0.515894968|2|0.6981815290000001|0.7843021|-0.006962617|0.099724518|0.839963111|0.666573331|1|-0.076494119|0.020319986|-41.03213895|170.0796998|0.203066756|-0.026008|-26.42668087|69.07083505|0.608694741|-24.11745318|59.85065205|-15.28671785|52.97561349|0.475192312|2764.188493|468.4133145|1956.050085|-8.985071494|0.3913052589999999|229.9974239|25.1139312|0.025332565|-127.7749783|612.7019937000001|1.0|1.0|3.34|2.9|0.22|21.0|2.87|75.94|2.07|0.0|3.0|-3.3|30.0|-7.24|396.44|0.0|1.0|1.0|2.58|0.000496|0.1969999999999999|0.000118|0.0|2.3e-05|-0.04453|5.1653|3.92|240.03|451.32|0.39241|-1291.873941|0.0747|-0.1624799999999999|28.0|7.5528|7.5528
13_a12|0.0|0|0|0|0|0.0|0|0|1.508548782|0.0|-0.0069874069999999|0.0|-0.0619247109999999|2|-0.21832579|0.0|0.000830398|-0.083760082|0.021322992|0.002279068|-0.362308767|-0.169387652|-0.281096572|-0.595629719|2|0.845823047|0.6809340620000001|-0.226526433|0.039235452|0.7300173240000001|0.804066411|0|-0.092483398|0.008188151|-28.51381164|64.74666684|0.09993609|-0.034993718|-22.2236882|66.2289548|0.8829921740000001|-13.97756285|48.99243638|-17.15403411|32.52766981|0.466560112|1812.788134|441.2142447|664.9830294|-8.408963103|0.117007826|57.35761558|19.42716439|0.0074597119999999|-375.4880089|327.9594923|1.0|1.0|2.7|2.64|0.12|18.0|3.9|50.7|2.42|0.0|3.0|-4.26|21.0|-5.49|276.34|0.0|1.0|1.0|3.22|5.520000000000001e-05|0.0152|6.3e-05|0.0|2.01e-05|-0.04445|4.5363|3.83|273.31|437.91|0.6622399999999999|-876.209109|0.0155|-0.16458|93.0|7.0315|7.0315
3n_a32|0.0|1|1|1|0|7.773594467000001|1|1|0.609420754|0.0|-0.00615216|5.733341277|-0.01504795|1|-0.056907012|2.22272854|0.000609539|-0.1006122119999999|-0.0711168609999999|0.002379137|-0.100681119|-0.086764744|-0.153506065|-0.435658951|0|0.810658423|0.816774665|-0.018016496|-0.121627423|0.868826775|0.762657782|1|-0.092745182|0.01889769|-42.83673428|121.6040686|0.159958218|-0.027401986|-30.65624207|0.0|0.648933114|-24.62805609|65.41881458|-15.75418035|53.70155314|0.456693072|2526.071154|482.963897|2426.73803|-9.057526067|0.351066886|201.8383309|24.27704797|0.0210408339999999|-171.25176130000003|522.1674161999999|0.0|1.0|3.51|3.29|0.32|19.0|5.01|120.17|1.58|0.0|3.0|-5.96|26.0|-5.98|382.5|0.0|0.0|1.0|4.07|1.11e-06|0.000424|1.23e-05|0.0|4.19e-05|-0.05535|3.5459|2.57|349.65|464.67|0.7028399999999999|-1825.163542|0.2839|-0.1472099999999999|21.0|7.6778|7.6778
21b_a23|0.0|0|1|1|2|7.525639975|0|0|1.197963051|3.351726269|-0.005936474|5.4161004020000005|-0.008526338|2|0.057405955|0.745297595|0.01055698|-0.103470358|-0.0490623259999999|0.009872313|0.107996329|-0.069382957|-0.130528352|-0.481470603|2|0.7038407329999999|0.7717839409999999|0.131951284|-0.078097375|0.8339434929999999|0.668547062|1|-0.083105261|0.014481931|-41.81114831|41.6766724|0.0692712809999999|-0.034219814|-40.84133198|86.65837165|0.812334718|-29.31080756|67.68046598|-23.98906534|51.9633947|0.458461834|3074.083057|652.4673795|2531.041828|-16.81701905|0.187665282|131.5587155|29.53101081|0.013439264|-437.9110924|712.6737861|0.0|1.0|3.59|3.42|0.08|26.0|4.2|128.81|2.6|0.0|5.0|-6.1|33.0|-6.42|450.52|0.0|0.0|0.0|3.57|8.02e-07|0.000361|6.06e-06|0.0|6.45e-06|-0.08401|4.0023|3.57|309.79|611.6|0.57848|-1761.230923|0.2333|-0.15033|85.0|7.0691|7.0691
21_a12|0.0|0|0|0|0|6.605297921|1|1|0.609915045|0.0|-0.008833375|4.59511985|-0.058516436|3|-0.213225401|0.0|-0.003879878|-0.01367083|-0.0546514309999999|-0.001825446|-0.388196876|-0.116098308|-0.211367878|-0.522951134|2|0.923855679|0.835359152|-0.061915124|-0.099516604|0.89838263|0.859899236|0|-0.100098765|0.012230115|-34.60932333|75.46830038|0.15172224|-0.036878492|-25.34833425|0.0|0.770818357|-17.416202300000002|59.10840872|-18.55810005|40.76379649|0.473492395|2185.835701|426.8727514|1080.052791|-9.338859985|0.229181643|115.3294396|24.07584081|0.017360942|-272.5639702|380.2468615|1.0|1.0|4.05|2.81|0.12|17.0|2.25|78.41|1.82|0.0|3.0|-3.82|23.0|-6.45|319.38|0.0|0.0|1.0|2.68|0.00015|48.0|0.000173|0.0|5.3200000000000006e-05|-0.0546899999999999|4.6851|2.56|264.64|397.31|0.59386|-1327.347724|0.1668|-0.16784|22.0|7.6576|7.6576
14ae_a23|0.0|0|1|1|2|7.423568444|0|0|1.1979624290000002|3.338149829|-0.007539122|5.351858133|-0.029948314|2|0.026913008|0.7338690390000001|0.008996289|-0.0174992419999999|0.0289586779999999|0.009675528|0.047563299|-0.143336826|-0.253318853|-0.363230717|2|0.7763406840000001|0.7830067820000001|0.107765697|0.0469453379999999|0.8356326820000001|0.7317531540000001|1|-0.087074783|0.03467374|-46.69131269|111.4422142|0.127637949|-0.0269140239999999|-44.69687612|110.5716332|0.53040766|-33.45249142|87.09501229|-19.28284095|71.53368511|0.479058976|3212.850883|625.0131414|2575.36078|-13.81539807|0.46959234|336.444465|36.35475577|0.034488074|-43.57178809|770.8206617000001|0.0|1.0|3.74|3.76|0.12|26.0|4.03|123.48|2.42|0.0|7.0|-5.8|34.0|-6.68|471.53|0.0|0.0|0.0|3.44|1.6e-06|0.000753|8.22e-06|0.0|1.17e-05|-0.07122|3.6036|2.99|344.06|627.57|0.58144|-1858.675325|0.3205|-0.14537|2.0|8.6038|8.6038
12ak_a36|0.0|1|0|0|0|7.412764017000001|2|2|1.270373882|0.0|-0.006465433|5.351858133|-0.0407717229999999|2|0.12041792|0.0|0.0042553209999999|-0.116440196|-0.015708652|0.005035022|0.198260132|-0.099596099|-0.163978382|-0.439326642|1|0.901715152|0.815627016|0.051506104|-0.0265703679999999|0.860939187|0.860667615|0|-0.091761476|0.019931266|-49.87483724|113.186508|0.151294857|-0.032660864|-47.69888026|25.9007405|0.737439195|-35.95881638|79.17567486|-23.5478668|64.24490364|0.423822657|2830.816014|611.9003905000001|2735.7986920000003|-16.97756755|0.262560805|189.3013851|31.93194362|0.018055095|-342.3783571000001|799.5563855|0.0|2.0|5.05|0.0|0.24|17.0|3.01|69.2|2.66|0.0|6.0|-4.95|32.0|-6.19|423.51|0.0|1.0|1.0|2.66|1.13e-05|0.0047799999999999|1.39e-05|0.0|1.7800000000000002e-05|-0.04929|3.8734|4.21|320.09|584.05|0.69463|-1350.57563|0.0001|-0.15275|46.0|7.3372|7.3372
12f_a40|0.0|0|0|0|1|7.515889085|0|0|0.604990261|1.768354671|-0.006206277|5.4161004020000005|-0.015621373|0|0.070099257|0.807254372|0.008525796|0.108909202|-0.172869148|0.006841832|0.115814835|-0.033224348|-0.054891771|-0.397377446|0|0.679527138|0.777316288|-0.160218113|-0.271493213|0.841769186|0.605644757|1|-0.082198664|0.021549915|-37.02024147|62.72992556|0.090006088|-0.032879466|-25.09213464|61.55859085|0.7314440520000001|-20.45387851|56.53158029|-18.16607804|48.92668311|0.490421149|2383.68369|502.7764322|628.5604981|-10.03685385|0.268555948|148.3785764|24.83590915|0.0201199619999999|-255.7481174|384.1423925|0.0|0.0|3.24|3.61|0.06|20.0|5.44|67.66|3.99|0.0|3.0|-6.58|24.0|-4.76|376.26|0.0|0.0|1.0|4.76|2.66e-07|0.0001|1.02e-06|0.0|1.8100000000000003e-05|-0.07761|4.3313|4.77|286.25|487.85|0.6679999999999999|-2212.222254|0.3858|-0.11765|0.38|6.4202|6.4202
