molecula|SddssS|n9FaRing|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|n6HRing|MATS7i|ATSC1c|MATS8i|BCUTi-1|AATSC8d|AATSC7i|AATSC1i|n6aHRing|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA5|PPSA3|RNCS|FNSA4|WPSA3|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|GeomRadius|PPSA1|DPSA4|DPSA1|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|pIC50|pIC50
9h_a40|0.0|0|0.0|1|7.515889085|0|0|0.604992856|1.7679629630000002|-0.009041931|5.4161004020000005|0|0.157606277|-0.343593366|0.133376308|10.31197223|-185.0|0.270048551|0.08305063|0|0.740778143|-0.160855189|-0.299768519|0.8022014000000001|0.7528137909999999|1|0.864310149|-0.09201708|-0.095803029|0.219852623|0.012390387|-47.93581245|6.199629554|132.6583116|-0.041058441|3.102034287|-1.437045429|-23.03722449|53.60044379|-20.54391962|52.2411122|0.482124665|432.46450360000006|-719.0371868|6.922257828999999|68.10626265|23.78085181|-364.1454816|5.664631335|1.0|1.0|1.0|0.0|1.0|0.0|0.11|20.0|-6.51|4.59|3.22|0.0|93.19|0.0|3.0|-5.65|23.0|-5.06|321.4|0.0|1.0|-5.12|2.23e-06|0.000716|7.6e-06|0.00244|0.0|0.0|3.09e-07|-0.05991|4.2372|526.38|868.84|368.18|0.3851|292.61|0.64952|0.69809|-1293.033723|0.2721|-0.20038|-1293.083512|5.4001|5.4001
IN1233_a59|0.0|0|0.0|0|6.842683282|0|0|1.400923654|0.0|-0.008841844|4.727387819|2|0.163548857|-0.5039851160000001|-0.011236836|10.93301779|-0.054458882|0.268927191|0.003282792|2|0.74801464|-0.107446431|-0.090732503|0.80310139|0.778639593|1|0.7613246490000001|-0.092761756|-0.095213818|0.356444983|0.010831674|-63.36348363|7.208329477|318.5587088|-0.035929742|4.79704394|-1.904276352|-41.08157616|72.32484741|-23.91074854|68.94000009|0.483639625|506.6510632|-1267.269673|8.011984402000001|125.91272279999998|29.49046561|-413.6607749|8.961363774|1.0|1.0|1.0|1.0|1.0|2.0|0.08|27.0|-10.0|5.54|2.06|0.0|125.07|0.0|5.0|-5.59|32.0|-6.13|419.48|0.0|1.0|-5.16|2.54e-06|0.00107|6.91e-06|0.0029|0.0|0.0|9.93e-11|-0.05605|5.2194|703.47|1204.16|350.69|0.2623|237.54|0.51285|0.6953699999999999|-1352.073755|0.2011|-0.20289|-1352.135303|7.4685|7.4685
19i_a38|0.0|0|0.0|0|7.412764017000001|2|2|1.297043925|0.0|-0.008447598|5.351858133|2|0.08414367|-0.4561702689999999|-0.074033381|10.96052467|-0.053762162|0.215263198|-0.250781298|1|0.836170906|-0.040954326|-0.087904124|0.892249657|0.632625562|0|0.747158407|-0.08347616|-0.113250303|0.4748744179999999|0.022576308|-69.40536597|13.83587388|137.7658863|-0.040770109|8.479305267|-2.038505453|-31.35232957|82.98550237|-24.98593175|64.99417804|0.444551315|457.89548719999993|-1249.2965869999998|6.690507557999999|158.161786|33.67721904|-296.5257022|13.5801364|1.0|1.0|1.0|1.0|1.0|3.0|0.14|17.0|-7.12|3.55|2.78|0.0|125.65|0.0|5.0|-4.25|31.0|-6.81|419.43|0.0|1.0|-4.33|5.68e-05|0.0238|4.67e-05|0.0196|0.0|0.0|7.599999999999999e-08|-0.0564799999999999|5.7041|641.31|1101.03|343.17|0.2156|217.36|0.4342|0.69267|-1431.181148|0.1886|-0.2052|-1431.239177|7.9031|7.9031
8c_a32|0.0|1|0.0|0|7.765993078999999|0|0|0.609420757|0.0|-0.0093793719999999|5.733341277|0|-0.026467635|-0.459589251|-0.026048985|10.31100269|-0.0682721729999999|-0.047650724|-0.1534110109999999|0|0.845443342|-0.024032462|-0.11492754|0.8966299409999999|0.7507116140000001|1|0.801747512|-0.076876481|-0.097480366|0.263222951|0.016240436|-58.93213925|9.818219446|126.6561213|-0.027548799|5.935643221|-1.267244762|-28.09723623|74.36515033|-16.654735000000002|56.29419869|0.447542891|484.6996147|-766.1178102000001|7.079719717000001|241.4075262|27.72624296|-121.7388847|15.43301109|1.0|1.0|1.0|1.0|1.0|2.0|0.26|19.0|-7.65|6.49|1.1|0.0|110.47|1.0|7.0|-5.82|27.0|-6.45|397.52|1.0|1.0|-4.39|1.5e-06|0.000597|4.11e-05|0.0164|0.0|0.0|2.23e-08|-0.04161|3.5673|646.97|1090.0|347.56|0.3272|347.56|0.70135|0.70135|-1880.537558|0.3272|-0.18873|-1880.597039|7.4318|7.4318
15a_a22|0.0|0|0.0|1|6.842683282|0|0|1.4229176680000002|1.646649187|-0.0050042229999999|4.727387819|2|0.021482585|-0.280236463|-0.057308195|10.9464374|-0.015194063|0.036467904|-0.165471815|2|0.7392451729999999|-0.09744639|-0.027029438|0.794858486|0.655865336|1|0.86664032|-0.061755825|-0.081705465|0.410151945|0.02126757|-55.4621036|14.43653926|96.58317516|-0.031425179|9.799599501|-1.634109304|-28.45564196|70.12529157|-21.33157831|56.35672103|0.444668211|588.2800507999999|-1109.242072|8.157552588|201.7850124|30.3550786|-275.2352849|14.66318798|1.0|1.0|1.0|1.0|1.0|1.0|0.08|27.0|-9.21|3.87|1.73|0.0|124.05|0.0|6.0|-4.65|32.0|-6.61|420.47|0.0|1.0|-4.68|2.25e-05|0.00945|2.1e-05|0.00881|0.0|0.0|6.1e-10|-0.0600399999999999|5.0577|696.57|1189.31|339.72|312.0|245.14|0.41078|0.69076|-1368.0755869999998|0.0955|-0.21285|-1368.1368730000002|6.8447|6.8447
4f_a46|0.0|0|0.2096617139999999|1|7.825245291|1|1|1.134637108|2.190536659|-0.001035775|5.587248657999999|2|-0.099507167|-0.053860324|-0.056114865|10.96352592|-0.115631645|-0.154986658|-0.123416853|2|0.74106323|-0.2076648489999999|-0.1697014539999999|0.7796270059999999|0.69830739|0|0.934973206|-0.055836642|-0.0674830959999999|0.296072934|0.008734825|-36.60887321|4.738551282|7.730129301|-0.022035297|2.570614463|-1.079729539|-16.43243843|42.21890747|-11.95391778|35.0293449|0.424708366|507.213176|-585.7419712999999|5.654067072999999|130.2830519|15.73210412|-281.9234274|5.6100342670000005|1.0|1.0|1.0|1.0|1.0|0.0|0.38|17.0|-7.21|4.56|2.58|0.0|101.54|0.0|3.0|-4.38|25.0|-5.65|332.44|0.0|1.0|-4.58|4.18e-05|0.0139|2.62e-05|0.00872|0.0|0.0|6.12e-08|-0.02947|4548.0|591.51|1020.33|272.61|0.1719|272.61|0.69208|0.69208|-1033.315821|0.1719|-0.2202599999999999|-1033.36869|6.7375|6.7375
12af_a36|0.0|0|0.0|0|7.412764017000001|2|2|1.29704271|0.0|-0.00989889|5.351858133|2|0.091263447|-0.6038322939999999|-0.074383486|10.96037047|0.00146554|0.154914099|-0.213993335|1|0.813346624|-0.062279009|0.002492952|0.8631180940000001|0.817582774|0|0.755275519|-0.082549457|-0.1054605669999999|0.154396546|0.021921402|-73.23838519|15.22358698|89.56100543|-0.035153522|10.57220682|-2.003750775|-39.81177462|91.25505794|-24.41279506|72.55107063|0.448767097|524.5103537|-1391.529319|8.59579222|229.0052411|36.42391023|-236.4517911|18.01667275|0.0|0.0|0.0|1.0|0.0|3.0|0.17|17.0|-6.93|2.38|1.49|0.0|138.06|0.0|7.0|-3.54|33.0|-7.66|438.48|0.0|0.0|-3.64|0.000292|128.0|0.000227|0.0997|0.0|0.0|1.1800000000000001e-07|-0.05882|5.2352|737.4|1246.55|383.86|427.0|236.83|0.50179|0.70508|-1440.675702|0.0035|-0.19246|-1440.740243|7.8239|7.8239
31_a47|0.0|1|0.0|1|6.842683282|0|0|1.304326813|1.441825189|-0.00869363|4.727387819|2|-0.086842911|-0.417294247|0.074881792|10.9497221|0.001073537|-0.188419195|-0.076351692|2|0.856640117|-0.1978980839999999|0.001622323|0.917597019|0.6463892179999999|1|0.696020038|-0.10715233|-0.1056956209999999|0.486720182|0.021401336|-65.56344002|13.27533898|355.5321928|-0.037580665|8.234748813|-1.691129939|-41.22978713|80.58054906|-23.31144534|79.74238158|0.4741051329999999|431.7441681|-1049.01504|8.214180216|181.972428|32.98913783|-256.3593656|15.01710904|1.0|1.0|1.0|1.0|1.0|2.0|0.1|21.0|-7.62|3.23|2.0|0.0|109.21|0.0|5.0|-4.59|29.0|-6.78|410.83|0.0|1.0|-4.39|2.56e-05|0.0105|4.03e-05|0.0166|0.0|0.0|2.42e-08|-0.0532|3.9744|642.11|1079.4|340.91|0.3264|311.96|0.68276|0.69894|-1735.225703|83.0|-0.20463|-1735.284957|7.8|7.8
32_a47|0.0|1|0.0|1|6.842683282|1|1|1.216307925|1.998170616|-0.003573735|4.727387819|3|-0.013510009|-0.2037028839999999|-0.026022099|10.95005715|-0.044598914|-0.0274939029999999|-0.157688306|2|0.810444864|-0.0094137619999999|-0.078006445|0.858292442|0.634406338|1|0.851627782|-0.05770007|-0.0726950079999999|0.266433793|0.019295804|-52.38450683|13.90468487|28.55112477|-0.026060474|10.01980854|-1.381205148|-29.9621436|68.76811937|-18.77935151|55.48373932|0.44289006|613.6886524|-995.3056298|8.656942728999999|258.5816152|29.28959351|-203.4434306|16.38361254|1.0|1.0|0.0|1.0|1.0|2.0|0.26|21.0|-8.82|4.18|3.11|0.0|125.17|0.0|5.0|-4.81|31.0|-6.34|436.91|0.0|1.0|-5.05|1.5399999999999998e-05|0.00674|8.89e-06|0.0038799999999999|0.0|0.0|1.5e-09|-0.05682|4.9046|692.49|1184.76|336.65|0.2969|252.79|0.48011|0.68986|-1777.843462|0.2839|-0.20778|-1777.90286|7.0|7.0
19_a34|0.0|0|0.0|1|7.412764017000001|1|1|1.438829424|1.898101852|-0.013066507|5.351858133|1|-0.189862762|-0.5357267960000001|-0.143343425|10.95957634|-0.014196676|-0.29861864|-0.401414514|1|0.8022000659999999|0.08178394|-0.0235903339999999|0.8582665429999999|0.818710955|0|0.6399024520000001|-0.112877411|-0.1255804019999999|0.308793959|0.039589023|-62.64265252|19.74799697|131.5318459|-0.039656969|9.850795895|-1.506964829|-28.08688512|77.38527508|-19.78189027|76.05407906|0.467358389|319.1993829|-751.7118302|5.495780422|168.4584665|29.86894781|-161.90813300000002|14.74262256|0.0|1.0|0.0|1.0|1.0|1.0|0.18|17.0|-5.03|2.69|1.08|0.0|83.95|0.0|3.0|-2.73|23.0|-7.01|309.32|0.0|1.0|-3.15|0.00186|574.0|0.000704|218.0|0.0|0.0|9.42e-06|-0.02901|4.1721|538.96|882.87|297.18|0.2189|297.18|0.6897300000000001|0.6897300000000001|-1046.458335|0.2189|-0.20251|-1046.509891|6.0044|6.0044
12au_a36|-3.3109381210000004|0|0.0|0|7.412764017000001|2|2|0.2992539489999999|0.0|-0.009897048|5.351858133|2|0.075815782|-0.613616984|-0.023640632|10.31810353|-0.03802163|0.1320241419999999|-0.261631709|1|0.825565083|-0.021932444|-0.058671909|0.877827228|0.750657639|0|0.698996981|-0.090166553|-0.110305773|0.284342092|0.021569487|-79.35600767|15.51748637|102.3999102|-0.038036474|11.16356587|-2.206115469|-46.66686194|95.91776213|-27.36414058|80.38496714|0.492871181|502.8713191000001|-1587.1201529999998|8.963940512999999|204.2726719|38.21494522|-310.873098|16.56175445|0.0|0.0|0.0|1.0|0.0|3.0|0.17|17.0|-6.87|1.28|0.84|0.0|142.02|0.0|7.0|-3.85|34.0|-8.03|474.54|0.0|0.0|-3.72|0.0001409999999999|0.0668|0.0001889999999999|0.0897|0.0|0.0|1.36e-07|-0.0570899999999999|5.1307|752.27|1283.4|334.15|809.0|241.65|0.58518|0.70395|-1875.89525|0.0158|-0.2087099999999999|-1875.960827|7.3279|7.3279
6_a1|0.0|0|0.0|1|7.535296702|1|1|1.3488280769999998|2.325221088|-0.005477033|5.4161004020000005|1|-0.114683042|-0.230035376|-0.00983397|10.95180041|-0.0538497079999999|-0.180874123|-0.3632559589999999|1|0.798346291|0.13761072|-0.095907969|0.8524898329999999|0.741035199|0|0.8782596159999999|-0.057199415|-0.077422386|0.212044989|0.021009352|-37.41011914|10.15161645|64.63457366|-0.0238222729999999|4.905211525|-0.929068634|-13.35477777|49.61122373|-11.51080589|37.79009463|0.4218263379999999|424.3707604|-448.9214297|5.555887839|204.5077752|19.95772445|-74.17956941|12.20110458|1.0|1.0|0.0|1.0|1.0|0.0|0.22|17.0|-6.02|3.61|1.75|0.0|86.31|0.0|3.0|-3.12|22.0|-6.21|291.35|0.0|1.0|-3.68|0.0007599999999999|221.0|0.00021|0.0613|0.0|0.0|9.51e-07|-0.02214|4.0635|527.41|875.29|305.12|0.3399|305.12|0.69818|0.69818|-935.330989|0.3399|-0.1899799999999999|-935.378591|5.2924|5.2924
46_a18|0.0|0|0.0|0|7.03438793|2|2|1.251088279|0.0|-0.005378956|4.844187086|1|-0.046124025|-0.3872848129999999|-0.0669031009999999|10.94680484|-0.052591109|-0.069691797|-0.224171123|0|0.729629263|-0.015124585|-0.090469229|0.76616843|0.699483099|0|0.8265445990000001|-0.069742249|-0.076485888|0.30524999|0.008975181|-54.33831169|6.376289807000001|0.946462387|-0.029244604|4.5299444310000005|-1.988633091|-35.20023815|63.70285871|-20.77641329|55.92367899|0.4548138479999999|587.2068577|-1412.796104|8.980343774|154.7096476|26.56039822|-401.0164861|9.36454702|0.0|1.0|0.0|1.0|1.0|2.0|0.3|18.0|-8.82|3.68|3.33|1.0|151.14|0.0|7.0|-5.68|36.0|-6.14|480.6|0.0|0.0|-5.47|2.08e-06|0.000999|3.35e-06|0.00161|0.0|0.0|1.51e-09|-0.04995|3225.0|765.33|1380.79|384.45|0.4249|384.45|0.69181|0.69181|-1532.493789|0.4249|-0.18219|-1532.562476|6.7305|6.7305
7_a27|0.0|0|0.0|2|6.842683282|0|0|1.40247849|3.330197625|-0.00601016|4.727387819|2|-0.133453335|-0.288487667|-0.096754293|10.93773474|-0.056500475|-0.220626658|-0.323631281|2|0.801251575|0.147753647|-0.08694032|0.8546689820000001|0.62067794|1|0.85111414|-0.060745542|-0.084531496|0.358145768|0.015099075|-47.44936449|8.475438874|10.66993367|-0.0300556429999999|4.757447929|-1.352503929|-19.13983132|55.55559276|-16.87088515|42.57323098|0.466714317|477.7488532|-759.1898319000001|6.446345598|132.7162621|22.09489892|-295.8891961|8.106228264|1.0|0.0|1.0|0.0|1.0|0.0|0.2|21.0|-6.61|3.32|2.88|0.0|102.36|0.0|3.0|-4.06|26.0|-6.26|345.4|0.0|1.0|-4.28|8.66e-05|0.0299|5.2e-05|18.0|0.0|0.0|2.43e-07|-0.04887|4.1205|606.74|1016.96|300.9|0.4179|300.9|0.61278|0.61278|-1122.249324|0.4179|-0.2162099999999999|-1122.304359|9.0|9.0
47t_a18|0.0|0|0.0|0|7.03438793|1|1|1.25117758|0.0|-0.0128248239999999|4.844187086|0|0.018018036|-0.756664598|-0.011641394|10.94702032|-0.04785474|0.027313444|-0.104274108|0|0.750103977|0.005590928|-0.074774521|0.796935152|0.688453085|0|0.67203319|-0.119202068|-0.103295568|0.240001773|0.014067024|-69.13537385|9.415011332|280.622476|-0.040580402|6.301435212|-2.272502492|-53.39751484|80.00407742|-27.16032544|89.19655162|0.49779009|449.789539|-1520.978225|8.780037801|130.8263901|33.75918118|-407.6438346000001|10.86870356|0.0|0.0|0.0|1.0|0.0|3.0|0.15|18.0|-7.51|2.6|1.64|1.0|129.21|0.0|7.0|-5.58|33.0|-6.46|441.48|0.0|0.0|-4.77|2.65e-06|0.00117|1.7100000000000002e-05|0.0075299999999999|0.0|0.0|3.09e-08|-0.06822|3.1164|703.76|1218.95|397.84|0.5502|397.84|0.6895100000000001|0.6895100000000001|-1470.528808|0.5502|-0.19514|-1470.593659|6.1068|6.1068
14_a47|0.0|1|0.0|0|6.605297921|0|0|1.417758105|0.0|-0.006070958|4.59511985|2|0.017068634|-0.2306964|-0.01670074|10.95058279|0.0295267039999999|0.05124606|-0.061837113|2|0.777675668|-0.085385518|0.050943962|0.8467634620000001|0.579833096|1|0.681598464|-0.093553938|-0.094132436|0.2662137639999999|0.020106089|-47.47362906|10.1400648|64.60629385|-0.034963476|5.113919242|-1.223721666|-23.79514424|61.62381153|-17.63306222|57.32194098|0.474828277|343.7492333|-617.1571777|6.909385453|169.0962983|26.52746264|-166.1354667|14.15018248|1.0|1.0|0.0|1.0|1.0|2.0|0.0|21.0|-7.79|3.97|2.49|0.0|86.58|0.0|3.0|-3.97|24.0|-6.21|323.3|0.0|1.0|-4.13|0.000108|0.0349|7.46e-05|0.0241|0.0|0.0|1.63e-08|-0.06057|3.9671|519.55|849.76|312.53|0.2452|312.53|0.68345|0.68345|-1127.610422|0.2452|-0.22434|-1127.6593779999998|8.1|8.1
7e_a8|0.0|0|0.0|1|7.05012252|0|0|1.394799915|1.3496955309999998|-0.006027596|4.844187086|0|-0.03633378|-0.289324602|-0.11032771|10.94332434|-0.0446343779999999|-0.075638618|0.07125309|0|0.732001738|-0.023521398|-0.072307692|0.790500031|0.577394732|0|0.8291560379999999|-0.08608941|-0.0886889709999999|0.286669793|0.0215993429999999|-53.04282692|12.91806855|86.03149870000001|-0.037446454|7.725998682999999|-1.6850904519999998|-30.79383811|64.23177694|-22.39586026|64.40615805|0.4742828629999999|495.8990914|-1007.813711|7.70387217|133.9683023|28.86058693|-330.14031780000005|11.18895001|1.0|0.0|1.0|0.0|0.0|1.0|0.04|23.0|-8.29|5.16|3.54|0.0|108.43|0.0|4.0|-5.75|29.0|-5.43|385.39|0.0|1.0|-5.41|1.78e-06|0.000686|3.87e-06|0.00149|0.0|0.0|5.07e-09|-0.0697|3.8142|622.23|1060.05|383.1|0.3461|325.06|0.6998300000000001|0.70177|-1300.271093|0.1522|-0.2054699999999999|-1300.327213|4.4547|4.4547
1k_a5|0.0|0|0.0|0|6.605297921|0|0|1.427567903|0.0|-0.0030192829999999|4.59511985|2|-0.095857885|-0.120771321|-0.145151027|10.9489659|-0.011848312|-0.220946861|0.045204303|2|0.7824502320000001|-0.011552666|-0.022280685|0.851987765|0.558485747|0|0.7836926809999999|-0.078995018|-0.074297856|0.425724957|0.010892351|-38.00629774|5.571869083999999|165.11680719999998|-0.0301207529999999|2.850231839|-1.114467843|-20.67084672|47.83775802|-15.40795854|45.98095096|0.48165588|400.8898627|-570.0944662|6.710535795|140.69669409999997|21.25369168|-230.14624|9.83146028|1.0|1.0|0.0|1.0|1.0|1.0|0.0|23.0|-8.3|4.88|2.29|0.0|90.44|0.0|3.0|-3.97|24.0|-5.99|316.33|0.0|1.0|-4.3|0.000106|0.0336|4.970000000000001e-05|0.0157|0.0|0.0|4.99e-09|-0.04516|4.7221|533.8|890.76|281.38|0.6242|262.56|0.53086|0.5282|-1050.418953|0.1239|-0.22504|-1050.468159|7.3188|7.3188
7l_a46|0.0|0|0.256706467|1|7.727094485|1|1|1.160371354|2.1525548|-0.00090473|5.533389489|2|-0.203375108|-0.038903382|-0.074511843|10.9642261|0.050638298|-0.331246137|-0.143129469|2|0.7746144629999999|-0.1237456669999999|0.076724694|0.825629852|0.6539666829999999|0|0.907148114|-0.0565894359999999|-0.06289606|0.253138137|0.011594057|-30.34397256|5.5935102720000005|8.13531199|-0.022013621|2.698568452|-0.880544835|-13.17144326|38.22273917|-10.620390400000002|32.8948756|0.46327253|437.65027010000006|-424.8156159|5.273701985|156.9538706|15.74158869|-168.5385796|7.878766604|1.0|1.0|0.0|1.0|1.0|0.0|0.28|17.0|-6.29|3.59|1.89|0.0|86.96|0.0|2.0|-3.18|22.0|-6.22|290.36|0.0|1.0|-3.72|0.000668|0.1939999999999999|0.0001889999999999|0.0548|0.0|0.0|5.19e-07|-0.03324|4.5464|517.29|879.87|272.71|0.2024|272.71|0.68834|0.68834|-915.446686|0.2024|-0.2231699999999999|-915.493986|5.7122|5.7122
22_a20|0.0|0|0.0|1|6.842683282|0|0|1.4170330269999998|1.915285809|-0.00147607|4.727387819|2|0.09301076|-0.079707783|-0.066832578|10.93106272|-0.038668966|0.155407313|-0.060582944|2|0.7478675859999999|-0.044184455|-0.067650395|0.809440795|0.607038752|1|0.946515026|-0.059893667|-0.067797027|0.425968568|0.0122876139999999|-44.14650378|8.001165067999999|9.022387025|-0.027118811|5.21001405|-1.3559405430000002|-25.39523478|52.90592556|-17.65860151|47.00134116|0.477376285|616.3298149|-882.9300756000001|7.408914181|149.350479|22.91425458|-352.4559681|8.759421782|1.0|1.0|1.0|1.0|1.0|0.0|0.08|27.0|-9.69|5.33|2.61|0.0|121.62|0.0|4.0|-5.6|31.0|-5.58|401.46|0.0|1.0|-5.53|2.48e-06|0.000997|2.98e-06|0.0012|0.0|0.0|2.04e-10|-0.0568|5.5591|694.15|1181.95|312.05|0.2636|223.03|0.38233|0.66063|-1275.598059|0.0015|-0.21856|-1275.657902|6.6364|6.6364
12av_a36|0.0|0|0.0|0|7.412764017000001|2|2|1.297042752|0.0|-0.009925128|5.351858133|2|0.06882889|-0.605432791|-0.021036176|10.96037173|-0.039627578|0.1168328169999999|-0.213993335|1|0.8076780109999999|-0.018133027|-0.067408377|0.8571025990000001|0.817582774|0|0.752447733|-0.082283524|-0.105593135|0.277834652|0.021666882|-73.55299094|15.09249582|99.2415672|-0.035197712|10.51297704|-2.006269572|-39.92474833|91.5101903|-24.51766365|72.40871507|0.491188387|524.1323793|-1397.506828|8.975655204|228.5327731|36.48912989|-239.5042702|17.95719936|0.0|0.0|0.0|1.0|0.0|3.0|0.17|17.0|-6.93|2.38|1.49|0.0|138.06|0.0|7.0|-3.54|33.0|-7.66|438.48|0.0|0.0|-3.64|0.000292|128.0|0.000227|0.0997|0.0|0.0|1.1800000000000001e-07|-0.05307|4.8408|733.21|1247.28|360.39|0.6698|256.12|0.43212|0.70455|-1440.67411|0.0027|-0.19429|-1440.738332|7.4089|7.4089
15_a3|0.0|0|0.0|0|6.823286122000001|1|1|0.619596467|0.0|-0.006742751|4.727387819|3|-0.182934001|-0.289938297|0.126641951|10.33806279|0.021805556|-0.325227172|-0.039798975|3|0.813015336|-0.103599654|0.036380489|0.866559772|0.911346861|1|0.7789088340000001|-0.092342351|-0.107619999|0.451058529|0.007901554|-55.08588323|4.04445331|315.5421792|-0.037667|2.070175472|-1.50667999|-24.19332693|60.30684851|-19.28005913|51.31038923|0.461565365|398.6887321|-771.2023653|5.371119692000001|76.61068671|22.67368656|-358.6340772|5.220965278|1.0|1.0|0.0|1.0|1.0|1.0|0.24|16.0|-5.78|2.21|0.96|0.0|94.29|0.0|2.0|-2.77|23.0|-7.35|321.4|0.0|0.0|-3.02|0.0017|547.0|0.000951|306.0|0.0|0.0|1.66e-06|-0.06319|6.0077|553.81|916.07|334.44|0.4107|206.37|0.2843199999999999|0.67902|-1328.531138|0.0173|-0.22079|-1328.581677|7.6021|7.6021
43_a18|0.0|0|0.0|0|7.03438793|2|2|1.251175234|0.0|-0.005099385|4.844187086|1|-0.05314954|-0.397752066|0.031746165|10.94702053|-0.032429984|-0.079184068|-0.2093696189999999|0|0.713379703|-0.023109314|-0.0579590709999999|0.7458234990000001|0.712848727|0|0.852344887|-0.070166168|-0.0822489459999999|0.3439906129999999|0.006890688|-63.87648583|5.35147222|0.66443384|-0.0311212229999999|4.156080507|-2.302970476|-42.32033664|69.46280937|-24.16948112|59.84418608|0.481954273|661.9512957999999|-1788.541603|10.01438533|97.56464265|27.64206062|-581.4944803999999|5.5863235410000005|0.0|1.0|0.0|1.0|1.0|2.0|0.34|18.0|-9.6|4.5|3.7|1.0|160.76|0.0|9.0|-6.45|38.0|-5.78|508.65|0.0|0.0|-5.96|3.55e-07|0.00018|1.09e-06|0.000554|0.0|1.0|2.52e-10|-0.04949|3.2233|843.1|1493.25|384.65|0.5429|384.65|0.6926800000000001|0.6926800000000001|-1611.126246|0.5429|-0.18145|-1611.198355|6.2041|6.2041
8_a10|0.0|0|0.0|1|7.535296702|1|1|1.3430438530000002|2.071128354|-0.00560152|5.4161004020000005|2|-0.000315856|-0.296880569|-0.15615298|10.92578782|-0.106100115|-0.000504277|-0.132343104|2|0.809386132|-0.015871527|-0.167376069|0.864927472|0.616731847|1|0.874843982|-0.059655303|-0.086233061|0.597912185|0.015758182|-47.16908772|8.619652859|32.98071169999999|-0.029917593|4.714910465|-1.465962037|-17.849103399999997|56.7864899|-16.36478554|41.25082928|0.431797417|478.5356341|-801.8744912000001|6.112185271|151.7094758|22.64553798|-243.5764486|9.617402178|0.0|0.0|1.0|1.0|1.0|0.0|0.22|21.0|-7.6|4.46|2.46|0.0|111.36|0.0|4.0|-4.52|29.0|-6.25|384.43|0.0|1.0|-4.62|3.05e-05|0.0117|2.4100000000000003e-05|0.00926|0.0|0.0|2.49e-08|-0.0623299999999999|4.6964|594.63|1047.58|336.55|0.1596|264.0|0.41583|0.68815|-1257.59269|0.0916|-0.21789|-1257.648047|6279.0|6279.0
28_a34|0.0|0|0.0|1|7.423568444|1|1|1.454781307|1.767685185|-0.016942875|5.351858133|1|-0.201047053|-0.6946578940000001|-0.15803127|10.9595763|-0.0500053959999999|-0.33032879|-0.311884247|1|0.798057295|0.092890802|-0.078146961|0.8582665429999999|0.7829667309999999|0|0.545935562|-0.1306693569999999|-0.140864841|0.316156689|0.03768308|-72.11491331|19.29162755|144.3404619|-0.048190604|9.876233397|-1.831242935|-34.24669822|85.99382787|-24.6708914|86.18702382|0.454339954|279.4884473|-937.4938731|5.613534285|138.2913845|33.80175623|-235.3612529|13.87891455|0.0|1.0|1.0|1.0|1.0|1.0|0.12|17.0|-4.78|1.99|0.88|0.0|85.92|0.0|3.0|-3.27|24.0|-7.04|322.32|0.0|1.0|-3.25|0.000533|172.0|0.000565|182.0|0.0|0.0|1.66e-05|-0.03896|4.2857|544.24|896.02|289.3|0.2043|289.3|0.69263|0.69263|-1100.6525880000002|0.2043|-0.21698|-1100.704833|5.4179|5.4179
