molecula|n9FaRing|SssssC|NaasN|nARing|SaasN|MATS2c|AATSC1c|SRW07|JGI4|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1c|n6aHRing|MATS8d|SIC2|GATS1pe|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|RPCS|FNSA2|DPSA5|DPSA3|TASA|WNSA4|FPSA1|GeomShapeIndex|PPSA1|DPSA4|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
27b_a34|0|0.0|1|1|2.013418486|-0.056026127|-0.010183855|5.351858133|0.042739018|-0.549928192|-0.001438963|-0.029622037|10.95430634|-0.027175221|1|1|0.001228116|-0.175834895|-0.463926296|1|-0.047542374|0.8299950709999999|0.770240631|-57.66200309|-72.21552354|20.42417736|150.83624440000003|0.2165682119999999|142.58786569999998|-0.037292511|-47.54648562|540.9533124|-1.864625537|87.24055613|78.08618045|515.8091561000001|-16.16580511|0.287687241|0.687123753|189.4124225|34.46979951|-279.5721769|627.4287311|15.02503259|1.0|1.0|1.0|1.0|1.0|0.12|3.94|4.11|1.83|2.0|0.0|116.33|0.0|5.0|-5.23|31.0|5.0|-6.14|1.0|3.46|-4.96|0.00243|1.1e-05|0.00449|0.0|6.53e-09|2.67e-06|-0.04121|4.33|4.0935|-1350.055377|691.97|1174.68|0.3621|257.4|577.39|0.47412|0.0252|-0.1652799999999999|11.8546|-0.20649|0.03640275|15.2147|0.65|6.1871|6.1871
4r_a46|0|-0.03033057|1|1|2.051582577|-0.173617329|-0.002826188|5.587248657999999|0.044728682|-0.141309389|0.006236535|-0.1129698999999999|10.96363493|-0.048758575|1|1|0.0061041|-0.237647432|-0.246070691|2|-0.070397185|0.8549242340000001|0.76719475|-42.06465252|-43.14814202|6.071841742999999|176.18445569999997|0.152180218|80.72661483|-0.0259595379999999|-22.88867429|0.0|-1.220098292|51.22472631|48.13649426|449.7405899|-7.304896049|0.285368722|0.839885604|151.3787482|19.26963463|-227.7097083|496.0386301|8.076584289|0.0|1.0|0.0|1.0|1.0|0.35|3.56|3.43|1.52|0.0|0.0|97.9|0.0|3.0|-3.09|25.0|4.0|-6.83|0.0|2.7|-3.55|271.0|0.000279|0.0933|0.0|5.64e-07|0.000188|-0.03073|2.3|4.5209|-1069.447946|571.75|986.04|0.1404|274.25|467.85|0.69085|0.1404|-0.18999|2.6630000000000003|-0.2207199999999999|0.02826942|3.5979|1413.0|5.8499|5.8499
12b_a50|1|0.0|2|1|4.058595679|-0.19841119|-0.002929899|5.82008293|0.034845679|-0.125985651|0.01164808|-0.101728189|10.94501743|-0.115659308|2|2|0.011790103|-0.139522815|-0.246831987|1|-0.189976035|0.8718949979999999|0.660148928|-22.92589265|-33.25880166|10.80329197|8.07905572|0.074083915|37.24447201|-0.0237482779999999|-16.72031641|86.49656508|-0.926182858|47.12729492|33.72918462|465.4891075000001|-6.002164865|0.4268092529999999|0.756824707|214.5713436|20.82911679|-73.59089223|388.171611|13.86849326|1.0|1.0|0.0|1.0|0.0|0.11|2.59|3.42|2.02|0.0|0.0|94.69|0.0|2.0|-3.16|24.0|3.0|-6.44|1.0|2.59|-3.84|215.0|0.000144|45.0|0.0|3.22e-06|0.00101|-0.02974|2.47|3.9305|-1006.664619|539.15|909.8|0.2425|263.3|401.64|0.6016199999999999|0.0777|-0.16451|4.0567|-0.19425|0.02307802|5.6617|4.74|5.3242|5.3242
4S4l_a46|0|0.171853072|1|1|2.155247543|-0.058870177|-0.004736212|5.587248657999999|0.049498645|-0.255755434|0.0066560469999999|-0.060895366|10.94631401|-0.161358058|1|1|0.006162668|-0.1012114369999999|-0.3888343979999999|1|-0.229089688|0.762625193|0.7936534740000001|-49.45536962|-46.10883478|3.888872426|178.19783940000002|0.105217893|57.30330315|-0.029881089|-25.11158939|0.0|-1.523935543|49.6055056|53.34424204|487.3122681|-8.862913904|0.1220608659999999|0.884798257|66.47624804|18.5362581|-411.6630752|579.2365607|3.496670823|1.0|1.0|1.0|1.0|1.0|0.36|4.64|5.02|3.06|1.0|0.0|105.77|0.0|3.0|-5.28|26.0|3.0|-5.23|1.0|4.08|-5.11|0.00182|7.78e-06|0.0027|0.0|9.980000000000001e-08|3.47e-05|-0.02015|4.99|4.1414|-1092.753999|583.76|1040.96|0.2586|234.25|500.66|0.57885|0.0614|-0.17632|2.5083|-0.19647|0.02696794|2.8473|261.0|6.5834|6.5834
18_a20|0|0.0|0|0|0.0|0.1160337319999999|-0.008841844|4.727387819|0.0396875|-0.5039851160000001|-0.005614194|-0.011236836|10.93301779|-0.054458882|1|1|-0.004071701|0.268927191|-0.597167441|2|-0.090732503|0.8162774979999999|0.778639593|-61.73239771|-63.36348363|7.195302872999999|318.5587088|0.23863824|158.7879106|-0.035934845|-42.1615378|82.70867776|-1.904546783|72.31812218|68.92770059|506.6038164|-15.91001426|0.1890889589999999|0.936740671|125.81822920000002|29.4862782|-413.7552685|712.1606951|8.954638548|1.0|1.0|1.0|1.0|2.0|0.08|5.54|4.69|2.06|2.0|0.0|125.07|0.0|5.0|-5.59|32.0|4.0|-6.13|1.0|3.78|-5.16|0.00107|6.91e-06|0.0029|0.0|9.93e-11|4.17e-08|-0.05604|5.35|3.5355|-1352.364724|703.24|1204.88|0.2991|207.41|531.11|0.31154|0.2011|-0.14685|5.3978|-0.20289|0.03787435|8.0505|34.0|7.4685|7.4685
10_a47|0|0.0|0|0|0.0|-0.003570214|-0.008013899|0.0|0.042276423|-0.384667159|-0.008120645|0.0814897|10.93671036|0.007193585|0|0|-0.0065562469999999|-0.349569106|-0.45272733|2|0.011239977|0.8077565520000001|0.6913602740000001|-40.80144983|-50.08559665|5.088920549|103.41137940000002|0.158929034|84.97451737|-0.035388634|-26.77924406|0.0|-1.592488524|57.59863288|45.89037038|449.6950454|-10.11660331|0.198117368|0.699661037|105.9273263|23.5960035|-322.8149102|498.0016816|7.51303623|1.0|1.0|0.0|1.0|2.0|0.09|5.12|5.92|3.21|2.0|0.0|106.43|0.0|3.0|-5.75|27.0|4.0|-5.08|1.0|4.41|-5.5|0.000638|3.18e-06|0.00114|0.0|1.4199999999999999e-09|5.110000000000001e-07|-0.0486399999999999|4.37|3.7236|-1188.405988|579.86|997.16|231.0|214.9|426.55|0.53909|0.2175|-0.15445|1.9281|-0.20309|0.03158831|2.8795|13.0|7.9|7.9
8c_a31|0|0.0|0|1|0.0|-0.012583838|-0.01275867|5.733341277|0.03995098|-0.574140137|-0.0080009219999999|-0.1903992189999999|10.31169969|-0.1029580369999999|2|2|-0.004832959|-0.178276512|-0.513257014|0|-0.1759864119999999|0.896193695|0.87237334|-64.57121646|-70.64275621|16.3656112|133.3100368|0.3739272389999999|206.2599245|-0.039640027|-38.96685783|477.2277896000001|-1.66488115|82.77037329|80.93682766|345.3445134|-12.06117028|0.27691747|0.90508624|152.7489054|30.23944586|-246.1066271|423.1367008|12.12761708|1.0|1.0|1.0|1.0|2.0|0.29|4.89|3.13|0.85|0.0|0.0|93.45|0.0|5.0|-4.42|24.0|5.0|-6.7|1.0|2.83|-3.63|13.0|0.000237|0.0811|0.0|7.45e-07|0.0002549999999999|-0.03222|1.83|3.8492|-1426.166503|595.67|981.89|0.2597|322.11|475.72|0.7005|0.2597|-0.15985|3.3453|-0.19207|0.03744829|5.1815|0.81|6.0915|6.0915
18b_a30|0|0.0|0|2|0.0|0.036563014|-0.006947027|5.351858133|0.041767677|-0.375139476|0.003099827|0.016709918|10.31163838|-0.051413084|1|1|0.0036417359999999|-0.072825879|-0.45633339|1|-0.089945913|0.8839272779999999|0.760234689|-52.09100293|-63.07862164|13.14992762|77.65678625|0.130659636|86.42600053|-0.036237883|-41.72392601|0.0|-1.811894154|75.30642440000001|65.24093056|575.0330633|-15.85509189|0.240284312|0.7388650920000001|158.9382363|31.55111394|-343.5825913|666.0036144999999|12.22780277|1.0|0.0|1.0|1.0|1.0|0.13|3.87|2.49|2.17|2.0|0.0|131.99|0.0|5.0|-5.49|31.0|5.0|-6.33|0.0|2.42|-4.8|0.00137|1.57e-05|0.0066599999999999|0.0|2e-07|8.47e-05|-0.06142|3.64|3.5256|-1668.034279|697.37|1178.08|0.3576|351.66|563.55|0.67715|0.3576|-0.14385|4.8198|-0.2052699999999999|0.03910602|6.5037|25.0|7.6003|7.6003
12e_a36|0|0.0|0|2|0.0|-0.064019914|-0.007100632|5.351858133|0.040899471|-0.404736007|0.002951176|-0.0586405829999999|10.95346131|-0.084051264|1|1|0.003962098|0.244642918|-0.43688276|1|-0.144846626|0.847602953|0.856274847|-44.83739063|-64.2330904|12.12502373|65.27404529|0.161913613|102.9838531|-0.036203518|-40.85494129999999|5.735288795|-1.918786459|75.50154216|56.96241436|533.058116|-14.64611103|0.238923581|0.875194483|151.9654247|30.25577504|-332.11111980000004|662.0530478999999|11.26845175|1.0|0.0|0.0|1.0|2.0|0.17|3.24|2.19|2.24|1.0|0.0|128.72|0.0|5.0|-4.16|30.0|4.0|-6.55|0.0|2.14|-4.3|0.0274|5.05e-05|0.02|0.0|1.08e-07|4.270000000000001e-05|-0.04962|3.48|3.6699|-1272.2668210000002|673.57|1142.19|0.4537|323.18|507.03|0.6814600000000001|0.0006|-0.15189|6.5974|-0.20151|0.03037051|8735.0|14.0|7.8539|7.8539
26_a47|1|0.0|1|0|1.06819297|0.11828578|-0.012090143|4.727387819|0.045681818|-0.544056455|-0.0098410169999999|-0.046771537|10.94972213|0.0081426509999999|1|1|-0.008325552|-0.24731748|-0.5899218279999999|2|0.0120097289999999|0.910081385|0.651797437|-57.01987795|-59.08415114|12.13564316|9.608109253|0.2895618|168.2587945|-0.038735145|-34.3326642|60.07342336|-1.626876095|73.39007585|69.15552111|412.8219782|-13.07911017|0.282360823|0.90465254|164.0744453|31.36429668|-252.9318822|457.1122177|14.3059247|0.0|1.0|1.0|0.0|2.0|0.05|2.84|4.68|2.59|1.0|0.0|104.8|0.0|4.0|-4.86|28.0|5.0|-6.51|1.0|3.18|-4.56|0.00545|2.77e-05|11.0|0.0|5.97e-08|2.37e-05|-0.06279|4.37|3992.0|-1696.096597|592.84|1006.59|0.3197|258.5|443.78|0.50921|77.0|-0.16642|3.6825|-0.22921|0.02111593|4.8242|13.0|7.9|7.9
IN1166_a11|0|0.0|0|0|0.0|-0.089778965|-0.006882528|4.727387819|0.044021739|-0.378539035|-0.003356527|0.0266218529999999|10.95053349|-0.037793156|1|1|-0.001446486|0.032420935|-0.462344944|2|-0.067328767|0.827254552|0.790249345|-51.07061499|-61.90325275|13.82641888|112.0066065|0.136726441|94.40543077|-0.031642539|-42.74230509|20.83871871|-1.6137695069999998|76.76995134|64.89703387|596.0640225999999|-15.08551944|0.305697179|0.8639230290000001|211.0745642|31.46783535|-268.3203251|676.2770877|14.86669859|1.0|1.0|1.0|1.0|2.0|0.08|5.01|4.53|0.92|1.0|0.0|123.82|0.0|5.0|-5.11|32.0|5.0|-6.52|1.0|3.31|-4.78|0.00323|1.65e-05|0.00688|0.0|6.59e-11|2.75e-08|-0.07275|3.36|3.2827|-1347.298558|704.48|1198.36|0.3425|248.68|554.63|0.4358399999999999|0.1239|-0.13823|3365.0|-0.21098|0.04189898|4.3481|12.0|7.9318|7.9318
14ac_a23|1|-9.994971573|2|0|2.7104403130000003|0.0763230759999999|-0.011656739|5.351858133|0.048351548|-0.66443411|-0.0066006519999999|0.0518788009999999|10.3132169|0.043387326|2|2|-0.004445662|0.068237909|-0.562985112|2|0.054652466|0.834426845|0.537271445|-66.72452104|-73.32014595|12.70997824|57.45545019|0.068856366|51.99287907|-0.043970249|-55.36344264|0.327656318|-2.330423202|87.75911516|79.43449928|703.0989434999999|-25.07023818|0.192217908|0.95751094|145.1421706|41.10214358|-464.8074813999999|718.3324686000001|14.43896921|1.0|0.0|1.0|1.0|1.0|0.12|5.52|8.36|4.6|2.0|1.0|130.29|0.0|7.0|-7.31|38.0|10.0|-5.84|0.0|5.43|-6.65|2.69e-05|2.24e-07|0.000123|0.0|9.25e-10|5.06e-07|-0.08813|4.93|3.6325|-2304.001319|751.54|1285.58|0.3209|309.85|627.76|0.6408|0.2391|-0.15055|6.3004|-0.23868|0.02262555|8.6341|4.0|8.3851|8.3851
1i_a5|0|-4.358943904|0|0|0.0|-0.145964178|-0.006494891|4.59511985|0.0253888889999999|-0.279280326|-0.0012491689999999|-0.174016111|10.94550053|-0.003198529|1|1|-0.000700145|0.059972925|-0.403861432|2|-0.00496377|0.8436458929999999|0.513260607|-50.81756452|-46.82694838|4.621144795|201.1526326|0.112394438|62.64191946|-0.03570792|-26.09853285|0.213644964|-1.428316788|57.78921354|55.43870932|494.6981114|-11.09187646|0.240540403|0.8858245220000001|134.0627959|26.20475553|-289.21443910000005|403.396385|10.96226516|1.0|1.0|0.0|1.0|1.0|0.05|5.48|6.37|2.73|2.0|0.0|95.49|0.0|4.0|-4.79|27.0|6.0|-5.73|1.0|4.12|-4.97|0.00589|1.0800000000000002e-05|0.00396|0.0|1.3300000000000002e-09|4.86e-07|-0.05729|3.58|4.3799|-1288.356212|569.42|957.58|0.7585|262.44|443.05|0.4571199999999999|0.0207|-0.17945|2.6336|-0.23674|0.03383899|2.8939|24.0|7.6198|7.6198
11_a15|0|0.0|0|1|0.0|-0.1758968389999999|-0.0064953419999999|0.0|0.02962963|-0.402711212|0.001806571|-0.0856783419999999|10.95979791|0.023543401|0|0|0.003766915|-0.056500144|-0.363940085|2|0.0432314409999999|0.76664841|0.796300317|-44.15161868|-66.78526188|12.69062406|143.8088883|0.105461874|72.27026771|-0.033606127|-45.76619542|0.0|-1.949155337|79.1792768|56.84224275|613.0036107000001|-15.7814467|0.260684316|0.8869452090000001|178.640152|31.14961732|-327.9935744|830.7967967000001|12.39401492|1.0|1.0|1.0|0.0|1.0|0.07|4.33|6.69|2.52|2.0|0.0|138.24|0.0|6.0|-6.32|34.0|4.0|-5.26|0.0|4.62|-6.1|0.000214|7.970000000000001e-07|0.000357|0.0|1.27e-09|5.7e-07|-0.03877|5.04|2.9595|-1450.740771|739.57|1284.85|0.2657|263.2|568.22|0.58935|0.0011|-0.12134|812.0|-0.16011|0.03503399|1.3581|739.0|6.1314|6.1314
14ab_a23|1|0.0|2|0|3.4171257980000003|0.065530542|-0.0050415|5.351858133|0.04314059|-0.287365522|0.013012022|0.010803172|10.313217300000002|-0.03821899|2|2|0.012103325|0.038241896|-0.449699921|2|-0.05990912|0.8072028240000001|0.693959193|-35.59605095|-52.21744789|12.31039874|40.23721489|0.07577767|51.89838547|-0.031648261|-35.76253038|82.79560776|-1.677357849|61.60741239|47.90644969|632.9786397|-14.84482393|0.202162933|0.885272615|138.4567483|27.16741043|-407.9635285|733.3886349999999|9.389964491|0.0|0.0|1.0|1.0|1.0|0.12|4.4|4.63|3.45|2.0|1.0|130.22|0.0|5.0|-6.23|32.0|4.0|-5.92|0.0|4.12|-5.55|0.000259|2.81e-06|0.00123|0.0|6.9799999999999995e-09|3.07e-06|-0.07146|4.1|3.6587|-1708.563399|719.66|1238.27|0.3893|338.88|595.23|0.66532|0.3893|-0.14778|5.9624|-0.21924|0.02013145|8.4721|4.0|8.4012|8.4012
18c_a30|0|0.0|0|2|0.0|0.12157783|-0.0109670669999999|5.351858133|0.042560386|-0.625122815|-0.003436924|0.0119521719999999|10.31163825|-0.0351777|1|1|-0.002215642|0.0211588229999999|-0.562807327|1|-0.058608635|0.885516463|0.802578397|-71.31647561|-75.33411705|13.07260474|384.391404|0.282947974|191.0545887|-0.042101245|-50.86775696|103.215593|-2.2313660090000003|87.76550537|84.38908035|484.1740985|-19.19537998|0.214007997|0.81455244|144.5043388|36.16826708|-386.2200097|713.7769663|12.43138832|1.0|0.0|0.0|1.0|2.0|0.13|3.04|1.72|2.06|1.0|0.0|135.37|0.0|6.0|-5.01|32.0|5.0|-7.05|0.0|1.91|-4.3|0.00427|5e-05|0.0221|0.0|6.520000000000001e-07|0.000288|-0.05575|4.54|3.4848|-1744.500825|711.56|1209.11|0.3879|355.78|543.46|0.69123|0.3879|-0.14225|6.6462|-198.0|0.04503016|8.64|12.0|7.9208|7.9208
13k_a6|0|0.0|0|1|0.0|0.031525207|-0.014257799|5.351858133|0.04162037|-0.8554679409999999|-0.009326562|0.0809333929999999|10.95129637|-0.072504783|1|1|-0.006280295|0.08217847|-0.5627624379999999|1|-0.123105035|0.84018367|0.827754203|-82.8774254|-88.29427104|20.6185734|183.1261118|0.3589674579999999|249.215618|-0.045420752|-61.29890279999999|113.5526088|-2.543562101|100.7779947|103.4959988|445.0412356000001|-21.89246528|0.202868306|0.7422570490000001|140.8427117|39.55891914|-412.5714301|741.5222707|12.48372364|1.0|1.0|1.0|1.0|3.0|0.16|4.55|3.8|1.39|1.0|0.0|124.98|0.0|7.0|-5.49|33.0|5.0|-6.59|1.0|3.18|-4.77|0.00144|1.7100000000000002e-05|0.0075599999999999|0.0|1.29e-09|5.7e-07|-0.04851|5.41|3.5476|-1465.862962|731.25|1246.69|0.3971|242.53|577.68|0.4547|0.0137|-0.14589|8.1639|-0.1944|0.0308324|10.5079|46.0|7.3372|7.3372
15a_a10|0|0.0|1|1|2.141907675|-0.214195114|-0.00244937|5.4161004020000005|0.033912037|-0.144512841|0.011418154|-0.060539141|10.92966696|-0.062038567|1|1|0.01192767|-0.19937094|-0.188634555|2|-0.1074837719999999|0.820233357|0.713078124|-29.50952422|-49.47045259|10.10411407|42.41151044|0.084862776|54.61835033|-0.025155581|-31.83957238|122.7715002|-1.3835569680000002|60.98047923|39.61363829|588.9895149|-10.42022369|0.323526799|0.68815941|208.2243923|23.93343877|-227.1590805|697.5493042|11.51002664|0.0|1.0|1.0|1.0|0.0|0.29|3.95|4.05|1.93|1.0|0.0|118.92|0.0|6.0|-3.97|30.0|5.0|-6.52|1.0|3.33|-4.4|0.0432|3.94e-05|0.0157|0.0|1.63e-08|6.51e-06|-0.04742|2.4|3.7639|-1278.452284|687.57|1179.28|0.3558|215.08|563.27|0.47484|0.1583|-0.1559299999999999|4.7512|-0.20335|0.02976259|6.1108|24.0|7.6198|7.6198
7f_a10|0|-4.8022906380000006|1|1|1.924772416|0.103083789|-0.011104817|5.4161004020000005|0.037386831|-0.5663456689999999|0.00189949|-0.000498274|10.92948443|-0.0971900919999999|1|1|0.0030999659999999|-0.309622111|-0.5846516820000001|2|-0.137271684|0.8499946070000001|0.5209683970000001|-35.78096407|-53.02456669|4.441786155|15.96885516|0.068226214|38.0022453|-0.03645808|-29.53487321|0.3440879|-1.713529756|60.16185231|40.22275023|519.0013298|-11.31122804|0.178213448|0.6738319429999999|99.26552746|24.71113795|-358.4725202|527.8079877|7.137285626000001|1.0|0.0|1.0|1.0|0.0|0.23|5.07|6.57|2.64|2.0|0.0|106.77|0.0|4.0|-5.54|30.0|7.0|-5.47|0.0|4.39|-5.6|0.00119|2.52e-06|0.00103|0.0|7.38e-09|3.03e-06|-0.0613|4.93|3.6256|-1442.216293|597.28|1034.38|348.0|214.67|426.07|0.34467|0.0191|-0.15627|2.2631|-0.2175699999999999|0.01616879|3.2524|141.0|6.8508|6.8508
12d_a31|0|0.0|0|1|0.0|0.039097757|-0.012448252|5.733341277|0.0359583329999999|-0.697102094|-0.002456634|-0.085780934|10.31169788|-0.032270224|2|2|0.000127275|-0.067477864|-0.550805937|0|-0.057226679|0.873955169|0.771222772|-66.58534562|-81.56033123|21.06095035|157.30671669999998|0.294550252|208.9297871|-0.032542687|-57.85220856|557.514503|-1.724762406|99.79879739|87.64629597|500.3881827|-16.37326657|0.361635149|0.63768714|256.5143096|36.15974873|-196.2893506|647.1500428999999|18.23846616|1.0|1.0|1.0|1.0|2.0|0.38|6.04|4.09|1.31|2.0|0.0|112.97|0.0|9.0|-5.61|29.0|5.0|-6.36|1.0|3.76|-4.39|0.0010199999999999|4.06e-05|0.0167|0.0|2.3500000000000002e-08|9.69e-06|-0.03128|5.0|3.8477|-1657.471849|730.86|1201.63|0.2566|322.23|626.33|0.7006600000000001|0.2566|-0.15968|2.4186|-0.19096|0.04338158|3.3585|0.51|6.2924|6.2924
20a_a10|0|0.0|1|1|2.113798134|-0.0774974029999999|-0.0034618129999999|5.4161004020000005|0.036415094|-0.197323337|0.008214031|-0.010695558|10.9296614|0.011011878|1|1|0.008297595|-0.058994157|-0.281099208|2|0.019448804|0.817646497|0.63495222|-43.19189039|-47.37850712|8.860330345|66.52185003|0.086318664|56.1599532|-0.028008251|-30.82502228|47.01787447|-1.456429076|58.1398225|52.05222074|594.4519837|-11.8557778|0.266548108|0.826159649|173.41938059999998|24.84485067|-303.7731758|719.5272609|10.76131538|1.0|0.0|1.0|1.0|0.0|0.11|5.06|5.77|2.53|2.0|0.0|126.35|0.0|4.0|-5.68|33.0|5.0|-5.82|1.0|4.27|-5.59|0.000888|2.56e-06|0.0011|0.0|3.61e-10|1.55e-07|-0.06611|3.98|3.8312|-1389.164302|696.63|1200.92|0.2738|259.16|524.02|0.50193|107.0|-0.1613099999999999|2.9429|-0.2274199999999999|0.03217287|3.2116|1.2|5.9208|5.9208
4c_a46|0|0.139403726|1|1|2.137504882|-0.068543882|-0.005085922|5.587248657999999|0.0440307329999999|-0.300069396|0.010177371|-0.051150771|10.94298307|-0.068256579|1|1|0.010040825|-0.165951544|-0.421467037|1|-0.0976963169999999|0.761921603|0.65145414|-40.22007179|-55.2981278|8.799732282999999|35.22734468|0.109222605|69.02325225|-0.029688832|-34.9456654|53.13410852|-1.662574604|60.67664538|49.01980408|562.9269925|-11.85656505|0.159246215|0.8211086059999999|100.6356847|22.31552819|-430.6788754|696.2528933|5.378517586|1.0|0.0|1.0|1.0|0.0|0.38|5.11|5.24|3.4|2.0|0.0|115.03|0.0|5.0|-5.55|29.0|4.0|-5.39|0.0|4.44|-5.28|0.00109|5.3e-06|0.00207|0.0|2.39e-08|9.32e-06|-0.04381|6.38|4.1026|-1245.4159619999998|683.75|1176.07|0.2296|227.16|617.56|0.42391|0.2083|-0.17085|4.1039|-0.21466|0.02299741|5.4491|2008.0|5.6972|5.6972
SB431542_a8|0|0.0|1|1|1.4114120369999998|-0.007805495|-0.014434378|5.4161004020000005|0.041909722|-0.721718925|-0.0075336219999999|-0.029382296|10.94951956|-0.0453332859999999|1|1|-0.005306541|0.156874293|-0.494976661|1|-0.072891515|0.8220300859999999|0.7318727540000001|-76.82006387|-74.57768059|20.78806656|170.1252996|0.434670151|260.1744351|-0.048754953|-44.6389196|89.26670319|-2.242727845|89.64885355|97.60813043|338.38158389999995|-17.46740332|0.239171941|0.908729075|143.157805|38.35632812|-312.2404091|529.053307|15.07117296|0.0|0.0|1.0|1.0|2.0|0.05|3.13|2.72|1.9|1.0|0.0|109.21|0.0|4.0|-4.4|30.0|5.0|-7.04|0.0|2.58|-4.14|16.0|7.28e-05|0.0292|0.0|1.74e-07|6.96e-05|||||||||||||||||79.08|4.1019|4.1019
14z_a23|1|0.0|2|0|3.305974434|0.08752343|-0.005892861|5.351858133|0.04314059|-0.30053593|0.009174505|-0.0438568409999999|10.31321795|-0.0229244|2|2|0.007229683|0.0708381429999999|-0.46459002|2|-0.035965909|0.8668730109999999|0.64069202|-40.56245532|-55.54823244|12.77192721|40.18308023|0.074698898|52.02674091|-0.03393829|-38.68856944|79.960755|-1.595099623|66.77741935|53.33438253|644.4593172|-16.46322104|0.214395551|0.903664694|149.3235124|30.08835522|-397.8390333|665.6233736|11.22918692|0.0|0.0|1.0|0.0|1.0|0.05|4.64|5.32|3.99|2.0|1.0|130.3|0.0|5.0|-6.77|32.0|4.0|-5.8|0.0|4.49|-6.13|8.18e-05|7.37e-07|0.000354|0.0|2.6899999999999996e-09|1.29e-06|-0.08503|4.73|3.6632|-2549.107748|715.41|1221.92|0.3201|307.5|586.28|0.66217|0.2917|-0.15195|5.9301|-0.23698|0.01238131|7.9877|5.0|8.2941|8.2941
12z_a36|0|0.0|0|2|0.0|-0.065211069|-0.007671785|5.351858133|0.041767677|-0.421948174|-0.000143196|-0.010881947|10.95429182|-0.030529442|1|1|0.001194592|0.066366917|-0.433580807|1|-0.0533649729999999|0.886776351|0.8212311840000001|-54.11489962|-68.09761735|15.50078625|114.3931487|0.165209595|109.572766|-0.036238222|-45.16471514|15.59091678|-1.848149347|83.07227002|69.61568586|553.6621150000001|-15.940487699999998|0.287317638|0.844286292|190.5590792|33.72393432|-282.1167226|642.3830552000001|14.97465267|1.0|0.0|0.0|1.0|2.0|0.13|2.75|1.76|1.38|1.0|0.0|128.47|0.0|5.0|-3.99|31.0|5.0|-7.08|0.0|1.66|-3.95|0.0412|0.000113|0.0458|0.0|2.21e-07|8.97e-05|-0.05642|2.98|3.8969|-1325.195958|686.33|1153.7|0.4423|318.16|539.36|0.69397|0.4423|-0.1575|4814.0|-0.2139199999999999|0.03845474|6.5892|5.0|8301.0|8301.0
EW7203_a60|0|0.0|0|2|0.0|0.025672274|-0.00698487|5.351858133|0.041767677|-0.377182982|0.003099827|0.03824498|10.31162855|-0.051413084|1|1|0.0036417359999999|-0.1696249719999999|-0.458129101|1|-0.089945913|0.8839272779999999|0.760234689|-49.19385637|-62.23028092|13.03554647|80.48638339|0.113924842|73.67602619|-0.036566012|-40.24477665|0.0|-1.828300603|73.82739839|62.22940284|573.0312689|-15.29301513|0.233162923|0.989250745|150.7881632|30.83771958|-345.1309687|666.0036144999999|11.59711747|1.0|0.0|1.0|1.0|2.0|0.13|3.87|2.6|2.17|2.0|0.0|133.97|0.0|5.0|-5.74|31.0|4.0|-6.35|0.0|3.09|-4.82|0.000768|1.53e-05|0.0065|0.0|2e-07|8.51e-05|-0.06188|3.64|3.5192|-1668.025575|678.83|1166.44|0.2385|247.15|546.85|0.40883|0.0448|-0.1446599999999999|1.7676|-0.20654|0.03203878|2.5159|9.0|8.0334|8.0334
