molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|SRW09|nAHRing|BCUTs-1|SaasN|MATS2c|SRW07|n6HRing|JGI4|MATS7i|SaaaC|AATSC1are|BCUTi-1|n5aRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|n6aHRing|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PNSA3|PNSA5|PPSA3|RNCS|TPSA_x|WNSA5|WPSA3|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|TASA|PNSA2|WNSA4|FPSA1|GeomDiameter|WNSA2|FPSA5|DPSA2|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Molecular Mass|Egan filter|Log S (ESOL)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
6_a4|0.0|0|0|0.0|7.535296702|1|1.271761557|2.170234316|-0.19701009|5.4161004020000005|2|0.035283951|0.042096749|2.186806868|0.011457667|10.92992785|1|0.01098094|0.0671397079999999|-0.046166422|-0.073630392|2|0.664247086|1|0.945545838|-0.052396457|-0.0670158929999999|-29.18838891|-37.33240845|4.324187697|14.1731579|30.33467048|-20.7966895|2.408866521|45.93422613|0.814470803|-16.25991695|42.27020924|-13.71394596|526.7333132|-671.9833521|-7.639600225|0.1855291969999999|9.981741408|-374.340411|0.008863911|825.0551765|0.0|1.0|1.0|0.0|0.26|-7.99|5.1|5.23|3.09|109.7|0.0|3.0|-4.91|27.0|354.45|0.0|-5.11|4.28|0.0|1.04e-08|4.11|4.0354|-1108.585859|613.83|453.87|0.5877|-1108.338577|-0.16959|2.8026|-0.2182599999999999|0.02244097|-1108.392115|1.3|5.8861|5.8861
6a_a40|0.0|0|0|0.0|8.421342866|1|0.604893625|1.78213955|0.117890918|6.401917197|0|0.035707071|-0.146542353|0.775942224|-0.001347823|10.30179985|2|-0.001171195|-0.272320301|-0.021759541|-0.040435852|0|0.657059571|1|0.733750993|-0.109047987|-0.117413572|-68.11170799|-73.33687786|10.24294396|185.06174|166.2999483|-45.80643937|6.397774285|36.84483305|0.8678518190000001|-42.542782200000005|81.37714586|-30.69915817|458.303126|-1320.063801|-19.17478857|0.132148181|11.8691482|-824.5159087000001|0.012872604|1521.070502|1.0|0.0|1.0|1.0|0.21|-4.05|4.38|3.07|1.62|120.14|1.0|5.0|-7.11|29.0|442.53|1.0|-4.99|3.77|1.0|8.950000000000001e-05|7.73|2.9836|-2371.579899|649.48|497.78|0.6782699999999999|-2371.3827|-0.11995|6.9379|-0.21255|0.01952089|-2371.443161|0.04|7.3979|7.3979
12p_a36|0.0|0|0|3.392386149|7.412764017000001|2|1.297044387|0.0|-0.0494658159999999|5.351858133|2|0.042804233|0.114716581|0.0|-0.002526241|10.96052769|1|-0.000673716|0.2461794139999999|-0.101303149|-0.217394466|1|0.698414933|0|0.748438833|-0.082569108|-0.108380023|-51.98017377|-68.22905781|12.71795723|83.24921731|158.3666517|-42.95260501|8.006403882999999|0.0|0.759126153|-32.72335782|80.40682298|-24.56246081|471.1687161|-1228.123041|-15.4629378|0.240873847|14.3885803|-773.1468902|0.019344052|1617.811526|1.0|1.0|0.0|2.0|0.14|-6.86|3.13|2.44|2.4|123.71|0.0|5.0|-3.89|30.0|399.42|0.0|-4.16|2.78|0.0|1.4e-07|3.41|3.8372|-1332.182868|660.71|506.89|0.66559|-1331.947748|-0.15608|4.8805|-0.21131|0.03396697|-1332.006106|9.0|8.0458|8.0458
20b_a10|0.0|0|0|0.0|7.535296702|1|1.343837209|2.103422978|0.048567614|5.4161004020000005|2|0.035818182|-0.030238422|1.854149459|0.001965496|10.92966143|1|0.002637529|-0.049452599|0.019531637|0.031942481|2|0.6980623109999999|1|0.75259177|-0.094975935|-0.088479815|-60.68950774|-56.53849503|8.331370518|81.39248686|158.09355980000004|-36.12803002|5.323735696|91.02309592|0.7616213270000001|-38.78052212|67.46831286|-21.58742537|480.905232|-1187.308396|-13.79433873|0.238378673|13.838742600000002|-758.6886304|0.0171045989999999|1558.922202|1.0|1.0|1.0|1.0|0.11|-8.93|4.23|5.0|2.41|129.73|0.0|5.0|-5.22|34.0|447.49|0.0|-5.09|3.52|0.0|1.1699999999999999e-09|4.88|3.9013|-1465.62724|687.84|482.93|669.0|-1465.333983|-0.16388|5725.0|-0.2217199999999999|0.03930765|-1465.395231|1.1|5.9586|5.9586
12w_a30|0.0|0|0|0.0|7.412764017000001|2|0.604983445|0.0|0.063514061|5.351858133|2|0.044197531|-0.0999572419999999|0.0|0.002431329|10.31162873|1|0.001805829|-0.173643543|-0.0493878409999999|-0.0857954809999999|1|0.711738503|0|0.8522163970000001|-0.076611264|-0.096032733|-52.53307388|-65.85056003|10.59162334|82.06520565|101.3366249|-45.15435649|7.262777048999999|0.0|0.8077976990000001|-36.02242934|75.77366969|-25.53389062|584.3729039|-1251.160641|-17.50883211|0.192202301|14.70077638|-857.9327732|0.014471302|1548.85393|1.0|1.0|0.0|1.0|0.14|-7.8|5.11|3.92|3.79|137.3|0.0|5.0|-6.58|31.0|467.37|0.0|-6.04|5.12|0.0|1.58e-08|5.08|3.5585|-2494.966575|716.83|577.06|0.68423|-2494.743475|-0.15073|2.4229|-0.20755|0.0345723|-2494.807027|15.0|7821.0|7821.0
19_a4|-3.21497177|0|0|0.0|7.535296702|1|0.29641517|1.943606348|-0.121320311|5.4161004020000005|1|0.040511696|-0.052325802|0.0|0.006243904|10.30966825|1|0.009687676|-0.086166959|-0.0255403279999999|-0.042058265|1|0.514505012|0|0.820765063|-0.070677568|-0.0759826109999999|-38.9063534|-41.82665583|7.168604362000001|15.411502800000004|98.66465411|-23.02459887|3.946149569|13.25878373|0.764880253|-21.41704046|49.73882261|-15.93396412|451.8120313999999|-669.2264932|-8.771275759|0.235119747|11.01887515|-368.3935819|0.0143733|874.9428297000001|1.0|0.0|1.0|0.0|0.16|-6.09|2.97|4.32|2.16|98.19|0.0|3.0|-3.81|25.0|351.42|0.0|-3.97|2.62|0.0|8.070000000000001e-07|6.67|4.1858|-1446.939719|583.39|500.34|0.67535|-1446.760398|-0.17004|5.8295|-0.22298|0.02985188|-1446.813896|19.5|4.71|4.71
12b_a40|0.0|0|0|0.0|7.515889085|0|0.604989475|1.713497417|0.084915315|5.4161004020000005|0|0.04020202|0.1744506639999999|0.747253086|0.00779293|10.31197236|2|0.004452418|0.279216571|0.023952313|0.038336814|0|0.522580798|1|0.955647156|-0.065048707|-0.074921647|-37.05091872|-42.67442006|6.17734692|80.72126798|25.26281742|-24.3068084|3.518538455|48.17000329|0.856829717|-21.10373336|48.54667776|-19.27231874|544.3244990000001|-597.4418808999999|-10.97726831|0.143170283|16.09989085|-340.29531769999994|0.010309671|697.2702616|0.0|1.0|0.0|0.0|0.0|-8.39|6.58|6.74|5.07|101.78|0.0|2.0|-7.71|24.0|415.12|1.0|-7.11|6.68|0.0|4.08e-09|6.27|3407.0|-3016.999329|576.38|490.5|0.69476|-3016.927883|-0.14267|4.5528|-0.22546|0.01251873|-3016.980996|0.04|7.3979|7.3979
6_a15|0.0|0|0|0.0|0.0|0|1.419941278|0.0|-0.199979249|0.0|1|0.042926829|0.106485923|0.0|0.001080419|10.95880677|0|0.003942615|0.153430865|-0.195267558|-0.281352401|1|0.810779115|0|0.859308431|-0.07051817|-0.123000073|-41.14459066|-71.76572566|17.20414198|105.4415725|82.0880213|-41.87249058|10.03794313|55.65697829|0.581974721|-24.00625743|88.94853813|-17.94143141|501.3728188|-932.9544335|-10.46812265|0.4180252789999999|10.02135591|-544.3423775|0.029449813|1603.08412|1.0|0.0|1.0|1.0|0.23|-7.95|4.43|5.26|2.18|109.7|0.0|7.0|-5.66|28.0|380.44|0.0|-5.14|4.64|0.0|1.13e-08|3.94|3.7696|-1263.0243449999998|612.22|545.21|0.70554|-1262.75978|-0.15714|1.3789|-0.18133|0.01711539|-1262.820532|35.0|7.4559|7.4559
12b_a30|0.0|0|0|0.0|7.412764017000001|2|0.604984682|0.0|0.047132642|5.351858133|2|0.042804233|-0.074391852|0.0|0.001139238|10.31162898|1|0.002064369|-0.165287712|-0.0541804029999999|-0.120380857|1|0.64876559|0|0.764737577|-0.08354129|-0.09915679|-53.05077947|-62.96700664|11.01246349|86.84905288|149.39744040000002|-39.98560202|6.99318589|0.0|0.798520682|-33.68855323|73.02913136|-24.41577808|485.6272203|-1196.373126|-15.50462119|0.201479318|13.88809428|-759.7264385|0.01584525|1498.236868|1.0|1.0|0.0|1.0|0.14|-6.9|4.25|3.18|3.2|127.24|0.0|5.0|-5.39|30.0|416.47|0.0|-5.01|3.97|0.0|1.26e-07|4.07|3.5207|-1675.0107779999998|673.18|516.78|0.68496|-1674.7778119999998|-0.1493799999999999|3.7327|-0.20289|0.03351603|-1674.838225|7.0|8.1543|8.1543
12q_a30|0.0|0|0|0.0|7.412764017000001|2|0.60498366|0.0|0.144208934|5.351858133|2|0.0438779959999999|-0.016509571|0.0|-0.00695299|10.31162828|1|-0.004395528|-0.0483777279999999|-0.077457998|-0.226973911|1|0.593245722|0|0.845745827|-0.087348134|-0.115589613|-59.52322773|-78.7683329|10.07866809|82.72757145|105.1162273|-53.67653794|6.868090132000001|0.732186841|0.820640722|-40.56199584|90.06607753|-31.21009417|576.3319634|-1654.134991|-21.2680622|0.179359278|13.96052394|-1127.2072970000002|0.016579022|2015.662819|1.0|1.0|0.0|1.0|0.17|-7.18|4.43|4.78|2.82|133.96|0.0|7.0|-6.7|34.0|482.48|0.0|-5.92|5.05|0.0|6.61e-08|5.52|3.4834|-1988.033527|713.16|537.96|0.68516|-1987.781386|-0.14792|5.5755|-0.19897|0.03408298|-1987.847256|36.0|7.4449|7.4449
12l_a30|0.0|0|0|0.0|7.412764017000001|2|0.60498366|0.0|0.157020295|5.351858133|2|0.044036281|-0.102468864|0.0|-0.00695299|10.31162828|1|-0.004395528|-0.300262845|-0.077457998|-0.226973911|1|0.593245722|0|0.834279405|-0.0905026719999999|-0.109810463|-63.31694493|-76.82494797|10.78883933|103.5499036|115.9404641|-53.74781658|7.548024079|1.697908189|0.8218150790000001|-44.29742723|88.64610824|-31.88960104|583.6736326|-1690.148855|-22.31041443|0.178184921|17.23248653|-1182.451965|0.016896687|2056.604824|1.0|1.0|0.0|1.0|0.17|-7.18|4.43|4.78|2.82|133.96|0.0|7.0|-6.7|34.0|482.48|0.0|-5.92|5.05|0.0|6.61e-08|5.52|3.5245|-1988.033039|729.17|574.72|0.68488|-1987.782294|-0.14944|2.5031|-0.20397|0.03406276|-1987.848331|61.0|7.2154|7.2154
4q_a46|0.0|0|0|0.0|7.832410927000001|1|1.131262631|2.151582577|-0.2520920439999999|5.587248657999999|2|0.0462962959999999|-0.012611536|0.0|0.012173202|10.96363644|1|0.012222698|-0.019471024|-0.1214838219999999|-0.187559576|2|0.703627625|0|0.913550004|-0.052170875|-0.070035423|-29.12008262|-39.09149156|8.099124333999999|38.31894407|48.25357162|-21.81959712|4.520667361|72.14599138|0.61955726|-16.25388148|49.37907349|-11.72744747|509.9138517|-586.3723734|-6.545879136|0.38044274|11.78798551|-327.2939568|0.018430997|946.4377411|1.0|1.0|1.0|0.0|0.38|-6.94|4.09|4.09|1.75|102.63|0.0|4.0|-3.41|26.0|348.44|0.0|-3.89|2.65|0.0|1.14e-07|2.57|4.5296|-1108.751283|606.7333|510.13|0.69002|-1108.511662|-0.1903|2.7026|-0.2207199999999999|0.02185677|-1108.566571|743.0|6129.0|6129.0
14a_a23|0.0|1|1|0.0|7.423568444|0|1.197964042|3.39397765|0.050806184|5.351858133|2|0.042992424|0.0446402609999999|0.757767133|0.012219066|10.31321831|2|0.011363191|0.083206288|-0.073893976|-0.137733142|2|0.6888154959999999|1|0.918677038|-0.055677662|-0.08032517|-35.20994211|-50.79675604|12.33442989|38.57988954|51.42774883|-32.12331106|7.800158102999999|80.54176247|0.7807587890000001|-22.26638099|61.36268093|-21.61564087|580.9612768999999|-1015.935121|-13.66949407|0.219241211|14.2658736|-642.4662212000001|0.016707951|1301.215093|1.0|1.0|1.0|1.0|0.05|-7.41|3.36|4.02|3.03|120.28|0.0|5.0|-5.47|30.0|411.48|0.0|-4.96|3.58|0.0|3.92e-08|3.47|3.7119|-1629.928331|665.5|516.58|0.6289100000000001|-1629.690316|-0.15002|5.8775|-0.2238099999999999|0.0216412|-1629.748476|3.0|8.5498|8.5498
5a_a49|0.0|0|0|0.0|7.853604813|2|1.343848751|2.111324504|0.079751437|5.777652323|2|0.034466231|-0.072902329|1.878067786|0.007647515|10.92976459|1|0.008623164|-0.1205081119999999|-0.158356406|-0.26176436|2|0.632463498|1|0.800090055|-0.072109357|-0.0787216|-42.1802818|-46.04810561|16.71687776|124.92862240000002|116.9370825|-26.93578408|9.77851757|54.35929907|0.6069287529999999|-24.67330519|61.89135559|-15.97587337|468.0117167|-782.8177953|-9.345067946|0.393071247|11.91885068|-457.9083293000001|0.0270848489999999|1289.801795|0.0|1.0|1.0|0.0|0.22|-6.92|3.3|3.68|2.07|116.62|0.0|3.0|-3.84|30.0|397.43|0.0|-4.29|2.65|0.0|1.1900000000000001e-07|4.14|3.9219|-1311.995327|625.06|443.78|0.66225|-1311.743648|-0.16176|5.6104|-0.21238|0.03478454|-1311.799168|43.0|7.3665|7.3665
8d_a12|0.0|1|1|2.976279182|6.580639137|1|1.283835213|0.0|0.057525383|4.59511985|2|0.038347953|0.0276482139999999|2.075171777|0.000925796|10.94458983|1|0.001575111|0.0479437859999999|0.00930483|0.016135176|1|0.8405406040000001|1|0.858710112|-0.077834742|-0.103548595|-43.27410838|-57.57034769|6.309558958999999|90.34024296|78.55353315|-32.00762818|3.507952014|0.0|0.8338637040000001|-24.05928792|64.53435462|-21.74879802|477.4206699|-978.6959108|-12.09177064|0.166136296|12.96695233|-544.129679|0.012525773|1173.6881050000002|1.0|1.0|1.0|2.0|0.1|-8.37|3.87|2.67|2.83|112.14|0.0|3.0|-4.58|27.0|352.39|0.0|-4.61|3.51|0.0|4.23e-09|3.53|3.7397|-1138.296407|600.2|433.32|0.4997399999999999|-1138.086709|-0.15306|2.1281|-0.20794|0.04004678|-1138.139635|25.0|7.6021|7.6021
A8301_a51|0.0|0|0|0.0|6.86171134|0|1.197963627|1.700610355|0.0245770529999999|4.727387819|2|0.039058957|0.078523314|1.987294898|0.00740124|10.31321735|1|0.007083041|0.135886548|-0.0357324579999999|-0.0618359079999999|2|0.7234449559999999|1|0.934739895|-0.055295165|-0.0780376929999999|-35.90764428|-50.67621589|5.293803823|36.55933899|42.37868986|-32.90818536|3.437697042|78.46116212|0.854959635|-23.3177516|56.90163721|-21.28401067|607.0025787000001|-1064.200534|-13.82143785|0.145040365|13.24988678|-691.0718926|0.009586697|1244.737752|1.0|1.0|1.0|1.0|0.04|-9.38|5.5|5.52|3.35|129.04|0.0|5.0|-6.6|31.0|421.52|0.0|-5.93|5.02|0.0|4.12e-10|||||||||||||12.0|7.9208|7.9208
9_a15|0.0|0|0|0.0|0.0|0|1.419941378|0.0|-0.217598467|0.0|1|0.04022792|0.096418279|0.0|1.7800000000000002e-05|10.95880687|0|0.003160815|0.140072812|-0.203104439|-0.295062413|1|0.8105478740000001|0|0.846156316|-0.073701648|-0.11668349|-41.10356167|-65.07462414|18.10574464|105.5304352|85.79894134|-36.29225274|10.09761131|54.69975317|0.51257747|-22.92354152|85.14415759|-15.93664265|471.903131|-780.8954896|-8.88789863|0.48742253|10.00547485|-435.5070329|0.03598612|1523.4682269999998|1.0|0.0|1.0|1.0|0.19|-7.57|3.9|4.95|1.96|104.74|0.0|7.0|-5.25|27.0|366.41|0.0|-4.81|4.24|0.0|2.69e-08|3.36|3.7487|-1223.705126|588.55|507.33|0.70552|-1223.463757|-0.1565099999999999|1.4625|-0.1824|0.01773342|-1223.522216|107.0|6.9706|6.9706
14f_a23|0.0|1|1|0.0|7.423568444|0|1.197963246|3.366063739|-0.002304087|5.351858133|2|0.04255787|0.056215377|0.745818086|0.010561248|10.3132176|2|0.010508236|0.101910723|-0.110069159|-0.199540201|2|0.71381683|1|0.894162392|-0.059927056|-0.084419703|-40.51498423|-57.07376861|18.34483401|96.47955427|71.55380685|-38.58595734|12.40242234|96.60179161|0.665778294|-27.39103254|74.08536976|-21.26277654|604.5178506|-1084.401604|-14.37516058|0.334221706|15.58565565|-733.1331894|0.025162423|1628.77284|0.0|1.0|1.0|1.0|0.09|-7.51|3.42|4.03|2.72|126.78|0.0|6.0|-5.63|32.0|441.51|0.0|-5.02|3.55|0.0|3.11e-08|3.23|3.5753|-1744.452086|711.98|572.35|0.6733399999999999|-1744.182678|-0.1458|6.3534|-0.21743|0.02255331|-1744.2443850000002|2.0|8.6459|8.6459
13_a15|0.0|0|0|0.0|0.0|1|1.4356889940000002|0.0|-0.139434143|0.0|3|0.029206349|-0.006938727|0.0|0.001806571|10.95980212|0|0.003766915|-0.010882979|-0.173728081|-0.272482143|2|0.796300317|0|0.8854875790000001|-0.068526782|-0.098053528|-43.2365883|-61.86632281|10.21906987|142.67217639999998|72.25096855|-39.03420883|6.447664726|0.0|0.755283433|-27.279882500000003|72.41636305|-21.33321476|558.6934137000001|-1237.326456|-13.46007201|0.244716567|10.07307988|-780.6841766|0.01672103|1638.227985|1.0|0.0|0.0|1.0|0.07|-8.9|4.33|6.69|2.52|138.24|0.0|6.0|-6.32|34.0|448.52|1.0|-6.1|5.32|0.0|1.27e-09|5.04|2.5721|-1450.756042|674.36|549.33|0.70626|-1450.399387|-0.11283|3.5479|-0.15229|0.02844037|-1450.462642|6.0|8.2218|8.2218
8c_a32|0.0|1|1|3.46252244|7.765993078999999|0|0.609420757|0.0|0.080016722|5.733341277|0|0.036711712|-0.026467635|2.143746338|-0.003484915|10.31100269|3|-0.001662219|-0.047650724|-0.0852122769999999|-0.1534110109999999|0|0.7507116140000001|1|0.801747512|-0.076876481|-0.097480366|-46.47597924|-58.93213925|9.818219446|126.6561213|119.85432240000002|-35.6276568|5.935643221|78.19443734|0.600684883|-28.09723623|74.36515033|-16.654735000000002|484.6996147|-766.1178102000001|-10.06868562|0.399315117|12.81496717|-463.1595384|0.025527931|1275.407176|1.0|1.0|1.0|2.0|0.26|-7.65|6.49|4.19|1.1|110.47|1.0|7.0|-5.82|27.0|397.52|1.0|-4.39|3.21|0.0|2.23e-08|4.28|3.5673|-1880.764533|646.97|516.78|0.70135|-1880.537558|-0.14712|8.4922|-0.18873|0.03115673|-1880.597039|37.0|7.4318|7.4318
41_a18|0.0|0|0|0.0|7.03438793|2|1.251176562|0.0|0.115127295|4.844187086|1|0.038034188|-0.089781154|0.0|-0.0034878|10.9470117|0|-0.002136837|-0.137860739|-0.005930813|-0.0091068809999999|0|0.745631286|0|0.7349388459999999|-0.1020290859999999|-0.089139464|-69.94639412|-61.10986894|6.547189171|347.42621339999994|181.7135945|-41.89408289|4.488448275|93.99687836|0.903239484|-47.95199341|65.83786886|-25.62671923|503.8398786|-1588.856592|-17.56848637|0.0967605159999999|17.13823195|-1089.246155|0.006896617|1759.064589|1.0|1.0|1.0|3.0|0.25|-8.38|3.26|2.7|2.94|141.34|0.0|6.0|-5.56|34.0|452.55|0.0|-5.02|3.78|0.0|4.18e-09|7.34|3.2123|-1454.374793|736.59|576.83|0.69308|-1453.980175|-0.1319|2.0934|-0.1814599999999999|0.0280471999999999|-1454.045308|369.0|6433.0|6433.0
14s_a23|0.0|1|1|0.0|7.423568444|0|1.197958333|3.336763335|0.020458621|5.351858133|2|0.045277778|0.049317519|0.740898446|0.010682694|10.31321812|2|0.009263715|0.0909774219999999|-0.071484865|-0.13187015|2|0.659570836|1|0.92763624|-0.055037441|-0.080500435|-35.30692476|-51.64162341|12.81151517|30.34480575|46.42188642|-33.12848261|8.218681552|82.55990607|0.7748161659999999|-22.64965286|62.75905983|-21.9751589|595.0854952000001|-1032.832468|-14.09722664|0.2251838339999999|14.26730044|-662.5696522999999|0.017330177|1333.003252|0.0|0.0|1.0|1.0|0.05|-7.99|4.0|4.67|3.51|125.29|0.0|5.0|-6.13|31.0|445.93|0.0|-5.55|4.21|0.0|1.02e-08|4.1|3.6828|-2089.521231|668.66|528.82|0.60323|-2089.2914530000003|-0.1515|4.7032|-0.22933|0.02112956|-2089.352478|3.0|8.5482|8.5482
19_a47|0.0|1|1|0.0|6.842683282|0|1.402889494|1.445775615|-0.038804671|4.727387819|2|0.032764858|0.027033021|1.174354482|-0.013020816|10.95058274|1|-0.010153352|0.074201869|-0.046265509|-0.126992366|2|0.614975047|1|0.639642891|-0.105205489|-0.104459947|-58.28861174|-57.87554797|14.85167037|335.10989930000005|199.6541807|-32.06567824|8.228498913|66.13355777|0.637832605|-32.2945343|76.13237258|-20.66983856|354.3911695|-868.1332196000001|-11.45202794|0.362167395|13.17443625|-480.9851737|0.03295186|1361.067484|0.0|1.0|1.0|2.0|0.05|-6.92|2.49|3.84|1.67|99.2|0.0|5.0|-3.67|28.0|380.35|0.0|-3.66|1.97|0.0|1.2099999999999998e-07|3.51|3.8423|-1335.75742|571.23|412.31|0.68924|-1335.580357|-0.15845|5.1151|-0.2117099999999999|0.03178118|-1335.634976|0.05|7.3|7.3
14b_a3|0.0|0|0|0.0|6.823286122000001|0|0.605016869|0.0|0.143500839|4.727387819|3|0.039799383|-0.1551678719999999|1.7086790859999998|-0.00603969|10.31162234|1|-0.004161699|-0.288944272|-0.050943323|-0.094863591|3|0.8255789570000001|1|0.786476513|-0.090994113|-0.100993354|-44.49789848|-49.38772279|6.273415527999999|252.49572540000003|104.4171556|-24.15156108|3.067822725|82.79166784|0.766915433|-21.76034149|57.87172082|-17.83445545|384.6023764|-642.0403962|-8.721397057|0.233084567|9.738358819|-313.9702941|0.017348996|837.1723509999999|0.0|1.0|1.0|1.0|0.06|-6.89|4.28|3.71|1.04|93.25|0.0|2.0|-4.45|23.0|319.38|0.0|-3.99|2.58|0.0|1.28e-07|2.22|3.0724|-1327.514377|524.27|368.39|0.70123|-1327.349444|-0.12942|2.8743|-0.19618|0.02844675|-1327.398177|0.38|6.4202|6.4202
9_a4|0.0|0|0|0.0|7.535296702|1|1.300485838|2.130445484|-0.211556011|5.4161004020000005|2|0.040449735|-0.019160308|2.137757657|0.010709527|10.92992723|1|0.009731833|-0.030976753|-0.0475186259999999|-0.076824065|2|0.58669472|1|0.937102792|-0.052625548|-0.069566741|-28.63837014|-37.85762102|4.918284148|13.6577411|34.22811902|-20.60179129|2.676487872|45.21212204|0.792890434|-15.58475436|43.71760622|-14.08655666|509.9632679|-605.7219363|-7.665782805|0.207109566|10.21134541|-329.6286606|0.010768243|763.9415367|1.0|1.0|1.0|0.0|0.19|-8.16|5.14|5.07|3.15|105.09|0.0|2.0|-4.76|26.0|360.84|0.0|-5.15|4.14|0.0|6.9e-09|3.87|4.0137|-1489.554198|586.24|430.12|0.6464|-1489.36688|-0.16948|4.4343|-0.22204|0.02116575|-1489.41872|48.0|7.3188|7.3188
13f_a6|0.0|0|0|3.440154557|6.842683282|0|1.429020649|0.0|-0.088329567|4.727387819|2|45.0|0.04505613|1.651047524|-0.003356527|10.95053349|1|-0.001446486|0.079490516|-0.126749697|-0.223618825|2|0.790249345|1|0.863222493|-0.073352505|-0.092939631|-49.2635105|-62.41821579999999|12.46087045|62.42897239999999|91.85971442|-41.92004677|8.368715213|0.0|0.720711855|-33.08535238|75.61173794|-22.02995852|579.7398537|-1123.527884|-14.79531062|0.279288145|15.13042752|-754.5608419|0.0196449239999999|1558.914115|1.0|1.0|1.0|2.0|0.08|-10.18|5.01|4.53|0.92|123.82|0.0|5.0|-5.11|32.0|417.47|0.0|-4.78|3.27|0.0|6.59e-11|3.36|3139.0|-1347.301285|711.29|568.41|0.70541|-1347.018087|-0.12805|10.8469|-0.2059099999999999|0.03437105|-1347.0794119999998|42.0|7.3768|7.3768
15_a10|0.0|0|0|0.0|7.535296702|1|1.277647202|2.124460476|-0.166303336|5.4161004020000005|2|0.0353864729999999|-0.0729795729999999|1.981569297|0.009882584|10.92966702|1|0.009514122|-0.1157120169999999|-0.085979341|-0.136323668|2|0.635064845|1|0.915526801|-0.059234364|-0.074144604|-35.30133759|-44.18725043|11.09373722|33.67392858|50.34268476|-26.33385303|6.61142847|108.7226878|0.646412648|-21.03820054|56.66229609|-15.04246823|545.6177511|-706.9960069|-8.964715924|0.353587352|11.23924661|-421.3416484|0.020932674|1093.722422|1.0|1.0|1.0|0.0|0.23|-8.3|4.91|4.72|2.53|111.21|0.0|5.0|-4.48|28.0|390.87|0.0|-4.81|3.68|0.0|5.01e-09|3.12|3.7997|-1604.08794|641.98|484.05|0.68543|-1603.851644|-0.1574|4.5192|-0.20983|0.03039798|-1603.907391|33.0|7.4815|7.4815
2_a20 (SB-505124)|0.0|0|0|3.485765306|7.434257382|1|1.183764955|0.0|-0.006955944|5.351858133|1|0.05042042|0.013612077|0.0|0.001622309|10.95129567|1|0.003789399|0.02072518|-0.150708132|-0.229461916|1|0.790275077|0|0.7694360659999999|-0.083565835|-0.117328885|-45.98170774|-64.55966745|15.71798823|122.8758934|126.8667205|-35.52365346|8.648749117000001|441.9400248|0.831919306|-25.30121848|70.87109323|-21.05206547|423.3785776|-968.3950117|-11.58380004|0.1680806939999999|11.3574908|-532.854802|0.011470204|1164.049211|1.0|1.0|1.0|1.0|0.3|-7.22|5.16|4.47|2.06|97.55|0.0|3.0|-5.24|25.0|335.4|0.0|-4.91|4.27|0.0|6.070000000000002e-08|4.57|3.6404|-1089.371784|593.8|505.82|0.69947|-1089.147716|-0.14928|2.5584|-0.18645|0.01305739|-1089.201587|169.0|6.7721|6.7721
3k_a32|0.0|1|1|3.644417045|7.97831097|0|0.609420759|0.0|-0.001009768|5.973809612|0|0.0381981979999999|-0.047167919|2.256213388|0.001221534|10.31100271|3|0.002509816|-0.084055305|-0.050938823|-0.090775221|0|0.7681279190000001|1|0.8777482409999999|-0.0711378679999999|-0.090839907|-40.10830541|-51.21653025|6.970844822|80.0971996|68.92687468|-28.87643819|3.930238317|0.0|0.78057227|-22.61349991|58.16707081|-16.67514938|494.8840288|-717.0314235000001|-9.40163104|0.21942773|11.6688363|-404.2701347|0.012327787|918.5970998|1.0|1.0|1.0|1.0|0.32|-7.23|7.12|5.78|2.41|105.36|0.0|3.0|-7.04|25.0|366.5|0.0|-5.61|4.97|0.0|5.86e-08|3.81|3.5363|-1750.164914|611.65|452.36|0.70268|-1749.957584|-0.14667|3.2233|-0.19988|0.02654958|-1750.0122420000002|9.0|8.0605|8.0605
