molecula|n9FaHRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|MATS7i|SaaaC|ATSC1c|MATS8i|n5aRing|AATSC1pe|BIC2|MATS8d|SIC2|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA5|RPSA|TPSA_x|WNSA5|WPSA3|RPCS|DPSA3|GeomPetitjeanIndex|GRAVp|MOMI-Z|WNSA4|FPSA1|GeomShapeIndex|PPSA1|WNSA2|DPSA4|FPSA5|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Leadlikeness|Brenk|Veber filter|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
18_a15|0|0.0|0.0|0|0.0|0|0|-0.020185809|-0.006149666|0.0|-0.090130715|2|-0.094812415|0.0|-0.319782642|-0.066226471|0|0.000539978|0.7162974740000001|0.004699248|0.765450925|0|0.8362289070000001|-0.067562078|-0.090730185|0.819442071|0.007146033|-55.48918283|0.163771093|100.159876|-33.93632895|2.672871589|1.833724661|45.69032922|0.415796832|2541.440611|2510.854462|-13.15898469|0.132569119|0.711733271|81.07723009|-644.79025|24.80452821|0.008781964|590.2470602999999|5.370913621000001|1.0|1.0|1.0|3.75|0.08|24.0|-9.98|2.0|0.0|0.0|29.0|4.0|-4.8|385.43|1.0|0.0|-5.93|6.86e-07|1.18e-06|0.0004559999999999|5.42|0.0|4.01e-08|5.65|-1265.810138|-1265.770242|650.53|1110.18|0.2686|272.91|535.02|0.6074|0.70427|0.0066|-0.1579|4.2476|-0.19371|0.03989594|-1265.614679|129.0|6.8894|6.8894
12o_a30|0|0.0|0.0|0|7.412764017000001|2|2|0.036331447|-0.0068750669999999|5.351858133|-0.028326022|2|-0.089996613|0.0|-0.364378536|0.019094532|1|0.003603419|0.815003426|-0.149451598|0.870930234|0|0.844344883|-0.076908942|-0.0975052409999999|0.402022325|0.015460222|-62.74209511|0.1556551169999999|100.1600333|-40.37291185|6.401442327000001|0.0|59.43716284|0.46964626|2860.371518|2476.50603|-15.65480256|0.186865502|0.885533983|120.2431068|-767.0853252|29.91948755|0.0141914589999999|652.8825454|9.131836103|1.0|0.0|0.0|0.0|0.14|17.0|-7.22|2.0|0.0|0.0|30.0|4.0|-5.75|432.93|0.0|0.0|-5.44|1.19e-06|3.61e-06|0.00156|4.49|0.0|2.61e-05|4.45|-2035.37262|-2035.338699|687.92|1162.63|0.1967|238.73|528.25|0.3493699999999999|0.6854399999999999|149.0|-0.1478799999999999|5559.0|-0.19873|0.03392126|-2035.199757|16.0|7.8097|7.8097
1l_a5|0|2.964063799|0.0|0|6.605297921|0|0|-0.244609612|-0.00183668|4.59511985|-0.0052651969999999|2|-0.111303801|0.0|-0.089997343|-0.019865028|1|0.007613233|0.7656671279999999|-0.091849662|0.818803517|0|0.890289002|-0.068685233|-0.067755283|0.357062421|0.0078543119999999|-38.27406105|0.109710998|61.974288|-21.62050954|2.506287665|0.0|43.23617395|0.47265823|2227.730859|903.1631908|-8.460199385|0.230593886|0.896303416|130.25942849999998|-389.1691717|19.46541135|0.013054186|518.5792364|7.374136537999999|1.0|1.0|1.0|2.67|0.14|23.0|-8.83|1.0|0.0|0.0|26.0|3.0|-5.4|340.42|0.0|1.0|-4.98|9.06e-06|1.04e-05|0.00356|4.19|0.0|5.02e-07|3.89|-1069.261615|-1069.229786|609.85|1033.47|0.4921|267.19|486.81|0.45892|0.57392|187.0|-0.1779|2.1987|-0.21939|0.03182983|-1069.101032|32.0|7.4949|7.4949
15_a15|0|0.0|0.0|0|0.0|1|1|-0.132759299|-0.006378587|0.0|-0.031457366|3|-0.063032481|0.0|-0.395472407|0.000676845|0|0.003766915|0.724319314|0.003774415|0.7725348679999999|0|0.8972060479999999|-0.061884697|-0.091075463|0.7028760070000001|0.020649569|-60.51136736|0.102793952|68.29723829999999|-40.20430373|9.115534766|4.306196778|54.83651811|0.435723718|3027.719888|2868.890383|-13.86355301|0.297455822|0.772181523|197.6323578|-804.0860746000001|29.700607300000005|0.0202953539999999|830.7967967000001|13.48441779|1.0|1.0|0.0|4.34|0.07|24.0|-8.9|2.0|0.0|0.0|34.0|4.0|-5.26|448.52|1.0|0.0|-6.1|4.77e-07|7.970000000000001e-07|0.000357|5.32|0.0|5.7e-07|5.04|-1450.7538470000002|-1450.725355|700.82|1265.55|0.4459|335.38|573.46|0.67524|0.70572|0.0066|-0.10964|1.6365|-0.1475|0.02849263|-1450.462493|109.0|6.9626|6.9626
8e_a12|1|0.0|0.0|1|6.803505258|1|1|0.050021617|-0.006350143|4.727387819|-0.049397555|2|0.0661362779999999|2.197856963|-0.330207456|-0.087658302|1|0.005744805|0.761892879|-0.051240735|0.815412281|1|0.939627917|-0.05202522|-0.087795345|0.001151979|0.0155147339999999|-50.273571200000006|0.060372083|34.57040021|-28.78776717|5.0872236|0.0|38.67488258|0.45384745|2548.979738|2112.908299|-10.19566754|0.2887421289999999|0.830990262|165.34017769999997|-489.392042|25.03342862|0.019545275|561.9859171|11.19206011|1.0|1.0|1.0|3.01|0.14|21.0|-7.93|2.0|0.0|0.0|28.0|4.0|-6.03|366.42|0.0|1.0|-4.69|4.25e-05|2.03e-05|0.00744|3.53|0.0|4.34e-06|3.45|-1177.619013|-1177.593205|612.59|1048.44|0.2341|236.25|481.04|0.38889|0.6954899999999999|0.2252|-0.13599|1.0295|-0.19338|0.02580783|-1177.436953|588.0|6.2306|6.2306
12f_a30|0|0.0|-4.734662095|0|7.412764017000001|2|2|0.156569208|-0.015345198|5.351858133|-0.274237737|2|0.1468972409999999|0.0|-0.874676289|-0.008663584|1|-0.004395528|0.8246767140000001|-0.071123509|0.876441789|0|0.8357464459999999|-0.090450992|-0.108935062|0.56363596|0.01570263|-76.85198573|0.164253554|115.8783181|-54.21787616|7.815328055|1.45550709|74.88972286|0.472521727|3305.792133|2712.844784|-22.5055335|0.184824668|0.8958126809999999|130.3909181|-1192.793275|39.1336968|0.01752821|696.6414817000001|12.36587885|1.0|0.0|0.0|0.0|0.17|17.0|-7.18|2.0|0.0|0.0|34.0|8.0|-5.66|482.48|0.0|0.0|-5.92|1.99e-07|1.2e-06|0.000579|5.05|0.0|3.19e-05|5.52|-1988.032639|-1987.998635|729.87|1225.63|0.2166|245.09|574.31|0.32483|0.68471|0.1596|-0.14958|3.6633|-0.20422|0.03400408|-1987.848015|19.0|7.7144|7.7144
8g_a8|0|3.073183107|0.0|1|7.535296702|1|1|-0.000475415|-0.014340328|5.4161004020000005|-0.222784884|0|0.000966222|0.0|-0.731356723|-0.025002199|1|-0.007047583|0.734188081|-0.0571942009999999|0.790058057|0|0.533935495|-0.136742629|-0.129695841|0.298992226|0.031118325|-79.46906035|0.466064505|285.5736014|-48.6934008|11.68315869|67.54104396|102.8541256|0.479218966|2889.141422|2148.49832|-19.68456628|0.166939179|0.920192814|102.2893227|-925.1746152|38.56355928|0.017636126|551.1746801|10.80625499|0.0|0.0|0.0|2.96|0.04|23.0|-7.4|2.0|0.0|0.0|31.0|5.0|-6.34|417.39|0.0|0.0|-4.94|5.01e-06|1.16e-05|0.00483|3.53|0.0|1.67e-05|7.17|-1450.9549470000002|-1450.913472|635.27|1083.78|0.3904|330.67|489.97|0.69221|0.69221|0.3904|-0.15542|6.0697|-0.21391|0.04147516|-1450.787398|4.2|5.3768|5.3768
17c_a50|1|0.0|0.0|2|7.934155233999999|2|2|-0.212075666|-0.002676029|5.82008293|0.024219848|2|0.021572081|2.193763306|-0.1766179239999999|-0.144763835|2|0.012222674|0.774994313|-0.212611846|0.816442883|1|0.89719894|-0.051905615|-0.073693343|0.446454378|0.021675174|-50.69922125|0.10280106|70.72462009999998|-34.87982686|10.25908547|94.15397246|50.6217864|0.49503436|2951.495914|2014.72331|-10.29240792|0.430249571|0.98033276|296.00120400000003|-627.8368834|26.25785813|0.0232952879999999|849.1345426000001|16.02658985|0.0|1.0|1.0|3.61|0.35|20.0|-6.79|1.0|0.0|0.0|33.0|5.0|-6.96|440.54|0.0|1.0|-4.43|0.000158|3.75e-05|0.0165|2.86|0.0|7.08e-05|2.74|-1411.187392|-1411.157813|746.5|1289.05|0.1814|292.44|596.23|0.63122|0.66213|0.1801|-0.16697|6.3989|-0.19818|0.02957871|-1410.902767|69.0|7.1612|7.1612
9a_a40|0|0.0|0.0|1|7.515889085|0|0|-0.028285975|-0.003680068|5.4161004020000005|-0.020455825|0|0.168990628|0.921628874|-0.136162501|0.157704751|2|0.011966382|0.690568477|-0.2990540869999999|0.749764251|1|0.937600185|-0.060029933|-0.072887601|0.002467659|0.011033601|-35.24260989|0.062399815|30.17155594|-17.0405052|2.579562688|51.49564873|34.36063715|0.493941591|1971.148912|336.39741360000005|-7.51786994|0.131523409|0.976056482|63.59419322|-255.607578|17.90285474|0.008714375|323.79254|4.213574358|1.0|0.0|1.0|3.28|0.06|20.0|-6.4|1.0|0.0|0.0|21.0|2.0|-4.85|291.37|0.0|1.0|-5.08|3.24e-06|8.33e-06|0.00243|4.54|0.0|0.000117|4.07|-1217.955997|-1217.9449|515.96|847.69|0.4746|263.42|411.01|0.47831|0.69958|0.3483|-0.13808|3.8656|-0.20303|0.01109672|-1217.873686|214.0|6.6696|6.6696
LY580276_a4|0|0.0|0.0|1|7.535296702|1|1|-0.156842923|-0.001543874|5.4161004020000005|-0.020236527|1|0.0295482979999999|0.0|-0.063298854|-0.172607392|1|0.009622161|0.7921620090000001|0.019144144|0.847526918|0|0.8685269959999999|-0.057317455|-0.071023484|0.243350596|0.008729943|-34.22831819|0.131473004|63.36073061|-16.49563923|2.027582675|82.46094409|31.83019528|0.437093506|1948.220005|1511.5340210000002|-6.511436537000001|0.152153004|0.7764939829999999|73.32703409|-247.4345884|15.93586849|0.008312438|345.4102548|4.0060099860000005|1.0|1.0|1.0|3.04|0.22|17.0|-6.56|0.0|0.0|0.0|22.0|3.0|-5.71|293.34|0.0|1.0|-4.21|0.000213|6.18e-05|0.0181|3.35|0.0|8.08e-05|3.64|-959.4958788|-959.4723321|519.23|865.23|0.1905|234.01|402.99|0.36903|0.68002|0.1842|-0.18746|2.5355|-0.2099599999999999|0.023546627|-959.404416|175.0|6757.0|6757.0
6_a27|0|2.6137160880000003|0.0|1|6.823286122000001|0|0|0.1718757239999999|-0.007874167|4.727387819|-0.072298665|2|-0.237047381|1.221528093|-0.330715016|0.075248207|1|0.0058042269999999|0.787663648|0.1272522519999999|0.849515128|1|0.785047616|-0.0786267609999999|-0.090025109|0.344065059|0.020552125|-44.56839492|0.214952384|106.4156743|-22.06430895|5.03713293|61.10118428|49.10012093|0.47262982|2196.1151210000003|1193.992326|-8.486272674|0.2251796019999999|0.896201262|111.4788253|-330.96463430000006|22.12343713|0.01635203|373.9912084|8.095338503999999|0.0|0.0|0.0|2.49|0.11|21.0|-6.67|0.0|0.0|0.0|24.0|4.0|-6.55|317.34|0.0|1.0|-3.82|0.000242|0.000153|0.0485|2.37|0.0|6.86e-05|4.27|-1043.831559|-1043.806618|526.9|896.68|0.1915|223.61|401.49|0.3366099999999999|0.61083|163.0|-0.17007|2.7521|-218.0|0.02494141|-1043.728133|1.0|9.0|9.0
5f_a40|0|0.0|0.0|1|8.149890544|0|1|-0.004886759|-0.008387329|6.167516491000001|-0.0468504759999999|0|-0.085493191|0.769837491|-0.293556526|0.166865076|2|0.000706205|0.811339477|0.095322868|875.0|1|0.7414714309999999|-0.113521559|-0.10969397|0.0528268609999999|0.020236763|-50.68028366|0.258528569|119.4441339|-23.41506245|4.319700326|63.48466425|61.79838068|0.484099946|1932.388838|599.1117195|-8.780648419|0.185606315|0.938359946|85.75294257|-280.9807494|23.33651|0.015000038|269.0442248|6.930245797|1.0|0.0|1.0|2.05|0.21|14.0|-3.69|0.0|2.0|0.0|20.0|3.0|-6.47|284.34|0.0|0.0|-3.31|0.000108|0.000491|0.14|2.2|0.0|0.0587|3.5|-1232.983157|-1232.959261|487.57|793.54|0.2747|325.97|361.03|0.56507|0.69727|0.0415|-0.13057|5.5961|-0.19284|0.02389588|-1232.898044|112.0|6.9508|6.9508
galu_a46|0|0.0|0.0|1|7.535296702|1|1|0.048375705|-0.00642454|5.4161004020000005|-0.080432741|2|-0.090581301|1.721297609|-0.327651527|-0.094815394|1|0.003107816|0.81708619|-0.173285585|0.875868891|1|0.7637964079999999|-0.0910072869999999|-0.089050651|0.5235416979999999|0.01235603|-49.84028137|0.236203592|132.199522|-27.89483984|3.870487977|68.43088526|57.85086047|0.468241745|2501.785113|1755.2047|-10.08962292|0.2167824069999999|0.880553787|121.3297832|-474.2122773|23.01702105|0.013967104|542.7276591|7.817173532999999|0.0|1.0|1.0|2.75|0.18|21.0|-7.13|1.0|0.0|0.0|28.0|4.0|-6.86|369.42|0.0|0.0|-3.99|0.0001409999999999|0.000102|0.0375|2.39|0.0|2.75e-05|||||||||||||||||51.0|7.2924|7.2924
1a_a5|0|0.0|0.0|0|6.605297921|1|1|-0.271170445|-0.001785522|4.59511985|0.009305578|2|-0.075791863|0.0|-0.078562954|-0.132197351|0|0.00549829|0.7427901179999999|-0.008431181|0.794139321|0|0.833638233|-0.071887159|-0.075618812|0.3602068089999999|0.008036994|-38.07869556|0.166361767|83.77332129999999|-19.17495143|2.037971304|0.0|40.24669785|0.455258786|1940.139869|902.6910106|-7.015226132|0.274345323|0.835734058|138.1496441|-287.62427139999994|19.19815378|0.016493595|403.543273|8.305533524|0.0|1.0|1.0|0.0|0.16|18.0|-7.15|0.0|0.0|0.0|23.0|4.0|-6.58|298.34|0.0|1.0|-3.44|0.00253|0.000365|109.0|2.17|0.0|2.13e-05|2.85|-951.1394906|-951.110826|531.02|882.1|0.2109|265.45|386.8|0.44868|0.54123|0.0126|-0.12226|4.4956|-0.2262699999999999|0.028664612|-951.226623|107.0|6.9706|6.9706
12w_a36|0|3.3131307480000003|-4.750262163|0|7.412764017000001|2|2|0.081390556|-0.015825416|5.351858133|-0.297354748|2|0.041058884|0.0|-0.917874106|-0.041402825|1|-0.007897954|0.828393514|-0.016393443|0.8792981679999999|0|0.828363244|-0.086826396|-0.111267166|0.532980165|0.021104445|-79.88912835|0.171636756|123.23411609999998|-57.35989379|10.87965823|0.780959767|77.49366829|0.4672300679999999|3230.870697|2602.5207|-21.24440511|0.29463721|0.8769828040000001|211.5476713|-1147.197876|41.94801097|0.0273396629999999|672.4630346|19.62970663|1.0|0.0|0.0|0.0|0.17|17.0|-7.14|2.0|0.0|0.0|34.0|8.0|-6.4|465.43|0.0|0.0|-5.07|6.26e-06|8.6e-06|4.0|3.86|0.0|3.37e-05|4.86|-1645.202839|-1645.169951|712.88|1198.72|0.4508|318.88|552.55|0.69466|0.69466|0.4508|-0.15708|5043.0|-0.21034|0.0328886|-1645.017691|23.0|7.6383|7.6383
12_a4|0|0.0|0.0|1|7.535296702|1|1|-0.1494133309999999|-0.0021497879999999|5.4161004020000005|-0.271149771|2|-0.0334644329999999|1.587386096|-0.113938738|-0.093414896|1|0.009024784|0.8157155359999999|0.04172421|0.8749408470000001|1|0.805238097|-0.070256284|-0.074699711|0.636722126|0.01168879|-44.33087544|0.194761903|115.5823166|-26.30835499|4.116653575|7.519189887|48.6306683|0.470780296|2927.48584|1962.933988|-9.127388465|0.282227427|0.889574393|167.4891205|-447.2420348|21.42753878|0.015603795|608.4548423|9.260141177|1.0|0.0|1.0|2.94|0.23|21.0|-7.84|1.0|0.0|0.0|29.0|5.0|-6.84|404.48|0.0|0.0|-4.33|6.57e-05|4.64e-05|0.0188|2.72|0.0|5.85e-06|6.12|-1617.861623|-1617.826064|640.67|1101.33|0.1194|255.16|503.28|0.63967|0.68825|0.0464|-0.16224|7.8701|-0.2312199999999999|0.03555871|-1617.634733|9.29|5032.0|5032.0
11a_a50|1|0.0|0.0|2|7.927685046000001|1|1|-0.156121881|-0.002914262|5.82008293|-0.014702942|1|-0.04339705|2.114272566|-0.134056065|-0.108592708|2|0.012037198|0.792574879|-0.200986578|0.8535780190000001|1|0.917127112|-0.048213112|-0.071180382|0.2931724189999999|0.01848869|-37.63057389|0.0828728879999999|43.81199235|-19.89396594|5.167341939|67.28055926|35.26290548|0.463749257|2286.226222|1550.320581|-7.104987834|0.345638567|0.864799282|182.7270002|-298.409489|20.53832944|0.020887781|439.9973344|11.04263807|0.0|0.0|1.0|2.8|0.15|20.0|-5.87|0.0|0.0|0.0|25.0|3.0|-6.24|327.38|0.0|1.0|-4.16|0.000263|6.97e-05|0.0228|2.9|0.0|0.000441|3.05|-1045.978598|-1045.954278|574.01|963.2|0.1761|305.11|437.9|0.65485|0.65485|0.1761|-0.16769|5.4342|-0.2005299999999999|0.02431947|-1045.84627|59.0|7.2291|7.2291
25b_a34|0|0.0|0.0|1|7.412764017000001|1|1|0.133975789|-0.015658012|5.351858133|-0.0929479709999999|1|-0.150946163|0.0|-0.861190687|-0.112970844|1|-0.000223677|0.7969500890000001|-0.101529052|0.83883012|0|0.656573108|-0.1030760719999999|-0.137924163|0.5020264870000001|0.030138301|-86.13394472|0.343426892|214.470853|-53.79083879|11.75402804|49.2835599|83.19266998|0.419904835|2611.55928|2671.608537|-16.55102732|0.23725451|0.723855085|148.1659658|-860.6534206|34.74652105|0.019067452|595.8522372|11.90766609|0.0|1.0|1.0|3.39|0.29|17.0|-6.42|1.0|0.0|0.0|29.0|5.0|-7.07|393.44|0.0|0.0|-3.69|0.00015|0.000202|0.0796|2.29|0.0|0.00015|5.06|-1313.388114|-1313.361559|668.48|1136.16|0.2259|293.43|562.84|0.6925600000000001|0.6925600000000001|0.2259|-0.17564|7.0586|-0.21103|0.02655501|-1313.194808|2.08|5.6819|5.6819
3_a47|0|0.0|0.0|0|0.0|0|0|0.013076203|-0.008740449|0.0|-0.130414103|2|-0.013350303|1.416887578|-0.367098851|0.103847816|0|-0.007967014|0.720319618|0.022804181|0.780628097|1|0.854727481|-0.083129079|-0.0948001|0.4661246329999999|0.008609292|-49.71258151|0.145272519|76.18000386|-26.06896797|2.367459086|1.139378223|48.10703|0.403777634|2243.894237|1280.146703|-10.02652614|0.2150305089999999|0.67722658|112.7606591|-391.0345195|24.35791949|0.016230658|418.022895|8.511255722000001|1.0|1.0|1.0|2.89|0.0|22.0|-8.42|1.0|0.0|0.0|25.0|3.0|-5.16|347.8|0.0|1.0|-5.35|2.86e-06|4.49e-06|0.00156|4.6|0.0|1.33e-06|4.12|-1470.137664|-1470.101469|556.65|941.44|0.2342|217.52|402.58|0.52977|0.69138|0.2182|-0.15473|4.0226|-0.2119|0.03619487|-1470.0192869999998|316.0|6.5|6.5
14q_a23|1|0.0|0.0|2|7.423568444|0|0|0.141057047|-0.0101981219999999|5.351858133|-0.130330047|2|0.064903564|0.720966302|-0.5608967029999999|-0.058543701|2|0.002496501|0.808928963|-0.089657283|0.871119857|1|0.773194598|-0.08960718|-0.096370719|0.227948491|0.02158178|-66.16349731|0.226805402|155.7136729|-45.42467289|10.17264683|97.13675614|76.3369885|0.472004985|3097.399651|2213.1193780000003|-18.70427707|0.222659101|0.893957277|152.86702240000002|-953.9181308|35.04742005|0.01932289|693.3423458|13.26616596|0.0|0.0|0.0|2.66|0.04|26.0|-6.96|1.0|1.0|1.0|33.0|5.0|-7.33|454.51|1.0|0.0|-4.39|6.11e-06|4.03e-05|0.0183|2.46|0.0|5.03e-05|4.19|-1798.645459|-1798.6108739999995|714.22|1222.17|0.4943|340.33|554.59|0.5949|0.5949|0.4943|-0.14854|8375.0|-0.23013|0.03458552|-1798.433122|16.0|7.8069|7.8069
12au_a36|0|3.422314661|0.0|0|7.412764017000001|2|2|0.074839187|-0.009897048|5.351858133|-0.351827031|2|0.075815782|0.0|-0.613616984|-0.023640632|1|-0.001160331|0.825565083|-0.058671909|0.877827228|0|0.698996981|-0.090166553|-0.110305773|0.284342092|0.021569487|-79.35600767|0.301003019|216.5471227|-57.09017539|11.16356587|26.04051569|80.38496714|0.492871181|3484.987058|2384.109036|-19.68626738|0.283941389|0.97188557|204.2726719|-1141.803508|38.21494522|0.023021031|805.2286932|16.56175445|0.0|0.0|0.0|0.0|0.17|17.0|-6.87|1.0|0.0|0.0|34.0|6.0|-8.03|474.54|0.0|0.0|-3.72|0.0001409999999999|0.0001889999999999|0.0897|1.64|0.0|6.45e-05|6.24|-1876.207937|-1876.156196|752.27|1283.4|809.0|241.65|618.65|0.58518|0.70395|0.0158|-0.15162|6.1367|-0.2087099999999999|0.05174058|-1875.960827|47.0|7.3279|7.3279
14t_a23|1|0.0|0.0|2|7.423568444|0|0|0.04919958|-0.005383494|5.351858133|-0.024472753|2|0.073534004|0.758345646|-0.290708696|-0.041339801|2|0.01180744|0.7629258809999999|-0.152771194|0.820002545|1|0.920956836|-0.0553915009999999|-0.079253435|0.361071229|0.017433037|-51.65035498|0.079043164|51.51331913|-33.66111722|7.404291213|42.20767549|47.46057034|0.465981891|2878.4071670000003|2286.063655|-14.13766923|0.2000541589999999|0.872595673|130.3775455|-706.8834616|27.11827225|0.014352462|666.0036144999999|9.353660614|0.0|0.0|1.0|3.49|0.09|26.0|-7.78|2.0|1.0|0.0|31.0|4.0|-6.1|425.51|0.0|0.0|-5.25|1.43e-06|5.61e-06|0.0023899999999999|3.94|0.0|7.03e-06|3.79|-1669.240512|-1669.21916|692.08|1184.43|0.2061|311.09|534.86|0.5824199999999999|0.68886|0.0003|-0.15625|5.8672|-0.22291|0.02135191|-1669.040656|4.0|8.3979|8.3979
2_a20 (SB-505124)|0|3.485765306|-0.09011519|0|7.434257382|1|1|-0.006955944|-0.010175551|5.351858133|-0.076310057|1|0.013612077|0.0|-0.498602014|-0.177905025|1|0.003789399|0.725030162|-0.19681999|0.765632979|0|0.7694360659999999|-0.083565835|-0.117328885|0.214264156|0.02856542|-64.55966745|0.230563934|126.8667205|-35.52365346|8.648749117000001|441.9400248|61.69969596|0.475937029|2195.369524|1709.9571620000002|-11.58380004|0.1680806939999999|0.908167636|92.48561162|-532.854802|25.30541763|0.011470204|477.95809620000006|6.311425784|1.0|1.0|1.0|3.1|0.3|17.0|-7.22|1.0|0.0|0.0|25.0|4.0|-5.31|335.4|0.0|1.0|-4.91|5.72e-06|1.22e-05|0.0040799999999999|4.27|0.0|2.03e-05|4.57|-1089.371784|-1089.358727|593.8|995.68|0.3267|340.58|505.82|0.69947|0.69947|0.3267|-0.14928|2.5584|-0.18645|0.01305739|-1089.201587|169.0|6.7721|6.7721
5a_a49|0|0.0|0.0|1|7.853604813|2|2|0.079751437|-0.009147269|5.777652323|0.007039248|2|-0.072902329|1.878067786|-0.493952547|-0.046327135|1|0.008623164|0.7979412790000001|0.127914587|0.855876084|1|0.800090055|-0.072109357|-0.0787216|0.6254267029999999|0.028578361|-46.04810561|0.199909945|116.9370825|-26.93578408|9.77851757|54.35929907|58.89715956|0.490453006|2797.737637|1887.422375|-9.345067946|0.393071247|0.962527525|229.9265537|-457.9083293000001|26.32248561|0.0270848489999999|592.5885712|15.84324998|0.0|0.0|1.0|2.93|0.22|21.0|-6.92|1.0|0.0|0.0|30.0|5.0|-6.84|397.43|0.0|1.0|-4.29|0.000146|5.09e-05|0.0202|2.65|0.0|4.72e-05|4.14|-1311.995327|-1311.960542|625.06|1082.25|795.0|236.42|443.78|0.31953|0.66225|0.0529|-0.16176|5.6104|-0.21238|0.03478454|-1311.799168|43.0|7.3665|7.3665
12b_a40|0|0.0|0.0|1|7.515889085|0|0|0.084915315|-0.004650218|5.4161004020000005|-0.011794908|0|0.1744506639999999|0.747253086|-0.158107422|0.107454819|2|0.004452418|0.7137941109999999|-0.227384615|0.7818091140000001|1|0.955647156|-0.065048707|-0.074921647|0.2160572999999999|0.010845303|-42.67442006|0.044352844|25.26281742|-24.3068084|3.518538455|48.17000329|43.22826564|0.494842289|2462.878448|860.5059425000001|-10.97726831|0.143170283|0.979579799|81.54797734|-340.29531769999994|22.49258909|0.010309671|370.3261123|5.872257692000001|0.0|0.0|0.0|3.87|0.0|20.0|-8.39|2.0|0.0|0.0|24.0|2.0|-4.09|415.12|1.0|0.0|-7.11|1.95e-08|7.82e-08|3.2500000000000004e-05|6.68|0.0|1.7e-06|6.27|-3016.999329|-3016.9868100000003|576.38|960.94|306.0|363.91|490.5|0.69476|0.69476|306.0|-0.14267|4.5528|-0.22546|0.01251873|-3016.980996|0.04|7.3979|7.3979
19l_a38|0|3.280796643|0.0|0|7.412764017000001|2|2|-0.086107169|-0.007360265|5.351858133|-0.10490608|2|0.103904811|0.0|-0.426895387|-0.02967593|1|0.000347207|0.839953955|-0.053823023|0.89459881|0|0.799611189|-0.079681862|-0.100870929|0.51306986|0.0219046379999999|-65.35669452|0.200388811|129.8367176|-42.34617024|9.195687319|19.55998015|65.82033039|0.430111845|2921.048554|2934.313773|-15.68376675|0.262589769|0.754730276|170.13821069999997|-846.9234048000001|32.82593886|0.021129331|696.3887025|13.69020024|1.0|0.0|1.0|2.7|0.12|17.0|-7.28|2.0|0.0|0.0|32.0|4.0|-6.39|427.48|0.0|0.0|-4.72|1.15e-05|1.89e-05|0.00807|3.55|0.0|2.25e-05|4.08|-1409.5865199999998|-1409.557954|660.04|1164.34|0.2883|337.75|502.31|0.69413|0.7044|0.0233|-0.13977|6.5627|-0.2001|0.02856649|-1409.37001|14.0|7.8633|7.8633
6f_a40|0|0.0|0.0|1|8.421342866|1|2|0.134099184|-0.01691341|6.401917197|-0.156988665|0|-0.122783873|0.737582436|-0.8287570679999999|0.075227997|2|-0.008368734|0.836826225|-0.268802228|0.896373207|1|0.655786513|-0.134203859|-0.130571562|0.363785804|0.015998475|-83.88605319|0.344213487|221.1408856|-53.89282175|6.6032981820000005|40.01876255|96.49789556|0.410805404|3021.330686|3072.581297|-21.5571287|0.137191276|0.69723213|88.13890599|-970.0707913999998|38.88975659|0.013841059|593.503189|8.892225517|1.0|0.0|1.0|2.53|0.21|14.0|-3.67|1.0|3.0|1.0|30.0|5.0|-6.9|457.55|1.0|0.0|-4.64|1.13e-07|2.3e-05|0.0105|3.09|1.0|0.0967|6.96|-2426.972609|-2426.924155|668.95|1139.55|0.2362|346.89|507.64|0.66642|0.69911|0.0158|-0.1131799999999999|6.2384|-203.0|0.04845403|-2426.787111|42.0|7.3768|7.3768
