molecula|NaaNH|SaaNH|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC8d|n5aHRing|AATSC1pe|MATS1i|MATS1c|n6aHRing|GATS1are|MATS8s|MATS8d|SIC2|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|WPSA3|RPCS|FNSA1|DPSA5|DPSA3|GeomPetitjeanIndex|TASA|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|WNSA2|DPSA4|DPSA1|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Molecular Mass|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
12w_a30|0|0.0|7.412764017000001|2|2|0.604983445|0.0|0.063514061|5.351858133|-0.0316452179999999|2|0.044197531|-0.0999572419999999|0.0|-0.372029919|-0.04950715|1|0.001805829|-0.0493878409999999|-0.477636454|1|0.8149999040000001|-0.032835151|-0.080971844|0.889479916|0|0.8522163970000001|-0.076611264|-0.096032733|0.4274948739999999|0.015446225|-65.85056003|10.59162334|82.06520565|0.147783603|101.3366249|7.262777048999999|0.0|0.8077976990000001|75.77366969|63.12469722|0.451478593|584.3729039|-17.50883211|0.192202301|8.063690539|14.70077638|0.8230829059999999|-857.9327732|31.60926388|-422.1196298|9.923109661|1.0|0.0|1.0|0.0|4.63|17.0|3.79|0.0|137.3|0.0|1.0|5.0|-6.58|31.0|467.37|0.0|1.0|-6.04|2.64e-07|0.000123|9.14e-07|5.12|1.58e-08|5.0632|5.08|-2494.966575|-2494.932002|716.83|1211.28|0.2639|244.87|577.06|0.31353|-0.15073|-0.20755|0.0345723|-2494.807027|15.0|7821.0|7821.0
15a_a50|0|0.0|7.934155233999999|1|1|1.3530592819999998|4.126145086|-0.113976703|5.82008293|-0.06317118|1|0.035694444|-0.0446629609999999|2.020652006|-0.234757789|-0.125205943|2|0.005828749|-0.128070491|-0.325638639|1|0.797917311|-0.051676609|-0.207610131|0.8749408470000001|1|0.837789896|-0.0783960279999999|-0.084501726|0.4349386739999999|0.018014615|-50.56454577|10.77967103|275.287923|0.162210104|97.06405493|6.450390922|0.0|0.705410595|61.78266878|57.69065967|0.4476230879999999|501.3207109|-10.49734522|0.294589405|8.095541483|14.65582885|0.8103580690000001|-514.369916|24.86892274|-245.8291419|11.21812301|0.0|1.0|1.0|1.0|3.7|20.0|1.87|0.0|110.43|0.0|1.0|5.0|-3.6|28.0|371.44|1.0|1.0|-3.92|0.000251|0.0933|0.0001189999999999|2.51|8.070000000000001e-07|4.0408|2.66|-1199.818129|-1199.784983|644.4|1091.64|0.1767|306.83|519.38|0.66132|-0.16693|-0.19948|0.03314629|-1199.629702|41.0|7.3872|7.3872
35_a18|0|0.0|7.03438793|2|2|1.251175948|0.0|0.068150325|4.844187086|-0.020425504|1|0.03531746|-0.069149293|0.0|-0.44784362|-0.0098863069999999|0|0.00113101|-0.078001173|-0.5009599889999999|0|0.737701788|-0.032017257|-0.017913121|0.774007861|0|0.800765945|-0.081822342|-0.084219749|0.3888901179999999|0.008853796|-62.06945887|6.525195505|118.7214377|0.199234055|146.8343246|4.809030636|74.92670772|0.874573807|67.9315105|66.82777970000001|0.465531336|590.1597827|-18.16338657|0.125426193|9.184536969|17.18442554|0.87101708|-1235.110287|28.17969862|-552.1173777|5.862051629|1.0|1.0|1.0|1.0|4.3|18.0|3.33|1.0|151.05|0.0|1.0|8.0|-6.06|36.0|480.6|0.0|1.0|-5.53|8.629999999999999e-07|0.000415|2.96e-06|4.55|2.81e-10|3.2146|8.09|-1533.002975|-1532.976969|796.47|1400.62|0.4981|385.69|657.07|0.69279|-132.0|-0.18079|0.02600607|-1532.627182|24.0|7.6198|7.6198
12r_a30|0|0.0|7.412764017000001|2|2|0.604984545|0.0|-0.015167821|5.351858133|-0.093024002|2|0.043383838|-0.093079817|0.0|-0.400352091|-0.0646674999999999|1|-0.001131023|-0.0546637159999999|-0.44083509|1|0.609043558|-0.007140234|-0.105767484|0.889479916|0|0.72072745|-0.090229387|-0.109990462|0.451652492|0.019137908|-71.0931422|12.36992712|90.4724548|0.27927255|180.5098625|7.995393191000001|0.0|0.790065337|82.06195604|70.6903535|0.464481911|465.8474777|-16.88017015|0.209934663|7.467190577999999|13.94386247|0.867350555|-827.1283373|33.05530181|-374.9717191|10.96881384|1.0|0.0|1.0|0.0|4.66|17.0|3.58|0.0|127.19|0.0|1.0|5.0|-5.49|31.0|434.46|0.0|0.0|-5.17|3.24e-06|0.00141|6.71e-06|4.07|6.900000000000002e-08|5067.0|4.32|-1774.236548|-1774.2026670000002|679.64|1141.54|0.1908|244.69|516.03|0.32409|-0.14894|-0.20138|0.03388131|-1774.070699|29.0|7.5317|7.5317
4b_a46|0|0.0|7.825245291|1|1|1.1346370890000002|2.189591837|-0.155670183|5.587248657999999|-0.022119857|2|0.047736111|-0.082722572|0.0|-0.058945144|-0.111103941|1|0.011806162|-0.079238184|-0.16915334|2|0.6901151990000001|-0.263387881|-0.153841155|0.768651645|0|0.935245062|-0.0524080009999999|-0.070236212|0.27128814|0.007568202|-38.30877966|4.127907383|7.986637869|0.064754938|35.31914031|2.251475261|56.7922535|0.8104680259999999|42.65239101|32.7126858|0.428987199|510.1086157|-6.822749952000001|0.189531974|5.76401157|10.09436488|0.751274223|-334.31474760000003|15.43427855|-338.6757579|4.343611349|1.0|0.0|1.0|1.0|3.9|17.0|2.58|0.0|101.7|0.0|1.0|2.0|-4.35|25.0|332.44|1.0|1.0|-4.63|4.49e-05|0.0149|2.35e-05|3.74|6.38e-08|4.5515|3.98|-1033.556797|-1033.535029|588.79|1020.9|0.1784|272.4|508.79|0.68682|-0.19082|-0.21811|0.02176759|-1033.378455|548.0|6.2612|6.2612
8_a47|0|0.0|7.252053952000001|0|1|1.24688044|0.0|0.003732288|5.476463552|-0.099564745|2|0.0363475179999999|-0.087101663|1.335354131|-0.391797226|-0.14203855|0|-0.007648516|-0.00158075|-0.4497577479999999|2|0.686795267|-0.035681436|-0.223459904|0.842571655|1|0.8497568740000001|-0.075955381|-0.091482011|0.517797505|0.008687692|-53.11155658|5.043798869|90.32612351|0.150243126|87.2263982|2.928269795|0.0|0.819702033|60.62152862|49.14108595|0.414302597|493.3419136|-12.06582525|0.180297967|6.492934319|11.08581716|0.707366287|-555.0279614|25.35407034|-371.2177396|7.509972037000001|1.0|1.0|1.0|1.0|3.02|22.0|3.9|0.0|113.97|0.0|1.0|4.0|-6.59|29.0|405.85|0.0|1.0|-6.19|2.56e-07|0.000104|6.490000000000001e-07|5.61|5.62e-10|3.6696|4.91|-1686.068471|-1686.0356350000002|621.06|1071.62|0.2249|337.87|433.38|0.6877800000000001|-0.15357|-0.2085199999999999|0.03283575|-1685.908004|0.05|7.3|7.3
7g_a8|1|3.095238804|7.535296702|1|1|1.39137419|1.336155045|-0.092384028|5.4161004020000005|-0.067360394|0|0.0448526079999999|-0.030968098|0.0|-0.481134236|-0.027717137|1|0.0002620309999999|0.021974492|-0.418049442|0|0.627990269|0.098510683|-0.044866536|0.79995525|0|0.699376143|-0.107714754|-0.1122315669999999|0.306360885|0.031841955|-67.26263865|19.08352484|144.290464|0.300623857|180.1699331|11.43714084|56.75323443|0.806738465|78.41805331|83.63914665|0.470618047|419.1502102|-16.4912131|0.193261535|7.588498875|14.3346384|0.8889952590000001|-725.6133762000001|34.10836993|-367.6690814|11.15541466|1.0|0.0|1.0|0.0|3.29|23.0|3.4|0.0|108.0|0.0|1.0|3.0|-5.78|30.0|399.37|0.0|1.0|-5.44|1.67e-06|0.000667|3.59e-06|4.38|1.23e-08|3.7874|6.26|-1374.493069|-1374.4533210000002|620.67|1053.9|0.5165|327.36|507.78|0.62073|-0.15508|-0.22129|0.03974865|-1374.3479960000002|21.03|4.6772|4.6772
18a_a22|0|0.0|6.842683282|0|0|1.194229718|1.854982521|-0.197348157|4.727387819|-0.018344659|2|0.038167849|0.033735832|1.6891461019999998|-0.19538364|-0.015194063|1|0.007079018|-0.0835538409999999|-0.296897301|2|0.760537197|-0.042139855|-0.027029438|0.7881113679999999|1|0.926535704|-0.050645213|-0.076119803|0.573315195|0.01713283|-51.6464295|11.62443251|29.59800426|0.073464296|49.84469832|7.887046626|18.5219848|0.710467198|64.80092090000001|45.98663929|0.487405342|628.6440468999999|-13.47750813|0.289532802|7.037677899|13.72951861|0.950859191|-700.830423|27.95908297|-285.5992506|13.15449139|1.0|1.0|1.0|1.0|3.49|27.0|2.13|1.0|131.64|0.0|1.0|6.0|-5.59|32.0|436.53|0.0|1.0|-5.16|2.59e-06|0.00113|6.98e-06|3.78|3.95e-10|5.0214|3.69|-1691.3151059999998|-1691.2957760000002|695.35|1211.84|0.3174|246.91|531.16|0.35107|-0.1408|-0.21148|0.01932946|-1691.097989|13.0|7.8861|7.8861
13_a15|0|0.0|0.0|1|1|1.4356889940000002|0.0|-0.139434143|0.0|-0.031457366|3|0.029206349|-0.006938727|0.0|-0.393632585|0.005149745|0|0.003766915|-0.173728081|-0.357554652|2|0.843715005|0.008210506|0.009456191|0.7784213259999999|0|0.8854875790000001|-0.068526782|-0.098053528|0.708462114|0.016196467|-61.86632281|10.21906987|142.67217639999998|0.114512421|72.25096855|6.447664726|0.0|0.755283433|72.41636305|53.45565817|0.482317225|558.6934137000001|-13.46007201|0.244716567|5.21465994|10.07307988|0.931684902|-780.6841766|28.24531009|-322.1392954|10.55004024|1.0|1.0|0.0|0.0|4.13|24.0|2.52|0.0|138.24|0.0|1.0|6.0|-6.32|34.0|448.52|0.0|0.0|-6.1|4.77e-07|0.000214|7.970000000000001e-07|5.32|1.27e-09|3942.0|5.04|-1450.756042|-1450.727602|674.36|1231.11|208.0|314.52|549.33|0.63827|-0.11283|-0.15229|0.02844037|-1450.462642|6.0|8.2218|8.2218
21_a12|0|0.0|6.605297921|1|1|0.609915045|0.0|0.04375233|4.59511985|-0.058516436|3|0.037992832|-0.213225401|0.0|-0.362168355|-0.0546514309999999|1|-0.001825446|-0.116098308|-0.522951134|2|0.923855679|-0.061915124|-0.099516604|0.89838263|0|0.84827776|-0.068775342|-0.100098765|0.192026642|0.012230115|-50.37198585|6.154473157000001|75.46830038|0.15172224|76.35009799|3.097071518|0.0|0.770818357|59.10840872|40.76379649|0.473492395|426.8727514|-9.338859985|0.229181643|5.891343219|11.18947411|0.8993077970000001|-354.8766794|24.07584081|-272.5639702|8.736422872|1.0|1.0|0.0|1.0|4.05|17.0|1.82|0.0|98.16|0.0|1.0|3.0|-3.82|23.0|319.38|0.0|1.0|-3.76|0.00015|48.0|0.000173|2.53|1.67e-07|4.6851|2.56|-1327.479547|-1327.451966|539.67|893.17|0.3665|264.64|397.31|0.59386|-0.16784|-0.22253|0.02758166|-1327.397348|22.0|7.6576|7.6576
17_a15|0|0.0|0.0|0|0|1.43568899|0.0|-0.046866421|0.0|-0.071708785|2|0.036595745|-0.033968088|0.0|-0.442454151|-0.0141953639999999|0|0.0032452509999999|-0.170008473|-0.461493931|2|0.769376831|0.001376853|-0.023779626|0.76362781|0|0.880459235|-0.052869016|-0.079844675|0.605886597|0.012890299|-61.17023228|9.875456386|34.35335309|0.119540765|91.58201681|7.56573889|58.47512431|0.653207369|77.82445248|50.37922222|0.474165158|674.5333498|-15.88591693|0.346792631|7.967418828|15.15194163|0.90173781|-937.2690986|31.74439379|-234.74904|16.654220199999997|1.0|1.0|1.0|1.0|3.63|24.0|2.53|0.0|131.36|0.0|1.0|7.0|-5.93|33.0|438.52|0.0|1.0|-5.65|1.19e-06|0.00052|2.26e-06|4.78|1.9199999999999998e-10|4.1461|6.89|-1413.897695|-1413.857182|752.08|1298.37|0.7247|299.04|663.81|0.68787|-0.15573|-0.19509|0.04051306|-1413.624817|12.0|7.9208|7.9208
18a_a30|0|0.0|7.412764017000001|2|2|0.604987543|0.0|0.045071414|5.351858133|-0.02919335|2|0.040166667|-0.041327798|0.0|-0.353677943|-0.094932667|1|0.005458948|-0.053309522|-0.452377064|1|0.8421237309999999|0.003991162|-0.171895425|0.842671963|0|0.85918121|-0.072474599|-0.095397479|0.294303776|0.017060045|-59.38972262|10.62073502|79.18861306|0.14081879|87.66676984|6.611941026|0.0|0.7904991659999999|69.35818061|55.73981304|0.445995681|534.88346|-14.33650253|0.209500834|7.050626413|12.72666325|0.8050400790000001|-702.4886239|29.1318055|-361.7006453|9.968457988|1.0|0.0|1.0|0.0|4.75|17.0|2.82|0.0|127.28|0.0|1.0|5.0|-5.28|29.0|398.48|0.0|0.0|-4.85|5.23e-06|0.00208|1.4e-05|3.87|2.3100000000000002e-07|3.4712|3.82|-1575.786909|-1575.755101|665.12|1120.46|0.3781|357.18|508.08|0.69033|-0.1418|-0.19785|0.03180853|-1575.604922|25.0|7.6108|7.6108
4q_a46|0|0.0|7.832410927000001|1|1|1.131262631|2.151582577|-0.2520920439999999|5.587248657999999|0.004704245|2|0.0462962959999999|-0.012611536|0.0|-0.066250447|-0.081623022|1|0.012222698|-0.1214838219999999|-0.125840557|2|0.716317772|-0.15266708|-0.121752717|0.848935944|0|0.913550004|-0.052170875|-0.070035423|0.258420996|0.014510206|-39.09149156|8.099124333999999|38.31894407|0.086449996|48.25357162|4.520667361|72.14599138|0.61955726|49.37907349|37.21920695|0.487775649|509.9138517|-6.545879136|0.38044274|6.038093227999999|11.78798551|0.952269544|-327.2939568|18.92875482|-133.46593529999998|10.28758193|1.0|1.0|1.0|1.0|3.95|17.0|1.75|0.0|102.63|0.0|1.0|4.0|-3.41|26.0|348.44|1.0|0.0|-3.89|0.000389|135.0|0.000129|2.65|1.14e-07|4.5296|2.57|-1108.751283|-1108.729426|606.7333|1043.05|0.1432|273.72|510.13|0.69002|-0.1903|-0.2207199999999999|0.02185677|-1108.566571|743.0|6129.0|6129.0
15_a4|0|0.0|7.535296702|1|1|1.399867493|1.956386054|-0.159419214|5.4161004020000005|-0.061469545|1|0.044357639|0.0432718859999999|0.0|-0.077474847|0.022446689|1|0.00918585|-0.017259078|-0.226703465|1|0.5118792910000001|0.095534883|0.036363636|0.8347553529999999|0|0.867716376|-0.062151785|-0.073738544|0.2517542889999999|0.010893057|-35.36161572|5.223809291|12.70877085|0.132283624|63.43714456|2.505098786|86.01453643|0.8438913020000001|40.03406565|35.02894809|0.437696617|416.1168833|-7.065752187|0.156108698|5.459799482|9.709704127|0.7783994009999999|-254.3670787|17.45960235|-329.8289177|4.672449937|1.0|0.0|1.0|0.0|3.28|17.0|3.05|0.0|85.06|0.0|1.0|2.0|-3.82|22.0|291.32|1.0|1.0|-4.28|0.000152|0.0443|5.19e-05|3.49|8.070000000000001e-07|4.5048|3.8|-958.270023|-958.251931|512.65|848.47|0.1996|275.22|396.58|0.4778699999999999|-0.17373|-0.2091199999999999|0.018092091|-958.195344|175.0|6757.0|6757.0
14ac_a23|0|0.0|7.423568444|0|0|1.1979507740000002|2.7104403130000003|0.0763230759999999|5.351858133|-0.4422550999999999|2|0.048351548|0.016532702|0.544211741|-0.66443411|0.043387326|2|-0.004445662|-0.069765112|-0.562985112|2|0.5562570379999999|0.1374474|0.054652466|0.834426845|1|0.931143634|-0.0883661019999999|-0.097100967|0.300389872|0.016832361|-73.32014595|12.70997824|57.45545019|0.068856366|51.99287907|9.597200637|0.327656318|0.8077820920000001|87.75911516|79.43449928|0.489147172|703.0989434999999|-25.07023818|0.192217908|8.122941134|15.90074614|0.95751094|-1328.722623|41.10214358|-464.8074813999999|14.43896921|1.0|0.0|1.0|1.0|3.69|26.0|4.6|1.0|130.29|0.0|1.0|7.0|-7.31|38.0|547.48|0.0|0.0|-6.65|4.92e-08|2.69e-05|2.24e-07|5.35|9.25e-10|4.0014|4.93|-2304.001319|-2303.9786940000004|751.54|1285.58|0.3209|309.85|627.76|0.6408|-0.15055|-0.23868|0.02262555|-2303.819891|4.0|8.3851|8.3851
7f_a8|1|2.961566988|7.05012252|0|0|1.394802504|1.2793830309999998|-0.139912829|4.844187086|-0.073219554|0|0.044814815|0.034392285|0.0|-0.234880498|0.0260356679999999|1|0.00084936|0.052081992|-0.381574707|0|0.515235986|-0.048917705|0.041366689|0.7677336090000001|0|0.770229267|-0.091890536|-0.08790841|0.3155671539999999|0.0138113419999999|-50.01741803|7.858266077000001|53.09327646|0.229770733|130.7330978|4.471132824|55.49953831|0.880922225|55.85651025|60.14140162|0.4513917389999999|438.23883319999993|-13.18808857|0.119077775|7.704280774|14.04331892|0.822794279|-540.7116315000001|26.31197491|-433.4681077|5.839092213|1.0|0.0|0.0|0.0|3.14|23.0|4.27|0.0|101.89|0.0|1.0|3.0|-5.68|28.0|373.35|0.0|1.0|-5.5|2.09e-06|0.00078|3.16e-06|4.66|3.5e-09|3.8187|6.81|-1285.196168|-1285.168078|584.99|991.61|0.3536|324.68|495.55|0.7024199999999999|-0.14506|-0.21998|0.02809022|-1285.071664|35.65|4.4479|4.4479
IN1166_a11|1|3.433539068|6.842683282|0|0|1.429020445|0.0|-0.089778965|4.727387819|-0.008507023|2|0.044021739|0.018376555|1.643912856|-0.378539035|-0.037793156|1|-0.001446486|-0.126749697|-0.462344944|2|0.841211811|0.102257199|-0.067328767|0.827254552|1|0.863273559|-0.073965061|-0.0896538619999999|0.551933595|0.0200246639999999|-61.90325275|13.82641888|112.0066065|0.136726441|94.40543077|9.546719887|20.83871871|0.694302821|76.76995134|64.89703387|0.463497159|596.0640225999999|-15.08551944|0.305697179|6.777827685|12.63334911|0.8639230290000001|-769.3614916|31.46783535|-268.3203251|14.86669859|1.0|1.0|1.0|1.0|3.51|27.0|0.92|0.0|123.82|0.0|0.0|5.0|-5.11|32.0|417.47|0.0|1.0|-4.78|7.74e-06|0.00323|1.65e-05|3.27|6.59e-11|4.9857|3.36|-1347.298558|-1347.256659|704.48|1198.36|0.3425|248.68|554.63|0.4358399999999999|-0.13823|-0.21098|0.04189898|-1347.073528|12.0|7.9318|7.9318
12g_a36|1|3.5202147110000004|7.412764017000001|2|2|1.2678464|0.0|-0.063344124|5.351858133|-0.039008054|2|0.03912037|0.078990142|0.0|-0.409214521|-0.0521750109999999|1|0.005035022|-0.099596099|-0.44093902|1|0.901715152|-0.19532883|-0.088251318|0.847239339|0|0.854238488|-0.069292341|-0.097067302|0.374686587|0.017738779|-66.72829531|12.19441007|24.29006276|0.1457615119999999|100.2028184|8.382969151000001|5.097410387|0.779745318|77.14470618|59.82898654|0.473274545|587.240781|-16.3273005|0.2202546819999999|7.285010602000001|13.83075477|0.898522257|-963.3107298|30.45962398|-384.6182564|10.41641087|1.0|0.0|1.0|1.0|5.06|17.0|2.66|0.0|138.33|0.0|1.0|6.0|-4.95|32.0|423.51|1.0|1.0|-4.86|1.13e-05|0.0047799999999999|1.39e-05|3.8|4.2e-08|5.2092|4.21|-1350.887005|-1350.861445|724.32|1241.66|0.4393|238.01|657.02|0.38165|-0.15236|-0.20288|0.0255597|-1350.633209|14.0|7.8539|7.8539
13_a12|0|0.0|0.0|0|0|1.508548782|0.0|0.202052156|0.0|-0.0619247109999999|2|0.037948718|-0.21832579|0.0|-0.272508888|0.021322992|0|0.002279068|-0.169387652|-0.595629719|2|0.845823047|-0.226526433|0.039235452|0.7300173240000001|0|0.90006391|-0.058167326|-0.092483398|0.122164874|0.008188151|-45.33566159|4.01385817|64.74666684|0.09993609|48.98899535|1.96760628|66.2289548|0.8829921740000001|48.99243638|32.52766981|0.466560112|441.2142447|-8.408963103|0.117007826|6.06407675|11.36787272|0.874625469|-311.13163480000003|19.42716439|-375.4880089|3.656774794|1.0|1.0|0.0|1.0|2.7|18.0|2.42|0.0|84.74|0.0|1.0|3.0|-4.26|21.0|276.34|1.0|1.0|-4.2|5.520000000000001e-05|0.0152|6.3e-05|3.51|7.26e-08|4.5363|3.83|-876.3661620999999|-876.3370809|532.86|867.79|0.6528|273.31|437.91|0.6622399999999999|-0.16458|-0.20903|0.0290811829999999|-876.258343|93.0|7.0315|7.0315
3m_a32|1|3.575728458|7.773594467000001|0|1|0.609420748|0.0|0.013867955|5.733341277|-0.017268778|0|0.03962963|-0.0370712179999999|2.175099216|-0.3082152019999999|-0.078038283|3|0.000822186|-0.04918838|-0.49476131|0|0.6943636479999999|-0.0067207069999999|-0.126422018|0.872498916|1|0.798023273|-0.084626325|-0.09390309|0.317009723|0.013428623|-56.15082133|8.029854976000001|92.61088121|0.201976727|120.7751424|4.801577352|0.0|0.674468222|67.1606709|58.63348955|0.4687361229999999|477.1904954|-9.699808932|0.325531778|7.0752395770000005|13.31775015|0.882303773|-436.4914018999999|24.05057475|-208.6520032|11.00984957|1.0|0.0|1.0|1.0|3.51|19.0|1.74|0.0|110.36|0.0|1.0|3.0|-5.94|27.0|394.51|0.0|1.0|-4.86|1.14e-06|0.000449|1.39e-05|3.57|4.190000000000001e-08|3.5749|5.1|-1863.502681|-1863.46877|641.52|1073.31|0.2952|346.82|484.34|0.7026600000000001|-0.14835|-0.2056599999999999|0.0339106999999999|-1863.337677|23.0|7.6383|7.6383
14n_a23|0|0.0|7.423568444|0|0|1.197963531|3.3716621960000004|0.009802461|5.351858133|-0.027380305|2|0.045165485|0.079559363|0.747533142|-0.376950283|-0.059870135|2|0.010508236|-0.110069159|-0.404569286|2|0.756252127|0.219354173|-0.099694124|0.861597051|1|0.89327435|-0.058928845|-0.082430028|0.209387766|0.027028617|-55.70499288|18.26553926|97.93357279|0.10672565|72.12361433|12.34358104|97.39429807|0.6868205409999999|72.09248208|58.08878013|0.469606631|603.6615822000001|-14.76259199|0.313179459|8.662092555|16.33144958|0.885393105|-752.8921912999999|31.80611809|-252.5011125|16.3874892|0.0|0.0|1.0|1.0|3.53|26.0|2.72|1.0|126.78|0.0|1.0|6.0|-5.63|32.0|441.51|0.0|0.0|-5.02|2.32e-06|0.0010199999999999|9.57e-06|3.55|3.11e-08|3.4217|3.23|-1744.450916|-1744.42791|710.48|1209.95|0.4229|362.35|575.71|0.6955|-0.1382|-0.2077099999999999|0.02300614|-1744.244532|1.0|9.2441|9.2441
14h_a23|0|0.0|7.423568444|0|0|1.197963488|3.309480899|0.043538466|5.351858133|0.006191846|2|0.04255787|0.0316908439999999|0.7290938920000001|-0.307907256|-0.034313725|2|0.009266617|-0.0686282459999999|-0.4460845129999999|2|0.708395022|0.143102066|-0.05745554|0.860920386|1|0.923430574|-0.063825076|-0.081058742|0.223157991|0.021982565|-54.6468131|14.81983413|41.34207782|0.076569426|51.620282|9.990985411|86.83095818|0.753100584|67.44368679|57.84834575|0.48032488|622.5428245|-15.35036053|0.246899416|7.833334036|15.0735214|0.924279155|-736.8173055999999|30.23434844|-341.2621515|12.79687369|0.0|0.0|1.0|1.0|3.47|26.0|2.39|1.0|125.0|0.0|1.0|5.0|-5.68|32.0|436.49|0.0|0.0|-4.9|2.09e-06|0.0009109999999999|1.27e-05|3.3|3.39e-08|4.0506|3.29|-1722.1762399999998|-1722.148272|699.86|1190.62|0.3424|306.09|569.53|0.67365|-0.15209|-0.2374099999999999|0.02796857|-1721.99264|5.0|8.3468|8.3468
12an_a36|1|3.489959714|7.412764017000001|2|2|0.6294007110000001|0.0|-0.05423417|5.351858133|-0.046532211|2|0.042739018|0.0966393909999999|0.0|-0.407702102|-0.031635802|1|0.003710345|-0.07550872|-0.434819796|1|0.906423012|-0.009636347|-0.055405405|0.885733922|0|0.836440154|-0.073519599|-0.105145528|0.270501913|0.0173118669999999|-71.0446809|11.69727417|82.43567331|0.163559846|110.5140393|7.903608682000001|0.0|0.783512615|81.70091433|61.37296195|0.44576647|565.1654879|-16.89009799|0.216487385|8.773001855|15.82907093|0.8042935809999999|-912.0652916|31.9040205|-383.1273396|10.65623343|1.0|0.0|1.0|1.0|4.85|17.0|2.51|0.0|135.47|0.0|1.0|6.0|-4.85|31.0|427.52|0.0|0.0|-4.51|1.4300000000000002e-05|0.0061|3.09e-05|3.19|8.95e-08|5.1771|3.37|-1670.452238|-1670.417726|718.98|1215.98|0.6702|239.49|571.76|0.44822|-0.15474|-0.21035|0.0345115999999999|-1670.244686|0.04|7.3979|7.3979
4c_a49|0|0.0|7.535296702|1|1|1.343847672|2.102052126|-0.048954892|5.4161004020000005|-0.044371138|2|0.03583878|-0.099764463|1.78683516|-0.339843311|0.006194124|1|0.00202792|-0.001005604|-0.412652341|2|0.7745214140000001|-0.052237757|0.010868461|0.826523164|1|0.76159824|-0.087753156|-0.086290519|0.407675441|0.012079228|-55.59622798|7.782541015|82.02101639|0.23840176|153.60017230000005|5.014223225|59.70585149|0.724053828|66.77901229|64.32113331|0.473304159|490.6910965|-12.37423857|0.275946172|8.474369008|16.089682800000002|0.898629005|-680.5831211|26.5256103|-288.71184960000005|11.182784300000002|1.0|1.0|1.0|1.0|3.49|21.0|1.47|0.0|120.43|0.0|1.0|7.0|-3.5|31.0|412.49|0.0|1.0|-3.58|0.000314|0.13|0.000265|1.81|1.07e-08|5.74|3.04|-1332.647233|-1332.607539|705.55|1199.04|0.2411|216.0|533.87|0.4164199999999999|-0.15925|-0.22158|0.03969431|-1332.398001|255.0|6.5935|6.5935
13a_a30|0|0.0|7.412764017000001|2|2|0.604984129|0.0|0.113424769|5.351858133|-0.118776867|2|0.042560386|-0.036541822|0.0|-0.627166322|-0.0351777|1|-0.002215642|0.003429114|-0.5640209589999999|1|0.841060094|0.019603815|-0.058608635|0.885516463|0|0.6963945559999999|-0.109682335|-0.113507021|0.478381813|0.01856512|-76.60916637|12.53013554|381.9643801|0.303605444|204.9120824|8.456950359|102.6479456|0.799862466|88.22659517|86.55791128|0.4661332179999999|470.0167988|-19.5115996|0.2001375339999999|8.066980235|15.1104742|0.873126469|-1034.114779|36.14261279|-404.771677|11.6174288|1.0|0.0|1.0|0.0|4.76|17.0|2.06|0.0|135.37|0.0|1.0|6.0|-5.01|32.0|441.51|0.0|0.0|-4.3|9.68e-06|0.00427|5e-05|2.74|6.520000000000001e-07|5.0535|4.54|-1744.491614|-1744.4457100000002|721.66|1211.54|0.1788|245.34|541.59|0.26119|-0.14953|-0.20503|0.04590378|-1744.281248|14.0|7.8665|7.8665
