molecula|SddssS|n9FaHRing|n9FaRing|SssssC|NaasN|SRW09|nARing|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|n5aRing|n5aHRing|AATSC7i|MATS1c|GATS1are|BIC2|MATS8s|SIC2|RASA|FNSA3|FNSA5|PNSA3|PNSA5|PPSA3|RNCS|RPSA|FNSA4|WPSA3|RPCS|FNSA2|WNSA3|PNSA4|DPSA3|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|GRAV|PPSA1|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|IC50|pIC50|pIC50
14e_a25|0.0|0|0|0.0|1|6.842683282|0|0.039261746|-0.008591251|4.727387819|-0.138693649|2|0.0389622639999999|0.0065927719999999|1|1|0.010976703|-0.50909623|0.717460414|0.776960216|-0.144369439|0.8322445820000001|0.7240504329999999|-0.1011107469999999|-0.1004553119999999|-73.99302943|-73.51338088|10.99497534|372.1805977|0.275949567|-0.038772226|8.046143033|97.78313402|-2.2100168680000003|-54.14823405|-28.3735856|84.98800478|3126.080106|529.8614286999999|-1617.294379|2620.6698690000003|-20.76384175|6952.485076999999|141.642515|-448.516796|2005.4567600000005|811.3237836|11.09035375|1.0|1.0|1.0|2.0|3.62|2.72|0.07|27.0|-9.14|115.79|1.69|1.0|0.0|0.0|7.0|-5.14|5.0|-6.96|462.5|0.0|0.0|-4.73|7.29e-06|1.86e-05|0.0085799999999999|0.0|0.0|3.38e-07|-0.0538|5.8431|6.51|3.9613|-1520.964156|1300.08|312.99|0.2409|596.96|0.31019|-1520.701142|-0.15787|5.3651|-1520.767443|75.0|7.1249|7.1249
12f_a30|0.0|0|0|-4.734662095|0|7.412764017000001|2|0.156569208|-0.015345198|5.351858133|-0.274237737|2|0.041555556|0.1468972409999999|1|1|0.4304505939999999|-0.6394697460000001|0.613786308|0.8246767140000001|-0.043091382|0.876441789|0.8357464459999999|-0.090450992|-0.108935062|-63.81176255|-76.85198573|11.07796031|101.2862703|0.164253554|-0.0452183279999999|7.815328055|1.45550709|-2.396571368|-45.01820228|-31.90082427|74.88972286|3305.792133|589.6060704|-1690.743686|2712.844784|-22.5055335|7634.176316|130.3909181|-444.7025522|2074.08593|696.6414817000001|12.36587885|1.0|1.0|0.0|1.0|4.73|0.0|0.17|17.0|-7.18|90.88|2.82|2.0|0.0|0.0|7.0|-6.7|8.0|-5.66|482.48|0.0|0.0|-5.92|1.99e-07|1.2e-06|0.000579|0.0|0.0|3.19e-05|-0.05464|5.0587|5.52|3.5298|-1987.998635|1225.63|351.25|0.2166|574.31|0.32483|-1987.782125|-0.14958|3.6633|-1987.848015|19.0|7.7144|7.7144
12a_a30|0.0|0|0|0.0|0|7.412764017000001|2|0.033691224|-0.006711725|5.351858133|-0.02919335|2|0.040166667|-0.096804291|1|1|-0.171649606|-0.454270252|0.8421237309999999|0.7885597609999999|-0.031179517|0.842671963|0.836214716|-0.07699057|-0.097138462|-47.73588073|-60.22802588|10.10177981|85.47365107|0.163785284|-0.037665934|6.263330101|0.0|-1.845630786|-29.59731695|-23.35372432|57.83766054|2722.217443|518.4718832|-1144.332492|2256.680391|-14.47983299|5936.682602000001|120.786445|-378.4495438|1421.195251|620.9195447000001|9.228758655|1.0|1.0|0.0|1.0|4.65|0.0|0.14|17.0|-6.64|81.65|2.82|2.0|0.0|0.0|5.0|-5.28|4.0|-5.98|398.48|0.0|0.0|-4.85|5.23e-06|1.4e-05|0.0056|0.0|0.0|9.21e-05|-0.05184|5045.0|3.82|3.4885|-1575.745502|1122.01|355.41|0.1866|507.17|0.35338|-1575.538241|-0.1481|4.1875|-1575.597759|11.0|7.9469|7.9469
11_a47|0.0|0|0|0.0|0|0.0|0|0.035230036|-0.007767503|0.0|-0.156077888|3|0.033931624|-0.0586047379999999|0|0|-0.120383371|-0.451384505|0.702719047|0.715054643|-0.058523885|0.770028429|0.796863393|-0.08164597|-0.096486559|-50.01659041|-59.10798423|5.184267117|119.4035378|0.203136607|-0.035945973|3.175899139|1.882633323|-1.833244617|-30.64032829|-22.02062158|55.20085753|2842.168734|488.1611434|-1123.0517|2201.328597|-13.48990542|6736.717611|112.34605729999998|-387.9111844|1375.2628029999998|670.2339441|7.881596968999999|1.0|0.0|1.0|2.0|3.28|3.15|0.04|28.0|-10.55|70.93|3.0|2.0|0.0|0.0|4.0|-6.29|5.0|-5.28|422.45|0.0|1.0|-6.03|5.110000000000001e-07|9.32e-07|0.000394|0.0|0.0|1.19e-08|-0.05094|3.7253|4.84|3.7253|-1396.145101|1146.42|332.82|0.2321|549.52|0.6915399999999999|-1395.922861|-0.1546|2.9142|-1395.980918|0.04|7.4|7.4
12as_a36|0.0|0|0|0.0|0|7.412764017000001|2|-0.051208473|-0.007672841|5.351858133|-0.073735973|2|0.041728395|0.096454203|1|1|0.162571317|-0.4358775279999999|0.8058720979999999|0.817372883|-0.0389138329999999|0.869455765|0.77043791|-0.082748367|-0.109492809|-55.75872553|-73.78005999|12.95780416|88.17694537|0.22956209|-0.037824788|8.731418812000001|0.0|-2.080363362|-37.57216725|-25.48765709|68.71652969|2904.092809|519.1478419|-1401.82114|2365.632846|-17.17446921|6224.698969|156.2451686|-361.3444194|1824.98997|716.9974499|11.75468972|1.0|0.0|0.0|2.0|4.86|0.0|0.17|17.0|-6.89|86.27|1.59|1.0|0.0|0.0|6.0|-3.81|5.0|-7.21|423.47|0.0|0.0|-3.95|0.000154|0.000112|0.0476|0.0|0.0|5.4600000000000006e-05|-0.05789|4.5202|4.84|3851.0|-1385.5651710000002|1207.35|321.96|0.5902|568.52|0.53815|-1385.322633|-0.1563|4.8580000000000005|-1385.384524|59.0|7.2291|7.2291
14ab_a23|0.0|1|1|0.0|2|7.423568444|0|0.065530542|-0.0050415|5.351858133|-0.028841865|2|0.04314059|0.021287386|2|2|0.038241896|-0.449699921|0.725358161|0.75434493|-0.085303124|0.8072028240000001|0.92422233|-0.051974369|-0.076243539|-35.59605095|-52.21744789|12.31039874|40.23721489|0.07577767|-0.031648261|8.431109267|82.79560776|-1.677357849|-24.37891748|-21.67516705|47.90644969|2941.47118|632.9786397|-1148.783854|2332.352369|-14.84482393|6654.62616|138.4567483|-407.9635285|1439.872753|733.3886349999999|9.389964491|0.0|1.0|1.0|1.0|3.63|3.82|0.12|26.0|-8.16|105.02|3.45|2.0|1.0|0.0|5.0|-6.23|4.0|-5.92|439.54|0.0|0.0|-5.55|5.9e-07|2.81e-06|0.00123|0.0|0.0|3.07e-06|-0.07146|3.6587|4.1|3.6587|-1708.543268|1238.27|338.88|0.3893|595.23|0.66532|-1708.277193|-0.14778|5.9624|-1708.3414239999995|4.0|8.4012|8.4012
8a_a8|0.0|0|0|0.0|1|7.535296702|1|-0.021925912|-0.014658222|5.4161004020000005|-0.1950388569999999|1|0.040243056|0.027531877|1|1|0.044579097|-0.5028388229999999|0.76592324|0.762577159|0.089031731|0.8220300859999999|0.550829475|-0.131795179|-0.118763303|-78.93428863|-71.12928513|20.58762475|170.9592896|0.449170525|-0.049054408|12.33026525|84.91322996|-2.256502762|-47.27503672|-29.37948733|99.52191337|2802.374154|329.9007832|-1351.456417|1746.6927010000002|-17.59585557|6193.891189|141.2206861|-316.4749864|1768.444416|529.053307|15.44399996|0.0|1.0|0.0|2.0|3.37|2.64|0.05|23.0|-6.76|112.23|1.9|1.0|0.0|0.0|4.0|-4.4|5.0|-7.04|400.39|0.0|0.0|-4.14|3.99e-05|7.28e-05|0.0292|0.0|0.0|6.96e-05|-0.06922|4.6017|6.1|3.1039|-1367.744724|1061.5|399.45|0.2035|476.69|0.4927399999999999|-1367.539526|-0.13015|5.4201|-1367.595683|11.34|4.9454|4.9454
15_a4|0.0|0|0|0.0|1|7.535296702|1|-0.159419214|-0.001986535|5.4161004020000005|-0.061469545|1|0.044357639|0.0432718859999999|1|1|0.097046535|-0.226703465|0.5118792910000001|0.772721853|0.095534883|0.8347553529999999|0.867716376|-0.062151785|-0.073738544|-29.80513879|-35.36161572|5.223809291|12.70877085|0.132283624|-0.030724393|2.505098786|86.01453643|-1.106078158|-14.29317436|-14.73400655|35.02894809|1973.978183|416.1168833|-530.4242358|1495.715718|-7.065752187|4134.603400999999|74.8625551|-329.8289177|628.5456843999999|324.5687005|4.672449937|1.0|0.0|0.0|0.0|3.28|3.01|0.11|17.0|-6.09|30.71|3.05|0.0|0.0|0.0|2.0|-3.82|3.0|-5.6|291.32|1.0|1.0|-4.28|0.000152|5.19e-05|0.0151|0.0|0.0|0.000235|-0.03539|4.5048|3.8|4.2148|-958.251931|848.47|294.16|0.1996|396.58|0.4778699999999999|-958.147682|-0.17373|2.1603|-958.195344|175.0|6757.0|6757.0
12am_a36|0.0|0|0|-4.723487246|0|7.412764017000001|2|0.088482802|-0.015884751|5.351858133|-0.297354748|2|0.044036281|0.122824831|1|1|0.345949079|-0.6080522279999999|0.647732719|0.8344566859999999|-0.0147665219999999|0.885733922|0.814986544|-0.091472759|-0.118101664|-63.19394154|-81.59051640000001|12.15249658|128.69607109999998|0.185013456|-0.045928425|8.395550408|1.038361162|-2.480134939|-43.65752487|-31.72964526|75.34643812|3230.6292780000003|563.0333297999999|-1713.4008440000002|2603.072527|-21.92042059|7238.033439|146.228847|-398.3921535|2173.44302|672.4630346|13.94067198|1.0|1.0|0.0|2.0|4.81|0.0|0.17|17.0|-7.14|78.43|2.04|2.0|0.0|0.0|7.0|-5.2|8.0|-6.4|465.43|0.0|0.0|-5.07|6.26e-06|8.6e-06|4.0|1.0|0.0|3.37e-05|-0.0569799999999999|5.2317|4.86|3.8606|-1645.169789|1206.77|321.15|0.4894|562.14|0.40752|-1644.952145|-0.15658|5.9258|-1645.016323|0.06|7.2218|7.2218
5_a15|0.0|0|0|0.0|0|0.0|0|-0.222657379|-0.008878343|0.0|-0.044921287|2|0.035982906|0.0729170329999999|0|0|0.1093187759999999|-0.340979744|0.8384601770000001|0.704479781|0.092692253|0.74438723|0.8740541479999999|-0.06128567|-0.0989946469999999|-45.57134103|-73.61131563|24.25353664|119.95308020000002|0.125945852|-0.0273088679999999|18.03465935|64.12413387|-1.583914356|-33.88634094|-20.30656983|69.82487767|2940.77098|649.9369163|-1177.78105|2179.757502|-15.09973885|6656.720346|365.1095806|-13.36968593|2313.9572780000003|779.0599798999999|27.05181494|1.0|1.0|1.0|1.0|3.79|3.68|0.15|24.0|-9.65|74.73|2.0|3.0|0.0|0.0|8.0|-6.16|6.0|-5.55|443.49|0.0|1.0|-5.66|6.86e-07|2.18e-06|0.000967|0.0|0.0|9.970000000000001e-08|-0.03714|4.3299|4.36|3.6257|-1470.779775|1272.84|341.96|291.0|629.67|0.62664|-1470.487858|-0.14839|4.3576|-1470.55517|13.0|7.8861|7.8861
14p_a23|0.0|1|1|0.0|2|7.423568444|0|0.044380583|-0.005975594|5.351858133|0.006191846|2|0.045165485|0.041987653|2|2|0.080581604|-0.4510651779999999|0.708395022|0.799506006|0.099883916|0.8683808959999999|0.923455749|-0.063033628|-0.080784473|-42.52653933|-54.50240143|14.91710363|40.58186569|0.076544251|-0.033660197|10.06403753|84.65359899|-1.615689464|-28.69113861|-22.70933393|57.44364296|3010.721939|623.0226425|-1090.0480289999998|2170.5738260000003|-15.32117727|6696.264498|167.5607773|-339.5427625|1450.229492|646.2584547|12.86362369|0.0|1.0|1.0|1.0|3.48|3.28|0.04|26.0|-7.47|128.81|2.39|1.0|1.0|0.0|5.0|-5.68|5.0|-6.62|436.49|0.0|0.0|-4.9|2.09e-06|1.27e-05|0.00554|0.0|0.0|1.4800000000000002e-05|-0.09046|3.5752|3.29|3.5752|-1722.152257|1191.08|346.79|0.3802|573.24|0.6816|-1721.933314|-0.14774|7.4033|-1721.994023|3.0|8.5302|8.5302
14_a4|0.0|0|0|0.0|1|7.535296702|1|-0.2248919089999999|-0.001935612|5.4161004020000005|-0.04986736|1|0.0409444439999999|-0.0135414919999999|1|1|-0.031578333|-0.199315317|0.507307223|0.77505994|0.158051825|0.843811017|0.8510382459999999|-0.065776751|-0.071074269|-29.91067393|-32.31961528|5.933038407000001|12.12963775|0.148961754|-0.03015272|2.697931638|85.72299913|-0.995039765|-13.60128622|-13.71135194|35.84371234|1911.448021|386.9927769|-452.4746139|1378.961008|-6.23496557|3944.638539|105.2894945|-244.1511936|588.8091192|280.2639278|7.175500282000001|1.0|0.0|0.0|0.0|3.14|2.39|0.06|17.0|-5.71|30.71|2.82|0.0|0.0|0.0|2.0|-3.4|3.0|-5.8|277.3|1.0|1.0|-3.97|0.000396|0.000106|0.0295|0.0|0.0|0.000539|-0.03639|4.5233|3.22|4.2312|-918.9304744|794.51|293.02|0.1864|353.16|0.53298|-918.851356|-0.17381|2.3797|-918.896242|1.32|5.8794|5.8794
17a_a22|0.0|0|0|0.0|1|6.842683282|0|-0.0422459529999999|-0.005149751|4.727387819|-0.092107225|2|0.043274232|-0.054347074|1|1|-0.089641194|-0.3626566539999999|0.830653242|0.7562495659999999|0.155547571|0.805071997|0.8594770140000001|-0.072161482|-0.08790445|-49.30541729|-60.0620365|9.597299109|286.3611391|0.140522986|-0.030843667|6.55749888|0.0|-1.758088991|-33.68866751|-21.07439877|58.9027164|2910.035347|587.2505892999999|-1201.24073|1934.881271|-14.39939974|6343.687177000001|197.4916253|-288.28178110000005|1689.6062539999998|784.2697099|13.19906822|1.0|0.0|1.0|1.0|4.02|-3.24|0.15|27.0|-9.13|68.52|2.01|2.0|1.0|0.0|7.0|-4.75|5.0|-6.39|435.5|1.0|0.0|-4.96|1.7899999999999998e-05|1.09e-05|0.00473|0.0|0.0|3.23e-07|-0.15124|4.8502|5.13|1.3971|-1408.279257|1253.39|887.46|185.0|577.52|0.46268|-1407.8711|-0.06214|3.0156|-1407.935792|82.0|7.0862|7.0862
13n_a6|0.0|0|0|0.0|0|6.842683282|0|0.030890422|-0.010884884|4.727387819|-0.135152403|2|0.04393617|0.058267173|1|1|0.100294804|-0.57091314|0.870730542|0.7767360059999999|-0.064779873|0.832753533|0.70890216|-0.100363599|-0.109392959|-68.88015714|-75.07706271|12.18768927|90.97854097|0.29109784|-0.038490115|8.36448634|103.012404|-2.078466222|-47.27287681|-26.41600355|81.06784641|2952.259627|486.5239262|-1426.464192|2535.307313|-18.12946621|6386.381394|172.28545730000002|-341.7352549|1904.575345|724.3873672999999|13.66031867|1.0|1.0|1.0|3.0|3.55|1.9|0.08|27.0|-9.67|122.47|0.81|1.0|0.0|0.0|6.0|-4.64|5.0|-7.23|435.48|0.0|1.0|-4.28|2.27e-05|5.24e-05|0.0228|0.0|0.0|9.35e-08|-0.07131|4.8185|4.27|3.3510000000000004|-1423.714738|1232.6|369.99|0.9117|548.09|0.55028|-1423.451366|-0.13863|7.1946|-1423.514154|75.0|7.1249|7.1249
18c_a25|0.0|0|0|0.0|1|6.842683282|0|-0.087958541|-0.002704524|4.727387819|-0.008080236|2|0.043274232|0.007241543|1|1|0.01222181|-0.282103688|0.7644072209999999|0.748718056|0.084188427|0.8005589320000001|0.94801724|-0.048636087|-0.0719340379999999|-31.96445203|-47.27625541|6.300016824|26.54367263|0.05198276|-0.026975264|4.140476673999999|0.0|-1.510614788|-21.00757374|-17.72859578|38.26446885|2917.369488|623.0528232|-992.8013635|2095.730631|-11.65153036|6736.25597|165.67090530000002|-325.8749539|1327.415719|831.3429628|9.560410146|1.0|1.0|1.0|1.0|3.58|3.89|0.11|27.0|-10.17|87.72|3.08|2.0|1.0|0.0|7.0|-6.05|3.0|-5.85|449.57|0.0|1.0|-5.6|8.86e-07|2.51e-06|0.00113|0.0|0.0|3.0499999999999995e-08|-0.0622|5.4858|4.75|3.3396|-1714.5777670000002|1243.76|371.26|0.3558|547.87|0.31993|-1714.280779|-0.13312|6.1775|-1714.342386|88.0|7.0555|7.0555
12bg_a36|0.0|0|0|0.0|0|7.412764017000001|2|-0.040957653|-0.0076819|5.351858133|-0.044573523|2|0.044197531|0.057879142|1|1|0.097928606|-0.4459167329999999|0.884841888|0.836170906|-0.023460562|0.892249657|0.840610352|-0.075439837|-0.102664465|-51.74990566|-70.42534258|13.44952052|107.3347739|0.159389648|-0.036959207|9.22604612|14.85588272|-1.847960372|-35.49918495|-25.35312333|65.19942617|2925.402039|576.6383913|-1267.656166|2915.548359|-17.39163005|6753.439903|172.9566471|-340.0625449|1695.0272350000002|661.6709012|13.35534589|1.0|1.0|0.0|2.0|4.75|0.0|0.14|17.0|-7.76|69.2|2.99|2.0|0.0|0.0|5.0|-5.08|4.0|-6.26|450.32|1.0|1.0|-5.18|8.27e-06|6.55e-06|0.00295|0.0|0.0|7.83e-06|-0.0542299999999999|3.8944|4.42|3.8944|-2152.104584|1186.75|318.36|0.4409|554.7|0.69395|-2151.914954|-0.15743|6.6844|-2151.975577|15.0|7.8239|7.8239
14t_a23|0.0|1|1|0.0|2|7.423568444|0|0.04919958|-0.005383494|5.351858133|-0.024472753|2|0.045277778|0.073534004|2|2|0.134446672|-0.4515027279999999|0.725800261|0.7629258809999999|0.113493155|0.820002545|0.920956836|-0.0553915009999999|-0.079253435|-36.09926385|-51.65035498|11.36130649|36.6149406|0.079043164|-0.033286443|7.404291213|42.20767549|-1.6643221380000002|-23.52629623|-21.69314909|47.46057034|2878.4071670000003|600.1979272000001|-1084.657455|2286.063655|-14.13766923|6523.656379|130.3775455|-390.9561553|1355.9136119999998|666.0036144999999|9.353660614|0.0|1.0|1.0|1.0|3.52|3.49|0.09|26.0|-7.78|105.02|3.24|2.0|1.0|0.0|5.0|-5.85|4.0|-6.1|425.51|0.0|0.0|-5.25|1.43e-06|5.61e-06|0.0023899999999999|0.0|0.0|7.03e-06|-0.06666|3.9855|3.79|3.2060000000000004|-1669.21916|1184.43|386.72|0.2061|534.86|0.5824199999999999|-1668.980578|-0.15625|5.8672|-1669.040656|4.0|8.3979|8.3979
9a_a40|0.0|0|0|0.0|1|7.515889085|0|-0.028285975|-0.003680068|5.4161004020000005|-0.020455825|0|0.0397333329999999|0.168990628|2|2|0.291102625|-0.449508498|0.624889926|0.690568477|-0.394662853|0.749764251|0.937600185|-0.060029933|-0.072887601|-29.02567082|-35.24260989|5.334966331|109.9916614|0.062399815|-0.032156295|2.579562688|51.49564873|-1.093314022|-14.03449109|-15.54821024|34.36063715|1971.148912|453.3484005|-528.6391483|336.39741360000005|-7.51786994|3991.317015|63.59419322|-356.33157|608.6970611|323.79254|4.213574358|1.0|1.0|1.0|0.0|3.26|3.28|0.06|20.0|-6.4|58.43|3.57|1.0|0.0|0.0|2.0|-5.49|2.0|-4.85|291.37|1.0|1.0|-5.08|3.24e-06|8.33e-06|0.00243|0.0|0.0|0.000117|-0.06495|4.7066|4.07|3.3192|-1217.9449|847.69|373.53|0.4746|411.01|0.47831|-1217.825264|-0.13808|3.8656|-1217.873686|214.0|6.6696|6.6696
14ac_a23|0.0|1|1|-9.994971573|2|7.423568444|0|0.0763230759999999|-0.011656739|5.351858133|-0.4422550999999999|2|0.048351548|0.016532702|2|2|0.068237909|-0.562985112|0.5562570379999999|0.7797862459999999|0.1374474|0.834426845|0.931143634|-0.0883661019999999|-0.097100967|-66.72452104|-73.32014595|12.70997824|57.45545019|0.068856366|-0.043970249|9.597200637|0.327656318|-2.330423202|-50.3831402|-33.20157553|79.43449928|3695.344378|703.0989434999999|-1759.6835030000002|3417.45156|-25.07023818|9203.543798|145.1421706|-464.8074813999999|2178.41361|718.3324686000001|14.43896921|1.0|1.0|1.0|1.0|3.69|3.34|0.12|26.0|-9.03|105.02|4.6|2.0|1.0|0.0|7.0|-7.31|10.0|-5.84|547.48|0.0|0.0|-6.65|4.92e-08|2.24e-07|0.000123|0.0|2.0|5.06e-07|-0.08813|4.0014|4.93|3.6325|-2303.9786940000004|1285.58|341.32|0.3209|627.76|0.6408|-2303.749331|-0.15055|6.3004|-2303.819891|4.0|8.3851|8.3851
1k_a5|0.0|0|0|0.0|0|6.605297921|0|-0.216088148|-0.0030192829999999|4.59511985|-0.064652321|2|0.026339869|-0.095857885|1|1|-0.220946861|-0.254495542|0.567806811|0.7824502320000001|-0.011552666|0.851987765|0.7836926809999999|-0.078995018|-0.074297856|-40.40908188|-38.00629774|5.571869083999999|165.11680719999998|0.216307319|-0.0301207529999999|2.850231839|0.498979532|-1.114467843|-20.67084672|-15.40795854|45.98095096|2171.394196|400.8898627|-570.0944662|824.0133397999999|-7.881781385|4479.484358|140.69669409999997|-230.14624|786.3865923|357.34245360000006|9.83146028|1.0|0.0|1.0|1.0|2.71|2.02|0.0|23.0|-8.3|54.46|2.29|0.0|0.0|0.0|3.0|-3.97|4.0|-5.99|316.33|1.0|1.0|-4.3|0.000106|4.970000000000001e-05|0.0157|0.0|0.0|1.58e-06|-0.04516|4.7221|3.1|4.4063|-1050.51717|890.76|281.38|0.6242|398.63|0.53086|-1050.418953|-0.1798799999999999|1.5911|-1050.468159|48.0|7.3188|7.3188
12f_a31|0.0|0|0|0.0|0|7.765993078999999|1|0.034876922|-0.011835152|5.733341277|-0.033056721|0|0.03703252|0.043286807|2|2|0.068054139|-0.551471017|0.805862937|0.8167107029999999|-0.021938988|0.8530975000000001|0.700992225|-0.097676974|-0.118239376|-68.14417693|-82.48950216|19.26761061|159.84734269999998|0.299007775|-0.0337826789999999|13.44201623|569.7325277000001|-1.891830012|-47.54067074|-23.56842919|87.41178754|2710.311963|489.0460499|-1319.832035|1805.921786|-16.44247509|5845.744358|218.4455813|-260.7571603|1921.480254|713.5657448|15.04120547|1.0|1.0|1.0|2.0|3.86|3.78|0.41|16.0|-8.02|117.37|1.53|3.0|0.0|0.0|10.0|-5.98|5.0|-6.19|426.53|0.0|1.0|-4.63|1.05e-06|2.37e-05|0.0101|0.0|0.0|4.06e-06|-0.03317|3.8305|5.39|3.8305|-1696.741889|1258.6|323.68|0.2664|665.22|0.7006600000000001|-1696.466804|-0.15894|1.8803|-1696.53373|0.13|6.8861|6.8861
11d_a31|0.0|0|0|0.0|0|7.765993078999999|1|0.064475882|-0.017317263|5.733341277|-0.116385886|0|0.0388738739999999|0.016799834|2|2|0.026806221|-0.574318121|0.819298311|0.822077662|-0.057505249|0.868115289|0.585212816|-0.134031221|-0.134048091|-82.05480081|-82.06512842|21.07078977|296.2476128|0.414787184|-0.040797245|12.89967697|91.25756269|-1.87667327|-50.23449218|-24.97634343|103.1255906|2532.447962|358.2711594|-1148.911798|2039.207676|-15.29068277|5420.356537|194.8221811|-222.5622569|1685.188386|505.4234462|16.75864338|1.0|1.0|1.0|2.0|3.6|2.83|0.32|16.0|-6.23|125.57|1.26|1.0|0.0|0.0|7.0|-5.48|6.0|-6.4|385.44|0.0|1.0|-4.2|3.33e-06|6.26e-05|0.0241|0.0|0.0|0.000225|-0.03404|3.8009|4.87|3.8009|-1598.671315|1077.69|326.2|0.2642|551.86|703.0|-1598.4848980000002|-0.15822|3.1919|-1598.546288|0.03|7.5229|7.5229
26_a47|0.0|1|1|0.0|1|6.86171134|0|0.11828578|-0.012090143|4.727387819|-0.200192886|2|0.045681818|-0.110530752|1|1|-0.24731748|-0.5899218279999999|0.6850994429999999|0.845040087|-0.11288313|0.910081385|0.7104381999999999|-0.098127284|-0.101679756|-57.01987795|-59.08415114|12.13564316|9.608109253|0.2895618|-0.038735145|7.0517889060000005|60.07342336|-1.626876095|-33.13315474|-22.50824805|69.15552111|2625.572598|412.8219782|-945.3464183|1341.904566|-13.07911017|5994.406615|164.0744453|-252.9318822|1317.300461|457.1122177|14.3059247|0.0|1.0|1.0|2.0|3.13|2.66|0.05|21.0|-7.22|98.72|2.59|1.0|0.0|0.0|4.0|-4.86|5.0|-6.51|396.81|0.0|1.0|-4.56|1.3699999999999998e-05|2.77e-05|11.0|0.0|0.0|2.37e-05|-0.06279|4.7963|4.37|3992.0|-1696.075481|1006.59|310.58|0.3197|443.78|0.50921|-1695.9387359999998|-0.16642|3.6825|-1695.993821|13.0|7.9|7.9
17g_a50|0.0|1|1|0.0|2|7.934155233999999|2|-0.185924266|-0.002050512|5.82008293|0.052557574|2|0.029160757|-0.05611228|2|2|-0.090386911|-0.213708251|0.754575205|0.738521694|-0.10642733|0.7787714459999999|0.920663175|-0.048170917|-0.0706879109999999|-32.14758511|-47.17463902|9.710172008|10.60268439|0.079336825|-0.025918901|6.48022912|85.51402581|-1.555134042|-21.45417373|-17.29736764|41.85775712|2821.3922|614.4183967|-1037.842058|1975.996014|-11.54365807|6102.424958|166.8756987|-333.6136209|1383.884645|829.3813984|9.106383854|0.0|1.0|1.0|0.0|4.04|3.66|0.35|20.0|-6.96|51.77|2.71|2.0|0.0|0.0|6.0|-4.46|4.0|-6.28|424.54|1.0|0.0|-4.86|3.4899999999999995e-05|1.39e-05|0.0059|0.0|0.0|4.6500000000000005e-05|-0.0323|4.0458|3.22|4.0458|-1335.946919|1259.05|306.45|0.1795|559.45|0.6623600000000001|-1335.631756|-0.16699|7.0584|-1335.693266|246.0|6.6091|6.6091
12b_a30|0.0|0|0|0.0|0|7.412764017000001|2|0.047132642|-0.007353271|5.351858133|-0.06631353|2|0.042804233|-0.074391852|1|1|-0.165287712|-0.468842459|0.669561738|0.824373792|-0.009146339|0.880943609|0.764737577|-0.08354129|-0.09915679|-53.05077947|-62.96700664|11.01246349|86.84905288|0.235262423|-0.038448551|6.99318589|0.0|-1.883979001|-33.68855323|-24.41577808|64.06324295|2849.095245|485.6272203|-1196.373126|2347.979099|-15.50462119|6275.380072|127.9443353|-379.1359902|1498.236868|618.6004214|10.06212472|1.0|1.0|0.0|1.0|4.63|0.0|0.14|17.0|-6.9|81.65|3.2|2.0|0.0|0.0|5.0|-5.39|5.0|-6.02|416.47|0.0|0.0|-5.01|4.12e-06|9.71e-06|0.00405|0.0|0.0|5.260000000000001e-05|-0.05351|5.0567|4.07|3.5207|-1674.977262|1130.68|352.16|0.2079|516.78|0.3159099999999999|-1674.7778119999998|-0.1493799999999999|3.7327|-1674.838225|7.0|8.1543|8.1543
