molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|SaaaC|ATSC1c|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|MATS1i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8s|SIC2|nFaHRing|FNSA5|PNSA3|RNCS|FNSA2|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomDiameter|GRAV|WNSA2|DPSA4|FPSA5|DPSA2|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (max. Transition) (nm)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|pIC50|pIC50
3d_a12|0.0|0|0|0|0.0|0|1|1|1.28383852|0.0|0.092417272|-0.008186708|0.0|-0.053022041|3|0.038787879|0.0|-0.360215148|-0.002185753|10.95472859|-0.058191686|0|-0.000643935|-0.1394967999999999|-0.237203828|2|0.91670178|0.7697403429999999|-0.097468573|0.82682708|0|-0.0958414059999999|-34.34601551|74.39425719|-1.437621096|57.52228251|40.06333231|0.472404561|2148.979792|-738.6124526000001|1205.356874|-9.255608086|0.22571647|10.96674758|4509.417998|-379.4799315|23.26659057|0.01611886|953.9302134|1.0|1.0|1.0|1.0|0.11|18.0|3.37|2.19|2.26|0.0|0.0|100.28|0.0|1.0|-3.52|24.0|4.0|313.36|0.0|1.0|-3.91|0.000123|0.0385|2.81|0.0|3.08e-08|9.64e-06|-0.06842|3.1|3.7719|-1006.704001|918.3|294.4|0.6572100000000001|0.1583|-0.15387|2.2068|7.6021|7.6021
16_a47|0.0|1|1|1|0.0|0|0|0|1.417579067|0.0|-0.134455235|-0.0056780519999999|4.59511985|-0.1246612469999999|2|0.042285714|1.491023983|-0.23280014|0.001426202|10.95023129|0.0506476009999999|1|-0.004153659|-0.02006804|-0.0574194159999999|2|0.591929006|0.812131575|-0.113476605|0.87782381|1|-0.092995116|-48.30620628|63.13219447|-1.301931629|60.36423869|57.9827944|0.473257697|2315.178558|-674.7452647999999|833.8646097|-9.202544293|0.302070079|13.01476838|4952.972679|-349.69668310000003|25.44160067|0.0234786339999999|966.7808252999998|1.0|1.0|1.0|2.0|0.06|21.0|4.47|5.19|2.72|0.0|0.0|91.55|0.0|1.0|-4.34|25.0|5.0|337.33|0.0|1.0|-4.42|3.84e-05|13.0|3.27|0.0|6.8099999999999994e-09|2.3e-06|-0.05717|2.95|4.0806|-1167.0124560000002|894.43|279.29|0.6743899999999999|0.0909|-0.16851|2.3795|9.0|9.0
19f_a38|0.0|1|0|0|0.0|0|2|2|1.297044434|0.0|-0.036714749|-0.007831113|5.351858133|-0.084341564|2|0.041808786|0.0|-0.4228801179999999|0.035480177|10.96083376|-0.054832432|1|-0.000673716|-0.101303149|-0.217394466|1|0.724208473|0.819222745|-0.075025988|0.8741648479999999|0|-0.111307609|-54.50401599|125.7493111|-1.892229356|84.35196967|67.96791709|0.453960261|2776.145209|-1208.815435|2846.860803|-15.44458393|0.265562447|11.28936331|6115.273372|-772.2291966|32.91812709|0.020733452|1645.906354|1.0|1.0|1.0|3.0|0.14|17.0|3.13|2.55|2.4|1.0|0.0|125.69|0.0|1.0|-4.14|30.0|4.0|401.44|0.0|1.0|-4.17|6.77e-05|0.0272|2.78|0.0|1.4e-07|5.610000000000001e-05|-0.05735|3.41|3.4422|-1332.160846|1105.62|233.07|0.7056100000000001|0.0019|-0.14369|5.3152|7.1397|7.1397
13d_a5 (GW788388)|0.0|1|0|0|0.0|0|1|1|1.236844097|0.0|-0.0959854909999999|-0.005668173|4.59511985|-0.009710199|3|0.027375887|0.0|-0.33442223|-0.086484275|10.94530363|0.024793388|1|0.003668464|-0.010147323|-0.016337128|2|0.7333482170000001|0.78479342|0.024905619|0.834800344|0|-0.0844793|-57.42492153|151.3669372|-1.605106706|70.45205183|67.0626077|0.488398052|2834.036315|-1061.602956|1377.863026|-12.76608229|0.330817879|15.788837|6122.792779|-702.1345259999999|28.84397435|0.022041749|1586.418589|0.0|1.0|1.0|2.0|0.2|23.0|4.56|4.11|1.37|1.0|0.0|121.68|0.0|1.0|-4.35|32.0|5.0|425.48|0.0|1.0|-4.35|4.5e-05|0.0192|2.75|0.0|1.45e-09|6.16e-07|-0.05542|3.81|4.1706|-1390.548362|1206.73|269.0|0.48848|0.1549|-0.17299|2.4867|7.7447|7.7447
12z_a36|0.0|1|0|0|0.0|0|2|2|1.297044126|0.0|-0.065211069|-0.007671785|5.351858133|-0.010732275|2|0.041767677|0.0|-0.421948174|-0.010881947|10.95429182|-0.030529442|1|0.001194592|-0.098598933|-0.175397741|1|0.8707354620000001|0.826316772|0.103551178|0.886776351|0|-0.102674964|-54.11489962|114.3931487|-1.848149347|83.07227002|69.61568586|0.4577848329999999|2841.692299|-1225.757112|2451.657399|-15.940487699999998|0.287317638|14.78435842|6146.834385|-812.9648725|33.72393432|0.0225782039999999|1719.920651|1.0|0.0|0.0|2.0|0.13|17.0|2.75|1.76|1.38|1.0|0.0|128.47|0.0|1.0|-3.99|31.0|5.0|406.44|0.0|0.0|-3.95|0.000113|0.0458|2.4|0.0|2.21e-07|8.97e-05|-0.05642|2.98|3.8969|-1325.157504|1153.7|318.16|0.69397|0.4423|-0.1575|4814.0|8301.0|8301.0
6_a3|0.0|0|0|0|0.0|0|0|0|0.605016564|0.0|0.155665791|-0.008934536|4.727387819|-0.106234254|2|0.038650794|2.000787282|-0.330577816|0.05584062|10.3116226|0.032782484|1|-0.006696449|0.020589494|0.036673175|2|0.881253042|0.790667152|-0.155862559|0.8632654590000001|1|-0.098669224|-52.01903278|236.2008316|-1.282699916|56.71997588|57.46859326|0.387883362|2196.107822|-640.0421597|1899.385061|-9.393191593|0.19718501|8.982311462|4992.54948|-319.3685142|23.4484528|0.0150025189999999|797.2473951000001|1.0|1.0|1.0|1.0|0.0|21.0|4.96|4.66|2.11|1.0|0.0|95.5|0.0|1.0|-5.44|23.0|3.0|338.81|0.0|1.0|-4.87|1.34e-05|0.00455|3.79|0.0|3.28e-08|1.11e-05|-0.06529|3.09|3.3963|-1731.7043199999998|884.88|212.74|0.69323|129.0|-0.1465|2.8131|5.7501|5.7501
2_a4|0.0|0|0|0|0.0|0|1|1|1.189716144|0.0|-0.072708147|-0.00708265|4.59511985|-0.103346554|1|0.037777778|0.0|-0.269140683|0.090707854|10.95268469|0.076479666|0|-0.0016168089999999|0.147657684|0.228655117|1|0.930871261|0.802438682|0.11821091|0.847373823|0|-0.105102755|-49.45826819|166.102249|-1.366335816|48.93681624|52.12536246|0.3961813179999999|1623.668791|-575.6333682|910.3327882|-6.736463618999999|0.156892292|7.800989232999999|3396.86527|-242.5126903|18.96532986|0.011054731|682.7518749|0.0|1.0|0.0|2.0|0.27|12.0|2.12|0.83|1.63|0.0|0.0|79.59|0.0|2.0|-2.18|19.0|4.0|253.3|0.0|0.0|-2.77|0.00171|434.0|1.62|0.0|1.4800000000000002e-05|0.00374|-0.01612|2.46|3.2230000000000003|-819.8996124|764.77|210.28|0.6885600000000001|0.0008|-0.14614|1.7717|7.5086|7.5086
8b_a31|0.0|1|0|0|0.0|0|1|1|0.610137861|0.0|-0.01883655|-0.013629145|5.733341277|-0.12841288|0|0.041161616|0.0|-0.57242407|-0.211457443|10.31170011|-0.069423138|2|-0.006785954|-0.05421947|-0.092604362|0|0.928940547|0.843119174|-0.058494079|0.8956498159999999|0|-0.132574249|-63.04219151|129.8921115|-1.590890986|82.21438954|79.93633765|0.479278|2189.617009|-830.906565|1587.743824|-11.12754483|0.296530645|11.79588561|4696.728592|-433.9742484|30.28603362|0.02483711|1181.155311|0.0|1.0|1.0|2.0|0.25|16.0|4.52|2.74|0.61|0.0|0.0|88.64|0.0|2.0|-4.05|23.0|5.0|328.39|0.0|1.0|-3.4|0.000399|131.0|2.02|0.0|1.86e-06|0.00061|-0.0325|1.77|3.8582|-1386.815519|927.61|321.36|0.70036|0.2643|-0.16015|3.6945|5.6576|5.6576
12l_a36|0.0|1|0|0|0.0|0|2|2|1.297044247|0.0|-0.0944961519999999|-0.0076430169999999|5.351858133|-0.008712073|2|0.039061728|0.0|-0.4203659179999999|-0.05158636|10.95423322|-0.0452558729999999|1|0.001194592|-0.098598933|-0.175397741|1|0.8707354620000001|0.8174432229999999|-0.041707369|0.8772535459999999|0|-0.107815735|-52.05361632|39.27257375|-1.940683231|83.76912404|66.38812034|0.4619814279999999|2843.514589|-1263.1838810000002|2385.788754|-16.12160667|0.262041641|13.88638723|6121.6555530000005|-822.2019402000001|33.56329135|0.02088234|1711.727859|1.0|0.0|0.0|2.0|0.13|17.0|2.75|1.76|1.38|1.0|0.0|128.47|0.0|1.0|-4.57|31.0|5.0|406.44|0.0|0.0|-4.29|5.08e-05|0.0206|2.95|0.0|2.21e-07|8.97e-05|-0.0510399999999999|2.98|3.8619|-1325.15957|1155.07|321.05|0.6925|0.4524|-0.15869|5392.0|7699.0|7699.0
12as_a36|0.0|1|0|0|0.0|0|2|2|1.297043209|0.0|-0.051208473|-0.007672841|5.351858133|-0.073735973|2|0.041728395|0.0|-0.452697599|-0.114290948|10.95347588|-0.025398105|1|0.0018565629999999|-0.098698552|-0.166354116|1|0.8058720979999999|0.817372883|-0.0389138329999999|0.869455765|0|-0.109492809|-55.75872553|88.17694537|-2.080363362|85.53474971|68.71652969|0.454761514|2904.092809|-1401.82114|2365.632846|-17.17446921|0.231874606|16.08155469|6224.698969|-944.5958066|33.18163581|0.017444469|1824.98997|1.0|0.0|0.0|2.0|0.17|17.0|3.16|2.09|1.59|1.0|0.0|133.95|0.0|1.0|-3.81|32.0|5.0|423.47|0.0|0.0|-3.95|0.000112|0.0476|2.36|0.0|1.29e-07|5.4600000000000006e-05|-0.05789|4.84|3851.0|-1385.5651710000002|1207.35|274.29|0.68211|0.2402|-0.1563|4.8580000000000005|7.2291|7.2291
14j_a23|0.0|0|1|1|0.0|2|0|0|1.197963927|3.278390512|0.074424082|-0.006327927|5.351858133|-0.071396109|2|0.046283951|0.722606603|-0.322724299|-0.026319216|10.31321824|-0.055708465|2|0.0075222369999999|-0.073945564|-0.17267308|2|0.616699629|0.800643488|0.143567854|0.864845456|1|-0.082226482|-40.35191855|40.38957571|-1.644529644|64.88069411|53.64097592|0.497137467|2943.385528|-1066.827834|2175.598042|-14.72479008|0.226032829|15.57933561|6597.039681|-692.0651337|29.32742551|0.017787992|1378.388999|0.0|0.0|1.0|1.0|0.05|26.0|3.78|4.58|3.4|2.0|1.0|120.24|0.0|1.0|-5.58|31.0|5.0|429.47|0.0|0.0|-5.11|7.73e-06|0.00332|3.68|0.0|2.14e-08|9.18e-06|-0.07581|3.72|3.6671|-1729.1379190000002|1142.37|338.1|0.65128|0.3886|-0.14816|5.8037|8.3883|8.3883
41_a18|0.0|0|0|0|0.0|0|2|2|1.251176562|0.0|0.115127295|-0.007587553|4.844187086|-0.059936864|1|0.038034188|0.0|-0.500778516|0.022493846|10.9470117|0.0212700929999999|0|-0.002136837|-0.005930813|-0.0091068809999999|0|0.759941674|0.733589101|-0.032217299|0.774395455|0|-0.089139464|-69.94639412|347.42621339999994|-2.317626057|65.83786886|76.49358329|0.487248278|2899.29167|-1588.856592|1491.296991|-17.56848637|0.0967605159999999|17.13823195|6605.095612|-1089.246155|28.37200951|0.006896617|1759.064589|1.0|1.0|1.0|3.0|0.25|18.0|3.26|2.7|2.94|2.0|1.0|141.34|0.0|1.0|-5.56|34.0|3.0|452.55|0.0|1.0|-5.02|9.49e-06|0.0042899999999999|3.78|0.0|4.18e-09|1.89e-06|-0.04956|7.34|3.2123|-1454.3467460000002|1294.52|385.97|0.69308|482.0|-0.1319|2.0934|6433.0|6433.0
7_a1|0.0|0|0|0|0.0|1|2|2|1.348826331|2.307091837|-0.055291895|-0.010040172|5.777652323|0.001018628|1|0.035718954|0.0|-0.421687222|-0.07233584|10.9513015|-0.024096172|1|0.004950534|-0.245732751|-0.391298966|1|0.7795049279999999|0.801577133|-0.048198584|0.862051935|0|-0.098295453|-40.16416679|111.9204437|-1.179545431|61.72628137|57.47898976|0.452829665|2150.215999|-568.3036318|1466.924404|-7.205474633|0.396617144|9.278054953|4519.238270000001|-273.8080361|24.78585294|0.029820838|941.8624118|0.0|1.0|1.0|0.0|0.22|17.0|3.43|3.29|1.6|0.0|0.0|85.88|0.0|2.0|-3.16|23.0|4.0|305.33|0.0|1.0|-3.71|0.000195|0.0595|2.48|0.0|2.29e-06|0.000698|-0.02433|2.76|4.0504|-1009.48087|864.85|306.1|0.69902|0.2961|-0.16734|4575.0|6.3372|6.3372
15b_a10|0.0|0|0|0|0.0|1|1|1|1.3438370730000002|2.145379897|-0.197213588|-0.002413027|5.4161004020000005|0.024214591|2|0.033219955|2.0455289690000003|-0.149607679|-0.082365722|10.92966694|-0.058911857|1|0.011928706|-0.174170642|-0.27395395|2|0.744213612|0.791078367|-0.058258414|0.83320417|1|-0.07358373|-31.76194123|43.96642219|-1.398090862|62.53159836|42.7113409|0.414077981|2716.468606|-958.3791518|2603.829652|-11.32690674|0.329763626|11.42472965|6105.426726|-656.9605906|24.65365821|0.017637846|1429.912176|0.0|1.0|1.0|0.0|0.32|21.0|4.34|4.44|2.14|1.0|0.0|123.73|0.0|1.0|-4.35|31.0|5.0|413.51|0.0|0.0|-4.64|2.28e-05|0.00943|3.49|0.0|6.609999999999999e-09|2.73e-06|-0.04734|2.74|3.7625|-1317.736865|1231.3|215.17|0.68906|0.1595|-0.15579|4.7752|7.0706|7.0706
8c_a12|0.0|0|0|0|0.0|0|1|1|1.283851303|0.0|0.1948786139999999|-0.0104125509999999|0.0|-0.055163114|3|0.038787879|0.0|-0.447739674|-0.036504737|10.95472932|-0.07003012|0|-0.00160589|-0.210669119|-0.370782022|2|0.905486734|0.782864175|-0.10899871|0.8425863029999999|0|-0.101988384|-34.19075142|83.24714315|-1.529825767|61.66383178|44.19432689|0.472503372|2190.852814|-780.6350769|1245.6132289999998|-9.958505349|0.235550168|10.74930819|4610.945152|-398.3402139|25.52931025|0.018855428|1021.17241|0.0|1.0|1.0|1.0|0.11|18.0|2.81|1.59|2.02|0.0|0.0|98.07|0.0|1.0|-3.47|24.0|5.0|314.34|0.0|1.0|-3.72|0.0001899999999999|0.0598|2.5|0.0|7.24e-08|2.28e-05|-0.06706|2.76|3.8341|-1022.750382|909.19|284.38|0.67318|0.1355|-0.15571|1.7305|7.3979|7.3979
4d_a46|0.0|0|0|0|0.173086735|1|1|1|1.134637067|2.146507937|-0.1397563859999999|-0.001749881|5.587248657999999|-0.017469934|2|0.047736111|0.0|-0.085744171|-0.111025108|10.96333164|-0.076521434|1|0.010756749|-0.0814707009999999|-0.1271933999999999|2|0.6535171|0.764741337|-0.213089038|0.8075680409999999|0|-0.070772596|-30.95621863|8.241078584|-1.132361533|43.60839351|35.70643728|0.441136013|2181.291783|-621.6847867|2233.65548|-7.419891252999999|0.186572035|10.30138878|4993.774007|-341.3149976|16.6147308|0.0086574759999999|764.2776167999999|1.0|0.0|1.0|0.0|0.35|17.0|4.81|5.11|2.84|2.0|1.0|101.75|0.0|1.0|-4.93|25.0|3.0|352.86|0.0|1.0|-5.11|7.8e-06|0.00275|4.3|0.0|3.88e-08|1.3699999999999998e-05|-0.0396399999999999|4.18|4.4265|-1453.817782|1009.78|280.09|0.69884|0.1313|-0.18639|3.5318|6.2865|6.2865
12al_a36|0.0|1|0|0|0.0|0|2|2|1.297043737|0.0|-0.06777947|-0.008463062|5.351858133|-0.04314418|2|0.042739018|0.0|-0.4908576189999999|-0.074215038|10.96020817|-0.031635802|1|0.003077071|-0.1430106119999999|-0.239932418|1|0.8913597320000001|0.8344566859999999|0.125005134|0.885733922|0|-0.105915949|-51.22331485|114.2305891|-1.906487074|86.77628559|68.94274882|0.456856406|2843.740855|-1254.533926|2244.88081|-15.28752554|0.328915355|16.15533063|6049.668466|-825.5263792000001|34.61874732|0.025956027|1869.412355|1.0|0.0|0.0|2.0|0.17|17.0|2.77|1.89|1.72|1.0|0.0|130.24|0.0|1.0|-3.95|31.0|5.0|411.46|0.0|0.0|-4.07|8.499999999999999e-05|35.0|2.65|1.0|2.03e-07|8.340000000000001e-05|-0.04998|2.92|3.5511|-1347.445127|1181.84|319.71|0.70417|0.0095|-0.14558|6.4473|7.3188|7.3188
4n_a46|0.0|0|0|0|0.126268818|1|1|1|1.13463699|2.093595994|-0.061148449|-0.004696854|5.587248657999999|-0.036492128|0|0.045335917|0.0|-0.234842682|-0.144852516|10.94021058|-0.064683066|1|0.0042595609999999|0.070558373|0.109017734|0|0.741742667|0.722331115|-0.06655165|0.7681452190000001|0|-0.085838139|-56.80797266|172.8490949|-1.459248362|51.4039205|61.43721285|0.428896538|2195.786424|-801.8577467|2116.313581|-9.374920341|0.136796337|9.921794991|4955.374473|-440.621256|19.76451658|0.0077084869999999|928.9322794|1.0|0.0|1.0|1.0|0.27|17.0|4.33|4.94|2.99|1.0|0.0|102.92|0.0|1.0|-5.43|26.0|3.0|343.42|0.0|1.0|-5.1|7.95e-06|0.00273|4.41|0.0|2.14e-07|7.340000000000001e-05|-0.04044|4.57|3953.0|-1090.302556|1011.66|215.82|0.7025|0.0711|-0.16641|6.2318|5.2845|5.2845
19_a34|0.0|0|0|0|0.0|1|1|1|1.438829424|1.898101852|-0.068004837|-0.013066507|5.351858133|-0.169170251|1|0.044107744|0.0|-0.5357267960000001|-0.143343425|10.95957634|-0.014196676|1|-0.0042364759999999|-0.255220734|-0.401414514|1|0.866604574|0.8022000659999999|0.08178394|0.8582665429999999|0|-0.1255804019999999|-56.30608209|131.5318459|-1.506964829|77.38527508|76.05407906|0.467358389|2127.363207|-751.7118302|1537.244187|-9.86770272|0.3377105079999999|10.31797048|4496.516479|-374.9727034|29.86894781|0.029554695|1135.020017|0.0|1.0|1.0|1.0|0.18|17.0|2.69|2.31|1.08|0.0|0.0|83.95|0.0|2.0|-2.73|23.0|5.0|309.32|0.0|1.0|-3.15|0.000704|218.0|1.66|0.0|9.42e-06|0.00291|-0.02901|2.7|4.1721|-1046.5747720000002|882.87|297.18|0.6897300000000001|0.2189|-0.1735|3.4272|6.0044|6.0044
13_a1|0.0|1|0|0|0.0|0|1|1|1.430073963|0.0|-0.046530797|-0.012199718|5.351858133|-0.144782061|1|0.036382114|0.0|-0.597786194|-0.0594321759999999|10.94989555|-0.084271845|1|-0.005924486|-0.07665159|-0.120034915|1|0.87703849|0.76714213|-0.051729721|0.825117597|0|-0.10668313|-64.94184903|148.7311076|-1.813613202|77.55889436|84.56244352|0.477212829|2555.623166|-1054.729126|1786.445642|-13.63090514|0.291737016|14.33466671|5456.353212|-613.3907313999999|33.09282789|0.026679865|1489.177255|1.0|1.0|1.0|2.0|0.09|23.0|4.75|3.87|1.74|1.0|0.0|104.88|0.0|1.0|-4.29|28.0|5.0|371.39|0.0|1.0|-4.34|4.58e-05|17.0|2.94|0.0|1.14e-08|4.24e-06|-0.04962|3.17|3.4483|-1238.367298|1035.04|304.01|0.69782|0.3535|-0.13921|2.7595|6585.0|6585.0
17a_a22|0.0|0|0|0|0.0|1|0|0|1.2689202|1.866510299|-0.0422459529999999|-0.005149751|4.727387819|-0.092107225|2|0.043274232|1.67348685|-0.314134834|-0.094996254|10.94643739|-0.005724389|1|0.0027615779999999|-0.076790454|-0.126659773|2|0.830653242|0.7562495659999999|0.155547571|0.805071997|1|-0.08790445|-49.30541729|286.3611391|-1.758088991|73.26110471|58.9027164|0.485943988|2910.035347|-1201.24073|1934.881271|-14.39939974|0.289041025|16.63169381|6343.687177000001|-820.7657853999999|29.64221498|0.01931764|1689.6062539999998|1.0|1.0|1.0|1.0|0.15|27.0|3.93|4.93|2.01|2.0|1.0|128.29|0.0|1.0|-4.75|33.0|5.0|435.5|0.0|0.0|-4.96|1.09e-05|0.00473|3.62|0.0|7.41e-10|3.23e-07|-0.15124|5.13|1.3971|-1408.279257|1253.39|255.63|0.71303|0.0085|-0.06214|3.0156|7.0862|7.0862
14b_a50|0.0|0|1|1|0.0|2|2|2|1.267593742|4.240438135|-0.092558007|-0.003935732|5.82008293|0.0228205129999999|2|0.030219907|2.115127752|-0.255822608|0.037777505|10.94501788|-0.041169251|2|0.011249462|-0.1786649189999999|-0.280243276|1|0.74726683|0.7887047979999999|0.030057537|0.831689551|1|-0.076674952|-33.02344264|25.31245624|-1.533499045|64.58491917|47.72661339|0.445384689|2967.872393|-1005.538915|2984.248708|-10.98912227|0.362718946|11.45638132|6737.145102|-659.347336|26.29763086|0.021820402|1577.857852|1.0|1.0|1.0|0.0|0.35|20.0|3.72|4.81|2.32|2.0|0.0|128.39|0.0|1.0|-4.6|33.0|5.0|441.52|0.0|0.0|-4.78|1.6800000000000002e-05|0.0074099999999999|3.51|0.0|1.3900000000000001e-07|6.12e-05|-0.02486|3.05|4.0775|-1431.037684|1253.87|234.67|0.64303|0.1373|-0.16874|5.3711|5.1818|5.1818
1_a6 (SB-431542)|0.0|1|0|0|0.0|0|1|1|1.430935835|0.0|0.043282217|-0.015636898|5.351858133|-0.175408303|1|0.035620155|0.0|-0.766207981|-0.029658865|10.94959842|-0.0492229479999999|1|-0.008385698|-0.020716495|-0.033765606|1|0.838928085|0.7462411859999999|-0.08530265|0.805877431|0|-0.122555709|-74.98172333|160.410387|-2.083447046|87.15852628|94.56841061|0.472445176|2678.823231|-1235.8353619999998|1890.228713|-16.29019397|0.2468003389999999|14.26172029|5748.417262|-733.0587287000001|36.46179023|0.02438148|1640.78056|1.0|1.0|1.0|2.0|0.05|23.0|4.04|3.63|1.54|1.0|0.0|106.85|0.0|1.0|-4.52|29.0|5.0|384.39|0.0|1.0|-4.25|5.660000000000001e-05|0.0218|2.7|0.0|2.03e-08|7.81e-06|-0.05971|4.57|3295.0|-1292.553086|1049.69|324.5|0.69868|0.3346|-0.13329|6.0113|5.8119|5.8119
15a_a22|0.0|0|0|0|0.0|1|0|0|1.4229176680000002|1.646649187|-0.136588366|-0.0050042229999999|4.727387819|-0.052476637|2|0.038167849|1.614660505|-0.280236463|-0.057308195|10.9464374|-0.015194063|1|0.005757758|-0.097476465|-0.165471815|2|0.6819423609999999|0.7392451729999999|-0.09744639|0.794858486|1|-0.081705465|-41.92018177|96.58317516|-1.634109304|70.12529157|56.35672103|0.444668211|2884.815511|-1109.242072|2169.226845|-14.47998862|0.297264929|14.6895113|6322.278103000001|-752.9594081|30.3550786|0.0216014629999999|1578.4640869999998|1.0|1.0|1.0|1.0|0.08|27.0|3.87|4.31|1.73|1.0|0.0|124.05|0.0|1.0|-4.65|32.0|5.0|420.47|0.0|1.0|-4.68|2.1e-05|0.00881|3.18|0.0|6.1e-10|2.56e-07|-0.0600399999999999|4.98|3.6496|-1368.321775|1189.31|245.14|0.69076|0.0955|-0.15281|5.2588|6.8447|6.8447
9i_a40|0.0|0|0|0|0.0|1|0|0|0.604992808|1.841293462|0.074116257|-0.0071562119999999|5.4161004020000005|-0.105556952|0|0.045555556|0.891973262|-0.279092262|0.201624407|10.31197226|-0.1788455119999999|2|0.004019925|0.105172175|0.187399127|0|0.831946443|0.762774506|-0.154977678|0.824009442|1|-0.088485615|-46.80087537|213.7117392|-1.327284222|49.81256531|52.34891159|0.477626156|2056.370683|-668.7900768999999|335.9672843|-9.360805225|0.140977546|14.74203307|4201.058793|-336.98898810000003|21.62632891|0.010372658|778.5478408|1.0|1.0|1.0|1.0|0.06|20.0|3.84|4.02|2.99|1.0|1.0|91.11|0.0|1.0|-5.32|22.0|2.0|306.38|0.0|1.0|-4.71|1.97e-05|0.00603|3.85|0.0|9.31e-07|0.000285|-0.05989|3.2|2.8936|-1273.31399|883.84|284.3|0.70339|0.3362|-0.11967|2.0895|5.9031|5.9031
11_a15|0.0|0|0|0|0.0|0|1|1|1.435688956|0.0|-0.1758968389999999|-0.0064953419999999|0.0|-0.029665252|3|0.02962963|0.0|-0.402711212|-0.0856783419999999|10.95979791|0.023543401|0|0.003766915|-0.173728081|-0.272482143|2|0.843715005|0.718800243|0.0234789439999999|0.76664841|0|-0.0974577669999999|-44.15161868|143.8088883|-1.949155337|79.1792768|56.84224275|0.470042906|3022.859488|-1335.705238|2565.707165|-15.7814467|0.260684316|11.76226306|7002.915718000001|-915.3239085|31.14961732|0.018086221|1806.677804|1.0|1.0|0.0|1.0|0.07|24.0|4.33|6.69|2.52|2.0|0.0|138.24|0.0|1.0|-6.32|34.0|4.0|448.52|1.0|0.0|-6.1|7.970000000000001e-07|0.000357|5.32|0.0|1.27e-09|5.7e-07|-0.03877|5.04|2.9595|-1450.705737|1284.85|263.2|0.70577|0.0011|-0.12134|812.0|6.1314|6.1314
11_a3|0.0|0|0|0|0.0|0|0|0|0.605020608|0.0|0.119431379|-0.01008647|4.727387819|-0.127546771|3|0.042795699|1.710245969|-0.363112913|0.044912659|10.31163053|-0.023103765|1|-0.005959152|-0.0495219879999999|-0.0947326669999999|3|0.8947911009999999|0.724492061|0.132535663|0.793311683|1|-0.099420732|-45.19136777|253.1353625|-1.292469516|57.08178682|51.99171876|0.4680759679999999|2097.896727|-611.3529698|1105.41974|-8.76293931|0.2475152639999999|10.29352296|4487.967272999999|-289.1769972|24.61956593|0.021256639|812.4456757999999|0.0|1.0|1.0|1.0|0.0|21.0|3.79|3.41|0.8|0.0|0.0|88.28|0.0|1.0|-4.08|22.0|4.0|305.36|0.0|1.0|-3.71|0.000197|0.0601|2.22|0.0|3.06e-07|9.35e-05|-69.0|2.12|3.2232|-1288.165162|834.82|384.66|0.6966600000000001|0.4441|-0.13118|3.3694|7.3979|7.3979
8b_a8|0.0|1|0|0|0.0|1|1|1|1.395658149|1.42474537|-0.023718767|-0.013834266|5.4161004020000005|-0.182065125|1|0.040054466|0.0|-0.733216119|-0.0422693659999999|10.94650923|-0.03443232|1|-0.003593429|0.049587543|0.079250224|1|0.758899977|0.778853499|0.097555876|0.8354024290000001|0|-0.11627069|-79.74587194|172.84152849999998|-2.325413799|84.97574547|99.62129245|0.4835310479999999|2863.095568|-1424.7250689999998|1821.324722|-17.8141788|0.218545278|14.53652808|6471.7604200000005|-872.8947609999999|37.20755791|0.022425382|1823.170337|0.0|0.0|0.0|2.0|0.09|23.0|3.65|3.03|2.12|1.0|0.0|114.18|0.0|1.0|-4.77|31.0|5.0|414.41|0.0|0.0|-4.43|3.69e-05|0.0153|2.76|0.0|7.33e-08|3.04e-05|-0.06114|6.41|3.2992|-1407.052256|1098.17|270.59|0.70195|0.1515|-0.13807|5.8389|5.2941|5.2941
