molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|SRW09|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|JGI4|SaaaC|ATSC1c|AATSC1are|AATSC8d|n5aRing|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|PNSA3|PPSA3|RNCS|RPSA|TPSA_x|WNSA5|WPSA3|RPCS|FNSA2|WNSA3|PNSA4|GRAVp|PNSA2|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Dipole (water)|IC50|pIC50
14aa_a23|0|1|1|0.0|7.423568444|0|0|1.19796312|3.4143268310000003|-0.005050361|5.351858133|0.046678487|0.758549568|-0.287870566|0.013012022|-0.044957534|2|-0.13397874|-0.4506138879999999|2|0.725358161|0.75434493|0.693959193|1|0.924108042|-0.052155763|-0.076107469|0.204831806|-35.51947393|12.26959478|40.49537336|0.075891958|51.68445972|-35.2984572|8.355923226|83.27171526|-1.6743643259999998|-24.18971469|-21.51484958|2941.302235|-1140.287028|0.203340553|15.78173785|0.972590939|6651.23042|1431.335599|733.3886349999999|9.388663605|0.0|1.0|1.0|1.0|1.0|3.68|0.12|26.0|-8.16|4.63|105.02|1.0|0.0|1.0|5.0|-6.23|4.0|0.0|0.0|-5.55|5.9e-07|0.000259|2.81e-06|4.31|0.0|6.9799999999999995e-09|3.07e-06|-0.0708299999999999|3.5934|4.1|-1708.5626|-1708.5422620000002|715.57|1231.11|345.03|0.4157|345.03|588.45|0.6805899999999999|0.6805899999999999|-1708.276011|-0.1449|5.8286|-0.21573|8.3532|4.0|8451.0
8c_a31|1|0|0|0.0|7.765993078999999|1|1|0.610137334|0.0|-0.01275867|5.733341277|0.03995098|0.0|-0.574140137|-0.0080009219999999|-0.1029580369999999|2|-0.09039853|-0.513257014|0|0.922486359|0.847752299|0.87237334|0|0.626072761|-0.1170607269999999|-0.128067781|0.280934088|-64.57121646|16.3656112|133.3100368|0.3739272389999999|206.2599245|-38.96685783|9.027343766|477.2277896000001|-1.66488115|-35.61776956|-21.86561502|2251.08563|-918.3558307|0.27691747|12.99457133|0.90508624|4835.748065|1270.056726|423.1367008|12.12761708|1.0|1.0|1.0|1.0|2.0|2.9|0.29|16.0|-6.13|3.13|114.29|0.0|0.0|1.0|5.0|-4.42|5.0|0.0|1.0|-3.63|3.79e-05|13.0|0.000237|2.38|0.0|7.45e-07|0.0002549999999999|-0.03222|3.8492|1.83|-1426.166503|-1426.129055|595.67|981.89|322.11|0.2597|322.11|475.72|0.7005|0.7005|-1425.968408|-0.15985|3.3453|-0.19207|5.1815|0.81|6.0915
12ae_a36|1|0|0|0.0|7.412764017000001|2|2|0.299253957|0.0|-0.009867085|5.351858133|0.041555556|0.0|-0.611759277|-0.006862238|0.006615826|1|-0.261631709|-0.513686975|1|0.8183043390000001|0.831101086|0.750657639|0|0.7162413209999999|-0.085851235|-0.105648609|0.439268891|-63.96145017|17.78605328|96.60079598|0.2837586789999999|211.4077529|-58.64180087|13.25108213|19.97715962|-2.11297219|-47.65297933|-27.14173115|3486.122819|-1574.220407|0.315002436|16.22570287|0.870019385|7331.209763|2298.140152|805.2286932|19.05051961|0.0|0.0|1.0|0.0|3.0|0.0|0.17|17.0|-6.87|2.15|123.75|0.0|0.0|1.0|7.0|-3.85|6.0|0.0|0.0|-3.72|0.0001409999999999|0.0668|0.0001889999999999|1.64|0.0|1.36e-07|6.45e-05|-0.0548899999999999|5235.0|6.24|-1876.203168|-1876.152311|754.15|1281.69|320.67|0.4832|236.84|615.71|0.40141|0.68591|-1875.897072|-0.1566|6.7458|-0.21149|8.9297|15.0|7.8239
SB431542_a8|1|0|0|0.0|7.535296702|1|1|1.401734117|1.4114120369999998|-0.014434378|5.4161004020000005|0.041909722|0.0|-0.721718925|-0.0075336219999999|-0.0453332859999999|1|0.089375589|-0.494976661|1|0.76592324|0.762577159|0.7318727540000001|0|0.5653298489999999|-0.128342313|-0.124595991|0.274152231|-76.82006387|20.78806656|170.1252996|0.434670151|260.1744351|-44.6389196|12.44282236|89.26670319|-2.242727845|-45.98111161|-29.18257067|2801.428659|-1342.398251|0.239171941|14.04829994|0.908729075|6203.505123|1764.391093|529.053307|15.07117296|0.0|1.0|1.0|0.0|2.0|2.75|0.05|23.0|-6.76|2.72|112.23|0.0|0.0|1.0|4.0|-4.4|5.0|0.0|0.0|-4.14|3.99e-05|16.0|7.28e-05|2.4|0.0|1.74e-07|6.96e-05|||||||||||||||||||79.08|4.1019
13g_a6|1|0|0|0.0|6.842683282|0|0|1.424099171|0.0|-0.006574579|4.727387819|0.043020833|1.648997541|-0.381325604|-0.002407131|-0.080022038|1|-0.215607882|-0.46487852|2|0.836982172|0.774238891|0.789769968|1|0.871972049|-0.074216821|-0.091949419|0.2141642839999999|-51.67543048|12.28038897|68.57626488|0.128027951|89.14285747|-44.57717132|8.550546653|0.0|-1.747038966|-35.98038956|-22.52633766|2929.039254|-1216.422234|0.264266646|14.34268783|0.7999971709999999|6332.20768|1653.346592|744.1359788|12.48355309|1.0|1.0|1.0|1.0|2.0|2.34|0.12|27.0|-10.57|4.79|103.17|0.0|0.0|0.0|6.0|-5.56|5.0|0.0|1.0|-5.06|2.77e-06|0.0012|8.8e-06|3.7|0.0|2.67e-11|1.15e-08|-0.07536|5.9869|3.83|-1386.611265|-1386.573241|739.55|1253.71|381.82|0.8442|207.09|592.49|0.38325|0.7034100000000001|-1386.3020800000002|-0.1327|10.1708|-0.20806|13.3225|119.0|6.9245
14l_a23|0|1|1|0.0|7.423568444|0|0|1.1979636809999998|3.402752757|-0.005344736|5.351858133|0.046283951|0.758109562|-0.288615723|0.01269616|-0.061788679|2|-0.136106024|-0.448622017|2|0.725800261|0.778602826|0.6906097959999999|1|0.921267667|-0.053549434|-0.078204688|0.215920645|-35.3275485|12.31633167|40.34135162|0.078732333|51.94117061|-34.03690099|8.125310915|81.90812552|-1.642298442|-23.306234600000003|-21.66909079|2879.181064|-1083.45454|0.210373806|15.78926563|0.972085426|6444.7098240000005|1372.110688|666.0036144999999|9.953660282|0.0|1.0|1.0|1.0|1.0|3.52|0.09|26.0|-7.78|4.33|105.02|1.0|0.0|1.0|5.0|-5.85|4.0|0.0|0.0|-5.25|1.43e-06|0.000608|5.61e-06|3.94|0.0|1.65e-08|7.03e-06|-0.07191|3.6274|3.79|-1669.2363289999998|-1669.224647|694.65|1185.79|341.8|0.4239|341.8|560.51|0.67242|0.67242|-1668.983787|-0.14639|6.0563|-0.2183|8.2422|7.0|8.1798
32_a47|0|1|1|0.0|6.842683282|1|1|1.216307925|1.998170616|-0.003573735|4.727387819|0.035568182|1.6507707980000002|-0.2037028839999999|0.001861676|-0.044598914|1|-0.157688306|-0.2749014|2|0.6636125860000001|0.810444864|0.634406338|1|0.851627782|-0.05770007|-0.0726950079999999|0.266433793|-41.57905445|13.90468487|28.55112477|0.148372218|106.9180086|-37.74862456|10.01980854|44.50423685|-1.381205148|-29.9621436|-18.77935151|2808.210157|-995.3056298|0.35883878|15.53902041|0.794977846|6235.398576|1552.348456|682.9868225|16.38361254|1.0|0.0|1.0|1.0|2.0|3.67|0.26|21.0|-8.82|5.07|67.66|0.0|0.0|1.0|5.0|-4.81|5.0|0.0|1.0|-5.05|1.5399999999999998e-05|0.00674|8.89e-06|3.7|0.0|1.5e-09|6.55e-07|-0.05682|4.9046|2.97|-1778.127634|-1778.0970140000002|692.49|1184.76|336.65|0.2969|252.79|548.86|0.48011|0.68986|-1777.843462|-0.1509599999999999|4.8234|-0.20778|6.3139|0.1|7.0
12d_a30|0|0|0|0.0|7.412764017000001|2|2|0.604984421|0.0|-0.006335328|5.351858133|0.042804233|0.0|-0.354778373|0.005613018|-0.075816941|1|-0.09353607|-0.4562256979999999|1|0.8414737059999999|0.8017873000000001|0.7991060659999999|0|0.843009925|-0.073829724|-0.094239701|0.366319099|-47.69710881|10.05700314|85.1932288|0.156990075|101.4221952|-39.33285959|6.497247279|0.0|-1.884794029|-30.81433963|-23.41646662|2784.836855|-1217.656264|0.185610786|13.92427286|0.84254817|6120.329513000001|1495.177298|686.039456|8.672532296|1.0|1.0|1.0|0.0|1.0|0.0|0.17|17.0|-7.01|2.93|81.65|0.0|0.0|1.0|5.0|-5.66|4.0|0.0|1.0|-5.15|2.21e-06|0.0009119999999999|7.05e-06|4.23|0.0|9.75e-08|4.02e-05|-0.05119|3.4821|4.14|-1615.095823|-1615.063947|695.57|1176.22|356.06|149.0|356.06|545.94|0.68608|0.68608|-1614.831682|-0.1479099999999999|4434.0|-0.1991|4.8843|11.0|7.9508
28_a47|0|1|1|0.0|6.842683282|0|0|1.4201653580000002|1.408016295|-0.009689834|4.727387819|0.038387534|1.121067445|-0.436042548|-0.013020816|0.0467853809999999|1|-0.126992366|-0.435485503|2|0.635684951|0.832144916|0.614975047|1|0.605349345|-0.1132830309999999|-0.106779291|0.310094808|-67.33744077|15.50250691|365.2310214|0.394650655|234.5873429|-37.72858603|9.214964819|83.61576722|-1.601689367|-40.02656804|-22.66839387|2616.1598940000003|-952.0725426|0.34774073|14.91533234|0.8964208090000001|5633.990508|1459.653524|428.5826478|18.79929562|0.0|1.0|1.0|1.0|2.0|2.03|0.05|21.0|-6.92|3.84|98.72|0.0|0.0|1.0|5.0|-3.67|6.0|0.0|1.0|-3.66|0.000214|0.0816|0.000217|1.97|0.0|1.2099999999999998e-07|4.59e-05|-0.05471|3675.0|3.51|-1335.759232|-1335.722248|599.88|995.5|337.37|0.2996|337.37|461.73|0.69002|0.69002|-1335.571655|-0.15049|6.0847|-0.2052|8.17|25.0|7.6
47r_a18|0|0|0|0.0|7.03438793|1|1|0.403924645|0.0|-0.0058631659999999|4.844187086|0.035706215|0.0|-0.40455848|-0.005176133|-0.030106257|0|-0.362261236|-0.360670551|0|0.806477847|0.7698681909999999|0.7554975009999999|0|0.769578222|-0.083915825|-0.087091542|0.26560995|-62.75220741|11.59378448|13.30156885|0.230421778|172.30927739999998|-48.70193962|8.669825595|60.66168882|-2.090197013|-46.92606587|-23.68254797|3389.050097|-1563.048166|0.311925149|19.40516312|0.976088187|7727.455993|2271.625192|1005.982493|16.87088158|1.0|1.0|1.0|1.0|2.0|0.0|0.22|18.0|-7.46|3.76|111.03|1.0|0.0|1.0|9.0|-6.65|4.0|0.0|0.0|-5.64|2.26e-07|0.0001139999999999|2.31e-06|4.59|0.0|3.48e-08|1.76e-05|-0.0522799999999999|3.1705|9.2|-1964.841529|-1964.813473|790.57|1387.23|391.06|0.6007|391.06|729.75|0.69545|0.69545|-1964.443758|-0.13021|2.3873|-0.18249|3.2001|231.0|6.6364
21_a12|0|0|0|0.0|6.605297921|1|1|0.609915045|0.0|-0.008833375|4.59511985|0.037992832|0.0|-0.362168355|-0.003879878|-0.0546514309999999|1|-0.211367878|-0.522951134|2|0.923855679|0.835359152|0.859899236|0|0.84827776|-0.068775342|-0.100098765|0.192026642|-34.60932333|6.154473157000001|75.46830038|0.15172224|76.35009799|-25.34833425|3.097071518|0.0|-1.401382713|-17.416202300000002|-18.55810005|2185.835701|-705.2078018999999|0.229181643|11.18947411|0.8993077970000001|4652.242111|914.8819508|380.2468615|8.736422872|1.0|1.0|0.0|1.0|1.0|2.81|0.12|17.0|-6.78|2.25|78.41|0.0|0.0|1.0|3.0|-3.82|4.0|0.0|1.0|-3.76|0.00015|48.0|0.000173|2.53|0.0|1.67e-07|5.3200000000000006e-05|-0.0546899999999999|4.6851|2.56|-1327.479547|-1327.451966|539.67|893.17|310.18|0.3665|264.64|397.31|0.59386|0.57644|-1327.347724|-0.16784|2327.0|-0.22253|3.2551|22.0|7.6576
6d_a40|0|0|0|0.0|8.421342866|1|2|0.604893491|1.695192271|-0.015362927|6.401917197|0.039160494|0.683786612|-0.722057579|-0.005066797|-0.205140551|2|-0.0603134|-0.624951805|0|0.6224555620000001|0.8361555479999999|0.604211552|1|0.663670372|-0.115007564|-0.119563634|0.372705643|-73.59650182|11.10859664|192.5638526|0.336329628|215.22657540000003|-48.96216855|7.108696385|38.04267542|-2.15214542|-47.09642482|-32.02830281|3063.227702|-1377.2170210000002|0.13994759|12.08146906|0.7486635420000001|7436.576348|1601.317552|555.2010623|8.964021265|1.0|1.0|0.0|1.0|1.0|2.84|0.21|14.0|-4.31|3.63|173.43|2.0|1.0|2.0|5.0|-7.21|6.0|1.0|1.0|-5.15|6.18e-08|2.85e-05|7.1e-06|3.87|1.0|4.9e-05|0.0226|-0.09462|2.9559|7.98|-2470.82949|-2470.793925|656.5|1111.69|419.45|0.3518|419.45|511.88|0.6624800000000001|0.6624800000000001|-2470.62267|-0.11938|7.8884|-214.0|10.9021|1.0|8.9208
3a_a49|0|0|0|0.0|7.535296702|1|1|1.343850114|2.09865947|-0.006374689|5.4161004020000005|0.0355787039999999|1.819785|-0.337858497|-0.000349523|0.00497674|1|0.003978478|-0.421478185|2|0.775818577|0.8145214209999999|0.7476073409999999|1|0.72890527|-0.094437035|-0.088484274|0.526915193|-55.30832478|9.491036042|107.4001347|0.27109473|158.77029040000002|-30.35026007|5.558553447|59.40691577|-1.504232653|-32.39206742|-17.97906469|2599.121578|-880.9741697000001|0.310225187|12.49907878|0.903506738|5792.106924000001|1277.19098|578.2841135|12.38177532|0.0|0.0|1.0|1.0|2.0|2.11|0.18|21.0|-7.19|2.81|98.72|0.0|0.0|1.0|5.0|-3.06|5.0|0.0|1.0|-3.3|0.000878|0.3379999999999999|0.000503|1.38|0.0|6.52e-08|2.51e-05|-0.05732|5.1647|3.16|-1254.012043|-1253.973708|635.89|1082.21|320.04|0.3467|240.06|449.68|0.53794|0.66614|-1253.756918|-0.15978|3801.0|-0.2171|4.2593|64.0|7.1938
12_a3|0|0|0|0.0|6.823286122000001|0|0|0.605020506|0.0|-0.009093383|4.727387819|0.042795699|2.07135708|-0.336455156|-0.006049098|-0.069857022|1|0.032450556|-0.604704476|2|0.899733837|0.718481325|0.841871246|1|0.829399708|-0.092838926|-0.096133903|0.101891875|-44.07517037|5.258353635|239.2266101|0.170600292|80.99228663|-21.667278|2.496397166|76.23910943|-1.345874639|-20.92463497|-18.79271742|2056.502939|-638.9523922000001|0.169581355|10.50748861|0.864908294|4400.493202000001|769.4340634|330.4083896|6.524083564|1.0|1.0|1.0|1.0|1.0|2.17|0.0|21.0|-6.89|4.01|92.93|0.0|0.0|1.0|2.0|-5.68|3.0|0.0|1.0|-4.84|2.07e-06|0.000629|1.44e-05|4.03|0.0|1.3e-07|3.9500000000000005e-05|-0.06361|3263.0|2.94|-1272.152002|-1272.125792|515.23|847.25|379.97|0.5056|379.97|361.95|0.69784|0.69784|-1272.010995|-0.13153|2.3762|-0.19514|3.1979|3548.0|5.45
12ab_a36|1|0|0|0.0|7.412764017000001|2|2|1.297042596|0.0|-0.007034881|5.351858133|0.039951691|0.0|-0.408023082|0.000939229|-0.029080933|1|-0.169341326|-0.4186639029999999|1|0.86559137|0.831136366|0.8196353679999999|0|0.8410557559999999|-0.079202413|-0.095025338|0.452078227|-54.63243106|16.62527454|116.6804416|0.158944244|109.6369437|-45.21303385|11.46782191|15.55386871|-1.805481415|-37.68448987|-23.06276515|2902.39241|-1245.389318|0.320974676|15.18764075|0.941700118|6314.697413|1834.083759|708.5476357999999|16.81984117|1.0|0.0|1.0|0.0|2.0|0.0|0.17|17.0|-7.05|1.95|92.99|0.0|0.0|1.0|6.0|-3.92|5.0|0.0|0.0|-3.91|0.0001199999999999|0.0503|0.000122|2.33|0.0|8.95e-08|3.76e-05|-0.0523799999999999|3.8845|3.23|-1364.509957|-1364.468283|712.73|1201.64|319.17|0.4451|319.17|564.58|0.69294|0.69294|-1364.236757|-0.15699|3.6976|-0.2093699999999999|5.3228|11.0|7.9586
IN1233_a59|1|0|0|0.0|6.842683282|0|0|1.400923654|0.0|-0.008841844|4.727387819|0.0396875|1.983673343|-0.5039851160000001|-0.005614194|-0.054458882|1|0.003282792|-0.597167441|2|0.809917509|0.74801464|0.778639593|1|0.7613246490000001|-0.092761756|-0.095213818|0.356444983|-61.73167061|7.208329477|318.5587088|0.238675351|158.8351574|-42.16752524|4.79704394|83.1557517|-1.904276352|-41.08157616|-23.91074854|2809.840422|-1267.269673|0.1892041019999999|15.51626497|0.936631949|6206.818668|1562.994677|712.1606951|8.961363774|1.0|1.0|1.0|1.0|2.0|2.76|0.08|27.0|-10.0|4.69|97.55|0.0|0.0|0.0|5.0|-5.59|4.0|0.0|1.0|-5.16|2.54e-06|0.00107|6.91e-06|3.85|0.0|9.93e-11|4.17e-08|-0.05605|5.2194|5.35|-1352.351584|-1352.326849|703.47|1204.16|350.69|0.2623|237.54|531.14|0.51285|0.6953699999999999|-1352.073755|-0.14684|5.4004|-0.20289|7.6059|34.0|7.4685
3q_a32|1|1|1|0.0|7.765993078999999|0|0|0.609420748|0.0|-0.008072705|5.733341277|0.03898374|2.120544848|-0.419780649|0.000773658|-0.098400506|3|-0.295228244|-0.5448044360000001|0|0.751733573|0.853737093|0.716172604|1|0.84993799|-0.067604132|-0.097961799|0.34156046|-41.72706804|11.43581616|41.73511731|0.15006201|92.62226328|-37.3203761|7.058489861|53.27315741|-1.371465184|-25.7550561|-17.27560785|2649.276311|-846.5047848999999|0.365026099|11.93494358|0.856561949|6079.482066|1333.133193|618.9134881|13.90366881|1.0|1.0|1.0|1.0|1.0|3.34|0.3|19.0|-7.31|4.72|131.25|0.0|0.0|1.0|7.0|-5.91|4.0|0.0|1.0|-4.62|1.24e-06|0.000508|2.4100000000000003e-05|3.47|0.0|4.88e-08|2.01e-05|-0.04968|3.6236|5.15|-1920.066488|-1920.042674|666.16|1136.46|342.16|0.2897|342.16|549.78|0.70216|0.70216|-1919.821707|-0.15001|4.1362|-0.19969|5.2657|28.0|7.5528
12b_a40|0|0|0|0.0|7.515889085|0|0|0.604989475|1.713497417|-0.004650218|5.4161004020000005|0.04020202|0.747253086|-0.158107422|0.00779293|-0.1537981269999999|2|0.038336814|-0.513870527|0|0.58925219|0.7137941109999999|0.522580798|1|0.955647156|-0.065048707|-0.074921647|0.2160572999999999|-37.05091872|6.17734692|80.72126798|0.044352844|25.26281742|-24.3068084|3.518538455|48.17000329|-1.048903063|-21.10373336|-19.27231874|2462.878448|-597.4418808999999|0.143170283|16.09989085|0.979579799|5933.385347|697.2702616|370.3261123|5.872257692000001|0.0|1.0|1.0|0.0|0.0|3.87|0.0|20.0|-8.39|6.74|58.43|0.0|0.0|1.0|2.0|-7.71|2.0|1.0|1.0|-7.11|1.95e-08|8.09e-06|7.82e-08|6.68|0.0|4.08e-09|1.7e-06|-0.08279|3407.0|6.27|-3016.999329|-3016.9868100000003|576.38|960.94|363.91|306.0|363.91|490.5|0.69476|0.69476|-3016.927883|-0.14267|4.5528|-0.22546|6.3131|0.04|7.3979
19_a4|0|0|0|0.0|7.535296702|1|1|0.29641517|1.943606348|-0.0023503029999999|5.4161004020000005|0.040511696|0.0|-0.105763614|0.006243904|-0.136621315|1|-0.042058265|-0.245630631|1|0.55269662|0.774746438|0.514505012|0|0.820765063|-0.070677568|-0.0759826109999999|0.285282038|-38.9063534|7.168604362000001|15.411502800000004|0.1792349369999999|98.66465411|-23.02459887|3.946149569|13.25878373|-1.215721775|-21.41704046|-15.93396412|2558.336814|-669.2264932|0.235119747|11.01887515|0.85352261|5232.561157|874.9428297000001|450.6848883|7.912166787999999|1.0|1.0|0.0|1.0|0.0|2.52|0.16|17.0|-6.09|4.32|73.23|0.0|0.0|1.0|3.0|-3.81|4.0|0.0|1.0|-3.97|0.000156|0.0547|0.000106|2.62|0.0|8.070000000000001e-07|0.0002839999999999|-0.05294|4.1858|6.67|-1446.939719|-1446.909868|583.39|983.4|296.2|0.3806|296.2|500.34|0.67535|0.67535|-1446.760398|-0.17004|5.8295|-0.22298|7.1079|19.5|4.71
4b_a46|0|0|0|0.206072846|7.825245291|1|1|1.1346370890000002|2.189591837|-0.00113356|5.587248657999999|0.047736111|0.0|-0.058945144|0.012332859|-0.111103941|1|-0.123416853|-0.16915334|2|0.6901151990000001|0.7306307590000001|0.69830739|0|0.935245062|-0.0524080009999999|-0.070236212|0.27128814|-28.58477842|4.127907383|7.986637869|0.064754938|35.31914031|-20.89467173|2.251475261|56.7922535|-1.123779397|-15.59093155|-12.50898928|2105.172229|-612.9404746|0.189531974|10.09436488|0.751274223|4681.895329999999|756.2796491|538.4165208|4.343611349|1.0|0.0|1.0|1.0|0.0|3.03|0.38|17.0|-7.2|4.77|43.6|0.0|0.0|1.0|2.0|-4.35|3.0|0.0|1.0|-4.63|4.49e-05|0.0149|2.35e-05|3.74|0.0|6.38e-08|2.12e-05|-0.02729|4.5515|3.98|-1033.556797|-1033.535029|588.79|1020.9|272.4|0.1784|272.4|508.79|0.68682|0.68682|-1033.3243619999998|-0.19082|3127.0|-0.21811|3.7571|548.0|6.2612
13k_a6|1|0|0|0.0|7.412764017000001|1|1|1.42421381|0.0|-0.014257799|5.351858133|0.04162037|0.0|-0.8554679409999999|-0.009326562|-0.072504783|1|-0.073210645|-0.5627624379999999|1|0.8694295409999999|0.7908110340000001|0.827754203|0|0.641032542|-0.11937574|-0.127178105|0.212093198|-82.8774254|20.6185734|183.1261118|0.3589674579999999|249.215618|-61.29890279999999|14.31458589|113.5526088|-2.543562101|-57.53822059|-31.53366823|2966.890288|-1765.8854210000002|0.202868306|14.58291125|0.7422570490000001|6492.211639|2215.299472|741.5222707|12.48372364|1.0|1.0|1.0|1.0|3.0|2.8|0.16|23.0|-8.89|3.8|115.15|0.0|0.0|1.0|7.0|-5.49|5.0|0.0|1.0|-4.77|3.26e-06|0.00144|1.7100000000000002e-05|3.39|0.0|1.29e-09|5.7e-07|-0.04851|5112.0|5.41|-1465.862962|-1465.83213|731.25|1246.69|349.49|0.3971|242.53|577.68|0.4547|0.70536|-1465.557346|-0.14589|8.1639|-0.1944|10.5079|46.0|7.3372
12ag_a36|1|0|0|0.0|7.412764017000001|2|2|1.297044434|0.0|-0.008085448|5.351858133|0.043848238|0.0|-0.436614203|-0.002526241|-0.050147748|1|-0.217394466|-0.445549431|1|0.724208473|0.835013502|0.698414933|0|0.7468300940000001|-0.082492792|-0.1081585809999999|0.26896187|-52.02834065|12.70005599|85.84609192|0.253169906|159.6746787|-43.02381535|8.009946323|0.0|-1.946854457|-32.81436052|-24.55768654|2773.9654530000003|-1227.884327|0.2411026289999999|15.13240062|0.927847116|5906.879919|1617.984688|595.8790650000001|12.1906363|1.0|0.0|1.0|0.0|2.0|0.0|0.14|17.0|-6.86|2.44|69.2|0.0|0.0|1.0|5.0|-3.89|5.0|0.0|0.0|-4.16|0.000129|0.0515|6.96e-05|2.78|0.0|1.4e-07|5.58e-05|-0.05486|3.8893|3.41|-1332.185403|-1332.151245|658.68|1112.68|334.04|0.4286|318.79|507.72|0.69204|0.7024699999999999|-1331.9454449999998|-0.15227|5.4459|-0.20713|7.5405|17.0|7.7696
13_a10|0|0|0|0.0|7.535296702|1|1|1.343837907|2.091672336|-0.0057715859999999|5.4161004020000005|0.038726287|1.794073077|-0.259721373|0.00384732|-0.001592366|1|-0.02811323|-0.345108701|2|0.761923976|0.78472614|0.736686715|1|0.818027691|-0.094726989|-0.082327045|0.4676169839999999|-47.88975806|6.168030793|174.7319717|0.181972309|91.99711608|-21.04167667|3.118282386|0.0|-1.234905671|-24.21093442|-15.22715739|2261.82488|-624.3134531000001|0.285505651|9.209972585|0.816739845|4941.066161|873.7836118999999|422.96706330000006|9.595006108|1.0|0.0|1.0|1.0|1.0|2.58|0.15|21.0|-6.6|3.81|63.83|0.0|0.0|1.0|2.0|-3.76|4.0|0.0|1.0|-4.1|0.000176|0.0576|7.87e-05|2.76|0.0|2.49e-07|8.170000000000001e-05|-0.05022|5.8308|2.48|-1065.874094|-1065.839441|550.83|926.41|322.72|0.3905|212.63|376.77|0.34881|0.68386|-1065.68351|-0.15937|3.6904|-0.20959|5.3726|0.16|6.7959
14a_a3|0|0|0|0.0|6.823286122000001|0|0|0.6050202020000001|0.0|-0.009312773|4.727387819|0.043464052|1.772745969|-0.363198151|-0.00603969|-0.172643335|1|-0.094863591|-0.582572884|3|0.882394075|0.7574238740000001|0.8255789570000001|1|0.790894937|-0.091731577|-0.094609848|0.21389849|-45.12132248|6.904918591|256.5548327|0.209105063|102.8554977|-22.89086827|3.396421044|83.70773843|-1.324537874|-22.1944701|-18.09776067|2160.698862|-651.519384|0.239123122|10.24853699|0.930491715|4716.423352000001|856.2743893999999|358.3503513|9.307045698|0.0|1.0|1.0|1.0|1.0|2.2|0.06|21.0|-6.89|3.71|105.82|0.0|0.0|1.0|2.0|-4.45|4.0|0.0|1.0|-3.99|3.54e-05|0.0113|0.000103|2.58|0.0|1.28e-07|4.08e-05|-0.06736|3.2363|2.44|-1327.513792|-1327.485188|528.91|822.33|383.1|0.4524|383.1|373.85|0.69708|0.69708|-1327.354384|-0.1321|3.5358|-0.19946|4.6689|0.03|7.5229
12a_a30|0|0|0|0.0|7.412764017000001|2|2|0.604984824|0.0|-0.006711725|5.351858133|0.040166667|0.0|-0.3557214489999999|0.005050384|-0.094932667|1|-0.094526372|-0.454270252|1|0.8421237309999999|0.7885597609999999|0.7961424690000001|0|0.836214716|-0.07699057|-0.097138462|0.337975309|-47.73588073|10.10177981|85.47365107|0.163785284|101.5505506|-37.34272719|6.263330101|0.0|-1.845630786|-29.59731695|-23.35372432|2722.217443|-1144.332492|0.194809798|13.88603128|0.88607758|5936.682602000001|1421.195251|620.9195447000001|9.228758655|1.0|1.0|1.0|0.0|1.0|0.0|0.14|17.0|-6.64|2.62|81.65|0.0|0.0|1.0|5.0|-5.28|4.0|0.0|0.0|-4.85|5.23e-06|0.00208|1.4e-05|3.87|0.0|2.3100000000000002e-07|9.21e-05|-0.05184|5045.0|3.82|-1575.7783980000002|-1575.745502|668.81|1122.01|355.41|0.1866|245.76|507.17|0.35338|0.68599|-1575.538241|-0.1481|4.1875|-0.19994|4.7368|11.0|7.9469
