molecula|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|MATS2c|AATSC1c|MATS7i|SaaaC|ATSC1c|AATSC1are|n5aRing|n5aHRing|AATSC1pe|AATSC1i|n6aHRing|BIC2|MATS8d|RASA|FNSA5|PBF|PNSA3|PPSA3|RNCS|TPSA_x|WNSA5|WPSA3|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GRAVp|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|DPSA1|Mor01p|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
1b_a5|0|0|2.881451247|0.0|0|6.605297921|0|0|-0.250420203|-0.00279809|-0.095857885|0.0|-0.111923619|0.003886035|1|1|0.003708988|0.045204303|2|0.759794937|-0.054153474|0.808828623|-0.077221824|0.341795323|-39.38248661|5.438378717999999|168.30518769999998|96.23685048|-19.56938257|2.737713392|0.7324812509999999|-1.158327367|-19.82538668|-15.75970652|44.82086533|2171.716467|919.9167129|-7.933533473|6.11909445|11.64312636|0.90275317|134.6705884|-293.5407385|-234.0649914|357.34245360000006|9.680212283|1.0|0.0|1.0|1.0|1.81|0.0|23.0|-8.3|4.76|90.44|1.0|3.0|-3.97|24.0|0.0|1.0|3.38|-4.3|0.000106|4.970000000000001e-05|3.16|0.0|0.0|1.58e-06|-0.04135|4789.0|266.74|0.3101|258.89|0.5153800000000001|0.43728|-1050.413506|87.0|2891.0|-0.23055|0.03246637|-1050.462425|4.3687|59.0|7.2291|7.2291
19e_a38|0|0|3.376977671|0.0|0|7.412764017000001|2|2|-0.082311936|-0.007550899|0.021678225|0.0|-0.4379521229999999|-0.001197042|1|1|0.000347207|-0.191751024|1|0.839953955|-0.064035403|0.776562593|-0.10214405|0.552393659|-56.34606212|14.27562164|118.734325|150.553721|-46.37503972|9.619015829|0.749190974|-2.042881001|-37.96637911|-25.49088538|70.62168376|2920.436229|3426.997928|-17.17594064|6.596408983|12.34352977|0.871249918|168.99691289999998|-927.5007945|-335.8133169|696.3887025|13.55346651|0.0|1.0|1.0|1.0|3.08|0.12|17.0|-7.28|3.09|135.78|1.0|6.0|-4.94|32.0|0.0|1.0|3.3|-4.72|1.15e-05|1.89e-05|3.55|0.0|0.0|2.25e-05|-0.05139|5.2322|321.31|0.3948|236.96|0.41961|0.58509|-1409.315831|0.3738|5.8426|-0.20723|0.03483011|-1409.37733|8.0952|0.01|8.0083|8.0083
12bd_a36|0|0|3.497517322|0.0|0|7.412764017000001|2|2|-0.051990612|-0.006695407|0.025649557|0.0|-0.4017244129999999|0.003676818|1|1|0.0045625|-0.169994208|1|0.78699829|-0.047786573|0.832478093|-0.099460046|0.279020022|-46.92083391|11.7156452|83.92365468|110.578217|-43.33557909|7.733288012999999|0.78244124|-1.989200921|-30.9716039|-23.44707102|58.63647911|2772.776922|2403.371086|-15.47699253|8.050812711|15.34283166|0.905749421|143.6066496|-866.7115819|-372.868829|729.1873176|10.14142465|0.0|0.0|1.0|0.0|0.0|0.21|17.0|-7.34|2.5|133.68|1.0|5.0|-4.54|31.0|0.0|1.0|2.42|-4.6|2.8600000000000004e-05|2.5e-05|3.41|0.0|0.0|1.86e-05|-0.05236|3.8786|349.84|0.4467|319.66|0.69411|0.7044100000000001|-1311.291779|0.0058|5.7533|-0.19826|0.03110617|-1311.352257|7.6908|17.0|7.7696|7.7696
46_a18|0|0|0.0|0.0|0|7.03438793|2|2|-0.001181461|-0.005378956|-0.046124025|0.0|-0.3872848129999999|0.002300582|0|0|0.003512954|-0.224171123|0|0.729629263|-0.090469229|0.8265445990000001|-0.076485888|0.30524999|-49.54738918|6.376289807000001|0.946462387|123.2289237|-38.60388092|4.5299444310000005|0.782232748|-1.988633091|-35.20023815|-20.77641329|55.92367899|3052.94234|1848.661552|-14.76030741|8.980343774|16.47206875|0.8342358790000001|154.7096476|-1003.700904|-401.0164861|1056.535856|9.36454702|1.0|0.0|1.0|1.0|0.0|0.3|18.0|-8.82|3.3|151.14|1.0|7.0|-5.68|36.0|0.0|0.0|2.93|-5.47|2.08e-06|3.35e-06|4.36|0.0|0.0|7.27e-07|-0.04995|3225.0|384.45|0.4249|384.45|0.69181|0.69181|-1532.493789|0.4249|2656.0|-0.18219|0.0239301|-1532.562476|3.2533|186.0|6.7305|6.7305
12g_a36|0|0|3.5202147110000004|0.0|0|7.412764017000001|2|2|-0.063344124|-0.006495469|0.078990142|0.0|-0.409214521|0.0042553209999999|1|1|0.005035022|-0.163978382|1|0.8026482070000001|-0.088251318|0.854238488|-0.097067302|0.374686587|-47.63457647|12.19441007|24.29006276|100.2028184|-45.87193951|8.382969151000001|0.779745318|-2.038413337|-32.74608471|-23.75074918|59.82898654|2829.45056|2476.712654|-16.3273005|7.285010602000001|13.83075477|0.898522257|151.41267150000002|-963.3107298|-384.6182564|799.5563855|10.41641087|0.0|1.0|1.0|1.0|0.0|0.24|17.0|-7.38|3.01|138.33|1.0|6.0|-4.95|32.0|0.0|1.0|2.66|-4.86|1.13e-05|1.39e-05|3.8|0.0|0.0|1.7800000000000002e-05|-0.0505199999999999|5.2092|333.83|0.4393|238.01|0.38165|0.70097|-1350.571683|45.0|5.912000000000001|-0.20288|0.0255597|-1350.633209|7.8537|14.0|7.8539|7.8539
13_a1|0|0|3.409865599|0.0|0|7.423568444|1|1|-0.046530797|-0.012199718|0.1129747169999999|0.0|-0.597786194|-0.008672236|1|1|-0.005924486|-0.120034915|1|0.76714213|-0.150485437|0.6794604670000001|-0.10668313|0.207843387|-64.94184903|19.62059449|148.7311076|186.4137189|-36.08180773|11.41059871|0.7082629840000001|-1.813613202|-37.76773325|-23.43842502|84.56244352|2555.623166|1786.445642|-13.63090514|7.493979856|14.33466671|0.912824292|169.6632599|-613.3907313999999|-242.2358135|505.2124255|15.51600461|1.0|1.0|1.0|1.0|2.83|0.09|23.0|-7.94|3.87|104.88|1.0|4.0|-4.29|28.0|0.0|1.0|3.23|-4.34|5.16e-05|4.58e-05|2.94|0.0|0.0|4.24e-06|-0.04962|4.0783|359.55|0.5339|304.01|0.65363|0.69782|-1238.174491|0.3535|2.7595|-0.18883|0.0284695999999999|-1238.22919|3.9446|0.26|6585.0|6585.0
3m_a32|1|1|3.575728458|0.0|0|7.773594467000001|0|1|0.013867955|-0.006290106|-0.0370712179999999|2.175099216|-0.3082152019999999|-0.000514191|3|3|0.000822186|-0.086806406|0|0.817967125|-0.126422018|0.798023273|-0.09390309|0.317009723|-50.60363458|8.029854976000001|92.61088121|120.7751424|-33.57626169|4.801577352|0.674468222|-1.220740175|-30.25923462|-16.22134838|58.63348955|2588.590536|2363.601309|-9.699808932|7.0752395770000005|13.31775015|0.882303773|194.65681730000003|-436.4914018999999|-208.6520032|554.9424306|11.00984957|0.0|1.0|1.0|1.0|2.93|0.3|19.0|-7.38|5.35|110.36|1.0|3.0|-5.94|27.0|0.0|1.0|4.12|-4.86|1.14e-06|1.39e-05|3.57|0.0|0.0|1.65e-05|-0.05731|3.5749|346.82|0.2952|346.82|0.7026600000000001|0.7026600000000001|-1863.279862|0.2952|5082.0|-0.2056599999999999|0.0339106999999999|-1863.337677|8.0755|23.0|7.6383|7.6383
12ag_a36|0|0|3.408828027|0.0|0|7.412764017000001|2|2|-0.042092217|-0.008085448|0.063109409|0.0|-0.436614203|-0.002526241|1|1|-0.000673716|-0.217394466|1|0.835013502|-0.0861053359999999|0.7468300940000001|-0.1081585809999999|0.26896187|-52.02834065|12.70005599|85.84609192|159.6746787|-43.02381535|8.009946323|0.758897371|-1.946854457|-32.81436052|-24.55768654|64.72839664|2773.9654530000003|2305.164626|-15.48857353|7.849377942|15.13240062|0.927847116|152.06382680000002|-774.4286762999999|-326.5740008|595.8790650000001|12.1906363|0.0|0.0|1.0|0.0|0.0|0.14|17.0|-6.86|2.44|123.71|1.0|5.0|-3.89|30.0|0.0|0.0|2.15|-4.16|0.000129|6.96e-05|2.78|0.0|0.0|5.58e-05|-0.05486|3.8893|334.04|0.4286|318.79|0.69204|0.7024699999999999|-1331.9454449999998|0.0191|5.4459|-0.20713|0.03415856|-1332.003616|7.5405|17.0|7.7696|7.7696
21a_a23|1|1|0.0|0.0|2|7.525639975|0|0|0.1049806919999999|-0.005708466|0.071115216|0.773970837|-0.3082571839999999|0.01269616|2|2|0.01180744|-0.136106024|2|0.7367638240000001|-0.137122549|0.926538469|-0.082341001|0.224766417|-34.01266735|7.634348008|39.56172507|48.49696614|-35.88602363|5.039953753|0.842121383|-1.729161021|-22.45408125|-22.83074225|41.64701536|2880.257677|2272.736256|-15.07212993|7.950891003|15.66066298|0.969673962|104.2264415|-753.6064963|-451.7153132|666.0036144999999|7.379733085|0.0|1.0|1.0|1.0|3.48|0.09|26.0|-7.78|4.33|125.25|1.0|5.0|-5.89|31.0|0.0|0.0|3.78|-5.28|1.3e-06|5.29e-06|3.98|0.0|0.0|7.03e-06|-0.07243|3.6993|335.16|0.3692|335.16|0.60824|0.60824|-1668.989671|0.3692|5.3733|-0.2226699999999999|0.0203361|-1669.0502720000002|7.9309|102.0|6.9914|6.9914
4l_a46|0|0|0.0|0.171853072|1|7.825245291|1|1|-0.058870177|-0.004736212|-0.067419714|0.0|-0.255755434|0.0066560469999999|1|1|0.006162668|0.010799648|1|0.726535412|-0.229089688|0.892158627|-0.085194597|0.291762764|-51.45056667|3.721888783|177.7681018|61.00681586|-27.26452605|2.10550531|0.883450801|-1.533502748|-29.10603933|-17.01011822|55.17245545|2165.620022|2087.583804|-9.6227739|5.80829255|9.833034117|0.692930243|65.93290984|-490.7614689|-433.8429998|579.2365607|3.468091068|1.0|1.0|1.0|1.0|3.19|0.36|17.0|-7.0|5.02|105.77|1.0|3.0|-5.28|26.0|0.0|1.0|4.08|-5.11|5.25e-06|7.78e-06|4.49|0.0|0.0|3.47e-05|-0.01784|5.4011|278.36|0.2504|229.55|0.3756|0.68584|-1092.484863|0.1523|2.6588|-0.20351|0.03506136|-1092.53932|3.7624|98.0|7.0088|7.0088
13l_a6|0|0|3.433158672|0.0|0|7.412764017000001|1|1|0.03093879|-0.0143011819999999|0.090187973|0.0|-0.858070925|-0.009326562|1|1|-0.006280295|-0.073210645|1|0.7908110340000001|-0.1470289659999999|0.643098986|-0.126521431|0.210844002|-82.24617981|20.90615311|182.8275745|248.6104661|-61.3913735|14.56282911|0.793671137|-2.53042863|-57.29112645|-31.47586631|103.1523329|2967.923804|3127.831037|-21.92549054|8.810095892|15.34147837|0.7413520309999999|143.7247666|-1227.82747|-409.1314702|741.5222707|12.72865798|1.0|1.0|1.0|1.0|2.22|0.16|23.0|-8.89|3.8|124.98|1.0|7.0|-5.49|33.0|0.0|1.0|3.07|-4.77|3.26e-06|1.7100000000000002e-05|3.39|0.0|0.0|5.7e-07|-0.04885|3.6675|349.26|0.3115|338.07|0.7002|0.70515|-1465.560303|0.0165|7.2582|-0.19447|0.03092407|-1465.624566|8.9893|385.0|6.4145|6.4145
15_a47|1|1|2.9226792460000004|0.0|0|6.605297921|0|0|-0.164258919|-0.00516949|-0.130885389|1.56205245|-0.21194909|-0.0026314909999999|1|1|-0.002377481|-0.017562097|2|0.830688568|0.081171071|0.791753677|-0.0904066519999999|0.429825305|-45.1562696|8.917011222000001|61.0548099|111.3994409|-25.87091101|4.770072524|0.711630105|-1.265693121|-24.15592798|-17.81765281|54.07328082|2327.320914|869.1027727|-9.531388265|6.984778596|13.37174753|0.914412511|154.260803|-362.1927541|-226.4191275|383.4213189|11.43190096|1.0|0.0|1.0|1.0|2.1|0.06|21.0|-8.49|5.28|96.6|1.0|3.0|-4.89|25.0|0.0|1.0|3.74|-4.85|1.29e-05|1.41e-05|3.8|0.0|0.0|1.14e-06|-0.0591799999999999|4.3312|305.43|0.2828|286.26|0.67203|0.68008|-1527.265523|0.0759|2.2271|-0.2268|0.03425526|-1527.316555|3.7709|16.0|7.8|7.8
2_a49|0|0|0.0|0.0|1|7.535296702|1|1|-0.084499704|-0.004112807|-0.100166139|1.999073077|-0.189189114|0.004524556|1|1|0.004580676|0.055400364|2|0.79056501|0.00991453|0.81348014|-0.079176085|0.41397907|-44.066695|5.634353797999999|226.4450566|95.04720801|-20.55997527|2.871166625|0.7154059890000001|-1.187641272|-22.45560511|-14.409545199999998|49.7010488|2244.518609|1550.010086|-7.34284831|5.667936413|10.38394173|0.8320497920000001|145.02405359999997|-308.399629|-219.534132|439.9973344|8.91679918|1.0|0.0|1.0|1.0|2.5|0.15|21.0|-6.82|3.7|99.52|1.0|2.0|-3.53|25.0|0.0|1.0|2.76|-3.89|0.000292|0.000129|2.43|0.0|0.0|4.94e-05|-0.04372|5.4614|331.24|0.2988|227.02|0.34449|0.68172|-1045.810794|0.0572|4.8986|-0.19923|0.0366366999999999|-1045.8595810000002|6.7117|59.0|7.2291|7.2291
23_a10|0|0|0.0|0.0|1|7.535296702|1|1|-0.12979844|-0.00264793|-0.031558374|1.981673861|-0.17741132|0.010305237|1|1|0.010662507|-0.207994181|2|0.754150918|-0.043248272|0.915208645|-0.072395864|0.535680357|-35.17017083|6.81095873|72.17779806|60.05816353|-36.32074126|4.824237957|0.7611996520000001|-1.6651048819999998|-24.91121732|-19.02262196|41.98112956|3103.831885|1945.384475|-13.47382337|8.755988318|17.02048484|0.943867925|169.14354509999998|-835.377049|-370.018179|930.6293092|9.487107794|1.0|1.0|1.0|1.0|4.13|0.21|27.0|-9.84|5.81|139.11|1.0|6.0|-5.38|35.0|0.0|1.0|4.5|-5.7|4.19e-06|2e-06|4.48|0.0|0.0|6.66e-08|-53.0|3.8034|325.98|0.2089|325.98|0.67647|0.67647|-1469.838069|0.2089|3.8115|-0.21158|0.02986448|-1469.902562|4.8954|0.75|6.1249|6.1249
3_a20 (SB-525334)|0|0|3.502142227|-0.08980269|0|6.880384082000001|0|0|-0.048050965|-0.005492814|0.001821898|1.728260385|-0.274640708|0.001924142|1|1|0.0033523629999999|-0.277724429|2|0.7186587|-0.17447922|0.8756647679999999|-0.0917096759999999|0.246005838|-34.52869143|6.965173618|43.70154849|70.23182172|-29.26136697|3.934338039|0.784910502|-1.375645142|-19.50382741|-16.53287135|41.49386505|2243.481559|1782.992456|-9.33873414|5.943823875|10.9543133|0.8429740729999999|121.495147|-438.9205046|-321.8682802|520.6749407|6.654190521|1.0|1.0|1.0|1.0|2.82|0.24|21.0|-8.39|4.69|104.59|1.0|3.0|-4.85|26.0|0.0|1.0|3.63|-4.73|1.42e-05|1.88e-05|3.74|0.0|0.0|1.4e-06|-0.0671399999999999|4.9821|390.77|367.0|248.86|0.49443|0.70168|-1086.329436|0.1171|3.7291|-0.20131|0.02096048|-1086.383308|4.8164|162.0|6.7905|6.7905
12af_a36|0|0|3.448611715|0.0|0|7.412764017000001|2|2|0.04293386|-0.00989889|0.091263447|0.0|-0.6038322939999999|-0.00233752|1|1|-0.000472698|-0.213993335|1|0.813346624|0.002492952|0.755275519|-0.1054605669999999|0.154396546|-57.32748365|15.22358698|89.56100543|169.9519197|-50.86129548|10.57220682|0.6702409189999999|-2.003750775|-39.81177462|-24.41279506|72.55107063|3013.98446|3082.869129|-16.95376516|8.59579222|15.59375751|0.8141152220000001|229.0052411|-966.3646141|-236.4517911|757.7532208|18.01667275|0.0|0.0|1.0|0.0|0.0|0.17|17.0|-6.93|1.65|138.06|1.0|7.0|-3.54|33.0|0.0|0.0|1.47|-3.64|0.000292|0.000227|1.85|0.0|0.0|5.18e-05|-0.05882|5.2352|383.86|427.0|236.83|0.50179|0.70508|-1440.675702|0.0035|6.9003|-0.19246|0.02886569|-1440.740243|9.4631|15.0|7.8239|7.8239
21_a4|0|0|0.0|0.0|1|7.535296702|1|1|-0.164057585|-0.003068098|0.019346682|0.0|-0.131928225|0.012362563|1|1|0.012094249|-0.099702401|1|0.777866961|-0.174578783|0.932146735|-0.076470465|0.239652988|-28.99048719|10.23237244|63.37635587|34.4171635|-19.67444009|5.190159022|0.7231676229999999|-1.147056976|-14.70482428|-14.54552243|39.22285963|2045.488184|1584.866567|-7.377915035|5.961506745|9.956436217|0.670120767|140.4174905|-295.1166014|-226.3943104|387.240586|8.908964226|1.0|1.0|1.0|1.0|2.92|0.16|17.0|-5.94|3.85|91.59|2.0|3.0|-3.88|23.0|0.0|1.0|3.23|-4.19|0.000133|6.51e-05|3.36|0.0|0.0|0.000352|-0.02956|5.1623|308.08|0.2016|240.17|0.5260600000000001|0.66476|-973.400097|0.1457|2.0282|-0.19588|0.020181098|-973.449892|2.9409|121.0|6.9172|6.9172
12ak_a36|0|0|3.501132553|0.0|0|7.412764017000001|2|2|-0.052930979|-0.006465433|0.12041792|0.0|-0.407322296|0.0042553209999999|1|1|0.005035022|-0.163978382|1|0.815627016|-0.0265703679999999|0.848705143|-0.091761476|0.537460657|-49.87483724|14.3700664|113.186508|109.0807368|-47.69888026|10.36054668|0.737439195|-1.926990997|-35.95881638|-23.5478668|64.24490364|2830.816014|2735.7986920000003|-16.97756755|7.98672125|13.86156772|0.735576751|189.3013851|-1001.676485|-342.3783571000001|799.5563855|13.01738243|0.0|1.0|1.0|1.0|0.0|0.24|17.0|-7.38|3.01|138.33|1.0|6.0|-4.95|32.0|0.0|1.0|2.66|-4.86|1.13e-05|1.39e-05|3.8|0.0|0.0|1.7800000000000002e-05|-0.04929|3.8734|336.05|0.4514|320.09|0.69463|0.7034699999999999|-1350.57563|0.0001|6.3682|-0.20204|0.03471045|-1350.637958|8.5394|46.0|7.3372|7.3372
26_a47|1|1|0.0|0.0|1|6.86171134|0|0|0.11828578|-0.012090143|-0.110530752|0.956774672|-0.544056455|-0.0098410169999999|1|1|-0.008325552|-0.079370393|2|0.845040087|0.0120097289999999|0.7104381999999999|-0.101679756|0.549740398|-57.01987795|12.13564316|9.608109253|168.2587945|-34.3326642|7.0517889060000005|0.717639177|-1.626876095|-33.13315474|-22.50824805|69.15552111|2625.572598|1341.904566|-13.07911017|6.945070057000001|13.22794532|0.90465254|164.0744453|-549.3226272|-252.9318822|457.1122177|14.3059247|1.0|1.0|0.0|1.0|2.66|0.05|21.0|-7.22|4.68|104.8|1.0|4.0|-4.86|28.0|0.0|1.0|3.18|-4.56|1.3699999999999998e-05|2.77e-05|3.12|0.0|0.0|2.37e-05|-0.06279|4.7963|310.58|0.3197|258.5|0.50921|0.68707|-1695.9387359999998|77.0|3.6825|-0.22921|0.02111593|-1695.993821|4.8242|13.0|7.9|7.9
47l_a18|0|0|0.0|0.0|0|7.03438793|1|1|0.0340353029999999|-0.006400878|-0.0057783619999999|0.0|-0.428858819|-0.00046896|0|0|0.000787517|-0.156998637|0|0.7435044540000001|-0.0973326269999999|0.803473313|-0.083884237|0.2820044969999999|-57.15119372|6.543729374|11.54768766|139.7861865|-42.43906517|4.654446622|0.796109347|-2.0132216990000003|-40.65070014|-22.37455223|63.6949231|2852.093627|1427.032023|-15.91464944|9.423637134|18.46922943|0.959883341|145.02405359999997|-1018.537564|-421.235376|931.8364349|9.168513486|1.0|0.0|1.0|1.0|0.0|0.25|18.0|-9.37|3.19|139.63|1.0|9.0|-5.26|34.0|0.0|0.0|2.72|-4.84|5.44e-06|1.4499999999999998e-05|3.78|0.0|0.0|1.93e-07|-0.0520399999999999|3.2026|387.13|0.5019|387.13|0.69291|0.69291|-1455.165122|0.5019|2.4594|-0.18344|0.02606651|-1455.233431|3.3864|32.0|7.4949|7.4949
6_a4|0|0|0.0|0.0|1|7.535296702|1|1|-0.19701009|-0.001221193|0.042096749|2.186806868|-0.064723237|0.011457667|1|1|0.01098094|-0.073630392|2|0.76089528|-0.340860215|0.945545838|-0.0670158929999999|0.417868437|-29.18838891|4.324187697|14.1731579|30.33467048|-20.7966895|2.408866521|0.814470803|-1.206286076|-16.25991695|-13.71394596|33.5125766|2342.371538|1968.0178670000005|-7.639600225|5.758624844|9.981741408|0.733355042|103.3523757|-374.340411|-350.36323230000005|578.2065561000001|4.937800786|1.0|1.0|1.0|1.0|3.45|0.26|21.0|-7.99|5.23|109.7|1.0|3.0|-4.91|27.0|0.0|1.0|4.23|-5.11|1.24e-05|7.74e-06|4.28|0.0|0.0|3.67e-06|-0.04867|4.8714|307.24|0.1235|254.51|0.60542|0.5877|-1108.338577|0.0772|2.8026|-0.2182599999999999|0.02244097|-1108.392115|3.2192|1.3|5.8861|5.8861
9_a15|0|0|0.0|0.0|0|0.0|0|0|-0.217598467|-0.009923019|0.096418279|0.0|-0.506073953|1.7800000000000002e-05|0|0|0.003160815|-0.295062413|1|0.7059441040000001|0.010183805|0.846156316|-0.11668349|0.416635119|-41.10356167|18.10574464|105.5304352|85.79894134|-36.29225274|10.09761131|0.51257747|-1.400201879|-22.92354152|-15.93664265|59.20930631|2392.3164920000004|1689.926339|-8.88789863|5.485176331|10.00547485|0.8240935659999999|271.83655510000006|-435.5070329|-14.02896218|532.0914339999999|20.06953345|1.0|1.0|0.0|1.0|3.37|0.19|18.0|-7.57|4.95|104.74|1.0|7.0|-5.25|27.0|0.0|1.0|3.69|-4.81|5.63e-06|1.53e-05|4.24|0.0|0.0|9.86e-06|-0.0258899999999999|4.3447|330.74|0.2693|285.37|0.6512399999999999|0.70552|-1223.463757|0.0115|1.4625|-0.1824|0.01773342|-1223.522216|2188.0|107.0|6.9706|6.9706
14z_a23|1|1|0.0|0.0|2|7.423568444|0|0|0.08752343|-0.005892861|0.038811869|0.729326158|-0.30053593|0.009174505|2|2|0.007229683|-0.125978901|2|0.802520527|-0.035965909|0.925301102|-0.079754981|0.228957475|-40.56245532|12.77192721|40.18308023|52.02674091|-38.68856944|8.895469235|0.785604449|-1.595099623|-28.25118461|-23.63754572|53.33438253|3094.698027|2692.627452|-16.46322104|7.834464959|14.91419434|0.903664694|149.3235124|-773.7713888999999|-397.8390333|665.6233736|11.22918692|0.0|1.0|0.0|1.0|3.67|0.05|26.0|-8.57|5.32|130.3|1.0|5.0|-6.77|32.0|0.0|0.0|4.49|-6.13|1.7e-07|7.37e-07|4.83|0.0|0.0|1.29e-06|-0.08503|4032.0|338.46|0.3201|307.5|0.66217|0.69913|-2548.895003|0.2917|5.9301|-0.23698|0.01238131|-2548.957384|7.9877|5.0|8.2941|8.2941
15_a10|0|0|0.0|0.0|1|7.535296702|1|1|-0.166303336|-0.0027892409999999|-0.0729795729999999|1.981569297|-0.142251304|0.009882584|1|1|0.009514122|-0.136323668|2|0.808676284|-0.105662909|0.915526801|-0.074144604|0.710970489|-35.30133759|11.09373722|33.67392858|50.34268476|-26.33385303|6.61142847|0.646412648|-1.186313662|-21.03820054|-15.04246823|46.39507481|2549.580207|2288.954984|-8.964715924|6.35937164|11.23924661|0.767351752|210.7240726|-421.3416484|-174.5122907|563.875765|12.47504566|1.0|1.0|1.0|1.0|3.31|0.23|21.0|-8.3|4.72|111.21|1.0|5.0|-4.48|28.0|0.0|1.0|3.83|-4.81|3.32e-05|1.56e-05|3.68|0.0|0.0|1.96e-06|-0.05243|5.7922|326.3|0.4553|214.05|0.41458|0.68543|-1603.851644|0.1647|4.5192|-0.20983|0.03039798|-1603.907391|6.1563|33.0|7.4815|7.4815
9a_a36|0|0|3.4090209280000003|0.0|0|7.412764017000001|2|2|-0.109305298|-0.007853595|0.095192109|0.0|-0.41624054|0.0034852859999999|1|1|0.00484375|-0.202876718|1|0.7885597609999999|-0.1177413269999999|0.826559623|-0.10869601|0.204819754|-45.04449811|14.47407729|49.52042402|106.0201967|-40.61536816|8.847677483|0.7638345870000001|-1.956528182|-27.53468726|-24.40778806|59.5185754|2682.572663|2167.77208|-14.91993116|7.546661564|13.79893984|0.828482664|144.36259840000002|-731.0766269999999|-322.5522826|578.2841135|11.92833382|0.0|0.0|1.0|0.0|0.0|0.14|17.0|-6.28|2.04|120.94|1.0|5.0|-3.71|29.0|0.0|0.0|1.95|-3.99|0.000197|0.000102|2.66|0.0|0.0|0.0002009999999999|-0.05044|3.8677|320.56|0.4811|320.56|0.68682|0.68682|-1252.578886|0.4811|5.7274|-0.20969|0.02701893|-1252.636005|7.4992|13.0|7.8861|7.8861
12o_a36|0|0|3.444418304|0.0|0|7.412764017000001|2|2|0.01340619|-0.0100574069999999|0.03842353|0.0|-0.613501857|-0.00233752|1|1|-0.000472698|-0.213993335|1|0.799869816|-0.01854899|0.7592112809999999|-0.10624773|0.514457955|-59.0895896|16.85373064|55.47133795|173.4105814|-55.10596064|12.13767506|0.666462845|-2.018706878|-42.554984000000005|-25.50573629|75.94332024|3009.981519|2778.220342|-18.36865355|7.322888607|13.80895167|0.885724665|240.2059039|-1047.013252|-239.7655413|757.7532208|19.1468529|0.0|0.0|1.0|0.0|0.0|0.17|17.0|-6.93|1.65|138.06|1.0|7.0|-3.54|33.0|0.0|0.0|1.47|-3.64|0.000292|0.000227|1.85|0.0|0.0|5.18e-05|-0.05456|5.1927|320.16|0.4075|238.77|0.36719|0.67273|-1440.671057|0.2888|4.9237|-0.21151|0.04371335|-1440.734965|6.6471|0.04|7.3979|7.3979
14_a4|0|0|0.0|0.0|1|7.535296702|1|1|-0.2248919089999999|-0.001935612|-0.0135414919999999|0.0|-0.069682036|0.009588001|1|1|0.008943549|-0.039321879|1|0.77505994|0.204594017|0.8510382459999999|-0.071074269|0.218112446|-29.91067393|5.933038407000001|12.12963775|67.73740575|-14.69670456|2.697931638|0.768457211|-0.995039765|-13.60128622|-13.71135194|35.84371234|1911.448021|1378.961008|-6.23496557|5.304461808|8.859498364|0.6701974079999999|105.2894945|-205.7538638|-244.1511936|280.2639278|7.175500282000001|0.0|0.0|1.0|0.0|2.39|0.06|17.0|-5.71|4.09|80.09|2.0|2.0|-3.4|21.0|0.0|1.0|3.2|-3.97|0.000396|0.000106|3.09|0.0|0.0|0.000539|-0.03639|4.5233|293.02|0.1864|274.1|0.53298|0.55975|-918.851356|0.1067|2.3797|-0.2102|0.020300099|-918.896242|3.3312|1.32|5.8794|5.8794
