molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|SRW09|nAHRing|nARing|SaasN|MATS2c|AATSC1c|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8d|GATS1pe|nFaHRing|FNSA5|PNSA3|PNSA5|RNCS|TPSA_x|FNSA4|WNSA5|RPCS|FNSA2|DPSA5|DPSA3|GeomPetitjeanIndex|PNSA2|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|FPSA5|DPSA2|P-gp substrate|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50
11a_a50|0.0|0|1|0.0|0.0|7.927685046000001|1|1|4.088412042|-0.156121881|-0.002914262|1|0.038040936|-0.04339705|2.114272566|-0.134056065|10.94500606|-0.129547471|2|0.012037198|-0.0739260509999999|-0.277408878|-0.267331063|0.701976536|0.792574879|-0.200986578|0.667956827|1|-0.071180382|-25.48858279|-37.63057389|7.53108119|43.81199235|-0.025421565|-19.89396594|67.28055926|-1.067705728|48.67321197|35.26290548|0.463749257|-564.4586084|0.345638567|11.123941699999998|0.864799282|4858.670497|182.7270002|-298.409489|0.020887781|862.6098364|1.0|20.0|3.09|48.53|2.25|0.0|99.65|0.0|2.0|2.0|-3.58|25.0|3.0|-6.24|327.38|0.0|1.0|2.95|-4.16|0.000263|0.0228|0.0|-0.03284|4.0636|3.05|4.0636|-1045.978598|-1045.954278|574.01|963.2|0.1761|305.11|-1045.794689|0.1761|-0.16769|5.4342|-0.2005299999999999|-1045.84627|7.5619|59.0|7.2291
8j_a46|0.0|0|0|0.0|0.214753401|7.727094485|1|1|2.1279894180000003|-0.13040237|-0.0017688329999999|2|0.043903904|-0.129276363|0.0|-0.081366324|10.96391738|-0.053618988|1|0.0108603019999999|-0.204674804|-0.133413527|-0.229679821|0.645146311|0.789844634|-0.074207717|0.6109926379999999|0|-0.068971544|-29.38737046|-37.04976799|7.723448142|35.10521457|-0.02566383|-19.90219786|64.83187221|-1.103544698|41.80044861|34.04593326|0.427798746|-592.7962878|0.177887481|9.817783823|0.747636856|4759.107832|95.55665364|-318.43516580000005|0.008843828|721.0646647000001|1.0|17.0|4.71|43.6|2.62|1.0|96.94|0.0|1.0|2.0|-4.59|24.0|3.0|-5.55|338.83|0.0|1.0|3.82|-4.83|2.59e-05|0.00497|0.0|-0.04068|4.9636|3.78|4.4107|-1414.53151|-1414.50743|576.48|978.4|0.1728|249.79|-1414.349865|0.1427|-0.18531|5.2361|-0.22599|-1414.402087|6.4463|1228.0|5.9108
17b_a50|0.0|0|1|0.0|0.0|7.934155233999999|1|1|4.35392516|-0.145258626|-0.002181823|1|0.032052154|0.035558152|2.206759705|-0.144000296|10.94500663|-0.15040528|2|0.012686493|0.05636897|-0.357011777|-0.237489143|0.7715057479999999|0.7621727979999999|-0.257646121|0.748900413|1|-0.07555585|-33.25475672|-52.58062823|9.9094658|47.42733742|-0.02681014|-36.59177249|86.9549829|-1.662228695|59.65808461|42.23167946|0.4835366239999999|-1156.773821|0.1966134769999999|16.11918162|0.936245718|6059.076348|136.82673369999998|-805.0189948|0.010169967|1439.872076|1.0|20.0|4.18|51.77|2.71|3.0|131.39|0.0|1.0|8.0|-4.75|32.0|4.0|-6.09|426.56|0.0|1.0|3.87|-4.91|1.7899999999999998e-05|0.0052|0.0|-0.0318|4.2447|3.77|4.0418|-1337.1910779999998|-1337.164673|752.09|1300.3|0.1817|292.09|-1336.833957|0.1758|-0.16699|6.3333|-0.19879|-1336.899093|8.4096|122.0|6.9136
10_a1|0.0|1|0|3.261363142|0.0|6.86171134|0|0|0.0|0.0883621719999999|-0.014135827|1|0.037578348|0.049971022|0.0|-0.621976404|10.94957578|0.010430299|1|-0.0106277489999999|0.107434253|-0.042643966|-0.623957903|0.674381582|0.7227844929999999|0.017498337|0.658433571|0|-0.10949971|-65.97424138|-61.93104798|212.8090837|186.6625065|-0.045402319|-35.02707638|64.49041745|-1.861495069|70.6564636|74.31719486|0.459673515|-1052.827816|0.165903744|13.65143394|0.850732895|5192.858899|93.83214542|-595.4602985|0.015427326|1262.237791|1.0|23.0|4.86|78.87|2.78|2.0|99.61|0.0|1.0|4.0|-4.98|27.0|5.0|-5.91|359.35|0.0|0.0|3.7|-4.73|1.04e-05|0.00673|0.0|-0.06802|3.4067|5.81|3.4067|-1223.159954|-1223.125689|585.51|979.35|0.6754|363.94|-1222.969096|0.6754|-0.13576|5.3861|-0.20378|-1223.022387|7807.0|1.5|5.8239
3_a27|0.0|0|0|0.0|0.0|6.605297921|0|0|3.127072625|0.124551908|-0.00648099|2|0.040512821|-0.172132163|1.177265999|-0.27868256|10.93782973|0.024154412|1|0.00955169|-0.296039263|-0.341338963|-0.479874452|0.640545265|0.810053853|0.038685745|0.610158103|1|-0.086153958|-31.82136336|-44.61323499|10.71226495|71.40072181|-0.032307734|-23.10213938|57.97805043|-1.292309364|54.32114618|41.78149261|0.44566003|-669.1985248999999|0.266146248|11.64968556|0.803947133|4960.583812|137.8189165|-346.53209080000005|0.018747239|911.8963045|0.0|21.0|2.8|65.6|2.18|0.0|97.71|0.0|2.0|3.0|-3.7|25.0|4.0|-6.41|329.36|0.0|1.0|2.74|-3.99|0.0002|0.0339|0.0|-0.05512|5.5045|4.92|3962.0|-1081.905135|-1081.88481|547.92|931.06|0.2305|225.24|-1081.744053|0.2208|-0.16457|2.7811|-0.21969|-1081.794829|4.1551|4.0|8.3979
13a_a6|0.0|1|0|3.417162147|0.0|7.412764017000001|1|1|0.0|-0.042110772|-0.01115741|1|0.041767677|0.031837397|0.0|-0.602500119|10.95129557|-0.0525259259999999|1|-0.00194781|0.05269025|-0.180339002|-0.488098052|0.850080948|0.7722228729999999|-0.091892803|0.8013954109999999|0|-0.113446379|-61.52313164|-74.18628740000001|154.9639272|147.4582473|-0.040840697|-48.51283287|554.4922449|-2.042034827|87.37044493|82.36189896|0.467070451|-1335.353173|0.240087608|15.08351934|0.8764206290000001|6019.922535|157.0011174|-873.2309916000002|0.02016134|1757.246214|1.0|23.0|4.98|95.85|1.29|2.0|116.79|0.0|1.0|5.0|-5.51|31.0|5.0|-6.1|409.44|0.0|0.0|3.52|-4.99|3.11e-06|0.00417|0.0|-0.05018|5.9934|4.04|3651.0|-1350.085889|-1350.057702|695.29|1166.79|0.5352|206.87|-1349.834826|0.2697|-0.14969|7.7145|-0.19987|-1349.895534|9.2157|46.0|7.3372
26_a47|0.0|0|1|0.0|0.0|6.86171134|0|0|1.06819297|0.11828578|-0.012090143|2|0.045681818|-0.110530752|0.956774672|-0.544056455|10.94972213|0.0081426509999999|1|-0.008325552|-0.24731748|-0.079370393|-0.5899218279999999|0.6850994429999999|0.845040087|0.0120097289999999|0.651797437|1|-0.101679756|-57.01987795|-59.08415114|9.608109253|168.2587945|-0.038735145|-34.3326642|60.07342336|-1.626876095|73.39007585|69.15552111|0.474969855|-945.3464183|0.282360823|13.22794532|0.90465254|5994.406615|164.0744453|-549.3226272|0.024619511|1317.300461|0.0|21.0|2.84|98.72|2.59|1.0|104.8|0.0|1.0|4.0|-4.86|28.0|5.0|-6.51|396.81|0.0|0.0|3.18|-4.56|1.3699999999999998e-05|11.0|0.0|-0.06279|4.7963|4.37|3992.0|-1696.096597|-1696.075481|592.84|1006.59|0.3197|258.5|-1695.9387359999998|77.0|-0.16642|3.6825|-0.22921|-1695.993821|4.8242|13.0|7.9
18a_a30|0.0|0|0|0.0|0.0|7.412764017000001|2|2|0.0|0.045071414|-0.006673169|2|0.040166667|-0.041327798|0.0|-0.353677943|10.31163887|-0.094932667|1|0.005458948|-0.073280844|-0.094526372|-0.452377064|0.8421237309999999|0.7885597609999999|-0.171895425|0.7961424690000001|0|-0.095397479|-45.11907802|-59.38972262|79.18861306|87.66676984|-0.036990859|-36.97308547|0.0|-1.812552105|69.35818061|55.73981304|0.445995681|-1128.40473|0.209500834|12.72666325|0.8050400790000001|5942.293347|130.4247923|-702.4886239|0.016012295|1427.458469|1.0|17.0|3.84|81.65|2.82|2.0|127.28|0.0|1.0|5.0|-5.28|29.0|4.0|-5.98|398.48|0.0|0.0|2.63|-4.85|5.23e-06|0.0056|0.0|-0.05605|3.4712|3.82|3.4712|-1575.786909|-1575.755101|665.12|1120.46|0.3781|357.18|-1575.54671|0.3781|-0.1418|4.2514|-0.19785|-1575.604922|5.2813|25.0|7.6108
4d_a46|0.0|0|0|0.0|0.173086735|7.825245291|1|1|2.146507937|-0.1397563859999999|-0.001749881|2|0.047736111|-0.131948546|0.0|-0.085744171|10.96333164|-0.076521434|1|0.010756749|-0.206000242|-0.1271933999999999|-0.240143042|0.6535171|0.764741337|-0.103199079|0.623144956|0|-0.070772596|-30.95621863|-38.85529917|8.241078584|35.10521457|-0.024616555|-21.33218735|74.62074724|-1.132361533|43.60839351|35.70643728|0.441136013|-621.6847867|0.186572035|10.30138878|0.7893441379999999|4993.774007|102.4310631|-341.3149976|0.0086574759999999|764.2776167999999|1.0|17.0|4.81|43.6|2.84|2.0|101.75|0.0|1.0|2.0|-4.93|25.0|3.0|-5.4|352.86|0.0|1.0|4.11|-5.11|1.18e-05|0.00275|0.0|-0.0396399999999999|4.4265|4.18|4.4265|-1453.840712|-1453.817782|588.18|1009.78|0.1313|280.09|-1453.635434|0.1313|-0.18639|3.5318|-0.22603|-1453.688943|3.7104|517.0|6.2865
19e_a38|0.0|1|0|3.376977671|0.0|7.412764017000001|2|2|0.0|-0.082311936|-0.007550899|2|0.04508642|0.021678225|0.0|-0.4379521229999999|10.94917392|-0.038386106|1|0.000347207|0.045449529|-0.191751024|-0.436305701|0.723755855|0.839953955|-0.064035403|0.700181525|0|-0.10214405|-56.34606212|-68.82539051|118.734325|150.553721|-0.03783113|-46.37503972|16.39385667|-2.042881001|82.37885703|70.62168376|0.4655978389999999|-1376.50781|0.250809026|12.34352977|0.871249918|6531.762734|168.99691289999998|-927.5007945|0.020114756|1837.325672|1.0|17.0|4.03|81.23|2.75|2.0|135.78|0.0|1.0|6.0|-4.94|32.0|4.0|-6.39|427.48|0.0|0.0|3.3|-4.72|1.15e-05|0.00807|0.0|-0.05139|5.2322|4.08|3.8587|-1409.582478|-1409.547647|685.34|1183.12|0.3948|236.96|-1409.315831|0.3738|-0.15584|5.8426|-0.20723|-1409.37733|8.0952|0.01|8.0083
12bb_a36|0.0|1|0|3.3296932480000003|0.0|7.412764017000001|2|2|0.0|-0.07834963|-0.008239316|2|0.04625323|0.096309833|0.0|-0.444923056|10.96022185|-0.027636036|1|-0.004358975|0.2463876689999999|-0.250781298|-0.421445726|0.653741315|0.836170906|-0.045186455|0.632625562|0|-0.114330726|-58.19935506|-73.39466247|88.91215764|199.7440352|-0.038872447|-47.11573753|0.0|-1.943622342|88.14984373|72.36704599|0.4808928389999999|-1247.709262|0.280705922|15.13083401|0.926384521|6285.088971|180.1992964|-800.967538|0.022984922|1734.6302440000002|1.0|17.0|3.55|69.2|2.78|1.0|123.67|0.0|1.0|5.0|-3.99|31.0|6.0|-6.8|417.41|0.0|1.0|2.44|-4.32|0.000102|0.0201|0.0|-0.0566799999999999|5.2382|3.66|3.8001|-1431.4091|-1431.374881|667.88|1120.72|0.4172|236.69|-1431.178978|0.0736|-0.15507|6251.0|-0.21175|-1431.238418|8657.0|0.01|8.0
1e_a5|0.0|1|0|2.953259375|0.0|6.605297921|0|0|0.0|-0.260066152|-0.001975193|2|0.027873016|-0.080321049|0.0|-0.084933308|10.94440038|-0.040441176|1|0.007357977|-0.133677441|0.0578378779999999|-0.201027861|0.71274658|0.771487328|-0.075239398|0.6977404359999999|0|-0.069725333|-35.30075748|-36.22202792|159.537038|62.03846573|-0.0278901329999999|-18.81719677|0.0|-1.115605324|44.38364879|39.76196174|0.482579989|-579.5524467|0.2526063739999999|12.39753333|0.932665879|4342.827698|131.2279879|-301.0751483|0.0157106539999999|775.4313476|1.0|23.0|4.99|54.46|2.13|0.0|95.45|0.0|1.0|3.0|-4.25|24.0|3.0|-5.77|312.37|0.0|1.0|3.44|-4.45|5.5700000000000005e-05|0.0111|0.0|-0.04186|4746.0|3.17|4.4292|-990.6320386|-990.6006645|560.58|935.47|0.5156|261.24|-990.471803|0.1355|-0.18105|1916.0|-0.22291|-990.522307|3.0386|191.0|6719.0
14w_a23|0.0|0|1|0.0|0.0|7.423568444|0|0|3.132012648|0.013971812|-0.006481882|2|0.046678487|0.045196333|0.6813799420000001|-0.330575965|10.31321817|-0.031435038|2|0.003906274|0.126238077|-0.206574435|-0.427696371|0.5788469970000001|0.802520527|-0.049318182|0.558482531|1|-0.088508061|-46.76570273|-58.53311596|43.30287556|140.15462380000002|-0.035779855|-38.70975831|90.15900589|-1.681653166|72.23920014|61.60607046|0.4972095239999999|-1112.129203|0.256548212|15.58053709|0.988900044|6998.078982999999|169.6632599|-735.4854078|0.020725002|1495.89956|1.0|26.0|4.2|105.02|3.78|2.0|120.2|0.0|1.0|5.0|-5.68|32.0|6.0|-6.35|447.46|0.0|0.0|4.05|-5.27|2.09e-06|0.00242|0.0|-0.0798|3.6632|3.97|3.6632|-1828.385903|-1828.363862|676.92|1150.31|0.3855|338.46|-1828.161957|0.3855|-0.14844|7.0157|-0.22824|-1828.222578|9.8981|2.0|8.6737
4d_a49|0.0|0|0|0.0|0.0|7.535296702|1|1|2.097463308|-0.06085453|-0.006135653|2|0.036555556|-0.090862681|1.76904838|-0.343596561|10.92777282|0.013451218|1|0.001356445|-0.151004418|0.000850823|-0.417231241|0.7745859279999999|0.783870915|0.023137464|0.749565191|1|-0.085966608|-55.40321178|-52.95392476|85.21839288|152.3727245|-0.0281044679999999|-32.61868996|57.16412513|-1.461432343|66.51766234|63.79609555|0.470013152|-900.2167208999999|0.3452719489999999|15.09148245|0.8868392740000001|5915.214567|212.6814716|-554.5177292999999|0.022019681|1374.947536|1.0|21.0|3.16|98.72|1.25|1.0|115.63|0.0|1.0|6.0|-3.13|30.0|5.0|-7.7|398.46|0.0|0.0|2.27|-3.35|0.000743|0.18|0.0|-0.06309|5.7447|2.99|3.8047|-1293.333712|-1293.29417|668.09|1144.04|0.2549|215.82|-1293.049085|0.0879|-0.15888|4.3005|-0.2219699999999999|-1293.107454|5.5765|18.0|7.7447
11d_a5|0.0|1|0|2.9590700880000003|0.0|6.605297921|0|0|0.0|-0.245058546|-0.003373937|2|0.0228184279999999|-0.125546291|0.0|-0.185566552|10.94877952|0.01948342|1|0.008809179|-0.202307745|-0.200646773|-0.22897714|0.786587307|0.783891527|0.036918829|0.755793189|0|-0.0847408619999999|-40.04753555|-53.84338206|61.45330587|82.02685783|-0.029333375|-34.21147402|0.0|-1.525335513|65.35645739|48.19862797|0.49396568|-969.1808771|0.287694578|17.62784804|0.976150552|5283.02167|182.7978704|-615.8065323|0.018119737|1360.625438|1.0|23.0|4.41|66.93|1.42|1.0|114.29|0.0|1.0|7.0|-4.14|29.0|5.0|-6.47|385.46|0.0|1.0|3.28|-4.29|7.2e-05|0.0198|0.0|-0.03767|4.4175|2.59|4107.0|-1239.127458|-1239.093739|682.09|1154.67|507.0|280.66|-1238.855022|0.2068|-0.16762|2.8731|-0.20529|-1238.914819|3.7008|15.0|7.8239
10_a27|0.0|0|0|0.0|0.0|6.605297921|0|0|3.383341915|0.122016352|-0.006285923|2|0.040512821|-0.184068581|1.296293777|-0.282866526|10.93783185|-0.000903965|1|0.010329671|-0.309727442|-0.341622797|-0.487435299|0.639413469|0.804375252|-0.001453596|0.614205449|1|-0.087022238|-32.5969511|-46.27574168|6.0140309720000005|78.34972221|-0.031079371|-24.60801194|49.19800605|-1.305333567|55.05868025|41.99674607|0.477162521|-694.1361252|0.254639309|12.9316403|0.912640238|4894.8090170000005|135.40932969999997|-369.1201792|0.01651645|931.2754667000002|0.0|21.0|2.81|65.6|2.25|0.0|97.39|0.0|1.0|3.0|-3.57|25.0|4.0|-6.51|331.37|0.0|1.0|2.74|-3.92|0.000266|0.0394|0.0|-0.0498|4.1495|4.66|4.1495|-1083.137871|-1083.1151289999998|573.31|958.95|0.4452|298.79|-1082.956472|0.4452|-0.16805|4.6684|-0.21785|-1083.008551|6.9456|69.0|7.1612
3g_a32|0.0|1|1|3.542426304|-0.047725143|7.78113851|0|0|0.0|0.015803466|-0.006258272|0|0.05052381|-0.058985916|2.2144733530000003|-0.2816222539999999|10.31100273|-0.125170068|3|0.002565215|-0.105402305|-0.133675401|-0.563371932|0.833981748|0.755211939|-0.1719626169999999|0.786074011|1|-0.098311343|-38.9071564|-54.47722347|42.56199385|62.23099889|-0.030429702|-30.18744099|0.0|-1.278047464|60.55421302|45.55465473|0.447358137|-708.2039051|0.199259841|10.70834299|0.809490137|5058.622432|110.4157723|-392.4367329|0.01096673|884.4366022|1.0|19.0|7.02|110.94|2.18|2.0|102.55|0.0|1.0|3.0|-7.09|24.0|3.0|-4.9|354.49|0.0|0.0|4.61|-5.59|8.12e-08|0.000915|0.0|-0.0535|3.5456|4.13|3.5456|-1712.060085|-1712.036238|593.24|998.86|0.2859|349.68|-1711.865318|0.2859|-0.14715|3.3082|-0.20065|-1711.919273|5.5816|14.0|7.8539
16a_a32|0.0|1|1|3.357452523|0.0|7.765993078999999|0|0|0.0|0.205693867|-0.014399612|0|0.03995614|-0.053745649|2.095743605|-0.6911813920000001|10.31100271|-0.058518519|3|-0.005552127|-0.0999399409999999|-0.199563743|-0.707456102|0.859696525|0.8567078770000001|-0.098258706|0.81143469|1|-0.119471489|-56.2527503|-74.35152328|92.00611646|151.5123947|-0.037168908|-46.27170107|66.13699638|-1.6726008419999998|88.96104768|69.11326055|0.450892763|-1040.921326|0.303179963|13.08168264|0.8211379000000001|5746.082161|188.6800971|-647.803815|0.023475264|1493.816582|1.0|19.0|5.32|152.07|0.88|1.0|108.86|1.0|1.0|7.0|-5.49|27.0|4.0|-6.85|398.51|1.0|0.0|3.06|-4.04|3.2e-06|0.0364|0.0|-0.0567299999999999|3.6314|3.9|3.6314|-1896.81177|-1896.770883|664.67|1096.48|0.2859|341.42|-1896.589348|0.2859|-0.15045|1.3736|-0.20718|-1896.649286|1.8274|11.0|7.9586
12ap_a36|0.0|1|0|3.4417292610000003|0.0|7.412764017000001|2|2|0.0|-0.06398791|-0.007719624|2|0.042739018|0.066185994|0.0|-0.424579308|10.95430638|-0.042675894|1|0.001194592|0.117738331|-0.175397741|-0.436880644|0.8707354620000001|0.832758813|-0.074596774|0.8212311840000001|0|-0.106173763|-54.21070432|-69.6632787|82.56761031|111.1558165|-0.037473093|-45.7078307|0.0|-1.91112774|83.16347311|68.48007054|0.464588|-1253.939017|0.262148114|16.37284224|0.86772056|6003.481614|172.00197649999998|-822.7409526|0.020575639|1699.445432|1.0|17.0|2.75|92.99|1.38|1.0|128.47|0.0|1.0|5.0|-3.99|31.0|5.0|-7.08|406.44|0.0|0.0|1.66|-3.95|0.000101|0.0458|0.0|-0.06084|4.9124|2.98|3.8801|-1325.199863|-1325.159466|691.41|1160.79|0.8819|252.39|-1324.95298|0.3982|-0.15704|7.0249|-0.21788|-1325.0127220000002|9.6512|32.0|7.4949
11d_a31|0.0|1|0|3.39688681|0.0|7.765993078999999|1|1|0.0|0.064475882|-0.017317263|0|0.0388738739999999|0.016799834|0.0|-0.848545873|10.31169874|-0.078235092|2|-0.006496772|0.026806221|-0.153894316|-0.574318121|0.819298311|0.822077662|-0.13169885|0.78396996|0|-0.134048091|-82.05480081|-82.06512842|296.2476128|253.9354598|-0.040797245|-50.24081482|91.25756269|-1.87667327|98.8237718|103.1255906|0.4816588089999999|-1148.911798|0.318229459|15.21323794|0.929231204|5420.356537|194.8221811|-703.3714074|0.027374162|1685.188386|1.0|16.0|5.43|125.57|1.26|1.0|102.13|0.0|1.0|7.0|-5.48|27.0|6.0|-6.4|385.44|0.0|0.0|3.34|-4.2|3.33e-06|0.0241|0.0|-0.03404|3.8009|4.87|3.8009|-1598.7152199999998|-1598.671315|650.64|1077.69|0.2642|326.2|-1598.4848980000002|0.2642|-0.15822|3.1919|-0.19226|-1598.546288|4.6622|0.03|7.5229
8d_a12|0.0|1|1|2.976279182|0.0|6.580639137|1|1|0.0|0.057525383|-0.0076893469999999|2|0.038347953|0.0276482139999999|2.075171777|-0.376778003|10.94458983|-0.046326855|1|0.001575111|0.0479437859999999|0.016135176|-0.484923957|0.8857286320000001|0.751098108|-0.080872311|0.8405406040000001|1|-0.103548595|-43.27410838|-57.57034769|90.34024296|78.55353315|-0.039118358|-32.00762818|0.0|-1.760326118|64.53435462|49.58366734|0.465113852|-978.6959108|0.166136296|12.96695233|0.8695567329999999|5255.11762|92.36749461|-544.129679|0.012525773|1173.6881050000002|1.0|21.0|3.87|65.96|2.83|2.0|112.14|0.0|1.0|3.0|-4.58|27.0|4.0|-5.96|352.39|0.0|1.0|3.02|-4.61|2.64e-05|0.0085799999999999|0.0|-0.05488|4.2383|3.53|3.7397|-1138.296407|-1138.256361|600.2|1007.85|0.2871|292.53|-1138.086709|0.0853|-0.15306|2.1281|-0.20794|-1138.139635|3.0277|25.0|7.6021
16e_a32|0.0|1|1|3.343660084|0.0|7.765993078999999|0|0|0.0|0.180914799|-0.0154404319999999|0|0.040982906|-0.04474426|2.080236877|-0.772021601|10.31100268|-0.01320745|3|-0.002310082|-0.079817994|-0.219947482|-0.698621582|0.804503712|0.86370575|-0.022651598|0.7619492790000001|1|-0.117338144|-55.957388|-75.36830928|105.4021155|134.6906051|-0.037448344|-48.41036206|39.27920316|-1.760072163|90.34923861|71.46633549|0.458956284|-1130.524639|0.297773438|12.15001203|0.848279482|6142.277629|191.2650034|-726.1554308999999|0.023323257|1609.914378|1.0|19.0|6.03|149.27|1.12|3.0|111.95|1.0|1.0|8.0|-6.59|28.0|5.0|-6.15|413.52|1.0|0.0|3.77|-4.75|2.58e-07|0.0074099999999999|0.0|-0.0505899999999999|3.6214|4.59|3.6214|-1955.993572|-1955.965644|677.82|1130.95|0.2858|342.37|-1955.766505|0.2858|-0.14991|3.2372|-0.2005|-1955.827194|3.9389|7.0|8.1367
28_a20|0.0|0|0|0.0|0.0|6.842683282|0|0|1.837209467|-0.013841559|-0.006492092|3|0.0396875|0.091462964|1.650185059|-0.363557127|10.94963925|-0.039965901|1|0.002695258|0.155263557|-0.028782305|-0.447096101|0.715067047|0.755701837|-0.06654421|0.690655217|1|-0.091179288|-57.59898971|-60.85602167|318.7453661|145.66665480000003|-0.035068957|-40.6172876|88.39175809|-1.823585765|71.98460956|67.39863895|0.468838001|-1217.120433|0.226358273|14.28413212|0.8826648009999999|6348.941881000001|151.0788711|-812.3457521|0.016673728|1573.2352460000002|1.0|27.0|3.93|99.58|1.73|1.0|122.8|0.0|1.0|5.0|-4.42|32.0|5.0|-6.96|420.47|0.0|0.0|3.04|-4.43|3.77e-05|0.0156|0.0|-0.06242|4.7905|4.64|3.5798|-1368.363151|-1368.32781|704.42|1198.32|0.2354|258.81|-1368.085242|0.0153|-0.15572|3.5284|-0.21814|-1368.146882|4.7428|255.0|6.5935
7g_a8|0.0|1|0|3.095238804|0.0|7.535296702|1|1|1.336155045|-0.092384028|-0.01002363|0|0.0448526079999999|-0.030968098|0.0|-0.481134236|10.9431888|-0.027717137|1|0.0002620309999999|-0.065174707|0.046246982|-0.418049442|0.627990269|0.7363841520000001|-0.044866536|0.606087461|0|-0.1122315669999999|-64.55562181|-67.26263865|144.290464|180.1699331|-0.045912914|-40.31185423|56.75323443|-2.020168201|78.41805331|83.63914665|0.470618047|-1210.7274960000002|0.193261535|14.3346384|0.8889952590000001|6293.364606|115.825531|-725.6133762000001|0.018613449|1500.768277|1.0|23.0|4.94|80.04|3.4|2.0|108.0|0.0|1.0|3.0|-5.78|30.0|5.0|-5.63|399.37|0.0|0.0|4.14|-5.44|1.67e-06|0.00143|0.0|-0.06621|3.7874|6.26|3.7874|-1374.493069|-1374.4533210000002|620.67|1053.9|0.5165|327.36|-1374.291597|0.5165|-0.15508|10.1546|-0.22129|-1374.3479960000002|12.9547|21.03|4.6772
12c_a36|0.0|1|0|3.447900368|0.0|7.412764017000001|2|2|0.0|-0.087096843|-0.007667703|2|0.040899471|0.085843909|0.0|-0.414055975|10.95982545|-0.056994595|1|0.0010871589999999|0.146546059|-0.177407665|-0.4423430339999999|0.8941919290000001|0.819222745|-0.097861598|0.8065052890000001|0|-0.105624703|-47.12722334|-67.84435546|60.79111287|102.2992907|-0.038024893|-43.57746274|6.546878962999999|-1.901244658|80.22754474|59.70517794|0.473610011|-1221.198398|0.24499026|12.86584957|0.899732176|6256.172329|157.3609748|-784.3943293|0.019278991|1617.460455|1.0|17.0|3.35|69.2|2.51|1.0|128.76|0.0|1.0|5.0|-4.44|30.0|4.0|-6.49|415.88|0.0|1.0|2.34|-4.59|3.64e-05|0.0106|0.0|-0.04992|3.8436|3.79|3.8436|-1692.540795|-1692.511019|672.74|1137.55|0.3927|322.58|-1692.312906|0.3927|-0.15835|4.9812|-0.2082699999999999|-1692.3713309999998|6.6973|9.0|8.0458
12ag_a36|0.0|1|0|3.408828027|0.0|7.412764017000001|2|2|0.0|-0.042092217|-0.008085448|2|0.043848238|0.063109409|0.0|-0.436614203|10.96052849|-0.050147748|1|-0.000673716|0.135431487|-0.217394466|-0.445549431|0.724208473|0.835013502|-0.0861053359999999|0.698414933|0|-0.1081585809999999|-52.02834065|-68.21579593|85.84609192|159.6746787|-0.038937089|-43.02381535|0.0|-1.946854457|80.40643223|64.72839664|0.481286668|-1227.884327|0.2411026289999999|15.13240062|0.927847116|5906.879919|152.06382680000002|-774.4286762999999|0.019328689|1617.984688|1.0|17.0|3.13|69.2|2.4|1.0|123.71|0.0|1.0|5.0|-3.89|30.0|5.0|-6.76|399.42|0.0|1.0|2.15|-4.16|0.000129|0.0278|0.0|-0.05486|3.8893|3.41|3.7117|-1332.185403|-1332.151245|658.68|1112.68|0.4286|318.79|-1331.9454449999998|0.0191|-0.15227|5.4459|-0.20713|-1332.003616|7.5405|17.0|7.7696
