molecula|n9FaHRing|SssssC|NaasN|SRW09|nAHRing|SaasN|AATSC1c|AATSC1s|JGI4|SaaaC|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1c|BIC2|MATS8d|GATS1pe|FNSA5|PBF|FPSA3|PNSA3|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|DPSA5|PNSA4|GRAVp|TASA|PNSA2|MOMI-Z|GeomRadius|GeomDiameter|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
9h_a40|0|0.0|1|7.515889085|0|1.7679629630000002|-0.009041931|-0.126968715|0.039444444|0.814591837|2|2|0.003099029|0.270048551|-0.503000695|0.740778143|-0.299768519|0.7528137909999999|-0.095803029|0.219852623|0.012390387|-46.04148264|-0.041058441|-23.98506758|3.102034287|0.0|0.863884935|53.60044379|-20.54391962|2073.354193|432.46450360000006|-719.0371868|418.2915223|6.922257828999999|13.366649|4322.734135|68.10626265|23.78085181|0.011321157|-364.1454816|1.0|1.0|1.0|0.0|0.0|3.3|3.55|0.11|20.0|4.59|3.22|1.0|0.0|0.0|1.0|3.0|-5.65|-5.06|0.0|1.0|1.0|4.06|-5.12|2.23e-06|0.000716|0.00244|4.51|0.0|0.0|3.09e-07|-0.05991|4.2372|3.9|-1293.174246|-1293.151333|526.38|868.84|368.18|0.3851|0.64952|0.69809|-1293.033723|0.2721|-0.14047|2.1413|-0.20038|0.02291279|-1293.083512|2841.0|3.98|5.4001|5.4001
17_a4|0|-4.533317957|1|7.535296702|1|1.690442177|-0.006491052|-0.319716072|0.043084795|0.0|1|1|0.002155864|-0.073733221|-0.392770755|0.772721853|-0.12969185|0.484393047|-0.08932566|0.332034943|0.01061251|-45.75108579|-0.042181562|-23.75316417|2.822041259|0.0|0.861696586|52.67753395|-21.75180355|2351.601697|458.3237652|-783.0649279|1658.726841|5.923504372999999|10.65499029|5322.773303|71.31904507|25.24299609|0.012827738|-373.0328031|1.0|0.0|0.0|1.0|0.0|3.31|2.94|0.11|17.0|4.59|3.66|1.0|0.0|0.0|1.0|3.0|-4.36|-5.56|1.0|0.0|1.0|4.29|-4.81|4.39e-05|0.0152|0.00532|4.01|0.0|0.0|2.74e-07|-0.04186|4.3363|4.44|-1255.994721|-1255.968357|527.39|873.5|285.92|0.2045|0.47353|0.47353|-1255.881628|0.2045|-0.17559|4.8197|-0.21745|0.02636403|-1255.932407|6.3221|877.0|6057.0|6057.0
12h_a40|0|0.0|1|7.515889085|0|1.760542171|-0.008044548|-0.107711573|0.041915709|0.803557099|2|2|-0.002126898|0.367928263|-0.556229094|0.7769829840000001|-0.335801908|0.6948809659999999|-0.091448888|0.006997021|0.0117142839999999|-50.45378559|-0.038796498|-25.56004046|3.274152035|59.68939644|0.844008584|54.9311782|-20.51086984|2270.834041|443.8158546|-676.8587047999999|603.6697997|7.989299324|15.84593062|5087.343024|82.46928995|24.30173133|0.012453938|-363.7398044|1.0|0.0|1.0|1.0|1.0|3.19|3.0|0.0|20.0|4.59|3.76|2.0|1.0|0.0|1.0|2.0|-6.25|-5.13|0.0|0.0|1.0|4.22|-5.58|5.58e-07|0.0002009999999999|0.000942|4.75|0.0|0.0|1.44e-07|-0.07512|4.1508|4.14|-2153.207198|-2153.186757|548.82|910.77|469.0|0.3985|0.6503899999999999|0.7041|-2153.072091|0.3693|-0.1092|2.5573|-0.18432|0.02044063|-2153.123274|3.5425|823.0|6.0846|6.0846
47c_a18|0|0.0|0|7.03438793|1|0.0|-0.007068829|-0.048726885|0.032688172|0.0|0|0|0.002674691|0.071793992|-0.455055055|0.758269842|0.050944273|0.7601847759999999|-0.094000037|0.246894346|0.015864085|-57.54296759|-0.0321917939999999|-60.75445536|10.25333491|103.416376|0.7489981509999999|88.76073429|-25.88035487|3228.879782|653.4941186000001|-1889.265906|2027.892739|9.566965871|18.73268473|7527.530240999999|201.7910841|34.55329606|0.016406766|-400.3604527|1.0|1.0|0.0|1.0|3.0|4.61|0.0|0.3|18.0|2.84|2.41|3.0|2.0|1.0|1.0|12.0|-5.73|-6.61|0.0|0.0|0.0|2.42|-5.09|1.84e-06|0.000947|0.00417|3.98|1.0|1.0|6.67e-10|-0.0449|3.1096|7.72|-1664.753129|-1664.721977|850.89|1505.09|398.71|0.5869|0.6983199999999999|0.6983199999999999|-1664.201034|0.5869|-0.12841|3.3075|-0.17331|0.03115159|-1664.277127|3.8573|3.0|8.5229|8.5229
4g_a49|0|0.0|2|8.228176896|2|4.107873566|-0.003686314|-0.008414823|0.036761229|3.4246879480000003|2|2|0.007845545|-0.146265064|-0.311927917|0.7559263270000001|0.144740607|0.626581708|-0.0666753309999999|0.736530693|0.018944337|-61.24875669|-0.0250032489999999|-66.20622488|18.81105094|74.95505057|0.6273572239999999|90.11923831|-24.91513644|4706.348867000001|857.1564845|-1993.210915|4747.967275999999|9.28937554|18.19125978|11516.07629|371.3295653|39.71443299|0.023762615|-253.8168226|0.0|0.0|0.0|1.0|1.0|4.83|4.36|0.1|42.0|6.09|2.87|2.0|0.0|0.0|0.0|7.0|-7.47|-6.6|1.0|0.0|0.0|5.23|-7.43|3.3700000000000004e-08|2.24e-05|2.47e-05|5.28|0.0|1.0|2.13e-14|-0.06458|4.3116|6.35|-2147.721319|-2147.66293|985.89|1766.47|341.84|0.1389|0.33449|0.69238|-2147.217543|0.0265|-0.15087|3.4099|-0.21545|0.05838924|-2147.295787|4.5147|106.0|6.9747|6.9747
16e_a32|1|0.0|0|7.765993078999999|0|0.0|-0.0154404319999999|-0.06951854|0.040982906|2.080236877|3|3|-0.002310082|-0.079817994|-0.698621582|0.86370575|-0.022651598|0.7619492790000001|-0.117338144|0.504569498|0.024145309|-55.957388|-0.037448344|-48.41036206|9.961663868|39.27920316|0.702226562|90.34923861|-24.05371573|2710.157931|507.6266039|-1130.524639|3376.1299740000004|6.573687662|12.15001203|6142.277629|191.2650034|34.2534974|0.023323257|-259.78720209999994|1.0|0.0|1.0|1.0|2.0|3.64|3.36|0.26|19.0|6.03|1.12|3.0|0.0|1.0|1.0|8.0|-6.59|-6.15|1.0|0.0|1.0|3.77|-4.75|2.58e-07|0.000107|0.0074099999999999|3.76|0.0|0.0|4.18e-08|-0.0505899999999999|3.6214|4.59|-1955.993572|-1955.965644|677.82|1130.95|342.37|0.2858|0.7022|0.7022|-1955.766505|0.2858|-0.14991|3.2372|-0.2005|0.02792775|-1955.827194|3.9389|7.0|8.1367|8.1367
9a_a40|0|0.0|1|7.515889085|0|1.865740741|-0.003680068|-0.020455825|0.0397333329999999|0.921628874|2|2|0.011966382|0.291102625|-0.449508498|0.690568477|-0.2990540869999999|0.61091688|-0.072887601|0.002467659|0.011033601|-29.02567082|-0.032156295|-17.0405052|2.579562688|51.49564873|0.868476591|39.45618424|-15.54821024|1971.148912|453.3484005|-528.6391483|336.39741360000005|6.749223592000001|13.33684703|3991.317015|63.59419322|17.90285474|0.008714375|-356.33157|1.0|0.0|1.0|0.0|0.0|3.26|3.28|0.06|20.0|4.58|3.57|1.0|0.0|0.0|1.0|2.0|-5.49|-4.85|0.0|1.0|1.0|4.08|-5.08|3.24e-06|0.000944|0.00243|4.54|0.0|0.0|4.02e-07|-0.06495|4.7066|4.07|-1217.955997|-1217.9449|515.96|847.69|373.53|0.4746|0.47831|0.69958|-1217.825264|0.3483|-0.13808|3.8656|-0.20303|0.01109672|-1217.873686|5.09|214.0|6.6696|6.6696
12a_a32|1|0.0|0|7.765993078999999|0|0.0|-0.009460484|-0.057200812|0.036711712|2.136609567|3|3|-0.001662219|-0.024155151|-0.583507277|0.845443342|-0.125149165|0.7507116140000001|-0.109151429|0.288267255|0.016535497|-53.20970382|-0.0308471429999999|-42.44899997|6.430656017|62.28768050000001|0.667706375|81.41372467|-19.23685026|2572.916338|491.8493928|-884.8951120999999|3030.946307|7.083688576|13.03685125|5656.0082|207.2244662|28.81034388|0.021399091|-209.1696096|1.0|1.0|1.0|1.0|2.0|3.45|2.85|0.26|19.0|6.49|1.1|1.0|0.0|1.0|1.0|7.0|-6.01|-6.32|1.0|0.0|1.0|3.6|-4.5|9.78e-07|0.000389|0.0126|3.39|0.0|0.0|2.23e-08|-0.05222|3576.0|4.63|-1880.771042|-1880.734215|667.68|1114.3|346.71|0.2908|0.7025600000000001|0.7025600000000001|-1880.539078|0.2908|-0.14827|3.0517|-0.20049|0.03682626|-1880.600043|4.2371|25.0|7.6021|7.6021
28_a20|0|0.0|1|6.842683282|0|1.837209467|-0.006492092|-0.114439513|0.0396875|1.650185059|1|1|0.002695258|0.155263557|-0.447096101|0.755701837|-0.06654421|0.690655217|-0.091179288|0.3962228229999999|0.014682607|-57.59898971|-0.035068957|-40.6172876|6.540604536|88.39175809|0.773641727|71.98460956|-23.40616218|2865.917291|521.7658603|-1217.120433|2449.815677|7.587188177000001|14.28413212|6348.941881000001|151.0788711|30.25452396|0.016673728|-365.2747728|0.0|1.0|1.0|1.0|1.0|3.45|2.86|0.08|27.0|3.93|1.73|1.0|0.0|0.0|1.0|5.0|-4.42|-6.96|0.0|0.0|1.0|3.04|-4.43|3.77e-05|0.0159|0.0156|2.68|0.0|0.0|1.57e-09|-0.06242|4.7905|4.64|-1368.363151|-1368.32781|704.42|1198.32|346.35|0.2354|0.50352|0.4701899999999999|-1368.085242|0.0153|-0.15572|3.5284|-0.21814|0.03534166|-1368.146882|4.7428|255.0|6.5935|6.5935
8_a15|0|0.0|0|0.0|0|0.0|-0.009853404|-0.044406425|0.039181287|0.0|0|0|0.003160815|0.225620047|-0.342749125|0.7059441040000001|-0.025923166|0.8105478740000001|-0.118293578|0.381651497|0.0336657729999999|-41.7821007|-0.028969856|-40.33569847|11.47934212|55.99586988|0.519427411|89.80283608|-16.91650111|2393.276181|498.6196971|-828.9085544|1919.535904|6.093505548|9.984825987|5306.2234530000005|280.62296039999995|32.56759415|0.035495625|-22.68867482|1.0|1.0|1.0|0.0|1.0|3.14|3.76|0.19|18.0|3.9|1.96|2.0|0.0|0.0|1.0|7.0|-5.25|-5.52|0.0|1.0|1.0|3.76|-4.81|5.63e-06|0.00206|0.00562|4.24|0.0|0.0|2.69e-08|-0.02723|4.4346|3.36|-1223.704913|-1223.687714|598.84|1050.15|331.28|251.0|0.5128|0.70524|-1223.463981|0.0155|-0.1558|1.1415|-0.18303|0.01719864|-1223.523393|1.4589|108.0|6.9666|6.9666
47r_a18|0|0.0|0|7.03438793|1|0.0|-0.0058631659999999|-0.216996268|0.035706215|0.0|0|0|-0.0001597829999999|0.0646283159999999|-0.360670551|0.7698681909999999|-0.048143486|0.7554975009999999|-0.087091542|0.26560995|0.0155038689999999|-62.75220741|-0.031669652|-48.70193962|8.669825595|60.66168882|0.688074851|81.99788849|-23.68254797|3389.050097|575.4901675|-1563.048166|1504.28892|9.819988422|19.40516312|7727.455993|233.2574532|34.41856352|0.0225607039999999|-281.2845386|1.0|1.0|1.0|1.0|2.0|4.55|0.0|0.22|18.0|0.43|2.23|3.0|1.0|0.0|1.0|9.0|-6.65|-6.12|0.0|0.0|0.0|2.2|-5.64|2.26e-07|0.0001139999999999|0.00117|4.59|0.0|1.0|3.48e-08|-0.0522799999999999|3.1705|9.2|-1964.841529|-1964.813473|790.57|1387.23|391.06|0.6007|0.69545|0.69545|-1964.443758|0.6007|-0.13021|2.3873|-0.18249|0.02805567|-1964.516246|3.2001|231.0|6.6364|6.6364
12n_a30|0|0.0|0|7.412764017000001|2|0.0|-0.007311044|-0.064217094|0.040899471|0.0|1|1|0.002064369|-0.254279374|-0.464204099|0.815003426|-0.149451598|0.64876559|-0.10528124|0.390449649|0.017064818|-52.4873066|-0.038674741|-41.97990569|6.804436105|0.0|0.799403208|76.16725916|-24.42151771|2848.910641|491.3700419|-1196.654368|2349.172094|7.385790169|13.93957316|6353.890039|126.6686716|30.54968688|0.0153398069999999|-378.1217671|1.0|0.0|1.0|1.0|1.0|4.66|0.0|0.14|17.0|4.25|3.2|2.0|0.0|0.0|1.0|5.0|-5.39|-6.02|0.0|0.0|0.0|2.92|-5.01|4.12e-06|0.00171|0.00405|3.97|0.0|0.0|1.26e-07|-0.05076|5.1999|4.07|-1675.011418|-1674.978015|669.57|1131.65|355.67|0.1826|0.27009|0.6854|-1674.777231|0.1489|-148.0|5.3143|-0.19876|0.0334036|-1674.83759|6.32|0.01|7983.0|7983.0
7e_a8|0|0.0|1|7.05012252|0|1.3496955309999998|-0.006027596|-0.052939815|0.043758865|0.0|1|1|0.002669179|-0.075638618|-0.341022848|0.732001738|-0.072307692|0.577394732|-0.0886889709999999|0.286669793|0.0215993429999999|-51.4880895|-0.037446454|-31.72369068|7.725998682999999|63.5628736|0.776001552|64.23177694|-22.39586026|2605.914474|495.8990914|-1007.813711|2032.501296|7.70387217|14.654025199999998|5808.479788000001|133.9683023|28.86058693|0.018708212|-330.14031780000005|1.0|0.0|1.0|0.0|1.0|3.2|3.38|0.04|23.0|5.16|3.54|2.0|0.0|0.0|1.0|4.0|-5.75|-5.43|0.0|0.0|1.0|4.31|-5.41|1.78e-06|0.000686|0.00149|4.54|0.0|0.0|5.07e-09|-0.0697|3.8142|6.32|-1300.495519|-1300.467069|622.23|1060.05|383.1|0.3461|0.6998300000000001|0.70177|-1300.271093|0.1522|-0.13577|9.0006|-0.2054699999999999|0.02845071|-1300.327213|11.4436|35.1|4.4547|4.4547
4e_a49|0|0.0|1|7.535296702|1|2.085628989|-0.006602016|-0.074495823|0.036555556|1.713107022|1|1|0.000660956|-0.130491035|-0.403194204|0.803344301|0.032396301|0.731643066|-0.087866673|0.433385455|0.017142176|-57.79309816|-0.029288891|-33.05708028|6.449206277999999|60.11195021|0.650328475|68.38360061|-17.96482878|2675.626006|464.3567821|-916.2062675|1647.641653|7.934910277|15.01788083|5950.361470000001|214.47685|27.6242383|0.023622273|-184.4129453|0.0|1.0|1.0|1.0|2.0|3.35|2.89|0.22|21.0|3.4|1.25|1.0|0.0|0.0|1.0|6.0|-3.28|-7.52|0.0|0.0|1.0|2.42|-3.52|0.000528|211.0|122.0|1.71|0.0|0.0|4.35e-08|-0.06461|5.7301|3.34|-1313.199448|-1313.158118|660.22|1128.64|327.34|0.2273|0.4078199999999999|0.68043|-1312.924353|0.0789|-0.1585099999999999|3.9718|-0.2231199999999999|0.04133034|-1312.98289|4.8707|34.0|7.4685|7.4685
13c_a5|0|0.0|0|6.605297921|1|0.0|-0.005082338|-0.0090268969999999|0.024822695|0.0|1|1|0.006110714|-0.017427549|-0.324868153|0.770478689|-0.033833834|0.6775573359999999|-0.076591149|0.4148662979999999|0.023143526|-50.97293525|-0.025039414|-33.29709668|10.06137448|51.93687546|0.551328235|70.46156718|-16.50965711|2793.480751|527.6071331999999|-858.5021696|1235.709541|8.492261628|15.90846721|5989.714507|295.8302846|29.94524142|0.0302745689999999|-67.68621352|0.0|1.0|1.0|1.0|1.0|3.13|2.58|0.17|23.0|4.23|1.16|1.0|0.0|0.0|1.0|5.0|-3.55|-7.28|0.0|0.0|1.0|2.68|-3.96|0.0002839999999999|0.1169999999999999|0.0446|2.15|0.0|0.0|8.170000000000001e-09|-0.05615|4706.0|3.99|-1351.274441|-1351.2369640000002|676.53|1153.36|294.18|509.0|0.41594|0.51479|-1351.008469|0.1666|-0.17324|2.3276|-0.22939|0.03747691|-1351.067237|2.9732|123.0|6.9101|6.9101
4d_a49|0|0.0|1|7.535296702|1|2.097463308|-0.006135653|-0.058204482|0.036555556|1.76904838|1|1|0.001356445|-0.151004418|-0.417231241|0.783870915|0.023137464|0.749565191|-0.085966608|0.410804214|0.013625199|-55.40321178|-0.0281044679999999|-32.61868996|5.16986937|57.16412513|0.654728051|66.51766234|-17.31186002|2658.242991|463.6097566000001|-900.2167208999999|1640.195062|7.998287218|15.09148245|5915.214567|212.6814716|26.44129877|0.022019681|-190.6195379|0.0|1.0|1.0|1.0|2.0|3.38|2.68|0.22|21.0|3.16|1.25|1.0|0.0|0.0|1.0|6.0|-3.13|-7.7|0.0|0.0|1.0|2.27|-3.35|0.000743|296.0|0.18|1.45|0.0|0.0|2.64e-08|-0.06309|5.7447|2.99|-1293.333712|-1293.29417|668.09|1144.04|325.87|0.2549|0.40593|0.6782100000000001|-1293.049085|0.0879|-0.15888|4.3005|-0.2219699999999999|0.0395418|-1293.107454|5.5765|18.0|7.7447|7.7447
IN1166_a11|0|0.0|0|6.842683282|0|0.0|-0.006882528|-0.008507023|0.044021739|1.643912856|1|1|-0.001446486|0.032420935|-0.462344944|0.765593573|-0.067328767|0.790249345|-0.0896538619999999|0.551933595|0.0200246639999999|-51.07061499|-0.031642539|-42.74230509|9.546719887|20.83871871|0.694302821|76.76995134|-21.84820685|2865.055175|596.0640225999999|-1114.258549|2953.475057|6.777827685|12.63334911|6310.825439|211.0745642|31.46783535|0.021531291|-268.3203251|1.0|1.0|1.0|1.0|2.0|3.51|2.79|0.08|27.0|5.01|0.92|1.0|0.0|0.0|0.0|5.0|-5.11|-6.52|0.0|0.0|1.0|3.31|-4.78|7.74e-06|0.00323|0.00688|3.27|0.0|0.0|6.59e-11|-0.07275|4.9857|3.36|-1347.298558|-1347.256659|704.48|1198.36|377.7|0.3425|0.4358399999999999|0.6998300000000001|-1347.012407|0.1239|-0.13823|3365.0|-0.21098|0.04189898|-1347.073528|4.3481|12.0|7.9318|7.9318
12b_a40|0|0.0|1|7.515889085|0|1.713497417|-0.004650218|-0.011794908|0.04020202|0.747253086|2|2|0.004452418|0.279216571|-0.513870527|0.7137941109999999|-0.227384615|0.522580798|-0.074921647|0.2160572999999999|0.010845303|-37.05091872|-0.0338355829999999|-24.3068084|3.518538455|48.17000329|0.856829717|48.54667776|-19.27231874|2462.878448|544.3244990000001|-597.4418808999999|860.5059425000001|8.132984007000001|16.09989085|5933.385347|81.54797734|22.49258909|0.010309671|-406.4913617|0.0|0.0|1.0|1.0|0.0|3.26|3.87|0.0|20.0|6.58|5.07|2.0|0.0|0.0|1.0|2.0|-7.71|-4.09|1.0|0.0|1.0|5.79|-7.11|1.95e-08|8.09e-06|3.2500000000000004e-05|6.68|0.0|1.0|4.08e-09|-0.08279|3407.0|6.27|-3016.999329|-3016.9868100000003|576.38|960.94|363.91|306.0|0.69476|0.69476|-3016.927883|306.0|-0.14267|4.5528|-0.22546|0.01251873|-3016.980996|6.3131|0.04|7.3979|7.3979
11_a15|0|0.0|0|0.0|1|0.0|-0.0064953419999999|-0.029665252|0.02962963|0.0|0|0|0.003766915|-0.056500144|-0.363940085|0.718800243|0.0432314409999999|0.796300317|-0.0974577669999999|0.632319408|0.018519054|-44.15161868|-0.033606127|-45.76619542|8.696553172|0.0|0.739315684|79.1792768|-23.02940065|3022.859488|613.0036107000001|-1335.705238|2565.707165|6.233494755|11.76226306|7002.915718000001|178.640152|31.14961732|0.018086221|-327.9935744|1.0|1.0|1.0|0.0|1.0|4.1|4.25|0.07|24.0|4.33|2.52|2.0|0.0|0.0|1.0|6.0|-6.32|-5.26|1.0|0.0|0.0|4.62|-6.1|4.77e-07|0.000214|0.000357|5.32|0.0|0.0|1.27e-09|-0.03877|4.7106|5.04|-1450.740771|-1450.705737|739.57|1284.85|418.94|0.2657|0.58935|0.70577|-1450.39211|0.0011|-0.12134|812.0|-0.16011|0.03503399|-1450.457814|1.3581|739.0|6.1314|6.1314
5g_a40|0|0.0|1|8.149890544|0|1.534673091|-0.016033575|-0.190406197|0.044946237|0.64025463|2|2|-0.012008571|-0.104356485|-0.4748772539999999|0.818555255|-0.1312278909999999|0.7733200179999999|-0.14338431|0.245639795|0.024937196|-72.93994279|-0.049288357|-32.29667648|5.616992201|0.0|0.745349319|80.22859145|-23.39227384|2054.810452|321.64971460000004|-748.5527627|593.8133184|6.193485364|12.10939827|4358.890754999999|120.8573152|31.38430965|0.025660198|-232.8857705|0.0|0.0|0.0|1.0|2.0|3.13|1.96|0.21|14.0|2.69|0.74|0.0|1.0|0.0|3.0|3.0|-4.24|-6.6|0.0|0.0|1.0|2.01|-3.37|5.78e-05|0.0174|128.0|2.17|0.0|0.0|0.0013|-0.0540299999999999|3.48|4.02|-1328.055803|-1328.015099|489.04|800.98|356.27|261.0|0.6563|0.6563|-1327.9345529999998|261.0|-0.14505|4.9132|-0.19908|0.04070345|-1327.982732|6.7957|123.0|6.9101|6.9101
12w_a36|0|-4.750262163|0|7.412764017000001|2|0.0|-0.015825416|-0.297354748|0.041555556|0.0|1|1|-0.007897954|0.115646674|-0.604676196|0.828393514|-0.016393443|0.624142499|-0.111267166|0.532980165|0.021104445|-62.34080876|-0.041210062|-57.35989379|10.87965823|0.780959767|0.70536279|99.51883498|-29.58856606|3230.870697|594.7596206000001|-1597.782567|2602.5207|8.365472166|15.701847400000002|7418.252264|211.5476713|41.94801097|0.0273396629999999|-294.8983941|1.0|0.0|1.0|1.0|2.0|4.82|0.0|0.17|17.0|3.31|2.04|2.0|0.0|0.0|1.0|7.0|-5.2|-6.4|0.0|0.0|0.0|2.65|-5.07|6.26e-06|0.00291|4.0|3.86|0.0|0.0|7.24e-08|-0.05326|3.8881|4.86|-1645.202839|-1645.169951|712.88|1198.72|318.88|0.4508|0.69466|0.69466|-1644.953222|0.4508|-0.15708|5043.0|-0.21034|0.0328886|-1645.017691|7.0746|23.0|7.6383|7.6383
14i_a23|1|0.0|2|7.423568444|0|3.2692375460000003|-0.010148243|-0.130330047|0.0432555559999999|0.7151570629999999|2|2|0.002496501|0.075401108|-0.569707595|0.8025091329999999|-0.04255066|0.7333675390000001|-0.096562208|0.266320368|0.0214262489999999|-60.8283953|-0.039760909|-45.14777443|10.01786784|93.48624142|0.7780956840000001|79.20815775|-27.18760085|3097.406945|531.9462982|-1386.567643|2447.1741030000003|8.107659819|15.53342127|7030.347905|151.7330992|34.94120504|0.019276934|-380.3109456|0.0|0.0|1.0|1.0|2.0|3.56|2.64|0.04|26.0|2.57|2.28|1.0|1.0|1.0|1.0|6.0|-5.21|-7.33|1.0|0.0|0.0|2.61|-4.39|6.11e-06|0.00278|0.0183|2.46|0.0|0.0|1.11e-07|-0.08025|3.6931|4.64|-1798.64228|-1798.608335|715.68|1224.02|335.72|0.3639|0.55606|0.55606|-1798.371346|0.3639|-0.1509599999999999|5.9563|-0.23121|0.03394466|-1798.434186|8.3755|3.0|8.4622|8.4622
18a_a30|0|0.0|0|7.412764017000001|2|0.0|-0.006673169|-0.02919335|0.040166667|0.0|1|1|0.005458948|-0.073280844|-0.452377064|0.7885597609999999|-0.171895425|0.7961424690000001|-0.095397479|0.294303776|0.017060045|-45.11907802|-0.036990859|-36.97308547|6.611941026|0.0|0.7904991659999999|69.35818061|-23.02866795|2721.874248|534.88346|-1128.40473|2814.429655|7.050626413|12.72666325|5942.293347|130.4247923|29.1318055|0.016012295|-361.7006453|1.0|0.0|1.0|1.0|1.0|4.75|0.0|0.14|17.0|3.84|2.82|2.0|0.0|0.0|1.0|5.0|-5.28|-5.98|0.0|0.0|0.0|2.63|-4.85|5.23e-06|0.00208|0.0056|3.87|0.0|0.0|2.3100000000000002e-07|-0.05605|3.4712|3.82|-1575.786909|-1575.755101|665.12|1120.46|357.18|0.3781|0.69033|0.69033|-1575.54671|0.3781|-0.1418|4.2514|-0.19785|0.03180853|-1575.604922|5.2813|25.0|7.6108|7.6108
5e_a40|0|0.0|1|8.149890544|0|1.661964758|-0.004925115|0.0601021459999999|0.044526749|0.7768055559999999|2|2|0.008306061|-0.184667138|-0.391074665|0.8092726020000001|0.0451110059999999|0.5087199929999999|-0.089724264|0.0499188609999999|0.019851304|-36.56222854|-0.035889706|-20.29110082|4.489363277|51.7148695|0.8223594679999999|48.81318333|-17.06741495|1986.384601|411.0778166|-512.0224486000001|512.5703164|6.533857846|12.51197289|4158.984115|84.47727896|20.75420252|0.012921086|-306.597267|1.0|0.0|1.0|0.0|0.0|3.03|2.73|0.21|14.0|4.3|2.37|1.0|1.0|0.0|2.0|3.0|-4.78|-5.66|0.0|1.0|1.0|3.33|-4.25|1.66e-05|0.00505|0.0169|3.51|0.0|0.0|2.23e-05|-0.07231|3.7138|4.99|-1637.197299|-1637.180703|493.19|802.38|333.85|0.5262|0.69675|0.69675|-1637.115238|0.5262|-0.14786|7.87|-0.2201699999999999|0.01659566|-1637.162552|10282.0|25.0|7.6021|7.6021
12aq_a36|0|0.0|0|7.412764017000001|2|0.0|-0.0116333169999999|-0.135770278|0.041728395|0.0|1|1|-0.004569485|0.131910912|-0.5356623070000001|0.839953955|-0.047695595|0.849217847|-0.122078233|0.162384515|0.021389734|-73.0277723|-0.042953452|-54.49698711|9.548598682|112.415579|0.7619767479999999|95.39676382|-28.69889692|2932.54604|455.31741460000006|-1549.740434|2906.024504|8.596645087999999|14.98931431|6296.75201|159.03272990000002|37.66374367|0.020701483|-350.0740123|0.0|0.0|0.0|1.0|3.0|4.83|0.0|0.13|17.0|1.92|1.28|1.0|0.0|0.0|1.0|6.0|-3.52|-7.79|0.0|0.0|0.0|1.15|-3.45|0.000304|129.0|152.0|1.55|0.0|0.0|7.19e-07|-0.06059|3.9049|3.88|-1401.669694|-1401.637414|703.04|1190.22|367.26|0.4988|0.6933199999999999|0.7058300000000001|-1401.391057|0.0059|-0.13908|6.7649|-0.19967|0.03228003|-1401.452487|8671.0|55.0|7.2596|7.2596
10_a1|0|0.0|0|6.86171134|0|0.0|-0.014135827|-0.23385288|0.037578348|0.0|1|1|-0.0106277489999999|0.107434253|-0.623957903|0.7227844929999999|0.017498337|0.658433571|-0.10949971|0.126889306|0.014751098|-65.97424138|-0.045402319|-35.02707638|4.718623023|64.49041745|0.8340962559999999|70.6564636|-25.67872721|2432.447088|378.9193385|-1052.827816|1768.2330920000002|7.376231317999999|13.65143394|5192.858899|93.83214542|30.78628757|0.015427326|-377.9175542|1.0|1.0|0.0|1.0|2.0|3.0|2.18|0.0|23.0|4.86|2.78|2.0|0.0|0.0|1.0|4.0|-4.98|-5.91|0.0|0.0|1.0|3.7|-4.73|1.04e-05|0.00372|0.00673|3.64|0.0|0.0|9.53e-09|-0.06802|3.4067|5.81|-1223.159954|-1223.125689|585.51|979.35|363.94|0.6754|0.70345|0.70345|-1222.969096|0.6754|-0.13576|5.3861|-0.20378|0.03426532|-1223.022387|7807.0|1.5|5.8239|5.8239
