molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|SRW09|nAHRing|nARing|MATS2c|AATSC1s|n6HRing|MATS7i|ATSC1c|AATSC1are|MATS8i|n5aHRing|n6aHRing|GATS1are|BIC2|MATS8s|nFaHRing|RASA|FNSA3|PNSA3|PNSA5|RNCS|RPSA|FNSA4|WNSA5|WPSA3|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|TASA|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomShapeIndex|PPSA1|DPSA4|DPSA2|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Heavy atom count|Egan filter|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
4R4l_a46|0.0|0|0|0|0.0|0.171853072|7.825245291|1|1|-0.058870177|-0.075241716|1|-0.067419714|-0.255755434|0.0066560469999999|-0.060895366|1|1|0.7940662409999999|0.726535412|-0.001318857|0|0.896653672|-0.090505744|-49.12015477|-45.96797819|177.33836430000002|0.103346328|-0.02989332|-24.94818681|2.086777505|0.8782984840000001|-1.524559305|-26.65896664|49.44228224|-16.223992300000003|52.96512128|486.6405745|-827.4236073|1766.0974600000002|-8.805242402000001|5.669819400000001|0.8412270820000001|66.05102684|18.4720714|942.0756413|1.0|1.0|1.0|1.0|3.92|0.36|-7.0|4.64|50.94|3.06|1.0|0.0|105.77|0.0|3.0|26.0|0.0|1.0|5.25e-06|0.00182|0.0027|4.49|0.0|-0.0212699999999999|4.6497|-1092.75416|-1092.728268|584.44|1038.78|301.29|266.65|0.40548|-1092.4898449999998|-0.17475|2.1973|-0.19602|0.02589231|-1092.544322|2.3035|137.0|6.8633|6.8633
21_a34|0.0|0|0|0|0.0|0.0|8.002694162000001|2|2|0.026135784|-0.091664226|1|-0.125881566|-0.7020096440000001|-0.001643445|-0.004734657|1|1|0.702772307|0.740092842|0.116926272|0|0.676390843|-0.09533089|-63.96857813|-79.03896823|168.9671187|0.323609157|-0.041572921|-53.03643341|15.38241267|0.728260094|-2.120218984|-42.9239565|95.12565978|-27.89610644|86.89263143|453.8692584|-1422.701428|2429.6035|-18.7187412|7.253455092999999|0.882583047|182.341897|38.30514214|1953.562249|0.0|1.0|1.0|0.0|3.43|0.12|-7.68|3.64|86.55|1.72|1.0|1.0|122.59|0.0|4.0|33.0|0.0|0.0|3.14e-05|0.0138|0.0085|3.02|0.0|-0.07534|4.3011|-1483.3359380000002|-1483.305698|698.17|1182.6|401.11|288.26|0.6893199999999999|-1483.057743|-0.13338|5.3432|-0.20872|0.03023936|-1483.12009|7.9399|3.36|5.4737|5.4737
10_a3|0.0|0|0|0|0.0|0.0|6.823286122000001|0|0|0.190318474|-0.1152010919999999|3|0.017396832|-0.381954986|-0.008037672|0.018484177|1|3|0.8947911009999999|0.743072638|-0.140523767|1|0.747406318|-0.1007256719999999|-46.64544572|-45.8148076|248.0820067|0.252593682|-0.0359752729999999|-21.21655855|3.134330682|0.7066293240000001|-1.187184014|-21.60122201|56.68388955|-16.65993003|53.41368558|346.1193167|-549.7776912|1361.86525|-7.715112198|5.031169383|0.701266803|135.8581743|23.57661855|778.0284121000001|0.0|0.0|1.0|1.0|3.02|0.0|-6.51|3.79|105.82|1.2|0.0|0.0|88.28|0.0|2.0|22.0|0.0|1.0|5.07e-05|0.0155|0.0443|2.43|0.0|-0.06238|5375.0|-1288.190838|-1288.150029|498.67|830.63|362.35|230.67|0.41894|-1288.050987|-0.15011|6.7458|-0.21249|0.04080931|-1288.097561|9.3381|7943.0|5.1|5.1
12u_a30|0.0|0|0|0|0.0|0.0|7.412764017000001|2|2|0.028039604|-0.027452346|2|-0.091507428|-0.367578706|0.002431329|0.028815747|1|1|0.8149999040000001|0.83236194|-0.055829439|0|0.84944095|-0.0773921259999999|-51.83732031|-65.55148142|78.15130994|0.15055905|-0.03794847|-43.90644499|6.982033926000001|0.810462868|-1.859475018|-34.72068676|75.26051582|-25.41792137|62.26136323|568.9563615000001|-1245.478147|2608.6452440000003|-17.02494806|7.804487592999999|0.7958728709999999|126.9521524|31.36222814|1536.749179|1.0|1.0|1.0|1.0|4.63|0.14|-7.8|5.11|81.65|3.79|2.0|0.0|137.3|0.0|5.0|31.0|0.0|1.0|2.64e-07|0.000123|0.0004269999999999|5.12|0.0|-0.0528299999999999|3.5003|-2494.962309|-2494.927579|705.15|1202.06|354.21|354.21|0.6847|-2494.736802|-0.1486299999999999|5.3020000000000005|-0.20146|0.03472994|-2494.7995530000003|7.0553|34.0|7.4647|7.4647
12_a47|0.0|1|1|1|2.903215905|0.0|6.605297921|0|0|-0.155854903|-0.078935336|2|0.001435849|-0.209845277|-0.0047488359999999|-0.018573056|1|2|0.6505449670000001|0.8288334490000001|0.055943216|1|0.7840710409999999|-0.084846808|-44.18983348|-47.83891561|63.89392714|0.2159289589999999|-0.034116917|-24.91541818|4.886454935|0.680723821|-1.1940921|-23.01490672|61.09751253|-17.76874008|53.5720844|408.3591283|-621.9059029|702.3796319|-9.25429818|7.042279354|0.920341815|166.28511369999998|26.10271529|913.5950352|1.0|0.0|1.0|2.0|2.73|0.0|-8.11|4.19|66.49|2.6|0.0|0.0|91.63|0.0|3.0|24.0|0.0|1.0|3.11e-05|0.0106|0.00943|3.43|0.0|-0.0623|4.2907|-1488.101254|-1488.064043|537.79|886.46|313.58|288.96|0.66387|-1487.974738|-0.1633|2.1019|-0.2256|0.03721125|-1488.024564|3.5884|6.0|8.2|8.2
12j_a30|0.0|0|0|0|0.0|0.0|7.412764017000001|2|2|0.04148877|-0.033312179|2|-0.02473642|-0.354848778|0.005613018|0.0074730759999999|1|1|0.8414737059999999|0.795446883|0.0060012969999999|0|0.842199041|-0.073909106|-47.76354083|-60.832977500000005|88.51817261|0.157800959|-0.036204884|-39.31313154|6.520746879|0.8134611009999999|-1.882653966|-30.8670468|69.55167701|-23.39729904|57.85371764|544.2686362000001|-1216.65955|2258.891981|-15.12043521|8.067697897|0.91079856|120.550211|28.76265258|1495.657934|1.0|1.0|1.0|1.0|4.76|0.17|-7.01|4.35|81.65|3.04|2.0|0.0|132.24|0.0|5.0|30.0|0.0|1.0|2.21e-06|0.0009119999999999|0.00291|4.23|0.0|-0.05106|5.1971|-1615.096172|-1615.064152|695.8|1175.75|356.4|238.56|0.3087|-1614.831741|-0.14772|4.6727|-0.1987799999999999|0.03201935|-1614.894278|5.1081|9.0|8058.0|8058.0
16c_a32|0.0|1|1|1|3.329674745|0.0|7.765993078999999|0|0|0.191088217|-0.087497559|0|-0.03152033|-0.770338913|-0.0064007569999999|-0.031087095|3|0|0.809370315|0.8607827790000001|0.0482801729999999|1|0.773043206|-0.088841599|-53.00702241|-71.59058881|102.2022233|0.226956794|-0.038178095|-42.71426897|9.181311842|0.6846367059999999|-1.679836163|-31.62645048|86.97970500000001|-22.77882371|68.39521789|461.2334662|-1002.268243|3143.196853|-13.59090376|6.313526111|0.8653137670000001|188.1603823|33.27140293|1463.941729|1.0|1.0|1.0|2.0|3.5|0.22|-6.99|5.64|149.27|0.88|1.0|0.0|107.14|1.0|7.0|27.0|1.0|1.0|9.17e-07|0.000366|0.0155|3.23|0.0|-0.0505|3.6264|-1916.6792|-1916.651132|639.66|1069.28|341.89|341.89|0.70198|-1916.478107|-0.14997|4.0551|-0.20047|0.02806787|-1916.536967|5.3459|5.0|8.3468|8.3468
4i_a46|0.0|0|0|0|0.0|0.19654443|7.825245291|1|1|-0.167244168|-0.018872727|1|-0.088884176|-0.127450387|0.012211602|-0.160741899|1|1|0.7204791309999999|0.749522825|-0.0656636|0|0.940780437|-0.058565229|-33.08099617|-42.48203383|67.51603424|0.0592195629999999|-0.025069479|-23.99628633|4.997521397|0.763831778|-1.278543436|-18.68604171|49.04951810000001|-14.16067794|41.92840157|531.4066842|-722.1945751000001|2253.484644|-7.998762108999999|6.218233741000001|0.685288314|133.40134070000002|18.53900079|945.4890404|1.0|1.0|1.0|0.0|3.88|0.36|-7.3|4.79|39.94|3.06|1.0|0.0|105.43|0.0|3.0|26.0|0.0|1.0|1.16e-05|0.00403|0.00317|4.38|0.0|-0.01646|5.3987|-1092.730494|-1092.70435|611.74|1058.5|280.31|229.66|0.41877|-1092.473422|-0.18438|2.8538|-0.20084|0.02614355|-1092.528145|3.8696|612.0|6.2132|6.2132
13b_a5|0.0|1|0|0|2.948625157|0.0|7.153833802|1|1|-0.142746146|0.011339656|2|-0.006314305|-0.251535058|0.0064510459999999|-0.104404004|1|2|0.6700114770000001|0.765309977|0.03431921|0|0.831557236|-0.0694958329999999|-44.93506461|-48.3067033|14.41650822|0.168442764|-0.02636836|-31.23446039|5.806729729|0.654076389|-1.344786367|-29.05440446|62.24204745|-17.04942469|53.91565742|537.6736515|-869.5206594|1177.571784|-11.0239272|8.427551282000001|0.837970799|223.6695238|26.06641209|1329.387016|0.0|1.0|1.0|1.0|2.97|0.17|-8.36|4.64|74.77|1.96|1.0|0.0|119.8|0.0|5.0|30.0|0.0|1.0|5.69e-05|0.0225|0.0148|3.01|0.0|-0.05177|4.6733|-1276.066049|-1276.030896|672.43|1138.73|296.66|265.31|0.32779|-1275.806761|-0.17274|3.5881|-0.22451|0.035153|-1275.865034|4.7964|0.11|6.9586|6.9586
1f_a5|0.0|1|0|0|2.824395738|-4.398485453999999|6.605297921|0|0|-0.139907335|-0.31059482|2|-0.118028278|-0.277594656|-0.0012491689999999|-0.174016111|1|2|0.525406088|0.771487328|-0.060528915|0|0.888073448|-0.091412569|-50.98614411|-46.77243802|201.7057715|0.111926552|-0.035639589|-26.08772825|2.614237829|0.757522389|-1.425583552|-28.43795894|57.83835135|-19.87828616|55.67318607|495.3305784|-795.1314464|979.2285994|-11.0872845|7.117418022000001|0.8764524309999999|135.2439659|26.24118632|1049.647453|1.0|0.0|1.0|1.0|2.9|0.05|-8.88|5.48|54.46|2.73|2.0|0.0|95.49|0.0|4.0|27.0|1.0|1.0|1.6100000000000002e-05|0.00589|0.00396|3.95|0.0|-0.05346|4.7485|-1288.353339|-1288.3196369999998|577.11|958.06|270.96|261.1|0.47267|-1288.209882|-0.18224|3.7852|-0.2357|0.03370206|-1288.263745|4.9879|0.24|6.6198|6.6198
6c_a31|0.0|1|0|0|3.423005244|0.0|7.78113851|1|1|0.047405064|-0.151732713|0|0.137523742|-0.790027307|-0.009477764|-0.00219333|2|0|0.831901219|0.790900932|-0.078059285|0|0.641197273|-0.120905075|-76.54198229|-79.97295595|163.6316745|0.358802727|-0.044739967|-50.62888027|12.71919216|0.7653239190000001|-2.147518413|-48.45681657|93.4208388|-28.32375523|96.63311186|405.9259734|-1359.540251|2357.829685|-17.93106176|8.102804662|0.8061548709999999|148.5675636|37.00884624|1776.424619|1.0|1.0|1.0|2.0|3.67|0.14|-7.72|5.58|131.36|1.58|2.0|0.0|114.5|0.0|5.0|30.0|0.0|1.0|8.179999999999999e-07|0.000343|0.0048|3.64|0.0|-0.0581799999999999|3.2974|-1691.984862|-1691.948653|667.01|1125.85|376.01|376.01|0.7014699999999999|-1691.734564|-0.13351|5.9253|-0.19169|0.03620884|-1691.794585|8.8847|0.34|6.4685|6.4685
5a_a50|0.0|0|1|1|0.0|0.0|7.927685046000001|1|1|-0.203248487|-0.017108794|1|0.017227585|-0.06986407|0.012640587|-0.256097122|2|1|0.699970832|0.788709546|-0.132977171|1|0.969892876|-0.038932964|-20.77548565|-34.7974024|6.819160781|0.030107124|-0.022747617|-18.56865899|2.900288114|0.66527517|-0.978147545|-11.08625592|44.17662122|-12.13862875|26.21058426|517.556163|-521.9610361|1605.985157|-6.477439183|5.892775027000001|0.8275167520000001|178.61652859999998|18.24602704|784.5791628|1.0|1.0|1.0|0.0|3.5|0.14|-6.24|3.66|35.64|2.62|0.0|0.0|101.86|0.0|2.0|25.0|0.0|1.0|0.000129|42.0|0.0102|3.46|0.0|-0.02487|5.6146|-1029.930364|-1029.905844|582.98|976.41|308.73|220.82|0.39948|-1029.734933|-0.16659|3.9843|-0.19146|0.02452028|-1029.786489|5649.0|4.1|5.3872|5.3872
8h_a8|0.0|1|0|0|2.975382653|0.0|7.05012252|0|0|0.038482973|-0.249095464|0|0.008138299|-0.485274006|-0.007796225|-0.085125857|1|0|0.578166105|0.6971223040000001|0.111824921|0|0.602405134|-0.122706004|-72.14530885|-66.4523265|316.4918269|0.397594866|-0.048805507|-39.07081527|3.871662077|0.918315905|-2.147442322|-42.41801879|70.94463092|-28.69532281|78.73029948|354.18563860000006|-1262.594204|2019.780061|-16.87148841|7.453557203|0.822939833|48.02637252|31.2477685|1374.901814|0.0|0.0|0.0|2.0|3.11|0.0|-7.95|4.69|80.88|4.11|2.0|0.0|105.27|0.0|4.0|29.0|0.0|0.0|6.11e-06|0.0023899999999999|0.00395|3.82|0.0|-0.06344|4801.0|-1361.651799|-1361.618499|608.39|1029.51|332.16|258.25|0.56196|-1361.455676|-0.15475|3.4779|-0.21819|0.03330037|-1361.5113789999998|4.4356|11.59|4.9359|4.9359
17a_a10|0.0|0|0|0|0.0|0.0|7.535296702|2|2|-0.218519541|0.021150127|3|-0.082914437|-0.2946568739999999|0.009206558|-0.093735748|1|2|0.7019075779999999|0.76281504|0.029106767|1|0.8538249840000001|-0.055423599|-39.18491085|-58.46202420000001|51.96456548|0.146175016|-0.023625536|-41.33310046|10.04165819|0.564726042|-1.488408763|-27.70403316|76.48633670000001|-16.70343549|53.38795048|603.6608262999999|-1052.3164359999998|1855.293376|-11.80945728|8.621193279|0.967815851|307.7420338|29.57794442|1863.410498|0.0|1.0|1.0|0.0|3.8|0.33|-7.32|3.31|76.38|1.29|1.0|0.0|142.16|0.0|6.0|35.0|0.0|0.0|0.00021|0.0986|0.0222|2.43|0.0|-0.04641|5.5285|-1524.557372|-1524.52012|767.6|1326.24|310.84|224.26|0.32889|-1524.187115|-0.16562|4.1012|-0.21203|0.03725238|-1524.252023|5.3803|49.0|7.3098|7.3098
1g_a5|0.0|1|0|0|2.942391606|0.0|6.605297921|0|0|-0.203595168|-0.010620031|2|-0.011534568|-0.172437603|0.00683534|-0.132678208|1|2|0.74740095|0.7778380309999999|0.030722968|0|0.8659209659999999|-0.070108797|-37.59983870000001|-39.8807456|74.51397212|0.134079034|-0.027205531|-21.388323|5.8729303|0.61393343|-1.11542677|-20.16505667|54.34919851|-14.59051668|48.55052611|464.3994751|-598.211184|832.7655896000001|-7.824996219|7.312498266|0.891486942|207.0502037|23.76563316|974.3909596|1.0|1.0|1.0|1.0|2.79|0.05|-8.14|4.5|63.69|1.57|0.0|0.0|96.98|0.0|4.0|25.0|0.0|1.0|9.27e-05|0.0304|0.0206|3.03|0.0|-0.0393|4.7822|-1065.846194|-1065.818889|572.15|961.17|297.09|259.26|0.4386899999999999|-1065.675316|-0.17042|3.4883|-0.20972|0.02730461|-1065.727193|5.2707|115.0|6.9393|6.9393
19_a15|-3.694652026|0|0|0|0.0|0.0|0.0|0|0|0.156105985|-0.558905888|1|0.037722611|-0.4621216379999999|-0.012350591|-0.04003124|0|1|0.7981860159999999|0.722297906|0.042424078|0|0.691069123|-0.0946599869999999|-54.70558911|-64.78818183|61.63983265|0.308930877|-0.042351319|-37.44217335|1.761006946|0.922135562|-1.905809364|-31.61527447|68.10965742|-24.47553536|57.75275299|399.3803987|-1101.399091|1857.369806|-14.14482104|6.10227122|0.681885245|44.99916039|26.54223128|1194.400408|1.0|1.0|0.0|2.0|2.99|0.11|-7.14|2.36|102.69|1.64|1.0|0.0|101.22|0.0|5.0|26.0|0.0|1.0|7.56e-06|0.00279|0.0152|3.29|0.0|-0.0372399999999999|4.1742|-1523.404372|-1523.361214|601.23|1030.77|297.03|297.03|0.68945|-1523.196562|-0.17018|6.7515|-0.20742|0.04315771|-1523.254714|9326.0|72.0|7.1427|7.1427
12aa_a30|0.0|0|0|0|0.0|0.0|7.412764017000001|2|2|-0.101407312|-0.028524865|2|-0.014017531|-0.539735362|0.003529389|0.059360681|1|1|0.8397577820000001|0.809127478|0.024991407|0|0.8126513129999999|-0.078042288|-54.50378741|-70.79444906|55.0567406|0.1873486869999999|-0.033789461|-49.44198469|15.0745057|0.630759573|-1.925999268|-38.06478415|91.51563481|-23.59814969|76.08850600000001|567.5458219999999|-1345.094532|2455.130164|-16.48066156|8.65813938|0.872457337|257.8730361|37.41227352|2132.499591|1.0|1.0|1.0|1.0|4.86|0.21|-6.83|3.94|100.11|2.2|2.0|0.0|140.26|0.0|7.0|33.0|0.0|0.0|2.47e-06|0.00113|0.00456|3.81|0.0|-0.04966|5.1925|-1804.818818|-1804.784381|748.78|1275.73|357.9|238.78|0.30341|-1804.516348|-0.1472099999999999|5.8962|-0.19687|0.03443621|-1804.582558|6.4878|8.0|8.1135|8.1135
11_a1|0.0|1|0|0|3.3361517380000003|0.0|7.423568444|1|1|0.033732316|-0.196819043|1|0.08043435|-0.867849442|-0.0127744789999999|-0.05257082|1|1|0.823460272|0.747358374|-0.069193862|0|0.5955245029999999|-0.131972845|-77.81495049|-74.35738693|274.39137789999995|0.404475497|-0.048723884|-43.84323456|12.15946748|0.751878145|-2.143850877|-45.88191258|89.80732824|-28.7289904|98.43720241|351.1382199|-1264.075578|1885.148133|-16.93943154|7.43666407|0.912918113|146.29971719999998|38.20963621|1681.223993|1.0|1.0|1.0|2.0|3.25|0.05|-7.47|4.28|97.33|1.95|1.0|0.0|105.71|0.0|4.0|29.0|0.0|1.0|8.48e-06|0.00327|0.00838|3.35|0.0|-0.06546|3.7383|-1312.462371|-1312.4282380000002|614.86|1036.18|388.38|331.66|0.68162|-1312.241032|-0.12916|5.0526|-0.19462|0.03413353|-1312.2963630000002|7.1743|0.17|6.7696|6.7696
1_a3|0.0|0|0|0|0.0|0.0|6.823286122000001|1|1|0.079857077|-0.073036903|2|-0.004409693|-0.248199745|-0.006610844|0.038572075|0|2|1.005427002|0.7905285390000001|-0.126299711|1|0.7762512779999999|-0.098872259|-45.44133321|-42.54530997|289.8942564|0.2237487219999999|-0.034105115|-19.55367089|1.697600903|0.7920857179999999|-1.295994381|-20.88467272|49.05980305|-15.67458788|49.13501083|356.76228530000003|-595.6343396000001|1162.737831|-7.203984013|4.984064981|0.8151164259999999|95.55665364|19.78900457|751.9821735|1.0|0.0|1.0|1.0|3.83|0.18|-5.77|2.28|77.1|1.52|0.0|0.0|91.52|0.0|2.0|22.0|0.0|0.0|0.0008529999999999|261.0|154.0|1.83|0.0|-53.0|5.8805|-1273.316428|-1273.290432|496.09|845.2|320.83|210.84|0.30619|-1273.1763970000002|-0.1658599999999999|2.2332|-0.21886|0.02599563|-1273.22339|3.4319|724.0|6.1403|6.1403
12ar_a36|0.0|1|0|0|3.46014932|0.0|7.412764017000001|2|2|-0.064363806|0.000258844|2|0.083451772|-0.40866901|0.000939229|-0.1073795209999999|1|1|0.86559137|0.8371588959999999|-0.017348015|0|0.8365428659999999|-0.080760277|-54.80317647|-66.9989409|86.85924228|0.163457134|-0.0347392029999999|-45.46486105|10.30986449|0.705591187|-1.875916952|-37.18892821|82.17472548|-23.57370143|69.99622854|567.6702443|-1272.979877|2404.999137|-15.99689556|8.770514183|0.902250063|199.7830951|33.4098581|1804.132337|1.0|0.0|1.0|2.0|4.86|0.17|-7.05|3.14|92.99|1.59|1.0|0.0|133.27|0.0|6.0|32.0|0.0|0.0|0.0001199999999999|0.0503|0.0515|2.33|0.0|-0.0566|5225.0|-1364.511244|-1364.467971|717.19|1211.1|322.13|237.29|0.41433|-1364.235126|-0.15631|6.4688|-0.21291|0.04327285|-1364.2977050000002|8.7322|25.0|7.6021|7.6021
4f_a49|0.0|0|0|0|0.0|0.0|7.535296702|1|1|0.010266272|-0.087045007|2|-0.087861524|-0.418450768|0.001532832|-0.064058097|1|2|0.69044503|0.7927086309999999|-0.00953448|1|0.7370618040000001|-0.102926696|-55.88123394|-48.83888562|193.615884|0.262938196|-0.033471819|-26.51573683|4.89045046|0.718306291|-1.439288231|-30.33918719|60.18871783|-18.1726086|64.88887164|400.1675422|-781.4221699|1629.651745|-9.866320682|6.302023735|0.7773206840000001|152.9378926|25.29924744|1087.86764|0.0|1.0|1.0|1.0|3.07|0.14|-6.54|3.42|80.9|2.03|1.0|0.0|102.08|0.0|3.0|27.0|0.0|1.0|0.000102|0.0365|0.0289|2.64|0.0|-0.06954|4.6249|-1179.23587|-1179.201105|575.01|982.46|334.21|268.08|0.39584|-1179.029099|-0.15517|1.7833|-0.22471|0.03476467|-1179.080799|1.8254|0.04|7.3979|7.3979
6_a15|0.0|0|0|0|0.0|0.0|0.0|0|0|-0.199979249|-0.048804012|1|0.106485923|-0.513693384|0.001080419|0.011857945|0|1|0.8511056929999999|0.691316481|0.0371776429999999|0|0.859308431|-0.07051817|-41.14459066|-71.76572566|105.4415725|0.140691569|-0.0307500179999999|-41.87249058|10.03794313|0.581974721|-1.599000943|-24.00625743|88.94853813|-17.94143141|58.34873264|501.3728188|-932.9544335|1971.005637|-10.46812265|6.110075236|0.640136254|243.9013805|30.82854077|1603.08412|1.0|1.0|0.0|1.0|3.29|0.23|-7.95|4.43|61.84|2.18|2.0|0.0|109.7|0.0|7.0|28.0|0.0|1.0|2.16e-06|0.000823|0.00278|4.64|0.0|-0.02419|4.3423|-1263.0243449999998|-1263.0072300000002|612.22|1092.02|328.9|285.52|0.65191|-1262.75978|-0.15714|1.3789|-0.18133|0.01711539|-1262.820532|1.9421|35.0|7.4559|7.4559
12t_a36|0.0|1|0|0|3.500121488|0.0|7.412764017000001|2|2|-0.058770337|-0.034194893|2|0.035510516|-0.404180985|0.003676818|-0.030990165|1|1|0.902377067|0.829598864|-0.009662203|0|0.8337556420000001|-0.0735262|-48.97252784|-67.01551397|86.12920631|0.166244358|-0.035934112|-44.63604995|7.820109571000001|0.78316808|-2.012310282|-32.61842026|77.32343502|-23.93411213|60.71345614|555.3275093999999|-1340.3102789999998|2320.375227|-15.94144641|7.960344391|0.930112292|144.422087|30.56063281|1711.395437|1.0|0.0|1.0|2.0|4.94|0.21|-7.36|3.62|69.2|2.45|1.0|0.0|133.52|0.0|6.0|31.0|0.0|0.0|2.48e-05|0.0102|0.0109|3.47|0.0|-0.05302|3.8844|-1311.585049|-1311.552739|713.6|1208.04|337.89|319.18|0.69297|-1311.287803|-0.15088|5.9081|-0.2039|0.03230976|-1311.349439|7.9104|8.0|8.0969|8.0969
12ad_a36|0.0|1|0|0|3.428443248|0.0|7.412764017000001|2|2|-0.040810025|-0.073048351|2|0.046496301|-0.649957196|-0.001148437|-0.0072527669999999|1|1|0.817851296|0.832674224|0.1563642469999999|0|0.760267769|-0.082404548|-58.34300549|-76.30379737|94.12528108|0.239732231|-0.0365657189999999|-54.02363038|15.4237324|0.656407461|-2.047680239|-41.30726219|96.81391944|-25.88878839|80.12771975|538.2749789|-1449.77215|2474.175727|-18.32944602|8.770308295|0.912420081|243.2659577|39.44011905|2208.646667|1.0|0.0|1.0|2.0|4.9|0.17|-6.62|2.7|95.5|1.89|1.0|0.0|135.03|0.0|7.0|33.0|0.0|0.0|6.579999999999999e-05|0.0289|0.0367|2.53|0.0|-0.05406|5733.0|-1460.8311199999998|-1460.794632|737.53|1236.64|321.93|216.26|0.27316|-1460.5468529999998|-0.15638|5.3349|-0.21044|0.03648828|-1460.610659|6.8996|17.0|7.7696|7.7696
11e_a5|0.0|1|0|0|2.971327032|0.0|7.139660336|1|1|-0.2114441819999999|0.038643235|2|-0.07965|-0.192538515|0.008268901|-0.16669151|1|2|0.77509232|0.775794895|-0.048843135|0|0.876758791|-0.062865536|-41.64560703|-52.34653881|62.84782002|0.123241209|-0.0282210629999999|-34.67724171|5.290414418|0.72163516|-1.580379517|-27.58835281|63.5644542|-18.69519243|49.63167715|580.8135016|-1046.930776|960.0428704|-12.38472918|9.387474824|0.936345148|184.4042616|25.90670947|1450.77573|0.0|1.0|1.0|1.0|3.22|0.24|-8.95|5.03|66.93|1.83|2.0|0.0|125.71|0.0|7.0|31.0|0.0|0.0|2.23e-05|0.00919|0.00782|3.56|0.0|-0.03808|4.4179|-1316.547103|-1316.512503|717.76|1220.1|302.14|280.64|0.66478|-1316.239803|-0.16751|2.3124|-0.20559|0.03460011|-1316.301553|2.8694|0.04|7.3979|7.3979
11_a33|0.0|1|1|1|3.221176304|0.0|7.686621335|0|0|-0.151505631|-0.039406316|0|0.055664124|-0.32219686|-0.003303432|0.143981643|3|0|0.8389087140000001|0.85401347|0.003391835|1|0.857287241|-0.070841241|-34.4118011|-50.94714637|45.43139569|0.142712759|-0.030847481|-24.74805685|7.95236684|0.552878386|-1.048814353|-16.71585694|68.11455221|-14.98445481|50.78279943|416.4353629|-509.4714637|979.349175|-7.278840251|5.24049311|0.8772525659999999|217.193541|27.10262364|921.4892038|1.0|1.0|1.0|1.0|3.19|0.13|-6.23|5.77|120.17|0.89|0.0|0.0|89.77|0.0|3.0|22.0|0.0|1.0|3.32e-06|0.00109|0.0136|3.28|0.0|-0.05806|3.5049|-1669.324638|-1669.304085|506.55|858.89|353.74|353.74|0.70381|-1669.202327|-0.14132|3.1406|-0.19938|0.02055276|-1669.251123|4.5998|5.0|8.3188|8.3188
12k_a30|0.0|0|0|0|0.0|0.0|7.412764017000001|2|2|-0.001755273|-0.029595542|2|-0.13882907|-0.44562817|0.0043261129999999|0.067265077|1|1|0.838579475|0.830875659|0.001281277|0|0.815083558|-0.079026221|-52.35426525|-65.04897323|106.8195439|0.184916442|-0.035199567|-43.09444587|10.61148425|0.7081361979999999|-1.865577056|-34.68429919|80.03127603|-23.31944323|68.37178540000001|539.9866061|-1235.930491|2277.687222|-15.44895229|8.416930701|0.893775698|193.3575303|32.93073182|1745.328787|1.0|1.0|1.0|1.0|4.72|0.17|-6.74|3.89|90.88|2.51|2.0|0.0|133.77|0.0|6.0|31.0|0.0|0.0|3.59e-06|0.00154|0.0050799999999999|3.84|0.0|-0.05055|5.1958|-1690.302721|-1690.269144|710.82|1200.31|357.15|238.62|0.39318|-1690.031103|-0.14743|4.9516|-0.19798|0.03357755|-1690.094082|5.0736|24.0|7.6144|7.6144
