molecula|NaaNH|SaaNH|SssssC|NaasN|SRW09|nARing|BCUTs-1|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|AATSC1pe|AATSC7i|MATS1i|GATS1are|BIC2|MATS8s|SIC2|nFaHRing|RASA|FNSA5|PNSA5|PPSA3|TPSA_x|WPSA3|RPCS|WNSA3|PNSA4|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|GeomRadius|GeomDiameter|GRAV|PPSA1|WNSA2|DPSA4|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Egan filter|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
12g_a30|0|0.0|0.0|0|7.412764017000001|2|0.6049842529999999|0.024086432|2|0.039951691|-0.037395048|0.0|-0.574592016|0.001371944|0.007330206|-0.049719762|0.0026474159999999|-0.067792064|-0.084317059|0.817497287|0.826316772|-0.0430471959999999|0.886776351|0|0.783662781|-0.10344931|-70.11305057|18.59520651|146.623137|12.60295167|237.7754135|-39.593913|-27.49531395|0.459011202|3058.2873170000003|531.1295763|-1402.261011|2482.668258|8.694447089|16.07139949|6688.137428|152.961516|-950.3862054|35.50940589|13.18447384|1.0|1.0|1.0|0.0|1.0|0.13|17.0|-6.42|2.48|114.67|0.0|1.0|6.0|32.0|-6.22|0.0|0.0|1.01e-06|0.000444|9.71e-06|0.0|0.0|0.000165|-0.0576|3.88|3.5592|-1743.214798|717.55|1206.02|348.35|0.2449|244.53|577.31|-1742.965961|0.1613|-0.15077|-0.2083699999999999|0.04012224|-1743.029147|5.3027|8.0334|8.0334
27a_a34|0|0.0|0.0|1|7.412764017000001|1|0.300206665|-0.456594848|1|0.0408037829999999|-0.082271189|0.0|-0.7320090459999999|-0.012495918|-0.026428049|-0.008138446|-0.005234221|-0.13716603|-0.158932197|0.8186389829999999|0.779284547|-0.07177581|0.832753533|0|0.600964267|-0.123191967|-86.36649751|18.62986903|279.75296960000003|13.06088842|22.69787432|-52.42823715|-30.38821209|0.436895447|3394.470264|421.319507|-1640.9634529999998|2252.433058|8.960143164|15.91204178|7104.26596|164.80691819999998|-1150.434312|39.72721867|14.40875302|1.0|1.0|1.0|1.0|2.0|0.13|23.0|-7.61|3.97|129.74|0.0|1.0|6.0|33.0|-7.29|0.0|0.0|1.09e-05|0.00504|3.43e-05|0.0|0.0|1.13e-05|-0.03924|7.38|4.1228|-1861.741982|737.7|1247.85|300.73|0.2896|247.91|598.18|-1861.468024|0.0203|-0.16691|-0.20615|0.04629882|-1861.534743|13.9023|6.6198|6.6198
12ap_a36|1|3.4417292610000003|0.0|0|7.412764017000001|2|1.2970441659999998|-0.010732275|2|0.042739018|0.066185994|0.0|-0.424579308|-0.000143196|-0.105824575|-0.042675894|0.001194592|0.117738331|-0.098598933|0.8707354620000001|0.832758813|-0.025198947|0.893689741|0|0.830587483|-0.106173763|-69.6632787|14.26936622|111.1558165|9.36249036|0.0|-35.56900768|-24.58703954|0.464588|2843.18721|544.9693552|-1253.939017|2328.307856|8.766216204|16.37284224|6003.481614|172.00197649999998|-822.7409526|33.32245946|13.50019441|1.0|0.0|1.0|0.0|2.0|0.13|17.0|-6.66|1.76|92.99|0.0|1.0|5.0|31.0|-7.08|0.0|0.0|0.000101|0.0412|0.000113|0.0|0.0|8.97e-05|-0.06084|2.98|3.8801|-1325.199863|691.41|1160.79|319.54|0.8819|252.39|553.28|-1324.95298|0.3982|-0.15704|-0.21788|0.04039655|-1325.0127220000002|9.6512|7.4949|7.4949
47n_a18|0|0.0|0.0|0|7.03438793|1|1.251175627|-0.057061805|0|0.032169312|0.017491759|0.0|-0.609196374|0.000271488|-0.003276575|-0.048404296|0.001705837|0.026244774|-0.172015161|0.722991132|0.696612213|-0.09714337|0.726888951|0|0.792429396|-0.091185806|-75.24728669|8.759783644|171.2889916|7.228646444|47.476904100000006|-54.00070374|-26.38541222|0.482565384|3349.802294|653.9193397999999|-2031.676741|2052.393389|10.43689152|20.17045476|7909.580851999999|178.30942439999998|-1676.556573|33.65821422|11.20011508|1.0|0.0|1.0|1.0|3.0|0.31|18.0|-9.76|3.31|105.6|1.0|1.0|13.0|40.0|-6.68|0.0|0.0|9.48e-07|0.000511|5.7e-06|0.0|1.0|9.44e-08|-0.0525299999999999|9.78|3.2028|-1743.3283440000002|879.92|1565.37|387.11|0.5056|387.11|799.02|-1740.5852670000002|0.5056|-0.13138|-0.18391|0.02839695|-1740.663577|3.3568|7.1938|7.1938
15_a3|0|0.0|0.0|0|6.823286122000001|1|0.619596467|-0.092127078|3|0.045993266|-0.182934001|1.809035179|-0.289938297|-0.006419472|0.126641951|0.021805556|-0.004459728|-0.325227172|-0.022386155|0.968837995|0.813015336|-0.103599654|0.866559772|1|0.7789088340000001|-0.107619999|-55.08588323|4.04445331|113.1667185|2.070175472|0.0|-24.19332693|-19.28005913|0.461565365|2116.88728|398.6887321|-771.2023653|1433.713715|5.371119692000001|9.975434973|4617.470007|76.61068671|-394.7441342|22.67368656|5.220965278|1.0|0.0|1.0|1.0|1.0|0.24|16.0|-5.78|1.56|89.99|0.0|2.0|2.0|23.0|-7.35|0.0|0.0|0.0017|547.0|0.000951|0.0|0.0|0.000535|-0.06319|2.33|3.7072|-1328.688126|553.81|916.07|334.44|0.4107|206.37|398.12|-1328.531138|0.0173|-0.1576|-0.22079|0.0228507|-1328.581677|2.3271|7.6021|7.6021
12e_a40|0|0.0|0.0|1|7.515889085|0|0.604990524|-0.262526337|0|0.04020202|0.174870826|0.665270062|-0.556620974|-0.013162335|0.130516751|-0.192362496|-0.014780739|0.292184471|0.103406816|0.889386453|0.788800541|0.047011204|0.858770467|1|0.7798787840000001|-0.122830115|-66.68049019|8.195398107|119.4966772|4.4490161310000005|0.0|-38.96782748|-26.26807189|0.491465612|2391.0322170000004|423.3709264|-866.8463724999999|694.2415706|8.014314957|15.75963228|5478.52313|113.5576846|-470.5828129|33.21629575|11.46456937|1.0|1.0|0.0|0.0|2.0|0.0|20.0|-6.04|4.84|98.89|0.0|1.0|2.0|24.0|-5.26|0.0|1.0|2.98e-07|0.000113|2.27e-06|0.0|0.0|0.000346|-0.07296|4.66|3.0253|-2248.276958|552.91|918.38|409.82|0.4494|286.76|445.12|-2248.154966|284.0|-0.12616|-0.19912|0.03272669|-2248.206714|3.7268|5.9318|5.9318
20_a47|0|0.0|0.0|1|6.86171134|0|1.408721455|-0.161476442|2|0.039520202|0.031814023|1.010373001|-0.505699304|-0.009220816|-0.052370531|0.071506228|-0.006342241|0.087325054|-0.108236785|0.61847122|0.7962508290000001|-0.069674604|0.8575369009999999|1|0.6888286020000001|-0.092005493|-50.14789824|12.85623208|169.6050003|7.00733184|49.00609086|-24.89884887|-17.90996366|0.4642647929999999|2630.63609|375.4483088|-752.2184736|1219.306754|7.022502229|13.10815891|5896.060936|220.6189341|-409.9991682|30.08893541|18.94506718|0.0|1.0|1.0|1.0|2.0|0.05|21.0|-7.31|4.54|84.73|0.0|1.0|5.0|28.0|-6.75|0.0|1.0|8.72e-05|0.0332|8.32e-05|0.0|0.0|1.86e-05|-0.06357|4.08|3.9808|-1335.742176|557.84|964.94|311.45|0.2807|311.45|426.08|-1335.566785|0.2807|-0.16377|-0.22734|0.03389691|-1335.620783|4.3277|8.6|8.6
12w_a36|1|3.3131307480000003|-4.750262163|0|7.412764017000001|2|1.24014105|-0.297354748|2|0.041555556|0.041058884|0.0|-0.917874106|-0.011700732|-0.041402825|-0.010726574|-0.007897954|0.115646674|-0.1187503719999999|0.647732719|0.828393514|-0.098657593|0.8792981679999999|0|0.828363244|-0.111267166|-79.88912835|15.15285952|123.23411609999998|10.87965823|0.780959767|-44.76031023|-29.58856606|0.4672300679999999|3230.870697|594.7596206000001|-1597.782567|2602.5207|8.365472166|15.701847400000002|7418.252264|211.5476713|-1147.197876|41.94801097|19.62970663|1.0|1.0|1.0|0.0|2.0|0.17|17.0|-7.14|4.04|78.43|0.0|1.0|7.0|34.0|-6.4|0.0|0.0|6.26e-06|0.00291|8.6e-06|0.0|0.0|3.37e-05|-0.05326|4.86|3.8881|-1645.202839|712.88|1198.72|318.88|0.4508|318.88|552.55|-1644.953222|0.4508|-0.15708|-0.21034|0.0328886|-1645.017691|7.0746|7.6383|7.6383
9a_a40|0|0.0|0.0|1|7.515889085|0|0.604993021|-0.020455825|0|0.0397333329999999|0.168990628|0.921628874|-0.136162501|0.01310675|0.157704751|-0.1720337089999999|0.011966382|0.291102625|0.009844552|0.624889926|0.690568477|-0.394662853|0.749764251|1|0.937600185|-0.072887601|-35.24260989|5.334966331|30.17155594|2.579562688|51.49564873|-14.03449109|-15.54821024|0.493941591|1971.148912|453.3484005|-528.6391483|336.39741360000005|6.749223592000001|13.33684703|3991.317015|63.59419322|-255.607578|17.90285474|4.213574358|1.0|1.0|0.0|1.0|0.0|0.06|20.0|-6.4|4.43|58.43|0.0|1.0|2.0|21.0|-4.85|0.0|1.0|3.24e-06|0.000944|8.33e-06|0.0|0.0|0.000117|-0.06495|4.07|3.3192|-1217.955997|515.96|847.69|373.53|0.4746|263.42|411.01|-1217.825264|0.3483|-0.13808|-0.20303|0.01109672|-1217.873686|5.09|6.6696|6.6696
16c_a32|1|3.329674745|0.0|0|7.765993078999999|0|0.6094207629999999|-0.087497559|0|0.03995614|-0.03152033|2.077479142|-0.770338913|-0.0064007569999999|-0.031087095|-0.036931818|-0.00369116|-0.057356214|-0.1260956869999999|0.809370315|0.8607827790000001|0.0482801729999999|0.915639476|1|0.773043206|-0.119988297|-71.59058881|15.38819548|135.41296|9.181311842|37.0285246|-31.62645048|-22.77882371|0.463897164|2649.168528|461.2334662|-1002.268243|3143.196853|6.313526111|11.77670717|5979.891916|188.1603823|-597.9997655000001|33.27140293|15.38911619|1.0|1.0|1.0|1.0|2.0|0.22|19.0|-6.99|4.21|149.27|1.0|1.0|7.0|27.0|-6.44|1.0|1.0|9.17e-07|0.000366|3.89e-05|0.0|0.0|4.13e-05|-0.0505|4.12|3.6264|-1916.6792|639.66|1069.28|341.89|0.2955|341.89|508.43|-1916.478107|0.2955|-0.14997|-0.20047|0.02806787|-1916.536967|5.3459|8.3468|8.3468
2_a47|0|0.0|0.0|0|0.0|0|1.381899691|-0.13117284|2|0.027058824|-0.004557357|1.454085483|-0.3581612489999999|-0.007479445|0.107297513|-0.013580367|-0.006079384|-0.007299676|-0.017113434|0.916092248|0.671819147|0.115527282|0.728066943|1|0.847324011|-0.095655954|-47.65477123|4.240150185|76.06154148|2.112397382|0.958043241|-20.71307621|-18.32875817|0.433425706|2105.761386|422.1277419|-714.8215685|1242.745585|5.308758149|9.369924133|4559.060763|107.1215986|-356.116445|23.34938746|8.158522603|1.0|0.0|1.0|1.0|2.0|0.0|22.0|-7.82|4.75|58.04|0.0|1.0|3.0|24.0|-5.0|0.0|1.0|3.46e-06|0.00109|7.75e-06|0.0|0.0|4.73e-06|-0.05285|3.49|3.7181|-1010.540464|536.13|902.07|333.46|0.2143|333.46|371.19|-1010.364507|0.2143|-0.15446|-0.20731|0.03544055|-1010.412694|3.1004|6.2|6.2
12h_a30|0|0.0|0.0|0|7.412764017000001|2|0.604984682|-0.06631353|2|0.043848238|-0.074988669|0.0|-0.391119352|0.001139238|0.001698966|-0.072247675|0.002064369|-0.166613751|-0.0541804029999999|0.669561738|0.831176513|0.008644634|0.888213143|0|0.763568404|-0.09907575|-63.03519645|11.06352871|150.42542849999998|7.038974807000001|0.0|-33.64938551|-24.44221903|0.468446216|2848.98238|485.8069155|-1197.668733|2268.811589|8.066818026|15.1759206|6252.192213|128.5349203|-761.9955851|30.63031164|10.10721793|1.0|1.0|1.0|0.0|1.0|0.14|17.0|-6.9|3.18|81.65|0.0|1.0|5.0|30.0|-6.02|0.0|0.0|4.12e-06|0.00171|9.71e-06|0.0|0.0|5.260000000000001e-05|-0.05347|4.07|3.5101|-1675.011389|672.54|1132.06|353.22|0.1878|246.54|518.06|-1674.777786|155.0|-0.14889|-0.2023599999999999|0.03372393|-1674.838376|3.4138|8065.0|8065.0
47t_a18|0|0.0|0.0|0|7.03438793|1|1.25117758|-0.161517185|0|0.03672956|0.018018036|0.0|-0.756664598|-0.006573438|-0.011641394|-0.04785474|-0.004985656|0.027313444|-0.068787175|0.704602886|0.750103977|0.005590928|0.796935152|0|0.67203319|-0.103295568|-69.13537385|9.415011332|219.5070758|6.301435212|78.43695402|-53.39751484|-27.16032544|0.49779009|2872.533415|449.789539|-1520.978225|1326.524873|8.780037801|17.48280476|6603.597038|130.8263901|-1017.985577|33.75918118|10.86870356|0.0|0.0|1.0|0.0|3.0|0.15|18.0|-7.51|2.93|110.56|0.0|1.0|7.0|33.0|-6.46|0.0|0.0|2.65e-06|0.00117|1.7100000000000002e-05|0.0|0.0|1.36e-05|-0.06822|9.4|3.1164|-1470.873743|703.76|1218.95|397.84|0.5502|397.84|601.36|-1470.528808|0.5502|-0.12692|-0.19514|0.03767603|-1470.593659|9.6938|6.1068|6.1068
17e_a50|0|0.0|0.0|2|7.934155233999999|2|1.320916122|0.038322942|2|0.031870748|-0.011278897|2.2384546640000003|-0.141076059|0.012036705|-0.086639125|-0.114420412|0.012372059|-0.017965698|-0.1949741189999999|0.7596299459999999|0.7409645029999999|-0.1710526319999999|0.7791604190000001|1|0.930108205|-0.073011385|-50.7956915|8.950665784|48.62532158|6.227183052000001|86.98647608|-22.43349867|-18.5444588|0.489797496|2883.936138|647.0975667|-1168.300905|1981.934841|8.52101688|16.70124474|6301.28046|136.5904997|-812.8136797000001|23.07468625|7.135108233|0.0|1.0|1.0|1.0|0.0|0.37|20.0|-7.33|4.68|51.77|0.0|1.0|6.0|33.0|-6.08|0.0|0.0|1.34e-05|0.00589|6.58e-06|0.0|0.0|2.03e-05|-0.03156|3.8|4.0298|-1375.295877|757.34|1312.91|307.67|0.1809|292.6|602.89|-1374.927998|0.1785|-0.16649|-0.19805|0.02761851|-1374.992422|8.8326|6.8097|6.8097
7_a3|0|0.0|0.0|0|6.823286122000001|0|0.60501656|-0.106234254|2|0.03757716|-0.047419994|1.989724777|-0.327648836|-0.007540435|0.054347129|0.030246987|-0.006696449|-0.084462575|0.020589494|0.881253042|0.790667152|-0.224253635|0.8632654590000001|1|0.782294598|-0.096448591|-47.72824381|4.804535747|107.7330046|2.377557323|76.07607751|-25.32764885|-18.2490344|0.3987206729999999|2196.07224|387.1238241|-620.4671695000001|1952.029549|5.198046584|8.644978051|5055.700186|99.36002106|-307.0424158|22.83370969|7.422807617|1.0|1.0|1.0|1.0|1.0|0.0|21.0|-7.48|4.66|92.93|0.0|1.0|2.0|23.0|-5.68|0.0|1.0|3.67e-06|0.00124|1.34e-05|0.0|0.0|1.11e-05|-0.0640299999999999|3.09|3.4435|-1731.7341420000002|522.73|883.88|360.06|0.1926|210.68|362.61|-1731.602893|0.1262|-0.14816|-0.21219|0.03103579|-1731.651178|3.9813|5.9901|5.9901
18a_a25|0|0.0|0.0|1|6.842683282|0|1.194229606|-0.019008377|2|0.038167849|0.062229409|2.050257213|-0.170732995|0.007643634|-0.018419483|-0.019985937|0.007325341|0.106305991|-0.037072518|0.761417363|0.7385460309999999|-0.039007784|0.792935475|1|0.931628386|-0.078181889|-51.83514755|6.317215793|45.33086513|4.188358905|0.0|-24.58404782|-20.53845469|0.493301255|2857.88027|617.676232|-1088.538099|2331.966135|7.39539242|14.59524518|6523.923911999999|121.2825364|-721.7084848|25.136651|7.615762647|1.0|1.0|1.0|1.0|1.0|0.08|27.0|-9.78|5.72|87.72|0.0|1.0|6.0|32.0|-5.58|0.0|1.0|4.65e-07|0.000202|1.71e-06|0.0|0.0|7.28e-08|-0.05591|4.51|3.1711|-1675.274716|694.17|1229.09|390.98|0.3234|225.57|556.26|-1674.982248|0.0027|-0.15732|-0.21323|0.02456497|-1675.04368|4.3839|7.0269|7.0269
33_a20|0|0.0|0.0|1|6.842683282|0|1.4175014119999998|0.023539095|2|0.0388043479999999|0.148855442|2.0219022580000003|-0.078557022|0.009265667|-0.061975089|-0.062750442|0.008780074|0.248715569|-0.036258691|0.616352201|0.74131936|-0.0854333469999999|0.802353442|1|0.9493896|-0.069838312|-45.72654913|8.340767701|33.13709773|5.46110745|64.93395624|-25.26187502|-17.37608867|0.465855239|2737.8873550000003|621.611679|-868.8044333999999|2274.654579|8.062843544|15.094865900000002|5916.443448|157.56124519999997|-568.84864|22.88265911|8.881565237|1.0|1.0|1.0|1.0|0.0|0.08|27.0|-9.69|5.39|67.39|0.0|1.0|4.0|31.0|-5.58|0.0|1.0|2.48e-06|0.000997|2.98e-06|0.0|0.0|8.199999999999999e-08|-0.0582899999999999|4.07|3.8867|-1275.852801|689.51|1174.95|318.99|0.6157|227.79|563.98|-1275.602977|0.0463|-0.15959|-0.21788|0.02957286|-1275.662457|5.0369|7.4685|7.4685
1_a3|0|0.0|0.0|0|6.823286122000001|1|0.6195934120000001|-0.073036903|2|0.034166667|-0.004409693|2.194605012|-0.248199745|-0.006610844|0.038572075|0.032569462|-0.005006707|-0.007705076|0.05038525|1.005427002|0.7905285390000001|-0.126299711|0.8457792829999999|1|0.7762512779999999|-0.0925710269999999|-42.54530997|3.693677623|102.8341051|1.697600903|0.0|-20.88467272|-15.67458788|0.4490711529999999|2012.9704|356.76228530000003|-595.6343396000001|1162.737831|4.984064981|9.046658216|4510.611026|95.55665364|-273.7513925|19.78900457|6.514493077999999|1.0|0.0|1.0|1.0|1.0|0.18|16.0|-5.77|1.85|77.1|0.0|2.0|2.0|22.0|-6.87|0.0|0.0|0.0008529999999999|261.0|0.000503|0.0|0.0|0.000518|-53.0|2.08|3.8645|-1273.316428|496.09|845.2|320.83|0.1775|210.84|316.61|-1273.1763970000002|0.0096|-0.1658599999999999|-0.21886|0.02599563|-1273.22339|3.4319|6.1403|6.1403
21_a12|0|0.0|0.0|0|6.605297921|1|0.609915045|-0.058516436|3|0.037992832|-0.213225401|0.0|-0.362168355|-0.003879878|-0.01367083|-0.0546514309999999|-0.001825446|-0.388196876|-0.116098308|0.923855679|0.835359152|-0.061915124|0.89838263|0|0.84827776|-0.100098765|-50.37198585|6.154473157000001|76.35009799|3.097071518|0.0|-17.416202300000002|-18.55810005|0.473492395|2185.835701|426.8727514|-705.2078018999999|1080.052791|5.891343219|11.18947411|4652.242111|115.3294396|-354.8766794|24.07584081|8.736422872|1.0|1.0|0.0|1.0|1.0|0.12|17.0|-6.78|2.25|78.41|0.0|1.0|3.0|23.0|-6.45|0.0|1.0|0.00015|48.0|0.000173|0.0|0.0|5.3200000000000006e-05|-0.0546899999999999|2.56|3.9971|-1327.479547|539.67|893.17|310.18|0.3665|264.64|397.31|-1327.347724|0.1668|-0.16784|-0.22253|0.02758166|-1327.397348|3.2551|7.6576|7.6576
14_a47|1|2.871076328|0.0|0|6.605297921|0|1.417758105|-0.136491228|2|0.036632997|0.017068634|1.484493371|-0.2306964|-0.008212621|-0.01670074|0.0295267039999999|-0.006335783|0.05124606|-0.020596219|0.5975877820000001|0.777675668|-0.085385518|0.8467634620000001|1|0.681598464|-0.094132436|-47.47362906|10.1400648|160.57883|5.113919242|0.0|-23.79514424|-17.63306222|0.474828277|2254.664317|343.7492333|-617.1571777|670.2518865000001|6.909385453|13.15643085|4695.98899|169.0962983|-311.2496842|26.52746264|14.15018248|1.0|0.0|1.0|1.0|2.0|0.0|21.0|-7.79|4.88|66.49|0.0|1.0|3.0|24.0|-6.21|0.0|1.0|0.000108|0.0349|7.46e-05|0.0|0.0|5.27e-06|-0.06057|2.64|3.9671|-1127.737484|519.55|849.76|312.53|0.2452|312.53|375.43|-1127.610422|0.2452|-0.16377|-0.22434|0.03679054|-1127.6593779999998|3665.0|8.1|8.1
12t_a36|1|3.500121488|0.0|0|7.412764017000001|2|1.297042607|-0.034194893|2|0.041767677|0.035510516|0.0|-0.404180985|0.003676818|-0.030990165|-0.0288761339999999|0.0045625|0.059266516|-0.101854847|0.902377067|0.829598864|-0.009662203|0.878510663|0|0.8337556420000001|-0.100615514|-67.01551397|11.7409283|110.727965|7.820109571000001|0.417511887|-32.61842026|-23.93411213|0.48189543|2771.211293|555.3275093999999|-1340.3102789999998|2320.375227|7.960344391|15.36435856|5936.009091|144.422087|-892.7209991000001|30.56063281|10.30792105|1.0|0.0|1.0|0.0|2.0|0.21|17.0|-7.36|2.45|69.2|0.0|1.0|6.0|31.0|-6.33|0.0|0.0|2.48e-05|0.0102|2.6600000000000003e-05|0.0|0.0|1.7899999999999998e-05|-0.05302|3.87|3.6694|-1311.585049|713.6|1208.04|337.89|0.4297|319.18|562.72|-1311.287803|0.0155|-0.15088|-0.2039|0.03230976|-1311.349439|7.9104|8.0969|8.0969
13h_a6|1|3.464247528|0.0|0|6.842683282|0|1.424099498|0.004767264|2|0.04393617|0.060987639|1.656132209|-0.3839567379999999|-0.002407131|-0.01698365|-0.090944829|-0.000644109|0.105918119|-0.12414699|0.836982172|0.780222427|-0.0256002129999999|0.8391892870000001|1|0.867910741|-0.091977068|-64.32173453|12.1971464|92.37313621|8.529752344|0.0|-36.26429338|-22.63172141|0.461667017|2926.745635|606.9504647000001|-1222.112956|2829.19698|9.11292243|16.928040300000003|6302.785260000001|183.9790404|-854.6524332|30.71129129|12.4656221|1.0|1.0|1.0|1.0|2.0|0.12|27.0|-10.57|4.79|103.17|0.0|0.0|6.0|33.0|-6.31|0.0|1.0|2.77e-06|0.0012|8.8e-06|0.0|0.0|1.15e-08|-0.07435|3.83|3392.0|-1386.613707|738.61|1253.92|365.52|1.0978|254.58|591.53|-1386.302668|0.2121|-0.14097|-0.2153199999999999|0.04469058|-1386.3651|10.0322|7.3279|7.3279
12am_a36|1|3.340519946|-4.723487246|0|7.412764017000001|2|1.240140551|-0.297354748|2|0.044036281|0.122824831|0.0|-0.921315581|-0.011700732|-0.050505733|-0.037654321|-0.007897954|0.345949079|-0.1187503719999999|0.647732719|0.8344566859999999|-0.0147665219999999|0.885733922|0|0.814986544|-0.118101664|-81.59051640000001|12.15249658|127.81651770000002|8.395550408|1.038361162|-43.65752487|-31.72964526|0.484558903|3230.6292780000003|563.0333297999999|-1713.4008440000002|2603.072527|8.772646622|17.01968794|7238.033439|146.228847|-1183.702712|40.24894481|13.94067198|1.0|1.0|1.0|0.0|2.0|0.17|17.0|-7.14|4.04|78.43|0.0|1.0|7.0|34.0|-6.4|0.0|0.0|6.26e-06|0.00291|8.6e-06|1.0|0.0|3.37e-05|-0.0569799999999999|4.86|3.8606|-1645.205296|714.21|1206.77|321.15|0.4894|236.99|562.14|-1644.952145|0.2987|-0.15658|-0.21356|0.03550681|-1645.016323|8.0872|7.2218|7.2218
A7701_a51|1|2.9690728930000003|0.0|0|6.605297921|0|1.390164251|-0.0162614089999999|2|0.031405229|0.070581466|2.087643036|-0.0927335619999999|0.008062393|0.058290286|-0.0299823629999999|0.00740235|0.119725261|0.036217274|0.7078647990000001|0.7451039290000001|0.00552665|0.8092075540000001|1|0.865114773|-0.078131694|-36.09660744|3.420720075|62.31656919|1.580362387|0.0|-15.23632002|-14.03756956|0.420350923|1959.582581|399.6804233|-505.3525041|1108.114062|5.137516673|8.863149921|4153.310077|92.83996262|-233.4713371|17.56790307|5.776909381|1.0|0.0|1.0|1.0|1.0|0.06|21.0|-7.58|4.0|54.46|0.0|1.0|2.0|22.0|-5.82|0.0|1.0|0.000111|0.0319|6.790000000000001e-05|0.0|0.0|7.5e-06||||||||||||||||||7.6021|7.6021
12j_a30|0|0.0|0.0|0|7.412764017000001|2|0.604984421|-0.033312179|2|0.043848238|-0.02473642|0.0|-0.354848778|0.005613018|0.0074730759999999|-0.075816941|0.005965451|-0.0431311459999999|-0.053644471|0.8414737059999999|0.795446883|0.0060012969999999|0.846470093|0|0.842199041|-0.094132698|-60.832977500000005|10.09017681|101.9784021|6.520746879|0.0|-30.8670468|-23.39729904|0.476658597|2784.7999170000003|544.2686362000001|-1216.65955|2258.891981|8.067697897|15.41574553|6105.3402670000005|120.550211|-786.2626307999999|28.76265258|8.71869951|1.0|1.0|1.0|0.0|1.0|0.17|17.0|-7.01|2.93|81.65|0.0|1.0|5.0|30.0|-5.81|0.0|1.0|2.21e-06|0.0009119999999999|7.05e-06|0.0|0.0|4.02e-05|-0.05106|4.14|3.4788|-1615.096172|695.8|1175.75|356.4|0.2163|238.56|549.64|-1614.831741|0.1516|-0.14772|-0.1987799999999999|0.03201935|-1614.894278|5.1081|8058.0|8058.0
9r_a24|1|2.950959457|0.0|0|6.605297921|0|1.353642494|0.013567512|3|0.024179894|-0.17821765|0.0|-0.264490176|0.007861194|0.064425793|-0.043274854|0.008722018|-0.29065818|-0.179075526|0.786430472|0.7958149290000001|-0.120617935|0.841805128|0|0.8417158379999999|-0.082022572|-54.99020696|10.4302588|106.1180928|6.992734796000001|89.36724924|-27.82142546|-17.31173182|0.473403843|2644.462265|564.3096436000001|-934.8335183|958.7578093|9.672636984|18.36822555|5501.824326|257.9706516|-626.7383196000001|28.13932796|15.80243761|1.0|1.0|1.0|1.0|1.0|0.22|23.0|-8.66|3.93|79.82|0.0|1.0|8.0|30.0|-6.83|0.0|0.0|9.58e-05|0.0383|8.77e-05|0.0|0.0|8.84e-07|-0.04313|1.82|4.2877|-1294.486221|713.25|1199.71|289.16|0.3398|277.23|616.11|-1294.201456|0.0029|-0.1676099999999999|-0.21074|0.03426339|-1294.263358|3.0322|7.9586|7.9586
19i_a38|1|3.169368622|0.0|0|7.412764017000001|2|1.297043925|-0.115864198|2|0.043197531|0.08414367|0.0|-0.4561702689999999|-0.006877664|-0.074033381|-0.053762162|-0.004358975|0.215263198|-0.098027247|0.653741315|0.836170906|-0.040954326|0.892249657|0|0.747158407|-0.113250303|-69.40536597|13.83587388|154.953787|8.479305267|10.71501217|-31.35232957|-24.98593175|0.444551315|2896.470706|457.89548719999993|-1249.2965869999998|2335.0953870000003|6.690507557999999|12.04523072|6744.7785650000005|158.161786|-765.6305068|33.67721904|13.5801364|1.0|1.0|1.0|1.0|3.0|0.14|17.0|-7.12|3.11|81.23|0.0|1.0|5.0|31.0|-6.81|0.0|1.0|5.68e-05|0.0238|4.67e-05|0.0|0.0|3.19e-05|-0.0564799999999999|3.66|3.6129|-1431.415351|641.31|1101.03|343.17|0.2156|217.36|457.26|-1431.181148|0.1886|-0.14872|-0.2052|0.03110827|-1431.239177|8.6365|7.9031|7.9031
