molecula|NaaNH|n9FaRing|NaasN|SRW09|nAHRing|nARing|SaasN|AATSC1c|AATSC1s|n6HRing|MATS7i|AATSC1are|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|RNCS|RPSA|TPSA_x|FNSA4|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|MOMI-Z|WNSA4|GRAV|WNSA2|FPSA5|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Egan filter|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Volume|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50
16f_a32|1|1|0|7.765993078999999|0|0|0.0|-0.014558301|-0.054907428|0|0.008658653|-0.003511776|10.31100265|-0.000291262|3|3|-0.001202032|0.0151704889999999|-0.120440534|-0.211019184|-0.697693907|0|0.801401734|0.852938445|-0.000510986|0.899839182|0.761506727|1|-0.08168632|-0.111152081|0.024434011|-56.53102601|-76.92280867|89.03402347|0.192724521|133.3750236|-0.035568666|0.69473708|-1.778433296|-39.12230215|-24.61529877|73.4405859|0.384656622|2772.212354|3414.006186|-17.03501995|6235.040893|-851.7509977|0.022983292|-269.5356315|1771.554986|15.90558963|1.0|1.0|1.0|1.0|1.0|2.0|3.76|0.3|19.0|-7.77|6.42|4.99|1.34|1.0|1.0|-6.95|29.0|-5.99|1.0|0.0|4.05|-4.97|1.12e-07|1.07e-05|0.0|0.0|-0.04997|3.6272|3.6272|-1995.307736|1191.55|341.82|0.70204|0.70204|-0.15003|3.6641|-0.2|0.02889673|-1995.117771|9.0|8041.0
21b_a23|0|1|2|7.525639975|0|0|3.351726269|-0.005936474|-0.008526338|2|0.057405955|0.01055698|10.31321725|-0.0490623259999999|2|2|0.009872313|0.107996329|-0.069382957|-0.130528352|-0.481470603|2|0.7038407329999999|0.7717839409999999|-0.078097375|0.8339434929999999|0.668547062|1|-0.0596425779999999|-0.083105261|0.014481931|-41.81114831|-58.25915868|41.6766724|0.0692712809999999|48.56114386|-0.034219814|0.812334718|-1.745210489|-29.31080756|-23.98906534|51.9633947|0.458461834|3074.083057|2531.041828|-16.81701905|6919.229053|-857.6679716|0.013439264|-437.9110924|1506.081551|9.421307298|0.0|0.0|1.0|1.0|1.0|1.0|3.59|0.08|26.0|-7.84|3.92|4.2|2.6|0.0|1.0|-6.1|33.0|-6.42|0.0|0.0|3.57|-5.22|8.02e-07|6.06e-06|0.0|0.0|-0.08401|4.0023|3.6237|-1761.498874|1247.38|309.79|0.57848|0.70139|-0.15033|9.5312|-0.23434|0.02657688|-1761.294175|85.0|7.0691
14o_a23|0|1|2|7.423568444|0|0|3.133942289|-0.014680137|-0.301504331|2|0.135737344|-0.002390707|10.3132174|-0.049105045|2|2|-0.0004039459999999|0.416392114|-0.0962526|-0.2952674819999999|-0.653629157|2|0.598213287|0.802854174|-0.072078004|0.861597051|0.575188253|1|-0.072435569|-0.094138958|0.018054548|-51.49843925|-66.92857564|110.3941788|0.0959220569999999|68.19627862|-0.042454824|0.800301554|-2.165196042|-36.61307972|-30.18347529|64.33441296|0.48945652|3399.6213840000005|2297.392496|-21.45909668|7967.617129|-1094.413931|0.019295686|-427.001863|1923.471511|13.71836682|0.0|0.0|1.0|0.0|1.0|1.0|3.55|0.09|26.0|-7.95|3.97|6.18|3.04|0.0|1.0|-6.89|35.0|-5.94|1.0|0.0|4.31|-6.0|1.29e-07|1e-06|0.0|0.0|-0.08059|3.6989|3.6989|-2042.184285|1236.72|335.19|0.58581|0.58581|-0.1517|5.9294|-0.23229|0.02299729|-2042.000938|3.0|8.4815
41_a18|0|0|0|7.03438793|2|2|0.0|-0.007587553|-0.059936864|1|-0.089781154|-0.0034878|10.9470117|0.0212700929999999|0|0|-0.002136837|-0.137860739|-0.005930813|-0.0091068809999999|-0.5421253970000001|0|0.759941674|0.733589101|0.037097204|0.774395455|0.745631286|0|-0.1020290859999999|-0.089139464|0.009550224|-69.94639412|-61.10986894|347.42621339999994|0.2650611539999999|181.7135945|-0.037381065|0.903239484|-2.317626057|-47.95199341|-25.62671923|76.49358329|0.487248278|2899.29167|1491.296991|-17.56848637|6605.095612|-1089.246155|0.006896617|-552.8844577000001|1759.064589|4.727999916|1.0|1.0|0.0|1.0|1.0|3.0|4.07|0.25|18.0|-8.38|3.26|2.7|2.94|0.0|1.0|-5.56|34.0|-6.38|0.0|0.0|2.53|-5.02|2.76e-06|9.49e-06|0.0|0.0|-0.04956|3.2123|3.2123|-1454.374793|1294.52|385.97|0.69308|0.69308|-0.1319|2.0934|-0.1814599999999999|0.0280471999999999|-1454.045308|369.0|6433.0
16e_a32|1|1|0|7.765993078999999|0|0|0.0|-0.0154404319999999|-0.06951854|0|-0.04474426|-0.0048042729999999|10.31100268|-0.01320745|3|3|-0.002310082|-0.079817994|-0.123297852|-0.219947482|-0.698621582|0|0.804503712|0.86370575|-0.022651598|0.91471624|0.7619492790000001|1|-0.087117996|-0.117338144|0.024145309|-55.957388|-75.36830928|105.4021155|0.209694841|134.6906051|-0.037448344|0.702226562|-1.760072163|-35.94239328|-24.05371573|71.46633549|0.458956284|2710.157931|3376.1299740000004|-15.45011555|6142.277629|-726.1554308999999|0.023323257|-259.78720209999994|1609.914378|14.98092934|1.0|0.0|1.0|1.0|1.0|2.0|3.64|0.26|19.0|-7.38|6.03|4.6|1.12|1.0|1.0|-6.59|28.0|-6.15|1.0|0.0|3.77|-4.75|2.58e-07|1.7899999999999998e-05|0.0|0.0|-0.0505899999999999|3.6214|3.6214|-1955.993572|1130.95|342.37|0.7022|0.7022|-0.14991|3.2372|-0.2005|0.02792775|-1955.827194|7.0|8.1367
8_a27|1|0|1|6.605297921|0|0|1.7626247169999998|-0.008444078|-0.077396262|2|-0.14212377|0.0040883959999999|10.93783465|0.067074515|1|1|0.004801929|-0.24946295|-0.106814855|-0.187486926|-0.535352745|2|0.6812785379999999|0.8000360390000001|0.11158995|0.8688656459999999|0.64927069|1|-0.078709803|-0.092265073|0.021852066|-37.50265703|-43.96130162|122.0597403|0.223615972|106.5457267|-0.035880862|0.751701834|-1.291711016|-17.86879446|-17.09606174|47.91445451|0.479730655|2132.9321670000004|989.0070768|-8.145716531|4522.989286999999|-293.2457951|0.019394143|-239.8554499|818.753121|9.240677197|0.0|0.0|0.0|0.0|0.0|1.0|2.79|0.06|21.0|-6.28|2.98|2.48|2.19|0.0|1.0|-3.23|23.0|-6.73|0.0|1.0|2.38|-3.52|0.000586|0.000299|0.0|0.0|-0.05015|4.1276|4.1276|-1004.515654|848.58|300.38|0.64893|0.64893|-0.16958|3.0415|-0.21973|0.02665292|-1004.432889|6.0|8.2218
7_a47|0|0|0|0.0|0|0|0.0|-0.008206422|-0.143650735|2|-0.128433676|-0.0091074509999999|10.93671034|-0.0781924059999999|0|0|-0.00794321|-0.262805289|-0.021071408|-0.04311702|-0.46105149|2|0.6995252890000001|0.817389583|-0.124285418|0.8755534909999999|0.671549194|1|-0.081264417|-0.095957591|0.008915606|-45.82735481|-54.113260200000006|103.5602725|0.152677268|86.09912617|-0.036250645|0.816979353|-1.631279045|-25.84337052|-20.44278719|50.85512286|0.405265781|2491.885862|1968.695833|-11.52827882|5958.904826|-518.7725468|0.0130514639999999|-357.5076454|1126.008167|7.36009799|1.0|1.0|0.0|1.0|1.0|2.0|2.96|0.09|22.0|-9.45|5.63|6.52|3.69|0.0|1.0|-6.47|28.0|-4.8|1.0|0.0|4.89|-6.06|3.41e-07|8.75e-07|0.0|0.0|-0.05297|3.7203|3.7203|-1647.996662|1043.33|333.26|0.69314|0.69314|-0.1544|3406.0|-0.2073699999999999|0.03348545|-1647.841533|25.0|7.6
18c_a30|0|0|0|7.412764017000001|2|2|0.0|-0.0109670669999999|-0.118776867|2|0.011887112|-0.003436924|10.31163825|-0.0351777|1|1|-0.002215642|0.0211588229999999|0.003429114|0.006103754|-0.562807327|1|0.841060094|0.8303425640000001|-0.058608635|0.885516463|0.802578397|0|-0.105618255|-0.1115683|0.019360263|-71.31647561|-75.33411705|384.391404|0.282947974|191.0545887|-0.042101245|0.7859920029999999|-2.2313660090000003|-48.15493021|-28.4279687|84.38908035|0.448899917|3002.59061|3094.729399|-19.19537998|6685.737642|-1017.355139|0.018410634|-386.2200097|1916.918155|12.43138832|1.0|0.0|0.0|1.0|0.0|2.0|4.85|0.13|17.0|-6.19|3.04|1.72|2.06|0.0|1.0|-5.01|32.0|-7.05|0.0|0.0|1.91|-4.3|9.68e-06|5e-05|0.0|0.0|-0.05575|3.4848|3.4848|-1744.500825|1209.11|355.78|0.69123|0.69123|-0.14225|6.6462|-198.0|0.04503016|-1744.28923|12.0|7.9208
17b_a50|0|1|2|7.934155233999999|1|1|4.35392516|-0.002181823|0.013050204|1|0.035558152|0.012409091|10.94500663|-0.15040528|2|2|0.012686493|0.05636897|-0.2252068689999999|-0.357011777|-0.237489143|1|0.7715057479999999|0.7621727979999999|-0.257646121|0.799772151|0.748900413|1|-0.047785496|-0.07555585|0.0128994089999999|-33.25475672|-52.58062823|9.9094658|0.068150817|47.42733742|-0.02681014|0.803386523|-1.662228695|-23.14256283|-18.65764227|42.23167946|0.4835366239999999|2765.537065|1948.148592|-12.98417734|6059.076348|-805.0189948|0.010169967|-422.2639022|1439.872076|7.077456382|1.0|1.0|1.0|1.0|1.0|0.0|4.17|0.35|20.0|-7.54|4.18|4.92|2.71|0.0|1.0|-4.75|32.0|-6.09|0.0|1.0|3.87|-4.91|1.7899999999999998e-05|1.22e-05|0.0|0.0|-0.0318|4.2447|4.0418|-1337.1910779999998|1300.3|292.09|0.6269899999999999|0.66195|-0.16699|6.3333|-0.19879|0.02640483|-1336.899093|122.0|6.9136
8_a10|0|0|1|7.535296702|1|1|2.071128354|-0.00560152|-0.012055162|2|-0.000315856|0.0087730469999999|10.92578782|-0.106100115|1|1|0.009056935|-0.000504277|-0.082893697|-0.132343104|-0.368590322|2|0.6357042860000001|0.809386132|-0.167376069|0.864927472|0.616731847|1|-0.059655303|-0.086233061|0.015758182|-32.63117642|-47.16908772|32.98071169999999|0.125156018|68.45976606|-0.029917593|0.722649449|-1.465962037|-17.849103399999997|-16.36478554|41.25082928|0.431797417|2612.274447|1899.542278|-8.951462413|6289.86818|-438.6216583|0.017582236|-243.5764486|1109.631361|9.617402178|0.0|0.0|1.0|1.0|1.0|0.0|3.42|0.22|21.0|-7.6|4.46|4.2|2.46|0.0|1.0|-4.52|29.0|-6.25|0.0|1.0|3.55|-4.62|3.05e-05|2.4100000000000003e-05|0.0|0.0|-0.0623299999999999|4.6964|3684.0|-1257.84172|1047.58|264.0|0.41583|0.68815|-0.15556|1.2052|-0.21789|0.02243902|-1257.648047|526.0|6279.0
4S4k_a46|0|0|1|7.825245291|1|1|2.145043462|-0.0049602|-0.088084767|1|-0.104665424|0.006550513|10.94631314|-0.1032662209999999|1|1|0.006050983|-0.158788415|0.008544799|0.012963356|-0.3860697829999999|1|0.78837943|0.7477594870000001|-0.141706595|0.787615341|0.784722915|0|-0.089589915|-0.0860536609999999|0.007749296|-47.49082053|-45.61628327|172.7607401|0.1082655419999999|57.39060501|-0.030477338|0.8679099640000001|-1.46291223|-25.17446332|-16.15576699|51.59865384|0.461984953|2105.538282|1729.18312|-8.564028983|4719.2906570000005|-411.0733912|0.007182108|-390.0516264|893.4991504000001|3.807172093|1.0|1.0|0.0|1.0|1.0|1.0|3.8|0.33|17.0|-6.61|4.26|4.77|2.84|0.0|1.0|-4.82|25.0|-5.46|0.0|1.0|3.79|-4.83|1.5e-05|1.4800000000000002e-05|0.0|0.0|-0.02074|5.2854|4.0774|-1053.441953|997.07|234.58|0.5716|0.67893|-0.17396|2.2655|-0.1947|0.02628818|-1053.255345|197.0|6.7055
8c_a31|1|0|0|7.765993078999999|1|1|0.0|-0.01275867|-0.104377029|0|-0.106461724|-0.0080009219999999|10.31169969|-0.1029580369999999|2|2|-0.004832959|-0.178276512|-0.053983462|-0.09039853|-0.513257014|0|0.922486359|0.847752299|-0.1759864119999999|0.896193695|0.87237334|0|-0.1170607269999999|-0.128067781|0.029669107|-64.57121646|-70.64275621|133.3100368|0.3739272389999999|206.2599245|-0.039640027|0.72308253|-1.66488115|-35.61776956|-21.86561502|80.93682766|0.47508938|2251.08563|1678.6836239999998|-12.06117028|4835.748065|-506.5691518|0.021986076|-246.1066271|1270.056726|12.12761708|1.0|1.0|1.0|1.0|1.0|2.0|3.51|0.29|16.0|-6.13|4.89|3.13|0.85|0.0|1.0|-4.42|24.0|-6.7|0.0|0.0|2.83|-3.63|3.79e-05|0.000237|0.0|0.0|-0.03222|3.8492|3.8492|-1426.166503|981.89|322.11|0.7005|0.7005|-0.15985|3.3453|-0.19207|0.03744829|-1426.024361|0.81|6.0915
19_a20|1|0|0|6.842683282|0|0|0.0|-0.0096278259999999|-0.130949446|3|0.103271147|-0.006620594|10.94899558|-0.063133522|1|1|-0.004654742|0.175308615|-0.049177437|-0.083481481|-0.5838248970000001|3|0.811128636|0.7619768840000001|-0.105118869|0.8193003000000001|0.7741509329999999|1|-0.091725453|-0.099685049|0.013643765|-60.26825633|-65.49811346|339.8339889|0.245547466|161.33709|-0.038340404|0.796070588|-1.993700989|-39.5992891|-25.1915821|69.23289949|0.483310517|2849.084477|1818.518838|-16.55214209|6325.747732|-860.7113887|0.0159602|-389.0666676|1645.535318|10.48665779|1.0|1.0|1.0|1.0|1.0|2.0|3.49|0.08|27.0|-9.63|4.97|4.08|1.33|0.0|1.0|-4.89|32.0|-6.8|0.0|0.0|3.16|-4.57|1.29e-05|2.6600000000000003e-05|0.0|0.0|-0.06767|3.3616|3.3616|-1368.413151|1190.68|368.83|0.6987399999999999|0.6987399999999999|-0.13903|4.2507|-0.2067|0.03487615|-1368.190746|2.6|5585.0
15a_a10|0|0|1|7.535296702|1|1|2.141907675|-0.00244937|0.022297552|2|-0.125297206|0.011418154|10.92966696|-0.062038567|1|1|0.01192767|-0.19937094|-0.179723568|-0.285973309|-0.188634555|2|0.7408341359999999|0.77630271|-0.1074837719999999|0.820233357|0.713078124|1|-0.0458501609999999|-0.076864276|0.0156991769999999|-29.50952422|-49.47045259|42.41151044|0.084862776|54.61835033|-0.025155581|0.676473201|-1.3835569680000002|-18.99256188|-16.19032994|39.61363829|0.407638879|2656.305166|2413.560937|-10.42022369|5929.563906|-573.1123029|0.017883602|-227.1590805|1316.339132|11.51002664|0.0|1.0|1.0|1.0|1.0|0.0|3.5|0.29|21.0|-7.79|3.95|4.05|1.93|0.0|1.0|-3.97|30.0|-6.52|0.0|1.0|3.33|-4.4|0.000108|3.94e-05|0.0|0.0|-0.04742|5.7646|3.7639|-1278.452284|1179.28|215.08|0.47484|0.68863|-0.1559299999999999|4.7512|-0.20335|0.02976259|-1278.200428|24.0|7.6198
8b_a12|0|0|0|0.0|1|1|0.0|-0.012630509|-0.1676879319999999|2|0.028584223|-0.010117477|10.95438057|-0.1090955359999999|0|0|-0.007926474|0.047425677|0.003898807|0.006468729|-0.659952678|1|0.89481633|0.7407532059999999|-0.183648492|0.792160599|0.856390139|0|-0.1053827859999999|-0.116554734|0.011257065|-60.97837482|-67.44287685|319.0086845|0.259073691|149.9096134|-0.045608374|0.888936354|-2.097985204|-35.28434152|-26.39069094|67.49212879999999|0.480938153|2388.888334|1437.536303|-15.27062922|5217.318476|-702.4489440000001|0.009361504|-450.1059006|1365.645333|5.416912474|0.0|1.0|1.0|1.0|1.0|2.0|4.11|0.1|18.0|-7.45|3.11|1.9|2.23|0.0|1.0|-4.1|27.0|-6.51|0.0|0.0|2.51|-4.01|7.890000000000001e-05|9.74e-05|0.0|0.0|-0.0589|4.2263|3.7446|-1159.405202|1020.47|293.37|0.53425|0.57773|-0.15294|4.2554|-0.21184|0.03936706|-1159.2425119999998|263.0|6.58
28_a34|0|0|1|7.423568444|1|1|1.767685185|-0.016942875|-0.206909349|1|-0.201047053|-0.012039484|10.9595763|-0.0500053959999999|1|1|-0.007544188|-0.33032879|-0.189821204|-0.311884247|-0.5437894289999999|1|0.8318609690000001|0.798057295|-0.078146961|0.8582665429999999|0.7829667309999999|0|-0.1306693569999999|-0.140864841|0.03768308|-66.89539627|-72.11491331|144.3404619|0.4540644379999999|232.4555747|-0.048190604|0.7298701059999999|-1.831242935|-34.24669822|-24.6708914|86.18702382|0.454339954|2252.098123|1689.357471|-12.63011537|4803.256974|-479.9443839|0.0271102189999999|-235.3612529|1284.466737|13.87891455|0.0|1.0|1.0|1.0|1.0|1.0|3.02|0.12|17.0|-4.78|1.99|2.07|0.88|0.0|2.0|-3.27|24.0|-7.04|0.0|0.0|1.84|-3.25|0.000533|0.000565|0.0|0.0|-0.03896|4.2857|4.2857|-1100.797628|896.02|289.3|0.69263|0.69263|-0.17802|6.4596|-0.21698|0.03680411|-1100.704833|3.82|5.4179
8e_a12|0|1|1|6.803505258|1|1|1.873617728|-0.006350143|-0.049397555|2|0.0661362779999999|0.005196034|10.94458094|-0.0309579439999999|1|1|0.005744805|0.112673977|-0.079913108|-0.136145064|-0.448676455|1|0.83954453|0.761892879|-0.051240735|0.815412281|0.797199175|1|-0.05202522|-0.087795345|0.0155147339999999|-29.79080011|-50.273571200000006|51.38557748|0.060372083|34.57040021|-0.031094185|0.7112578709999999|-1.492520871|-17.05887601|-17.80522313|38.67488258|0.45384745|2548.979738|2112.908299|-10.19566754|5490.975165|-489.392042|0.019545275|-241.94192880000003|1201.604574|11.19206011|1.0|1.0|1.0|1.0|1.0|1.0|4.11|0.14|21.0|-7.93|3.34|2.68|3.05|0.0|1.0|-4.37|28.0|-6.03|0.0|1.0|3.12|-4.69|4.25e-05|2.03e-05|0.0|0.0|-0.05739|5.247999999999999|3.3044|-1177.619013|1048.44|236.25|0.38889|0.6954899999999999|-0.13599|1.0295|-0.19338|0.02580783|-1177.436953|588.0|6.2306
25_a12|0|0|0|0.0|0|0|0.0|-0.004103693|-0.045725323|2|-0.089297664|0.000864238|10.93676625|-0.11195017|0|0|0.001783739|-0.141917694|-0.0542354559999999|-0.0861945369999999|-0.4288076329999999|2|0.8472746290000001|0.638255008|-0.208172827|0.688743998|0.806844014|1|-0.054734834|-0.080147596|0.004952762|-28.517955|-41.75851719|37.96125329|0.052062825|27.12578432|-0.03323193|0.917298637|-1.362509125|-14.85843094|-17.31450713|31.09844409|0.448858246|2067.69985|1907.027255|-9.021208163|4329.321091|-369.8695347|0.005118351|-434.8420476|773.8971409|2.666764531|1.0|1.0|0.0|1.0|1.0|1.0|2.81|0.05|22.0|-8.78|4.7|5.35|3.2|0.0|1.0|-5.28|24.0|-4.82|0.0|1.0|4.29|-5.25|5.19e-06|5.63e-06|0.0|0.0|-0.05352|4.2653|3.4532|-974.6569575|945.73|290.68|0.63284|0.69029|-0.14303|1.2494|-0.19655|0.024123749|-974.508059|22.0|7.6576
12ao_a36|1|0|0|7.412764017000001|2|2|0.0|-0.007081548|-0.065314765|2|0.0895536619999999|0.002782748|10.94919858|-0.033032344|1|1|0.003724542|0.1523047569999999|-0.095253274|-0.1619981409999999|-0.435820128|1|0.90500247|0.82626942|-0.05785124|0.8800240009999999|0.856135378|0|-0.077866573|-0.1019516769999999|0.017784426|-51.52001456|-67.45579866|85.17634667|0.167417241|110.7707502|-0.03775988|0.7820981779999999|-2.039033535|-34.08795068|-24.98362913|63.28698809|0.462968912|2794.663089|2298.760179|-16.53028876|5943.227395|-892.6355932|0.016708791|-373.2975961|1724.9956719999998|11.05528527|1.0|0.0|0.0|1.0|0.0|2.0|4.87|0.12|17.0|-7.01|3.62|2.42|2.38|0.0|1.0|-4.58|31.0|-6.34|0.0|1.0|2.37|-4.55|2.6e-05|2.82e-05|0.0|0.0|-0.05455|4.6597|3.4743|-1310.361099|1190.17|266.08|0.4962|0.7045|-0.14207|5.4691|-0.19662|0.03244719|-1310.138396|0.03|7.5229
1o_a5|1|0|0|6.605297921|0|0|0.0|-0.002633927|0.033105871|2|-0.033273504|0.0057302559999999|10.94518594|-0.008511304|1|1|0.0051989459999999|-0.05876042|0.038275248|0.06759341|-0.231165601|2|0.670787375|0.78144982|-0.016408975|0.85693939|0.650008224|0|-0.079346457|-0.072886362|0.01325562|-42.63505279|-39.1638643|167.3051756|0.11569628|62.16682117|-0.028770932|0.699913551|-1.093295425|-22.90899675|-15.45942012|49.75766514|0.470590799|2238.291862|833.537568|-8.306775343|4572.818263|-315.657463|0.020380352|-214.8381946|839.3293197999999|10.95092849|1.0|1.0|1.0|1.0|1.0|1.0|2.81|0.0|23.0|-8.11|4.48|4.07|1.23|0.0|1.0|-4.08|25.0|-6.3|0.0|0.0|2.95|-4.08|8.329999999999999e-05|8.340000000000001e-05|0.0|0.0|-0.07037|4.5011|4.1692|-1043.577386|938.37|275.45|0.4988899999999999|0.5492100000000001|-0.1693599999999999|4.7435|-0.23973|0.04126499|-1043.472984|35.0|7.4559
3h_a32|1|1|0|7.765993078999999|0|0|0.0|-0.005281944|-0.008243901|0|0.014517903|0.002101838|10.31100268|-0.111111111|3|3|0.003284804|0.025035542|-0.071193103|-0.122769653|-0.531669815|0|0.84279263|0.7926338540000001|-0.2|0.834881529|0.8030743229999999|1|-0.07183387|-0.0882883959999999|0.0111539339999999|-44.97387528|-55.27575363|76.38838542|0.12119737|75.87946135|-0.027590124|0.7734940029999999|-1.324325944|-28.15732254|-17.27367301|51.95714963|0.4089962629999999|2398.020434|2911.160989|-10.81473143|5187.525619|-519.1071084|0.011751781|-342.4592076|1071.936307|7.357575822|1.0|1.0|1.0|1.0|1.0|1.0|3.65|0.35|19.0|-8.47|8.11|6.24|2.64|0.0|1.0|-8.23|26.0|-4.29|1.0|0.0|5.4|-6.15|5.8700000000000014e-09|7.140000000000001e-07|0.0|0.0|-0.05318|3.5552|3.5552|-1790.6908030000002|1127.45|348.74|0.70257|0.70257|-0.1474099999999999|3.5952|-0.20059|0.02690554|-1790.5004850000005|7.0|8.1549
47i_a18|0|0|0|7.03438793|1|1|0.0|-0.006882626|-0.066917145|0|-0.037689885|-0.000919158|10.94702091|-0.040514277|0|0|0.000427479|-0.057689282|-0.106018078|-0.162274487|-0.499939719|0|0.742536498|0.744472118|-0.068524374|0.7842882870000001|0.727767462|0|-0.0780255879999999|-0.089609068|0.009745543|-54.34379065|-62.41153158|72.81110823|0.196924826|137.1555392|-0.035256027|0.8608685909999999|-2.150617629|-37.84973202|-24.55535669|61.13143233|0.487446923|2795.907966|1333.332089|-17.10248143|6353.6617320000005|-1043.251367|0.009393984|-502.6804099|1739.959818|6.542785417999999|1.0|1.0|0.0|1.0|1.0|3.0|4.05|0.22|18.0|-8.98|3.28|2.8|2.74|0.0|1.0|-5.18|33.0|-6.36|0.0|0.0|2.5|-4.78|6.58e-06|1.67e-05|0.0|0.0|-0.05062|3.2321|3.2321|-1416.260696|1297.7|383.61|0.69175|0.69175|-0.13237|2.7749|-0.18299|0.02671774|-1415.944522|19.0|7.7212
13c_a6|1|0|0|7.412764017000001|1|1|0.0|-0.010619065|-0.0122495089999999|1|0.049627353|-0.003346018|10.95129637|-0.0942387559999999|1|1|-0.000899678|0.081059709|-0.106686991|-0.174259072|-0.490486317|1|0.845481322|0.780680481|-0.167542194|0.8353837409999999|0.7995080809999999|0|-0.093635525|-0.111231609|0.030547186|-63.73961873|-75.71763296|157.60887419999997|0.213190168|145.12291069999998|-0.039875482|0.772032541|-2.11340057|-43.38886312|-27.1440571|84.53371376|0.466844407|2880.850692|3135.546462|-18.47751526|6204.855629|-979.308309|0.018354398|-370.3562372|1863.438327|12.49421473|1.0|1.0|1.0|1.0|1.0|2.0|3.61|0.16|23.0|-9.4|5.38|4.57|1.5|0.0|1.0|-5.95|32.0|-5.88|0.0|0.0|3.64|-5.27|1.11e-06|5.42e-06|0.0|0.0|-0.05015|5.992000000000001|3.6519|-1389.39897|1217.77|206.92|0.48478|0.7008800000000001|-0.14975|7.7129|-0.1999|0.0276450999999999|-1389.184603|73.0|7.1367
