molecula|TASA|Num. of Rotatable bonds|NaasN|Oscillator Force (HOMO-LUMO transition)|GATS1pe|Dipole (gas phase)|Log Kp (cm/s)|heavy_atom_count|PNSA3|Mor01p|Log Po/w XLOGP3|Log Po/w MLOGP|Synthetic Accessibility|FNSA1|Fraction Csp3|Log Po/w Silicos-IT Log P|Total Energy (gas phase) (Hartree)|Area (grid)|pIC50
19c_a38|477.9848537|5.0|0|0.1417|0.6885713729999999|2495.0|-7.13|32.0|-57.79749770000001|640.025745|2.5|1.76|4.84|0.7187071909999999|0.13|3.17|-1424.3899310000002|652.09|8.0348
6c_a31|405.9259734|5.0|0|0.5028|0.7905201209999999|5.9253|-6.27|30.0|-76.54198229|597.3075924999999|3.64|1.58|3.67|0.7653239190000001|0.14|5.58|-1691.948653|667.01|6.4685
2_a49|414.5350312|2.0|1|0.0572|0.7701578720000001|4.8986|-6.57|25.0|-44.066695|439.9973344|2.43|1.88|3.09|0.7154059890000001|0.15|3.28|-1045.981819|553.52|7.2291
12ab_a36|580.1454645|6.0|0|0.4451|0.8196353679999999|3.6976|-7.21|32.0|-54.63243106|708.5476357999999|2.33|1.59|4.86|0.679025324|0.17|3.14|-1364.468283|712.73|7.9586
5_a27|449.6149323|2.0|2|0.2448|0.614205449|2.3781|-6.49|25.0|-29.50048722|424.8821143|2.58|2.66|3.07|0.741481472|0.16|2.94|-1083.124207|566.68|8.5229
7_a15|466.9990754|7.0|0|0.0169|0.8115121240000001|1.1115|-5.72|26.0|-41.29775265|474.9756287|3.84|1.74|3.16|0.448664402|0.15|3.38|-1184.367098|580.73|6.644
A8301_a51|607.0025787000001|5.0|1||0.7234449559999999||-5.31|31.0|-35.90764428|690.8826121000001|5.02|3.35|3.49|0.854959635|0.04|5.5|||7.9208
13b_a30|468.6532296|6.0|0|0.1415|0.802578397|3.8495|-7.05|32.0|-74.24619275|713.7769663|2.74|2.06|4.76|0.800290866|0.13|3.04|-1744.446479|721.48|7.5901
25_a12|493.8944271000001|3.0|0|0.1897|0.806844014|1.2494|-4.82|24.0|-28.517955|430.4348528|4.76|3.2|2.81|0.917298637|0.05|4.7|-974.6328337|560.14|7.6576
14n_a23|603.6615822000001|6.0|2|0.4229|0.71381683|5.2196|-6.47|32.0|-39.82324087|683.7405759|3.55|2.72|3.53|0.6868205409999999|0.09|3.42|-1744.42791|710.48|9.2441
6b_a40|504.6333458|5.0|1|0.4962|0.6462648870000001|8193.0|-5.85|31.0|-72.13527644|618.8882797|5.03|2.61|4.02|0.878140798|0.21|5.67|-3290.745084|687.2|7.5229
34_a20|536.0086996|5.0|1|0.0766|0.690530489|3.8519|-6.28|32.0|-57.31821177|712.1606951|3.63|2.47|3.43|0.776414086|0.08|4.5|-1352.2836220000002|711.19|7.2147
24_a47|441.2021442|5.0|1|0.2618|0.627160379|2.6517|-6.48|28.0|-42.71324947|457.1122177|3.16|2.86|3.14|0.611603578|0.05|2.78|-1696.071577|578.94|8.5
1b_a5|407.1693177|3.0|0|87.0|0.558485747|2891.0|-5.99|24.0|-39.38248661|357.34245360000006|3.16|2.29|2.75|0.7324812509999999|0.0|4.88|-1050.506509|536.59|7.2291
13k_a6|445.0412356000001|7.0|0|0.0137|0.827754203|8.1639|-6.59|33.0|-82.8774254|741.5222707|3.39|1.39|3.68|0.7971316940000001|0.16|4.55|-1465.83213|731.25|7.3372
8_a15|498.6196971|7.0|0|0.0155|0.8105478740000001|1.1415|-5.52|27.0|-41.7821007|532.0914339999999|4.24|1.96|3.14|0.519427411|0.19|3.9|-1223.687714|598.84|6.9666
12l_a30|583.6736326|7.0|0|0.1574|0.593245722|2.5031|-5.66|34.0|-63.31694493|696.6414817000001|5.05|2.82|4.72|0.8218150790000001|0.17|4.43|-1987.998976|729.17|7.2154
16c_a32|461.2334662|7.0|0|0.2955|0.764217655|4.0551|-6.44|27.0|-53.00702241|513.9156315|3.23|0.88|3.5|0.6846367059999999|0.22|5.64|-1916.651132|639.66|8.3468
13_a15|558.6934137000001|6.0|0|0.0003|0.796300317|3.5479|-5.26|34.0|-43.2365883|830.7967967000001|5.32|2.52|4.13|0.755283433|0.07|4.33|-1450.727602|674.36|8.2218
11_a47|488.1611434|4.0|0|0.2321|0.686454722|2.9142|-5.28|32.0|-50.01659041|670.2339441|5.06|3.0|3.28|0.816608795|0.04|5.58|-1396.145101|654.49|7.4
17c_a50|617.2509739|6.0|2|0.1801|0.728169863|6.3989|-6.96|33.0|-35.70979598|849.1345426000001|2.86|1.91|4.12|0.569750429|0.35|3.59|-1411.157813|746.5|7.1612
3b_a32|412.4267349|2.0|0|0.2905|0.7725667079999999|3.5719|-5.57|21.0|-35.8437493|323.0421997|3.71|1.45|3.11|0.764128338|0.13|6.25|-1594.095192|524.46|8.2366
4m_a46|500.1036387|2.0|1|0.1557|0.626578283|3.9226|-5.68|25.0|-35.4774406|486.9589609|3.69|2.5|3.59|0.733236381|0.29|4.25|-1031.109224|558.63|5.8901
8_a27|369.9216992|2.0|1|0.2336|0.64927069|3.0415|-6.73|23.0|-37.50265703|326.3351007|2.0|2.19|2.79|0.751701834|0.06|2.98|-1004.489001|507.76|8.2218
18_a34|380.8328339|5.0|1|0.0303|0.713979177|5.0935|-6.26|26.0|-49.86847383|428.6241319|3.07|1.49|3.28|0.695849945|0.21|3.13|-1199.259634|592.04|5.6144
9a_a31|443.941629|6.0|0|0.7028|0.76226755|5.0244|-6.39|30.0|-64.75697831|597.3075924999999|3.47|1.58|3.6|0.737758755|0.14|5.51|-1691.9137670000002|680.72|6.8239
12t_a36|555.3275093999999|6.0|0|0.0155|0.857993338|5.9081|-6.33|31.0|-48.97252784|729.1873176|3.47|2.45|4.94|0.78316808|0.21|3.62|-1311.552739|713.6|8.0969
8b_a50|404.9478761|2.0|1|121.0|0.71043578|3.8213|-6.32|23.0|-34.79187329|339.5806858|2.55|1.79|3.21|0.6717097959999999|0.06|3.14|-967.3160428|515.81|7.1675
46_a18|587.2068577|7.0|0|0.4249|0.699483099|2656.0|-6.14|36.0|-49.54738918|1056.535856|4.36|3.33|4.27|0.782232748|0.3|3.68|-1532.968527|765.33|6.7305
11_a27|404.4089873|2.0|0|0.0793|0.7146215429999999|3.1278|-6.47|26.0|-42.27430065|504.209846|2.73|3.06|3.95|0.8088958709999999|0.35|2.72|-1122.433411|571.4|8.301
3c_a49|455.3990518|4.0|1|0.0729|0.64702083|3.6122|-6.93|28.0|-41.0524769|542.7276591|2.29|1.84|3.18|0.637222556|0.18|3.63|-1198.634822|613.33|7.0605
11_a15|613.0036107000001|6.0|0|0.0011|0.796300317|812.0|-5.26|34.0|-44.15161868|830.7967967000001|5.32|2.52|4.1|0.739315684|0.07|4.33|-1450.705737|739.57|6.1314
12_a1|444.1009824|3.0|0|0.2821|0.7534284040000001|7.7454|-6.02|28.0|-55.99493147|473.040639|3.54|1.67|3.29|0.724666653|0.05|4.87|-1216.099134|607.42|5.5302
13_a4|474.9422962|2.0|1|0.1282|0.6490618429999999|2471.0|-5.39|22.0|-24.48959182|373.9073307|3.75|2.9|3.39|0.862539527|0.16|4.18|-898.3381672|536.09|5.3979
17_a12|447.1583691000001|3.0|0|0.148|0.859088647|2128.0|-6.07|24.0|-36.25249721|431.5987143|3.19|2.47|4.13|0.786701219|0.17|4.51|-1366.776169|560.09|7.7959
18_a15|511.4247108|5.0|0|0.0066|0.645117465|4.2476|-4.8|29.0|-41.31992544|590.2470602999999|5.42|3.6|3.37|0.867430881|0.08|5.68|-1265.770242|650.53|6.8894
14a_a23|580.9612768999999|5.0|2|0.3764|0.6888154959999999|5.8775|-6.27|30.0|-35.20994211|601.8533922|3.58|3.03|3.41|0.7807587890000001|0.05|3.36|-1629.90669|665.5|8.5498
1g_a5|464.3994751|4.0|0|0.0504|0.717355058|3.4883|-6.15|25.0|-37.59983870000001|422.96706330000006|3.03|1.57|2.79|0.61393343|0.05|4.5|-1065.818889|572.15|6.9393
