molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|nAHRing|nARing|SaasN|MATS2c|AATSC1c|SRW07|n6HRing|JGI4|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC7i|MATS1i|AATSC1i|n6aHRing|GATS1are|MATS8s|GATS1pe|RASA|FNSA5|FPSA3|PNSA5|PPSA3|RNCS|RPSA|FNSA4|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomRadius|GeomDiameter|GRAV|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Leadlikeness|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
14a_a3|0.0|0|0|0|0.0|0.0|0|0|0.0|0.111575338|-0.009312773|4.727387819|3|0.043464052|-0.363198151|-0.00603969|-0.039177314|10.3116301|-0.172643335|1|1|-0.267665193|-0.050943323|-0.094863591|3|0.882394075|0.164994144|0.8255789570000001|0.790894937|-0.094609848|0.0140376889999999|-46.53709886|6.904918591|256.5548327|0.209105063|-0.036792719|-22.1944701|55.84414456|-18.09776067|0.481997259|2160.698862|389.0288018|-651.519384|-8.902004327|0.239123122|5.308770254|10.24853699|4716.423352000001|-320.4721558|23.78539971|0.0189212089999999|-256.6424807|856.2743893999999|0.0|1.0|1.0|1.0|3.27|2.2|0.06|4.28|3.71|0.0|93.25|0.0|2.0|-4.45|23.0|-6.42|319.38|0.0|1.0|2.76|3.54e-05|0.0113|0.0327|2.58|0.0|4.08e-05|3.2363|-1327.485188|528.91|822.33|0.4524|373.85|0.69708|-0.1321|3.5358|0.02860456|-1327.403067|4.6689|7.5229|7.5229
16e_a32|0.0|1|1|1|3.343660084|0.0|0|0|0.0|0.180914799|-0.0154404319999999|5.733341277|0|0.040982906|-0.772021601|-0.0048042729999999|-0.070351839|10.31100268|-0.01320745|3|3|-0.079817994|-0.123297852|-0.219947482|0|0.804503712|0.096017785|0.7619492790000001|0.7903051590000001|-0.117338144|0.024145309|-75.36830928|15.50894749|105.4021155|0.209694841|-0.037448344|-35.94239328|90.34923861|-24.05371573|0.458956284|2710.157931|507.6266039|-1130.524639|-15.45011555|0.297773438|6.573687662|12.15001203|6142.277629|-726.1554308999999|34.2534974|0.023323257|-259.78720209999994|1609.914378|1.0|0.0|1.0|1.0|3.64|3.36|0.26|6.03|4.6|3.0|111.95|1.0|8.0|-6.59|28.0|-6.15|413.52|0.0|1.0|3.77|2.58e-07|0.000107|0.0074099999999999|3.76|0.0|1.73e-05|3.6214|-1955.965644|677.82|1130.95|0.2858|552.79|0.7022|-0.14991|3.2372|0.02792775|-1955.827194|3.9389|8.1367|8.1367
4e_a49|0.0|0|0|0|0.0|0.0|1|1|2.085628989|-0.076526919|-0.006602016|5.4161004020000005|2|0.036555556|-0.3631108529999999|-1.8100000000000003e-05|-0.053787795|10.92777282|0.018857363|1|1|-0.130491035|-0.037142108|-0.060391347|2|0.7541604690000001|0.0063958109999999|0.731643066|0.757062331|-0.087866673|0.017142176|-53.89448633|10.51443916|313.22432680000003|0.242937669|-0.029288891|-35.44835874|68.38360061|-17.96482878|0.471635821|2675.626006|464.3567821|-916.2062675|-11.01902676|0.349671525|7.934910277|15.01788083|5950.361470000001|-561.9703647000001|27.6242383|0.023622273|-184.4129453|1408.836153|0.0|1.0|1.0|1.0|3.35|2.89|0.22|3.4|2.83|1.0|114.08|0.0|6.0|-3.28|30.0|-7.52|399.45|0.0|1.0|2.42|0.000528|211.0|122.0|1.71|0.0|1.74e-05|3.7876|-1313.158118|660.22|1128.64|0.2273|504.63|0.4078199999999999|-0.1585099999999999|3.9718|0.04133034|-1312.98289|4.8707|7.4685|7.4685
12w_a36|0.0|1|0|0|3.3131307480000003|-4.750262163|2|2|0.0|0.081390556|-0.015825416|5.351858133|2|0.041555556|-0.917874106|-0.011700732|-0.041402825|10.96020797|-0.010726574|1|1|0.115646674|-0.1187503719999999|-0.3344729369999999|1|0.647732719|-0.098657593|0.624142499|0.828363244|-0.111267166|0.021104445|-79.88912835|15.15285952|112.947763|0.171636756|-0.041210062|-44.76031023|99.51883498|-29.58856606|0.4672300679999999|3230.870697|594.7596206000001|-1597.782567|-21.24440511|0.29463721|8.365472166|15.701847400000002|7418.252264|-1147.197876|41.94801097|0.0273396629999999|-294.8983941|2265.1925920000003|1.0|0.0|1.0|0.0|4.82|0.0|0.17|3.31|4.04|2.0|130.43|0.0|7.0|-5.2|34.0|-6.4|465.43|0.0|0.0|2.65|6.26e-06|0.00291|4.0|3.86|0.0|3.37e-05|3.8881|-1645.169951|712.88|1198.72|0.4508|552.55|0.69466|-0.15708|5043.0|0.0328886|-1645.017691|7.0746|7.6383|7.6383
1j_a5|0.0|1|0|0|2.9426852410000004|0.0|0|0|0.0|-0.2031633169999999|-0.003981454|4.59511985|2|0.025987654|-0.175183967|0.00683534|-0.07622096|10.9487794|-0.032333695|1|1|-0.190920568|-0.010807075|-0.0178558139999999|2|0.74740095|-0.084090414|0.717355058|0.847163872|-0.074505844|0.019690225|-40.01980349|10.57633738|73.73338699|0.152836128|-0.027258236|-21.29338752|54.3827755|-14.64139152|0.469085779|2242.805131|455.0425806|-600.2970524|-7.86442482|0.383510433|7.328149934|13.80288876|4618.562904|-322.4414176|23.74961767|0.026739895|-125.1415813|973.7343247|1.0|1.0|1.0|1.0|2.76|2.66|0.05|4.5|4.21|0.0|96.98|0.0|4.0|-4.03|25.0|-6.15|328.37|1.0|1.0|3.19|9.27e-05|0.0304|0.0206|3.03|0.0|2.36e-06|4.1205|-1065.817476|572.47|959.39|0.5115|445.81|0.66182|-0.16813|2.2503|0.03246499|-1065.723417|3.0364|7.6198|7.6198
12n_a30|0.0|0|0|0|0.0|0.0|2|2|0.0|0.0304762079999999|-0.007311044|5.351858133|2|0.040899471|-0.387485343|0.001139238|-0.037209579|10.31162898|-0.087019298|1|1|-0.254279374|-0.0541804029999999|-0.120380857|1|0.669561738|-0.015189554|0.64876559|0.7781502140000001|-0.10528124|0.017064818|-66.48079820000001|10.77573511|85.87072848|0.221849786|-0.038674741|-33.14358793|76.16725916|-24.42151771|0.4701566479999999|2848.910641|491.3700419|-1196.654368|-15.42118984|0.200596792|7.385790169|13.93957316|6353.890039|-755.6383024|30.54968688|0.0153398069999999|-378.1217671|1496.934657|1.0|0.0|1.0|0.0|4.66|0.0|0.14|4.25|3.18|2.0|127.24|0.0|5.0|-5.39|30.0|-6.02|416.47|0.0|0.0|2.92|4.12e-06|0.00171|0.00405|3.97|0.0|5.260000000000001e-05|3.4859|-1674.978015|669.57|1131.65|0.1826|506.94|0.27009|-148.0|5.3143|0.0334036|-1674.83759|6.32|7983.0|7983.0
8m_a46|0.0|0|0|0|0.0|0.2148468989999999|1|1|2.126524943|-0.044830187|-0.00517896|5.533389489|1|0.047345679|-0.248590088|0.0063680119999999|-0.120972269|10.94650201|-0.064176245|1|1|-0.206020062|0.010184776|0.015631887|1|0.783187801|-0.084989948|0.77612204|0.876210355|-0.085204935|0.007059399|-45.17474201|3.742817678|166.8508795|0.123789645|-0.032188531|-25.62105988|48.72163155|-17.06601365|0.425802465|2045.330306|464.5573228999999|-767.9706141|-9.04821721|0.114510313|5.684332261000001|9.899611044|4439.758321|-407.1697745|19.27296714|0.006689855|-408.7649869|867.2835213999999|0.0|1.0|0.0|1.0|3.24|2.92|0.3|4.16|4.21|1.0|96.16|0.0|2.0|-4.48|24.0|-5.61|319.4|1.0|1.0|3.53|3.3e-05|0.0105|0.0088799999999999|3.72|0.0|0.000112|4.2881|-1014.091966|570.72|970.82|0.3905|489.57|0.43001|-0.17897|2.0174|0.03472717|-1013.962913|3.1675|6.6402|6.6402
12av_a36|0.0|1|0|0|3.4520047430000003|0.0|2|2|0.0|0.049150854|-0.009925128|5.351858133|2|0.04250591|-0.605432791|-0.00233752|-0.021036176|10.96037173|-0.039627578|1|1|0.1168328169999999|-0.126068378|-0.213993335|1|0.859938421|-0.018133027|0.817582774|0.752447733|-0.105593135|0.021666882|-73.55299094|15.09249582|99.2415672|0.247552267|-0.035197712|-39.92474833|91.5101903|-24.51766365|0.491188387|3011.024457|524.1323793|-1397.506828|-17.07826447|0.328083083|8.975655204|17.64042914|6460.1184140000005|-973.4610746|36.48912989|0.025779468|-239.5042702|2079.880404|0.0|0.0|0.0|0.0|4.96|0.0|0.17|2.38|1.65|1.0|138.06|0.0|7.0|-3.54|33.0|-7.66|438.48|0.0|0.0|1.47|0.000292|128.0|0.0997|1.85|0.0|5.18e-05|3.4402|-1440.945099|733.21|1247.28|0.6698|588.31|0.43212|-0.14122|4.7666|0.04308001|-1440.738332|6.1075|7.4089|7.4089
7_a1|0.0|0|0|0|0.0|0.0|2|2|2.307091837|-0.055291895|-0.010040172|5.777652323|1|0.035718954|-0.421687222|0.0021597079999999|-0.07233584|10.9513015|-0.024096172|1|1|-0.077833285|-0.245732751|-0.391298966|1|0.7795049279999999|-0.048198584|0.729621031|0.710959153|-0.098295453|0.035937867|-47.35863598|17.31482297|111.9204437|0.289040847|-0.031040669|-19.35104936|61.72628137|-14.95535873|0.452829665|2150.215999|342.53930230000003|-568.3036318|-7.205474633|0.396617144|5.07667644|9.278054953|4519.238270000001|-273.8080361|24.78585294|0.029820838|-99.61948195|941.8624118|0.0|1.0|0.0|1.0|3.09|2.83|0.22|3.43|3.29|0.0|85.88|0.0|2.0|-3.16|23.0|-6.4|305.33|1.0|1.0|2.72|0.000696|213.0|0.0595|2.48|0.0|0.000698|4.0504|-1009.48087|515.2|864.85|0.2961|365.53|0.69902|-0.16734|4575.0|0.02860499|-1009.398029|6.5936|6.3372|6.3372
3i_a32|0.0|1|1|1|2.417426304|-4.547725143|0|0|0.0|-0.157360524|-0.012358668|5.733341277|0|0.05052381|-0.4449120629999999|-0.0131506889999999|-0.26785886|10.3110028|0.022524712|3|3|-0.8373173840000001|-0.054335108|-0.212967423|0|0.565740817|-0.337053202|0.54844677|0.893827987|-0.1132851459999999|0.015296821|-59.72706743|8.064907632|60.99385995|0.106172013|-0.044627482|-25.92886531|71.27609889|-23.52884474|0.422644726|2471.4299920000003|471.2508776000001|-776.4518766|-12.4050588|0.22927653|5.826629089|10.09193014|5656.349227000001|-409.3669403|30.52825775|0.021905206|-285.465827|1007.432506|1.0|0.0|1.0|1.0|3.1|2.49|0.13|6.76|6.29|2.0|88.28|0.0|3.0|-6.27|24.0|-5.53|366.38|0.0|1.0|4.37|5.37e-07|0.000197|0.00251|4.23|0.0|4.01e-05|3642.0|-1891.811327|530.5|876.0|0.4765|418.24|0.70322|-0.1476|2494.0|0.02199999|-1891.790935|3.8572|8.2366|8.2366
8j_a46|0.0|0|0|0|0.0|0.214753401|1|1|2.1279894180000003|-0.13040237|-0.0017688329999999|5.533389489|2|0.043903904|-0.081366324|0.011852046|-0.174853546|10.96391738|-0.053618988|1|1|-0.204674804|-0.084266433|-0.133413527|2|0.645146311|-0.223292257|0.6109926379999999|0.934648421|-0.068971544|0.008672342|-37.04976799|4.658562801|7.723448142|0.065351579|-0.02566383|-15.7861518|41.80044861|-13.78596018|0.427798746|2121.846387|502.0694817|-592.7962878|-7.405468973|0.177887481|5.617748211|9.817783823|4759.107832|-318.43516580000005|16.76894569|0.008843828|-346.061389|721.0646647000001|1.0|0.0|1.0|1.0|3.23|3.25|0.32|4.71|4.55|1.0|96.94|0.0|2.0|-4.59|24.0|-5.55|338.83|1.0|1.0|3.82|2.59e-05|0.00878|0.00497|3.97|0.0|1.85e-05|4.4107|-1414.50743|576.48|978.4|0.1728|493.89|0.50703|-0.18531|5.2361|0.02408052|-1414.402087|6.4463|5.9108|5.9108
14u_a23|0.0|0|1|1|0.0|0.0|0|0|3.357982471|-0.066969083|-0.007017844|5.351858133|2|0.043321995|-0.385981432|0.010561248|-0.026062012|10.31321759|-0.0569153009999999|2|2|0.091604179|-0.110069159|-0.199540201|2|0.756252127|-0.001778422|0.71381683|0.909754912|-0.086465795|0.0254134689999999|-57.75236052|16.97420126|43.06242147|0.090245088|-0.033908155|-24.65250654|73.50348823|-22.64798452|0.47648509|3015.478095|607.6448353|-1155.04721|-15.12707504|0.297131017|7.392527755|14.12094979|6913.009783|-771.4808267999999|32.2221994|0.023582305|-271.0010972|1643.332169|0.0|0.0|1.0|1.0|3.59|3.68|0.09|3.42|4.03|2.0|126.78|0.0|6.0|-5.63|32.0|-6.47|441.51|0.0|0.0|3.48|2.32e-06|0.0010199999999999|0.0042299999999999|3.55|0.0|1.3699999999999998e-05|3.1819|-1744.422541|712.54|1214.4|0.2253|549.0|0.4523|-0.1543|5.9743|0.0237199999999999|-1744.2405670000005|8.1549|8.2449|8.2449
5_a27|0.0|0|0|0|0.0|0.0|0|0|3.2927747860000003|0.126882432|-0.0063562359999999|4.727387819|2|0.048947368|-0.286030638|0.00991794|-0.125237927|10.93772408|-0.013448351|1|1|-0.250776983|-0.2030237389999999|-0.341622797|2|0.639413469|0.180356685|0.614205449|0.8531787759999999|-0.085078576|0.01695771|-44.83538435|8.936508815|10.48961936|0.146821224|-0.030385206|-15.54640123|53.51978325|-16.01263727|0.439066197|2273.906133|449.6149323|-672.5307653|-8.438466859|0.258518528|6.160679036|10.98289851|4943.51602|-354.41560810000004|21.59546513|0.016479312|-254.5156507|907.0095354|0.0|0.0|1.0|1.0|3.07|3.11|0.16|2.94|2.8|0.0|97.55|0.0|2.0|-3.61|25.0|-6.49|331.37|1.0|1.0|2.82|0.000248|0.0821|0.0324|2.58|0.0|0.0002|4.0989|-1083.124207|566.68|955.22|0.2448|463.87|0.64548|-0.16952|2.3781|0.01903872|-1083.019748|3.5632|8.5229|8.5229
20_a47|0.0|0|1|1|0.0|0.0|0|0|1.1934608|0.055662511|-0.011237762|4.727387819|2|0.039520202|-0.505699304|-0.009220816|-0.052370531|10.95058273|0.071506228|1|1|0.087325054|-0.108236785|-0.297094867|2|0.61847122|-0.069674604|0.59534794|0.6888286020000001|-0.092005493|0.023587109|-50.14789824|12.85623208|43.63174229999999|0.311171398|-0.032859105|-24.89884887|69.09296541|-17.90996366|0.4642647929999999|2630.63609|375.4483088|-752.2184736|-9.761884958|0.404765791|7.022502229|13.10815891|5896.060936|-409.9991682|30.08893541|0.034758191|-103.815441|1263.735287|0.0|1.0|1.0|1.0|3.19|2.96|0.05|2.56|4.54|1.0|99.68|0.0|5.0|-4.06|28.0|-6.75|380.35|0.0|1.0|3.09|8.72e-05|0.0332|0.0316|2.63|0.0|1.86e-05|3.9808|-1335.708279|557.84|964.94|0.2807|426.08|0.68219|-0.16377|3.1747|0.03389691|-1335.620783|4.3277|8.6|8.6
5e_a40|0.0|0|0|0|0.0|0.0|0|1|1.661964758|-0.091305805|-0.004925115|6.167516491000001|0|0.044526749|-0.162528785|0.009890343|0.158430496|10.31198323|0.029272031|2|2|-0.184667138|0.005996234|0.010397494|0|0.535506399|-0.402340487|0.5087199929999999|0.864422751|-0.089724264|0.019851304|-42.66853738|9.440323938|170.7311133|0.135577249|-0.035889706|-17.38723451|48.81318333|-17.06741495|0.47779156|1986.384601|411.0778166|-512.0224486000001|-8.116440327000001|0.177640532|6.533857846|12.51197289|4158.984115|-243.4932098|20.75420252|0.012921086|-306.597267|622.6260756|1.0|0.0|1.0|0.0|3.03|2.73|0.21|4.3|3.74|1.0|79.16|0.0|3.0|-4.78|20.0|-5.66|303.77|1.0|1.0|3.33|1.66e-05|0.00505|0.0169|3.51|0.0|0.00678|3.7138|-1637.180703|493.19|802.38|0.5262|390.33|0.69675|-0.14786|7.87|0.01659566|-1637.162552|10282.0|7.6021|7.6021
12g_a40|0.0|0|0|0|0.0|0.0|0|0|1.687211672|0.037440516|-0.01011728|5.4161004020000005|0|0.036630824|-0.354104815|-0.001011175|0.075327376|10.31197254|-0.211162861|2|2|0.280045216|0.063401514|0.106286677|0|0.777835705|0.020185301|0.6941475490000001|0.8702014570000001|-0.099521372|0.012706769|-52.24208444|6.670206427999999|130.7472028|0.129798543|-0.0435406|-26.21888031|59.29860462|-22.85591194|0.465725912|2287.970776|456.7977427|-731.3891821000001|-11.99782981|0.147968773|7.692740528|14.39849078|5211.675486|-383.9305539|26.82520454|0.013442698|-369.5858437|858.4065454|1.0|0.0|1.0|0.0|3.24|3.2|0.0|4.83|5.14|2.0|93.78|0.0|2.0|-6.46|23.0|-4.91|362.23|0.0|1.0|4.4|3.43e-07|0.000124|0.000586|5.07|0.0|8.57e-05|3.1577|-2173.0224510000003|540.25|896.63|0.3539|429.31|0.67055|-0.13191|1.9175|0.02230594|-2172.988604|2.7075|6.1403|6.1403
4R4l_a46|0.0|0|0|0|0.0|0.171853072|1|1|2.155247543|-0.058870177|-0.004736212|5.587248657999999|1|0.049498645|-0.255755434|0.0066560469999999|-0.060895366|10.94631401|-0.161358058|1|1|-0.1012114369999999|0.0071939419999999|0.010799648|1|0.7940662409999999|-0.001318857|0.7936534740000001|0.896653672|-0.084697739|0.007084496|-45.96797819|3.844966512|177.33836430000002|0.103346328|-0.02989332|-26.65896664|49.44228224|-16.223992300000003|0.4568839389999999|2165.83681|486.6405745|-827.4236073|-8.805242402000001|0.121701516|5.669819400000001|10.43942503|4923.057044|-449.0673625|18.4720714|0.006401537|-410.6276419|942.0756413|1.0|1.0|1.0|1.0|3.92|3.24|0.36|4.64|5.02|1.0|105.77|0.0|3.0|-5.28|26.0|-5.23|347.45|1.0|1.0|4.09|5.25e-06|0.00182|0.0027|4.49|0.0|3.47e-05|4.1152|-1092.728268|584.44|1038.78|0.1678|498.78|0.40548|-0.17475|2.1973|0.02589231|-1092.544322|2.3035|6.8633|6.8633
47g_a18|0.0|0|0|0|0.0|0.0|1|1|0.0|-0.005500039|-0.005817448|4.844187086|0|0.031179487|-0.477030713|0.0036509859999999|0.033759227|10.94702253|-0.008224928|0|0|-0.071877686|-0.264839041|-0.3927204379999999|0|0.765824398|-0.009917608|0.745431271|0.834424154|-0.08547236|0.013404131|-72.53379954|11.37505183|111.5517627|0.165575846|-0.029212072|-46.97287277|86.33162323|-24.79003275|0.4913566339999999|3367.0578530000003|708.1114197|-1958.412588|-21.03738872|0.268129223|10.33698377|20.32265524|7870.887027|-1661.953709|33.87214455|0.016259076|-393.5416883|2675.8994190000003|1.0|1.0|0.0|1.0|4.87|0.0|0.34|3.22|3.6|3.0|164.47|1.0|13.0|-6.11|40.0|-6.4|541.68|0.0|0.0|2.83|7.76e-07|0.000421|0.00163|4.52|1.0|3.27e-07|3.0965|-1743.346243|905.71|1604.37|0.5955|874.26|0.69828|-0.12789|4966.0|0.02960182|-1742.847918|5.9864|8.0458|8.0458
12at_a36|0.0|1|0|0|3.4361495580000003|0.0|2|2|0.0|-0.04229234|-0.010886502|5.351858133|2|0.039952719|-0.653190113|-0.001148437|-0.076129505|10.95446888|-0.037590959|1|1|0.091520225|-0.136151085|-0.227404687|1|0.817851296|-0.08859337|0.7767870459999999|0.751856692|-0.110637955|0.029516069|-76.61315774|20.43891035|95.16663336|0.248143308|-0.037537878|-40.6250081|95.60375457|-25.99374995|0.49342323|3041.832389|520.6361161|-1455.649997|-17.99981985|0.325557803|8.837213274|17.44496351|6537.399158|-1007.989912|38.54110857|0.027424543|-241.591008|2158.30208|1.0|0.0|0.0|0.0|4.9|0.0|0.17|2.7|1.67|1.0|135.03|0.0|7.0|-4.18|33.0|-7.18|439.47|0.0|0.0|1.76|6.579999999999999e-05|0.0289|0.0367|2.53|0.0|0.000106|3.8408|-1460.797444|733.29|1238.61|0.4765|589.75|0.42968|-0.15607|6.4676|0.03651452|-1460.61293|8.9532|7.1079|7.1079
14e_a23|0.0|0|1|1|0.0|-4.45581912|0|0|3.052208981|0.059967018|-0.008865361|5.351858133|2|0.044241453|-0.4787294729999999|0.001027627|0.021081733|10.3132176|-0.009871698|2|2|0.072830644|-0.07256543|-0.226146643|2|0.560094237|0.133270225|0.5415996160000001|0.925392058|-0.089453046|0.018022127|-62.2612068|12.5437807|48.244071000000005|0.074607942|-0.03935934|-35.54678231|74.75779594|-27.39493099|0.49543439|3255.313968|644.0923882999999|-1369.74655|-19.06744972|0.203474128|8.020794334|15.89643482|7663.17288|-953.3724859|34.39302091|0.017954325|-412.7765217|1719.6510460000002|0.0|0.0|1.0|1.0|3.54|3.62|0.09|4.42|6.19|2.0|125.29|0.0|6.0|-6.38|34.0|-6.06|479.48|0.0|0.0|4.5|4.1200000000000004e-07|0.000198|0.000773|4.46|0.0|2.85e-06|3.7033|-1966.943431|706.39|1209.58|0.3178|571.39|0.63922|-153.0|3.7696|0.02250947|-1966.785007|5.5469|8.5214|8.5214
21c _a23|0.0|0|1|1|0.0|0.0|0|0|3.311482916|0.178300778|-0.009944003|5.4161004020000005|2|0.043130342|-0.576752175|0.003456487|-0.092608459|10.3132171|-0.039311241|2|2|0.118226959|-0.0201427689999999|-0.036896213|2|0.7641222459999999|0.149511954|0.7301130229999999|0.790596437|-0.098699133|0.014036138|-70.15570019|9.976937758|323.3651097|0.209403563|-0.040210758|-42.26586935|79.71722579|-28.58195193|0.468609427|3161.1237530000003|561.9588018|-1543.4254039999998|-20.31615463|0.165442725|8.945789862|16.83467928|7227.157398|-1097.07235|34.24804117|0.013451712|-475.6090385|1849.394223|0.0|0.0|1.0|1.0|3.68|3.11|0.08|3.1|3.42|1.0|133.35|1.0|6.0|-5.63|34.0|-7.13|468.53|0.0|0.0|3.0|2.35e-06|0.0011|9.0|2.86|0.0|2.2e-05|3.6649|-1837.932192|747.88|1275.12|0.3329999999999999|587.02|0.5885699999999999|-0.15089|6.0226|0.03257532|-1837.736174|8.3979|7.1752|7.1752
14a_a5|0.0|1|0|0|2.948727373|0.0|1|1|0.0|-0.056730193|-0.0053665219999999|4.59511985|3|0.027375887|-0.316624785|0.002956745|-0.086229994|10.9488747|0.024793388|1|1|-0.213526163|-0.010147323|-0.016337128|2|0.7333482170000001|0.144729708|0.71006207|0.7909255559999999|-0.078681402|0.0173669719999999|-53.20786056|11.74431806|134.62273080000003|0.209074444|-0.0271808479999999|-36.98479273|69.71575554|-18.38089729|0.470085022|2836.468636|534.8590069|-1010.949351|-12.42997952|0.370216665|8.424031251|15.89694877|6177.303329|-683.6488737000001|29.18606491|0.024411136|-175.53051609999997|1605.23357|0.0|1.0|1.0|1.0|3.24|2.41|0.2|4.56|4.38|1.0|123.0|0.0|6.0|-4.15|32.0|-7.08|425.48|0.0|1.0|3.05|7.15e-05|0.0304|0.0256|2.55|0.0|6.16e-07|4.1501|-1390.546425|692.8|1195.01|0.5853|508.64|0.65789|-0.1676|2.7115|0.04629687|-1390.352729|2.8163|6.9508|6.9508
14ad_a23|0.0|0|1|1|0.0|0.0|0|0|3.3437482860000003|-0.1101542319999999|-0.00790478|5.351858133|2|0.0444129979999999|-0.4663820279999999|0.008996289|-0.05348283|10.31321689|-0.031279567|2|2|0.2086248289999999|-0.143336826|-0.253318853|2|0.7763406840000001|0.165157698|0.7317531540000001|0.887131635|-0.085840335|0.033831691|-61.35364811|24.18091285|52.63180108|0.112868365|-0.029653934|-30.226481300000003|85.20135045|-21.19489662|0.46995189|3209.330728|634.0697778|-1165.7193140000002|-15.14887177|0.424119041|8.661363236|16.34071148|7308.229822|-833.1879476|36.80430179|0.033365494|-108.4705382|2024.236598|0.0|0.0|1.0|1.0|3.73|3.49|0.12|3.48|4.03|2.0|133.27|0.0|7.0|-5.8|34.0|-6.68|471.53|0.0|0.0|3.39|1.6e-06|0.000753|0.0038799999999999|3.52|0.0|1.17e-05|3.3867|-1858.942973|747.83|1287.26|0.4106|618.01|0.6956600000000001|-0.13734|5.2331|0.01481488|-1858.733603|6.7584|8.3595|8.3595
12g_a30|0.0|0|0|0|0.0|0.0|2|2|0.0|0.096186205|-0.010447128|5.351858133|2|0.039951691|-0.574592016|0.001371944|0.007330206|10.31162838|-0.049719762|1|1|-0.067792064|-0.084317059|-0.152855196|1|0.817497287|-0.0430471959999999|0.770326886|0.783662781|-0.10344931|0.027436565|-70.11305057|18.59520651|133.2169768|0.216337219|-0.040568357|-39.593913|83.29752441|-27.49531395|0.459011202|3058.2873170000003|531.1295763|-1402.261011|-18.63502363|0.225689271|8.694447089|16.07139949|6688.137428|-950.3862054|35.50940589|0.019453222|-371.8296813|1810.9797|1.0|0.0|1.0|0.0|4.67|0.0|0.13|3.4|2.48|2.0|133.52|0.0|6.0|-6.0|32.0|-6.22|439.49|0.0|0.0|2.36|1.01e-06|0.000444|0.00427|3.89|0.0|0.000165|3.5592|-1743.174676|717.55|1206.02|0.2449|577.31|0.26238|-0.15077|3875.0|0.04012224|-1743.029147|5.3027|8.0334|8.0334
12u_a30|0.0|0|0|0|0.0|0.0|2|2|0.0|0.028039604|-0.006935447|5.351858133|2|0.043383838|-0.367578706|0.002431329|0.028815747|10.31162873|-0.0646674999999999|1|1|-0.15896471|-0.0493878409999999|-0.0857954809999999|1|0.8149999040000001|-0.055829439|0.711738503|0.84944095|-0.097867106|0.015562896|-65.55148142|10.42404292|78.15130994|0.15055905|-0.03794847|-34.72068676|75.26051582|-25.41792137|0.443167712|3001.03926|568.9563615000001|-1245.478147|-17.02494806|0.189537132|7.804487592999999|14.01586754|7133.515802|-834.2224549|31.36222814|0.014495402|-415.8966522|1536.749179|1.0|0.0|1.0|0.0|4.63|0.0|0.14|5.11|3.92|2.0|137.3|0.0|5.0|-6.58|31.0|-5.52|467.37|0.0|1.0|3.59|2.64e-07|0.000123|0.0004269999999999|5.12|0.0|7.39e-06|3.5003|-2494.927579|705.15|1202.06|0.1502|559.16|0.6847|-0.1486299999999999|5.3020000000000005|0.03472994|-2494.7995530000003|7.0553|7.4647|7.4647
6f_a40|0.0|0|0|0|0.0|0.0|1|2|1.750582483|0.134099184|-0.01691341|6.401917197|0|0.038309179|-0.8287570679999999|-0.009302776|0.075227997|10.30179966|-0.190617284|2|2|-0.233222505|0.048543494|0.092206207|0|0.7710013309999999|-0.032826285|0.742681934|0.655786513|-0.130571562|0.015998475|-83.88605319|10.2782635|207.7174501|0.344213487|-0.052228625|-55.39203581|92.77827871|-33.55442128|0.410805404|3021.330686|421.31181889999993|-1509.948957|-21.5571287|0.137191276|6.993991456|11.87042702|7328.308886|-970.0707913999998|38.88975659|0.013841059|-466.1748926|1750.039046|1.0|0.0|1.0|1.0|4.05|2.53|0.21|3.66|2.66|1.0|124.54|1.0|5.0|-6.95|30.0|-6.9|457.55|0.0|0.0|2.61|1.13e-07|5.18e-05|0.0105|3.09|0.0|0.0967|2.57|-2426.924155|668.95|1139.55|0.2362|507.64|0.66642|-0.1131799999999999|6.2384|0.04845403|-2426.787111|8.7269|7.3768|7.3768
