molecula|SaaNH|SssssC|SRW09|nAHRing|nARing|SaasN|MATS2c|SRW07|n6HRing|JGI4|MATS7i|AATSC1are|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|BIC2|MATS8d|SIC2|GATS1pe|FNSA3|PBF|FPSA3|PNSA3|PNSA5|RNCS|FNSA4|WNSA5|WPSA3|FNSA1|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomShapeIndex|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50
12a_a30|0.0|0.0|7.412764017000001|2|2|0.0|0.033691224|5.351858133|2|0.040166667|-0.096804291|0.005050384|10.31162903|-0.094932667|1|1|0.005458948|-0.171649606|-0.053309522|0.7885597609999999|-0.171895425|0.842671963|0.7961424690000001|-0.07699057|0.337975309|0.016292604|-47.73588073|-60.22802588|85.47365107|-0.037665934|-37.34272719|6.263330101|0.805190202|-29.59731695|69.45678454|-23.35372432|57.83766054|0.469799116|518.4718832|-1144.332492|2256.680391|-14.47983299|0.194809798|7.362386058999999|0.88607758|120.786445|-709.5118166|29.00398472|0.014884556|-378.4495438|1421.195251|620.9195447000001|1.0|0.0|1.0|4.65|0.0|-6.64|3.84|2.62|0.0|127.28|0.0|1.0|5.0|29.0|-5.98|398.48|0.0|0.0|2.63|-4.85|0.00208|1.4e-05|3.87|0.0|0.0|9.21e-05|-0.05184|5045.0|3.4885|-1575.7783980000002|668.81|1122.01|355.41|245.76|507.17|0.68599|0.1511|4.1875|-0.19994|0.03289568|-1575.597759|4.7368|7.9469
12_a4|0.0|0.0|7.535296702|1|1|2.070952433|-0.1494133309999999|5.4161004020000005|2|0.0381179139999999|-0.0334644329999999|0.005795666|10.31168324|0.028152112|1|1|0.009024784|-0.055590089|-0.051501982|0.8157155359999999|0.04172421|0.8749408470000001|0.531333552|-0.070256284|0.636722126|0.01168879|-41.69390404|-44.33087544|15.80191019|-0.025916226|-26.30835499|4.116653575|0.717772573|-24.74343259|53.59101661|-15.38009964|48.6306683|0.470780296|477.8721263000001|-753.6248824|1962.933988|-9.127388465|0.282227427|6.223583758999999|0.889574393|167.4891205|-447.2420348|21.42753878|0.015603795|-258.476202|1049.9494|608.4548423|1.0|1.0|0.0|3.41|2.94|-7.84|3.69|4.98|0.0|113.02|0.0|1.0|4.0|29.0|-6.84|404.48|0.0|1.0|3.3|-4.33|0.0266|4.64e-05|2.72|0.0|0.0|5.85e-06|-0.06898|4.8592|3.8083|-1617.861623|640.67|1101.33|325.57|255.16|503.28|0.68825|0.0464|7.8701|-0.2312199999999999|0.03555871|-1617.634733|10.1971|5032.0
13c_a5|2.944180713|0.0|6.605297921|1|1|0.0|-0.2071929139999999|4.59511985|3|0.024822695|-0.010689086|0.005288472|10.94530327|-0.018055556|1|1|0.006110714|-0.017427549|-0.092592608|0.770478689|-0.033833834|0.822789227|0.6775573359999999|-0.077308234|0.4148662979999999|0.023143526|-50.97293525|-50.50012762|158.67712230000004|-0.025039414|-33.29709668|10.06137448|0.551328235|-33.60884086|70.46156718|-16.50965711|66.23254483|0.46617977|527.6071331999999|-858.5021696|1235.709541|-10.8855893|0.448671765|8.492261628|0.873289814|295.8302846|-566.0506435|29.94524142|0.0302745689999999|-67.68621352|1557.152554|656.208474|0.0|1.0|1.0|3.13|2.58|-8.09|4.23|3.29|0.0|120.88|0.0|1.0|5.0|31.0|-7.28|411.46|0.0|1.0|2.68|-3.96|0.1169999999999999|0.000109|2.15|0.0|0.0|3.36e-06|-0.05615|4706.0|4.2145|-1351.274441|676.53|1153.36|294.18|263.46|513.33|0.51479|0.1666|2.3276|-0.22939|0.03747691|-1351.067237|2.9732|6.9101
8g_a8|3.073183107|0.0|7.535296702|1|1|1.298078704|-0.000475415|5.4161004020000005|0|0.0438779959999999|0.000966222|-0.009140059|10.94318883|-0.03728368|1|1|-0.007047583|0.001970629|0.0794962979999999|0.734188081|-0.0571942009999999|0.790058057|0.656457444|-0.136742629|0.298992226|0.031118325|-83.78686741|-79.46906035|171.26571059999998|-0.052430233|-48.6934008|11.68315869|0.8330608209999999|-51.33906829|90.27531534|-32.12579035|102.8541256|0.479218966|327.1604688|-1509.912147|2148.49832|-19.68456628|0.166939179|7.440878437999999|0.920192814|102.2893227|-925.1746152|38.56355928|0.017636126|-408.1554248|1812.487286|551.1746801|0.0|0.0|2.0|3.31|2.96|-7.4|4.11|3.89|0.0|111.38|0.0|1.0|4.0|31.0|-6.34|417.39|0.0|0.0|3.5|-4.94|0.00209|1.16e-05|3.53|0.0|0.0|1.67e-05|-0.05849|3.7495|3.7495|-1450.9549470000002|635.27|1083.78|330.67|330.67|489.97|0.69221|0.3904|6.0697|-0.21391|0.04147516|-1450.787398|7.5762|5.3768
8b_a50|3.1324050960000003|0.0|7.860570786|1|1|2.021915391|-0.115740384|5.777652323|1|0.035718954|-0.096039086|0.006841944|10.945024|-0.0180233089999999|2|2|0.007057361|-0.170496134|-0.065440141|0.809463375|-0.031953774|0.8836675340000001|0.71043578|-0.072629787|0.267094693|0.021513107|-34.79187329|-37.39727879|131.417573|-0.030360051|-17.91443197|4.93661461|0.6717097959999999|-16.66636363|49.02840043|-14.54338619|45.09730487|0.428882006|404.9478761|-523.561903|1401.458274|-6.966723542|0.328290204|5.292277178|0.75095166|157.2609748|-250.8020475|21.65129387|0.024280552|-164.5084115|779.4465792000001|339.5806858|1.0|1.0|1.0|3.21|1.69|-5.94|3.14|3.41|0.0|89.78|0.0|2.0|2.0|23.0|-6.32|299.33|1.0|1.0|2.51|-3.81|108.0|0.000154|2.55|0.0|0.0|0.000347|-0.02903|4.5256|4.1804|-967.3527447|515.81|857.53|296.58|273.96|353.17|0.59283|121.0|3.8213|-0.20144|0.036701907|-967.258772|5.8205|7.1675
8_a20 (IN-1130)|3.443195704|0.0|6.842683282|0|0|0.0|0.063195236|4.727387819|2|0.0396875|0.1728459339999999|-0.006620594|10.94899447|-0.0574882679999999|1|1|-0.004654742|0.293415753|-0.049177437|0.760688473|-0.0957193819999999|0.817914963|0.7741509329999999|-0.09623672|0.354945501|0.0158089389999999|-63.72828772|-64.75689362|336.574332|-0.035730972|-42.88223811|6.93243166|0.7481063720000001|-42.20109173|77.31081766|-23.66117267|74.19702161|0.4824986429999999|481.70475260000006|-1230.3809789999998|1829.419484|-15.66851008|0.251893628|8.005662608|0.932362084|166.8048285|-814.7625241000001|31.628086|0.018957805|-328.593789|1644.660472|684.5377542|1.0|1.0|2.0|3.49|2.43|-9.63|4.97|4.08|0.0|122.86|0.0|1.0|5.0|32.0|-6.83|420.47|0.0|1.0|3.14|-4.55|0.00596|2.82e-05|2.87|0.0|0.0|9.86e-08|-0.07014|4.9797|3.2329|-1368.412748|696.06|1192.01|383.5|248.98|517.94|0.7007399999999999|0.1361|3803.0|-0.20636|0.04004011|-1368.180121|5.4751|7.4437
17a_a25|0.0|0.0|6.842683282|0|0|1.826085128|0.0055894319999999|4.727387819|2|0.043274232|-0.017081614|0.0063846319999999|10.93106298|0.006360768|1|1|0.006423059|-0.02776212|-0.047099434|0.748718056|0.0114970419999999|0.8005589320000001|0.659740852|-0.06234901|0.348821736|0.012665055|-44.46905084|-56.61512986|93.75234138|-0.0297670279999999|-40.379488|6.442637379|0.755980502|-31.71656603|67.57985355|-21.2306737|53.50212109|0.468791604|623.7797651000001|-1188.917727|2432.071525|-15.142307999999998|0.244019498|8.996672966|0.882500365|174.0415044|-847.969248|28.08362601|0.015373381|-365.1448527|1572.683056|781.7487682|1.0|1.0|1.0|3.48|3.47|-9.98|4.83|5.31|0.0|131.06|0.0|1.0|7.0|33.0|-6.18|433.5|0.0|1.0|4.04|-5.13|0.00325|7.44e-06|3.9|0.0|0.0|4.54e-08|-0.05255|5.2683|3.9347|-1391.625102|747.06|1271.9|315.11|235.34|598.67|0.6722|0.1735|3.4677|-0.21559|0.0362293|-1391.385492|5.1401|7.6021
5_a15|0.0|0.0|0.0|0|0|0.0|-0.222657379|0.0|2|0.035982906|0.0729170329999999|0.000420839|10.95880662|0.0118220069999999|0|0|0.003194793|0.1093187759999999|-0.187421793|0.704479781|0.020920163|0.74438723|0.7950674740000001|-0.06128567|0.743577162|0.032616864|-45.57134103|-73.61131563|119.95308020000002|-0.0273088679999999|-54.73655332|18.03465935|0.5089899720000001|-33.88634094|100.6631306|-20.30656983|69.82487767|0.486150431|649.9369163|-1177.78105|2179.757502|-15.09973885|0.491010028|7.795174584|0.946094849|365.1095806|-875.7848531999999|39.89581513|0.036380071|-13.36968593|2313.9572780000003|779.0599798999999|1.0|1.0|1.0|3.79|3.68|-9.65|4.92|6.01|0.0|127.97|0.0|1.0|8.0|33.0|-5.55|443.49|0.0|1.0|4.29|-5.66|0.000304|2.18e-06|4.86|0.0|0.0|9.970000000000001e-08|-0.03714|4.3299|3.6257|-1470.816175|737.16|1272.84|341.96|286.35|629.67|0.70244|0.0199|4.3576|-0.18553|0.03640044|-1470.55517|6.35|7.8861
15b_a10|0.0|0.0|7.535296702|1|1|2.145379897|-0.197213588|5.4161004020000005|2|0.033219955|-0.111812184|0.011484257|10.92966694|-0.058911857|1|1|0.011928706|-0.175869992|-0.174170642|0.791078367|-0.104250125|0.83320417|0.7199249390000001|-0.046334564|0.697099355|0.015973068|-31.76194123|-50.44100799|43.96642219|-0.024105015|-34.57687319|7.505718446|0.670236374|-21.77253505|62.53159836|-16.52377848|42.7113409|0.414077981|631.9674549|-958.3791518|2603.829652|-11.32690674|0.329763626|6.6940006620000005|0.706711759|226.0501037|-656.9605906|24.65365821|0.017637846|-233.3911134|1429.912176|766.4127559|0.0|1.0|0.0|3.61|3.89|-8.18|4.34|4.44|0.0|123.73|0.0|1.0|7.0|31.0|-6.34|413.51|1.0|0.0|3.66|-4.64|0.0185|2.28e-05|3.49|0.0|0.0|2.73e-06|-0.04734|5.7620000000000005|3.7625|-1317.766641|721.17|1231.3|329.52|215.17|587.53|0.68906|0.1595|4.7752|-0.20313|0.02977516|-1317.4913390000002|6.1384|7.0706
12ac_a36|3.4419617660000004|0.0|7.412764017000001|2|2|0.0|-0.050997272|5.351858133|2|0.042560386|0.03586247|0.000584134|10.95345846|-0.0121300989999999|1|1|0.0018565629999999|0.060445359|-0.098698552|0.811459853|-0.020272679|0.863165958|0.770400825|-0.080202334|0.4712820929999999|0.021508835|-55.68500110000001|-72.4798052|118.0445703|-0.036062573|-50.32319912|10.36858115|0.7316461470000001|-38.66245764|86.51036063|-25.03847816|70.61872461|0.44477577|541.3322795|-1377.116299|2455.459827|-17.38437788|0.268353853|8.126831024|0.801074136|186.3198219|-956.1407834|34.22211444|0.020208014|-321.66684580000003|1882.216294|716.9974499|1.0|0.0|2.0|4.86|0.0|-6.89|3.16|2.09|0.0|133.95|0.0|1.0|6.0|32.0|-7.21|423.47|0.0|0.0|1.84|-3.95|0.0653|0.000112|2.36|0.0|0.0|5.4600000000000006e-05|-0.0527399999999999|3.8843|3.8594|-1385.606133|711.77|1200.61|321.25|319.2|554.84|0.56357|0.0249|4.0208|-0.20949|0.03998989|-1385.382927|5.4387|7.8861
11f_a5|2.967866825|0.0|6.605297921|1|1|0.0|-0.251797205|4.59511985|3|0.021060606|-0.083432989|0.00722997|10.94877949|-0.0080939669999999|1|1|0.008309782|-0.1323098|-0.128153787|0.756843253|-0.016518403|0.800575032|0.750555185|-0.068361657|0.368815548|0.0221464629999999|-47.57801621|-51.92819555|70.39517801|-0.022252743|-36.14073513|10.72733576|0.5109475960000001|-33.11311829|73.05195434|-15.48735657|62.99140465|0.463183664|589.7388387999999|-882.7793242999999|1125.122028|-10.77881574|0.489052404|9.683662007|0.8628345190000001|340.3683339|-614.3924972|30.31104695|0.030351311|-15.23851001|1727.7296760000002|753.9168511|0.0|1.0|1.0|3.35|2.87|-8.67|4.61|3.53|0.0|126.79|0.0|1.0|7.0|32.0|-6.99|427.5|1.0|0.0|2.95|-4.26|0.0477|5.479999999999999e-05|2.7|0.0|0.0|9.06e-07|-0.03862|4.4523|4.1356|-1391.7602960000002|729.96|1239.35|299.8|278.47|579.1|0.64937|0.1834|2.1313|-0.20772|0.03804804|-1391.50739|2.9697|7.9208
16c_a32|3.329674745|0.0|7.765993078999999|0|0|0.0|0.191088217|5.733341277|0|0.03995614|-0.03152033|-0.0064007569999999|10.31100271|-0.036931818|3|3|-0.00369116|-0.057356214|-0.1260956869999999|0.8607827790000001|-0.061904762|0.915639476|0.764217655|-0.088841599|0.367322508|0.025791147|-53.00702241|-71.59058881|102.2022233|-0.038178095|-42.71426897|9.181311842|0.6846367059999999|-31.62645048|86.97970500000001|-22.77882371|68.39521789|0.463897164|461.2334662|-1002.268243|3143.196853|-13.59090376|0.3153632939999999|6.313526111|0.8653137670000001|188.1603823|-597.9997655000001|33.27140293|0.02579269|-220.3256617|1463.941729|513.9156315|1.0|1.0|2.0|3.5|3.08|-6.99|5.64|4.21|0.0|107.14|1.0|1.0|7.0|27.0|-6.44|399.49|0.0|1.0|3.41|-4.41|0.000366|3.89e-05|3.23|0.0|0.0|4.13e-05|-0.0505|3.6264|3.6264|-1916.6792|639.66|1069.28|341.89|341.89|508.43|0.70198|0.2955|4.0551|-0.20047|0.02806787|-1916.536967|5.3459|8.3468
12_a47|2.903215905|0.0|6.605297921|0|0|0.0|-0.155854903|4.59511985|2|0.036632997|0.001435849|-0.0047488359999999|10.95005729|0.0295267039999999|1|1|-0.004332024|0.003417588|-0.006318684|0.8288334490000001|0.050943962|0.90246604|0.618808977|-0.084846808|0.266995634|0.018014416|-44.18983348|-47.83891561|63.89392714|-0.034116917|-24.91541818|4.886454935|0.680723821|-23.01490672|61.09751253|-17.76874008|53.5720844|0.4792593739999999|408.3591283|-621.9059029|702.3796319|-9.25429818|0.319276179|7.042279354|0.920341815|166.28511369999998|-323.9004363|26.10271529|0.025457205|-188.2488142|913.5950352|335.1175012|1.0|1.0|2.0|2.73|1.67|-8.11|4.19|4.98|0.0|91.63|0.0|1.0|3.0|24.0|-5.94|339.75|1.0|1.0|3.37|-4.56|0.0106|2.77e-05|3.43|0.0|0.0|2.61e-06|-0.0623|4.2907|3.9538|-1488.101254|537.79|886.46|313.58|288.96|400.09|0.68557|0.2241|2.1019|-0.2256|0.03721125|-1488.024564|3.5884|8.2
26_a20|0.0|0.0|6.842683282|0|0|1.877209467|-0.000846851|4.727387819|2|0.0396875|0.1516835819999999|0.003085806|10.93106273|-0.033102079|1|1|0.003149352|0.249416844|0.0346782989999999|0.7541508029999999|-0.055150498|0.8096894440000001|0.690530489|-0.0862808009999999|0.423153994|0.012753218|-58.21621279|-55.81998701|299.8332395|-0.0327795789999999|-37.66339899|5.806030949|0.7848887259999999|-39.28020352|65.85953426|-22.11735334|66.82118688|0.472355054|535.3119506|-1172.219727|2534.075607|-14.92323356|0.215111274|7.598632688999999|0.8952138340000001|145.1419493|-790.9313788|28.17896678|0.014879363|-384.4457279|1493.485239|712.1606951|1.0|1.0|1.0|3.42|3.07|-9.18|4.5|4.62|0.0|125.0|0.0|1.0|5.0|32.0|-6.28|419.48|0.0|1.0|3.66|-5.02|0.00305|9.51e-06|3.63|0.0|0.0|2.780000000000001e-07|-0.05097|4.8421|3.8894|-1352.315376|715.27|1211.34|318.77|256.05|543.96|0.68167|0.0814|3.8173|-0.21226|0.03774288|-1352.098465|4.8742|6.8827
1h_a5|2.9516097130000003|0.0|6.605297921|0|0|0.0|-0.259241577|4.59511985|2|0.026339869|-0.02598568|0.008031558|10.94466758|-0.044117647|1|1|0.007357977|-0.043247682|0.034752304|0.780175595|-0.082079343|0.8436458929999999|0.6977404359999999|-0.067599619|0.39793593|0.008798715|-35.25675213|-36.2462047|160.0744187|-0.027798699|-18.90429957|2.393400474|0.7450549759999999|-18.38824808|44.51475742|-14.49848188|39.84574434|0.489507204|459.3001331|-579.9392753|819.6979313999999|-7.561719827|0.2549450239999999|6.711386288|0.958891501|132.96722079999998|-302.4687931|19.45961351|0.01585373|-255.618083|778.3845404|409.0289917|1.0|1.0|1.0|2.8|2.07|-8.41|4.99|4.51|0.0|95.45|0.0|1.0|3.0|24.0|-5.77|312.37|1.0|1.0|3.43|-4.45|0.0174|3.5600000000000005e-05|3.43|0.0|0.0|1.21e-06|-0.04124|4652.0|4.3651|-990.6346565|556.57|934.7|284.03|266.52|430.83|0.57155|0.1754|2.2396|-0.21921|0.031392033|-990.523098|3.3752|7.5528
1k_a5|2.9020229360000003|0.0|6.605297921|0|0|0.0|-0.216088148|4.59511985|2|0.026339869|-0.095857885|0.003886035|10.9489659|-0.011848312|1|1|0.003708988|-0.220946861|0.019611905|0.7824502320000001|-0.022280685|0.851987765|0.558485747|-0.078995018|0.425724957|0.010892351|-40.40908188|-38.00629774|165.11680719999998|-0.0301207529999999|-19.44172742|2.850231839|0.724954458|-20.67084672|47.83775802|-15.40795854|45.98095096|0.48165588|400.8898627|-570.0944662|824.0133397999999|-7.881781385|0.275045542|6.710535795|0.929220303|140.69669409999997|-291.6259112|21.25369168|0.019219352|-230.14624|786.3865923|357.34245360000006|1.0|1.0|1.0|2.71|2.02|-8.3|4.88|4.76|0.0|90.44|0.0|1.0|3.0|24.0|-5.99|316.33|1.0|1.0|3.42|-4.3|0.0336|4.970000000000001e-05|3.16|0.0|0.0|1.58e-06|-0.04516|4.7221|4.4063|-1050.548505|533.8|890.76|281.38|262.56|398.63|0.5282|0.1239|1.5911|-0.22504|0.03133456|-1050.468159|2.3036|7.3188
6b_a31|3.404988662|0.0|7.773594467000001|1|1|0.0|0.052690797|5.733341277|0|0.037803618|0.11647286|-0.011483229|10.31169819|-0.053655833|2|2|-0.008439437|0.1978523089999999|-0.002840672|0.78240875|-0.084489161|0.841537966|0.795570315|-0.12081047|0.146652651|0.032992761|-73.70779766|-78.37648097|159.79549319999998|-0.045675611|-47.81835367|12.28107483|0.7459204140000001|-44.96993859|93.1058799|-27.86719323|93.83704414|0.4807018779999999|383.0600707|-1254.023695|2063.736075|-17.0020813|0.254079586|7.513612533|0.925676135|155.0167518|-765.0936586|37.35947255|0.024142162|-300.0775025|1681.1762649999998|536.6368656000001|1.0|1.0|2.0|3.55|2.73|-7.33|5.19|4.0|0.0|109.69|0.0|1.0|4.0|29.0|-6.5|404.44|0.0|1.0|3.3|-4.66|0.000947|2.18e-05|3.2|0.0|0.0|1.89e-05|-0.05835|3.2949|3.2949|-1652.671944|637.06|1077.19|376.29|376.29|492.36|0.7013199999999999|0.4967|5.9085|-0.1918|0.03623358|-1652.505041|8.8379|7.2676
12h_a40|0.0|0.0|7.515889085|0|0|1.760542171|0.104392974|5.4161004020000005|0|0.041915709|0.208938531|-0.000134504|10.31197256|-0.21893421|2|2|-0.002126898|0.367928263|0.127299624|0.7769829840000001|-0.335801908|0.845904643|0.6948809659999999|-0.0954337969999999|0.006997021|0.0117142839999999|-50.45378559|-48.34705035|208.6717565|-0.038796498|-25.56004046|3.274152035|0.844008584|-26.67382585|54.9311782|-20.51086984|56.64687411|0.4958138139999999|443.8158546|-676.8587047999999|603.6697997|-10.84365353|0.155991416|7.989299324|0.983394285|82.46928995|-357.8405665|24.30173133|0.012453938|-363.7398044|801.957134|350.9435025|1.0|1.0|1.0|3.19|3.0|-6.84|4.59|5.02|1.0|96.16|0.0|1.0|2.0|23.0|-5.13|361.25|0.0|1.0|4.22|-5.58|0.0002009999999999|2.61e-06|4.75|0.0|0.0|5.2e-05|-0.07512|4.1508|2.6436|-2153.207198|548.82|910.77|469.0|298.7|435.95|0.7041|0.3693|2.5573|-0.18432|0.02044063|-2153.123274|3.5425|6.0846
6_a4|0.0|0.0|7.535296702|1|1|2.170234316|-0.19701009|5.4161004020000005|2|0.035283951|0.042096749|0.011457667|10.92992785|-0.208689928|1|1|0.01098094|0.0671397079999999|-0.046166422|0.76089528|-0.340860215|0.810030118|0.664247086|-0.052396457|0.417868437|0.0077624059999999|-29.18838891|-37.33240845|14.1731579|-0.024618083|-20.7966895|2.408866521|0.814470803|-16.25991695|42.27020924|-13.71394596|33.5125766|0.423084148|526.7333132|-671.9833521|1968.0178670000005|-7.639600225|0.1855291969999999|5.758624844|0.733355042|103.3523757|-374.340411|16.83786074|0.008863911|-350.36323230000005|825.0551765|578.2065561000001|0.0|1.0|0.0|3.38|3.45|-7.99|5.1|5.23|0.0|109.7|0.0|1.0|3.0|27.0|-5.42|354.45|1.0|1.0|4.23|-5.11|0.0043799999999999|7.74e-06|4.28|0.0|0.0|3.67e-06|-0.04867|4.8714|4.0354|-1108.585859|613.83|1057.7|307.24|254.51|453.87|0.5877|0.0772|2.8026|-0.2182599999999999|0.02244097|-1108.392115|3.2192|5.8861
16_a15|0.0|0.0|0.0|0|0|0.0|0.072882981|0.0|2|0.035555556|-0.003882928|-0.009769916|10.31928197|-0.011969556|0|0|-0.00379317|-0.006331105|-0.046871961|0.729432583|-0.018331526|0.77948108|0.72660548|-0.08870471|0.7427725270000001|0.0070920509999999|-60.63825695|-69.38556779999999|53.93878231|-0.039472502|-47.4317527|3.31414791|0.868460507|-41.45211893|76.07332645|-26.98327637|65.48636021|0.419910645|494.6488764|-1457.096924|3014.308422|-18.44568161|0.131539493|6.798937229|0.7238723509999999|89.91997762|-996.0668068|31.07023998|0.009783192|-503.7568532|1677.792959|728.353441|1.0|1.0|2.0|3.59|2.93|-9.21|3.37|6.02|0.0|124.45|0.0|1.0|6.0|32.0|-6.27|446.52|0.0|1.0|3.59|-5.21|0.000442|6.14e-06|3.88|0.0|0.0|2.72e-07|-0.04082|4.1731|4.1295|-1770.509465|716.79|1229.58|300.24|297.1|600.98|0.66615|0.1409|8.0361|-0.20953|0.06079704|-1770.281427|11.7447|7.6778
19e_a38|3.376977671|0.0|7.412764017000001|2|2|0.0|-0.082311936|5.351858133|2|0.04508642|0.021678225|-0.001197042|10.94917392|-0.038386106|1|1|0.000347207|0.045449529|-0.091460175|0.839953955|-0.064035403|0.89459881|0.700181525|-0.083623427|0.552393659|0.02118651|-56.34606212|-68.82539051|118.734325|-0.03783113|-46.37503972|9.619015829|0.749190974|-37.96637911|82.37885703|-25.49088538|70.62168376|0.4655978389999999|523.2534216|-1376.50781|3426.997928|-17.17594064|0.250809026|6.596408983|0.871249918|168.99691289999998|-927.5007945|34.02454948|0.020114756|-335.8133169|1837.325672|696.3887025|1.0|1.0|3.0|4.96|3.08|-7.28|4.03|3.09|0.0|135.78|0.0|1.0|6.0|32.0|-6.39|427.48|0.0|1.0|3.3|-4.72|0.0049|1.89e-05|3.55|0.0|0.0|2.25e-05|-0.05139|5.2322|3.8587|-1409.582478|685.34|1183.12|321.31|236.96|532.67|0.58509|0.3738|5.8426|-0.20723|0.03483011|-1409.37733|8.0952|8.0083
8c_a31|3.435435563|0.0|7.765993078999999|1|1|0.0|-0.012583838|5.733341277|0|0.03995098|-0.106461724|-0.0080009219999999|10.31169969|-0.1029580369999999|2|2|-0.004832959|-0.178276512|-0.053983462|0.847752299|-0.1759864119999999|0.896193695|0.87237334|-0.1170607269999999|0.280934088|0.029669107|-64.57121646|-70.64275621|133.3100368|-0.039640027|-38.96685783|9.027343766|0.72308253|-35.61776956|82.77037329|-21.86561502|80.93682766|0.47508938|345.3445134|-918.3558307|1678.6836239999998|-12.06117028|0.27691747|6.820988495|0.90508624|152.7489054|-506.5691518|30.23944586|0.021986076|-246.1066271|1270.056726|423.1367008|1.0|1.0|2.0|3.51|2.9|-6.13|4.89|3.13|0.0|93.45|0.0|1.0|5.0|24.0|-6.7|342.42|0.0|1.0|2.83|-3.63|13.0|0.000237|2.38|0.0|0.0|0.0002549999999999|-0.03222|3.8492|3.8492|-1426.166503|595.67|981.89|322.11|322.11|475.72|0.7005|0.2597|3.3453|-0.19207|0.03744829|-1426.024361|5.1815|6.0915
4e_a46|0.0|0.092094405|7.825245291|1|1|2.12386814|0.1369980459999999|5.587248657999999|2|0.041636905|-0.08224348|-0.001404912|10.31928077|-0.05803828|1|1|0.002688298|-0.135489528|-0.030065705|0.77019676|-0.076733489|0.8146060740000001|0.69063113|-0.0835371459999999|0.68427144|0.010671173|-63.39469142|-64.33855433|105.0139519|-0.030951758|-48.825259|6.145520557|0.7951078540000001|-48.10898007|73.87174786|-23.48867857|71.49283399|0.4753010039999999|571.9794684|-1479.78675|3129.575458|-17.82509456|0.204892146|7.906917146|0.905854609|155.48860530000002|-1122.980957|29.54149986|0.0125621839999999|-447.9030518999999|1861.114491|942.2127953|1.0|1.0|2.0|4.5|2.68|-8.81|3.05|5.93|0.0|137.28|0.0|1.0|5.0|35.0|-6.6|488.6|0.0|0.0|3.5|-5.41|0.000405|3.92e-06|3.78|0.0|0.0|7.64e-07|-0.03893|4.2446|4.1773|-1884.613031|757.1|1343.97|296.81|292.1|655.69|0.56481|0.3109|1.9941|-0.21005|0.04805633|-1884.324182|3.2466|6.8125
19k_a38|3.218103741|0.0|7.412764017000001|2|2|0.0|0.0100827|5.351858133|2|0.0445691609999999|0.098947776|-0.011156837|10.95446448|-0.0184136539999999|1|1|-0.00835812|0.208892195|-0.060668296|0.853092207|-0.029357143|0.908591797|0.730686013|-0.112748779|0.389096157|0.0232707939999999|-71.54314527|-80.54577161|157.4834779|-0.044662847|-51.10918191|9.369654226|0.75964689|-45.3966925|94.38036132|-28.3401789|86.30929885|0.4769127179999999|417.968819|-1530.369661|2929.493496|-17.9828603|0.24035311|6.744851799999999|0.911726848|152.51267140000002|-971.0744563|37.3070426|0.021802691|-329.5105352|2014.5803|686.8472757999999|0.0|0.0|4.0|4.89|2.2|-6.41|2.34|1.65|0.0|133.79|0.0|1.0|6.0|33.0|-7.84|444.46|0.0|0.0|1.9|-3.62|0.0594|0.0002399999999999|1.65|0.0|0.0|0.000175|-0.05534|5.1869|3.5378|-1500.8984380000002|677.64|1172.22|350.45|239.03|502.43|0.70327|0.1156|9.1508|-0.20102|0.04615409|-1500.680373|12.5022|7.9666
