molecula|n9FaHRing|n9FaRing|SRW09|nAHRing|nARing|SaasN|MATS2c|AATSC1s|n6HRing|JGI4|SaaaC|AATSC1are|BCUTi-1|AATSC1pe|AATSC7i|n6aHRing|MATS8s|MATS8d|FNSA3|FNSA5|FPSA3|PNSA5|RNCS|TPSA_x|FNSA4|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|FPSA1|GeomRadius|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Dipole (water)|IC50|pIC50|pIC50
16_a3|0|0|6.823286122000001|0|0|0.0|0.183636734|-0.186717242|2|0.045993266|1.614080058|-0.010377537|10.31163046|-0.008409607|0.069124437|2|-0.142670655|-0.031683873|-0.108919585|-0.100138414|0.012203576|-49.45999101|248.6415425|149.4199775|-0.041233465|2.977102266|82.16042286|0.8296818009999999|-1.401937796|-26.57128935|-20.36587865|59.82469895|0.484889078|344.4962834|-692.4398741|1290.305313|0.1703181989999999|5.780331402000001|0.0143895839999999|-325.670405|834.5848652000001|328.71459869999995|7.107249553|1.0|1.0|1.0|3.13|2.59|0.0|21.0|4.74|4.57|92.93|2.26|90.44|1.0|-4.98|23.0|0.0|1.0|3.5|-4.49|0.0033799999999999|3.2200000000000003e-05|0.0104|0.0|6.97e-08|2.25e-05|3.19|3.2208|520.28|856.09|384.94|384.94|368.22|0.6944100000000001|0.6944100000000001|0.3866|-0.13195|2.8688|-0.2029|3613.0|42.0|7.3768|7.3768
14l_a23|1|1|7.423568444|0|0|3.402752757|0.060717916|-0.026530366|2|0.046283951|0.758109562|0.01269616|10.313217800000002|0.01180744|0.07815878|2|0.156652778|-0.1010279259999999|-0.053549434|-0.078204688|0.018669073|-51.59307331|40.34135162|51.94117061|-0.0328459689999999|8.125310915|81.90812552|0.7896261940000001|-1.642298442|-23.306234600000003|-21.66909079|47.64388017|0.492922575|607.777253|-1083.45454|2176.038061|0.210373806|8.006380163|0.01508774|-382.1434717|1372.110688|666.0036144999999|9.953660282|0.0|1.0|1.0|3.51|3.52|0.09|26.0|3.88|4.33|105.02|3.24|125.25|1.0|-5.85|31.0|0.0|0.0|3.78|-5.25|0.000608|5.61e-06|0.0023899999999999|0.0|1.65e-08|7.03e-06|3.79|3.6274|694.65|1185.79|341.8|341.8|560.51|0.67242|0.67242|0.4239|-0.14639|6.0563|-0.2183|8.2422|7.0|8.1798|8.1798
14w_a23|1|1|7.423568444|0|0|3.132012648|0.013971812|-0.109136569|2|0.046678487|0.6813799420000001|0.003379755|10.31321817|0.003906274|0.126238077|2|0.059273664|-0.049318182|-0.070714528|-0.088508061|0.022440155|-58.53311596|43.30287556|140.15462380000002|-0.035779855|9.814393755|90.15900589|0.743451788|-1.681653166|-30.92760432|-23.66232347|61.60607046|0.4972095239999999|521.1762769999999|-1112.129203|2283.383402|0.256548212|7.833745658|0.020725002|-322.004381|1495.89956|597.2903597999999|13.70608418|0.0|0.0|1.0|3.42|3.35|0.05|26.0|4.2|5.14|105.02|3.78|120.2|1.0|-5.68|32.0|0.0|0.0|4.05|-5.27|0.0009369999999999|5.41e-06|0.00242|0.0|1.17e-08|5.23e-06|3.97|3.6632|676.92|1150.31|338.46|338.46|535.54|0.6219399999999999|0.6219399999999999|0.3855|-0.14844|7.0157|-0.22824|9.8981|2.0|8.6737|8.6737
14o_a23|1|1|7.423568444|0|0|3.133942289|0.18835477|-0.301504331|2|0.046090147|0.6669152279999999|-0.002390707|10.3132174|-0.0004039459999999|0.416392114|2|0.000891427|-0.072078004|-0.072435569|-0.094138958|0.018054548|-66.92857564|110.3941788|68.19627862|-0.042454824|9.125801389|0.8929505459999999|0.800301554|-2.165196042|-36.61307972|-30.18347529|64.33441296|0.48945652|642.7588542000001|-1539.35724|2297.392496|0.199698446|9.016411722|0.019295686|-427.001863|1923.471511|676.4530574|13.71836682|0.0|1.0|1.0|3.55|3.62|0.09|26.0|3.97|6.18|114.25|3.04|126.97|1.0|-6.89|35.0|1.0|0.0|4.31|-6.0|6.38e-05|1e-06|0.0004969999999999|0.0|1.12e-08|5.57e-06|5.17|3.6989|729.11|1236.72|335.19|335.19|582.89|0.58581|0.58581|385.0|-0.1517|5.9294|-0.23229|8.3591|3.0|8.4815|8.4815
16_a4|0|0|7.535296702|1|1|1.843196334|-0.219944434|-0.095499301|1|0.04501634|0.0|0.0067511459999999|10.94592242|0.006466406|0.020218035|1|-0.0894138519999999|0.0293772029999999|-0.073335635|-0.080093659|0.013727656|-39.44800181|13.51923899|103.5057102|-0.033372358|3.330045338|74.430775|0.832461695|-1.201404885|-17.789707500000002|-16.43666742|42.88070889|0.455802506|389.0176968|-591.7200271|1522.164774|0.167538305|5.548106463|0.0115138339999999|-327.4903335|710.807513|322.8922084|5.67083266|0.0|0.0|0.0|3.26|3.08|0.11|17.0|4.49|4.96|30.71|3.44|85.02|1.0|-3.92|23.0|0.0|1.0|3.91|-4.43|0.0371|3.68e-05|0.0114|0.0|4.33e-07|0.000134|4.05|4.2257|515.68|856.55|293.41|274.85|407.99|0.51149|0.54061|0.1006|-0.17375|1863.0|-0.2134|1.9873|343.0|6.4647|6.4647
15_a10|0|0|7.535296702|1|1|2.124460476|-0.166303336|0.035396617|2|0.0353864729999999|1.981569297|0.009882584|10.92966702|0.009514122|-0.1157120169999999|2|-0.079744227|-0.105662909|-0.059234364|-0.074144604|0.018614889|-44.18725043|33.67392858|50.34268476|-0.025240716|6.61142847|108.7226878|0.646412648|-1.186313662|-21.03820054|-15.04246823|46.39507481|0.434181679|545.6177511|-706.9960069|2288.954984|0.353587352|6.35937164|0.020932674|-174.5122907|1093.722422|563.875765|12.47504566|1.0|1.0|0.0|3.29|3.31|0.23|21.0|4.91|4.72|52.83|2.53|111.21|1.0|-4.48|28.0|0.0|1.0|3.83|-4.81|13.0|1.56e-05|0.0061|0.0|5.01e-09|1.96e-06|3.12|3.7997|641.98|1086.19|326.3|214.05|484.05|0.41458|0.68543|0.1647|-0.1574|4.5192|-0.20983|6.1563|33.0|7.4815|7.4815
4d_a49|0|0|7.535296702|1|1|2.097463308|-0.06085453|-0.058204482|2|0.036555556|1.76904838|0.000607064|10.92777282|0.001356445|-0.151004418|2|-0.008564167|0.023137464|-0.089942837|-0.085966608|0.013625199|-52.95392476|85.21839288|152.3727245|-0.0281044679999999|5.16986937|57.16412513|0.654728051|-1.461432343|-34.12740785|-17.31186002|63.79609555|0.470013152|463.6097566000001|-900.2167208999999|1640.195062|0.3452719489999999|7.998287218|0.022019681|-190.6195379|1374.947536|641.1445234|13.56373757|1.0|1.0|2.0|3.38|2.68|0.22|21.0|3.16|2.8|98.72|1.25|115.63|1.0|-3.13|30.0|0.0|1.0|2.27|-3.35|296.0|0.0004509999999999|0.18|0.0|2.64e-08|1.05e-05|2.99|3.8047|668.09|1144.04|325.87|215.82|495.7|0.40593|0.6782100000000001|0.0879|-0.15888|4.3005|-0.2219699999999999|5.5765|18.0|7.7447|7.7447
16_a20|0|0|6.842683282|0|0|0.0|-0.014660441|0.00695144|2|0.0388043479999999|2.013871268|8.23e-05|10.93301779|0.001157852|0.211127741|2|-0.085041518|-0.10978034|-0.066137353|-0.077793092|0.011604018|-51.18223058|69.28224942|55.92018945|-0.029561375|5.023018225|3.46788153|0.780108103|-1.47806874|-28.6288015|-19.44924762|51.14820251|0.464473378|602.0075202|-972.4623811|2161.751186|0.219891897|8.166385503999999|0.013439632|-368.5817657|1246.573875|664.4562602999999|8.84230625|1.0|1.0|1.0|3.5|3.13|0.08|27.0|6.38|5.46|78.25|2.2|121.69|0.0|-6.06|31.0|0.0|1.0|4.37|-5.66|0.000349|2.17e-06|0.0008699999999999|0.0|3.0500000000000005e-11|1.22e-08|4.45|3.5704|686.59|1174.61|347.26|207.2|554.41|0.32553|0.69524|0.1958|-0.1481299999999999|4.7315|-0.20722|6.5609|26.0|7585.0|7585.0
14_a15|0|0|0.0|0|0|0.0|-0.058775738|-0.0455566929999999|2|0.037073171|0.0|0.001740635|10.9597359|0.0034254209999999|-0.051908601|2|-0.021648026|-0.028227917|-0.063809873|-0.0917424269999999|0.014672137|-58.79722871|92.51564418|72.36402409|-0.032888795|6.026520371|2.923143027|0.770309725|-1.743106111|-26.20964538|-21.0782518|50.29869851|0.406717767|568.5306056|-1117.1473460000002|2731.841165|0.229690275|6.040010666000001|0.015286995|-346.4801021|1450.257357|673.7288405|9.797353271|1.0|1.0|1.0|3.56|3.72|0.12|24.0|5.32|6.3|56.27|2.87|119.95|1.0|-6.22|30.0|1.0|1.0|4.7|-5.83|0.0002379999999999|1.47e-06|0.000584|0.0|1.51e-10|5.99e-08|5.16|3.6209|689.8|1177.14|342.41|278.5|584.18|0.65079|0.7055899999999999|0.0054|-0.14997|3.3596|-0.18379|5.0894|0.03|7.5229|7.5229
21_a10|0|0|7.535296702|1|1|2.093218896|0.036507898|-0.085463279|2|0.035818182|1.817620533|0.001533145|10.92966143|0.002099681|-0.051564917|2|0.057775125|-0.005970601|-0.091053776|-0.084654798|0.018892889|-59.80834512|240.7558768|159.11338909999998|-0.03292131|9.430154402|74.3822498|0.704106635|-1.777750751|-45.44837698|-23.25880088|77.676969|0.391384102|547.3834282|-1255.975247|2701.142106|0.295893365|8.388036625|0.022638817|-288.401376|1783.785559|746.5727327999999|15.99425187|1.0|0.0|1.0|3.5|3.17|0.11|27.0|4.47|5.6|90.13|2.81|128.59|1.0|-5.77|34.0|0.0|0.0|4.04|-5.51|0.0007599999999999|3.12e-06|0.0014|0.0|1.94e-09|8.68e-07|5.57|3.8599|716.1|1225.01|321.21|208.04|517.44|0.4226399999999999|0.68165|0.1489|-0.16178|1.5138|-0.2226|1.1872|4.8|5.3188|5.3188
12ay_a36|0|0|7.412764017000001|2|2|0.0|-0.05976542|-0.043778345|2|0.043383838|0.0|0.003676818|10.9463292|0.0045625|0.1689021819999999|1|-0.109624825|-0.111814717|-0.074251203|-0.098945129|0.018016934|-64.13591431|126.7858133|110.578217|-0.035337546|7.569978132|8.677627506|0.778164805|-1.978902589|-31.1973159|-22.90568368|59.80790901|0.4530143439999999|537.618563|-1282.718286|3238.138932|0.221835195|6.466730436000001|0.015670425|-360.6110621|1648.388976|729.1873176|10.15751916|0.0|0.0|2.0|4.96|0.0|0.21|17.0|3.76|2.5|69.2|2.45|133.68|1.0|-4.54|31.0|0.0|1.0|2.42|-4.6|0.0117|2.5e-05|0.0102|0.0|4.55e-08|1.86e-05|3.79|3.6561|674.33|1184.45|339.12|315.09|532.22|0.6727|0.6914|0.1464|-0.15056|6.2579|-0.2031599999999999|9.1844|18.0|7.7447|7.7447
5_a18 (BIBF0775)|0|0|7.03438793|2|2|0.0|0.0160123|-0.015946718|1|0.035478927|0.0|0.002526619|10.94702058|0.0036739159999999|-0.054916741|0|-0.001626287|-0.040022105|-0.068989967|-0.078246932|0.008501088|-59.08151918|10.36586529|118.3671077|-0.029755876|4.846666751|50.25564119|0.8159410579999999|-2.112667176|-39.33277643|-22.46761997|58.5107823|0.483962172|636.6978809999999|-1595.201018|1645.395714|0.184058942|9.798677372|0.010831199|-477.1120625|1955.044427|1140.896548|8.178259299999999|1.0|1.0|2.0|4.42|0.0|0.32|18.0|4.09|3.69|76.5|3.52|155.95|1.0|-6.07|37.0|0.0|0.0|3.2|-5.72|0.000425|1.91e-06|0.000946|0.0|6.18e-10|3.06e-07|8.45|3.2027|817.02|1446.02|378.13|378.13|691.68|0.69298|0.69298|0.4825|-0.13154|2.3389|-0.18092|2.8009|34.0|7.4685|7.4685
8d_a8|0|0|7.05012252|0|0|1.41693287|-0.12349902|-0.155313194|1|0.042323232|0.0|-0.00267541|10.94649761|-0.001038264|0.111668404|1|0.0780635059999999|-0.179357354|-0.1072746469999999|-0.103150936|0.028038295|-67.26951954|57.93693239|200.0182229|-0.03820405|11.92454747|92.49576602|0.675359878|-2.063018716|-45.62337399|-24.91463687|88.24385833|0.483207744|452.1282556|-1345.390391|2093.380666|0.324640122|7.507839835|0.029166961|-228.7206541|1992.108851|682.0472537|19.02113117|0.0|1.0|2.0|3.61|2.92|0.12|23.0|3.93|3.32|112.23|1.92|121.1|1.0|-4.91|32.0|0.0|0.0|3.0|-4.47|0.00533|3.4200000000000005e-05|0.0147|0.0|2.38e-08|1.03e-05|6.22|3.2963|690.78|1185.65|376.13|265.12|572.21|0.62361|0.70165|0.1879|-0.13754|6.0111|-0.19757|7.5674|18.61|4.7303|4.7303
43_a18|0|0|7.03438793|2|2|0.0|0.032999679|-0.01369899|1|0.033734062|0.0|0.002712865|10.94702053|0.003801459|-0.079184068|0|-0.023109314|-0.0579590709999999|-0.070166168|-0.0822489459999999|0.006890688|-63.87648583|0.66443384|114.6724699|-0.0311212229999999|4.156080507|21.60709738|0.8743733490000001|-2.302970476|-42.32033664|-24.16948112|59.84418608|0.481954273|661.9512957999999|-1788.541603|1579.614523|0.125626651|10.01438533|0.007193089|-581.4944803999999|2045.512486|1228.492038|5.5863235410000005|1.0|1.0|2.0|4.54|0.0|0.34|18.0|4.5|4.08|76.5|3.7|160.76|1.0|-6.45|38.0|0.0|0.0|3.48|-5.96|0.00018|1.09e-06|0.000554|0.0|2.52e-10|1.28e-07|8.79|3.2233|843.1|1493.25|384.65|384.65|702.4|0.6926800000000001|0.6926800000000001|0.5429|-0.13196|3.0482|-0.18145|3.6943|625.0|6.2041|6.2041
4R4k_a46|0|0|7.825245291|1|1|2.145043462|-0.050636784|-0.088084767|1|0.0510113959999999|0.0|0.006550513|10.94631314|0.006050983|-0.158788415|1|-0.003017362|-0.141706595|-0.089699228|-0.085931818|0.007883196|-45.72566346|173.3171354|58.20005971|-0.030434186|2.232103603|0.0|0.866681099|-1.4608409080000002|-25.39807111|-16.19450581|51.92513282|0.465590034|473.9155694|-777.3362788|1767.850427|0.133318901|5.522208638|0.007248925|-390.2334878|896.9115391|519.5743695|3.857266463|1.0|1.0|1.0|3.8|3.12|0.33|17.0|4.26|4.77|50.94|2.84|100.96|1.0|-4.82|25.0|0.0|1.0|3.81|-4.83|5.0|1.4800000000000002e-05|0.0049299999999999|0.0|2.48e-07|8.28e-05|4.52|4.1392|565.94|994.13|299.53|234.09|490.83|0.54119|0.68404|0.1008|-0.17484|1.8559|-0.19529|1.9753|97.0|7.0132|7.0132
7_a1|0|0|7.860570786|2|2|2.307091837|-0.055291895|0.001018628|1|0.035718954|0.0|0.0021597079999999|10.9513015|0.004950534|-0.077833285|1|-0.048198584|-0.042175602|-0.083362936|-0.098295453|0.035937867|-47.35863598|111.9204437|139.2595474|-0.031040669|8.342261787|404.7836105|0.603382856|-1.179545431|-19.35104936|-14.95535873|57.47898976|0.452829665|342.53930230000003|-568.3036318|1466.924404|0.396617144|5.07667644|0.029820838|-99.61948195|941.8624118|351.4191817|14.36764539|1.0|1.0|0.0|3.09|2.83|0.22|17.0|3.43|3.29|49.17|1.6|85.88|2.0|-3.16|23.0|0.0|1.0|2.72|-3.71|213.0|0.000195|0.0595|0.0|2.29e-06|0.000698|2.76|4.0504|515.2|864.85|306.1|306.1|365.53|0.69902|0.69902|0.2961|-0.16734|4575.0|-0.19167|6.5936|0.46|6.3372|6.3372
18_a34|0|0|7.423568444|1|1|1.801574074|-0.063113846|-0.101546926|1|0.040527066|0.0|-0.001615187|10.9595763|0.002183342|-0.155197864|1|0.0468829359999999|-0.224951558|-0.090328365|-0.129784908|0.040845819|-71.65163761|66.6880793|171.24705480000003|-0.0422555509999999|12.44948722|54.26737825|0.695849945|-1.816988713|-27.53138148|-23.32844015|72.41862911|0.441058733|380.8328339|-1003.122927|1774.550004|0.304150055|6.282442545|0.027385869|-216.2496321|1441.579371|428.6241319|15.11918774|1.0|1.0|0.0|3.28|3.61|0.21|17.0|3.13|3.15|75.47|1.49|93.91|2.0|-4.32|26.0|0.0|1.0|2.89|-4.11|0.0167|7.829999999999999e-05|0.0275|0.0|2.22e-06|0.000781|5.07|4.1234|592.04|991.93|300.68|279.66|483.87|0.56101|0.60488|0.0303|-0.17549|5.0935|-0.21474|6.7806|2.43|5.6144|5.6144
IN1233_a59|0|0|6.842683282|0|0|0.0|0.1160337319999999|-0.12050413|2|0.0396875|1.983673343|-0.005614194|10.93301779|-0.004071701|0.268927191|2|-0.107446431|-0.090732503|-0.092761756|-0.095213818|0.010831674|-63.36348363|318.5587088|158.8351574|-0.035929742|4.79704394|83.1557517|0.810795898|-1.904276352|-41.08157616|-23.91074854|68.94000009|0.483639625|506.6510632|-1267.269673|1822.396842|0.1892041019999999|8.011984402000001|0.0134658889999999|-413.6607749|1562.994677|712.1606951|8.961363774|1.0|1.0|2.0|3.48|2.76|0.08|27.0|5.54|4.69|97.55|2.06|125.07|0.0|-5.59|32.0|0.0|1.0|3.78|-5.16|0.00107|6.91e-06|0.0029|0.0|9.93e-11|4.17e-08|5.35|3.5355|703.47|1204.16|350.69|237.54|531.14|0.51285|0.6953699999999999|0.2011|-0.14684|5.4004|-0.20289|7.6059|34.0|7.4685|7.4685
15_a4|0|0|7.535296702|1|1|1.956386054|-0.159419214|-0.061469545|1|0.044357639|0.0|0.009823083|10.94611612|0.00918585|0.097046535|1|0.095534883|0.036363636|-0.062151785|-0.073738544|0.010893057|-35.36161572|12.70877085|63.43714456|-0.030724393|2.505098786|86.01453643|0.8438913020000001|-1.106078158|-14.29317436|-14.73400655|35.02894809|0.437696617|416.1168833|-530.4242358|1495.715718|0.156108698|5.459799482|0.009743323|-329.8289177|628.5456843999999|324.5687005|4.672449937|0.0|0.0|0.0|3.28|3.01|0.11|17.0|4.09|4.4|30.71|3.05|85.06|1.0|-3.82|22.0|0.0|1.0|3.61|-4.28|0.0443|5.19e-05|0.0151|0.0|8.070000000000001e-07|0.000235|3.8|4.2148|512.65|848.47|294.16|275.22|396.58|0.4778699999999999|0.56413|0.0969999999999999|-0.17373|2.1603|-0.2091199999999999|3.0091|175.0|6757.0|6757.0
19a_a22|0|0|6.842683282|0|0|1.572240489|-0.000989685|-0.144269652|2|0.0389622639999999|1.545757986|-0.002607064|10.9464374|-0.001355145|-0.03516233|2|-0.155892259|0.0271939039999999|-0.090145161|-0.09370213|0.024839714|-69.91748544|373.8201781|190.7541925|-0.035138299|13.82990734|106.645364|0.684706189|-1.967744721|-50.18975739|-26.21905704|85.79797858|0.4347718229999999|555.4133255|-1468.267194|2607.322873|0.315293811|8.648671382|0.025888799|-275.6435167|2144.375527|781.8210659|19.31738094|1.0|1.0|2.0|3.61|2.27|0.08|27.0|3.08|3.41|128.68|0.98|132.15|1.0|-4.38|35.0|0.0|0.0|2.36|-4.11|0.0193|7.69e-05|0.0356|0.0|1.73e-09|8e-07|5.69|3.5809|740.07|1277.14|346.24|246.01|567.03|0.34556|0.66605|0.0623|-0.1508|4.5288|-0.21478|6.5658|48.0|7.3188|7.3188
8c_a32|1|1|7.765993078999999|0|0|0.0|0.080016722|-0.04699673|0|0.036711712|2.143746338|-0.003484915|10.31100269|-0.001662219|-0.047650724|0|-0.024032462|-0.11492754|-0.076876481|-0.097480366|0.016240436|-58.93213925|126.6561213|119.85432240000002|-0.027548799|5.935643221|78.19443734|0.600684883|-1.267244762|-28.09723623|-16.654735000000002|56.29419869|0.447542891|484.6996147|-766.1178102000001|3038.837633|0.399315117|7.079719717000001|0.025527931|-121.7388847|1275.407176|557.1050635|15.43301109|1.0|1.0|2.0|3.46|2.82|0.26|19.0|6.49|4.19|140.04|1.1|110.47|1.0|-5.82|27.0|1.0|1.0|3.56|-4.39|0.000597|4.11e-05|0.0164|0.0|2.23e-08|8.86e-06|4.28|3.5673|646.97|1090.0|347.56|347.56|516.78|0.70135|0.70135|0.3272|-0.14712|8.4922|-0.18873|10.2656|37.0|7.4318|7.4318
12ae_a36|0|0|7.412764017000001|2|2|0.0|0.069118289|-0.351827031|2|0.041555556|0.0|-0.006862238|10.31810353|-0.001160331|0.151620635|1|-0.0931249669999999|0.010209009|-0.085851235|-0.105648609|0.023873046|-78.71102033|96.60079598|211.4077529|-0.036430555|13.25108213|19.97715962|0.6849975640000001|-2.11297219|-47.65297933|-27.14173115|81.74750345|0.465246185|533.6188092|-1574.220407|2634.745208|0.315002436|8.676756505|0.025570256|-275.6561988|2298.140152|805.2286932|19.05051961|0.0|0.0|3.0|5.03|0.0|0.17|17.0|1.28|2.15|123.75|0.84|142.02|1.0|-3.85|34.0|0.0|0.0|1.18|-3.72|0.0668|0.0001889999999999|0.0897|0.0|1.36e-07|6.45e-05|6.24|3.8664|754.15|1281.69|320.67|236.84|615.71|0.40141|0.68591|0.3366|-0.1566|6.7458|-0.21149|8.9297|15.0|7.8239|7.8239
8f_a8|0|0|7.05012252|0|0|1.241306689|0.024051247|-0.249095464|0|0.043758865|0.0|-0.007796225|10.94343488|-0.007036544|0.152294451|0|-0.016217844|0.010682683|-0.122135295|-0.1064257719999999|0.013566221|-62.06002501|317.0847898|235.1097364|-0.048375351|4.613060521|67.99102163|0.90577048|-2.128515439|-41.53091131|-28.20910228|79.13157981|0.456995667|348.0199311|-1241.2005|1892.066521|0.09422952|7.504290616|0.009226445|-473.23361|1370.325626|485.8626377000001|5.380213594|0.0|0.0|2.0|3.14|2.85|0.0|23.0|4.69|4.72|80.88|4.11|105.27|1.0|-5.21|29.0|0.0|0.0|4.04|-5.0|0.0023899999999999|1.01e-05|0.00395|0.0|1.13e-08|4.43e-06|7.71|3.4876|602.63|1022.89|355.5|263.65|477.92|0.55661|0.69925|0.1659|-0.14532|5.8283|-0.21285|7.8014|22.76|4.6428|4.6428
4i_a46|0|0|7.825245291|1|1|2.184105962|-0.167244168|-0.018872727|1|0.049498645|0.0|0.012211602|10.94638684|0.011931187|-0.133434195|1|-0.0656636|-0.17856753|-0.058565229|-0.075208437|0.015663081|-42.48203383|67.51603424|33.45060163|-0.025069479|4.997521397|70.55661087|0.763831778|-1.278543436|-18.68604171|-14.16067794|41.92840157|0.406629719|531.4066842|-722.1945751000001|2253.484644|0.2361682219999999|6.218233741000001|0.011626803|-298.0546045|945.4890404|579.2365607|6.567484272000001|0.0|1.0|0.0|3.88|3.5|0.36|17.0|4.79|5.07|39.94|3.06|105.43|1.0|-4.94|26.0|0.0|1.0|4.16|-5.04|0.00403|9.13e-06|0.00317|0.0|5.04e-08|1.75e-05|4.46|4.4232|611.74|1058.5|280.31|229.66|546.24|0.41877|0.69035|0.1421|-0.18438|2.8538|-0.20084|3.8696|612.0|6.2132|6.2132
11b_a31|0|0|7.765993078999999|1|1|0.0|0.078614731|-0.172248605|0|0.043380952|0.0|-0.014385937|10.31169957|-0.010716217|-0.129901143|0|0.067031897|-0.074254978|-0.143839236|-0.148709304|0.037758271|-82.80602396|286.7721447|253.1028809|-0.044612791|11.70737909|87.78853803|0.669723835|-1.784511651|-44.59898223|-24.84180719|101.1192111|0.473305522|303.7286124|-993.6722875|1756.711832|0.330276165|6.83089364|0.0314298879999999|-189.0151528|1483.70453|397.3137532|17.50115151|0.0|1.0|2.0|3.41|2.29|0.24|16.0|4.67|3.25|125.57|0.79|92.51|2.0|-4.74|25.0|0.0|1.0|2.69|-3.75|0.00649|0.000178|0.0637|0.0|3.59e-06|0.00128|4.07|3.8437|589.56|969.71|322.57|322.57|479.66|0.70073|0.70073|0.2634|-0.15936|3.2104|-0.1951|4.7518|0.53|6.2757|6.2757
18_a15|0|0|0.0|0|0|0.0|-0.020185809|-0.090130715|2|0.037948718|0.0|-0.001044324|10.95986315|0.000539978|-0.190640601|2|-0.0374132629999999|0.004699248|-0.067562078|-0.090730185|0.007146033|-55.48918283|40.37881101|100.159876|-0.035181092|2.672871589|1.833724661|0.867430881|-1.723873519|-25.27062952|-21.51621375|45.69032922|0.415796832|511.4247108|-1054.294474|2510.854462|0.132569119|5.990767063|0.008781964|-449.4301265|1215.421882|590.2470602999999|5.370913621000001|1.0|1.0|1.0|3.37|3.75|0.08|24.0|5.68|6.86|47.04|3.6|113.42|1.0|-6.16|29.0|1.0|1.0|5.06|-5.93|0.000265|1.18e-06|0.0004559999999999|0.0|1.0399999999999999e-10|4.01e-08|5.65|3.8232|650.53|1110.18|324.29|272.91|535.02|0.6074|0.70427|0.0066|-0.1579|4.2476|-0.19371|6.5864|129.0|6.8894|6.8894
11_a4|0|0|7.535296702|1|1|2.159635561|-0.20567828|0.032861655|2|0.03617284|2.216390726|0.011277653|10.33765061|0.010782511|-0.030003079|2|-0.163623353|-0.007574475|-0.054262142|-0.06530408|0.009336075|-37.74083422|12.88007087|40.38918044|-0.023620625|3.118219598|59.55648883|0.7560913159999999|-1.110169356|-18.12338426|-13.65094004|36.75497433|0.480360734|537.5354202000001|-641.5941818|1640.559148|0.243908684|6.850305797000001|0.011937709|-296.0029432|848.5670554999999|575.2252237|6.89909579|1.0|1.0|0.0|3.31|3.49|0.23|21.0|4.97|5.22|68.9|3.15|111.64|1.0|-5.14|27.0|0.0|1.0|4.16|-4.97|0.00271|1.06e-05|0.00395|0.0|8.89e-09|3.31e-06|3.2|3.78|630.04|1071.03|328.0|252.67|479.99|0.4444|0.65942|0.0403|-0.15885|4187.0|-0.2146699999999999|5.3012|0.11|6.9586|6.9586
5_a15|0|0|0.0|0|0|0.0|-0.222657379|-0.044921287|2|0.035982906|0.0|0.000420839|10.95880662|0.003194793|0.1093187759999999|2|0.092692253|0.020920163|-0.06128567|-0.0989946469999999|0.032616864|-73.61131563|119.95308020000002|93.65193084|-0.0273088679999999|18.03465935|64.12413387|0.5089899720000001|-1.583914356|-33.88634094|-20.30656983|69.82487767|0.486150431|649.9369163|-1177.78105|2179.757502|0.491010028|7.795174584|0.036380071|-13.36968593|2313.9572780000003|779.0599798999999|27.05181494|1.0|1.0|1.0|3.79|3.68|0.15|24.0|4.92|6.01|74.73|2.0|127.97|1.0|-6.16|33.0|1.0|1.0|4.29|-5.66|0.000304|2.18e-06|0.000967|0.0|2.25e-10|9.970000000000001e-08|4.36|3.6257|737.16|1272.84|341.96|286.35|629.67|0.62664|0.70244|0.0199|-0.14839|4.3576|-0.18553|6.35|13.0|7.8861|7.8861
