molecula|n9FaRing|SssssC|SRW09|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|AATSC1s|JGI4|MATS7i|ATSC1c|AATSC1are|BCUTi-1|n5aHRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|PBF|PNSA3|PPSA3|RNCS|RPSA|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|DPSA5|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomDiameter|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|Lipinski|Lowest Unoccupied Molecular Orbital Energy|log P|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
23_a10|0|0.0|7.535296702|1|1|1.34383709|2.140123457|-0.00264793|0.012558932|0.036666667|-0.031558374|-0.17741132|0.010305237|10.92966139|1|0.010662507|-0.0502296329999999|-0.130679|-0.233801237|2|0.7338945809999999|0.754150918|-0.149057824|-0.043248272|0.800727358|0.706648116|1|0.535680357|-35.17017083|6.81095873|72.17779806|0.084791355|-0.02685653|-36.32074126|4.824237957|53.00900704|0.7611996520000001|-1.6651048819999998|60.76548004|3103.831885|648.2471057|-1179.402562|-13.47382337|0.238800348|17.02048484|7034.375112000001|169.14354509999998|-835.377049|24.9903188|0.013394095|1549.399766|930.6293092|9.487107794|1.0|1.0|1.0|1.0|1.0|3.8|4.13|-9.84|5.11|5.81|56.07|2.99|2.0|0.0|139.11|0.0|1.0|6.0|-5.38|35.0|5.0|0.0|4.5|4.19e-06|0.00193|2e-06|4.48|0.0|-53.0|3.9|-1470.166163|768.3|1336.11|0.2089|325.98|606.18|0.67647|-1469.838069|-0.15858|3.8115|0.02986448|-1469.902562|0.75|6.1249|6.1249
7s_a46|0|0.218897825|7.727094485|1|1|1.160371307|2.117265684|-0.005351046|-0.076841616|0.044509804|-0.210750635|-0.240797051|0.0060802|10.94651358|1|0.005577925|-0.327656845|0.012197837|-0.3638523629999999|1|0.778692012|0.770312275|-0.036284605|-0.030371026|0.8182543959999999|0.768056188|0|0.249893305|-48.61321955|4.458665639|166.3052939|0.141211538|-0.031623562|-20.9694955|2.240932895|0.0|0.8198874559999999|-1.3281895890000002|47.36217237|1982.695462|431.6285339|-667.5503351|-7.988379237|0.1801125439999999|9.829721631|4245.390306|90.5248694|-335.5119279|19.38565529|0.01122216|814.1975221|409.9543818|5.640276426000001|0.0|1.0|0.0|1.0|1.0|3.08|2.33|-6.08|3.65|3.9|50.94|2.39|0.0|0.0|91.19|0.0|1.0|2.0|-4.07|23.0|3.0|0.0|3.12|8.590000000000001e-05|0.0262|5.76e-05|3.32|0.0|-0.02024|3.54|-974.7707066|539.99|916.7|0.4164|234.06|446.63|0.44692|-974.615216|-0.17923|2.4286|0.036050328|-974.664103|1985.0|5.7022|5.7022
4_a18 (SD-208)|0|0.0|0.0|2|2|1.304335262|0.0|-0.012457606|-0.113324634|0.040864198|-0.020226647|-0.498304229|-0.018723101|10.95382003|0|-0.015153358|-0.047745689|-0.15379315|-0.564165402|1|0.773173718|0.83508768|-0.058455902|-0.098971722|0.904723479|0.721664823|0|0.115284206|-40.10670787|10.90456851|103.6318511|0.22090326|-0.034985357|-26.40375252|5.615248385|0.0|0.602029021|-1.2944582059999998|69.63488061|2395.526727|401.1916387|-666.5742296|-9.276994128|0.397970979|11.42979655|5348.394288|204.9329964|-343.2487827|29.9246699|0.035654206|1107.212786|363.2306414|18.35993987|0.0|1.0|1.0|1.0|1.0|2.77|2.54|-8.15|3.54|4.44|76.48|2.02|1.0|0.0|92.87|0.0|1.0|3.0|-4.29|25.0|6.0|0.0|3.11|5.12e-05|18.0|4.14e-05|3.02|0.0|-0.09992|2.58|-1542.276332|537.47|895.83|0.2761|239.56|396.17|0.4646|-1542.15786|-0.13588|3.4629|0.0199445|-1542.207472|0.08|7.0969|7.0969
18b_a30|0|0.0|7.412764017000001|2|2|0.604987149|0.0|-0.006947027|0.0075638519999999|0.041767677|-0.039831247|-0.375139476|0.003099827|10.31163838|1|0.0036417359999999|-0.072825879|-0.049287858|-0.45633339|1|0.80330079|0.822401103|0.022695194|-0.089945913|0.8839272779999999|0.760234689|0|0.413791511|-52.09100293|13.14992762|77.65678625|0.130659636|-0.036237883|-41.72392601|8.698138813|0.0|0.759715688|-1.811894154|75.30642440000001|2915.383182|575.0330633|-1198.493811|-15.85509189|0.240284312|13.0644231|6387.715069|158.9382363|-792.7545943|31.55111394|0.0184861069999999|1577.555697|666.0036144999999|12.22780277|1.0|0.0|1.0|1.0|0.0|4.78|0.0|-6.7|3.87|2.49|105.44|2.17|2.0|0.0|131.99|0.0|1.0|5.0|-5.49|31.0|5.0|0.0|2.42|3.23e-06|0.00137|1.57e-05|3.59|0.0|-0.06142|3.64|-1667.995173|697.37|1178.08|0.3576|351.66|563.55|0.67715|-1667.788575|-0.14385|4.8198|0.03910602|-1667.849173|25.0|7.6003|7.6003
22_a10|0|0.0|7.535296702|1|1|1.343837143|2.113627059|-0.005035102|-0.017163935|0.036101695|-0.026750502|-0.332316729|0.008350227|10.92966136|1|0.008903905|-0.042831367|-0.129989728|-0.356699217|2|0.670763832|0.747363443|-0.02603707|-0.033474297|0.79665945|0.646474494|1|0.775071808|-41.96631248|13.023146|75.58376652|0.130170086|-0.022372463|-39.42279832|10.14325785|60.10354816|0.564323334|-1.3647202319999998|71.13124588|3241.833491|677.4790907|-1062.931277|-13.57178303|0.435676666|15.30289992|7414.102179|339.3328129|-827.8787647|30.87787063|0.026340252|1883.550109|916.8601445|20.51547079|1.0|1.0|1.0|1.0|1.0|3.74|4.14|-9.37|4.64|5.6|73.14|2.8|2.0|0.0|139.53|0.0|1.0|6.0|-5.34|36.0|5.0|0.0|4.26|4.55e-06|0.00217|2.95e-06|4.1|0.0|-0.05712|5.65|-1544.203968|770.92|1339.48|0.2624|256.95|602.93|0.4483899999999999|-1543.893507|-0.16095|4.8409|0.03366599|-1543.959333|1.1|5.9586|5.9586
11g_a5|0|0.0|7.139660336|0|0|1.388236041|1.984996534|-0.004593347|0.009272269|0.020943152|-0.083337229|-0.252634073|0.00599982|10.94877951|2|0.006964153|-0.14133011|-0.137739838|-0.267507083|2|0.777565622|0.814159231|-0.075382189|-0.01453517|0.8737292720000001|0.73551511|0|0.396049407|-44.19305139|15.25675|68.77977167|0.1620562619999999|-0.025442296|-32.96383785|10.02633335|0.0|0.543581314|-1.297557078|71.21847290000001|2823.738452|550.6745046|-852.7202582999998|-10.98794595|0.456418686|18.16867625|5817.569415|299.94631180000005|-560.3852433999999|30.75897687|0.03204398|1568.70782|648.1198739|21.05845771|1.0|1.0|1.0|1.0|1.0|3.17|2.34|-9.04|4.17|4.48|81.51|1.06|1.0|0.0|118.35|0.0|1.0|7.0|-4.12|31.0|5.0|0.0|2.96|7.65e-05|0.0312|4.88e-05|2.75|0.0|-0.04322|2.3|-1330.144218|693.48|1180.25|0.4609|274.87|542.13|0.56924|-1329.927772|-0.1714|3.2282|0.04557484|-1329.988893|0.03|7.5229|7.5229
16a_a10|0|0.0|7.535296702|1|1|1.325756911|2.041062372|-0.00230615|0.023926176|0.0334858389999999|-0.085711535|-0.152205915|0.011207938|10.92947902|1|0.011558506|-0.133979603|-0.162508526|-0.1948324069999999|2|0.748039584|0.772481675|-0.068377262|-0.008879187|0.813036304|0.72613292|1|0.3637074329999999|-36.408063|9.606840334|77.68598956|0.083851314|-0.026063936|-36.90194151|6.652715932|99.81657855|0.7270593190000001|-1.615964058|63.53441386|2862.681038|634.4309626|-1119.0515779999998|-12.4990447|0.272940681|15.88633689|6366.0631060000005|189.0108247|-774.9407716|24.82496066|0.014796066|1539.147561|879.8636987|10.24624348|1.0|1.0|1.0|1.0|1.0|4.11|4.46|-8.5|4.73|5.19|56.07|2.47|3.0|0.0|133.66|0.0|1.0|9.0|-5.22|33.0|5.0|0.0|4.24|6e-06|0.00264|6.76e-06|4.33|0.0|-0.04647|3.46|-1395.13019|760.0|1310.44|0.3843|221.33|629.65|332.0|-1394.797092|-0.1605|3.8323|0.02819643|-1394.861824|47.0|7.3279|7.3279
15_a10|0|0.0|7.535296702|1|1|1.277647202|2.124460476|-0.0027892409999999|0.035396617|0.0353864729999999|-0.0729795729999999|-0.142251304|0.009882584|10.92966702|1|0.009514122|-0.1157120169999999|-0.085979341|-0.208590561|2|0.682616223|0.808676284|-0.079744227|-0.105662909|0.863438637|0.635064845|1|0.710970489|-35.30133759|11.09373722|33.67392858|0.084473199|-0.025240716|-26.33385303|6.61142847|108.7226878|0.646412648|-1.186313662|56.66229609|2549.580207|545.6177511|-706.9960069|-8.964715924|0.353587352|11.23924661|5769.347123|210.7240726|-421.3416484|23.27068984|0.020932674|1093.722422|563.875765|12.47504566|1.0|1.0|1.0|1.0|1.0|3.29|3.31|-8.3|4.91|4.72|52.83|2.53|2.0|1.0|111.21|0.0|1.0|5.0|-4.48|28.0|4.0|0.0|3.83|3.32e-05|13.0|1.56e-05|3.68|0.0|-0.05243|3.12|-1604.057542|641.98|1086.19|0.4553|214.05|484.05|0.41458|-1603.851644|-0.1574|4.5192|0.03039798|-1603.907391|33.0|7.4815|7.4815
7a_a8|0|0.0|7.535296702|1|1|1.4000287219999998|1.4494883790000002|-0.010269971|-0.0407248439999999|0.041123188|-0.017706371|-0.482688615|0.000736369|10.94671402|1|0.002028046|-0.02923588|-0.019499132|-0.412963751|1|0.7168594159999999|0.764224152|0.033708575|-0.032562221|0.831914523|0.681200974|0|0.238462711|-60.00793116|20.79408196|145.3710976|0.281589625|-0.042647654|-35.14198015|12.2125771|71.85980901|0.733884399|-1.833849114|75.4573633|2715.360649|421.9297638000001|-1077.038349|-14.71059634|0.266115601|14.73814865|5907.9340090000005|156.2924154|-632.5556427|34.12990316|0.0265990589999999|1467.585836|488.0169522|15.62189947|0.0|0.0|1.0|1.0|1.0|3.34|3.06|-7.27|3.96|3.49|92.93|2.01|1.0|0.0|105.83|0.0|1.0|3.0|-4.86|29.0|5.0|0.0|3.15|1.36e-05|0.00522|2.29e-05|3.24|0.0|-0.07616|5.2|-1291.287017|605.72|1031.61|315.0|270.66|494.48|0.61257|-1291.10235|-0.12889|9.9646|0.0269461|-1291.156661|24.73|4.6068|4.6068
EW7203_a60|0|0.0|7.412764017000001|2|2|0.604984431|0.0|-0.00698487|0.0075638519999999|0.041767677|-0.092774356|-0.377182982|0.003099827|10.31162855|1|0.0036417359999999|-0.1696249719999999|-0.049287858|-0.458129101|1|0.80330079|0.822401103|0.002441966|-0.089945913|0.8839272779999999|0.760234689|0|0.345488097|-49.19385637|13.03554647|80.48638339|0.113924842|-0.036566012|-40.24477665|8.430183|0.0|0.766837077|-1.828300603|73.82739839|2913.880231|573.0312689|-1182.375337|-15.29301513|0.233162923|16.53092404|6403.777228|150.7881632|-764.6507562999999|30.83771958|0.01793256|1541.885979|666.0036144999999|11.59711747|1.0|0.0|1.0|1.0|1.0|4.75|3.21|-6.7|3.87|2.6|117.47|2.17|2.0|0.0|133.97|0.0|1.0|5.0|-5.74|31.0|4.0|0.0|3.09|1.81e-06|0.000768|1.53e-05|3.59|0.0|-0.06188|3.64|-1667.993536|678.83|1166.44|0.2385|247.15|546.85|0.40883|-1667.78681|-0.1446599999999999|1.7676|0.03203878|-1667.848192|9.0|8.0334|8.0334
19_a3|0|0.0|6.605297921|0|0|1.4316666480000002|0.0|-0.003417504|-0.030657|0.0386379929999999|-0.008897473|-0.129865138|0.006821053|10.96959256|1|0.006731579|-0.015805561|-0.037291767|-0.270506095|3|0.718266758|0.758995484|-0.0150769919999999|0.064690027|0.8264237520000001|0.687139108|1|0.225451546|-31.50932639|5.419662458|161.5312186|0.146982098|-0.032585664|-19.01853079|2.523394126|0.0|0.75798185|-1.140498238|48.55416845|2000.66399|397.1650228|-531.0158295|-7.064025721|0.24201815|10.21110415|4138.413977|112.6836188|-247.2409002|20.01615321|0.016552404|700.5653624|314.0966684|7.706796952|1.0|1.0|0.0|1.0|1.0|2.81|1.6|-7.21|3.9|3.39|67.35|1.18|0.0|0.0|85.32|0.0|1.0|2.0|-3.24|22.0|4.0|0.0|2.45|0.000578|166.0|0.000266|2.19|0.0|-0.05757|2.43|-929.2608626|499.93|832.23|0.3006|314.28|362.92|0.67351|-929.14689|-0.16303|2191.0|0.020989746|-929.193831|23.0|7.6383|7.6383
19j_a38|0|0.0|7.412764017000001|2|2|1.29704352|0.0|-0.007976154|-0.04575843|0.04391253|0.105682345|-0.438688445|-0.004442319|10.95429182|1|-0.002443797|0.23209815|-0.09493054|-0.42133715|1|0.7163622890000001|0.846765471|-0.001131945|-0.060360554|0.908721232|0.6885713729999999|0|0.625966089|-57.80349365|17.15233756|131.29876370000002|0.192823617|-0.038119963|-50.60340201|11.74054073|29.18585028|0.714369845|-1.944118135|90.05233553|2969.234865|552.5012068|-1330.722303|-17.86002424|0.285630155|12.69084117|6704.612831|195.5099392|-910.8612362|36.5253298|0.023555355|1862.79182|640.025745|16.123318700000002|1.0|0.0|1.0|1.0|1.0|4.81|2.34|-6.92|3.17|2.42|105.02|1.76|1.0|0.0|130.41|0.0|1.0|5.0|-4.35|32.0|5.0|0.0|2.44|4.46e-05|19.0|7.55e-05|2.5|0.0|-0.06447|3.23|-1424.390074|686.26|1163.3|354.0|205.41|533.97|0.30419|-1424.183388|-0.15182|10.8124|0.03678378|-1424.24494|8.0|8.1146|8.1146
28_a20|0|0.0|6.842683282|0|0|1.417203216|1.837209467|-0.006492092|-0.114439513|0.0396875|0.091462964|-0.363557127|0.002234763|10.94963925|1|0.002695258|0.155263557|-0.016955137|-0.447096101|3|0.715067047|0.755701837|-0.104458316|-0.06654421|0.812553182|0.690655217|1|0.3962228229999999|-57.59898971|9.799649234|318.7453661|0.218249263|-0.035068957|-40.6172876|6.540604536|88.39175809|0.773641727|-1.823585765|71.98460956|2865.917291|521.7658603|-1217.120433|-15.62203369|0.226358273|14.28413212|6348.941881000001|151.0788711|-812.3457521|30.25452396|0.016673728|1573.2352460000002|684.5377542|11.12858789|0.0|1.0|1.0|1.0|1.0|3.45|2.86|-8.8|3.93|4.01|99.58|1.73|1.0|0.0|122.8|0.0|1.0|5.0|-4.42|32.0|5.0|0.0|3.04|3.77e-05|0.0159|3.72e-05|2.68|0.0|-0.06242|4.64|-1368.32781|704.42|1198.32|0.2354|258.81|531.85|0.50352|-1368.085242|-0.15572|3.5284|0.03534166|-1368.146882|255.0|6.5935|6.5935
12ba_a36|0|0.0|7.412764017000001|2|2|1.297043659|0.0|-0.0075620109999999|0.026411489|0.040566449|0.087201747|-0.423472625|-0.002123045|10.9478512|1|-0.000621302|0.159880159|-0.091676619|-0.410941182|1|0.844641715|0.8256014690000001|0.041478447|-0.0202572689999999|0.890675195|0.796093405|0|0.330220757|-56.0578808|16.57882744|100.798163|0.150261874|-0.037526591|-49.20258616|11.16896162|16.1479891|0.7068957840000001|-1.951382748|89.06670390000001|3035.390784|572.4586103999999|-1314.6236720000002|-17.03166444|0.293104216|14.59456478|6722.60947|197.4608731|-885.6465508|35.76372225|0.023797439|1859.713557|688.1986357999999|16.03205543|1.0|0.0|1.0|1.0|0.0|4.8|0.0|-6.72|2.79|1.63|116.78|0.74|1.0|0.0|133.18|0.0|1.0|5.0|-4.77|33.0|6.0|0.0|1.57|1.6800000000000002e-05|0.0072599999999999|5.65e-05|2.67|0.0|-0.08446|2.79|-1417.426327|687.23|1187.56|0.7436|236.13|547.82|0.3989999999999999|-1417.187763|-0.12587|3.1996|0.02839417|-1417.249741|21.0|7.6778|7.6778
12al_a36|0|0.0|7.412764017000001|2|2|1.297043737|0.0|-0.008463062|-0.04314418|0.042739018|0.1030147719999999|-0.4908576189999999|0.00127667|10.96020817|1|0.003077071|0.172830414|-0.1430106119999999|-0.404703593|1|0.8913597320000001|0.8344566859999999|0.125005134|-0.055405405|0.885733922|0.84179881|0|0.2689491989999999|-51.22331485|17.71943397|114.2305891|0.198820783|-0.035305316|-45.86257662|11.65999569|0.0|0.671084645|-1.906487074|86.77628559|2843.740855|527.2034213000001|-1254.533926|-15.28752554|0.328915355|16.15533063|6049.668466|216.4375922|-825.5263792000001|34.61874732|0.025956027|1869.412355|679.7230552999999|17.07995636|1.0|0.0|0.0|1.0|0.0|4.81|0.0|-6.69|2.77|1.89|78.43|1.72|1.0|0.0|130.24|0.0|1.0|6.0|-3.95|31.0|5.0|0.0|1.81|0.000113|0.0464|8.499999999999999e-05|2.65|0.0|-0.04998|2.92|-1347.445127|702.95|1181.84|0.4466|319.71|554.23|0.6945399999999999|-1347.196501|-0.14558|6.4473|0.03469224|-1347.257936|48.0|7.3188|7.3188
3_a20 (SB-525334)|0|-0.08980269|6.880384082000001|0|0|1.183765089|0.0|-0.005492814|-0.053897691|0.0526353279999999|0.001821898|-0.274640708|0.001924142|10.95053359|1|0.0033523629999999|0.002992397|-0.169090412|-0.500412918|2|0.818922083|0.7186587|0.087932573|-0.17447922|0.76423988|0.7835436240000001|1|0.246005838|-34.52869143|6.965173618|43.70154849|0.1243352319999999|-0.029269046|-29.26136697|3.934338039|0.0|0.784910502|-1.375645142|58.45718743|2243.481559|494.6267525|-777.0449536|-9.33873414|0.215089498|10.9543133|4905.195832|121.495147|-438.9205046|21.06338405|0.0117802769999999|989.9790502999998|520.6749407|6.654190521|1.0|1.0|1.0|1.0|1.0|3.37|2.82|-8.39|5.2|4.69|67.35|1.69|1.0|0.0|104.59|0.0|1.0|3.0|-4.85|26.0|4.0|0.0|3.63|1.42e-05|0.00489|1.88e-05|3.74|0.0|-0.0671399999999999|3.9|-1086.56485|605.71|1030.31|367.0|248.86|498.74|0.49443|-1086.329436|-0.13417|3.7291|0.02096048|-1086.383308|162.0|6.7905|6.7905
5a_a50|1|0.0|7.927685046000001|1|1|1.3972442980000002|4.202707546|-0.00148647|-0.017108794|0.038040936|0.017227585|-0.06986407|0.012640587|10.93256969|2|0.01228899|0.028229556|-0.102607753|-0.161169418|1|0.699970832|0.788709546|-0.132977171|-0.203436041|0.847812674|0.6759066159999999|1|0.2814514|-20.77548565|5.435098605|6.819160781|0.030107124|-0.022747617|-18.56865899|2.900288114|60.04351409|0.66527517|-0.978147545|44.17662122|2246.106104|517.556163|-521.9610361|-6.477439183|0.33472483|10.76914508|4770.917486|178.61652859999998|-278.5298849|18.24602704|0.017576522|784.5791628|462.1867149|9.379218813|1.0|0.0|1.0|1.0|1.0|3.5|3.28|-6.24|3.66|4.33|35.64|2.62|0.0|0.0|101.86|0.0|1.0|2.0|-3.89|25.0|2.0|0.0|3.47|0.000129|42.0|3.14e-05|3.46|0.0|-0.02487|3.39|-1029.905844|582.98|976.41|0.2735|220.82|455.34|0.39948|-1029.734933|-0.16659|3.9843|0.02452028|-1029.786489|4.1|5.3872|5.3872
14a_a3|0|0.0|6.823286122000001|0|0|0.6050202020000001|0.0|-0.009312773|-0.1160619169999999|0.043464052|-0.143740653|-0.363198151|-0.00603969|10.3116301|1|-0.004161699|-0.267665193|-0.050943323|-0.582572884|3|0.882394075|0.7574238740000001|0.164994144|-0.287221775|0.822587422|0.8255789570000001|1|0.21389849|-45.12132248|6.904918591|256.5548327|0.209105063|-0.036792719|-22.89086827|3.396421044|83.70773843|0.7608768779999999|-1.324537874|55.84414456|2160.698862|389.0288018|-651.519384|-8.902004327|0.239123122|10.24853699|4716.423352000001|117.6209094|-320.4721558|23.78539971|0.0189212089999999|856.2743893999999|358.3503513|9.307045698|0.0|1.0|1.0|1.0|1.0|3.27|2.2|-6.89|4.28|3.71|105.82|1.04|0.0|0.0|93.25|0.0|1.0|2.0|-4.45|23.0|4.0|0.0|2.76|3.54e-05|0.0113|0.000103|2.58|0.0|-0.06736|2.44|-1327.485188|528.91|822.33|0.4524|383.1|373.85|0.69708|-1327.354384|-0.1321|3.5358|0.02860456|-1327.403067|0.03|7.5229|7.5229
9_a47|0|0.0|0.0|0|0|1.3818994059999998|0.0|-0.008501246|-0.1789147139999999|0.037492877|-0.043270202|-0.382556052|-0.009607222|10.93671087|0|-0.007880155|-0.091848897|-0.021556658|-0.4477815529999999|2|0.7033922579999999|0.792070785|0.046690958|0.075092937|0.853035126|0.689770023|1|0.492394184|-44.13640712|4.991260197|107.3271659|0.194850031|-0.036925422|-26.52703503|2.611122094|0.0|0.790651977|-1.550867715|58.96976407|2292.652212|421.2052248|-811.319145|-10.10553715|0.209348023|10.93281031|5212.504394|109.5180831|-424.4325604|24.43189048|0.015793737|1026.1394|442.7664664|8.262317504|1.0|1.0|0.0|1.0|1.0|2.87|2.78|-8.47|4.61|5.61|58.04|2.99|1.0|0.0|101.46|0.0|1.0|3.0|-5.37|26.0|4.0|0.0|4.09|4.29e-06|0.00148|6.3e-06|4.43|0.0|-0.05037|4.06|-1149.055456|566.1|959.59|0.2294|215.89|406.35|0.3885099999999999|-1148.896866|-0.1545099999999999|2.2966|0.03463008|-1148.949486|25.0|7.6|7.6
11d_a5|0|0.0|6.605297921|0|0|1.388848584|0.0|-0.003373937|0.001099755|0.0228184279999999|-0.125546291|-0.185566552|0.008307337|10.94877952|1|0.008809179|-0.202307745|-0.12451554|-0.22897714|2|0.786587307|0.783891527|-0.018747485|0.036918829|0.831190148|0.755793189|0|0.359644732|-40.04753555|8.151092424|61.45330587|0.12909714|-0.029333375|-34.21147402|5.179111638|0.0|0.712305422|-1.525335513|65.35645739|2540.78984|553.3617954|-969.1808771|-11.84243331|0.287694578|17.62784804|5283.02167|182.7978704|-615.8065323|26.16587381|0.018119737|1360.625438|631.9206508|11.51307533|1.0|1.0|1.0|1.0|1.0|3.13|3.37|-8.64|4.41|4.14|66.93|1.42|1.0|0.0|114.29|0.0|1.0|7.0|-4.14|29.0|5.0|0.0|3.28|7.2e-05|0.0278|5.14e-05|3.07|0.0|-0.03767|2.59|-1239.093739|682.09|1154.67|507.0|280.66|594.45|0.66686|-1238.855022|-0.16762|2.8731|0.03371838|-1238.914819|15.0|7.8239|7.8239
4h_a46|0|0.090767245|7.825245291|1|1|0.3002050539999999|2.134072222|-0.005778576|-0.346835467|0.040890805|-0.057256598|-0.404500343|-0.0008161889999999|10.31928028|1|0.003087227|-0.0932537609999999|-0.030014575|-0.516344924|2|0.739180305|0.7543177040000001|0.075704004|-0.134568896|0.7955809979999999|0.6947264059999999|0|0.659584488|-65.24476749|7.900037181|105.2773797|0.232755725|-0.0305445539999999|-51.70985599|6.198442205|19.09455432|0.805506105|-2.015940586|74.99848132|3472.1185880000003|601.9869510999999|-1581.72562|-18.803584|0.194493895|15.85230406|7808.347937|152.6017078|-1241.036544|29.75215152|0.011589523|1963642.0|1021.999374|9.093247153|1.0|0.0|0.0|1.0|1.0|4.63|2.99|-9.2|3.46|6.18|124.17|2.27|2.0|0.0|142.08|0.0|1.0|6.0|-6.53|36.0|6.0|1.0|3.82|2.97e-07|0.000149|2.06e-06|4.21|1.0|-0.0389199999999999|8.5|-1923.878801|792.61|1397.46|0.5451|292.11|682.14|0.55428|-1923.543349|-0.1711599999999999|1.7601|0.04729184|-1923.611784|229.0|6.6402|6.6402
12a_a32|1|0.0|7.765993078999999|0|0|0.609420757|0.0|-0.009460484|-0.057200812|0.036711712|-0.0134169989999999|-0.463563696|-0.003484915|10.31100269|3|-0.001662219|-0.024155151|-0.0852122769999999|-0.583507277|0|0.788133615|0.845443342|-0.018578911|-0.125149165|0.8966299409999999|0.7507116140000001|1|0.288267255|-53.20970382|10.31184223|111.9735444|0.211297677|-0.0308471429999999|-42.44899997|6.430656017|62.28768050000001|0.667706375|-1.4189685719999998|81.41372467|2572.916338|491.8493928|-884.8951120999999|-11.99645651|0.332293625|13.03685125|5656.0082|207.2244662|-551.8369996|28.81034388|0.021399091|1325.275819|557.1050635|13.34486989|1.0|1.0|1.0|1.0|1.0|3.45|2.85|-7.65|6.49|4.19|140.04|1.1|1.0|0.0|110.47|1.0|1.0|7.0|-6.01|27.0|4.0|1.0|3.6|9.78e-07|0.000389|3.17e-05|3.39|0.0|-0.05222|4.63|-1880.734215|667.68|1114.3|0.2908|346.71|548.66|0.7025600000000001|-1880.539078|-0.14827|3.0517|0.03682626|-1880.600043|25.0|7.6021|7.6021
35_a18|0|0.0|7.03438793|2|2|1.251175948|0.0|-0.00622005|-0.020425504|0.03531746|-0.069149293|-0.44784362|-7.44e-05|10.94702087|0|0.00113101|-0.104482176|-0.078001173|-0.5009599889999999|0|0.737701788|0.737094825|-0.032017257|-0.017913121|0.774007861|0.7277482059999999|0|0.3888901179999999|-60.302584200000005|6.525195505|118.7214377|0.199234055|-0.033440195|-45.74482543|4.809030636|74.92670772|0.874573807|-2.273933228|67.9315105|3038.429834|590.1597827|-1675.875389|-18.16338657|0.125426193|17.18442554|6995.248058|92.43836482|-1235.110287|28.17969862|0.007954001|1916.219506|1056.535856|5.862051629|1.0|1.0|0.0|1.0|1.0|4.3|0.0|-9.55|4.13|3.35|85.29|3.33|3.0|1.0|151.05|0.0|1.0|8.0|-6.06|36.0|3.0|0.0|3.07|8.629999999999999e-07|0.000415|2.96e-06|4.55|0.0|-0.04879|8.09|-1532.976969|796.47|1400.62|0.4981|385.69|657.07|0.69279|-1532.557542|-132.0|2.0432|0.02600607|-1532.627182|24.0|7.6198|7.6198
8c_a32|1|0.0|7.765993078999999|0|0|0.609420757|0.0|-0.0093793719999999|-0.04699673|0.036711712|-0.026467635|-0.459589251|-0.003484915|10.31100269|3|-0.001662219|-0.047650724|-0.0852122769999999|-0.578242111|0|0.788133615|0.845443342|-0.024032462|-0.11492754|0.8966299409999999|0.7507116140000001|1|0.263222951|-46.47597924|9.818219446|126.6561213|0.198252488|-0.027548799|-35.6276568|5.935643221|78.19443734|0.600684883|-1.267244762|74.36515033|2571.62241|484.6996147|-766.1178102000001|-10.06868562|0.399315117|12.81496717|5773.240734|241.4075262|-463.1595384|27.72624296|0.025527931|1275.407176|557.1050635|15.43301109|1.0|1.0|1.0|1.0|1.0|3.46|2.82|-7.65|6.49|4.19|140.04|1.1|1.0|0.0|110.47|1.0|1.0|7.0|-5.82|27.0|4.0|1.0|3.56|1.5e-06|0.000597|4.11e-05|3.21|0.0|-0.04161|4.28|-1880.733377|646.97|1090.0|0.3272|347.56|516.78|0.70135|-1880.537558|-0.14712|8.4922|0.03115673|-1880.597039|37.0|7.4318|7.4318
