molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|nARing|MATS2c|AATSC1s|JGI4|MATS7i|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC7i|MATS1c|GATS1are|MATS8d|GATS1pe|RASA|FNSA5|FPSA3|PNSA3|RNCS|FNSA4|WNSA5|FNSA1|WNSA3|GRAVp|TASA|PNSA2|WNSA4|GeomRadius|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50|pIC50
5b_a40|0|0|0|0.0|1|-0.067567502|0.064329005|0.044946237|-0.096549823|0.008515162|0.179058252|10.31198309|2|2|-0.164084255|-0.389789991|0.537115914|0.029485257|0.503365018|0.881264402|-0.091267779|0.019116586|-38.64461938|169.18694230000003|-0.036507111|-22.96968039|0.829018186|-19.38687321|2126.9310920000003|442.1045286|-549.4364437|-9.187872156|6.521443259|4813.179854|85.77656597|22.09185326|0.012549086|-330.1175669|662.7555978999999|285.9136384|1.0|0.0|0.0|0.0|3.13|2.82|0.21|4.93|4.39|75.5|2.89|1.0|1.0|84.17|0.0|2.0|3.0|21.0|-5.42|0.0|-4.84|3.69e-06|0.00125|1.44e-05|0.00488|0.0|0.0|5.65e-06|-0.07069|3.9759|5.62|3.9759|-2096.782087|-2096.767375|311.84|0.3005|311.84|411.1|0.59928|0.59928|-0.15999|7.2947|-0.23068|0.01471235|9.3069|7.1938|7.1938
8c_a12|0|0|0|0.0|1|0.1948786139999999|-0.055163114|0.038787879|-0.106633503|-0.004211843|-0.036504737|10.95472932|0|0|-0.1876771789999999|-0.606245231|0.905486734|-0.130288596|0.845077891|0.840397446|-0.101988384|0.019604202|-34.19075142|83.24714315|-0.038245644|-26.55601426|0.764449832|-17.44675795|2190.852814|428.8355831|-780.6350769|-9.958505349|5.670223821|4610.945152|120.19586|25.52931025|0.018855428|-269.8853937|1021.17241|390.0159026|0.0|1.0|0.0|1.0|3.91|2.24|0.11|2.81|1.59|63.06|2.02|0.0|0.0|98.07|0.0|1.0|3.0|24.0|-6.44|1.0|-3.72|0.000339|107.0|0.0001899999999999|0.0598|0.0|0.0|7.24e-08|-0.06706|4.3598|2.76|3.8341|-1022.77302|-1022.750382|323.37|466.0|284.38|402.43|0.53657|0.67318|-0.15571|1.7305|-0.2227699999999999|0.02263772|2.4806|7.3979|7.3979
9_a47|0|0|0|0.0|0|0.00410268|-0.1789147139999999|0.037492877|-0.043270202|-0.009607222|0.022031244|10.93671087|0|0|-0.091848897|-0.4477815529999999|0.7033922579999999|0.075092937|0.689770023|0.805149969|-0.0969292319999999|0.009540986|-44.13640712|107.3271659|-0.036925422|-26.52703503|0.790651977|-23.08946904|2292.652212|421.2052248|-811.319145|-10.10553715|5.653392499|5212.504394|109.5180831|24.43189048|0.015793737|-304.1026787|1026.1394|442.7664664|1.0|1.0|1.0|2.0|2.87|2.78|0.05|4.61|5.61|58.04|2.99|1.0|0.0|101.46|0.0|1.0|3.0|26.0|-5.26|0.0|-5.2|4.29e-06|0.00148|6.3e-06|0.00218|0.0|0.0|3.4000000000000003e-09|-0.05037|5.7429|4.06|3.7183|-1149.090086|-1149.055456|333.44|0.2294|215.89|406.35|0.3885099999999999|0.69084|-0.1545099999999999|2.2966|-0.20488|0.03463008|3.4815|7.6|7.6
14a_a10|0|0|0|0.0|2|-0.2090476269999999|0.0437538159999999|0.035660377|0.027446544|0.011509975|-0.045759336|10.92970798|1|1|0.042968756|-0.168193178|0.76857495|-0.007680215|0.740051323|0.911549451|-0.070610745|0.0135610389999999|-32.23041637|67.52851799|-0.018970051|-37.18086445|0.542015878|-23.38784787|3075.550631|661.4615097|-922.2903058|-9.988888957|10.0292632|6754.660977|332.3339934|25.39690722|0.0219172279999999|-60.97724212|1701.592784|1003.968547|0.0|1.0|1.0|0.0|3.98|4.4|0.39|4.16|3.36|59.31|1.94|1.0|0.0|146.76|0.0|1.0|7.0|35.0|-6.82|1.0|-4.8|6.159999999999999e-05|0.0288|1.58e-05|0.00743|0.0|0.0|6.55e-09|-46.0|5.5808|2.25|3802.0|-1489.655581|-1489.803158|326.1|0.2835|222.16|645.26|0.34245|0.7047100000000001|0.2422099999999999|3.1205|0.19621|-0.14757681|4.8004|7.1308|7.1308
3d_a32|1|1|1|3.503398526|0|0.0181036519999999|-0.034290847|0.041161616|-0.0620110029999999|0.000655875|-0.113314811|10.31100276|3|3|-0.1131110759999999|-0.539652902|0.8315372|-0.100251236|0.77923808|0.892845502|-0.093187219|0.014419776|-37.19367587|62.43434632|-0.02867299|-27.31750365|0.720540286|-20.13777259|2213.978384|483.4133562|-605.4522892000001|-8.405385739|6.15119195|4752.534658|151.30787800000002|21.54552351|0.0160633|-238.8142619|840.275417|421.3548777|1.0|1.0|1.0|1.0|3.34|3.11|0.24|6.97|5.07|110.94|1.94|1.0|0.0|97.86|0.0|1.0|4.0|23.0|-5.18|0.0|-5.13|2.81e-07|9.58e-05|7.36e-06|0.00251|0.0|0.0|5.13e-08|-0.05482|3.5105|3.42|3.5105|-1672.758552|-1672.733979|353.18|0.5031|353.18|465.41|0.7035100000000001|0.7035100000000001|-0.14189|3.2094|-0.19671|0.02457348|5.1728|8.0915|8.0915
12p_a30|0|0|0|0.0|2|0.038440292|-0.031328052|0.040899471|-0.062956958|0.005613018|0.000321545|10.31162861|1|1|-0.109773594|-0.456474815|0.8414737059999999|-0.2210072669999999|0.7991060659999999|0.843381594|-0.094870978|0.015107947|-47.54197452|75.21136863|-0.0364888379999999|-38.78387161|0.8199554720000001|-30.39737673|2783.628159|539.2411292|-1213.171684|-14.91687369|7.392482526|6166.812731|115.116829|28.4530386|0.0130197619999999|-409.146112|1479.558007|686.039456|1.0|0.0|1.0|1.0|4.76|0.0|0.17|4.35|2.93|81.65|3.04|2.0|0.0|132.24|0.0|1.0|5.0|30.0|-5.81|0.0|-5.15|2.21e-06|0.0009119999999999|7.05e-06|0.00291|0.0|0.0|9.75e-08|-0.05169|5.1922|4.14|3.4955|-1615.094336|-1615.0623480000002|354.69|0.1768|238.79|526.91|0.33929|0.68561|-0.14823|4.0456|-0.19992|0.03198743|4.6103|7.7721|7.7721
13c_a5|1|0|0|2.944180713|1|-0.2071929139999999|-0.0090268969999999|0.024822695|-0.010689086|0.005288472|-0.098760742|10.94530327|1|1|-0.017427549|-0.324868153|0.705487111|-0.033833834|0.6775573359999999|0.80019672|-0.076591149|0.023143526|-50.97293525|158.67712230000004|-0.025039414|-33.29709668|0.551328235|-33.60884086|2793.480751|527.6071331999999|-858.5021696|-10.8855893|8.492261628|5989.714507|295.8302846|29.94524142|0.0302745689999999|-67.68621352|1557.152554|656.208474|0.0|1.0|1.0|1.0|3.13|2.58|0.17|4.23|3.29|84.0|1.16|1.0|0.0|120.88|0.0|1.0|5.0|31.0|-7.28|0.0|-3.96|0.0002839999999999|0.1169999999999999|0.000109|0.0446|0.0|0.0|8.170000000000001e-09|-0.05615|4706.0|3.99|4.2145|-1351.274441|-1351.2369640000002|294.18|509.0|263.46|513.33|0.41594|0.51479|-0.17324|2.3276|-0.22939|0.03747691|2.9732|6.9101|6.9101
4g_a46|0|0|0|0.0|1|-0.153373738|-0.010706405|0.046415344|-0.093447672|0.011488768|-0.055084605|10.96333695|1|1|-0.144064904|-0.2455749539999999|0.662386484|-0.193115055|0.635494818|0.946829733|-0.070153728|0.00801562|-32.64186634|7.38470955|-0.024339048|-23.0928866|0.826861093|-18.72788427|2242.010126|543.2323468999999|-684.2477996|-8.0118178|5.8466355000000005|5176.321714|99.33639766|16.88825479|0.007803902|-375.0653627|827.5244845|568.1534007|1.0|0.0|1.0|0.0|3.9|3.61|0.38|5.19|5.37|43.6|3.06|2.0|1.0|106.55|0.0|1.0|3.0|26.0|-5.18|1.0|-5.38|4.22e-06|0.00155|4.16e-06|0.00153|0.0|0.0|1.57e-08|-0.03985|4.4163|4.65|4.4163|-1493.154666|-1493.132001|280.74|0.1294|280.74|530.39|0.6983199999999999|0.6983199999999999|-0.18602|3.5526|-0.22587|0.02266493|3.7113|5.5615|5.5615
12l_a30|0|0|0|0.0|2|0.157020295|-0.274237737|0.044036281|-0.102468864|-0.00695299|0.154540315|10.31162828|1|1|-0.300262845|-0.640870513|0.613786308|-0.0395239879999999|0.593245722|0.834279405|-0.109810463|0.0154211289999999|-63.31694493|103.5499036|-0.045581702|-53.74781658|0.8218150790000001|-44.29742723|3306.001879|583.6736326|-1690.148855|-22.31041443|9.258542907|7576.362669|124.6606826|38.8038646|0.016896687|-450.2927313999999|2056.604824|696.6414817000001|1.0|0.0|1.0|1.0|4.72|0.0|0.17|4.43|4.78|90.88|2.82|2.0|0.0|133.96|0.0|1.0|7.0|34.0|-5.66|0.0|-5.92|1.99e-07|9.63e-05|1.2e-06|0.000579|0.0|0.0|6.61e-08|-0.0545299999999999|5.0454|5.52|3.5245|-1988.033039|-1987.998976|351.78|0.2294|245.74|574.72|0.39486|0.68488|-0.14944|2.5031|-0.20397|0.03406276|2.9851|7.2154|7.2154
24_a20|0|0|0|0.0|0|-0.217098257|0.029711934|0.03625|0.087887688|0.009265667|-0.060940703|10.93106245|1|1|0.1468474119999999|-0.188335708|0.616352201|-0.07179846|0.607038752|0.952027295|-0.067869875|0.012814211|-38.76683848|12.83518119|-0.02714795|-27.02262995|0.771032243|-24.46164548|2736.601949|600.7235847000001|-856.5097809|-10.80905198|6.852820269|6109.1040920000005|144.47729840000002|22.21722343|0.013436544|-342.0394805|1110.861171|664.4562602999999|1.0|1.0|1.0|0.0|3.4|3.21|0.08|4.76|4.78|80.28|1.86|2.0|0.0|119.42|0.0|1.0|4.0|31.0|-6.26|0.0|-4.93|1.29e-05|0.00519|1.17e-05|0.00469|0.0|0.0|4.82e-10|-0.06748|5.3396|3.74|3.5876|-1291.896802|-1291.867578|345.59|0.2495|232.2|551.25|0.46668|0.44916|-0.15687|3.6107|-0.22435|0.02922392|4.3906|6.4976|6.4976
AKLKII_a46|1|0|0|2.917217813|0|-0.206312209|-0.030657|0.0386379929999999|-0.008897473|0.006821053|0.156485495|10.96959256|1|1|-0.015805561|-0.270506095|0.718266758|0.064690027|0.687139108|0.837641394|-0.089369278|0.010384859|-34.061229|160.85204040000002|-0.033194303|-20.09682339|0.7721395329999999|-16.15213359|2000.353437|397.2168972|-550.9360419|-7.464534402999999|5.83938898|4110.764451|108.05343229999998|20.38625028|0.015584114|-258.10190780000005|713.5187596|314.0966684|1.0|1.0|1.0|1.0|2.81|1.6|0.06|3.9|3.39|67.35|1.18|0.0|0.0|85.32|0.0|1.0|2.0|22.0|-6.5|1.0|-3.58|0.000578|166.0|0.000266|0.0764|0.0|0.0|6.18e-08||||||||||||||||||6.7423|6.7423
4p_a46|0|0|0|0.0|1|-0.060700883|-0.038295755|0.046533816|-0.164311513|0.005152176|-0.205494852|10.93681929|1|1|-0.251219946|-0.369670745|0.7471162309999999|-0.1623103719999999|0.751334374|0.905966489|-0.083274013|0.007398064|-56.55658053|175.10295019999998|-0.029978645|-26.78464688|0.87420565|-32.07534663|2257.769185|513.8073925|-850.1003902999998|-9.642472876|5.828038618|5167.091582|71.34266847|19.44852199|0.006740305|-424.4519674|972.4260993|585.8536976|1.0|0.0|1.0|1.0|3.89|3.2|0.3|4.85|5.25|61.84|3.2|2.0|0.0|107.89|0.0|1.0|2.0|27.0|-5.09|1.0|-5.4|1.59e-06|0.000567|4.03e-06|0.00144|0.0|0.0|8.95e-08|-0.0393|5.4796|4.89|3.9958|-1129.65844|-1129.618646|310.28|0.2363|226.26|537.47|0.43709|0.70138|-0.16819|3.6961|-0.20749|0.03979459|5.3996|6.4672|6.4672
7e_a8|1|0|0|3.038052327|0|-0.150447714|-0.052939815|0.043758865|-0.03633378|0.0024398329999999|-0.11032771|10.94332434|1|1|-0.075638618|-0.341022848|0.5897105770000001|-0.072307692|0.577394732|0.8291560379999999|-0.0886889709999999|0.0215993429999999|-51.4880895|86.03149870000001|-0.037446454|-31.72369068|0.776001552|-30.79383811|2605.914474|495.8990914|-1007.813711|-13.39444718|7.70387217|5808.479788000001|133.9683023|28.86058693|0.018708212|-330.14031780000005|1298.726412|519.5762494|1.0|0.0|0.0|1.0|3.2|3.38|0.04|5.16|4.94|70.81|3.54|2.0|0.0|108.43|0.0|1.0|4.0|29.0|-5.43|0.0|-5.41|1.78e-06|0.000686|3.87e-06|0.00149|0.0|0.0|5.07e-09|-0.0697|3.8142|6.32|3.2363|-1300.495519|-1300.467069|383.1|0.3461|325.06|544.55|0.6998300000000001|0.70177|-0.13577|9.0006|-0.2054699999999999|0.02845071|11.4436|4.4547|4.4547
43_a18|0|0|0|0.0|2|0.032999679|-0.01369899|0.033734062|-0.05314954|0.002712865|0.031746165|10.94702053|0|0|-0.079184068|-0.460675034|0.718255592|-0.0579590709999999|0.712848727|0.852344887|-0.0822489459999999|0.006890688|-54.49271386|0.66443384|-0.0311212229999999|-49.60799696|0.8743733490000001|-42.32033664|3172.923606|661.9512957999999|-1788.541603|-18.77059344|10.01438533|7428.282915000001|97.56464265|27.64206062|0.007193089|-581.4944803999999|2045.512486|1228.492038|0.0|1.0|1.0|2.0|4.54|0.0|0.34|4.5|4.08|76.5|3.7|3.0|1.0|160.76|0.0|1.0|9.0|38.0|-5.78|0.0|-5.96|3.55e-07|0.00018|1.09e-06|0.000554|0.0|1.0|2.52e-10|-0.04949|3.2233|8.79|3.2233|-1611.621186|-1611.598032|384.65|0.5429|384.65|702.4|0.6926800000000001|0.6926800000000001|-0.13196|3.0482|-0.18145|0.02315412|3.6943|6.2041|6.2041
47r_a18|0|0|0|0.0|1|0.029358241|-0.216996268|0.035706215|0.041686585|-0.005176133|-0.02952923|10.35082951|0|0|0.0646283159999999|-0.360670551|0.806477847|-0.048143486|0.7554975009999999|0.769578222|-0.087091542|0.0155038689999999|-62.75220741|13.30156885|-0.031669652|-48.70193962|0.688074851|-46.92606587|3389.050097|575.4901675|-1563.048166|-17.70979622|9.819988422|7727.455993|233.2574532|34.41856352|0.0225607039999999|-281.2845386|2271.625192|1005.982493|1.0|1.0|1.0|2.0|4.55|0.0|0.22|0.43|3.76|111.03|2.23|3.0|1.0|145.82|0.0|1.0|9.0|36.0|-6.12|0.0|-5.64|2.26e-07|0.0001139999999999|2.31e-06|0.00117|0.0|1.0|3.48e-08|-0.0522799999999999|3.1705|9.2|3.1705|-1964.841529|-1964.813473|391.06|0.6007|391.06|729.75|0.69545|0.69545|-0.13021|2.3873|-0.18249|0.02805567|3.2001|6.6364|6.6364
11_a1|1|0|0|3.3361517380000003|1|0.033732316|-0.196819043|0.035620155|0.08043435|-0.0127744789999999|-0.05257082|10.94957487|1|1|0.126722854|-0.563650254|0.823460272|-0.075188762|0.7846345840000001|0.5955245029999999|-0.126108875|0.034974992|-77.81495049|274.39137789999995|-0.048723884|-43.84323456|0.751878145|-45.88191258|2697.640232|351.1382199|-1264.075578|-16.93943154|7.43666407|5798.645137|146.29971719999998|38.20963621|0.02620284|-297.0290662|1681.223993|495.0560271000001|1.0|1.0|1.0|2.0|3.25|2.31|0.05|4.28|4.23|97.33|1.95|1.0|0.0|105.71|0.0|1.0|4.0|29.0|-6.27|0.0|-4.66|8.48e-06|0.00327|2.17e-05|0.00838|0.0|0.0|3.35e-08|-0.06546|3.7383|5.26|3.1924|-1312.462371|-1312.4282380000002|388.38|0.5573|331.66|471.76|0.68162|0.69914|-0.12916|5.0526|-0.19462|0.03413353|7.1743|6.7696|6.7696
11f_a5|1|0|0|2.967866825|1|-0.251797205|0.022233547|0.021060606|-0.083432989|0.00722997|-0.178881726|10.94877949|1|1|-0.1323098|-0.230681941|0.785419245|-0.016518403|0.750555185|0.847356138|-0.074612137|0.0221464629999999|-47.57801621|70.39517801|-0.022252743|-36.14073513|0.5109475960000001|-33.11311829|2853.401015|589.7388387999999|-882.7793242999999|-10.77881574|9.683662007|5969.213977|340.3683339|30.31104695|0.030351311|-15.23851001|1727.7296760000002|753.9168511|0.0|1.0|1.0|1.0|3.35|2.87|0.24|4.61|3.53|76.16|1.03|1.0|0.0|126.79|0.0|1.0|7.0|32.0|-6.99|1.0|-4.26|0.000112|0.0477|5.479999999999999e-05|0.0234|0.0|0.0|2.12e-09|-0.03862|4.4523|2.25|4.1356|-1391.7602960000002|-1391.722248|299.8|0.5834|278.47|579.1|0.6593600000000001|0.64937|-0.1691|2.1313|-0.20772|0.03804804|2.9697|7.9208|7.9208
13b_a6|1|0|0|3.423777636|1|-0.0411179|-0.0265090529999999|0.042739018|0.060593678|-0.00460563|-0.104663349|10.95129557|1|1|0.100281317|-0.490758329|0.850080948|-0.11338525|0.8013954109999999|0.7757172059999999|-0.112915801|0.032036214|-61.06841733|154.7847961|-0.0406496879999999|-48.5571926|0.757233678|-40.04664055|2821.72831|508.6895893|-1332.835801|-17.48058934|9.087172635|6000.952027|159.1980937|35.20276076|0.0203627189999999|-337.3706117|1760.1380379999998|627.4287311|1.0|1.0|1.0|2.0|3.56|2.85|0.12|4.98|4.32|95.85|1.29|2.0|0.0|116.79|0.0|1.0|5.0|31.0|-6.1|0.0|-4.99|3.11e-06|0.0012699999999999|1.02e-05|0.00417|0.0|0.0|9.77e-10|-0.0525799999999999|4.8494|4.04|3.6322|-1350.0903970000002|-1350.061187|341.35|0.7846|255.67|574.07|0.58026|0.7006600000000001|-0.14898|10.8032|-0.20156|0.02920955|13.5746|6.7595|6.7595
11_a3|0|0|0|0.0|0|0.119431379|-0.127546771|0.042795699|-0.101436441|-0.008037672|0.044912659|10.31163053|1|1|-0.194041982|-0.577616902|0.8947911009999999|-0.04179402|0.834020779|0.777803048|-0.099420732|0.014376713|-45.19136777|253.1353625|-0.0391657429999999|-22.2443844|0.752484736|-21.37603754|2097.896727|367.9098016|-611.3529698|-8.76293931|5.475372235|4487.967272999999|117.0775712|24.61956593|0.021256639|-238.8563772|812.4456757999999|311.6695405|0.0|1.0|1.0|1.0|3.19|2.07|0.0|3.79|3.41|105.82|0.8|0.0|0.0|88.28|0.0|1.0|2.0|22.0|-6.59|0.0|-3.71|8.37e-05|0.0256|0.000197|0.0601|0.0|0.0|3.06e-07|-69.0|3.2232|2.12|3.2232|-1288.195105|-1288.165162|384.66|0.4441|384.66|346.18|0.6966600000000001|0.6966600000000001|-0.13118|3.3694|-0.20018|0.02994326|4.4522|7.3979|7.3979
9_a10|0|0|0|0.0|1|-0.096384071|-0.032199235|0.03590535|-0.048732912|0.007316125|-0.1189611519999999|10.92721632|1|1|-0.079150788|-0.362724972|0.7141481129999999|-0.169389445|0.692424727|0.8694452140000001|-0.084348428|0.013842683|-40.90513782|86.66800495|-0.028592687|-42.40634438|0.73129178|-29.00379197|2904.874289|616.4802143999999|-1196.145223|-14.37503199|8.765421221|6606.83687|190.5275895|27.72306267|0.015893979|-327.9949188|1635.660698|816.3832816|1.0|1.0|1.0|1.0|4.0|3.2|0.23|3.69|3.68|75.94|1.81|1.0|0.0|130.71|0.0|1.0|7.0|33.0|-6.87|1.0|-4.44|5.920000000000001e-05|0.0259|3.64e-05|16.0|0.0|0.0|1.17e-08|-0.06118|5.5668|4.51|3.7309|-1410.041793|-1410.005954|332.32|0.4138|222.72|631.5|0.2242|0.68962|-0.15045|2.9927|-0.21163|0.03583924|4942.0|6.7144|6.7144
7_a4|0|0|0|0.0|1|-0.237954652|-0.003297033|0.037694444|-0.07290303|0.008409909|-0.125778587|10.92992954|1|1|-0.162314698|-0.174410426|0.527072036|0.0707653759999999|0.518356619|0.825830607|-0.071288428|0.01470626|-32.72992462|14.01468959|-0.026733161|-18.06277106|0.7179916670000001|-16.47508541|2286.169166|415.6938929|-538.2610657|-6.773539148999999|5.512905888|5022.496714|141.9530115|18.74189807|0.016800137|-219.4585767|749.6759227000001|407.1471338|1.0|1.0|1.0|0.0|3.05|2.7|0.15|4.42|4.67|43.6|2.82|0.0|0.0|95.07|0.0|1.0|2.0|25.0|-6.03|1.0|-4.41|0.000156|0.0514|3.92e-05|13.0|0.0|0.0|3.49e-08|-0.05217|4.0379|2.91|4.0379|-1089.870249|-1089.847072|307.05|0.0697|307.05|365.73|0.59702|0.59702|-0.16975|3.9832|-0.2219199999999999|0.02317758|4926.0|6821.0|6821.0
14aa_a23|0|1|1|0.0|0|0.066582026|-0.026892547|0.046678487|0.031136154|0.013012022|-0.029037128|10.313217300000002|2|2|0.055934795|-0.4506138879999999|0.725358161|-0.070471939|0.693959193|0.924108042|-0.076107469|0.018016316|-35.51947393|40.49537336|-0.03159178|-35.2984572|0.796659447|-24.18971469|2941.302235|629.3423691|-1140.287028|-14.65218978|8.000512184|6651.23042|138.4803717|27.00633206|0.013786041|-404.0660854|1431.335599|733.3886349999999|0.0|0.0|1.0|1.0|3.63|3.68|0.12|4.4|4.63|105.02|3.45|2.0|1.0|130.22|0.0|1.0|5.0|32.0|-5.92|0.0|-5.55|5.9e-07|0.000259|2.81e-06|0.00123|0.0|0.0|6.9799999999999995e-09|-0.0708299999999999|3.5934|4.1|3.5934|-1708.5626|-1708.5422620000002|345.03|0.4157|345.03|588.45|0.6805899999999999|0.6805899999999999|-0.1449|5.8286|-0.21573|0.02033777|8.3532|8451.0|8451.0
8m_a46|0|0|0|0.0|1|-0.044830187|-0.085284636|0.047345679|-0.134230003|0.0063680119999999|-0.120972269|10.94650201|1|1|-0.206020062|-0.380393836|0.783187801|-0.090247845|0.77612204|0.876210355|-0.085204935|0.007059399|-48.32436573|166.8508795|-0.032188531|-23.9511632|0.8854896870000001|-25.62105988|2045.330306|464.5573228999999|-767.9706141|-9.04821721|5.684332261000001|4439.758321|60.71213839999999|19.27296714|0.006689855|-408.7649869|867.2835213999999|463.1469765|0.0|1.0|1.0|1.0|3.24|2.92|0.3|4.16|4.21|50.94|2.62|1.0|0.0|96.16|0.0|1.0|2.0|24.0|-5.61|1.0|-4.56|3.3e-05|0.0105|2.78e-05|0.0088799999999999|0.0|0.0|3.5e-07|-0.01818|5.3062|4.12|4.2881|-1014.126693|-1014.091966|289.14|0.3905|233.66|489.57|0.43001|0.6997800000000001|-0.17897|2.0174|-0.19715|0.03472717|3.1675|6.6402|6.6402
12bi_a36|1|0|0|3.466222049|2|-0.088734077|-0.043740597|0.043854875|0.03474497|0.000482522|-0.067142264|10.95958518|1|1|0.056936052|-0.37220074|0.884226781|0.071329141|0.8350231859999999|0.7850011179999999|-0.107613368|0.034602166|-57.89562053|129.685076|-0.027831043|-52.46851415|0.4996603229999999|-40.42611289999999|3044.149713|548.1337538|-1127.129336|-13.56944331|8.454426643|6572.410403|349.3664649|38.89295091|0.037590587|0.474365004|2255.791153|766.4854363|1.0|0.0|1.0|2.0|4.97|0.0|0.21|2.83|1.9|87.66|1.42|1.0|0.0|136.74|0.0|1.0|7.0|33.0|-7.13|0.0|-4.15|7.75e-05|0.0342|7.13e-05|0.0315|0.0|0.0|1.6100000000000005e-07|-0.0510199999999999|3.8855|2.68|3.6851|-1461.997992|-1461.966152|336.45|0.4214|319.1|603.92|0.68181|0.69207|-0.15078|7.0514|-0.2018|0.0318395999999999|8.8903|7.8539|7.8539
6e_a40|0|0|0|0.0|2|0.128035402|-0.074872854|0.039160494|-0.15110197|-0.0026177839999999|0.103594243|10.30179954|2|2|-0.276969278|-0.6319354389999999|0.685858263|-0.289988439|0.648802794|0.74620476|-0.1164147119999999|0.015875595|-70.52033811|185.1473293|-0.04873174|-50.27304895|0.866991176|-46.34235117|3075.060648|490.3675161000001|-1377.032062|-21.04453212|6.972949117000001|7585.605268000001|87.40658058|36.93694043|0.012858969|-482.3355765|1588.2884390000002|587.7345677999999|1.0|0.0|0.0|1.0|3.98|3.16|0.21|5.02|3.72|173.43|2.12|2.0|2.0|125.15|1.0|2.0|5.0|30.0|-6.09|0.0|-5.58|1.74e-08|8.31e-06|2.6e-06|0.00124|1.0|0.0|2.35e-05|-0.09682|2.9549|8.35|2.9549|-2831.191706|-2831.156883|419.59|0.3625|419.59|537.07|0.67187|0.67187|-0.1195799999999999|8.3311|-0.2164|0.03482243|11.5248|7.7447|7.7447
14l_a23|0|1|1|0.0|0|0.060717916|-0.026530366|0.046283951|0.042748013|0.01269616|-0.060692376|10.313217800000002|2|2|0.07815878|-0.448622017|0.725800261|-0.1010279259999999|0.6906097959999999|0.921267667|-0.078204688|0.018669073|-35.3275485|40.34135162|-0.0328459689999999|-34.03690099|0.7896261940000001|-23.306234600000003|2879.181064|607.777253|-1083.45454|-14.29549842|8.006380163|6444.7098240000005|138.7874759|27.44221375|0.01508774|-382.1434717|1372.110688|666.0036144999999|0.0|0.0|1.0|1.0|3.51|3.52|0.09|3.88|4.33|105.02|3.24|2.0|1.0|125.25|0.0|1.0|5.0|31.0|-6.1|0.0|-5.25|1.43e-06|0.000608|5.61e-06|0.0023899999999999|0.0|0.0|1.65e-08|-0.07191|3.6274|3.79|3.6274|-1669.2363289999998|-1669.224647|341.8|0.4239|341.8|560.51|0.67242|0.67242|-0.14639|6.0563|-0.2183|0.01168219|8.2422|8.1798|8.1798
13e_a6|1|0|0|3.433539068|0|-0.089778965|-0.008507023|0.044021739|0.018376555|-0.003356527|0.0266218529999999|10.95053349|1|1|0.032420935|-0.462344944|0.841211811|-0.067328767|0.790249345|0.861676601|-0.093298845|0.0183790889999999|-49.62570093|66.59852278|-0.032929004|-41.68507499|0.722530518|-33.17101912|2868.489025|575.965487|-1122.537689|-14.71237941|7.973429837999999|6147.8097210000005|185.4673146|30.46313253|0.019543118|-297.4895642|1553.619759|676.2770877|1.0|1.0|1.0|2.0|3.51|2.79|0.08|5.01|4.53|103.17|0.92|1.0|0.0|123.82|0.0|0.0|5.0|32.0|-6.52|0.0|-4.78|7.74e-06|0.00323|1.65e-05|0.00688|0.0|0.0|6.59e-11|-0.07534|5.9885|3.36|3.2475|-1347.297639|-1347.25954|381.78|0.8312|207.04|567.24|0.38609|0.7034199999999999|-0.1327|10.1884|-0.20804|0.03809808|13.2999|7.9208|7.9208
