molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|SaasN|AATSC1c|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8d|nFaHRing|RASA|FNSA3|FNSA5|PBF|PNSA3|TPSA_x|WNSA5|RPCS|FNSA1|FNSA2|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|FPSA5|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
7a_a8|0.0|1|0|0|3.1730222510000003|0.0|1|7.535296702|1|1.4494883790000002|-0.010269971|-0.0407248439999999|1|0.041123188|-0.017706371|0.0|0.004607684|-0.019054799|1|1|0.002028046|-0.019499132|-0.032195997|1|0.7168594159999999|0.764224152|-0.032562221|0|0.718410375|-0.102174163|-0.101880506|0.238462711|-60.00793116|165.38046830000002|-35.14198015|71.85980901|0.733884399|-1.833849114|75.4573633|-25.04740346|80.80201312|0.477611327|2715.360649|-1077.038349|1702.719465|-14.71059634|7.699041907000001|14.73814865|0.914283468|5907.9340090000005|-632.5556427|0.0265990589999999|-274.7254012|1467.585836|15.62189947|0.0|1.0|1.0|1.0|3.34|3.06|23.0|-7.27|3.96|3.49|92.93|2.01|105.83|1.0|3.0|29.0|5.0|-6.33|382.37|0.0|1.0|3.15|-4.64|1.36e-05|3.24|0.0|5.3600000000000004e-08|-0.07616|-1291.287017|1031.61|403.8|315.0|494.48|-1291.10235|0.1575|-0.20505|-1291.156661|12.8748|24.73|4.6068|4.6068
19_a3|0.0|1|0|0|2.917217813|0.0|0|6.605297921|0|0.0|-0.003417504|-0.030657|3|0.0386379929999999|-0.008897473|1.744747103|0.156485495|0.036226415|1|1|0.006731579|-0.037291767|-0.066245471|3|0.718266758|0.758995484|0.064690027|1|0.853017902|-0.067674689|-0.087730634|0.225451546|-31.50932639|68.43484547|-19.01853079|0.0|0.75798185|-1.140498238|48.55416845|-15.17188084|36.92898885|0.476813896|2000.66399|-531.0158295|869.7868956|-7.064025721|5.342307798999999|10.21110415|0.911365749|4138.413977|-247.2409002|0.016552404|-240.2326308|700.5653624|7.706796952|1.0|0.0|1.0|1.0|2.81|1.6|21.0|-7.21|3.9|3.39|67.35|1.18|85.32|1.0|2.0|22.0|4.0|-6.5|287.32|0.0|1.0|2.45|-3.58|0.000578|2.19|0.0|6.18e-08|-0.05757|-929.2608626|832.23|314.28|0.3006|362.92|-929.14689|0.3006|-0.2206|-929.193831|2.8758|23.0|7.6383|7.6383
9o_a24|0.0|1|0|0|2.9340792330000003|0.0|0|6.605297921|1|0.0|-0.007052095|-0.044044637|3|0.028472222|-0.087807028|0.0|-0.097596429|-0.000236595|1|1|0.002019902|0.00177843|0.00294424|2|0.738419215|0.785672769|-0.000453155|0|0.770273808|-0.088586421|-0.08834189|0.6253256110000001|-51.29122728|133.0106596|-29.61546471|44.8382925|0.668046377|-1.678495905|66.24061038|-19.05574986|61.99847688|0.4861134689999999|2892.333138|-971.8432428|1906.512273|-11.03321234|6.080741586|11.83284872|0.945954873|6697.297449000001|-562.6938294|0.026064002|-194.5965258|1454.754155|15.09096602|1.0|1.0|1.0|1.0|3.96|2.84|23.0|-7.91|3.75|4.36|92.79|1.23|120.73|1.0|6.0|32.0|5.0|-6.83|421.45|0.0|0.0|3.01|-4.4|3.2500000000000004e-05|2.88|0.0|1.24e-08|-0.04527|-1388.094657|1126.94|290.75|0.1409|432.84|-1387.887227|0.0288|-0.22353|-1387.945865|5.9089|446.0|6.3507|6.3507
32_a47|0.0|0|1|1|0.0|0.0|1|6.842683282|1|1.998170616|-0.003573735|0.000921003|3|0.035568182|-0.013510009|1.6507707980000002|-0.026022099|-0.044598914|1|1|0.002350172|-0.077485193|-0.157688306|2|0.6636125860000001|0.810444864|-0.078006445|1|0.851627782|-0.05770007|-0.0726950079999999|0.266433793|-41.57905445|106.9180086|-37.74862456|44.50423685|0.64116122|-1.381205148|68.76811937|-18.77935151|55.48373932|0.44289006|2808.210157|-995.3056298|2255.632049|-13.53252578|8.656942728999999|15.53902041|0.794977846|6235.398576|-717.2238666000001|0.022735861|-203.4434306|1552.348456|16.38361254|1.0|0.0|1.0|1.0|3.35|3.67|21.0|-8.82|4.18|5.07|67.66|3.11|125.17|1.0|5.0|31.0|5.0|-6.34|436.91|0.0|1.0|3.94|-5.05|1.5399999999999998e-05|3.7|0.0|1.5e-09|-0.05682|-1778.0970140000002|1184.76|336.65|0.2969|548.86|-1777.843462|0.2839|-0.20778|-1777.90286|6.3139|0.1|7.0|7.0
21_a34|0.0|0|0|0|0.0|0.0|1|8.002694162000001|2|1.88614418|-0.012535886|-0.091664226|1|0.036880342|-0.125881566|0.0|-0.004734657|-0.009996155|1|1|0.00130996|-0.254686357|-0.407759867|1|0.702772307|0.740092842|-0.015568862|0|0.676390843|-0.09533089|-0.117789944|0.527371706|-63.96857813|217.1470086|-53.03643341|77.34839362|0.728260094|-2.120218984|95.12565978|-27.89610644|86.89263143|0.4688149339999999|3115.110331|-1422.701428|2429.6035|-18.7187412|7.253455092999999|13.65523159|0.882583047|7048.305909000001|-954.6558014|0.023973624|-306.332473|1953.562249|16.08669155|0.0|1.0|1.0|1.0|3.43|3.52|23.0|-7.68|3.64|3.23|86.55|1.72|122.59|1.0|4.0|33.0|6.0|-6.83|438.43|0.0|0.0|3.03|-4.71|3.14e-05|3.02|0.0|2.07e-08|-0.07534|-1483.305698|1182.6|401.11|0.2174|530.93|-1483.057743|0.0002|-0.20872|-1483.12009|7.9399|3.36|5.4737|5.4737
12e_a36|0.0|1|0|0|3.490984269|0.0|0|7.412764017000001|2|0.0|-0.007100632|-0.043085717|2|0.040899471|0.144415507|0.0|-0.0586405829999999|-0.084051264|1|1|0.003962098|-0.104118159|-0.1763783589999999|1|0.90414347|0.7975411790000001|-0.144846626|0|0.838086387|-0.07049439|-0.100988761|0.4347714629999999|-44.83739063|102.9838531|-40.85494129999999|5.735288795|0.7610764190000001|-1.918786459|75.50154216|-23.02695694|56.96241436|0.466721981|2709.877204|-1220.428718|2309.239105|-14.64611103|6.767371321000001|12.69013737|0.875194483|5929.071389|-776.2438847|0.017716522|-332.11111980000004|1603.556077|11.26845175|1.0|0.0|1.0|0.0|4.85|0.0|17.0|-6.97|3.24|2.19|69.2|2.24|128.72|1.0|5.0|30.0|4.0|-6.55|395.46|0.0|0.0|2.14|-4.3|6.929999999999999e-05|3.04|0.0|1.08e-07|-0.04962|-1272.23645|1142.19|337.84|0.4537|507.03|-1271.999945|0.0006|-0.20151|-1272.0579810000002|8735.0|14.0|7.8539|7.8539
15b_a50|0.0|0|1|1|0.0|0.0|2|7.934155233999999|1|4.112770601|-0.0045393|-0.05484142|1|0.032843915|-0.103807905|2.018777006|-0.06083723|-0.124047802|2|2|0.005203263|-0.131737048|-0.2185722769999999|1|0.79846758|0.8259784720000001|-0.216393362|1|0.8209134840000001|-0.082576068|-0.080700307|0.447220762|-47.20879251|102.3838797|-26.37622116|0.0|0.639017342|-1.291204916|60.03646705|-16.04745006|58.69070955|0.478989976|2441.264256|-738.1827030000001|1692.3273379999998|-9.174337796|6.89125222|13.22671714|0.919348867|5205.2135960000005|-422.0195386|0.024313507|-158.95261259999998|1155.184146|13.90004811|1.0|1.0|1.0|1.0|3.56|2.11|20.0|-5.72|2.71|3.26|68.76|1.66|105.46|2.0|5.0|27.0|4.0|-6.98|357.41|0.0|1.0|2.37|-3.6|0.000654|2.11|0.0|1.92e-06|-0.0333399999999999|-1160.463663|1035.3|305.67|0.1796|475.99|-1160.275856|0.1796|-0.20071|-1160.330621|9.3788|79.0|7.1024|7.1024
8a_a8|0.0|1|0|0|3.150966553|0.0|1|7.535296702|1|1.4114120369999998|-0.014658222|-0.1950388569999999|1|0.040243056|0.027531877|0.0|0.010118884|-0.0298924089999999|1|1|-0.005306541|0.055198015|0.089375589|1|0.76592324|0.762577159|-0.048064085|0|0.550829475|-0.131795179|-0.118763303|0.22299265|-78.93428863|269.0155755|-42.60049244|84.91322996|0.76420633|-2.256502762|86.57328508|-29.37948733|99.52191337|0.481294455|2802.374154|-1351.456417|1746.6927010000002|-17.59585557|7.533378788999999|14.52342059|0.927876056|6193.891189|-809.4093564|0.025786572|-316.4749864|1768.444416|15.44399996|0.0|1.0|1.0|0.0|3.37|2.64|23.0|-6.76|3.13|2.72|112.23|1.9|109.21|1.0|4.0|30.0|5.0|-7.04|400.39|0.0|0.0|2.56|-4.14|3.99e-05|2.4|0.0|1.74e-07|-0.06922|-1367.744724|1061.5|399.45|0.2035|476.69|-1367.539526|0.1729|-0.19937|-1367.595683|6.8427|11.34|4.9454|4.9454
14i_a23|0.0|0|1|1|0.0|0.0|2|7.423568444|0|3.2692375460000003|-0.010148243|-0.130330047|2|0.0432555559999999|0.040408197|0.7151570629999999|-0.018541856|-0.026731172|2|2|0.002496501|-0.017918675|-0.033435987|2|0.77007911|0.8025091329999999|-0.04255066|1|0.777952733|-0.0889593869999999|-0.096562208|0.266320368|-60.8283953|151.83084580000002|-45.14777443|93.48624142|0.7780956840000001|-2.027806362|79.20815775|-27.18760085|75.47917433|0.478050606|3097.406945|-1386.567643|2447.1741030000003|-18.59026006|8.107659819|15.53342127|0.915894552|7030.347905|-948.103263|0.019276934|-380.3109456|1782.001457|13.18112713|0.0|1.0|1.0|0.0|3.56|2.64|26.0|-6.96|2.57|3.12|148.11|2.28|128.38|1.0|6.0|33.0|5.0|-7.33|454.51|1.0|0.0|2.61|-4.39|6.11e-06|2.46|0.0|1.11e-07|-0.08025|-1798.608335|1224.02|335.72|0.3639|580.74|-1798.371346|0.3639|-0.23121|-1798.434186|8.3755|3.0|8.4622|8.4622
4g_a46|0.0|0|0|0|0.0|0.171759574|1|7.825245291|1|2.156712018|-0.001702489|-0.010706405|2|0.046415344|-0.093447672|0.0|-0.055084605|-0.138341481|1|1|0.010608122|-0.078780402|-0.121452903|2|0.662386484|0.74106323|-0.193115055|0|0.946829733|-0.056893316|-0.070153728|0.318162858|-32.64186634|30.50581108|-23.0928866|72.82863401|0.826861093|-1.192613373|44.72726697|-13.96424081|37.24073329|0.448462961|2242.010126|-684.2477996|2285.43285|-8.0118178|5.8466355000000005|10.60062169|0.8131148579999999|5176.321714|-392.5790722|0.007803902|-375.0653627|827.5244845|4.477396402|1.0|1.0|1.0|1.0|3.9|3.61|17.0|-7.8|5.19|5.37|43.6|3.06|106.55|1.0|3.0|26.0|3.0|-5.18|366.89|0.0|1.0|4.39|-5.38|4.22e-06|4.73|0.0|1.57e-08|-0.03985|-1493.132001|1064.92|280.74|0.1294|530.39|-1492.923098|0.1294|-0.22587|-1492.979142|3.7113|2745.0|5.5615|5.5615
16b_a32|-3.3094926630000003|1|1|1|3.2902303|0.0|0|7.765993078999999|0|0.0|-0.008469352|-0.3723824429999999|0|0.041958333|-0.012739425|2.033356859|-0.018753196|-0.0657820279999999|3|3|-0.00180101|-0.1202046419999999|-0.222700615|0|0.745820612|0.852956281|-0.098450203|1|0.7465375040000001|-0.088716278|-0.1083060409999999|0.559199331|-56.84546999|162.40756509999997|-44.4669946|9.827907321|0.7476362679999999|-1.624590613|80.37824892|-22.14820988|66.97508778|0.414997448|3037.795494|-1040.965864|3264.235184|-14.19159402|6.466656381|11.05406524|0.709394251|6612.089615999999|-667.0049190000001|0.017136832|-317.3487516|1392.342653|10.98052464|1.0|1.0|1.0|1.0|3.71|2.48|19.0|-7.6|5.4|4.88|165.49|0.41|114.43|1.0|7.0|28.0|6.0|-6.72|433.57|1.0|1.0|3.26|-4.55|5.19e-07|3.14|0.0|2.54e-08|-0.05946|-2315.951437|1137.73|342.39|0.2849|567.01|-2315.757928|0.2849|-0.2094099999999999|-2315.819979|7.0093|17.0|7.7696|7.7696
12m_a36|0.0|1|0|0|3.40403699|0.0|0|7.412764017000001|2|0.0|-0.011502861|-0.133854569|2|0.03912037|0.14264424|0.0|-0.025127218|-0.038386106|1|1|-0.004569485|-0.052743904|-0.090926893|1|0.892815402|0.825587924|-0.064035403|0|0.711961428|-0.10031651|-0.121074678|0.4493096629999999|-67.27772044|193.174369|-54.45666327|107.233999|0.7471181240000001|-2.300418875|96.11918789|-28.57011677|82.51872026|0.465323422|2925.315028|-1542.786306|2637.948424|-19.16067782|7.312794835|13.67704354|0.8702895190000001|6434.374756|-1034.676602|0.0222467879999999|-331.4617713|2064.983108|14.91990864|0.0|0.0|1.0|0.0|4.83|0.0|17.0|-6.14|1.92|0.98|112.29|1.28|131.85|1.0|6.0|32.0|5.0|-7.39|424.46|0.0|0.0|1.26|-3.8|7.96e-05|2.11|0.0|7.19e-07|-0.05114|-1401.6158890000002|1177.15|320.72|0.4718|505.51|-1401.385923|0.4718|-0.20993|-1401.446557|9.1003|0.03|7.5229|7.5229
24_a47|0.0|0|1|1|0.0|0.0|1|6.86171134|0|1.225600378|-0.010774404|-0.1160443999999999|2|0.039520202|0.0251322929999999|1.081401467|-0.063708635|0.071506228|1|1|-0.004514441|-0.111494046|-0.2494728939999999|2|0.662080166|0.812650394|0.113432542|1|0.7839491009999999|-0.075894947|-0.090995097|0.214985826|-42.71324947|121.5922303|-28.82156035|47.170683|0.611603578|-1.364926459|69.27912772|-18.28983173|54.82626523|0.479188295|2642.775318|-768.1729327|1239.381181|-10.29341441|7.024694045|13.48797266|0.920079732|6022.202634|-432.3234052|0.032103375|-125.6197312|1255.998102|18.06759887|0.0|1.0|0.0|1.0|3.14|3.12|21.0|-7.63|2.78|4.64|84.73|2.86|104.73|1.0|5.0|28.0|5.0|-6.48|396.81|0.0|1.0|3.31|-4.52|2.46e-05|3.16|0.0|2.32e-08|-0.06517|-1696.071577|1002.04|312.5|0.2618|450.98|-1695.93106|0.2618|-0.2285|-1695.98597|3.6008|3.0|8.5|8.5
18c_a22|0.0|0|0|0|0.0|0.0|1|6.842683282|0|1.804590026|-0.003749104|0.013131848|2|0.038137255|-0.044828537|1.642882533|0.009519672|0.006275578|1|1|0.005597023|-0.078828791|-0.143402172|2|0.7290394929999999|0.7669483559999999|0.010828071|1|0.931073539|-0.057956428|-0.076388478|0.5003904610000001|-40.094865000000006|47.68404831|-36.55965924|15.22791009|0.682690024|-1.52776956|67.73280290000001|-19.94201893|53.82294919|0.4777430589999999|3090.601885|-1056.927003|2574.178324|-13.79609783|7.332936064|14.04085897|0.914766316|7101.057047|-731.1931848999999|0.0215181079999999|-252.7737494|1548.179944|14.88645273|1.0|1.0|1.0|1.0|3.56|3.3|27.0|-9.46|5.36|4.98|124.4|1.47|136.36|1.0|6.0|34.0|5.0|-6.63|461.54|0.0|1.0|3.72|-5.1|1.6e-06|3.5|0.0|3.4299999999999995e-10|-0.07207|-1783.5397829999995|1249.84|333.1|0.2996|583.88|-1783.277296|0.0817|-0.22365|-1783.340519|1.0733|26.0|7585.0|7585.0
1d_a5|0.0|1|0|0|2.79978458|-4.455320158|0|6.605297921|0|0.0|-0.006252818|-0.308010841|2|0.030074074|-0.118028278|0.0|-0.2261588939999999|-0.010183824|1|1|-0.000700145|0.001493879|0.004923698|2|0.525406088|0.7595197290000001|-0.015804188|0|0.8965037640000001|-0.088396743|-0.086213657|0.6271150670000001|-47.76176205|55.92018945|-25.16889922|0.0|0.770504115|-1.465632167|56.83734591|-19.79744178|52.05055075|0.471074204|2481.822293|-791.897671|1172.890724|-10.69678217|6.116537519|11.5640749|0.89062437|5717.438103|-427.8712868|0.018980039|-292.3128788|1027.76566|10.25512997|1.0|0.0|1.0|1.0|2.92|2.19|23.0|-8.88|5.48|6.37|54.46|2.73|95.49|1.0|4.0|27.0|6.0|-5.73|366.34|1.0|1.0|4.15|-4.97|1.6100000000000002e-05|3.95|0.0|1.3300000000000002e-09|-0.04528|-1288.306458|951.63|268.88|0.2805|414.59|-1288.201219|0.0982|-0.23519|-1288.253849|5.3765|9333.0|5.03|5.03
14z_a23|0.0|0|1|1|0.0|0.0|2|7.423568444|0|3.305974434|-0.005892861|-0.024897956|2|0.04314059|0.038811869|0.729326158|-0.0438568409999999|-0.0229244|2|2|0.007229683|-0.069023218|-0.125978901|2|0.719722236|0.802520527|-0.035965909|1|0.925301102|-0.0582387179999999|-0.079754981|0.228957475|-40.56245532|52.02674091|-38.68856944|79.960755|0.785604449|-1.595099623|66.77741935|-23.63754572|53.33438253|0.474697407|3094.698027|-1110.964649|2692.627452|-16.46322104|7.834464959|14.91419434|0.903664694|7285.13008|-773.7713888999999|0.01612263|-397.8390333|1414.152695|11.22918692|0.0|1.0|0.0|1.0|3.42|3.67|26.0|-8.57|4.64|5.32|105.02|3.99|130.3|1.0|5.0|32.0|4.0|-5.8|480.37|0.0|0.0|4.49|-6.13|1.7e-07|4.83|0.0|2.6899999999999996e-09|-0.08503|-2549.0953670000004|1221.92|338.46|0.3201|586.28|-2548.895003|0.2917|-0.23698|-2548.957384|7.9877|5.0|8.2941|8.2941
4l_a46|0.0|0|0|0|0.0|0.171853072|1|7.825245291|1|2.155247543|-0.004736212|-0.075241716|1|0.049498645|-0.067419714|0.0|-0.060895366|-0.161358058|1|1|0.006162668|0.0071939419999999|0.010799648|1|0.7940662409999999|0.726535412|-0.229089688|0|0.892158627|-0.09094885|-0.085194597|0.291762764|-51.45056667|61.00681586|-27.26452605|0.0|0.883450801|-1.533502748|51.66342604|-17.01011822|55.17245545|0.409308207|2165.620022|-867.5160294|2087.583804|-9.6227739|5.80829255|9.833034117|0.692930243|4865.794981|-490.7614689|0.006130523|-433.8429998|981.9630347|3.468091068|1.0|1.0|1.0|1.0|3.92|3.19|17.0|-7.0|4.64|5.02|50.94|3.06|105.77|1.0|3.0|26.0|3.0|-5.23|347.45|0.0|1.0|4.08|-5.11|5.25e-06|4.49|0.0|9.980000000000001e-08|-0.01784|-1092.71063|1057.06|278.36|0.2504|526.77|-1092.484863|0.1523|-0.20351|-1092.53932|3.7624|98.0|7.0088|7.0088
15_a47|0.0|1|1|1|2.9226792460000004|0.0|0|6.605297921|0|0.0|-0.00516949|-0.072588375|2|0.042285714|-0.130885389|1.56205245|0.086682657|0.0506476009999999|1|1|-0.002377481|-0.007670908|-0.017562097|2|0.644280611|0.830688568|0.081171071|1|0.791753677|-0.084413593|-0.0904066519999999|0.429825305|-45.1562696|111.3994409|-25.87091101|0.0|0.711630105|-1.265693121|59.79410145|-17.81765281|54.07328082|0.477646539|2327.320914|-677.0708068|869.1027727|-9.531388265|6.984778596|13.37174753|0.914412511|5075.773767000001|-362.1927541|0.021370407|-226.4191275|951.4364299|11.43190096|1.0|0.0|1.0|1.0|2.89|2.1|21.0|-8.49|4.69|5.28|66.49|2.83|96.6|1.0|3.0|25.0|4.0|-5.76|353.78|0.0|1.0|3.74|-4.85|1.29e-05|3.8|0.0|3.22e-09|-0.0591799999999999|-1527.376145|930.51|305.43|0.2828|419.75|-1527.265523|0.0759|-0.2268|-1527.316555|3.7709|16.0|7.8|7.8
4e_a46|-3.742323661|0|0|0|0.0|0.092094405|1|7.825245291|1|2.12386814|-0.005995748|-0.370202917|2|0.041636905|-0.08224348|0.0|-0.058626723|-0.05803828|1|1|0.002688298|-0.030065705|-0.049530834|2|0.738134189|0.77019676|-0.076733489|0|0.753715041|-0.0835371459999999|-0.084780904|0.68427144|-63.39469142|186.9007941|-48.825259|20.27041189|0.7951078540000001|-1.949960781|73.87174786|-23.48867857|71.49283399|0.4753010039999999|3411.457836|-1479.78675|3129.575458|-17.82509456|7.906917146|15.06943449|0.905854609|7615.063066|-1122.980957|0.0125621839999999|-447.9030518999999|1861.114491|9.533193534|1.0|0.0|1.0|1.0|4.5|2.68|23.0|-8.81|3.05|5.93|124.17|2.06|137.28|1.0|5.0|35.0|6.0|-6.6|488.6|1.0|0.0|3.5|-5.41|8.29e-07|3.78|0.0|1.56e-09|-0.03893|-1884.564974|1343.97|296.81|0.4814|655.69|-1884.255802|0.3109|-0.21005|-1884.324182|3.2466|154.0|6.8125|6.8125
IN1166_a11|0.0|1|0|0|3.433539068|0.0|0|6.842683282|0|0.0|-0.006882528|-0.008507023|2|0.044021739|0.018376555|1.643912856|0.0266218529999999|-0.037793156|1|1|-0.001446486|-0.126749697|-0.223618825|2|0.841211811|0.765593573|-0.067328767|1|0.863273559|-0.073965061|-0.0896538619999999|0.551933595|-51.07061499|94.40543077|-42.74230509|20.83871871|0.694302821|-1.6137695069999998|76.76995134|-21.84820685|64.89703387|0.463497159|2865.055175|-1114.258549|2953.475057|-15.08551944|6.777827685|12.63334911|0.8639230290000001|6310.825439|-769.3614916|0.021531291|-268.3203251|1604.859603|14.86669859|1.0|1.0|1.0|1.0|3.51|2.79|27.0|-10.18|5.01|4.53|103.17|0.92|123.82|0.0|5.0|32.0|5.0|-6.52|417.47|0.0|1.0|3.31|-4.78|7.74e-06|3.27|0.0|6.59e-11|-0.07275|-1347.256659|1198.36|377.7|0.3425|554.63|-1347.012407|0.1239|-0.21098|-1347.073528|4.3481|12.0|7.9318|7.9318
17f_a50|0.0|0|1|1|0.0|0.0|2|7.934155233999999|1|4.305828452|-0.002205848|0.022892513|1|0.03135101|-0.167275895|2.187498662|-0.028989535|-0.132773563|2|2|0.0129274519999999|-0.247590736|-0.407467272|1|0.758335704|0.7851209440000001|-0.2257632789999999|1|0.911458734|-0.047333916|-0.074859564|0.333180181|-29.10566644|54.44410182|-28.30463221|82.90209608|0.721122105|-1.422331714|55.9791334|-16.50175503|39.19906437|0.472769049|2582.272632|-874.5930167000001|1929.981543|-10.14694362|7.200480876|13.65716648|0.896702|5579.97966|-537.7880119|0.01617809|-271.9363523|1212.822364|9.947921993|1.0|1.0|1.0|1.0|3.81|2.97|20.0|-6.38|2.87|3.83|51.77|2.09|116.81|1.0|6.0|29.0|4.0|-6.64|384.48|0.0|1.0|2.92|-4.12|0.000266|2.83|0.0|4.15e-07|-0.0336399999999999|-1219.220465|1146.22|304.9|0.1708|564.52|-1218.966516|0.1708|-0.20148|-1219.02507|8.312999999999999|398.0|6.4001|6.4001
3d_a32|0.0|1|1|1|3.503398526|0.0|0|7.765993078999999|0|0.0|-0.006420365|-0.034290847|0|0.041161616|-0.0620110029999999|2.230648962|-0.113314811|-0.0602430179999999|3|3|0.002004382|-0.076494363|-0.1395294259999999|0|0.8315372|0.8444218509999999|-0.100251236|1|0.892845502|-0.06869526|-0.093187219|0.2214902789999999|-37.19367587|58.01666174|-27.31750365|0.0|0.720540286|-1.118246623|59.15151032|-15.52441767|45.000975700000005|0.427813496|2213.978384|-605.4522892000001|1855.167124|-8.405385739|6.15119195|10.75032687|0.747681906|4752.534658|-327.8100438|0.0160633|-238.8142619|840.275417|8.697152881000001|1.0|1.0|1.0|1.0|3.34|3.11|19.0|-7.29|6.97|5.07|110.94|1.94|97.86|1.0|4.0|23.0|3.0|-5.18|340.47|0.0|1.0|4.32|-5.13|2.81e-07|4.5|0.0|5.13e-08|-0.05482|-1672.733979|959.11|353.18|0.5031|465.41|-1672.585902|0.5031|-0.19671|-1672.638515|5.1728|8.0|8.0915|8.0915
17e_a50|0.0|0|1|1|0.0|0.0|2|7.934155233999999|2|4.3906140030000005|-0.0020746479999999|0.038322942|2|0.031870748|-0.011278897|2.2384546640000003|-0.086639125|-0.114420412|2|2|0.012372059|-0.1949741189999999|-0.310566368|1|0.7596299459999999|0.7409645029999999|-0.202197068|1|0.930108205|-0.046347299|-0.073011385|0.4239465089999999|-32.24487658|48.62532158|-35.33972521|86.98647608|0.803671114|-1.67926185|57.93079973|-18.5444588|41.19554236|0.489797496|2883.936138|-1168.300905|1981.934841|-12.90180444|8.52101688|16.70124474|0.960006062|6301.28046|-812.8136797000001|0.010255676|-422.5418889|1453.705234|7.135108233|0.0|1.0|1.0|1.0|4.18|4.23|20.0|-7.33|4.23|4.68|51.77|2.91|138.0|1.0|6.0|33.0|4.0|-6.08|438.57|0.0|0.0|4.03|-5.18|1.34e-05|4.08|0.0|4.63e-08|-0.03156|-1375.268259|1312.91|307.67|0.1809|602.89|-1374.927998|0.1785|-0.19805|-1374.992422|8.8326|155.0|6.8097|6.8097
14b_a50|0.0|0|1|1|0.0|0.0|2|7.934155233999999|2|4.240438135|-0.003935732|0.0228205129999999|2|0.030219907|-0.068176984|2.115127752|0.037777505|-0.041169251|2|2|0.011249462|-0.1786649189999999|-0.280243276|1|0.74726683|0.7887047979999999|-0.076752616|1|0.904076348|-0.050362464|-0.076674952|0.7031402240000001|-33.02344264|62.89861413|-32.9673668|192.8987555|0.637281054|-1.533499045|64.58491917|-16.75898192|47.72661339|0.445384689|2967.872393|-1005.538915|2984.248708|-10.98912227|6.3538844910000005|11.45638132|0.8030515570000001|6737.145102|-659.347336|0.021820402|-180.03459850000002|1577.857852|14.30797341|1.0|1.0|1.0|1.0|4.64|3.64|20.0|-6.86|3.72|4.81|66.99|2.32|128.39|1.0|7.0|33.0|5.0|-6.5|441.52|0.0|0.0|3.6|-4.78|2.51e-05|3.51|0.0|1.3900000000000001e-07|-0.02486|-1431.037684|1253.87|304.07|0.1637|533.25|-1430.72987|0.1373|-0.1936|-1430.7933859999998|6.7927|6.58|5.1818|5.1818
12d_a40|0.0|0|0|0|0.0|0.0|1|7.515889085|0|1.753432382|-0.008004393|-0.107711573|0|0.043185185|0.209157499|0.794852923|0.087954209|-0.166080871|2|2|-0.002126898|0.127299624|0.224167029|0|0.809398262|0.7769829840000001|-0.254735308|1|0.840431415|-0.095675903|-0.091630294|0.0913543|-50.68561427|84.53363343|-25.71599691|60.80168183|0.844283549|-1.282824111|55.13932669|-20.59374436|56.88984065|0.470893531|2270.596857|-679.5935638999999|643.5166227999999|-10.90981687|7.877041626|14.88744155|0.8899787840000001|5101.479206|-360.0239567|0.01245259|-364.7778083|804.9352200000001|6.596929268999999|1.0|1.0|1.0|1.0|3.23|2.94|20.0|-6.84|4.59|5.02|84.45|3.76|96.16|1.0|2.0|23.0|2.0|-5.13|361.25|0.0|1.0|4.21|-5.58|5.58e-07|4.75|0.0|1.44e-07|-0.07765|-2153.180821|910.58|443.4|0.2584|435.41|-2153.071733|115.0|-0.19369|-2153.123107|1.9961|19.0|7.7212|7.7212
