molecula|n9FaHRing|n9FaRing|SaaNH|SssssC|nAHRing|BCUTs-1|MATS2c|AATSC1c|SRW07|n6HRing|JGI4|MATS7i|AATSC1are|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RPSA|WNSA5|WPSA3|RPCS|FNSA1|DPSA5|GeomPetitjeanIndex|TASA|MOMI-Z|GeomRadius|GRAV|WNSA2|DPSA4|FPSA5|DPSA1|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
12ar_a36|0|0|3.46014932|0.0|2|1.297042582|-0.064363806|-0.007046017|5.351858133|2|0.040839506|0.083451772|0.000939229|10.95407427|1|1|0.002112069|0.145909555|-0.096853381|-0.169341326|-0.4194638229999999|1|0.86559137|-0.064014394|0.89459881|0.8196353679999999|0|0.8365428659999999|-0.080760277|-0.098732471|0.317338373|0.022389124|-54.80317647|-66.9989409|15.19305207|0.163457134|-45.46486105|10.30986449|0.0|0.705591187|82.17472548|0.4743067589999999|567.6702443|2404.999137|8.770514183|6155.432771|-863.83236|33.4098581|0.0223636779999999|-279.0245523|708.5476357999999|1.0|0.0|0.0|2.0|4.86|0.0|-7.05|3.14|1.95|92.99|1.59|1.0|133.27|0.0|1.0|6.0|-3.92|-7.21|420.47|0.0|0.0|0.0|0.000122|0.0515|3.76e-05|-0.0566|5225.0|3.23|322.13|580.53|0.2372|-0.21291|0.04327285|-1364.2977050000002|25.0|7.6021|7.6021
18_a31|0|0|3.281949877|0.0|0|0.610137226|0.0690370959999999|-0.013634202|5.351858133|0|0.0427124179999999|-0.051184519|-0.009923585|10.31169929|2|2|-0.007811355|-0.084218532|-0.065041042|-0.107017926|-0.604728055|0|0.868704545|-0.1647054359999999|0.904870098|0.838968212|0|0.72588713|-0.11789212|-0.129469649|0.258135789|0.014467496|-69.19879619|-75.99442464|8.49194438|0.27411287|-44.60622732|4.984491996|0.0|0.7774768320000001|85.81723707|0.4492048839999999|426.0718665|1935.374782|7.076684189|4856.251645|-624.4871824|30.40953623|0.01673486|-325.73954460000004|477.1857166|1.0|1.0|1.0|3.0|3.41|2.85|-6.54|4.9|3.48|119.14|0.75|1.0|99.32|0.0|1.0|7.0|-4.62|-6.72|356.44|0.0|0.0|1.0|0.000241|86.0|0.000104|-0.03702|5.0092|4.81|317.05|541.33|0.2457|-0.19914|0.04825999|-1465.359325|0.13|6.8861|6.8861
14r_a23|1|1|0.0|0.0|0|1.197963203|-0.009140243|-0.006323791|5.351858133|2|0.045277778|0.014148395|0.007671236|10.31321824|2|2|0.0075222369999999|0.033038452|-0.073945564|-0.17267308|-0.454010253|2|0.616699629|-0.1050445769999999|0.846632079|0.5935522360000001|1|0.8662226190000001|-0.062618931|-0.085881409|0.375360556|0.019185345|-40.32463891|-55.30494931|12.35476415|0.133777381|-35.61466281|7.956082857|55.62948521|0.7882228370000001|66.31173073|0.4661909429999999|557.8203557999999|2306.754114|7.555307147000001|6744.848704999999|-712.2932561000001|29.85706563|0.017092103|-371.2130393|599.5697147999999|0.0|0.0|0.0|1.0|3.47|3.06|-7.67|3.78|4.58|105.02|3.4|2.0|120.24|0.0|1.0|5.0|-5.58|-6.31|429.47|0.0|0.0|0.0|7.73e-06|0.00332|9.18e-06|-0.06842|5.9406|3.72|389.92|513.71|0.0008|-0.22378|0.02296354|-1728.98403|5.0|8.2684|8.2684
18_a47|1|1|2.969619451|0.0|0|1.414391819|-0.141396999|-0.004337918|4.59511985|3|0.037919622|-0.026357805|0.0008454789999999|10.93838451|1|1|0.0015586929999999|-0.056674151|-0.02470455|-0.053119347|-0.322800033|3|0.646771311|-0.027351545|0.851462739|0.630969651|1|0.777824025|-0.078937385|-0.084415066|0.454324931|0.014741763|-49.44908758|-52.88049505|9.234746417|0.222175975|-33.12615721|5.784962137000001|3.684585007|0.7327484470000001|63.72933669|0.432077184|487.2556678|2184.962887|7.018342267|6261.441874|-596.2708299|25.98023687|0.017318402|-291.6032324|628.5247532999999|1.0|1.0|1.0|2.0|3.47|2.5|-10.36|5.53|6.0|79.38|2.63|2.0|119.78|0.0|0.0|4.0|-5.5|-5.87|410.45|1.0|0.0|1.0|4.29e-06|0.00176|1.78e-08|-0.04964|4.2668|3.32|293.65|487.81|0.0516|-0.22313|0.04031146|-1354.037606|3.0|8.6|8.6
18_a20|0|0|3.463603867|0.0|0|1.400923654|0.1160337319999999|-0.008841844|4.727387819|2|0.0396875|0.163548857|-0.005614194|10.93301779|1|1|-0.004071701|0.268927191|0.001996439|0.003282792|-0.597167441|2|0.809917509|-0.090732503|0.8162774979999999|0.778639593|1|0.76136176|-0.0927760219999999|-0.095227339|0.356461863|0.0108136339999999|-61.73239771|-63.36348363|7.195302872999999|0.23863824|-42.1615378|4.787695004|82.70867776|0.8109110409999999|72.31812218|0.483668611|506.6038164|1822.210286|8.011174137000001|6206.896662|-843.230756|29.4862782|0.013457694|-413.7552685|712.1606951|1.0|1.0|1.0|2.0|3.48|2.76|-10.0|5.54|4.69|97.55|2.06|2.0|125.07|0.0|0.0|5.0|-5.59|-6.13|419.48|0.0|0.0|1.0|6.91e-06|0.0029|4.17e-08|-0.05604|5.9778|5.35|350.69|531.11|0.2011|-0.20289|0.03787435|-1352.135304|34.0|7.4685|7.4685
17b_a25|0|0|0.0|0.0|0|1.3732004619999998|0.001256821|-0.004368141|4.727387819|2|0.042843137|-0.026412432|0.005120507|10.93106294|1|1|0.005244553|-0.044260194|-0.044156525|-0.073994564|-0.366585181|2|0.653180996|0.029728702|0.838260077|0.636746066|1|0.882170399|-0.068207754|-0.079392561|0.410780725|0.015879547|-51.71860811|-60.19950116|12.04068508|0.1178296009999999|-45.64634114|9.129863339|87.61586206|0.724866184|73.52844745|0.476276266|668.9067217|2514.295488|9.700133933|6674.061446|-958.573164|30.59704545|0.0175785369999999|-341.0100868|832.226697|1.0|1.0|1.0|1.0|3.56|3.25|-10.04|4.88|5.18|96.49|2.0|2.0|135.78|0.0|0.0|7.0|-5.32|-6.53|458.51|0.0|0.0|1.0|8.59e-06|0.00394|4.16e-08|-0.05531|5.4236|5.89|313.02|654.18|0.1741|-0.21939|0.04272963|-1483.630939|101.0|6.9957|6.9957
33_a20|0|0|0.0|0.0|0|1.4175014119999998|-0.188733405|-0.00145476|4.727387819|2|0.0388043479999999|0.148855442|0.009265667|10.93244905|1|1|0.008780074|0.248715569|-0.036258691|-0.060582944|-0.1771816269999999|2|0.616352201|-0.10978034|0.802353442|0.607038752|1|0.9493896|-0.058927252|-0.069838312|0.399354817|0.012738882|-38.58254635|-45.72654913|8.340767701|0.0506104|-29.9394021|5.46110745|64.93395624|0.759356182|54.60811436|0.465855239|621.611679|2274.654579|8.062843544|5916.443448|-568.84864|22.88265911|0.013564844|-339.6262863|664.4562602999999|1.0|0.0|1.0|0.0|3.39|3.59|-9.69|5.33|5.39|67.39|2.61|2.0|121.62|0.0|1.0|4.0|-5.6|-5.58|401.46|0.0|0.0|1.0|2.98e-06|0.0012|8.199999999999999e-08|-0.0582899999999999|5443.0|4.07|318.99|563.98|0.0463|-0.21788|0.02957286|-1275.662457|34.0|7.4685|7.4685
9_a27|0|0|2.627701427|0.0|0|1.391067068|0.164227115|-0.0073742819999999|4.727387819|2|0.042847222|-0.152086653|0.00611794|10.93740461|1|1|0.00651856|-0.2559122789999999|-0.101933162|-0.171520296|-0.541535578|2|0.677253824|-0.071974951|0.8806964490000001|0.654138816|1|0.7988644709999999|-0.078270599|-0.088404481|0.36853691|0.019589991|-40.3551562|-45.58003501|10.10030794|0.2011355289999999|-23.50038785|5.20756849|65.12542467|0.7892801540000001|53.0685473|0.466349763|411.8826346|1463.168883|5.03925321|4962.727436|-376.0062056|21.99956856|0.014524299|-298.297086|424.8821143|1.0|0.0|1.0|1.0|3.12|2.62|-7.06|3.85|3.04|76.46|2.66|0.0|97.46|0.0|1.0|3.0|-4.06|-6.33|331.37|0.0|1.0|1.0|8.28e-05|0.0274|2.88e-05|-0.0471|5.5421|4.67|297.52|425.08|134.0|-0.2187|0.02461151|-1083.017359|2.0|8699.0|8699.0
17f_a50|1|1|0.0|0.0|1|1.349854916|-0.2208117919999999|-0.002205848|5.82008293|1|0.03135101|-0.167275895|0.012475826|10.94501702|2|2|0.0129274519999999|-0.275290802|-0.247590736|-0.407467272|-0.204651539|1|0.758335704|-0.2257632789999999|0.8314734309999999|0.7241275009999999|1|0.911458734|-0.047333916|-0.074859564|0.333180181|0.016414675|-29.10566644|-46.03121141|10.09339793|0.088541266|-28.30463221|6.206439227000001|82.90209608|0.721122105|55.9791334|0.472769049|560.4567739|1929.981543|7.200480876|5579.97966|-537.7880119|22.88344084|0.01617809|-271.9363523|652.6793116|1.0|1.0|1.0|0.0|3.81|2.97|-6.38|2.87|3.83|51.77|2.09|1.0|116.81|0.0|1.0|6.0|-3.58|-6.64|384.48|0.0|1.0|1.0|7.57e-05|0.0291|0.00016|-0.0336399999999999|4.0664|2.5|304.9|564.52|0.1708|-0.20148|0.0276719|-1219.02507|398.0|6.4001|6.4001
13p_a6|0|0|3.449535594|0.0|0|1.424099253|0.024837222|-0.010395243|4.727387819|2|0.042959184|0.072850973|-0.008008339|10.95053423|1|1|-0.005708558|0.123575608|-0.068532678|-0.116250572|-0.573014008|2|0.865935935|-0.125636943|0.837659336|0.8244206940000001|1|0.7265205579999999|-0.099405155|-0.107371897|0.196002517|0.01730144|-70.52421289|-76.17631587|12.27472016|0.273479442|-54.04422654|8.708451561|107.5669533|0.76005742|89.17529231|0.412828992|515.4389679999999|3833.042283|8.760340755|6590.216479|-1080.8845310000002|35.16646396|0.018322293|-369.0018868|794.5462391|1.0|1.0|1.0|3.0|3.64|2.34|-10.06|4.58|4.01|122.47|1.01|1.0|132.01|0.0|0.0|7.0|-5.09|-7.01|449.51|0.0|0.0|1.0|2.79e-05|0.0125|3.92e-08|-0.0746|4.7973|4.73|415.53|573.39|0.0029|-0.1971099999999999|0.03807447|-1462.804694|92.0|7.0362|7.0362
30_a47|1|1|0.0|0.0|0|1.304327883|-0.069449687|-0.0092264759999999|4.727387819|2|0.038387534|0.013114301|-0.0098410169999999|10.95005723|1|1|-0.008325552|0.029343834|-0.035472095|-0.079370393|-0.4370608039999999|2|0.6850994429999999|0.074217097|0.913855507|0.651797437|1|0.67896733|-0.108232368|-0.107296835|0.384732322|0.022747897|-64.94243028|-64.38108459|13.64937081|0.32103267|-38.63044093|8.190002019|76.90733636|0.679447569|81.25550675|0.4680850139999999|407.3992771|1558.731067|6.886726437999999|5852.817155|-579.456614|33.84108731|0.028122734|-215.3470619|457.1122177|1.0|1.0|1.0|2.0|3.03|2.12|-7.24|2.71|3.93|98.72|1.78|1.0|104.25|0.0|1.0|5.0|-4.22|-6.95|396.81|0.0|0.0|1.0|7.94e-05|0.0315|2.28e-05|-0.0564299999999999|3.7159|3.89|333.66|478.04|0.3566|-0.20813|0.0420327|-1695.9887|13.0|7.9|7.9
13_a4|0|0|0.0|0.0|1|1.399843898|-0.210975191|-0.000990136|5.4161004020000005|1|0.044357639|-0.059300584|0.012994083|10.94205723|1|1|0.012019888|-0.094404255|-0.0161529719999999|-0.025714912|-0.143303992|1|0.645708528|-0.157188841|0.7986239909999999|0.6490618429999999|0|0.970027005|-0.050017793|-0.068249548|0.229685203|0.008746805|-24.48959182|-33.41617993|4.282589756|0.029972995|-16.36114989|2.096831328|54.71349575|0.862539527|37.12083496|0.4289448289999999|474.9422962|1439.176684|5.663493161|3983.972795|-261.7783983|15.89399858|0.007566425|-355.01146810000006|373.9073307|1.0|0.0|0.0|0.0|3.39|2.87|-6.2|4.18|4.15|30.71|2.9|1.0|90.06|0.0|1.0|2.0|-4.09|-5.39|287.36|0.0|1.0|1.0|3.77e-05|0.0108|0.00018|-0.03168|4.4811|3.87|297.09|429.36|0.1282|-0.20372|0.018124154|-898.2503529999999|4.0|5.3979|5.3979
11d_a5|0|0|2.9590700880000003|0.0|0|1.388848584|-0.245058546|-0.003373937|4.59511985|2|0.0228184279999999|-0.125546291|0.008307337|10.94877952|1|1|0.008809179|-0.202307745|-0.12451554|-0.200646773|-0.22897714|2|0.786587307|0.036918829|0.831190148|0.755793189|0|0.87090286|-0.063028408|-0.0847408619999999|0.359644732|0.012828514|-40.04753555|-53.84338206|8.151092424|0.12909714|-34.21147402|5.179111638|0.0|0.712305422|65.35645739|0.49396568|553.3617954|900.3825317|8.920296087|5283.02167|-615.8065323|26.16587381|0.018119737|-269.7929124|631.9206508|1.0|1.0|1.0|1.0|3.13|3.37|-8.64|4.41|4.14|66.93|1.42|1.0|114.29|0.0|1.0|7.0|-4.14|-6.47|385.46|0.0|1.0|1.0|5.14e-05|0.0198|8.909999999999999e-07|-0.03767|4.4175|2.59|301.89|594.45|0.2068|-0.20529|0.03371838|-1238.914819|15.0|7.8239|7.8239
47s_a18|0|0|0.0|0.0|1|1.251176205|0.026229332|-0.0054038509999999|4.844187086|0|0.035632184|-0.026883417|0.002573931|10.94702059|0|0|0.003686393|-0.040169986|-0.168728915|-0.252119673|-0.46304239|0|0.724028067|-0.0540701129999999|0.745196689|0.716761234|0|0.84543779|-0.070258863|-0.08106112|0.306379663|0.008446541|-53.18668656|-61.36410696|6.394119331000001|0.15456221|-46.45326408|4.840414512|51.05656345|0.820470855|69.29837549|0.4740142|640.0051571|1529.863965|9.811856136|6968.705069|-1207.784866|27.77963709|0.010481057|-485.1995077|1093.725912|1.0|1.0|1.0|2.0|4.41|0.0|-9.42|4.06|3.93|76.5|3.33|3.0|149.34|0.0|1.0|10.0|-5.95|-5.96|482.62|0.0|1.0|0.0|3.53e-06|0.0017|1.84e-07|-0.0491399999999999|3218.0|8.41|385.29|736.36|0.5203|-0.18109|0.02195039|-1533.809351|616.0|6.2104|6.2104
13e_a6|0|0|3.433539068|0.0|0|1.429020445|-0.089778965|-0.006882528|4.727387819|2|0.044021739|0.018376555|-0.003356527|10.95053349|1|1|-0.001446486|0.032420935|-0.126749697|-0.223618825|-0.462344944|2|0.841211811|-0.067328767|0.827254552|0.790249345|1|0.861676601|-0.074242826|-0.093298845|0.175643236|0.0183790889999999|-49.62570093|-62.36320497|12.28502792|0.138323399|-41.68507499|8.211609879|0.0|0.722530518|75.42629799|0.4442079679999999|575.965487|3457.565879|7.973429837999999|6147.8097210000005|-750.3313497|30.46313253|0.019543118|-297.4895642|676.2770877|1.0|1.0|1.0|2.0|3.51|2.79|-10.18|5.01|4.53|103.17|0.92|1.0|123.82|0.0|0.0|5.0|-5.11|-6.52|417.47|0.0|0.0|1.0|1.65e-05|0.00688|2.75e-08|-0.07534|5.9885|3.36|381.78|567.24|0.0104|-0.20804|0.03809808|-1347.074898|12.0|7.9208|7.9208
14f_a23|1|1|0.0|0.0|0|1.197963246|-0.002304087|-0.006791105|5.351858133|2|0.04255787|0.056215377|0.010561248|10.3132176|2|2|0.010508236|0.101910723|-0.110069159|-0.199540201|-0.399688849|2|0.756252127|-0.06885759|0.854683662|0.71381683|1|0.894162392|-0.059927056|-0.084419703|0.2096108239999999|0.027134452|-40.51498423|-57.07376861|18.34483401|0.105837608|-38.58595734|12.40242234|96.60179161|0.665778294|74.08536976|0.478733036|604.5178506|2322.5224120000003|8.124287407|6768.918745|-733.1331894|31.93672236|0.025162423|-224.1560124|683.7405759|0.0|0.0|1.0|1.0|3.57|3.61|-7.51|3.42|4.03|114.25|2.72|2.0|126.78|0.0|1.0|6.0|-5.63|-6.47|441.51|0.0|0.0|0.0|9.57e-06|0.0042299999999999|1.3699999999999998e-05|-0.07163|5.8184|3.23|346.78|572.35|0.1699|-0.21743|0.02255331|-1744.2443850000002|2.0|8.6459|8.6459
4b_a46|0|0|0.0|0.206072846|1|1.1346370890000002|-0.155670183|-0.00113356|5.587248657999999|2|0.047736111|-0.082722572|0.012332859|10.96200942|1|1|0.011806162|-0.128843936|-0.079238184|-0.123416853|-0.16915334|2|0.6901151990000001|-0.153841155|0.768651645|0.69830739|0|0.935245062|-0.0524080009999999|-0.070236212|0.27128814|0.007568202|-28.58477842|-38.30877966|4.127907383|0.064754938|-20.89467173|2.251475261|56.7922535|0.8104680259999999|42.65239101|0.428987199|510.1086157|1750.333702|5.76401157|4681.895329999999|-334.31474760000003|15.43427855|0.007963679|-338.6757579|538.4165208|1.0|0.0|1.0|0.0|3.9|3.03|-7.2|4.69|4.77|43.6|2.58|1.0|101.7|0.0|1.0|2.0|-4.35|-5.67|332.44|0.0|1.0|1.0|2.35e-05|0.00782|2.12e-05|-0.02729|4.5515|3.98|272.4|508.79|0.1784|-0.21811|0.02176759|-1033.378455|548.0|6.2612|6.2612
12_a47|1|1|2.903215905|0.0|0|1.304330736|-0.155854903|-0.005522244|4.59511985|2|0.036632997|0.001435849|-0.0047488359999999|10.95005729|1|1|-0.004332024|0.003417588|-0.006318684|-0.015039637|-0.326846977|2|0.6505449670000001|0.050943962|0.90246604|0.618808977|1|0.7840710409999999|-0.084846808|-0.091853238|0.266995634|0.018014416|-44.18983348|-47.83891561|9.382250925|0.2159289589999999|-24.91541818|4.886454935|0.0|0.680723821|61.09751253|0.4792593739999999|408.3591283|702.3796319|7.042279354|4816.005822|-323.9004363|26.10271529|0.025457205|-188.2488142|335.1175012|1.0|1.0|1.0|2.0|2.73|1.67|-8.11|4.19|4.98|66.49|2.6|0.0|91.63|0.0|1.0|3.0|-4.51|-5.94|339.75|0.0|1.0|1.0|2.77e-05|0.00943|2.61e-06|-0.0623|4.2907|3.01|313.58|400.09|0.2241|-0.2256|0.03721125|-1488.024564|6.0|8.2|8.2
12aq_a36|0|0|3.427017327|0.0|2|1.297043497|0.0332421529999999|-0.0116333169999999|5.351858133|2|0.041728395|0.076517478|-0.006653538|10.95447882|1|1|-0.004569485|0.131910912|-0.052743904|-0.090926893|-0.5356623070000001|1|0.892815402|-0.047695595|0.89459881|0.849217847|0|0.681470612|-0.1093001919999999|-0.122078233|0.162384515|0.021389734|-73.0277723|-81.56528598|14.29132551|0.318529388|-54.49698711|9.548598682|112.415579|0.7619767479999999|95.39676382|0.426481765|455.31741460000006|2906.024504|8.596645087999999|6296.75201|-1035.442755|37.66374367|0.020701483|-350.0740123|689.2886595|0.0|0.0|0.0|3.0|4.83|0.0|-6.14|1.92|0.98|112.29|1.28|1.0|131.85|0.0|1.0|6.0|-3.52|-7.79|424.46|0.0|0.0|0.0|0.000359|152.0|0.000305|-0.06059|3.9049|3.88|367.26|534.96|0.0059|-0.19967|0.03228003|-1401.452487|55.0|7.2596|7.2596
15a_a50|1|1|0.0|0.0|1|1.3530592819999998|-0.113976703|-0.004429392|5.82008293|1|0.035694444|-0.0446629609999999|0.005366038|10.94500663|2|2|0.005828749|-0.072976638|-0.128070491|-0.209259615|-0.325638639|1|0.797917311|-0.207610131|0.8749408470000001|0.76745052|1|0.837789896|-0.0783960279999999|-0.084501726|0.4349386739999999|0.018014615|-46.91098865|-50.56454577|10.77967103|0.162210104|-30.25705388|6.450390922|0.0|0.705410595|61.78266878|0.4476230879999999|501.3207109|1754.903963|8.095541483|5401.219537|-514.369916|24.86892274|0.018747341|-245.8291419|569.5267957000001|0.0|1.0|1.0|1.0|3.7|2.63|-6.09|3.23|3.57|68.76|1.87|1.0|110.43|0.0|1.0|5.0|-3.6|-6.78|371.44|0.0|1.0|1.0|0.0001189999999999|0.0444|0.0003|-0.03255|4.0408|2.66|306.83|519.38|0.1767|-0.19948|0.03314629|-1199.629702|41.0|7.3872|7.3872
18c_a25|0|0|0.0|0.0|0|1.193723817|-0.087958541|-0.002704524|4.727387819|2|0.043274232|0.007241543|0.007804726|10.31285373|1|1|0.007488918|0.01222181|-0.038006869|-0.064145547|-0.282103688|2|0.7644072209999999|0.0114970419999999|0.8005589320000001|0.7357918440000001|1|0.94801724|-0.048636087|-0.0719340379999999|0.385593349|0.009585904|-31.96445203|-47.27625541|6.300016824|0.05198276|-31.07074762|4.140476673999999|0.0|0.7479204509999999|56.83666555|0.484730247|623.0528232|2095.730631|7.553051762000001|6736.25597|-652.4856999|23.70385212|0.014546814|-325.8749539|831.3429628|1.0|1.0|1.0|1.0|3.58|3.89|-10.17|6.29|6.11|87.72|3.08|2.0|138.65|0.0|0.0|7.0|-6.05|-5.85|449.57|1.0|0.0|1.0|2.51e-06|0.00113|3.0499999999999995e-08|-0.0622|5.4858|4.75|371.26|547.87|0.0041|-0.19532|0.02003004|-1714.342386|88.0|7.0555|7.0555
6b_a40|0|0|0.0|0.0|1|0.604892326|0.135693438|-0.014861289|6.401917197|0|0.039863946|-0.137534783|-0.003851208|10.30179924|2|2|-0.004728928|-0.248560671|-0.018582337|-0.033583055|-0.630957955|0|0.691778838|-0.307881994|0.90571269|0.6462648870000001|1|0.753431574|-0.107699967|-0.118488624|0.417254814|0.014588568|-72.13527644|-79.36130196|9.771129787|0.246568426|-53.15460718|6.544506614|34.43877986|0.878140798|87.29061302|0.442509019|504.6333458|4049.386572|6.976123351|8482.600495|-956.7829293|37.83107469|0.011838681|-506.5422338|618.8882797|1.0|0.0|1.0|1.0|4.02|3.36|-5.21|5.67|4.38|173.43|2.61|2.0|130.16|1.0|2.0|5.0|-8.41|-5.85|511.42|1.0|0.0|1.0|6.55e-07|0.000335|0.00318|-0.09533|3.1026|8.98|399.62|552.01|0.4962|-0.21904|0.03026498|-3290.648012|0.03|7.5229|7.5229
1_a15|0|0|0.0|0.0|0|1.419940974|-0.22215316|-0.0084598019999999|0.0|2|0.0381893|0.06459652|0.001244652|10.95880609|0|0|0.003816011|0.096086011|-0.1816819589999999|-0.270248221|-0.34192045|2|0.836466114|-0.001544849|0.74357498|0.795437721|0|0.875723465|-0.068077117|-0.1117462069999999|0.7100707390000001|0.026214985|-44.01415991|-72.24770503|16.94887506|0.124276535|-46.71058649|10.95802135|63.14412039|0.605927517|90.40184737|0.437969049|566.1848585|2855.495631|6.580146251|7284.337537|-794.0799704|33.22939752|0.0280791829999999|-136.9714493|851.7423982|1.0|1.0|1.0|1.0|3.91|4.18|-10.02|5.46|6.32|74.73|2.2|3.0|132.94|0.0|0.0|8.0|-6.55|-5.38|457.52|1.0|0.0|0.0|1.08e-06|0.000495|4.36e-08|-0.04142|4.3834|4.68|385.18|598.34|0.0061|-0.17792|0.01894559|-1509.851127|44.0|7.3565|7.3565
12g_a36|0|0|3.5202147110000004|0.0|2|1.2678464|-0.063344124|-0.006495469|5.351858133|2|0.03912037|0.078990142|0.0042553209999999|10.95259306|1|1|0.005035022|0.130052038|-0.099596099|-0.163978382|-0.44093902|1|0.901715152|-0.088251318|0.847239339|0.860667615|0|0.854238488|-0.069292341|-0.097067302|0.374686587|0.017738779|-47.63457647|-66.72829531|12.19441007|0.1457615119999999|-45.87193951|8.382969151000001|5.097410387|0.779745318|77.14470618|0.473274545|587.240781|2476.712654|7.285010602000001|6223.658545|-963.3107298|30.45962398|0.015152386|-384.6182564|799.5563855|1.0|0.0|1.0|2.0|5.06|0.0|-7.38|3.85|3.01|69.2|2.66|2.0|138.33|0.0|1.0|6.0|-4.95|-6.19|423.51|0.0|1.0|1.0|1.39e-05|0.00589|1.7800000000000002e-05|-0.0505199999999999|5.2092|4.21|333.83|657.02|45.0|-0.20288|0.0255597|-1350.633209|14.0|7.8539|7.8539
14q_a23|1|1|0.0|0.0|0|1.19796338|0.141057047|-0.0101981219999999|5.351858133|2|0.044138322|0.064903564|0.002243702|10.31321757|2|2|0.002496501|0.121109106|-0.017918675|-0.033435987|-0.573130981|2|0.77007911|-0.089657283|0.871119857|0.7333675390000001|1|0.773194598|-0.08960718|-0.096370719|0.227948491|0.02158178|-61.51997721|-66.16349731|14.81701129|0.226805402|-45.42467289|10.17264683|97.13675614|0.777340899|79.42966327|0.472004985|530.8381985000001|2213.1193780000003|8.732265278|6982.066379000001|-953.9181308|35.04742005|0.01932289|-380.8178266000001|693.3423458|0.0|0.0|0.0|2.0|3.52|2.66|-6.96|2.57|3.12|148.11|2.28|1.0|128.38|1.0|1.0|6.0|-5.21|-7.33|454.51|1.0|0.0|0.0|4.03e-05|0.0183|5.03e-05|-0.08159|3.6431|4.19|340.33|554.59|0.4943|-0.23013|0.03458552|-1798.433122|16.0|7.8069|7.8069
47f_a18|0|0|0.0|0.0|1|1.251175676|-0.005500039|-0.005817448|4.844187086|0|0.031179487|-0.048472184|0.0036509859999999|10.94702253|0|0|0.00531392|-0.071877686|-0.264839041|-0.3927204379999999|-0.4138670829999999|0|0.765824398|-0.014370598|0.780474694|0.745431271|0|0.838156881|-0.063824969|-0.084851044|0.375218907|0.0138461289999999|-54.18475173|-72.03501774|11.75478965|0.161843119|-61.15474298|9.979328976|58.84834254|0.726550657|86.11217859|0.483843526|711.5604361000001|2343.062749|10.55465562|7870.103594|-1651.17806|33.88554232|0.016581683|-384.6642262|1347.416568|1.0|1.0|1.0|2.0|4.87|0.0|-9.22|3.22|3.6|88.97|2.79|3.0|164.47|1.0|1.0|13.0|-6.11|-6.4|541.68|0.0|0.0|0.0|3.01e-06|0.00163|3.27e-07|-0.04439|3.0964|8.13|400.42|874.24|0.5741|-0.1724099999999999|0.02902413|-1741.802171|9.0|8.0458|8.0458
9a_a36|0|0|3.4090209280000003|0.0|2|1.297044807|-0.109305298|-0.007853595|5.351858133|2|0.040166667|0.095192109|0.0034852859999999|10.96066876|1|1|0.00484375|0.160672128|-0.12019672|-0.202876718|-0.398235589|1|0.839235677|-0.1177413269999999|0.842671963|0.79302567|0|0.826559623|-0.073689118|-0.10869601|0.204819754|0.0236784079999999|-45.04449811|-66.44342306|14.47407729|0.1734403769999999|-40.61536816|8.847677483|0.0|0.7638345870000001|78.37175688|0.453098452|505.25728260000005|2167.77208|7.546661564|5693.562367|-731.0766269999999|31.95428497|0.019513779|-322.5522826|578.2841135|1.0|0.0|0.0|1.0|4.69|0.0|-6.28|3.04|2.04|66.4|2.02|1.0|120.94|0.0|1.0|5.0|-3.71|-6.74|382.42|0.0|1.0|0.0|0.000102|0.0391|0.0002009999999999|-0.05044|3.8677|3.38|320.56|495.18|0.4811|-0.20969|0.02701893|-1252.636005|13.0|7.8861|7.8861
