molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|SRW09|nARing|BCUTs-1|SaasN|MATS2c|n6HRing|JGI4|MATS7i|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|MATS8d|SIC2|FNSA3|FNSA5|PBF|RNCS|WNSA5|FNSA1|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GRAV|DPSA4|FPSA5|DPSA1|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|IC50|pIC50|pIC50
9b_a31|0.0|1|0|0|0.0|0|7.765993078999999|1|0.610136326|0.0|0.010411229|0|0.03995614|-0.045938305|0.014628521|-0.091236608|2|2|-0.001981487|-0.2345186269999999|-0.554573699|0.811212624|0.852813666|0.01752821|-0.154083843|0.899394425|-0.103937658|-0.131125311|0.241728566|152.8702381|-49.30281875|0.689175183|95.78862992|-23.95020956|84.94685678|0.469546953|2534.356888|410.2957125|-1125.659849|1711.969694|-14.68594601|8.097516252|15.2652837|5524.468603|34.75199071|0.025089192|-231.99935|524.0230338|1.0|1.0|2.0|2.76|16.0|-6.84|5.26|0.86|1.0|0.0|103.36|5.0|-6.77|384.45|0.0|3.0|1.76e-05|0.00675|0.0527|2.64|1.44e-07|5.520000000000001e-05|-0.0422899999999999|5.5119|-1578.839267|-1578.801576|663.06|1091.21|322.58|0.2732|224.94|562.68|0.70102|0.2627|-0.15907|5.2851|-0.2013599999999999|63.0|7.2007|7.2007
8h_a8|0.0|1|0|0|0.0|1|7.05012252|0|1.3918396709999998|1.241306689|0.038482973|0|0.046205674|0.008138299|-0.085125857|0.007079485|1|1|-0.007036544|0.254819201|-0.53822084|0.578166105|0.6971223040000001|0.111824921|0.010682683|0.751162751|-0.122706004|-0.11302328|0.273425421|316.4918269|-39.07081527|0.918315905|70.94463092|-28.69532281|78.73029948|0.451435543|2623.688756|354.18563860000006|-1262.594204|2019.780061|-16.87148841|7.453557203|13.58738632|5956.417906000001|31.2477685|0.00764059|-491.8998117|485.8626377000001|0.0|0.0|2.0|2.73|23.0|-7.95|4.69|4.11|2.0|0.0|105.27|4.0|-5.98|391.37|0.0|4.01|6.11e-06|0.0023899999999999|0.00395|3.82|1.13e-08|4.43e-06|-0.06344|4801.0|-1361.651799|-1361.618499|608.39|1029.51|332.16|0.3011|258.25|480.09|0.69844|272.0|-0.15475|3.4779|-0.21819|11.59|4.9359|4.9359
12bb_a36|0.0|1|0|0|0.0|0|7.412764017000001|2|1.29704416|0.0|-0.07834963|2|0.04625323|0.096309833|-0.018516159|-0.027636036|1|1|-0.004358975|-0.250781298|-0.421445726|0.653741315|0.836170906|0.0534307559999999|-0.045186455|0.892249657|-0.090660196|-0.114330726|0.314702945|88.91215764|-47.11573753|0.719294078|88.14984373|-24.95418524|72.36704599|0.4808928389999999|2902.055617|442.2064275|-1247.709262|2458.790147|-16.01935076|7.854524291000001|15.13083401|6285.088971|34.69260487|0.022984922|-281.5518699|593.6088758|1.0|0.0|2.0|0.0|17.0|-7.12|3.55|2.78|1.0|0.0|123.67|6.0|-6.8|417.41|0.0|2.44|0.000102|0.0424|0.0201|2.88|7.599999999999999e-08|3.17e-05|-0.0566799999999999|5.2382|-1431.4091|-1431.374881|667.88|1120.72|326.27|0.4172|236.69|515.92|688.0|0.0736|-0.15507|6251.0|-0.21175|0.01|8.0|8.0
AKLKII_a46|0.0|1|0|0|0.0|0|6.605297921|0|1.4316666480000002|0.0|-0.206312209|3|0.0386379929999999|-0.008897473|0.156485495|0.036226415|1|1|0.006731579|-0.066245471|-0.270506095|0.718266758|0.758995484|-0.0150769919999999|0.064690027|0.8264237520000001|-0.071827497|-0.089369278|0.271156366|160.85204040000002|-20.09682339|0.7721395329999999|49.76981906|-15.74102977|38.98582025|0.47999819|2000.353437|397.2168972|-550.9360419|792.7439217|-7.464534402999999|5.83938898|11.22955511|4110.764451|20.38625028|0.015584114|-258.10190780000005|314.0966684|1.0|1.0|1.0|1.6|21.0|-7.21|3.9|1.18|0.0|0.0|85.32|4.0|-6.5|287.32|0.0|2.45|0.000578|166.0|0.0764|2.19|6.18e-08|1.7800000000000002e-05||||||||||||||||181.0|6.7423|6.7423
1h_a5|0.0|1|0|0|0.0|0|6.605297921|0|1.427564094|0.0|-0.259241577|2|0.026339869|-0.02598568|-0.1197834419999999|-0.044117647|1|1|0.007357977|0.0578378779999999|-0.20140246|0.71274658|0.780175595|0.070628165|-0.082079343|0.8436458929999999|-0.067599619|-0.069496749|0.39793593|160.0744187|-18.90429957|0.7450549759999999|44.51475742|-14.49848188|39.84574434|0.489507204|2107.271793|459.3001331|-579.9392753|819.6979313999999|-7.561719827|6.711386288|13.14687756|4334.547353|19.45961351|0.01585373|-255.618083|409.0289917|1.0|1.0|1.0|2.07|23.0|-8.41|4.99|2.13|0.0|0.0|95.45|3.0|-5.77|312.37|0.0|3.43|5.5700000000000005e-05|0.0174|0.0111|3.43|3.87e-09|1.21e-06|-0.04124|4652.0|-990.6346565|-990.6032645|556.57|934.7|284.03|0.3333|266.52|430.83|0.57155|0.1754|-0.17797|2.2396|-0.21921|28.0|7.5528|7.5528
11_a15|0.0|0|0|0|0.0|0|0.0|1|1.435688956|0.0|-0.1758968389999999|3|0.02962963|-0.036023137|-0.0856783419999999|0.023543401|0|0|0.003766915|-0.272482143|-0.363940085|0.843715005|0.718800243|0.0234789439999999|0.0432314409999999|0.76664841|-0.064429158|-0.0974577669999999|0.632319408|143.8088883|-45.76619542|0.739315684|79.1792768|-23.02940065|56.84224275|0.470042906|3022.859488|613.0036107000001|-1335.705238|2565.707165|-15.7814467|6.233494755|11.76226306|7002.915718000001|31.14961732|0.018086221|-327.9935744|830.7967967000001|1.0|1.0|1.0|4.25|24.0|-8.9|4.33|2.52|2.0|0.0|138.24|4.0|-5.26|448.52|1.0|4.62|4.77e-07|0.000214|0.000357|5.32|1.27e-09|5.7e-07|-0.03877|4.7106|-1450.740771|-1450.705737|739.57|1284.85|418.94|0.2657|263.2|568.22|0.70577|0.0011|-0.12134|812.0|-0.16011|739.0|6.1314|6.1314
12b_a40|0.0|0|0|0|0.0|1|7.515889085|0|0.604989475|1.713497417|0.084915315|0|0.04020202|0.1744506639999999|0.107454819|-0.1537981269999999|2|2|0.004452418|0.038336814|-0.513870527|0.58925219|0.7137941109999999|0.026452642|-0.227384615|0.7818091140000001|-0.065048707|-0.074921647|0.2160572999999999|80.72126798|-24.3068084|0.856829717|48.54667776|-19.27231874|43.22826564|0.494842289|2462.878448|544.3244990000001|-597.4418808999999|860.5059425000001|-10.97726831|8.132984007000001|16.09989085|5933.385347|22.49258909|0.010309671|-406.4913617|370.3261123|0.0|0.0|0.0|3.87|20.0|-8.39|6.58|5.07|2.0|0.0|101.78|2.0|-4.09|415.12|1.0|5.79|1.95e-08|8.09e-06|3.2500000000000004e-05|6.68|4.08e-09|1.7e-06|-0.08279|3407.0|-3016.999329|-3016.9868100000003|576.38|960.94|363.91|306.0|363.91|490.5|0.69476|306.0|-0.14267|4.5528|-0.22546|0.04|7.3979|7.3979
20a_a10|0.0|0|0|0|0.0|1|7.535296702|1|1.343837243|2.113798134|-0.0774974029999999|2|0.036415094|-0.035536682|-0.010695558|0.011011878|1|1|0.008297595|-0.081587712|-0.281099208|0.661219642|0.755429696|0.036092601|0.019448804|0.817646497|-0.066386563|-0.072821454|0.591835899|66.52185003|-30.82502228|0.733451892|58.1398225|-18.22250274|52.05222074|0.452402751|2998.608651|594.4519837|-947.5701424|2021.669282|-11.8557778|8.419180593|15.37476788|6729.996773999999|24.84485067|0.016540298|-303.7731758|719.5272609|1.0|0.0|0.0|3.63|27.0|-9.44|5.06|2.53|2.0|0.0|126.35|5.0|-5.82|429.47|0.0|4.27|2.07e-06|0.000888|0.0011|4.36|3.61e-10|1.55e-07|-0.06611|4.7841|-1389.164302|-1389.1321289999998|696.63|1200.92|323.62|0.2738|259.16|524.02|0.6864600000000001|107.0|-0.1613099999999999|2.9429|-0.2274199999999999|1.2|5.9208|5.9208
12av_a36|0.0|1|0|0|0.0|0|7.412764017000001|2|1.297042752|0.0|0.049150854|2|0.04250591|0.06882889|-0.021036176|-0.039627578|1|1|-0.000472698|-0.213993335|-0.507136551|0.859938421|0.8076780109999999|-0.018133027|-0.067408377|0.8571025990000001|-0.082283524|-0.105593135|0.277834652|99.2415672|-51.2347934|0.671916917|91.5101903|-24.51766365|72.40871507|0.491188387|3011.024457|524.1323793|-1397.506828|2354.591519|-17.07826447|8.975655204|17.64042914|6460.1184140000005|36.48912989|0.025779468|-239.5042702|757.7532208|0.0|0.0|3.0|0.0|17.0|-6.93|2.38|1.49|1.0|0.0|138.06|5.0|-7.66|438.48|0.0|1.47|0.000292|128.0|0.0997|1.85|1.1800000000000001e-07|5.18e-05|-0.05307|4.8408|-1440.988179|-1440.945099|733.21|1247.28|360.39|0.6698|256.12|588.31|0.70455|0.0027|-0.14122|4.7666|-0.19429|39.0|7.4089|7.4089
8a_a31|0.0|1|0|0|0.0|0|7.765993078999999|1|0.610138387|0.0|-0.039027368|0|0.043817204|-0.1480271209999999|-0.135144546|-0.01861065|2|2|-0.009293513|-0.094359203|-0.520051508|0.938325481|0.837862749|0.0502030679999999|-0.030149254|0.895174844|-0.122293189|-0.136459435|0.272259026|131.2406629|-33.35560699|0.666437359|82.32407724|-20.61467025|79.02944672|0.4512945479999999|2128.209198|293.7455749|-742.1281291|1443.955093|-10.19199103|5.83708559|10.63792161|4538.505909|30.93264504|0.030052065|-164.57484340000002|324.7430642|0.0|1.0|2.0|2.05|16.0|-5.33|4.16|0.36|0.0|0.0|83.83|5.0|-7.11|314.36|0.0|2.13|0.000269|0.0846|243.0|1.56|4.62e-06|0.00145|-0.02993|3.8097|-1347.541429|-1347.507102|538.75|872.11|325.45|0.2604|325.45|396.15|0.7027100000000001|0.2604|-0.1587599999999999|3.7141|-0.18869|0.79|6.1024|6.1024
5d_a40|0.0|0|0|0|0.0|1|8.149890544|1|0.6049133329999999|1.601200869|-0.071479892|0|0.044526749|-0.1031436519999999|0.2078052269999999|0.029272031|2|2|0.006642869|-0.009744685|-0.399968083|0.496945486|0.8092726020000001|0.145024458|0.0451110059999999|0.877722972|-0.086193996|-0.094277694|0.049855551|181.4728912|-19.85450535|0.8111805740000001|49.97858532|-17.30589257|49.66367051|0.479931934|1974.583878|346.0207917|-519.1767771000001|511.3769101|-7.94180214|6.288958592999999|12.09256826|4051.712713|21.3342049|0.014630084|-285.606135|243.4287716|1.0|0.0|0.0|2.56|14.0|-4.32|4.08|2.25|0.0|1.0|74.11|4.0|-5.94|287.31|0.0|3.1|5.9e-05|17.0|0.0436|2.98|4.7600000000000005e-05|0.0137|-0.06796|3.7374|-1276.833831|-1276.817151|473.48|765.69|331.74|0.4493|331.74|365.74|0.69613|0.4493|-0.14851|7.0422|-0.2164699999999999|19.0|7.7212|7.7212
8_a4|0.0|0|0|0|0.0|1|7.535296702|1|1.304250488|2.126514848|-0.208165266|2|0.038726287|-0.072752231|-0.011835327|0.05775266|1|1|0.009595591|-0.078942941|-0.150276481|0.619844116|0.813333185|-0.07377839|0.097165358|0.879500982|-0.05397993|-0.065595042|0.546157592|11.02158946|-17.52616744|0.7261541020000001|41.57817329|-12.71482105|33.26523662|0.428884426|2297.5526170000003|478.2025467|-508.5928419|1737.932042|-6.572312789|5.695730546|9.972991122|5162.482272|17.50981094|0.0148422489999999|-233.7988862|434.9654405|1.0|1.0|0.0|3.19|21.0|-7.78|4.63|2.93|1.0|0.0|100.13|3.0|-5.76|346.81|0.0|3.85|4.49e-05|0.0156|0.00506|3.74|1.65e-08|5.72e-06|-0.05864|5.3544|-1450.239105|-1450.21384|561.6|949.09|311.03|0.1687|231.56|391.01|0.57675|0.0642|-0.16821|4.5781|-0.22685|54.0|7.2676|7.2676
18_a20|0.0|1|0|0|0.0|0|6.842683282|0|1.400923654|0.0|0.1160337319999999|2|0.0396875|0.163548857|-0.011236836|-0.054458882|1|1|-0.004071701|0.003282792|-0.597167441|0.809917509|0.7602869659999999|-0.107446431|-0.090732503|0.8162774979999999|-0.0927760219999999|-0.095227339|0.356461863|318.5587088|-42.1615378|0.8109110409999999|72.31812218|-23.91074854|68.92770059|0.483668611|2809.844943|506.6038164|-1267.269673|1822.210286|-15.91001426|8.011174137000001|15.51556677|6206.896662|29.4862782|0.013457694|-413.7552685|712.1606951|1.0|1.0|2.0|2.76|27.0|-10.0|5.54|2.06|2.0|0.0|125.07|4.0|-6.13|419.48|0.0|3.78|2.54e-06|0.00107|0.0029|3.85|9.93e-11|4.17e-08|-0.05604|5.9778|-1352.364724|-1352.32685|703.24|1204.88|350.69|0.2991|207.41|531.11|0.6953699999999999|0.2011|-0.14685|5.3978|-0.20289|34.0|7.4685|7.4685
17a_a50|0.0|0|1|1|0.0|2|7.934155233999999|1|1.349854788|4.319202937|-0.186084687|1|0.034142512|-0.109740063|-0.0979202769999999|-0.131632653|2|2|0.012893333|-0.3891730779999999|-0.220088198|0.762224122|0.784570118|-0.204032723|-0.215448852|0.828062407|-0.045404408|-0.078525868|0.4062532579999999|10.03717565|-33.3079288|0.7899109000000001|58.69900789|-18.26510428|38.54872522|0.486855438|2644.4486420000003|601.1353533|-1022.84584|1799.721631|-11.89568886|8.087984548|15.76161018|5718.782531|23.12299308|0.011602876|-377.6260803|719.3470265|1.0|1.0|0.0|3.29|20.0|-6.76|3.39|2.3|1.0|0.0|121.78|4.0|-6.44|398.5|0.0|3.27|0.000102|0.0408|0.0144|3.23|1.75e-07|6.97e-05|-0.03196|4.2478|-1258.566007|-1258.540058|705.96|1204.79|306.31|0.1817|291.88|616.93|0.66046|0.1754|-0.16724|6.2113|-0.1992|85.0|7.0706|7.0706
7a_a8|0.0|1|0|0|0.0|1|7.535296702|1|1.4000287219999998|1.4494883790000002|-0.11821781|1|0.041123188|-0.017706371|0.004607684|-0.019054799|1|1|0.002028046|-0.032195997|-0.412963751|0.7168594159999999|0.764224152|0.033708575|-0.032562221|0.831914523|-0.102174163|-0.101880506|0.238462711|145.3710976|-35.14198015|0.733884399|75.4573633|-25.04740346|80.80201312|0.477611327|2715.360649|421.9297638000001|-1077.038349|1702.719465|-14.71059634|7.699041907000001|14.73814865|5907.9340090000005|34.12990316|0.0265990589999999|-274.7254012|488.0169522|0.0|0.0|1.0|3.06|23.0|-7.27|3.96|2.01|1.0|0.0|105.83|5.0|-6.33|382.37|0.0|3.15|1.36e-05|0.00522|0.00874|3.24|5.3600000000000004e-08|2.05e-05|-0.07616|4.5808|-1291.313963|-1291.287017|605.72|1031.61|403.8|315.0|270.66|494.48|0.70367|0.1575|-0.12889|9.9646|-0.20505|24.73|4.6068|4.6068
9c_a31|0.0|1|0|0|0.0|0|7.765993078999999|1|0.610135804|0.0|0.031715924|0|0.03482906|-0.0384827639999999|-0.1047269419999999|-0.062737615|2|2|-0.000813398|-0.223856622|-0.546598398|0.8083148840000001|0.842823186|-0.000533581|-0.108617754|0.8856644770000001|-0.103325018|-0.128097622|0.287455956|153.5739377|-52.02424796|0.670716706|97.22026028|-22.85764436|85.15486955|0.4558841429999999|2592.448925|429.9685721|-1142.882218|2242.189942|-14.56678943|8.188627935|15.04941978|5658.985169|34.07943198|0.024456662|-217.5897278|583.9691392000001|1.0|1.0|2.0|3.09|16.0|-7.24|5.64|1.08|2.0|0.0|108.16|5.0|-6.53|398.48|0.0|3.32|5.85e-06|0.00233|0.0277|3.1|5.79e-08|2.31e-05|-0.03249|3849.0|-1618.157698|-1618.115927|691.3|1147.93|322.12|0.2554|322.12|588.58|0.7007399999999999|0.2554|-0.15975|1.3617|-0.19224|0.42|6.3768|6.3768
2_a1|0.0|0|0|0|0.0|1|7.535296702|1|1.348828131|2.233384354|-0.049975995|1|0.0409444439999999|-0.1056298369999999|-0.0619710709999999|0.101798469|1|1|0.003205156|-0.326716897|-0.422863867|0.571324013|0.795932678|0.079586368|0.1766333219999999|0.8571146190000001|-0.0622285999999999|-0.077270452|0.220315042|6.281701359|-16.00805425|0.6944040029999999|43.24570924|-12.05838656|33.45925305|0.39830426|1884.85038|367.8635872|-422.0435297|1378.496713|-5.488475744|5.2823820260000005|8.779158091000001|3920.383175|17.36508791|0.017741989|-176.9692239|299.6692382|1.0|1.0|0.0|2.69|17.0|-6.18|4.0|2.49|0.0|0.0|79.77|3.0|-6.04|279.31|0.0|3.21|0.000871|243.0|0.0466|2.76|6.64e-07|0.000185|-0.02966|4.0877|-920.2093796|-920.184721|489.42|807.98|303.31|0.2991|303.31|355.79|0.7007899999999999|0.2991|-0.1686|3.5853|-0.19826|5.8|5.2366|5.2366
27_a47|0.0|0|1|1|0.0|1|6.842683282|1|1.216250059|2.041063341|-0.160399235|3|0.0304347829999999|-0.067535989|0.0427469459999999|0.013336016|1|1|0.002350172|-0.157688306|-0.280944221|0.6636125860000001|0.804224077|0.0436226579999999|0.023325573|0.8517043879999999|-0.0630454209999999|-0.079484997|0.337815064|20.73428323|-32.56705871|0.700732763|63.02085767|-18.2393594|50.9207639|0.475450742|2804.020752|541.8239522999999|-966.6860481|2181.236691|-11.67498331|7.083168776|13.50334344|6433.288104|26.02898047|0.018969968|-256.9774086|682.9868225|1.0|1.0|2.0|3.52|21.0|-8.82|4.18|3.11|2.0|0.0|125.17|5.0|-6.34|436.91|0.0|3.91|1.5399999999999998e-05|0.00674|0.0038799999999999|3.7|1.5e-09|6.55e-07|-0.05814|4.9358|-1778.1049670000002|-1778.078632|673.27|1165.54|325.21|0.4007|251.19|517.82|0.69381|0.1839|-0.1578|4.0365|-0.21594|2512.0|5.6|5.6
37_a18|0.0|0|0|0|0.0|0|7.03438793|2|1.251176176|0.0|-0.0013530679999999|1|0.036746032|-0.018268775|-0.034593342|-0.011713125|0|0|0.003512954|-0.224171123|-0.44541772|0.7100921609999999|0.725028151|0.020848396|-0.020149364|0.761336899|-0.068500679|-0.074857954|0.385121249|12.63119843|-40.02719655|0.7648766029999999|65.15554136|-20.92960342|56.74339533|0.488368082|3055.795406|608.2316837999999|-1423.213033|1571.7484060000002|-15.30451633|9.460456975|18.49074823|7035.839448000001|27.36337253|0.0142451319999999|-387.3755475|1056.535856|0.0|1.0|2.0|0.0|18.0|-8.82|3.68|3.33|2.0|1.0|151.14|3.0|-6.14|480.6|0.0|2.93|2.08e-06|0.000999|0.00161|4.36|1.51e-09|7.27e-07|-0.04925|3.2127|-1532.997117|-1532.974371|794.5|1395.35|385.91|499.0|385.91|673.45|0.69305|499.0|-0.13194|2.2872|-0.18119|35.0|7.4559|7.4559
21c _a23|0.0|0|1|1|0.0|2|7.525639975|0|1.197962776|3.311482916|0.178300778|2|0.043130342|0.0645437059999999|-0.092608459|-0.039311241|2|2|0.0035741379999999|-0.036896213|-0.596546056|0.7641222459999999|0.782543953|0.149511954|-0.060079444|0.838980345|-0.08365474|-0.098699133|0.2571258939999999|323.3651097|-49.86692499|0.834557275|79.71722579|-28.58195193|69.43902929|0.468609427|3161.1237530000003|561.9588018|-1543.4254039999998|2628.628799|-20.31615463|8.945789862|16.83467928|7227.157398|34.24804117|0.013451712|-475.6090385|762.0576580000001|0.0|0.0|2.0|3.11|26.0|-7.33|3.1|2.49|1.0|1.0|133.35|5.0|-7.13|468.53|1.0|3.0|2.35e-06|0.0011|9.0|2.86|4.69e-08|2.2e-05|-0.07892|3.6649|-1837.964768|-1837.932192|747.88|1275.12|338.3|0.3329999999999999|338.3|587.02|0.5885699999999999|0.3329999999999999|-0.15089|6.0226|-0.22981|67.0|7.1752|7.1752
12_a3|0.0|0|0|0|0.0|0|6.823286122000001|0|0.605020506|0.0|0.167987916|2|0.042795699|-0.120694579|-0.045382017|-0.069857022|1|1|-0.0045709459999999|0.032450556|-0.604704476|0.899733837|0.718481325|-0.039834906|-0.125395523|0.784451598|-0.092838926|-0.096133903|0.101891875|239.2266101|-21.667278|0.830418645|52.16354015|-18.79271742|49.333524|0.463780604|2056.502939|393.75653|-638.9523922000001|1064.221958|-8.921820355|5.6343192|10.50748861|4400.493202000001|22.63041363|0.01374218|-313.7317211|330.4083896|1.0|1.0|1.0|2.17|21.0|-6.89|4.34|1.6|1.0|0.0|90.49|3.0|-5.3|304.37|0.0|3.23|2.07e-06|0.000629|0.0044|4.03|1.3e-07|3.9500000000000005e-05|-0.06361|3263.0|-1272.152002|-1272.125792|515.23|847.25|379.97|0.5056|379.97|361.95|0.69784|0.5056|-0.13153|2.3762|-0.19514|3548.0|5.45|5.45
15a_a10|0.0|0|0|0|0.0|1|7.535296702|1|1.34383719|2.141907675|-0.214195114|2|0.033912037|-0.125297206|-0.060539141|-0.062038567|1|1|0.01192767|-0.285973309|-0.188634555|0.7408341359999999|0.77630271|-0.0232534929999999|-0.1074837719999999|0.820233357|-0.0458501609999999|-0.076864276|0.754451037|42.41151044|-31.83957238|0.676473201|60.98047923|-16.19032994|39.61363829|0.407638879|2656.305166|588.9895149|-890.4681466|2413.560937|-10.42022369|6.71451044|11.33516398|5929.563906|23.93343877|0.017883602|-227.1590805|697.5493042|0.0|1.0|0.0|3.58|21.0|-7.79|3.95|1.93|1.0|0.0|118.92|5.0|-6.52|399.49|0.0|3.33|0.000108|0.0432|0.0157|3.12|1.63e-08|6.51e-06|-0.04742|5.7646|-1278.452284|-1278.4225210000002|687.57|1179.28|329.41|0.3558|215.08|563.27|0.68863|0.1583|-0.1559299999999999|4.7512|-0.20335|24.0|7.6198|7.6198
19g_a38|0.0|1|0|0|0.0|0|7.412764017000001|2|1.297044182|0.0|-0.077355838|2|0.042419753|-0.037579797|-0.009881824|-0.046735135|1|1|-0.004358975|-0.250781298|-0.438254637|0.653741315|0.836170906|-0.063110203|-0.076414544|0.892249657|-0.086314802|-0.114243258|0.5322242429999999|137.56612280000002|-45.74791999|0.719941993|86.78105144|-24.57988703|69.14572278|0.455443492|2897.384301|455.6240763999999|-1228.994351|2506.378649|-15.5542928|6.327835378|11.62016299|6631.17356|34.14148263|0.0228937029999999|-278.3610963|593.6088758|1.0|1.0|3.0|2.52|17.0|-7.12|3.55|2.78|1.0|0.0|125.65|5.0|-6.81|419.43|0.0|2.97|5.68e-05|0.0238|0.0196|2.88|7.599999999999999e-08|3.19e-05|-0.05479|5.2766|-1431.419426|-1431.386981|638.82|1104.29|336.12|0.2285|234.97|475.84|0.69982|0.0962|-0.15269|5.0677|-0.20748|42.0|7.3778|7.3778
16c_a32|0.0|1|1|1|0.0|0|7.765993078999999|0|0.6094207629999999|0.0|0.191088217|0|0.03995614|-0.03152033|-0.031087095|-0.036931818|3|3|-0.00369116|-0.229450999|-0.697601261|0.809370315|0.8607827790000001|0.0482801729999999|-0.061904762|0.915639476|-0.088841599|-0.119988297|0.367322508|102.2022233|-42.71426897|0.6846367059999999|86.97970500000001|-22.77882371|68.39521789|0.463897164|2649.168528|461.2334662|-1002.268243|3143.196853|-13.59090376|6.313526111|11.77670717|5979.891916|33.27140293|0.02579269|-220.3256617|513.9156315|1.0|0.0|2.0|3.08|19.0|-6.99|5.64|0.88|1.0|0.0|107.14|5.0|-6.44|399.49|1.0|3.41|9.17e-07|0.000366|0.0155|3.23|1.0300000000000001e-07|4.13e-05|-0.0505|3.6264|-1916.6792|-1916.651132|639.66|1069.28|341.89|0.2955|341.89|508.43|0.70198|0.2955|-0.14997|4.0551|-0.20047|5.0|8.3468|8.3468
19j_a38|0.0|1|0|0|0.0|0|7.412764017000001|2|1.29704352|0.0|-0.089207643|2|0.04391253|0.105682345|0.003554228|-0.036248822|1|1|-0.002443797|-0.20848518|-0.42133715|0.7163622890000001|0.846765471|-0.001131945|-0.060360554|0.908721232|-0.0844479869999999|-0.108006563|0.625966089|131.29876370000002|-50.60340201|0.714369845|90.05233553|-26.09259418|74.95583121|0.408533267|2969.234865|552.5012068|-1330.722303|3109.238056|-17.86002424|7.506210369|12.69084117|6704.612831|36.5253298|0.023555355|-293.4664598|640.025745|1.0|0.0|3.0|2.34|17.0|-6.92|3.17|1.76|1.0|0.0|130.41|5.0|-7.13|426.45|0.0|2.44|4.46e-05|19.0|0.0322|2.5|1.2099999999999998e-07|5.14e-05|-0.06447|6.0361|-1424.426858|-1424.390074|686.26|1163.3|336.13|354.0|205.41|533.97|0.69435|0.2625|-0.15182|10.8124|-0.21629|8.0|8.1146|8.1146
12f_a40|0.0|0|0|0|0.0|1|7.515889085|0|0.604990261|1.768354671|-0.03356339|0|0.040501792|0.070099257|0.108909202|-0.172869148|2|2|0.006841832|-0.054891771|-0.397377446|0.679527138|0.777316288|-0.160218113|-0.271493213|0.841769186|-0.067004323|-0.082198664|3.43e-05|62.72992556|-25.09213464|0.7314440520000001|56.53158029|-18.16607804|48.92668311|0.490421149|2383.68369|502.7764322|-635.8127312999999|628.5604981|-10.03685385|8.404802652999999|16.49362536|5326.217734000001|24.83590915|0.0201199619999999|-255.7481174|384.1423925|1.0|0.0|0.0|3.61|20.0|-7.32|5.35|3.99|2.0|0.0|98.25|3.0|-4.76|376.26|0.0|4.76|2.66e-07|0.0001|0.0003819999999999|5.4|4.81e-08|1.8100000000000003e-05|-0.07761|4.3313|-2212.359379|-2212.348599|572.63|951.55|436.97|0.4348|286.25|487.85|0.7029|0.3858|-0.11765|3.2818|-0.19526|0.38|6.4202|6.4202
17b_a50|0.0|0|1|1|0.0|2|7.934155233999999|1|1.348984601|4.35392516|-0.145258626|1|0.032052154|0.035558152|-0.152660972|-0.15040528|2|2|0.012686493|-0.357011777|-0.237489143|0.7715057479999999|0.7621727979999999|-0.1585336269999999|-0.257646121|0.799772151|-0.047785496|-0.07555585|0.4220781729999999|9.9094658|-36.59177249|0.803386523|59.65808461|-18.65764227|42.23167946|0.4835366239999999|2765.537065|648.4900322000001|-1156.773821|1948.148592|-12.98417734|8.324966952|16.11918162|6059.076348|23.22374317|0.010169967|-422.2639022|862.3868512|1.0|1.0|0.0|3.57|20.0|-7.54|4.18|2.71|3.0|0.0|131.39|4.0|-6.09|426.56|0.0|3.87|1.7899999999999998e-05|0.00763|0.0052|3.96|2.87e-08|1.22e-05|-0.0318|4.2447|-1337.1910779999998|-1337.164673|752.09|1300.3|306.75|0.1817|292.09|647.75|0.66195|0.1758|-0.16699|6.3333|-0.19879|122.0|6.9136|6.9136
