molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|MATS8i|BCUTi-1|n5aRing|n5aHRing|MATS1i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|MATS8d|GATS1pe|RASA|FNSA3|FNSA5|PBF|PNSA3|PNSA5|PPSA3|TPSA_x|FNSA4|RPCS|DPSA5|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|WNSA2|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Brenk|Molar refractivity|Log S (Ali)|Heavy atom count|Molecular Mass|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50|pIC50
27c_a34|0.0|0|0|0.0|0.0|1|7.412764017000001|1|1|1.4335249819999998|1.996958431|0.02583752|-0.014036512|5.351858133|1|0.041728395|-0.08157574|0.0|-0.80008116|-0.028344637|10.95447877|1|1|-0.128393271|-0.2077985889999999|-0.543350914|0.850511415|0.783333463|-0.0360159139999999|-0.0239323839999999|0.804740647|0.631065353|-0.114233896|-0.12597014|0.32643486|-76.84420762|-84.73908278|20.51361454|248.17931940000005|-0.042782312|119.8660257|100.1948155|0.424716257|2921.328444|424.51250080000005|-1525.30349|2477.818875|-1026.059181|1.0|1.0|1.0|2.0|3.55|3.11|0.12|3.11|3.34|0.0|119.71|-4.75|32.0|427.46|0.0|1.0|2.83|1.7800000000000002e-05|0.00759|2.9|9.1e-06|-0.03792|4277.0|5.23|3.9186|-1426.521813|-1426.482676|709.72|0.2385|289.89|-1426.246896|0.0093|-0.1589|0.03913684|-1426.31053|6.0969|6.0969
1_a3|0.0|0|0|0.0|0.0|0|6.823286122000001|1|1|0.6195934120000001|0.0|0.079857077|-0.006053652|4.727387819|2|0.034166667|-0.004409693|2.194605012|-0.248199745|0.038572075|10.33805862|0|0|0.05038525|0.08803837|-0.486774367|1.005427002|0.7905285390000001|-0.126299711|0.057919092|0.943582278|0.7762512779999999|-0.098872259|-0.0925710269999999|0.521474118|-45.44133321|-42.54530997|3.693677623|102.8341051|-0.034105115|0.0|49.05980305|0.4490711529999999|2012.9704|356.76228530000003|-595.6343396000001|1162.737831|-273.7513925|1.0|0.0|1.0|1.0|3.83|0.0|0.18|2.28|1.85|0.0|91.52|-3.07|22.0|306.38|0.0|0.0|1.5|0.0008529999999999|261.0|1.83|0.000518|-53.0|5.8805|2.08|3.8645|-1273.316428|-1273.290432|496.09|0.1775|210.84|-1273.1763970000002|0.0096|-0.1658599999999999|0.02599563|-1273.22339|6.1403|6.1403
12av_a36|0.0|1|0|3.4520047430000003|0.0|0|7.412764017000001|2|2|1.297042752|0.0|0.049150854|-0.009925128|5.351858133|2|0.04250591|0.06882889|0.0|-0.605432791|-0.021036176|10.96037173|1|1|-0.126068378|-0.213993335|-0.507136551|0.859938421|0.8076780109999999|-0.018133027|-0.067408377|0.817582774|0.752447733|-0.082283524|-0.105593135|0.277834652|-57.31621925|-73.55299094|15.09249582|172.4374372|-0.035197712|124.9387725|91.5101903|0.491188387|3011.024457|524.1323793|-1397.506828|2354.591519|-973.4610746|0.0|0.0|0.0|3.0|4.96|0.0|0.17|2.38|1.65|0.0|138.06|-3.54|33.0|438.48|0.0|0.0|1.47|0.000292|128.0|1.85|5.18e-05|-0.05307|4.8408|4.5|3.4402|-1440.988179|-1440.945099|733.21|0.6698|256.12|-1440.67411|0.0027|-0.14122|0.04308001|-1440.738332|7.4089|7.4089
8a_a32|0.0|1|1|3.217128449|0.0|0|7.773594467000001|0|0|0.609420757|0.0|-0.0755556459999999|-0.010151321|5.733341277|0|0.04008547|-0.0281981579999999|2.059960334|-0.497414715|-0.020716518|10.31100269|3|3|-0.0852122769999999|-0.1534110109999999|-0.591393096|0.788133615|0.845443342|-0.184419911|-0.2166242669999999|0.7507116140000001|0.814553726|-0.083474428|-0.109412858|0.221908108|-52.34893512|-68.61558335|11.48993376|116.298071|-0.035678106|66.81560596|79.73671389|0.480024324|2574.085885|510.8273411|-1029.23375|3312.822051|-645.4586397|1.0|1.0|1.0|2.0|3.48|3.67|0.26|6.49|4.65|0.0|110.69|-6.82|27.0|397.52|0.0|1.0|4.07|1.5199999999999998e-07|6.03e-05|4.17|8.86e-06|-0.06166|3562.0|4.98|3562.0|-1880.767206|-1880.732222|667.29|0.4315|348.07|-1880.536478|0.4315|-0.1445|0.03498398|-1880.595748|7.3468|7.3468
47r_a18|0.0|0|0|0.0|0.0|0|7.03438793|1|1|0.403924645|0.0|0.029358241|-0.0058631659999999|4.844187086|0|0.035706215|0.041686585|0.0|-0.40455848|-0.02952923|10.35082951|0|0|-0.233665901|-0.362261236|-0.360670551|0.806477847|0.7698681909999999|0.017110504|-0.048143486|0.7554975009999999|0.769578222|-0.083915825|-0.087091542|0.26560995|-62.75220741|-65.12700692|11.59378448|172.30927739999998|-0.031669652|60.66168882|81.99788849|0.49394971|3389.050097|575.4901675|-1563.048166|1504.28892|-1168.846551|1.0|1.0|1.0|2.0|4.55|0.0|0.22|0.43|3.76|1.0|145.82|-6.65|36.0|504.6|0.0|0.0|2.2|2.26e-07|0.0001139999999999|4.59|1.76e-05|-0.0522799999999999|3.1705|9.2|3.1705|-1964.841529|-1964.813473|790.57|0.6007|391.06|-1964.443758|0.6007|-0.13021|0.02805567|-1964.516246|6.6364|6.6364
27_a47|0.0|0|1|0.0|0.0|1|6.842683282|1|1|1.216250059|2.041063341|-0.160399235|-0.003631596|4.727387819|3|0.0304347829999999|-0.067535989|1.807806182|-0.207000956|0.0427469459999999|10.95005714|1|1|-0.077485193|-0.157688306|-0.280944221|0.6636125860000001|0.804224077|0.0436226579999999|0.023325573|0.634406338|0.846469886|-0.0630454209999999|-0.079484997|0.337815064|-40.35526807|-50.87821306|10.56549582|98.27436776|-0.028494622|3.180329084|63.02085767|0.475450742|2804.020752|541.8239522999999|-966.6860481|2181.236691|-618.7741154|1.0|0.0|1.0|2.0|3.37|3.52|0.26|4.18|5.07|0.0|125.17|-4.81|31.0|436.91|0.0|1.0|3.91|1.5399999999999998e-05|0.00674|3.7|6.55e-07|-0.05814|4.9358|2.97|3.8125|-1778.1049670000002|-1778.078632|673.27|0.4007|251.19|-1777.830739|0.1839|-0.1578|0.02633483|-1777.891054|5.6|5.6
7f_a8|0.0|1|0|2.961566988|0.0|1|7.05012252|0|0|1.394802504|1.2793830309999998|-0.139912829|-0.005338193|4.844187086|0|0.044814815|0.034392285|0.0|-0.234880498|-0.087673259|10.94343485|1|1|0.052081992|0.141285105|-0.381574707|0.515235986|0.7051689170000001|-0.048917705|0.041366689|0.507325475|0.770229267|-0.091890536|-0.08790841|0.3155671539999999|-52.28313554|-50.01741803|7.858266077000001|130.7330978|-0.040738044|55.49953831|55.85651025|0.4513917389999999|2534.956113|438.23883319999993|-950.3309426|1854.738581|-540.7116315000001|1.0|1.0|0.0|1.0|3.14|3.23|0.0|5.52|5.49|0.0|101.89|-5.68|28.0|373.35|0.0|1.0|4.63|2.09e-06|0.00078|4.66|1.31e-06|-0.07492|3.8187|6.81|3.4810000000000003|-1285.196168|-1285.168078|584.99|0.3536|324.68|-1285.017838|0.1502|-0.14506|0.02809022|-1285.071664|4.4479|4.4479
12_a47|0.0|1|1|2.903215905|0.0|0|6.605297921|0|0|1.304330736|0.0|-0.155854903|-0.005522244|4.59511985|2|0.036632997|0.001435849|1.555521837|-0.209845277|-0.018573056|10.95005729|1|1|-0.006318684|-0.015039637|-0.326846977|0.6505449670000001|0.8288334490000001|0.055943216|0.050943962|0.618808977|0.7840710409999999|-0.084846808|-0.091853238|0.266995634|-44.18983348|-47.83891561|9.382250925|112.4599133|-0.034116917|0.0|61.09751253|0.4792593739999999|2266.78114|408.3591283|-621.9059029|702.3796319|-323.9004363|1.0|0.0|1.0|2.0|2.73|1.67|0.0|4.19|4.98|0.0|91.63|-4.51|24.0|339.75|1.0|1.0|3.37|3.11e-05|0.0106|3.43|2.61e-06|-0.0623|4.2907|3.01|3.9538|-1488.101254|-1488.064043|537.79|0.2306|288.96|-1487.974738|0.2241|-0.1633|0.03721125|-1488.024564|8.2|8.2
16a_a23|0.0|0|1|0.0|0.0|2|7.423568444|1|1|1.197962324|3.411338761|-0.0147904689999999|-0.0054940769999999|5.351858133|3|0.046283951|0.062601621|0.759926978|-0.302174246|-0.088255625|10.31321796|2|2|-0.181609054|-0.335065967|-0.380779155|0.765869487|0.8323974470000001|0.154144584|-0.116894582|0.7199622309999999|0.934837094|-0.041095401|-0.07288672|0.181301571|-26.53751114|-47.06687604|13.80568132|42.07919382|-0.025724725|91.92609822|65.21027197|0.49525751|2924.629647|603.6746046|-847.2037686000001|1801.957216|-547.0850515999999|1.0|0.0|0.0|1.0|3.94|0.0|0.14|2.03|2.52|1.0|125.79|-4.58|31.0|427.5|0.0|0.0|1.85|2.6e-05|0.0111|2.66|0.0023|-0.0502|1.6239|2.49|1.6239|-1685.913359|-1685.8794469999998|670.04|0.2066|763.49|-1685.580443|0.2066|-0.07625|0.03391189|-1685.6419010000002|7.4037|7.4037
14k_a23|0.0|0|1|0.0|0.0|2|7.423568444|0|0|1.1979621459999998|3.358995671|0.070940371|-0.005866159|5.351858133|2|0.046283951|0.04479394|0.74561778|-0.299174093|-0.055500851|10.31321813|2|2|-0.071484865|-0.13187015|-0.463402169|0.722187957|0.800643488|0.140087361|-0.091426449|0.659570836|0.922397728|-0.0562483359999999|-0.079899943|0.226547411|-37.43135588|-53.17069631|12.53019305|51.64167457|-0.033999976|80.31548917|64.04991522|0.486654314|2955.4566170000003|613.8243395|-1063.413926|2174.886074|-707.6658267999999|0.0|1.0|1.0|1.0|3.39|3.56|0.05|4.0|4.67|1.0|125.29|-6.13|31.0|445.93|0.0|0.0|3.99|7.49e-07|0.000334|4.21|4.55e-06|-0.07933|3.6421|4.1|3.6421|-2089.524497|-2089.501786|691.9|0.4694|340.42|-2089.293765|0.4694|-0.14784|0.02271117|-2089.354026|8.4123|8.4123
14s_a23|0.0|0|1|0.0|0.0|2|7.423568444|0|0|1.197958333|3.336763335|0.020458621|-0.005854379|5.351858133|2|0.045277778|0.049317519|0.740898446|-0.298573309|-0.044305947|10.31321812|2|2|-0.071484865|-0.13187015|-0.457212212|0.722187957|0.7837821840000001|0.096014944|-0.1050445769999999|0.659570836|0.92763624|-0.055037441|-0.080500435|0.2387634619999999|-35.30692476|-51.64162341|12.81151517|46.42188642|-0.034255504|82.55990607|62.75905983|0.470919749|2954.0751370000003|595.0854952000001|-1032.832468|2316.634024|-662.5696522999999|0.0|1.0|1.0|1.0|3.45|3.66|0.05|4.0|4.67|1.0|125.29|-6.13|31.0|445.93|0.0|0.0|4.01|7.49e-07|0.000334|4.21|4.55e-06|-0.07783|3.6828|4.1|3.6828|-2089.521231|-2089.500101|668.66|0.3669|336.66|-2089.2914530000003|0.3669|-0.1515|0.02112956|-2089.352478|8.5482|8.5482
13i_a6|0.0|1|0|3.399318783|0.0|0|7.412764017000001|1|1|1.430639411|0.0|0.0359494989999999|-0.0149593219999999|5.351858133|1|0.042560386|0.035242754|0.0|-0.852681372|0.034304189|10.95129557|1|1|-0.045418125|-0.073507141|-0.560601136|0.8744720490000001|0.7771558909999999|0.145878803|-0.054229558|0.830577798|0.624046118|-0.120457274|-0.129526268|0.221116773|-80.75190740000001|-86.83156133|20.90143854|252.0312146|-0.046433945|116.5456632|100.2320567|0.429711323|2906.257489|418.3467934|-1649.799665|2880.134143|-1105.989413|1.0|1.0|1.0|3.0|3.59|2.7|0.12|4.16|3.54|0.0|120.17|-5.03|32.0|427.46|0.0|1.0|2.91|9.32e-06|0.00398|2.95|1.36e-06|-0.0481399999999999|3.6668|4.94|3.5614|-1426.549926|-1426.518007|703.43|0.2903|338.12|-1426.269916|19.0|-0.1464|0.03191957|-1426.332492|7.6778|7.6778
19_a20|0.0|1|0|3.423603867|0.0|0|6.842683282|0|0|1.4009239059999998|0.0|0.071176085|-0.0096278259999999|4.727387819|3|0.0396875|0.103271147|1.622562232|-0.539158264|0.077469518|10.94899558|1|1|-0.049177437|-0.083481481|-0.5838248970000001|0.811128636|0.7619768840000001|-0.143992458|-0.105118869|0.7741509329999999|0.754452534|-0.091725453|-0.099685049|0.25624423|-60.26825633|-65.49811346|8.964643162|161.33709|-0.038340404|88.19441661|75.98477124|0.483310517|2849.084477|495.7134289|-1309.962269|1818.518838|-860.7113887|1.0|1.0|1.0|2.0|3.49|2.49|0.08|4.97|4.08|0.0|122.86|-4.89|32.0|420.47|0.0|1.0|3.16|1.29e-05|0.00541|2.91|9.86e-08|-0.06767|3.3616|5.01|3.3616|-1368.413151|-1368.378274|687.79|0.2998|368.83|-1368.129074|0.2998|-0.13903|0.03487615|-1368.190746|5585.0|5585.0
6e_a40|0.0|0|0|0.0|0.0|1|8.421342866|1|2|0.604892975|1.75595616|0.128035402|-0.0148450439999999|6.401917197|0|0.039160494|-0.15110197|0.744550501|-0.69771706|0.103594243|10.30179954|2|2|-0.020200684|-0.037027769|-0.6319354389999999|0.685858263|0.8361555479999999|-0.011405885|-0.289988439|0.648802794|0.74620476|-0.107312598|-0.1164147119999999|0.376602018|-70.52033811|-76.50178121|10.43262695|166.7812216|-0.04873174|35.33106374|84.95203628|0.441911406|3075.060648|490.3675161000001|-1377.032062|3854.417113|-904.9148811|1.0|1.0|1.0|1.0|3.98|3.16|0.21|5.02|3.72|2.0|125.15|-7.76|30.0|476.98|0.0|1.0|3.68|1.74e-08|8.31e-06|4.4|0.0112|-0.09682|2.9549|8.35|2.9549|-2831.191706|-2831.156883|671.95|0.3625|419.59|-2830.986514|0.3625|-0.1195799999999999|0.03482243|-2831.048968|7.7447|7.7447
5e_a40|0.0|0|0|0.0|0.0|1|8.149890544|0|1|0.604912776|1.661964758|-0.091305805|-0.004925115|6.167516491000001|0|0.044526749|-0.106497535|0.7768055559999999|-0.162528785|0.158430496|10.31198323|2|2|0.005996234|0.010397494|-0.391074665|0.535506399|0.8092726020000001|-0.402340487|0.0451110059999999|0.5087199929999999|0.864422751|-0.076883794|-0.089724264|0.0499188609999999|-36.56222854|-42.66853738|9.440323938|64.47400829|-0.035889706|51.7148695|48.81318333|0.47779156|1986.384601|411.0778166|-512.0224486000001|512.5703164|-243.4932098|1.0|1.0|0.0|0.0|3.03|2.73|0.21|4.3|3.74|1.0|79.16|-4.78|20.0|303.77|1.0|1.0|3.33|1.66e-05|0.00505|3.51|0.00678|-0.07231|3.7138|4.99|3.7138|-1637.197299|-1637.180703|493.19|0.5262|333.85|-1637.115238|0.5262|-0.14786|0.01659566|-1637.162552|7.6021|7.6021
12ab_a36|0.0|1|0|3.458948649|0.0|0|7.412764017000001|2|2|1.297042596|0.0|-0.064515677|-0.007034881|5.351858133|2|0.039951691|0.035377607|0.0|-0.408023082|-0.032623802|10.9540584|1|1|-0.096853381|-0.169341326|-0.4186639029999999|0.86559137|0.831136366|-0.0852411419999999|-0.051707317|0.8196353679999999|0.8410557559999999|-0.079202413|-0.095025338|0.452078227|-54.63243106|-65.54680623|16.62527454|109.6369437|-0.033434841|15.55386871|82.3666474|0.484987413|2902.39241|580.1454645|-1245.389318|2390.849902|-859.0476432|1.0|0.0|0.0|2.0|4.86|0.0|0.17|3.14|1.95|0.0|133.27|-3.92|32.0|420.47|0.0|0.0|1.8|0.0001199999999999|0.0503|2.33|3.76e-05|-0.0523799999999999|3.8845|3.23|3.8845|-1364.509957|-1364.468283|712.73|0.4451|319.17|-1364.236757|0.4451|-0.15699|0.04167456|-1364.300531|7.9586|7.9586
4q_a46|0.0|0|0|0.0|0.09591943|1|7.832410927000001|1|1|1.131262631|2.151582577|-0.2520920439999999|-0.001250008|5.587248657999999|2|0.0462962959999999|-0.012611536|0.0|-0.066250447|-0.155661124|10.96363644|1|1|-0.1214838219999999|-0.187559576|-0.125840557|0.716317772|0.807871283|-0.15266708|-0.121752717|0.703627625|0.913550004|-0.052170875|-0.070035423|0.258420996|-29.12008262|-39.09149156|8.099124333999999|48.25357162|-0.021010627|72.14599138|49.37907349|0.487775649|2234.596293|509.9138517|-586.3723734|1491.412605|-327.2939568|1.0|1.0|1.0|0.0|3.95|3.16|0.38|4.09|4.09|0.0|102.63|-3.41|26.0|348.44|1.0|0.0|3.15|0.000389|135.0|2.65|3.97e-05|-0.03042|4.5296|2.57|4.5296|-1108.751283|-1108.729426|606.7333|0.1432|273.72|-1108.511662|0.1432|-0.1903|0.02185677|-1108.566571|6129.0|6129.0
12ab_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|2|0.604983638|0.0|-0.026189286|-0.008528077|5.351858133|2|0.043854875|0.018023992|0.0|-0.520212725|0.038312857|10.31162784|1|1|-0.12254489|-0.207153446|-0.384942092|0.8397577820000001|0.809127478|0.078325164|0.026596859|0.794193541|0.7997534890000001|-0.082740301|-0.1008879709999999|0.4605456229999999|-58.23149599999999|-71.0035788|22.23130678|140.93076580000002|-0.031859359|0.0|92.49334877|0.461207954|3118.431712|562.8556061|-1278.064418|2618.234172|-899.4843201|1.0|1.0|1.0|1.0|4.87|0.0|0.21|3.94|2.63|0.0|140.26|-5.61|33.0|458.54|0.0|0.0|2.52|2.47e-06|0.00113|3.81|6.720000000000001e-05|-49.0|4.8018|3.34|3.4919|-1804.824495|-1804.79081|753.75|0.1957|258.2|-1804.523449|0.1511|-0.14772|0.03368522|-1804.589076|7.7825|7.7825
12e_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|2|0.604984231|0.0|-0.0026669809999999|-0.0077937519999999|5.351858133|2|0.041767677|-0.010682095|0.0|-0.444243861|0.005418617|10.31162844|1|1|-0.089279071|-0.154412059|-0.417089226|0.838579475|0.8246767140000001|0.002248768|-0.097868612|0.7933543279999999|0.816703705|-0.07914783|-0.098059338|0.407218612|-52.50202674|-65.04681137|16.08914569|121.5880081|-0.035153347|0.0|80.10232244|0.46715936|2920.484542|541.7533217|-1235.889416|2392.685958|-819.8165288|1.0|1.0|1.0|1.0|4.72|0.0|0.17|3.89|2.63|0.0|133.77|-5.44|31.0|428.51|0.0|0.0|2.57|3.59e-06|0.00154|3.84|7.87e-05|-0.05044|5.0412|3.58|3.4747|-1690.3021629999998|-1690.2687170000002|709.98|0.2055|245.94|-1690.030824|151.0|-0.1476|0.03344515|-1690.092998|7.9431|7.9431
4j_a46|0.0|0|0|0.0|0.19521727|1|7.825245291|1|1|1.134637093|2.194310043|-0.175292207|-0.002284836|5.587248657999999|1|0.048126615|-0.0529855709999999|0.0|-0.130235627|-0.1051618459999999|10.94638774|1|1|-0.0589746909999999|-0.087688953|-0.226712003|0.72796254|0.7298040140000001|-0.061823242|-0.258222236|0.728293097|0.949893337|-0.05924408|-0.074417476|0.295221643|-34.99059698|-43.95227197|8.812983129|29.59387777|-0.024805825|71.98911503|50.26191521|0.402450715|2260.870095|561.0237355|-791.1408955|2563.282153|-467.2617475|0.0|1.0|1.0|0.0|4.0|3.9|0.39|5.18|5.33|0.0|110.24|-5.38|27.0|361.48|1.0|1.0|4.5|4.16e-06|0.0015|4.81|7.33e-06|-0.01684|5.3949|4.93|4.4093|-1132.043677|-1132.018764|646.67|0.2783|229.82|-1131.761156|0.1418|-0.18387|0.02491327|-1131.817578|6.0942|6.0942
9c_a31|0.0|1|0|3.410619646|0.0|0|7.765993078999999|1|1|0.610135804|0.0|0.031715924|-0.013082561|5.733341277|0|0.03482906|-0.0384827639999999|0.0|-0.6933757159999999|-0.1047269419999999|10.311698300000002|2|2|-0.138799714|-0.223856622|-0.546598398|0.8083148840000001|0.842823186|-0.000533581|-0.108617754|0.770283733|0.6746901059999999|-0.103325018|-0.128097622|0.287455956|-65.84728287|-81.63444414|19.30758668|207.3144829|-0.035867334|552.8237349999999|97.22026028|0.4558841429999999|2592.448925|429.9685721|-1142.882218|2242.189942|-728.3394714|1.0|1.0|1.0|2.0|3.66|3.09|0.35|5.64|3.7|0.0|108.16|-5.23|28.0|398.48|0.0|1.0|3.32|5.85e-06|0.00233|3.1|2.31e-05|-0.03249|3849.0|4.94|3849.0|-1618.157698|-1618.115927|691.3|0.2554|322.12|-1617.892493|0.2554|-0.15975|0.04177078|-1617.9568470000002|6.3768|6.3768
22_a10|0.0|0|0|0.0|0.0|1|7.535296702|1|1|1.343837143|2.113627059|-0.067641834|-0.005035102|5.4161004020000005|2|0.036101695|-0.026750502|1.880539113|-0.332316729|0.01204992|10.92966136|1|1|-0.129989728|-0.208132084|-0.356699217|0.670763832|0.747363443|-0.02603707|-0.033474297|0.646474494|0.8698299140000001|-0.053881447|-0.0649866779999999|0.775071808|-41.96631248|-50.61577509|13.023146|101.3847763|-0.022372463|60.10354816|71.13124588|0.422182297|3241.833491|677.4790907|-1062.931277|2668.5420940000004|-827.8787647|1.0|1.0|1.0|0.0|3.74|4.14|0.17|4.64|5.6|0.0|139.53|-5.34|36.0|475.54|0.0|0.0|4.26|4.55e-06|0.00217|4.1|2.03e-07|-0.05712|4.8251|5.65|3.8517|-1544.237634|-1544.203968|770.92|0.2624|256.95|-1543.893507|0.1922|-0.16095|0.03366599|-1543.959333|5.9586|5.9586
11b_a50|0.0|0|1|0.0|0.0|2|7.927685046000001|1|1|1.3979498330000002|4.071188272|-0.154649459|-0.002908227|5.82008293|1|0.038040936|-0.007722567|2.114272566|-0.13377846|-0.218953127|10.94500697|2|2|-0.162848233|-0.277408878|-0.266743077|0.701976536|0.800774662|-0.146696566|-0.20645662|0.667956827|0.931316325|-0.0445367309999999|-0.069841183|0.229754094|-23.23499995|-36.43643854|10.1501574|35.832562100000004|-0.02494328|86.04123302|47.72173991|0.42907551|2286.724895|485.8716402|-546.5465781|1650.235214|-285.1356465|0.0|1.0|1.0|0.0|3.44|2.84|0.15|3.09|3.73|0.0|99.65|-3.58|25.0|327.38|1.0|1.0|2.96|0.000263|0.0862|2.9|0.000441|-0.02817|4.6471|3.05|3.9863|-1045.98235|-1045.961211|560.06|195.0|266.8|-1045.798634|0.0711|-0.16684|0.02113855|-1045.849774|5.7696|5.7696
47f_a18|0.0|0|0|0.0|0.0|0|7.03438793|1|1|1.251175676|0.0|-0.005500039|-0.005817448|4.844187086|0|0.031179487|-0.048472184|0.0|-0.477030713|0.033759227|10.94702253|0|0|-0.264839041|-0.3927204379999999|-0.4138670829999999|0.765824398|0.750610215|-0.009917608|-0.014370598|0.745431271|0.838156881|-0.063824969|-0.084851044|0.375218907|-54.18475173|-72.03501774|11.75478965|137.3980967|-0.0289997239999999|58.84834254|86.11217859|0.483843526|3367.7324700000004|711.5604361000001|-1944.945479|2343.062749|-1651.17806|1.0|0.0|1.0|2.0|4.87|0.0|0.34|3.22|3.6|2.0|164.47|-6.11|40.0|541.68|0.0|0.0|2.83|7.76e-07|0.000421|4.52|3.27e-07|-0.04439|3.0964|8.13|3.0964|-1743.375413|-1743.346389|908.66|0.5741|400.42|-1741.724929|0.5741|-0.12802|0.02902413|-1741.802171|8.0458|8.0458
19_a31|0.0|1|0|3.2411335510000003|0.0|0|7.401841579|0|0|0.61013725|0.0|0.062492295|-0.01001901|5.351858133|0|0.0427124179999999|-0.044625452|0.0|-0.46087445|-0.040386271|10.31169935|2|2|-0.081398052|-0.1751017789999999|-0.615878515|0.656654981|0.8558149140000001|0.019858798|-0.138769819|0.6427749970000001|0.7312647940000001|-0.0909201569999999|-0.113333675|0.279690511|-53.25742146|-66.3863707|8.596058678|157.414423|-0.036060715|67.42915967|75.31824576|0.446100738|2265.6917350000003|428.3459076|-929.4091898|1992.2502|-544.4110343|1.0|1.0|1.0|2.0|3.44|2.62|0.28|5.8|4.33|0.0|97.25|-4.67|25.0|358.43|0.0|1.0|3.47|2.14e-05|0.0076799999999999|2.93|1.46e-05|-0.04308|5.0344|5.24|3.9477|-1489.532192|-1489.4951640000002|625.93|0.3205|246.28|-1489.323855|0.2271|-0.16367|0.03702801|-1489.382077|5.7447|5.7447
2_a20 (SB-505124)|0.0|1|0|3.485765306|-0.09011519|0|7.434257382|1|1|1.183764955|0.0|-0.006955944|-0.010175551|5.351858133|1|0.05042042|0.013612077|0.0|-0.498602014|-0.177905025|10.95129567|1|1|-0.150708132|-0.229461916|-0.520284161|0.827730504|0.725030162|0.082053195|-0.19681999|0.790275077|0.7694360659999999|-0.083565835|-0.117328885|0.214264156|-45.98170774|-64.55966745|15.71798823|126.8667205|-0.0382594189999999|441.9400248|70.87109323|0.475937029|2195.369524|423.3785776|-968.3950117|1709.9571620000002|-532.854802|1.0|1.0|1.0|1.0|3.4|3.1|0.3|5.16|4.47|0.0|97.55|-5.24|25.0|335.4|1.0|1.0|3.81|5.72e-06|0.0019199999999999|4.27|2.03e-05|-0.03717|3.6404|4.57|3.6404|-1089.371784|-1089.358727|593.8|0.3267|340.58|-1089.147716|0.3267|-0.14928|0.01305739|-1089.201587|6.7721|6.7721
8b_a8|0.0|1|0|3.191799887|0.0|1|7.535296702|1|1|1.395658149|1.42474537|-0.023718767|-0.013834266|5.4161004020000005|1|0.040054466|0.019958073|0.0|-0.733216119|-0.0422693659999999|10.94650923|1|1|0.049587543|0.079250224|-0.5058761820000001|0.758899977|0.778853499|0.097555876|-0.0527918259999999|0.726912742|0.558354653|-0.130159955|-0.11627069|0.28604765|-79.74587194|-71.23625346|19.87542051|270.5854753|-0.047457424|89.09854311|84.97574547|0.4835310479999999|2863.095568|342.0904577|-1424.7250689999998|1821.324722|-872.8947609999999|0.0|1.0|0.0|2.0|3.52|2.93|0.09|3.65|3.03|0.0|114.18|-4.77|31.0|414.41|0.0|0.0|2.9|1.6899999999999997e-05|7.0|2.76|3.04e-05|-0.06114|4.5819|6.41|3.2992|-1407.0843|-1407.052256|640.35|0.2618|270.59|-1406.829227|0.1515|-0.13807|0.03204403|-1406.887058|5.2941|5.2941
14z_a23|0.0|0|1|0.0|0.0|2|7.423568444|0|0|1.197960872|3.305974434|0.08752343|-0.005892861|5.351858133|2|0.04314059|0.038811869|0.729326158|-0.30053593|-0.0438568409999999|10.31321795|2|2|-0.069023218|-0.125978901|-0.46459002|0.719722236|0.802520527|0.10796308|-0.035965909|0.64069202|0.925301102|-0.0582387179999999|-0.079754981|0.228957475|-40.56245532|-55.54823244|12.77192721|52.02674091|-0.03393829|79.960755|66.77741935|0.474697407|3094.698027|644.4593172|-1110.964649|2692.627452|-773.7713888999999|0.0|1.0|1.0|1.0|3.42|3.67|0.05|4.64|5.32|1.0|130.3|-6.77|32.0|480.37|0.0|0.0|4.49|1.7e-07|8.18e-05|4.83|1.29e-06|-0.08503|4032.0|4.73|3.6632|-2549.107748|-2549.0953670000004|715.41|0.3201|307.5|-2548.895003|0.2917|-0.15195|0.01238131|-2548.957384|8.2941|8.2941
