molecula|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|n6HRing|SaaaC|AATSC1are|MATS8i|AATSC8d|AATSC1pe|AATSC7i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PPSA3|RNCS|WNSA5|RPCS|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GRAVp|PNSA2|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|FPSA5|DPSA1|DPSA2|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Molar refractivity|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Molecular Mass|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Area (grid)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50
12r_a30|0|0|0.0|0.0|0|7.412764017000001|2|0.604984545|0.0|-0.007553813|5.351858133|-0.093024002|2|0.0|-0.002544958|-0.0682882559999999|-0.0646674999999999|-0.001131023|-0.247439715|-0.145315868|-0.44083509|1|0.609043558|0.83236194|0|0.72072745|-0.090229387|-0.109990462|0.451652492|0.019137908|12.36992712|90.4724548|-45.9515743|0.0|-1.979828309|-37.69583567|82.06195604|-26.11584816|70.6903535|2976.944611|-1279.67656|-16.88017015|0.209934663|7.467190577999999|13.94386247|0.867350555|135.6928105|-827.1283373|0.016970201|-374.9717191|1619.709789|616.2856203|0.0|1.0|1.0|0.0|1.0|4.66|0.14|17.0|-7.16|4.67|3.74|81.65|2.0|127.19|5.0|31.0|-6.06|434.46|0.0|3.21|0.00141|6.71e-06|4.07|0.0|0.0|6.900000000000002e-08|3e-05|-0.05244|5067.0|4.32|-1774.236548|679.64|0.1908|244.69|516.03|0.32409|0.68476|-1774.009422|0.1522|-0.14894|5.2021|-0.20138|0.03388131|-1774.070699|29.0|7.5317
12p_a36|1|0|3.392386149|0.0|0|7.412764017000001|2|1.297044387|0.0|-0.008017607|5.351858133|-0.084341564|2|0.0|-0.002526241|-0.084846674|-0.0433009009999999|-0.000673716|0.2461794139999999|-0.217394466|-0.440709431|1|0.724208473|0.828371596|0|0.748438833|-0.082569108|-0.108380023|0.315548061|0.020202133|12.71795723|83.24921731|-42.95260501|0.0|-1.950840419|-32.72335782|80.40682298|-24.56246081|64.698131|2774.926334|-1228.123041|-15.4629378|0.240873847|7.546742977|14.3885803|0.906594718|151.63860559999998|-773.1468902|0.019344052|-326.2581567|1617.811526|595.8790650000001|0.0|0.0|1.0|0.0|2.0|4.72|0.14|17.0|-6.86|3.13|2.44|69.2|1.0|123.71|5.0|30.0|-6.76|399.42|0.0|2.15|0.0515|6.96e-05|2.78|0.0|0.0|1.4e-07|5.58e-05|-0.0552299999999999|5.3413|3.41|-1332.182868|660.71|0.3015|232.12|506.89|0.30159|0.66559|-1331.947748|0.1841|-0.15608|4.8805|-0.21131|0.03396697|-1332.006106|9.0|8.0458
12aq_a36|1|0|3.427017327|0.0|0|7.412764017000001|2|1.297043497|0.0|-0.0116333169999999|5.351858133|-0.135770278|2|0.0|-0.006653538|-0.1031859869999999|-0.028591187|-0.004569485|0.131910912|-0.090926893|-0.5356623070000001|1|0.892815402|0.839953955|0|0.681470612|-0.1093001919999999|-0.122078233|0.162384515|0.021389734|14.29132551|86.6958382|-54.49698711|112.415579|-2.319486422|-48.79273723|95.39676382|-28.69889692|87.31909781|2932.54604|-1549.740434|-19.17486584|0.238023252|8.596645087999999|14.98931431|0.743623723|159.03272990000002|-1035.442755|0.020701483|-350.0740123|2033.842158|689.2886595|0.0|0.0|1.0|0.0|3.0|4.83|0.13|17.0|-6.14|1.92|0.98|112.29|1.0|131.85|6.0|32.0|-7.79|424.46|0.0|1.15|129.0|0.000359|1.55|0.0|0.0|7.19e-07|0.000305|-0.06059|3.9049|3.88|-1401.669694|703.04|0.4988|317.51|534.96|0.6933199999999999|0.7058300000000001|-1401.391057|0.0059|-0.13908|6.7649|-0.19967|0.03228003|-1401.452487|55.0|7.2596
14_a4|0|0|0.0|0.0|1|7.535296702|1|1.399909181|1.947126795|-0.001935612|5.4161004020000005|-0.04986736|1|0.0|0.009588001|-0.08389836|0.117232935|0.008943549|-0.031578333|-0.039321879|-0.199315317|1|0.507307223|0.77505994|0|0.8510382459999999|-0.065776751|-0.071074269|0.218112446|0.013047382|5.933038407000001|12.12963775|-14.69670456|85.72299913|-0.995039765|-13.60128622|39.49511556|-13.71135194|35.84371234|1911.448021|-452.4746139|-6.23496557|0.231542789|5.304461808|8.859498364|0.6701974079999999|105.2894945|-205.7538638|0.015779688|-244.1511936|588.8091192|280.2639278|0.0|0.0|1.0|0.0|0.0|3.14|0.06|17.0|-5.71|3.59|4.09|30.71|0.0|80.09|2.0|21.0|-5.8|277.3|1.0|3.2|0.11|0.000106|3.09|0.0|0.0|1.95e-06|0.000539|-0.03639|4.5233|3.22|-918.9507745|475.32|0.1864|274.1|353.16|0.53298|0.55975|-918.851356|0.1067|-0.17381|2.3797|-0.2102|0.020300099|-918.896242|1.32|5.8794
7c_a8|1|0|3.17138259|0.0|1|7.05012252|0|1.400027586|1.4416758790000002|-0.007509694|4.844187086|-0.025233184|1|0.0|0.00325576|-0.0450662909999999|-0.118915929|0.004301963|0.079425146|-0.077006275|-0.328286221|1|0.718994164|0.740795639|0|0.848923958|-0.080277893|-0.089778346|0.292274414|0.0306012339999999|19.18974586|49.43944876|-35.30467154|75.43825735|-1.6160102369999998|-31.56868845|76.40286308|-21.11218373|69.53125754|2716.5013510000003|-1013.384819|-13.23925183|0.373097855|7.700542366|15.18314943|0.971698707|233.9661552|-635.4840877|0.032058696|-159.15828340000002|1616.4960130000002|572.8089095|1.0|1.0|0.0|1.0|1.0|3.44|0.09|23.0|-7.76|4.22|3.78|92.93|1.0|112.76|5.0|30.0|-6.34|398.41|0.0|3.26|0.00399|2.14e-05|3.37|0.0|0.0|1.73e-08|6.91e-06|-0.07472|4.6061|5.01|-1331.8206369999998|662.05|275.0|269.17|579.97|0.62361|0.70321|-1331.567632|0.1779|-0.1318599999999999|12.0073|-0.20658|0.02732536|-1331.625743|18.59|4.7307
4a_a49|0|0|0.0|0.0|1|7.535296702|1|1.343847746|2.085628989|-0.006602016|5.4161004020000005|-0.074495823|2|1.713107022|-1.8100000000000003e-05|-0.053787795|0.018857363|0.000660956|-0.130491035|-0.060391347|-0.403194204|2|0.7541604690000001|0.803344301|1|0.7570436159999999|-0.094228246|-0.087863033|0.433367368|0.017143497|10.51443916|313.22432680000003|-33.05061877|60.11195021|-1.4936715669999998|-35.44496163|68.37721704|-17.96270092|68.30645049|2675.628678|-916.0977468|-11.01687292|0.349698461|7.934892916|15.01791558|0.8926425020000001|214.47685|-561.8605190000001|0.023624093|-184.3656985|1408.727632|620.5697596|1.0|1.0|1.0|1.0|2.0|3.35|0.22|21.0|-7.36|3.4|2.83|92.93|1.0|114.08|6.0|30.0|-7.52|399.45|1.0|2.42|211.0|0.000305|1.71|0.0|0.0|4.35e-08|1.74e-05|-0.06461|4.7259|3.34|-1313.19945|660.19|0.1935|262.35|504.63|0.35731|0.68042|-1312.924353|0.0789|-0.1585099999999999|3.9716|-0.2231199999999999|0.04133192|-1312.98289|32.0|7.4949
47j_a18|0|0|0.0|0.0|0|7.03438793|1|1.251176464|0.0|-0.007807275|4.844187086|-0.068902246|0|0.0|0.00031105|-0.006923502|0.0033281|0.002317206|-0.073551529|-0.331885553|-0.48833504|0|0.783538352|0.7444236670000001|0|0.80651845|-0.073041469|-0.094744194|0.476575952|0.015967126|12.42035127|95.57657747|-57.32800549|99.50526447|-2.368604851|-44.19607713|86.31641604|-26.32095773|69.23713027|3172.831382|-1842.467041|-20.47428768|0.235574938|9.597380968|18.50538303|0.928170101|183.246715|-1433.2001369999998|0.016220875|-411.3767328|2410.265089|1081.726154|1.0|0.0|1.0|1.0|3.0|4.54|0.28|18.0|-8.79|2.43|2.82|97.76|3.0|149.96|11.0|37.0|-6.46|499.6|0.0|2.39|0.000743|7.32e-06|4.07|1.0|0.0|1.63e-09|8.159999999999999e-07|-0.04423|3.1054|8.09|-1625.445572|839.37|0.5439|399.25|776.31|0.6983600000000001|0.6983600000000001|-1624.9784550000002|0.5439|-0.1285|4.1619|-0.17273|0.03246539|1625.053346|35.0|7.4559
16_a4|0|0|0.0|0.0|1|7.535296702|1|1.398650725|1.843196334|-0.00228637|5.4161004020000005|-0.095499301|1|0.0|0.0067511459999999|-0.148022089|0.019290123|0.006466406|0.020218035|-0.0513920109999999|-0.214481956|1|0.490768328|0.774455255|0|0.7898461090000001|-0.073335635|-0.080093659|0.292255386|0.013727656|6.761192037000001|13.51923899|-19.42906425|74.430775|-1.201404885|-17.789707500000002|45.11883447|-16.43666742|42.88070889|2101.6948030000003|-591.7200271|-8.095443438|0.167538305|5.548106463|10.19502391|0.837568182|82.51653675|-291.4359638|0.0115138339999999|-327.4903335|710.807513|322.8922084|0.0|0.0|1.0|0.0|0.0|3.26|0.11|17.0|-6.36|4.49|4.96|30.71|1.0|85.02|2.0|23.0|-5.64|309.31|1.0|3.91|0.0371|3.68e-05|3.59|0.0|0.0|4.33e-07|0.000134|-0.03965|4511.0|4.05|-1057.494456|515.68|0.2213|274.85|407.99|0.51149|0.54061|-1057.3808390000002|0.1006|-0.17375|1863.0|-0.2134|0.01638524|-1057.429593|343.0|6.4647
20b_a10|0|0|0.0|0.0|1|7.535296702|1|1.343837209|2.103422978|-0.007463406|5.4161004020000005|-0.073703704|2|1.854149459|0.001965496|-0.042013549|-0.013623188|0.002637529|-0.049452599|0.031942481|-0.450145946|2|0.725009545|0.761071345|1|0.75259177|-0.094975935|-0.088479815|0.6741049840000001|0.013038163|8.331370518|81.39248686|-36.12803002|91.02309592|-1.85807612|-38.78052212|67.46831286|-21.58742537|69.02087825|3085.433676|-1187.308396|-13.79433873|0.238378673|7.554743755|13.838742600000002|0.8317951020000001|152.3236842|-758.6886304|0.0171045989999999|-334.3514234|1558.922202|769.1246171|1.0|1.0|1.0|1.0|1.0|3.54|0.11|27.0|-8.93|4.23|5.0|95.92|2.0|129.73|5.0|34.0|-6.53|447.49|1.0|3.66|0.00271|8.13e-06|3.52|0.0|0.0|1.1699999999999999e-09|5.26e-07|-0.0578399999999999|5.9354|4.88|-1465.62724|687.84|0.2782|208.89|482.93|0.3246|669.0|-1465.333983|0.1382|-0.16388|5725.0|-0.2217199999999999|0.03930765|-1465.395231|1.1|5.9586
15_a10|0|0|0.0|0.0|1|7.535296702|1|1.277647202|2.124460476|-0.0027892409999999|5.4161004020000005|0.035396617|2|1.981569297|0.009882584|-0.055918786|-0.05940848|0.009514122|-0.1157120169999999|-0.136323668|-0.208590561|2|0.682616223|0.808676284|1|0.915526801|-0.059234364|-0.074144604|0.710970489|0.018614889|11.09373722|33.67392858|-26.33385303|108.7226878|-1.186313662|-21.03820054|56.66229609|-15.04246823|46.39507481|2549.580207|-706.9960069|-8.964715924|0.353587352|6.35937164|11.23924661|0.767351752|210.7240726|-421.3416484|0.020932674|-174.5122907|1093.722422|563.875765|1.0|1.0|1.0|1.0|0.0|3.29|0.23|21.0|-8.3|4.91|4.72|52.83|2.0|111.21|5.0|28.0|-6.07|390.87|1.0|3.83|13.0|1.56e-05|3.68|0.0|0.0|5.01e-09|1.96e-06|-0.05243|5.7922|3.12|-1604.08794|641.98|0.4553|214.05|484.05|0.41458|0.68543|-1603.851644|0.1647|-0.1574|4.5192|-0.20983|0.03039798|-1603.907391|33.0|7.4815
9a_a36|1|0|3.4090209280000003|0.0|0|7.412764017000001|2|1.297044807|0.0|-0.007853595|5.351858133|-0.046964839|2|0.0|0.0034852859999999|-0.078488872|-0.06502499|0.00484375|0.160672128|-0.202876718|-0.398235589|1|0.839235677|0.7885597609999999|0|0.826559623|-0.073689118|-0.10869601|0.204819754|0.0236784079999999|14.47407729|49.52042402|-40.61536816|0.0|-1.956528182|-27.53468726|78.37175688|-24.40778806|59.5185754|2682.572663|-1195.981615|-14.91993116|0.236165413|7.546661564|13.79893984|0.828482664|144.36259840000002|-731.0766269999999|0.019513779|-322.5522826|1565.759963|578.2841135|0.0|0.0|1.0|0.0|1.0|4.69|0.14|17.0|-6.28|3.04|2.04|66.4|1.0|120.94|5.0|29.0|-6.74|382.42|0.0|1.95|0.0753|0.000102|2.66|0.0|0.0|5.26e-07|0.0002009999999999|-0.05044|3.8677|3.38|-1252.802159|648.41|0.4811|320.56|495.18|0.68682|0.68682|-1252.578886|0.4811|-0.15925|5.7274|-0.20969|0.02701893|-1252.636005|13.0|7.8861
31_a47|0|1|0.0|0.0|1|6.842683282|0|1.304326813|1.441825189|-0.00869363|4.727387819|-0.171198936|2|1.198626524|-0.007525849|0.074881792|0.001073537|-0.006265667|-0.188419195|-0.076351692|-0.441642572|2|0.677766155|0.856640117|1|0.696020038|-0.10715233|-0.1056956209999999|0.486720182|0.021401336|13.27533898|355.5321928|-40.66927863|81.01707367|-1.691129939|-41.22978713|80.58054906|-23.31144534|79.74238158|2689.159869|-1049.01504|-14.46018796|0.29335997|8.214180216|15.6194341|0.901520747|181.972428|-650.7084581|0.024209265|-256.3593656|1484.511202|513.2159236|1.0|1.0|1.0|1.0|2.0|3.18|0.1|21.0|-7.62|3.23|4.24|98.72|1.0|109.21|5.0|29.0|-6.78|410.83|1.0|2.94|0.0105|4.03e-05|2.86|0.0|0.0|2.42e-08|9.95e-06|-0.0532|3.9744|4.2|-1735.435432|642.11|0.3264|311.96|508.69|0.68276|0.69894|-1735.225703|83.0|-0.15143|6.4248|-0.20463|0.03449081|-1735.284957|16.0|7.8
12y_a30|0|0|0.0|0.0|0|7.412764017000001|2|0.604984019|0.0|-0.005996863|5.351858133|-0.037335306|2|0.0|0.00604028|0.061944378|-0.058184644|0.006346396|-0.153680104|-0.0922059569999999|-0.4579359229999999|1|0.842068099|0.768409873|0|0.8489185109999999|-0.070903795|-0.091248521|0.374181804|0.0149823289999999|10.05775555|85.17057711|-41.1215369|0.0|-1.91621895|-31.95309886|69.55490151|-23.38859815|57.65603256|2847.362782|-1286.372898|-15.70095045|0.179891855|8.067590558|14.55517927|0.804154433|120.7628216|-863.552275|0.012362508|-429.782246|1568.540572|754.3941655|0.0|1.0|1.0|0.0|1.0|4.86|0.21|17.0|-7.38|4.87|3.23|81.65|2.0|137.21|5.0|31.0|-5.64|426.54|0.0|3.19|0.00039|3.48e-06|4.6|0.0|0.0|4.12e-08|1.76e-05|-0.05065|5.1973|4.45|-1654.41361|728.75|0.2173|238.56|585.59|0.30617|0.6864399999999999|-1654.125015|0.1489|-0.1475|4.7043|-0.19815|0.0311422|-1654.190369|22.0|7.6576
14_a47|1|1|2.871076328|0.0|0|6.605297921|0|1.417758105|0.0|-0.006070958|4.59511985|-0.136491228|2|1.484493371|-0.008212621|-0.01670074|0.0295267039999999|-0.006335783|0.05124606|-0.061837113|-0.33240126|2|0.5975877820000001|0.777675668|1|0.681598464|-0.093553938|-0.094132436|0.2662137639999999|0.020106089|10.1400648|64.60629385|-23.9422834|0.0|-1.223721666|-23.79514424|61.62381153|-17.63306222|57.32194098|2254.664317|-617.1571777|-8.892848121|0.335290281|6.909385453|13.15643085|0.904139078|169.0962983|-311.2496842|0.028057496|-166.1354667|928.4611922|310.8026328|1.0|0.0|1.0|1.0|2.0|2.78|0.0|21.0|-7.79|3.97|4.88|66.49|0.0|86.58|3.0|24.0|-6.21|323.3|1.0|3.16|0.0349|7.46e-05|2.91|0.0|0.0|1.63e-08|5.27e-06|-0.06057|3.9671|2.64|-1127.737484|519.55|0.2452|312.53|375.43|0.68345|0.68345|-1127.610422|0.2452|-0.16377|2.2485|-0.22434|0.03679054|-1127.6593779999998|8.0|8.1
14b_a23|0|1|0.0|0.0|2|7.423568444|0|1.197963628|3.2475997860000003|-0.006248709|5.351858133|-0.071396109|2|0.716540473|0.007671236|-0.0644978|-0.047410593|0.0075222369999999|0.121308009|-0.17267308|-0.4557487779999999|2|0.616699629|0.793551289|1|0.8462596590000001|-0.063267638|-0.082441268|0.228282196|0.020454632|13.26014776|40.76245006|-34.64639496|84.36242964|-1.64882535|-26.58857202|64.97993029|-22.74225338|54.274732400000005|2943.803333|-1068.885909|-14.74314679|0.225640295|7.833620016|14.26820636|0.821406493|146.2760938|-692.9278992000001|0.01779446|-355.71896410000005|1380.34805|599.5697147999999|0.0|1.0|1.0|1.0|1.0|3.42|0.05|26.0|-7.67|3.78|4.58|105.02|2.0|120.24|5.0|31.0|-6.31|429.47|0.0|3.78|0.00114|7.73e-06|3.68|0.0|0.0|2.14e-08|9.18e-06|-0.07803|3706.0|3.72|-1729.161608|673.05|0.3603|334.55|525.66|0.58097|0.58097|-1728.9300010000002|0.3603|-0.15064|6.8752|-0.2286699999999999|0.02188578|-1728.9893510000002|4.0|8.3536
9n_a24|1|0|2.961528903|0.0|0|6.605297921|0|1.388847168|0.0|-0.003323852|4.59511985|0.001099755|2|0.0|0.008307337|-0.036651001|-0.03088354|0.008809179|-0.22754075|-0.200646773|-0.225226606|2|0.786587307|0.7584388259999999|0|0.904556598|-0.052106597|-0.0777274979999999|0.331008994|0.017608478|11.90027964|48.691073|-35.50139138|24.72120326|-1.399094961|-23.79925701|67.36550766|-18.18357165|47.11530904|2542.730334|-945.545726|-12.28894317|0.347873491|8.232847909|14.52410167|0.764164944|235.1021924|-639.0250449|0.021951174|-205.6223122|1449.942171|631.9206508|1.0|1.0|1.0|1.0|1.0|3.17|0.17|23.0|-8.64|4.41|4.14|66.93|1.0|114.29|7.0|29.0|-6.47|385.46|0.0|3.13|0.0278|5.14e-05|3.07|0.0|0.0|2.31e-09|8.909999999999999e-07|-0.03818|4.9139|2.59|-1239.1274939999998|686.19|0.2522|252.31|587.05|0.44042|0.63085|-1238.856882|0.0334|-0.1658099999999999|2.8552|-0.20399|0.03188309|-1238.917278|19.0|7.7212
4i_a46|0|0|0.0|0.19654443|1|7.825245291|1|1.1346370959999998|2.184105962|-0.002360192|5.587248657999999|-0.018872727|1|0.0|0.012211602|-0.160741899|-0.125773054|0.011931187|-0.133434195|-0.091288438|-0.22302552|1|0.7204791309999999|0.749522825|0|0.940780437|-0.058565229|-0.075208437|0.263514985|0.015663081|8.847405392999999|67.51603424|-23.99628633|70.55661087|-1.278543436|-18.68604171|49.04951810000001|-14.16067794|41.92840157|2200.19132|-722.1945751000001|-7.998762108999999|0.2361682219999999|6.218233741000001|10.47951666|0.685288314|133.40134070000002|-407.9368676|0.011626803|-298.0546045|945.4890404|579.2365607|0.0|1.0|1.0|1.0|0.0|3.88|0.36|17.0|-7.3|4.79|5.07|39.94|1.0|105.43|3.0|26.0|-5.31|347.45|1.0|4.16|0.00403|9.13e-06|4.38|0.0|0.0|5.04e-08|1.75e-05|-0.01646|5.3987|4.46|-1092.730494|611.74|0.2805|229.66|546.24|0.41877|0.69035|-1092.473422|0.1421|-0.18438|2.8538|-0.20084|0.02614355|-1092.528145|612.0|6.2132
12bc_a36|1|0|3.43846811|0.0|0|7.412764017000001|2|1.284647662|0.0|-0.007661816|5.351858133|-0.042515909|2|0.0|-0.001012333|-0.079009683|-0.027636036|-0.00097037|0.115647623|-0.1716508239999999|-0.442519304|1|0.884841888|0.836170906|0|0.834305498|-0.077192869|-0.107107992|0.326764696|0.01824287|12.2593899|83.35308244|-48.36968394|0.0|-1.927943855|-34.8600941|83.97121855|-25.91194805|64.13376391|2927.476132|-1295.597402|-17.41308622|0.22853193|8.273766079|15.54183457|0.878447423|153.57572439999998|-870.6543108999999|0.017847333|-364.8584744|1679.392125|661.6709012|0.0|1.0|1.0|0.0|2.0|4.73|0.14|17.0|-7.76|3.99|3.19|69.2|2.0|133.77|5.0|31.0|-6.26|450.32|1.0|2.82|0.00372|6.55e-06|3.93|0.0|0.0|1.74e-08|7.83e-06|-0.05828|5.2189|4.42|-2152.134749|705.12|0.7456|237.57|563.76|0.35775|0.69094|-2151.9100780000003|0.3478|-0.15671|6.5854|-0.21499|0.03419831|-2151.971485|8.0|8.0969
12n_a30|0|0|0.0|0.0|0|7.412764017000001|2|0.604984682|0.0|-0.007311044|5.351858133|-0.064217094|2|0.0|0.001139238|-0.037209579|-0.087019298|0.002064369|-0.254279374|-0.120380857|-0.464204099|1|0.669561738|0.815003426|0|0.7781502140000001|-0.083120674|-0.10528124|0.390449649|0.017064818|10.77573511|85.87072848|-41.97990569|0.0|-1.895062322|-33.14358793|76.16725916|-24.42151771|63.2630417|2848.910641|-1196.654368|-15.42118984|0.200596792|7.385790169|13.93957316|0.887350282|126.6686716|-755.6383024|0.0153398069999999|-378.1217671|1496.934657|618.6004214|0.0|1.0|1.0|0.0|1.0|4.66|0.14|17.0|-6.9|4.25|3.18|81.65|2.0|127.24|5.0|30.0|-6.02|416.47|0.0|2.92|0.00171|9.71e-06|3.97|0.0|0.0|1.26e-07|5.260000000000001e-05|-0.05076|5.1999|4.07|-1675.011418|669.57|0.1826|238.43|506.94|0.27009|0.6854|-1674.777231|0.1489|-148.0|5.3143|-0.19876|0.0334036|-1674.83759|0.01|7983.0
12bh_a36|1|0|3.50075137|0.0|0|7.412764017000001|2|1.297043258|0.0|-0.006687484|5.351858133|-0.047482048|2|0.0|0.003676818|0.075747971|-0.035747988|0.0045625|0.0016901289999999|-0.169994208|-0.43574839|1|0.902377067|0.78699829|0|0.833491953|-0.070687668|-0.09959401|0.317612728|0.017627098|11.73109101|83.08294358|-44.11115058|0.0|-1.991880197|-31.30825225|76.46867897|-23.6718811|58.77476595|2773.193279|-1325.625342|-15.75398235|0.216705778|7.545637217999999|14.56834609|0.930697921|144.22085800000002|-882.2230117|0.015307571|-377.0728785|1692.3721690000002|729.1873176|0.0|0.0|1.0|0.0|2.0|4.95|0.21|17.0|-7.34|3.76|2.5|69.2|1.0|133.68|5.0|31.0|-6.38|409.49|1.0|2.42|0.0117|2.5e-05|3.41|0.0|0.0|4.55e-08|1.86e-05|-0.0525299999999999|3.8811|3.79|-1311.589612|715.94|0.4386|319.46|575.23|0.69377|0.7039|-1311.293683|11.0|-0.14915|5.8338|-0.20168|0.03071385|-1311.356102|14.0|7.8539
4f_a46|0|0|0.0|0.2096617139999999|1|7.825245291|1|1.134637108|2.190536659|-0.001035775|5.587248657999999|-0.001868546|2|0.0|0.012332859|-0.056114865|-0.115631645|0.011806162|-0.154986658|-0.123416853|-0.150189733|2|0.6901151990000001|0.74106323|0|0.934973206|-0.055836642|-0.0674830959999999|0.296072934|0.008734825|4.738551282|7.730129301|-19.85993046|56.50645576|-1.079729539|-16.43243843|42.21890747|-11.95391778|35.0293449|2103.214727|-585.7419712999999|-6.484875252999999|0.240157725|5.654067072999999|9.828175385|0.7382488140000001|130.2830519|-317.7588874|0.010341277|-281.9234274|770.8731021000001|538.4165208|1.0|1.0|1.0|1.0|0.0|3.88|0.38|17.0|-7.21|4.56|4.71|43.6|1.0|101.54|3.0|25.0|-5.65|332.44|1.0|3.76|0.0139|2.62e-05|3.77|0.0|0.0|6.12e-08|2.04e-05|-0.02947|4548.0|3.87|-1033.550809|591.51|0.1719|272.61|493.53|0.69208|0.69208|-1033.315821|0.1719|-0.19079|3.2783|-0.2202599999999999|0.02238723|-1033.36869|183.0|6.7375
4a_a46|0|0|0.0|0.210988875|1|7.825245291|1|1.13463711|2.180332577|-0.001042349|5.587248657999999|-0.008364558|2|0.0|0.012632881|-0.11172225|-0.0466186959999999|0.0120924389999999|-0.216904465|-0.129430244|-0.143806973|2|0.679741138|0.764741337|0|0.923958017|-0.05488948|-0.067863141|0.264863483|0.00935578|4.858713991|6.579492736000001|-18.30276019|55.05332552|-1.017947119|-14.80375017|41.15334508|-11.49234623|33.36433008|2042.529911|-528.6479264|-5.968291366|0.2573736219999999|5.613813876|9.831485239|0.751302315|133.66119809999998|-274.5414028|0.011380391|-252.0050978|711.8625758999999|480.9500663|1.0|0.0|1.0|1.0|0.0|3.76|0.35|17.0|-6.82|4.18|4.46|43.6|0.0|96.74|2.0|24.0|-5.87|318.42|1.0|3.43|0.0372|4.89e-05|3.34|0.0|0.0|1.53e-07|4.86e-05|-0.02921|4.5454|3.4|-994.237445|560.87|0.1694|272.77|467.4|0.6893600000000001|0.6893600000000001|-994.028172|0.1694|-0.19067|3.1825|-0.21988|0.022810825|-994.079365|181.0|6.7423
1a_a5|0|0|0.0|0.0|0|6.605297921|1|1.189701889|0.0|-0.001785522|4.59511985|0.009305578|2|0.0|0.005921049|-0.132197351|-0.004213083|0.00549829|-0.123867037|0.114184614|-0.179831877|2|0.8309401009999999|0.7427901179999999|0|0.833638233|-0.071887159|-0.075618812|0.3602068089999999|0.008036994|4.047117885|83.60943679|-19.17495143|0.0|-1.134282187|-18.22870183|46.38422909|-13.93123008|40.24669785|1940.139869|-571.1804334|-7.015226132|0.274345323|6.199179484|11.38004491|0.835734058|138.1496441|-287.62427139999994|0.016493595|-227.2618539|787.1243051|403.543273|1.0|0.0|1.0|1.0|1.0|3.54|0.16|18.0|-7.15|3.08|1.42|37.81|0.0|93.49|3.0|23.0|-6.58|298.34|0.0|1.75|755.0|0.000365|2.17|0.0|0.0|7.13e-08|2.13e-05|-0.1040099999999999|4.6707|2.85|-951.1394906|531.02|0.2109|265.45|386.8|0.44868|0.54123|-951.178584|0.0126|-0.12226|4.4956|-0.2262699999999999|0.028664612|-951.226623|107.0|6.9706
12ad_a36|1|0|3.428443248|0.0|0|7.412764017000001|2|1.297042846|0.0|-0.01083262|5.351858133|-0.073048351|2|0.0|-0.001148437|-0.0072527669999999|0.010723827|0.000906224|0.077659878|-0.227404687|-0.478461478|1|0.817851296|0.832674224|0|0.760267769|-0.082404548|-0.107772644|0.423689705|0.030769062|21.78471426|94.12528108|-54.02363038|81.68309557|-2.047680239|-41.30726219|96.81391944|-25.88878839|80.12771975|3041.082692|-1449.77215|-18.32944602|0.343592539|8.770308295|16.772513699999998|0.912420081|243.2659577|-1026.448977|0.028968808|-221.4751857|2208.646667|735.3783268|0.0|0.0|1.0|0.0|2.0|4.9|0.17|17.0|-6.62|2.7|1.67|95.5|1.0|135.03|7.0|33.0|-7.18|439.47|0.0|1.76|0.0289|8.36e-05|2.53|0.0|0.0|2.42e-07|0.000106|-0.05406|5733.0|4.5|-1460.8311199999998|737.53|0.6073|216.26|588.2|0.27316|0.67215|-1460.5468529999998|0.2532|-0.15638|5.3349|-0.21044|0.03648828|-1460.610659|17.0|7.7696
