molecula|SddssS|NaaNH|n9FaHRing|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|n6HRing|BCUTi-1|n5aHRing|AATSC1pe|AATSC7i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|PNSA5|PPSA3|TPSA_x|FNSA4|WPSA3|FNSA1|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|Lipinski|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
24_a47|0.0|0|1|0.0|1|6.86171134|0|0|1.304328602|1.225600378|-0.010774404|4.727387819|2|10.95005721|1|-0.004514441|0.056234624|-0.540463145|2|0.662080166|0.812650394|-0.005097239|0.113432542|0.875198713|0.627160379|1|-0.075894947|-0.090995097|-51.21152885|12.11301576|121.5922303|-0.032498249|6.81713713|0.611603578|69.27912772|-18.28983173|54.82626523|0.479188295|2642.775318|441.2021442|-768.1729327|0.388396422|7.024694045|13.48797266|0.920079732|218.5873217|29.90471672|0.032103375|1255.998102|457.1122177|18.06759887|0.0|1.0|0.0|1.0|2.0|3.14|3.12|21.0|-7.63|1.0|0.0|0.0|1.0|-4.61|0.0|-4.52|0.00975|3.16|0.0|4.46|-1696.105723|-1696.071577|578.94|1002.04|0.2618|312.5|0.6835|0.6835|-1695.93106|0.2618|-0.16333|0.03414611|3.6008|3.0|8.5|8.5
13_a15|0.0|0|0|0.0|0|0.0|1|1|1.4356889940000002|0.0|-0.006348913|0.0|3|10.95980212|0|0.003766915|-0.010882979|-0.357554652|2|0.843715005|0.729838386|0.008210506|0.009456191|0.7784213259999999|0.796300317|0|-0.068526782|-0.098053528|-61.86632281|10.21906987|72.25096855|-0.033811561|6.447664726|0.755283433|72.41636305|-21.33321476|53.45565817|0.482317225|3028.485145|558.6934137000001|-1237.326456|0.244716567|5.21465994|10.07307988|0.931684902|154.4025434|28.24531009|0.01672103|1638.227985|830.7967967000001|10.55004024|1.0|1.0|0.0|0.0|1.0|4.13|4.19|24.0|-8.9|2.0|0.0|0.0|1.0|-6.32|0.0|-6.1|0.000214|5.32|0.0|5.04|-1450.756042|-1450.727602|674.36|1231.11|208.0|314.52|0.63827|0.70626|-1450.399387|0.0003|-0.11283|0.02844037|6.0429|6.0|8.2218|8.2218
12a_a40|0.0|0|0|0.0|1|7.515889085|0|0|0.604990853|1.784989449|-0.00431394|5.4161004020000005|0|10.31197265|2|0.007890601|0.298197213|-0.4764003679999999|0|0.58630452|0.718281767|0.023863832|-0.375724138|0.7867243829999999|0.525051106|1|-0.064340227|-0.074840643|-38.17175304|6.001293955|30.15370934|-0.033799|3.060902482|0.85136964|43.65970865|-17.23885621|38.81741016|0.476055146|2185.594734|479.8867095|-534.4045424999999|0.14863036|7.563170499|14.43505064|0.908597808|75.8074911|20.24838026|0.010759845|627.699788|323.26151960000004|5.487955617999999|1.0|1.0|0.0|0.0|0.0|3.2|3.39|20.0|-7.21|1.0|0.0|0.0|1.0|-6.41|1.0|-5.95|0.000134|5.43|1.0|5.01|-2097.826771|-2097.8163050000003|530.55|875.15|0.3701|400.39|0.6998800000000001|0.6998800000000001|-2097.7296100000003|0.3701|-0.12895|0.0104658999999999|3.8054|1778.0|5.7501|5.7501
14e_a23|0.0|0|1|-4.45581912|2|7.423568444|0|0|1.197957573|3.052208981|-0.008865361|5.351858133|2|10.3132176|2|0.001951778|0.072830644|-0.5232404310000001|2|0.560094237|0.791790895|0.133270225|-0.014216155|0.8510270329999999|0.5415996160000001|1|-0.073376247|-0.089453046|-62.2612068|12.5437807|51.92870134|-0.03935934|8.73073591|0.796525872|74.75779594|-27.39493099|63.61519626|0.49543439|3255.313968|644.0923882999999|-1369.74655|0.203474128|8.020794334|15.89643482|0.981902808|141.6222839|34.39302091|0.017954325|1719.6510460000002|658.8108151|12.49658915|0.0|1.0|1.0|1.0|1.0|3.54|3.62|26.0|-8.23|2.0|1.0|0.0|1.0|-6.38|0.0|-5.79|0.000198|4.46|0.0|4.2|-1966.96594|-1966.943431|706.39|1209.58|0.3178|334.8|0.63922|0.63922|-1966.720803|0.3178|-153.0|0.02250947|5.5469|3.0|8.5214|8.5214
4_a4|0.0|0|0|0.0|1|7.535296702|1|1|1.343865392|2.156628874|-0.001234337|5.4161004020000005|2|10.92992837|1|0.0112367389999999|-0.035166634|-0.157959343|2|0.646069495|0.77276149|-0.168712277|-0.063012715|0.8306695270000001|0.636572383|1|-0.049768752|-0.06873731|-35.41518716|4.4155367960000005|34.37786704|-0.0255766729999999|2.274995377|0.793717973|40.86951119|-13.17774406|30.05764711|0.398500394|2221.6122010000004|480.8472306|-566.6429946000001|0.2062820269999999|5.326452915|8.855289118|0.66251148|106.2816773|16.60255217|0.010586293|713.9097433|462.1867149|5.454324025|1.0|0.0|1.0|1.0|0.0|3.15|3.09|21.0|-7.57|1.0|0.0|0.0|1.0|-4.12|1.0|-4.57|0.0248|3.52|0.0|3.24|-1029.960398|-1029.93716|566.84|960.45|0.1106|230.37|0.55032|0.6010800000000001|-1029.763465|67.0|-0.1696599999999999|0.02323788|3.1195|78.0|7.1079|7.1079
7a_a8|0.0|1|0|0.0|1|7.535296702|1|1|1.4000287219999998|1.4494883790000002|-0.010269971|5.4161004020000005|1|10.94671402|1|0.002028046|-0.02923588|-0.412963751|1|0.7168594159999999|0.764224152|0.033708575|-0.032562221|0.831914523|0.681200974|0|-0.102174163|-0.101880506|-59.83546383|20.79408196|165.38046830000002|-0.042647654|12.2125771|0.733884399|75.4573633|-25.04740346|80.80201312|0.477611327|2715.360649|421.9297638000001|-1077.038349|0.266115601|7.699041907000001|14.73814865|0.914283468|156.2924154|34.12990316|0.0265990589999999|1467.585836|488.0169522|15.62189947|0.0|1.0|1.0|1.0|1.0|3.34|3.06|23.0|-7.27|1.0|0.0|0.0|1.0|-4.86|0.0|-4.64|0.00522|3.24|0.0|5.2|-1291.313963|-1291.287017|605.72|1031.61|315.0|270.66|0.61257|0.70367|-1291.10235|0.1575|-0.12889|0.0269461|12.8748|24.73|4.6068|4.6068
7_a27|0.0|0|0|0.0|2|6.842683282|0|0|1.40247849|3.330197625|-0.00601016|4.727387819|2|10.93773474|1|0.010596392|-0.220626658|-0.500327496|2|0.6413629129999999|0.801251575|0.147753647|-0.08694032|0.8546689820000001|0.62067794|1|-0.060745542|-0.084531496|-47.44936449|8.475438874|83.57286704|-0.0300556429999999|4.757447929|0.763564713|55.55559276|-16.87088515|42.57323098|0.466714317|2334.058688|477.7488532|-759.1898319000001|0.236435287|6.446345598|12.087978|0.875167537|132.7162621|22.09489892|0.014441323|994.2704516|479.0078184|8.106228264|1.0|1.0|0.0|1.0|0.0|3.24|3.41|21.0|-6.61|0.0|0.0|0.0|1.0|-4.06|1.0|-4.28|0.0299|3.02|0.0|5.37|-1122.455548|-1122.433757|606.74|1016.96|0.4179|300.9|0.61278|0.61278|-1122.249324|0.4179|-0.16734|0.02179141|6.3813|1.0|9.0|9.0
19j_a38|0.0|1|0|0.0|0|7.412764017000001|2|2|1.29704352|0.0|-0.007976154|5.351858133|2|10.95429182|1|-0.002443797|0.23209815|-0.42133715|1|0.7163622890000001|0.846765471|-0.001131945|-0.060360554|0.908721232|0.6885713729999999|0|-0.0844479869999999|-0.108006563|-73.92901683|17.15233756|131.9851314|-0.038119963|11.74054073|0.714369845|90.05233553|-26.09259418|74.95583121|0.408533267|2969.234865|552.5012068|-1330.722303|0.285630155|7.506210369|12.69084117|0.6907121629999999|195.5099392|36.5253298|0.023555355|1862.79182|640.025745|16.123318700000002|1.0|1.0|1.0|1.0|3.0|4.81|2.34|17.0|-6.92|1.0|0.0|0.0|1.0|-4.35|0.0|-4.12|19.0|2.5|0.0|3.23|-1424.426858|-1424.390074|686.26|1163.3|354.0|205.41|0.30419|0.69435|-1424.183388|0.2625|-0.15182|0.03678378|14.4895|8.0|8.1146|8.1146
14t_a23|0.0|0|1|0.0|2|7.423568444|0|0|1.197962538|3.410065804|-0.005383494|5.351858133|2|10.31321779|2|0.01180744|0.134446672|-0.4515027279999999|2|0.725800261|0.7629258809999999|0.113493155|-0.152771194|0.820002545|0.6906097959999999|1|-0.0553915009999999|-0.079253435|-51.65035498|11.36130649|51.51331913|-0.033286443|7.404291213|0.799945841|61.0040156|-21.69314909|47.46057034|0.465981891|2878.4071670000003|600.1979272000001|-1084.657455|0.2000541589999999|7.55064865|14.13931199|0.872595673|130.3775455|27.11827225|0.014352462|1355.9136119999998|666.0036144999999|9.353660614|0.0|1.0|1.0|1.0|1.0|3.52|3.49|26.0|-7.78|2.0|1.0|0.0|1.0|-5.85|0.0|-5.25|0.000608|3.94|0.0|3.79|-1669.240512|-1669.21916|692.08|1184.43|0.2061|311.09|0.5824199999999999|0.68886|-1668.980578|0.0003|-0.15625|0.02135191|8.3062|4.0|8.3979|8.3979
12d_a30|0.0|0|0|0.0|0|7.412764017000001|2|2|0.604984421|0.0|-0.006335328|5.351858133|2|10.31162861|1|0.005965451|-0.162129948|-0.4562256979999999|1|0.8414737059999999|0.8017873000000001|-0.0430927579999999|-0.130412856|0.8532172109999999|0.7991060659999999|0|-0.073829724|-0.094239701|-60.88281322|10.05700314|101.4221952|-0.036246039|6.497247279|0.8143892140000001|69.55534551|-23.41646662|57.75411196|0.4572733479999999|2784.836855|544.6198897999999|-1217.656264|0.185610786|7.557073995|13.92427286|0.84254817|119.91237920000002|28.75340957|0.013424098|1495.177298|686.039456|8.672532296|1.0|1.0|1.0|0.0|1.0|4.75|0.0|17.0|-7.01|2.0|0.0|0.0|1.0|-5.66|0.0|-5.15|0.0009119999999999|4.23|0.0|4.14|-1615.095823|-1615.063947|695.57|1176.22|149.0|356.06|0.68608|0.68608|-1614.831682|149.0|-0.1479099999999999|0.03187624|4.8843|11.0|7.9508|7.9508
1l_a5|0.0|1|0|0.0|0|6.605297921|0|0|1.270375394|0.0|-0.00183668|4.59511985|2|10.94421389|1|0.007613233|-0.179824092|-0.21108114|2|0.7245669790000001|0.7656671279999999|-0.174469948|-0.091849662|0.818803517|0.71872376|0|-0.068685233|-0.067755283|-38.27406105|4.43679678|61.974288|-0.026512937|2.506287665|0.769406114|45.64819758|-14.9768065|43.23617395|0.47265823|2227.730859|502.9124512|-688.9330988|0.230593886|7.401206343999999|14.03493287|0.896303416|130.25942849999998|19.46541135|0.013054186|895.4089219|518.5792364|7.374136537999999|1.0|0.0|1.0|1.0|1.0|2.98|2.67|23.0|-8.83|1.0|0.0|0.0|1.0|-5.04|1.0|-4.98|0.00308|4.19|0.0|3.89|-1069.261615|-1069.229786|609.85|1033.47|0.4921|267.19|0.45892|0.57392|-1069.047151|187.0|-0.1779|0.03182983|3.3694|32.0|7.4949|7.4949
12d_a31|0.0|1|0|0.0|0|7.765993078999999|1|1|0.61013528|0.0|-0.012448252|5.733341277|0|10.31169788|2|0.000127275|-0.067477864|-0.550805937|0|0.8066174070000001|0.8343242820000001|-0.00658148|-0.057226679|0.873955169|0.771222772|0|-0.0938723509999999|-0.11498416|-81.56033123|21.06095035|208.9297871|-0.032542687|14.93891054|0.6383648510000001|99.79879739|-23.08311261|87.64629597|0.389382761|2653.867767|500.3881827|-1223.404968|0.361635149|9.445278138|15.46841054|0.63768714|256.5143096|36.15974873|0.02571268|1916.466682|647.1500428999999|18.23846616|1.0|1.0|1.0|1.0|2.0|3.76|3.9|16.0|-7.63|2.0|0.0|0.0|1.0|-5.61|0.0|-4.39|0.0010199999999999|3.46|0.0|5.0|-1657.471849|-1657.428467|730.86|1201.63|0.2566|322.23|0.7006600000000001|0.7006600000000001|-1657.1792779999998|0.2566|-0.15968|0.04338158|3.3585|0.51|6.2924|6.2924
19_a47|0.0|0|1|0.0|1|6.842683282|0|0|1.402889494|1.445775615|-0.00973456|4.727387819|2|10.95058274|1|-0.010153352|0.074201869|-0.439165562|2|0.635684951|0.823945134|-0.024256505|0.095841135|0.8873627890000001|0.614975047|1|-0.105205489|-0.104459947|-57.87554797|14.85167037|199.6541807|-0.037307124|8.228498913|0.637832605|76.13237258|-20.66983856|73.14028211|0.463378097|2612.978054|354.3911695|-868.1332196000001|0.362167395|7.06969105|13.17443625|0.8635094740000001|200.6571609|32.40636867|0.03295186|1361.067484|428.5826478|18.25682461|0.0|1.0|1.0|1.0|2.0|3.13|1.72|21.0|-6.92|1.0|0.0|0.0|1.0|-3.67|0.0|-3.66|0.0816|1.97|0.0|3.51|-1335.75742|-1335.725639|571.23|974.59|0.3243|322.68|0.68924|0.68924|-1335.580357|0.3243|-0.15845|0.03178118|6.3247|0.05|7.3|7.3
22_a47|0.0|0|1|0.0|1|6.86171134|0|0|1.408617385|1.202720059|-0.010579222|4.727387819|2|10.95023117|1|-0.004332497|-0.077468004|-0.538310301|2|0.612295986|0.831122912|-0.077787113|0.004104478|0.890264057|0.591185263|1|-0.080744803|-0.089280419|-52.67991531|13.07198749|177.81209280000002|-0.031744149|7.713126784|0.6096864479999999|71.28682035|-18.73063655|60.71546178|0.4614909829999999|2692.510471|412.2379505|-842.8786448999999|0.390313552|6.9553262170000005|12.91589555|0.8569791179999999|230.3045281|30.72175314|0.031534452|1382.478891|482.9384172|18.60690504|0.0|1.0|1.0|1.0|2.0|3.31|3.16|21.0|-7.69|1.0|0.0|0.0|1.0|-4.44|0.0|-4.38|0.0142|3.0|0.0|4.4|-1375.05033|-1375.021925|605.12|1027.32|0.3367|258.55|0.50316|0.68312|-1374.857521|0.0799|-0.16704|0.02840507|5.7009|1.0|9.0|9.0
3m_a32|0.0|1|1|0.0|0|7.773594467000001|0|1|0.609420748|0.0|-0.006290106|5.733341277|0|10.31100268|3|0.000822186|-0.065422345|-0.49476131|0|0.6943636479999999|0.817967125|-0.0067207069999999|-0.126422018|0.872498916|0.6672533589999999|1|-0.084626325|-0.09390309|-56.15082133|8.029854976000001|120.7751424|-0.027127559|4.801577352|0.674468222|67.1606709|-16.22134838|58.63348955|0.4687361229999999|2588.590536|477.1904954|-729.9606772999999|0.325531778|7.0752395770000005|13.31775015|0.882303773|194.65681730000003|24.05057475|0.018412178|1082.275864|554.9424306|11.00984957|1.0|1.0|1.0|1.0|1.0|3.51|2.93|19.0|-7.38|2.0|0.0|0.0|1.0|-5.94|0.0|-4.86|0.000449|3.57|0.0|5.1|-1863.502681|-1863.46877|641.52|1073.31|0.2952|346.82|0.7026600000000001|0.7026600000000001|-1863.279862|0.2952|-0.14835|0.0339106999999999|8.0755|23.0|7.6383|7.6383
47l_a18|0.0|0|0|0.0|0|7.03438793|1|1|1.251176792|0.0|-0.006400878|4.844187086|0|10.94702063|0|0.000787517|-0.008768679|-0.4925232479999999|0|0.7452092359999999|0.7435044540000001|0.00676294|-0.0973326269999999|0.781148177|0.733228144|0|-0.08034939|-0.083884237|-59.6654726|6.543729374|139.7861865|-0.031456589|4.654446622|0.796109347|68.83398609|-22.37455223|63.6949231|0.4897655489999999|2852.093627|571.4972966|-1431.971342|0.203890653|9.423637134|18.46922943|0.959883341|145.02405359999997|28.10487315|0.012890098|1798.711882|931.8364349|9.168513486|1.0|0.0|1.0|1.0|3.0|4.17|0.0|18.0|-9.37|3.0|1.0|0.0|1.0|-5.26|0.0|-4.84|0.00247|3.78|0.0|7.71|-1455.5758039999998|-1455.5497369999998|764.74|1334.6|0.5019|387.13|0.69291|0.69291|-1455.165122|0.5019|-0.1314|0.02606651|3.3864|32.0|7.4949|7.4949
8b_a32|0.0|1|1|0.0|0|7.765993078999999|0|0|0.609420757|0.0|-0.009362305|5.733341277|0|10.31100269|3|-0.001662219|-0.014634534|-0.577864293|0|0.788133615|0.845443342|0.060636167|-0.1152380009999999|0.8966299409999999|0.7507116140000001|1|-0.0850068559999999|-0.108971309|-68.4085006|10.49093175|132.9495116|-0.03079624|6.585851946|0.669149204|81.73293254|-19.33283713|63.85535908|0.458155153|2573.703546|494.8166492|-889.3105078|0.330850796|8.10555784|14.95918599|0.845546757|207.6969342|28.89166873|0.021225152|1329.016762|557.1050635|13.32443194|1.0|1.0|1.0|1.0|2.0|3.46|3.04|19.0|-7.65|1.0|0.0|1.0|1.0|-5.83|0.0|-4.39|0.000583|3.22|0.0|4.22|-1880.77142|-1880.735397|671.54|1114.24|0.2943|349.82|0.70285|0.70285|-1880.539698|0.2943|-0.14717|0.03602276|1.2797|12.0|7.9208|7.9208
3c_a49|0.0|0|0|0.0|1|7.535296702|1|1|1.343850149|2.108416128|-0.004876919|5.4161004020000005|2|10.92976555|1|0.006470561|-0.0780996759999999|-0.384874446|2|0.666785606|0.802792677|0.005559828|0.0211518929999999|0.8605470759999999|0.64702083|1|-0.071786669|-0.074135885|-42.3959176|8.477406111|116.4686425|-0.0252377479999999|4.8479546860000005|0.637222556|54.85343388|-14.4326528|49.52988301|0.4791465279999999|2521.794855|455.3990518|-678.3346816000001|0.362777444|6.567311051|12.60874968|0.919925763|207.4607002|22.64931248|0.021783913|1064.517686|542.7276591|12.45751629|0.0|1.0|1.0|1.0|1.0|3.18|2.67|21.0|-7.54|1.0|0.0|0.0|1.0|-3.45|1.0|-3.86|0.13|2.29|0.0|3.99|-1198.668772|-1198.634822|613.33|1046.53|0.4321|240.36|0.32539|0.6692100000000001|-1198.430306|0.0729|-0.15853|0.03394942|3.7789|87.0|7.0605|7.0605
12ak_a36|0.0|1|0|0.0|0|7.412764017000001|2|2|1.270373882|0.0|-0.006465433|5.351858133|2|10.95268014|1|0.005035022|0.198260132|-0.439326642|1|0.901715152|0.815627016|0.051506104|-0.0265703679999999|0.860939187|0.860667615|0|-0.069176342|-0.091761476|-66.15829243|14.3700664|109.0807368|-0.032660864|10.36054668|0.737439195|79.17567486|-23.5478668|64.24490364|0.423822657|2830.816014|611.9003905000001|-1389.324141|0.262560805|7.98672125|13.86156772|0.735576751|189.3013851|31.93194362|0.018055095|1883.984673|799.5563855|13.01738243|1.0|1.0|1.0|1.0|2.0|5.05|0.0|17.0|-7.38|2.0|0.0|0.0|1.0|-4.95|1.0|-4.86|0.0047799999999999|3.8|0.0|4.21|-1350.900117|-1350.865407|730.3|1247.89|0.4514|320.09|0.69463|0.7034699999999999|-1350.57563|0.0001|-0.15275|0.03471045|8.5394|46.0|7.3372|7.3372
12ar_a36|0.0|1|0|0.0|0|7.412764017000001|2|2|1.297042582|0.0|-0.007046017|5.351858133|2|10.95407427|1|0.002112069|0.145909555|-0.4194638229999999|1|0.86559137|0.8371588959999999|-0.017348015|-0.064014394|0.89459881|0.8196353679999999|0|-0.080760277|-0.098732471|-66.9989409|15.19305207|110.9204982|-0.0347392029999999|10.30986449|0.705591187|82.17472548|-23.57370143|69.99622854|0.4743067589999999|2902.67985|567.6702443|-1272.979877|0.294408813|8.770514183|16.68371115|0.902250063|199.7830951|33.4098581|0.0223636779999999|1804.132337|708.5476357999999|15.17578458|1.0|0.0|1.0|0.0|2.0|4.86|0.0|17.0|-7.05|1.0|0.0|0.0|1.0|-3.92|0.0|-3.91|0.0503|2.33|0.0|3.23|-1364.511244|-1364.467971|717.19|1211.1|0.5586|237.29|0.41433|0.67174|-1364.235126|0.2372|-0.15631|0.04327285|8.7322|25.0|7.6021|7.6021
12a_a50|0.0|0|1|0.0|2|7.927685046000001|1|1|1.397770359|4.075037557|-0.002936355|5.82008293|1|10.94501645|2|0.011790103|-0.193999688|-0.247407423|1|0.699597776|0.795582575|-0.030758487|-0.2018898489999999|0.862192416|0.660148928|1|-0.05075501|-0.0663902|-33.44733598|10.58650394|48.30443297|-0.02383238|5.333473207|0.575218972|47.2792242|-12.00673599|36.15684209|0.469674946|2223.666558|455.4948605000001|-468.2627037|0.4247810279999999|5.116970861|9.648744341|0.885635975|214.004382|20.873331|0.027455156|814.0599092|388.171611|13.83188822|1.0|0.0|1.0|1.0|0.0|3.3|2.21|20.0|-5.49|0.0|0.0|0.0|2.0|-3.16|1.0|-3.84|215.0|2.5|0.0|2.47|-1006.659456|-1006.632973|545.54|908.22|0.1807|304.01|0.65267|0.65267|-1006.498352|0.1807|-0.16806|0.02648238|7.9123|75.0|7.1249|7.1249
8c_a31|0.0|1|0|0.0|0|7.765993078999999|1|1|0.610137334|0.0|-0.01275867|5.733341277|0|10.31169969|2|-0.004832959|-0.178276512|-0.513257014|0|0.922486359|0.847752299|0.006000201|-0.1759864119999999|0.896193695|0.87237334|0|-0.1170607269999999|-0.128067781|-70.64275621|16.3656112|206.2599245|-0.039640027|9.027343766|0.72308253|82.77037329|-21.86561502|80.93682766|0.47508938|2251.08563|345.3445134|-918.3558307|0.27691747|6.820988495|12.99457133|0.90508624|152.7489054|30.23944586|0.021986076|1270.056726|423.1367008|12.12761708|1.0|1.0|1.0|1.0|2.0|3.51|2.9|16.0|-6.13|0.0|0.0|0.0|1.0|-4.42|0.0|-3.63|13.0|2.38|0.0|1.83|-1426.166503|-1426.129055|595.67|981.89|0.2597|322.11|0.7005|0.7005|-1425.968408|0.2597|-0.15985|0.03744829|5.1815|0.81|6.0915|6.0915
4g_a49|0.0|0|0|0.0|2|8.228176896|2|2|1.343847279|4.107873566|-0.003686314|6.107022888|4|10.92777048|2|0.007845545|-0.146265064|-0.311927917|4|0.651833607|0.7559263270000001|-0.027032199|0.144740607|0.81242269|0.626581708|2|-0.061465364|-0.0666753309999999|-66.44036383|18.87757641|139.3194688|-0.0250032489999999|18.81105094|0.6273572239999999|90.11923831|-24.91513644|80.12633309|0.48934952|4706.348867000001|857.1564845|-1993.210915|0.372642776|9.28937554|18.19125978|0.958286615|371.3295653|39.71443299|0.023762615|3177.154639|1714.878736|23.67887448|0.0|0.0|1.0|0.0|1.0|4.83|4.36|42.0|-13.67|2.0|0.0|0.0|0.0|-7.47|0.0|-7.43|2.24e-05|5.28|1.0|6.35|-2147.721319|-2147.66293|985.89|1766.47|0.1389|287.56|0.33449|0.69238|-2147.217543|0.0265|-0.15087|0.05838924|4.5147|106.0|6.9747|6.9747
16_a20|0.0|1|0|0.0|0|6.842683282|0|0|1.401259527|0.0|-0.004705049|4.727387819|2|10.93301779|1|0.001157852|0.211127741|-0.458484451|2|0.7582110409999999|0.7478675859999999|-0.085041518|-0.10978034|0.809440795|0.724665638|1|-0.066137353|-0.077793092|-51.18223058|7.634605066000001|55.92018945|-0.029561375|5.023018225|0.780108103|60.02453683|-19.44924762|51.14820251|0.464473378|2722.728332|602.0075202|-972.4623811|0.219891897|8.166385503999999|15.24926152|0.8673208|144.672972|24.9314775|0.013439632|1246.573875|664.4562602999999|8.84230625|0.0|1.0|1.0|1.0|1.0|3.5|3.13|27.0|-10.52|2.0|0.0|0.0|0.0|-6.06|0.0|-5.66|0.000349|4.69|0.0|4.45|-1275.900951|-1275.8670960000002|686.59|1174.61|0.3431|207.2|0.32553|0.69524|-1275.636924|0.1958|-0.1481299999999999|0.03385502|6.5609|26.0|7585.0|7585.0
3q_a32|0.0|1|1|0.0|0|7.765993078999999|0|0|0.609420748|0.0|-0.008072705|5.733341277|0|10.31100266|3|0.002487149|0.0492355779999999|-0.5448044360000001|0|0.751733573|0.853737093|0.010109949|-0.1585635|0.901790225|0.716172604|1|-0.067604132|-0.097961799|-60.46462749|11.43581616|92.62226328|-0.027989085|7.058489861|0.6349739010000001|74.3682963|-17.27560785|53.16288420000001|0.46136998|2649.276311|524.6043311000001|-846.5047848999999|0.365026099|6.428518903|11.93494358|0.856561949|225.3038157|27.20679986|0.022526037|1333.133193|618.9134881|13.90366881|1.0|1.0|1.0|1.0|1.0|3.57|3.34|19.0|-7.31|1.0|0.0|0.0|1.0|-5.91|0.0|-4.62|0.000508|3.47|0.0|5.15|-1920.066488|-1920.042674|666.16|1136.46|0.2897|342.16|0.70216|0.70216|-1919.821707|0.2897|-0.15001|0.02381444|5.2657|28.0|7.5528|7.5528
5_a4|0.0|0|0|0.0|1|7.535296702|1|1|1.343864516|2.166832955|-0.001215982|5.4161004020000005|2|10.92992834|1|0.0111310589999999|0.0202481919999999|-0.164263889|2|0.655087104|0.767615203|-0.165454845|-0.229773463|0.820886786|0.650346601|1|-0.050732198|-0.0681917309999999|-36.64215945|4.324106888|30.54859623|-0.025201292|2.323516519|0.807351587|41.76764149|-13.54166762|31.58455727|0.413773331|2282.291204|506.7916175|-622.9167106000001|0.192648413|5.758733969|9.823391314|0.7058248159999999|103.5177395|16.77294978|0.009538616|771.5556899000001|518.5792364|5.125482045|1.0|1.0|1.0|1.0|0.0|3.27|3.08|21.0|-7.96|1.0|0.0|0.0|1.0|-4.57|1.0|-4.84|0.00925|3.95|0.0|3.71|-1069.27374|-1069.251223|595.55|1013.0|0.1106|255.2|0.60407|0.6019899999999999|-1069.051141|67.0|-0.16965|0.02251645|3.1619|71.0|7.1487|7.1487
5d_a40|0.0|0|0|0.0|1|8.149890544|0|1|0.6049133329999999|1.601200869|-0.005662681|6.167516491000001|0|10.31198333|2|0.006642869|-0.259985037|-0.399968083|0|0.496945486|0.8092726020000001|0.145024458|0.0451110059999999|0.877722972|0.483934049|1|-0.086193996|-0.094277694|-43.26473143|10.10860823|112.88660690000002|-0.0377110779999999|4.638915105|0.8111805740000001|49.97858532|-17.30589257|49.66367051|0.479931934|1974.583878|346.0207917|-519.1767771000001|0.188819426|6.288958592999999|12.09256826|0.922825231|86.65063178|21.3342049|0.014630084|640.0261471|243.4287716|6.713853887999999|1.0|1.0|0.0|0.0|0.0|3.02|2.56|14.0|-4.32|0.0|1.0|0.0|2.0|-4.23|1.0|-3.82|17.0|2.98|0.0|4.61|-1276.833831|-1276.817151|473.48|765.69|0.4493|331.74|0.69613|0.69613|-1276.751174|0.4493|-0.14851|0.01667985|9.2439|19.0|7.7212|7.7212
8c_a12|0.0|0|0|0.0|0|0.0|1|1|1.283851303|0.0|-0.0104125509999999|0.0|3|10.95472932|0|-0.00160589|-0.1876771789999999|-0.606245231|2|0.905486734|0.782864175|-0.10899871|-0.130288596|0.8425863029999999|0.845077891|0|-0.067004282|-0.101988384|-52.04233846|10.00357546|81.4415307|-0.038245644|5.104595615|0.764449832|61.66383178|-19.51587692|44.19432689|0.472503372|2190.852814|428.8355831|-780.6350769|0.235550168|5.670223821|10.74930819|0.8957467170000001|120.19586|25.52931025|0.018855428|1021.17241|390.0159026|9.621493319|0.0|0.0|0.0|1.0|1.0|3.91|2.24|18.0|-7.14|0.0|0.0|0.0|1.0|-3.47|1.0|-3.72|107.0|2.5|0.0|2.76|-1022.77302|-1022.750382|551.66|909.19|466.0|284.38|0.53657|0.67318|-1022.613451|0.1355|-0.15571|0.02263772|2.4806|0.04|7.3979|7.3979
