molecula|SddssS|NaaNH|n9FaRing|SssssC|NaasN|SRW09|nAHRing|nARing|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|AATSC1are|BCUTi-1|AATSC8d|AATSC1pe|AATSC7i|MATS1i|AATSC1i|n6aHRing|GATS1are|MATS8d|SIC2|FNSA3|FNSA5|PBF|FPSA3|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|WPSA3|FNSA1|FNSA2|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GRAV|PPSA1|WNSA2|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Leadlikeness|Brenk|Veber filter|Heavy atom count|Molecular Mass|Egan filter|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|IC50|pIC50|pIC50
5b_a50|0.0|0|1|0.0|2|7.927685046000001|1|1|-0.00141071|5.82008293|-0.003549558|1|0.034845679|0.012641727|10.9325725|-0.113846154|0.012290091|-0.0873662269999999|-0.1052449509999999|-0.175158017|1|0.693611382|-0.1866330389999999|0.855527513|-0.041157676|-0.061164973|0.271653991|0.012204641|-31.07327358|6.200250541|6.656963127999999|21.02890062|-0.02140774|3.149876031|0.5887490470000001|-0.8563096170000001|0.4462435279999999|486.9950914|-435.0258302|1452.442728|-5.525088972000001|5.543302677000001|10.01036188|4577.809819|208.925351|-221.0035589|-90.17329003|738.8985723999999|11.68741316|1.0|1.0|0.0|1.0|0.0|2.91|0.1|20.0|-5.86|3.15|0.0|0.0|0.0|24.0|312.37|0.0|3.11|105.0|0.0202|3.06|0.0|0.0|1.37e-06|0.0004269999999999|4.0222|-990.6114185|-990.5849031|547.35|922.49|0.2749|220.09|411.9|0.4270899999999999|-990.43875|0.1094|-0.16683|4.4181|-0.19252|-990.487545|12.23|4.9126|4.9126
5b_a40|0.0|0|0|0.0|1|8.149890544|0|1|-0.0049439079999999|6.167516491000001|0.064329005|0|0.044946237|0.008515162|10.31198309|0.020344828|0.006372485|-0.164084255|0.007986879|0.013573521|0|0.537115914|0.029485257|0.88618123|-0.077031845|-0.091267779|0.313503463|0.019116586|-45.78637031|9.59023102|169.18694230000003|59.56617021|-0.036507111|4.811137897|0.829018186|-1.095213344|0.477304896|442.1045286|-549.4364437|764.9528181|-9.187872156|6.521443259|12.47657231|4813.179854|85.77656597|-275.6361647|-330.1175669|662.7555978999999|6.2955085660000005|1.0|0.0|1.0|0.0|0.0|2.82|0.21|14.0|-5.25|4.93|1.0|1.0|0.0|21.0|338.21|0.0|3.83|0.00125|0.00488|4.14|0.0|0.0|5.65e-06|0.00191|3.9759|-2096.782087|-2096.767375|515.23|847.01|0.3005|311.84|411.1|0.59928|-2096.707754|0.3005|-0.15999|7.2947|-0.23068|-2096.757832|64.0|7.1938|7.1938
12i_a36|0.0|1|0|-4.787087299|0|7.412764017000001|2|2|-0.016027043|5.351858133|-0.29543904|2|0.0438779959999999|-0.011700732|10.96020192|-0.009876543|-0.007897954|0.135587069|-0.1187503719999999|-0.3344729369999999|1|0.647732719|-0.01509434|0.87043328|-0.0850745409999999|-0.117424873|0.332782117|0.01973953|-75.66036485|12.71877085|108.3973956|108.9148111|-0.045665229|8.195085212|0.7691298590000001|-2.46592234|0.460246812|535.4151566|-1588.867662|2351.232652|-18.95842684|7.549683919|13.98728916|7707.634338|148.7565508|-1023.755049|-346.8168661|2065.79896|14.45246358|1.0|0.0|1.0|0.0|2.0|0.0|0.17|17.0|-7.14|3.31|2.0|0.0|0.0|34.0|465.43|0.0|2.65|0.00291|4.0|3.86|0.0|0.0|7.24e-08|3.37e-05|3.7496|-1645.2030949999998|-1645.171438|666.79|1172.5|0.5402|237.08|504.47|0.34255|-1644.954647|0.1516|-0.1541|5.1836|-0.20475|-1645.017702|12.0|7.9208|7.9208
19e_a38|0.0|1|0|0.0|0|7.412764017000001|2|2|-0.007550899|5.351858133|-0.10490608|2|0.04508642|-0.001197042|10.94917392|-0.038386106|0.000347207|0.045449529|-0.091460175|-0.191751024|1|0.723755855|-0.064035403|0.89459881|-0.083623427|-0.10214405|0.552393659|0.02118651|-68.82539051|14.27562164|118.734325|150.553721|-0.03783113|9.619015829|0.749190974|-2.042881001|0.4655978389999999|523.2534216|-1376.50781|3426.997928|-17.17594064|6.596408983|12.34352977|6531.762734|168.99691289999998|-927.5007945|-335.8133169|1837.325672|13.55346651|1.0|0.0|1.0|1.0|3.0|3.08|0.12|17.0|-7.28|4.03|2.0|0.0|0.0|32.0|427.48|0.0|3.3|0.0049|0.00807|3.55|0.0|0.0|5.27e-08|2.25e-05|3.8587|-1409.582478|-1409.547647|685.34|1183.12|0.3948|236.96|532.67|0.41961|-1409.315831|0.3738|-0.15584|5.8426|-0.20723|-1409.37733|0.01|8.0083|8.0083
28_a47|0.0|0|1|0.0|1|6.842683282|0|0|-0.009689834|4.727387819|-0.23494583|2|0.038387534|-0.013020816|10.95058275|0.0467853809999999|-0.010153352|0.06536499|-0.046265509|-0.126992366|2|0.635684951|0.074217097|0.896193695|-0.1132830309999999|-0.106779291|0.310094808|0.026080156|-63.47150284|15.50250691|365.2310214|234.5873429|-0.038135461|9.214964819|0.65225927|-1.601689367|0.472690874|359.8303775|-952.0725426|1337.037733|-13.47449501|7.864990866|14.91533234|5633.990508|206.7032519|-565.9287905|-181.0112167|1459.653524|18.79929562|0.0|1.0|1.0|1.0|2.0|2.03|0.05|21.0|-6.92|2.49|1.0|0.0|0.0|28.0|380.35|0.0|2.4|0.0816|0.0824|1.97|0.0|0.0|1.2099999999999998e-07|4.59e-05|3675.0|-1335.759232|-1335.722248|599.88|995.5|0.2996|337.37|461.73|0.69002|-1335.571655|0.2996|-0.15049|6.0847|-0.2052|-1335.6279869999998|25.0|7.6|7.6
12d_a40|0.0|0|0|0.0|1|7.515889085|0|0|-0.008004393|5.4161004020000005|-0.107711573|0|0.043185185|-0.000134504|10.31197256|-0.166080871|-0.002126898|0.3683138529999999|0.127299624|0.224167029|0|0.809398262|-0.254735308|0.845904643|-0.095675903|-0.091630294|0.0913543|0.01171131|-48.54239742|6.204226377|207.39648|84.53363343|-0.038873458|3.286773518|0.844283549|-1.282824111|0.470893531|445.2300015|-679.5935638999999|643.5166227999999|-10.90981687|7.877041626|14.88744155|5101.479206|82.49291335|-360.0239567|-364.7778083|804.9352200000001|6.596929268999999|1.0|0.0|1.0|1.0|1.0|2.94|0.0|20.0|-6.84|4.59|2.0|1.0|0.0|23.0|361.25|0.0|4.21|0.0002009999999999|0.000942|4.75|0.0|0.0|1.44e-07|5.2e-05|2.7962|-2153.197255|-2153.180821|552.57|910.58|0.2584|282.05|435.41|0.55983|-2153.071733|115.0|-0.11604|1.2683|-0.19369|-2153.123107|19.0|7.7212|7.7212
9a_a31|0.0|1|0|0.0|0|7.765993078999999|1|1|-0.01391798|5.733341277|-0.093457477|0|0.036891534|-0.006189303|10.31169772|-0.0007638889999999|-0.0033853629999999|-0.084652799|-0.093527289|-0.15653721|0|0.8058046320000001|-0.001313433|0.837697452|-0.100906991|-0.122626525|0.235442032|0.033245595|-78.6954713|21.33533299|163.6011874|197.8075471|-0.043430228|13.69193237|0.737758755|-2.0846509230000003|0.484502446|443.941629|-1337.8230119999998|1955.13855|-17.886392|7.812278516|15.15483138|6273.506211999999|168.29310269999996|-858.5468158|-305.16297060000005|1813.361078|15.33993762|1.0|1.0|1.0|1.0|2.0|2.78|0.14|22.0|-8.13|5.51|1.0|0.0|0.0|30.0|418.47|0.0|3.47|0.00101|0.00715|3.47|0.0|0.0|7.35e-09|3.07e-06|3.7892|-1691.9526239999998|-1691.9137670000002|680.72|1145.99|0.7028|327.21|540.01|0.7028|-1691.716118|0.7028|-0.15757|5.0244|-0.20032|-1691.7777600000002|0.15|6.8239|6.8239
14s_a23|0.0|0|1|0.0|2|7.423568444|0|0|-0.005854379|5.351858133|-0.022580082|2|0.045277778|0.010682694|10.31321812|-0.064006338|0.009263715|0.0909774219999999|-0.071484865|-0.13187015|2|0.722187957|-0.1050445769999999|0.846632079|-0.055037441|-0.080500435|0.2387634619999999|0.019970955|-51.64162341|12.81151517|30.34480575|46.42188642|-0.034255504|8.218681552|0.7748161659999999|-1.610008704|0.470919749|595.0854952000001|-1032.832468|2316.634024|-14.09722664|7.548546899|14.26730044|6938.271179|144.457092|-662.5696522999999|-352.5931977|1333.003252|11.11743642|0.0|0.0|1.0|1.0|1.0|3.66|0.05|26.0|-7.99|4.0|2.0|1.0|0.0|31.0|445.93|0.0|4.01|0.000334|0.00126|4.21|0.0|0.0|1.02e-08|4.55e-06|3.6828|-2089.521231|-2089.500101|668.66|1164.32|0.3669|336.66|528.82|0.60323|-2089.2914530000003|0.3669|-0.1515|4.7032|-0.22933|-2089.352478|3.0|8.5482|8.5482
12_a15|0.0|0|0|0.0|0|0.0|0|0|-0.006620824|0.0|-0.0455566929999999|2|0.034285714|0.001740635|10.95973444|-0.01062828|0.0034254209999999|-0.054575504|-0.120626133|-0.184255041|2|0.8310685940000001|-0.019064393|0.769289315|-0.061084417|-0.094209248|0.738437971|0.015018226|-60.15445365|9.58943236|72.18361893|66.16793071|-0.031995594|6.123040777999999|0.746489397|-1.695766456|0.476419838|572.3516967|-1082.780166|2661.728915|-13.04483751|5.448223888999999|10.40571107|5897.820841|161.8714956|-691.376388|-314.7766363|1450.496376|10.50617745|1.0|1.0|0.0|1.0|1.0|3.73|0.12|24.0|-9.82|5.32|2.0|0.0|0.0|30.0|397.47|1.0|4.7|0.0002379999999999|0.000584|5.29|0.0|0.0|1.51e-10|5.99e-08|3.8538|-1281.087109|-1281.060163|688.91|1177.81|0.1374|276.63|585.26|0.50595|-1280.810963|0.0093|-0.15858|4.3338|-0.19054|-1280.871722|4.0|8.3979|8.3979
12g_a40|0.0|0|0|0.0|1|7.515889085|0|0|-0.01011728|5.4161004020000005|-0.129331216|0|0.036630824|-0.001011175|10.31197254|-0.211162861|-0.003205145|0.280045216|0.063401514|0.106286677|0|0.777835705|-0.326139923|0.8396782220000001|-0.0951493559999999|-0.099521372|0.289122732|0.012706769|-52.24208444|6.670206427999999|130.7472028|68.1355805|-0.0435406|3.501413627|0.852031227|-1.393299206|0.465725912|456.7977427|-731.3891821000001|681.6778419|-11.99782981|7.692740528|14.39849078|5211.675486|77.67373972|-383.9305539|-369.5858437|858.4065454|7.056520179|1.0|0.0|1.0|0.0|1.0|3.2|0.0|20.0|-6.63|4.83|2.0|0.0|0.0|23.0|362.23|0.0|4.4|0.000124|0.000586|5.07|0.0|0.0|2.37e-07|8.57e-05|3.1577|-2173.044757|-2173.0224510000003|540.25|896.63|0.3539|308.23|429.31|0.67055|-2172.9382|0.2682|-0.13191|1.9175|-0.20615|-2172.988604|724.0|6.1403|6.1403
12ad_a36|0.0|1|0|0.0|0|7.412764017000001|2|2|-0.01083262|5.351858133|-0.073048351|2|0.040787037|-0.001148437|10.95445455|0.010723827|0.000906224|0.077659878|-0.136151085|-0.227404687|1|0.817851296|0.018207862|0.8846605|-0.082404548|-0.107772644|0.423689705|0.030769062|-76.30379737|21.78471426|94.12528108|169.7321223|-0.0365657189999999|15.4237324|0.656407461|-2.047680239|0.477102332|538.2749789|-1449.77215|2474.175727|-18.32944602|8.770308295|16.772513699999998|6569.653402|243.2659577|-1026.448977|-221.4751857|2208.646667|20.51012207|1.0|0.0|0.0|0.0|2.0|0.0|0.17|17.0|-6.62|2.7|1.0|0.0|0.0|33.0|439.47|0.0|1.76|0.0289|0.0367|2.53|0.0|0.0|2.42e-07|0.000106|3.8512|-1460.8311199999998|-1460.794632|737.53|1236.64|0.6073|216.26|588.2|0.27316|-1460.5468529999998|0.2532|-0.15638|5.3349|-0.21044|-1460.610659|17.0|7.7696|7.7696
13_a4|0.0|0|0|0.0|1|7.535296702|1|1|-0.000990136|5.4161004020000005|-0.019846488|1|0.044357639|0.012994083|10.94205723|-0.0963182119999999|0.012019888|-0.094404255|-0.0161529719999999|-0.025714912|1|0.645708528|-0.157188841|0.7986239909999999|-0.050017793|-0.068249548|0.229685203|0.008746805|-33.41617993|4.282589756|11.85953992|14.67530603|-0.0279998139999999|2.096831328|0.862539527|-1.091992764|0.4289448289999999|474.9422962|-534.6588788|1439.176684|-6.7122666220000005|5.663493161|9.917593683|3983.972795|67.30306705|-261.7783983|-355.01146810000006|619.8659446|3.704655033|1.0|0.0|0.0|0.0|0.0|2.87|0.16|17.0|-6.2|4.18|1.0|0.0|0.0|22.0|287.36|0.0|3.57|0.0235|0.0108|3.75|0.0|0.0|6.28e-07|0.00018|4.1733|-898.3562912999998|-898.3381672|536.09|893.0|0.2133|276.68|429.36|0.53815|-898.2009630000001|0.1282|-0.17204|2471.0|-0.20372|-898.2503529999999|4.0|5.3979|5.3979
4S4l_a46|0.0|0|0|0.171853072|1|7.825245291|1|1|-0.004736212|5.587248657999999|-0.075241716|1|0.049498645|0.0066560469999999|10.94631401|-0.161358058|0.006162668|-0.1012114369999999|0.0071939419999999|0.010799648|1|0.7940662409999999|-0.229089688|0.762625193|-0.090807851|-0.084663086|0.213675946|0.007140583|-46.10883478|3.888872426|178.19783940000002|57.30330315|-0.029881089|2.117940478|0.877939134|-1.523935543|0.469439238|487.3122681|-829.959026|1744.8220399999998|-8.862913904|5.668394116|10.68377935|4920.211524|66.47624804|-452.0086091|-411.6630752|945.3491632|3.496670823|1.0|1.0|1.0|1.0|1.0|3.19|0.36|17.0|-7.0|4.64|1.0|0.0|0.0|26.0|347.45|0.0|4.08|0.00182|0.0027|4.49|0.0|0.0|9.980000000000001e-08|3.47e-05|4.1414|-1092.753999|-1092.727031|583.76|1040.96|0.2586|234.25|500.66|0.57885|-1092.489558|0.0614|-0.17632|2.5083|-0.19647|-1092.543641|261.0|6.5834|6.5834
17b_a25|0.0|0|0|0.0|1|6.842683282|0|0|-0.004368141|4.727387819|-0.002108117|2|0.042843137|0.005120507|10.93106294|0.016982601|0.005244553|-0.044260194|-0.044156525|-0.073994564|2|0.653180996|0.029728702|0.838260077|-0.068207754|-0.079392561|0.410780725|0.015879547|-60.19950116|12.04068508|99.61874923|89.34443096|-0.029249891|9.129863339|0.724866184|-1.6672437880000002|0.476276266|668.9067217|-1264.189524|2514.295488|-16.81707305|9.700133933|18.52147096|6674.061446|208.6205329|-958.573164|-341.0100868|1744.031591|13.32894629|1.0|1.0|1.0|1.0|1.0|3.25|0.11|27.0|-10.04|4.88|2.0|0.0|0.0|35.0|458.51|0.0|3.78|0.00218|0.00394|3.61|0.0|0.0|9.08e-11|4.16e-08|3961.0|-1483.873254|-1483.830524|781.08|1329.35|0.4635|228.6|654.18|0.31395|-1483.563965|0.1741|-0.16408|3.5074|-0.21939|-1483.630939|101.0|6.9957|6.9957
12q_a30|0.0|0|0|-4.76444841|0|7.412764017000001|2|2|-0.015322396|5.351858133|-0.27228842|2|0.0438779959999999|-0.00695299|10.31162828|-0.021542639|-0.004395528|-0.0483777279999999|-0.077457998|-0.226973911|1|0.613786308|-0.032887649|0.867367115|-0.087348134|-0.115589613|0.596557166|0.014790072|-78.7683329|10.07866809|82.72757145|105.1162273|-0.045799658|6.868090132000001|0.820640722|-2.427381881|0.473741611|576.3319634|-1654.134991|2844.418547|-21.2680622|7.346842839|13.96052394|7990.060758|122.2240555|-1127.2072970000002|-437.0000797|2015.662819|11.29774462|1.0|0.0|1.0|0.0|1.0|0.0|0.17|17.0|-7.18|4.43|2.0|0.0|0.0|34.0|482.48|0.0|3.42|9.63e-05|0.000579|5.05|0.0|0.0|6.61e-08|3.19e-05|3.4834|-1988.033527|-1987.999444|713.16|1214.92|0.1817|245.16|537.96|0.34138|-1987.781386|0.1515|-0.14792|5.5755|-0.19897|-1987.847256|36.0|7.4449|7.4449
47t_a18|0.0|0|0|0.0|0|7.03438793|1|1|-0.0128248239999999|4.844187086|-0.161517185|0|0.03672956|-0.006573438|10.94702032|-0.04785474|-0.004985656|0.027313444|-0.068787175|-0.104274108|0|0.704602886|-0.074774521|0.796935152|-0.119202068|-0.103295568|0.240001773|0.014067024|-69.13537385|9.415011332|280.622476|219.5070758|-0.040580402|6.301435212|0.804531523|-2.272502492|0.49779009|449.789539|-1520.978225|1326.524873|-18.17831387|8.780037801|17.48280476|6603.597038|130.8263901|-1017.985577|-407.6438346000001|1890.514146|10.86870356|0.0|0.0|0.0|0.0|3.0|0.0|0.15|18.0|-7.51|2.6|2.0|1.0|0.0|33.0|441.48|0.0|2.15|0.00117|0.0075299999999999|3.57|0.0|0.0|3.09e-08|1.36e-05|3.1164|-1470.873743|-1470.836067|703.76|1218.95|0.5502|397.84|601.36|0.6895100000000001|-1470.528808|0.5502|-0.12692|7.7656|-0.19514|-1470.593659|782.0|6.1068|6.1068
14q_a23|0.0|0|1|0.0|2|7.423568444|0|0|-0.0101981219999999|5.351858133|-0.130330047|2|0.044138322|0.002243702|10.31321757|-0.056324491|0.002496501|0.121109106|-0.017918675|-0.033435987|2|0.77007911|-0.089657283|0.871119857|-0.08960718|-0.096370719|0.227948491|0.02158178|-66.16349731|14.81701129|350.836102|155.7136729|-0.039682061|10.17264683|0.777340899|-2.023785094|0.472004985|530.8381985000001|-1389.433443|2213.1193780000003|-18.70427707|8.732265278|16.53853737|6982.066379000001|152.86702240000002|-953.9181308|-380.8178266000001|1787.418422|13.26616596|0.0|0.0|1.0|0.0|2.0|2.66|0.04|26.0|-6.96|2.57|1.0|1.0|1.0|33.0|454.51|1.0|2.62|0.00278|0.0183|2.46|0.0|0.0|1.11e-07|5.03e-05|3.6431|-1798.645459|-1798.6108739999995|714.22|1222.17|0.4943|340.33|554.59|0.5949|-1798.3704079999998|0.4943|-0.14854|8375.0|-0.23013|-1798.433122|16.0|7.8069|7.8069
3q_a32|0.0|1|1|0.0|0|7.765993078999999|0|0|-0.008072705|5.733341277|-0.04718311|0|0.03898374|0.000773658|10.31100266|-0.098400506|0.002487149|0.0492355779999999|-0.167040501|-0.295228244|0|0.751733573|-0.1585635|0.901790225|-0.067604132|-0.097961799|0.34156046|0.018527744|-60.46462749|11.43581616|41.73511731|92.62226328|-0.027989085|7.058489861|0.6349739010000001|-1.371465184|0.46136998|524.6043311000001|-846.5047848999999|3335.898591|-10.6629646|6.428518903|11.93494358|6079.482066|225.3038157|-522.4852655000001|-166.61896299999998|1333.133193|13.90366881|1.0|0.0|1.0|1.0|1.0|3.34|0.3|19.0|-7.31|6.43|1.0|0.0|0.0|28.0|411.54|0.0|3.86|0.000508|0.00992|3.47|0.0|0.0|4.88e-08|2.01e-05|3.6236|-1920.066488|-1920.042674|666.16|1136.46|0.2897|342.16|549.78|0.70216|-1919.821707|0.2897|-0.15001|4.1362|-0.19969|-1919.883144|28.0|7.5528|7.5528
33_a20|0.0|0|0|0.0|1|6.842683282|0|0|-0.00145476|4.727387819|0.023539095|2|0.0388043479999999|0.009265667|10.93244905|-0.062750442|0.008780074|0.248715569|-0.036258691|-0.060582944|2|0.616352201|-0.10978034|0.802353442|-0.058927252|-0.069838312|0.399354817|0.012738882|-45.72654913|8.340767701|8.680600701|33.13709773|-0.0265385579999999|5.46110745|0.759356182|-1.326927921|0.465855239|621.611679|-868.8044333999999|2274.654579|-11.3769728|8.062843544|15.094865900000002|5916.443448|157.56124519999997|-568.84864|-339.6262863|1144.132956|8.881565237|1.0|0.0|1.0|1.0|0.0|3.59|0.08|27.0|-9.69|5.33|2.0|0.0|0.0|31.0|401.46|0.0|4.28|0.000997|0.0012|4.47|0.0|0.0|2.04e-10|8.199999999999999e-08|3.8867|-1275.852801|-1275.823229|689.51|1174.95|0.6157|227.79|563.98|0.27375|-1275.602977|0.0463|-0.15959|3.5714|-0.21788|-1275.662457|34.0|7.4685|7.4685
19l_a38|0.0|1|0|0.0|0|7.412764017000001|2|2|-0.007360265|5.351858133|-0.10490608|2|0.04391253|-0.001197042|10.94917392|-0.032264281|0.000347207|0.217841852|-0.091460175|-0.191751024|1|0.723755855|-0.053823023|0.89459881|-0.079681862|-0.100870929|0.51306986|0.0219046379999999|-65.35669452|14.19254029|133.9992534|129.8367176|-0.037359603|9.195687319|0.7374102309999999|-2.017418574|0.430111845|518.0872716|-1307.13389|2934.313773|-15.68376675|6.568874137999999|11.52660233|6705.993411|170.13821069999997|-846.9234048000001|-307.64756780000005|1772.6006989999998|13.69020024|1.0|0.0|1.0|1.0|3.0|2.7|0.12|17.0|-7.28|4.03|2.0|0.0|0.0|32.0|427.48|0.0|3.22|0.0049|0.00807|3.55|0.0|0.0|5.27e-08|2.25e-05|3354.0|-1409.5865199999998|-1409.557954|660.04|1164.34|0.2883|337.75|502.31|0.69413|-1409.309206|0.0233|-0.13977|6.5627|-0.2001|-1409.37001|14.0|7.8633|7.8633
28_a34|0.0|0|0|0.0|1|7.423568444|1|1|-0.016942875|5.351858133|-0.206909349|1|0.04515873|-0.012039484|10.9595763|-0.0500053959999999|-0.007544188|-0.33032879|-0.189821204|-0.311884247|1|0.8318609690000001|-0.078146961|0.8582665429999999|-0.1306693569999999|-0.140864841|0.316156689|0.03768308|-72.11491331|19.29162755|144.3404619|232.4555747|-0.048190604|9.876233397|0.7298701059999999|-1.831242935|0.454339954|279.4884473|-937.4938731|1689.357471|-12.63011537|5.613534285|10.28760365|4803.256974|138.2913845|-479.9443839|-235.3612529|1284.466737|13.87891455|0.0|1.0|1.0|1.0|1.0|2.55|0.12|17.0|-4.78|1.99|0.0|0.0|0.0|24.0|322.32|0.0|1.84|172.0|182.0|1.72|0.0|0.0|1.66e-05|0.00535|4.2857|-1100.797628|-1100.760824|544.24|896.02|0.2043|289.3|417.28|0.69263|-1100.6525880000002|0.2043|-0.17802|6.4596|-0.21698|-1100.704833|3.82|5.4179|5.4179
17b_a50|0.0|0|1|0.0|2|7.934155233999999|1|1|-0.002181823|5.82008293|0.013050204|1|0.032052154|0.012409091|10.94500663|-0.15040528|0.012686493|0.05636897|-0.2252068689999999|-0.357011777|1|0.7715057479999999|-0.257646121|0.799772151|-0.047785496|-0.07555585|0.4220781729999999|0.0128994089999999|-52.58062823|8.976922737999999|9.9094658|47.42733742|-0.02681014|6.247196459|0.803386523|-1.662228695|0.4835366239999999|648.4900322000001|-1156.773821|1948.148592|-12.98417734|8.324966952|16.11918162|6059.076348|136.82673369999998|-805.0189948|-422.2639022|1439.872076|7.077456382|1.0|1.0|1.0|1.0|0.0|3.57|0.35|20.0|-7.54|4.18|3.0|0.0|0.0|32.0|426.56|0.0|3.87|0.00763|0.0052|3.96|0.0|0.0|2.87e-08|1.22e-05|4.0418|-1337.1910779999998|-1337.164673|752.09|1300.3|0.1817|292.09|647.75|0.6269899999999999|-1336.833957|0.1758|-0.16699|6.3333|-0.19879|-1336.899093|122.0|6.9136|6.9136
16h_a32|0.0|1|1|0.0|0|7.765993078999999|0|0|-0.015656019|5.733341277|-0.098975084|0|0.039958333|-0.0048042729999999|10.31100268|-0.022634676|-0.002310082|-0.1234671109999999|-0.123297852|-0.219947482|0|0.804503712|-0.03617945|0.881181048|-0.081151869|-0.121464999|0.44308098|0.02096013|-77.17316899|13.31708433|70.02855767|127.5843068|-0.038765425|8.461051377999999|0.7359051059999999|-1.821974989|0.459750275|507.7688359|-1157.597535|3282.554439|-15.6485794|6.710057805|12.42028916|6151.056721|167.7935207|-735.4832318|-299.7661014|1573.02555|12.98212548|1.0|0.0|1.0|1.0|2.0|3.45|0.26|19.0|-7.0|5.86|2.0|0.0|1.0|28.0|413.52|1.0|3.74|0.000136|0.0073599999999999|3.66|0.0|0.0|9.89e-08|4.09e-05|3.6182|-1955.99895|-1955.970762|679.82|1130.4|0.2914|342.67|556.05|0.70219|-1955.772465|0.2914|-0.14972|3516.0|-0.2|-1955.832545|9.0|8.0655|8.0655
9b_a31|0.0|1|0|0.0|0|7.765993078999999|1|1|-0.0141390689999999|5.733341277|-0.070525429|0|0.03995614|-0.0050444109999999|10.31169871|-0.091236608|-0.001981487|-0.075191042|-0.143280211|-0.2345186269999999|0|0.811212624|-0.154083843|0.899394425|-0.103937658|-0.131125311|0.241728566|0.034595809|-80.40427495|21.21368453|152.8702381|202.8908225|-0.039058603|13.00794571|0.689175183|-1.835754351|0.469546953|410.2957125|-1125.659849|1711.969694|-14.68594601|8.097516252|15.2652837|5524.468603|190.5935925|-690.2394625|-231.99935|1633.343563|15.38435497|1.0|1.0|1.0|1.0|2.0|2.76|0.32|16.0|-6.84|5.26|1.0|0.0|0.0|27.0|384.45|0.0|3.0|0.00675|0.0527|2.64|0.0|0.0|1.44e-07|5.520000000000001e-05|3.8435|-1578.839267|-1578.801576|663.06|1091.21|0.2732|224.94|562.68|0.41622|-1578.604164|0.2627|-0.15907|5.2851|-0.2013599999999999|-1578.665571|63.0|7.2007|7.2007
6a_a31|0.0|1|0|0.0|0|7.703007682000001|1|1|-0.01694403|5.6869753560000005|-0.181987023|0|0.0357275129999999|-0.013930701|10.31170939|-0.026103465|-0.010591881|0.1533239019999999|0.0006473469999999|0.001117583|0|0.848282918|-0.0436046509999999|0.848080284|-0.132158278|-0.126430958|0.259133072|0.034212524|-74.23718620000001|20.08876284|157.9971748|251.216265|-0.045153913|11.79563339|0.6927462990000001|-1.896464366|0.478330896|335.9594356|-1113.557793|1671.917893|-15.56795422|7.516549303|14.408653400000002|5908.282843|180.411907|-653.8540772999999|-226.3518866|1607.453976|18.29245122|1.0|1.0|1.0|1.0|2.0|2.51|0.05|22.0|-6.96|4.68|1.0|0.0|0.0|28.0|390.42|0.0|2.96|0.00238|0.0178|2.8|0.0|0.0|1.11e-07|4.3200000000000007e-05|3.5428|-1613.34153|-1613.295461|607.79|1028.95|0.6404|349.96|447.66|0.70416|-1613.1416|0.6404|-0.1428|7.7514|-0.19843|-1613.198178|1.1|5.9586|5.9586
9_a4|0.0|0|0|0.0|1|7.535296702|1|1|-0.00136737|5.4161004020000005|0.016639331|2|0.040449735|0.010709527|10.92992723|-0.0454860859999999|0.009731833|-0.030976753|-0.0475186259999999|-0.076824065|2|0.625717993|-0.072130166|0.861113198|-0.052625548|-0.069566741|0.472497372|0.009037784|-37.85762102|4.918284148|13.6577411|34.22811902|-0.025885299|2.676487872|0.792890434|-1.113067849|0.43745176|509.9632679|-605.7219363|2012.840082|-7.665782805|5.744374392999999|10.21134541|5387.230364999999|112.7072422|-329.6286606|-318.7769026|763.9415367|5.859985199|1.0|0.0|1.0|1.0|0.0|3.37|0.19|21.0|-8.16|5.14|2.0|0.0|0.0|26.0|360.84|0.0|4.17|0.0062299999999999|0.00255|4.14|0.0|0.0|6.9e-09|2.49e-06|4.0137|-1489.554198|-1489.533032|586.24|999.93|0.1217|262.21|430.12|0.5182100000000001|-1489.36688|0.0584|-0.16948|4.4343|-0.22204|-1489.41872|48.0|7.3188|7.3188
