molecula|NaaNH|n9FaRing|nARing|BCUTs-1|SaasN|SRW07|JGI4|MATS7i|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|n6aHRing|BIC2|MATS8d|SIC2|nFaHRing|RASA|FNSA3|PBF|FPSA3|PNSA3|PPSA3|RNCS|RPSA|FNSA4|WNSA5|WPSA3|RPCS|FNSA2|DPSA5|PNSA4|FPSA1|GeomShapeIndex|GRAV|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|Log Po/w MLOGP|Brenk|Molar refractivity|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|pIC50|pIC50
1a_a5|0|0|1|1.189701889|0.0|4.59511985|0.021346801|-0.075791863|0.005921049|-0.132197351|10.9502215|-0.004213083|0|0.00549829|-0.123867037|0.114184614|2|0.7427901179999999|-0.008431181|0.794139321|0|0.833638233|-0.071887159|0.3602068089999999|0.008036994|-36.19957997|4.047117885|83.60943679|0.166361767|-0.027665419|-19.17495143|2.037971304|0.0|-1.134282187|46.38422909|-13.93123008|0.274345323|0.835734058|4005.068642|19.19815378|0.016493595|787.1243051|403.543273|8.305533524|1.0|1.0|1.0|3.54|0.0|0.16|18.0|-7.15|1.42|2.09|0.0|93.49|3.0|-2.6|23.0|-6.58|0.0|1.0|0.0|-3.44|0.00253|755.0|109.0|0.0|7.13e-08|2.13e-05|-0.1040099999999999|4.6707|2.85|2.8332|-951.1394906|-951.110826|531.02|437.61|0.54123|0.0126|4.4956|-0.2262699999999999|6.9706|6.9706
12ad_a36|1|0|2|1.297042846|0.0|5.351858133|0.040787037|0.046496301|-0.001148437|-0.0072527669999999|10.95445455|0.010723827|1|0.000906224|0.077659878|-0.227404687|1|0.832674224|0.018207862|0.8846605|0|0.760267769|-0.082404548|0.423689705|0.030769062|-58.34300549|21.78471426|94.12528108|0.239732231|-0.0365657189999999|-54.02363038|15.4237324|81.68309557|-2.047680239|96.81391944|-25.88878839|0.343592539|0.912420081|6569.653402|39.44011905|0.028968808|2208.646667|735.3783268|20.51012207|1.0|0.0|2.0|4.9|0.0|0.17|17.0|-6.62|1.67|1.89|0.0|135.03|7.0|-4.18|33.0|-7.18|0.0|0.0|0.0|-4.08|6.579999999999999e-05|0.0289|0.0367|0.0|2.42e-07|0.000106|-0.05406|5733.0|4.5|3.8512|-1460.8311199999998|-1460.794632|737.53|321.93|0.67215|0.2532|5.3349|-0.21044|7.7696|7.7696
43_a18|0|0|2|1.251175234|0.0|4.844187086|0.033734062|-0.05314954|0.002712865|0.031746165|10.94702053|-0.032429984|0|0.003801459|-0.079184068|-0.2093696189999999|0|0.713379703|-0.0579590709999999|0.7458234990000001|0|0.852344887|-0.070166168|0.3439906129999999|0.006890688|-54.49271386|5.35147222|0.66443384|0.147655113|-0.0311212229999999|-49.60799696|4.156080507|21.60709738|-2.302970476|69.46280937|-24.16948112|0.125626651|0.930331529|7428.282915000001|27.64206062|0.007193089|2045.512486|1228.492038|5.5863235410000005|1.0|1.0|2.0|4.54|0.0|0.34|18.0|-9.6|4.08|3.7|1.0|160.76|9.0|-6.45|38.0|-5.78|0.0|0.0|0.0|-5.96|3.55e-07|0.00018|0.000554|0.0|2.52e-10|1.28e-07|-0.04949|3.2233|8.79|3.2233|-1611.621186|-1611.598032|843.1|384.65|0.6926800000000001|0.5429|3.0482|-0.18145|6.2041|6.2041
9_a47|0|0|0|1.3818994059999998|0.0|0.0|0.037492877|-0.043270202|-0.009607222|0.022031244|10.93671087|0.045804989|0|-0.007880155|-0.091848897|-0.045757939|2|0.792070785|0.075092937|0.853035126|1|0.805149969|-0.084368438|0.492394184|0.009540986|-44.13640712|4.991260197|107.3271659|0.194850031|-0.036925422|-26.52703503|2.611122094|0.0|-1.550867715|58.96976407|-19.3171225|0.209348023|0.93384951|5212.504394|24.43189048|0.015793737|1026.1394|442.7664664|8.262317504|1.0|1.0|2.0|2.87|2.78|0.05|22.0|-8.47|5.61|2.99|0.0|101.46|3.0|-5.37|26.0|-5.26|0.0|0.0|1.0|-5.2|4.29e-06|0.00148|0.00218|0.0|3.4000000000000003e-09|1.17e-06|-0.05037|5.7429|4.06|3.7183|-1149.090086|-1149.055456|566.1|333.44|0.69084|0.2208|2.2966|-0.20488|7.6|7.6
8e_a12|0|1|1|1.283834633|1.873617728|4.727387819|0.037430556|0.0661362779999999|0.005196034|-0.087658302|10.94458094|-0.0309579439999999|1|0.005744805|0.112673977|-0.136145064|1|0.761892879|-0.051240735|0.815412281|1|0.939627917|-0.05202522|0.001151979|0.0155147339999999|-29.79080011|8.884082475|51.38557748|0.060372083|-0.031094185|-28.78776717|5.0872236|0.0|-1.492520871|61.4656313|-17.80522313|0.2887421289999999|0.830990262|5490.975165|25.03342862|0.019545275|1201.604574|561.9859171|11.19206011|1.0|1.0|1.0|4.11|3.01|0.14|21.0|-7.93|2.68|3.05|0.0|117.04|3.0|-4.37|28.0|-6.03|0.0|1.0|1.0|-4.69|4.25e-05|0.0156|0.00744|0.0|1.19e-08|4.34e-06|-0.05739|5.247999999999999|3.45|3.3044|-1177.619013|-1177.593205|612.59|375.21|0.6954899999999999|0.2252|1.0295|-0.19338|6.2306|6.2306
26_a20|0|0|0|1.4165417530000002|1.877209467|4.727387819|0.0396875|0.1516835819999999|0.003085806|-0.054222344|10.93106273|-0.033102079|1|0.003149352|0.249416844|0.057022334|2|0.7541508029999999|-0.055150498|0.8096894440000001|1|0.79337253|-0.0862808009999999|0.423153994|0.012753218|-58.21621279|8.604974082|299.8332395|0.20662747|-0.0327795789999999|-37.66339899|5.806030949|80.47551422|-1.737317706|65.85953426|-22.11735334|0.215111274|0.8952138340000001|6221.067002000001|28.17896678|0.014879363|1493.485239|712.1606951|10.03954725|1.0|1.0|1.0|3.42|3.07|0.08|27.0|-9.18|4.62|2.47|0.0|125.0|5.0|-5.14|32.0|-6.28|0.0|0.0|1.0|-5.02|7.27e-06|0.00305|0.00399|0.0|6.64e-10|2.780000000000001e-07|-0.05097|4.8421|4.97|3.8894|-1352.315376|-1352.277633|715.27|318.77|0.68167|0.0814|3.8173|-0.21226|6.8827|6.8827
3_a20 (SB-525334)|1|0|0|1.183765089|0.0|4.727387819|0.0526353279999999|0.001821898|0.001924142|-0.175513234|10.95053359|-0.119584218|1|0.0033523629999999|0.002992397|-0.277724429|2|0.7186587|-0.17447922|0.76423988|1|0.8756647679999999|-0.061128029|0.246005838|0.0123308269999999|-34.52869143|6.965173618|43.70154849|0.1243352319999999|-0.029269046|-29.26136697|3.934338039|0.0|-1.375645142|58.45718743|-16.53287135|0.215089498|0.8429740729999999|4905.195832|21.06338405|0.0117802769999999|989.9790502999998|520.6749407|6.654190521|1.0|1.0|1.0|3.37|2.82|0.24|21.0|-8.39|4.69|1.69|0.0|104.59|3.0|-4.85|26.0|-5.74|0.0|1.0|1.0|-4.73|1.42e-05|0.00489|0.00647|0.0|4.07e-09|1.4e-06|-0.0671399999999999|4.9821|3.9|3.1728|-1086.585811|-1086.56485|605.71|390.77|0.70168|0.1171|3.7291|-0.20131|6.7905|6.7905
9g_a24|1|0|0|1.427608366|1.7647373919999998|5.283203728999999|0.0279797979999999|-0.162313932|0.0144065739999999|0.070915465|10.96318169|-0.02471184|2|0.013119312|-0.292600863|-0.049325609|2|0.7931626959999999|-0.045107345|0.859302479|0|0.8671367529999999|-0.064835725|0.383340003|0.01876163|-32.080056199999994|9.283063574|174.88817269999998|0.132863247|-0.021297745|-16.07665151|4.593165278|0.0|-0.788016565|49.25777584|-10.53790724|0.518073552|0.746821416|4355.725609|21.8662148|0.033884884|809.0499476|341.3207334|16.76589519|1.0|1.0|1.0|2.8|1.78|0.06|22.0|-6.43|2.93|0.64|0.0|87.53|3.0|-2.49|23.0|-7.17|0.0|1.0|0.0|-3.09|0.00323|977.0|247.0|0.0|3.720000000000001e-07|0.000113|-0.03585|5.2521|0.75|4.2802|-984.5891383|-984.5565078|524.03|289.67|0.64993|0.1023|2.9691|-0.21391|7.1675|7.1675
14w_a23|0|1|0|1.197963556|3.132012648|5.351858133|0.046678487|0.045196333|0.003379755|-0.042151195|10.31321817|-0.031435038|2|0.003906274|0.126238077|-0.206574435|2|0.802520527|-0.049318182|0.8668730109999999|1|0.7880718659999999|-0.070714528|0.228641034|0.022440155|-46.76570273|14.84036772|43.30287556|0.211928134|-0.035779855|-38.70975831|9.814393755|90.15900589|-1.681653166|72.23920014|-23.66232347|0.256548212|0.988900044|6998.078982999999|31.82765022|0.020725002|1495.89956|597.2903597999999|13.70608418|1.0|0.0|1.0|3.42|3.35|0.05|26.0|-7.93|5.14|3.78|1.0|120.2|5.0|-5.68|32.0|-6.35|0.0|0.0|0.0|-5.27|2.09e-06|0.0009369999999999|0.00242|0.0|1.17e-08|5.23e-06|-0.0798|3.6632|3.97|3.6632|-1828.385903|-1828.363862|676.92|338.46|0.6219399999999999|0.3855|7.0157|-0.22824|8.6737|8.6737
18c_a25|0|0|0|1.193723817|1.959418462|4.727387819|0.043274232|0.007241543|0.007804726|-0.038865826|10.31285373|0.006360768|1|0.007488918|0.01222181|-0.064145547|2|0.748718056|0.0114970419999999|0.8005589320000001|1|0.94801724|-0.048636087|0.385593349|0.009585904|-31.96445203|6.300016824|26.54367263|0.05198276|-0.026975264|-31.07074762|4.140476673999999|0.0|-1.510614788|56.83666555|-17.72859578|0.2520795489999999|0.940731034|6736.25597|23.70385212|0.014546814|1327.415719|831.3429628|9.560410146|1.0|1.0|1.0|3.58|3.89|0.11|27.0|-10.17|6.11|3.08|1.0|138.65|7.0|-6.05|33.0|-5.85|1.0|0.0|1.0|-5.6|8.86e-07|0.000398|0.00113|0.0|6.79e-11|3.0499999999999995e-08|-0.0622|5.4858|4.75|3.3396|-1714.597797|-1714.5777670000002|698.86|371.26|0.70516|0.0041|6.1775|-0.19532|7.0555|7.0555
47r_a18|0|0|1|0.403924645|0.0|4.844187086|0.035706215|0.041686585|-0.005176133|-0.02952923|10.35082951|-0.030106257|0|-0.0001597829999999|0.0646283159999999|-0.362261236|0|0.7698681909999999|-0.048143486|0.8075001|0|0.769578222|-0.083915825|0.26560995|0.0155038689999999|-62.75220741|11.59378448|13.30156885|0.230421778|-0.031669652|-48.70193962|8.669825595|60.66168882|-2.090197013|81.99788849|-23.68254797|0.311925149|0.976088187|7727.455993|34.41856352|0.0225607039999999|2271.625192|1005.982493|16.87088158|1.0|1.0|2.0|4.55|0.0|0.22|18.0|-7.46|3.76|2.23|1.0|145.82|9.0|-6.65|36.0|-6.12|0.0|0.0|0.0|-5.64|2.26e-07|0.0001139999999999|0.00117|0.0|3.48e-08|1.76e-05|-0.0522799999999999|3.1705|9.2|3.1705|-1964.841529|-1964.813473|790.57|391.06|0.69545|0.6007|2.3873|-0.18249|6.6364|6.6364
14b_a3|0|0|0|0.605016869|0.0|4.727387819|0.039799383|-0.1551678719999999|-0.00603969|-0.008040839|10.31162234|-0.102362298|1|-0.004161699|-0.288944272|-0.094863591|3|0.7809478329999999|-0.170297225|0.848135222|1|0.786476513|-0.090994113|0.379746504|0.012828558|-44.49789848|6.273415527999999|252.49572540000003|0.2135234869999999|-0.036469822|-24.15156108|3.067822725|82.79166784|-1.312913604|57.87172082|-17.83445545|0.233084567|0.951659927|4803.535505|23.25478753|0.017348996|837.1723509999999|358.3503513|8.483998032|1.0|1.0|1.0|3.18|2.5|0.06|21.0|-6.89|3.71|1.04|0.0|93.25|2.0|-4.45|23.0|-6.42|0.0|0.0|1.0|-3.99|3.54e-05|0.0113|0.0327|0.0|1.28e-07|4.08e-05|-0.06676|3.0724|2.22|3.0724|-1327.514377|-1327.4859310000002|524.27|403.54|0.70123|0.2276|2.8743|-0.19618|6.4202|6.4202
12f_a36|1|0|2|1.297042537|0.0|5.351858133|0.039061728|0.10938259|0.003676818|0.012286423|10.95389399|-0.06756661|1|0.0045625|0.182557897|-0.169994208|1|0.821599443|-0.1188384119999999|0.8700396090000001|0|0.8435569079999999|-0.071035495|0.3416917479999999|0.01784834|-46.86832019|11.77610852|43.53853176|0.156443092|-0.035813075|-43.65234724|7.769727312|0.835268043|-2.00553221|76.51015325|-23.629013600000004|0.219698129|0.8665086190000001|6000.985822|30.28188764|0.015685228|1695.785708|729.1873176|10.34891518|1.0|0.0|2.0|4.94|0.0|0.21|17.0|-7.36|2.45|2.45|0.0|133.52|6.0|-4.61|31.0|-6.33|0.0|1.0|0.0|-4.57|2.48e-05|0.0102|0.0109|0.0|4.38e-08|1.7899999999999998e-05|-0.05035|5.2106|3.87|3.6545|-1311.57896|-1311.550167|699.88|339.27|0.70126|0.0231|5.9228|-0.20046|7.9586|7.9586
12ap_a36|1|0|2|1.2970441659999998|0.0|5.351858133|0.042739018|0.066185994|-0.000143196|-0.105824575|10.95430638|-0.042675894|1|0.001194592|0.117738331|-0.175397741|1|0.832758813|-0.074596774|0.893689741|0|0.830587483|-0.082622504|0.27547717|0.0217479329999999|-54.21070432|14.26936622|82.56761031|0.1694125169999999|-0.037473093|-45.7078307|9.36249036|0.0|-1.91112774|83.16347311|-24.58703954|0.262148114|0.86772056|6003.481614|33.32245946|0.020575639|1699.445432|642.3830552000001|13.50019441|1.0|0.0|2.0|4.78|0.0|0.13|17.0|-6.66|1.76|1.38|0.0|128.47|5.0|-3.99|31.0|-7.08|0.0|0.0|0.0|-3.95|0.000101|0.0412|0.0458|0.0|2.21e-07|8.97e-05|-0.06084|4.9124|2.98|3.8801|-1325.199863|-1325.159466|691.41|319.54|0.6929|0.3982|7.0249|-0.21788|7.4949|7.4949
16_a47|1|1|0|1.417579067|0.0|4.59511985|0.042285714|-0.08282926|-0.005688938|0.001426202|10.95023129|0.0506476009999999|1|-0.004153659|-0.236994128|-0.0574194159999999|2|0.812131575|0.081171071|0.87782381|1|0.691860453|-0.093207587|0.421094692|0.0186711289999999|-48.30620628|9.676588112|63.13219447|0.308139547|-0.034261359|-24.97833451|5.0150344780000005|0.0|-1.301931629|60.36423869|-17.75645434|0.302070079|0.898461533|4952.972679|25.44160067|0.0234786339999999|966.7808252999998|357.35851410000004|12.16814835|1.0|1.0|2.0|2.93|1.95|0.06|21.0|-8.17|5.19|2.72|0.0|91.55|3.0|-4.34|25.0|-6.04|0.0|0.0|1.0|-4.42|4.56e-05|0.0154|13.0|0.0|6.8099999999999994e-09|2.3e-06|-0.05717|4.4393|2.95|4.0806|-1167.046301|-1167.0124560000002|534.69|303.84|0.6743899999999999|0.0909|2.3795|-0.22568|9.0|9.0
40_a47|0|1|0|1.420389717|1.715145925|4.727387819|0.041396825|-0.056839794|0.002212256|-0.038143308|10.98214138|0.056362705|1|0.003634698|-0.130213023|-0.338113214|3|0.836942961|0.090270598|0.900790582|1|0.812233678|-0.060416547|0.237173658|0.02047837|-32.5926343|11.04737121|54.11003524|0.1877663219999999|-0.027052191|-24.22401965|5.959674083|0.0|-1.082087641|60.97203959|-14.59371996|0.426343267|0.843174422|4862.524893|25.43981292|0.029785575|1017.592517|388.178924|16.06828586|1.0|1.0|1.0|3.07|2.91|0.11|21.0|-7.08|4.04|1.52|0.0|94.28|3.0|-3.26|25.0|-6.78|0.0|1.0|1.0|-3.72|0.000546|183.0|0.0643|0.0|8.339999999999999e-08|2.79e-05|-0.05086|4.0176|2.06|3.7236|-1123.174467|-1123.144637|571.5|332.97|0.68492|0.2612|4.7542|-0.20317|8.4|8.4
8_a1 (SB-202620)|1|0|0|1.4323973840000002|0.0|4.727387819|0.037578348|-0.0443137679999999|-0.012672753|-0.1402198369999999|10.94957568|0.037553634|1|-0.0106277489999999|-0.095271547|-0.042643966|1|0.743088715|0.063001656|0.805476065|0|0.648967503|-0.117682533|0.174628594|0.015526845|-66.76765693|8.809217494|208.2071465|0.351032497|-0.041081545|-33.88588996|4.997944864|64.70432539|-1.684343335|70.8721358|-23.30777912|0.225760413|0.839824062|5170.286136|30.104091200000003|0.019645498|1234.267739|433.2550452|11.1459518|1.0|0.0|2.0|2.74|2.21|0.0|23.0|-8.02|5.06|2.78|0.0|99.61|4.0|-4.94|27.0|-5.94|0.0|0.0|1.0|-4.7|1.14e-05|0.0041|0.00713|0.0|9.53e-09|3.42e-06|-0.0736899999999999|3.4052|5.32|3.4052|-1223.279021|-1223.117248|586.27|364.11|0.7026600000000001|0.5339|3.4563|-0.2105199999999999|6.3979|6.3979
2_a33|1|1|0|0.609420748|0.0|5.733341277|0.039958333|-0.049900189|-0.002514803|0.070526947|10.31100266|-0.05997501|3|-0.000810928|-0.0881938509999999|-0.148024156|0|0.833090592|-0.096644295|0.8799816220000001|1|0.8195154109999999|-0.0804186|0.411881091|0.018451635|-49.13901703|11.27469555|103.5201191|0.1804845889999999|-0.031851158|-38.84811555|6.889294995|44.34034244|-1.56070672|75.44970552|-19.46234551|0.297402265|0.8867875909999999|6067.635829|27.70055258|0.019430318|1357.327077|618.9134881|11.8727102|1.0|1.0|2.0|3.57|3.51|0.3|19.0|-7.67|4.63|1.33|0.0|115.28|7.0|-6.35|28.0|-6.17|1.0|0.0|1.0|-4.78|4.44e-07|0.000183|0.0069|0.0|2.13e-08|8.78e-06|-0.04967|3.6281|5.11|3.6281|-1920.079174|-1920.049452|655.74|341.74|0.70205|0.2911|4.2519|-0.19979|8.2596|8.2596
12y_a36|1|0|2|1.29704385|0.0|5.351858133|0.041767677|0.036174187|0.002782748|-0.049845887|10.94917392|-0.028440975|1|0.003724542|0.06152178|-0.1619981409999999|1|0.820226782|-0.0498101409999999|0.873588247|0|0.83704133|-0.076585128|0.424572485|0.019404665|-51.48548385|13.04507243|114.430624|0.16295867|-0.036493654|-44.53093547|8.769742642|14.40618351|-1.970657299|78.8341402|-24.53339777|0.244264266|0.950403792|6082.16777|32.46293206|0.01873364|1752.9983309999998|698.847203|12.59396622|1.0|0.0|2.0|4.88|0.0|0.12|17.0|-7.01|2.42|2.38|0.0|133.84|6.0|-4.58|31.0|-6.34|0.0|1.0|0.0|-4.55|2.6e-05|0.0106|0.0115|0.0|9.66e-08|3.94e-05|-0.05002|3.8794|3.83|3.8794|-1310.350902|-1310.315063|702.38|319.6|0.66796|0.4358|6.1376|-0.20673|7.9208|7.9208
8j_a46|0|0|1|1.160371125|2.1279894180000003|5.533389489|0.043903904|-0.129276363|0.011852046|-0.174853546|10.96391738|-0.053618988|1|0.0108603019999999|-0.204674804|-0.133413527|2|0.789844634|-0.074207717|0.837678812|0|0.934648421|-0.054707287|0.308052557|0.008672342|-29.38737046|4.658562801|7.723448142|0.065351579|-0.02566383|-19.90219786|2.5024620580000003|64.83187221|-1.103544698|41.80044861|-13.78596018|0.177887481|0.747636856|4759.107832|16.76894569|0.008843828|721.0646647000001|453.1959065|4.750680627|1.0|1.0|0.0|3.23|3.25|0.32|17.0|-7.26|4.55|2.62|1.0|96.94|2.0|-4.59|24.0|-5.55|0.0|1.0|1.0|-4.83|2.59e-05|0.00878|0.00497|0.0|5.46e-08|1.85e-05|-0.04068|4.9636|3.78|4.4107|-1414.53151|-1414.50743|576.48|281.1|0.70121|0.1427|5.2361|-0.22599|5.9108|5.9108
12h_a40|0|0|0|0.60499064|1.760542171|5.4161004020000005|0.041915709|0.208938531|-0.000134504|0.189869851|10.31197256|-0.21893421|2|-0.002126898|0.367928263|0.224167029|0|0.7769829840000001|-0.335801908|0.845904643|1|0.839481749|-0.0954337969999999|0.006997021|0.0117142839999999|-50.45378559|6.193088525|208.6717565|0.160518251|-0.038796498|-25.56004046|3.274152035|59.68939644|-1.280284432|54.9311782|-20.51086984|0.155991416|0.983394285|5087.343024|24.30173133|0.012453938|801.957134|350.9435025|6.584127851|1.0|1.0|1.0|3.19|3.0|0.0|20.0|-6.84|5.02|3.76|1.0|96.16|2.0|-6.25|23.0|-5.13|0.0|0.0|1.0|-5.58|5.58e-07|0.0002009999999999|0.000942|0.0|1.44e-07|5.2e-05|-0.07512|4.1508|4.14|2.6436|-2153.207198|-2153.186757|548.82|469.0|0.7041|0.3693|2.5573|-0.18432|6.0846|6.0846
8c_a31|1|0|1|0.610137334|0.0|5.733341277|0.03995098|-0.106461724|-0.0080009219999999|-0.1903992189999999|10.31169969|-0.1029580369999999|2|-0.004832959|-0.178276512|-0.09039853|0|0.847752299|-0.1759864119999999|0.896193695|0|0.626072761|-0.1170607269999999|0.280934088|0.029669107|-64.57121646|16.3656112|133.3100368|0.3739272389999999|-0.039640027|-38.96685783|9.027343766|477.2277896000001|-1.66488115|82.77037329|-21.86561502|0.27691747|0.90508624|4835.748065|30.23944586|0.021986076|1270.056726|423.1367008|12.12761708|1.0|1.0|2.0|3.51|2.9|0.29|16.0|-6.13|3.13|0.85|0.0|93.45|5.0|-4.42|24.0|-6.7|0.0|0.0|1.0|-3.63|3.79e-05|13.0|0.0811|0.0|7.45e-07|0.0002549999999999|-0.03222|3.8492|1.83|3.8492|-1426.166503|-1426.129055|595.67|322.11|0.7005|0.2597|3.3453|-0.19207|6.0915|6.0915
17d_a50|0|1|2|1.338814635|4.380250483|6.042632834|0.031990741|0.006071856|0.012079|-0.136180713|10.94500663|-0.125540541|2|0.01245647|0.009780681|-0.323333765|1|0.748516466|-0.2177003589999999|0.789310938|1|0.929886823|-0.044172353|0.8020670809999999|0.0152123589999999|-30.63468215|10.55016861|5.007868064|0.070113177|-0.025589979|-33.56790124|7.31681784|86.38197811|-1.535398758|57.5414543|-17.74731987|0.24594297|0.8041037459999999|6281.764548|23.53577933|0.013178555|1412.14676|829.3813984|9.139672835|1.0|1.0|0.0|4.07|3.68|0.35|20.0|-7.07|4.29|2.71|0.0|133.19|6.0|-4.5|32.0|-6.25|0.0|1.0|0.0|-4.88|3.17e-05|0.0135|0.00557|0.0|8.55e-08|3.63e-05|-0.03251|4.0506|3.41|4.0506|-1335.989008|-1335.962757|727.15|306.09|0.66103|0.1819|5.6557|-0.19967|7.1308|7.1308
12g_a30|0|0|2|0.6049842529999999|0.0|5.351858133|0.039951691|-0.037395048|0.001371944|0.007330206|10.31162838|-0.049719762|1|0.0026474159999999|-0.067792064|-0.152855196|1|0.826316772|-0.0885760969999999|0.886776351|0|0.783662781|-0.086195758|0.487608738|0.027436565|-58.41940906|18.59520651|133.2169768|0.216337219|-0.040568357|-47.51931027|12.60295167|237.7754135|-2.068986201|83.29752441|-27.49531395|0.225689271|0.8484671109999999|6688.137428|35.50940589|0.019453222|1810.9797|683.7405759|13.18447384|1.0|0.0|1.0|4.67|0.0|0.13|17.0|-6.42|2.48|2.06|1.0|133.52|6.0|-6.0|32.0|-6.22|0.0|0.0|0.0|-5.01|1.01e-06|0.000444|0.00427|0.0|3.7600000000000003e-07|0.000165|-0.0576|5.0703|3.88|3.5592|-1743.214798|-1743.174676|717.55|348.35|0.68366|0.1613|3875.0|-0.2083699999999999|8.0334|8.0334
4f_a46|0|0|1|1.134637108|2.190536659|5.587248657999999|0.045958333|-0.099507167|0.012332859|-0.056114865|10.96352592|-0.115631645|1|0.011806162|-0.154986658|-0.123416853|2|0.74106323|-0.1697014539999999|0.7796270059999999|0|0.934973206|-0.055836642|0.296072934|0.008734825|-30.29079362|4.738551282|7.730129301|0.065026794|-0.022035297|-19.85993046|2.570614463|56.50645576|-1.079729539|42.21890747|-11.95391778|0.240157725|0.7382488140000001|4661.569032|15.73210412|0.010341277|770.8731021000001|538.4165208|5.6100342670000005|1.0|1.0|0.0|3.88|3.16|0.38|17.0|-7.21|4.71|2.58|0.0|101.54|3.0|-4.38|25.0|-5.65|0.0|1.0|1.0|-4.58|4.18e-05|0.0139|0.00872|0.0|6.12e-08|2.04e-05|-0.02947|4548.0|3.87|4548.0|-1033.550809|-1033.528421|591.51|272.61|0.69208|0.1719|3.2783|-0.2202599999999999|6.7375|6.7375
11_a3|0|0|0|0.605020608|0.0|4.727387819|0.042795699|-0.101436441|-0.008037672|0.044912659|10.31163053|-0.023103765|1|-0.005959152|-0.194041982|-0.0947326669999999|3|0.724492061|-0.04179402|0.793311683|1|0.777803048|-0.0955396769999999|0.175996916|0.014376713|-45.19136777|6.800350988|253.1353625|0.222196952|-0.0391657429999999|-22.2443844|3.216644354|80.34769756|-1.292469516|57.08178682|-18.52584757|0.2475152639999999|0.8799677029999999|4487.967272999999|24.61956593|0.021256639|812.4456757999999|311.6695405|10.0546353|1.0|1.0|1.0|3.19|2.07|0.0|21.0|-6.51|3.41|0.8|0.0|88.28|2.0|-4.08|22.0|-6.59|0.0|0.0|1.0|-3.71|8.37e-05|0.0256|0.0601|0.0|3.06e-07|9.35e-05|-69.0|3.2232|2.12|3.2232|-1288.195105|-1288.165162|508.58|384.66|0.6966600000000001|0.4441|3.3694|-0.20018|7.3979|7.3979
16_a4|0|0|1|1.398650725|1.843196334|5.4161004020000005|0.04501634|0.007101649|0.0067511459999999|-0.148022089|10.94592242|0.019290123|1|0.006466406|0.020218035|-0.0513920109999999|1|0.774455255|0.0293772029999999|0.8366279120000001|0|0.7898461090000001|-0.073335635|0.292255386|0.013727656|-36.11951685|6.761192037000001|13.51923899|0.210153891|-0.033372358|-19.42906425|3.330045338|74.430775|-1.201404885|45.11883447|-16.43666742|0.167538305|0.837568182|4520.2597670000005|19.74465314|0.0115138339999999|710.807513|322.8922084|5.67083266|1.0|0.0|0.0|3.26|3.08|0.11|17.0|-6.36|4.96|3.44|0.0|85.02|2.0|-3.92|23.0|-5.64|0.0|1.0|1.0|-4.43|0.0001199999999999|0.0371|0.0114|0.0|4.33e-07|0.000134|-0.03965|4511.0|4.05|4.2257|-1057.494456|-1057.478071|515.68|293.41|0.54061|0.1006|1863.0|-0.2134|6.4647|6.4647
8f_a8|1|0|0|1.394802091|1.241306689|4.844187086|0.043758865|0.0587545909999999|-0.007796225|-0.08540947|10.94343488|0.007079485|1|-0.007036544|0.152294451|0.254819201|0|0.6971223040000001|0.010682683|0.751162751|0|0.5968139689999999|-0.122135295|0.308621017|0.013566221|-71.22071405|7.91086576|317.0847898|0.403186031|-0.048375351|-36.18904175|4.613060521|67.99102163|-2.128515439|67.4402386|-28.20910228|0.09422952|0.8416059290000001|5948.547713|31.14376424|0.009226445|1370.325626|485.8626377000001|5.380213594|0.0|0.0|2.0|3.14|2.85|0.0|23.0|-7.95|4.72|4.11|0.0|105.27|4.0|-5.21|29.0|-5.98|0.0|0.0|0.0|-5.0|6.11e-06|0.0023899999999999|0.00395|0.0|1.13e-08|4.43e-06|-0.0675299999999999|4.7027|7.71|3.4876|-1361.658484|-1361.626748|602.63|355.5|0.69925|0.1659|5.8283|-0.21285|4.6428|4.6428
