molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|MATS8i|BCUTi-1|n5aHRing|AATSC1pe|MATS1i|AATSC1i|n6aHRing|GATS1are|MATS8s|MATS8d|GATS1pe|nFaHRing|FNSA5|FPSA3|PNSA3|PNSA5|RNCS|RPSA|FNSA4|WNSA5|RPCS|WNSA3|PNSA4|DPSA3|GRAVp|TASA|PNSA2|MOMI-Z|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|DPSA4|FPSA5|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|IC50|pIC50|pIC50
11g_a5|1|0|0|2.9590700880000003|0.0|1|7.139660336|0|1.388236041|-0.204002571|-0.004593347|5.209486153|0.009272269|2|0.020943152|-0.083337229|-0.252634073|-0.137618073|10.94877951|2|0.006964153|-0.137739838|-0.233590516|2|0.777565622|-0.075382189|-0.01453517|0.73551511|0|-0.076326887|0.023215707|-44.19305139|-50.16001519|68.77977167|0.1620562619999999|-0.025442296|-32.96383785|0.0|-29.04250676|-16.72000506|59.4498014|2823.738452|550.6745046|-852.7202582999998|935.4227938|9.342496899|18.16867625|0.944734523|299.94631180000005|30.75897687|0.03204398|-57.28097817|1568.70782|21.05845771|1.0|1.0|1.0|1.0|1.0|1.0|0.08|-9.04|4.48|81.51|1.06|1.0|0.0|118.35|0.0|-4.12|31.0|-6.84|408.46|0.0|0.0|-4.31|0.0312|0.0199|0.0|0.0|9.229999999999999e-10|-0.04322|4.5106|2.3|4.2083|-1330.144218|294.62|0.4609|274.87|542.13|-1329.927772|-0.1714|3.2282|-0.2146199999999999|0.04557484|0.03|7.5229|7.5229
25b_a34|0|0|0|0.0|0.0|1|7.412764017000001|1|1.290860233|0.133975789|-0.015658012|5.351858133|-0.0929479709999999|1|0.04037037|-0.150946163|-0.861190687|-0.112970844|10.95957635|1|-0.000223677|-0.278635968|-0.435821207|1|0.832166825|0.08214612|-0.101529052|0.787858064|0|-0.137924163|0.030138301|-64.37123451|-86.13394472|165.2408865|0.343426892|-0.042438204|-53.79083879|49.2835599|-40.19997818|-26.50275222|83.19266998|2611.55928|410.0313565|-1378.143115|2671.608537|6.383564979|11.00434095|0.723855085|148.1659658|34.74652105|0.019067452|-328.1702779|1806.819095|11.90766609|0.0|1.0|1.0|1.0|1.0|2.0|0.29|-6.42|3.03|90.3|1.56|1.0|0.0|108.21|0.0|-3.82|29.0|-7.07|393.44|0.0|0.0|-3.69|59.0|0.0796|0.0|0.0|3.8100000000000004e-07|-0.03539|4.2253|5.06|4.2253|-1313.361559|293.43|0.2259|293.43|562.84|-1313.132261|-0.17564|7.0586|-0.21103|0.02655501|2.08|5.6819|5.6819
8_a1 (SB-202620)|1|0|0|3.296085365|0.0|0|6.86171134|0|1.4323973840000002|0.106916453|-0.013785521|4.727387819|-0.226277123|1|0.037578348|-0.0443137679999999|-0.606562911|-0.1402198369999999|10.94957568|1|-0.0106277489999999|-0.019835038|-0.042643966|1|0.674381582|-0.042789124|0.063001656|0.658433571|0|-0.105271458|0.015526845|-66.76765693|-59.72618401|208.2071465|0.351032497|-0.041081545|-33.88588996|64.70432539|-37.88089785|-23.30777912|75.57687443|2431.842132|368.1943149|-955.6189441|1736.664204|7.432247389|13.67402758|0.839824062|128.0860757|30.104091200000003|0.019645498|-311.18185800000003|1234.267739|11.1459518|1.0|1.0|0.0|1.0|0.0|2.0|0.0|-8.02|5.06|78.87|2.78|2.0|0.0|99.61|0.0|-4.94|27.0|-5.94|359.35|0.0|0.0|-4.7|0.0041|0.00713|0.0|0.0|9.53e-09|-0.0736899999999999|3.4052|5.32|3.4052|-1223.117248|364.11|0.5339|364.11|460.4|-1222.9606720000002|-0.13683|3.4563|-0.2105199999999999|0.16177304|0.4|6.3979|6.3979
4_a47|0|0|0|0.0|0.0|0|0.0|0|1.304464196|0.004633887|-0.008204735|0.0|-0.121159855|2|0.038479532|-0.158636969|-0.3692130839999999|0.0687047279999999|10.93671044|0|-0.006506051|-0.017555555|-0.027355932|2|0.893350891|-0.095209424|0.019305509|0.8124901999999999|1|-0.092556319|0.007772995|-42.46254967|-50.35610033|96.20929041|0.1257991219999999|-0.03525955|-27.39669054|0.0|-23.10213311|-19.18327632|46.69151766|2306.463316|475.6168721|-805.6976052|1528.797085|6.468023748999999|10.818777699999998|0.67265584|105.2186243|23.78275706|0.013656479|-333.62177030000004|998.8757964|7.429930428|1.0|1.0|0.0|1.0|1.0|2.0|0.05|-8.79|5.71|58.04|3.1|2.0|0.0|106.52|0.0|-5.92|26.0|-4.99|361.82|0.0|0.0|-5.64|0.0004379999999999|0.0008359999999999|0.0|0.0|1.61e-09|-0.05606|5.7708|4.44|3.73|-1509.4201369999998|332.4|0.2304|214.85|432.89|-1509.262887|-0.1547|4.2607|-0.21076|0.03342033|32.0|7.5|7.5
13l_a6|1|0|0|3.433158672|0.0|0|7.412764017000001|1|1.4242139390000002|0.03093879|-0.0143011819999999|5.351858133|-0.132667824|1|0.0408037829999999|0.090187973|-0.858070925|-0.037558466|10.95129637|1|-0.006280295|-0.045794891|-0.073210645|1|0.8694295409999999|-0.058931734|-0.1470289659999999|0.827754203|0|-0.126521431|0.030012523|-82.24617981|-88.13242567|182.8275745|0.3569010139999999|-0.0451862259999999|-61.3913735|118.3485042|-57.29112645|-31.47586631|103.1523329|2967.923804|447.9705372|-1762.648513|3127.831037|8.810095892|15.34147837|0.7413520309999999|143.7247666|39.65857501|0.018273048|-409.1314702|2220.880201|12.72865798|1.0|1.0|1.0|1.0|1.0|3.0|0.16|-8.89|3.8|115.15|1.39|1.0|0.0|124.98|0.0|-5.49|33.0|-6.59|441.48|0.0|0.0|-4.77|0.00144|0.0075599999999999|0.0|0.0|1.29e-09|-0.04885|3.6675|5.41|3.5499|-1465.834958|349.26|0.3115|338.07|578.91|-1465.560303|-0.14562|7.2582|-0.19447|0.03092407|385.0|6.4145|6.4145
17e_a50|0|1|1|0.0|0.0|2|7.934155233999999|2|1.320916122|-0.153175103|-0.0020746479999999|5.82008293|0.038322942|2|0.031870748|-0.011278897|-0.141076059|-0.086639125|10.94500663|2|0.012372059|-0.1949741189999999|-0.310566368|1|0.7596299459999999|-0.1710526319999999|-0.202197068|0.736221185|1|-0.073011385|0.012865274|-32.24487658|-50.7956915|10.68364489|0.069891795|-0.02665495|-35.33972521|86.98647608|-22.43349867|-18.5444588|41.19554236|2883.936138|647.0975667|-1168.300905|1981.934841|8.52101688|16.70124474|0.960006062|136.5904997|23.07468625|0.010255676|-422.5418889|1453.705234|7.135108233|0.0|1.0|1.0|1.0|1.0|0.0|0.37|-7.33|4.68|51.77|2.91|2.0|0.0|138.0|0.0|-4.87|33.0|-6.08|438.57|0.0|1.0|-5.18|0.00589|0.00288|0.0|0.0|4.63e-08|-0.03156|4.2373|3.8|4.0298|-1375.268259|307.67|0.1809|292.6|602.89|-1374.927998|-0.16649|6.7175|-0.19805|0.02761851|155.0|6.8097|6.8097
12be_a36|1|0|0|3.466734143|0.0|0|7.412764017000001|2|1.297042758|-0.148313814|-0.009368126|5.351858133|-0.0419484829999999|2|0.043854875|0.118420241|-0.580823835|-0.08981965|10.95957887|1|0.002872872|-0.176729938|-0.289604649|1|0.884226781|0.132962547|0.00734728|0.8350231859999999|0|-0.108962668|0.033763464|-54.15309606|-75.59805505|63.31681179|0.201984123|-0.031937334|-52.44976141|0.0|-37.57129686|-22.15805062|77.57811183|3039.9167260000004|553.6616295|-1285.166936|2552.721046|8.773114043|16.14074295|0.839796323|301.05661160000005|39.14335412|0.034632557|-91.68453892|2270.314539|24.02799032|1.0|0.0|0.0|1.0|1.0|2.0|0.21|-6.79|1.9|87.66|1.42|1.0|0.0|136.74|0.0|-4.11|33.0|-7.13|441.49|0.0|0.0|-4.15|0.0342|0.0315|1.0|0.0|1.6100000000000005e-07|-0.0518799999999999|5.2184|2.68|3.3487|-1461.968283|370.25|0.7034|237.59|594.44|-1461.68274|-0.13781|7.7861|-0.18969|0.03245204|44.0|7.3565|7.3565
19i_a38|1|0|0|3.169368622|0.0|0|7.412764017000001|2|1.297043925|-0.125335237|-0.008447598|5.351858133|-0.115864198|2|0.043197531|0.08414367|-0.4561702689999999|-0.074033381|10.96052467|1|-0.004358975|-0.098027247|-0.250781298|1|0.653741315|-0.040954326|-0.087904124|0.632625562|0|-0.113250303|0.022576308|-51.15830416|-69.40536597|137.7658863|0.252841593|-0.040770109|-42.53502816|10.71501217|-31.35232957|-24.98593175|64.99417804|2896.470706|457.89548719999993|-1249.2965869999998|2335.0953870000003|6.690507557999999|12.04523072|0.800346329|158.161786|33.67721904|0.022159015|-296.5257022|1683.860952|13.5801364|1.0|1.0|1.0|1.0|1.0|3.0|0.14|-7.12|3.11|81.23|2.78|1.0|0.0|125.65|0.0|-4.25|31.0|-6.81|419.43|0.0|0.0|-4.33|0.0238|0.0196|0.0|0.0|7.599999999999999e-08|-0.0564799999999999|5.7041|3.66|3.6129|-1431.384243|343.17|0.2156|217.36|457.26|-1431.181148|-0.14872|6.6636|-0.2052|0.03110827|13.0|7.9031|7.9031
3l_a32|1|1|1|3.672194822|0.0|0|7.773594467000001|0|0.609420748|-0.003342759|-0.0054004|5.733341277|0.0043645509999999|0|0.035643275|-0.039331295|-0.270019992|-0.09393062|10.31100268|3|0.002942329|-0.04980249|-0.087213805|0|0.820540279|-0.136589369|-0.184582641|0.776480242|1|-0.088417589|0.012244965|-40.30321333|-51.41835077|61.72183119|0.114441512|-0.028831823|-29.90181954|0.0|-23.43792428|-16.76685351|47.42414825|2453.759435|514.9875423000001|-771.2752615|2415.340446|6.414825717|11.74082324|0.8302637909999999|123.148785|21.27134288|0.011493763|-335.2422712|978.4817724|6.6840809960000005|1.0|0.0|1.0|1.0|1.0|1.0|0.35|-7.5|6.17|110.94|2.64|2.0|0.0|110.16|0.0|-7.6|26.0|-4.71|380.53|1.0|0.0|-6.01|9.59e-06|0.0003689999999999|0.0|0.0|3.16e-08|-0.0529799999999999|3.5319|4.21|3.5319|-1789.4501510000002|351.04|0.2876|351.04|468.81|-1789.242839|-0.14664|3.3955|-0.19962|0.02547484|12.0|7.9208|7.9208
14n_a23|0|1|1|0.0|0.0|2|7.423568444|0|1.197963531|0.009802461|-0.0068536419999999|5.351858133|-0.027380305|2|0.045165485|0.079559363|-0.376950283|-0.049694913|10.3132176|2|0.010508236|-0.110069159|-0.199540201|2|0.756252127|0.219354173|-0.099694124|0.71381683|1|-0.082430028|0.027028617|-39.82324087|-55.70499288|97.93357279|0.10672565|-0.032325501|-37.64460956|97.39429807|-26.91195666|-21.84509525|58.08878013|3014.591033|603.6615822000001|-1114.099858|2195.877777|8.662092555|16.33144958|0.885393105|211.642042|31.80611809|0.0242495529999999|-252.5011125|1622.112023|16.3874892|0.0|0.0|1.0|1.0|1.0|1.0|0.09|-7.51|4.03|114.25|2.72|2.0|1.0|126.78|0.0|-5.63|32.0|-6.47|441.51|0.0|0.0|-5.02|0.0010199999999999|0.0042299999999999|0.0|0.0|3.11e-08|-0.06951|3.4217|3.23|3.4217|-1744.42791|362.35|0.4229|362.35|575.71|-1744.1828670000002|-0.1382|5.2196|-0.2077099999999999|0.02300614|1.0|9.2441|9.2441
8_a27|1|0|0|2.599100867|0.0|1|6.605297921|0|1.406757715|0.188762686|-0.008444078|4.59511985|-0.077396262|2|0.039673203|-0.14212377|-0.329319041|0.093450172|10.93783465|1|0.004801929|-0.106814855|-0.187486926|2|0.6812785379999999|0.141900468|0.11158995|0.64927069|1|-0.092265073|0.021852066|-37.50265703|-43.96130162|122.0597403|0.223615972|-0.035880862|-20.94612822|61.18801154|-17.86879446|-17.09606174|47.91445451|2132.9321670000004|369.9216992|-615.4582227000001|989.0070768|5.016799703|9.642697094|0.92208134|118.305988|22.74314225|0.019394143|-239.8554499|818.753121|9.240677197|0.0|0.0|0.0|0.0|0.0|1.0|0.06|-6.28|2.48|76.46|2.19|0.0|0.0|87.68|0.0|-3.23|23.0|-6.73|303.32|0.0|1.0|-3.52|178.0|0.0907|0.0|0.0|5.2e-07|-0.05015|4.1276|3.96|4.1276|-1004.489001|300.38|0.2336|300.38|374.88|-1004.385302|-0.16958|3.0415|-0.21973|0.02665292|6.0|8.2218|8.2218
17c_a50|0|1|1|0.0|0.0|2|7.934155233999999|2|1.347835869|-0.212075666|-0.002676029|5.82008293|0.024219848|2|0.031870748|0.021572081|-0.1766179239999999|-0.144763835|10.94500663|2|0.012222674|-0.233451925|-0.373205592|1|0.762883243|-0.139943634|-0.212611846|0.728169863|1|-0.073693343|0.021675174|-35.70979598|-50.69922125|133.46240020000002|0.10280106|-0.021745577|-34.87982686|94.15397246|-24.567468100000003|-14.96042594|50.6217864|2951.495914|617.2509739|-912.5859825|2014.72331|8.310163601000001|16.45688922|0.98033276|296.00120400000003|26.25785813|0.0232952879999999|-95.97318605|1601.729346|16.02658985|0.0|1.0|1.0|1.0|1.0|0.0|0.35|-6.79|3.53|61.0|1.91|1.0|0.0|134.28|0.0|-3.8|33.0|-6.96|440.54|0.0|1.0|-4.43|0.0698|0.0165|0.0|0.0|1.6100000000000005e-07|-0.03121|4.2397|2.74|4.0432|-1411.157813|306.65|0.1814|292.44|596.23|-1410.838844|-0.16697|6.3989|-0.19818|0.02957871|69.0|7.1612|7.1612
5a_a40|0|0|0|0.0|0.0|1|8.149890544|0|0.604913477|-0.116583806|-0.004609716|6.167516491000001|0.059258947|0|0.0388888889999999|-0.108428634|-0.152120625|0.180125135|10.31198338|2|0.010425818|0.004130836|0.007301856|0|0.538671739|-0.442215721|-0.0395444479999999|0.5263598389999999|1|-0.090991462|0.020641204|-34.5789643|-40.27003217|174.99981530000002|0.146821673|-0.036396585|-17.82228195|52.43850484|-15.30358975|-16.10801287|43.71412865|1847.672595|377.5905776|-483.24038600000006|508.8362301|5.507689573|10.7779923|0.956899016|78.57142892|19.58503709|0.0130940839999999|-285.426492|587.5511127|5.795040371|1.0|0.0|1.0|0.0|1.0|0.0|0.21|-4.05|3.08|75.5|1.85|0.0|1.0|74.15|0.0|-4.13|19.0|-5.9|269.32|0.0|1.0|-3.67|0.0202|0.0574|0.0|0.0|8.950000000000001e-05|-0.0657799999999999|3.7921|4.36|3.7921|-1177.5835470000002|326.96|0.4461|326.96|353.51|-1177.51016|-0.15066|5.7163|-0.21644|0.01514427|81.0|7.0915|7.0915
12_a1|1|0|0|3.3894574360000003|0.0|0|7.423568444|1|1.430936075|-0.0455890429999999|-0.011221829|5.351858133|-0.02164054|1|0.036382114|0.076867966|-0.516204114|-0.0811332759999999|10.94945122|1|-0.001416381|-0.104622651|-0.173618873|1|0.8016064479999999|-0.045776997|-0.093957115|0.7534284040000001|0|-0.104724018|0.033770552|-55.99493147|-60.78517756|133.6600817|0.234878615|-0.039894864|-35.28166588|477.1158679|-32.50125347|-23.15625812|75.59644237|2592.245875|444.1009824|-972.562841|1825.150911|7.679719277999999|14.34104294|0.867391557|159.81230209999998|31.95435864|0.024485753|-260.8074567|1342.083063|14.21231622|1.0|1.0|1.0|1.0|1.0|1.0|0.05|-8.2|4.41|83.82|1.67|2.0|0.0|103.47|0.0|-4.98|28.0|-6.02|366.37|0.0|0.0|-4.75|0.00379|0.00649|0.0|0.0|6.28e-09|-0.07042|3734.0|3.67|3.1744|-1216.099134|390.57|0.5867|332.04|482.51|-1215.922313|-0.12874|7.7454|-0.19916|0.0296752|2.95|5.5302|5.5302
12o_a30|0|0|0|0.0|0.0|0|7.412764017000001|2|0.604984133|0.036331447|-0.0068750669999999|5.351858133|-0.028326022|2|0.040899471|-0.089996613|-0.364378536|0.019094532|10.31162888|1|0.003603419|-0.051371057|-0.090173435|1|0.8264832879999999|-0.054392357|-0.149451598|0.7463962120000001|0|-0.0975052409999999|0.015460222|-49.48891079|-62.74209511|75.15128057|0.1556551169999999|-0.037808155|-40.37291185|0.0|-31.84483128|-24.32856749|59.43716284|2860.371518|543.3140456|-1192.099807|2476.50603|7.400912529|13.95467208|0.885533983|120.2431068|29.91948755|0.0141914589999999|-402.9878652|1466.05489|9.131836103|1.0|0.0|1.0|1.0|0.0|1.0|0.14|-7.22|3.27|81.65|3.31|2.0|0.0|132.29|0.0|-5.93|30.0|-5.75|432.93|0.0|0.0|-5.44|0.0005139999999999|0.00156|0.0|0.0|6.03e-08|-0.05085|5.1935|4.45|3.4817|-2035.338699|356.1|0.1967|238.73|528.25|-2035.139147|-0.1478799999999999|5559.0|-0.19873|0.03392126|16.0|7.8097|7.8097
5f_a40|0|0|0|0.0|0.0|1|8.149890544|0|0.60491326|-0.004886759|-0.008387329|6.167516491000001|-0.0468504759999999|0|0.042936508|-0.085493191|-0.293556526|0.166865076|10.31198329|2|0.000706205|0.100535344|0.18254908|0|0.7039183109999999|-0.465573352|0.095322868|0.680674762|1|-0.10969397|0.020236763|-52.44868801|-50.68028366|222.1847349|0.258528569|-0.041135239|-23.41506245|63.48466425|-24.23209217|-19.00510637|61.79838068|1932.388838|342.5710869|-608.163404|599.1117195|5.780627322000001|11.20493646|0.938359946|85.75294257|23.33651|0.015000038|-290.5093357|746.7683199|6.930245797|1.0|0.0|0.0|1.0|1.0|1.0|0.21|-3.69|2.68|101.52|1.29|0.0|2.0|78.56|0.0|-3.97|20.0|-6.47|284.34|0.0|0.0|-3.31|0.0307|0.14|0.0|0.0|0.000207|-0.06227|3.8036|3.5|3.0611|-1232.959261|405.03|0.2747|325.97|361.03|-1232.851443|-0.13057|5.5961|-0.19284|0.02389588|112.0|6.9508|6.9508
10_a3|0|0|0|0.0|0.0|0|6.823286122000001|0|0.605017375|0.190318474|-0.010609861|4.727387819|-0.1152010919999999|3|0.034166667|0.017396832|-0.381954986|0.018484177|10.31162304|1|-0.005959152|-0.0495219879999999|-0.0947326669999999|3|0.8947911009999999|-0.140523767|0.078405316|0.834020779|1|-0.0989320009999999|0.014615264|-46.64544572|-45.8148076|248.0820067|0.252593682|-0.0359752729999999|-21.21655855|80.37219813|-21.60122201|-16.65993003|53.41368558|2098.79955|346.1193167|-549.7776912|1361.86525|5.031169383|8.559361451000001|0.701266803|135.8581743|23.57661855|0.023470578|-191.3775649|778.0284121000001|10.86908195|0.0|1.0|0.0|1.0|1.0|1.0|0.0|-6.51|3.41|105.82|1.2|0.0|0.0|88.28|0.0|-4.3|22.0|-6.44|305.36|0.0|0.0|-3.84|0.0155|0.0443|0.0|0.0|3.06e-07|-0.06238|5375.0|1.64|3.4217|-1288.150029|362.35|0.2124|230.67|323.26|-1288.050987|-0.15011|6.7458|-0.21249|0.04080931|7943.0|5.1|5.1
15a_a10|0|0|0|0.0|0.0|1|7.535296702|1|1.34383719|-0.214195114|-0.00244937|5.4161004020000005|0.022297552|2|0.033912037|-0.125297206|-0.144512841|-0.060539141|10.92966696|1|0.01192767|-0.179723568|-0.285973309|2|0.7408341359999999|-0.0232534929999999|-0.1074837719999999|0.713078124|1|-0.076864276|0.0156991769999999|-29.50952422|-49.47045259|42.41151044|0.084862776|-0.025155581|-31.83957238|122.7715002|-18.99256188|-16.19032994|39.61363829|2656.305166|588.9895149|-890.4681466|2413.560937|6.71451044|11.33516398|0.68815941|208.2243923|23.93343877|0.017883602|-227.1590805|1316.339132|11.51002664|0.0|1.0|1.0|1.0|1.0|0.0|0.29|-7.79|4.05|56.07|1.93|1.0|0.0|118.92|0.0|-3.97|30.0|-6.52|399.49|0.0|1.0|-4.4|0.0432|0.0157|0.0|0.0|1.63e-08|-0.04742|5.7646|2.4|3.7639|-1278.4225210000002|329.41|0.3558|215.08|563.27|-1278.141052|-0.1559299999999999|4.7512|-0.20335|0.02976259|24.0|7.6198|7.6198
12s_a36|1|0|0|3.486136149|0.0|0|7.412764017000001|2|1.297044029|-0.057853364|-0.007059109|5.351858133|-0.045035034|2|0.042804233|0.037454164|-0.4023692|0.0056370119999999|10.95352614|1|0.003962098|-0.104118159|-0.1763783589999999|1|0.90414347|-0.118671653|-0.086791463|0.856274847|0|-0.1000534719999999|0.019457471|-46.58030248|-64.57958827|110.6090028|0.169662191|-0.035868226|-41.6829437|10.23927133|-30.06529118|-23.15117315|59.13914165|2710.355028|535.942162|-1227.012177|2294.468358|7.545963801|13.98635088|0.853487672|158.6528381|30.69639722|0.018222417|-328.1450742|1626.909053|11.76167282|1.0|0.0|0.0|1.0|0.0|2.0|0.17|-6.97|2.19|69.2|2.24|1.0|0.0|128.72|0.0|-4.16|30.0|-6.55|395.46|0.0|1.0|-4.3|0.0274|0.02|0.0|0.0|1.08e-07|-0.04908|3.8751|3.48|3.7604|-1272.236664|329.71|0.4501|319.95|523.72|-1272.00109|-0.15559|6.6068|-0.20467|0.03416928|9.0|8.0458|8.0458
3a_a32|1|1|1|3.226454082|0.0|0|7.678326357|0|0.6094208210000001|-0.0505635059999999|-0.007588088|5.6869753560000005|-0.045659995|0|0.03382716|-0.014365682|-0.250406908|0.102212031|10.31100283|3|-0.001223394|-0.079652285|-0.1568626659999999|0|0.84134255|-0.045516432|0.215012723|0.7757299320000001|1|-0.0970820759999999|0.0224684379999999|-37.30101542|-44.92473442|87.55216606|0.182929032|-0.032360692|-20.78892268|0.0|-17.261046399999998|-14.97491147|47.69828617|2028.93875|378.0996237|-449.2473442|812.930125|5.755284924|10.67859439|0.855441483|151.63860559999998|22.27382254|0.0236593529999999|-159.4728294|668.2146761|10.9483666|0.0|1.0|1.0|1.0|1.0|1.0|0.07|-6.12|4.12|110.94|1.19|0.0|0.0|83.28|0.0|-5.32|20.0|-5.77|298.39|0.0|0.0|-4.35|0.00144|0.0134|0.0|0.0|7.66e-07|-0.0558|3.6308|2.17|3.6308|-1554.768725|341.48|0.2719|341.48|355.48|-1554.7020630000002|-0.15058|3.6178|-0.20638|0.02744024|3.0|8.5686|8.5686
7c_a8|1|0|0|3.17138259|0.0|1|7.05012252|0|1.400027586|-0.244222944|-0.007509694|4.844187086|-0.025233184|1|0.043533333|0.0493777859999999|-0.382994379|-0.0450662909999999|10.94670214|1|0.004301963|-0.047874|-0.077006275|1|0.718994164|0.0092411059999999|-0.196826366|0.6881348629999999|0|-0.089778346|0.0306012339999999|-50.34151168|-56.2991566|49.43944876|0.151076042|-0.03366688|-35.30467154|75.43825735|-31.56868845|-21.11218373|69.53125754|2716.5013510000003|532.3522286|-1013.384819|2162.326414|7.700542366|15.18314943|0.971698707|233.9661552|33.67700028|0.032058696|-159.15828340000002|1616.4960130000002|20.10370648|0.0|1.0|1.0|0.0|1.0|1.0|0.09|-7.76|3.78|92.93|1.82|1.0|0.0|112.76|0.0|-5.0|30.0|-6.34|398.41|0.0|0.0|-4.67|0.00399|0.00851|0.0|0.0|1.73e-08|-0.07472|4.6061|5.01|3.1406|-1331.793312|394.78|275.0|269.17|579.97|-1331.567632|-0.1318599999999999|12.0073|-0.20658|0.02732536|18.59|4.7307|4.7307
3i_a32|1|1|1|2.417426304|-4.547725143|0|7.78113851|0|0.6094207970000001|-0.157360524|-0.012358668|5.733341277|-0.363243817|0|0.05052381|-0.21362765|-0.4449120629999999|-0.26785886|10.3110028|3|-0.0106761939999999|-0.054335108|-0.212967423|0|0.565740817|-0.337053202|0.030060554|0.54844677|1|-0.1132851459999999|0.015296821|-49.17963359|-59.72706743|60.99385995|0.106172013|-0.044627482|-31.48976464|0.201037767|-25.92886531|-23.52884474|57.24454122|2471.4299920000003|471.2508776000001|-776.4518766|2141.3084710000003|5.826629089|10.09193014|0.732035793|120.8809386|30.52825775|0.021905206|-285.465827|1007.432506|11.54903146|1.0|0.0|1.0|1.0|1.0|1.0|0.13|-6.96|6.29|110.94|2.09|2.0|0.0|88.28|0.0|-6.27|24.0|-5.53|366.38|1.0|0.0|-5.16|0.000197|0.00251|0.0|0.0|1.0900000000000001e-07|-0.06518|3642.0|3.38|3642.0|-1891.811327|340.43|0.4765|340.43|418.24|-1891.738614|-0.1476|2494.0|-0.21278|0.02199999|6.0|8.2366|8.2366
10_a27|0|0|0|0.0|0.0|2|6.605297921|0|1.400533489|0.122016352|-0.006285923|4.59511985|-0.044164147|2|0.040512821|-0.184068581|-0.282866526|0.034318674|10.93783185|1|0.010329671|-0.2030237389999999|-0.341622797|2|0.639413469|0.129719095|-0.001453596|0.614205449|1|-0.087022238|0.017676458|-32.5969511|-46.27574168|6.0140309720000005|0.147337847|-0.031079371|-24.60801194|49.19800605|-17.33405307|-16.5270506|41.99674607|2270.538352|453.4194305|-694.1361252|943.2258247|6.761146212000001|12.9316403|0.912640238|135.40932969999997|22.1732254|0.01651645|-260.9504933|931.2754667000002|8.782938574|1.0|0.0|1.0|0.0|1.0|0.0|0.16|-6.24|2.97|65.6|2.25|0.0|0.0|97.39|0.0|-3.57|25.0|-6.51|331.37|0.0|1.0|-3.92|0.0882|0.0394|0.0|0.0|5.81e-07|-0.0498|4.1495|4.66|4.1495|-1083.1151289999998|298.79|0.4452|298.79|450.26|-1082.956472|-0.16805|4.6684|-0.21785|0.0227416|69.0|7.1612|7.1612
7e_a8|1|0|0|3.038052327|0.0|1|7.05012252|0|1.394799915|-0.150447714|-0.006027596|4.844187086|-0.052939815|0|0.043758865|-0.03633378|-0.289324602|-0.11032771|10.94332434|1|0.002669179|0.034227147|0.07125309|0|0.5897105770000001|-0.023521398|-0.072307692|0.577394732|0|-0.0886889709999999|0.0215993429999999|-51.4880895|-53.04282692|86.03149870000001|0.170843962|-0.037446454|-31.72369068|63.5628736|-30.79383811|-22.39586026|64.40615805|2605.914474|495.8990914|-1007.813711|2032.501296|7.70387217|14.654025199999998|0.902163597|133.9683023|28.86058693|0.018708212|-330.14031780000005|1298.726412|11.18895001|1.0|0.0|1.0|0.0|0.0|1.0|0.04|-8.29|4.94|70.81|3.54|2.0|0.0|108.43|0.0|-5.75|29.0|-5.43|385.39|0.0|0.0|-5.41|0.000686|0.00149|0.0|0.0|5.07e-09|-0.0697|3.8142|6.32|3.2363|-1300.467069|383.1|0.3461|325.06|544.55|-1300.271093|-0.13577|9.0006|-0.2054699999999999|0.02845071|35.1|4.4547|4.4547
