molecula|SddssS|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|BCUTs-1|MATS2c|AATSC1c|SRW07|JGI4|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC7i|AATSC1i|n6aHRing|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|PBF|PNSA5|TPSA_x|FNSA4|WPSA3|RPCS|FNSA2|DPSA5|DPSA3|GeomPetitjeanIndex|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomShapeIndex|GRAV|DPSA4|DPSA1|DPSA2|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50
8k_a46|-3.737070812|0|0|0.0|0.1337610719999999|1|0.300205953|0.1436554669999999|-0.006208399|5.533389489|0.038616352|-0.061030265|-0.397337564|-0.002099764|-0.114070359|10.31928125|-0.038125|1|-0.1017929319999999|-0.050069565|2|0.095179795|-0.051289238|0.8341090329999999|0.687020939|0|-0.08638304|-0.0863473759999999|0.400181795|-61.95565276|187.86239430000003|-0.033099828|4.860695117|19.34993627|-1.985989657|70.036452|68.75557551|0.4938768979999999|-1424.980013|2328.360804|-17.04077386|0.173430886|8.070811215|0.975803904|7352.280688|28.73282642|-468.6373459|1723.969585|865.6610153999999|0.0|1.0|1.0|1.0|2.0|3.94|2.82|0.24|2.94|5.37|124.17|1.86|1.0|0.0|132.47|1.0|-5.74|6.0|-6.75|0.0|0.0|3.29|1.82e-06|0.000866|7.47e-06|0.00355|2.17e-09|-0.0398699999999999|-1845.304274|-1845.257085|742.04|302.15|0.1354|246.1|642.39|0.41618|0.5577300000000001|-0.16967|3.4118|-0.20954|0.04718819|3.8107|6.8327
8e_a8|0.0|1|0|3.01599663|0.0|1|1.394799502|-0.018155171|-0.010579355|4.844187086|0.0427891159999999|-0.000766016|-0.539547088|-0.005310149|-0.102167262|10.94332438|-0.051339286|1|-0.0015448089999999|0.183313231|0|0.02023118|-0.079493088|0.7742101929999999|0.636205913|0|-0.115572516|-0.105450888|0.280304418|-64.32539698|206.4920729|-0.04393787|7.851573274|76.40535608|-2.109017754|75.57562034|83.37098475|0.483244415|-1286.50794|2080.07805|-16.34946208|0.196692764|7.50719734|0.935150832|6095.6213210000005|33.36487904|-370.0368722|1601.514194|561.882658|0.0|1.0|0.0|0.0|2.0|3.2|2.98|0.04|4.33|4.17|90.11|3.4|2.0|0.0|111.81|1.0|-5.27|4.0|-6.14|0.0|0.0|3.71|5.34e-06|0.00215|1.25e-05|0.00504|1.6399999999999998e-08|-0.06253|-1376.957298|-1376.924308|639.38|378.73|0.3731|267.77|526.86|0.50055|0.7013|-0.13719|6.1505|-0.19972|0.03298991|7.7951|4.7014
11f_a5|0.0|1|0|2.967866825|0.0|0|1.370797007|-0.251797205|-0.0037371509999999|4.59511985|0.021060606|-0.083432989|-0.227966183|0.00722997|-0.178881726|10.94877949|-0.0080939669999999|1|-0.1323098|-0.203228986|2|-0.008110526|-0.016518403|0.800575032|0.750555185|0|-0.068361657|-0.074612137|0.368815548|-51.92819555|106.23633909999998|-0.022252743|10.72733576|13.29510896|-1.268406334|73.05195434|62.99140465|0.463183664|-882.7793242999999|1125.122028|-10.77881574|0.489052404|9.683662007|0.8628345190000001|5969.213977|30.31104695|-15.23851001|1727.7296760000002|753.9168511|1.0|1.0|1.0|1.0|1.0|3.35|2.87|0.24|4.61|3.53|76.16|1.03|1.0|0.0|126.79|1.0|-3.95|6.0|-6.99|1.0|0.0|2.95|0.000112|0.0477|5.479999999999999e-05|0.0234|2.12e-09|-0.03862|-1391.7602960000002|-1391.722248|729.96|299.8|0.5834|278.47|579.1|0.6593600000000001|0.64937|-0.1691|2.1313|-0.20772|0.03804804|2.9697|7.9208
6b_a40|0.0|0|0|0.0|0.0|1|0.604892326|0.135693438|-0.014861289|6.401917197|0.039863946|-0.137534783|-0.698480566|-0.003851208|0.0986825569999999|10.30179924|-0.226457281|2|-0.248560671|-0.033583055|0|0.003163118|-0.307881994|0.90571269|0.6462648870000001|1|-0.107699967|-0.118488624|0.417254814|-79.36130196|165.1465831|-0.049599889|6.544506614|34.43877986|-2.132795227|87.29061302|81.90640622|0.442509019|-1428.503435|4049.386572|-22.2507658|0.1218592019999999|6.976123351|0.793750992|8482.600495|37.83107469|-506.5422338|1626.736212|618.8882797|0.0|1.0|0.0|1.0|1.0|4.02|3.36|0.21|5.67|4.38|173.43|2.61|2.0|2.0|130.16|2.0|-8.41|5.0|-5.85|0.0|1.0|4.21|3.86e-09|1.98e-06|6.55e-07|0.000335|6.21e-06|-0.09533|-3290.775349|-3290.745084|687.2|399.62|0.4962|399.62|552.01|0.69429|0.69429|-0.1237099999999999|8193.0|-0.21904|0.03026498|11.3203|7.5229
10_a15|0.0|0|0|0.0|0.0|0|1.4356889780000002|-0.137104477|-0.006872984|0.0|0.037209302|-0.0869138469999999|-0.384887119|0.001740635|-0.077096984|10.95972828|0.010152859|0|-0.132759909|-0.184255041|2|0.0107135269999999|0.018211609|0.7585998270000001|0.7933685340000001|0|-0.052826735|-0.101494566|0.640780603|-59.05618983|38.90530741|-0.036384844|3.550143186|0.0|-1.928396745|65.80736417|36.83936823|0.449323734|-1122.067607|2305.991259|-12.31872585|0.169827351|5.555044294|0.815948972|6204.37804|25.50202895|-384.2321709|1351.607534|673.7288405|1.0|1.0|1.0|1.0|1.0|3.58|3.64|0.12|5.32|6.3|56.27|2.87|2.0|0.0|119.95|1.0|-6.22|4.0|-4.97|0.0|1.0|4.69|5.99e-07|0.0002379999999999|1.47e-06|0.000584|1.51e-10|-0.03581|-1281.088565|-1281.061184|631.2|340.17|0.1412|277.48|487.16|0.66799|0.70313|-0.15377|1.6654|-0.18958|0.02738146|3.1460000000000004|8.1549
6e_a40|0.0|0|0|0.0|0.0|1|0.604892975|0.128035402|-0.0148450439999999|6.401917197|0.039160494|-0.15110197|-0.69771706|-0.0026177839999999|0.103594243|10.30179954|-0.205140551|2|-0.276969278|-0.037027769|0|-0.011405885|-0.289988439|0.8988141140000001|0.648802794|1|-0.107312598|-0.1164147119999999|0.376602018|-76.50178121|166.7812216|-0.04873174|6.85578763|35.33106374|-2.095464821|84.95203628|80.95296505|0.441911406|-1377.032062|3854.417113|-21.04453212|0.133008824|6.972949117000001|0.791830204|7585.605268000001|36.93694043|-482.3355765|1588.2884390000002|587.7345677999999|0.0|1.0|0.0|1.0|1.0|3.98|3.16|0.21|5.02|3.72|173.43|2.12|2.0|2.0|125.15|2.0|-7.76|5.0|-6.09|0.0|1.0|3.68|1.74e-08|8.31e-06|2.6e-06|0.00124|2.35e-05|-0.09682|-2831.191706|-2831.156883|671.95|419.59|0.3625|419.59|537.07|0.67187|0.67187|-0.1195799999999999|8.3311|-0.2164|0.03482243|11.5248|7.7447
2_a33|0.0|1|1|3.396444161|0.0|0|0.609420748|0.047294725|-0.009168933|5.733341277|0.039958333|-0.049900189|-0.476784502|-0.002514803|0.070526947|10.31100266|-0.05997501|3|-0.0881938509999999|-0.148024156|0|-0.0212158239999999|-0.096644295|0.8799816220000001|0.753434785|1|-0.0804186|-0.104047115|0.411881091|-63.57699532|110.28338390000002|-0.031851158|6.889294995|44.34034244|-1.56070672|75.44970552|60.41371259|0.4699986339999999|-953.6549298|3245.244678|-11.89228027|0.297402265|6.152818143999999|0.8867875909999999|6067.635829|27.70055258|-247.5908207|1357.327077|618.9134881|0.0|1.0|1.0|1.0|2.0|3.57|3.51|0.3|6.7|4.63|140.04|1.33|2.0|0.0|115.28|1.0|-6.35|4.0|-6.17|0.0|1.0|3.98|4.44e-07|0.000183|1.6800000000000002e-05|0.0069|2.13e-08|-0.04967|-1920.079174|-1920.049452|655.74|341.74|0.2911|341.74|525.38|0.70205|0.70205|-0.15012|4.2519|-0.19979|0.02972182|5539.0|8.2596
12m_a36|0.0|1|0|3.40403699|0.0|0|1.297043522|0.013543656|-0.011502861|5.351858133|0.03912037|0.14264424|-0.667165917|-0.006653538|-0.025127218|10.95440733|-0.038386106|1|0.245908938|-0.090926893|1|-0.075712087|-0.064035403|0.8792981679999999|0.849217847|0|-0.10031651|-0.121074678|0.4493096629999999|-81.19927925|193.174369|-0.04260035|10.22144534|107.233999|-2.300418875|96.11918789|82.51872026|0.465323422|-1542.786306|2637.948424|-19.16067782|0.252881876|7.312794835|0.8702895190000001|6434.374756|38.24042793|-331.4617713|2064.983108|689.2886595|0.0|0.0|1.0|0.0|3.0|4.83|0.0|0.13|1.92|0.98|112.29|1.28|1.0|0.0|131.85|1.0|-4.1|5.0|-7.39|0.0|0.0|1.26|7.96e-05|0.0338|0.000159|0.0676|7.19e-07|-0.05114|-1401.654499|-1401.6158890000002|692.4|320.72|0.4718|320.72|505.51|0.69382|0.69382|-0.15879|6.5789|-0.20993|0.03861003|9.1003|7.5229
19_a34|0.0|0|0|0.0|0.0|1|1.438829424|-0.068004837|-0.013066507|5.351858133|0.044107744|-0.189862762|-0.5357267960000001|-0.00802652|-0.143343425|10.95957634|-0.014196676|1|-0.29861864|-0.401414514|1|0.08178394|-0.0235903339999999|0.8582665429999999|0.818710955|0|-0.112877411|-0.1255804019999999|0.308793959|-62.64265252|179.6256831|-0.039656969|9.850795895|470.4453529|-1.506964829|77.38527508|76.05407906|0.467358389|-751.7118302|1537.244187|-9.86770272|0.3377105079999999|5.495780422|0.877434994|4496.516479|29.86894781|-161.90813300000002|1135.020017|337.9440349|1.0|0.0|1.0|1.0|1.0|3.07|2.77|0.18|2.69|2.31|69.4|1.08|0.0|0.0|83.95|2.0|-2.73|5.0|-7.01|1.0|1.0|2.1|0.00186|574.0|0.000704|218.0|9.42e-06|-0.02901|-1046.606458|-1046.5747720000002|538.96|297.18|0.2189|297.18|421.62|0.6897300000000001|0.6897300000000001|-0.1735|3.4272|-0.20251|0.03168624|5.0441|6.0044
12u_a30|0.0|0|0|0.0|0.0|0|0.604983445|0.028039604|-0.006935447|5.351858133|0.043383838|-0.091507428|-0.367578706|0.002431329|0.028815747|10.31162873|-0.0646674999999999|1|-0.15896471|-0.0857954809999999|1|-0.055829439|-0.105767484|0.889479916|0.711738503|0|-0.0773921259999999|-0.097867106|0.477056017|-65.55148142|100.8445957|-0.03794847|6.982033926000001|0.0|-1.859475018|75.26051582|62.26136323|0.443167712|-1245.478147|2608.6452440000003|-17.02494806|0.189537132|7.804487592999999|0.7958728709999999|7133.515802|31.36222814|-415.8966522|1536.749179|685.6665849999999|0.0|1.0|1.0|0.0|1.0|4.63|0.0|0.14|5.11|3.92|81.65|3.79|2.0|0.0|137.3|1.0|-6.58|4.0|-5.52|0.0|1.0|3.59|2.64e-07|0.000123|9.14e-07|0.0004269999999999|1.58e-08|-0.0528299999999999|-2494.962309|-2494.927579|705.15|354.21|0.1502|354.21|559.16|0.6847|0.6847|-0.1486299999999999|5.3020000000000005|-0.20146|0.03472994|7.0553|7.4647
3b_a49|0.0|0|0|0.0|0.0|1|1.343850026|-0.003115526|-0.0057605869999999|5.4161004020000005|0.034155556|-0.090939066|-0.322592863|0.000607064|-0.010613212|10.92976559|0.00361222|1|-0.151131362|0.000850823|2|0.021506499|0.006213385|0.845992028|0.749565191|1|-0.0883601469999999|-0.0846496|0.482434361|-51.77986692|153.4719941|-0.0276739079999999|5.07982433|81.60358988|-1.439043207|64.91785551|62.35407961|0.477583842|-880.2577376|1796.6760370000002|-10.35481932|0.3431340539999999|7.236413572000001|0.914182753|5934.158315|25.77091035|-191.9087104|1340.087338|641.1445234|1.0|1.0|1.0|1.0|2.0|3.37|2.43|0.22|3.16|3.2|98.72|1.25|1.0|0.0|116.94|1.0|-3.53|5.0|-7.42|0.0|1.0|2.38|0.000293|0.1169999999999999|0.000256|102.0|2.64e-08|-0.06115|-1293.3286859999998|-1293.291817|664.15|322.72|0.1978|265.67|480.08|0.5798|0.6632|-0.1587|3.0055|-0.21985|0.0368692|3.1637|7.6021
19e_a38|0.0|1|0|3.376977671|0.0|0|1.297043576|-0.082311936|-0.007550899|5.351858133|0.04508642|0.021678225|-0.4379521229999999|-0.001197042|-0.104569193|10.94917392|-0.038386106|1|0.045449529|-0.191751024|1|0.04818471|-0.064035403|0.89459881|0.700181525|0|-0.083623427|-0.10214405|0.552393659|-68.82539051|150.553721|-0.03783113|9.619015829|16.39385667|-2.042881001|82.37885703|70.62168376|0.4655978389999999|-1376.50781|3426.997928|-17.17594064|0.250809026|6.596408983|0.871249918|6531.762734|34.02454948|-335.8133169|1837.325672|696.3887025|0.0|1.0|1.0|1.0|3.0|4.96|3.08|0.12|4.03|3.09|81.23|2.75|2.0|0.0|135.78|1.0|-4.94|4.0|-6.39|0.0|1.0|3.3|1.15e-05|0.0049|1.89e-05|0.00807|5.27e-08|-0.05139|-1409.582478|-1409.547647|685.34|321.31|0.3948|236.96|532.67|0.41961|0.58509|-0.15584|5.8426|-0.20723|0.03483011|8.0952|8.0083
18_a47|0.0|1|1|2.969619451|0.0|0|1.414391819|-0.141396999|-0.004337918|4.59511985|0.037919622|-0.026357805|-0.2342475789999999|0.0008454789999999|0.018164141|10.93838451|-0.016728205|1|-0.056674151|-0.053119347|3|-0.059779939|-0.027351545|0.851462739|0.630969651|1|-0.078937385|-0.084415066|0.454324931|-52.88049505|139.1786571|-0.0303894239999999|5.784962137000001|3.684585007|-1.5194711930000002|63.72933669|58.68383399|0.432077184|-951.8489108|2184.962887|-11.9254166|0.267251553|7.018342267|0.7608026529999999|6261.441874|25.98023687|-291.6032324|1299.011844|628.5247532999999|1.0|0.0|1.0|1.0|2.0|3.47|2.5|0.08|5.53|6.0|79.38|2.63|2.0|0.0|119.78|0.0|-5.5|5.0|-5.87|0.0|1.0|4.16|3.13e-06|0.00129|4.29e-06|0.00176|4.34e-11|-0.04964|-1354.221126|-1354.180815|652.12|293.65|0.4335|290.58|487.81|0.4659|0.63359|-0.17349|3.4464|-0.22313|0.04031146|5.3433|8.6
13a_a6|0.0|1|0|3.417162147|0.0|0|1.430639975|-0.042110772|-0.01115741|5.351858133|0.041767677|0.031837397|-0.602500119|-0.00460563|0.0015242189999999|10.95129557|-0.0525259259999999|1|0.05269025|-0.180339002|1|0.090839165|-0.091892803|0.8299950709999999|0.8013954109999999|0|-0.094081761|-0.113446379|0.22670695|-74.18628740000001|147.4582473|-0.040840697|13.62714959|554.4922449|-2.042034827|87.37044493|82.36189896|0.467070451|-1335.353173|2626.396685|-17.46461983|0.240087608|8.038453162|0.8764206290000001|6019.922535|35.14492428|-339.9303794|1757.246214|627.4287311|1.0|1.0|1.0|1.0|2.0|3.53|3.2|0.12|4.98|4.32|95.85|1.29|2.0|0.0|116.79|1.0|-5.51|5.0|-6.1|0.0|1.0|3.52|3.11e-06|0.0012699999999999|1.02e-05|0.00417|9.77e-10|-0.05018|-1350.085889|-1350.057702|695.29|339.59|0.5352|206.87|571.9|0.4816|0.70072|-0.14969|7.7145|-0.19987|0.02818646|9.2157|7.3372
15_a15|0.0|0|0|0.0|0.0|0|1.435688991|-0.132759299|-0.006378587|0.0|0.029814815|-0.063032481|-0.395472407|0.001806571|0.000676845|10.95980315|0.0020555079999999|0|-0.098862691|-0.272482143|2|0.007958332|0.003774415|0.7725348679999999|0.796300317|0|-0.061884697|-0.091075463|0.7028760070000001|-60.51136736|68.29723829999999|-0.031405332|9.115534766|4.306196778|-1.821509261|73.99578515|54.83651811|0.435723718|-1210.227347|2868.890383|-13.86355301|0.297455822|6.673906339|0.772181523|7039.747576999999|29.700607300000005|-269.1443943|1722.635223|830.7967967000001|1.0|1.0|0.0|0.0|1.0|4.04|4.34|0.07|4.33|6.69|59.51|2.52|2.0|0.0|138.24|1.0|-6.32|4.0|-5.26|0.0|0.0|4.64|4.77e-07|0.000214|7.970000000000001e-07|0.000357|1.27e-09|-0.03786|-1450.7538470000002|-1450.725355|700.82|480.19|0.4459|335.38|573.46|0.67524|0.70572|-0.10964|1.6365|-0.1475|0.02849263|2.9566|6.9626
12f_a31|0.0|1|0|3.4780522210000004|0.0|0|0.6101347579999999|0.034876922|-0.011835152|5.733341277|0.03703252|0.043286807|-0.698273995|-0.00150321|-0.0944165219999999|10.31169747|-0.0164221939999999|2|0.068054139|-0.205011573|0|-0.021938988|-0.029803241|0.8530975000000001|0.7730604259999999|0|-0.097676974|-0.118239376|0.262896936|-82.48950216|208.6022728|-0.0337826789999999|13.44201623|569.7325277000001|-1.891830012|97.53070764|87.41178754|0.482666192|-1319.832035|1805.921786|-16.44247509|0.313117045|9.859605078|0.932987917|5845.744358|34.31214739|-260.7571603|1921.480254|713.5657448|1.0|1.0|1.0|1.0|2.0|3.86|3.78|0.41|6.43|4.48|117.37|1.53|3.0|0.0|117.78|1.0|-5.98|5.0|-6.19|0.0|1.0|4.01|1.05e-06|0.0004469999999999|2.37e-05|0.0101|9.53e-09|-0.03317|-1696.785527|-1696.741889|755.33|323.68|0.2664|323.68|665.22|0.7006600000000001|0.7006600000000001|-0.15894|1.8803|-0.19211|0.04363832|3.3538|6.8861
3h_a32|0.0|1|1|3.579396967|0.0|0|0.609420752|0.01077056|-0.005281944|5.733341277|0.037731481|0.014517903|-0.269379119|0.002101838|-0.003152613|10.31100268|-0.111111111|3|0.025035542|-0.122769653|0|-0.169197453|-0.2|0.834881529|0.8030743229999999|1|-0.07183387|-0.0882883959999999|0.30907784|-55.27575363|75.87946135|-0.027590124|4.372100625|0.0|-1.324325944|62.63332945|51.95714963|0.4089962629999999|-829.1363044|2911.160989|-10.81473143|0.226505997|8.107034244|0.692036677|5187.525619|22.33200639|-342.4592076|1071.936307|593.0848817000001|1.0|1.0|1.0|1.0|1.0|3.65|3.88|0.35|8.11|6.24|110.94|2.64|2.0|0.0|112.28|1.0|-8.23|3.0|-4.29|0.0|1.0|5.4|5.8700000000000014e-09|2.24e-06|7.140000000000001e-07|0.000273|3.37e-09|-0.05318|-1790.6908030000002|-1790.663897|676.22|348.74|0.2926|348.74|578.86|0.70257|0.70257|-0.1474099999999999|3.5952|-0.20059|0.02690554|5.8749|8.1549
34_a20|0.0|0|0|0.0|0.0|1|1.416932073|0.0305860929999999|-0.0057643419999999|4.727387819|0.0396875|0.199191385|-0.328567476|0.003085806|-0.046356705|10.93244905|-0.054458882|1|0.327535029|0.057022334|2|-0.101401966|-0.090732503|0.80310139|0.690530489|1|-0.0851907119999999|-0.085459595|0.408491116|-57.49912174|136.81360859999998|-0.032248904|5.898367836|80.66541842|-1.709191893|67.53437417|66.0848174|0.462785432|-1149.982435|2319.742032|-14.59875162|0.223585914|7.940146766|0.8614536140000001|6211.26199|27.94614651|-371.9551262|1481.145765|712.1606951|1.0|1.0|1.0|1.0|1.0|3.43|2.92|0.08|4.5|4.62|86.69|2.47|2.0|0.0|125.0|1.0|-5.14|4.0|-6.28|0.0|1.0|3.63|7.27e-06|0.00305|9.51e-06|0.00399|6.64e-10|-0.05181|-1352.31921|-1352.2836220000002|711.19|320.38|0.4388|229.04|544.93|0.38519|0.68845|-0.16103|3.8519|-0.21284|0.03558836|5.4994|7.2147
LY580276_a4|0.0|0|0|0.0|0.0|1|1.344599701|-0.156842923|-0.001543874|5.4161004020000005|0.044357639|0.0295482979999999|-0.063298854|0.010217376|-0.172607392|10.94681614|0.011772853|1|0.064209689|-0.042912895|1|0.035666446|0.019144144|0.847526918|0.518109998|0|-0.057317455|-0.071023484|0.243350596|-34.22831819|63.36073061|-0.028035586|2.027582675|82.46094409|-1.065352257|38.23432817|31.83019528|0.437093506|-513.4247728|1511.5340210000002|-6.511436537000001|0.152153004|5.456603642999999|0.7764939829999999|4098.640927|15.93586849|-335.2755182|605.5630025|345.4102548|1.0|0.0|1.0|1.0|0.0|3.01|3.04|0.22|4.49|4.43|30.71|3.13|0.0|0.0|84.74|1.0|-3.67|3.0|-5.71|1.0|1.0|3.69|0.000213|0.0624|6.18e-05|0.0181|2.75e-07|-0.0225|-959.4958788|-959.4723321|519.23|276.03|0.1905|234.01|402.99|0.36903|0.68002|-0.18746|2.5355|-0.2099599999999999|0.023546627|3.2891|6757.0
12g_a40|0.0|0|0|0.0|0.0|1|0.604990688|0.037440516|-0.01011728|5.4161004020000005|0.036630824|0.167050952|-0.354104815|-0.001011175|0.075327376|10.31197254|-0.211162861|2|0.280045216|0.106286677|0|0.020185301|-0.326139923|0.8396782220000001|0.6941475490000001|1|-0.0951493559999999|-0.099521372|0.289122732|-52.24208444|68.1355805|-0.0435406|3.501413627|0.0|-1.393299206|59.29860462|56.61727428|0.465725912|-731.3891821000001|681.6778419|-11.99782981|0.147968773|7.692740528|0.871698484|5211.675486|26.82520454|-369.5858437|858.4065454|335.7078145|0.0|1.0|0.0|0.0|1.0|3.24|3.2|0.0|4.83|5.14|78.66|3.76|2.0|0.0|93.78|1.0|-6.46|3.0|-4.91|0.0|1.0|4.4|3.43e-07|0.000124|1.62e-06|0.000586|2.37e-07|-0.07424|-2173.044757|-2173.0224510000003|540.25|392.64|0.3539|308.23|429.31|0.67055|0.6988|-0.13191|1.9175|-0.20615|0.02230594|2.7075|6.1403
2_a1|0.0|0|0|0.0|0.0|1|1.348828131|-0.049975995|-0.004621682|5.4161004020000005|0.0409444439999999|-0.1056298369999999|-0.175623923|0.001576763|-0.0619710709999999|10.9520472|0.101798469|1|-0.237981258|-0.326716897|1|0.079586368|0.1766333219999999|0.8571146190000001|0.5574897879999999|0|-0.0622285999999999|-0.077270452|0.220315042|-35.17029414|87.29479691|-0.026492726|2.337413146|84.54541681|-0.927245426|43.24570924|33.45925305|0.39830426|-422.0435297|1378.496713|-5.488475744|0.305595997|5.2823820260000005|0.6619695520000001|3920.383175|17.36508791|-176.9692239|607.7780769999999|299.6692382|1.0|0.0|1.0|1.0|0.0|2.91|2.69|0.18|4.0|4.12|30.71|2.49|0.0|0.0|79.77|1.0|-3.06|3.0|-6.04|1.0|1.0|3.21|0.000871|243.0|0.000167|0.0466|6.64e-07|-0.02966|-920.2093796|-920.184721|489.42|303.31|0.2991|303.31|355.79|0.7007899999999999|0.7007899999999999|-0.1686|3.5853|-0.19826|0.024658671|5.2754|5.2366
16h_a32|0.0|1|1|3.340888605|0.0|0|0.609420754|0.217139852|-0.015656019|5.733341277|0.039958333|-0.069213021|-0.7828009570000001|-0.0048042729999999|0.061727488|10.31100268|-0.022634676|3|-0.1234671109999999|-0.219947482|0|-0.003188883|-0.03617945|0.881181048|0.7619492790000001|1|-0.081151869|-0.121464999|0.44308098|-77.17316899|127.5843068|-0.038765425|8.461051377999999|35.90298920000001|-1.821974989|90.15529448|64.87717961|0.459750275|-1157.597535|3282.554439|-15.6485794|0.2640948939999999|6.710057805|0.850995852|6151.056721|33.46862873|-299.7661014|1573.02555|573.3529948|0.0|1.0|1.0|1.0|2.0|3.61|3.45|0.26|5.86|4.6|149.27|1.12|2.0|0.0|111.95|1.0|-6.48|5.0|-6.22|0.0|1.0|3.74|3.28e-07|0.000136|1.7800000000000002e-05|0.0073599999999999|9.89e-08|-0.05028|-1955.99895|-1955.970762|679.82|342.67|0.2914|342.67|556.05|0.70219|0.70219|-0.14972|3516.0|-0.2|0.02818755|4.2275|8.0655
3k_a32|0.0|1|1|3.644417045|0.0|0|0.609420759|-0.001009768|-0.005745086|5.973809612|0.0381981979999999|-0.047167919|-0.270019022|0.001221534|-0.0902541999999999|10.31100271|-0.077097565|3|-0.084055305|-0.090775221|0|-0.127713677|-0.129124455|0.8306695270000001|0.7681279190000001|1|-0.0711378679999999|-0.090839907|0.31016741|-51.21653025|68.92687468|-0.029575784|3.930238317|0.0|-1.271758703|58.16707081|47.07915023|0.472646737|-717.0314235000001|1970.06814|-9.40163104|0.21942773|6.153598893|0.89626209|5259.698672|21.36272325|-316.3794102|918.5970998|506.658189|1.0|1.0|1.0|1.0|1.0|3.47|3.48|0.32|7.12|5.78|110.94|2.41|2.0|0.0|105.36|1.0|-7.04|3.0|-5.01|0.0|1.0|4.75|9.16e-08|3.3600000000000004e-05|2.47e-06|0.000904|5.86e-08|-0.05321|-1750.164914|-1750.1383649999998|611.65|350.6|0.3082|350.6|452.36|0.70268|0.70268|-0.14667|3.2233|-0.19988|0.02654958|5689.0|8.0605
12l_a30|0.0|0|0|0.0|-4.712037416|0|0.60498366|0.157020295|-0.015371073|5.351858133|0.044036281|-0.102468864|-0.876151158|-0.00695299|0.154540315|10.31162828|-0.02588969|1|-0.300262845|-0.226973911|1|-0.045411075|-0.0395239879999999|0.883029843|0.593245722|0|-0.0905026719999999|-0.109810463|0.37422435|-76.82494797|115.9404641|-0.045581702|7.548024079|1.697908189|-2.415830189|88.64610824|74.10578426|0.462727396|-1690.148855|2394.793539|-22.31041443|0.178184921|9.258542907|0.861252543|7576.362669|38.8038646|-450.2927313999999|2056.604824|696.6414817000001|0.0|1.0|1.0|0.0|1.0|4.72|0.0|0.17|4.43|4.78|90.88|2.82|2.0|0.0|133.96|1.0|-6.7|8.0|-5.66|0.0|0.0|3.42|1.99e-07|9.63e-05|1.2e-06|0.000579|6.61e-08|-0.0545299999999999|-1988.033039|-1987.998976|729.17|351.78|0.2294|245.74|574.72|0.39486|0.68488|-0.14944|2.5031|-0.20397|0.03406276|2.9851|7.2154
15_a3|0.0|0|0|0.0|0.0|0|0.619596467|0.079167398|-0.006742751|4.727387819|0.045993266|-0.182934001|-0.289938297|-0.006419472|0.126641951|10.33806279|0.021805556|0|-0.325227172|-0.039798975|3|-0.103599654|0.036380489|0.866559772|0.911346861|1|-0.092342351|-0.107619999|0.451058529|-55.08588323|113.1667185|-0.037667|2.070175472|0.0|-1.50667999|60.30684851|51.31038923|0.461565365|-771.2023653|1433.713715|-9.868603355|0.149672503|5.371119692000001|0.85723565|4617.470007|22.67368656|-358.6340772|906.9474625|402.781061|1.0|0.0|1.0|1.0|1.0|4.12|0.0|0.24|2.21|1.56|89.99|0.96|0.0|0.0|94.29|2.0|-2.77|5.0|-7.35|0.0|0.0|1.2|0.0017|547.0|0.000951|306.0|1.66e-06|-0.06319|-1328.688126|-1328.665275|553.81|334.44|0.4107|206.37|398.12|0.2843199999999999|0.67902|-0.1576|1.9539|-0.22079|0.0228507|2.3271|7.6021
