molecula|SddssS|SaaNH|SssssC|NaasN|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|WPSA3|RPCS|FNSA1|FNSA2|DPSA5|PNSA4|DPSA3|GRAVp|PNSA2|WNSA4|FPSA1|GeomDiameter|PPSA1|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log Po/w MLOGP|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Approximated area|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|IC50|pIC50|pIC50
14ae_a23|0.0|0.0|0.0|2|0|0|1.1979624290000002|3.338149829|-0.007539122|0.042903564|0.7338690390000001|-0.4448081789999999|0.008996289|-0.0174992419999999|10.31321689|2|0.009675528|0.047563299|-0.143336826|-0.253318853|-0.363230717|2|0.7763406840000001|0.7830067820000001|0.107765697|0.0469453379999999|0.8356326820000001|0.7317531540000001|1|0.872362051|-0.065169397|-0.087074783|0.03467374|-46.69131269|-62.38566188|24.84237243|111.4422142|0.127637949|91.4475768|-0.0269140239999999|17.79858399|110.5716332|0.53040766|-1.480271319|87.09501229|-19.28284095|71.53368511|3212.850883|-1060.556252|-13.81539807|0.46959234|15.59484379|336.444465|-759.846894|36.35475577|-43.57178809|1999.511567|770.8206617000001|0.0|0.0|1.0|1.0|1.0|3.74|3.76|0.12|2.42|7.0|6.0|-6.68|471.53|0.0|0.0|-5.08|1.6e-06|0.000753|0.0038799999999999|0.0|0.0|2.49e-08|1.17e-05|-0.07122|2.99|3.6036|-1858.967022|-1858.952529|751.57|1285.52|627.57|-1858.675325|-0.14537|-0.21659|0.01449323|2.0|8.6038|8.6038
19g_a38|0.0|3.229090845|0.0|0|2|2|1.297044182|0.0|-0.008497058|0.042419753|0.0|-0.458841138|-0.006877664|-0.009881824|10.96052467|1|-0.004358975|-0.096139701|-0.098027247|-0.250781298|-0.438254637|1|0.653741315|0.836170906|-0.063110203|-0.076414544|0.892249657|0.632625562|0|0.7200062690000001|-0.086314802|-0.114243258|0.022953686|-54.62049927|-72.29378538|14.52522351|137.56612280000002|0.279993731|177.181631|-0.038842708|9.191644336|18.41027014|0.719941993|-1.942135378|86.78105144|-24.57988703|69.14572278|2897.384301|-1228.994351|-15.5542928|0.280058007|11.62016299|177.2223055|-777.7146399000001|34.14148263|-278.3610963|1707.074131|593.6088758|1.0|1.0|1.0|1.0|3.0|4.82|2.52|0.14|2.78|5.0|5.0|-6.81|419.43|0.0|1.0|-4.33|5.68e-05|0.0238|0.0196|0.0|0.0|7.599999999999999e-08|3.19e-05|-0.05479|3.66|3.6887|-1431.419426|-1431.386981|638.82|1104.29|475.84|-1431.186566|-0.15269|-0.20748|0.03244515|42.0|7.3778|7.3778
22_a47|0.0|0.0|0.0|1|0|0|1.408617385|1.202720059|-0.010579222|0.043695652|1.016903613|-0.507802654|-0.006808306|-0.075111395|10.95023117|1|-0.004332497|-0.077468004|-0.1049885469999999|-0.277479519|-0.538310301|2|0.612295986|0.831122912|-0.077787113|0.004104478|0.890264057|0.591185263|1|0.698649132|-0.080744803|-0.089280419|0.022154032|-47.64347429|-52.67991531|13.07198749|12.19999546|0.301350868|177.81209280000002|-0.031744149|7.713126784|54.21581266|0.6096864479999999|-1.42848671|71.28682035|-18.73063655|60.71546178|2692.510471|-842.8786448999999|-11.05201291|0.390313552|12.91589555|230.3045281|-497.3405809|30.72175314|-129.440987|1382.478891|482.9384172|0.0|1.0|1.0|1.0|2.0|3.31|3.16|0.1|2.97|5.0|6.0|-6.58|394.38|0.0|1.0|-4.38|3.6e-05|0.0142|0.0164|0.0|0.0|2.06e-08|8.11e-06|-0.0612399999999999|4.4|4017.0|-1375.05033|-1375.021925|605.12|1027.32|466.95|-1374.857521|-0.16704|-0.22828|0.02840507|1.0|9.0|9.0
8g_a8|0.0|3.073183107|0.0|1|1|1|1.39137364|1.298078704|-0.014340328|0.0438779959999999|0.0|-0.731356723|-0.009140059|-0.025002199|10.94318883|1|-0.007047583|0.001970629|0.0794962979999999|0.162134281|-0.508072694|0|0.6784762320000001|0.734188081|0.121495775|-0.0571942009999999|0.790058057|0.656457444|0|0.533935495|-0.136742629|-0.129695841|0.031118325|-83.78686741|-79.46906035|19.06725815|171.26571059999998|0.466064505|285.5736014|-0.052430233|11.68315869|67.54104396|0.8330608209999999|-2.464220973|90.27531534|-32.12579035|102.8541256|2889.141422|-1509.912147|-19.68456628|0.166939179|14.28792131|102.2893227|-925.1746152|38.56355928|-408.1554248|1812.487286|551.1746801|0.0|0.0|1.0|0.0|2.0|3.31|2.96|0.04|3.01|4.0|5.0|-6.34|417.39|0.0|0.0|-4.94|5.01e-06|0.00209|0.00483|0.0|0.0|4.01e-08|1.67e-05|-0.05849|7.17|3.7495|-1450.9549470000002|-1450.913472|635.27|1083.78|489.97|-1450.728709|-0.15542|-0.21391|0.04147516|4.2|5.3768|5.3768
17a_a6|0.0|3.3685510360000004|0.0|0|1|1|1.424257628|0.0|-0.012704951|0.041767677|0.0|-0.686067347|-0.00460563|0.078798543|10.94948984|1|-0.00194781|0.068338372|-0.10896749|-0.180339002|-0.5624663560000001|1|0.850080948|0.7722228729999999|0.08716369|-0.106323149|0.8299950709999999|0.8013954109999999|0|0.753082653|-0.096082495|-0.109388399|0.031147305|-63.02857512|-71.75703418|20.43213226|157.13173490000003|0.2469173469999999|161.9738174|-0.041567592|13.40315088|554.1936506|0.77193498|-2.078379577|84.75077935|-27.26767299|83.46070738|2816.084228|-1363.383649|-17.887155899999996|0.22806502|16.13665395|149.60699319999998|-894.3577948999999|35.323795000000004|-356.769966|1766.18975|627.4287311|1.0|1.0|1.0|1.0|2.0|3.52|2.88|0.12|1.7|5.0|5.0|-5.89|409.44|0.0|1.0|-5.17|1.56e-06|0.000637|0.00274|0.0|0.0|9.77e-10|4e-07|-0.05753|4.04|2.9753|-1350.102634|-1350.078838|696.96|1167.16|574.02|-1349.830672|-0.12425|-0.18178|0.02379552|24.0|7.6198|7.6198
13_a12|0.0|0.0|0.0|0|0|0|1.508548782|0.0|-0.0069874069999999|0.037948718|0.0|-0.272508888|0.000830398|-0.083760082|10.96083169|0|0.002279068|-0.362308767|-0.169387652|-0.281096572|-0.595629719|2|0.845823047|0.6809340620000001|-0.226526433|0.039235452|0.7300173240000001|0.804066411|0|0.90006391|-0.058167326|-0.092483398|0.008188151|-28.51381164|-45.33566159|4.01385817|64.74666684|0.09993609|48.98899535|-0.034993718|1.96760628|66.2289548|0.8829921740000001|-1.2947675790000002|48.99243638|-17.15403411|32.52766981|1812.788134|-634.6992622|-8.408963103|0.117007826|11.36787272|57.35761558|-311.13163480000003|19.42716439|-375.4880089|718.8050825|327.9594923|1.0|1.0|0.0|1.0|1.0|2.7|2.64|0.12|2.42|3.0|3.0|-5.49|276.34|1.0|1.0|-4.2|5.520000000000001e-05|0.0152|0.0174|0.0|0.0|7.26e-08|2.01e-05|-0.04445|3.83|3.9329|-876.3661620999999|-876.3370809|532.86|867.79|437.91|-876.209109|-0.16458|-0.20903|0.0290811829999999|93.0|7.0315|7.0315
13c_a5|0.0|2.944180713|0.0|0|1|1|1.377702625|0.0|-0.005082338|0.024822695|0.0|-0.284610951|0.005288472|-0.098760742|10.94530327|1|0.006110714|-0.017427549|-0.092592608|-0.150963534|-0.324868153|2|0.705487111|0.770478689|0.003545487|-0.033833834|0.822789227|0.6775573359999999|0|0.80019672|-0.077308234|-0.076591149|0.023143526|-50.97293525|-50.50012762|15.25960958|158.67712230000004|0.19980328|131.7396496|-0.025039414|10.06137448|51.93687546|0.551328235|-1.302049531|70.46156718|-16.50965711|66.23254483|2793.480751|-858.5021696|-10.8855893|0.448671765|15.90846721|295.8302846|-566.0506435|29.94524142|-67.68621352|1557.152554|656.208474|0.0|1.0|1.0|1.0|1.0|3.13|2.58|0.17|1.16|5.0|5.0|-7.28|411.46|0.0|1.0|-3.96|0.0002839999999999|0.1169999999999999|0.0446|0.0|0.0|8.170000000000001e-09|3.36e-06|-0.05615|3.99|4.2145|-1351.274441|-1351.2369640000002|676.53|1153.36|513.33|-1351.008469|-0.17324|-0.22939|0.03747691|123.0|6.9101|6.9101
5f_a40|0.0|0.0|0.0|1|0|1|0.60491326|1.656591081|-0.008387329|0.042936508|0.769837491|-0.293556526|0.000663516|0.166865076|10.31198329|2|0.000706205|-0.155235986|0.100535344|0.18254908|-0.4644854879999999|0|0.7039183109999999|0.811339477|-0.465573352|0.095322868|875.0|0.680674762|1|0.7414714309999999|-0.113521559|-0.10969397|0.020236763|-52.44868801|-50.68028366|9.349692674|222.1847349|0.258528569|119.4441339|-0.041135239|4.319700326|63.48466425|0.814393685|-1.316327637|57.61052946|-19.00510637|61.79838068|1932.388838|-608.163404|-8.780648419|0.185606315|11.20493646|85.75294257|-280.9807494|23.33651|-290.5093357|746.7683199|269.0442248|1.0|0.0|1.0|1.0|1.0|3.08|2.05|0.21|1.29|3.0|3.0|-6.47|284.34|0.0|1.0|-3.31|0.000108|0.0307|0.14|0.0|0.0|0.000207|0.0587|-0.06227|3.5|3.0611|-1232.983157|-1232.959261|487.57|793.54|361.03|-1232.851443|-0.13057|-0.19284|0.02389588|112.0|6.9508|6.9508
5a_a50|0.0|0.0|0.0|2|1|1|1.3972442980000002|4.202707546|-0.00148647|0.038040936|2.475383677|-0.06986407|0.012640587|-0.256097122|10.93256969|2|0.01228899|0.028229556|-0.102607753|-0.168135655|-0.161169418|1|0.699970832|0.788709546|-0.132977171|-0.203436041|0.847812674|0.6759066159999999|1|0.969892876|-0.038932964|-0.065209836|0.010185297|-20.77548565|-34.7974024|5.435098605|6.819160781|0.030107124|16.06582337|-0.022747617|2.900288114|60.04351409|0.66527517|-0.978147545|44.17662122|-12.13862875|26.21058426|2246.106104|-521.9610361|-6.477439183|0.33472483|10.76914508|178.61652859999998|-278.5298849|18.24602704|-176.38892919999998|784.5791628|462.1867149|1.0|0.0|1.0|1.0|0.0|3.5|3.28|0.14|2.62|2.0|2.0|-5.83|326.39|1.0|1.0|-4.5|0.000129|42.0|0.0102|0.0|0.0|5.7e-07|0.000186|-0.02487|3.39|4.0159|-1029.930364|-1029.905844|582.98|976.41|455.34|-1029.734933|-0.16659|-0.19146|0.02452028|4.1|5.3872|5.3872
35_a18|0.0|0.0|0.0|0|2|2|1.251175948|0.0|-0.00622005|0.03531746|0.0|-0.44784362|-7.44e-05|0.027469086|10.94702087|0|0.00113101|-0.104482176|-0.078001173|-0.117857059|-0.5009599889999999|0|0.737701788|0.737094825|-0.032017257|-0.017913121|0.774007861|0.7277482059999999|0|0.800765945|-0.081822342|-0.084219749|0.008853796|-60.302584200000005|-62.06945887|6.525195505|118.7214377|0.199234055|146.8343246|-0.033440195|4.809030636|74.92670772|0.874573807|-2.273933228|67.9315105|-24.64522632|66.82777970000001|3038.429834|-1675.875389|-18.16338657|0.125426193|17.18442554|92.43836482|-1235.110287|28.17969862|-552.1173777|1916.219506|1056.535856|1.0|1.0|1.0|1.0|3.0|4.3|0.0|0.3|3.33|8.0|3.0|-6.0|480.6|0.0|1.0|-5.53|8.629999999999999e-07|0.000415|0.0014199999999999|0.0|0.0|2.81e-10|1.35e-07|-0.04879|8.09|3.2146|-1533.002975|-1532.976969|796.47|1400.62|657.07|-1532.557542|-132.0|-0.18079|0.02600607|24.0|7.6198|7.6198
4q_a46|0.0|0.0|0.09591943|1|1|1|1.131262631|2.151582577|-0.001250008|0.0462962959999999|0.0|-0.066250447|0.012173202|-0.155661124|10.96363644|1|0.012222698|-0.019471024|-0.1214838219999999|-0.187559576|-0.125840557|2|0.716317772|0.807871283|-0.15266708|-0.121752717|0.848935944|0.703627625|0|0.913550004|-0.052170875|-0.070035423|0.014510206|-29.12008262|-39.09149156|8.099124333999999|38.31894407|0.086449996|48.25357162|-0.021010627|4.520667361|72.14599138|0.61955726|-1.050531344|49.37907349|-11.72744747|37.21920695|2234.596293|-586.3723734|-6.545879136|0.38044274|11.78798551|212.350744|-327.2939568|18.92875482|-133.46593529999998|946.4377411|554.3688216|1.0|1.0|1.0|1.0|0.0|3.95|3.16|0.38|1.75|4.0|4.0|-6.54|348.44|1.0|0.0|-3.89|0.000389|135.0|0.0449|0.0|0.0|1.14e-07|3.97e-05|-0.03042|2.57|4.5296|-1108.751283|-1108.729426|606.7333|1043.05|510.13|-1108.511662|-0.1903|-0.2207199999999999|0.02185677|743.0|6129.0|6129.0
12o_a30|0.0|0.0|0.0|0|2|2|0.604984133|0.0|-0.0068750669999999|0.040899471|0.0|-0.364378536|0.00372838|0.019094532|10.31162888|1|0.003603419|-0.157974241|-0.051371057|-0.090173435|-0.465857798|1|0.8264832879999999|0.815003426|-0.054392357|-0.149451598|0.870930234|0.7463962120000001|0|0.844344883|-0.076908942|-0.0975052409999999|0.015460222|-49.48891079|-62.74209511|9.948252054|75.15128057|0.1556551169999999|100.1600333|-0.037808155|6.401442327000001|0.0|0.8131344979999999|-1.852599578|71.87393121|-24.32856749|59.43716284|2860.371518|-1192.099807|-15.65480256|0.186865502|13.95467208|120.2431068|-767.0853252|29.91948755|-402.9878652|1466.05489|652.8825454|1.0|0.0|1.0|0.0|1.0|4.63|0.0|0.14|3.31|5.0|4.0|-5.75|432.93|0.0|1.0|-5.44|1.19e-06|0.0005139999999999|0.00156|0.0|0.0|6.03e-08|2.61e-05|-0.05085|4.45|3.4817|-2035.37262|-2035.338699|687.92|1162.63|528.25|-2035.139147|-0.1478799999999999|-0.19873|0.03392126|16.0|7.8097|7.8097
32_a47|0.0|0.0|0.0|1|1|1|1.216307925|1.998170616|-0.003573735|0.035568182|1.6507707980000002|-0.2037028839999999|0.001861676|-0.026022099|10.95005715|1|0.002350172|-0.0274939029999999|-0.077485193|-0.157688306|-0.2749014|2|0.6636125860000001|0.810444864|-0.0094137619999999|-0.078006445|0.858292442|0.634406338|1|0.851627782|-0.05770007|-0.0726950079999999|0.019295804|-41.57905445|-52.38450683|13.90468487|28.55112477|0.148372218|106.9180086|-0.026060474|10.01980854|44.50423685|0.64116122|-1.381205148|68.76811937|-18.77935151|55.48373932|2808.210157|-995.3056298|-13.53252578|0.35883878|15.53902041|258.5816152|-717.2238666000001|29.28959351|-203.4434306|1552.348456|682.9868225|1.0|1.0|1.0|1.0|2.0|3.35|3.67|0.26|3.11|5.0|5.0|-6.34|436.91|0.0|1.0|-5.05|1.5399999999999998e-05|0.00674|0.0038799999999999|0.0|0.0|1.5e-09|6.55e-07|-0.05682|2.97|3.6829|-1778.127634|-1778.0970140000002|692.49|1184.76|548.86|-1777.843462|-0.1509599999999999|-0.20778|0.03062031|0.1|7.0|7.0
8d_a12|0.0|2.976279182|0.0|0|1|1|1.283835213|0.0|-0.0076893469999999|0.038347953|2.075171777|-0.376778003|0.000925796|-0.065870394|10.94458983|1|0.001575111|0.0479437859999999|0.00930483|0.016135176|-0.484923957|1|0.8857286320000001|0.751098108|-0.091036025|-0.080872311|0.8078610759999999|0.8405406040000001|1|0.858710112|-0.077834742|-0.103548595|0.011348654|-43.27410838|-57.57034769|6.309558958999999|90.34024296|0.141289888|78.55353315|-0.039118358|3.507952014|0.0|0.8338637040000001|-1.760326118|64.53435462|-21.74879802|49.58366734|2466.513191|-978.6959108|-12.09177064|0.166136296|12.96695233|92.36749461|-544.129679|26.08195789|-371.2392138|1173.6881050000002|503.2240425|1.0|1.0|1.0|1.0|2.0|4.06|2.23|0.1|2.83|3.0|4.0|-5.96|352.39|1.0|1.0|-4.61|2.64e-05|0.0093|0.0085799999999999|0.0|0.0|4.23e-09|1.49e-06|-0.05488|3.53|3.7397|-1138.296407|-1138.256361|600.2|1007.85|433.32|-1138.086709|-0.15306|-0.20794|0.04004678|25.0|7.6021|7.6021
7s_a46|0.0|0.0|0.218897825|1|1|1|1.160371307|2.117265684|-0.005351046|0.044509804|0.0|-0.240797051|0.0060802|-0.005405515|10.94651358|1|0.005577925|-0.327656845|0.012197837|0.018964141|-0.3638523629999999|1|0.778692012|0.770312275|-0.036284605|-0.030371026|0.8182543959999999|0.768056188|0|0.858788462|-0.096723151|-0.083011849|0.008871171|-48.61321955|-41.72189594|4.458665639|166.3052939|0.141211538|70.97315818|-0.031623562|2.240932895|0.0|0.8198874559999999|-1.3281895890000002|47.36217237|-15.894055599999998|53.07188519|1982.695462|-667.5503351|-7.988379237|0.1801125439999999|9.829721631|90.5248694|-335.5119279|19.38565529|-321.55195330000004|814.1975221|409.9543818|0.0|1.0|1.0|1.0|1.0|3.08|2.33|0.26|2.39|2.0|3.0|-5.81|305.37|1.0|1.0|-4.24|8.590000000000001e-05|0.0262|0.0176|0.0|0.0|8.39e-07|0.000256|-0.02024|3.54|4293.0|-974.8067569|-974.7707066|539.99|916.7|446.63|-974.615216|-0.17923|-0.19947|0.036050328|1985.0|5.7022|5.7022
12f_a31|0.0|3.4780522210000004|0.0|0|1|1|0.6101347579999999|0.0|-0.011835152|0.03703252|0.0|-0.698273995|-0.00150321|-0.0944165219999999|10.31169747|2|0.000889251|0.068054139|-0.130400541|-0.205011573|-0.551471017|0|0.805862937|0.8167107029999999|-0.021938988|-0.029803241|0.8530975000000001|0.7730604259999999|0|0.700992225|-0.097676974|-0.118239376|0.027617942|-68.14417693|-82.48950216|19.26761061|159.84734269999998|0.299007775|208.6022728|-0.0337826789999999|13.44201623|569.7325277000001|0.686882955|-1.891830012|97.53070764|-23.56842919|87.41178754|2710.311963|-1319.832035|-16.44247509|0.313117045|19.05849748|218.4455813|-920.7786053|34.31214739|-260.7571603|1921.480254|713.5657448|1.0|1.0|1.0|1.0|2.0|3.86|3.78|0.41|1.53|10.0|5.0|-6.19|426.53|0.0|1.0|-4.63|1.05e-06|0.0004469999999999|0.0101|0.0|0.0|9.53e-09|4.06e-06|-0.03317|5.39|3.8305|-1696.785527|-1696.741889|755.33|1258.6|665.22|-1696.466804|-0.15894|-0.19211|0.04363832|0.13|6.8861|6.8861
18_a3|0.0|2.897754472|0.0|0|0|0|1.43179288|0.0|-0.003487792|0.034712644|1.742872103|-0.122072724|0.0057881999999999|0.042606196|10.96965878|1|0.005799063|0.150826737|-0.035611069|-0.064953613|-0.2495754869999999|3|0.7226687409999999|0.714658751|0.0355413979999999|-0.051083228|0.784960175|0.6858831809999999|1|0.8419576209999999|-0.069839069|-0.0846755|0.013796397|-31.07331853|-37.67445366|6.1383958|160.9514039|0.158042379|70.31739201|-0.031753312|2.73114076|0.0|0.682492203|-1.016105994|48.19055867|-14.12792012|37.21171433|1938.093995|-452.0934439|-6.285899403999999|0.317507797|10.24658906|141.2679329|-201.1487809|20.70048575|-162.3915791|662.4155441|270.539096|0.0|1.0|1.0|1.0|1.0|2.62|1.81|0.0|0.93|2.0|4.0|-6.7|273.29|1.0|1.0|-3.27|0.0015|411.0|147.0|0.0|0.0|1.49e-07|4.07e-05|-0.05769|1.85|3.9765|-889.9619321|-889.9402005000001|482.41|784.04|330.54|-889.850598|-0.1641099999999999|-0.2218|0.02173162|0.03|7.5229|7.5229
18_a34|0.0|0.0|0.0|1|1|1|1.4547811819999998|1.801574074|-0.014733513|0.040527066|0.0|-0.677741618|-0.001615187|-0.141332289|10.9595763|1|0.002183342|-0.155197864|-0.3102088839999999|-0.478810922|-0.493450778|1|0.759292258|0.805756513|0.0468829359999999|-0.224951558|0.8584852479999999|0.713979177|0|0.68981472|-0.090328365|-0.129784908|0.040845819|-49.86847383|-71.65163761|22.55015528|66.6880793|0.31018528|171.24705480000003|-0.0422555509999999|12.44948722|54.26737825|0.695849945|-1.816988713|86.77082535|-23.32844015|72.41862911|2424.18137|-1003.122927|-12.87916264|0.304150055|11.23989749|167.9151283|-553.8039936|33.52510165|-216.2496321|1441.579371|428.6241319|1.0|1.0|0.0|1.0|0.0|3.28|3.61|0.21|1.49|5.0|6.0|-6.26|351.36|1.0|1.0|-4.11|4.77e-05|0.0167|0.0275|0.0|0.0|2.22e-06|0.000781|-0.03925|5.07|4.1234|-1199.288654|-1199.259634|592.04|991.93|483.87|-1199.101028|-0.17549|-0.21474|0.02902032|2.43|5.6144|5.6144
11_a27|0.0|2.680511093|0.0|0|1|2|1.1606177359999998|0.0|-0.0067474069999999|0.042533875|1.3706083080000002|-0.344117757|0.004538653|-0.0864111069999999|10.93910312|0|0.005111147|-0.1299181459999999|-0.041662169|-0.067428705|-0.488734846|2|0.734834532|0.814843016|-0.0357410779999999|-0.043616687|0.8629676709999999|0.7146215429999999|1|0.7645505|-0.079921166|-0.094820973|0.016171515|-42.27430065|-50.15555389|8.553922917000001|143.3238715|0.2354494999999999|124.5410133|-0.034296948|4.524597532|72.60399149|0.8088958709999999|-1.611956546|56.8702158|-18.14137056|50.82822357|2339.465471|-852.6444161000001|-9.595877966|0.1911041289999999|9.562117063|101.0845293|-451.0062644|22.42732497|-326.780942|1054.084273|504.209846|1.0|0.0|1.0|0.0|1.0|3.95|0.0|0.35|3.06|2.0|4.0|-6.47|345.4|1.0|0.0|-4.02|0.000207|0.0716|0.0326|0.0|0.0|8.2e-07|0.000283|-0.05985|4.54|2.4836|-1122.456105|-1122.433411|571.4|974.29|415.32|-1122.190727|-0.1022|-0.16205|0.0226944|5.0|8301.0|8301.0
2_a27|0.0|0.0|0.0|2|0|0|1.402655014|3.250529415|-0.0065894809999999|0.0427777779999999|1.267636369|-0.276758209|0.009338889|0.11675125|10.93783218|1|0.00988756|-0.337316432|-0.21066171|-0.361571905|-0.475677812|2|0.639024713|0.796022385|0.137868605|0.027777778|0.8585302370000001|0.60904903|1|0.8468699609999999|-0.058444848|-0.081513931|0.019809599|-29.42169804|-41.03489597|9.972342226|9.194894069|0.153130039|77.08713259|-0.029261411|5.020172886|53.58106492|0.6684621829999999|-1.141195033|52.43208086|-14.73047548|39.39404027|2210.487938|-574.4885436000001|-7.415462877|0.331537817|9.527176544|166.89932209999998|-289.2030522|22.03636323|-169.6109632|859.4181658|373.9912084|0.0|0.0|0.0|1.0|0.0|2.9|3.06|0.11|2.42|2.0|4.0|-6.69|317.34|1.0|1.0|-3.7|0.000644|204.0|0.0638|0.0|0.0|1.45e-06|0.0004599999999999|-0.04933|4.32|4.1624|-1043.821085|-1043.7984|538.57|906.48|420.7|-1043.665151|-0.16769|-0.21702|0.02268519|13.0|7.8861|7.8861
5g_a40|0.0|0.0|0.0|1|0|1|0.604913142|1.534673091|-0.016033575|0.044946237|0.64025463|-0.5611751220000001|-0.012794054|0.122088541|10.31198315|2|-0.012008571|-0.104356485|0.07917206|0.137067086|-0.4748772539999999|0|0.795454476|0.818555255|0.006643696|-0.1312278909999999|0.882781953|0.7733200179999999|1|0.67772744|-0.153687065|-0.14338431|0.024937196|-72.93994279|-68.05025116|11.83520323|216.425542|0.32227256|152.9506864|-0.049288357|5.616992201|0.0|0.745349319|-1.577227413|80.22859145|-23.39227384|84.77514603|2054.810452|-748.5527627|-11.10198254|0.254650681|12.10939827|120.8573152|-355.2634413|31.38430965|-232.8857705|1004.297909|266.8102663|0.0|0.0|1.0|0.0|2.0|3.13|1.96|0.21|0.74|3.0|5.0|-6.6|301.32|0.0|1.0|-3.37|5.78e-05|0.0174|128.0|0.0|0.0|0.0013|391.0|-0.0540299999999999|4.02|3.48|-1328.055803|-1328.015099|489.04|800.98|367.19|-1327.9345529999998|-0.14505|-0.19908|0.04070345|123.0|6.9101|6.9101
12e_a36|0.0|3.490984269|0.0|0|2|2|1.29704412|0.0|-0.007100632|0.040899471|0.0|-0.404736007|0.002951176|-0.0586405829999999|10.95346131|1|0.003962098|0.244642918|-0.104118159|-0.1763783589999999|-0.43688276|1|0.90414347|0.7975411790000001|-0.010494913|-0.144846626|0.847602953|0.856274847|0|0.838086387|-0.07049439|-0.100988761|0.019063245|-44.83739063|-64.2330904|12.12502373|65.27404529|0.161913613|102.9838531|-0.036203518|7.71202397|5.735288795|0.7610764190000001|-1.918786459|75.50154216|-23.02695694|56.96241436|2709.877204|-1220.428718|-14.64611103|0.238923581|12.69013737|151.9654247|-776.2438847|30.25577504|-332.11111980000004|1603.556077|662.0530478999999|1.0|0.0|1.0|0.0|2.0|4.85|0.0|0.17|2.24|5.0|4.0|-6.55|395.46|1.0|0.0|-4.3|6.929999999999999e-05|0.0274|0.02|0.0|0.0|1.08e-07|4.270000000000001e-05|-0.04962|3.48|3.6699|-1272.2668210000002|-1272.23645|673.57|1142.19|507.03|-1271.999945|-0.15189|-0.20151|0.03037051|14.0|7.8539|7.8539
4r_a46|0.0|0.0|-0.03033057|1|1|1|1.13129629|2.051582577|-0.002826188|0.044728682|0.0|-0.141309389|0.006236535|-0.1129698999999999|10.96363493|1|0.0061041|-0.237647432|-0.055572881|-0.086905208|-0.246070691|2|0.7794598220000001|0.810646641|-0.077483502|-0.070397185|0.8549242340000001|0.76719475|0|0.8478197820000001|-0.079297367|-0.081339886|0.011446215|-42.06465252|-43.14814202|6.071841742999999|176.18445569999997|0.152180218|80.72661483|-0.0259595379999999|3.220912917|0.0|0.7146312779999999|-1.220098292|51.22472631|-13.77068362|48.13649426|2137.47734|-647.2221302999999|-7.304896049|0.285368722|10.69131411|151.3787482|-343.3301143|19.26963463|-227.7097083|905.6728276|496.0386301|0.0|1.0|1.0|1.0|1.0|3.82|2.89|0.35|1.52|3.0|4.0|-6.83|334.41|1.0|0.0|-3.55|0.00081|271.0|0.0933|0.0|0.0|5.64e-07|0.000188|-0.03073|2.3|4.5209|-1069.447946|-1069.419677|571.75|986.04|467.85|-1069.231407|-0.18999|-0.2207199999999999|0.02826942|1413.0|5.8499|5.8499
14b_a25|0.0|0.0|0.0|1|0|0|1.420015222|1.616664856|-0.004720915|0.038137255|1.929508048|-0.273813082|0.004725325|-0.012989126|10.93106299|1|0.004892038|0.0028569959999999|-0.043923908|-0.074541111|-0.3691494039999999|2|0.6524261960000001|0.7723870909999999|-0.085205646|0.001715854|0.8333962429999999|0.632638761|1|0.859628015|-0.076156512|-0.084160084|0.016003559|-52.75064158|-58.29440389|11.08504021|112.49583529999998|0.140371985|97.23019209|-0.032728922|7.678174472999999|57.85340824|0.772789587|-1.767361771|69.2012501|-22.67004596|63.83568179|3038.600508|-1224.182482|-15.70265555|0.227210413|17.06102567|157.3797801|-847.9433995999999|29.33534086|-377.9013888|1584.108407|760.3735147000001|1.0|1.0|1.0|1.0|1.0|3.51|3.21|0.07|1.8|6.0|5.0|-6.26|444.49|0.0|1.0|-5.23|2.49e-06|0.0011099999999999|0.00261|0.0|0.0|2.23e-10|9.93e-08|-0.0584|5.61|4069.0|-1444.544749|-1444.505985|716.14|1257.11|603.27|-1444.266358|-0.16309|-0.22149|0.03876374|22.0|7.6576|7.6576
