molecula|SddssS|NaaNH|n9FaHRing|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|BCUTi-1|AATSC8d|AATSC1pe|AATSC7i|MATS1c|GATS1are|BIC2|MATS8d|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|TPSA_x|RPCS|FNSA1|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
12ak_a36|0.0|1|0|2|2|1.270373882|0.0|-0.052930979|-0.006465433|5.351858133|-0.0407717229999999|2|0.041728395|0.12041792|-0.407322296|10.95268014|-0.015708652|0.005035022|0.198260132|-0.439326642|0.901715152|0.815627016|-0.0265703679999999|0.848705143|-0.069176342|-0.091761476|0.537460657|0.019931266|-49.87483724|-66.15829243|14.3700664|113.186508|109.0807368|25.9007405|0.737439195|-35.95881638|79.17567486|64.24490364|0.423822657|611.9003905000001|-1389.324141|2735.7986920000003|-16.97756755|7.98672125|13.86156772|0.735576751|6240.396899|189.3013851|31.93194362|0.018055095|-342.3783571000001|1883.984673|799.5563855|13.01738243|1.0|1.0|1.0|0.0|0.24|3.85|3.01|69.2|2.66|0.0|138.33|0.0|1.0|-4.95|4.0|-6.19|423.51|0.0|-4.86|1.39e-05|0.00589|4.2e-08|1.7800000000000002e-05|3.8734|4.21|3.6895|-1350.900117|-1350.865407|730.3|0.4514|320.09|584.05|0.7034699999999999|0.0001|6.3682|-1350.637958|8.5394|46.0|7.3372
1n_a5|0.0|1|0|0|0|1.427557749|0.0|-0.1387762669999999|-0.007315978|4.59511985|-0.0533837329999999|2|0.024388889|0.002508727|-0.3365350029999999|10.94528897|-0.047910067|0.004754079|0.004115733|-0.393928416|0.6805709409999999|0.77828693|-0.087019366|0.785210014|-0.082180848|-0.081950989|0.428980979|0.023129277|-47.1725036|-47.04056285|13.27640087|63.58796786|123.2912732|55.29041202|0.627751746|-27.07741706|63.57058627|60.44890447|0.483868192|450.71720610000006|-752.6490056|889.4388375|-10.04713747|7.881746117|15.27080096|0.937489579|5101.31614|213.67365440000003|27.88278228|0.028797525|-146.6611704|1198.959638|467.1194103|16.53002342|1.0|1.0|1.0|2.67|0.05|4.41|3.99|80.76|1.72|0.0|101.77|0.0|1.0|-4.27|5.0|-6.41|356.38|0.0|-4.18|6.56e-05|0.0234|8.43e-09|3.01e-06|4.3838|4.19|4.3838|-1179.209088|-1179.169527|607.15|0.3789|282.82|481.06|0.44786|0.3789|0.6234|-1179.073189|0.7104|27.0|7.5686
13_a10|0.0|0|0|1|1|1.343837907|2.091672336|-0.059862024|-0.0057715859999999|5.4161004020000005|-0.055497169|2|0.038726287|-0.093280469|-0.259721373|10.9296146|-0.001592366|0.003791547|-0.154121136|-0.345108701|0.761923976|0.78472614|-0.002671425|0.818027691|-0.094726989|-0.082327045|0.4676169839999999|0.0122005|-47.88975806|-41.62089688|6.168030793|174.7319717|91.99711608|0.0|0.7144943490000001|-24.21093442|51.21590298|54.05778885|0.449563457|413.5584641|-624.3134531000001|1630.880014|-7.698174391|5.069505473|9.209972585|0.816739845|4941.066161|144.338975|21.31179541|0.018979132|-216.8776303|873.7836118999999|422.96706330000006|9.595006108|1.0|0.0|1.0|2.58|0.15|3.52|3.81|63.83|1.88|0.0|97.14|0.0|1.0|-3.76|4.0|-6.34|328.37|0.0|-4.1|7.87e-05|0.0258|2.49e-07|8.170000000000001e-05|5.8308|2.48|3.8419|-1065.874094|-1065.839441|550.83|0.3905|212.63|376.77|0.68386|0.1514|3.6904|-1065.732389|5.3726|0.16|6.7959
47r_a18|0.0|0|0|1|1|0.403924645|0.0|0.029358241|-0.0058631659999999|4.844187086|-0.216996268|0|0.035706215|0.041686585|-0.40455848|10.35082951|-0.030106257|-0.0001597829999999|0.0646283159999999|-0.360670551|0.806477847|0.7698681909999999|-0.048143486|0.769578222|-0.083915825|-0.087091542|0.26560995|0.0155038689999999|-62.75220741|-65.12700692|11.59378448|13.30156885|172.30927739999998|60.66168882|0.688074851|-46.92606587|81.99788849|74.34599189|0.49394971|575.4901675|-1563.048166|1504.28892|-17.70979622|9.819988422|19.40516312|0.976088187|7727.455993|233.2574532|34.41856352|0.0225607039999999|-281.2845386|2271.625192|1005.982493|16.87088158|1.0|1.0|1.0|0.0|0.22|0.43|3.76|111.03|2.23|1.0|145.82|0.0|1.0|-6.65|4.0|-6.12|504.6|0.0|-5.64|2.31e-06|0.00117|3.48e-08|1.76e-05|3.1705|9.2|3.1705|-1964.841529|-1964.813473|790.57|0.6007|391.06|729.75|0.69545|0.6007|2.3873|-1964.516246|3.2001|231.0|6.6364
12i _a30|0.0|0|0|2|2|0.604984133|0.0|0.04580336|-0.00691453|5.351858133|-0.030422458|2|0.043848238|-0.0982344169999999|-0.366470081|10.31162888|-0.072247675|0.003603419|-0.172434349|-0.469854551|0.8264832879999999|0.831176513|-0.1240820219999999|0.8434291340000001|-0.076575246|-0.096489393|0.356921662|0.015808432|-50.00086637|-63.00408424|10.32233418|84.78576301|102.235113|0.0|0.806299097|-32.64875738|72.59006433|60.32320054|0.479900127|550.7287204|-1197.077601|2280.31966|-15.95200773|8.097008872|15.56818082|0.92270764|6362.153853|126.4796844|30.29912252|0.014680721|-400.0044646|1484.657003|652.8825454|9.585980094|1.0|1.0|0.0|0.0|0.14|4.47|3.27|81.65|3.31|0.0|132.29|0.0|1.0|-5.93|4.0|-5.75|432.93|0.0|-5.44|3.61e-06|0.00156|6.03e-08|2.61e-05|5.0358|4.45|3.5242|-2035.373964|-2035.339603|691.59|0.2384|246.2|542.74|0.68497|0.1577|2.5397|-2035.203042|3.0033|16.0|7.8013
6f_a40|0.0|0|0|1|2|0.604893424|1.750582483|0.134099184|-0.01691341|6.401917197|-0.156988665|0|0.038309179|-0.122783873|-0.8287570679999999|10.30179966|-0.190617284|-0.008368734|-0.233222505|-0.628934821|0.7710013309999999|0.836826225|-0.268802228|0.655786513|-0.134203859|-0.130571562|0.363785804|0.015998475|-86.21963207|-83.88605319|10.2782635|207.7174501|221.1408856|40.01876255|0.8628087240000001|-55.39203581|92.77827871|96.49789556|0.410805404|421.31181889999993|-1509.948957|3072.581297|-21.5571287|6.993991456|11.87042702|0.69723213|7328.308886|88.13890599|38.88975659|0.013841059|-466.1748926|1750.039046|593.503189|8.892225517|1.0|1.0|1.0|2.53|0.21|3.66|2.66|199.45|1.1|3.0|124.54|1.0|3.0|-6.95|5.0|-6.9|457.55|1.0|-4.64|2.3e-05|0.0105|0.0002109999999999|0.0967|3.5741|6.96|2.57|-2426.972609|-2426.924155|668.95|0.2362|346.89|507.64|0.69911|0.0158|6.2384|-2426.787111|8.7269|42.0|7.3768
20b_a10|0.0|0|0|1|1|1.343837209|2.103422978|0.048567614|-0.007463406|5.4161004020000005|-0.073703704|2|0.035818182|-0.030238422|-0.447804373|10.92966143|-0.013623188|0.002637529|-0.049452599|-0.450145946|0.725009545|0.761071345|-0.022843761|0.75259177|-0.094975935|-0.088479815|0.6741049840000001|0.013038163|-60.68950774|-56.53849503|8.331370518|81.39248686|158.09355980000004|91.02309592|0.7616213270000001|-38.78052212|67.46831286|69.02087825|0.454087415|480.905232|-1187.308396|2257.777328|-13.79433873|7.554743755|13.838742600000002|0.8317951020000001|7173.225184999999|152.3236842|28.34404003|0.0171045989999999|-334.3514234|1558.922202|769.1246171|10.92981783|1.0|1.0|1.0|3.15|0.11|4.23|5.0|95.92|2.41|0.0|129.73|0.0|1.0|-5.22|5.0|-6.53|447.49|0.0|-5.09|8.13e-06|0.00364|1.1699999999999999e-09|5.26e-07|5.9354|4.88|3.9013|-1465.62724|-1465.587932|687.84|0.2782|208.89|482.93|669.0|0.1382|5725.0|-1465.395231|7.7954|1.1|5.9586
12a_a32|0.0|1|1|0|0|0.609420757|0.0|0.087371302|-0.009460484|5.733341277|-0.057200812|0|0.036711712|-0.0134169989999999|-0.463563696|10.31100269|-0.074344282|-0.001662219|-0.024155151|-0.583507277|0.788133615|0.845443342|-0.125149165|0.788702323|-0.085324121|-0.109151429|0.288267255|0.016535497|-53.20970382|-68.06885478|10.31184223|111.9735444|131.7691491|62.28768050000001|0.667706375|-33.18255791|81.41372467|63.52154605|0.456641145|491.8493928|-884.8951120999999|3030.946307|-11.99645651|7.083688576|13.03685125|0.840404348|5656.0082|207.2244662|28.81034388|0.021399091|-209.1696096|1325.275819|557.1050635|13.34486989|1.0|1.0|1.0|2.85|0.26|6.49|4.19|140.04|1.1|0.0|110.47|1.0|1.0|-6.01|4.0|-6.32|397.52|1.0|-4.5|3.17e-05|0.0126|2.23e-08|8.86e-06|3576.0|4.63|3576.0|-1880.771042|-1880.734215|667.68|0.2908|346.71|548.66|0.7025600000000001|0.2908|3.0517|-1880.600043|4.2371|25.0|7.6021
37_a18|0.0|0|0|2|2|1.251176176|0.0|-0.0013530679999999|-0.005351023|4.844187086|-0.018808538|1|0.036746032|-0.018268775|-0.385273662|10.94702064|-0.011713125|0.003512954|-0.0276034839999999|-0.44541772|0.7100921609999999|0.725028151|-0.020149364|0.831783747|-0.068500679|-0.074857954|0.385121249|0.009098426|-50.09028298|-54.7389628|6.653112344|12.63119843|123.0060763|60.1335413|0.7648766029999999|-36.62790634|65.15554136|56.74339533|0.488368082|608.2316837999999|-1423.213033|1571.7484060000002|-15.30451633|9.460456975|18.49074823|0.954530133|7035.839448000001|171.9311063|27.36337253|0.0142451319999999|-387.3755475|1860.709332|1056.535856|10.41657856|0.0|0.0|1.0|0.0|0.3|3.68|3.3|76.5|3.33|1.0|151.14|0.0|1.0|-5.68|3.0|-6.14|480.6|0.0|-5.47|3.35e-06|0.00161|1.51e-09|7.27e-07|3.2127|8.11|3.2127|-1532.997117|-1532.974371|794.5|499.0|385.91|673.45|0.69305|499.0|2.2872|-1532.622404|3.0375|35.0|7.4559
19c_a38|0.0|1|0|2|2|1.297043851|0.0|-0.085545751|-0.008177185|5.351858133|-0.04575843|2|0.04508642|0.02192428|-0.449745181|10.95429182|-0.0431896509999999|-0.002443797|0.04814981|-0.434836855|0.7163622890000001|0.846765471|-0.071918235|0.7591916240000001|-0.0918007669999999|-0.108301657|0.396635872|0.024315945|-57.79749770000001|-68.18641054|15.30924906|139.1570837|151.612258|4.848162625|0.7187071909999999|-36.38913762|82.74311399|73.10674676|0.477803802|477.9848537|-1227.35539|2660.812979|-15.15175311|6.97753104|13.36189552|0.914989047|6618.350708|177.10114030000005|33.48483537|0.023120664|-275.39483110000003|1707.726604|640.025745|14.55670345|1.0|1.0|1.0|3.0|0.13|3.17|2.42|105.02|1.76|0.0|130.41|0.0|1.0|-4.35|5.0|-7.13|426.45|0.0|-4.12|7.55e-05|0.0322|1.2099999999999998e-07|5.14e-05|5.8832|3.23|3.8322|-1424.42734|-1424.3899310000002|652.09|0.2961|210.74|517.28|0.6279899999999999|0.1417|2495.0|-1424.247603|3.2846|9.0|8.0348
12ad_a36|0.0|1|0|2|2|1.297042846|0.0|-0.040810025|-0.01083262|5.351858133|-0.073048351|2|0.040787037|0.046496301|-0.649957196|10.95445455|0.010723827|0.000906224|0.077659878|-0.478461478|0.817851296|0.832674224|0.018207862|0.760267769|-0.082404548|-0.107772644|0.423689705|0.030769062|-58.34300549|-76.30379737|21.78471426|94.12528108|169.7321223|81.68309557|0.656407461|-41.30726219|96.81391944|80.12771975|0.477102332|538.2749789|-1449.77215|2474.175727|-18.32944602|8.770308295|16.772513699999998|0.912420081|6569.653402|243.2659577|39.44011905|0.028968808|-221.4751857|2208.646667|735.3783268|20.51012207|1.0|0.0|0.0|0.0|0.17|2.7|1.67|95.5|1.89|0.0|135.03|0.0|1.0|-4.18|6.0|-7.18|439.47|0.0|-4.08|8.36e-05|0.0367|2.42e-07|0.000106|5733.0|4.5|3.8512|-1460.8311199999998|-1460.794632|737.53|0.6073|216.26|588.2|0.67215|0.2532|5.3349|-1460.610659|6.8996|17.0|7.7696
12n_a30|0.0|0|0|2|2|0.604984682|0.0|0.0304762079999999|-0.007311044|5.351858133|-0.064217094|2|0.040899471|-0.1144447669999999|-0.387485343|10.31162898|-0.087019298|0.002064369|-0.254279374|-0.464204099|0.669561738|0.815003426|-0.149451598|0.7781502140000001|-0.083120674|-0.10528124|0.390449649|0.017064818|-52.4873066|-66.48079820000001|10.77573511|85.87072848|140.0890685|0.0|0.799403208|-33.14358793|76.16725916|63.2630417|0.4701566479999999|491.3700419|-1196.654368|2349.172094|-15.42118984|7.385790169|13.93957316|0.887350282|6353.890039|126.6686716|30.54968688|0.0153398069999999|-378.1217671|1496.934657|618.6004214|9.686460958|1.0|1.0|0.0|0.0|0.14|4.25|3.18|81.65|3.2|0.0|127.24|0.0|1.0|-5.39|5.0|-6.02|416.47|0.0|-5.01|9.71e-06|0.00405|1.26e-07|5.260000000000001e-05|5.1999|4.07|3.4859|-1675.011418|-1674.978015|669.57|0.1826|238.43|506.94|0.6854|0.1489|5.3143|-1674.83759|6.32|0.01|7983.0
14a_a10|0.0|0|0|2|2|1.3438495730000002|2.156210368|-0.2090476269999999|-0.002047597|5.4161004020000005|0.0437538159999999|3|0.035660377|0.027446544|-0.147427016|10.92970798|-0.00421565|0.012272222|0.042968756|-0.168193178|0.76857495|0.7348225290000001|-0.007680215|0.911549451|-0.044416218|-0.070610745|0.43555903|0.0135610389999999|-32.23041637|-51.23835032|9.840503082|67.52851799|64.18371923|134.15514270000003|0.542015878|-23.38784787|67.14248252|42.07091945|0.469029865|661.4615097|-922.2903058|1774.8853399999998|-9.988888957|10.0292632|18.88856367|0.8833450959999999|6754.660977|332.3339934|25.39690722|0.0219172279999999|-60.97724212|1701.592784|1003.968547|15.9041322|0.0|1.0|1.0|4.4|0.39|4.16|3.36|59.31|1.94|0.0|146.76|0.0|1.0|-4.21|6.0|-6.82|468.59|0.0|-4.8|1.58e-05|0.00743|6.55e-09|3.07e-06|5.5808|2.25|3802.0|-1489.655581|-1489.803158|800.01|0.2835|222.16|645.26|0.7047100000000001|0.0005|3.1205|-1489.487381|4.8004|74.0|7.1308
12aq_a36|0.0|1|0|2|2|1.297043497|0.0|0.0332421529999999|-0.0116333169999999|5.351858133|-0.135770278|2|0.041728395|0.076517478|-0.674732412|10.95447882|-0.028591187|-0.004569485|0.131910912|-0.5356623070000001|0.892815402|0.839953955|-0.047695595|0.681470612|-0.1093001919999999|-0.122078233|0.162384515|0.021389734|-73.0277723|-81.56528598|14.29132551|86.6958382|212.8220574|112.415579|0.7619767479999999|-48.79273723|95.39676382|87.31909781|0.426481765|455.31741460000006|-1549.740434|2906.024504|-19.17486584|8.596645087999999|14.98931431|0.743623723|6296.75201|159.03272990000002|37.66374367|0.020701483|-350.0740123|2033.842158|689.2886595|13.83147784|0.0|0.0|0.0|0.0|0.13|1.92|0.98|112.29|1.28|0.0|131.85|0.0|1.0|-3.52|5.0|-7.79|424.46|0.0|-3.45|0.000359|152.0|7.19e-07|0.000305|3.9049|3.88|3.3759|-1401.669694|-1401.637414|703.04|0.4988|317.51|534.96|0.7058300000000001|0.0059|6.7649|-1401.452487|8671.0|55.0|7.2596
14_a4|0.0|0|0|1|1|1.399909181|1.947126795|-0.2248919089999999|-0.001935612|5.4161004020000005|-0.04986736|1|0.0409444439999999|-0.0135414919999999|-0.069682036|10.94612798|0.117232935|0.008943549|-0.031578333|-0.199315317|0.507307223|0.77505994|0.204594017|0.8510382459999999|-0.065776751|-0.071074269|0.218112446|0.013047382|-29.91067393|-32.31961528|5.933038407000001|12.12963775|67.73740575|85.72299913|0.768457211|-13.60128622|39.49511556|35.84371234|0.40126838|386.9927769|-452.4746139|1378.961008|-6.23496557|5.304461808|8.859498364|0.6701974079999999|3944.638539|105.2894945|17.84270058|0.015779688|-244.1511936|588.8091192|280.2639278|7.175500282000001|1.0|0.0|0.0|2.39|0.06|3.59|4.09|30.71|2.82|0.0|80.09|0.0|2.0|-3.4|3.0|-5.8|277.3|0.0|-3.97|0.000106|0.0295|1.95e-06|0.000539|4.5233|3.22|4.2312|-918.9507745|-918.9304744|475.32|0.1864|274.1|353.16|0.55975|0.1067|2.3797|-918.896242|3.3312|1.32|5.8794
4b_a49|0.0|0|0|1|1|1.343847828|2.075628989|-0.109946885|-0.0074627159999999|5.4161004020000005|-0.077626337|2|0.036555556|-0.064060521|-0.402986655|10.92776533|0.02907541|0.002557204|-0.10158752|-0.390006034|0.720824193|0.798826417|0.049923437|0.7581492670000001|-0.091725536|-0.090284437|0.438784865|0.0241270029999999|-56.45224362|-55.5653235|14.84890147|41.97072627|148.84640819999998|64.87087098|0.645330839|-34.74338731|71.2971749|71.30114509|0.477868186|466.6010051|-944.6104994|1701.832352|-11.62716177|7.588962922|14.53457293|0.915225186|6025.790417|218.2802175|29.27523192|0.02556165|-178.8869784|1463.761596|600.3287567000001|15.73185141|1.0|1.0|1.0|3.1|0.22|3.71|3.26|90.13|1.66|0.0|112.36|0.0|1.0|-3.81|6.0|-7.12|400.43|0.0|-3.88|0.000132|0.0527|8.91e-08|3.570000000000001e-05|4.6422|3.56|3.7413|-1333.063439|-1333.026419|664.86|0.2856|267.08|509.78|0.68242|0.0615|1.8265|-1332.8586269999998|2.2306|79.0|7.1024
17_a3|0.0|0|0|0|0|0.605019885|0.0|0.188373421|-0.009450704|4.727387819|-0.118246266|2|0.047430556|-0.015463451|-0.349676046|10.31163036|-0.0510707059999999|-0.006696449|-0.027542873|-0.633373061|0.881253042|0.767641592|-0.085686119|0.803075623|-0.098658557|-0.096067661|0.225087454|0.010321361|-50.20132919|-48.88298017|5.251911643|234.4907116|100.2028184|76.17242478|0.840062179|-25.54439812|55.39769571|55.45324083|0.4383349039999999|408.6362608|-684.3617224|1667.279771|-10.24205849|6.2477303310000005|11.12358659|0.780420408|4839.543958|81.38261354|23.96047156|0.012803096|-346.0738521|814.6560331000001|353.7528308|6.514715538|1.0|1.0|1.0|2.65|0.0|4.96|4.66|92.93|2.37|0.0|95.5|0.0|1.0|-5.53|3.0|-5.61|338.81|0.0|-4.93|1.18e-05|0.00399|3.28e-08|1.11e-05|3.2102|3.57|3.2102|-1731.75233|-1731.72355|537.32|0.4062|386.22|393.58|0.69481|0.4062|3.8077|-1731.663157|4.8815|23.0|7.6383
17a_a50|0.0|0|1|1|1|1.349854788|4.319202937|-0.186084687|-0.002225436|5.82008293|0.009691515|1|0.034142512|-0.109740063|-0.133526134|10.94500663|-0.131632653|0.012893333|-0.178162528|-0.220088198|0.762224122|0.784570118|-0.215448852|0.92300665|-0.045404408|-0.078525868|0.4062532579999999|0.013784807|-29.57096251|-51.14229199|8.977762705|10.03717565|50.14419437|84.34722313|0.7899109000000001|-19.25896309|58.69900789|38.54872522|0.486855438|601.1353533|-1022.84584|1799.721631|-11.89568886|8.087984548|15.76161018|0.948768582|5718.782531|136.82673369999998|23.12299308|0.011602876|-377.6260803|1294.887612|719.3470265|7.556715901|1.0|1.0|1.0|3.29|0.29|3.39|4.14|51.77|2.3|0.0|121.78|0.0|1.0|-3.99|4.0|-6.44|398.5|0.0|-4.44|3.61e-05|0.0144|1.75e-07|6.97e-05|4.2478|3.08|4.0477|-1258.566007|-1258.540058|705.96|0.1817|291.88|616.93|0.66046|0.1754|6.2113|-1258.322582|8.2991|85.0|7.0706
9g_a24|0.0|1|0|0|0|1.427608366|1.7647373919999998|-0.318471716|-0.00106361|5.283203728999999|0.001126633|2|0.0279797979999999|-0.162313932|-0.0425444|10.96318169|-0.02471184|0.013119312|-0.292600863|-0.079421802|0.683676657|0.7931626959999999|-0.045107345|0.8671367529999999|-0.064835725|-0.065668047|0.383340003|0.01876163|-32.080056199999994|-32.49188065|9.283063574|174.88817269999998|65.73938109|0.0|0.4819264479999999|-15.87288497|49.25777584|41.36311977|0.427531635|429.0504306|-389.9025677|1196.910121|-5.214049137|6.124370267000001|10.69818114|0.746821416|4355.725609|256.3375151|21.8662148|0.033884884|17.88521849|809.0499476|341.3207334|16.76589519|0.0|0.0|1.0|1.78|0.06|2.91|2.93|72.28|0.64|0.0|87.53|0.0|1.0|-2.49|4.0|-7.17|302.33|0.0|-3.09|0.0008179999999999|247.0|3.720000000000001e-07|0.000113|5.2521|0.75|4.2802|-984.5891383|-984.5565078|524.03|0.2444|236.07|400.47|0.64993|0.1023|2.9691|-984.497752|4.4131|68.0|7.1675
14h_a23|0.0|0|1|0|0|1.197963488|3.309480899|0.043538466|-0.005921293|5.351858133|0.006191846|2|0.04255787|0.0316908439999999|-0.307907256|10.31321773|-0.034313725|0.009266617|0.060820238|-0.4460845129999999|0.708395022|0.79263722|-0.05745554|0.923430574|-0.063825076|-0.081058742|0.223157991|0.021982565|-43.02851162|-54.6468131|14.81983413|41.34207782|51.620282|86.83095818|0.753100584|-29.00823506|67.44368679|57.84834575|0.48032488|622.5428245|-1092.936262|2371.16134|-15.35036053|7.833334036|15.0735214|0.924279155|6722.809649|166.45047749999998|30.23434844|0.018981866|-341.2621515|1451.248725|646.2584547|12.79687369|0.0|1.0|1.0|3.2|0.04|3.4|3.89|128.81|2.39|1.0|125.0|0.0|1.0|-5.68|5.0|-6.62|436.49|0.0|-4.9|1.27e-05|0.00554|3.39e-08|1.4800000000000002e-05|4.0506|3.29|3.6689|-1722.1762399999998|-1722.148272|699.86|0.3424|306.09|569.53|0.69933|0.2727|9.7146|-1721.99264|13.4823|5.0|8.3468
2_a20 (SB-505124)|0.0|1|0|1|1|1.183764955|0.0|-0.006955944|-0.010175551|5.351858133|-0.076310057|1|0.05042042|0.013612077|-0.498602014|10.95129567|-0.137383329|0.003789399|0.02072518|-0.520284161|0.827730504|0.725030162|-0.19681999|0.7694360659999999|-0.083565835|-0.117328885|0.214264156|0.02856542|-45.98170774|-64.55966745|15.71798823|122.8758934|126.8667205|441.9400248|0.831919306|-25.30121848|70.87109323|61.69969596|0.475937029|423.3785776|-968.3950117|1709.9571620000002|-11.58380004|5.952040367|11.3574908|0.908167636|4762.83693|92.48561162|25.30541763|0.011470204|-365.2740749|1164.049211|477.95809620000006|6.311425784|1.0|1.0|1.0|3.1|0.3|5.16|4.47|60.03|2.06|0.0|97.55|0.0|1.0|-5.24|4.0|-5.31|335.4|0.0|-4.91|1.22e-05|0.0040799999999999|6.070000000000002e-08|2.03e-05|3.6404|4.57|3.6404|-1089.371784|-1089.358727|593.8|0.3267|340.58|505.82|0.69947|0.3267|2.5584|-1089.201587|3.9392|169.0|6.7721
15c_a22|0.0|0|0|0|0|1.42291727|1.596256692|-0.134137693|-0.005236206|4.727387819|-0.018518519|2|0.038137255|-0.026986769|-0.298463715|10.9464374|0.006275578|0.004362505|-0.047249795|-0.364626967|0.667111824|0.773044788|0.010828071|0.8665852140000001|-0.067475429|-0.080088202|0.615901609|0.024561528|-48.58045253|-57.66130245|17.68362419|36.22825261|96.05497587|78.22334636|0.661775114|-34.97658951|75.52188549|66.26407672|0.462157867|623.9175171|-1153.226049|2092.620825|-15.66586856|8.626398368|16.03890406|0.859281634|6882.442370999999|243.5126145|32.87972244|0.0248073129999999|-232.9472639|1742.625289|731.8178649|17.86058304|0.0|1.0|1.0|2.85|0.08|3.9|4.18|109.38|1.08|0.0|128.77|0.0|1.0|-4.86|6.0|-6.96|445.48|0.0|-4.62|2.4e-05|0.0107|5.269999999999997e-10|2.35e-07|5.7361|4.79|3674.0|-1460.602657|-1460.571156|715.42|0.5082|216.15|575.8|0.69113|0.0694|7.382000000000001|-1460.387718|9.0393|737.0|6.1325
16c_a32|0.0|1|1|0|0|0.6094207629999999|0.0|0.191088217|-0.01639019|5.733341277|-0.087497559|0|0.03995614|-0.03152033|-0.770338913|10.31100271|-0.036931818|-0.00369116|-0.057356214|-0.697601261|0.809370315|0.8607827790000001|-0.061904762|0.773043206|-0.088841599|-0.119988297|0.367322508|0.025791147|-53.00702241|-71.59058881|15.38819548|102.2022233|135.41296|37.0285246|0.6846367059999999|-31.62645048|86.97970500000001|68.39521789|0.463897164|461.2334662|-1002.268243|3143.196853|-13.59090376|6.313526111|11.77670717|0.8653137670000001|5979.891916|188.1603823|33.27140293|0.02579269|-220.3256617|1463.941729|513.9156315|15.38911619|1.0|1.0|1.0|3.08|0.22|5.64|4.21|149.27|0.88|0.0|107.14|1.0|1.0|-6.04|5.0|-6.44|399.49|1.0|-4.41|3.89e-05|0.0155|1.0300000000000001e-07|4.13e-05|3.6264|4.12|3.6264|-1916.6792|-1916.651132|639.66|0.2955|341.89|508.43|0.70198|0.2955|4.0551|-1916.536967|5.3459|5.0|8.3468
19i_a38|0.0|1|0|2|2|1.297043925|0.0|-0.125335237|-0.008447598|5.351858133|-0.115864198|2|0.043197531|0.08414367|-0.4561702689999999|10.96052467|-0.053762162|-0.004358975|0.215263198|-0.430016467|0.653741315|0.836170906|-0.087904124|0.747158407|-0.08347616|-0.113250303|0.4748744179999999|0.022576308|-51.15830416|-69.40536597|13.83587388|137.7658863|154.953787|10.71501217|0.7419238420000001|-31.35232957|82.98550237|64.99417804|0.444551315|457.89548719999993|-1249.2965869999998|2335.0953870000003|-15.31261014|6.690507557999999|12.04523072|0.800346329|6744.7785650000005|158.161786|33.67721904|0.022159015|-296.5257022|1683.860952|593.6088758|13.5801364|1.0|1.0|1.0|2.88|0.14|3.55|3.11|81.23|2.78|0.0|125.65|0.0|1.0|-4.25|5.0|-6.81|419.43|0.0|-4.33|4.67e-05|0.0196|7.599999999999999e-08|3.19e-05|5.7041|3.66|3.6129|-1431.415351|-1431.384243|641.31|0.2156|217.36|457.26|0.69267|0.1886|6.6636|-1431.239177|8.6365|13.0|7.9031
