molecula|SddssS|NaaNH|SaaNH|SssssC|SRW09|nAHRing|nARing|BCUTs-1|AATSC1c|n6HRing|SaaaC|MATS8i|BCUTi-1|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|n6aHRing|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|PNSA5|PPSA3|RPSA|TPSA_x|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|FPSA1|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|DPSA4|FPSA5|DPSA2|PPSA5|CYP2C19 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|IC50|pIC50
13k_a6|0.0|1|3.423411754|0.0|7.412764017000001|1|1|1.42421381|-0.014257799|1|0.0|0.0809333929999999|10.95129637|1|-0.006280295|0.08217847|-0.045794891|-0.073210645|1|0.7908110340000001|0.1373649019999999|-0.123105035|0.84018367|0.827754203|0|0.641032542|-0.11937574|-0.127178105|0.212093198|-88.29427104|20.6185734|0.3589674579999999|249.215618|-61.29890279999999|14.31458589|113.5526088|0.7971316940000001|-2.543562101|-57.53822059|103.4959988|0.426031882|445.0412356000001|-1765.8854210000002|3332.974951|0.202868306|14.58291125|0.7422570490000001|140.8427117|-1225.9780560000002|39.55891914|0.017981419|2215.299472|12.48372364|1.0|1.0|3.68|2.8|0.16|-8.89|4.55|3.8|115.15|1.39|1.0|124.98|0.0|7.0|-5.49|5.0|0.0|0.0|1.0|3.26e-06|0.00144|1.7100000000000002e-05|1.29e-09|5112.0|5.41|3.5476|-1465.862962|-1465.83213|731.25|0.3971|242.53|577.68|0.70536|-1465.557346|0.0137|-0.14589|8.1639|0.0308324|46.0|7.3372
13h_a6|0.0|1|3.464247528|0.0|6.842683282|0|0|1.424099498|-0.006619944|2|1.656132209|-0.01698365|10.95053423|1|-0.000644109|0.105918119|-0.12414699|-0.215607882|2|0.780222427|-0.0256002129999999|-0.164411111|0.8391892870000001|0.789769968|1|0.867910741|-0.074151997|-0.091977068|0.300800177|-64.32173453|12.1971464|0.132089259|92.37313621|-44.98170701|8.529752344|0.0|0.736918588|-1.747564296|-36.26429338|64.05338768|0.461667017|606.9504647000001|-1222.112956|2829.19698|0.263081412|16.928040300000003|0.8575863490000001|183.9790404|-854.6524332|30.71129129|0.017825256|1658.40973|12.4656221|1.0|1.0|3.64|3.03|0.12|-10.57|5.41|4.79|103.17|1.13|2.0|128.63|0.0|6.0|-5.56|5.0|0.0|0.0|1.0|2.77e-06|0.0012|8.8e-06|2.67e-11|4.8701|3.83|3392.0|-1386.613707|-1386.569017|738.61|1.0978|254.58|591.53|0.69001|-1386.302668|0.2121|-0.14097|7.2872|0.04469058|47.0|7.3279
12a_a32|0.0|1|3.442930603|0.0|7.765993078999999|0|0|0.609420757|-0.009460484|0|2.136609567|-0.031249617|10.31100269|3|-0.001662219|-0.024155151|-0.0852122769999999|-0.1534110109999999|0|0.845443342|-0.018578911|-0.125149165|0.8966299409999999|0.7507116140000001|1|0.788702323|-0.085324121|-0.109151429|0.288267255|-68.06885478|10.31184223|0.211297677|131.7691491|-42.44899997|6.430656017|62.28768050000001|0.667706375|-1.4189685719999998|-33.18255791|63.52154605|0.456641145|491.8493928|-884.8951120999999|3030.946307|0.332293625|13.03685125|0.840404348|207.2244662|-551.8369996|28.81034388|0.021399091|1325.275819|13.34486989|1.0|1.0|3.45|2.85|0.26|-7.65|6.49|4.19|140.04|1.1|1.0|110.47|1.0|7.0|-6.01|4.0|1.0|0.0|1.0|9.78e-07|0.000389|3.17e-05|2.23e-08|3576.0|4.63|3576.0|-1880.771042|-1880.734215|667.68|0.2908|346.71|548.66|0.7025600000000001|-1880.539078|0.2908|-0.14827|3.0517|0.03682626|25.0|7.6021
15c_a10|0.0|0|0.0|0.0|7.535296702|2|2|1.343850105|-0.002218445|3|2.063253638|-0.1036030219999999|10.92970798|1|0.012271987|-0.101214571|-0.226679901|-0.35845963|2|0.7351096359999999|-0.03167553|0.022187689|0.772328328|0.733973277|1|0.904458517|-0.046967376|-0.072537853|0.418835517|-50.32840842|10.2013281|0.095541483|66.28884934|-34.91899195|7.077912953999999|136.2098503|0.528228415|-1.233143495|-22.60962187|42.7883594|0.449308156|627.5338454|-855.5829431|1817.047455|0.471771585|15.6886947|0.8158976029999999|327.3258326|-593.6228632|25.30814911|0.023432886|1619.721543|16.25826809|0.0|1.0|3.85|4.09|0.37|-7.79|3.77|2.97|59.31|1.74|1.0|141.96|0.0|6.0|-3.85|6.0|0.0|1.0|0.0|0.0001419999999999|0.0646|2.68e-05|1.6100000000000002e-08|5.5913|2.2|3.6709|-1450.241475|-1450.500669|762.21|0.3939999999999999|221.75|595.63|0.70511|-1450.139335|0.0|-0.14739|2.4256|-0.25919486|0.1|7.0
25c_a34|0.0|0|0.0|0.0|7.412764017000001|2|2|1.377881974|-0.014384932|2|0.0|-0.056443595|10.95957635|1|0.001433865|-0.250299211|-0.3609280379999999|-0.563411433|1|0.80135608|0.118901861|-0.072907053|0.844690266|0.760055383|0|0.683231623|-0.088513496|-0.113392997|0.478421157|-75.6298008|29.22363765|0.316768377|211.2752099|-50.44285726|19.49130854|93.28638171|0.537428437|-1.7008949569999998|-39.37521522|88.25954175|0.4356106729999999|455.6954382|-1134.447012|2439.174137|0.4625715629999999|13.26192888|0.77182656|308.52165519999994|-756.6428589|39.09037289|0.037538004|2110.880136|25.03674677|0.0|1.0|3.64|3.17|0.32|-5.71|2.18|1.98|90.74|1.0|1.0|116.0|0.0|6.0|-2.81|6.0|0.0|0.0|0.0|0.00156|659.0|0.000523|1.97e-06|4.2095|4.32|4.2095|-1426.704645|-1426.666471|704.43|0.2239999999999999|294.54|561.29|0.69247|-1426.421463|0.2239999999999999|-0.17424|7.12|0.03817361|1.78|5.7496
12j_a36|0.0|1|3.502198129|0.0|7.412764017000001|2|2|0.6293514410000001|-0.007086381|2|0.0|0.039869055|10.33556498|1|0.003710345|0.161289379|-0.07550872|-0.133106642|1|0.820041835|-0.1241793309999999|-0.089459459|0.87043328|0.855081905|0|0.852586292|-0.069970795|-0.105480639|0.362692602|-69.66341599|11.99396966|0.147413708|97.35760604|-46.00836307|7.921272637|2.098786266|0.7758129420000001|-2.004132137|-30.5197407|58.20533756|0.457280037|563.0803357000001|-1323.6049039999998|2536.987511|0.224187058|13.78874575|0.8425708820000001|148.06163930000002|-874.1588982999999|31.59421634|0.016546717|1706.0876829999995|10.92807939|1.0|1.0|4.86|0.0|0.17|-7.05|3.33|2.61|94.5|2.51|1.0|135.47|0.0|6.0|-4.85|4.0|0.0|0.0|0.0|1.4300000000000002e-05|0.0061|3.09e-05|8.95e-08|5.2072|3.37|3.7807|-1670.448063|-1670.420129|694.28|0.4981|238.1|536.01|0.69967|-1670.184251|98.0|-0.15495|6.4451|0.02793415|0.01|8.0
10_a32|0.0|1|3.294952523|0.0|7.765993078999999|0|0|0.6094207629999999|-0.016404762|0|2.067772926|-0.028431775|10.31100271|3|-0.00369116|-0.03673326|-0.1260956869999999|-0.229450999|0|0.8607827790000001|0.012125768|-0.079818594|0.915639476|0.764217655|1|0.7622839570000001|-0.088310158|-0.1223816869999999|0.266552538|-75.59866726|15.91131724|0.237716043|146.8439966|-46.69945835|9.828875607|52.24660367|0.6946347429999999|-1.7133436169999998|-33.69815077|70.46302679|0.449853016|470.8845962|-1058.381342|2980.525719|0.305365257|12.86809583|0.81769605|188.6328503|-653.7924168|34.62844557|0.025106509|1523.651605|15.50900878|1.0|1.0|3.56|3.12|0.22|-6.99|5.64|4.21|149.27|0.88|1.0|107.14|1.0|7.0|-6.04|5.0|1.0|0.0|1.0|9.17e-07|0.000366|3.89e-05|1.0300000000000001e-07|3.6441|4.12|3.6441|-1916.668776|-1916.631761|654.7|0.2983|340.24|533.89|0.70228|-1916.460049|0.2983|-0.15088|2.4919|0.03701539|7.0|8.1427
4p_a46|0.0|0|0.0|0.122217892|7.825245291|1|1|1.134636977|-0.004413243|0|0.0|-0.205494852|10.93681929|1|0.004453195|-0.251219946|0.066453878|0.101602982|0|0.747019097|-0.078703563|-0.1623103719999999|0.7911509609999999|0.751334374|0|0.905966489|-0.0997229069999999|-0.083274013|0.3352802039999999|-47.22779946|4.195717966|0.094033511|53.32991189|-26.78464688|2.379548177|0.0|0.87420565|-1.498932241|-32.07534663|60.7522985|0.423511708|513.8073925|-850.1003902999998|2219.4587530000003|0.12579435|10.10955243|0.734640605|71.34266847|-482.1236438|19.44852199|0.006740305|972.4260993|3.822678404|1.0|0.0|3.89|3.2|0.3|-7.05|4.85|5.25|61.84|3.2|2.0|107.89|0.0|2.0|-5.8|3.0|0.0|1.0|1.0|1.59e-06|0.000567|4.03e-06|8.95e-08|5.4796|4.89|3.9958|-1129.65844|-1129.618646|598.19|0.2363|226.26|537.47|0.70138|-1129.3914619999998|0.0763|-0.16819|3.6961|0.03979459|341.0|6.4672
4R4k_a46|0.0|0|0.0|0.173180233|7.825245291|1|1|1.134637098|-0.0049602|1|0.0|-0.1149361969999999|10.94631314|1|0.006050983|-0.158788415|0.008544799|0.012963356|1|0.7477594870000001|-0.003017362|-0.141706595|0.787615341|0.784722915|0|0.890625164|-0.089699228|-0.085931818|0.237621572|-45.72566346|4.194771739|0.109374836|58.20005971|-24.33134018|2.232103603|0.0|0.866681099|-1.4608409080000002|-25.39807111|51.92513282|0.465590034|473.9155694|-777.3362788|1767.850427|0.133318901|10.33328154|0.871222588|70.94107067|-413.632783|18.68565706|0.007248925|896.9115391|3.857266463|1.0|1.0|3.8|3.12|0.33|-6.61|4.26|4.77|50.94|2.84|1.0|100.96|0.0|2.0|-4.82|3.0|0.0|1.0|1.0|1.5e-05|5.0|1.4800000000000002e-05|2.48e-07|5.2965|4.52|4.1392|-1053.439174|-1053.413412|565.94|0.2896|234.09|490.83|0.68404|-1053.202129|0.1008|-0.17484|1.8559|0.0257622|97.0|7.0132
11f_a5|0.0|1|2.967866825|0.0|6.605297921|1|1|1.370797007|-0.0037371509999999|3|0.0|-0.178881726|10.94877949|1|0.008309782|-0.1323098|-0.128153787|-0.203228986|2|0.756843253|-0.008110526|-0.016518403|0.800575032|0.750555185|0|0.847356138|-0.068361657|-0.074612137|0.368815548|-51.92819555|15.41338844|0.152643862|106.23633909999998|-36.14073513|10.72733576|13.29510896|0.5109475960000001|-1.268406334|-33.11311829|62.99140465|0.463183664|589.7388387999999|-882.7793242999999|1125.122028|0.489052404|18.03905985|0.8628345190000001|340.3683339|-614.3924972|30.31104695|0.030351311|1727.7296760000002|21.12375879|0.0|1.0|3.35|2.87|0.24|-8.67|4.61|3.53|76.16|1.03|1.0|126.79|0.0|7.0|-3.95|6.0|0.0|1.0|0.0|0.000112|0.0477|5.479999999999999e-05|2.12e-09|4.4523|2.25|4.1356|-1391.7602960000002|-1391.722248|729.96|0.5834|278.47|579.1|0.64937|-1391.444853|0.1834|-0.1691|2.1313|0.03804804|12.0|7.9208
12bb_a36|0.0|1|3.3296932480000003|0.0|7.412764017000001|2|2|1.29704416|-0.008239316|2|0.0|-0.018516159|10.96022185|1|-0.004358975|0.2463876689999999|-0.098027247|-0.250781298|1|0.836170906|0.0534307559999999|-0.045186455|0.892249657|0.632625562|0|0.6888482109999999|-0.090660196|-0.114330726|0.314702945|-73.39466247|14.16769093|0.311151789|199.7440352|-47.11573753|9.094955748|0.0|0.719294078|-1.943622342|-37.36110291|72.36704599|0.4808928389999999|442.2064275|-1247.709262|2458.790147|0.280705922|15.13083401|0.926384521|180.1992964|-800.967538|34.69260487|0.022984922|1734.6302440000002|14.75518126|1.0|0.0|4.72|0.0|0.14|-7.12|3.55|3.0|69.2|2.78|1.0|123.67|0.0|5.0|-3.99|6.0|0.0|1.0|0.0|0.000102|0.0424|4.81e-05|7.599999999999999e-08|5.2382|3.66|3.8001|-1431.4091|-1431.374881|667.88|0.4172|236.69|515.92|688.0|-1431.178978|0.0736|-0.15507|6251.0|0.03421884|0.01|8.0
12z_a30|0.0|0|0.0|0.0|7.412764017000001|2|2|0.604983642|-0.008819424|2|0.0|0.018796341|10.31162784|1|0.005111479|0.05890953|-0.12254489|-0.207153446|1|0.809127478|-0.02232319|-0.077335468|0.855880335|0.794193541|0|0.832920077|-0.071429418|-0.107776943|0.315493739|-74.96232552|21.47520633|0.167079923|116.2094523|-52.13870496|14.93669572|0.0|0.630839856|-1.939984979|-34.55504699|71.1566605|0.48740649|579.3226647000001|-1349.321859|2435.831516|0.3691601439999999|15.74641625|0.950863559|256.7627363|-938.4966892|37.52507564|0.029109145|2138.929312|20.24634493|1.0|1.0|4.86|0.0|0.21|-6.83|3.94|2.63|100.11|2.2|2.0|140.26|0.0|7.0|-5.61|6.0|0.0|0.0|0.0|2.47e-06|0.00113|9.94e-06|1.47e-07|4.8063|3.34|3.4438|-1804.814868|-1804.785911|739.33|0.1855|257.96|580.6|0.6853199999999999|-1804.51674|0.1441|-146.0|7.0446|0.02895763|44.0|7.3615
13f_a6|0.0|1|3.440154557|0.0|6.842683282|0|0|1.429020649|-0.006930367|2|1.651047524|-0.071478789|10.95053349|1|-0.001446486|0.079490516|-0.126749697|-0.223618825|2|0.77199166|-0.028317736|-0.088948538|0.834167942|0.790249345|1|0.863222493|-0.073352505|-0.092939631|0.176745407|-62.41821579999999|12.46087045|0.136777507|91.85971442|-41.92004677|8.368715213|0.0|0.720711855|-1.672913351|-33.08535238|61.72438096|0.401838426|579.7398537|-1123.527884|3253.287533|0.279288145|15.13042752|0.6717890999999999|187.5697972|-754.5608419|30.56694343|0.0196449239999999|1558.914115|13.19352214|1.0|1.0|3.56|2.21|0.08|-10.18|5.01|4.53|103.17|0.92|1.0|123.82|0.0|5.0|-5.11|5.0|0.0|0.0|1.0|7.74e-06|0.00323|1.65e-05|6.59e-11|4.8413|3.36|3139.0|-1347.301285|-1347.266914|711.29|901.0|256.1|568.41|0.70541|-1347.018087|0.0048|-0.12805|10.8469|0.03437105|42.0|7.3768
14f_a23|0.0|0|0.0|0.0|7.423568444|0|0|1.197963246|-0.006791105|2|0.745818086|-0.0555907109999999|10.3132176|2|0.010508236|0.101910723|-0.110069159|-0.199540201|2|0.796412133|0.070514687|-0.06885759|0.854683662|0.71381683|1|0.894162392|-0.059927056|-0.084419703|0.2096108239999999|-57.07376861|18.34483401|0.105837608|71.55380685|-38.58595734|12.40242234|96.60179161|0.665778294|-1.603974359|-27.39103254|58.85981824|0.478733036|604.5178506|-1084.401604|2322.5224120000003|0.334221706|15.58565565|0.918402793|225.9578225|-733.1331894|31.93672236|0.025162423|1628.77284|17.01160115|0.0|1.0|3.57|3.61|0.09|-7.51|3.42|4.03|114.25|2.72|2.0|126.78|0.0|6.0|-5.63|5.0|0.0|0.0|0.0|2.32e-06|0.0010199999999999|9.57e-06|3.11e-08|5.8184|3.23|3.5753|-1744.452086|-1744.429532|711.98|0.2462|213.09|572.35|0.6733399999999999|-1744.182678|0.1699|-0.1458|6.3534|0.02255331|2.0|8.6459
12ar_a36|0.0|1|3.46014932|0.0|7.412764017000001|2|2|1.297042582|-0.007046017|2|0.0|-0.1073795209999999|10.95407427|1|0.002112069|0.145909555|-0.096853381|-0.169341326|1|0.8371588959999999|-0.017348015|-0.064014394|0.89459881|0.8196353679999999|0|0.8365428659999999|-0.080760277|-0.098732471|0.317338373|-66.9989409|15.19305207|0.163457134|110.9204982|-45.46486105|10.30986449|0.0|0.705591187|-1.875916952|-37.18892821|69.99622854|0.4743067589999999|567.6702443|-1272.979877|2404.999137|0.294408813|16.68371115|0.902250063|199.7830951|-863.83236|33.4098581|0.0223636779999999|1804.132337|15.17578458|1.0|0.0|4.86|0.0|0.17|-7.05|3.14|1.95|92.99|1.59|1.0|133.27|0.0|6.0|-3.92|5.0|0.0|0.0|0.0|0.0001199999999999|0.0503|0.000122|8.95e-08|5225.0|3.23|3.8489|-1364.511244|-1364.467971|717.19|0.5586|237.29|580.53|0.67174|-1364.235126|0.2372|-0.15631|6.4688|0.04327285|25.0|7.6021
6b_a31|0.0|1|3.404988662|0.0|7.773594467000001|1|1|0.610136262|-0.016070861|0|0.0|-0.032090772|10.31169819|2|-0.008439437|0.1978523089999999|-0.002840672|-0.004825446|0|0.78240875|-0.068433069|-0.084489161|0.841537966|0.795570315|0|0.627853074|-0.12081047|-0.1284626569999999|0.146652651|-78.37648097|20.12924648|0.372146926|227.0509355|-47.81835367|12.28107483|101.4993391|0.7459204140000001|-2.055402513|-44.96993859|93.83704414|0.4807018779999999|383.0600707|-1254.023695|2063.736075|0.254079586|14.46878435|0.925676135|155.0167518|-765.0936586|37.35947255|0.024142162|1681.1762649999998|14.72939894|1.0|1.0|3.55|2.73|0.1|-7.33|5.19|4.0|131.36|1.36|1.0|109.69|0.0|4.0|-5.63|5.0|0.0|0.0|1.0|2.34e-06|0.000947|2.18e-05|4.67e-08|3.2949|4.61|3.2949|-1652.671944|-1652.635711|637.06|0.4967|376.29|492.36|0.7013199999999999|-1652.44739|0.4967|-0.13345|5.9085|0.03623358|54.0|7.2676
14b_a50|0.0|0|0.0|0.0|7.934155233999999|2|2|1.267593742|-0.003935732|2|2.115127752|0.037777505|10.94501788|2|0.011249462|-0.106938404|-0.1786649189999999|-0.280243276|1|0.7887047979999999|0.030057537|-0.076752616|0.831689551|0.71456262|1|0.904076348|-0.050362464|-0.076674952|0.7031402240000001|-50.27694576|14.70317076|0.095923652|62.89861413|-32.9673668|9.64109526|192.8987555|0.637281054|-1.533499045|-21.65397937|47.72661339|0.445384689|592.81677|-1005.538915|2984.248708|0.362718946|11.45638132|0.8030515570000001|237.8403928|-659.347336|26.29763086|0.021820402|1577.857852|14.30797341|1.0|1.0|4.64|3.64|0.35|-6.86|3.72|4.81|66.99|2.32|2.0|128.39|0.0|7.0|-4.6|5.0|0.0|1.0|0.0|2.51e-05|0.0111|1.6800000000000002e-05|1.3900000000000001e-07|5.2834|3.05|4.0775|-1431.068494|-1431.037684|718.64|0.1637|234.67|533.25|0.64303|-1430.72987|0.1373|-0.16874|5.3711|0.03081037|6.58|5.1818
17a_a6|0.0|1|3.3685510360000004|0.0|7.412764017000001|1|1|1.424257628|-0.012704951|1|0.0|0.078798543|10.94948984|1|-0.00194781|0.068338372|-0.10896749|-0.180339002|1|0.7722228729999999|0.08716369|-0.106323149|0.8299950709999999|0.8013954109999999|0|0.753082653|-0.096082495|-0.109388399|0.350977745|-71.75703418|20.43213226|0.2469173469999999|161.9738174|-47.07146289|13.40315088|554.1936506|0.77193498|-2.078379577|-41.34573382|83.46070738|0.483320982|494.010135|-1363.383649|2217.333474|0.22806502|16.13665395|0.935437602|149.60699319999998|-894.3577948999999|35.323795000000004|0.019808023|1766.18975|12.99374518|1.0|1.0|3.52|2.88|0.12|-9.01|4.98|4.32|95.85|1.7|2.0|116.79|0.0|5.0|-5.81|5.0|0.0|0.0|1.0|1.56e-06|0.000637|6.69e-06|9.77e-10|3.5421|4.04|2.9753|-1350.102634|-1350.078838|696.96|0.3933|350.03|574.02|0.7024|-1349.830672|0.0101|-0.12425|4.1627|0.02379552|24.0|7.6198
34_a47|0.0|0|0.0|0.0|6.842683282|0|0|1.40499556|-0.004157676|3|1.741433543|-0.043634386|10.98214103|1|0.0047106|-0.208989427|-0.1430639269999999|-0.317014709|3|0.833786184|0.046668352|0.128336294|0.89234354|0.609110565|1|0.8260556609999999|-0.061957581|-0.090141168|0.437215023|-49.91779281|10.92238452|0.1739443389999999|96.32577107|-27.64315244|6.048527453999999|0.0|0.653993216|-1.261976347|-19.00022922|45.23285281|0.45489212|457.4477611|-698.8490993|918.6458674|0.346006784|12.96364153|0.834499257|191.6093987|-387.0041342|24.85087647|0.023023142|1068.587688|12.74960652|1.0|1.0|3.19|3.0|0.16|-7.47|3.34|4.52|68.52|1.75|0.0|99.09|0.0|4.0|-3.57|5.0|0.0|1.0|1.0|0.000267|0.0929|0.000125|3.36e-08|4.2077|2.41|3.8892|-1162.4815230000002|-1162.450678|585.79|0.2309|294.66|436.88|0.69314|-1162.283641|0.1718|-0.16086|4.4605|0.03084502|2.0|8.7
12j_a30|0.0|0|0.0|0.0|7.412764017000001|2|2|0.604984421|-0.006336585|2|0.0|0.0074730759999999|10.31162861|1|0.005965451|-0.0431311459999999|-0.053644471|-0.09353607|1|0.795446883|0.0060012969999999|-0.130412856|0.846470093|0.7991060659999999|0|0.842199041|-0.073909106|-0.094132698|0.328405591|-60.832977500000005|10.09017681|0.157800959|101.9784021|-39.31313154|6.520746879|0.0|0.8134611009999999|-1.882653966|-30.8670468|57.85371764|0.476658597|544.2686362000001|-1216.65955|2258.891981|0.1865388989999999|15.41574553|0.91079856|120.550211|-786.2626307999999|28.76265258|0.01349128|1495.657934|8.71869951|1.0|0.0|4.76|0.0|0.17|-7.01|4.35|2.93|81.65|3.04|2.0|132.24|0.0|5.0|-5.66|4.0|0.0|0.0|1.0|2.21e-06|0.0009119999999999|7.05e-06|9.75e-08|5.1971|4.14|3.4788|-1615.096172|-1615.064152|695.8|0.2163|238.56|549.64|0.68625|-1614.831741|0.1516|-0.14772|4.6727|0.03201935|9.0|8058.0
3p_a32|0.0|1|3.456037415|0.0|8.02059915|1|1|0.609420752|-0.008735261|0|2.1365141480000003|-0.111150118|10.31100269|3|0.000920756|-0.092884784|-0.146606489|-0.26891009|0|0.8599558070000001|0.058054833|-0.120768771|0.918782026|0.6956696440000001|1|0.8195708759999999|-0.070907174|-0.098773656|0.366898545|-58.13283248|12.5150622|0.180429124|106.1908248|-34.21384146|7.365688817|57.82331968|0.6199678829999999|-1.28405753|-24.56127372|54.24719019|0.416240891|482.3550967|-755.7268222|3037.061498|0.380032117|10.69458635|0.713035367|223.6663527|-444.779939|27.70403125|0.025390655|1218.977375|14.94356622|1.0|1.0|3.38|2.6|0.26|-6.79|6.06|3.71|131.25|1.1|1.0|112.37|0.0|4.0|-5.11|4.0|0.0|0.0|1.0|7.78e-06|0.00308|5.629999999999999e-05|1.62e-07|3.6436|4.26|3.6436|-1879.554272|-1879.527843|626.32|0.3083|340.28|471.04|0.7017100000000001|-1879.350471|0.3083|-0.15055|4.3094|0.02642856|26.0|7585.0
9g_a40|0.0|0|0.0|0.0|7.515889085|0|0|0.604992427|-0.0054957819999999|0|0.895670535|0.139758613|10.31197177|2|0.0115573539999999|0.133954053|-0.037217966|-0.062672355|0|0.764275277|-0.384131901|-0.242405063|0.821935848|0.665414608|1|0.90454157|-0.063539055|-0.079033043|0.002717414|-41.63731423|11.25704374|0.09545843|50.29077056|-21.93596333|5.930596229|64.08637519|0.740240206|-1.185495647|-17.63553984|44.73159432|0.476386801|476.5434822|-624.5597134|349.4421673|0.259759794|15.62271835|0.909806709|136.8503571|-329.0394499|22.20330888|0.018087202|843.7257374|9.528957565|0.0|1.0|2.8|1.78|0.06|-6.43|2.91|2.93|72.28|0.64|0.0|87.53|0.0|3.0|-2.49|4.0|0.0|1.0|0.0|0.00323|977.0|0.0008179999999999|3.720000000000001e-07|3.0778|3.83|3.0778|-1332.487689|-1332.476347|559.04|0.3563|402.84|469.6|0.70233|-1332.31775|0.3563|-0.12765|3.4787|0.01134289|3548.0|5.45
5a_a49|0.0|0|0.0|0.0|7.853604813|2|2|1.343848751|-0.009147269|2|1.878067786|-0.046327135|10.92976459|1|0.008623164|-0.1205081119999999|-0.158356406|-0.26176436|2|0.7979412790000001|0.001251171|0.127914587|0.855876084|0.632463498|1|0.800090055|-0.072109357|-0.0787216|0.6254267029999999|-46.04810561|16.71687776|0.199909945|116.9370825|-26.93578408|9.77851757|54.35929907|0.6069287529999999|-1.338267206|-24.67330519|58.89715956|0.490453006|468.0117167|-782.8177953|1887.422375|0.393071247|11.91885068|0.962527525|229.9265537|-457.9083293000001|26.32248561|0.0270848489999999|1289.801795|15.84324998|0.0|1.0|3.37|2.93|0.22|-6.92|3.3|3.68|73.14|2.07|1.0|116.62|0.0|3.0|-3.84|5.0|0.0|1.0|1.0|0.000146|0.0578|5.09e-05|1.1900000000000001e-07|5.2443|4.14|3.9219|-1311.995327|-1311.960542|625.06|795.0|236.42|443.78|0.66225|-1311.743648|0.0529|-0.16176|5.6104|0.03478454|43.0|7.3665
9_a15|0.0|0|0.0|0.0|0.0|0|0|1.419941378|-0.009923019|1|0.0|0.05688176|10.95880687|0|0.003160815|0.140072812|-0.203104439|-0.295062413|1|0.7059441040000001|0.088615068|0.010183805|0.742680335|0.8105478740000001|0|0.846156316|-0.073701648|-0.11668349|0.416635119|-65.07462414|18.10574464|0.153843684|85.79894134|-36.29225274|10.09761131|54.69975317|0.51257747|-1.400201879|-22.92354152|59.20930631|0.4517825079999999|471.903131|-780.8954896|1689.926339|0.48742253|10.00547485|0.8240935659999999|271.83655510000006|-435.5070329|31.09118831|0.03598612|1523.4682269999998|20.06953345|1.0|1.0|3.16|3.37|0.19|-7.57|3.9|4.95|61.84|1.96|2.0|104.74|0.0|7.0|-5.25|5.0|0.0|1.0|1.0|5.63e-06|0.00206|1.53e-05|2.69e-08|4.3447|3.36|3.7487|-1223.705126|-1223.687392|588.55|0.2693|285.37|507.33|0.70552|-1223.463757|0.0115|-0.1565099999999999|1.4625|0.01773342|107.0|6.9706
12_a1|0.0|1|3.3894574360000003|0.0|7.423568444|1|1|1.430936075|-0.011221829|1|0.0|-0.0811332759999999|10.94945122|1|-0.001416381|0.127560614|-0.104622651|-0.173618873|1|0.749817035|-0.045776997|-0.093957115|0.817998205|0.7534284040000001|0|0.765121385|-0.0964711209999999|-0.104724018|0.210514881|-60.78517756|19.60151089|0.234878615|136.3310784|-35.28166588|11.37734536|477.1158679|0.724666653|-1.675584287|-32.50125347|75.59644237|0.46449367|444.1009824|-972.562841|1825.150911|0.275333347|14.34104294|0.867391557|159.81230209999998|-564.5066541|31.95435864|0.024485753|1342.083063|14.21231622|1.0|1.0|3.29|2.72|0.05|-8.2|4.87|4.41|83.82|1.67|2.0|103.47|0.0|3.0|-4.98|5.0|0.0|0.0|1.0|1.04e-05|0.00379|1.77e-05|6.28e-09|3734.0|3.67|3.1744|-1216.12881|-1216.099134|607.42|0.5867|332.04|482.51|0.69763|-1215.922313|0.2821|-0.12874|7.7454|0.0296752|2.95|5.5302
