molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|MATS7i|ATSC1c|BCUTi-1|AATSC8d|n5aHRing|MATS1i|AATSC1i|GATS1are|BIC2|SIC2|GATS1pe|nFaHRing|FNSA3|PBF|FPSA3|PNSA5|RPSA|TPSA_x|FNSA4|WPSA3|FNSA1|FNSA2|DPSA5|GeomPetitjeanIndex|GRAVp|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|DPSA2|Mor01p|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
11a_a5|0.0|1|0|0|0.0|0|6.605297921|0|1|1.212363224|0.0|-0.002894726|4.59511985|0.052217882|-0.052944925|-0.185262487|10.94877942|-0.02394636|1|0.003975818|0.006120569|0.7505403709999999|0.73344478|0.773417838|0.7410766209999999|0|-0.064565402|0.369563711|0.011860803|-51.09940261|0.10656566|76.14130253|-0.026223112|6.055083705|0.740865275|-1.573386716|61.4470419|0.466436596|2727.027899|1170.247903|-13.38721623|9.740948724|18.25640338|0.874191508|5756.783268|185.1520983|-803.2329738|25.28995251|1517.39715|835.912531|1.0|1.0|3.53|0.3|-9.93|6.38|3.05|-7.25|4.0|-4.54|1.0|1.0|5.16|-6.4|5.63e-08|2.39e-05|6.13|0.0|1.18e-10|5.019999999999999e-08|-0.03694|4.4033|4.83|-1339.802852|1272.7|302.86|0.5473|281.57|578.8|0.6735|0.65363|-1339.493223|0.1838|2.8611|0.03340977|3.6525|81.0|7.0915|7.0915
47o_a18|0.0|0|0|0|0.0|0|7.03438793|1|1|1.251177005|0.0|-0.006476544|4.844187086|-0.055408687|-0.006238734|-0.4339284229999999|10.94702017|-0.038296569|0|-0.103458566|-0.156998637|0.7452092359999999|0.7435044540000001|0.781148177|0.733228144|0|-0.077288013|0.261785105|0.008692675|-64.2280736|0.193127002|140.2610102|-0.034545459|4.585021184|0.872753077|-2.210909375|70.23090572|0.493146875|2857.120021|1393.529823|-18.22128055|9.808930716|19.35260972|0.972958142|6462.6049570000005|92.41474142|-1166.161955|28.74706708|1839.812293|931.8364349|1.0|3.0|4.17|0.25|-9.37|3.69|2.94|-5.66|3.0|-6.12|0.0|1.0|2.76|-5.08|2.19e-06|0.000996|4.16|0.0|4.26e-10|1.93e-07|-0.0502|3.22|7.62|-1455.547304|1352.29|385.04|0.5065|385.04|706.49|0.69248|0.69248|-1455.162559|0.5065|2.2316|0.02736851|2.8284|47.0|7.3279|7.3279
16f_a32|0.0|1|1|1|0.0|0|7.765993078999999|0|0|0.609420741|0.0|-0.014558301|5.733341277|-0.054907428|0.008658653|-0.77158995|10.31100265|-0.000291262|3|-0.120440534|-0.211019184|0.801401734|0.852938445|0.899839182|0.761506727|1|-0.08168632|0.522247991|0.024434011|-76.92280867|0.192724521|133.3750236|-0.035568666|11.7022626|0.69473708|-1.778433296|92.82839829|0.384656622|2772.212354|3414.006186|-17.03501995|8.79158776|14.28728752|0.625108901|6235.040893|211.2572338|-851.7509977|35.43109972|1771.554986|636.0251562999999|1.0|2.0|3.76|0.3|-7.77|6.42|1.34|-6.95|5.0|-5.99|1.0|1.0|4.05|-4.97|1.12e-07|4.79e-05|4.11|0.0|1.7e-08|7.26e-06|-0.04997|3.6272|4.99|-1995.278839|1191.55|341.82|0.2931|341.82|603.12|0.70204|0.70204|-1995.054457|0.2931|3.6641|0.02889673|4.2764|9.0|8041.0|8041.0
13f_a6|0.0|1|0|0|0.0|0|6.842683282|0|0|1.429020649|0.0|-0.006930367|4.727387819|-0.008507023|0.04505613|-0.381170169|10.95053349|-0.049928822|1|-0.126749697|-0.223618825|0.841211811|0.77199166|0.834167942|0.790249345|1|-0.073352505|0.176745407|0.018554018|-62.41821579999999|0.136777507|91.85971442|-0.032802223|8.368715213|0.720711855|-1.672913351|75.61173794|0.401838426|2869.925064|3253.287533|-14.79531062|9.050440345|15.13042752|0.6717890999999999|6128.208571|187.5697972|-754.5608419|30.56694343|1558.914115|676.2770877|1.0|2.0|3.56|0.08|-10.18|5.01|0.92|-5.11|5.0|-6.52|0.0|1.0|3.19|-4.78|7.74e-06|0.00323|3.27|0.0|6.59e-11|2.75e-08|-0.07786|4.8413|3.36|-1347.266914|1202.78|394.98|901.0|256.1|568.41|0.49643|0.70541|-1347.018087|0.0048|10.8469|0.03437105|13.9612|42.0|7.3768|7.3768
10_a47|0.0|0|0|0|0.0|0|0.0|0|0|1.381868067|0.0|-0.008013899|0.0|-0.166367455|-0.169242585|-0.384667159|10.93671036|0.007193585|0|-0.021926603|-0.045289209|0.7027461220000001|0.754096463|0.8077565520000001|0.6913602740000001|1|-0.076311525|0.417511484|0.00951788|-50.08559665|0.158929034|84.97451737|-0.035388634|2.720890925|0.801882632|-1.592488524|57.59863288|0.411647394|2355.515804|1567.859561|-10.11660331|6.277122171|10.66897998|0.699661037|5482.319019|105.9273263|-455.247149|23.5960035|1061.820157|498.0016816|1.0|2.0|3.02|0.09|-8.85|5.12|3.21|-5.75|4.0|-5.08|1.0|1.0|4.41|-5.5|1.77e-06|0.000638|4.8|0.0|1.4199999999999999e-09|5.110000000000001e-07|-0.0486399999999999|5.7693|4.37|-1188.3744|997.16|332.97|231.0|214.9|426.55|0.53909|0.69212|-1188.1907199999998|0.2175|1.9281|0.03158831|2.8795|13.0|7.9|7.9
47c_a18|0.0|0|0|0|0.0|0|7.03438793|1|1|1.251176227|0.0|-0.007068829|4.844187086|-0.048726885|0.047739847|-0.537230966|10.94702285|0.028947131|0|-0.212991596|-0.320309303|0.784328127|0.758269842|0.7912974190000001|0.7601847759999999|0|-0.0715759629999999|0.246894346|0.015864085|-75.57063623|0.1871383589999999|150.4485025|-0.0321917939999999|10.25333491|0.7489981509999999|-2.350000928|88.76073429|0.489290189|3228.879782|2027.892739|-20.80632033|9.566965871|18.73268473|0.958059115|7527.530240999999|201.7910841|-1518.861384|34.55329606|2522.390613|1167.054827|1.0|3.0|4.61|0.3|-9.18|2.84|2.41|-5.73|4.0|-6.61|0.0|0.0|2.42|-5.09|1.84e-06|0.000947|3.98|1.0|6.67e-10|3.42e-07|-0.0449|3.1096|7.72|-1664.721977|1505.09|398.71|0.5869|398.71|790.07|0.6983199999999999|0.6983199999999999|-1664.201034|0.5869|3.3075|0.03115159|3.8573|3.0|8.5229|8.5229
22_a10|0.0|0|0|0|0.0|1|7.535296702|1|1|1.343837143|2.113627059|-0.005035102|5.4161004020000005|-0.017163935|-0.026750502|-0.332316729|10.92966136|-0.020475007|1|-0.129989728|-0.208132084|0.670763832|0.747363443|0.79665945|0.646474494|1|-0.053881447|0.775071808|0.016720696|-50.61577509|0.130170086|101.3847763|-0.022372463|10.14325785|0.564323334|-1.3647202319999998|71.13124588|0.422182297|3241.833491|2668.5420940000004|-13.57178303|8.84228648|15.30289992|0.730649641|7414.102179|339.3328129|-827.8787647|30.87787063|1883.550109|916.8601445|1.0|0.0|3.74|0.17|-9.37|4.64|2.8|-5.34|5.0|-6.29|0.0|0.0|4.26|-5.53|4.55e-06|0.00217|4.1|0.0|4.27e-10|2.03e-07|-0.05712|4.8251|5.65|-1544.203968|1339.48|321.89|0.2624|256.95|602.93|0.4483899999999999|0.6834100000000001|-1543.893507|0.1922|4.8409|0.03366599|6.5841|1.1|5.9586|5.9586
2_a49|0.0|0|0|0|0.0|1|7.535296702|1|1|1.3438506419999998|2.12788659|-0.004112807|5.4161004020000005|-0.03981057|-0.100166139|-0.189189114|10.92973199|0.005918367|1|0.032521855|0.055400364|0.802447754|0.79056501|0.851413454|0.7701578720000001|1|-0.08647612|0.41397907|0.01105681|-40.34672657|0.18651986|95.04720801|-0.028277173|2.871166625|0.7154059890000001|-1.187641272|49.26352575|0.454163307|2244.518609|1550.010086|-7.34284831|5.667936413|10.38394173|0.8320497920000001|4874.364109|145.02405359999997|-308.399629|20.14177325|845.9544764000001|439.9973344|1.0|1.0|3.09|0.15|-6.82|3.28|1.88|-3.53|3.0|-6.57|0.0|1.0|2.76|-3.89|0.000292|0.0955|2.43|0.0|1.51e-07|4.94e-05|-0.04372|5.4614|1.79|-1045.981819|941.6|331.24|0.2988|227.02|371.96|0.34449|0.68172|-1045.810794|0.0572|4.8986|0.0366366999999999|6.7117|59.0|7.2291|7.2291
16a_a23|0.0|0|1|1|0.0|2|7.423568444|1|1|1.197962324|3.411338761|-0.0054940769999999|5.351858133|-0.013055633|0.062601621|-0.302174246|10.31321796|-0.071458049|2|-0.181609054|-0.335065967|0.765869487|0.8323974470000001|0.890165467|0.7199622309999999|1|-0.041095401|0.181301571|0.021379172|-47.06687604|0.0651629059999999|42.07919382|-0.025724725|8.915071155|0.585920722|-1.311960953|65.21027197|0.49525751|2924.629647|1801.957216|-10.72715788|8.024409307|15.89802615|0.981208279|6552.801739|267.3932664|-547.0850515999999|28.35168303|1445.935835|668.3493171|0.0|1.0|3.94|0.14|-5.27|2.03|2.04|-4.58|4.0|-7.02|0.0|0.0|1.85|-4.31|2.6e-05|0.0111|2.66|0.0|5.38e-06|0.0023|-0.0502|1.6239|2.49|-1685.8794469999998|1172.0|763.49|0.2066|763.49|555.21|0.96307|0.96307|-1685.580443|0.2066|11.6254|0.03391189|18.4446|39.0|7.4037|7.4037
2_a3|0.0|0|0|0|0.0|0|6.823286122000001|0|0|0.605017347|0.0|-0.008422099|4.727387819|-0.09743592|-0.103423993|-0.311617665|10.31162302|0.036301827|1|0.017902469|0.032450556|0.899733837|0.769486995|0.8401405609999999|0.841871246|1|-0.104577702|0.4551292289999999|0.011938463|-44.07280196|0.249793422|117.2099151|-0.033150466|2.628543258|0.727984269|-1.127115845|53.05538527|0.458202525|2056.399995|1314.679398|-7.298882022000001|4.88513521|9.016533738|0.845708123|4446.904467|127.637231|-248.1619888|21.36736636|726.4904564|330.4083896|1.0|1.0|2.97|0.0|-6.89|4.34|1.6|-4.75|3.0|-5.93|0.0|1.0|3.06|-4.27|1.7800000000000002e-05|0.0054|3.13|0.0|1.3e-07|3.9500000000000005e-05|-0.06423|5.4397|1.97|-1272.114086|841.85|371.73|0.1824|227.92|340.69|0.37284|0.69543|-1272.001389|0.0962|4.0121|0.02925101|5.4999|3981.0|5.4|5.4
4_a38 (LY-2157299)|0.0|0|0|0|0.0|1|7.535296702|1|1|1.343847059|2.0959524330000003|-0.00638266|5.4161004020000005|-0.080432741|-0.0501467259999999|-0.325515636|10.9277672|-0.020954339|1|0.028964355|0.0481706809999999|0.702976795|0.8099394329999999|0.868207983|0.6848692759999999|1|-0.092570349|0.459041332|0.01243241|-51.11565158|0.2456862269999999|140.40206619999998|-0.03235283|4.060137052|0.7861170609999999|-1.520583011|58.99645489|0.487041509|2501.945802|1686.693134|-10.56568487|6.54753874|12.76426621|0.949475478|5566.495502000001|122.2274724|-496.5871888|23.51893991|1105.390176|542.7276591|1.0|1.0|3.27|0.18|-7.13|3.69|1.84|-3.85|4.0|-6.86|0.0|1.0|2.81|-3.99|0.0001409999999999|52.0|2.39|0.0|7.45e-08|2.75e-05|-0.06|4.65|3.95|-1198.64695|1048.31|327.69|0.2|266.68|449.44|0.4|0.68|-1198.442536|0.06|5.9043|0.03652312|7.6529|69.0|7.1586|7.1586
28_a20|0.0|0|0|0|0.0|1|6.842683282|0|0|1.417203216|1.837209467|-0.006492092|4.727387819|-0.114439513|0.091462964|-0.363557127|10.94963925|-0.039965901|1|-0.016955137|-0.028782305|0.715067047|0.755701837|0.812553182|0.690655217|1|-0.086299346|0.3962228229999999|0.014682607|-60.85602167|0.218249263|145.66665480000003|-0.035068957|6.540604536|0.773641727|-1.823585765|71.98460956|0.468838001|2865.917291|2449.815677|-15.62203369|7.587188177000001|14.28413212|0.8826648009999999|6348.941881000001|151.0788711|-812.3457521|30.25452396|1573.2352460000002|684.5377542|1.0|1.0|3.45|0.08|-8.8|3.93|1.73|-4.42|5.0|-6.96|0.0|1.0|3.04|-4.43|3.77e-05|0.0159|2.68|0.0|1.57e-09|6.590000000000001e-07|-0.06242|4.7905|4.64|-1368.32781|1198.32|346.35|0.2354|258.81|531.85|0.50352|0.4701899999999999|-1368.085242|0.0153|3.5284|0.03534166|4.7428|255.0|6.5935|6.5935
18d_a30|0.0|0|0|0|0.0|0|7.412764017000001|2|2|0.6049874|0.0|-0.0072724869999999|5.351858133|-0.064217094|-0.071608958|-0.385441836|10.31163881|-0.087019298|1|-0.0541804029999999|-0.120380857|0.669561738|0.815003426|0.870930234|0.64876559|0|-0.07812727|0.346980269|0.017843227|-65.3088221|0.196719738|124.5022473|-0.037906966|7.147133584|0.783284395|-1.85744132|75.80070349|0.443774287|2848.574353|2894.162522|-15.18369704|7.063141946|12.69833771|0.797831306|6367.958933|137.15746130000002|-744.0011548|30.62871675|1500.807121|618.6004214|0.0|1.0|4.75|0.14|-6.9|4.25|3.2|-5.39|5.0|-6.02|0.0|0.0|2.92|-5.01|4.12e-06|0.00171|3.97|0.0|1.26e-07|5.260000000000001e-05|-0.05506|5.0125|4.07|-1674.987709|1129.46|357.49|0.3856|247.35|508.7|0.4325|0.69017|-1674.785879|0.3788|5.0115|0.03258724|6.2946|21.0|7.6737|7.6737
6_a1|0.0|0|0|0|0.0|1|7.535296702|1|1|1.3488280769999998|2.325221088|-0.005477033|5.4161004020000005|0.021203156|-0.114683042|-0.230035376|10.95180041|-0.0538497079999999|1|-0.230322048|-0.3632559589999999|0.781885145|0.798346291|0.8524898329999999|0.741035199|0|-0.057199415|0.212044989|0.021009352|-37.41011914|0.121740384|58.82435931|-0.0238222729999999|4.905211525|0.576759436|-0.929068634|49.61122373|0.4218263379999999|1956.144556|1383.161829|-5.56196523|5.555887839|9.609375529|0.7295841470000001|4061.042516|204.5077752|-216.916644|19.95772445|778.3512535|359.9965854|1.0|0.0|2.94|0.22|-6.02|3.61|1.75|-3.12|3.0|-6.21|0.0|1.0|2.82|-3.68|0.0007599999999999|221.0|2.63|0.0|9.51e-07|0.000277|-0.02214|4.0635|2.81|-935.4750982|875.29|305.12|0.3399|305.12|405.23|0.69818|0.69818|-935.330989|0.3399|5.8386|0.027384499|8.0033|5.1|5.2924|5.2924
12d_a31|0.0|1|0|0|0.0|0|7.765993078999999|1|1|0.61013528|0.0|-0.012448252|5.733341277|-0.043220149|-0.042401695|-0.697102094|10.31169788|-0.032270224|2|-0.134504227|-0.214049412|0.8066174070000001|0.8343242820000001|0.873955169|0.771222772|0|-0.0938723509999999|0.3996192999999999|0.0296918329999999|-81.56033123|0.294550252|208.9297871|-0.032542687|14.93891054|0.6383648510000001|-1.724762406|99.79879739|0.389382761|2653.867767|2434.226776|-16.37326657|9.445278138|15.46841054|0.63768714|5753.290126|256.5143096|-867.7831284|36.15974873|1916.466682|647.1500428999999|1.0|2.0|3.76|0.38|-7.63|6.04|1.31|-5.61|5.0|-6.36|0.0|1.0|3.76|-4.39|2.48e-06|0.0010199999999999|3.46|0.0|2.3500000000000002e-08|9.69e-06|-0.03128|3.8477|5.0|-1657.428467|1201.63|322.23|0.2566|322.23|626.33|0.7006600000000001|0.7006600000000001|-1657.1792779999998|0.2566|2.4186|0.04338158|3.3585|0.51|6.2924|6.2924
A7701_a51|0.0|1|0|0|0.0|0|6.605297921|0|0|1.390164251|0.0|-0.002377784|4.59511985|-0.0162614089999999|0.070581466|-0.0927335619999999|10.93031118|-0.0299823629999999|1|0.036217274|0.061434294|0.7078647990000001|0.7451039290000001|0.8092075540000001|0.688876851|1|-0.071384149|0.514530959|0.007404204|-36.09660744|0.134885227|62.31656919|-0.030384547|1.580362387|0.799046392|-1.09384371|41.87351682|0.420350923|1959.582581|1108.114062|-6.485314917999999|5.137516673|8.863149921|0.7251817340000001|4153.310077|92.83996262|-233.4713371|17.56790307|632.4445105000001|332.8814548|1.0|1.0|2.66|0.06|-7.58|4.46|1.98|-3.95|3.0|-5.82|0.0|1.0|3.12|-4.17|0.000111|0.0319|3.14|0.0|2.62e-08|7.5e-06|||||||||||||||||25.0|7.6021|7.6021
9_a27|0.0|1|0|0|0.0|1|6.842683282|0|0|1.391067068|1.830911754|-0.0073742819999999|4.727387819|-0.050617284|-0.152086653|-0.331842668|10.93740461|-0.0447599329999999|1|-0.101933162|-0.171520296|0.677253824|0.8214321609999999|0.8806964490000001|0.654138816|1|-0.078270599|0.36853691|0.019589991|-45.58003501|0.2011355289999999|103.702486|-0.033677898|5.20756849|0.7892801540000001|-1.414471696|53.0685473|0.466349763|2256.4955670000004|1463.168883|-8.952528705|5.03925321|9.442988795|0.873886547|4962.727436|108.6440173|-376.0062056|21.99956856|923.9818797|424.8821143|1.0|1.0|3.12|0.16|-7.06|3.85|2.66|-4.06|4.0|-6.33|0.0|1.0|2.99|-4.08|8.66e-05|0.0287|2.8|0.0|8.69e-08|2.88e-05|-0.0471|5.5421|4.67|-1083.118736|945.35|297.52|0.1982|223.71|425.08|0.35593|0.59444|-1082.965434|134.0|2.7456|0.02461151|4.0436|2.0|8699.0|8699.0
36_a18|0.0|0|0|0|0.0|0|7.03438793|2|2|1.25117638|0.0|-0.006407141|4.844187086|-0.020339784|-0.05224259|-0.442092758|10.94702093|0.003321395|0|-0.079721028|-0.12139648|0.7343989059999999|0.741135729|0.780206307|0.721836103|0|-0.07777765|0.3847791889999999|0.009440278|-56.82615305|0.195706133|139.3536816|-0.031922305|4.786442152|0.812056067|-2.074949798|65.59412783|0.4751830729999999|2979.013751|1547.485543|-16.1853561|9.560644525|18.21710397|0.905426346|6799.65027|133.8265619|-1052.048147|27.99124609|1819.430996|975.4099618|1.0|3.0|4.19|0.28|-9.16|3.73|3.13|-5.68|3.0|-6.18|0.0|1.0|2.8|-5.28|2.09e-06|0.000975|4.18|0.0|6.87e-10|3.210000000000001e-07|-0.04991|3.1908|7.75|-1493.661092|1350.57|388.57|0.4674|388.57|636.33|0.69372|0.69372|-1493.266344|0.4674|1.9944|0.02564498|2.7547|32.0|7.4949|7.4949
14_a47|0.0|1|1|1|0.0|0|6.605297921|0|0|1.417758105|0.0|-0.006070958|4.59511985|-0.136491228|0.017068634|-0.2306964|10.95058279|0.0295267039999999|1|-0.020596219|-0.061837113|0.5975877820000001|0.777675668|0.8467634620000001|0.579833096|1|-0.093553938|0.2662137639999999|0.020106089|-47.47362906|0.318401536|160.57883|-0.034963476|5.113919242|0.664709719|-1.223721666|61.62381153|0.474828277|2254.664317|670.2518865000001|-8.892848121|6.909385453|13.15643085|0.904139078|4695.98899|169.0962983|-311.2496842|26.52746264|928.4611922|310.8026328|1.0|2.0|2.78|0.0|-7.79|3.97|2.49|-3.97|5.0|-6.21|0.0|1.0|3.16|-4.13|0.000108|0.0349|2.91|0.0|1.63e-08|5.27e-06|-0.06057|3.9671|2.64|-1127.700693|849.76|312.53|0.2452|312.53|375.43|0.68345|0.68345|-1127.610422|0.2452|2.2485|0.03679054|3665.0|8.0|8.1|8.1
12p_a30|0.0|0|0|0|0.0|0|7.412764017000001|2|2|0.604984421|0.0|-0.0063403159999999|5.351858133|-0.031328052|-0.062956958|-0.3550576729999999|10.31162861|-0.128484994|1|-0.053644471|-0.09353607|0.8414737059999999|0.7867133140000001|0.8371763179999999|0.7991060659999999|0|-0.074356395|0.371591982|0.015107947|-60.65858419|0.156618406|100.1386407|-0.0364888379999999|6.176226649|0.8199554720000001|-1.897419563|68.98315679|0.469983155|2783.628159|2326.5244390000003|-14.91687369|7.392482526|13.94763694|0.886732486|6166.812731|115.116829|-775.6774321|28.4530386|1479.558007|686.039456|0.0|1.0|4.76|0.17|-7.01|4.35|3.04|-5.66|4.0|-5.81|0.0|1.0|2.91|-5.15|2.21e-06|0.0009119999999999|4.23|0.0|9.75e-08|4.02e-05|-0.05169|5.1922|4.14|-1615.0623480000002|1167.16|354.69|0.1768|238.79|526.91|0.33929|0.68561|-1614.830085|0.1527|4.0456|0.03198743|4.6103|17.0|7.7721|7.7721
9a_a31|0.0|1|0|0|0.0|0|7.765993078999999|1|1|0.6101356720000001|0.0|-0.01391798|5.733341277|-0.093457477|-0.05057805|-0.723734943|10.31169772|-0.0007638889999999|2|-0.093527289|-0.15653721|0.8058046320000001|0.782715368|0.837697452|0.76226755|0|-0.100906991|0.235442032|0.033245595|-78.6954713|0.308231868|197.8075471|-0.043430228|13.69193237|0.737758755|-2.0846509230000003|94.03540892|0.484502446|2855.751316|1955.13855|-17.886392|7.812278516|15.15483138|0.939873412|6273.506211999999|168.29310269999996|-858.5468158|37.77835579999999|1813.361078|597.3075924999999|1.0|2.0|3.6|0.14|-8.13|5.51|1.58|-5.62|5.0|-6.39|0.0|1.0|3.47|-4.77|2.42e-06|0.00101|3.47|0.0|7.35e-09|3.07e-06|-0.04275|3.7892|5.27|-1691.9137670000002|1145.99|327.21|0.7028|327.21|540.01|0.7028|0.7028|-1691.716118|0.7028|5.0244|0.03885662|6.2203|0.15|6.8239|6.8239
12a_a30|0.0|0|0|0|0.0|0|7.412764017000001|2|2|0.604984824|0.0|-0.006711725|5.351858133|-0.02919335|-0.096804291|-0.3557214489999999|10.31162903|-0.094932667|1|-0.053309522|-0.094526372|0.8421237309999999|0.7885597609999999|0.842671963|0.7961424690000001|0|-0.07699057|0.337975309|0.016292604|-60.22802588|0.163785284|101.5505506|-0.037665934|6.263330101|0.805190202|-1.845630786|69.45678454|0.469799116|2722.217443|2256.680391|-14.47983299|7.362386058999999|13.88603128|0.88607758|5936.682602000001|120.786445|-709.5118166|29.00398472|1421.195251|620.9195447000001|0.0|1.0|4.65|0.14|-6.64|3.84|2.82|-5.28|4.0|-5.98|0.0|0.0|2.63|-4.85|5.23e-06|0.00208|3.87|0.0|2.3100000000000002e-07|9.21e-05|-0.05184|5045.0|3.82|-1575.745502|1122.01|355.41|0.1866|245.76|507.17|0.35338|0.68599|-1575.538241|0.1511|4.1875|0.03289568|4.7368|11.0|7.9469|7.9469
3h_a32|0.0|1|1|1|0.0|0|7.765993078999999|0|0|0.609420752|0.0|-0.005281944|5.733341277|-0.008243901|0.014517903|-0.269379119|10.31100268|-0.111111111|3|-0.071193103|-0.122769653|0.84279263|0.7926338540000001|0.834881529|0.8030743229999999|1|-0.07183387|0.30907784|0.0111539339999999|-55.27575363|0.12119737|75.87946135|-0.027590124|4.372100625|0.7734940029999999|-1.324325944|62.63332945|0.4089962629999999|2398.020434|2911.160989|-10.81473143|8.107034244|13.71739929|0.692036677|5187.525619|141.8112711|-519.1071084|22.33200639|1071.936307|593.0848817000001|1.0|1.0|3.65|0.35|-8.47|8.11|2.64|-8.23|3.0|-4.29|1.0|1.0|5.4|-6.15|5.8700000000000014e-09|2.24e-06|6.12|0.0|3.37e-09|1.29e-06|-0.05318|3.5552|4.61|-1790.663897|1127.45|348.74|0.2926|348.74|578.86|0.70257|0.70257|-1790.440663|0.2926|3.5952|0.02690554|5.8749|7.0|8.1549|8.1549
13_a4|0.0|0|0|0|0.0|1|7.535296702|1|1|1.399843898|2.050136054|-0.000990136|5.4161004020000005|-0.019846488|-0.059300584|-0.04158572|10.94205723|-0.0963182119999999|1|-0.0161529719999999|-0.025714912|0.645708528|0.744134785|0.7986239909999999|0.6490618429999999|0|-0.050017793|0.229685203|0.008746805|-33.41617993|0.029972995|14.67530603|-0.0279998139999999|2.096831328|0.862539527|-1.091992764|37.12083496|0.4289448289999999|1910.137758|1439.176684|-6.7122666220000005|5.663493161|9.917593683|0.751144285|3983.972795|67.30306705|-261.7783983|15.89399858|619.8659446|373.9073307|0.0|0.0|3.39|0.16|-6.2|4.18|2.9|-4.09|2.0|-5.39|0.0|1.0|3.57|-4.42|8.18e-05|0.0235|3.75|0.0|6.28e-07|0.00018|-0.03168|4.4811|3.87|-898.3381672|893.0|297.09|0.2133|276.68|429.36|0.53815|0.59537|-898.2009630000001|0.1282|2471.0|0.018124154|3.7228|4.0|5.3979|5.3979
2_a33|0.0|1|1|1|0.0|0|7.765993078999999|0|0|0.609420748|0.0|-0.009168933|5.733341277|-0.064926835|-0.049900189|-0.476784502|10.31100266|-0.05997501|3|-0.083752249|-0.148024156|0.787714775|0.833090592|0.8799816220000001|0.753434785|1|-0.0804186|0.411881091|0.018451635|-63.57699532|0.1804845889999999|110.28338390000002|-0.031851158|6.889294995|0.702597735|-1.56070672|75.44970552|0.4699986339999999|2632.195388|3245.244678|-11.89228027|6.152818143999999|11.60906093|0.8867875909999999|6067.635829|181.7248125|-582.7217333|27.70055258|1357.327077|618.9134881|1.0|2.0|3.57|0.3|-7.67|6.7|1.33|-6.35|4.0|-6.17|1.0|1.0|3.98|-4.78|4.44e-07|0.000183|3.72|0.0|2.13e-08|8.78e-06|-0.04967|3.6281|5.11|-1920.049452|1128.98|341.74|0.2911|341.74|525.38|0.70205|0.70205|-1919.830424|0.2911|4.2519|0.02972182|5539.0|6.0|8.2596|8.2596
19b_a38|0.0|1|0|0|0.0|0|7.412764017000001|2|2|1.297044256|0.0|-0.008652352|5.351858133|-0.115864198|0.013765516|-0.467227005|10.96052467|-0.0697981979999999|1|-0.098027247|-0.250781298|0.653741315|0.8295290000000001|0.8851623040000001|0.632625562|0|-0.086013549|0.336505882|0.0224393089999999|-71.73053105|0.270689433|168.00390359999997|-0.041606241|8.643817972|0.7596369590000001|-2.0803120280000003|84.49751102|0.478948837|2897.652112|2436.66785|-16.02708787|7.159317935|13.74014387|0.91919733|6518.872269|149.181772|-801.3543933999999|33.99385836|1699.692918|593.6088758|0.0|3.0|4.82|0.14|-7.12|3.55|2.78|-4.25|5.0|-6.81|0.0|1.0|2.94|-4.33|5.68e-05|0.0238|2.88|0.0|7.599999999999999e-08|3.19e-05|-0.05031|5363.0|3.66|-1431.38073|1111.29|330.55|0.4634|231.18|485.64|0.38952|0.69411|-1431.18309|0.1945|5.5253|0.03336932|6.3396|12.0|7.9172|7.9172
