molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|n6HRing|SaaaC|AATSC1are|n5aRing|AATSC1pe|MATS1i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8s|SIC2|nFaHRing|FNSA3|PBF|RPSA|FNSA4|WPSA3|FNSA1|FNSA2|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|TASA|MOMI-Z|GeomRadius|GeomShapeIndex|GRAV|WNSA2|DPSA1|DPSA2|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Veber filter|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
33_a20|0.0|0|0|0|0.0|0.0|1|6.842683282|0|0|1.4175014119999998|1.915285809|-0.188733405|-0.00145476|2|2.0219022580000003|0.009265667|1|0.008780074|-0.036258691|-0.060582944|2|0.616352201|0.74131936|-0.0854333469999999|0.802353442|1|-0.058927252|0.399354817|0.0506104|-0.0265385579999999|5.46110745|0.759356182|-1.326927921|-25.26187502|54.60811436|46.92331405|0.465855239|621.611679|2274.654579|8.062843544|0.8721516570000001|5916.443448|-568.84864|-339.6262863|1144.132956|1.0|0.0|1.0|1.0|1.0|0.0|0.08|27.0|-9.69|5.33|67.39|2.0|0.0|-5.6|31.0|-5.58|401.46|0.0|1.0|2.48e-06|0.000997|4.47|0.0|2.04e-10|5443.0|3.8867|-1275.852801|-1275.823229|689.51|1174.95|318.99|227.79|0.27375|0.0463|-0.15959|-0.21788|0.02957286|-1275.662457|5.0369|7.4685|7.4685
11_a4|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1|0.626711769|2.159635561|-0.20567828|-0.001098364|2|2.216390726|0.011277653|1|0.010782511|-0.0278843589999999|-0.046906237|2|0.6575743310000001|0.820318166|-0.163623353|0.875868891|1|-0.054262142|0.4523305489999999|0.069886591|-0.023620625|3.118219598|0.7560913159999999|-1.110169356|-18.12338426|44.63993001|36.75497433|0.480360734|537.5354202000001|1640.559148|6.850305797000001|0.924411925|5425.1341090000005|-370.7930613|-296.0029432|848.5670554999999|1.0|1.0|1.0|1.0|1.0|0.0|0.23|21.0|-8.05|4.97|68.9|2.0|0.0|-5.14|27.0|-5.74|372.49|0.0|1.0|7.27e-06|0.00271|3.99|0.0|8.89e-09|4907.0|3.78|-1467.463842|-1467.440475|630.04|1071.03|328.0|252.67|0.4444|0.0403|-0.15885|-0.2146699999999999|0.02336674|-1467.255521|5.3012|6.9586|6.9586
3_a27|0.0|0|0|0|0.0|0.0|2|6.605297921|0|0|1.402697639|3.127072625|0.124551908|-0.00648099|2|1.177265999|0.009082086|1|0.00955169|-0.1984716939999999|-0.341338963|2|0.640545265|0.810053853|0.136381755|0.8759548629999999|1|-0.06145119|0.397733752|0.137884078|-0.032307734|5.157668895|0.733853752|-1.292309364|-16.47810502|54.32114618|41.78149261|0.44566003|446.4308003|1043.697725|6.457886343999999|0.803947133|4960.583812|-346.53209080000005|-242.1936891|911.8963045|1.0|0.0|1.0|0.0|1.0|0.0|0.05|21.0|-5.89|2.8|65.6|0.0|0.0|-3.7|25.0|-6.41|329.36|1.0|1.0|0.0002|0.0658|2.67|0.0|1.29e-06|5.5045|3962.0|-1081.905135|-1081.88481|547.92|931.06|312.93|225.24|0.34864|0.2208|-0.16457|-0.21969|0.02032437|-1081.794829|4.1551|8.3979|8.3979
47g_a18|0.0|0|0|0|0.0|0.0|0|7.03438793|1|1|1.251175676|0.0|-0.005500039|-0.005817448|0|0.0|0.0036509859999999|0|0.00531392|-0.264839041|-0.3927204379999999|0|0.765824398|0.750610215|-0.009917608|0.780474694|0|-0.065225536|0.413435809|0.165575846|-0.029212072|9.653129118|0.731870777|-2.307753726|-46.97287277|86.33162323|66.72693367|0.4913566339999999|708.1114197|2268.439188|10.33698377|0.966014041|7870.887027|-1661.953709|-393.5416883|2675.8994190000003|1.0|1.0|0.0|1.0|1.0|2.0|0.34|18.0|-9.22|3.22|88.97|3.0|1.0|-6.11|40.0|-6.4|541.68|0.0|0.0|7.76e-07|0.000421|4.52|1.0|6.04e-10|3.0965|3.0965|-1743.375845|-1743.346243|905.71|1604.37|400.4|400.4|0.69828|0.5955|-0.12789|-0.17202|0.02960182|-1742.847918|5.9864|8.0458|8.0458
14l_a23|0.0|0|1|1|0.0|0.0|2|7.423568444|0|0|1.1979636809999998|3.402752757|0.060717916|-0.005344736|2|0.758109562|0.01269616|2|0.01180744|-0.074441567|-0.136106024|2|0.725800261|0.778602826|0.156652778|0.836852328|1|-0.053549434|0.215920645|0.078732333|-0.0328459689999999|8.125310915|0.7896261940000001|-1.642298442|-23.306234600000003|61.54673359|47.64388017|0.492922575|607.777253|2176.038061|8.006380163|0.972085426|6444.7098240000005|-714.7749208|-382.1434717|1372.110688|0.0|0.0|1.0|1.0|1.0|1.0|0.09|26.0|-7.78|3.88|105.02|2.0|0.0|-5.85|31.0|-6.1|425.51|0.0|0.0|1.43e-06|0.000608|3.94|0.0|1.65e-08|3.6274|3.6274|-1669.2363289999998|-1669.224647|694.65|1185.79|341.8|341.8|0.67242|0.4239|-0.14639|-0.2183|0.01168219|-1669.04569|8.2422|8.1798|8.1798
21_a10|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1|1.343837211|2.093218896|0.036507898|-0.009308076|2|1.817620533|0.001533145|1|0.002099681|-0.0236638829999999|-0.03765494|2|0.7135035209999999|0.7620337359999999|0.057775125|0.81962595|1|-0.091053776|0.8663152820000001|0.225214587|-0.03292131|9.430154402|0.704106635|-1.777750751|-45.44837698|75.80259699|77.676969|0.391384102|547.3834282|2701.142106|8.388036625|0.643072426|7048.414464|-887.342515|-288.401376|1783.785559|1.0|1.0|1.0|1.0|0.0|1.0|0.11|27.0|-8.71|4.47|90.13|2.0|0.0|-5.77|34.0|-6.07|448.47|0.0|0.0|1.69e-06|0.0007599999999999|4.17|0.0|1.94e-09|5.9596|3.8599|-1485.499561|-1485.461532|716.1|1225.01|321.21|208.04|0.4226399999999999|0.1489|-0.16178|-0.2226|0.03802869|-1485.278495|1.1872|5.3188|5.3188
14a_a3|0.0|0|0|0|0.0|0.0|0|6.823286122000001|0|0|0.6050202020000001|0.0|0.111575338|-0.009312773|3|1.772745969|-0.00603969|1|-0.004161699|-0.050943323|-0.094863591|3|0.882394075|0.7574238740000001|0.164994144|0.822587422|1|-0.091731577|0.21389849|0.209105063|-0.036792719|3.396421044|0.7608768779999999|-1.324537874|-22.1944701|55.84414456|52.02624107|0.481997259|389.0288018|1186.412113|5.308770254|0.930491715|4716.423352000001|-320.4721558|-256.6424807|856.2743893999999|0.0|1.0|1.0|1.0|1.0|1.0|0.06|21.0|-6.89|4.28|105.82|0.0|0.0|-4.45|23.0|-6.42|319.38|0.0|1.0|3.54e-05|0.0113|2.58|0.0|1.28e-07|3.2363|3.2363|-1327.513792|-1327.485188|528.91|822.33|383.1|383.1|0.69708|0.4524|-0.1321|-0.19946|0.02860456|-1327.403067|4.6689|7.5229|7.5229
4b_a46|0.0|0|0|0|0.0|0.206072846|1|7.825245291|1|1|1.1346370890000002|2.189591837|-0.155670183|-0.00113356|2|0.0|0.012332859|1|0.011806162|-0.079238184|-0.123416853|2|0.6901151990000001|0.7306307590000001|-0.263387881|0.768651645|0|-0.0524080009999999|0.27128814|0.064754938|-0.0229342729999999|2.251475261|0.8104680259999999|-1.123779397|-15.59093155|42.65239101|32.7126858|0.428987199|510.1086157|1750.333702|5.76401157|0.751274223|4681.895329999999|-334.31474760000003|-338.6757579|756.2796491|1.0|0.0|0.0|1.0|1.0|0.0|0.38|17.0|-7.2|4.69|43.6|1.0|0.0|-4.35|25.0|-5.67|332.44|1.0|1.0|4.49e-05|0.0149|3.74|0.0|6.38e-08|4.5515|4.5515|-1033.556797|-1033.535029|588.79|1020.9|272.4|272.4|0.68682|0.1784|-0.19082|-0.21811|0.02176759|-1033.378455|3.7571|6.2612|6.2612
4h_a46|-3.74433321|0|0|0|0.0|0.090767245|1|7.825245291|1|1|0.3002050539999999|2.134072222|0.128214845|-0.005778576|2|0.0|-0.0008161889999999|1|0.003087227|-0.030014575|-0.0488847059999999|2|0.739180305|0.7543177040000001|0.075704004|0.7955809979999999|0|-0.083155747|0.659584488|0.232755725|-0.0305445539999999|6.198442205|0.805506105|-2.015940586|-51.19164773|74.99848132|73.14480467|0.4866209529999999|601.9869510999999|3180.526173|8.138240742999999|0.947878486|7808.347937|-1241.036544|-479.405829|1963642.0|1.0|0.0|0.0|1.0|1.0|2.0|0.3|23.0|-9.2|3.46|124.17|2.0|0.0|-6.53|36.0|-6.38|502.63|0.0|0.0|2.97e-07|0.000149|4.21|0.0|6.38e-10|4.2444|4.18|-1923.926093|-1923.878801|792.61|1397.46|296.62|292.11|0.55428|291.0|-0.1711599999999999|-0.21008|0.04729184|-1923.611784|2.9086|6.6402|6.6402
5a_a49|0.0|0|0|0|0.0|0.0|1|7.853604813|2|2|1.343848751|2.111324504|0.079751437|-0.009147269|2|1.878067786|0.007647515|1|0.008623164|-0.158356406|-0.26176436|2|0.66494289|0.7979412790000001|0.001251171|0.855876084|1|-0.072109357|0.6254267029999999|0.199909945|-0.027311576|9.77851757|0.6069287529999999|-1.338267206|-24.67330519|61.89135559|58.89715956|0.490453006|468.0117167|1887.422375|6.0732145310000005|0.962527525|6294.404170000001|-457.9083293000001|-125.09569170000002|1289.801795|0.0|0.0|1.0|1.0|1.0|0.0|0.22|21.0|-6.92|3.3|73.14|1.0|0.0|-3.84|30.0|-6.84|397.43|1.0|1.0|0.000146|0.0578|2.65|0.0|1.1900000000000001e-07|5.2443|3.9219|-1311.995327|-1311.960542|625.06|1082.25|316.13|236.42|0.31953|0.0529|-0.16176|-0.21238|0.03478454|-1311.799168|7.0102|7.3665|7.3665
19e_a38|0.0|1|0|0|3.376977671|0.0|0|7.412764017000001|2|2|1.297043576|0.0|-0.082311936|-0.007550899|2|0.0|-0.001197042|1|0.000347207|-0.091460175|-0.191751024|1|0.723755855|0.839953955|0.04818471|0.89459881|0|-0.083623427|0.552393659|0.223437407|-0.03783113|9.619015829|0.749190974|-2.042881001|-37.96637911|82.37885703|70.62168376|0.4655978389999999|523.2534216|3426.997928|6.596408983|0.871249918|6531.762734|-927.5007945|-335.8133169|1837.325672|1.0|0.0|1.0|1.0|1.0|3.0|0.12|17.0|-7.28|4.03|81.23|2.0|0.0|-4.94|32.0|-6.39|427.48|0.0|1.0|1.15e-05|0.0049|3.55|0.0|5.27e-08|5.2322|3.8587|-1409.582478|-1409.547647|685.34|1183.12|321.31|236.96|0.41961|0.3738|-0.15584|-0.20723|0.03483011|-1409.37733|8.0952|8.0083|8.0083
17a_a25|0.0|0|0|0|0.0|0.0|1|6.842683282|0|0|1.373200859|1.826085128|0.0055894319999999|-0.004137083|2|2.008884939|0.0063846319999999|1|0.006423059|-0.047099434|-0.07654898|2|0.6741827509999999|0.748718056|0.168247187|0.8005589320000001|1|-0.06234901|0.348821736|0.125413071|-0.0297670279999999|6.442637379|0.755980502|-1.666953566|-31.71656603|67.57985355|53.50212109|0.468791604|623.7797651000001|2432.071525|8.996672966|0.882500365|6250.571217000001|-847.969248|-365.1448527|1572.683056|1.0|1.0|1.0|1.0|1.0|1.0|0.11|27.0|-9.98|4.83|72.7|2.0|0.0|-5.12|33.0|-6.18|433.5|0.0|1.0|7.5e-06|0.00325|3.9|0.0|1.05e-10|5.2683|3.9347|-1391.625102|-1391.588873|747.06|1271.9|315.11|235.34|0.35172|0.1735|-0.16304|-0.21559|0.0362293|-1391.385492|5.1401|7.6021|7.6021
13a_a30|0.0|0|0|0|0.0|0.0|0|7.412764017000001|2|2|0.604984129|0.0|0.113424769|-0.011002918|2|0.0|-0.003436924|1|-0.002215642|0.003429114|0.006103754|1|0.841060094|0.8303425640000001|0.019603815|0.885516463|0|-0.109682335|0.478381813|0.303605444|-0.042832838|8.456950359|0.799862466|-2.27014041|-49.96348386|88.22659517|86.55791128|0.4661332179999999|470.0167988|2520.165025|8.066980235|0.873126469|6675.344631|-1034.114779|-404.771677|1915.558478|1.0|0.0|0.0|1.0|0.0|2.0|0.13|17.0|-6.19|3.04|124.74|1.0|0.0|-5.01|32.0|-7.05|441.51|0.0|0.0|9.68e-06|0.00427|2.74|0.0|6.520000000000001e-07|5.0535|3.5288|-1744.491614|-1744.4457100000002|721.66|1211.54|351.35|245.34|0.26119|0.1603|-0.14953|-0.20503|0.04590378|-1744.281248|1.4855|7.8665|7.8665
3d_a12|0.0|0|0|0|0.0|0.0|0|0.0|1|1|1.28383852|0.0|0.092417272|-0.008186708|3|0.0|-0.00259095|0|-0.000643935|-0.1394967999999999|-0.237203828|2|0.91670178|0.7697403429999999|-0.097468573|0.82682708|0|-0.066850425|0.2443206489999999|0.145275317|-0.035063929|2.9374091630000003|0.77428353|-1.437621096|-17.64609244|57.52228251|40.06333231|0.472404561|439.1353855|1205.356874|5.786006004|0.89539167|4509.417998|-379.4799315|-281.8395348|953.9302134|1.0|1.0|1.0|0.0|1.0|1.0|0.11|18.0|-7.51|3.37|50.17|0.0|0.0|-3.52|24.0|-6.22|313.36|1.0|1.0|0.000302|0.0945|2.81|0.0|3.08e-08|4.2114|3.7719|-1006.727999|-1006.704001|548.21|918.3|328.71|294.4|0.53114|0.1583|-0.15387|-0.22229|0.02399772|-1006.606666|3.0037|7.6021|7.6021
AKLKII_a46|0.0|1|0|0|2.917217813|0.0|0|6.605297921|0|0|1.4316666480000002|0.0|-0.206312209|-0.003417504|3|1.744747103|0.006821053|1|0.006731579|-0.037291767|-0.066245471|3|0.718266758|0.758995484|-0.0150769919999999|0.8264237520000001|1|-0.071827497|0.271156366|0.162358606|-0.033194303|2.335284369|0.7721395329999999|-1.161800612|-16.15213359|49.76981906|38.98582025|0.47999819|397.2168972|792.7439217|5.83938898|0.92307023|4110.764451|-261.2587041|-258.10190780000005|713.5187596|1.0|1.0|0.0|1.0|1.0|1.0|0.06|21.0|-7.21|3.9|67.35|0.0|0.0|-3.24|22.0|-6.5|287.32|1.0|1.0|0.000578|166.0|2.19|0.0|6.18e-08||||||||||||||||6.7423|6.7423
5_a18 (BIBF0775)|0.0|0|0|0|0.0|0.0|0|7.03438793|2|2|1.251175715|0.0|0.0160123|-0.005220163|1|0.0|0.002526619|0|0.0036739159999999|-0.144352593|-0.216531385|0|0.7140745620000001|0.7395978390000001|-0.001626287|0.774859029|0|-0.068989967|0.420002762|0.156764132|-0.029755876|4.846666751|0.8159410579999999|-2.112667176|-39.33277643|67.25977848|58.5107823|0.483962172|636.6978809999999|1645.395714|9.798677372|0.937842434|7221.114573000001|-1204.480438|-477.1120625|1955.044427|0.0|1.0|0.0|1.0|1.0|2.0|0.32|18.0|-9.21|4.09|76.5|3.0|0.0|-6.07|37.0|-5.96|494.63|1.0|0.0|8.590000000000001e-07|0.000425|4.73|0.0|6.18e-10|3.2027|3.2027|-1572.313227|-1572.290174|817.02|1446.02|378.13|378.13|0.69298|0.4825|-0.13154|-0.18092|0.02305362|-1571.914419|2.8009|7.4685|7.4685
11a_a31|0.0|1|0|0|2.856083711|0.0|0|7.773594467000001|1|1|0.610138462|0.0|-0.045290366|-0.02376325|0|0.0|-0.022093578|2|-0.017433557|-0.1068420919999999|-0.1829166189999999|0|0.861302755|0.8433024170000001|0.022073976|0.910334509|0|-0.151872243|0.271818874|0.513245044|-0.056833284|10.55399384|0.735254945|-1.932331673|-38.68354874|97.23036756|97.560141|0.451795285|245.6599349|1769.346573|5.791411901|0.8241360790000001|4940.657452|-492.1863586|-237.4612264|1326.379096|0.0|0.0|1.0|0.0|1.0|2.0|0.13|16.0|-4.65|3.93|125.57|0.0|0.0|-4.81|23.0|-6.51|329.33|0.0|1.0|1.5399999999999998e-05|0.00506|2.53|0.0|2.22e-05|3.8042|3.8042|-1441.452616|-1441.411622|529.63|860.74|325.92|325.92|0.69222|0.2797|-0.15515|-0.20589|0.04099365|-1441.37897|8.9667|6.7212|6.7212
4S4k_a46|0.0|0|0|0|0.0|0.173180233|1|7.825245291|1|1|1.134637098|2.145043462|-0.050636784|-0.0049602|1|0.0|0.006550513|1|0.006050983|0.008544799|0.012963356|1|0.78837943|0.7477594870000001|-0.003017362|0.787615341|0|-0.089589915|0.199356973|0.1082655419999999|-0.030477338|2.177526049|0.8679099640000001|-1.46291223|-25.17446332|49.42345536|51.59865384|0.461984953|472.7005375|1729.18312|5.523352655|0.858684076|4719.2906570000005|-411.0733912|-390.0516264|893.4991504000001|1.0|1.0|0.0|1.0|1.0|1.0|0.33|17.0|-6.61|4.26|50.94|1.0|0.0|-4.82|25.0|-5.46|333.43|1.0|1.0|1.5e-05|5.0|4.05|0.0|2.48e-07|5.2854|4.0774|-1053.441953|-1053.415665|566.82|997.07|304.07|234.58|0.5716|0.0654|-0.17396|-0.1947|0.02628818|-1053.255345|2.5693|6.7055|6.7055
12l_a36|0.0|1|0|0|3.426092687|0.0|0|7.412764017000001|2|2|1.297044247|0.0|-0.0944961519999999|-0.0076430169999999|2|0.0|-0.000143196|1|0.001194592|-0.098598933|-0.175397741|1|0.8707354620000001|0.8174432229999999|-0.041707369|0.8772535459999999|0|-0.079972189|0.3827446779999999|0.15618077|-0.038052612|9.330278191|0.7379583590000001|-1.940683231|-33.88151556|83.76912404|66.38812034|0.4619814279999999|549.2389652|2385.788754|7.471134223|0.8586718990000001|6121.6555530000005|-822.2019402000001|-309.7725155|1711.727859|1.0|0.0|1.0|1.0|0.0|2.0|0.13|17.0|-6.66|2.75|92.99|1.0|0.0|-4.57|31.0|-6.68|406.44|0.0|0.0|2.72e-05|0.0111|2.95|0.0|2.21e-07|3.8619|3.8619|-1325.194654|-1325.15957|686.83|1155.07|321.05|321.05|0.6925|0.4524|-0.15869|-0.20973|0.03508404|-1325.0137550000002|7.2021|7699.0|7699.0
21b_a23|0.0|0|1|1|0.0|0.0|2|7.525639975|0|0|1.197963051|3.351726269|0.094654108|-0.005936474|2|0.745297595|0.01055698|2|0.009872313|-0.069382957|-0.130528352|2|0.7038407329999999|0.7717839409999999|0.131951284|0.8339434929999999|1|-0.0596425779999999|0.224930782|0.0692712809999999|-0.034219814|7.117014296|0.812334718|-1.745210489|-29.31080756|67.68046598|51.9633947|0.458461834|652.4673795|2531.041828|8.773746105|0.846591917|6919.229053|-857.6679716|-437.9110924|1506.081551|0.0|0.0|1.0|1.0|1.0|1.0|0.08|26.0|-7.84|3.92|128.81|2.0|0.0|-6.1|33.0|-6.42|450.52|0.0|0.0|8.02e-07|0.000361|3.7|0.0|1.43e-08|4.0023|3.6237|-1761.498874|-1761.4722969999998|735.65|1247.38|342.15|309.79|0.57848|0.2333|-0.15033|-0.23434|0.02657688|-1761.294175|13.2567|7.0691|7.0691
14_a4|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1|1.399909181|1.947126795|-0.2248919089999999|-0.001935612|1|0.0|0.009588001|1|0.008943549|-0.016862096|-0.039321879|1|0.507307223|0.77505994|0.158051825|0.843811017|0|-0.065776751|0.218112446|0.148961754|-0.03015272|2.697931638|0.768457211|-0.995039765|-13.60128622|39.49511556|35.84371234|0.40126838|386.9927769|1378.961008|5.304461808|0.6701974079999999|3944.638539|-205.7538638|-244.1511936|588.8091192|1.0|0.0|0.0|1.0|0.0|0.0|0.06|17.0|-5.71|3.59|30.71|0.0|0.0|-3.4|21.0|-5.8|277.3|1.0|1.0|0.000396|0.11|3.09|0.0|1.95e-06|4.5233|4.2312|-918.9507745|-918.9304744|475.32|794.51|293.02|274.1|0.53298|0.1067|-0.17381|-0.2102|0.020300099|-918.896242|3.3312|5.8794|5.8794
12u_a36|0.0|1|0|0|3.508898495|0.0|0|7.412764017000001|2|2|1.270259304|0.0|-0.054501792|-0.006461999|2|0.0|0.0042553209999999|1|0.005035022|-0.099596099|-0.163978382|1|0.901715152|0.8101678720000001|0.080270195|0.855176759|0|-0.07260571|0.3765068079999999|0.157772171|-0.03452119|8.544435884|0.77938748|-2.036750221|-35.17050511|78.06218646|62.80959338|0.486156325|586.1833819|2455.7556010000003|7.65672775|0.946117173|6127.402572|-986.6102007|-388.9026034|1818.813889|1.0|0.0|1.0|1.0|1.0|2.0|0.24|17.0|-7.38|3.85|69.2|2.0|0.0|-4.95|32.0|-6.19|423.51|1.0|1.0|1.13e-05|0.0047799999999999|3.8|0.0|4.2e-08|3.8847|3675.0|-1350.8981130000002|-1350.865506|739.12|1254.5|337.37|319.16|0.69258|0.0176|-0.15109|-0.20409|0.03260752|-1350.638138|7.8877|7.7959|7.7959
12_a3|0.0|0|0|0|0.0|0.0|0|6.823286122000001|0|0|0.605020506|0.0|0.167987916|-0.009093383|2|2.07135708|-0.006049098|1|-0.0045709459999999|0.017902469|0.032450556|2|0.899733837|0.718481325|-0.039834906|0.784451598|1|-0.092838926|0.101891875|0.170600292|-0.039584548|2.496397166|0.830418645|-1.345874639|-20.92463497|52.16354015|49.333524|0.463780604|393.75653|1064.221958|5.6343192|0.864908294|4400.493202000001|-303.3418921|-313.7317211|769.4340634|1.0|1.0|1.0|1.0|1.0|1.0|0.0|21.0|-6.89|4.34|92.93|1.0|0.0|-5.68|22.0|-5.3|304.37|0.0|1.0|2.07e-06|0.000629|4.03|0.0|1.3e-07|3263.0|3263.0|-1272.152002|-1272.125792|515.23|847.25|379.97|379.97|0.69784|0.5056|-0.13153|-0.19514|0.02620998|-1272.058487|3.1979|5.45|5.45
7f_a10|0.0|0|0|0|0.0|-4.8022906380000006|1|7.535296702|1|1|1.240141822|1.924772416|0.103083789|-0.011104817|2|0.740070757|0.00189949|1|0.0030999659999999|-0.058093287|-0.172751862|2|0.5371733989999999|0.796084921|-0.009545801|0.8499946070000001|1|-0.064238302|0.7359022890000001|0.068226214|-0.03645808|2.474090768|0.8217865520000001|-1.713529756|-19.93012491|60.16185231|40.22275023|0.402568457|519.0013298|2375.702381|6.115784565|0.6738319429999999|7070.755931000001|-531.6277179|-358.4725202|1161.423484|1.0|0.0|1.0|1.0|1.0|0.0|0.23|21.0|-8.13|5.07|52.83|2.0|0.0|-5.54|30.0|-5.47|410.39|0.0|0.0|2.9e-06|0.00119|4.7|0.0|7.38e-09|5.7757|3.6256|-1442.216293|-1442.200124|597.28|1034.38|341.96|214.67|0.34467|0.0191|-0.15627|-0.2175699999999999|0.01616879|-1442.058773|3.2524|6.8508|6.8508
12_a4|-3.2834578760000004|0|0|0|0.0|0.0|1|7.535296702|1|1|0.295190368|2.070952433|-0.1494133309999999|-0.0021497879999999|2|1.587386096|0.005795666|1|0.009024784|-0.051501982|-0.085553511|2|0.5687812560000001|0.8157155359999999|-0.036425699|0.8749408470000001|1|-0.070256284|0.636722126|0.194761903|-0.025916226|4.116653575|0.717772573|-1.269895089|-24.74343259|53.59101661|48.6306683|0.470780296|477.8721263000001|1962.933988|6.223583758999999|0.889574393|6390.233612|-447.2420348|-258.476202|1049.9494|1.0|0.0|1.0|1.0|1.0|0.0|0.23|21.0|-7.84|3.69|86.12|1.0|0.0|-4.18|29.0|-6.84|404.48|0.0|1.0|6.57e-05|0.0266|2.72|0.0|1.45e-08|4.8592|3.8083|-1617.861623|-1617.826064|640.67|1101.33|325.57|255.16|0.63967|0.0464|-0.16224|-0.2312199999999999|0.03555871|-1617.634733|10.1971|5032.0|5032.0
47t_a18|0.0|0|0|0|0.0|0.0|0|7.03438793|1|1|1.25117758|0.0|0.1115820769999999|-0.0128248239999999|0|0.0|-0.006573438|0|-0.004985656|-0.068787175|-0.104274108|0|0.704602886|0.750103977|0.005590928|0.796935152|0|-0.119202068|0.240001773|0.32796681|-0.040580402|6.301435212|0.804531523|-2.272502492|-53.39751484|80.00407742|89.19655162|0.49779009|449.789539|1326.524873|8.780037801|0.991199259|6603.597038|-1017.985577|-407.6438346000001|1890.514146|0.0|0.0|0.0|1.0|0.0|3.0|0.15|18.0|-7.51|2.6|110.56|2.0|0.0|-5.58|33.0|-6.46|441.48|0.0|0.0|2.65e-06|0.00117|3.57|0.0|3.09e-08|3.1164|3.1164|-1470.873743|-1470.836067|703.76|1218.95|397.84|397.84|0.6895100000000001|0.5502|-0.12692|-0.19514|0.03767603|-1470.593659|9.6938|6.1068|6.1068
11f_a5|0.0|1|0|0|2.967866825|0.0|0|6.605297921|1|1|1.370797007|0.0|-0.251797205|-0.0037371509999999|3|0.0|0.00722997|1|0.008309782|-0.128153787|-0.203228986|2|0.785419245|0.756843253|-0.008110526|0.800575032|0|-0.068361657|0.368815548|0.152643862|-0.022252743|10.72733576|0.5109475960000001|-1.268406334|-33.11311829|73.05195434|62.99140465|0.463183664|589.7388387999999|1125.122028|9.683662007|0.8628345190000001|5969.213977|-614.3924972|-15.23851001|1727.7296760000002|0.0|1.0|1.0|1.0|1.0|1.0|0.24|23.0|-8.67|4.61|76.16|1.0|0.0|-3.95|32.0|-6.99|427.5|1.0|0.0|0.000112|0.0477|2.7|0.0|2.12e-09|4.4523|4.1356|-1391.7602960000002|-1391.722248|729.96|1239.35|299.8|278.47|0.6593600000000001|0.1834|-0.1691|-0.20772|0.03804804|-1391.50739|2.9697|7.9208|7.9208
10_a1|0.0|1|0|0|3.261363142|0.0|0|6.86171134|0|0|1.435871163|0.0|0.0883621719999999|-0.014135827|1|0.0|-0.012672753|1|-0.0106277489999999|-0.019835038|-0.042643966|1|0.674381582|0.7227844929999999|-0.0369911079999999|0.783467165|0|-0.116648443|0.126889306|0.330036242|-0.045402319|4.718623023|0.8340962559999999|-1.861495069|-37.31383317|70.6564636|74.31719486|0.459673515|378.9193385|1768.2330920000002|7.376231317999999|0.850732895|5192.858899|-595.4602985|-377.9175542|1262.237791|1.0|1.0|0.0|1.0|0.0|2.0|0.0|23.0|-8.02|4.86|78.87|2.0|0.0|-4.98|27.0|-5.91|359.35|0.0|1.0|1.04e-05|0.00372|3.64|0.0|9.53e-09|3.4067|3.4067|-1223.159954|-1223.125689|585.51|979.35|363.94|363.94|0.70345|0.6754|-0.13576|-0.20378|0.03426532|-1223.022387|7807.0|5.8239|5.8239
