molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|BCUTs-1|SaasN|AATSC1c|AATSC1s|n6HRing|MATS7i|SaaaC|AATSC1are|MATS8i|AATSC8d|n5aRing|AATSC1pe|AATSC7i|MATS1c|n6aHRing|GATS1are|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FPSA3|PNSA5|PPSA3|RPSA|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|DPSA5|PNSA4|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|TPSA_y|Leadlikeness|Brenk|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
19a_a22|0.0|0|0|0.0|0.0|1.422917238|1.572240489|-0.009145283|-0.144269652|2|-0.020553065|1.545757986|-0.002607064|-0.011513343|0.016501913|1|-0.001355145|-0.03516233|-0.496053375|2|0.72808001|-0.155892259|0.0271939039999999|0.834033833|0.699744887|1|0.024839714|-69.91748544|18.53458775|0.255645265|-0.035138299|-52.17015658|13.82990734|106.645364|0.684706189|89.23486638|-26.21905704|0.4347718229999999|555.4133255|-1468.267194|2607.322873|0.76919701|7095.27723|235.2620007|38.29242013|0.025888799|781.8210659|19.31738094|1.0|1.0|1.0|1.0|2.0|3.61|2.27|0.08|27.0|128.68|1.0|0.0|1.0|-4.38|35.0|6.0|-7.67|0.0|0.0|7.69e-05|2.05|0.0|8e-07|-0.06398|5.69|3.5809|-1537.0241640000002|740.07|1277.14|346.24|246.01|567.03|0.34556|0.66605|-1536.756515|-0.1508|-0.21478|0.04718381|-1536.823574|6.5658|48.0|7.3188
9i_a24|0.0|1|0|2.9199957480000003|0.0|1.4281889280000002|1.865102513|-0.005148312|2.01e-05|2|-0.076024544|0.0|0.004814196|-0.087363979|-0.00532872|2|0.005891639|-0.140841749|-0.32068769|2|0.783500303|0.139004845|-0.0106944439999999|0.898194715|0.73094562|0|0.025118046|-33.00219474|11.87389334|0.173910636|-0.024639839|-15.60091656|5.613069697999999|1.634015079|0.499238289|51.05832236|-11.64783344|0.468272544|390.5119445|-396.0263368|761.9885477000001|0.8806627109999999|4155.922671|236.7218826|23.33121014|0.038195951|295.8603625|18.05612763|1.0|1.0|0.0|1.0|1.0|2.76|1.36|0.0|22.0|72.28|0.0|0.0|1.0|-2.6|22.0|4.0|-7.01|1.0|0.0|0.000791|1.48|0.0|0.000258|-0.0473899999999999|1.13|4.1459|-945.2626532|501.48|825.7|299.06|268.3|363.15|0.58977|0.6755800000000001|-945.174716|-0.17204|-0.21943|0.0239838|-945.222448|9.2818|88.0|7.0555
18_a34|0.0|0|0|0.0|0.0|1.4547811819999998|1.801574074|-0.014733513|-0.101546926|1|-0.100548575|0.0|-0.001615187|-0.141332289|-0.136990511|1|0.002183342|-0.155197864|-0.493450778|1|0.759292258|0.0468829359999999|-0.224951558|0.8584852479999999|0.713979177|0|0.040845819|-71.65163761|22.55015528|0.31018528|-0.0422555509999999|-39.55742812|12.44948722|54.26737825|0.695849945|86.77082535|-23.32844015|0.441058733|380.8328339|-1003.122927|1774.550004|0.789096743|5296.289007|167.9151283|33.52510165|0.027385869|428.6241319|15.11918774|1.0|1.0|1.0|0.0|0.0|3.28|3.61|0.21|17.0|75.47|1.0|0.0|2.0|-4.32|26.0|6.0|-6.26|1.0|1.0|7.829999999999999e-05|3.07|0.0|0.000781|-0.03925|5.07|4.1234|-1199.259634|592.04|991.93|300.68|279.66|483.87|0.56101|0.60488|-1199.101028|-0.17549|-0.21474|0.02902032|-1199.158044|6.7806|2.43|5.6144
28_a20|0.0|0|0|0.0|0.0|1.417203216|1.837209467|-0.006492092|-0.114439513|3|0.091462964|1.650185059|0.002234763|0.0313932529999999|-0.039965901|1|0.002695258|0.155263557|-0.447096101|3|0.715067047|-0.104458316|-0.06654421|0.812553182|0.690655217|1|0.014682607|-60.85602167|9.799649234|0.218249263|-0.035068957|-40.6172876|6.540604536|88.39175809|0.773641727|71.98460956|-23.40616218|0.468838001|521.7658603|-1217.120433|2449.815677|0.8826648009999999|6348.941881000001|151.0788711|30.25452396|0.016673728|684.5377542|11.12858789|0.0|1.0|1.0|1.0|1.0|3.45|2.86|0.08|27.0|99.58|1.0|0.0|1.0|-4.42|32.0|5.0|-6.96|0.0|1.0|3.72e-05|2.68|0.0|6.590000000000001e-07|-0.06242|4.64|3.5798|-1368.32781|704.42|1198.32|346.35|258.81|531.85|0.50352|0.4701899999999999|-1368.085242|-0.15572|-0.21814|0.03534166|-1368.146882|4.7428|255.0|6.5935
18c_a22|0.0|0|0|0.0|0.0|1.194229067|1.804590026|-0.003749104|0.013131848|2|-0.044828537|1.642882533|0.005449965|0.009519672|0.006275578|1|0.005597023|-0.081550274|-0.305378181|2|0.7290394929999999|-0.032031791|0.010828071|0.8287956870000001|0.6922232890000001|1|0.019843706|-52.84635017|13.72808419|0.068926461|-0.028825841|-36.55965924|9.49723261|15.22791009|0.682690024|67.73280290000001|-19.94201893|0.4777430589999999|644.1264387|-1056.927003|2574.178324|0.914766316|7101.057047|219.5183688|29.21094233|0.0215181079999999|779.8043336000001|14.88645273|1.0|1.0|1.0|1.0|1.0|3.56|3.3|0.08|27.0|124.4|1.0|1.0|1.0|-5.8|34.0|5.0|-6.63|0.0|1.0|7.98e-06|3.5|0.0|1.58e-07|-0.07207|3.5|3.7222|-1783.5397829999995|707.08|1249.84|333.1|219.25|583.88|0.4609|0.60449|-1783.277296|-0.15158|-0.22365|0.02279458|-1783.340519|1.0733|26.0|7585.0
14e_a23|0.0|0|1|0.0|-4.45581912|1.197957573|3.052208981|-0.008865361|-0.272389934|2|0.023369734|0.650989437|0.001027627|0.021081733|-0.009871698|2|0.001951778|0.072830644|-0.5232404310000001|2|0.560094237|0.133270225|-0.014216155|0.8510270329999999|0.5415996160000001|1|0.018022127|-62.2612068|12.5437807|0.074607942|-0.03935934|-43.33511299|8.73073591|0.5612316039999999|0.796525872|74.75779594|-27.39493099|0.49543439|644.0923882999999|-1369.74655|2428.874279|0.981902808|7663.17288|141.6222839|34.39302091|0.017954325|658.8108151|12.49658915|0.0|0.0|1.0|1.0|1.0|3.54|3.62|0.09|26.0|105.02|2.0|1.0|1.0|-6.38|34.0|7.0|-6.06|0.0|0.0|1.61e-06|4.46|0.0|2.85e-06|-0.08122|4.2|3.7033|-1966.943431|706.39|1209.58|334.8|334.8|571.39|0.63922|0.63922|-1966.720803|-153.0|-0.2342199999999999|0.02250947|-1966.785007|5.5469|3.0|8.5214
12o_a30|0.0|0|0|0.0|0.0|0.604984133|0.0|-0.0068750669999999|-0.028326022|2|-0.089996613|0.0|0.00372838|0.019094532|-0.087019298|1|0.003603419|-0.157974241|-0.465857798|1|0.8264832879999999|-0.054392357|-0.149451598|0.870930234|0.7463962120000001|0|0.015460222|-62.74209511|9.948252054|0.1556551169999999|-0.037808155|-40.37291185|6.401442327000001|0.0|0.8131344979999999|71.87393121|-24.32856749|0.46964626|543.3140456|-1192.099807|2476.50603|0.885533983|6542.77337|120.2431068|29.91948755|0.0141914589999999|652.8825454|9.131836103|1.0|0.0|1.0|1.0|1.0|4.63|0.0|0.14|17.0|81.65|2.0|0.0|1.0|-5.93|30.0|4.0|-5.75|0.0|1.0|3.61e-06|4.49|0.0|2.61e-05|-0.05085|4.45|3.4817|-2035.338699|687.92|1162.63|356.1|238.73|528.25|0.3493699999999999|0.6854399999999999|-2035.139147|-0.1478799999999999|-0.19873|0.03392126|-2035.199757|6.8632|16.0|7.8097
18_a4|0.0|0|0|0.0|0.0|1.3998285519999998|1.904090136|-0.004533883|-0.164169913|1|0.049240675|0.0|0.000379379|-0.200683549|-0.063708832|1|0.00042|0.108754635|-0.319213511|1|0.624748358|0.102914528|-0.105846349|0.8547339420000001|0.615655659|0|0.017694182|-42.33787448|8.729352711|0.224403961|-0.03479101|-20.88721799|4.306590617|0.0|0.769438308|50.98777224|-17.16400317|0.405586004|382.6371479|-635.0681172000001|1573.744396|0.682329162|4381.693113|113.7466718|22.30718562|0.0175331289999999|337.0066459|8.649897756|0.0|1.0|0.0|1.0|1.0|3.32|2.56|0.11|17.0|50.94|0.0|0.0|2.0|-2.95|23.0|4.0|-6.58|1.0|1.0|0.000312|2.24|0.0|0.0009109999999999|-0.03538|3.02|4.2045|-1033.454769|523.81|870.74|294.88|274.59|404.27|0.52475|0.57777|-1033.349218|-0.17345|-0.20883|0.02525528|-1033.398285|3498.0|2.62|5.5817
21_a34|0.0|0|0|0.0|0.0|1.425532331|1.88614418|-0.012535886|-0.091664226|1|-0.125881566|0.0|-0.001643445|-0.004734657|-0.009996155|1|0.00130996|-0.201539853|-0.514364527|1|0.702772307|0.116926272|-0.015568862|0.796991578|0.660871869|0|0.034163186|-79.03896823|22.9240533|0.323609157|-0.041572921|-53.03643341|15.38241267|77.34839362|0.728260094|95.12565978|-27.89610644|0.4688149339999999|453.8692584|-1422.701428|2429.6035|0.882583047|7048.305909000001|182.341897|38.30514214|0.023973624|659.7484451|16.08669155|0.0|0.0|1.0|1.0|0.0|3.43|3.52|0.12|23.0|86.55|1.0|1.0|1.0|-4.5|33.0|6.0|-6.83|0.0|0.0|1.94e-05|3.02|0.0|9.06e-06|-0.07534|7.78|3091.0|-1483.305698|698.17|1182.6|401.11|288.26|530.93|0.6893199999999999|0.69292|-1483.057743|-0.13338|-0.20872|0.03023936|-1483.12009|7.9399|3.36|5.4737
8g_a8|0.0|1|0|3.073183107|0.0|1.39137364|1.298078704|-0.014340328|-0.222784884|0|0.000966222|0.0|-0.009140059|-0.025002199|-0.03728368|1|-0.007047583|0.001970629|-0.508072694|0|0.6784762320000001|0.121495775|-0.0571942009999999|0.790058057|0.656457444|0|0.031118325|-79.46906035|19.06725815|0.466064505|-0.052430233|-48.6934008|11.68315869|67.54104396|0.8330608209999999|90.27531534|-32.12579035|0.479218966|327.1604688|-1509.912147|2148.49832|0.920192814|6581.432140999999|102.2893227|38.56355928|0.017636126|551.1746801|10.80625499|0.0|0.0|1.0|1.0|2.0|3.31|2.96|0.04|23.0|99.34|2.0|0.0|1.0|-5.3|31.0|5.0|-6.34|0.0|0.0|1.16e-05|3.53|0.0|1.67e-05|-0.05849|7.17|3.7495|-1450.913472|635.27|1083.78|330.67|330.67|489.97|0.69221|0.69221|-1450.728709|-0.15542|-0.21391|0.04147516|-1450.787398|7.5762|4.2|5.3768
19g_a38|0.0|1|0|3.229090845|0.0|1.297044182|0.0|-0.008497058|-0.117921811|2|-0.037579797|0.0|-0.006877664|-0.009881824|-0.046735135|1|-0.004358975|-0.096139701|-0.438254637|1|0.653741315|-0.063110203|-0.076414544|0.892249657|0.632625562|0|0.022953686|-72.29378538|14.52522351|0.279993731|-0.038842708|-45.74791999|9.191644336|18.41027014|0.719941993|86.78105144|-24.57988703|0.455443492|455.6240763999999|-1228.994351|2506.378649|0.836356715|6631.17356|177.2223055|34.14148263|0.0228937029999999|593.6088758|14.48726605|1.0|1.0|1.0|1.0|3.0|4.82|2.52|0.14|17.0|81.23|1.0|0.0|1.0|-4.25|31.0|5.0|-6.81|0.0|1.0|4.67e-05|2.88|0.0|3.19e-05|-0.05479|3.66|3.6887|-1431.386981|638.82|1104.29|336.12|234.97|475.84|0.3937|0.69982|-1431.186566|-0.15269|-0.20748|0.03244515|-1431.244906|6.1765|42.0|7.3778
7f_a10|0.0|0|0|0.0|-4.8022906380000006|1.240141822|1.924772416|-0.011104817|-0.2347037789999999|2|-0.104120245|0.740070757|0.00189949|-0.000498274|-0.0971900919999999|1|0.0030999659999999|-0.309622111|-0.5846516820000001|2|0.5371733989999999|-0.009545801|-0.137271684|0.8499946070000001|0.5209683970000001|1|0.00797443|-53.02456669|4.441786155|0.068226214|-0.03645808|-29.53487321|2.474090768|0.3440879|0.8217865520000001|60.16185231|-20.30728086|0.402568457|519.0013298|-954.4422004|2375.702381|0.6738319429999999|7070.755931000001|99.26552746|24.71113795|0.012813716|527.8079877|7.137285626000001|1.0|0.0|1.0|1.0|0.0|3.37|2.97|0.23|21.0|52.83|2.0|0.0|1.0|-5.54|30.0|7.0|-5.47|0.0|0.0|2.52e-06|4.7|0.0|3.03e-06|-0.0613|4.93|3.6256|-1442.200124|597.28|1034.38|341.96|214.67|426.07|0.34467|0.6833600000000001|-1442.001311|-0.15627|-0.2175699999999999|0.01616879|-1442.058773|3.2524|141.0|6.8508
17a_a6|0.0|1|0|3.3685510360000004|0.0|1.424257628|0.0|-0.012704951|-0.0265090529999999|1|0.04129257|0.0|-0.00460563|0.078798543|-0.060774312|1|-0.00194781|0.068338372|-0.5624663560000001|1|0.850080948|0.08716369|-0.106323149|0.8299950709999999|0.8013954109999999|0|0.031147305|-71.75703418|20.43213226|0.2469173469999999|-0.041567592|-47.07146289|13.40315088|554.1936506|0.77193498|84.75077935|-27.26767299|0.483320982|494.010135|-1363.383649|2217.333474|0.935437602|5996.580489|149.60699319999998|35.323795000000004|0.019808023|627.4287311|12.99374518|1.0|1.0|1.0|1.0|2.0|3.52|2.88|0.12|23.0|95.85|2.0|0.0|1.0|-5.81|31.0|5.0|-5.89|0.0|1.0|6.69e-06|4.09|0.0|4e-07|-0.05753|4.04|2.9753|-1350.078838|696.96|1167.16|416.71|350.03|574.02|0.69627|0.7024|-1349.830672|-0.12425|-0.18178|0.02379552|-1349.892285|5604.0|24.0|7.6198
17a_a25|0.0|0|0|0.0|0.0|1.373200859|1.826085128|-0.004137083|-0.036457743|2|-0.017081614|2.008884939|0.0063846319999999|-0.0688716509999999|0.006360768|1|0.006423059|-0.02776212|-0.362222339|2|0.6741827509999999|0.168247187|0.0114970419999999|0.8005589320000001|0.659740852|1|0.012665055|-56.61512986|9.033070252|0.125413071|-0.0297670279999999|-40.379488|6.442637379|80.30332825|0.755980502|67.57985355|-21.2306737|0.468791604|623.7797651000001|-1188.917727|2432.071525|0.882500365|6250.571217000001|174.0415044|28.08362601|0.015373381|781.7487682|10.96472369|1.0|1.0|1.0|1.0|1.0|3.48|3.47|0.11|27.0|72.7|2.0|0.0|1.0|-5.12|33.0|4.0|-6.18|0.0|1.0|7.44e-06|3.9|0.0|4.54e-08|-0.05255|6.04|3.9347|-1391.588873|747.06|1271.9|315.11|235.34|598.67|0.35172|0.6722|-1391.321455|-0.16304|-0.21559|0.0362293|-1391.385492|5.1401|25.0|7.6021
5b_a50|0.0|0|1|0.0|0.0|1.397278957|4.190114953|-0.00141071|-0.003549558|1|-0.052494624|2.473508677|0.012641727|-0.137595558|-0.113846154|2|0.012290091|-0.0873662269999999|-0.140506919|1|0.693611382|0.019856551|-0.1866330389999999|0.855527513|0.6642694929999999|1|0.012204641|-31.07327358|6.200250541|0.041393519|-0.02140774|-15.78596849|3.149876031|60.5565203|0.5887490470000001|42.76068675|-10.87564575|0.4462435279999999|486.9950914|-435.0258302|1452.442728|0.8058479690000001|4577.809819|208.925351|18.47246431|0.023005632|409.0289917|11.68741316|1.0|1.0|0.0|1.0|0.0|3.37|2.91|0.1|20.0|35.64|0.0|0.0|2.0|-3.48|24.0|2.0|-6.03|1.0|1.0|6.47e-05|3.06|0.0|0.0004269999999999|-0.0256899999999999|2.81|4.0222|-990.5849031|547.35|922.49|308.25|220.09|411.9|0.4270899999999999|0.66968|-990.43875|-0.16683|-0.19252|0.02651535|-990.487545|6.1284|12.23|4.9126
19b_a38|0.0|1|0|3.26554965|0.0|1.297044256|0.0|-0.008652352|-0.115864198|2|0.013765516|0.0|-0.006877664|-0.1381849369999999|-0.0697981979999999|1|-0.004358975|0.035216067|-0.443325632|1|0.653741315|0.019437461|-0.114123934|0.8851623040000001|0.632625562|0|0.0224393089999999|-71.73053105|13.92699891|0.270689433|-0.041606241|-44.51968852|8.643817972|0.0|0.7596369590000001|84.49751102|-25.82299118|0.478948837|452.6479704|-1291.149559|2436.66785|0.91919733|6518.872269|149.181772|33.99385836|0.020570275|593.6088758|12.76697997|1.0|0.0|1.0|1.0|3.0|4.82|2.37|0.14|17.0|81.23|1.0|0.0|1.0|-4.25|31.0|5.0|-6.81|0.0|1.0|4.67e-05|2.88|0.0|3.19e-05|-0.05031|3.66|3.7509|-1431.38073|646.81|1111.29|330.55|231.18|485.64|0.38952|0.69411|-1431.18309|-0.15414|-0.20445|0.03336932|-1431.2418630000002|6.3396|12.0|7.9172
14a_a25|0.0|0|0|0.0|0.0|1.420015394|1.667057351|-0.004483962|-0.05112778|2|0.051906412|1.975771616|0.006085806|-0.046802062|-0.019985937|1|0.006158124|0.085350921|-0.365062041|2|0.6716839040000001|-0.085643386|-0.035531959|0.792935475|0.653818362|1|0.012870836|-55.27820709|8.449104086|0.149573695|-0.033365179|-36.28756839|5.546443318|58.18995584|0.8067529940000001|63.96772039|-21.90268583|0.492236681|558.2652611000001|-1160.842349|2142.5112510000004|0.969421506|6315.975408|126.8576588|27.14918443|0.01323706|712.1606951|8.689513304|1.0|1.0|1.0|1.0|1.0|3.43|3.06|0.08|27.0|72.7|2.0|0.0|1.0|-5.39|32.0|4.0|-5.91|0.0|1.0|5.13e-06|4.16|0.0|1.08e-07|-0.05083|5.79|3.9479|-1352.265931|689.55|1202.13|314.05|231.18|548.29|0.42461|0.6714|-1352.024616|-0.16347|-0.2143|0.03250632|-1352.086073|4.1656|207.0|6684.0
11_a15|0.0|0|0|0.0|0.0|1.435688956|0.0|-0.0064953419999999|-0.029665252|3|-0.036023137|0.0|0.001806571|-0.0856783419999999|0.023543401|0|0.003766915|-0.056500144|-0.363940085|2|0.843715005|0.0234789439999999|0.0432314409999999|0.76664841|0.796300317|0|0.018519054|-66.78526188|12.69062406|0.105461874|-0.033606127|-45.76619542|8.696553172|0.0|0.739315684|79.1792768|-23.02940065|0.470042906|613.0036107000001|-1335.705238|2565.707165|0.8869452090000001|7002.915718000001|178.640152|31.14961732|0.018086221|830.7967967000001|12.39401492|1.0|1.0|1.0|0.0|1.0|4.1|4.25|0.07|24.0|59.51|2.0|0.0|1.0|-6.32|34.0|4.0|-5.26|0.0|0.0|7.970000000000001e-07|5.32|0.0|5.7e-07|-0.03877|5.04|2.9595|-1450.705737|739.57|1284.85|418.94|263.2|568.22|0.58935|0.70577|-1450.39211|-0.12134|-0.16011|0.03503399|-1450.457814|1.3581|739.0|6.1314
19e_a38|0.0|1|0|3.376977671|0.0|1.297043576|0.0|-0.007550899|-0.10490608|2|0.021678225|0.0|-0.001197042|-0.104569193|-0.038386106|1|0.000347207|0.045449529|-0.436305701|1|0.723755855|0.04818471|-0.064035403|0.89459881|0.700181525|0|0.02118651|-68.82539051|14.27562164|0.223437407|-0.03783113|-46.37503972|9.619015829|16.39385667|0.749190974|82.37885703|-25.49088538|0.4655978389999999|523.2534216|-1376.50781|3426.997928|0.871249918|6531.762734|168.99691289999998|34.02454948|0.020114756|696.3887025|13.55346651|1.0|0.0|1.0|1.0|3.0|4.96|3.08|0.12|17.0|81.23|2.0|0.0|1.0|-4.94|32.0|4.0|-6.39|0.0|1.0|1.89e-05|3.55|0.0|2.25e-05|-0.05139|4.08|3.8587|-1409.547647|685.34|1183.12|321.31|236.96|532.67|0.41961|0.58509|-1409.315831|-0.15584|-0.20723|0.03483011|-1409.37733|8.0952|0.01|8.0083
14r_a23|0.0|0|1|0.0|0.0|1.197963203|3.201732471|-0.006323791|-0.06921746|2|0.014148395|0.7087588690000001|0.007671236|-0.079935667|-0.064006338|2|0.0075222369999999|0.033038452|-0.454010253|2|0.616699629|0.03753491|-0.1050445769999999|0.846632079|0.5935522360000001|1|0.019185345|-55.30494931|12.35476415|0.133777381|-0.03654528|-35.61466281|7.956082857|55.62948521|0.7882228370000001|66.31173073|-23.53402098|0.4661909429999999|557.8203557999999|-1106.098986|2306.754114|0.873329024|6744.848704999999|136.37788909999998|29.85706563|0.017092103|599.5697147999999|11.00678143|0.0|0.0|1.0|1.0|1.0|3.47|3.06|0.05|26.0|105.02|2.0|1.0|1.0|-5.58|31.0|5.0|-6.31|0.0|0.0|7.73e-06|3.68|0.0|9.18e-06|-0.06842|3.72|3.1797|-1729.1326809999998|678.08|1145.51|389.92|208.71|513.71|0.30482|0.68115|-1728.924789|-0.15536|-0.22378|0.02296354|-1728.98403|8.8722|5.0|8.2684
15a_a22|0.0|0|0|0.0|0.0|1.4229176680000002|1.646649187|-0.0050042229999999|-0.052476637|2|0.021482585|1.614660505|0.005288335|-0.057308195|-0.015194063|1|0.005757758|0.036467904|-0.360663314|2|0.6819423609999999|-0.09744639|-0.027029438|0.794858486|0.655865336|1|0.02126757|-55.4621036|14.43653926|0.13335968|-0.031425179|-37.6479704|9.799599501|65.53409434|0.702735071|70.12529157|-21.33157831|0.444668211|588.2800507999999|-1109.242072|2169.226845|0.800725296|6322.278103000001|201.7850124|30.3550786|0.0216014629999999|684.5377542|14.66318798|1.0|1.0|1.0|1.0|1.0|3.42|2.86|0.08|27.0|85.59|1.0|0.0|1.0|-4.65|32.0|5.0|-6.61|0.0|1.0|2.1e-05|3.18|0.0|2.56e-07|-0.0600399999999999|4.98|3.6496|-1368.321775|696.57|1189.31|339.72|245.14|541.27|0.41078|0.69076|-1368.0755869999998|-0.15281|-0.21285|0.03153544|-1368.1368730000002|6.8666|143.0|6.8447
13b_a6|0.0|1|0|3.423777636|0.0|1.430640379|0.0|-0.011206134|-0.0265090529999999|1|0.060593678|0.0|-0.00460563|-0.104663349|-0.064811009|1|-0.00194781|0.100281317|-0.490758329|1|0.850080948|-0.029988734|-0.11338525|0.8370824240000001|0.8013954109999999|0|0.032036214|-74.04643339|21.00828557|0.2242827939999999|-0.0406496879999999|-48.5571926|13.77653618|554.4007331|0.757233678|87.39962829999999|-26.65671602|0.408780634|508.6895893|-1332.835801|2587.000662|0.69141956|6000.952027|159.1980937|35.20276076|0.0203627189999999|627.4287311|13.35319491|1.0|1.0|1.0|1.0|2.0|3.56|2.85|0.12|23.0|95.85|2.0|0.0|1.0|-5.51|31.0|5.0|-6.1|0.0|1.0|1.02e-05|3.8|0.0|4e-07|-0.0525799999999999|4.04|3.6322|-1350.061187|694.33|1167.21|341.35|255.67|574.07|0.58026|0.7006600000000001|-1349.837661|-0.14898|-0.20156|0.02920955|-1349.898848|13.5746|174.0|6.7595
5_a18 (BIBF0775)|0.0|0|0|0.0|0.0|1.251175715|0.0|-0.005220163|-0.015946718|1|-0.0366107389999999|0.0|0.002526619|0.0002403959999999|-0.022817602|0|0.0036739159999999|-0.054916741|-0.453086741|0|0.7140745620000001|-0.001626287|-0.040022105|0.774859029|0.7061155790000001|0|0.008501088|-59.08151918|6.418873637000001|0.156764132|-0.029755876|-44.61038661|4.846666751|50.25564119|0.8159410579999999|67.25977848|-22.46761997|0.483962172|636.6978809999999|-1595.201018|1645.395714|0.937842434|7221.114573000001|138.97646310000002|27.535837|0.010831199|1140.896548|8.178259299999999|0.0|1.0|0.0|1.0|2.0|4.42|0.0|0.32|18.0|76.5|3.0|1.0|1.0|-6.07|37.0|3.0|-5.96|1.0|0.0|1.91e-06|4.73|0.0|3.06e-07|-0.04938|8.45|3.2027|-1572.290174|817.02|1446.02|378.13|378.13|691.68|0.69298|0.69298|-1571.843719|-0.13154|-0.18092|0.02305362|-1571.914419|2.8009|34.0|7.4685
25b_a34|0.0|0|0|0.0|0.0|1.290860233|1.94553288|-0.015658012|-0.0929479709999999|1|-0.150946163|0.0|-0.00378755|-0.112970844|-0.061390533|1|-0.000223677|-0.2360985169999999|-0.623853334|1|0.832166825|0.08214612|-0.101529052|0.83883012|0.787858064|0|0.030138301|-86.13394472|18.82143547|0.343426892|-0.042438204|-53.79083879|11.75402804|49.2835599|0.76274549|98.0416108|-26.50275222|0.419904835|410.0313565|-1378.143115|2671.608537|0.723855085|5786.015654|148.1659658|34.74652105|0.019067452|595.8522372|11.90766609|0.0|1.0|1.0|1.0|2.0|3.53|3.39|0.29|17.0|90.3|1.0|0.0|1.0|-3.82|29.0|5.0|-7.07|0.0|0.0|0.000202|2.29|0.0|0.00015|-0.03539|5.06|4.2253|-1313.361559|668.48|1136.16|293.43|293.43|562.84|0.6925600000000001|0.6925600000000001|-1313.132261|-0.17564|-0.21103|0.02655501|-1313.194808|9.0174|2.08|5.6819
3_a47|0.0|0|0|0.0|0.0|1.304465159|0.0|-0.008740449|-0.130414103|2|-0.013350303|1.416887578|-0.008828261|0.103847816|0.013073797|0|-0.007967014|-0.021029826|-0.457330633|2|0.900251233|0.104873188|0.022804181|0.780628097|0.815682427|1|0.008609292|-49.71258151|4.514659074|0.145272519|-0.036461577|-26.06896797|2.367459086|1.139378223|0.7849694909999999|58.22383723|-19.12022366|0.403777634|448.2137648|-745.6887227000001|1280.146703|0.67722658|5022.029588|112.7606591|24.35791949|0.016230658|418.022895|8.511255722000001|1.0|1.0|0.0|1.0|2.0|2.59|2.89|0.0|22.0|58.04|1.0|0.0|1.0|-5.54|25.0|3.0|-5.16|1.0|1.0|4.49e-06|4.6|0.0|1.33e-06|-0.05717|4.12|3.7284|-1470.101469|556.65|941.44|332.54|217.52|402.58|0.52977|0.69138|-1469.969304|-0.15473|-0.2119|0.03619487|-1470.0192869999998|5.3274|316.0|6.5
2_a1|0.0|0|0|0.0|0.0|1.348828131|2.233384354|-0.004621682|-0.014296455|1|-0.1056298369999999|0.0|0.001576763|-0.0619710709999999|0.101798469|1|0.003205156|-0.237981258|-0.422863867|1|0.571324013|0.079586368|0.1766333219999999|0.8571146190000001|0.5574897879999999|0|0.011282631|-35.17029414|5.135384136|0.191789935|-0.026492726|-16.00805425|2.337413146|84.54541681|0.6944040029999999|43.24570924|-12.05838656|0.39830426|367.8635872|-422.0435297|1378.496713|0.6619695520000001|3920.383175|139.0945801|17.36508791|0.017741989|299.6692382|8.075415099999999|1.0|1.0|0.0|1.0|0.0|2.91|2.69|0.18|17.0|30.71|0.0|0.0|1.0|-3.06|21.0|3.0|-6.04|1.0|1.0|0.000167|2.76|0.0|0.000185|-0.02966|3.31|4.0877|-920.184721|489.42|807.98|303.31|303.31|355.79|0.7007899999999999|0.7007899999999999|-920.078239|-0.1686|-0.19826|0.024658671|-920.123726|5.2754|5.8|5.2366
