molecula|NaaNH|n9FaRing|nAHRing|nARing|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|AATSC1are|MATS8i|n5aRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA5|PNSA3|PNSA5|PPSA3|TPSA_x|FNSA4|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|GeomRadius|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Veber filter|Log S (Ali)|Heavy atom count|Molecular Mass|Egan filter|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
14ac_a23|0|1|0|0|0.0763230759999999|-0.011656739|5.351858133|-0.4422550999999999|2|0.048351548|0.016532702|-0.0066006519999999|0.0518788009999999|2|-0.004445662|0.068237909|-0.069765112|-0.287952039|-0.562985112|2|0.5562570379999999|0.1374474|0.054652466|0.834426845|0.537271445|1|0.931143634|-0.097100967|-66.72452104|-73.32014595|12.70997824|51.99287907|-0.043970249|9.597200637|0.327656318|0.8077820920000001|-2.330423202|-50.3831402|87.75911516|0.489147172|3695.344378|-1759.6835030000002|3417.45156|8.122941134|41.10214358|0.019122137|-464.8074813999999|2178.41361|718.3324686000001|14.43896921|1.0|0.0|1.0|1.0|1.0|1.0|5.52|8.36|105.02|2.0|1.0|130.29|0.0|-7.31|38.0|547.48|1.0|0.0|-6.65|4.92e-08|2.24e-07|0.000123|5.35|9.25e-10|-0.08813|4.0014|-2304.001319|-2303.9786940000004|751.54|1285.58|341.32|0.3209|627.76|0.6408|-2303.749331|-0.15055|-2303.819891|4.0|8.3851|8.3851
17_a15|0|0|0|0|-0.046866421|-0.0071363569999999|0.0|-0.071708785|2|0.036595745|-0.033968088|0.0016674189999999|-0.032903349|0|0.0032452509999999|-0.052628162|-0.170008473|-0.263401148|-0.461493931|2|0.769376831|0.001376853|-0.023779626|0.76362781|0.740986227|0|0.880459235|-0.079844675|-40.50376584|-61.17023228|9.875456386|91.58201681|-0.027065991|7.56573889|58.47512431|0.653207369|-1.596893495|-31.03055741|77.82445248|0.474165158|2852.085573|-1223.4046460000002|2104.883413|7.967418828|31.74439379|0.0217385279999999|-234.74904|1872.919233|822.8625688|16.654220199999997|1.0|1.0|1.0|1.0|1.0|1.0|4.89|6.0|67.35|2.0|0.0|131.36|0.0|-5.93|33.0|438.52|1.0|0.0|-5.65|1.19e-06|2.26e-06|0.00099|4.78|1.9199999999999998e-10|-0.03936|4.1461|-1413.897695|-1413.857182|752.08|1298.37|326.22|0.7247|663.81|0.68787|-1413.559128|-0.15573|-1413.624817|12.0|7.9208|7.9208
16h_a32|1|1|0|0|0.217139852|-0.015656019|5.733341277|-0.098975084|0|0.039958333|-0.069213021|-0.0048042729999999|0.061727488|3|-0.002310082|-0.1234671109999999|-0.123297852|-0.219947482|-0.71364354|0|0.804503712|-0.003188883|-0.03617945|0.881181048|0.7619492790000001|1|0.7991915079999999|-0.121464999|-51.56009529|-77.17316899|13.31708433|127.5843068|-0.038765425|8.461051377999999|35.90298920000001|0.7359051059999999|-1.821974989|-32.75886858|90.15529448|0.459750275|2709.44587|-1157.597535|3282.554439|6.710057805|33.46862873|0.020432929|-299.7661014|1573.02555|573.3529948|12.98212548|1.0|0.0|1.0|1.0|1.0|2.0|5.86|4.6|149.27|2.0|0.0|111.95|1.0|-6.48|28.0|413.52|1.0|0.0|-4.75|3.28e-07|1.7800000000000002e-05|0.0073599999999999|3.66|9.89e-08|-0.05028|3.6182|-1955.99895|-1955.970762|679.82|1130.4|342.67|0.2914|556.05|0.70219|-1955.772465|-0.14972|-1955.832545|9.0|8.0655|8.0655
5_a15|0|0|0|0|-0.222657379|-0.008878343|0.0|-0.044921287|2|0.035982906|0.0729170329999999|0.000420839|-0.0156037999999999|0|0.003194793|0.1093187759999999|-0.187421793|-0.28098676|-0.340979744|2|0.8384601770000001|0.092692253|0.020920163|0.74438723|0.7950674740000001|0|0.8740541479999999|-0.0989946469999999|-45.57134103|-73.61131563|24.25353664|93.65193084|-0.0273088679999999|18.03465935|64.12413387|0.5089899720000001|-1.583914356|-33.88634094|100.6631306|0.486150431|2940.77098|-1177.78105|2179.757502|7.795174584|39.89581513|0.036380071|-13.36968593|2313.9572780000003|779.0599798999999|27.05181494|1.0|1.0|1.0|1.0|1.0|1.0|4.92|6.01|74.73|3.0|0.0|127.97|0.0|-6.16|33.0|443.49|1.0|0.0|-5.66|6.86e-07|2.18e-06|0.000967|4.86|2.25e-10|-0.03714|4.3299|-1470.816175|-1470.779775|737.16|1272.84|341.96|291.0|629.67|0.62664|-1470.487858|-0.14839|-1470.55517|13.0|7.8861|7.8861
16_a3|0|0|0|0|0.183636734|-0.010031024|4.727387819|-0.186717242|2|0.045993266|0.027762972|-0.010377537|-0.013328983|1|-0.008409607|0.069124437|0.0032314229999999|0.008045619|-0.614173961|2|0.659478546|-0.142670655|-0.031683873|0.838125715|0.640070307|1|0.6974791290000001|-0.100138414|-53.7971544|-49.45999101|6.027544549|149.4199775|-0.041233465|2.977102266|82.16042286|0.8296818009999999|-1.401937796|-26.57128935|56.56724056|0.484889078|2184.788331|-692.4398741|1290.305313|5.780331402000001|24.54661368|0.0143895839999999|-325.670405|834.5848652000001|328.71459869999995|7.107249553|1.0|1.0|1.0|1.0|1.0|1.0|4.74|4.57|92.93|0.0|0.0|90.44|0.0|-4.98|23.0|322.36|0.0|0.0|-4.49|1.05e-05|3.2200000000000003e-05|0.0104|3.35|6.97e-08|-0.07095|3.2208|-1371.388717|-1371.360243|520.28|856.09|384.94|0.3866|368.22|0.6944100000000001|-1371.250459|-0.13195|-1371.297964|42.0|7.3768|7.3768
2_a20 (SB-505124)|1|0|1|1|-0.006955944|-0.010175551|5.351858133|-0.076310057|1|0.05042042|0.013612077|0.001622309|-0.177905025|1|0.003789399|0.02072518|-0.150708132|-0.229461916|-0.520284161|1|0.827730504|0.082053195|-0.19681999|0.765632979|0.790275077|0|0.7694360659999999|-0.117328885|-45.98170774|-64.55966745|15.71798823|126.8667205|-0.0382594189999999|8.648749117000001|441.9400248|0.831919306|-1.759933279|-25.30121848|70.87109323|0.475937029|2195.369524|-968.3950117|1709.9571620000002|5.952040367|25.30541763|0.011470204|-365.2740749|1164.049211|477.95809620000006|6.311425784|1.0|1.0|1.0|1.0|1.0|1.0|5.16|4.47|60.03|1.0|0.0|97.55|0.0|-5.24|25.0|335.4|0.0|1.0|-4.91|5.72e-06|1.22e-05|0.0040799999999999|4.27|6.070000000000002e-08|-0.03717|3.6404|-1089.371784|-1089.358727|593.8|995.68|340.58|0.3267|505.82|0.69947|-1089.147716|-0.14928|-1089.201587|169.0|6.7721|6.7721
4e_a49|0|0|1|1|-0.076526919|-0.006602016|5.4161004020000005|-0.074495823|2|0.036555556|-0.080255074|-1.8100000000000003e-05|-0.053787795|1|0.000660956|-0.130491035|-0.037142108|-0.060391347|-0.403194204|2|0.7541604690000001|0.0063958109999999|0.032396301|0.856023531|0.731643066|1|0.757062331|-0.087866673|-57.79309816|-53.89448633|10.51443916|149.0098632|-0.029288891|6.449206277999999|60.11195021|0.650328475|-1.493733437|-35.44835874|68.38360061|0.471635821|2675.626006|-916.2062675|1647.641653|7.934910277|27.6242383|0.023622273|-184.4129453|1408.836153|620.5697596|14.48911428|0.0|1.0|1.0|1.0|1.0|2.0|3.4|2.83|92.93|1.0|0.0|114.08|0.0|-3.28|30.0|399.45|0.0|0.0|-3.52|0.000528|0.000305|122.0|1.71|4.35e-08|-0.06461|5.7301|-1313.199448|-1313.158118|660.22|1128.64|327.34|0.2273|504.63|0.4078199999999999|-1312.924353|-0.1585099999999999|-1312.98289|34.0|7.4685|7.4685
13a_a30|0|0|2|2|0.113424769|-0.011002918|5.351858133|-0.118776867|2|0.042560386|-0.036541822|-0.003436924|0.0317047379999999|1|-0.002215642|-0.065043716|0.003429114|0.006103754|-0.5640209589999999|1|0.841060094|0.019603815|-0.058608635|0.885516463|0.802578397|0|0.6963945559999999|-0.113507021|-74.02777574|-76.60916637|12.53013554|204.9120824|-0.042832838|8.456950359|102.6479456|0.799862466|-2.27014041|-49.96348386|88.22659517|0.4661332179999999|3002.811441|-1532.183327|2520.165025|8.066980235|36.14261279|0.017212819|-404.771677|1915.558478|713.7769663|11.6174288|1.0|0.0|0.0|1.0|0.0|2.0|3.04|1.72|124.74|1.0|0.0|135.37|0.0|-5.01|32.0|441.51|0.0|0.0|-4.3|9.68e-06|5e-05|0.0221|2.74|6.520000000000001e-07|-0.0555|5.0535|-1744.491614|-1744.4457100000002|721.66|1211.54|351.35|0.1788|541.59|0.26119|-1744.217986|-0.14953|-1744.281248|14.0|7.8665|7.8665
41_a18|0|0|2|2|0.115127295|-0.007587553|4.844187086|-0.059936864|1|0.038034188|-0.089781154|-0.0034878|0.022493846|0|-0.002136837|-0.137860739|-0.005930813|-0.0091068809999999|-0.5421253970000001|0|0.759941674|-0.032217299|0.037097204|0.774395455|0.745631286|0|0.7349388459999999|-0.089139464|-69.94639412|-61.10986894|6.547189171|181.7135945|-0.037381065|4.488448275|93.99687836|0.903239484|-2.317626057|-47.95199341|65.83786886|0.487248278|2899.29167|-1588.856592|1491.296991|8.787657952|28.37200951|0.006896617|-552.8844577000001|1759.064589|897.5188662|4.727999916|1.0|1.0|0.0|1.0|1.0|3.0|3.26|2.7|99.28|2.0|1.0|141.34|0.0|-5.56|34.0|452.55|0.0|0.0|-5.02|2.76e-06|9.49e-06|0.0042899999999999|3.78|4.18e-09|-0.04956|3.2123|-1454.374793|-1454.3467460000002|736.59|1294.52|385.97|482.0|576.83|0.69308|-1453.980175|-0.1319|-1454.045308|369.0|6433.0|6433.0
43_a18|0|0|2|2|0.032999679|-0.005099385|4.844187086|-0.01369899|1|0.033734062|-0.05314954|0.002712865|0.031746165|0|0.003801459|-0.079184068|-0.140532044|-0.2093696189999999|-0.460675034|0|0.718255592|-0.023109314|-0.0579590709999999|0.7458234990000001|0.712848727|0|0.852344887|-0.0822489459999999|-54.49271386|-63.87648583|5.35147222|114.6724699|-0.0311212229999999|4.156080507|21.60709738|0.8743733490000001|-2.302970476|-42.32033664|69.46280937|0.481954273|3172.923606|-1788.541603|1579.614523|10.01438533|27.64206062|0.007193089|-581.4944803999999|2045.512486|1228.492038|5.5863235410000005|0.0|1.0|0.0|1.0|1.0|2.0|4.5|4.08|76.5|3.0|1.0|160.76|0.0|-6.45|38.0|508.65|0.0|0.0|-5.96|3.55e-07|1.09e-06|0.000554|5.1|2.52e-10|-0.04949|3.2233|-1611.621186|-1611.598032|843.1|1493.25|384.65|0.5429|702.4|0.6926800000000001|-1611.126246|-0.13196|-1611.198355|625.0|6.2041|6.2041
21_a12|0|0|1|1|0.04375233|-0.008833375|4.59511985|-0.058516436|3|0.037992832|-0.213225401|-0.003879878|-0.01367083|1|-0.001825446|-0.388196876|-0.116098308|-0.211367878|-0.522951134|2|0.923855679|-0.061915124|-0.099516604|0.89838263|0.859899236|0|0.84827776|-0.100098765|-34.60932333|-50.37198585|6.154473157000001|76.35009799|-0.036878492|3.097071518|0.0|0.770818357|-1.401382713|-17.416202300000002|59.10840872|0.473492395|2185.835701|-705.2078018999999|1080.052791|5.891343219|24.07584081|0.017360942|-272.5639702|914.8819508|380.2468615|8.736422872|1.0|1.0|1.0|0.0|1.0|1.0|4.01|2.25|78.41|0.0|0.0|98.16|0.0|-3.82|23.0|319.38|0.0|0.0|-3.76|0.00015|0.000173|0.0551|2.53|1.67e-07|-0.0546899999999999|4.6851|-1327.479547|-1327.451966|539.67|893.17|310.18|0.3665|397.31|0.59386|-1327.347724|-0.16784|-1327.397348|22.0|7.6576|7.6576
12h_a36|1|0|2|2|-0.128701804|-0.0086750619999999|5.351858133|-0.041228471|2|0.039061728|0.059920602|0.00127667|-0.003014954|1|0.003077071|0.100530266|-0.1430106119999999|-0.239932418|-0.410826531|1|0.8913597320000001|-0.10861416|-0.089459459|0.87043328|0.84179881|0|0.819614525|-0.10720355|-48.17643878|-70.19826261|18.27258858|118.1187282|-0.035734517|11.96512593|1.413982241|0.665254541|-1.929663894|-31.5465515|87.85958486|0.464544951|2845.467486|-1263.568727|2391.856014|7.428908584|35.1736357|0.026971557|-216.42159590000003|1899.376328|679.7230552999999|17.66132225|1.0|0.0|0.0|1.0|0.0|2.0|2.77|1.89|78.43|1.0|0.0|130.24|0.0|-3.95|31.0|411.46|0.0|0.0|-4.07|0.000113|8.499999999999999e-05|35.0|2.65|2.03e-07|-0.05013|5.1998|-1347.481013|-1347.451759|697.29|1177.89|358.81|0.5756|535.67|0.34589|-1347.199963|-0.14247|-1347.260478|14.0|7.8539|7.8539
12z_a30|0|0|2|2|-0.1155022219999999|-0.008819424|5.351858133|-0.026703371|2|0.040566449|0.034848862|0.003529389|0.018796341|1|0.005111479|0.05890953|-0.12254489|-0.207153446|-0.39205163|1|0.8397577820000001|-0.02232319|-0.077335468|0.855880335|0.794193541|0|0.832920077|-0.107776943|-49.68145417|-74.96232552|21.47520633|116.2094523|-0.034034824|14.93669572|0.0|0.630839856|-1.939984979|-34.55504699|95.20867045|0.48740649|3112.622632|-1349.321859|2435.831516|8.071510779|37.52507564|0.029109145|-182.00664430000003|2138.929312|792.3440337000001|20.24634493|1.0|0.0|1.0|1.0|1.0|1.0|3.94|2.63|100.11|2.0|0.0|140.26|0.0|-5.61|33.0|458.54|0.0|0.0|-5.0|2.47e-06|9.94e-06|0.00456|3.81|1.47e-07|-0.04679|4.8063|-1804.814868|-1804.785911|739.33|1266.9|360.02|0.1855|580.6|0.5513100000000001|-1804.51674|-146.0|-1804.581882|44.0|7.3615|7.3615
16b_a32|1|1|0|0|0.0873104119999999|-0.008469352|5.733341277|-0.3723824429999999|0|0.041958333|-0.012739425|-0.008277865|-0.018753196|3|-0.00180101|-0.023602065|-0.1202046419999999|-0.222700615|-0.586122949|0|0.745820612|0.056127969|-0.098450203|0.907055332|0.6762731040000001|1|0.7465375040000001|-0.1083060409999999|-56.84546999|-69.39772428|10.12961779|162.40756509999997|-0.0345657579999999|6.490611388|9.827907321|0.7476362679999999|-1.624590613|-36.42406481|80.37824892|0.414997448|3037.795494|-1040.965864|3264.235184|6.466656381|29.62431176|0.017136832|-317.3487516|1392.342653|597.8890744|10.98052464|1.0|0.0|1.0|1.0|1.0|2.0|5.4|4.88|165.49|1.0|0.0|114.43|1.0|-6.28|28.0|433.57|1.0|0.0|-4.55|5.19e-07|2.84e-05|0.0123|3.14|2.54e-08|-0.05946|3.6211|-2315.990437|-2315.951437|676.92|1137.73|342.39|0.2849|567.01|0.70233|-2315.757928|-0.14995|-2315.819979|17.0|7.7696|7.7696
13_a4|0|0|1|1|-0.210975191|-0.000990136|5.4161004020000005|-0.019846488|1|0.044357639|-0.059300584|0.012994083|-0.14818661|1|0.012019888|-0.094404255|-0.0161529719999999|-0.025714912|-0.143303992|1|0.645708528|-0.215746851|-0.157188841|0.7986239909999999|0.6490618429999999|0|0.970027005|-0.068249548|-24.48959182|-33.41617993|4.282589756|14.67530603|-0.0279998139999999|2.096831328|54.71349575|0.862539527|-1.091992764|-11.99053523|37.12083496|0.4289448289999999|1910.137758|-534.6588788|1439.176684|5.663493161|15.89399858|0.007566425|-355.01146810000006|619.8659446|373.9073307|3.704655033|1.0|0.0|0.0|1.0|0.0|0.0|4.18|4.15|30.71|1.0|0.0|90.06|0.0|-4.09|22.0|287.36|0.0|1.0|-4.42|8.18e-05|3.77e-05|0.0108|3.75|6.28e-07|-0.03168|4.4811|-898.3562912999998|-898.3381672|536.09|893.0|297.09|0.2133|429.36|0.53815|-898.2009630000001|-0.17204|-898.2503529999999|4.0|5.3979|5.3979
4i_a46|0|0|1|1|-0.167244168|-0.002360192|5.587248657999999|-0.018872727|1|0.049498645|-0.088884176|0.012211602|-0.160741899|1|0.011931187|-0.133434195|-0.060809732|-0.091288438|-0.22302552|1|0.7204791309999999|-0.0656636|-0.17856753|0.786754478|0.7172344890000001|0|0.940780437|-0.075208437|-33.08099617|-42.48203383|8.847405392999999|33.45060163|-0.025069479|4.997521397|70.55661087|0.763831778|-1.278543436|-18.68604171|49.04951810000001|0.406629719|2200.19132|-722.1945751000001|2253.484644|6.218233741000001|18.53900079|0.011626803|-298.0546045|945.4890404|579.2365607|6.567484272000001|1.0|0.0|1.0|1.0|1.0|0.0|4.79|5.07|39.94|1.0|0.0|105.43|0.0|-4.94|26.0|347.45|0.0|1.0|-5.04|1.16e-05|9.13e-06|0.00317|4.38|5.04e-08|-0.01646|5.3987|-1092.730494|-1092.70435|611.74|1058.5|280.31|0.2805|546.24|0.41877|-1092.473422|-0.18438|-1092.528145|612.0|6.2132|6.2132
6a_a31|1|0|1|1|0.038376178|-0.01694403|5.6869753560000005|-0.181987023|0|0.0357275129999999|0.08881108|-0.013930701|-0.0225412779999999|2|-0.010591881|0.1533239019999999|0.0006473469999999|0.001117583|-0.568500407|0|0.848282918|-0.07385392|-0.0436046509999999|0.848080284|0.803505125|0|0.57216168|-0.126430958|-77.60012959|-74.23718620000001|20.08876284|251.216265|-0.045153913|11.79563339|98.49408082|0.6927462990000001|-1.896464366|-45.56491046|92.52963742|0.478330896|2713.694431|-1113.557793|1671.917893|7.516549303|38.27271371|0.031153284|-226.3518866|1607.453976|479.200937|18.29245122|1.0|1.0|1.0|1.0|1.0|2.0|4.68|3.69|131.36|1.0|0.0|104.73|0.0|-5.22|28.0|390.42|0.0|0.0|-4.34|6.09e-06|4.55e-05|0.0178|2.8|1.11e-07|-0.05563|3.5428|-1613.34153|-1613.295461|607.79|1028.95|349.96|0.6404|447.66|0.70416|-1613.1416|-0.1428|-1613.198178|1.1|5.9586|5.9586
13_a12|0|0|0|0|0.202052156|-0.0069874069999999|0.0|-0.0619247109999999|2|0.037948718|-0.21832579|0.000830398|-0.083760082|0|0.002279068|-0.362308767|-0.169387652|-0.281096572|-0.595629719|2|0.845823047|-0.226526433|0.039235452|0.7300173240000001|0.804066411|0|0.90006391|-0.092483398|-28.51381164|-45.33566159|4.01385817|48.98899535|-0.034993718|1.96760628|66.2289548|0.8829921740000001|-1.2947675790000002|-13.97756285|48.99243638|0.466560112|1812.788134|-634.6992622|664.9830294|6.06407675|19.42716439|0.0074597119999999|-375.4880089|718.8050825|327.9594923|3.656774794|1.0|1.0|0.0|0.0|1.0|1.0|3.63|3.9|50.7|1.0|0.0|84.74|0.0|-4.26|21.0|276.34|0.0|1.0|-4.2|5.520000000000001e-05|6.3e-05|0.0174|3.51|7.26e-08|-0.04445|4.5363|-876.3661620999999|-876.3370809|532.86|867.79|315.25|0.6528|437.91|0.6622399999999999|-876.209109|-0.16458|-876.258343|93.0|7.0315|7.0315
27c_a34|0|0|1|1|0.02583752|-0.014036512|5.351858133|-0.1450543259999999|1|0.041728395|-0.08157574|-0.008017781|-0.028344637|1|-0.004694534|-0.132026575|-0.128393271|-0.2077985889999999|-0.543350914|1|0.850511415|-0.0360159139999999|-0.0239323839999999|0.8353837409999999|0.804740647|0|0.631065353|-0.12597014|-76.84420762|-84.73908278|20.51361454|248.17931940000005|-0.042782312|13.79934071|119.8660257|0.7381974290000001|-2.26746252|-51.69246989|100.1948155|0.424716257|2921.328444|-1525.30349|2477.818875|8.808655321|38.98592708|0.022975949|-320.4669239|2066.254135|673.8038326000001|15.45573273|1.0|1.0|1.0|1.0|1.0|2.0|3.11|3.34|104.29|1.0|0.0|119.71|0.0|-4.75|32.0|427.46|0.0|0.0|-4.45|1.7800000000000002e-05|3.52e-05|0.0151|2.9|2.13e-08|-0.03792|4277.0|-1426.521813|-1426.482676|709.72|1203.69|316.4|0.2385|558.04|0.68683|-1426.246896|-0.1589|-1426.31053|0.8|6.0969|6.0969
5d_a40|0|0|0|1|-0.071479892|-0.005662681|6.167516491000001|0.0418378229999999|0|0.044526749|-0.1031436519999999|0.007200253|0.2078052269999999|2|0.006642869|-0.259985037|-0.0038660009999999|-0.009744685|-0.399968083|0|0.496945486|0.145024458|0.0451110059999999|0.877722972|0.483934049|1|0.754010052|-0.094277694|-39.55506228|-43.26473143|10.10860823|112.88660690000002|-0.0377110779999999|4.638915105|53.85026982|0.8111805740000001|-1.131332331|-18.15211073|49.97858532|0.479931934|1974.583878|-519.1767771000001|511.3769101|6.288958592999999|21.3342049|0.014630084|-285.606135|640.0261471|243.4287716|6.713853887999999|1.0|0.0|1.0|0.0|0.0|0.0|4.08|3.64|75.5|0.0|1.0|74.11|0.0|-4.23|20.0|287.31|0.0|1.0|-3.82|5.9e-05|0.000152|0.0436|2.98|4.7600000000000005e-05|-0.06796|3.7374|-1276.833831|-1276.817151|473.48|765.69|331.74|0.4493|365.74|0.69613|-1276.751174|-0.14851|-1276.797751|19.0|7.7212|7.7212
47d_a18|0|0|1|1|-0.017398129|-0.006087337|4.844187086|-0.041876322|0|0.032916667|0.069914568|0.003376831|-0.07722825|0|0.005144085|0.104380139|-0.272202025|-0.406388629|-0.417659275|0|0.7640994990000001|-0.002494715|0.027971797|0.773981237|0.741366815|0|0.836999127|-0.087315963|-52.14267013|-71.20388424|12.45251265|132.9229494|-0.028722356|10.15469843|58.93717545|0.69814381|-2.182899066|-42.52098397|86.29525584|0.481311892|3304.705347|-1780.097106|1947.023498|9.940531282|33.54943497|0.018506261|-323.1621908|2549.757058|1255.618298|15.0913716|1.0|1.0|0.0|1.0|1.0|2.0|2.81|3.21|88.97|3.0|2.0|159.67|1.0|-5.74|39.0|527.66|0.0|0.0|-5.28|1.83e-06|5.23e-06|0.00276|4.16|1.4800000000000003e-09|-0.04561|3.1079|-1704.061013|-1704.0327519999998|875.6|1544.09|398.94|0.5820000000000001|817.06|0.69905|-1703.545539|-0.12844|-1703.622959|8.0|8.0969|8.0969
9_a15|0|0|0|0|-0.217598467|-0.009923019|0.0|-0.042227775|1|0.04022792|0.096418279|1.7800000000000002e-05|0.05688176|0|0.003160815|0.140072812|-0.203104439|-0.295062413|-0.344978312|1|0.85357243|0.088615068|0.010183805|0.742680335|0.8105478740000001|0|0.846156316|-0.11668349|-41.10356167|-65.07462414|18.10574464|85.79894134|-0.028575549|10.09761131|54.69975317|0.51257747|-1.400201879|-22.92354152|85.14415759|0.4517825079999999|2392.3164920000004|-780.8954896|1689.926339|5.485176331|31.09118831|0.03598612|-14.02896218|1523.4682269999998|532.0914339999999|20.06953345|1.0|1.0|1.0|0.0|1.0|1.0|3.9|4.95|61.84|2.0|0.0|104.74|0.0|-5.25|27.0|366.41|0.0|1.0|-4.81|5.63e-06|1.53e-05|0.00562|4.24|2.69e-08|-0.0258899999999999|4.3447|-1223.705126|-1223.687392|588.55|1042.17|330.74|0.2693|507.33|0.6512399999999999|-1223.463757|-0.1565099999999999|-1223.522216|107.0|6.9706|6.9706
14x_a23|0|1|0|0|0.0944818319999999|-0.0065692219999999|5.351858133|-0.111315218|2|0.04314059|0.05740118|0.003379755|-0.075184011|2|0.003906274|0.160327487|-0.073958723|-0.206574435|-0.443633823|2|0.5788469970000001|-0.035031888|-0.035965909|0.8668730109999999|0.558482531|1|0.7768288609999999|-0.084244058|-46.97594633|-55.83053941|14.64350681|147.90081730000003|-0.034056109|9.704599953|87.28077098|0.722211323|-1.6006371069999998|-31.13207597|70.40248829|0.468120981|3071.48868|-1060.780249|2382.851643|7.777802167999999|31.25095356|0.0219879679999999|-294.5294492|1468.794817|597.2903597999999|14.57194888|0.0|0.0|1.0|1.0|0.0|1.0|4.2|5.14|105.02|2.0|1.0|120.2|0.0|-5.68|32.0|447.46|0.0|0.0|-5.27|2.09e-06|5.41e-06|0.00242|3.78|1.17e-08|-0.08216|4.0641|-1828.393372|-1828.371718|675.21|1149.42|335.63|0.3184|537.48|0.6757|-1828.168422|-0.15259|-1828.228912|3.0|8.4949|8.4949
12u_a36|1|0|2|2|-0.054501792|-0.006461999|5.351858133|-0.0407717229999999|2|0.042560386|0.033763276|0.0042553209999999|-0.063855309|1|0.005035022|0.055588998|-0.099596099|-0.163978382|-0.438988314|1|0.901715152|0.080270195|-0.018047007|0.855176759|0.860667615|0|0.842227829|-0.0969881059999999|-50.53295452|-67.50289394|12.27663887|109.8080843|-0.03452119|8.544435884|5.944854912|0.77938748|-2.036750221|-35.17050511|78.06218646|0.486156325|2831.106839|-1417.5607730000002|2455.7556010000003|7.65672775|30.82735404|0.015171583|-388.9026034|1818.813889|799.5563855|10.55929252|1.0|0.0|1.0|1.0|1.0|2.0|3.85|3.01|69.2|2.0|0.0|138.33|0.0|-4.95|32.0|423.51|0.0|1.0|-4.86|1.13e-05|1.39e-05|0.00589|3.8|4.2e-08|-53.0|3.8847|-1350.8981130000002|-1350.865506|739.12|1254.5|337.37|0.4267|590.18|0.69258|-1350.575382|-0.15109|-1350.638138|16.0|7.7959|7.7959
5g_a40|0|0|0|1|0.0094595959999999|-0.016033575|6.167516491000001|-0.190406197|0|0.044946237|-0.0602779129999999|-0.012794054|0.122088541|2|-0.012008571|-0.104356485|0.07917206|0.137067086|-0.4748772539999999|0|0.795454476|0.006643696|-0.1312278909999999|0.882781953|0.7733200179999999|1|0.67772744|-0.14338431|-72.93994279|-68.05025116|11.83520323|152.9506864|-0.049288357|5.616992201|0.0|0.745349319|-1.577227413|-34.61732609|80.22859145|0.488538966|2054.810452|-748.5527627|593.8133184|6.193485364|31.38430965|0.025660198|-232.8857705|1004.297909|266.8102663|12.1783403|0.0|0.0|0.0|1.0|0.0|2.0|2.69|2.5|115.96|0.0|1.0|78.2|0.0|-4.24|21.0|301.32|0.0|0.0|-3.37|5.78e-05|0.000426|128.0|2.17|0.0013|-0.0540299999999999|3.48|-1328.055803|-1328.015099|489.04|800.98|356.27|261.0|367.19|0.6563|-1327.9345529999998|-0.14505|-1327.982732|123.0|6.9101|6.9101
12u_a30|0|0|2|2|0.028039604|-0.006935447|5.351858133|-0.027452346|2|0.043383838|-0.091507428|0.002431329|0.028815747|1|0.001805829|-0.15896471|-0.0493878409999999|-0.0857954809999999|-0.467189145|1|0.8149999040000001|-0.055829439|-0.105767484|0.889479916|0.711738503|0|0.84944095|-0.097867106|-51.83732031|-65.55148142|10.42404292|100.8445957|-0.03794847|6.982033926000001|0.0|0.810462868|-1.859475018|-34.72068676|75.26051582|0.443167712|3001.03926|-1245.478147|2608.6452440000003|7.804487592999999|31.36222814|0.014495402|-415.8966522|1536.749179|685.6665849999999|9.709034401|1.0|0.0|1.0|1.0|0.0|1.0|5.11|3.92|81.65|2.0|0.0|137.3|0.0|-6.58|31.0|467.37|0.0|0.0|-6.04|2.64e-07|9.14e-07|0.0004269999999999|5.12|1.58e-08|-0.0528299999999999|3.5003|-2494.962309|-2494.927579|705.15|1202.06|354.21|0.1502|559.16|0.6847|-2494.736802|-0.1486299999999999|-2494.7995530000003|34.0|7.4647|7.4647
