molecula|SddssS|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|SaasN|SRW07|AATSC1s|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|MATS8s|SIC2|RASA|FNSA5|PNSA3|PNSA5|FNSA4|WPSA3|DPSA3|GRAVp|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|Mor01p|PPSA5|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|IC50|pIC50|pIC50
4g_a49|0.0|0|0|0.0|0.0|2|8.228176896|2|2|4.107873566|6.107022888|-0.008414823|-0.085731041|3.4246879480000003|-0.328081947|0.007953069|0.003456679|0.08591712|2|0.007845545|-0.146265064|-0.038698906|-0.066023903|-0.311927917|4|-0.027032199|0.81242269|0.8601878270000001|-0.0666753309999999|-61.24875669|-66.44036383|-0.0250032489999999|18.81105094|80.12633309|4706.348867000001|4747.967275999999|0.372642776|9.28937554|18.19125978|0.958286615|11516.07629|371.3295653|-1986.186746|39.71443299|0.023762615|-253.8168226|1714.878736|23.67887448|0.0|1.0|0.0|1.0|4.36|0.1|42.0|-13.67|7.56|116.3|2.87|2.0|0.0|0.0|0.0|7.0|51.0|7.0|-6.6|1.0|2.24e-05|3.72e-08|2.47e-05|2.13e-14|1.4199999999999998e-11|-0.06458|4.3116|6.35|0.1389|287.56|662.84|0.33449|0.69238|-0.15087|3.4099|-2147.295787|106.0|6.9747|6.9747
5_a4|0.0|0|0|0.0|0.0|1|7.535296702|1|1|2.166832955|5.4161004020000005|0.02257929|0.012532807|2.189593648|-0.0607990979999999|0.011630756|-0.050389825|-0.134215501|1|0.0111310589999999|0.0202481919999999|-0.0471580309999999|-0.076189222|-0.164263889|2|-0.165454845|0.820886786|0.943148502|-0.0681917309999999|-27.26045038|-36.64215945|-0.025201292|2.323516519|31.58455727|2282.291204|1896.178084|0.192648413|5.758733969|9.823391314|0.7058248159999999|5059.243919|103.5177395|-334.71819839999995|16.77294978|0.009538616|-330.3047347|518.5792364|5.125482045|1.0|1.0|1.0|0.0|3.08|0.23|21.0|-7.96|4.67|43.6|2.88|1.0|0.0|0.0|1.0|3.0|26.0|3.0|-5.57|0.0|0.00925|1.4499999999999998e-05|0.0049299999999999|1.09e-08|3.71e-06|-0.04892|4.8582|3.71|0.1106|255.2|421.24|0.60407|0.6019899999999999|-0.16965|2.7859|-1069.102899|71.0|7.1487|7.1487
7b_a10|0.0|0|0|0.0|0.0|0|7.535296702|2|2|0.0|5.4161004020000005|0.037541178|-0.060829392|2.079721225|-0.07459988|0.011041815|-0.01808249|0.039221939|0|0.010068964|-0.0982988509999999|-0.051052176|-0.082499103|-0.1874708719999999|2|-0.108464916|0.8200487120000001|0.92441666|-0.0720417159999999|-30.71062112|-37.45675757|-0.027444463|2.6314862480000003|35.77183831|2290.380138|2150.375871|0.218954161|4.854451707|8.771658176|0.8069307729999999|5212.568172|113.8411654|-311.5991709|18.26940272|0.012428175|-292.2491701|459.0250226|6.46179973|1.0|1.0|0.0|0.0|0.0|0.25|16.0|-6.99|3.03|41.38|3.04|1.0|1.0|0.0|1.0|2.0|25.0|3.0|-5.09|0.0|0.00183|5.25e-06|0.00182|1.0200000000000001e-07|3.54e-05|-0.05377|6.0231|3.44|0.1488|205.85|400.65|0.4195399999999999|0.66228|-0.1584799999999999|4.2068|-1450.124551|19.8|4.7033|4.7033
3_a20 (SB-525334)|0.0|1|0|3.502142227|-0.08980269|0|6.880384082000001|0|0|0.0|4.727387819|-0.053897691|0.001821898|1.728260385|-0.274640708|0.001924142|-0.175513234|-0.119584218|1|0.0033523629999999|0.002992397|-0.169090412|-0.277724429|-0.500412918|2|0.087932573|0.76423988|0.8756647679999999|-0.0917096759999999|-34.52869143|-51.80299691|-0.029269046|3.934338039|41.49386505|2243.481559|1782.992456|0.215089498|5.943823875|10.9543133|0.8429740729999999|4905.195832|121.495147|-438.9205046|21.06338405|0.0117802769999999|-321.8682802|520.6749407|6.654190521|1.0|1.0|1.0|1.0|2.82|0.24|21.0|-8.39|4.69|67.35|1.69|1.0|0.0|0.0|1.0|3.0|26.0|4.0|-5.74|0.0|0.00489|1.88e-05|0.00647|4.07e-09|1.4e-06|-0.0671399999999999|4.9821|3.9|367.0|248.86|498.74|0.49443|0.70168|-0.13417|3.7291|-1086.383308|162.0|6.7905|6.7905
41_a47|0.0|0|1|0.0|0.0|1|6.842683282|0|0|1.840145925|4.727387819|-0.072088843|-0.080388467|1.601942802|-0.187859623|0.003530307|0.024881402|0.075316535|1|0.0047106|-0.178132441|-0.1430639269999999|-0.317014709|-0.276217719|3|0.08640454|0.900915114|0.823168463|-0.0899793719999999|-34.50740631|-50.81597048|-0.02929561|5.852270304|44.86996758|2374.594252|1073.170368|0.346852185|7.168742909|12.96444871|0.8084689140000001|5042.636398|195.8852341|-401.77742|25.33076615|0.023067788|-172.98086630000003|439.9906467|13.02756406|1.0|1.0|1.0|1.0|3.18|0.16|21.0|-7.47|4.52|68.52|1.75|0.0|0.0|0.0|1.0|4.0|26.0|5.0|-6.66|0.0|0.0929|0.000125|0.0436|3.36e-08|1.17e-05|-0.05053|4.0167|2.41|0.2849|308.67|471.9|0.6779|0.68638|-0.15208|4.9162|-1162.342476|0.01|8.0|8.0
4b_a46|0.0|0|0|0.0|0.206072846|1|7.825245291|1|1|2.189591837|5.587248657999999|-0.022119857|-0.082722572|0.0|-0.058945144|0.012332859|-0.135121207|-0.111103941|1|0.011806162|-0.128843936|-0.079238184|-0.123416853|-0.16915334|2|-0.263387881|0.768651645|0.935245062|-0.070236212|-28.58477842|-38.30877966|-0.0229342729999999|2.251475261|32.7126858|2105.172229|1750.333702|0.189531974|5.76401157|10.09436488|0.751274223|4681.895329999999|103.3759991|-334.31474760000003|15.43427855|0.007963679|-338.6757579|538.4165208|4.343611349|0.0|1.0|1.0|0.0|3.03|0.38|17.0|-7.2|4.77|43.6|2.58|1.0|0.0|0.0|1.0|2.0|25.0|3.0|-5.67|0.0|0.0149|2.35e-05|0.00782|6.38e-08|2.12e-05|-0.02729|4.5515|3.98|0.1784|272.4|508.79|0.68682|0.68682|-0.19082|3127.0|-1033.378455|548.0|6.2612|6.2612
18_a31|0.0|1|0|3.281949877|0.0|0|7.401841579|0|0|0.0|5.351858133|-0.138136629|-0.051184519|0.0|-0.640807491|-0.009923585|-0.001973566|-0.096301845|2|-0.007811355|-0.084218532|-0.065041042|-0.107017926|-0.604728055|0|0.022160691|0.904870098|0.72588713|-0.129469649|-69.19879619|-75.99442464|-0.040279446|4.984491996|77.69074057|2241.561812|1935.374782|0.222523168|7.076684189|12.84812443|0.8155571290000001|4856.251645|130.6137795|-624.4871824|30.40953623|0.01673486|-325.73954460000004|477.1857166|9.822812434|1.0|1.0|1.0|3.0|2.85|0.28|16.0|-6.54|3.48|119.14|0.75|1.0|0.0|0.0|1.0|7.0|25.0|4.0|-6.72|0.0|0.00862|0.000241|86.0|2.9e-07|0.000104|-0.03702|5.0092|4.81|444.0|247.51|541.33|0.51842|0.70058|-0.16212|3.0607|-1465.359325|0.13|6.8861|6.8861
4R4l_a46|0.0|0|0|0.0|0.171853072|1|7.825245291|1|1|2.155247543|5.587248657999999|-0.075241716|-0.067419714|0.0|-0.255755434|0.0066560469999999|-0.060895366|-0.161358058|1|0.006162668|-0.1012114369999999|0.0071939419999999|0.010799648|-0.3888343979999999|1|-0.001318857|0.762625193|0.896653672|-0.084697739|-49.12015477|-45.96797819|-0.02989332|2.086777505|52.96512128|2165.83681|1766.0974600000002|0.121701516|5.669819400000001|10.43942503|0.8412270820000001|4923.057044|66.05102684|-449.0673625|18.4720714|0.006401537|-410.6276419|579.2365607|3.474304058|1.0|1.0|1.0|1.0|3.24|0.36|17.0|-7.0|5.02|50.94|3.06|1.0|0.0|0.0|1.0|3.0|26.0|3.0|-5.23|0.0|0.00182|7.78e-06|0.0027|9.980000000000001e-08|3.47e-05|-0.0212699999999999|4.6497|4.99|0.1678|266.65|498.78|0.40548|0.67823|-0.17475|2.1973|-1092.544322|137.0|6.8633|6.8633
32_a47|0.0|0|1|0.0|0.0|1|6.842683282|1|1|1.998170616|4.727387819|0.000921003|-0.013510009|1.6507707980000002|-0.2037028839999999|0.001861676|-0.026022099|-0.044598914|1|0.002350172|-0.0274939029999999|-0.077485193|-0.157688306|-0.2749014|2|-0.0094137619999999|0.858292442|0.851627782|-0.0726950079999999|-41.57905445|-52.38450683|-0.026060474|10.01980854|55.48373932|2808.210157|2255.632049|0.35883878|8.656942728999999|15.53902041|0.794977846|6235.398576|258.5816152|-717.2238666000001|29.28959351|0.022735861|-203.4434306|682.9868225|16.38361254|0.0|1.0|1.0|2.0|3.67|0.26|21.0|-8.82|5.07|67.66|3.11|2.0|0.0|0.0|1.0|5.0|31.0|5.0|-6.34|0.0|0.00674|8.89e-06|0.0038799999999999|1.5e-09|6.55e-07|-0.05682|4.9046|2.97|0.2969|252.79|548.86|0.48011|0.68986|-0.1509599999999999|4.8234|-1777.90286|0.1|7.0|7.0
8b_a12|0.0|0|0|0.0|0.0|0|0.0|1|1|0.0|0.0|-0.1676879319999999|0.028584223|0.0|-0.618894925|-0.010117477|-0.036536396|-0.1090955359999999|0|-0.007926474|0.047425677|0.003898807|0.006468729|-0.659952678|1|-0.010950243|0.792160599|0.740926309|-0.116554734|-60.97837482|-67.44287685|-0.045608374|3.769098814|67.49212879999999|2388.888334|1437.536303|0.111063646|6.373278096|12.27845608|0.926552694|5217.318476|64.26553043|-702.4489440000001|29.68794201|0.009361504|-450.1059006|510.3677388|5.416912474|1.0|1.0|1.0|2.0|2.57|0.1|18.0|-7.45|1.9|80.37|2.23|1.0|0.0|0.0|1.0|4.0|27.0|4.0|-6.51|0.0|28.0|9.74e-05|0.0346|3.56e-08|1.26e-05|-0.0589|4.2263|5.11|0.3179|293.37|460.08|0.53425|0.57773|-0.15294|4.2554|-1159.2425119999998|263.0|6.58|6.58
14o_a23|0.0|0|1|0.0|-4.758526534|2|7.423568444|0|0|3.133942289|5.351858133|-0.301504331|0.135737344|0.6669152279999999|-0.807407518|-0.002390707|-0.029012777|-0.049105045|2|-0.0004039459999999|0.416392114|-0.0962526|-0.2952674819999999|-0.653629157|2|0.000891427|0.861597051|0.904077943|-0.094138958|-51.49843925|-66.92857564|-0.042454824|9.125801389|64.33441296|3399.6213840000005|2297.392496|0.199698446|9.016411722|17.66041891|0.958697036|7967.617129|141.97663490000002|-1094.413931|37.71512766|0.019295686|-427.001863|676.4530574|13.71836682|1.0|0.0|1.0|1.0|3.62|0.09|26.0|-7.95|6.18|114.25|3.04|2.0|1.0|0.0|1.0|7.0|35.0|8.0|-5.94|1.0|6.38e-05|1e-06|0.0004969999999999|1.12e-08|5.57e-06|-0.08059|3.6989|5.17|385.0|335.19|582.89|0.58581|0.58581|-0.1517|5.9294|-2042.000938|3.0|8.4815|8.4815
22_a20|0.0|0|0|0.0|0.0|1|6.842683282|0|0|1.915285809|4.727387819|0.023539095|0.09301076|2.041494094|-0.079707783|0.009265667|-0.066832578|-0.038668966|1|0.008780074|0.155407313|-0.036258691|-0.060582944|-0.177976478|2|-0.044184455|0.809440795|0.946515026|-0.067797027|-39.00017609|-44.14650378|-0.027118811|5.21001405|47.00134116|2738.108259|2396.806062|0.22936173|7.408914181|14.17638345|0.913422548|5924.626340999999|149.350479|-574.9260339|22.91425458|0.01345209|-352.4559681|664.4562602999999|8.759421782|1.0|1.0|1.0|0.0|3.41|0.08|27.0|-9.69|5.39|67.39|2.61|2.0|0.0|0.0|1.0|4.0|31.0|4.0|-5.58|0.0|0.000997|2.98e-06|0.0012|2.04e-10|8.199999999999999e-08|-0.0568|5.5591|4.07|0.2636|223.03|563.43|0.38233|0.66063|-0.16176|4.8308|-1275.657902|231.0|6.6364|6.6364
8f_a8|0.0|1|0|2.939511291|0.0|1|7.05012252|0|0|1.241306689|4.844187086|-0.249095464|0.0587545909999999|0.0|-0.485102985|-0.007796225|-0.08540947|0.007079485|1|-0.007036544|0.152294451|0.09830823|0.254819201|-0.5373378529999999|0|-0.016217844|0.751162751|0.5968139689999999|-0.1064257719999999|-71.22071405|-62.06002501|-0.048375351|4.613060521|79.13157981|2622.044457|1892.066521|0.09422952|7.504290616|13.81994609|0.8416059290000001|5948.547713|54.94802877|-723.7808349999999|31.14376424|0.009226445|-473.23361|485.8626377000001|5.380213594|0.0|0.0|0.0|2.0|2.85|0.0|23.0|-7.95|4.72|80.88|4.11|2.0|0.0|0.0|1.0|4.0|29.0|4.0|-5.98|0.0|0.0023899999999999|1.01e-05|0.00395|1.13e-08|4.43e-06|-0.0675299999999999|4.7027|7.71|0.3188|263.65|477.92|0.55661|0.69925|-0.14532|5.8283|-1361.510739|22.76|4.6428|4.6428
7h_a8|0.0|1|0|2.99743835|0.0|1|7.05012252|0|0|1.2793830309999998|4.844187086|-0.073219554|-0.016074683|0.0|-0.23505152|0.00112124|-0.0873792009999999|0.0260356679999999|1|0.00084936|-0.043606497|0.052081992|0.141285105|-0.382578949|0|0.095758228|0.7677336090000001|0.771011027|-0.0934764819999999|-53.71230941|-53.88211443|-0.041038456|3.86998135|60.42608164|2534.324886|1919.19991|0.107169655|7.589672923999999|13.42380338|0.768693264|5657.402114|61.77519141|-559.0612661|26.49502512|0.00878112|-452.8739011|446.5544107|5.061650885|1.0|0.0|0.0|1.0|3.2|0.0|23.0|-8.46|5.49|61.58|4.27|2.0|0.0|0.0|1.0|3.0|28.0|4.0|-5.27|0.0|0.00078|3.16e-06|0.00118|3.5e-09|1.31e-06|-0.06799|3.9282|6.81|0.3885|315.62|500.94|0.6963199999999999|0.6963199999999999|-0.16076|7.0847|-1285.0707960000002|10.5|4.9788|4.9788
4j_a46|0.0|0|0|0.0|0.19521727|1|7.825245291|1|1|2.194310043|5.587248657999999|-0.012405467|-0.0529855709999999|0.0|-0.130235627|0.011968098|-0.1051618459999999|-0.176133068|1|0.011684396|-0.078783783|-0.0589746909999999|-0.087688953|-0.226712003|1|-0.061823242|0.763724435|0.949893337|-0.074417476|-34.99059698|-43.95227197|-0.024805825|5.205103062|43.80358011|2260.870095|2563.282153|0.223067683|6.274010655|10.49957018|0.673502127|5077.124695|131.7477027|-467.2617475|18.85718615|0.0106831269999999|-327.122208|642.1335502000001|6.30964324|1.0|1.0|1.0|0.0|3.9|0.39|17.0|-7.69|5.33|39.94|3.28|2.0|0.0|0.0|1.0|4.0|27.0|3.0|-5.09|0.0|0.0015|4.86e-06|0.00176|2.03e-08|7.33e-06|-0.01684|5.3949|4.93|0.2783|229.82|572.31|0.37853|0.69413|-0.18387|2.9043|-1131.817578|805.0|6.0942|6.0942
12b_a50|0.0|0|1|0.0|0.0|2|7.927685046000001|1|1|4.058595679|5.82008293|-0.0016330379999999|-0.08032584|2.112397566|-0.125985651|0.01164808|-0.101728189|-0.115659308|2|0.011790103|-0.139522815|-0.168032508|-0.291865836|-0.246831987|1|0.009081884|0.8718949979999999|0.925916085|-0.066155918|-22.92589265|-33.25880166|-0.0237482779999999|5.43117764|33.72918462|2224.116359|1446.231761|0.4268092529999999|5.7232816060000005|10.05480253|0.756824707|4672.843578|214.5713436|-234.0844297|20.82911679|0.027586169|-73.59089223|388.171611|13.86849326|0.0|1.0|1.0|0.0|2.45|0.11|20.0|-5.49|3.42|48.53|2.02|0.0|0.0|0.0|2.0|2.0|24.0|3.0|-6.44|0.0|215.0|0.000144|45.0|3.22e-06|0.00101|-0.02974|4.7089|2.47|0.2425|263.3|401.64|0.6016199999999999|0.6581|-0.16451|4.0567|-1006.550688|4.74|5.3242|5.3242
8_a10|0.0|0|0|0.0|0.0|1|7.535296702|1|1|2.071128354|5.4161004020000005|-0.012055162|-0.000315856|1.546251312|-0.296880569|0.0087730469999999|-0.15615298|-0.106100115|1|0.009056935|-0.000504277|-0.082893697|-0.132343104|-0.368590322|2|-0.015871527|0.864927472|0.874843982|-0.086233061|-32.63117642|-47.16908772|-0.029917593|4.714910465|41.25082928|2612.274447|1899.542278|0.277350551|6.112185271|10.75705296|0.7599356820000001|6289.86818|151.7094758|-438.6216583|22.64553798|0.017582236|-243.5764486|583.7217118|9.617402178|1.0|1.0|1.0|0.0|3.27|0.22|21.0|-7.6|4.2|69.9|2.46|1.0|0.0|0.0|1.0|4.0|29.0|5.0|-6.25|0.0|0.0117|2.4100000000000003e-05|0.00926|2.49e-08|9.59e-06|-0.0623299999999999|4.6964|4.58|0.1596|264.0|416.69|0.41583|0.68815|-0.15556|1.2052|-1257.648047|526.0|6279.0|6279.0
16_a47|0.0|1|1|2.890539668|0.0|0|6.605297921|0|0|0.0|4.59511985|-0.1246612469999999|-0.08282926|1.491023983|-0.23280014|-0.005688938|0.001426202|0.0506476009999999|1|-0.004153659|-0.236994128|-0.02006804|-0.0574194159999999|-0.3379683979999999|2|-0.113476605|0.87782381|0.691860453|-0.092995116|-48.30620628|-48.19609034|-0.034261359|5.0150344780000005|57.9827944|2315.178558|833.8646097|0.302070079|6.855429069|13.01476838|0.898461533|4952.972679|156.55227280000005|-349.69668310000003|25.44160067|0.0234786339999999|-205.1602001|357.35851410000004|12.16814835|0.0|1.0|1.0|2.0|1.95|0.06|21.0|-8.17|5.19|66.49|2.72|0.0|0.0|0.0|1.0|3.0|25.0|5.0|-6.04|0.0|0.0154|3.84e-05|13.0|6.8099999999999994e-09|2.3e-06|-0.05717|4.4393|2.95|0.3182|279.29|395.28|0.59209|0.6743899999999999|-0.16851|2.3795|-1166.951551|1.0|9.0|9.0
3a_a32|0.0|1|1|3.226454082|0.0|0|7.678326357|0|0|0.0|5.6869753560000005|-0.045659995|-0.014365682|2.211368234|-0.250406908|-0.002794182|0.102212031|0.125185185|3|-0.001223394|-0.028290955|-0.079652285|-0.1568626659999999|-0.491457345|0|-0.045516432|0.921812162|0.817070968|-0.0970820759999999|-37.30101542|-44.92473442|-0.032360692|4.811337463|47.69828617|2028.93875|812.930125|0.327690097|5.755284924|10.67859439|0.855441483|4249.04624|151.63860559999998|-207.8892268|22.27382254|0.0236593529999999|-159.4728294|278.73805810000005|10.9483666|1.0|1.0|1.0|1.0|2.21|0.07|19.0|-6.12|4.12|110.94|1.19|0.0|0.0|0.0|1.0|2.0|20.0|3.0|-5.77|0.0|0.00144|4.51e-05|0.0134|7.66e-07|0.0002279999999999|-0.0558|3.6308|2.17|0.2719|341.48|355.48|0.70229|0.70229|-0.15058|3.6178|-1554.748543|3.0|8.5686|8.5686
12t_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|2|0.0|5.351858133|-0.097216874|-0.0596036729999999|0.0|-0.411045472|-0.002544958|-0.0682882559999999|-0.04950715|1|-0.001131023|-0.158448053|-0.0546637159999999|-0.145315868|-0.464720444|1|-0.003937967|0.889479916|0.696413582|-0.1011561919999999|-58.89093185|-65.79920855|-0.037159417|7.981057356|71.1605835|2976.648597|2479.787504|0.254294117|7.957774504|14.358001500000002|0.804273481|6617.834146|165.4110479|-770.409047|32.41376848|0.020029588|-319.6492937|616.2856203|13.02867425|1.0|1.0|0.0|1.0|0.0|0.14|17.0|-7.16|3.74|81.65|3.58|2.0|0.0|0.0|1.0|5.0|31.0|6.0|-6.06|0.0|0.00141|6.71e-06|0.00291|6.900000000000002e-08|3e-05|-0.05542|5.0693|4.32|0.2094|244.58|527.87|0.33647|0.6842600000000001|-0.15029|2.6784|-1774.077985|9.0|8.0496|8.0496
17_a15|0.0|0|0|0.0|0.0|0|0.0|0|0|0.0|0.0|-0.071708785|-0.033968088|0.0|-0.442454151|0.0016674189999999|-0.032903349|-0.0141953639999999|0|0.0032452509999999|-0.052628162|-0.170008473|-0.263401148|-0.461493931|2|0.001376853|0.76362781|0.880459235|-0.079844675|-40.50376584|-61.17023228|-0.027065991|7.56573889|50.37922222|2852.085573|2104.883413|0.346792631|7.967418828|15.15194163|0.90173781|6352.266784|265.6831633|-937.2690986|31.74439379|0.0217385279999999|-234.74904|822.8625688|16.654220199999997|1.0|1.0|1.0|1.0|3.99|0.15|24.0|-9.72|6.0|67.35|2.53|2.0|0.0|0.0|1.0|7.0|33.0|4.0|-5.58|1.0|0.00052|2.26e-06|0.00099|1.9199999999999998e-10|8.43e-08|-0.03936|4.1461|6.89|0.7247|299.04|663.81|0.68787|0.7045100000000001|-0.15573|5.1268|-1413.624817|12.0|7.9208|7.9208
11_a27|0.0|1|0|2.680511093|0.0|0|7.535296702|1|2|0.0|5.4161004020000005|-0.003527607|-0.080272515|1.3706083080000002|-0.344117757|0.004538653|-0.0864111069999999|-0.027287578|0|0.005111147|-0.1299181459999999|-0.041662169|-0.067428705|-0.488734846|2|-0.0357410779999999|0.8629676709999999|0.7645505|-0.094820973|-42.27430065|-50.15555389|-0.034296948|4.524597532|50.82822357|2339.465471|1646.903525|0.1911041289999999|5.231762955|9.562117063|0.82770457|5186.240841|101.0845293|-451.0062644|22.42732497|0.012694323|-326.780942|504.209846|6.714661907000001|0.0|1.0|0.0|1.0|0.0|0.35|16.0|-6.09|1.67|61.88|3.06|0.0|0.0|0.0|1.0|2.0|26.0|4.0|-6.47|0.0|0.0716|9.45e-05|0.0326|8.2e-07|0.000283|-0.05985|3.3426|4.54|0.3492|370.92|415.32|0.6125|0.59222|-0.1022|3.1278|-1122.242519|5.0|8301.0|8301.0
17d_a50|0.0|0|1|0.0|0.0|2|8.105609402|2|2|4.380250483|6.042632834|0.03538699|0.006071856|2.234730384|-0.140830095|0.012079|-0.136180713|-0.125540541|2|0.01245647|0.009780681|-0.200725906|-0.323333765|-0.2294807539999999|1|-0.1921395789999999|0.789310938|0.929886823|-0.069790853|-30.63468215|-48.40178147|-0.025589979|7.31681784|41.18485076|2824.70142|2950.99157|0.24594297|6.996105516|12.62170017|0.8041037459999999|6281.764548|170.5678813|-738.4938272999999|23.53577933|0.013178555|-352.3903892|829.3813984|9.139672835|1.0|1.0|1.0|0.0|3.68|0.35|20.0|-7.07|4.29|51.77|2.71|2.0|0.0|0.0|1.0|6.0|32.0|4.0|-6.25|0.0|0.0135|1.31e-05|0.00557|8.55e-08|3.63e-05|-0.03251|4.0506|3.41|0.1819|306.09|579.45|0.66103|0.66103|-0.16716|5.6557|-1335.713194|74.0|7.1308|7.1308
8_a20 (IN-1130)|0.0|1|0|3.443195704|0.0|0|6.842683282|0|0|0.0|4.727387819|-0.124997065|0.1728459339999999|1.622562232|-0.528090969|-0.006620594|-0.019554464|-0.0574882679999999|1|-0.004654742|0.293415753|-0.049177437|-0.083481481|-0.573278819|2|-0.1221465319999999|0.817914963|0.7274271309999999|-0.097790028|-63.72828772|-64.75689362|-0.035730972|6.93243166|74.19702161|2849.395895|1829.419484|0.251893628|8.005662608|15.46983888|0.932362084|6291.586155|166.8048285|-814.7625241000001|31.628086|0.018957805|-328.593789|684.5377542|12.55392404|1.0|1.0|1.0|2.0|2.43|0.08|27.0|-9.63|4.08|110.44|1.33|1.0|0.0|0.0|1.0|5.0|32.0|5.0|-6.83|0.0|0.00596|2.82e-05|0.0119|2.34e-10|9.86e-08|-0.07014|4.9797|4.53|0.3782|248.98|517.94|0.4377|0.7007399999999999|-0.13622|3803.0|-1368.180121|36.0|7.4437|7.4437
19_a47|0.0|0|1|0.0|0.0|1|6.842683282|0|0|1.445775615|4.727387819|-0.227538423|0.027033021|1.174354482|-0.4380552029999999|-0.013020816|-0.064557784|0.0604168609999999|1|-0.010153352|0.074201869|-0.046265509|-0.126992366|-0.439165562|2|-0.024256505|0.8873627890000001|0.639642891|-0.104459947|-58.28861174|-57.87554797|-0.037307124|8.228498913|73.14028211|2612.978054|1238.799875|0.362167395|7.06969105|13.17443625|0.8635094740000001|5846.960345|200.6571609|-480.9851737|32.40636867|0.03295186|-152.7310283|428.5826478|18.25682461|1.0|1.0|1.0|2.0|1.72|0.05|21.0|-6.92|3.84|98.72|1.67|1.0|0.0|0.0|1.0|5.0|28.0|6.0|-7.22|0.0|0.0816|0.000217|0.0824|1.2099999999999998e-07|4.59e-05|-0.05326|3.8423|3.51|0.3243|322.68|412.31|0.68924|0.68924|-0.15845|5.1151|-1335.634976|0.05|7.3|7.3
12l_a30|0.0|0|0|0.0|-4.712037416|0|7.412764017000001|2|2|0.0|5.351858133|-0.274237737|-0.102468864|0.0|-0.876151158|-0.00695299|0.154540315|-0.02588969|1|-0.004395528|-0.300262845|-0.077457998|-0.226973911|-0.640870513|1|-0.045411075|0.883029843|0.834279405|-0.109810463|-63.31694493|-76.82494797|-0.045581702|7.548024079|74.10578426|3306.001879|2394.793539|0.178184921|9.258542907|17.23248653|0.861252543|7576.362669|124.6606826|-1182.451965|38.8038646|0.016896687|-450.2927313999999|696.6414817000001|11.82116027|1.0|1.0|0.0|1.0|0.0|0.17|17.0|-7.18|4.78|90.88|2.82|2.0|0.0|0.0|1.0|7.0|34.0|8.0|-5.66|0.0|9.63e-05|1.2e-06|0.000579|6.61e-08|3.19e-05|-0.0545299999999999|5.0454|5.52|0.2294|245.74|574.72|0.39486|0.68488|-0.14944|2.5031|-1987.848331|61.0|7.2154|7.2154
14l_a23|0.0|0|1|0.0|0.0|2|7.423568444|0|0|3.402752757|5.351858133|-0.026530366|0.042748013|0.758109562|-0.288615723|0.01269616|-0.060692376|-0.061788679|2|0.01180744|0.07815878|-0.074441567|-0.136106024|-0.448622017|2|0.156652778|0.836852328|0.921267667|-0.078204688|-35.3275485|-51.59307331|-0.0328459689999999|8.125310915|47.64388017|2879.181064|2176.038061|0.210373806|8.006380163|15.78926563|0.972085426|6444.7098240000005|138.7874759|-714.7749208|27.44221375|0.01508774|-382.1434717|666.0036144999999|9.953660282|1.0|1.0|1.0|1.0|3.52|0.09|26.0|-7.78|4.33|105.02|3.24|2.0|1.0|0.0|1.0|5.0|31.0|4.0|-6.1|0.0|0.000608|5.61e-06|0.0023899999999999|1.65e-08|7.03e-06|-0.07191|3.6274|3.79|0.4239|341.8|560.51|0.67242|0.67242|-0.14639|6.0563|-1669.04569|7.0|8.1798|8.1798
