molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|nAHRing|BCUTs-1|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|AATSC1are|MATS8i|AATSC8d|n5aRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|SIC2|RASA|FNSA5|PBF|PNSA3|PNSA5|PPSA3|RNCS|RPSA|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GeomDiameter|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|IC50|pIC50|pIC50
4r_a46|0.0|0|0|0|-0.03033057|1|1|1.13129629|-0.173617329|-0.002826188|5.587248657999999|-0.074041799|2|0.006236535|-0.1129698999999999|-0.048758575|1|0.0061041|-0.237647432|-0.055572881|-0.246070691|2|0.7794598220000001|0.810646641|-0.077483502|0.8549242340000001|0.8478197820000001|-0.081339886|0.261414008|-42.06465252|-43.14814202|6.071841742999999|176.18445569999997|0.152180218|-0.0259595379999999|-22.88867429|3.220912917|0.0|0.7146312779999999|-1.220098292|-22.31391864|-13.77068362|48.13649426|0.456487948|10.69131411|4775.760774|151.3787482|-343.3301143|19.26963463|0.015225417|-227.7097083|905.6728276|496.0386301|0.0|1.0|1.0|1.0|3.82|17.0|-6.25|3.56|3.43|1.52|0.0|97.9|0.0|3.0|25.0|-6.83|334.41|0.0|1.0|0.0|2.7|-3.55|271.0|0.000279|0.0933|2.12|5.64e-07|-0.03073|4.5209|2.3|4.5209|-1069.447946|-1069.419677|571.75|986.04|274.25|0.1404|274.25|-1069.231407|0.1404|-0.18999|-0.2207199999999999|0.02826942|1413.0|5.8499|5.8499
2_a4|0.0|0|0|0|0.0|0|1|1.189716144|-0.072708147|-0.00708265|4.59511985|-0.103346554|1|-0.001386521|0.090707854|0.076479666|0|-0.0016168089999999|0.127695325|0.147657684|-0.3881618|1|0.930871261|0.802438682|0.11821091|0.847373823|0.742518847|-0.105102755|0.442778552|-49.45826819|-44.27948986|2.667094277|166.102249|0.257481153|-0.0379537729999999|-18.65482233|1.123639184|0.0|0.843107708|-1.366335816|-20.83662681|-15.98981578|52.12536246|0.3961813179999999|7.800989232999999|3396.86527|66.09827364|-242.5126903|18.96532986|0.011054731|-289.1005902|682.7518749|284.26458360000004|0.0|1.0|0.0|2.0|3.33|12.0|-4.83|2.12|0.83|1.63|0.0|79.59|0.0|2.0|19.0|-6.69|253.3|0.0|1.0|0.0|1.24|-2.77|1.67|0.00171|434.0|1.62|1.4800000000000002e-05|-0.01612|5.8961|2.46|3.2230000000000003|-819.9326497000001|-819.8996124|458.73|764.77|384.69|0.1315|210.28|-819.771754|0.0008|-0.14614|-0.16226|0.033037353|31.0|7.5086|7.5086
3i_a32|0.0|1|1|1|-4.547725143|0|0|0.6094207970000001|-0.157360524|-0.012358668|5.733341277|-0.363243817|0|-0.0131506889999999|-0.26785886|0.022524712|3|-0.0106761939999999|-0.8373173840000001|-0.054335108|-0.537667101|0|0.565740817|0.833699527|-0.337053202|0.902293804|0.893827987|-0.1132851459999999|0.259644227|-49.17963359|-59.72706743|8.064907632|60.99385995|0.106172013|-0.044627482|-31.48976464|4.252042736|0.201037767|0.77072347|-1.472706897|-25.92886531|-23.52884474|57.24454122|0.422644726|10.09193014|5656.349227000001|120.8809386|-409.3669403|30.52825775|0.021905206|-285.465827|1007.432506|318.0257595|1.0|1.0|1.0|1.0|3.1|19.0|-6.96|6.76|6.29|2.09|2.0|88.28|0.0|3.0|24.0|-5.53|366.38|1.0|0.0|1.0|4.37|-5.16|0.000197|6.85e-06|0.00251|4.23|1.0900000000000001e-07|-0.06518|3642.0|3.38|3642.0|-1891.833327|-1891.811327|530.5|876.0|340.43|0.4765|340.43|-1891.738614|0.4765|-0.1476|-0.21278|0.02199999|6.0|8.2366|8.2366
1a_a5|0.0|0|0|0|0.0|0|1|1.189701889|-0.271170445|-0.001785522|4.59511985|0.009305578|2|0.005921049|-0.132197351|-0.004213083|0|0.00549829|-0.123867037|0.069867374|-0.179831877|2|0.8309401009999999|0.7427901179999999|0.11504495|0.794139321|0.833638233|-0.075618812|0.3602068089999999|-36.19957997|-38.07869556|4.047117885|83.60943679|0.166361767|-0.027665419|-19.17495143|2.037971304|0.0|0.7256546770000001|-1.134282187|-18.22870183|-13.93123008|40.24669785|0.455258786|11.38004491|4005.068642|138.1496441|-287.62427139999994|19.19815378|0.016493595|-227.2618539|787.1243051|403.543273|0.0|1.0|1.0|1.0|3.54|18.0|-7.15|3.08|1.42|2.09|0.0|93.49|0.0|3.0|23.0|-6.58|298.34|0.0|1.0|0.0|1.75|-3.44|755.0|0.000365|109.0|2.17|7.13e-08|-0.1040099999999999|4.6707|2.85|2.8332|-951.1394906|-951.110826|531.02|882.1|437.61|0.2109|265.45|-951.178584|0.0126|-0.12226|-0.2262699999999999|0.028664612|107.0|6.9706|6.9706
12d_a30|0.0|0|0|0|0.0|0|2|0.604984421|0.041181359|-0.006335328|5.351858133|-0.033312179|2|0.005613018|0.036688757|-0.075816941|1|0.005965451|-0.162129948|-0.053644471|-0.4562256979999999|1|0.8414737059999999|0.8017873000000001|-0.0430927579999999|0.8532172109999999|0.843009925|-0.094239701|0.366319099|-47.69710881|-60.88281322|10.05700314|85.1932288|0.156990075|-0.036246039|-39.33285959|6.497247279|0.0|0.8143892140000001|-1.884794029|-30.81433963|-23.41646662|57.75411196|0.4572733479999999|13.92427286|6120.329513000001|119.91237920000002|-786.6571918999999|28.75340957|0.013424098|-406.2173266|1495.177298|686.039456|1.0|1.0|0.0|1.0|4.75|17.0|-7.01|4.35|2.93|3.04|2.0|132.24|0.0|5.0|30.0|-5.81|412.51|0.0|0.0|1.0|2.91|-5.15|0.0009119999999999|7.05e-06|0.00291|4.23|9.75e-08|-0.05119|3.4821|4.14|3.4821|-1615.095823|-1615.063947|695.57|1176.22|356.06|149.0|356.06|-1614.831682|149.0|-0.1479099999999999|-0.1991|0.03187624|11.0|7.9508|7.9508
12f_a36|0.0|1|0|0|0.0|0|2|1.297042537|-0.066269699|-0.006773586|5.351858133|-0.032343041|2|0.003676818|0.012286423|-0.06756661|1|0.0045625|0.182557897|-0.101854847|-0.438198895|1|0.902377067|0.821599443|-0.109793154|0.8700396090000001|0.8435569079999999|-0.100276611|0.3416917479999999|-46.86832019|-66.16123807|11.77610852|43.53853176|0.156443092|-0.035813075|-43.65234724|7.769727312|0.835268043|0.7803018709999999|-2.00553221|-30.92312428|-23.629013600000004|58.64442871|0.464240353|13.84366076|6000.985822|144.9540437|-873.0469447999999|30.28188764|0.015685228|-369.879252|1695.785708|729.1873176|1.0|1.0|0.0|2.0|4.94|17.0|-7.36|3.62|2.45|2.45|1.0|133.52|0.0|6.0|31.0|-6.33|409.49|0.0|1.0|0.0|2.4|-4.57|0.0102|2.6600000000000003e-05|0.0109|3.47|4.38e-08|-0.05035|5.2106|3.87|3.6545|-1311.57896|-1311.550167|699.88|1195.77|339.27|0.4374|237.95|-1311.285102|0.0231|-0.15011|-0.20046|0.02879265|11.0|7.9586|7.9586
12b_a50|0.0|0|1|1|0.0|2|1|1.397986833|-0.19841119|-0.002929899|5.82008293|-0.0016330379999999|1|0.01164808|-0.101728189|-0.115659308|2|0.011790103|-0.139522815|-0.168032508|-0.246831987|1|0.699597776|0.804535572|0.009081884|0.8718949979999999|0.925916085|-0.066155918|0.24516882|-22.92589265|-33.25880166|10.80329197|8.07905572|0.074083915|-0.0237482779999999|-16.72031641|5.43117764|86.49656508|0.5731907470000001|-0.926182858|-11.52561607|-11.93905701|33.72918462|0.430791247|10.05480253|4672.843578|214.5713436|-234.0844297|20.82911679|0.027586169|-73.59089223|812.3355548|388.171611|1.0|1.0|1.0|0.0|3.31|20.0|-5.49|2.59|3.42|2.02|0.0|94.69|0.0|2.0|24.0|-6.44|313.36|0.0|1.0|1.0|2.59|-3.84|215.0|0.000144|45.0|2.5|3.22e-06|-0.02974|4.7089|2.47|3.9305|-1006.664619|-1006.641541|539.15|909.8|315.44|0.2425|263.3|-1006.501585|0.0777|-0.16451|-0.19425|0.02307802|4.74|5.3242|5.3242
47r_a18|0.0|0|0|0|0.0|0|1|0.403924645|0.029358241|-0.0058631659999999|4.844187086|-0.216996268|0|-0.005176133|-0.02952923|-0.030106257|0|-0.0001597829999999|0.0646283159999999|-0.233665901|-0.360670551|0|0.806477847|0.7698681909999999|0.017110504|0.8075001|0.769578222|-0.087091542|0.26560995|-62.75220741|-65.12700692|11.59378448|13.30156885|0.230421778|-0.031669652|-48.70193962|8.669825595|60.66168882|0.688074851|-2.090197013|-46.92606587|-23.68254797|74.34599189|0.49394971|19.40516312|7727.455993|233.2574532|-1168.846551|34.41856352|0.0225607039999999|-281.2845386|2271.625192|1005.982493|1.0|1.0|1.0|2.0|4.55|18.0|-7.46|0.43|3.76|2.23|3.0|145.82|0.0|9.0|36.0|-6.12|504.6|0.0|0.0|0.0|2.2|-5.64|0.0001139999999999|2.31e-06|0.00117|4.59|3.48e-08|-0.0522799999999999|3.1705|9.2|3.1705|-1964.841529|-1964.813473|790.57|1387.23|391.06|0.6007|391.06|-1964.443758|0.6007|-0.13021|-0.18249|0.02805567|231.0|6.6364|6.6364
9_a47|0.0|0|0|0|0.0|0|0|1.3818994059999998|0.00410268|-0.008501246|0.0|-0.1789147139999999|2|-0.009607222|0.022031244|0.045804989|0|-0.007880155|-0.091848897|-0.021556658|-0.4477815529999999|2|0.7033922579999999|0.792070785|0.046690958|0.853035126|0.805149969|-0.0969292319999999|0.492394184|-44.13640712|-50.70744657|4.991260197|107.3271659|0.194850031|-0.036925422|-26.52703503|2.611122094|0.0|0.790651977|-1.550867715|-23.08946904|-19.3171225|49.12766732|0.482896681|10.93281031|5212.504394|109.5180831|-424.4325604|24.43189048|0.015793737|-304.1026787|1026.1394|442.7664664|1.0|1.0|1.0|2.0|2.87|22.0|-8.47|4.61|5.61|2.99|1.0|101.46|0.0|3.0|26.0|-5.26|345.37|0.0|0.0|1.0|4.09|-5.2|0.00148|6.3e-06|0.00218|4.43|3.4000000000000003e-09|-0.05037|5.7429|4.06|3.7183|-1149.090086|-1149.055456|566.1|959.59|333.44|0.2294|215.89|-1148.896866|0.2208|-0.1545099999999999|-0.20488|0.03463008|25.0|7.6|7.6
9_a1|0.0|1|0|0|0.0|0|0|1.432397289|0.020428974|-0.00614716|4.727387819|-0.1075163359999999|1|-0.00314411|-0.079063236|0.016589221|1|-0.0018191779999999|-0.232860777|-0.044035724|-0.483335578|1|0.582499378|0.737794643|-0.053460262|0.7964939409999999|0.755276458|-0.085722429|0.166794384|-46.63553015|-49.42275468|6.495805626|63.73880199|0.244723542|-0.031896718|-28.49439431|3.745117974|0.0|0.7816897429999999|-1.371558857|-26.88743664|-18.38986221|53.13133578|0.452572261|13.91191974|5063.330971|125.865476|-455.910309|23.52578164|0.014186995|-324.81308110000003|1011.608611|472.9447227|1.0|1.0|1.0|1.0|2.78|23.0|-8.98|5.86|5.57|2.74|2.0|102.84|0.0|4.0|27.0|-5.81|357.38|0.0|0.0|1.0|4.12|-4.79|0.00739|1.62e-05|0.0057799999999999|3.76|1.04e-09|-0.07602|3343.0|5.6|3343.0|-1187.226314|-1187.193365|600.6|1007.04|370.88|0.5409|370.88|-1187.011122|0.5409|-0.13413|-0.21015|0.03294951|6.0|5.2218|5.2218
14a_a22|0.0|0|0|0|0.0|1|0|1.4229176680000002|-0.136588366|-0.0050042229999999|4.727387819|-0.052476637|2|0.005288335|-0.057308195|-0.015194063|1|0.005757758|0.036467904|-0.097476465|-0.360663314|2|0.6819423609999999|0.7392451729999999|-0.09744639|0.794858486|0.864077619|-0.081479363|0.490491034|-42.39063895|-55.51601021|14.49148204|93.21042936|0.135922381|-0.031338217|-37.82586486|9.873779458|60.38977977|0.7007904070000001|-1.629587269|-28.88288575|-21.35231162|56.88212098|0.446584227|14.55117701|6348.976909|203.8666248|-756.5172972|30.46889826|0.021742777|-273.61731430000003|1584.38271|684.5377542|1.0|1.0|1.0|1.0|3.42|27.0|-9.21|3.87|4.31|1.73|1.0|124.05|0.0|6.0|32.0|-6.61|420.47|0.0|0.0|1.0|3.19|-4.68|0.00945|2.1e-05|0.00881|3.18|6.1e-10|-0.06145|5.0653|4.98|3.5707|-1368.35698|-1368.321586|695.62|1191.81|347.23|0.3051|244.77|-1368.075682|0.0578|-0.15029|-0.21174|0.03539365|38.0|7.4202|7.4202
33_a47|0.0|0|1|1|0.0|1|0|1.409403453|-0.229935275|-0.004263267|4.727387819|-0.085712613|3|0.002212256|-0.033554816|0.0741098479999999|1|0.003634698|-0.26447859|-0.147591116|-0.270498605|3|0.63155995|0.82821379|0.065468525|0.8913954909999999|0.8197001309999999|-0.083739854|0.404334141|-32.1568697|-44.81989209|11.96072985|30.94680001|0.1802998689999999|-0.0272154529999999|-23.98884914|6.401714296000001|0.0|0.57681348|-1.088618103|-17.2112484|-14.56646493|44.11759955|0.4607629339999999|12.94292541|4889.09585|226.5011607|-311.85503880000005|25.25333652|0.029580684|-82.22540944|1010.133461|388.178924|0.0|1.0|1.0|1.0|3.08|21.0|-7.08|2.96|4.04|1.52|0.0|94.28|0.0|3.0|25.0|-6.78|334.35|0.0|1.0|1.0|2.69|-3.72|183.0|0.000192|0.0643|2.19|8.339999999999999e-08|-0.05462|4.1869|2.06|4.1869|-1123.16428|-1123.135036|566.29|934.34|296.13|0.2566|296.13|-1122.992964|0.2566|-0.15985|-0.21447|0.02924367|4.0|8.4|8.4
A8301_a51|0.0|0|0|0|0.0|1|0|1.197963627|0.0245770529999999|-0.00449765|4.727387819|-0.028789626|2|0.00740124|-0.012770742|-0.1227504419999999|1|0.007083041|0.135886548|-0.0357324579999999|-0.4354420879999999|2|0.7595189840000001|0.6959300979999999|-0.013846396|0.750630149|0.934739895|-0.0780376929999999|0.339244706|-35.90764428|-50.67621589|5.293803823|36.55933899|0.065260105|-0.032775831|-32.90818536|3.437697042|78.46116212|0.854959635|-1.6387915469999998|-23.3177516|-21.28401067|41.20144811|0.4799553379999999|13.24988678|6401.6494600000005|94.18649643|-691.0718926|24.89475504|0.009586697|-461.0082758|1244.737752|690.8826121000001|1.0|1.0|1.0|1.0|3.49|27.0|-9.38|5.5|5.52|3.35|2.0|129.04|0.0|5.0|31.0|-5.31|421.52|0.0|0.0|1.0|4.58|-5.93|0.000105|1.17e-06|0.000495|5.02|4.12e-10|||||||||||||||||12.0|7.9208|7.9208
4e_a49|0.0|0|0|0|0.0|1|1|1.343847746|-0.076526919|-0.006602016|5.4161004020000005|-0.074495823|2|-1.8100000000000003e-05|-0.053787795|0.018857363|1|0.000660956|-0.130491035|-0.037142108|-0.403194204|2|0.7541604690000001|0.803344301|0.0063958109999999|0.856023531|0.757062331|-0.087866673|0.433385455|-57.79309816|-53.89448633|10.51443916|313.22432680000003|0.242937669|-0.029288891|-33.05708028|6.449206277999999|60.11195021|0.650328475|-1.493733437|-35.44835874|-17.96482878|68.30753733|0.471635821|15.01788083|5950.361470000001|214.47685|-561.9703647000001|27.6242383|0.023622273|-184.4129453|1408.836153|620.5697596|0.0|1.0|1.0|2.0|3.35|21.0|-7.36|3.4|2.83|1.25|1.0|114.08|0.0|6.0|30.0|-7.52|399.45|0.0|0.0|1.0|2.42|-3.52|211.0|0.000305|122.0|1.71|4.35e-08|-0.06461|5.7301|3.34|3.7876|-1313.199448|-1313.158118|660.22|1128.64|327.34|0.2273|216.37|-1312.924353|0.0789|-0.1585099999999999|-0.2231199999999999|0.04133034|34.0|7.4685|7.4685
8d_a12|0.0|1|1|1|0.0|0|1|1.283835213|0.057525383|-0.0076893469999999|4.59511985|-0.048642535|2|0.000925796|-0.065870394|-0.046326855|1|0.001575111|0.0479437859999999|0.00930483|-0.484923957|1|0.8857286320000001|0.751098108|-0.091036025|0.8078610759999999|0.858710112|-0.103548595|0.266886187|-43.27410838|-57.57034769|6.309558958999999|90.34024296|0.141289888|-0.039118358|-32.00762818|3.507952014|0.0|0.8338637040000001|-1.760326118|-24.05928792|-21.74879802|49.58366734|0.465113852|12.96695233|5255.11762|92.36749461|-544.129679|26.08195789|0.012525773|-371.2392138|1173.6881050000002|503.2240425|1.0|1.0|1.0|2.0|4.06|21.0|-8.37|3.87|2.67|2.83|2.0|112.14|0.0|3.0|27.0|-5.96|352.39|0.0|1.0|1.0|3.02|-4.61|0.0093|2.43e-05|0.0085799999999999|3.51|4.23e-09|-0.05488|4.2383|3.53|3.7397|-1138.296407|-1138.256361|600.2|1007.85|331.53|0.2871|292.53|-1138.086709|0.0853|-0.15306|-0.20794|0.04004678|25.0|7.6021|7.6021
19_a3|0.0|1|0|0|0.0|0|0|1.4316666480000002|-0.206312209|-0.003417504|4.59511985|-0.030657|3|0.006821053|0.156485495|0.036226415|1|0.006731579|-0.015805561|-0.037291767|-0.270506095|3|0.718266758|0.758995484|-0.0150769919999999|0.8264237520000001|0.853017902|-0.087730634|0.225451546|-31.50932639|-40.8473715|5.419662458|161.5312186|0.146982098|-0.032585664|-19.01853079|2.523394126|0.0|0.75798185|-1.140498238|-14.67073822|-15.17188084|36.92898885|0.476813896|10.21110415|4138.413977|112.6836188|-247.2409002|20.01615321|0.016552404|-240.2326308|700.5653624|314.0966684|1.0|1.0|1.0|1.0|2.81|21.0|-7.21|3.9|3.39|1.18|0.0|85.32|0.0|2.0|22.0|-6.5|287.32|0.0|1.0|1.0|2.45|-3.58|166.0|0.000266|0.0764|2.19|6.18e-08|-0.05757|3945.0|2.43|3945.0|-929.2818523|-929.2608626|499.93|832.23|314.28|0.3006|314.28|-929.14689|0.3006|-0.16303|-0.2206|0.020989746|23.0|7.6383|7.6383
18_a3|0.0|1|0|0|0.0|0|0|1.43179288|-0.256375952|-0.003487792|4.59511985|-0.021283637|3|0.0057881999999999|0.042606196|-0.025890816|1|0.005799063|0.150826737|-0.035611069|-0.2495754869999999|3|0.7226687409999999|0.714658751|0.0355413979999999|0.784960175|0.8419576209999999|-0.0846755|0.217881538|-31.07331853|-37.67445366|6.1383958|160.9514039|0.158042379|-0.031753312|-16.76239841|2.73114076|0.0|0.682492203|-1.016105994|-13.82537222|-14.12792012|37.21171433|0.483376636|10.24658906|3928.183499|141.2679329|-201.1487809|20.70048575|0.02363555|-162.3915791|662.4155441|270.539096|0.0|1.0|1.0|1.0|2.62|21.0|-6.83|3.42|3.08|0.93|0.0|80.35|0.0|2.0|21.0|-6.7|273.29|0.0|1.0|1.0|2.21|-3.27|411.0|0.000537|147.0|1.79|1.49e-07|-0.05769|3.9765|1.85|3.9765|-889.9619321|-889.9402005000001|482.41|784.04|311.79|0.3326|311.79|-889.850598|0.3326|-0.1641099999999999|-0.2218|0.02173162|0.03|7.5229|7.5229
6b_a31|0.0|1|0|0|0.0|0|1|0.610136262|0.052690797|-0.016070861|5.733341277|-0.178758575|0|-0.011483229|-0.032090772|-0.053655833|2|-0.008439437|0.1978523089999999|-0.002840672|-0.57983695|0|0.838789705|0.78240875|-0.068433069|0.841537966|0.627853074|-0.1284626569999999|0.146652651|-73.70779766|-78.37648097|20.12924648|159.79549319999998|0.372146926|-0.045675611|-47.81835367|12.28107483|101.4993391|0.7459204140000001|-2.055402513|-44.96993859|-27.86719323|93.83704414|0.4807018779999999|14.46878435|6099.567787|155.0167518|-765.0936586|37.35947255|0.024142162|-300.0775025|1681.1762649999998|536.6368656000001|1.0|1.0|1.0|2.0|3.55|22.0|-7.33|5.19|4.0|1.36|1.0|109.69|0.0|4.0|29.0|-6.5|404.44|0.0|0.0|1.0|3.3|-4.66|0.000947|2.18e-05|0.00883|3.2|4.67e-08|-0.05835|3.2949|4.61|3.2949|-1652.671944|-1652.635711|637.06|1077.19|376.29|0.4967|376.29|-1652.44739|0.4967|-0.13345|-0.1918|0.03623358|54.0|7.2676|7.2676
12y_a30|0.0|0|0|0|0.0|0|2|0.604984019|0.048343649|-0.005996863|5.351858133|-0.037335306|2|0.00604028|0.061944378|-0.058184644|1|0.006346396|-0.153680104|-0.053700437|-0.4579359229999999|1|0.842068099|0.768409873|-0.05346283|0.8146529229999999|0.8489185109999999|-0.091248521|0.374181804|-47.598277|-61.25585229|10.05775555|85.17057711|0.151081489|-0.034840345|-41.1215369|6.751850651|0.0|0.820108145|-1.91621895|-31.95309886|-23.38859815|57.65603256|0.445723724|14.55517927|6301.067405|120.7628216|-863.552275|28.51891948|0.012362508|-429.782246|1568.540572|754.3941655|1.0|1.0|0.0|1.0|4.86|17.0|-7.38|4.87|3.23|3.25|2.0|137.21|0.0|5.0|31.0|-5.64|426.54|0.0|0.0|0.0|3.19|-5.46|0.00039|3.48e-06|0.00148|4.6|4.12e-08|-0.05065|5.1973|4.45|3.4718|-1654.41361|-1654.382468|728.75|1227.82|357.11|0.2173|238.56|-1654.125015|0.1489|-0.1475|-0.19815|0.0311422|22.0|7.6576|7.6576
9n_a24|0.0|1|0|0|0.0|0|0|1.388847168|-0.2452954769999999|-0.003323852|4.59511985|0.001099755|2|0.008307337|-0.036651001|-0.03088354|1|0.008809179|-0.22754075|-0.12451554|-0.225226606|2|0.786587307|0.7584388259999999|0.048359202|0.804201677|0.904556598|-0.0777274979999999|0.331008994|-35.21502941|-52.53031811|11.90027964|48.691073|0.095443402|-0.026905672|-35.50139138|8.042526681|24.72120326|0.652126509|-1.399094961|-23.79925701|-18.18357165|47.11530904|0.4331595789999999|14.52410167|5356.5828|235.1021924|-639.0250449|27.88350328|0.021951174|-205.6223122|1449.942171|631.9206508|1.0|1.0|1.0|1.0|3.17|23.0|-8.64|4.41|4.14|1.42|1.0|114.29|0.0|7.0|29.0|-6.47|385.46|0.0|1.0|0.0|3.13|-4.29|0.0278|5.14e-05|0.0198|3.07|2.31e-09|-0.03818|4.9139|2.59|4.1028|-1239.1274939999998|-1239.095611|686.19|1155.03|302.2|0.2522|252.31|-1238.856882|0.0334|-0.1658099999999999|-0.20399|0.03188309|19.0|7.7212|7.7212
13_a12|0.0|0|0|0|0.0|0|0|1.508548782|0.202052156|-0.0069874069999999|0.0|-0.0619247109999999|2|0.000830398|-0.083760082|0.021322992|0|0.002279068|-0.362308767|-0.169387652|-0.595629719|2|0.845823047|0.6809340620000001|-0.226526433|0.7300173240000001|0.90006391|-0.092483398|0.122164874|-28.51381164|-45.33566159|4.01385817|64.74666684|0.09993609|-0.034993718|-22.2236882|1.96760628|66.2289548|0.8829921740000001|-1.2947675790000002|-13.97756285|-17.15403411|32.52766981|0.466560112|11.36787272|3647.657976|57.35761558|-311.13163480000003|19.42716439|0.0074597119999999|-375.4880089|718.8050825|327.9594923|1.0|0.0|1.0|1.0|2.7|18.0|-7.14|3.63|3.9|2.42|1.0|84.74|0.0|3.0|21.0|-5.49|276.34|0.0|1.0|1.0|3.22|-4.2|0.0152|6.3e-05|0.0174|3.51|7.26e-08|-0.04445|4.5363|3.83|3.9329|-876.3661620999999|-876.3370809|532.86|867.79|315.25|0.6528|273.31|-876.209109|0.0155|-0.16458|-0.20903|0.0290811829999999|93.0|7.0315|7.0315
4q_a46|0.0|0|0|0|0.09591943|1|1|1.131262631|-0.2520920439999999|-0.001250008|5.587248657999999|0.004704245|2|0.012173202|-0.155661124|-0.081623022|1|0.012222698|-0.019471024|-0.1214838219999999|-0.125840557|2|0.716317772|0.807871283|-0.15266708|0.848935944|0.913550004|-0.070035423|0.258420996|-29.12008262|-39.09149156|8.099124333999999|38.31894407|0.086449996|-0.021010627|-21.81959712|4.520667361|72.14599138|0.61955726|-1.050531344|-16.25388148|-11.72744747|37.21920695|0.487775649|11.78798551|4992.497361|212.350744|-327.2939568|18.92875482|0.018430997|-133.46593529999998|946.4377411|554.3688216|1.0|1.0|1.0|0.0|3.95|17.0|-6.94|4.09|4.09|1.75|0.0|102.63|0.0|4.0|26.0|-6.54|348.44|0.0|1.0|0.0|3.15|-3.89|135.0|0.000129|0.0449|2.65|1.14e-07|-0.03042|4.5296|2.57|4.5296|-1108.751283|-1108.729426|606.7333|1043.05|273.72|0.1432|273.72|-1108.511662|0.1432|-0.1903|-0.2207199999999999|0.02185677|743.0|6129.0|6129.0
19a_a38|0.0|1|0|0|0.0|0|2|1.297044508|-0.084389038|-0.007986407|5.351858133|-0.082283951|2|-0.002526241|-0.122385526|-0.077535135|1|-0.000673716|0.116434494|-0.101303149|-0.4342819429999999|1|0.724208473|0.819222745|0.031696119|0.8741648479999999|0.747152898|-0.108300308|0.298938581|-51.36166266|-64.73159672|13.23456869|137.2318698|0.252847102|-0.038988111|-38.69037594|7.910363161|0.0|0.744796537|-1.949405536|-30.69910427|-23.30337482|64.59623135|0.465829126|12.96056449|6115.030149|152.5362948|-696.4267669|31.28824271|0.020873781|-292.6320538|1564.412135|595.8790650000001|1.0|1.0|1.0|3.0|4.83|17.0|-6.86|3.13|2.55|2.4|1.0|125.69|0.0|5.0|30.0|-6.77|401.44|0.0|0.0|1.0|2.68|-4.17|29.0|6.77e-05|0.0272|2.78|1.4e-07|-0.05271|3.9212|3.41|3.6504|-1332.186327|-1332.1529369999998|628.65|1092.25|339.65|0.2668|316.19|-1331.94466|0.0721|-0.15108|-0.20379|0.03338983|0.01|8.0106|8.0106
12bi_a36|0.0|1|0|0|0.0|0|2|1.297042566|-0.088734077|-0.00902707|5.351858133|-0.043740597|2|0.000482522|-0.067142264|0.041834838|1|0.002872872|0.056936052|-0.176729938|-0.37220074|1|0.884226781|0.812921349|0.0997949019999999|0.858971809|0.7850011179999999|-0.107613368|0.382000949|-57.89562053|-75.1419557|24.16125901|129.685076|0.214998882|-0.027831043|-52.46851415|16.87080604|0.0|0.4996603229999999|-1.614200516|-40.42611289999999|-19.43326441|82.05687954|0.461975362|15.71382803|6572.410403|349.3664649|-787.0277122|38.89295091|0.037590587|0.474365004|2255.791153|766.4854363|1.0|1.0|1.0|2.0|4.97|17.0|-6.79|2.83|1.9|1.42|1.0|136.74|0.0|7.0|33.0|-7.13|441.49|0.0|0.0|0.0|1.75|-4.15|0.0342|7.13e-05|0.0315|2.62|1.6100000000000005e-07|-0.0510199999999999|3.8855|2.68|3.6851|-1461.997992|-1461.966152|742.94|1256.37|336.45|0.4214|319.1|-1461.69263|0.0252|-0.15078|-0.2018|0.0318395999999999|14.0|7.8539|7.8539
