molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|BCUTs-1|SaasN|MATS2c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|AATSC1are|MATS8i|BCUTi-1|n5aRing|AATSC1pe|AATSC7i|MATS1i|n6aHRing|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA5|PBF|PNSA5|RNCS|TPSA_x|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|DPSA5|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomShapeIndex|PPSA1|DPSA4|DPSA2|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50
2_a20 (SB-505124)|1|0|0|-0.09011519|0|1.183764955|0.0|-0.006955944|5.351858133|-0.076310057|1|0.05042042|0.013612077|0.001622309|-0.177905025|10.95129567|1|0.003789399|0.02072518|-0.150708132|1|0.725030162|0.082053195|-0.19681999|0.765632979|0.790275077|0|0.7694360659999999|-0.117328885|0.214264156|-64.55966745|122.8758934|126.8667205|-0.0382594189999999|-35.52365346|441.9400248|0.831919306|-1.759933279|70.87109323|0.475937029|2195.369524|-968.3950117|1709.9571620000002|-11.58380004|0.1680806939999999|0.908167636|92.48561162|25.30541763|1164.049211|1.0|1.0|1.0|1.0|1.0|3.4|3.1|17.0|-7.22|5.16|4.47|60.03|2.06|97.55|0.0|1.0|3.0|-5.24|25.0|4.0|0.0|-4.91|5.72e-06|1.22e-05|0.0|0.0|2.03e-05|-0.03717|3.6404|3.6404|-1089.371784|995.68|340.58|0.3267|340.58|505.82|0.69947|0.69947|-1089.147716|0.3267|0.01305739|-1089.201587|6.7721
12m_a36|1|0|0|0.0|0|1.297043522|0.0|0.013543656|5.351858133|-0.133854569|2|0.03912037|0.14264424|-0.006653538|-0.025127218|10.95440733|1|-0.004569485|0.245908938|-0.052743904|1|0.825587924|-0.075712087|-0.064035403|0.8792981679999999|0.849217847|0|0.711961428|-0.121074678|0.4493096629999999|-81.19927925|42.78660249|193.174369|-0.04260035|-54.45666327|107.233999|0.7471181240000001|-2.300418875|96.11918789|0.465323422|2925.315028|-1542.786306|2637.948424|-19.16067782|0.252881876|0.8702895190000001|169.596372|38.24042793|2064.983108|0.0|0.0|1.0|0.0|3.0|4.83|0.0|17.0|-6.14|1.92|0.98|112.29|1.28|131.85|0.0|1.0|6.0|-4.1|32.0|5.0|0.0|-3.8|7.96e-05|0.000159|0.0|0.0|0.000305|-0.05114|3.8658|3.8658|-1401.654499|1177.15|320.72|0.4718|320.72|505.51|0.69382|0.69382|-1401.385923|0.4718|0.03861003|-1401.446557|7.5229
12bb_a36|1|0|0|0.0|0|1.29704416|0.0|-0.07834963|5.351858133|-0.117921811|2|0.04625323|0.096309833|-0.006877664|-0.018516159|10.96022185|1|-0.004358975|0.2463876689999999|-0.098027247|1|0.836170906|0.0534307559999999|-0.045186455|0.892249657|0.632625562|0|0.6888482109999999|-0.114330726|0.314702945|-73.39466247|88.91215764|199.7440352|-0.038872447|-47.11573753|0.0|0.719294078|-1.943622342|88.14984373|0.4808928389999999|2902.055617|-1247.709262|2458.790147|-16.01935076|0.280705922|0.926384521|180.1992964|34.69260487|1734.6302440000002|1.0|0.0|1.0|0.0|2.0|4.72|0.0|17.0|-7.12|3.55|3.0|69.2|2.78|123.67|0.0|1.0|5.0|-3.99|31.0|6.0|0.0|-4.32|0.000102|4.81e-05|0.0|0.0|3.17e-05|-0.0566799999999999|5.2382|3.8001|-1431.4091|1120.72|326.27|0.4172|236.69|515.92|0.38838|688.0|-1431.178978|0.0736|0.03421884|-1431.238418|8.0
7e_a8|1|0|0|0.0|1|1.394799915|1.3496955309999998|-0.150447714|4.844187086|-0.052939815|0|0.043758865|-0.03633378|0.0024398329999999|-0.11032771|10.94332434|1|0.002669179|-0.075638618|0.034227147|0|0.732001738|-0.023521398|-0.072307692|0.790500031|0.577394732|0|0.8291560379999999|-0.0886889709999999|0.286669793|-53.04282692|86.03149870000001|102.177831|-0.037446454|-31.72369068|63.5628736|0.776001552|-1.6850904519999998|64.23177694|0.4742828629999999|2605.914474|-1007.813711|2032.501296|-13.39444718|0.223998448|0.902163597|133.9683023|28.86058693|1298.726412|1.0|1.0|0.0|0.0|1.0|3.2|3.38|23.0|-8.29|5.16|4.94|70.81|3.54|108.43|0.0|1.0|4.0|-5.75|29.0|4.0|0.0|-5.41|1.78e-06|3.87e-06|0.0|0.0|1.95e-06|-0.0697|3.8142|3.2363|-1300.495519|1060.05|383.1|0.3461|325.06|544.55|0.6998300000000001|0.70177|-1300.271093|0.1522|0.02845071|-1300.327213|4.4547
6b_a31|1|0|0|0.0|0|0.610136262|0.0|0.052690797|5.733341277|-0.178758575|0|0.037803618|0.11647286|-0.011483229|-0.032090772|10.31169819|2|-0.008439437|0.1978523089999999|-0.002840672|0|0.78240875|-0.068433069|-0.084489161|0.841537966|0.795570315|0|0.627853074|-0.1284626569999999|0.146652651|-78.37648097|159.79549319999998|227.0509355|-0.045675611|-47.81835367|101.4993391|0.7459204140000001|-2.055402513|93.1058799|0.4807018779999999|2776.92804|-1254.023695|2063.736075|-17.0020813|0.254079586|0.925676135|155.0167518|37.35947255|1681.1762649999998|1.0|1.0|1.0|1.0|2.0|3.55|2.73|22.0|-7.33|5.19|4.0|131.36|1.36|109.69|0.0|1.0|4.0|-5.63|29.0|5.0|0.0|-4.66|2.34e-06|2.18e-05|0.0|0.0|1.89e-05|-0.05835|3.2949|3.2949|-1652.671944|1077.19|376.29|0.4967|376.29|492.36|0.7013199999999999|0.7013199999999999|-1652.44739|0.4967|0.03623358|-1652.505041|7.2676
19_a31|1|0|0|0.0|0|0.61013725|0.0|0.062492295|5.351858133|-0.086654127|0|0.0427124179999999|-0.044625452|-0.005956522|-0.040386271|10.31169935|2|-0.0038998559999999|-0.095997335|-0.081398052|0|0.8558149140000001|0.019858798|-0.138769819|0.902130276|0.6427749970000001|0|0.7312647940000001|-0.113333675|0.279690511|-66.3863707|75.32978176|157.414423|-0.036060715|-38.88650245|67.42915967|0.776211804|-1.586671445|75.31824576|0.446100738|2265.6917350000003|-929.4091898|1992.2502|-12.37297805|0.223788196|0.805382437|131.0862475|27.21285095|1197.365442|1.0|1.0|1.0|1.0|2.0|3.44|2.62|16.0|-7.39|5.8|4.33|98.91|1.68|97.25|0.0|1.0|7.0|-4.67|25.0|4.0|0.0|-3.92|2.14e-05|0.0001199999999999|0.0|0.0|1.46e-05|-0.04308|5.0344|3.9477|-1489.532192|1028.58|314.06|0.3205|246.28|537.66|0.5385300000000001|0.7005600000000001|-1489.323855|0.2271|0.03702801|-1489.382077|5.7447
16_a3|0|0|0|0.0|0|0.605020428|0.0|0.183636734|4.727387819|-0.186717242|2|0.045993266|0.027762972|-0.010377537|-0.013328983|10.31163046|1|-0.008409607|0.069124437|0.0032314229999999|2|0.767641592|-0.142670655|-0.031683873|0.838125715|0.640070307|1|0.6974791290000001|-0.100138414|0.252612735|-49.45999101|248.6415425|149.4199775|-0.041233465|-24.42909382|82.16042286|0.8296818009999999|-1.401937796|56.56724056|0.484889078|2184.788331|-692.4398741|1290.305313|-10.05903863|0.1703181989999999|0.941329444|84.12292796|24.54661368|834.5848652000001|1.0|1.0|1.0|1.0|1.0|3.13|2.59|21.0|-7.16|4.74|4.57|92.93|2.26|90.44|0.0|1.0|2.0|-4.98|23.0|4.0|0.0|-4.49|1.05e-05|3.2200000000000003e-05|0.0|0.0|2.25e-05|-0.07095|3.2208|3.2208|-1371.388717|856.09|384.94|0.3866|384.94|368.22|0.6944100000000001|0.6944100000000001|-1371.250459|0.3866|0.02847445|-1371.297964|7.3768
5a_a50|0|1|1|0.0|2|1.3972442980000002|4.202707546|-0.203248487|5.82008293|-0.017108794|1|0.038040936|0.017227585|0.012640587|-0.256097122|10.93256969|2|0.01228899|0.028229556|-0.102607753|1|0.788709546|-0.132977171|-0.203436041|0.847812674|0.6759066159999999|1|0.969892876|-0.065209836|0.2814514|-34.7974024|6.819160781|16.06582337|-0.022747617|-18.56865899|60.04351409|0.66527517|-0.978147545|44.17662122|0.4528093929999999|2246.106104|-521.9610361|1605.985157|-6.477439183|0.33472483|0.8275167520000001|178.61652859999998|18.24602704|784.5791628|1.0|1.0|1.0|1.0|0.0|3.5|3.28|20.0|-6.24|3.66|4.33|35.64|2.62|101.86|0.0|1.0|2.0|-3.89|25.0|2.0|0.0|-4.5|0.000129|3.14e-05|0.0|0.0|0.000186|-0.02487|5.6146|4.0159|-1029.930364|976.41|308.73|0.2735|220.82|455.34|0.39948|0.6725399999999999|-1029.734933|0.1156|0.02452028|-1029.786489|5.3872
3g_a32|1|1|1|-0.047725143|0|0.60942078|0.0|0.015803466|5.733341277|-0.072619634|0|0.05052381|-0.058985916|0.001276735|-0.1154223269999999|10.31100273|3|0.002565215|-0.105402305|-0.074808287|0|0.755211939|-0.1015732219999999|-0.1719626169999999|0.802214256|0.786074011|1|0.887695945|-0.098311343|0.273439311|-54.47722347|42.56199385|62.23099889|-0.030429702|-30.18744099|0.0|0.8007401590000001|-1.278047464|60.55421302|0.447358137|2271.746759|-708.2039051|1886.244271|-9.343731735|0.199259841|0.809490137|110.4157723|21.05801434|884.4366022|1.0|1.0|1.0|1.0|1.0|3.43|3.44|19.0|-7.29|7.02|5.42|110.94|2.18|102.55|0.0|1.0|3.0|-7.09|24.0|3.0|0.0|-5.59|8.12e-08|2.58e-06|0.0|0.0|1.8e-05|-0.0535|3.5456|3.5456|-1712.060085|998.86|349.68|0.2859|349.68|495.4|0.70275|0.70275|-1711.865318|0.2859|0.02384763|-1711.919273|7.8539
14j_a23|0|1|1|0.0|2|1.197963927|3.278390512|0.074424082|5.351858133|-0.071396109|2|0.046283951|0.037350515|0.007671236|-0.026319216|10.31321824|2|0.0075222369999999|0.087218599|-0.073945564|2|0.800643488|0.143567854|-0.091426449|0.864845456|0.5935522360000001|1|0.8454521620000001|-0.082226482|0.226990358|-53.34139172|40.38957571|100.2571987|-0.034989992|-34.60325668|83.17168000000001|0.7739671709999999|-1.644529644|64.88069411|0.497137467|2943.385528|-1066.827834|2175.598042|-14.72479008|0.226032829|0.988615047|146.63044480000002|29.32742551|1378.388999|0.0|1.0|1.0|1.0|1.0|3.39|3.41|26.0|-7.67|3.78|4.58|105.02|3.4|120.24|0.0|1.0|5.0|-5.58|31.0|5.0|0.0|-5.11|2.66e-06|7.73e-06|0.0|0.0|9.18e-06|-0.07581|3.6671|3.6671|-1729.15999|1142.37|338.1|0.3886|338.1|528.18|0.65128|0.65128|-1728.9293280000002|0.3886|0.02207124|-1728.988797|8.3883
6g_a40|0|0|0|0.0|1|0.604893315|1.628664494|0.102683335|6.401917197|-0.261952754|0|0.039863946|-0.120745388|-0.019683422|0.07194868|10.30179936|2|-0.018182514|-0.221674172|0.0312035079999999|0|0.832499949|0.075283207|-0.340429901|0.8917390820000001|0.808096413|1|0.605346707|-0.156296046|0.400587529|-101.5916383|328.78166810000005|256.5226419|-0.059045173|-66.03405036|47.36081569|0.824204189|-2.657032782|114.7475987|0.425569146|3142.74733|-1727.0578510000005|3198.69909|-24.9461968|0.175795811|0.740853565|114.2663866|46.56499428|2095.424743|0.0|1.0|0.0|1.0|3.0|4.06|2.28|14.0|-2.87|3.43|2.48|213.89|0.59|124.18|1.0|3.0|5.0|-7.22|31.0|7.0|1.0|-4.71|6.049999999999999e-08|1.93e-05|1.0|0.0|0.6459999999999999|-0.08622|3.3197|2.8135|-2522.023752|1144.59|440.68|0.4971|373.48|514.77|0.58454|0.5794199999999999|-2521.8114530000003|0.1307|0.03363483|-2521.87499|7.3279
22_a20|0|0|0|0.0|1|1.4170330269999998|1.915285809|-0.238401323|4.727387819|0.023539095|2|0.0388043479999999|0.09301076|0.009265667|-0.066832578|10.93106272|1|0.008780074|0.155407313|-0.036258691|2|0.7478675859999999|-0.044184455|-0.067650395|0.809440795|0.607038752|1|0.946515026|-0.067797027|0.425968568|-44.14650378|9.022387025|34.8271111|-0.027118811|-28.7463017|54.71081293|0.77063827|-1.3559405430000002|52.90592556|0.477376285|2738.108259|-882.9300756000001|2396.806062|-11.49852068|0.22936173|0.913422548|149.350479|22.91425458|1145.712729|1.0|1.0|1.0|1.0|0.0|3.36|3.41|27.0|-9.69|5.33|5.39|67.39|2.61|121.62|0.0|1.0|4.0|-5.6|31.0|4.0|0.0|-5.53|2.48e-06|2.98e-06|0.0|0.0|8.199999999999999e-08|-0.0568|5.5591|3.9732|-1275.84854|1181.95|312.05|0.2636|223.03|563.43|0.38233|0.66063|-1275.598059|0.0015|0.03226475|-1275.657902|6.6364
14a_a22|0|0|0|0.0|1|1.4229176680000002|1.646649187|-0.136588366|4.727387819|-0.052476637|2|0.038167849|0.021482585|0.005288335|-0.057308195|10.9464374|1|0.005757758|0.036467904|-0.097476465|2|0.7392451729999999|-0.09744639|-0.027029438|0.794858486|0.655865336|1|0.864077619|-0.081479363|0.490491034|-55.51601021|93.21042936|92.61079081|-0.031338217|-37.82586486|60.38977977|0.7007904070000001|-1.629587269|70.33046351|0.446584227|2885.858295|-1110.320204|2169.870866|-14.54840956|0.299209593|0.8069597009999999|203.8666248|30.46889826|1584.38271|1.0|1.0|1.0|1.0|1.0|3.42|2.86|27.0|-9.21|3.87|4.31|85.59|1.73|124.05|0.0|1.0|6.0|-4.65|32.0|5.0|0.0|-4.68|2.25e-05|2.1e-05|0.0|0.0|2.56e-07|-0.06145|5.0653|3.5707|-1368.35698|1191.81|347.23|0.3051|244.77|534.87|0.45928|0.63156|-1368.075682|0.0578|0.03539365|-1368.13858|7.4202
22_a4|0|0|0|0.0|1|1.399866564|1.987636054|-0.043165663|5.4161004020000005|-0.115883451|1|0.044357639|0.004808337|0.004765062|-0.2078428719999999|10.94586213|1|0.004237768|0.00771584|0.021636871|1|0.7797803109999999|0.086940934|-0.037423832|0.8404413829999999|0.755510052|0|0.8612031509999999|-0.089955967|0.242642229|-43.23011833|162.9809584|66.70156956|-0.036468635|-20.77508795|0.0|0.8444670409999999|-1.349339509|48.65880447|0.4359219589999999|1950.173729|-648.451775|1477.437886|-8.422332951|0.155532959|0.772804341|74.7444381|20.75359108|767.88287|1.0|0.0|1.0|0.0|1.0|3.3|2.2|17.0|-5.24|3.19|3.54|50.94|2.09|87.12|0.0|2.0|2.0|-3.77|22.0|3.0|0.0|-3.98|0.000172|0.000104|0.0|0.0|0.0016699999999999|-0.03046|4.468999999999999|4.0537|-934.2706743999998|860.77|305.85|0.1675|277.43|400.29|628.0|0.65771|-934.12356|0.1293|0.030263407|-934.171365|7.3279
47s_a18|0|0|0|0.0|0|1.251176205|0.0|0.026229332|4.844187086|-0.045792331|0|0.035632184|-0.026883417|0.002573931|0.0134295589999999|10.94702059|0|0.003686393|-0.040169986|-0.168728915|0|0.712629555|0.0109557919999999|-0.0540701129999999|0.745196689|0.716761234|0|0.84543779|-0.08106112|0.306379663|-61.36410696|10.92659868|117.0051929|-0.030108416|-46.45326408|51.05656345|0.820470855|-2.107589125|69.29837549|0.4740142|2992.734821|-1595.466781|1529.863965|-17.25406952|0.179529145|0.901192009|135.90542109999998|27.77963709|1944.574596|1.0|0.0|1.0|1.0|2.0|4.41|0.0|18.0|-9.42|4.06|3.93|76.5|3.33|149.34|0.0|1.0|10.0|-5.95|36.0|3.0|0.0|-5.45|1.12e-06|3.53e-06|0.0|0.0|1.84e-07|-0.0491399999999999|3218.0|3218.0|-1534.196027|1435.42|385.29|0.5203|385.29|736.36|0.6926800000000001|0.6926800000000001|-1533.737579|0.5203|0.02195039|-1533.809351|6.2104
6_a27|1|0|0|0.0|1|1.404458667|1.7996617540000002|0.1718757239999999|4.727387819|-0.072298665|2|0.042942943|-0.237047381|0.00526746|0.075248207|10.93737136|1|0.0058042269999999|-0.406859288|-0.1044763|2|0.787663648|-0.1322552659999999|0.1272522519999999|0.849515128|0.650575651|1|0.785047616|-0.090025109|0.344065059|-44.56839492|125.8234721|106.4156743|-0.034625042|-22.06430895|61.10118428|0.774820398|-1.35037664|52.66373343|0.47262982|2196.1151210000003|-668.5259238|1193.992326|-8.486272674|0.2251796019999999|0.896201262|111.4788253|22.12343713|862.8140479|0.0|0.0|0.0|0.0|1.0|3.0|2.49|21.0|-6.67|3.48|2.79|76.46|2.42|92.65|0.0|1.0|2.0|-3.62|24.0|4.0|0.0|-3.82|0.000242|0.000153|0.0|0.0|6.86e-05|-0.04793|5.5447|4.1391|-1043.831559|896.68|299.55|0.1915|223.61|401.49|0.3366099999999999|0.61083|-1043.678244|163.0|0.02494141|-1043.728133|9.0
14i_a23|0|1|1|0.0|2|1.197963212|3.2692375460000003|0.142566578|5.351858133|-0.130330047|2|0.0432555559999999|0.040408197|0.002243702|-0.018541856|10.31321758|2|0.002496501|0.075401108|-0.017918675|2|0.8025091329999999|0.158023239|-0.04255066|0.864206467|0.7333675390000001|1|0.777952733|-0.096562208|0.266320368|-66.02703063|324.811841|151.83084580000002|-0.039760909|-45.14777443|93.48624142|0.7780956840000001|-2.027806362|79.20815775|0.478050606|3097.406945|-1386.567643|2447.1741030000003|-18.59026006|0.221904316|0.915894552|151.7330992|34.94120504|1782.001457|0.0|1.0|1.0|0.0|2.0|3.56|2.64|26.0|-6.96|2.57|3.12|148.11|2.28|128.38|1.0|1.0|6.0|-5.21|33.0|5.0|1.0|-4.39|6.11e-06|4.03e-05|0.0|0.0|5.03e-05|-0.08025|3.6931|3.6931|-1798.64228|1224.02|335.72|0.3639|335.72|580.74|0.55606|0.55606|-1798.371346|0.3639|0.03394466|-1798.434186|8.4622
19a_a38|1|0|0|0.0|0|1.297044508|0.0|-0.084389038|5.351858133|-0.082283951|2|0.043848238|0.054257043|-0.002526241|-0.122385526|10.96083376|1|-0.000673716|0.116434494|-0.101303149|1|0.819222745|0.031696119|-0.133130383|0.8741648479999999|0.698414933|0|0.747152898|-0.108300308|0.298938581|-64.73159672|137.2318698|151.1278869|-0.038988111|-38.69037594|0.0|0.744796537|-1.949405536|77.20795279999999|0.465829126|2774.129458|-1165.168741|2304.055966|-13.92853534|0.255203463|0.872060139|152.5362948|31.28824271|1564.412135|1.0|1.0|1.0|1.0|3.0|4.83|2.56|17.0|-6.86|3.13|2.55|81.23|2.4|125.69|0.0|1.0|5.0|-4.14|30.0|4.0|0.0|-4.17|7.209999999999999e-05|6.77e-05|0.0|0.0|5.610000000000001e-05|-0.05271|3.9212|3.6504|-1332.186327|1092.25|339.65|0.2668|316.19|466.55|0.6329100000000001|0.68835|-1331.94466|0.0721|0.03338983|-1332.002093|8.0106
7_a4|0|0|0|0.0|1|1.343865525|2.060422336|-0.237954652|5.4161004020000005|-0.003297033|2|0.037694444|-0.07290303|0.008409909|-0.125778587|10.92992954|1|0.008242591|-0.162314698|-0.042220092|2|0.8046449179999999|0.022270259|0.0707653759999999|0.87010589|0.518356619|1|0.825830607|-0.071288428|0.470973822|-35.88407105|14.01468959|87.67070691|-0.026733161|-18.06277106|79.08210981|0.7179916670000001|-1.06932642|44.34066533|0.437317462|2286.169166|-538.2610657|1915.566579|-6.773539148999999|0.282008333|0.7772010559999999|141.9530115|18.74189807|749.6759227000001|1.0|0.0|1.0|1.0|0.0|3.05|2.7|21.0|-7.46|4.42|4.67|43.6|2.82|95.07|0.0|1.0|2.0|-3.81|25.0|4.0|0.0|-4.41|0.000156|3.92e-05|0.0|0.0|1.15e-05|-0.05217|4.0379|4.0379|-1089.870249|915.46|307.05|0.0697|307.05|365.73|0.59702|0.59702|-1089705.0|0.0697|0.02317758|-1089.753885|6821.0
15b_a10|0|0|0|0.0|1|1.3438370730000002|2.145379897|-0.197213588|5.4161004020000005|0.024214591|2|0.033219955|-0.111812184|0.011484257|-0.082365722|10.92966694|1|0.011928706|-0.175869992|-0.174170642|2|0.791078367|-0.058258414|-0.104250125|0.83320417|0.7199249390000001|1|0.921918974|-0.07358373|0.697099355|-50.44100799|43.96642219|53.52386591|-0.024105015|-34.57687319|118.6253241|0.670236374|-1.398090862|62.53159836|0.414077981|2716.468606|-958.3791518|2603.829652|-11.32690674|0.329763626|0.706711759|226.0501037|24.65365821|1429.912176|0.0|1.0|1.0|1.0|0.0|3.61|3.89|21.0|-8.18|4.34|4.44|56.07|2.14|123.73|0.0|1.0|7.0|-4.35|31.0|5.0|0.0|-4.64|4.46e-05|2.28e-05|0.0|0.0|2.73e-06|-0.04734|5.7620000000000005|3.7625|-1317.766641|1231.3|329.52|0.3575|215.17|587.53|0.46711|0.68906|-1317.429772|0.1595|0.02977516|-1317.4913390000002|7.0706
4q_a46|0|0|0|0.09591943|1|1.131262631|2.151582577|-0.2520920439999999|5.587248657999999|0.004704245|2|0.0462962959999999|-0.012611536|0.012173202|-0.155661124|10.96363644|1|0.012222698|-0.019471024|-0.1214838219999999|2|0.807871283|-0.15266708|-0.121752717|0.848935944|0.703627625|0|0.913550004|-0.070035423|0.258420996|-39.09149156|38.31894407|48.25357162|-0.021010627|-21.81959712|72.14599138|0.61955726|-1.050531344|49.37907349|0.487775649|2234.596293|-586.3723734|1491.412605|-6.545879136|0.38044274|0.952269544|212.350744|18.92875482|946.4377411|1.0|1.0|1.0|1.0|0.0|3.95|3.16|17.0|-6.94|4.09|4.09|52.83|1.75|102.63|0.0|1.0|4.0|-3.41|26.0|4.0|0.0|-3.89|0.000389|0.000129|0.0|0.0|3.97e-05|-0.03042|4.5296|4.5296|-1108.751283|1043.05|273.72|0.1432|273.72|510.13|0.69002|0.69002|-1108.511662|0.1432|0.02185677|-1108.566571|6129.0
12a_a40|0|0|0|0.0|1|0.604990853|1.784989449|0.021610099|5.4161004020000005|-0.012791297|0|0.036587302|0.17758258|0.01039129|0.100414476|10.31197265|2|0.007890601|0.298197213|0.018655637|0|0.718281767|0.023863832|-0.375724138|0.7867243829999999|0.525051106|1|0.940879765|-0.074840643|0.000279043|-38.17175304|107.5277007|30.15370934|-0.033799|-19.46913691|49.24750281|0.85136964|-1.047769006|43.65970865|0.476055146|2185.594734|-534.4045424999999|600.1247016|-8.792513441|0.14863036|0.908597808|75.8074911|20.24838026|627.699788|1.0|1.0|0.0|0.0|0.0|3.2|3.39|20.0|-7.21|5.33|5.43|58.43|4.34|91.76|0.0|1.0|2.0|-6.41|22.0|2.0|0.0|-5.95|3.86e-07|1.13e-06|0.0|1.0|2.13e-05|-0.08015|3.0966|3.0966|-2097.826771|875.15|400.39|0.3701|400.39|429.21|0.6998800000000001|0.6998800000000001|-2097.7296100000003|0.3701|0.0104658999999999|-2097.779499|5.7501
19c_a38|1|0|0|0.0|0|1.297043851|0.0|-0.085545751|5.351858133|-0.04575843|2|0.04508642|0.02192428|-0.004442319|-0.0725602509999999|10.95429182|1|-0.002443797|0.04814981|-0.09493054|1|0.846765471|0.073931688|-0.071918235|0.908721232|0.6885713729999999|0|0.7591916240000001|-0.108301657|0.396635872|-68.18641054|139.1570837|151.612258|-0.038224114|-42.92996714|4.848162625|0.7187071909999999|-1.949429829|82.74311399|0.477803802|2967.98627|-1227.35539|2660.812979|-15.15175311|0.281292809|0.914989047|177.10114030000005|33.48483537|1707.726604|1.0|1.0|1.0|1.0|3.0|4.84|3.0|17.0|-6.92|3.17|2.42|105.02|1.76|130.41|0.0|1.0|5.0|-4.35|32.0|5.0|0.0|-4.12|4.46e-05|7.55e-05|0.0|0.0|5.14e-05|-0.05691|5.8832|3.8322|-1424.42734|1138.6|323.53|0.2961|210.74|517.28|0.2597|0.6279899999999999|-1424.1880119999998|0.1417|0.03740877|-1424.247603|8.0348
20b_a10|0|0|0|0.0|1|1.343837209|2.103422978|0.048567614|5.4161004020000005|-0.073703704|2|0.035818182|-0.030238422|0.001965496|-0.042013549|10.92966143|1|0.002637529|-0.049452599|0.019531637|2|0.761071345|0.052265135|-0.022843761|0.817426568|0.6980623109999999|1|0.75259177|-0.088479815|0.6741049840000001|-56.53849503|81.39248686|158.09355980000004|-0.033783202|-36.12803002|91.02309592|0.7616213270000001|-1.85807612|67.46831286|0.454087415|3085.433676|-1187.308396|2257.777328|-13.79433873|0.238378673|0.8317951020000001|152.3236842|28.34404003|1558.922202|1.0|1.0|1.0|1.0|1.0|3.54|3.15|27.0|-8.93|4.23|5.0|95.92|2.41|129.73|0.0|1.0|5.0|-5.22|34.0|5.0|0.0|-5.09|6.05e-06|8.13e-06|0.0|0.0|5.26e-07|-0.0578399999999999|5.9354|3.9013|-1465.62724|1218.74|317.8|0.2782|208.89|482.93|0.3246|669.0|-1465.333983|0.1382|0.03930765|-1465.395231|5.9586
3_a47|0|0|0|0.0|0|1.304465159|0.0|0.013076203|0.0|-0.130414103|2|0.03308642|-0.013350303|-0.008828261|0.103847816|10.93671092|0|-0.007967014|-0.021029826|-0.015388793|2|0.720319618|0.104873188|0.022804181|0.780628097|0.815682427|1|0.854727481|-0.0948001|0.4661246329999999|-49.71258151|98.29790989|76.18000386|-0.036461577|-26.06896797|1.139378223|0.7849694909999999|-1.422001494|58.22383723|0.403777634|2243.894237|-745.6887227000001|1280.146703|-10.02652614|0.2150305089999999|0.67722658|112.7606591|24.35791949|949.95886|1.0|0.0|1.0|1.0|2.0|2.59|2.89|22.0|-8.42|4.32|5.4|58.04|2.88|101.55|0.0|1.0|3.0|-5.54|25.0|3.0|0.0|-5.35|2.86e-06|4.49e-06|0.0|0.0|1.33e-06|-0.05717|5.6998|3.7284|-1470.137664|941.44|332.54|0.2342|217.52|402.58|0.52977|0.69138|-1469.969304|0.2182|0.03619487|-1470.0192869999998|6.5
13a_a30|0|0|0|0.0|0|0.604984129|0.0|0.113424769|5.351858133|-0.118776867|2|0.042560386|-0.036541822|-0.003436924|0.0317047379999999|10.31162842|1|-0.002215642|-0.065043716|0.003429114|1|0.8303425640000001|0.019603815|-0.058608635|0.885516463|0.802578397|0|0.6963945559999999|-0.113507021|0.478381813|-76.60916637|381.9643801|204.9120824|-0.042832838|-51.70573895|102.6479456|0.799862466|-2.27014041|88.22659517|0.4661332179999999|3002.811441|-1532.183327|2520.165025|-19.5115996|0.2001375339999999|0.873126469|135.07860209999998|36.14261279|1915.558478|1.0|0.0|1.0|0.0|2.0|4.76|0.0|17.0|-6.19|3.04|1.72|124.74|2.06|135.37|0.0|1.0|6.0|-5.01|32.0|5.0|0.0|-4.3|9.68e-06|5e-05|0.0|0.0|0.000288|-0.0555|5.0535|3.5288|-1744.491614|1211.54|351.35|0.1788|245.34|541.59|0.26119|0.6845600000000001|-1744.217986|0.1603|0.04590378|-1744.281248|7.8665
